wavelength,Back_ChlRiem,Belly_ChlRiem,Breast_ChlRiem,Crissum_ChlRiem,Crown_ChlRiem,DorTail_ChlRiem,Patch10_ChlRiem,Patch11_ChlRiem,Patch12_ChlRiem,Rump_ChlRiem,Throat_ChlRiem,WingTip_ChlRiem
513.44,13.6244666667,26.7473333333,25.6886666667,5.76026666667,9.10253333333,10.7545333333,49.2265333333,2.43846666667,18.1711333334,25.9638666667,5.79606666667,7.34866666667
513.79,13.8664666667,27.1628,26.1423333333,5.75853333333,9.28013333333,10.8514666667,49.9185333333,2.43266666666,18.1649333333,26.3741,5.78573333333,7.3518
514.13,14.1219333333,27.5889333333,26.618,5.76286666667,9.47846666666,10.9488666667,50.6370666667,2.42346666667,18.1704,26.7978666667,5.7858,7.3444
514.48,14.3409333334,28.0078666667,27.0403333333,5.7458,9.6124,11.0136,51.307,2.391,18.1186,27.1970666667,5.76573333333,7.31646666667
514.83,14.6082666667,28.4379333334,27.5132,5.77746666667,9.80180000001,11.1230666667,51.9946,2.40226666667,18.1066666666,27.6309,5.79566666667,7.3536
515.17,14.8686,28.894,28.0028,5.823,10.0242,11.2436666667,52.7108666666,2.4274,18.12,28.1002,5.84453333333,7.40013333333
515.52,15.1654666667,29.3564,28.4761333333,5.87833333333,10.2596666667,11.3682666667,53.4184,2.48793333333,18.1308666667,28.5462,5.90386666667,7.4344
515.87,15.4558,29.8186666667,28.9524,5.96253333333,10.4757333334,11.4965333334,54.1188666667,2.53366666667,18.114,28.9816333333,5.97586666667,7.48706666667
516.21,15.7329333333,30.2838666667,29.4308666667,6.03613333333,10.7117333333,11.6226,54.8325333333,2.5856,18.1293333333,29.4163333333,6.04873333333,7.55126666667
516.56,15.9364666667,30.7076666667,29.8502,6.0838,10.8916,11.719,55.5019333333,2.598,18.0831333333,29.7955,6.08566666667,7.58773333333
516.91,16.1893333333,31.1320666667,30.3041333333,6.17366666667,11.1020666667,11.8666,56.1716,2.6674,18.0917333333,30.2064666667,6.17233333333,7.66466666667
517.25,16.3813333333,31.4916,30.6578666667,6.2208,11.2731333333,11.9711333333,56.7440666667,2.70153333333,18.0730666667,30.5508666667,6.20906666667,7.71113333333
517.60,16.5554666667,31.8297333333,31.0,6.253,11.4217333333,12.0484666667,57.2639333333,2.7294,18.0443333333,30.8517666667,6.24233333333,7.72026666667
517.95,16.7176666667,32.1288666667,31.2916,6.2784,11.5406,12.107,57.6946,2.74813333333,17.9965333333,31.1267666667,6.2736,7.74946666667
518.29,16.8582,32.3923333333,31.5725333333,6.318,11.6768666666,12.1712,58.118,2.78353333333,17.9743333333,31.3887,6.3044,7.7762
518.64,17.0020666667,32.6698,31.8568666667,6.351,11.8168666667,12.2356666667,58.5326,2.8174,17.9390666667,31.6268,6.33586666667,7.7936
518.99,17.1364666667,32.9064,32.1203333333,6.368,11.9193333333,12.284,58.9419333333,2.83106666667,17.8946666667,31.8426666667,6.34986666667,7.79753333333
519.33,17.2730666667,33.1450666667,32.3890666667,6.39853333333,12.0314666667,12.3296,59.3262666667,2.84213333333,17.8530666667,32.0828,6.37546666666,7.83593333333
519.68,17.3886666667,33.3677333333,32.6349333333,6.39973333333,12.1263333333,12.37,59.6758,2.84086666667,17.7996,32.2869666667,6.38126666667,7.82193333333
520.02,17.4890666667,33.5662666667,32.8570666667,6.3614,12.1880666667,12.3694,60.0227333333,2.805,17.6874666667,32.4714666667,6.3548,7.7742
520.37,17.605,33.7752666667,33.0957333333,6.35193333333,12.2794,12.3869333334,60.3586,2.794,17.6065333333,32.6702,6.35053333333,7.74613333333
520.72,17.7178,33.9799333333,33.3234,6.3344,12.3601333333,12.3999333333,60.6850666667,2.77686666667,17.5233333333,32.8624666667,6.34233333333,7.71753333333
521.06,17.8639333333,34.228,33.634,6.33946666667,12.4703333333,12.4440666667,61.0725333333,2.7804,17.4542666667,33.0889333333,6.3564,7.70753333333
521.41,17.997,34.4213333333,33.8939333333,6.34066666667,12.5639333333,12.4737333333,61.4304,2.77706666667,17.3515333333,33.3114333333,6.363,7.69646666667
521.75,18.1459333333,34.6944666667,34.2004,6.37193333333,12.6896,12.541,61.8928,2.80146666667,17.2917333334,33.5634,6.39366666667,7.6974
522.10,18.3097333333,34.9614,34.5021333334,6.38813333333,12.8000666666,12.5906,62.3291333333,2.79413333333,17.2158,33.8044,6.43413333333,7.69293333333
522.45,18.4565333333,35.2256,34.7702,6.40786666667,12.9022666667,12.6444666667,62.8087333333,2.77446666667,17.1354666667,34.0634,6.4462,7.68333333333
522.79,18.5996666667,35.4638666666,35.0156666667,6.43573333333,13.0182,12.6741333333,63.1961333333,2.76946666667,17.0352666667,34.2864666667,6.4546,7.68373333333
523.14,18.7577333333,35.7541333333,35.3156666667,6.47986666667,13.1349333333,12.7525333333,63.6788,2.7888,16.9477333333,34.5513333333,6.49573333333,7.69333333333
523.48,18.8703333333,35.9921333333,35.5571333333,6.48766666667,13.2327333333,12.7942666667,64.1065333333,2.7986,16.8408666667,34.7733666667,6.5174,7.70213333333
523.83,19.0072,36.2613333333,35.8004,6.55393333333,13.35,12.8591333333,64.5623333333,2.83293333333,16.7805333333,35.0085666667,6.5642,7.7422
524.17,19.1639333333,36.5533333334,36.0929333333,6.60533333333,13.4800666667,12.9234666667,65.0904666667,2.86093333333,16.7316666667,35.2911,6.6056,7.78753333333
524.52,19.2798,36.814,36.3424666667,6.65233333334,13.5789333333,12.9746666667,65.5503333333,2.87026666667,16.6786666666,35.5275666667,6.63266666667,7.8096
524.87,19.3948,37.0517333333,36.5508,6.68186666667,13.6664,13.0025333333,65.9986,2.87913333333,16.6182666667,35.7489,6.67026666667,7.8082
525.21,19.5005333333,37.3296666667,36.7858666667,6.7268,13.7528666667,13.0491333333,66.4758666667,2.89,16.5658,35.9668666667,6.71146666667,7.82553333333
525.56,19.6185333333,37.5670666667,37.0186,6.77706666667,13.8451333334,13.0941333333,66.9307333333,2.924,16.5011333333,36.1793,6.74126666667,7.87186666667
525.90,19.7442666667,37.8716666667,37.2904666667,6.83926666667,13.9561333333,13.1645333334,67.5067333333,2.96953333333,16.4526,36.4585333333,6.79133333333,7.90833333333
526.25,19.8466666667,38.1476,37.5444666667,6.88666666667,14.0542666667,13.2117333333,67.9696,3.012,16.3940666667,36.6802,6.83453333333,7.93806666667
526.59,19.9582666667,38.4457333333,37.7973333333,6.94653333333,14.1592,13.2746666667,68.4635333333,3.058,16.3554,36.9267666667,6.8996,7.9786
526.94,20.0481333333,38.6962,38.0184666667,6.97266666667,14.2381333333,13.3061333333,68.928,3.07246666667,16.3083333333,37.1333,6.91546666667,7.9914
527.28,20.1322,38.9208666667,38.2324,7.00806666667,14.3234666667,13.3488666667,69.324,3.0796,16.2604666667,37.3411,6.94586666667,8.01013333333
527.63,20.2047333333,39.1187333333,38.4338666667,7.04026666667,14.3938666667,13.3899333333,69.6878,3.09986666667,16.2267333333,37.5269333333,6.9792,8.037
527.97,20.258,39.2596,38.5616,7.06273333333,14.4268,13.4077333333,69.9507333333,3.11586666667,16.1895333333,37.6379,7.006,8.0468
528.32,20.3117333333,39.3837333333,38.6780666667,7.07806666667,14.475,13.4266,70.1763333333,3.1234,16.1346666667,37.7361333333,7.023,8.0594
528.66,20.3702,39.5077333333,38.7964666667,7.11806666667,14.5362666667,13.4632,70.3905333333,3.15186666667,16.1007333333,37.8300666667,7.05333333333,8.09246666667
529.01,20.4211333333,39.6151333333,38.9080666667,7.1342,14.5782,13.4831333333,70.5928,3.16106666667,16.0549333333,37.9238333333,7.06853333333,8.10513333333
529.35,20.4437333333,39.7107333333,39.0058666667,7.1404,14.6029333333,13.4850666667,70.7738666667,3.1554,15.9951333333,37.9933333333,7.06926666667,8.08353333333
529.70,20.4697333333,39.7704,39.0838666667,7.1416,14.6341333333,13.4721333333,70.8910666667,3.1552,15.9248,38.0361333333,7.06513333333,8.07086666667
530.04,20.5239333333,39.8698,39.2023333333,7.15433333333,14.6702666667,13.4714,71.1040666667,3.14933333333,15.8586666667,38.1256333333,7.08193333333,8.07353333333
530.39,20.5604,39.9273333333,39.3043333333,7.15966666667,14.6962,13.4587333333,71.2806666667,3.14353333333,15.7706,38.1700666667,7.07873333333,8.06573333333
530.73,20.6286,40.0177333334,39.4337333333,7.18853333333,14.7462666667,13.4724,71.4962666667,3.15826666667,15.6950666667,38.2524,7.1088,8.0688
531.08,20.7024666667,40.1302,39.5686666667,7.21266666667,14.7853333333,13.4673333333,71.7610666667,3.16813333333,15.6157333333,38.3374,7.13033333333,8.0748
531.42,20.7982,40.2694,39.7235333333,7.24453333333,14.8377333333,13.4763333334,72.0324,3.1888,15.5305333333,38.4443666667,7.16413333333,8.09593333333
531.77,20.8794,40.4112,39.8906666667,7.26233333333,14.8960666667,13.4869333333,72.3176,3.1866,15.4292666667,38.5733333333,7.18113333334,8.09586666667
532.11,20.9371333333,40.5394666667,40.044,7.28906666667,14.942,13.4782666667,72.6056666667,3.2024,15.3489333333,38.6756666667,7.20206666667,8.09213333333
532.46,20.9764666667,40.6562666667,40.1782,7.2858,14.957,13.461,72.864,3.183,15.2424,38.7737,7.1926,8.07
532.80,21.0316666667,40.7608666667,40.3022,7.31093333333,14.9940666667,13.4608,73.0925333333,3.19613333333,15.162,38.8578333333,7.20646666667,8.07293333333
533.15,21.0738666667,40.8616666667,40.4124666667,7.307,15.0171333333,13.4432,73.3060666667,3.1762,15.0719333333,38.9413,7.20946666667,8.06093333333
533.49,21.1286,40.9585333333,40.5258666667,7.32533333333,15.0404666667,13.4502,73.5203333333,3.1698,14.9968666667,39.0157,7.235,8.0652
533.84,21.1570666667,41.0122666667,40.5936666667,7.33306666667,15.0483333333,13.4454,73.6758,3.17266666667,14.9192666667,39.0686,7.23633333333,8.0516
534.18,21.2078666667,41.13,40.7184666667,7.33826666667,15.0769333333,13.443,73.8778,3.16733333333,14.8436,39.1664,7.2474,8.0296
534.52,21.2247333333,41.2139333333,40.8013333333,7.32953333333,15.0803333333,13.4310666667,74.034,3.14533333333,14.7463333333,39.2264,7.239,8.01633333333
534.87,21.2552,41.2896,40.8850666667,7.3352,15.0932,13.421,74.1892,3.1522,14.6463333333,39.2580666667,7.24746666667,7.99853333333
535.21,21.2576,41.3399333333,40.9533333333,7.3286,15.1030666667,13.4042,74.3320666667,3.12886666667,14.5538,39.2838,7.23166666667,7.94766666667
535.56,21.2828666667,41.414,41.0448666667,7.34466666667,15.1122,13.3979333333,74.5053333333,3.12646666667,14.4704666667,39.3255666667,7.23773333333,7.92866666667
535.90,21.2922,41.4518,41.0900666667,7.31786666667,15.0863333333,13.3678,74.6008,3.09213333333,14.356,39.3451,7.2238,7.88006666667
536.25,21.3245333333,41.5023333333,41.1626666667,7.31786666667,15.0978,13.3548,74.7184666667,3.09313333333,14.2727333333,39.3774666667,7.2388,7.86366666667
536.59,21.316,41.5316666667,41.1996666667,7.2866,15.0706,13.3025333333,74.81,3.05333333333,14.1617333333,39.3633666667,7.21166666666,7.81433333333
536.93,21.3268666667,41.5509333333,41.2416666666,7.29146666667,15.0696666667,13.2853333333,74.8696,3.05013333333,14.0716,39.358,7.2328,7.79733333333
537.28,21.3415333333,41.6144,41.3145333333,7.30033333333,15.0860666667,13.2765333333,75.0044,3.05193333333,14.0058,39.3938666667,7.23813333333,7.79066666667
537.62,21.3672666667,41.6978666667,41.421,7.3042,15.098,13.2662666667,75.1822666667,3.041,13.9132666667,39.4270666667,7.2426,7.7762
537.97,21.3536666667,41.7066,41.4550666667,7.2844,15.0656666667,13.2238666667,75.3016666667,3.01093333333,13.7962,39.3979,7.23246666667,7.74546666667
538.31,21.3374,41.7516,41.5204,7.29,15.0482,13.1749333333,75.4615333333,2.99333333333,13.6900666666,39.3957333333,7.23633333333,7.72446666667
538.65,21.3461333333,41.8238666667,41.6234,7.31826666667,15.0388666667,13.1581333333,75.6502666667,2.98126666667,13.6016,39.4357666667,7.26386666666,7.72606666667
539.00,21.3525333333,41.8844666667,41.7050666667,7.33946666666,15.0147333333,13.1034,75.8116666667,2.97,13.4881333333,39.4229333333,7.282,7.7224
539.34,21.3427333333,41.9030666667,41.7519333333,7.32133333333,14.9730666667,13.0481333333,75.9453333333,2.94586666667,13.3676666667,39.3916,7.27086666667,7.69406666667
539.69,21.3777333333,41.9861333333,41.8867333333,7.36493333334,15.0028666667,13.0440666667,76.1845333333,2.97346666667,13.3032,39.4495,7.31593333333,7.7194
540.03,21.3912666667,42.0604666667,41.9856666667,7.38886666666,14.9878,13.0176,76.3902,2.96413333333,13.2236666667,39.4783333333,7.3304,7.70986666667
540.37,21.3973333333,42.0844666667,42.0465333333,7.4006,14.9767333333,12.9946,76.4878666667,2.94873333333,13.1523333333,39.4964333333,7.3418,7.70173333333
540.72,21.4070666667,42.1252,42.1202,7.40366666667,14.9432,12.9688666667,76.6414,2.91833333334,13.0732666667,39.5012666667,7.32693333333,7.69246666667
541.06,21.3924,42.1264,42.1646666667,7.38706666667,14.9,12.9174,76.6889333333,2.88746666666,12.9854,39.4590333333,7.30566666667,7.65586666667
541.40,21.3696666667,42.1295333333,42.1966666667,7.34653333333,14.8411333333,12.857,76.7167333333,2.84006666667,12.8933333333,39.4307,7.26266666667,7.61093333333
541.75,21.3874666667,42.1513333333,42.2596,7.34953333333,14.8115333333,12.8319333333,76.7958,2.82126666667,12.8272,39.4254333333,7.25466666666,7.6004
542.09,21.3927333333,42.1008,42.2768,7.34766666667,14.7812666667,12.8006666667,76.7348666667,2.81513333333,12.7558,39.3624666667,7.249,7.58646666667
542.43,21.3892,42.0390666667,42.2859333333,7.3134,14.7418666667,12.7468,76.6948666667,2.77353333333,12.6634666667,39.2926,7.20426666667,7.52506666667
542.78,21.3646666667,41.9499333333,42.2907333333,7.251,14.6656,12.6827333333,76.6229333333,2.70233333333,12.5518666667,39.2127666667,7.14433333333,7.45633333334
543.12,21.3279333333,41.8744,42.3004,7.19586666667,14.582,12.5992,76.5406,2.61986666667,12.4162666667,39.1075,7.07733333333,7.37493333333
543.46,21.262,41.7549333333,42.2535333333,7.11393333333,14.4663333333,12.4888666667,76.3611333333,2.524,12.2585333333,38.9569666667,6.99713333333,7.2802
543.81,21.2142666667,41.6368,42.2288,7.05046666667,14.3784666667,12.3992,76.2418,2.4526,12.1258666667,38.8353,6.93793333333,7.2046
544.15,21.1800666667,41.5535333333,42.2226,7.0084,14.2912666667,12.3168,76.176,2.396,12.0021333334,38.7308,6.89546666667,7.14513333333
544.49,21.1491333333,41.4732666667,42.1917333333,6.99446666666,14.2316,12.245,76.082,2.36033333333,11.903,38.6444333333,6.87066666667,7.10006666667
544.84,21.1293333333,41.4265333333,42.1574666667,6.9898,14.1816666667,12.1908666667,76.0361333333,2.3372,11.8041333333,38.5947,6.86053333333,7.0772
545.18,21.1036666667,41.316,42.0614,7.01473333333,14.1626666667,12.1530666667,75.9311333333,2.35106666667,11.7328,38.5066,6.90733333333,7.075
545.52,21.055,41.2616,41.98,7.05513333333,14.1513333333,12.1311333333,75.8328666667,2.36886666667,11.6795333333,38.4465333333,6.94386666667,7.0822
545.87,21.0046,41.238,41.9124,7.06346666667,14.1153333333,12.0908,75.8046,2.3514,11.6102,38.4065333333,6.9548,7.0528
546.21,20.9258,41.1891333333,41.8174,7.10006666667,14.0642,12.0487333333,75.7153333334,2.36193333333,11.5589333333,38.3569666667,6.985,7.0558
546.55,20.8793333333,41.1951333333,41.7249333333,7.1626,14.0691333333,12.0343333333,75.6975333333,2.40886666667,11.5318,38.333,7.0414,7.0814
546.90,20.8634666667,41.1846666666,41.6448666667,7.258,14.12,12.0616,75.6863333333,2.50473333333,11.5678,38.3483333333,7.14526666667,7.16046666667
547.24,20.8437333333,41.146,41.5461333333,7.34626666667,14.1425333333,12.0780666667,75.6765333334,2.5602,11.5782666667,38.3234333333,7.19313333333,7.19966666667
547.58,20.816,41.1276666667,41.4392,7.4374,14.1635333333,12.0879333333,75.5677333333,2.63806666667,11.5966666667,38.2962,7.27526666667,7.27213333333
547.92,20.8268666667,41.1423333333,41.3640666667,7.53533333333,14.2143333333,12.1290666667,75.5771333333,2.72093333333,11.6285333333,38.2913333334,7.37366666666,7.33553333333
548.27,20.7624,41.0322666667,41.2206666667,7.57466666667,14.2088666667,12.1111333333,75.3961333333,2.77226666667,11.6101333333,38.2020666667,7.4248,7.35946666667
548.61,20.7104,40.9257333334,41.0924,7.6288,14.1975333333,12.1135333333,75.2596666667,2.812,11.6036,38.1126666667,7.48866666667,7.36353333333
548.95,20.6442,40.8526666667,41.0003333333,7.66506666666,14.1800666667,12.0859333333,75.1431333333,2.8284,11.5718,38.0189333333,7.5052,7.3598
549.29,20.5366,40.7064,40.852,7.63393333333,14.0966666667,11.9952,74.9618666667,2.7942,11.4992,37.8670666667,7.4822,7.30766666667
549.64,20.4652,40.5589333333,40.7130666667,7.68566666667,14.0692666667,11.9506,74.7731333333,2.81486666667,11.4524666666,37.7260333333,7.5186,7.2988
549.98,20.4562666667,40.472,40.5986666667,7.74200000001,14.0681333333,11.9446,74.6342,2.84393333333,11.4353333334,37.6245,7.56333333333,7.34666666667
550.32,20.3923333333,40.3069333333,40.4542666667,7.79866666667,14.0446,11.946,74.4137333333,2.8934,11.4214,37.4883,7.62426666666,7.38133333333
550.66,20.3302,40.21,40.3357333333,7.84573333333,14.0012,11.9197333333,74.2576,2.91153333333,11.3888666667,37.3992333333,7.67273333333,7.37806666667
551.01,20.2728,40.1315333333,40.1974,7.91513333333,13.9710666667,11.9296666666,74.0964,2.97246666667,11.3729333334,37.2886333333,7.75406666667,7.40846666667
551.35,20.1933333333,40.0060666667,40.055,7.9688,13.9664,11.9184666667,73.934,3.00986666667,11.3549333333,37.1660666667,7.81726666667,7.3954
551.69,20.1139333333,39.8764666667,39.9254666667,8.00366666666,13.9227333333,11.9084666667,73.7562666667,3.04333333333,11.3069333333,37.0586666667,7.85493333333,7.41533333333
552.03,20.0956,39.8443333333,39.8618,8.1148,13.9536,11.9386666667,73.7142666667,3.13446666667,11.3268666667,37.0260666666,7.97226666667,7.49993333333
552.38,20.0174666667,39.7312666667,39.7287333333,8.15773333333,13.924,11.903,73.5752666667,3.16806666667,11.3031333333,36.9275333333,8.00986666667,7.53333333333
552.72,19.9985333333,39.6647333333,39.6315333333,8.27333333335,13.9348,11.9284666667,73.4428666667,3.2544,11.3244666667,36.8614333333,8.11153333333,7.60846666667
553.06,19.951,39.5503333333,39.4865333333,8.35146666667,13.9248,11.9454,73.2715333333,3.3228,11.2943333333,36.7826333333,8.1742,7.66506666667
553.40,19.8351333333,39.3786666667,39.2672666667,8.34720000001,13.8372666667,11.8745333333,73.0369333333,3.31966666667,11.2403333333,36.6361333333,8.1786,7.6542
553.74,19.7222666667,39.2444,39.1036666667,8.3916,13.7941333334,11.848,72.8343333333,3.3852,11.2180666667,36.5273333333,8.2378,7.68966666667
554.09,19.6315333333,39.1112,38.9208666666,8.40986666668,13.7394666667,11.8001333333,72.5706,3.41973333333,11.164,36.3643,8.279,7.6968
554.43,19.5188666667,38.9127333333,38.6858,8.43420000001,13.6822666667,11.7542,72.27,3.43393333333,11.1077333333,36.1725666667,8.29746666667,7.70366666667
554.77,19.4521333333,38.7328666667,38.5182,8.47813333335,13.6583333333,11.7458666667,71.9981333333,3.47326666667,11.0998,36.0381333333,8.36133333333,7.761
555.11,19.3552,38.5106666667,38.2878,8.49353333334,13.5669333333,11.6966,71.6684666667,3.4848,11.0536666667,35.8432666667,8.38113333333,7.785
555.45,19.2619333333,38.3343333333,38.0982,8.54846666667,13.5236666667,11.6602,71.3687333333,3.51313333333,11.0348666667,35.7116666667,8.44246666667,7.81293333333
555.80,19.1387333333,38.1484666667,37.8916,8.5464,13.4261333333,11.5964,71.0712666667,3.50126666667,10.9848666667,35.516,8.436,7.76053333333
556.14,19.0401333333,37.9472666667,37.6478666667,8.5902,13.3619333333,11.5746,70.7076,3.55086666667,10.9388666667,35.3348666667,8.48453333333,7.7668
556.48,18.9011333333,37.6897333333,37.3766666667,8.60806666667,13.2736,11.5197333333,70.2866666667,3.56293333333,10.8992666667,35.1312666667,8.533,7.7726
556.82,18.8032,37.5185333333,37.2070666667,8.63866666666,13.2175333333,11.4658666667,70.0004,3.56813333333,10.9063333333,34.9630333333,8.57213333333,7.77246666667
557.16,18.7743333333,37.4546,37.1144,8.73353333335,13.2164666667,11.5231333333,69.8620666667,3.6558,10.9335333333,34.8919333333,8.68113333333,7.8512
557.50,18.7088,37.3182666667,36.9332666667,8.76693333334,13.1938666667,11.5156,69.6108666667,3.6774,10.9091333333,34.7251666667,8.71966666667,7.86253333333
557.85,18.6615333333,37.1977333334,36.7808666667,8.87333333334,13.186,11.5328,69.4243333333,3.7248,10.9302,34.6484666667,8.78933333333,7.90393333333
558.19,18.6123333333,37.0616,36.6131333334,8.97646666667,13.1794666667,11.5626,69.0632666667,3.83966666667,10.9709333333,34.5053666667,8.905,8.00166666667
558.53,18.5354666667,36.9331333333,36.4416666667,9.0666,13.1712,11.5370666667,68.7942666667,3.90626666667,10.9757333333,34.3753,8.97206666667,8.02993333334
558.87,18.5234,36.8722,36.3342,9.21193333332,13.1970666667,11.5892666666,68.5811333333,4.01453333333,11.0362666667,34.3031333333,9.10006666667,8.13066666667
559.21,18.4393333333,36.6668666667,36.1024,9.30606666666,13.1787333333,11.5834666667,68.1486,4.10726666667,11.0416,34.0945333333,9.18166666666,8.1966
559.55,18.3326,36.4482666667,35.8246,9.36140000001,13.112,11.5444,67.7257333333,4.14893333333,11.0138,33.8792,9.23679999999,8.21513333333
559.89,18.2316,36.274,35.6245333333,9.41966666668,13.0656,11.4743333333,67.4283333333,4.16773333333,10.9843333333,33.6856666667,9.27840000001,8.25013333333
560.23,18.15,36.1183333333,35.4353333333,9.47186666667,13.0008,11.4482,67.1198,4.203,10.9621333334,33.5006,9.3078,8.24906666667
560.58,18.1104,35.9216,35.2218,9.57773333333,12.9723333333,11.4856,66.7128666667,4.29926666667,10.9928,33.3318333333,9.41400000001,8.33253333333
560.92,18.039,35.6656666667,34.9795333333,9.64666666668,12.9376,11.4544666667,66.2921333333,4.34766666667,10.9812666667,33.1183333333,9.46993333334,8.3638
561.26,17.9348666667,35.4102666667,34.7197333333,9.69420000001,12.8452,11.412,65.8176666667,4.37106666667,10.9520666667,32.8870333333,9.53333333333,8.3684
561.60,17.8068,35.1772666667,34.4528,9.70260000001,12.7483333333,11.3360666667,65.4195333333,4.362,10.8944,32.6476666667,9.54513333333,8.35346666666
561.94,17.6550666667,34.9346666667,34.1954,9.70266666667,12.6555333333,11.2492666667,65.027,4.32493333333,10.8469333333,32.4054666667,9.54533333334,8.32086666667
562.28,17.5458666667,34.6935333333,33.9358,9.72853333333,12.5521333333,11.2006666667,64.6074666667,4.32546666667,10.8112,32.1794,9.59440000001,8.31313333333
562.62,17.3694666667,34.3551333333,33.5734,9.69413333334,12.406,11.1054,64.085,4.27526666667,10.7066666667,31.8763666667,9.58079999999,8.2422
562.96,17.2052,34.0809333333,33.2698,9.65466666665,12.2588666667,10.9974,63.6482666667,4.217,10.6332666667,31.5946333333,9.53573333333,8.16293333333
563.30,17.0868666667,33.8524,33.0076666667,9.70293333334,12.1984,10.9577333333,63.2233333333,4.24233333333,10.6169333333,31.3703333333,9.5962,8.20886666667
563.64,17.0111333333,33.6014,32.7634,9.76399999999,12.1357333333,10.9834666667,62.7179333333,4.29853333333,10.6523333333,31.143,9.68506666666,8.25173333333
563.99,16.8821333333,33.3360666667,32.4845333334,9.81860000001,12.0636,10.9518666667,62.2473333333,4.32106666667,10.6506,30.9131333333,9.74526666666,8.27606666667
564.33,16.7479333333,33.0835333333,32.1738,9.8552,11.988,10.8919333333,61.7496666667,4.3378,10.6006666667,30.672,9.78186666667,8.26526666667
564.67,16.6265333333,32.8957333334,31.9372,9.90373333334,11.8916666667,10.8541333334,61.3178,4.3722,10.5840666667,30.4641333333,9.83106666666,8.28113333333
565.01,16.5298,32.7020666667,31.7289333333,9.96259999999,11.8440666667,10.8172,60.9816,4.398,10.5890666667,30.3105,9.88693333334,8.3052
565.35,16.3974,32.4716,31.4826,9.99546666667,11.7638666667,10.768,60.5372666667,4.41913333333,10.5780666667,30.1044666667,9.91540000001,8.3056
565.69,16.2956666666,32.2319333333,31.2181333333,10.0351333333,11.6886,10.7384,60.0963333333,4.4394,10.5498,29.9152,9.92780000001,8.30526666667
566.03,16.1764666667,32.0318666667,30.9663333333,10.0548666667,11.6115333333,10.7018666667,59.6740666667,4.46413333334,10.5167333333,29.7274,9.94673333333,8.33226666667
566.37,16.0672,31.8696,30.7878,10.108,11.5735333333,10.6992666667,59.3130666667,4.5152,10.5144666667,29.5721,10.0082666667,8.35386666667
566.71,15.9677333333,31.6677333333,30.5671333333,10.1828666667,11.5336,10.6838,58.8873333333,4.56473333333,10.5054666667,29.4048666667,10.0826666667,8.40213333333
567.05,15.8504,31.414,30.3058,10.1814666667,11.4416666667,10.634,58.4295333333,4.5598,10.463,29.1929333333,10.0623333334,8.3658
567.39,15.7390666667,31.2415333333,30.0818,10.2072666667,11.3565333333,10.5734,58.0474,4.5672,10.4098666667,29.0141333333,10.0843333333,8.3496
567.73,15.5994,31.0051333333,29.8294666667,10.2179333333,11.2552666667,10.5180666667,57.5926,4.56266666667,10.3529333333,28.7972666667,10.0674666667,8.3364
568.07,15.4606,30.7391333333,29.5787333333,10.2458666667,11.1481333333,10.4683333333,57.1096666667,4.58553333333,10.3112,28.5548,10.0842666667,8.3266
568.41,15.3487333333,30.4873333333,29.3117333333,10.2840666667,11.08,10.4155333333,56.5817333333,4.60206666667,10.2962666667,28.3322333333,10.1266,8.31573333333
568.75,15.1908,30.2316666667,29.0159333333,10.317,10.9778,10.3802666667,56.0468,4.62026666667,10.2754666667,28.0924,10.1318,8.32493333333
569.09,15.0729333333,29.9468666667,28.7486,10.36,10.8874,10.3373333333,55.5405333333,4.61966666667,10.2368666667,27.8429666667,10.1734,8.33546666667
569.43,14.9704666667,29.7331333333,28.5230666667,10.4601333333,10.8236666666,10.3400666667,55.0684666667,4.6986,10.2416,27.6187666667,10.2629333333,8.40126666667
569.77,14.8578,29.46,28.2528666667,10.5179333333,10.7629333333,10.3079333333,54.5609333333,4.73033333333,10.2533333333,27.3884666667,10.3126666666,8.41406666667
570.11,14.7334666667,29.2013333333,27.9718666667,10.557,10.6644666667,10.2409333333,54.0987333333,4.74066666666,10.2294,27.1584333333,10.3292666667,8.4222
570.45,14.5831333333,28.9472666667,27.6894,10.5709333333,10.5561333333,10.1895333333,53.6159333333,4.73746666667,10.1965333333,26.9238666667,10.3481333333,8.3878
570.79,14.5256666667,28.7636,27.4868,10.6844,10.5445333333,10.2178666667,53.1762666667,4.86546666667,10.2424666667,26.7640666667,10.4686,8.47313333333
571.13,14.3885333333,28.5326666667,27.2192,10.7244,10.4749333333,10.1826666667,52.7368666667,4.8928,10.2229333333,26.5533666667,10.5044,8.488
571.47,14.2990666667,28.3458666667,26.9878666667,10.7582,10.3916666667,10.1574666667,52.3686,4.92266666667,10.2062,26.3583,10.5594,8.51006666667
571.81,14.165,28.1248,26.7476666667,10.7531333333,10.2936666667,10.1063333333,51.9491333333,4.904,10.1746666667,26.1303666667,10.5659333333,8.5028
572.15,14.014,27.8644666667,26.4705333333,10.7360666667,10.1793333333,10.0336,51.5294666667,4.8706,10.1053333333,25.8685333333,10.557,8.46746666667
572.49,13.9355333333,27.6432666667,26.2486,10.7884,10.1049333333,9.99693333334,51.0942666667,4.91486666667,10.0956,25.6541333333,10.6032666666,8.49026666667
572.83,13.8342666667,27.4207333333,25.9974666667,10.8239333333,10.0272,9.96386666667,50.6374666667,4.95726666667,10.0672,25.4402666667,10.6362666667,8.50086666667
