wavelength,Back_ChlRiem,Belly_ChlRiem,Breast_ChlRiem,Crissum_ChlRiem,Crown_ChlRiem,DorTail_ChlRiem,Patch10_ChlRiem,Patch11_ChlRiem,Patch12_ChlRiem,Rump_ChlRiem,Throat_ChlRiem,WingTip_ChlRiem
228.39,6.28580000001,10.7618666667,10.1333333333,7.4476,5.88566666667,10.6856,13.9046,5.82846666666,8.30486666665,10.1331666667,5.27619999999,10.819
228.76,4.629,9.86133333333,8.37793333333,7.05773333333,5.08540000001,9.40500000001,13.6266,5.72126666667,7.25333333333,8.40243333333,4.64546666667,10.3178666667
229.14,4.56773333333,8.81000000001,7.80493333335,6.45979999999,5.02586666667,8.5294,13.7472,5.66153333333,6.65193333335,7.55353333334,4.28679999999,10.1996
229.52,6.23246666667,10.9523333333,10.0840666667,8.71153333334,6.62459999999,9.71986666666,15.4341333333,6.90473333333,9.20180000001,9.60793333335,6.51273333334,12.0726666667
229.89,6.49419999999,11.2484666667,10.2258,9.32266666667,6.71980000001,10.1062666667,15.4713333333,7.2508,9.26966666666,9.48863333333,6.00280000001,12.0716666667
230.27,4.81826666667,9.40720000002,8.51506666667,7.64806666667,4.65260000001,8.47673333334,13.6774666667,5.73620000001,7.253,7.46336666667,4.41053333333,10.0063333333
230.65,3.31446666667,7.56153333334,7.10779999999,6.43980000001,2.74726666667,8.39306666666,12.6024,4.8646,5.53246666666,6.25083333333,3.8184,8.77126666666
231.02,2.80433333334,7.5716,6.46266666667,6.47553333333,2.65133333333,9.02479999998,11.9312666667,4.51246666667,4.81846666667,6.34153333333,3.50546666667,8.28573333334
231.40,4.17793333333,9.67126666667,7.99493333333,8.52359999999,3.54606666667,11.3733333333,13.2689333333,5.73826666667,7.00179999999,8.13673333333,5.64793333333,10.548
231.78,4.24240000001,9.88153333333,8.24766666667,8.64293333333,3.06986666667,11.1988666667,13.1488,5.16473333333,7.61533333332,7.74700000001,5.90246666667,10.896
232.15,5.37559999999,11.5811333333,9.63100000001,9.69686666667,4.22926666667,12.1342666666,13.5835333333,6.06053333333,9.72339999999,8.9854,7.53613333333,11.7260666667
232.53,6.31506666666,12.8058,10.9532666667,10.6557333333,5.78766666667,12.6571333333,15.2129333333,7.3022,10.9399333333,10.142,9.23613333334,12.7654
232.90,8.27113333333,14.0664,12.6004,12.0194,6.6666,13.9695333333,16.0996666666,8.49239999999,11.8671333333,11.5007333333,10.0276,13.7206666667
233.28,9.75939999999,16.5361333333,13.8006666667,13.8694666667,8.74226666667,15.3539333333,17.7457333333,10.1444666667,13.4295333333,13.1204,12.1236666667,15.8214666667
233.66,11.4266666667,17.6666666667,14.76,14.9066666666,10.8533333333,16.92,18.5466666667,11.92,14.3466666667,13.9533333333,13.5733333333,17.04
234.03,10.5802,17.5168,13.9136,13.9000666667,10.3914,15.749,17.5978,10.7962666667,14.1836,13.1579333333,12.8338666667,16.8151333333
234.41,9.33853333333,16.9050666667,13.0468,12.6242,10.0338666667,14.7102666667,15.9234666667,9.32493333334,13.3331333333,11.9357666667,11.1382,16.5097333333
234.78,10.0137333333,17.6287333333,13.3876,13.8076,11.4769333333,15.2032,16.8022,9.93233333334,14.5121333333,12.7574333333,10.7588,18.1570666667
235.16,9.89966666666,16.5797333333,13.0393333333,13.2932666667,10.9953333333,14.2017333333,16.2058,9.36539999999,14.5090666667,11.5764,9.68599999997,19.0648666667
235.54,10.3516,16.6406666667,13.2812666667,13.1252,11.7838,13.6067333333,16.0937333333,9.96086666667,14.3360666667,11.8750333333,10.0911333333,18.9974666667
235.91,9.53893333333,15.6522666667,12.0817333333,11.9366666667,11.4756,13.017,15.3227333333,9.19639999999,13.1752666667,11.3438,9.59159999998,17.6285333333
236.29,10.1944666667,15.9758,11.9918666667,12.3139333333,12.5286,13.6553333333,15.5734666667,9.32266666665,12.9175333333,11.6297333333,9.47026666667,17.7732666667
236.66,9.36826666667,15.4034,10.8199333333,11.5189333333,11.9623333333,12.9434666667,14.3279333333,8.11833333333,12.5134,11.4919,7.99746666667,16.223
237.04,8.99140000001,14.7628,9.91326666666,10.8884666667,11.9571333333,12.4916,13.734,7.37486666667,12.9457333333,11.6766666667,7.8022,15.5912666667
237.41,10.0066,14.9306,10.9438666667,11.6830666667,12.6601333333,14.3630666667,14.1122,8.46206666666,14.165,12.4027333333,8.6866,16.066
237.79,10.5418666667,15.9337333334,11.4595333333,12.4793333333,12.8107333333,14.7609333333,14.9650666667,9.43273333333,15.1561333333,13.0337333333,8.38760000001,16.1758666667
238.17,9.9146,14.945,11.1110666667,12.3444666666,12.1489333333,14.4932666667,14.7497333333,9.4506,14.5665333333,12.7169333333,8.29053333334,15.3845333333
238.54,10.6667333333,15.6984666667,11.9536666667,12.7188,12.5217333333,15.0956666667,15.826,10.226,14.9679333333,12.9333666667,9.31013333332,15.571
238.92,9.52219999999,14.5555333333,10.7777333333,10.7444,10.6112,13.1444,14.9222666667,8.75553333333,13.6666,11.6332666667,8.22219999999,13.3999333333
239.29,8.88200000001,14.1693333333,10.4387333333,10.0313333333,9.65526666666,12.2048666667,15.162,8.47433333333,12.6017333333,11.7397666667,8.10866666666,12.4034
