wavelength,Back_PooEryf,Belly_PooEryf,Breast_PooEryf,Crissum_PooEryf,Crown_PooEryf,DorTail_PooEryf,Patch10_PooEryf,Rump_PooEryf,Throat_PooEryf,WingTip_PooEryf
197.78,44.2805552381,47.1556,50.2222083333,54.7110666667,49.6888666667,35.3554333333,76.5778666667,53.5111666667,60.0889333333,30.1555333333
198.16,37.7553952381,40.9294,43.2828333333,45.0505333333,41.0910666667,30.5455333333,65.0102666667,47.1112666667,51.0304666667,23.1716666667
198.54,40.297587619,43.473,43.7873333333,46.7864666667,41.6366666667,33.1536666667,63.6727333333,47.4851333333,53.6528,27.0659666667
198.92,47.779027619,46.1594,47.9845833333,52.6810666667,48.4058,41.703,67.6811333333,51.6305,57.3913333333,34.1305666667
199.30,51.3314295238,49.1722666667,49.7484166667,54.0493333333,50.8278666666,41.7226666667,72.4384666666,53.0202666667,59.9106,34.3399333333
199.68,56.7107609524,51.1650666667,50.2034166667,57.8860666667,53.2791333333,40.2982666667,81.0299333333,54.4443,62.5474,38.1302333333
200.06,52.8818457143,46.1972,44.1900833333,51.831,47.6996,35.6337666667,73.803,49.8827666667,56.291,35.9624666667
200.44,55.3453285714,49.7131333333,47.3508333333,53.4657333333,48.8298666666,43.6202666667,74.3927333333,51.9204666667,58.0132666667,38.9402666667
200.82,50.6492038095,45.7951333333,43.218875,49.1502666667,45.8388666667,41.3289333333,69.8475333334,45.9694,55.9914,38.4533
201.19,50.5502,43.4819333333,43.44475,48.0678666666,44.4586666667,39.5753666667,65.9448,42.5901666667,54.3948666667,38.6197666667
201.57,55.5305219048,45.446,47.9166666667,50.9857333333,47.3708666667,44.8589666667,68.1219333333,44.2253666667,58.1691333333,45.9389
201.95,56.1738238095,47.1329333333,50.3205,52.6807333333,48.2052,44.8951666667,63.7295333333,44.3822666666,59.5804666667,50.0465333333
202.33,62.4694304762,50.7511333333,53.8730833333,55.6806,50.1878,47.4177333333,63.3802,46.9247666667,62.9106666667,56.8076
202.71,66.0685152381,48.5310666667,57.1681666667,57.1184666667,52.2034,48.6723333333,68.2485333334,46.9491,65.0847333333,59.0678666667
203.09,52.7837933333,32.6389333333,42.53475,44.4444,34.7221333333,27.9862,57.2915333334,33.0555333333,53.2639333333,47.0139666666
203.47,55.9450790476,37.3573333333,41.7793333333,48.6486666667,40.5404666667,36.126,60.6007333333,41.5014,59.4594666667,50.8408
203.85,43.7095304762,25.2940666667,25.6535416667,36.8627333333,29.9348,23.6929333333,50.3920666667,28.7907333333,54.7058,39.2483
204.22,44.4190514286,15.0222666667,22.0555,35.2890666667,24.0888,23.4222,48.4444666667,24.9777333333,61.2444666667,41.5110999999
204.60,43.8977885714,1.1112,14.351875,32.7159333334,19.8764666667,13.8888666667,54.8147333333,18.8270000001,75.0618000001,51.8518333334
204.98,45.9195161905,-7.17953333326,10.7372916667,37.9485333333,14.3589333333,14.8717333333,55.6409999999,13.9743,77.6922666667,54.2948333333
205.36,28.7536714286,-19.7101333332,-4.71,35.2172666667,3.62333333332,12.8260333333,53.6230666667,7.89856666672,72.6087333334,44.5654000002
205.74,21.1280657143,-26.4052666666,-16.8301666667,30.196,-2.61446666667,-4.83666666666,49.8038,3.52936666666,56.2091999999,26.2091666668
206.12,-1.24064190476,-70.0900666667,-61.8242916666,8.10799999993,-32.0720666667,-37.2072,37.4774666667,-21.8019,45.5855333334,-3.2433
206.50,-35.5860761905,-115.641133333,-121.955083333,-1.02573333339,-72.3076666667,-77.9487,40.2561999999,-55.1282,40.5128,-24.4871666666
206.87,-33.2549371429,-84.1177333333,-106.005,-7.05886666666,-74.7057999999,-74.0196000001,16.6668666666,-46.9606666668,24.7057999999,-15.0979666666
207.25,-12.710167619,-59.6190000001,-66.0715416667,9.33326666654,-54.6666666667,-48.0000666666,25.3333333331,-33.2380333333,44.1905333333,4.2857
207.63,-57.058607619,-108.461533333,-123.397333333,-28.2051333333,-121.794866667,-119.102566667,-8.20526666658,-77.3077333332,16.6667333334,-29.2306333332
208.01,-124.483600952,-225.128066667,-231.410208333,-62.5640666666,-238.9744,-226.666666667,-35.3846000001,-150.512933333,21.5384666668,-47.6922333334
208.39,-197.86508,-281.1112,-312.84725,-128.889,-310.5556,-321.111066667,-114.4444,-233.333366667,-41.1111333333,-120.8333
208.77,-159.892084762,-249.777733333,-293.055625,-143.111066667,-272.889,-295.333266667,-143.111133333,-213.555533333,-100.444533333,-137.777866667
209.14,-206.552380952,-357.333333334,-451.666666667,-218.666666667,-414.666666667,-437.666666667,-186.0,-291.333333333,-161.333333333,-199.666666667
209.52,362.054355238,687.619066667,826.785875,506.6668,760.952533334,789.523566667,461.904866667,609.999966667,427.618933333,380.000066666
209.90,175.295238096,275.333333333,319.375,250.333333334,310.333333333,300.5,225.666666667,262.5,184.666666667,164.0
210.28,111.251654286,175.8096,210.595083333,162.476066667,195.047733333,192.476266667,146.285866667,175.142866667,120.952333333,111.9048
210.66,94.8713580953,153.617133333,172.340458333,133.333333333,156.595733333,150.5674,129.078133333,143.191566667,106.099333333,99.5744000001
211.03,105.258754286,171.884066667,189.1305,142.608666667,164.2028,162.1739,137.970933333,158.840466667,117.101333334,119.347766667
211.41,85.4938828571,146.2964,165.895166667,120.370466667,139.8766,146.358066667,120.493733333,130.9259,98.8888666666,100.8025
211.79,96.4666666667,166.933333333,175.083333333,126.4,151.333333333,153.333333333,134.666666667,143.6,111.733333333,106.666666667
212.17,110.887587619,183.5462,190.071,144.113466667,166.2412,171.772966667,158.014066667,160.141766667,130.070933333,124.5391
212.55,109.163600952,179.855133333,184.873291667,141.0144,164.7826,168.188433333,159.2754,151.7393,131.594333333,118.2607
212.92,129.83078,194.074133333,202.777916667,147.703666667,177.333266667,176.592633333,182.074,176.000133333,138.222133333,138.592666667
213.30,175.008334286,242.353,261.152083333,183.9216,219.4118,229.215766667,247.8432,232.352866667,177.843133334,170.196066667
213.68,166.442857143,218.5,232.5,161.666666667,201.0,217.166666667,231.5,206.833333333,161.5,165.416666667
214.06,126.861922857,161.777666667,178.19425,114.6666,147.889,167.777733333,164.777733333,153.7776,127.888866667,124.944366667
214.44,121.317468571,153.8888,167.986083333,110.111066667,142.999933333,161.722133333,158.3332,145.388833333,126.777733333,118.7778
214.81,118.727380952,143.583333333,154.21875,112.0,135.5,152.666666667,142.75,142.791666667,121.833333333,117.166666667
215.19,104.120092381,124.058,131.884041667,98.8406666667,120.507333333,135.797033333,124.710133333,125.869533333,111.449266667,103.079633333
215.57,112.545462857,130.434733333,139.900416667,101.087,127.0288,137.029,130.144866667,132.2464,117.608533333,108.913033333
215.95,112.479330476,127.1014,137.183083333,100.5796,126.231866667,138.586933333,128.043466666,131.0508,117.536333333,111.739
216.32,125.126222857,140.0,160.990375,105.893666667,150.434733333,159.903333333,145.313866667,149.7585,135.2656,131.2561
216.70,132.437771429,149.139733333,170.900375,114.7312,160.0,170.1612,149.139666667,156.774233333,146.451666667,137.688266667
217.08,111.07092,121.621666666,140.371708333,96.1260666668,135.135133333,141.711733333,122.883,125.585466667,123.333266667,113.918866667
217.46,93.5518142857,103.768066667,118.251708334,83.4783333333,115.579733333,116.050833333,100.942,104.166666667,107.608666667,98.3694
217.83,89.1014257142,99.7162666666,116.046083333,79.7162666666,108.865333333,110.886466667,92.9787333333,101.737666667,104.397266667,94.8581333333
218.21,92.6378085715,102.247066667,117.275333334,88.1647999999,111.460666667,114.044966667,97.6029333333,105.693,108.9138,101.011166667
218.59,106.354160952,114.786466667,123.664625,97.265,122.906133333,130.384666667,113.504466667,119.572666666,122.564,110.0854
218.97,116.507891428,120.666666667,129.652875,103.666666667,132.111066667,146.944466667,131.555666667,122.833366667,130.9998,117.444533333
219.34,119.966953333,124.359,136.939083333,102.6924,138.2052,151.346133333,139.102666667,127.2436,128.9742,119.487066667
219.72,112.924104762,115.555533333,131.944125,107.777666667,134.197466667,148.950633333,127.777733333,120.925866667,127.283866667,111.913566667
220.10,126.631840953,130.151466667,151.894208333,124.697066667,158.787866667,170.075733333,153.333133333,140.454466667,150.909133333,115.075666667
220.47,127.990327619,139.864066667,156.632708333,131.020466667,157.959266667,166.5306,148.027266667,147.0069,149.387866667,111.836866667
220.85,103.92007619,115.5882,130.269541667,106.666733333,123.5294,136.617433333,112.6468,122.990033333,112.2548,89.5097666667
221.23,103.136654286,116.403466667,126.535166667,108.3334,120.7018,133.1579,107.631533333,118.552633333,110.526266667,88.2894666666
221.61,102.558882857,114.285866667,125.1985,109.2064,118.333466666,136.4286,111.984133333,119.5635,106.904733333,91.5871333333
221.98,132.587573333,134.576266667,159.604583333,139.3222,154.576133333,176.6667,148.587533333,146.158266667,134.2374,108.531033333
222.36,132.213880952,134.7368,162.792375,136.140266667,161.1696,175.029333333,155.7896,147.076,136.4912,102.8069
222.74,136.797955238,134.3434,164.520208333,137.777666667,161.01,167.6263,154.5454,148.383833333,134.1414,109.798166667
223.11,137.87884381,133.523733334,164.761958333,133.4286,156.095333333,160.857133333,147.1428,143.9523,128.952333333,111.238033333
223.49,141.753564762,136.4958,162.072833334,137.6924,151.0254,158.290633333,149.3162,147.4786,131.538466667,116.709366667
223.87,139.598809524,128.666666667,153.854166667,133.083333333,145.833333333,151.541666667,146.75,143.458333333,127.166666667,115.208333333
224.24,121.189944762,115.7388,136.039541667,116.1512,123.780066667,131.340133333,123.986066667,124.0206,113.127133333,105.841966667
224.62,118.698772381,110.947133333,130.043916667,110.526266667,119.719333333,129.719133333,123.298066667,120.350733333,112.421066667,102.070166667
225.00,132.965075238,118.8618,139.532541667,117.235866667,133.902466667,145.609766667,141.219466667,131.788633333,127.642333334,110.6504
225.38,151.593456191,133.3334,158.644291667,134.427866667,149.552333333,173.432833333,160.995066666,149.3034,148.059733333,126.9651
225.75,239.790039048,205.128266667,242.94875,203.589733333,229.2308,269.743666667,249.4018,226.5812,229.572666667,189.572533333
226.13,209.663435238,189.7674,205.426375,184.6512,194.263666667,238.6821,209.922533333,203.3333,196.744133333,170.0776
226.51,357.743357143,316.8116,329.891333333,295.942066667,316.521733333,405.507233333,333.043466667,344.9275,326.086933333,288.985533333
226.88,387.709013333,352.5926,362.268666666,301.481533333,342.5924,452.962933333,331.111,371.4814,377.777666667,289.814866667
227.26,1969.99999048,1955.55553333,1868.05558333,1522.2222,1813.33333333,2388.8888,1611.11106667,2002.22213333,2206.66653333,1338.8889
227.64,-134.13976,-138.222333334,-123.888875,-95.3334000001,-123.555533333,-172.111,-98.4443333333,-137.222333333,-166.888933333,-65.2222666667
228.01,-72.5421847618,-79.1024666666,-61.5385,-48.2050666667,-58.3334666667,-88.9744,-45.2564666667,-67.1152666667,-87.8205999999,-26.0898333333
228.39,-40.0097828571,-41.4528,-27.564,-26.2394,-27.6068666667,-43.4616,-20.8547333333,-36.4529333333,-46.0683333333,-1.88026666667
228.76,-51.8455714286,-50.5689333333,-38.9225833334,-36.3415333333,-35.0406666667,-45.2033666667,-30.0812666667,-41.6259666667,-52.2765333333,-4.34966666667
229.14,-47.6547409524,-49.7253333333,-36.61775,-34.1962,-33.7254666667,-40.7451,-27.9998666667,-38.4706333333,-52.7842,-4.58813333334
229.52,-57.7804361905,-58.3739333333,-50.0001666667,-39.5934666667,-45.2031333334,-45.1627666667,-36.4226666667,-49.4715666667,-62.7642,-10.6503666667
229.89,-86.5743733333,-85.8587333333,-75.568125,-66.8687333333,-70.7070666667,-68.3837666667,-55.3535333333,-80.2524333332,-95.7576000001,-28.2828
230.27,-116.971427619,-112.2222,-110.6945,-95.8889333335,-104.444333333,-93.8333333333,-80.3331999999,-111.444433333,-131.444266667,-55.7778666667
230.65,-135.185199048,-126.071533333,-132.663791667,-112.619066667,-119.047666667,-110.773866667,-97.5000666667,-128.392966667,-147.976133334,-66.4879666667
231.02,-106.689774286,-96.3808666665,-106.0715,-94.3810000001,-94.6667333332,-88.2857,-81.619,-105.190466667,-115.047666667,-60.1905666667
231.40,-112.738419047,-95.1692666667,-115.09675,-106.2802,-99.3238000001,-94.2512,-87.8261333333,-109.5651,-116.425,-70.4349666667
231.78,-236.265673333,-200.3508,-247.58775,-215.263066667,-212.631666667,-211.403533333,-183.5088,-227.7193,-240.877266666,-164.8247
232.15,-198.612282857,-160.7936,-217.261875,-176.1906,-178.254066667,-182.063533333,-155.872866667,-198.809466667,-201.9048,-137.4603
232.53,-188.456273333,-151.938133333,-201.259791667,-155.193866667,-166.821666666,-177.442033333,-146.2016,-180.3101,-187.131733333,-136.5115
232.90,-173.551624762,-140.975733333,-189.938958334,-143.577266667,-156.9106,-177.398233333,-128.942933333,-174.146333333,-177.886133333,-136.748033333
233.28,-180.097585714,-154.308866667,-200.508166667,-157.8862,-163.902466667,-178.373966667,-143.9026,-173.902366667,-186.016133333,-153.4959
233.66,-200.783624762,-181.714266667,-227.857083333,-182.476133333,-180.0,-201.809666667,-171.047533333,-193.1429,-199.238066667,-175.428466667
234.03,-169.248144762,-154.561333333,-204.166625,-152.807066667,-155.614066667,-174.122833333,-143.5088,-164.561366667,-166.140333333,-145.351
234.41,-74.9024457142,-71.0052,-93.8492916667,-64.0212,-69.4179333333,-76.6138,-66.8781999999,-72.4339666666,-72.91,-60.2643999999
234.78,-55.7633038095,-52.7777333333,-67.0137916667,-47.3148,-47.8703333333,-58.5185333333,-44.3518,-48.1481666667,-52.4074666667,-41.2037333333
235.16,-41.5403380952,-44.856,-53.2920416667,-33.9096,-31.5225333333,-42.6337,-31.5228,-31.9755,-40.6584666667,-26.9135666667
235.54,-26.9948038095,-29.9275333333,-34.8732083333,-18.3333333334,-20.7246666667,-27.2464,-18.6232,-18.4421,-27.174,-14.0218333333
235.91,-18.8979133333,-19.5442666667,-24.6795,-13.7323333333,-12.2509333333,-15.1280666667,-7.6924,-7.52133333334,-19.4302,-7.17963333333
236.29,-15.5739809524,-18.1609333333,-20.115,-12.4136666667,-8.44820000001,-12.1265,-2.06893333334,-1.43673333334,-20.9195333333,-3.39076666666
236.66,-15.157947619,-15.7982,-21.043375,-12.9411333333,-11.7086,-14.1736666667,-3.69746666669,-2.24079999999,-21.5686,-3.64133333332
237.04,-9.64673142858,-10.4965333333,-15.6914583333,-8.79426666667,-7.56513333333,-10.9454666667,0.945599999994,0.449066666666,-15.9811333333,-0.8275
237.41,-3.65219714286,-0.6222,-8.94437499999,-0.577866666673,0.13326666666,-7.68883333333,10.7112,6.0445,-6.8446,6.11093333333
237.79,1.05629714286,6.43806666667,-3.09520833333,5.181,2.70466666666,-4.76183333333,17.1047333334,9.92376666665,-2.74293333334,8.1143
238.17,4.59978476191,8.05966666667,2.13504166666,7.86073333332,5.53913333334,-0.132866666667,18.0098666667,12.7528333333,1.69146666667,10.1327
238.54,-1.76392285715,2.65206666667,-5.84670833334,1.00353333333,-0.680999999994,-5.57346666667,15.4839333333,7.09666666668,-4.6594,3.79926666667
238.92,-0.607634285706,2.6734,-6.13370833333,2.63966666667,-2.4028,-1.75966666667,14.044,6.37913333333,-4.87306666667,3.18093333333
239.29,-2.12860571428,1.44226666667,-6.12979166667,2.1794,-4.55126666666,-2.4679,14.0064666667,4.83976666667,-5.99373333334,2.35576666667
239.67,-0.381377142858,1.81313333334,-3.81804166667,2.7056,-1.81306666666,-0.418566666666,14.8954,4.14223333333,-3.98873333333,4.26783333333
240.04,2.03634380952,3.70373333334,-1.041625,5.31753333333,-0.317466666666,2.1428,15.3174,5.71423333334,-1.74600000001,7.685
240.42,-0.208065714288,0.870533333334,-2.49154166667,4.4902,-2.63453333333,2.60023333333,12.7834,2.32533333333,-2.42860000001,5.9564
240.79,-0.452973333332,-0.389599999998,-2.52558333334,2.95386666667,-2.37946666667,2.88196666667,12.8410666667,1.23076666667,-1.96926666667,6.26659999999
241.17,-3.18243904762,-3.81773333333,-4.32425,-0.8332,-4.90306666667,2.11233333333,9.47673333334,-0.6396,-4.51559999999,5.07770000001
241.54,-2.60288571429,-3.94246666667,-3.35229166666,-1.01526666667,-5.22853333333,3.07113333333,8.68019999999,-1.286,-4.39926666667,5.84596666667
241.92,-2.17418666667,-3.92773333333,-1.88125,-1.15873333333,-4.1836,4.0783,8.20146666667,-0.677299999998,-3.77733333333,6.70419999999
242.29,-0.482470476191,-2.2916,-0.269041666668,0.819466666665,-2.29166666667,5.91653333333,9.81940000001,0.944400000001,-2.38886666667,8.28470000001
242.67,2.73551238095,0.431800000001,3.38108333333,4.29213333333,0.647733333334,9.02230000001,11.9110666667,3.98733333333,0.863466666667,11.1745
243.05,2.36406285714,-0.751666666668,2.38750000001,3.5736,-0.197333333332,8.44733333333,11.1520666666,3.64133333333,0.739333333332,10.9056666667
243.42,3.81407238095,1.01306666667,3.63658333333,4.99413333333,1.14253333333,9.77026666666,12.3793333333,5.12363333333,2.01406666667,12.7975
243.80,2.46122857143,0.261933333332,2.38079166667,4.36913333333,-0.3928,8.76770000001,11.5595333333,5.33336666667,0.261866666667,12.2380333333
244.17,1.92605428572,-0.302000000001,1.65516666667,3.69346666667,-0.789733333332,7.54923333333,11.626,4.19279999999,-0.0116666666654,11.5622333333
244.55,1.87510857143,-0.407399999999,1.0045,2.773,-1.3584,6.84783333333,11.0808666667,4.24446666666,0.339599999999,11.4941
244.92,1.91374666666,-0.498133333334,0.543083333333,2.84053333333,-1.32493333333,6.07293333333,10.8850666667,4.09100000001,-0.053,10.7154
245.30,3.16226571429,1.58153333333,1.822875,4.46026666667,0.587066666665,6.91293333333,12.2443333333,5.11826666666,1.21213333333,11.5624333333
245.67,2.47001047619,0.846399999999,0.627124999999,3.4992,0.0263333333334,6.81936666667,11.5882,4.17980000001,0.349199999999,10.8901
246.05,3.95905428572,2.02946666667,1.507625,4.72293333333,1.5926,7.85713333333,13.1929333333,5.47223333333,1.56913333333,12.3147333333
246.42,3.39211142857,1.68466666667,0.922958333333,4.25793333333,1.3406,7.20796666667,13.061,5.41586666667,1.22573333333,11.6415666667
246.79,1.79129428571,0.443599999999,-0.686916666667,2.95273333333,0.0595333333333,5.42856666667,11.9365333333,3.97886666667,-0.509666666667,10.0995666667
247.17,2.08417809524,1.69253333333,-0.3425,3.39713333333,0.913199999999,5.7686,12.4261333333,4.30436666667,-0.255533333333,10.3014666667
247.54,2.27671809524,1.99466666667,-0.130083333333,3.42873333333,1.17373333333,5.8255,12.6161333333,4.48093333333,0.0288666666681,10.1676
247.92,2.41389333334,1.72806666667,-0.208875,3.37246666667,1.3936,5.75813333333,12.4359333333,4.23360000001,0.3176,10.1393666667
248.29,3.32733523809,2.49326666667,0.780875,4.0334,2.0624,6.7124,12.8864,5.20726666666,1.05006666667,11.1202
248.67,3.85522,2.95586666666,1.39575,4.493,2.3678,7.01456666667,13.5329333333,5.6957,1.2514,11.4482
249.04,4.44680761905,3.76773333333,1.88416666667,5.0824,2.99226666667,7.87113333333,14.1474,6.16606666667,1.65566666667,12.0764666667
249.42,4.88174666667,3.9486,2.37320833333,5.5468,3.1204,8.28513333333,14.7856,6.52076666666,2.05886666667,12.3097
249.79,5.84263428572,4.8042,3.83904166667,6.92573333333,4.3232,9.0441,16.1393333333,7.80133333334,3.05893333333,12.7597666667
250.17,5.96334,5.06986666667,3.850625,7.31199999999,4.43106666667,9.48786666667,16.4203333333,7.71783333334,3.08046666667,12.7111333333
250.54,6.61673428571,5.81753333333,4.592125,7.81053333333,5.19293333333,10.2140333333,17.2492666667,8.13326666667,3.3544,13.1719
250.92,8.72347904762,8.1548,6.63587500001,9.45680000001,7.22466666667,12.4814333333,19.2782666667,9.86243333333,5.32733333333,14.9814
251.29,9.99523238095,9.11679999999,8.06950000001,10.676,8.54073333334,13.5715,20.6068,11.0024666667,6.97393333333,15.9830666667
251.66,9.34436952381,7.98726666667,7.74520833334,10.0514666667,7.96373333333,12.9576666667,19.8022,10.2927333333,6.51646666667,15.3302
252.04,10.7943495238,9.68673333334,9.76899999999,11.7430666667,9.34933333333,14.7269,21.2046666666,11.8755,8.17666666667,16.4379333333
252.41,9.70756761905,9.16886666667,8.93066666668,10.798,8.31246666667,13.8778,19.7922,11.1097333333,7.13226666667,15.3034
252.79,10.5875895238,9.9752,9.76379166666,11.6915333333,9.5688,14.7099333333,20.3314,11.6376,7.91033333333,15.9495
253.16,10.3270028571,9.51900000001,9.16891666666,11.4431333333,8.957,14.2740333333,19.7530666667,11.3326333333,7.33933333333,15.5598666667
253.54,10.4615876191,9.59526666667,8.48408333334,11.602,9.15613333333,14.479,19.7244666667,11.4685666667,7.2438,15.844
253.91,9.59577333334,9.09806666667,7.797375,10.8136,8.09019999999,13.8285,18.3376666667,10.4332333333,6.79946666667,15.5968666667
