wavelength,Back_TanFlom,Belly_TanFlom,Breast_TanFlom,Crissum_TanFlom,Crown_TanFlom,DorTail_TanFlom,Patch10_TanFlom,Patch11_TanFlom,Patch12_TanFlom,Rump_TanFlom,Throat_TanFlom,WingTip_TanFlom
330.98,3.06707407407,8.40477777779,3.25,8.41588888889,4.45333333333,4.20740096619,2.99188888889,2.54555555556,2.19888888889,3.90688888889,4.30088888889,5.65533333333
331.34,3.03018518518,8.26500000001,3.29888888889,8.42788888889,4.43877777778,4.10247826087,2.95655555555,2.40711111111,2.12266666667,3.848,4.28444444444,5.54877777778
331.71,3.02888888889,8.31955555556,3.38855555556,8.48133333334,4.47322222222,4.10257004831,2.93388888889,2.36133333333,2.03266666667,3.87366666667,4.22677777778,5.68838888889
332.08,2.7892962963,8.1388888889,3.20711111111,8.37888888888,4.27688888889,3.87022705314,2.72655555556,2.04977777778,1.77422222222,3.53455555556,4.06922222222,5.49572222222
332.44,2.83181481481,8.21544444443,3.32122222222,8.579,4.44444444444,3.98450724637,2.75822222222,2.07666666667,1.83966666667,3.56633333333,4.23166666667,5.6365
332.81,3.12803703704,8.56666666667,3.70822222222,8.84977777777,4.85077777778,4.2841884058,2.93066666667,2.404,2.132,3.70288888889,4.59944444444,5.75638888889
333.18,3.35451851852,8.85877777777,4.03033333333,8.91844444443,5.07744444445,4.37314492754,3.09444444444,2.54777777778,2.28088888889,3.83088888889,4.93222222222,5.88738888889
333.54,3.45918518519,8.95455555557,4.19088888889,8.93177777777,5.17611111111,4.5271884058,3.21055555555,2.62511111111,2.32166666667,3.87766666667,5.02088888889,6.01894444445
333.91,3.44074074074,8.91311111111,4.076,8.92566666667,5.03644444445,4.51673913044,3.08277777778,2.54088888889,2.32155555556,3.78366666667,5.054,6.0105
334.28,3.43440740741,8.91466666665,4.03466666667,8.91944444445,5.107,4.4752173913,3.03411111111,2.56455555556,2.34733333333,3.85177777778,5.15888888889,5.9065
334.64,3.47877777778,8.841,4.02711111111,8.93622222223,5.12922222222,4.58463285024,3.07144444445,2.70011111111,2.36288888889,3.82922222222,5.25877777778,5.94288888889
335.01,3.63688888889,8.92755555554,3.96188888889,9.01922222221,5.18988888889,4.69059903381,3.16811111111,2.79644444445,2.58177777778,3.89433333333,5.42877777778,5.97911111111
335.38,3.75214814815,9.04955555555,4.06822222222,9.16388888888,5.33788888889,4.83755555555,3.23611111111,3.05544444445,2.75577777778,4.03977777778,5.52577777778,6.11055555556
335.74,3.91492592593,9.1348888889,4.16122222222,9.28499999999,5.36311111111,4.94953623189,3.38911111111,3.27655555556,3.00422222222,4.27411111111,5.74333333333,6.15527777778
336.11,4.028,9.26744444446,4.22344444444,9.24655555557,5.40655555555,4.96617874396,3.37777777778,3.348,3.07055555555,4.45911111111,5.76466666667,6.17355555556
336.47,4.1517037037,9.38677777779,4.35344444445,9.29811111111,5.40877777778,5.09700966183,3.41188888889,3.43455555555,3.17755555556,4.63566666667,5.83655555556,6.20827777778
336.84,3.98444444444,9.27622222222,4.19777777778,9.15233333335,5.13888888889,5.01590821256,3.28144444445,3.25444444444,3.05888888889,4.53688888889,5.74088888889,6.11811111111
337.21,3.77425925926,9.08855555557,3.99577777778,9.04622222221,4.95466666667,4.88845410628,3.04388888889,3.13944444445,3.00566666667,4.32122222222,5.50777777778,5.90138888889
337.57,3.42159259259,8.81933333332,3.66588888889,8.88855555555,4.65477777778,4.49070048309,2.63466666667,2.815,2.74155555556,4.02433333333,5.21811111111,5.54088888889
337.94,3.41974074074,8.82744444444,3.69566666667,9.00422222222,4.737,4.46223671498,2.65422222222,2.86144444444,2.727,4.05955555555,5.20488888889,5.42094444445
338.31,3.66925925926,9.0318888889,3.89444444444,9.29611111112,4.91311111111,4.71423188406,2.89977777778,3.05822222222,3.00333333333,4.30144444444,5.428,5.61938888889
338.67,3.57892592593,9.079,3.76644444444,9.27599999999,4.77233333333,4.63076328503,2.88944444445,2.88266666667,2.93511111111,4.23655555556,5.34333333334,5.44611111111
339.04,3.38655555555,9.02199999999,3.66566666666,9.14877777778,4.57322222222,4.46394202899,2.74055555556,2.58055555555,2.701,4.00555555555,5.12588888889,5.25733333333
339.40,3.31385185185,9.02922222223,3.58244444444,9.077,4.44911111111,4.43281642512,2.72444444444,2.38455555556,2.60022222222,3.93088888889,5.06322222222,5.23533333333
339.77,3.18225925926,8.90866666666,3.483,8.93266666666,4.42855555556,4.27906280193,2.54,2.15688888889,2.40111111111,3.77944444444,4.833,5.06444444444
340.14,3.03622222222,8.79666666667,3.323,8.85500000001,4.26922222222,4.14856521739,2.40888888889,2.02411111111,2.29711111111,3.60911111111,4.65666666667,4.93922222222
340.50,2.92907407407,8.74688888888,3.32866666667,8.78122222223,4.13666666667,3.97613043478,2.30844444444,1.88188888889,2.197,3.48077777778,4.55677777778,4.845
340.87,3.05692592592,8.94766666668,3.52166666667,8.85844444443,4.31877777778,4.08985990338,2.50988888889,1.98933333333,2.24433333334,3.55988888889,4.66088888889,4.90094444445
341.23,3.19529629629,9.04544444446,3.61233333333,8.94844444444,4.41411111111,4.14950241546,2.63966666667,1.95188888889,2.25122222222,3.61855555555,4.739,4.99011111111
341.60,3.67722222222,9.47577777779,4.11611111111,9.31222222221,4.829,4.72848792271,3.11066666667,2.50166666667,2.63411111111,4.02288888889,5.13388888889,5.40416666667
341.96,3.73866666667,9.66155555557,4.25,9.36955555557,4.81133333333,4.86343478261,3.24877777778,2.55777777778,2.69566666667,4.05644444445,5.17933333333,5.46822222222
342.33,3.64518518519,9.54566666667,4.19322222222,9.15588888888,4.684,4.72033816425,3.20544444445,2.38533333333,2.52266666667,3.882,5.08388888889,5.37083333333
342.70,3.76355555556,9.64688888889,4.40466666667,9.26500000001,4.82655555556,4.85428502415,3.32644444444,2.53666666667,2.61,4.07433333333,5.25211111111,5.5715
343.06,3.80085185185,9.69077777779,4.48088888889,9.34688888888,4.87944444444,4.89978743961,3.46655555556,2.71866666667,2.68333333333,4.23233333333,5.39222222222,5.70516666667
343.43,3.62888888889,9.60533333333,4.35444444444,9.23177777777,4.80844444445,4.73482608696,3.406,2.65511111111,2.57844444445,4.13422222222,5.26244444444,5.62672222222
343.79,3.6407037037,9.76333333335,4.38188888889,9.32422222223,4.92522222222,4.74479710145,3.45066666667,2.79011111111,2.57444444444,4.17177777778,5.39855555556,5.72672222222
344.16,3.69937037037,9.81500000001,4.44588888889,9.33777777779,4.97366666667,4.78461352657,3.476,2.80644444444,2.57911111111,4.19611111111,5.47911111111,5.77472222222
344.52,3.76011111111,9.96033333333,4.42055555556,9.387,4.99944444444,4.81169082126,3.52422222222,2.89333333333,2.591,4.18444444444,5.51755555556,5.79138888889
344.89,3.83740740741,9.93344444444,4.33488888889,9.45544444443,4.94677777778,4.73666666667,3.47611111111,2.91377777778,2.55488888889,4.16822222222,5.45944444444,5.79911111111
345.25,3.84455555556,9.95600000001,4.35211111111,9.43455555554,4.98244444445,4.7182705314,3.47477777778,2.98433333333,2.59211111111,4.25766666667,5.51455555556,5.81611111111
345.62,3.65218518519,9.89244444443,4.20622222222,9.31311111111,4.84722222222,4.50279227053,3.34711111111,2.71877777778,2.48622222222,4.17522222222,5.33744444444,5.71355555556
345.99,3.74144444444,9.94244444444,4.31411111111,9.38811111111,5.027,4.53105797101,3.421,2.82322222222,2.58011111111,4.34655555555,5.461,5.85088888889
346.35,3.81492592592,10.0727777778,4.45477777778,9.56433333332,5.15266666667,4.64407729468,3.38411111111,2.97111111111,2.62477777778,4.45311111111,5.52766666667,5.85933333333
346.72,3.78803703704,10.1293333333,4.41477777778,9.65222222222,5.17766666667,4.67641545894,3.29744444444,3.01033333333,2.67022222222,4.41477777778,5.53211111111,5.78694444444
347.08,3.87666666667,10.2341111111,4.47533333333,9.68955555555,5.30322222222,4.73128502416,3.33522222222,3.02844444444,2.74322222222,4.45333333333,5.61355555556,5.84227777778
347.45,4.00933333333,10.3651111111,4.65033333333,9.82655555554,5.429,4.8470531401,3.413,3.20577777778,2.86377777778,4.57044444444,5.74744444445,5.86494444445
347.81,4.24407407407,10.4837777778,4.863,10.0395555556,5.51566666667,5.04997101449,3.61177777778,3.38711111111,3.09322222222,4.76311111111,5.91988888889,6.02077777778
348.18,4.22914814815,10.4991111111,4.83722222222,10.116,5.47833333333,5.02898067633,3.62266666667,3.45,3.01411111111,4.74666666667,5.90688888889,5.966
348.54,4.15811111111,10.3591111111,4.77022222222,10.0517777778,5.44611111111,4.95679227053,3.56988888889,3.34766666667,2.89933333333,4.71244444444,5.786,5.91538888889
348.91,4.09237037037,10.4066666667,4.81488888889,10.1325555556,5.424,4.96117391304,3.56422222222,3.33366666667,2.87422222222,4.70866666667,5.797,5.93672222222
349.27,3.95766666667,10.3543333333,4.72855555556,10.0988888889,5.31822222222,4.90528019324,3.45,3.22355555555,2.79388888889,4.64933333333,5.67788888889,5.89355555555
349.64,3.89159259259,10.2525555556,4.63466666666,10.0332222222,5.27355555556,4.79098550725,3.36411111111,3.14811111111,2.63233333333,4.50255555556,5.66266666667,5.74927777778
350.00,3.83385185185,10.1892222222,4.53111111111,9.98588888888,5.173,4.67409661836,3.32211111111,3.03488888889,2.48933333333,4.35633333333,5.60455555555,5.68477777778
350.37,3.64333333333,10.0465555556,4.35388888889,9.80733333332,4.995,4.47593236715,3.20611111111,2.84811111111,2.31322222222,4.182,5.45022222222,5.50605555556
350.73,3.44418518519,9.89122222223,4.27633333333,9.58366666667,4.76544444444,4.24738647343,3.09333333333,2.58133333333,2.11333333333,4.03955555556,5.25788888889,5.28544444444
351.10,3.23414814815,9.72155555555,4.16855555556,9.44566666667,4.541,4.11652657005,2.85122222222,2.38211111111,1.85311111111,3.81555555556,4.98888888889,5.05033333333
351.46,3.10781481481,9.605,4.058,9.3368888889,4.37844444444,4.01797101449,2.67288888889,2.18588888889,1.73933333333,3.72177777778,4.904,4.93372222222
351.83,3.03103703704,9.51211111111,3.99411111111,9.23633333333,4.27866666666,3.95216908213,2.62388888889,2.05455555556,1.613,3.64677777778,4.80755555556,4.87377777778
352.19,3.0152962963,9.49999999999,3.98255555556,9.16911111112,4.33777777778,4.01357971014,2.654,2.051,1.64755555556,3.721,4.81233333333,4.90516666667
352.55,3.07474074074,9.56266666667,4.02277777778,9.23111111112,4.37177777778,4.03285024155,2.64566666667,2.12888888889,1.70566666667,3.75833333333,4.94888888889,4.92055555556
352.92,3.08322222222,9.54244444445,3.997,9.20011111111,4.37755555555,4.03613043478,2.62877777778,2.12866666667,1.72788888889,3.79177777778,5.01111111111,4.90544444445
353.28,3.44033333333,9.868,4.33,9.46977777779,4.68111111111,4.30811594203,2.94511111111,2.47122222222,1.95488888889,4.04,5.38933333334,5.14222222222
353.65,3.56885185185,10.0486666667,4.49811111111,9.61555555554,4.75955555556,4.47740096618,3.08755555556,2.65788888889,2.11344444444,4.19844444445,5.53222222222,5.28916666667
354.01,3.48177777778,10.0726666667,4.47766666666,9.54911111111,4.73188888889,4.43317391304,2.99933333333,2.67266666667,2.11188888889,4.19366666666,5.57833333333,5.24816666667
354.38,3.54992592593,10.2666666667,4.534,9.67955555557,4.82022222222,4.54269082126,3.09755555556,2.78077777778,2.17255555555,4.27511111111,5.726,5.43572222222
354.74,3.73892592592,10.4614444444,4.638,9.86377777779,4.95244444445,4.65874879227,3.25,2.97333333333,2.273,4.42455555556,5.88655555555,5.59811111111
355.11,3.88292592593,10.6044444445,4.688,10.0077777778,5.06666666667,4.71756038647,3.37622222222,3.07022222222,2.42588888889,4.59833333333,6.01044444445,5.70227777778
355.47,3.93955555556,10.6835555555,4.70655555556,10.0805555555,5.10233333333,4.70773913043,3.48555555556,3.15477777778,2.43555555556,4.63377777778,6.02533333333,5.75122222222
355.83,3.78992592593,10.6005555556,4.61011111111,10.0224444445,5.00088888889,4.61413043478,3.397,3.11888888889,2.35511111111,4.51977777778,5.94766666667,5.636
356.20,3.82896296296,10.7454444445,4.76911111111,10.2434444444,5.08111111111,4.67047826087,3.46922222222,3.22955555556,2.41866666667,4.57766666667,6.02855555555,5.72505555556
356.56,3.7387037037,10.7537777778,4.75933333333,10.2798888889,5.03955555555,4.63693236715,3.46277777778,3.15955555556,2.39666666667,4.50311111111,6.00322222222,5.673
356.93,3.52559259259,10.5867777778,4.52277777778,10.1013333333,4.84233333333,4.40725120773,3.26466666666,3.01388888889,2.24955555555,4.31244444444,5.74977777778,5.48461111111
357.29,3.19007407407,10.3147777778,4.21555555555,9.88633333335,4.52211111111,4.09120289855,2.95177777778,2.69377777778,1.96988888889,4.01022222222,5.38911111111,5.16105555556
357.66,3.07914814815,10.1816666667,4.071,9.78422222222,4.38222222222,3.90127536232,2.78255555556,2.52755555555,1.78877777778,3.86411111111,5.24711111111,5.04833333333
358.02,3.16288888889,10.2503333333,4.11166666666,9.92733333333,4.44677777778,3.9858647343,2.85511111111,2.52388888889,1.87688888889,3.93344444445,5.26166666667,5.11438888889
358.38,3.17166666667,10.2171111111,4.111,9.91311111112,4.39477777778,3.96663768116,2.88633333333,2.47311111111,1.88566666667,3.94177777778,5.18911111111,5.06055555556
358.75,3.14077777778,10.1211111111,4.02,9.86933333335,4.32955555555,3.92415458937,2.79666666667,2.42966666667,1.86177777778,3.86688888889,5.14655555556,5.03172222222
359.11,3.16937037037,10.1548888889,4.09433333333,9.92388888889,4.41011111111,3.98858454106,2.857,2.50422222222,1.86488888889,3.88244444444,5.23777777778,5.05894444445
359.48,3.13633333333,10.1313333333,4.099,9.92777777779,4.38888888889,4.02070531401,2.793,2.46055555555,1.786,3.84522222222,5.24866666667,5.05138888889
359.84,3.11133333333,10.0978888889,4.04344444445,9.92399999999,4.33266666667,3.98324637681,2.75688888889,2.38755555556,1.76188888889,3.78477777778,5.24522222222,4.98994444445
360.20,3.07644444444,10.0284444445,3.96533333333,9.81622222221,4.21666666667,3.88857004831,2.67644444444,2.28877777778,1.71111111111,3.69377777778,5.20588888889,4.85994444444
360.57,3.05851851852,10.0203333333,3.96966666667,9.7781111111,4.17955555555,3.896,2.60866666667,2.30511111111,1.70722222222,3.69711111111,5.20466666667,4.81844444444
360.93,3.13503703704,10.1195555556,4.12044444444,9.8988888889,4.22511111111,4.02404830918,2.69566666667,2.36911111111,1.76611111111,3.78966666667,5.38222222222,4.88638888889
361.29,3.158,10.1614444444,4.162,9.92344444443,4.26777777778,4.10050724638,2.77944444445,2.38055555555,1.77588888889,3.82377777778,5.48388888889,4.92155555556
361.66,3.22314814815,10.2503333333,4.22688888889,10.0344444445,4.35488888889,4.1972705314,2.849,2.47411111111,1.89277777778,3.90477777778,5.60477777778,4.97677777778
362.02,3.14388888889,10.1278888889,4.14022222222,9.94888888888,4.23211111111,4.08692270531,2.74966666667,2.39388888889,1.81133333334,3.80155555555,5.53477777778,4.87111111111
362.39,3.14151851852,10.1186666667,4.12122222222,9.94188888891,4.21166666667,4.04344444444,2.72077777778,2.33533333333,1.78888888889,3.78144444444,5.57266666666,4.81177777778
362.75,3.13907407407,10.1261111111,4.16522222222,9.9301111111,4.22144444445,4.03663768116,2.71511111111,2.30333333333,1.74688888889,3.77888888889,5.60755555556,4.78211111111
363.11,3.18351851852,10.2398888889,4.20311111111,9.98166666667,4.18922222222,4.06103381643,2.74888888889,2.32766666666,1.83044444445,3.85055555556,5.64988888889,4.81616666667
363.48,3.28462962963,10.3817777778,4.31777777778,10.0565555556,4.27888888889,4.12720289855,2.84811111111,2.40177777778,1.977,3.95266666667,5.75833333333,4.91805555556
363.84,3.34185185185,10.4676666667,4.39966666667,10.1028888889,4.29088888889,4.11317391305,2.87366666667,2.45155555556,2.04188888889,4.04833333333,5.78811111111,4.96944444444
364.20,3.27518518519,10.4357777778,4.35155555555,10.0426666666,4.19811111111,4.06789371981,2.81577777778,2.36877777778,1.96333333333,4.00755555556,5.737,4.89527777778
364.57,3.349,10.514,4.36833333333,10.1006666667,4.25544444445,4.09553623188,2.88722222222,2.35844444444,2.00211111111,4.07233333333,5.788,4.97611111111
364.93,3.381,10.5882222222,4.43611111111,10.1178888889,4.29055555556,4.11517874396,2.91533333333,2.34422222222,2.01011111111,4.07188888889,5.78466666667,4.99838888889
365.29,3.4397037037,10.7007777778,4.54311111111,10.2566666667,4.33111111111,4.18048792271,2.95055555556,2.42988888889,2.09833333333,4.16011111111,5.84688888889,5.06722222222
365.66,3.43137037037,10.7533333333,4.61122222222,10.2754444444,4.28411111111,4.17307729469,2.95366666667,2.39522222222,2.08711111111,4.17533333333,5.84722222222,5.06911111111
366.02,3.57262962963,10.9115555555,4.79833333334,10.439,4.41266666667,4.32219806763,3.04,2.53288888889,2.211,4.32944444445,5.96466666667,5.17811111111
366.38,3.643,11.0075555555,4.90711111111,10.5042222222,4.49533333333,4.42988888889,3.06033333333,2.70688888889,2.31066666667,4.40488888889,6.03277777778,5.31877777778
366.75,3.64285185185,11.0645555555,4.90911111111,10.5642222222,4.52477777778,4.47606280193,3.06055555555,2.71366666667,2.37388888889,4.44344444445,6.03122222222,5.38077777778
367.11,3.6012962963,11.0138888889,4.91188888889,10.5244444444,4.52433333333,4.44942028986,2.99577777778,2.709,2.32988888889,4.40911111111,6.03133333333,5.37988888889
367.47,3.51566666667,10.9471111111,4.82355555555,10.5048888889,4.43044444444,4.35810144928,2.937,2.65511111111,2.23311111111,4.346,5.95133333333,5.27711111111
367.84,3.50285185185,11.007,4.87122222222,10.5593333333,4.44911111111,4.41820772947,2.95455555555,2.63988888889,2.21677777778,4.36311111111,5.99177777778,5.29555555555
368.20,3.58022222222,11.0987777778,4.97566666667,10.6392222222,4.56422222222,4.50616908213,3.02233333333,2.71044444445,2.33188888889,4.46488888889,6.14766666667,5.38883333333
368.56,3.52818518518,11.03,4.95244444444,10.609,4.46133333333,4.43607246377,2.96344444444,2.65644444444,2.28988888889,4.41155555555,6.09044444444,5.28466666667
368.93,3.55233333333,11.019,4.93922222222,10.5817777778,4.45622222222,4.38179710145,2.95888888889,2.66866666667,2.32288888889,4.43911111111,6.14644444444,5.28655555555
369.29,3.58377777778,11.0156666667,4.97055555556,10.5492222222,4.457,4.36506280193,2.96088888889,2.72022222222,2.34577777778,4.49322222222,6.14755555556,5.29983333333
369.65,3.53781481481,10.9704444444,4.89888888889,10.4536666667,4.42666666667,4.33406280193,2.91388888889,2.69877777778,2.31044444444,4.47844444444,6.09922222222,5.26433333333
370.01,3.53181481482,11.0086666667,4.90933333333,10.4,4.40711111111,4.30553140096,2.97777777778,2.726,2.25144444444,4.48833333333,6.12633333333,5.24883333333
370.38,3.47114814815,10.9282222222,4.81866666667,10.3512222222,4.28422222222,4.17400483092,2.90711111111,2.58988888889,2.15344444444,4.408,6.07655555555,5.162
370.74,3.36892592592,10.8794444445,4.75155555556,10.2774444444,4.13188888889,4.04103864734,2.871,2.50711111111,2.07222222222,4.299,6.02622222222,5.03394444444
371.10,3.27225925926,10.7761111111,4.63677777778,10.2057777778,3.98177777778,3.89302415459,2.77866666667,2.34711111111,1.95244444444,4.13766666667,5.926,4.93711111111
371.46,3.34955555556,10.8063333333,4.72222222222,10.2851111111,4.02066666666,3.98322705314,2.85633333334,2.38233333333,2.034,4.21311111111,6.03844444444,5.00683333333
371.83,3.31833333333,10.7526666667,4.65355555556,10.2388888889,3.96966666667,3.9460821256,2.81444444445,2.33755555556,1.97211111111,4.143,6.00944444444,4.974
372.19,3.33933333333,10.7062222222,4.63033333333,10.2615555556,3.92833333333,3.92461835749,2.832,2.36922222222,1.95644444444,4.11622222222,5.94277777778,4.99544444444
372.55,3.349,10.7908888889,4.63177777778,10.2764444444,3.95944444444,3.964647343,2.87188888889,2.41988888889,1.918,4.139,5.95233333333,5.02983333333
372.92,3.29788888889,10.8058888889,4.59322222222,10.2592222222,3.92733333333,3.95537681159,2.86744444445,2.41533333333,1.857,4.12977777778,5.90877777778,5.00066666667
373.28,3.26374074074,10.7735555556,4.51377777778,10.1833333333,3.84766666667,3.91498550725,2.84544444444,2.34111111111,1.80144444445,4.06122222222,5.87611111111,4.95455555555
373.64,3.32659259259,10.7724444444,4.56844444445,10.2275555556,3.84788888889,3.94984057971,2.905,2.37144444444,1.86155555556,4.07666666667,5.95622222222,4.93716666667
374.00,3.32388888889,10.796,4.56444444444,10.2573333333,3.804,4.00249758454,2.92011111111,2.35911111111,1.93066666667,4.07422222222,6.01033333333,4.93755555556
374.37,3.24355555556,10.7123333333,4.49855555555,10.206,3.719,3.95358937198,2.87322222222,2.32211111111,1.87955555555,4.00566666667,5.92,4.82977777778
374.73,3.24440740741,10.6436666667,4.51655555555,10.1956666667,3.69844444444,3.98219323672,2.84622222222,2.33066666667,1.84655555555,4.03433333333,5.91633333333,4.84127777778
375.09,3.16418518519,10.5404444444,4.44188888889,10.1222222222,3.62422222222,3.96002415459,2.78955555555,2.29711111111,1.78111111111,3.96377777778,5.80933333333,4.76755555556
375.45,3.10837037037,10.5624444445,4.41811111111,10.1082222222,3.59366666667,3.94399033816,2.76044444444,2.30633333333,1.74488888889,3.92633333334,5.80522222222,4.7155
375.81,3.12659259259,10.6114444444,4.47311111111,10.0932222222,3.62877777778,3.98107729469,2.80944444445,2.332,1.78855555556,3.963,5.84,4.72272222222
376.18,3.08755555555,10.668,4.46555555555,10.0785555556,3.59044444444,3.97382608696,2.794,2.30944444444,1.75233333333,3.95611111111,5.85833333333,4.6815
376.54,3.09685185185,10.6636666667,4.52044444444,10.0903333333,3.56155555556,4.01766183575,2.82077777778,2.34388888889,1.82555555555,4.02122222222,5.93111111111,4.71677777778
376.90,3.15714814815,10.6365555556,4.58444444444,10.1541111111,3.56944444444,4.07550724637,2.81066666667,2.38088888889,1.89744444444,4.04088888889,5.97322222222,4.75805555556
377.26,3.19711111111,10.6234444444,4.633,10.1787777778,3.56888888889,4.10161352657,2.83322222222,2.381,1.90588888889,4.06266666667,6.00988888889,4.80588888889
377.63,3.08233333333,10.5347777778,4.53444444444,10.0627777778,3.45866666667,4.01273429952,2.74411111111,2.28477777778,1.80755555556,3.97466666666,5.91377777778,4.74172222222
377.99,3.0267037037,10.442,4.49766666667,9.98055555557,3.428,3.92957004831,2.658,2.231,1.77333333334,3.93344444445,5.82988888889,4.70766666667
378.35,3.07722222222,10.5032222222,4.57288888889,10.018,3.46555555555,4.01938647343,2.74155555556,2.262,1.812,3.97544444445,5.89711111111,4.75522222222
378.71,3.18603703704,10.62,4.71711111111,10.1503333333,3.60233333333,4.12446376811,2.87788888889,2.38811111111,1.93955555555,4.08877777778,6.02366666667,4.83233333333
379.07,3.23437037037,10.6537777778,4.79444444444,10.1984444445,3.61,4.14896135266,2.89944444444,2.39555555555,1.97188888889,4.15922222222,6.09633333333,4.83722222222
379.44,3.19877777778,10.5886666667,4.76122222222,10.1265555555,3.52433333333,4.08123188406,2.833,2.35566666667,1.91233333333,4.08977777778,6.01422222222,4.78672222222
379.80,3.282,10.6072222222,4.77922222222,10.2314444444,3.53133333333,4.13233816425,2.89955555555,2.44244444444,1.94411111111,4.10866666666,6.05755555555,4.84833333333
380.16,3.35959259259,10.636,4.849,10.2764444445,3.55955555555,4.20853623189,2.93077777778,2.48733333333,2.01766666667,4.16788888889,6.10833333333,4.93816666667
380.52,3.37977777778,10.5808888889,4.84611111111,10.2797777778,3.53833333333,4.18529951691,2.94611111111,2.487,2.02366666666,4.12244444444,6.09233333334,4.94683333333
380.88,3.41033333333,10.6391111111,4.87666666667,10.3235555556,3.54666666667,4.20828985507,3.02644444444,2.50433333333,2.06955555556,4.163,6.10766666666,4.945
381.24,3.4257037037,10.6353333333,4.89522222222,10.3358888889,3.57222222222,4.21209178744,3.04955555556,2.56633333333,2.11244444444,4.15866666667,6.10177777778,4.93588888889
381.61,3.53262962963,10.7093333333,4.97822222222,10.4053333333,3.64266666667,4.2665942029,3.11588888889,2.65233333333,2.189,4.24511111111,6.15655555556,4.9875
381.97,3.60922222222,10.7335555556,5.02966666667,10.5161111111,3.66877777778,4.33338164251,3.21388888889,2.69322222222,2.21611111111,4.30422222222,6.23055555555,5.03683333333
382.33,3.58622222222,10.6867777778,5.02633333333,10.5104444444,3.65311111111,4.31479227053,3.17211111111,2.66288888889,2.23344444444,4.32566666667,6.20722222222,5.00744444444
382.69,3.52548148148,10.6275555556,4.98333333334,10.4195555555,3.55144444444,4.26628502415,3.10355555556,2.57366666667,2.15811111111,4.26233333333,6.12622222222,4.93561111111
383.05,3.56544444444,10.6562222222,5.012,10.4465555555,3.59066666667,4.30266183575,3.16766666667,2.61566666667,2.21066666667,4.31655555555,6.15222222222,4.98477777778
383.41,3.62966666666,10.6953333333,5.06066666667,10.4686666667,3.64133333333,4.34771980676,3.26455555556,2.66611111111,2.24433333333,4.39177777778,6.22533333333,5.02416666667
383.77,3.53437037037,10.6258888889,4.999,10.3441111111,3.57666666667,4.3006231884,3.14077777778,2.59,2.19622222222,4.36877777778,6.19088888889,4.94194444444
384.14,3.4697037037,10.5772222222,4.92088888889,10.3092222222,3.537,4.23433333333,3.10288888889,2.55988888889,2.12666666667,4.30355555555,6.14311111111,4.86483333333
384.50,3.45251851852,10.5734444444,4.91266666667,10.2665555556,3.53211111111,4.23547342995,3.09766666666,2.52511111111,2.10366666666,4.29788888889,6.15288888889,4.84472222222
384.86,3.3742962963,10.5281111111,4.85355555555,10.2083333333,3.45933333333,4.17818357488,3.03377777778,2.47222222222,2.029,4.24388888889,6.10522222222,4.79872222222
385.22,3.34559259259,10.5681111111,4.85766666667,10.2614444445,3.41633333333,4.17894202898,3.027,2.46433333333,2.01122222222,4.25633333333,6.15733333333,4.80605555555
385.58,3.27144444444,10.5533333333,4.80355555555,10.2327777778,3.33377777778,4.10371497584,3.00944444444,2.41666666667,1.95622222222,4.21233333333,6.13966666667,4.7855
385.94,3.2102962963,10.5926666667,4.77411111111,10.1528888889,3.23222222222,4.06471980677,2.96888888889,2.39555555555,1.92877777778,4.15933333333,6.09533333334,4.73338888889
386.30,3.22633333333,10.6191111111,4.77922222222,10.1384444444,3.21344444444,4.0665120773,3.00088888889,2.44188888889,1.91344444445,4.18766666667,6.12433333333,4.7565
386.66,3.26707407408,10.6883333333,4.78555555555,10.1671111111,3.23222222222,4.07399033816,3.04544444444,2.48344444445,1.95533333333,4.24,6.168,4.78211111111
387.03,3.258,10.7353333333,4.80044444445,10.2101111111,3.22577777778,4.09404347826,3.05544444444,2.51877777778,1.95655555556,4.25722222222,6.22211111111,4.79905555556
387.39,3.18133333333,10.6677777778,4.73977777778,10.18,3.13933333334,4.02353140097,2.94766666667,2.41922222222,1.89222222222,4.18422222222,6.14433333333,4.73572222222
387.75,3.16522222222,10.7194444445,4.75244444444,10.1967777778,3.09766666667,3.97593719807,2.94722222222,2.40677777778,1.87233333333,4.15866666667,6.12555555555,4.70761111111
388.11,3.15096296296,10.6955555556,4.78944444445,10.1715555556,3.04944444444,3.97321739131,2.95377777778,2.37111111111,1.88111111111,4.18555555556,6.13488888889,4.68388888889
388.47,3.10388888889,10.6797777778,4.76988888889,10.1704444444,3.01011111111,3.94331884058,2.94144444445,2.364,1.85022222222,4.15833333333,6.07911111111,4.62938888889
388.83,3.11711111111,10.6501111111,4.788,10.1898888889,3.04433333333,3.94085990338,2.94922222222,2.37044444444,1.84611111111,4.14511111111,6.07744444444,4.6265
389.19,3.1242962963,10.6171111111,4.76333333333,10.1623333333,3.06266666667,3.93909661836,2.94733333333,2.34844444445,1.85522222222,4.16,6.06111111111,4.60327777778
389.55,3.13748148148,10.5981111111,4.79777777778,10.192,3.07544444444,3.99042512077,2.96311111111,2.37755555556,1.853,4.17822222222,6.07311111111,4.62044444444
389.91,3.1422962963,10.58,4.80677777778,10.2168888889,3.14222222222,4.01654589372,2.97488888889,2.39311111111,1.83988888889,4.19422222222,6.11777777778,4.64861111111
