wavelength,Back_DigPluf,Belly_DigPluf,Breast_DigPluf,Crissum_DigPluf,Crown_DigPluf,DorTail_DigPluf,Rump_DigPluf,Throat_DigPluf,WingTip_DigPluf
544.49,11.33275,33.17725,18.507,23.1613333333,9.96674999999,9.85983333335,11.6391666667,19.1175833333,11.2776666666
544.84,11.3321666667,33.188,18.5265,23.1561666667,9.991,9.87441666668,11.6538333333,19.1429166667,11.297
545.18,11.34,33.1918333333,18.5399166667,23.1875833333,10.01075,9.87874999999,11.66225,19.1685833333,11.3110833333
545.52,11.3611666667,33.2630833333,18.582,23.2356666667,10.0580833333,9.92016666666,11.6998333333,19.2315833333,11.3554166667
545.87,11.3765833334,33.29975,18.5895833333,23.26425,10.0715,9.93624999998,11.7048333333,19.2635,11.3691666667
546.21,11.4071666667,33.331,18.6093333334,23.30175,10.112,9.96966666669,11.7349166666,19.3080833333,11.4046666666
546.55,11.39375,33.3284166667,18.6210833334,23.2945,10.1054166667,9.97224999999,11.7354166667,19.3003333333,11.4006666667
546.90,11.3940833333,33.3555,18.6703333334,23.3346666667,10.1270833334,9.99874999999,11.7571666667,19.3388333333,11.4403333334
547.24,11.431,33.376,18.69225,23.36275,10.1368333333,10.00925,11.7516666666,19.3590833333,11.45075
547.58,11.47875,33.4395,18.7354166666,23.4106666667,10.1795833333,10.0354166667,11.79375,19.4005,11.4905833333
547.92,11.4688333333,33.4913333333,18.7706666667,23.4508333333,10.1940833333,10.0280833333,11.797,19.4396666667,11.5065
548.27,11.5068333334,33.5520833333,18.8224166667,23.5030833333,10.2180833334,10.0903333333,11.82275,19.4721666667,11.5615
548.61,11.5656666667,33.6865,18.8895833334,23.6284166667,10.2645833333,10.1363333334,11.8790833333,19.56025,11.6170833333
548.95,11.5676666667,33.7200833334,18.8933333334,23.6245,10.27525,10.1305,11.8793333333,19.56325,11.60025
549.29,11.58175,33.79675,18.9365,23.6798333333,10.2876666667,10.1365,11.90225,19.583,11.6290833333
549.64,11.6210833333,33.86625,19.0303333333,23.7269166666,10.3473333333,10.2023333333,11.9554166667,19.646,11.668
549.98,11.6389166667,33.891,19.07275,23.7451666667,10.3316666667,10.1953333333,11.9483333333,19.6856666667,11.666
550.32,11.714,33.9875,19.1343333333,23.8489166667,10.4211666667,10.2771666667,12.02925,19.8024166667,11.7440833333
550.66,11.8058333333,34.0698333333,19.2034166667,23.9308333333,10.4910833333,10.3311666667,12.1028333334,19.8668333333,11.80225
551.01,11.84225,34.087,19.2601666667,23.9845,10.54325,10.383,12.1406666667,19.9155833333,11.8564166667
551.35,11.8078333333,34.0614166667,19.2163333334,23.9545,10.4933333333,10.3826666667,12.0776666666,19.8789166666,11.80925
551.69,11.84475,34.1179166666,19.2333333334,23.9715833334,10.5005833333,10.4009166667,12.08875,19.8906666666,11.81125
552.03,11.8460833334,34.1813333333,19.2429166667,23.9950833333,10.527,10.371,12.1018333334,19.91775,11.81725
552.38,11.80475,34.1541666667,19.2425833334,23.9735833333,10.4990833334,10.3520833333,12.0716666667,19.9053333333,11.7855
552.72,11.86025,34.2649166667,19.2984166666,24.0300833333,10.5406666667,10.40375,12.1256666666,19.9504166667,11.8459166667
553.06,11.8805833333,34.2655,19.3259166667,24.0428333333,10.5540833333,10.432,12.12675,19.9720833333,11.8569166666
553.40,11.88775,34.2733333333,19.30775,24.07625,10.5390833333,10.40475,12.1363333333,19.9635,11.8499166667
553.74,11.8674166667,34.2988333334,19.31725,24.0859166667,10.5485833333,10.3994166667,12.14275,19.9543333334,11.8705833333
554.09,11.84875,34.35175,19.3341666667,24.08875,10.5503333333,10.3884166667,12.1363333334,19.9574166666,11.8804166667
554.43,11.7533333333,34.3094166667,19.26025,24.01975,10.4914166667,10.3060833333,12.0538333333,19.9075,11.8204166667
554.77,11.6990833333,34.3356666667,19.23725,24.022,10.46625,10.2541666667,12.0246666667,19.88975,11.7795833333
555.11,11.72075,34.4051666666,19.28775,24.0773333333,10.4923333333,10.2673333333,12.0640833334,19.9399166667,11.8130833333
555.45,11.7030833333,34.4265,19.3005,24.0891666667,10.471,10.2635833333,12.0598333333,19.9419166667,11.8321666667
555.80,11.6681666667,34.38575,19.2978333333,24.0855,10.45775,10.2574166667,12.06575,19.9395833333,11.8255
556.14,11.65875,34.3760833333,19.2803333333,24.0528333334,10.4508333333,10.2411666667,12.0585833334,19.89975,11.8310833333
556.48,11.6796666667,34.4145833333,19.35225,24.1315,10.4825833333,10.2900833333,12.0965,19.9541666667,11.878
556.82,11.7318333333,34.48,19.3674166667,24.16825,10.5303333333,10.316,12.14125,20.0100833333,11.911
557.16,11.7419166667,34.4985,19.40525,24.1575,10.5690833333,10.3398333334,12.1401666666,20.0341666667,11.9591666667
557.50,11.80375,34.5793333333,19.4689166666,24.2350833333,10.6489166666,10.3856666667,12.1903333333,20.102,12.0265833333
557.85,11.84425,34.5908333333,19.47575,24.272,10.655,10.3984166667,12.2028333333,20.1265833333,12.066
558.19,11.8558333333,34.6061666667,19.4875833333,24.2765833333,10.6564166667,10.4323333333,12.1890833333,20.13525,12.078
558.53,11.8448333333,34.6653333333,19.4921666667,24.299,10.6534166667,10.4564166666,12.18625,20.16275,12.0994166667
558.87,11.8388333333,34.67,19.5120833333,24.3118333333,10.6834166667,10.4661666667,12.1924166667,20.1895833333,12.1370833333
559.21,11.8756666667,34.7006666667,19.5375,24.3549166667,10.7196666667,10.486,12.2060833333,20.2395833333,12.1773333333
559.55,11.8841666667,34.7301666667,19.5815,24.3615833333,10.708,10.4945,12.182,20.2309166667,12.1709166666
559.89,11.8984166667,34.7498333333,19.60925,24.4043333333,10.7409166667,10.5265833333,12.2284166667,20.2826666667,12.2101666667
560.23,11.8628333333,34.6891666666,19.55675,24.3240833333,10.6701666667,10.43975,12.1785,20.217,12.1505833333
560.58,11.8481666667,34.7051666667,19.59125,24.34225,10.6495,10.43525,12.1593333334,20.21,12.1545833334
560.92,11.8524166667,34.7160833333,19.5676666666,24.3666666667,10.6211666667,10.4270833333,12.1490833333,20.1894166667,12.1405
561.26,11.8303333333,34.7445,19.57625,24.3748333333,10.6039166667,10.438,12.1328333333,20.1855,12.131
561.60,11.8161666667,34.74,19.6099166667,24.3885,10.6018333333,10.4255833333,12.1289166666,20.18275,12.1413333333
561.94,11.78275,34.7116666666,19.587,24.35825,10.5655,10.3959166667,12.0950833333,20.1525,12.0856666667
562.28,11.8543333333,34.7470833333,19.6289166667,24.3831666666,10.585,10.431,12.1345,20.187,12.12475
562.62,11.86675,34.78575,19.6684166666,24.4123333333,10.5665833333,10.45225,12.1504166667,20.1805,12.1211666667
562.96,11.8368333333,34.7718333334,19.6505,24.3849166667,10.5405833333,10.429,12.121,20.1470833333,12.0955
563.30,11.8318333333,34.7740833333,19.6154166666,24.3913333333,10.55825,10.4306666667,12.12075,20.1649166667,12.1275
563.64,11.80625,34.7801666667,19.5866666667,24.369,10.5034166667,10.4085833333,12.0490833333,20.128,12.0514166667
