wavelength,Back_SpoHycm,Belly_SpoHycm,Breast_SpoHycm,Crissum_SpoHycm,Crown_SpoHycm,DorTail_SpoHycm,Patch10_SpoHycm,Rump_SpoHycm,Throat_SpoHycm,WingTip_SpoHycm
381.24,13.869,7.89649999999,4.16833333334,7.36325,19.7343333333,7.2485,25.4716666667,8.80083333331,5.6545,7.88016666665
381.61,13.7796666667,7.82433333335,4.1,7.40366666666,19.7206666667,7.21916666667,25.4698333333,8.67683333332,5.6635,7.81249999999
381.97,13.6421666667,7.78933333335,4.068,7.30458333334,19.7016666667,7.30783333334,25.3595,8.56216666665,5.54275,7.72516666665
382.33,13.729,7.84549999998,4.0995,7.37483333334,19.767,7.33416666667,25.5571666667,8.60300000001,5.551,7.7685
382.69,13.7571666667,7.84033333333,4.09316666666,7.357,19.7641666666,7.35716666666,25.5028333333,8.57583333331,5.62025,7.76766666665
383.05,13.6998333333,7.75866666665,4.05816666667,7.24841666666,19.7951666667,7.36416666666,25.5188333333,8.49983333331,5.59125,7.70466666667
383.41,13.6615,7.62833333335,3.80566666667,7.07883333333,19.6035,7.32183333334,25.3955,8.28583333335,5.4115,7.516
383.77,13.5838333334,7.57249999999,3.81816666667,7.04958333334,19.4618333334,7.2245,25.4485,8.21383333335,5.39425,7.48583333334
384.14,13.5506666666,7.55233333333,3.65483333333,6.96808333334,19.425,7.18966666666,25.4138333333,8.19333333333,5.25475,7.4655
384.50,13.6291666667,7.58500000001,3.71216666667,6.93616666667,19.4965,7.2115,25.4715,8.28683333332,5.191,7.50466666666
384.86,13.8296666667,7.77883333332,3.82266666666,7.01375,19.6446666667,7.413,25.6935,8.454,5.31875,7.70050000001
385.22,13.924,7.95500000001,3.92133333334,7.07641666667,19.777,7.45183333333,25.7791666666,8.59549999998,5.42525,7.82133333335
385.58,13.9196666666,7.97183333334,3.84,6.979,19.7923333334,7.39883333334,25.7766666667,8.63916666668,5.4005,7.74433333333
385.94,13.9883333333,8.00400000002,3.805,7.04933333333,19.8161666667,7.4055,25.8986666667,8.74016666669,5.43925,7.80283333332
386.30,14.0596666666,8.12183333335,3.931,7.13833333333,19.9635,7.617,26.0443333333,8.84583333335,5.58525,7.97716666666
386.66,14.0423333333,8.06450000002,3.88683333333,7.07025,19.9493333333,7.526,26.1031666667,8.79183333335,5.39875,7.95433333334
387.03,14.2211666666,8.18916666667,4.00483333334,7.25641666667,20.112,7.66366666667,26.2975,8.92183333333,5.51725,8.11183333331
387.39,14.2708333333,8.29316666666,4.236,7.28275,20.2301666666,7.70583333334,26.4705,9.05116666665,5.526,8.26483333335
387.75,14.3695,8.35166666667,4.28266666666,7.364,20.3556666667,7.73966666667,26.6053333333,9.16016666667,5.5885,8.3115
388.11,14.3815,8.29333333333,4.30016666666,7.3495,20.3998333333,7.69316666667,26.6883333334,9.1545,5.689,8.30316666666
388.47,14.318,8.25816666668,4.14966666667,7.265,20.3071666667,7.62466666667,26.663,9.075,5.6765,8.17550000002
388.83,14.1696666666,8.16749999999,4.06666666667,7.18891666666,20.19,7.453,26.6758333333,8.9365,5.57,8.08516666666
389.19,14.1478333334,8.09033333333,4.0475,7.14925,20.2511666667,7.413,26.754,8.91016666669,5.5165,8.09350000002
389.55,14.243,8.11283333335,4.18983333333,7.15458333334,20.3506666666,7.44033333333,26.8426666667,8.94033333333,5.5355,8.16599999999
389.91,14.1865,8.10416666668,4.17516666666,7.07716666666,20.3421666667,7.391,26.8625,8.865,5.45375,8.06583333332
390.27,14.2,8.05883333335,4.20033333334,7.06058333333,20.335,7.33183333334,26.8035,8.80316666668,5.38975,7.99583333335
390.63,14.1775,8.05616666665,4.2535,7.03633333333,20.3348333333,7.353,26.7868333333,8.8285,5.44175,7.98666666669
391.00,14.073,8.00183333334,4.199,6.946,20.3036666667,7.281,26.6801666666,8.77283333335,5.36375,7.862
391.36,14.1431666667,8.05783333334,4.1865,7.11141666666,20.4088333333,7.34183333333,26.7493333334,8.84,5.4355,7.91066666665
391.72,14.1133333333,8.01366666668,4.11733333333,7.02616666667,20.454,7.271,26.8153333333,8.7875,5.32575,7.85266666665
392.08,14.2048333333,8.11266666665,4.21633333334,7.09733333333,20.5891666667,7.3025,26.9136666666,8.85666666665,5.32675,7.92399999998
392.44,14.2758333333,8.18583333331,4.38716666667,7.20491666666,20.6841666667,7.36616666667,27.0793333334,8.89933333332,5.42425,8.04049999999
392.80,14.346,8.17200000002,4.3525,7.21508333334,20.7178333333,7.40616666666,27.0483333333,8.92933333335,5.47325,8.08816666665
393.16,14.3846666667,8.20466666667,4.3585,7.2225,20.7533333333,7.39616666666,27.0671666666,8.95366666669,5.4545,8.04116666666
393.52,14.3893333334,8.20483333335,4.371,7.258,20.7703333334,7.41316666667,27.1363333333,9.00866666667,5.43025,8.08383333335
393.88,14.3871666666,8.19683333335,4.40166666667,7.29816666666,20.8261666666,7.47683333333,27.2205,9.06316666665,5.41475,8.11250000002
394.24,14.2886666667,8.14816666665,4.29833333334,7.18941666667,20.7448333333,7.37466666667,27.26,9.03533333334,5.34,8.02999999998
394.60,14.3958333333,8.302,4.34283333333,7.329,20.9305,7.46716666667,27.4506666667,9.14550000001,5.47275,8.08233333335
394.96,14.4653333333,8.34333333331,4.34433333334,7.34891666666,20.9993333334,7.47166666666,27.5123333333,9.19066666665,5.50425,8.11383333334
395.32,14.4633333333,8.36550000002,4.39866666667,7.293,21.009,7.439,27.5978333333,9.24183333332,5.5505,8.12733333335
395.68,14.5003333333,8.42916666666,4.46933333333,7.35116666666,21.0108333333,7.50433333334,27.5473333334,9.28883333335,5.695,8.18283333331
396.04,14.4891666667,8.41516666668,4.39566666666,7.37408333333,20.9695,7.444,27.576,9.26433333333,5.699,8.12433333332
396.40,14.429,8.37050000001,4.34066666666,7.33683333333,21.0058333334,7.3585,27.5021666666,9.30383333335,5.6215,8.06333333334
396.76,14.377,8.35016666665,4.38,7.26625,21.0805,7.297,27.5981666667,9.35516666669,5.56625,8.01899999998
397.12,14.4576666667,8.40599999998,4.42083333334,7.32175,21.0561666667,7.39583333334,27.6608333333,9.35916666665,5.6295,8.06933333335
397.48,14.407,8.40599999998,4.38266666666,7.28291666667,21.036,7.341,27.6445,9.25049999998,5.654,7.96900000002
397.84,14.5413333333,8.47500000002,4.45616666667,7.32816666667,21.1535,7.29416666667,27.7286666667,9.36933333333,5.83675,8.04433333335
398.20,14.6331666666,8.44783333331,4.47516666667,7.36866666666,21.2048333333,7.31166666667,27.7998333334,9.39916666666,5.83825,8.08383333332
398.56,14.5135,8.29383333333,4.32516666666,7.21425,21.0243333334,7.1835,27.6915,9.26366666665,5.61275,8.00566666665
398.92,14.5623333333,8.26466666665,4.36733333333,7.21475,21.018,7.22983333333,27.8585,9.30799999999,5.57725,8.06766666665
399.28,14.5295,8.19016666667,4.28766666667,7.13191666666,20.9991666667,7.15433333333,27.8706666666,9.23216666666,5.49525,8.01183333333
399.64,14.4915,8.07566666669,4.26333333333,7.04333333334,20.9301666667,7.01266666666,27.9388333334,9.1765,5.393,7.95883333333
400.00,14.4903333333,8.07866666668,4.3305,7.05608333333,20.967,7.132,27.9778333333,9.19133333332,5.3575,7.992
400.36,14.5321666666,8.14083333332,4.22483333333,6.996,21.0321666666,7.16083333333,28.0865,9.16900000002,5.32,8.01450000001
400.72,14.6128333333,8.218,4.272,7.092,21.053,7.22916666666,28.1321666667,9.16016666667,5.411,8.04816666667
401.08,14.6693333334,8.25366666665,4.248,7.11533333334,21.1706666667,7.23,28.2811666667,9.19316666669,5.46225,8.07433333331
401.44,14.7633333334,8.33916666667,4.3415,7.24208333333,21.2521666666,7.36683333334,28.368,9.32416666668,5.5,8.16283333333
401.80,14.7003333333,8.33750000001,4.31033333334,7.29116666666,21.2813333333,7.35516666666,28.4475,9.27966666666,5.4755,8.14983333335
402.16,14.6963333334,8.33266666665,4.37433333334,7.30191666666,21.3031666667,7.40333333333,28.4126666666,9.30416666668,5.5565,8.16016666666
402.52,14.8346666667,8.39850000001,4.42566666667,7.42716666667,21.5033333333,7.464,28.5445,9.37966666667,5.65775,8.21616666668
402.88,14.8485,8.46849999998,4.41583333333,7.44358333334,21.5606666667,7.46866666666,28.5446666667,9.36183333335,5.7125,8.15816666669
403.24,14.8971666666,8.52316666665,4.44833333334,7.55275,21.673,7.4925,28.6305,9.36516666665,5.80675,8.15599999998
403.60,14.9861666666,8.67966666665,4.48816666667,7.67241666667,21.8643333334,7.57116666667,28.7708333333,9.4435,5.88425,8.20216666668
403.95,15.1096666666,8.74866666665,4.4665,7.69366666667,21.9621666667,7.56416666666,28.927,9.50883333335,5.97375,8.24383333334
404.31,15.174,8.78366666667,4.58216666666,7.79916666667,21.9485,7.62566666666,28.9628333333,9.54133333332,6.05775,8.30599999998
404.67,15.2061666667,8.76783333332,4.5375,7.81066666666,21.9885,7.6645,29.0346666667,9.57866666667,6.06875,8.313
405.03,15.1363333334,8.70533333335,4.47116666666,7.78966666667,21.9145,7.57683333333,28.9806666667,9.55016666665,5.98225,8.2425
405.39,15.136,8.70233333333,4.39533333333,7.69158333334,21.931,7.5015,29.0141666666,9.52000000002,5.914,8.1575
405.75,15.1755,8.65983333331,4.38633333333,7.64541666666,21.908,7.5135,29.0191666667,9.50233333333,5.92725,8.13116666665
406.11,15.2126666666,8.69683333335,4.34616666666,7.65016666666,21.9851666667,7.5005,29.1331666667,9.53233333331,5.9325,8.171
406.47,15.1536666667,8.62050000001,4.311,7.60108333333,21.9246666667,7.48166666667,29.1643333334,9.53599999999,5.92475,8.10166666669
406.83,15.1241666667,8.57233333332,4.3005,7.618,21.9075,7.45766666667,29.202,9.54683333331,5.90825,8.148
407.19,15.1298333333,8.57266666668,4.30966666667,7.55275,21.8776666667,7.50866666666,29.2128333333,9.54483333333,5.8865,8.13883333334
407.55,15.1076666667,8.56116666665,4.29616666667,7.50191666667,21.846,7.60316666667,29.2078333333,9.59083333332,5.85575,8.15050000002
407.90,15.0696666667,8.52716666665,4.287,7.47258333334,21.8151666667,7.60266666666,29.1891666667,9.58899999998,5.8305,8.09349999998
408.26,15.0438333333,8.535,4.26833333334,7.47183333333,21.864,7.62583333334,29.2635,9.65116666669,5.8115,8.10549999998
408.62,15.0516666667,8.56299999998,4.255,7.44691666666,21.8888333333,7.60133333333,29.356,9.65333333335,5.7785,8.12650000001
408.98,15.0731666666,8.61533333335,4.30016666666,7.4175,21.9701666667,7.65433333333,29.4448333334,9.66883333331,5.7915,8.16800000002
409.34,15.1336666667,8.65666666665,4.36083333334,7.49608333334,21.992,7.76266666666,29.5308333333,9.7085,5.88925,8.26533333335
409.70,15.1658333333,8.71933333335,4.40533333334,7.54758333333,22.052,7.78116666667,29.55,9.74766666668,5.89075,8.28833333332
410.06,15.2161666667,8.80583333332,4.49566666667,7.63658333334,22.1328333333,7.9035,29.7161666667,9.83200000002,5.95625,8.35683333332
410.42,15.3716666667,8.97200000002,4.62983333334,7.736,22.2561666666,8.02816666666,29.8406666667,9.94933333335,6.0675,8.53166666665
410.77,15.4455,9.07516666668,4.683,7.8305,22.348,8.08483333334,29.9105,10.0713333334,6.1115,8.53116666666
411.13,15.4576666667,9.10983333335,4.71316666666,7.86133333333,22.4123333333,8.134,29.9825,10.1198333333,6.1465,8.55283333334
411.49,15.5078333333,9.12316666666,4.69633333333,7.90191666667,22.4326666667,8.07683333333,30.0146666667,10.0878333333,6.15325,8.55783333334
411.85,15.5473333333,9.18183333335,4.70366666666,7.98341666666,22.4973333333,8.14483333334,30.0551666667,10.1146666666,6.19025,8.63500000002
412.21,15.554,9.16216666668,4.70466666667,7.98583333334,22.497,8.08766666667,30.0285,10.078,6.16725,8.54883333331
412.57,15.5793333334,9.20516666665,4.74783333334,8.03108333333,22.5566666667,8.05233333333,30.0236666667,10.1086666667,6.1665,8.53716666666
412.92,15.6173333333,9.21399999998,4.766,8.08775,22.6471666667,8.1195,30.1238333333,10.1461666667,6.1765,8.58083333334
413.28,15.6498333333,9.22283333332,4.75716666667,8.07883333333,22.701,8.05666666667,30.1951666667,10.1805,6.221,8.62883333333
413.64,15.577,9.1975,4.639,8.055,22.689,8.06733333334,30.2245,10.1711666667,6.1695,8.58699999999
414.00,15.5363333334,9.13916666668,4.484,7.9515,22.6298333333,7.9365,30.1481666666,10.0693333333,6.05525,8.50216666665
414.36,15.4631666667,9.10249999998,4.41566666667,7.90325,22.6121666666,7.82833333334,30.1716666667,10.0143333333,5.98775,8.41350000001
414.72,15.5456666667,9.10216666669,4.468,7.91275,22.642,7.84283333334,30.2716666667,9.98699999998,6.01625,8.50699999999
415.07,15.6325,9.12833333334,4.4805,7.94175,22.6553333334,7.86,30.2828333333,10.026,6.03175,8.57033333332
415.43,15.6316666667,9.14449999998,4.541,7.96791666667,22.7505,7.87833333334,30.3451666667,10.0906666667,6.08525,8.58566666667
415.79,15.6658333333,9.18766666669,4.58116666667,7.95383333333,22.8036666667,7.89183333334,30.4736666667,10.0993333333,6.099,8.63933333333
416.15,15.7965,9.28199999999,4.59966666666,7.98916666666,22.8901666666,7.987,30.6283333333,10.141,6.2155,8.75366666666
416.51,15.7846666667,9.25216666665,4.56883333334,7.90933333333,22.8613333334,8.02933333333,30.6198333333,10.0913333333,6.1865,8.70166666666
416.86,15.7306666667,9.21183333335,4.5205,7.84625,22.8006666667,7.95516666666,30.5658333333,10.0628333333,6.17775,8.63299999998
417.22,15.7248333333,9.13900000001,4.4875,7.79516666666,22.8236666666,7.915,30.5868333334,10.0138333333,6.1125,8.56366666665
417.58,15.8285,9.1865,4.59283333334,7.8195,22.903,7.941,30.693,10.0358333333,6.158,8.64083333335
417.94,15.874,9.20516666669,4.65633333334,7.8545,22.99,7.96133333334,30.7723333333,10.0911666667,6.18925,8.63883333334
418.29,15.8881666666,9.198,4.69866666666,7.86583333333,23.0356666667,7.993,30.806,10.1256666667,6.233,8.64483333331
418.65,15.8026666667,9.15316666665,4.57833333333,7.8155,22.9883333333,7.93666666666,30.7626666666,10.0616666666,6.1655,8.59100000002
419.01,15.7525,9.0895,4.48533333333,7.76558333333,22.9811666666,7.79283333334,30.8003333334,10.0278333333,6.09125,8.5285
419.37,15.763,9.0765,4.45383333333,7.7625,22.9705,7.79233333333,30.8653333334,10.0176666667,6.05725,8.51733333333
419.73,15.7533333333,9.05849999998,4.463,7.77525,22.9965,7.762,30.8505,10.0436666667,6.05825,8.48849999998
420.08,15.7318333334,9.03933333333,4.508,7.77308333334,22.9863333334,7.74316666667,30.8421666666,10.0495,6.0235,8.47666666665
420.44,15.7805,9.07700000001,4.52566666666,7.82966666667,23.0403333333,7.73433333333,30.9068333334,10.079,6.0645,8.52683333335
420.80,15.8208333334,9.0855,4.557,7.83891666666,23.0671666666,7.73883333334,30.9466666667,10.0878333333,6.05325,8.53516666669
421.16,15.8141666667,9.11516666668,4.58683333333,7.86316666667,23.065,7.75966666666,30.9493333333,10.0958333334,6.059,8.56083333335
421.51,15.7895,9.14066666665,4.58033333334,7.87241666666,23.0526666667,7.76616666666,30.958,10.1201666667,6.04875,8.56833333331
421.87,15.8105,9.15383333331,4.5715,7.85491666666,23.0313333333,7.74883333333,30.9791666666,10.105,6.07,8.56949999999
422.23,15.847,9.18416666665,4.55416666667,7.87291666666,23.0483333333,7.76783333334,31.0138333334,10.102,6.05425,8.58716666665
422.58,15.9141666667,9.25616666665,4.65133333333,7.92341666667,23.1211666666,7.8335,31.1013333333,10.1573333333,6.1235,8.62016666666
422.94,15.9068333334,9.2585,4.69083333334,7.90275,23.1446666667,7.85616666667,31.1181666666,10.1503333333,6.152,8.6
423.30,15.9208333334,9.26983333331,4.68016666667,7.89991666666,23.1378333334,7.879,31.1073333334,10.1393333333,6.195,8.61933333331
423.66,15.9645,9.27583333335,4.70016666666,7.90533333333,23.1346666667,7.90566666666,31.1666666667,10.1358333333,6.1835,8.63533333331
424.01,15.9003333333,9.21916666665,4.60716666666,7.83316666666,23.118,7.85866666667,31.1556666666,10.0881666667,6.104,8.57483333335
424.37,15.9026666667,9.19816666665,4.5955,7.8365,23.1326666666,7.856,31.1933333333,10.0813333333,6.084,8.56433333334
424.73,15.9025,9.20916666665,4.614,7.88,23.1353333333,7.867,31.238,10.0776666667,6.12425,8.59983333334
425.08,15.9375,9.24650000002,4.61733333333,7.91341666667,23.169,7.87783333334,31.2858333333,10.1118333334,6.16525,8.61133333335
425.44,15.9278333333,9.20716666666,4.56016666666,7.8765,23.1811666667,7.83216666666,31.2913333333,10.073,6.1285,8.56716666665
425.80,15.9316666666,9.21149999998,4.58983333334,7.911,23.21,7.86083333334,31.3373333333,10.0853333334,6.114,8.60283333332
426.16,15.9606666667,9.22033333332,4.63983333333,7.91675,23.2488333333,7.87616666667,31.3838333333,10.108,6.15875,8.62833333332
426.51,15.9923333334,9.19783333331,4.60833333333,7.90216666666,23.2616666667,7.85816666667,31.4213333333,10.1138333333,6.14875,8.6165
426.87,16.0556666667,9.2685,4.63766666666,7.99341666667,23.2856666667,7.941,31.4738333334,10.1491666667,6.18,8.69933333331
427.23,16.1298333333,9.33566666669,4.7295,8.04683333333,23.3981666666,7.9535,31.6,10.2388333333,6.178,8.74950000002
427.58,16.1388333334,9.39083333331,4.71816666667,8.06533333333,23.4415,7.96183333333,31.6485,10.2891666667,6.2335,8.77933333335
427.94,16.2858333333,9.47949999999,4.82266666667,8.16275,23.5521666667,7.98516666667,31.7573333334,10.3823333333,6.36225,8.85333333331
428.30,16.2786666667,9.48533333333,4.85883333334,8.1395,23.5603333334,7.98533333333,31.7921666667,10.4233333333,6.3855,8.85816666668
428.65,16.3423333333,9.52116666665,4.86,8.12925,23.603,7.9865,31.8501666667,10.4673333333,6.40925,8.86666666666
429.01,16.3543333333,9.499,4.85566666666,8.11741666666,23.6323333333,7.98816666667,31.9085,10.4998333333,6.39875,8.88516666669
429.37,16.4243333333,9.54466666668,4.92033333333,8.15433333333,23.6868333334,7.993,32.0126666667,10.5341666667,6.47775,8.9345
429.72,16.4578333333,9.56516666665,4.903,8.17291666666,23.72,8.01266666666,32.0805,10.5781666667,6.48875,8.9415
430.08,16.4448333333,9.56516666667,4.87533333333,8.19825,23.7526666667,7.98733333334,32.1251666667,10.5806666667,6.47475,8.94783333333
430.44,16.3538333333,9.50166666669,4.82233333333,8.12091666666,23.6813333334,7.85883333333,32.0551666667,10.5235,6.385,8.91083333333
430.79,16.3318333333,9.46733333332,4.81266666667,8.09833333334,23.6881666667,7.8325,32.0611666667,10.5416666667,6.3775,8.89833333332
431.15,16.3181666667,9.46150000002,4.78483333333,8.12425,23.6873333333,7.8345,32.0578333333,10.525,6.4055,8.89233333333
431.50,16.3125,9.42716666667,4.7475,8.09525,23.7348333333,7.829,32.077,10.5033333333,6.41025,8.86649999998
431.86,16.286,9.40100000001,4.735,8.08658333333,23.7251666666,7.85316666667,32.0785,10.4776666667,6.3635,8.8595
432.22,16.3095,9.46933333335,4.73683333334,8.13658333334,23.8055,7.879,32.1316666667,10.5185,6.38925,8.905
432.57,16.3248333333,9.463,4.73316666666,8.169,23.822,7.947,32.1305,10.5165,6.404,8.9205
432.93,16.316,9.42783333335,4.73533333333,8.15733333333,23.8528333333,7.90466666666,32.1816666667,10.4896666667,6.398,8.89083333332
433.29,16.326,9.43616666665,4.759,8.18375,23.8296666667,7.95633333334,32.1498333334,10.4791666667,6.41075,8.90716666669
433.64,16.3511666667,9.44983333335,4.79666666667,8.22216666667,23.8386666666,7.969,32.1213333334,10.4728333333,6.451,8.93283333332
434.00,16.3455,9.47066666669,4.79466666666,8.20258333333,23.8165,7.959,32.1266666667,10.4565,6.47675,8.90966666669
434.35,16.4226666667,9.52383333335,4.86016666667,8.29891666667,23.9173333334,8.05566666667,32.2193333333,10.5378333333,6.57775,8.96499999999
434.71,16.447,9.54066666667,4.86916666667,8.30641666667,23.9421666667,8.04666666667,32.2491666666,10.53,6.55375,8.95933333335
435.07,16.4275,9.48866666668,4.831,8.25591666666,23.8706666667,8.01266666666,32.1963333333,10.4688333333,6.496,8.91066666667
435.42,16.434,9.47849999999,4.85616666667,8.27108333333,23.8786666666,7.9875,32.2363333333,10.4698333333,6.48,8.90116666669
435.78,16.44,9.50583333331,4.83483333334,8.28683333334,23.8995,7.99583333333,32.3021666667,10.4678333333,6.49925,8.88483333331
436.13,16.451,9.50183333335,4.85366666666,8.27966666666,23.8836666667,8.0155,32.3441666666,10.4546666667,6.51375,8.87099999998
436.49,16.45,9.52566666666,4.85416666666,8.27541666667,23.9461666667,7.95483333333,32.4088333333,10.5003333333,6.48575,8.88716666669
436.84,16.4483333333,9.55766666668,4.85516666667,8.31141666667,23.9245,7.9945,32.4118333334,10.4931666667,6.49825,8.9165
437.20,16.475,9.56299999998,4.86166666667,8.33358333333,24.0026666667,7.98316666667,32.5143333334,10.5433333333,6.50325,8.92916666669
437.56,16.4531666666,9.54833333332,4.85966666666,8.29283333334,24.0245,7.95983333334,32.5931666666,10.5545,6.4985,8.93149999999
437.91,16.4763333333,9.566,4.86466666667,8.33641666667,24.0575,7.98216666666,32.6351666667,10.5713333333,6.4845,8.97249999999
438.27,16.4781666667,9.55466666666,4.874,8.32216666666,24.0643333333,7.9615,32.673,10.5496666667,6.458,8.98016666665
438.62,16.4618333334,9.55683333335,4.8525,8.30225,24.0826666666,7.9835,32.7065,10.5641666667,6.49625,8.9845
438.98,16.5083333334,9.62100000001,4.88333333333,8.31191666666,24.1558333333,8.0065,32.8168333333,10.596,6.549,9.00833333335
439.33,16.49,9.62483333335,4.8745,8.311,24.1378333334,8.00233333334,32.7843333333,10.5821666667,6.51825,9.00516666666
439.69,16.4616666667,9.59150000001,4.86666666667,8.27675,24.1231666667,7.962,32.7931666667,10.5665,6.47525,8.99816666668
440.04,16.478,9.55983333333,4.88316666666,8.25608333334,24.1318333333,7.96483333334,32.7866666666,10.569,6.46375,9.00033333331
440.40,16.4471666667,9.52233333334,4.8855,8.19783333333,24.1,7.9235,32.7735,10.5333333334,6.462,8.96766666665
440.75,16.4265,9.50216666668,4.84083333334,8.15566666667,24.0711666667,7.9125,32.7681666666,10.5148333333,6.43875,8.95983333335
441.11,16.4346666667,9.53683333332,4.85916666667,8.13991666667,24.082,7.93616666667,32.7921666667,10.5466666667,6.45625,8.97283333335
441.47,16.4325,9.57499999998,4.84683333334,8.15841666666,24.1245,7.95083333333,32.7871666667,10.5451666666,6.424,8.979
441.82,16.4615,9.5645,4.8795,8.16266666667,24.1371666667,7.952,32.8218333333,10.5541666667,6.4305,8.9815
442.18,16.4751666667,9.60216666669,4.85966666667,8.13166666666,24.1455,7.96366666666,32.8368333334,10.5821666667,6.41075,8.98700000001
442.53,16.5271666667,9.62799999999,4.92116666667,8.1975,24.201,7.98533333334,32.9023333333,10.6415,6.454,9.04
442.89,16.5338333333,9.63116666669,4.9315,8.23975,24.2163333333,8.001,32.9281666667,10.6578333333,6.44,9.05666666667
443.24,16.5568333333,9.64950000001,4.91716666667,8.25791666667,24.2316666666,8.00133333334,32.9875,10.6641666667,6.492,9.07350000002
443.60,16.597,9.71733333334,4.9995,8.31708333333,24.292,8.073,33.0376666666,10.7393333333,6.56775,9.13616666668
443.95,16.6133333333,9.77083333334,5.01016666667,8.38816666667,24.3096666667,8.105,33.0878333334,10.7721666666,6.6055,9.18449999999
444.31,16.6666666667,9.83266666665,5.0685,8.46775,24.3851666667,8.207,33.1895,10.8338333333,6.6315,9.22883333332
444.66,16.6995,9.86333333335,5.08566666667,8.503,24.458,8.20933333333,33.2528333333,10.8663333333,6.613,9.23016666668
445.02,16.6666666667,9.81016666665,5.04633333334,8.47408333334,24.4268333333,8.1625,33.2321666667,10.7978333334,6.5505,9.17283333335
445.37,16.6931666667,9.7955,5.053,8.47783333334,24.4356666667,8.145,33.242,10.8091666667,6.5705,9.16133333333
445.72,16.6873333334,9.82466666669,5.0205,8.49,24.4868333333,8.14233333333,33.2503333333,10.8353333333,6.59475,9.16633333332
446.08,16.7021666667,9.81299999998,5.02333333333,8.49825,24.4853333333,8.14716666666,33.2746666666,10.8093333333,6.6165,9.16216666665
446.43,16.7205,9.82700000001,5.01416666666,8.49258333334,24.4751666666,8.12916666667,33.2855,10.7933333333,6.624,9.1495
446.79,16.7051666667,9.81266666667,5.03083333333,8.47175,24.4778333333,8.11766666667,33.2823333333,10.8005,6.6305,9.15983333331
447.14,16.7111666667,9.83183333332,5.05516666667,8.47566666667,24.5006666666,8.13416666666,33.2986666666,10.8345,6.6125,9.17316666665
447.50,16.7625,9.87033333335,5.05616666666,8.50325,24.5378333333,8.15733333333,33.3486666667,10.855,6.65925,9.19599999999
447.85,16.7783333333,9.87816666669,5.0545,8.5025,24.5693333334,8.145,33.3723333333,10.8611666667,6.68225,9.19483333333
448.21,16.7763333333,9.87249999998,5.02416666666,8.50316666667,24.5751666666,8.102,33.3603333333,10.8415,6.67675,9.19200000001
448.56,16.8388333333,9.91050000002,5.07066666666,8.52758333333,24.5981666667,8.12816666666,33.3563333333,10.8751666667,6.76875,9.22766666666
448.92,16.9145,9.98233333335,5.126,8.60766666667,24.6621666667,8.19816666666,33.4076666667,10.9548333333,6.86775,9.32099999999
449.27,16.9348333333,9.97733333331,5.139,8.62658333334,24.669,8.22416666666,33.4683333334,10.9651666667,6.90075,9.33666666665
449.62,16.9556666667,9.97166666665,5.20966666667,8.62708333333,24.6548333333,8.2485,33.5106666667,10.9896666667,6.92925,9.3725
449.98,16.9303333333,9.95316666667,5.18433333334,8.62975,24.6723333334,8.2245,33.5323333333,11.0061666667,6.91325,9.36466666667
450.33,16.9651666666,9.99033333335,5.20733333334,8.66233333334,24.7146666667,8.265,33.6053333333,11.0345,6.93575,9.38400000001
450.69,16.9941666667,9.98933333334,5.1855,8.676,24.7216666667,8.277,33.6435,11.0261666666,6.9295,9.37233333331
451.04,17.024,9.98683333335,5.21083333333,8.68175,24.7143333333,8.28083333333,33.6615,10.9986666667,6.93725,9.36333333331
451.40,17.0031666667,9.92683333335,5.18083333334,8.68416666666,24.69,8.23516666667,33.6433333334,10.9426666667,6.8515,9.349
451.75,17.0156666666,9.93966666665,5.20316666667,8.66725,24.6958333333,8.2305,33.6618333333,10.9451666667,6.8325,9.36366666668
452.10,17.0395,9.95133333335,5.18783333333,8.67566666667,24.674,8.19033333334,33.6781666667,10.9536666667,6.848,9.37549999998
452.46,17.0593333333,9.97216666665,5.19,8.69683333334,24.6998333333,8.2045,33.7278333333,10.963,6.8105,9.37900000002
452.81,17.0288333333,9.95983333335,5.163,8.674,24.707,8.16533333333,33.7498333333,10.9506666666,6.77,9.33333333335
453.17,17.068,10.0253333333,5.19,8.72191666666,24.7506666666,8.18183333333,33.799,10.9966666667,6.77725,9.369
453.52,17.0728333334,10.0446666667,5.1465,8.70491666666,24.739,8.14333333334,33.8055,10.9483333333,6.7355,9.328
453.87,17.1121666667,10.1083333334,5.2365,8.75616666667,24.7575,8.19083333334,33.8226666667,10.9808333333,6.7905,9.35849999998
454.23,17.1076666667,10.0941666667,5.23066666666,8.7615,24.7805,8.21383333333,33.8226666667,11.0108333333,6.801,9.38650000001
454.58,17.1153333333,10.1346666667,5.24566666667,8.767,24.8473333333,8.23383333333,33.8643333334,11.0593333333,6.845,9.41899999999
454.93,17.1163333333,10.177,5.27166666667,8.76808333333,24.9308333334,8.249,33.9026666666,11.1336666667,6.86575,9.46149999998
455.29,17.131,10.22,5.31,8.75233333334,24.9555,8.2675,33.9478333333,11.1726666667,6.91175,9.4835
455.64,17.1126666667,10.1751666667,5.246,8.76116666666,24.9256666667,8.2255,33.938,11.1595,6.8715,9.45600000002
456.00,17.1101666666,10.1643333333,5.224,8.74366666666,24.9205,8.26133333334,33.9043333334,11.17,6.8415,9.418
