wavelength,Back_SpoHycm,Belly_SpoHycm,Breast_SpoHycm,Crissum_SpoHycm,Crown_SpoHycm,DorTail_SpoHycm,Patch10_SpoHycm,Rump_SpoHycm,Throat_SpoHycm,WingTip_SpoHycm
719.56,22.198,27.735,23.3658333334,30.8665833334,31.9086666666,14.7053333333,41.0325,23.7288333334,27.9415,19.1921666666
719.88,22.1846666666,27.7926666666,23.4955,31.207,31.8201666666,14.8836666667,40.8705,23.9565,27.85175,19.3328333333
720.20,22.1043333333,27.9353333334,23.3186666667,31.3669166666,31.7943333334,14.6143333334,40.709,23.9911666667,27.95825,19.494
720.52,22.5098333334,27.8608333334,23.5116666667,31.45725,31.9955,14.6746666667,40.9428333334,24.0966666667,28.27475,19.7706666667
720.84,22.4395,27.9245,23.2323333333,31.5186666666,31.965,14.8046666667,40.9855,24.1073333333,28.18875,19.8318333333
721.16,22.1276666667,27.5768333333,22.7666666666,31.2034166666,31.5051666666,14.3475,40.4035,23.654,27.81325,19.5478333333
721.48,22.1166666666,27.5486666666,22.4095,31.3165833333,31.3911666667,14.3658333334,40.4565,23.7063333333,27.313,19.2123333333
721.79,22.6048333334,28.032,22.4183333333,31.5003333333,31.7646666667,14.545,40.8583333334,24.3118333334,27.299,19.3653333334
722.11,22.9395,28.5375,22.3861666666,31.6283333333,31.8258333333,14.5938333334,41.0528333334,24.5258333333,27.64425,19.4626666667
722.43,22.6975,28.2961666667,22.3763333334,31.4596666667,31.4445,14.1915,40.8456666667,24.0801666667,27.46275,19.1728333333
722.75,22.841,28.1703333333,22.6126666667,31.631,31.5445,14.6498333333,40.9943333333,24.6485,27.498,19.208
723.07,22.6013333333,27.85,22.3975,31.2748333334,31.3675,14.4225,40.8566666667,24.4126666667,27.50375,19.127
723.39,22.5688333333,27.713,22.2178333334,31.1780833334,31.1903333333,14.2856666667,40.9021666667,24.4675,27.4155,19.11
723.71,22.3688333333,27.3988333333,22.055,31.079,31.192,14.6006666666,40.775,24.4911666667,27.289,18.6511666666
724.03,22.3866666667,27.7945,22.2431666666,31.3881666667,31.2913333333,15.4491666667,40.7956666667,24.8718333334,27.74425,18.8335
724.35,22.6533333333,28.2901666666,22.9595,31.4708333334,31.827,15.7983333334,41.3071666667,25.353,28.08425,19.0665
724.67,22.3376666667,28.1906666667,23.054,31.3186666666,31.6735,15.8178333333,41.4623333334,25.3175,28.01775,18.8545
724.98,22.4351666667,28.2103333334,23.4823333333,31.3489166666,31.7658333334,15.5816666667,41.6666666667,25.4515,28.62125,19.0681666667
725.30,21.9775,27.9036666667,23.7666666666,31.1801666666,31.5568333333,15.5806666666,41.5003333333,25.0846666667,28.6725,19.0396666667
725.62,21.941,27.842,24.026,31.4004166666,31.503,15.8351666667,41.4868333333,25.2048333333,28.33225,19.3781666667
725.94,22.2283333334,28.1863333333,24.393,31.5191666666,31.522,16.0933333333,41.3891666666,25.4786666666,28.42125,19.545
726.26,21.7605,28.173,24.0893333333,31.2735,31.2403333334,15.7045,41.192,25.0393333334,28.421,19.4616666667
726.58,21.723,28.2831666667,24.1975,31.545,31.2603333333,15.5881666667,41.1455,25.0718333333,28.30675,19.3326666667
726.90,21.5755,28.3831666666,24.4676666667,31.5176666667,30.9853333333,15.5073333333,40.8208333333,24.8638333334,28.3005,19.0621666667
727.21,21.5146666667,28.3098333333,24.4155,31.3451666667,30.766,15.123,40.7485,24.573,27.80725,19.0525
727.53,21.4913333333,27.8895,24.1931666667,30.973,30.4985,14.2025,40.4776666667,24.3606666667,27.3605,18.9345
727.85,21.1475,27.3266666666,23.7465,30.69725,30.1373333333,13.7065,40.1546666667,24.1536666667,26.945,18.7723333333
728.17,21.6313333333,27.4876666667,24.1936666667,31.0555,30.5328333333,14.0195,40.4963333333,24.6648333333,27.352,19.1775
728.49,21.4446666667,27.4653333333,24.0426666666,31.1224166666,30.2553333334,13.8876666666,40.252,24.5398333333,26.8805,19.1236666667
728.80,21.4131666666,27.4323333334,23.6146666667,31.0419166666,29.9438333333,13.5698333334,39.9718333333,24.3523333333,26.647,18.7553333333
729.12,21.54,27.6231666667,23.598,31.25275,30.3651666666,13.5855,40.2871666667,24.5928333334,27.103,18.702
729.44,21.7661666667,27.8493333333,23.7281666667,31.3544166666,30.84,13.6646666666,40.7393333334,24.9093333333,27.5695,19.1373333333
729.76,22.123,28.124,23.9361666666,31.6239166666,30.8576666667,13.7028333334,40.5916666666,25.0476666667,27.5175,19.2656666666
730.08,22.3693333333,27.9713333333,23.9443333334,31.5323333334,31.0936666667,13.8401666666,40.5718333333,25.2066666667,27.907,19.409
730.39,22.3453333333,28.0746666666,23.8465,31.38725,31.2108333333,13.648,40.7088333334,25.0166666666,27.7555,19.5005
730.71,22.6918333333,28.4641666667,24.206,31.7879166667,31.7625,13.9063333334,41.1086666667,25.3448333333,28.509,19.8475
731.03,22.9341666667,28.6693333333,24.4425,32.0719166666,32.1283333333,14.1271666666,41.35,25.3785,28.6495,20.0471666666
731.35,23.142,28.7443333333,24.2613333334,32.3989166667,32.0293333334,14.0471666666,41.1408333333,25.0561666667,28.652,20.2093333333
731.67,22.7941666666,28.5571666667,23.786,32.2625,31.8083333333,13.6338333334,41.0416666667,24.7056666666,28.3635,19.8843333333
731.98,22.9941666667,28.891,24.0121666667,32.4075,31.9346666666,14.2106666666,41.3281666666,24.9803333333,28.7765,20.309
732.30,23.0575,28.9071666666,24.4976666666,32.6523333334,32.206,14.3501666667,41.3988333333,25.2235,28.9435,20.451
732.62,22.9371666667,28.6796666667,24.307,32.26675,31.8175,13.8208333334,41.0856666666,24.857,28.772,20.3436666667
732.94,22.7855,28.4901666667,24.0331666667,32.1796666667,31.632,13.8311666667,40.8018333334,24.5831666667,28.49625,19.9503333333
733.25,22.6545,28.3311666667,23.8476666666,32.1290833333,31.5181666667,13.739,40.8021666667,24.4986666666,28.66525,19.963
733.57,22.6133333333,28.6298333333,24.0661666666,32.4111666666,31.2968333333,13.7315,40.9546666666,24.5566666666,28.4575,20.0048333333
733.89,22.6626666666,28.3446666667,24.286,32.7408333333,31.2003333333,13.7395,40.9406666667,24.8195,28.62625,19.9845
734.21,22.9533333334,28.4313333333,24.6373333333,32.9648333334,31.0021666667,13.8916666666,40.9863333334,25.1108333333,28.6585,20.0888333333
734.52,22.563,28.3611666667,24.5103333334,32.7910833334,30.3326666666,13.7155,40.7516666666,24.966,28.56775,19.8273333333
734.84,22.0415,28.2676666667,24.2113333333,32.4091666667,30.154,13.6451666666,40.733,24.861,28.60525,19.3858333333
735.16,22.1986666666,28.6676666666,24.907,32.64975,30.2978333333,14.2856666667,40.7198333333,25.1315,28.8795,19.7665
735.48,21.861,28.2965,24.3563333334,32.227,30.1221666667,13.784,40.3993333333,24.8028333333,28.69375,19.208
735.79,21.8088333333,28.3781666666,24.2361666666,32.1764166666,29.9318333333,13.9853333333,40.4028333334,24.6765,28.4715,19.2141666667
736.11,21.9033333333,28.771,24.7,32.6898333334,30.3948333334,14.382,40.74,25.0573333334,28.29575,19.1468333333
736.43,21.305,28.3886666666,24.4516666666,32.5095,29.9073333334,13.983,40.4711666667,24.799,27.9525,18.7305
736.74,21.3243333333,28.4966666667,24.7596666666,32.37175,30.2488333333,14.2138333333,40.7461666666,24.952,28.112,18.659
737.06,21.2515,28.4643333333,24.8023333333,32.1750833334,30.254,14.1558333333,40.6506666666,24.865,27.913,18.7056666667
737.38,21.1661666666,28.7436666667,24.5566666666,31.9709166667,30.2966666666,14.3095,40.7028333334,24.5356666667,27.79725,18.8158333333
737.69,20.4778333333,28.4906666667,24.08,31.4625,29.8633333333,13.6911666667,40.308,23.913,27.24725,18.5548333334
738.01,20.4228333333,28.311,24.1028333333,31.4376666667,29.876,13.7035,40.1918333333,23.9428333333,27.05525,18.4891666667
738.33,20.8955,28.3666666667,25.0138333334,31.6431666666,30.2083333333,14.0865,40.3975,24.4203333333,27.12125,18.7293333333
738.64,21.2083333334,28.4443333334,24.9725,31.7570833333,30.4375,14.1876666666,40.7361666667,24.7013333334,27.302,18.6873333333
738.96,21.8348333333,29.0855,25.7368333333,32.3579166666,31.1611666666,14.6813333334,41.345,25.3078333333,27.59425,19.3235
739.28,22.1761666667,29.4476666667,25.6731666666,32.6603333334,31.3975,14.7306666667,41.6251666667,25.576,27.7165,19.6016666667
739.59,22.301,29.3751666666,25.7305,32.7106666666,31.288,14.9625,41.3745,25.8,28.16125,19.9638333334
739.91,22.7521666667,29.6708333333,26.1973333333,32.9725833334,31.6878333333,14.951,41.5408333334,26.0576666667,28.67625,20.2381666667
740.23,22.7556666667,29.8943333334,26.1945,33.3193333334,31.339,14.7923333334,41.3388333333,26.0888333333,28.19275,20.3805
740.54,22.9863333334,30.0128333333,26.021,33.4118333334,31.3193333334,14.8098333333,41.4881666667,26.2636666667,28.3525,20.287
740.86,23.3636666667,30.1188333334,26.3321666667,33.9451666666,31.7985,15.023,41.7753333334,26.7736666667,28.82275,20.7283333333
741.18,23.8073333333,30.5125,26.3848333334,34.4189166666,32.196,15.5813333334,42.2093333333,27.2928333333,29.3975,21.0676666666
741.49,24.1548333333,31.2228333334,26.7311666666,34.8393333333,32.7473333333,15.8328333333,42.7443333333,27.5726666667,29.90075,21.361
741.81,24.4035,31.8728333334,26.6056666667,35.35925,32.8208333333,16.2465,43.035,27.7828333333,30.24075,21.8195
742.12,24.2811666667,31.7645,26.5343333333,35.279,32.5488333334,15.9511666666,42.7241666666,27.8033333334,29.82225,21.9966666667
742.44,24.1046666667,31.6611666667,26.684,35.2184166667,32.3866666667,15.8781666666,42.5618333334,27.5041666667,30.111,21.8883333334
742.76,24.1025,31.8268333334,27.2915,35.2925,32.5881666667,16.0173333334,42.8363333333,27.8205,30.68475,22.0433333333
743.07,24.1975,31.8416666666,27.2373333334,35.1450833334,32.8063333334,16.0668333334,43.1581666667,27.7885,30.60575,22.1303333333
743.39,23.7898333333,31.571,27.1601666666,34.75875,32.521,16.0735,43.0393333333,27.4691666667,29.83675,22.1896666667
743.70,23.59,31.1708333334,26.7965,34.3776666667,32.618,16.305,43.1426666667,27.2161666666,30.18,21.9948333333
744.02,22.7481666667,30.3755,25.9971666666,33.9690833333,32.2198333333,15.6861666666,42.8546666667,26.5371666667,30.0475,21.552
744.34,22.172,30.1838333333,25.8728333334,33.5714166666,31.838,15.681,42.5813333334,26.3741666666,29.737,21.0025
744.65,22.0438333334,30.1471666667,26.2416666666,33.7558333333,32.037,16.0311666667,42.5238333333,26.526,29.49075,20.848
744.97,22.1608333333,30.134,26.893,33.953,32.5041666667,16.2898333333,42.8223333333,26.9346666666,29.761,21.2225
745.28,21.9843333333,29.8135,27.1336666667,33.8835,32.5941666667,16.1456666667,42.6915,26.7473333333,29.5995,20.8835
745.60,21.8686666667,29.638,26.5656666666,33.6615833333,32.6433333334,15.7826666667,42.5756666666,26.2205,29.268,20.488
745.91,22.3001666667,30.02,26.59,34.1344166666,32.6238333333,16.191,42.5471666667,26.5565,29.0685,20.7893333333
746.23,22.1885,29.6518333333,26.122,33.6863333333,32.417,15.9188333334,42.133,26.3066666667,29.2485,20.6755
746.55,21.3836666667,28.9296666667,25.6096666666,33.0455,31.445,15.0323333333,41.2771666667,25.6266666667,28.3665,19.7155
746.86,22.1456666667,29.5531666667,25.6198333334,33.4353333334,31.7701666667,15.418,41.5306666666,26.0106666666,29.0775,20.0731666666
747.18,22.477,29.9355,25.9768333334,33.8093333333,32.1948333333,15.3585,41.8363333333,26.4016666667,28.644,19.971
747.49,23.0795,30.6781666667,27.1791666666,34.4730833334,32.682,16.1825,42.0256666666,27.1458333333,28.82,20.5826666667
747.81,23.7123333333,31.0235,27.2811666667,35.0304166666,33.3583333333,16.5505,42.3331666667,27.6286666667,29.21025,21.0133333333
748.12,23.3986666667,30.4576666666,26.9116666666,34.4974166666,32.492,15.9721666667,41.3726666666,27.0343333333,28.8725,20.5393333333
748.44,23.1913333334,30.0016666667,25.6678333333,34.14775,31.7695,15.412,40.9578333333,26.5965,28.2015,19.6318333333
748.75,22.8991666667,29.809,25.037,33.7169166667,31.1796666667,14.5293333333,40.553,26.3663333333,28.02225,19.3341666666
749.07,22.613,29.5358333333,24.9016666667,33.7229166667,30.6183333333,14.4358333334,40.3868333333,26.4108333333,28.408,19.2503333333
749.38,22.116,29.0868333334,24.3985,33.5134166667,30.4535,13.8681666666,40.419,26.2805,28.142,18.9903333334
749.70,22.0265,29.1893333333,24.074,33.5820833333,30.2335,13.8845,40.39,26.5218333333,27.42275,19.1141666667
750.01,22.6926666666,29.8296666666,24.2985,34.5500833334,31.0383333333,14.6796666667,41.0545,27.2993333333,28.3335,19.9028333334
750.33,22.5765,29.7693333333,24.379,34.8555833333,31.2141666666,14.507,41.4513333334,27.6181666666,28.49525,19.9543333333
750.64,22.4353333333,29.5548333333,24.1993333334,34.5590833334,30.9953333333,14.2071666667,41.2298333334,27.5486666666,28.87175,20.0568333333
750.96,22.644,29.8628333334,24.302,35.0075,31.2021666667,14.3313333333,41.5483333333,27.5846666667,29.23825,20.423
751.27,22.4811666666,29.6615,24.1658333334,34.5559166667,30.4791666667,13.935,41.2416666667,27.0445,29.195,20.445
751.59,22.8278333333,30.1453333333,24.6861666667,34.8776666667,31.3511666667,13.8586666667,42.2861666667,27.5355,29.807,20.8871666666
751.90,22.9683333334,30.393,25.3553333333,34.9230833333,31.8051666667,14.2138333333,42.3851666667,27.5851666667,30.31475,21.556
752.22,23.077,30.7941666667,25.7316666666,35.1246666667,32.3061666667,14.8913333334,42.6036666666,27.893,30.5965,21.795
752.53,23.6838333334,31.2306666667,26.2918333333,35.5378333334,33.203,15.64,42.9666666666,28.4028333333,31.00225,22.1353333333
752.85,23.5253333333,31.2961666666,26.1951666666,35.4444166666,32.8406666666,15.8861666666,42.632,28.2243333334,31.087,22.0635
753.16,23.5623333333,31.488,27.0473333334,35.8418333334,33.5806666666,16.0405,43.1373333333,28.1596666667,31.315,22.1288333334
753.47,23.5098333333,31.633,27.695,35.7354166666,33.424,16.2043333334,43.0575,27.976,31.4015,21.9911666667
753.79,23.46,31.6121666667,27.6186666667,35.61425,32.8473333333,16.3371666666,42.3335,27.6348333333,31.44725,21.632
754.10,23.2075,31.4871666667,27.5461666666,35.7219166667,32.2321666667,16.0956666667,42.0105,27.2728333333,31.371,21.5016666666
754.42,23.3216666666,31.057,27.0188333334,35.0448333333,31.9621666666,15.9438333333,41.7663333334,26.8028333333,31.36825,21.2196666666
754.73,22.8978333333,30.5078333333,26.6061666666,34.5358333333,31.559,15.5483333334,41.3555,26.337,30.6635,20.4086666666
755.05,22.4335,29.875,25.6978333333,34.086,30.636,15.5083333333,40.7915,25.7735,30.3525,19.829
755.36,22.5465,30.2198333334,26.091,34.1498333334,30.7446666667,15.8373333333,40.753,25.9476666667,29.98725,19.983
755.67,22.8881666667,29.8485,26.075,34.3276666667,30.8771666667,15.5615,40.7445,25.9475,29.666,19.8281666666
755.99,22.3675,29.6581666667,26.0771666667,34.0729166667,30.2306666667,15.3161666667,40.453,25.3416666667,28.96175,19.47
756.30,22.94,29.5693333333,26.399,34.2616666667,30.7815,15.2085,40.7001666667,25.5848333333,29.158,19.4896666666
756.62,22.8828333333,29.3105,25.7031666666,34.1293333334,30.2251666667,14.8966666666,40.0151666667,25.3133333334,29.14125,19.0381666666
756.93,22.8865,29.1668333333,25.1633333333,33.97775,30.2665,14.5101666667,40.1116666667,25.0858333333,28.90475,19.0465
757.24,22.4075,28.8431666666,24.605,33.6500833333,30.3803333333,14.061,39.9688333334,24.6136666667,28.2045,18.977
757.56,22.9665,29.2745,25.0521666666,34.1725,31.2653333333,14.763,40.4206666666,25.3721666666,28.6345,19.5656666666
757.87,22.5473333334,29.0675,25.2935,34.2574166667,31.0361666667,14.6285,40.2245,25.734,28.4455,19.3093333333
758.18,23.1491666667,29.6056666667,25.6453333333,34.9560833334,31.9126666667,15.2203333333,40.9433333333,26.5753333333,28.9125,19.9636666666
758.50,23.567,30.4326666667,26.3991666667,35.6078333334,32.8525,15.9546666667,41.5635,27.1796666667,29.055,20.9063333333
758.81,23.436,30.188,26.3506666666,35.6153333333,32.581,15.7948333333,41.735,27.4015,29.795,20.8973333333
759.13,23.5965,30.7505,26.5925,35.53725,32.8166666667,16.3826666666,42.0798333334,27.591,30.165,21.3326666666
759.44,23.7701666666,30.891,26.998,35.5515,33.0745,15.9505,42.2751666667,28.0856666666,30.8,21.664
759.75,23.1258333333,30.6485,26.9266666667,35.3338333334,32.8713333333,15.4291666666,41.8585,27.92,30.6355,21.1995
760.07,23.7683333333,31.2445,27.7546666666,35.8266666666,33.49,15.9096666667,42.6023333333,28.5031666667,31.3185,21.88
760.38,23.6561666667,31.0323333333,27.8036666667,35.7290833334,33.1961666667,15.9108333333,42.2808333333,28.5078333333,31.3755,21.8271666667
760.69,24.1791666667,31.4468333333,28.4348333333,36.22675,33.3671666667,16.413,42.9186666667,29.3146666666,32.19575,21.895
761.01,24.1686666667,31.3235,28.1223333333,36.1785833333,33.358,16.1621666667,42.9858333334,29.1563333333,32.2455,21.8443333334
761.32,24.3516666667,31.6281666667,28.09,36.2993333333,33.7256666666,16.2263333333,43.1076666667,29.1546666667,32.64875,22.1261666667
761.63,23.6671666666,31.5948333333,28.11,36.3739166667,33.063,15.7703333333,42.5128333333,28.6663333333,32.186,21.6968333333
761.94,23.9108333333,32.0085,28.5508333333,36.5103333334,33.221,15.7533333333,42.6058333333,28.9255,32.71225,21.868
762.26,23.7221666667,32.0013333333,28.3226666667,36.46875,33.0021666666,15.4861666666,42.0878333334,28.4881666667,32.36525,21.8213333333
762.57,23.1093333333,31.4806666667,28.3423333333,36.37825,32.483,15.2013333334,41.767,28.3973333333,32.10275,21.5746666666
762.88,22.8166666667,31.315,27.87,36.42525,32.3711666667,15.1055,41.4076666667,27.9638333333,31.964,21.343
763.20,22.9673333333,31.4248333333,28.0785,36.23175,32.301,15.6406666667,41.5948333333,27.987,31.85325,21.5815
763.51,22.7865,31.2956666666,27.9735,35.98775,32.0045,15.5553333333,41.3888333334,27.8266666666,31.56375,21.6045
763.82,23.071,31.9838333333,28.5508333333,36.22525,32.573,16.052,42.037,28.3606666667,31.7085,21.8803333333
764.14,23.4413333333,32.5443333333,29.2046666666,36.6220833333,32.9451666667,16.4693333334,42.4681666667,28.6258333334,31.94675,22.3538333333
764.45,23.248,32.7516666667,29.642,36.5788333334,32.7323333333,16.6601666666,42.2746666667,28.2908333334,31.701,22.1878333333
764.76,23.4235,33.1278333333,29.9616666667,36.87725,32.7503333333,17.0838333334,42.4881666667,28.3586666667,31.6675,22.4563333333
765.07,23.601,33.2993333333,30.2265,36.7556666667,32.812,17.3181666667,42.7093333333,28.4155,32.2015,22.7435
765.39,23.4043333333,32.8996666667,30.1918333334,36.8516666667,32.6933333333,17.2993333333,42.4733333333,28.2158333333,31.90825,22.5088333333
765.70,23.6841666667,33.0483333333,30.312,37.3669166666,33.1008333334,17.7088333334,42.9298333334,28.5273333333,32.4225,22.777
766.01,24.041,33.3098333333,30.278,37.3914166667,33.3175,17.7956666666,43.0365,28.3198333333,32.8515,23.125
766.32,24.9098333334,33.9655,30.6735,37.40575,33.4566666667,18.7273333333,43.432,28.7275,33.23875,23.6781666667
766.64,25.1206666666,33.9716666667,30.4001666667,37.5735,33.5143333334,18.7545,43.3745,28.4076666667,33.6955,23.913
766.95,25.0273333334,33.7888333333,30.4646666667,37.5545,33.1966666667,18.7431666666,43.0238333333,28.2786666667,33.4835,23.6976666667
767.26,24.2646666667,32.802,29.7476666666,36.8098333333,32.271,17.6533333333,41.9845,27.0916666667,33.08175,23.0128333333
767.57,23.6045,31.8983333333,28.5968333333,36.0356666667,31.7806666666,16.8138333333,41.1458333333,26.3756666666,32.739,22.5335
767.88,23.611,31.5996666667,28.1425,35.807,31.8936666666,16.7476666667,41.0381666666,26.764,33.22725,22.577
768.20,24.038,31.7965,28.4611666667,35.84275,32.1206666666,16.6665,40.8826666667,27.3421666667,33.56325,22.7936666667
768.51,24.748,32.1543333333,28.4456666666,35.98075,32.9903333333,17.1811666667,41.5328333333,28.1351666667,33.585,23.4298333333
768.82,25.1043333333,32.1686666666,28.082,35.7833333334,32.9705,17.194,41.617,28.4881666667,33.833,23.5223333333
769.13,25.6091666667,32.6293333333,28.9066666667,35.4403333333,33.4673333333,17.8738333333,42.0298333333,29.0855,33.80275,23.7201666667
769.44,25.9533333333,32.927,29.2371666666,35.2458333333,33.6721666666,18.6073333333,42.0221666667,29.4518333333,34.29225,23.9336666666
769.76,25.5781666666,32.5741666667,29.0236666667,35.1028333334,33.742,17.9981666667,42.0346666667,29.4906666667,33.8125,23.3591666667
770.07,25.629,32.906,30.1046666667,35.3988333333,34.0573333334,18.2928333333,42.3671666667,30.3895,34.33075,23.5518333334
770.38,25.459,32.9106666667,30.0,35.22975,34.6256666667,18.0433333333,42.6326666666,30.483,35.19925,23.442
770.69,25.9435,33.3941666667,29.9731666667,35.9201666667,34.9158333334,18.9678333334,43.0483333334,31.1541666666,35.39075,24.2268333333
771.00,26.3713333334,34.1083333334,31.4021666666,36.7959166667,35.3505,19.9998333334,43.3576666667,31.7468333334,35.978,24.9321666667
771.32,26.7293333333,34.4861666666,32.2305,37.80075,36.1153333334,20.1755,43.8973333333,32.3561666666,36.18425,25.802
771.63,26.3251666666,34.1361666667,32.5943333334,37.9266666667,36.5188333334,20.2346666666,44.368,32.0461666667,35.39775,25.688
771.94,25.3993333334,33.3201666666,32.4168333333,37.49025,35.7553333333,19.8221666666,43.3751666667,31.1601666666,35.467,24.7448333334
772.25,24.5448333333,33.1483333334,32.7921666666,37.1471666667,35.4446666667,19.5698333334,42.7291666667,30.5095,35.1545,24.7556666667
772.56,23.4806666667,32.6373333333,32.142,37.0213333334,34.6186666667,18.7151666666,41.66,29.8795,35.08025,23.842
772.87,23.075,32.453,32.0406666666,37.3004166666,34.86,17.9455,41.8456666667,29.7991666667,34.73625,23.8448333333
773.18,22.5151666666,31.9466666666,32.4961666666,37.1566666666,34.8708333333,18.1495,41.5706666667,29.4891666667,34.41075,24.1763333334
773.50,22.5931666666,31.9978333334,32.1785,37.0615,35.0586666667,17.9046666667,41.7365,29.2988333333,33.744,24.5686666667
773.81,23.0813333334,32.801,32.339,37.6819166666,35.6163333333,18.7115,42.2131666666,29.3276666667,33.4245,24.832
774.12,23.4901666667,32.9915,32.7068333333,37.7561666667,36.1968333333,18.3048333334,42.5215,29.473,33.84625,24.2876666666
774.43,21.9483333333,32.057,30.5315,36.5245,35.1818333333,16.2703333333,41.4468333333,27.9781666667,32.61425,22.5646666666
774.74,21.5938333333,31.4783333333,30.009,35.1365833334,34.0458333333,15.9988333333,40.5758333333,27.3968333333,32.057,21.0596666667
775.05,21.3481666667,31.9113333334,29.3331666667,35.2073333334,33.3186666667,16.3256666667,39.9258333333,27.4075,32.6,20.9333333333
775.36,22.4448333333,32.5638333333,29.6456666667,35.8814166666,33.827,16.3036666666,40.4181666667,28.0925,32.709,21.9076666667
775.67,24.3061666667,33.9615,30.339,37.0728333334,34.575,17.3675,41.5863333333,29.3746666667,34.049,23.2836666667
775.98,25.3995,34.1471666667,30.1073333333,36.9733333333,34.99,17.5383333333,42.0226666666,29.5408333334,33.95775,23.7431666666
776.30,25.4506666667,34.0313333333,29.843,36.84525,34.5111666666,17.1905,41.7101666667,29.3921666666,34.24975,23.1675
776.61,25.9725,34.65,29.6678333333,37.2531666667,34.7993333333,17.4593333333,42.3548333334,29.7725,35.413,22.8905
776.92,25.612,34.3455,29.314,37.6321666667,33.7866666666,16.7725,42.0671666666,29.4651666667,35.40325,22.1668333333
777.23,25.58,34.188,29.2735,37.5839166666,33.9133333334,16.8346666667,42.2771666667,29.884,35.989,22.2223333334
777.54,26.0446666666,34.6753333333,29.4451666666,38.6170833333,34.4158333334,17.4598333334,42.7875,30.5275,36.185,22.8116666666
777.85,27.6063333334,35.0256666666,31.0821666666,39.1659166667,35.2823333333,18.5551666666,43.6836666667,31.4896666666,37.6245,24.0101666667
778.16,28.0758333333,35.288,31.3636666667,39.6211666666,35.788,18.3786666666,44.288,31.6363333334,38.02275,24.288
778.47,28.4076666667,34.5416666667,31.0873333333,39.0878333333,36.2301666667,17.6733333334,44.4858333334,31.6141666667,37.63925,23.9623333333
778.78,28.3555,35.0033333333,32.026,39.217,36.5941666667,18.2736666667,44.9433333333,31.963,38.13825,24.6848333333
779.09,26.5463333333,33.4798333333,31.1688333334,38.1754166667,35.563,17.2201666667,44.5963333334,30.2083333333,36.377,23.0305
779.40,25.8865,33.5358333333,31.2561666667,37.9855,35.3091666667,17.477,45.407,30.2096666667,36.246,22.4248333334
779.71,24.8785,32.8298333333,30.3298333334,37.7519166667,34.4271666667,17.3606666667,45.3645,29.4098333333,34.16675,21.7186666667
780.02,24.4341666667,32.2703333333,29.6296666666,37.8430833333,34.002,17.0953333333,44.9931666666,29.2351666667,34.1305,21.7761666667
780.33,25.357,33.0441666666,30.1193333333,37.3555,34.796,18.4185,45.0851666666,29.864,33.7245,22.0578333333
780.64,25.5071666667,32.6743333333,30.6288333334,37.4239166667,34.6518333333,19.4388333334,44.6588333333,30.24,33.088,22.1773333333
780.95,25.2153333334,31.92,30.4031666667,36.6254166666,33.9023333334,19.9068333334,44.3466666667,29.3175,32.57475,22.0956666667
781.26,24.869,32.5463333333,30.063,36.9886666667,33.8403333334,20.0423333334,44.6833333333,29.4856666667,31.58425,22.2805
781.57,23.7641666667,32.3975,28.7608333333,36.8290833333,33.8981666666,20.0566666666,44.562,29.3253333333,31.27675,22.3516666667
781.88,23.4008333333,32.2316666667,29.14,37.4198333333,33.7598333334,20.469,44.5275,29.3355,31.76975,22.9566666667
782.19,23.3008333333,32.2851666666,28.5068333333,37.3371666666,33.713,20.9508333334,44.7036666667,29.1756666667,30.911,22.3606666666
782.50,24.1316666666,33.1006666666,29.0013333334,37.2539166666,34.5326666667,21.339,44.7725,30.5585,32.089,22.5563333333
782.81,24.3791666667,33.1935,29.4683333333,37.1545,34.3651666667,21.4758333334,43.7565,30.8323333333,32.03025,23.2598333333
783.12,25.9761666667,34.85,31.2586666667,38.4763333333,35.7043333334,22.5941666667,44.125,32.27,33.6295,24.3376666667
783.43,25.6438333333,34.925,31.4556666666,38.34075,35.6046666667,21.978,43.5801666667,32.153,33.26175,23.7481666667
783.74,25.7893333334,35.4808333333,31.5163333333,38.7481666667,36.417,22.1365,44.5301666667,32.489,34.361,23.9168333333
784.05,25.7116666667,36.0301666666,30.9178333333,39.0169166667,36.1048333334,21.1425,45.0375,31.7228333334,35.0,24.4196666666
784.36,26.0068333333,36.689,31.7113333333,39.55075,36.1111666667,21.1408333333,44.9293333333,32.4385,35.68225,24.5151666667
784.67,26.489,36.6075,32.4085,40.1868333333,36.4965,22.2348333334,44.5616666666,33.2225,35.37725,25.0831666667
784.98,27.6685,37.1583333334,33.5336666666,41.0930833333,36.9036666666,23.4061666667,44.4445,34.0983333333,35.7375,26.3753333333
785.29,27.7163333333,37.4586666667,33.407,40.2763333333,36.5376666667,23.0198333334,44.291,33.7753333333,35.60775,25.8561666666
785.60,27.4176666666,36.8133333333,32.8938333334,39.9268333334,35.8975,22.2895,43.718,33.5346666666,35.49475,25.0366666666
785.91,27.2956666667,36.2796666667,32.14,40.4465833334,35.9181666666,22.1078333334,43.601,33.4961666666,35.358,24.9278333334
786.22,27.0741666667,35.8846666666,31.8833333333,41.28125,36.4353333333,21.4205,44.4748333333,33.3516666667,35.435,24.3391666667
786.53,26.739,35.4346666667,32.9711666666,41.2770833333,36.2498333333,21.3041666667,44.9455,33.2063333334,35.16275,24.8008333333
786.84,26.705,35.0206666667,32.7765,40.4576666666,35.2643333333,20.842,44.7111666667,32.655,34.70775,25.3306666666
