wavelength,Back_TacCorm,Belly_TacCorm,Breast_TacCorm,Crissum_TacCorm,Crown_TacCorm,DorTail_TacCorm,Patch10_TacCorm,Rump_TacCorm,Throat_TacCorm,WingTip_TacCorm
184.87,78.0266666667,79.4666666666,70.2933333333,101.44,73.0666666667,74.5866666667,57.541,83.04,75.1466666666,82.6133333333
185.25,82.295,81.3115333334,75.5738,108.633866667,79.1803333334,77.4044333333,59.5958,88.1421333333,78.9070000001,85.9017333333
185.63,73.8308666667,72.1891333333,68.3583333333,96.3184666668,70.0496666667,70.4726,57.7944,78.5571333333,71.2437333333,76.2688
186.01,73.1770666667,69.1667333334,66.0938666667,95.0522000001,69.7917333333,65.1563,60.8642,77.2916,68.8020666667,73.9584000001
186.39,72.7684666667,65.5933333333,65.8191333333,94.1807333333,69.3784666667,62.4857666667,71.7592666667,75.3672,68.2485333333,71.8643333333
186.77,78.9789333334,70.2702,73.1532666666,99.2792666667,72.2521333333,67.2072,99.4285333334,79.5195333334,74.6548,79.5193999999
187.15,78.471,69.9083333335,72.7828000001,99.5719333333,72.8438666667,66.8807,480.000000001,76.9418666667,73.1498666667,79.0826
187.53,84.5714666666,77.9046666665,79.1111333333,105.2064,77.9682666667,71.4921333333,-228.888866667,81.9048000001,77.7778666665,84.4445999999
187.91,77.0588,75.2286666665,72.8759333334,101.568466667,72.7450666667,66.6338999999,-70.4166666666,76.7974666667,71.3070666667,77.8430666666
188.29,75.619,75.8729999999,74.7300666667,102.158733333,73.9047333333,67.7777333333,-52.2222,76.1906000001,70.4126,75.9365999999
188.67,79.3827999999,82.9630666666,77.3456000001,102.654266666,76.6666,72.7160666667,-20.4938666667,82.5309333334,71.8518666667,80.9258000001
189.05,84.5139333334,92.1528000001,88.4026666667,115.902733333,82.8472,81.4235666667,-8.96973333333,89.5833333333,77.7778666665,88.4027333333
189.43,80.2867333333,88.1002666667,87.8854666667,109.820733333,75.4838666666,75.1255666667,-1.12733333333,83.9425333333,73.6200666667,83.3692
189.81,91.5226,103.6214,104.1152,128.148066667,84.7737333335,86.7490333334,1.59126666667,96.8724,84.6090666667,95.3909333333
190.19,114.7474,123.434333333,130.808133333,154.949466667,99.3938666666,106.8181,7.16200000001,115.0506,102.6262,115.8586
190.57,106.470666667,107.450933333,119.999933333,141.764666667,85.8822,96.6178000001,7.69753333333,103.137266667,89.7058,111.078466667
190.95,94.7417999999,94.1785333334,105.821533334,131.173733333,78.6855333333,88.6854000001,5.31973333333,93.4272,80.4695333335,97.5586
191.33,96.1110666667,93.2407333333,107.2222,126.944466667,72.4073333332,85.7407333333,5.89746666667,90.1852,79.4443333333,91.9443999999
191.71,84.6576000001,80.9133999999,100.1828,113.333333333,62.3745333333,78.0364,3.51233333333,79.4520666667,74.7032,76.2557333333
192.09,97.0068000001,78.7754666668,119.047533333,130.067933333,58.7756,85.1700999999,2.10700000001,76.5986666667,81.0884666665,78.7755333334
192.47,86.3829333334,67.3760666666,109.929066667,113.475266667,43.1205333333,66.5249,0.16666666666,68.0850000001,73.3332666667,67.3759333334
192.85,91.7645999999,49.6077999999,130.588266667,124.705933333,22.1569333334,59.8039333333,-2.88206666667,61.3724666667,82.353,59.0196000001
193.23,75.4471333333,25.0406666667,98.2114666667,77.5608666667,5.04073333333,37.1545333333,2.98500000001,35.7724,53.3333333334,35.1220666667
193.61,62.5,-11.8750000001,90.4166666666,53.7499999999,-25.0000000001,8.64583333332,3.25293333333,8.54166666667,26.25,9.79166666653
193.99,56.3887999999,-53.0555333333,92.7778000001,35.8331999999,-55.5555333334,-23.3333000001,1.25960000001,-7.77773333334,13.6111333334,-9.16673333313
194.37,-6.2069333334,-82.2988,30.1149333334,-25.5172666667,-92.6437333333,-64.3678333335,-4.14233333333,-48.5058000001,-27.8161333333,-49.4252666665
194.75,6.26266666654,-49.6969333333,48.8889333332,-6.86866666674,-54.1414666667,-47.1717333334,-11.2041333333,-30.101,-17.1715999999,-34.5454666668
195.13,-12.5000666667,-87.2221333333,68.3332666666,-32.2221999999,-76.9444666666,-76.5277333333,-11.0427333333,-52.5000666667,-45.0001333331,-59.4443999999
195.51,-79.9999333336,-213.846066667,59.4871333332,-136.4102,-170.7692,-180.512766666,-10.2748666667,-124.615333333,-160.5128,-156.4102
195.89,175.999933333,282.666733333,72.8889333332,238.666733333,251.555733333,255.777766667,-6.03473333332,188.000066667,260.888933333,212.000066667
196.27,434.444466667,636.666599999,143.333333333,566.666666667,632.222199999,660.0001,-9.74846666668,414.444466667,642.222266667,529.999866667
196.65,1993.33333333,3240.0,186.666666666,2613.33333333,3380.0,3080.0,-8.72946666667,2106.66666667,3479.99999999,2700.0
197.03,-713.333466667,-1002.22213333,-24.444466666,-811.111066667,-1015.55546667,-822.222166666,-5.53186666665,-617.777866667,-1153.33326667,-824.4444
197.40,99.5402666665,138.620666667,44.8274666668,110.8046,132.4138,114.827566667,-7.96073333335,94.7126666667,139.310466667,126.206933333
197.78,75.9349333332,108.4552,46.0162666667,79.8374,96.7480666667,78.4553,-9.31659999999,73.1707333332,98.8618,93.3333333332
198.16,70.6918666667,101.257866667,53.0817333334,79.3710666667,92.0754000001,74.0251999999,-11.4166,75.3459333333,91.9497333333,84.1507999999
198.54,60.2020000001,87.1716666667,43.8384,62.8283333333,77.8787999999,60.3536666667,-8.63386666666,67.3739333333,75.3536,67.4747333333
198.92,56.2452666667,75.5556666667,43.9081333333,56.7816666667,71.7240666666,50.3448333333,-8.22219999999,59.9232666667,64.3679333333,59.617
199.30,55.5554,72.3611999999,48.5416666667,56.3194,72.2916000001,54.0625,-6.4942,61.9444666667,63.6803999999,57.9166
199.68,59.1745333333,77.3968666667,52.3175333333,60.2539333333,77.0792666667,59.8095,-7.46313333333,70.8572,67.9366000001,62.8572
200.06,58.4614666666,82.1246666667,49.5237333333,56.9962666667,78.2416666667,59.3772333333,-8.64866666665,73.9193333334,70.3296666667,67.0329333333
200.44,53.6880666667,78.1561333333,45.0354,54.8935333333,70.0708666667,53.617,-2.16300000001,69.9291333333,68.1560666667,63.5458666667
200.82,59.9999333334,81.0208666666,51.892,65.3453333333,72.2524,59.9399666667,4.42579999999,70.0902,73.6335333333,70.3304666667
201.19,58.3334,75.9375999999,51.7188666667,64.1667333333,68.2291999999,62.0053666667,2.96293333333,67.9166,72.6041333334,69.7396666667
201.57,68.0874666667,81.9125333333,53.7159333333,70.164,75.3551333334,67.0490666667,2.70266666666,74.2076666667,80.5464,76.4482
201.95,65.8566666666,79.9999333333,45.4205333334,68.5981333333,75.5762666667,67.0095,1.55246666667,72.5234,83.7383333333,77.3832666667
202.33,73.5686666666,90.4314000001,45.7254666667,75.5294666667,84.3138000001,77.4902666667,5.65740000001,78.9803333333,95.9999333332,89.8039333333
202.71,72.3529333333,96.2744666665,40.0981333333,80.1960666667,83.4313333334,76.5195666665,4.68226666667,76.1764666666,101.274466667,96.7646666666
203.09,89.2591999999,126.5432,49.1358000001,102.839533333,95.1852666667,95.9877333334,6.54326666666,91.1110666665,122.716066667,122.469133333
203.47,81.3334,116.555666667,39.8889333335,94.2222,83.1111333334,79.4999666667,7.35119999999,80.0000666667,112.5556,115.888933333
203.85,78.0247333333,108.394933333,23.7037333334,85.6790666667,65.5555333333,58.3332666667,9.58706666667,59.5061333333,96.0494,105.3086
204.22,102.2222,131.555466667,32.7407333335,114.963,80.7406666667,78.6666666667,13.189,80.8889333333,117.925933333,133.629466667
204.60,160.8,215.733333333,29.3333333334,178.133333333,120.266666667,116.933333333,14.1596,111.466666667,185.066666667,203.466666667
204.98,193.333333333,282.745133333,-3.5294,210.9804,129.803933333,122.3529,11.6081333333,126.274466667,214.509866666,236.078466667
205.36,-1.30502034657e+15,-2.26032935843e+15,8.27365840635e+14,-1.55237714428e+15,-7.63394255017e+14,-3.32652245202e+14,12.4408,-5.75744270544e+14,-1.21972489908e+15,-1.66752599839e+15
205.74,-198.0952,-433.333466667,167.619,-259.047733333,-59.0476666669,14.7619,11.2948,-60.0000666668,-171.428466667,-229.524066667
206.12,476.0,790.666666667,25.3333333332,566.666666667,222.666666667,182.666666667,11.2462666667,264.0,382.666666667,489.333333333
206.50,122.857133333,170.7936,4.7620666668,148.571533333,42.2221999999,22.8572333333,12.8612,76.5079333333,89.2064000001,121.904733333
206.87,96.4583333332,110.833333333,11.25,107.916666667,35.625,27.9166666667,14.6995333333,72.0833333333,77.2916666665,87.5
207.25,97.3684666666,99.8246000001,30.7017333334,102.631533333,53.3333333334,45.5263666667,18.8543333333,84.2105333333,81.4034666668,92.4560666666
207.63,99.4594666667,103.783666667,37.1172,101.982,60.7207999999,49.8197000001,17.5947333333,90.6307333333,81.8018666666,85.4056
208.01,117.222333333,123.518666666,62.9629999999,129.629666667,92.4074666667,81.2036666667,14.2307333333,118.148133333,112.5924,110.7408
208.39,77.5955999999,80.3277999999,48.5246000001,79.7815333334,64.4808666667,56.0109333332,12.8125333333,77.8142,77.9235333333,70.7103999999
208.77,72.1568,73.9607999999,54.0390666667,71.8431333333,65.4118,55.8433,8.12320000001,74.1178,71.2155999999,67.2157333333
209.14,64.9463333333,66.6666,55.4121333333,67.1686000001,62.4372666667,54.2651333333,8.78393333333,70.3943333333,66.5949333334,60.8602
209.52,67.5886,70.3546666666,61.7022,71.5603333333,67.0921333333,57.7305333333,7.89780000001,75.2482000001,75.4609333333,64.9646666667
209.90,67.415,71.8368000001,61.9046666667,72.0408666667,68.0272,58.4013,9.40093333333,73.2651999999,76.0544000001,70.3401333334
210.28,66.595,69.6774666667,60.2151333333,71.6128666666,65.6630666667,52.7599666667,9.23080000001,73.0464000001,75.5555333333,68.6021333334
210.66,70.1205333333,79.4377333333,65.1407333333,74.1365333333,71.2450666667,56.3855333333,3.47546666667,76.3051333334,82.8917333333,73.4939333333
211.03,80.6140666667,89.7368666667,74.7367333333,80.3508666667,80.9648666668,60.5263,0.924000000008,79.6492000001,92.8947999999,82.2807333333
211.41,78.4809999999,83.9661333333,68.5231333333,77.1308000001,76.6243999999,51.6034333333,-3.98599999999,72.2361333334,88.3544000001,73.0801999999
211.79,83.6214666667,87.4897333333,74.1565333334,86.6665999999,82.2222666667,58.5596666667,-3.06873333334,79.5884666666,96.2962000001,80.6584666667
212.17,81.2344666667,87.6541999999,71.1109333333,83.9506000001,78.1071333333,54.6914,-0.967266666666,81.7283333334,97.6131333335,83.5391333334
212.55,88.8233999999,98.6275333334,76.2745333335,95.1960666666,87.5490666667,56.1275,-3.53160000001,89.7058666665,108.039266667,93.8235333333
212.92,90.1408666667,91.9248666667,78.3099333333,92.2064666665,85.5397999999,57.1361666667,-8.881784197e-17,86.3850000001,108.262866667,95.8685999999
213.30,89.9097999999,89.0991333334,73.5134666665,89.3694,80.0901333334,56.9822,2.9966,85.4054666667,103.243133333,98.1982000001
213.68,80.7843333333,82.1176666667,62.3528666666,78.5882666667,68.2354,53.1765,9.52813333332,78.1176,87.7647333333,89.7254000001
214.06,77.2161333333,76.4104,57.2893333334,76.5568,63.8094666667,51.9781666667,11.1011333333,77.6558,85.2746666667,84.9083333333
214.44,87.5556000001,86.2962666666,66.6666666667,83.6296666666,76.2962666666,62.8147666667,16.5925333333,87.0371333334,94.7406666667,99.4073999999
214.81,86.0378,84.717,70.1257333333,84.4025333334,80.6919333333,64.3712,20.3525333333,87.7358000001,92.5156666666,97.1696666667
215.19,73.6809333333,75.4783333333,61.2754,76.1159333333,72.9276666667,59.8552333333,22.4244,79.4202,81.8550666667,88.174
215.57,71.1865333333,73.8982666666,59.548,75.1978,72.034,58.2768333333,23.7516666667,76.8361333334,81.9209333333,86.3843333333
215.95,68.3951333333,75.8641333333,55.2469333333,73.0864,71.7284,54.1666,23.6835333333,71.7901333333,80.3085999999,83.8887333334
216.32,68.8255333333,76.9523333333,57.016,74.3492,73.9682666667,54.8572,26.0075333333,69.2063333333,75.6825333333,81.6506666667
216.70,75.5555999999,87.0968000001,64.5877333333,85.233,83.5842666667,62.3297333333,27.5214666667,77.2041333333,80.7886666668,90.1075333334
217.08,67.2548,82.9411333333,59.0196,82.6144666667,75.7516,57.6144,28.799,71.3726,73.5948,81.4377333334
217.46,74.0972666667,90.1388666666,64.0972,88.6112000001,82.5693999999,64.6527999999,29.5898666667,80.3472666667,84.9998666666,88.4722666667
217.83,72.6189333333,89.6826000001,65.1587333333,91.1112,84.1269333333,62.0237666667,30.449,79.5236000001,88.8095999999,87.2221999999
218.21,65.8772,86.1404666667,61.5788666666,86.3157333333,85.0877333333,54.7369,29.1092,74.9999333333,86.3157333334,81.9298666667
218.59,56.8627333333,82.1568666667,54.1177333333,85.4902,81.0784000001,48.5294666667,25.2253333333,70.6864,84.2156666667,71.1764666667
218.97,63.1944666666,100.416666667,57.7777333333,107.2222,90.4165333333,54.2360999999,23.7272,87.6388000001,103.194466667,77.7777333334
219.34,118.627466667,169.803866667,103.725466667,169.019533333,150.392066667,97.2549333333,23.3799333333,151.372533333,160.784266667,122.7452
219.72,165.555533333,239.4444,158.055666667,231.9444,203.6112,144.722333333,22.5546666667,209.444466667,221.1112,171.388933333
220.10,189.6,240.0,193.066666667,243.2,219.2,173.733333333,19.5138666666,236.0,233.6,191.2
220.47,198.133333333,254.133333333,211.733333333,255.733333333,240.266666667,202.666666667,22.0725333333,254.933333333,259.2,195.466666666
220.85,141.372533333,176.0784,151.1764,174.509866667,171.568733333,148.3333,22.9432666667,182.549,191.960733333,136.078666667
221.23,197.7778,249.8412,213.015866667,239.999933333,242.857266667,207.9364,20.7290666667,253.9684,268.254,182.5396
221.61,204.5454,251.515133333,214.545466667,233.9394,247.8788,188.939266667,18.7333333333,229.090933333,244.545333333,168.181666667
221.98,240.000066666,278.4848,230.000066667,253.636466667,292.424133333,211.666666667,16.1763333333,255.151533333,265.757466667,192.727333333
222.36,528.666666667,580.666666667,443.333333333,541.333333333,603.333333333,443.333333333,16.1,529.333333333,572.0,398.0
222.74,317.254866667,327.450866666,237.2548,305.490133333,343.1372,256.862766667,14.3931333333,301.9608,298.8234,204.706
223.11,176.565666667,170.505133333,130.505066667,158.989933333,190.302933333,140.707,14.0462666667,155.555666667,152.525266666,112.525066667
223.49,173.548333333,165.376333333,123.4408,158.279533333,194.408666667,145.268833333,12.9009333333,146.666733334,160.43,114.623733333
223.87,203.939333333,189.394133333,123.6362,189.090933334,252.121066667,172.121233333,9.3406,188.787866667,185.757533334,136.3636
224.24,831.666666667,678.333333333,316.666666667,758.333333335,1086.66666667,617.500000001,9.30400000001,781.666666666,736.666666666,520.0
224.62,460.952333333,339.047533333,134.2858,399.999866667,584.761933333,340.0,5.76999999999,455.238133333,392.381066667,354.285733333
225.00,273.333533333,200.0,93.8461999999,242.0514,340.0,192.8205,0.506866666666,281.5384,244.102466667,235.8974
225.38,-1760.0,-1330.0,-510.0,-1770.0,-2280.0,-1230.0,1.65686666667,-2033.33333333,-1606.66666667,-1693.33333334
225.75,-111.372533333,-76.8628,5.49026666672,-150.196133333,-198.0392,-68.4314333334,-2.91946666666,-178.039333333,-125.8824,-152.549
226.13,-33.5416666667,-24.7916666667,18.3333333334,-55.8333333334,-76.6666666666,-24.8958333334,-5.17993333334,-73.1249999999,-44.1666666667,-57.4999999999
226.51,-24.2028666667,-22.1738666667,3.91293333332,-42.7536,-58.5507333333,-28.9130666667,1.67813333334,-52.7535333333,-27.6810666667,-44.4927333333
226.88,-12.5334666667,-16.2666666667,-5.15546666668,-27.9999333333,-37.9554666667,-19.6445333333,4.47373333332,-31.3778,-23.5554666667,-32.5334
227.26,0.055066666666,-3.03026666667,3.58133333333,-9.0908,-14.876,-5.84016666668,1.1704,-9.36633333333,-8.53993333332,-12.8373333333
227.64,7.862,4.04606666667,7.40226666666,-0.8736,-2.94239999999,3.33336666668,-6.28213333332,0.321866666674,1.83906666667,-3.86200000001
228.01,7.11653333334,0.654266666666,3.55833333332,-1.75873333334,-3.64006666666,2.37206666666,-8.07839999999,1.0224,1.595,-3.8444
228.39,10.4972,0.994466666667,6.11426666665,0.294599999994,0.0001333333406,6.51946666667,-26.0000666667,5.34066666666,4.93539999999,1.14186666667
228.76,14.3334,5.96973333333,10.0302666667,4.7576,5.42426666667,12.0,-69.9100000001,10.2121333333,10.4849333333,8.69679999999
229.14,15.3116666667,6.55833333333,11.3281333333,5.98926666666,7.31713333334,12.7912333333,-89.9999999999,12.6559333333,11.7073333333,11.9514
229.52,18.7338,9.14733333333,13.0491333333,10.5942666667,9.87086666666,15.8397666667,1296.66666667,16.6925333333,13.9796,16.2015333333
229.89,16.2040666667,6.78526666667,10.5339333333,9.01533333333,8.09013333333,12.6453,396.190466667,14.5432,11.815,14.6144666667
230.27,16.7010666667,7.606,10.8360666667,8.45353333333,8.087,14.5704333333,230.4762,14.8454666667,11.8672,14.7079333334
230.65,17.6444666667,7.64446666668,11.8221333333,9.51106666668,9.24446666667,16.6666,147.7778,15.6666,11.5556666667,16.3111333333
231.02,18.7878,10.1082,15.0865333333,11.7966,11.4069333333,18.7014,121.833333333,17.5108666667,13.7014,18.9826666667
231.40,17.5486666667,7.85793333332,13.8144666667,9.80526666667,9.25553333335,17.8924,144.301,15.3952,12.2794666667,17.8695333333
231.78,17.5257333333,7.23933333334,14.2038,9.62206666667,8.17853333332,16.9530333333,197.142733333,14.9369333334,11.5922,17.5715333333
232.15,17.8310666667,8.31053333333,14.8403333333,10.2511333333,9.20093333334,16.9179333333,236.2962,14.6804666667,11.0044666667,17.8081333333
232.53,15.3446666667,6.87,12.0224666667,7.99993333332,6.93786666666,13.2541666667,-373.333266667,12.1129333333,8.09033333333,15.209
232.90,13.9394,5.81366666667,10.9314666667,7.13813333333,6.01573333334,11.7732333333,-114.444333333,11.6948,5.74626666666,13.67
233.28,12.8318,6.31140000001,11.0552666667,7.4818,4.80679999999,10.6689,-147.407333333,10.5748,5.41273333334,11.3897333333
233.66,10.2032666667,5.34560000001,10.3861333333,5.42693333333,2.805,8.01833333333,-200.000066667,7.94713333332,3.00806666667,8.53673333333
234.03,8.67293333333,3.72,11.0135333333,3.908,0.961333333334,6.08153333334,170.0,6.9174,1.00313333333,6.83393333333
234.41,5.47160000001,-0.335466666666,7.25353333333,1.15313333333,-1.80293333333,1.64563333333,98.9473333334,4.13006666667,-2.5786,2.95586666667
234.78,4.53806666667,-1.06433333333,5.16066666667,0.843533333332,-2.53,0.050233333332,76.5000000001,3.27306666667,-2.65066666667,1.60659999999
235.16,4.84146666667,-2.03653333333,3.9962,1.1336,-2.09413333333,0.230466666666,45.8974,2.97793333333,-2.17106666667,0.595600000006
235.54,7.01666666667,0.239400000002,5.80126666667,3.95946666666,0.515600000002,2.15476666667,49.7436,5.0276,-0.386733333333,1.67600000001
235.91,6.55766666667,-0.272466666674,5.66746666667,4.23253333333,-0.490466666668,1.653,46.3829333333,4.3414,-1.74386666667,1.526
236.29,7.4214,0.593000000002,7.36753333334,5.08546666667,0.107733333333,2.07543333333,39.6747333333,5.337,-0.503066666668,2.85726666667
236.66,7.02113333333,0.336933333334,8.84753333333,5.88653333333,-0.035466666668,2.1367,35.4166666667,5.37240000001,-0.425533333334,3.36860000001
237.04,7.36106666667,0.677133333333,9.46166666667,6.63193333333,0.347199999999,2.82116666667,50.0679333333,5.88539999999,0.243066666667,4.11446666667
237.41,5.6216,-1.89186666667,7.31519999999,4.19813333333,-0.900799999999,0.297333333335,62.069,3.72980000001,-2.10813333333,2.43239999999
237.79,7.15400000001,-0.295866666668,8.40726666667,5.70940000001,1.7232,1.98446666667,66.6666666667,5.43073333332,0.678933333335,4.38646666667
238.17,7.62386666667,0.755666666668,8.26193333332,6.75066666667,3.12333333333,3.55173333333,75.1111999999,5.33993333333,1.66246666667,6.28046666667
238.54,9.13060000001,3.26886666666,10.5154,8.47020000001,4.83093333333,4.95166666667,47.3332666666,6.53793333334,3.6394,8.85673333333
238.92,6.79613333332,0.9062,8.41413333333,5.63106666667,2.3462,2.4594,47.0174666667,4.30413333333,1.2298,7.05493333334
239.29,6.87246666667,1.2034,7.83839999999,5.08313333333,1.88433333333,2.39103333334,38.3784,4.82973333333,0.839266666667,6.84066666667
239.67,4.74906666666,-0.734,5.40826666667,2.14226666667,-1.43826666667,-0.0524999999994,18.7794,2.00753333333,-1.21353333333,4.77906666667
240.04,2.1572,-2.32426666667,2.3244,-0.807333333335,-2.9644,-1.87186666667,21.6797333333,-0.306133333333,-2.75586666667,2.44966666667
240.42,-0.337133333334,-4.6068,-0.7616,-2.90886666667,-5.0812,-3.44576666667,20.5997333333,-2.22213333333,-4.8064,-0.224533333334
240.79,0.523066666664,-4.1292,-0.812333333335,-2.61546666667,-4.46293333333,-2.98826666666,20.3965333333,-1.56926666667,-3.9844,-0.289400000002
241.17,1.50433333333,-3.04813333333,-0.0293999999993,-1.9174,-3.73646666667,-1.99116666667,18.6355333333,-1.18,-3.0972,0.295066666665
241.54,3.5062,-0.817600000001,1.8542,0.177,-1.45806666667,0.7882,19.0201333333,1.43273333333,-0.615133333334,2.815
241.92,3.71066666667,-0.623666666668,2.09386666667,0.431133333333,-1.3396,1.36636666667,19.2472666667,1.70886666667,-0.561933333334,2.7636
242.29,4.34466666667,0.199466666667,2.69226666667,1.09673333333,-0.569733333335,1.92656666667,19.4056,2.79913333333,-0.0427333333326,3.09826666667
242.67,4.4892,0.1008,2.6412,0.8736,-0.698866666666,2.4025,20.651,2.9974,-0.114266666667,2.86286666667
243.05,5.26486666667,1.25326666667,3.81766666666,1.4082,0.187199999999,3.5271,20.2048666667,3.61106666667,0.814066666666,3.76626666667
243.42,4.165,0.6868,3.04353333333,0.422133333333,-0.4538,2.8418,20.2392,2.49526666667,0.0691999999994,3.119
243.80,4.72426666667,1.06613333333,3.5172,0.772066666666,0.441199999999,3.40366666667,20.4761333333,2.84933333333,0.367599999999,3.42526666667
244.17,5.53286666667,1.7452,4.5118,1.48993333333,1.09226666667,4.00106666667,19.4599333333,3.66273333333,1.1102,4.1792
244.55,6.61553333333,3.05466666667,5.8022,2.30953333333,2.41733333333,5.19903333333,18.3220666667,4.70413333333,2.36073333333,5.32413333333
244.92,6.5304,2.96286666667,5.659,2.25493333333,2.53813333333,5.2043,18.2710666667,4.75493333333,2.12973333333,5.53933333333
245.30,5.9598,2.2526,5.04966666667,1.7188,1.9832,4.63506666666,17.7752,4.3732,1.5154,4.92746666667
245.67,6.20326666667,2.3924,5.11106666667,1.8864,2.14186666667,4.7849,15.836,4.38773333333,1.56033333333,5.0072
246.05,6.26346666667,2.441,5.1266,2.13646666667,2.44533333333,4.75333333333,15.8105333333,4.49173333333,1.76326666667,5.32826666667
246.42,6.4636,2.80806666667,5.34673333333,2.3862,2.71813333333,4.90136666667,15.8469333333,4.59666666667,2.1168,5.5222
246.79,6.63086666667,3.2708,5.71493333333,2.8198,3.22053333333,5.04023333333,16.0494,4.8488,2.41906666667,5.65406666667
247.17,6.40073333333,2.96926666667,5.4164,2.8264,2.96606666667,4.818,16.1423333333,4.69513333333,2.1812,5.19033333333
247.54,6.9446,3.3034,6.03506666667,3.37593333333,3.45813333333,5.24396666667,16.0446,5.21386666667,2.65266666667,5.58353333333
247.92,7.2422,3.67893333333,6.47786666667,3.99586666667,3.94093333333,5.69203333333,16.4498,5.77426666666,3.20086666667,6.17633333333
248.29,7.58,3.9682,6.70553333333,4.28266666667,4.37253333333,6.14246666667,16.5833333333,6.1006,3.501,6.50786666667
248.67,7.7224,3.98913333333,6.73586666667,4.55766666667,4.4946,6.32513333333,17.1152,6.23346666667,3.63713333333,6.72666666667
249.04,8.10213333333,4.37,7.00733333334,4.8208,4.86066666667,6.716,17.0759333333,6.51053333333,4.06946666667,6.9644
249.42,8.4532,4.78353333333,7.27173333333,5.03446666666,5.26646666667,7.02546666667,17.4942,6.87266666667,4.4938,7.40053333333
249.79,8.44573333333,4.94253333333,7.27466666667,5.03526666667,5.3204,6.99803333333,17.694,6.93793333333,4.56126666667,7.4396
250.17,8.72953333332,5.3742,7.69613333333,5.2428,5.6006,7.36586666667,17.5202666667,7.28006666667,4.88866666667,7.69266666667
250.54,8.48886666667,4.884,7.47333333333,5.05326666667,5.3168,7.18816666667,18.0914,7.06806666667,4.63993333333,7.5246
250.92,8.8184,4.9388,7.59286666667,5.44133333333,5.69046666667,7.65943333333,19.2837333333,7.30646666667,5.06333333333,7.8546
251.29,9.48073333333,5.32533333333,8.1262,5.91693333334,6.43446666667,8.11076666667,20.0562,7.79313333333,5.6674,8.45926666666
251.66,9.28553333333,5.18313333333,7.84266666667,5.75753333333,6.07426666667,7.7996,20.5732666667,7.53953333333,5.62193333333,8.408
252.04,8.73699999999,4.69866666666,7.2576,5.14073333333,5.56406666667,7.2226,20.0131333333,7.03413333333,4.96873333333,7.9042
252.41,7.51133333333,3.739,6.00893333333,3.955,4.4878,6.10506666667,20.184,5.74533333334,3.81586666667,6.94013333333
252.79,7.18513333333,3.39753333333,5.7284,3.39753333333,4.1136,5.7161,19.9791333333,5.33833333333,3.18033333333,6.5432
253.16,6.74773333333,3.2092,5.57333333334,3.16366666667,3.8826,5.51253333333,20.3636,5.062,2.88013333333,6.15053333334
253.54,6.87966666667,3.51593333333,6.22006666667,3.88126666667,4.4242,5.865,20.3884666667,5.34246666666,3.19126666666,6.34713333334
