wavelength,Back_TacCorm,Belly_TacCorm,Breast_TacCorm,Crissum_TacCorm,Crown_TacCorm,DorTail_TacCorm,Patch10_TacCorm,Rump_TacCorm,Throat_TacCorm,WingTip_TacCorm
538.31,5.94906666667,3.98886666666,4.9926,5.04206666667,7.68239999999,4.98953333333,46.4208,4.65446666667,3.70273333333,5.85726666667
538.65,5.9406,3.9998,4.98346666667,5.04413333333,7.731,4.98103333333,46.3857333333,4.649,3.69906666667,5.8546
539.00,5.94266666667,4.0146,5.00053333333,5.0478,7.78033333333,4.99706666667,46.4200666667,4.6584,3.70153333334,5.86726666667
539.34,5.91886666667,3.9864,4.97226666667,5.02766666667,7.79480000001,4.98326666667,46.4308666666,4.63353333334,3.67913333333,5.853
539.69,5.8912,3.94106666667,4.93573333333,4.99386666667,7.79306666666,4.95906666667,46.4348,4.60546666667,3.65186666667,5.81126666667
540.03,5.86806666667,3.9264,4.90646666667,4.97926666667,7.80280000001,4.93853333333,46.4355333333,4.58246666667,3.6314,5.7892
540.37,5.8422,3.9136,4.8764,4.95206666667,7.80913333334,4.92033333333,46.4109333333,4.55633333334,3.6114,5.7668
540.72,5.84286666667,3.91473333333,4.8622,4.946,7.8222,4.9183,46.3724,4.54246666667,3.60586666667,5.76733333333
541.06,5.83486666667,3.92173333333,4.8652,4.94786666667,7.85019999999,4.93173333333,46.3329333333,4.5372,3.6104,5.7696
541.40,5.84586666667,3.92853333333,4.87666666667,4.9656,7.8778,4.9441,46.3444666667,4.538,3.62626666667,5.7856
541.75,5.84426666667,3.93113333333,4.876,4.9636,7.89473333333,4.94363333333,46.2881333333,4.53466666667,3.6262,5.78386666667
542.09,5.83206666667,3.92153333333,4.85886666667,4.94946666667,7.89633333333,4.9284,46.3069333333,4.51606666667,3.62066666667,5.77533333333
542.43,5.8522,3.94,4.8712,4.96666666667,7.93006666666,4.95296666667,46.2930666667,4.53086666667,3.6478,5.7988
542.78,5.86026666667,3.9528,4.87186666667,4.98506666667,7.96273333333,4.96956666667,46.2924,4.538,3.67026666667,5.81226666667
543.12,5.857,3.9518,4.86406666667,4.98213333333,7.98733333333,4.9636,46.2727333333,4.5352,3.67853333333,5.81126666667
543.46,5.87146666667,3.98233333333,4.884,5.0136,8.03699999999,4.98843333333,46.2803333333,4.56213333333,3.71126666667,5.841
543.81,5.87966666667,3.99206666667,4.89513333333,5.02373333333,8.07733333334,5.0087,46.2676666667,4.56033333333,3.73813333333,5.8572
544.15,5.88913333333,4.001,4.9024,5.03813333333,8.13073333334,5.02376666667,46.2916666667,4.56333333333,3.75913333333,5.87093333333
544.49,5.8984,4.00653333333,4.90793333333,5.05953333333,8.18653333334,5.04353333333,46.2880666667,4.57446666666,3.7772,5.87793333333
544.84,5.91286666666,4.01673333333,4.9174,5.072,8.24439999999,5.0639,46.3658,4.59206666667,3.7916,5.90973333333
545.18,5.8868,4.00166666667,4.8898,5.0618,8.26253333334,5.04683333333,46.3776,4.58006666667,3.7804,5.8968
545.52,5.84546666667,3.9666,4.8476,5.03206666667,8.27593333333,5.0229,46.4499333333,4.54846666667,3.75186666667,5.8754
545.87,5.8532,3.98226666667,4.871,5.04073333333,8.33186666667,5.0437,46.4606666667,4.5666,3.7726,5.89333333333
546.21,5.8228,3.95386666667,4.8474,5.02633333333,8.36120000001,5.02536666667,46.4766666667,4.5436,3.7464,5.88913333333
546.55,5.80793333333,3.94586666667,4.84953333333,5.0264,8.40373333333,5.0125,46.5163333333,4.53586666666,3.74866666667,5.89693333333
546.90,5.80946666667,3.9502,4.8534,5.03253333333,8.44833333333,5.01986666667,46.5372,4.53446666667,3.74433333333,5.90753333333
547.24,5.78693333333,3.92806666667,4.838,5.0216,8.47253333333,5.00046666667,46.5749333333,4.50786666667,3.7228,5.90453333333
547.58,5.7996,3.94933333333,4.84953333333,5.04706666666,8.53653333334,5.0164,46.6370666667,4.53306666667,3.73386666667,5.9346
547.92,5.80146666667,3.94673333333,4.8612,5.05633333333,8.57686666667,5.02353333333,46.6825333333,4.53753333333,3.73253333333,5.9494
548.27,5.78826666667,3.95106666667,4.8704,5.05113333333,8.61473333333,5.02916666667,46.7642,4.55246666667,3.74366666667,5.97766666667
548.61,5.75446666667,3.92033333333,4.8344,5.02633333333,8.62213333333,4.98516666667,46.7506666667,4.521,3.71713333333,5.9458
548.95,5.77353333333,3.96133333333,4.86866666667,5.05453333333,8.70806666667,5.01156666667,46.825,4.54173333333,3.7416,5.98833333333
549.29,5.8434,4.0242,4.94513333333,5.11546666667,8.83686666666,5.084,46.8183333333,4.6074,3.8016,6.07433333333
549.64,5.82686666667,4.0214,4.93833333333,5.13173333333,8.88706666665,5.08116666667,46.8668666667,4.6108,3.79646666667,6.0932
549.98,5.83586666667,4.0254,4.94913333333,5.14666666667,8.96113333334,5.09273333333,46.909,4.62893333333,3.80733333333,6.10933333333
550.32,5.7948,3.98233333333,4.90006666667,5.11066666667,8.98933333333,5.0703,46.9581333333,4.60986666667,3.7602,6.06973333333
550.66,5.78326666667,3.96886666667,4.89353333333,5.10913333333,9.04473333331,5.06026666667,46.9285333334,4.6032,3.7504,6.0756
551.01,5.7694,3.96373333333,4.8868,5.09526666667,9.08820000001,5.05463333333,46.9421333333,4.5924,3.73506666667,6.07853333333
551.35,5.7394,3.9292,4.85593333333,5.05613333333,9.10553333333,5.01103333333,46.8604666667,4.55513333333,3.694,6.03153333333
551.69,5.7712,3.963,4.87046666667,5.09366666667,9.19193333334,5.04496666667,46.8639333334,4.5892,3.71886666667,6.0714
552.03,5.76506666667,3.9552,4.8578,5.08373333333,9.23,5.02896666667,46.8194,4.5772,3.69706666667,6.04126666667
552.38,5.76973333333,3.968,4.8536,5.1074,9.27326666667,5.04076666667,46.8082,4.57506666667,3.71086666667,6.044
552.72,5.7542,3.93233333334,4.82353333334,5.08853333333,9.29180000001,5.02003333333,46.7814,4.54386666666,3.689,6.0028
553.06,5.72846666667,3.91573333333,4.80173333333,5.0696,9.30600000001,4.98976666667,46.7648666667,4.52466666667,3.68406666667,5.98546666667
553.40,5.71846666667,3.89973333333,4.77873333333,5.03973333333,9.35606666666,4.97313333333,46.7610666667,4.49833333333,3.6604,5.96386666667
553.74,5.7144,3.90513333333,4.77193333333,5.02253333333,9.38246666667,4.96443333333,46.801,4.47686666667,3.64013333333,5.96633333333
554.09,5.723,3.92253333333,4.78613333333,5.0304,9.43673333334,4.96453333333,46.7714666667,4.47606666667,3.6534,5.98086666667
554.43,5.70426666667,3.91653333333,4.78186666667,5.04233333333,9.49206666667,4.96496666667,46.8572,4.4606,3.65033333333,5.96333333333
554.77,5.66353333333,3.88513333333,4.74146666667,5.0214,9.52933333333,4.9423,46.8972666667,4.42553333333,3.62353333333,5.9394
555.11,5.634,3.86613333333,4.71846666667,4.99726666667,9.57913333333,4.9331,46.9364666667,4.40753333334,3.6114,5.93806666667
555.45,5.61413333333,3.83713333333,4.70273333334,4.97066666667,9.63293333334,4.90123333333,46.959,4.38393333333,3.59166666667,5.92806666666
555.80,5.5956,3.8226,4.66273333333,4.96106666667,9.67966666666,4.8831,47.0238666667,4.35993333333,3.5738,5.91766666666
556.14,5.62573333333,3.84673333333,4.70306666667,4.99733333333,9.77846666666,4.917,47.1006,4.3972,3.60266666667,5.9632
556.48,5.70793333333,3.9302,4.78293333333,5.08606666667,9.91913333332,5.00243333333,47.0996666666,4.48566666667,3.6846,6.0622
556.82,5.72186666667,3.94666666667,4.78866666667,5.1332,10.0303333333,5.03416666667,47.1915333333,4.50693333333,3.6946,6.09106666667
557.16,5.77333333333,3.9892,4.83713333333,5.1908,10.1334666667,5.0813,47.1885333333,4.5432,3.73726666667,6.1584
557.50,5.77933333334,3.996,4.85486666667,5.21866666666,10.2219333333,5.09453333333,47.1919333333,4.5556,3.76673333333,6.19093333334
557.85,5.81086666667,4.0094,4.88713333333,5.2448,10.326,5.12703333333,47.206,4.58113333333,3.76226666667,6.2208
558.19,5.84586666667,4.047,4.9254,5.26413333334,10.43,5.15403333334,47.1212666667,4.6318,3.80993333333,6.273
558.53,5.8632,4.06333333333,4.93466666667,5.28,10.5399333333,5.15583333333,47.0901333333,4.6396,3.8304,6.27566666667
558.87,5.88773333333,4.08286666667,4.9462,5.30626666667,10.6358,5.189,47.0832666667,4.66166666667,3.85473333333,6.29593333333
559.21,5.8494,4.07093333333,4.92033333333,5.3016,10.6678,5.17423333333,46.9833333333,4.6432,3.842,6.2712
559.55,5.85926666667,4.08006666667,4.95386666667,5.31686666667,10.7719333333,5.18846666667,46.9441333333,4.6528,3.86186666667,6.30106666667
559.89,5.82913333333,4.05546666667,4.9232,5.28066666667,10.8263333333,5.17333333333,46.8912,4.6252,3.82386666667,6.27346666667
560.23,5.79906666667,4.01726666667,4.87993333333,5.21886666667,10.8876,5.1326,46.9096,4.57373333333,3.78366666667,6.23313333333
560.58,5.79033333333,4.0264,4.88113333333,5.1976,10.9411333333,5.1283,46.904,4.57193333333,3.78046666667,6.21306666667
560.92,5.76766666667,4.01046666667,4.86033333333,5.19106666667,11.0106,5.12773333333,46.9680666667,4.564,3.77673333333,6.18186666667
561.26,5.766,4.01473333333,4.86266666667,5.18826666666,11.0802,5.1291,46.9122666667,4.56506666667,3.782,6.16226666667
561.60,5.7392,3.9968,4.83833333333,5.17846666667,11.1226,5.11356666667,46.9164666667,4.5384,3.79106666667,6.13426666667
561.94,5.688,3.9692,4.79086666666,5.1298,11.1520666667,5.0669,46.9756666667,4.478,3.72853333333,6.07746666667
562.28,5.68886666667,3.9726,4.817,5.12733333333,11.2286,5.06896666667,46.9822666667,4.46553333333,3.7186,6.10193333333
562.62,5.68013333333,3.9892,4.83506666667,5.14073333333,11.3152,5.0605,47.0743333333,4.46926666667,3.71526666667,6.11153333334
562.96,5.68073333333,3.9972,4.85886666667,5.1546,11.4267333333,5.059,47.1258666667,4.46246666667,3.72193333333,6.13
563.30,5.67386666667,4.00446666667,4.8664,5.17906666667,11.5358666667,5.07413333333,47.113,4.4794,3.74466666667,6.16386666667
563.64,5.6818,4.0064,4.89206666667,5.19373333333,11.669,5.08543333333,47.1271333333,4.478,3.76946666667,6.18726666667
563.99,5.64833333334,4.00873333333,4.88686666667,5.2238,11.7573333333,5.0895,47.1035333333,4.4784,3.75186666667,6.19386666667
564.33,5.63286666667,3.99273333333,4.86806666667,5.20813333333,11.8600666667,5.05803333333,47.0371333333,4.44593333333,3.7324,6.19133333333
564.67,5.61453333333,3.98893333334,4.85906666667,5.18533333333,11.966,5.02746666667,46.9637333333,4.4408,3.7162,6.18466666667
565.01,5.59506666667,3.97193333333,4.82926666667,5.17913333333,12.0787333333,5.01583333334,46.9973333333,4.43666666667,3.7066,6.18106666667
565.35,5.5918,3.98366666667,4.83466666666,5.18373333333,12.2107333333,5.01313333334,46.9328,4.45026666667,3.71633333333,6.21266666667
565.69,5.6112,3.9976,4.8494,5.20973333333,12.3297333333,5.04833333333,46.8966,4.48326666667,3.75573333333,6.25026666667
566.03,5.62373333333,4.00353333333,4.8448,5.23313333333,12.4324666667,5.0729,46.9388,4.51153333333,3.77493333333,6.25913333333
566.37,5.6264,3.985,4.828,5.23206666667,12.5251333333,5.07616666667,46.8848,4.50106666667,3.76953333333,6.25626666667
566.71,5.63453333333,3.9978,4.8156,5.2434,12.6138,5.09173333333,46.9359333333,4.52486666667,3.78453333333,6.25926666667
567.05,5.63266666667,3.99233333333,4.802,5.2422,12.7197333333,5.07943333333,47.0230666667,4.50813333333,3.7646,6.252
567.39,5.6052,3.99306666667,4.76766666667,5.2212,12.8222,5.0614,47.0036666667,4.49733333333,3.7518,6.22973333333
567.73,5.58173333333,3.963,4.7394,5.18153333333,12.9169333333,5.0297,47.0064,4.47646666667,3.7352,6.21286666667
568.07,5.58593333334,3.96093333333,4.742,5.20026666667,13.056,5.0552,46.9918666667,4.49386666667,3.7434,6.22593333333
568.41,5.6022,3.9748,4.76413333333,5.23006666667,13.1959333333,5.09573333333,46.9886666667,4.51346666667,3.77306666667,6.25986666667
568.75,5.60313333333,3.97733333333,4.7612,5.2306,13.3294666667,5.1037,46.974,4.5154,3.7836,6.26133333334
569.09,5.59893333333,3.96186666667,4.74253333333,5.21913333333,13.4382666666,5.08746666667,47.0546666667,4.48386666667,3.76746666667,6.2332
569.43,5.56713333333,3.94013333333,4.7228,5.21126666667,13.6007333333,5.0686,47.0842,4.46533333333,3.75126666667,6.21426666667
569.77,5.54046666667,3.92606666667,4.70626666667,5.1876,13.7454666667,5.04806666667,46.9855333333,4.43,3.7448,6.19506666667
570.11,5.52793333333,3.92646666667,4.70393333333,5.195,13.9078666667,5.04526666667,46.922,4.42426666667,3.7446,6.204
570.45,5.48553333334,3.88586666667,4.6742,5.1524,14.0354666667,5.00493333333,46.8882666667,4.37793333333,3.69913333333,6.1536
570.79,5.44933333333,3.86773333333,4.6374,5.1036,14.1457333333,4.98633333333,46.8704,4.35086666667,3.67186666666,6.10686666667
571.13,5.43873333333,3.85893333333,4.63446666667,5.09786666667,14.2732,4.97763333333,46.8894666667,4.346,3.658,6.11526666667
571.47,5.43773333333,3.86486666667,4.6532,5.109,14.408,4.9849,46.9136666667,4.35046666667,3.6722,6.11966666667
571.81,5.44326666666,3.86993333333,4.65293333333,5.1134,14.5540666666,4.9758,46.9574666667,4.34206666667,3.68566666667,6.1444
572.15,5.4654,3.91706666667,4.66473333333,5.14053333333,14.71,5.00486666667,46.9394666667,4.36266666667,3.71153333333,6.1606
572.49,5.4236,3.8948,4.64713333333,5.12246666667,14.8236666666,4.98023333333,46.9158,4.32166666667,3.6796,6.13433333333
572.83,5.43786666667,3.92093333333,4.66833333333,5.14506666667,14.9953333333,5.01353333333,46.884,4.3492,3.70493333333,6.17006666667
573.17,5.46466666667,3.9436,4.6848,5.1614,15.1606,5.02336666667,46.8846666667,4.358,3.71866666667,6.19226666667
573.51,5.45746666667,3.9446,4.66393333333,5.14393333333,15.2962,5.00063333333,46.9473333333,4.35353333333,3.70046666667,6.18933333333
573.85,5.48746666667,3.992,4.69713333333,5.1772,15.4984666667,5.03903333333,47.002,4.3988,3.74833333333,6.22566666667
574.19,5.50793333333,4.01486666667,4.7248,5.20226666667,15.6991333333,5.07363333333,46.9208,4.4226,3.777,6.272
574.53,5.52666666667,4.04386666667,4.7674,5.25766666667,15.8990666667,5.0978,46.8832666667,4.44133333333,3.81826666667,6.3208
574.87,5.56006666667,4.06153333333,4.78893333333,5.28613333333,16.1040666667,5.1149,46.9036,4.46586666667,3.8412,6.34013333334
575.21,5.5834,4.084,4.791,5.2972,16.3090666667,5.12923333333,46.8616666667,4.4728,3.87386666667,6.3726
575.55,5.55713333333,4.06933333333,4.77486666667,5.26706666667,16.4626666667,5.12286666667,46.8525333333,4.46806666667,3.86453333333,6.35313333333
575.89,5.47506666666,3.97206666667,4.7016,5.20293333333,16.5572666667,5.03063333333,46.8844,4.39933333333,3.79086666667,6.287
576.22,5.5258,4.01366666667,4.73513333333,5.2434,16.7785333333,5.06346666667,46.9802666667,4.4488,3.8344,6.3416
576.56,5.5238,4.01506666667,4.7326,5.25073333333,16.9447333333,5.05596666667,46.9770666667,4.44726666667,3.83193333333,6.35813333333
576.90,5.5294,4.0388,4.75353333333,5.2468,17.1297333333,5.087,46.9957333333,4.4636,3.85413333333,6.40133333333
577.24,5.55613333333,4.0756,4.79313333333,5.2956,17.3491333333,5.1412,46.9682,4.4944,3.88966666667,6.4364
577.58,5.5374,4.04766666667,4.77286666667,5.27926666667,17.4838,5.11816666667,47.0182666667,4.46793333333,3.8632,6.44066666667
577.92,5.50713333333,4.032,4.73726666667,5.26673333333,17.623,5.09253333333,47.1172,4.4294,3.84726666667,6.42793333333
578.26,5.5114,4.02386666667,4.73506666667,5.26766666667,17.8224,5.1071,47.1340666667,4.43446666667,3.82786666667,6.4272
578.60,5.50853333333,4.04473333333,4.747,5.29673333333,18.0158,5.13773333333,47.1363333333,4.44346666667,3.8492,6.44613333333
578.94,5.48673333333,4.0422,4.72773333333,5.2968,18.2204666667,5.13723333334,47.2032666667,4.43406666667,3.8328,6.42706666666
579.28,5.49186666667,4.05033333333,4.74286666667,5.3322,18.4178,5.14963333333,47.2100666667,4.42953333333,3.82973333333,6.43186666667
579.61,5.52273333333,4.0878,4.78046666667,5.36353333333,18.6564666667,5.19453333333,47.1462,4.4604,3.85966666667,6.47226666667
579.95,5.48186666667,4.0524,4.73706666667,5.3356,18.8465333333,5.1681,47.1136666667,4.40473333333,3.8176,6.44593333333
580.29,5.50133333333,4.07313333333,4.7304,5.3536,19.0909333333,5.19323333333,47.1520666666,4.42053333333,3.83806666667,6.46146666666
580.63,5.46713333333,4.03866666666,4.68633333333,5.35193333333,19.2865333333,5.1617,47.1048,4.3946,3.7844,6.4138
580.97,5.46866666667,4.022,4.659,5.35733333333,19.5130666667,5.16933333333,47.0741333333,4.401,3.786,6.419
581.31,5.4862,4.0476,4.6706,5.3582,19.7668666667,5.1846,47.016,4.40393333333,3.80106666667,6.4188
581.65,5.50306666667,4.0696,4.6782,5.37893333333,20.0243333333,5.20216666667,46.9529333333,4.42866666667,3.80666666667,6.43433333334
581.98,5.48413333333,4.04133333333,4.64826666667,5.34766666667,20.2043333333,5.17346666667,47.0054666667,4.40873333333,3.81306666667,6.4126
582.32,5.41513333333,3.95193333333,4.5772,5.25126666667,20.3358666667,5.0763,47.0854,4.31693333333,3.73986666667,6.34013333333
582.66,5.46193333333,3.97493333333,4.61473333333,5.2714,20.5838,5.1157,47.0358,4.3494,3.7556,6.38306666667
583.00,5.41106666667,3.92206666667,4.5622,5.20913333333,20.7556,5.08013333333,46.9876,4.3018,3.71306666667,6.32953333333
583.34,5.41626666667,3.92486666667,4.5608,5.20966666667,21.0058,5.09076666667,47.0324,4.2884,3.73693333333,6.336
583.68,5.4614,3.9916,4.61566666667,5.25413333333,21.2543333333,5.1432,47.0227333333,4.35246666667,3.79533333333,6.3798
584.01,5.41266666667,3.9654,4.618,5.21606666667,21.4664,5.11083333333,47.1072,4.3166,3.76946666667,6.35826666667
584.35,5.49266666667,4.057,4.71006666667,5.3004,21.7724,5.1919,47.0950666667,4.39393333333,3.87426666667,6.44933333333
584.69,5.49706666667,4.07553333333,4.721,5.29933333333,21.9697333333,5.16843333333,47.1114666667,4.37573333333,3.89453333333,6.424
585.03,5.4922,4.07773333333,4.70313333333,5.33513333333,22.1806666667,5.1851,47.1668,4.3876,3.90553333333,6.42353333333
585.37,5.49466666667,4.06553333333,4.71406666667,5.34473333333,22.4259333333,5.19096666667,47.1501333333,4.401,3.91226666667,6.4446
585.70,5.47446666667,4.07046666667,4.68666666667,5.33546666667,22.6492,5.19933333333,47.1056666667,4.39653333334,3.892,6.46993333333
586.04,5.49173333333,4.13053333333,4.71153333333,5.40853333334,22.9250666667,5.26373333333,47.0355333333,4.4492,3.93966666667,6.53746666667
586.38,5.4658,4.12313333333,4.71226666667,5.42626666667,23.1814,5.2554,47.0078,4.44246666667,3.95386666667,6.53626666667
586.72,5.5204,4.19053333333,4.76053333333,5.509,23.4848,5.3177,47.0875333333,4.51073333333,4.00666666667,6.617
587.06,5.493,4.1748,4.74,5.49953333333,23.6656666667,5.27786666667,47.1181333334,4.49166666667,3.98413333333,6.5868
587.39,5.46853333333,4.1236,4.6998,5.47753333333,23.8665333333,5.2528,47.1056,4.47446666667,3.94246666667,6.57726666667
587.73,5.48753333333,4.14626666667,4.7024,5.50353333333,24.1031333333,5.2879,47.0993333333,4.51253333333,3.97806666667,6.59053333333
588.07,5.41166666667,4.07713333333,4.62266666666,5.449,24.2494,5.20933333333,47.1292,4.4322,3.9056,6.5138
588.41,5.3678,4.04493333334,4.59113333334,5.4238,24.4788,5.2219,47.1846,4.40406666667,3.8754,6.531
588.74,5.2948,3.9626,4.53533333333,5.34473333333,24.6378,5.14363333333,47.1372,4.3084,3.8198,6.4748
589.08,5.2816,3.97946666667,4.527,5.34046666667,24.8416,5.14636666667,47.1924,4.29913333333,3.83426666667,6.4724
589.42,5.25713333333,3.9538,4.50013333333,5.298,25.0453333333,5.1072,47.2717333333,4.25113333333,3.8128,6.43173333333
589.76,5.30713333333,3.99953333333,4.53306666667,5.3416,25.3038,5.15693333334,47.2048,4.29633333333,3.87126666667,6.48166666667
590.09,5.30773333333,3.9984,4.51246666667,5.3382,25.4541333333,5.1656,47.2852,4.297,3.85073333333,6.47273333334
590.43,5.2912,3.9916,4.50093333333,5.3206,25.6466666667,5.10623333333,47.2385333333,4.27833333333,3.84213333333,6.44786666667
590.77,5.31066666667,4.03566666667,4.528,5.3546,25.9173333333,5.15043333333,47.2256666666,4.30906666667,3.85813333333,6.50766666667
591.11,5.3138,4.05393333333,4.54046666667,5.36393333333,26.1298666667,5.13003333333,47.2282666667,4.30646666667,3.87613333333,6.51553333334
591.44,5.28606666667,4.01106666667,4.52286666667,5.34606666666,26.3030666667,5.07503333333,47.0894,4.2618,3.82126666667,6.47253333333
591.78,5.27446666667,3.9874,4.48626666667,5.306,26.5188666667,5.05536666667,47.0284666667,4.2306,3.78833333334,6.45873333333
592.12,5.30653333333,4.0064,4.49806666667,5.33673333333,26.7640666667,5.04646666667,47.0094666667,4.24653333333,3.78726666667,6.46253333333
592.46,5.33793333333,4.04686666667,4.51246666667,5.3724,26.9918,5.08113333333,47.0482,4.29233333333,3.8016,6.51206666667
592.79,5.35173333333,4.04226666667,4.51533333333,5.34993333334,27.1975333333,5.08436666667,47.0463333333,4.28113333333,3.7946,6.52333333333
593.13,5.36726666667,4.06393333333,4.556,5.37226666667,27.4000666667,5.09426666667,46.9615333333,4.3134,3.82213333333,6.53753333333
593.47,5.34386666667,4.05226666667,4.5538,5.352,27.5865333333,5.0793,47.0698,4.29033333333,3.78566666667,6.49346666667
593.80,5.33546666667,4.03406666667,4.553,5.33953333333,27.8191333333,5.07916666667,47.0146,4.28006666667,3.77566666667,6.49906666667
594.14,5.36653333333,4.03986666667,4.56393333333,5.35066666667,28.1082,5.1423,47.1135333333,4.30313333333,3.79973333333,6.54093333333
594.48,5.3946,4.05386666667,4.582,5.365,28.3446,5.14723333333,47.1942,4.3104,3.81473333333,6.56226666667
594.81,5.37933333333,4.03766666667,4.56973333333,5.35553333333,28.5679333333,5.1438,47.21,4.31386666667,3.79146666667,6.54986666667
595.15,5.38066666667,4.04946666667,4.57873333333,5.3682,28.8225333333,5.17093333333,47.3017333333,4.3252,3.82693333333,6.59513333333
595.49,5.39293333333,4.07353333334,4.62053333334,5.41066666667,29.0119333333,5.20853333333,47.4086666667,4.37193333333,3.85546666667,6.63433333333
595.82,5.37026666667,4.0724,4.62406666667,5.3992,29.1521333333,5.2041,47.4210666667,4.3816,3.85513333333,6.63566666666
596.16,5.3846,4.094,4.66346666667,5.42926666667,29.3506666667,5.23426666667,47.4112666667,4.41813333333,3.87293333333,6.66906666667
596.50,5.4258,4.13133333333,4.70393333333,5.4824,29.5281333333,5.2738,47.4459333333,4.46613333333,3.907,6.7194
596.83,5.469,4.1828,4.74633333333,5.54713333333,29.7474,5.33473333333,47.4538666667,4.5064,3.9408,6.78906666667
597.17,5.45873333333,4.16413333333,4.7456,5.5378,29.8900666666,5.31893333333,47.4155333333,4.49833333333,3.93506666667,6.82246666667
597.51,5.40973333333,4.1426,4.7132,5.504,29.9928666667,5.2773,47.4573333333,4.4494,3.90506666667,6.81326666667
597.84,5.35506666667,4.11046666667,4.68333333333,5.47453333333,30.0811333333,5.22446666667,47.4364,4.40053333333,3.86686666667,6.76973333333
598.18,5.30386666667,4.08173333333,4.63806666667,5.4518,30.2247333333,5.1986,47.3569333333,4.35913333333,3.8364,6.73373333333
598.52,5.25133333333,4.04513333334,4.60166666667,5.421,30.3367333334,5.16583333333,47.3574,4.29693333333,3.80153333333,6.70686666667
598.85,5.2026,4.00846666667,4.54873333333,5.3798,30.4204666667,5.10853333333,47.286,4.24906666667,3.75413333333,6.661
599.19,5.17906666667,3.99,4.52646666667,5.3568,30.564,5.0856,47.2779333333,4.21346666667,3.7552,6.63713333333
599.53,5.25286666667,4.0616,4.59546666667,5.4252,30.8386,5.13963333333,47.283,4.2772,3.827,6.73786666667
599.86,5.24246666667,4.04846666667,4.56373333333,5.39773333333,31.0064666667,5.11716666667,47.2851333333,4.25,3.82733333333,6.69213333333
600.20,5.21726666666,4.0608,4.55793333333,5.38946666667,31.2401333333,5.10813333333,47.2391333333,4.23466666667,3.8304,6.67726666667
600.53,5.18466666667,4.04546666667,4.5298,5.3674,31.4384666667,5.09813333333,47.2088666667,4.23206666667,3.8192,6.62873333333
600.87,5.21566666666,4.05633333333,4.52086666667,5.38473333333,31.6580666667,5.12786666667,47.2609333333,4.25233333333,3.8538,6.62086666667
601.21,5.25773333333,4.07346666667,4.52453333333,5.4164,31.8566666667,5.15486666667,47.2291333333,4.29366666667,3.8848,6.60833333333
601.54,5.2694,4.0984,4.53733333333,5.43453333333,32.0465333333,5.17586666667,47.2583333334,4.31,3.9058,6.64026666667
601.88,5.28846666667,4.07786666667,4.5364,5.42266666667,32.1944,5.1935,47.2862666667,4.32453333333,3.9056,6.65213333333
602.21,5.3958,4.1548,4.6178,5.49753333333,32.4698,5.29546666667,47.2038666667,4.39893333333,4.01426666667,6.73773333333
602.55,5.46573333333,4.2324,4.68873333333,5.58013333333,32.7164,5.37966666667,47.1958,4.48533333333,4.07406666667,6.80846666667
602.88,5.47926666667,4.23246666667,4.68913333333,5.61006666667,32.9188,5.38256666667,47.1693333333,4.49093333333,4.06093333333,6.8282
603.22,5.43846666667,4.20066666667,4.66453333333,5.59113333333,32.9918666667,5.36513333333,47.167,4.45993333333,4.0248,6.80006666667
603.56,5.41646666667,4.1754,4.6536,5.5764,33.0939333333,5.34273333333,47.1780666667,4.4306,4.0032,6.78926666667
603.89,5.3942,4.12613333333,4.60273333333,5.5632,33.1853333333,5.32253333333,47.2382666667,4.40553333333,3.979,6.75633333334
604.23,5.37933333333,4.09993333333,4.58326666667,5.53453333333,33.2554,5.2893,47.288,4.36446666666,3.9508,6.7726
604.56,5.35753333333,4.10313333333,4.58733333333,5.53446666667,33.374,5.27503333333,47.2597333334,4.34906666667,3.93926666666,6.76773333333
604.90,5.35073333333,4.12186666667,4.60146666667,5.54546666667,33.4924666667,5.27433333333,47.2603333333,4.3508,3.95166666667,6.7916
605.23,5.4132,4.18626666666,4.65226666667,5.60246666667,33.6286,5.33546666667,47.198,4.40326666667,4.01733333333,6.8478
605.57,5.44686666667,4.25626666667,4.7118,5.67006666667,33.7795333333,5.406,47.2248666667,4.4604,4.08986666667,6.9146
605.90,5.41633333333,4.2534,4.688,5.6672,33.8101333333,5.39476666667,47.2582666667,4.448,4.0496,6.88846666667
606.24,5.419,4.2366,4.66833333333,5.6644,33.9004666667,5.40526666667,47.3064,4.4208,4.03433333333,6.88326666667
606.58,5.42693333333,4.2384,4.6512,5.6508,33.9901333333,5.4036,47.2526666667,4.4176,4.0388,6.89386666667
606.91,5.38513333333,4.1898,4.6046,5.59566666667,34.1422,5.35906666667,47.2579333333,4.37153333333,4.00333333333,6.87713333333
607.25,5.393,4.2194,4.61426666667,5.61986666667,34.2566666667,5.3746,47.1979333333,4.40186666667,4.01,6.91446666667
607.58,5.38846666667,4.2264,4.63513333333,5.61913333334,34.3302666667,5.3705,47.1829333333,4.38953333333,4.0158,6.93006666667
607.92,5.38166666667,4.21846666667,4.62053333333,5.6272,34.4588666667,5.36816666667,47.1364666667,4.3972,4.0148,6.91313333334
608.25,5.32413333333,4.16473333333,4.55993333333,5.5694,34.499,5.32796666667,47.0544,4.34993333333,3.95693333333,6.87793333333
608.59,5.3242,4.13973333333,4.55706666667,5.57453333333,34.5951333333,5.3313,47.0188,4.33793333333,3.94153333333,6.88353333333
