wavelength,Back_ParCorf,Belly_ParCorf,Breast_ParCorf,Crissum_ParCorf,Crown_ParCorf,DorTail_ParCorf,Rump_ParCorf,Throat_ParCorf,WingTip_ParCorf
194.75,467.301533333,316.507733333,477.777733333,187.9364,310.158666667,463.3332,439.047666667,435.555533333,345.3968
195.13,453.3334,285.714266667,470.4762,147.619,301.9048,449.6826,412.698466667,404.761933333,337.142933333
195.51,-1698.33333333,-916.666666668,-1786.66666667,-136.666666667,-989.999999999,-1823.33333333,-1545.0,-1380.0,-1090.0
195.89,-795.833333333,-489.166666667,-849.166666668,-19.1666666668,-450.0,-863.75,-748.333333334,-685.833333333,-508.333333334
196.27,6446.66666667,5026.66666667,7199.99999999,659.999999999,4040.0,7916.66666667,6920.0,6080.00000001,5006.66666668
196.65,-1673.33333333,-1523.33333333,-1888.33333333,-331.666666666,-1016.66666667,-2135.0,-1800.0,-1603.33333333,-1441.66666667
197.03,-979.999866667,-917.142866667,-1057.14286667,-238.095266666,-560.000066667,-1255.71416667,-1036.19053333,-915.237933333,-831.428666667
197.40,-378.8234,-350.980266667,-420.392200001,-83.1373333332,-218.039133333,-508.627433333,-409.019666667,-337.254933333,-335.294066667
197.78,-512.727266667,-441.2122,-619.999866667,-69.6969333335,-267.272733333,-740.000133334,-561.818133334,-458.1818,-444.848466667
198.16,-379.166666667,-330.416666667,-466.666666666,-107.916666667,-210.0,-566.874999999,-417.083333333,-346.25,-349.166666667
198.54,-433.8094,-375.238133333,-542.857199999,-135.238133333,-236.190533333,-648.571499999,-480.476333333,-404.761933333,-394.762
198.92,-144.9462,-131.1828,-198.9248,-8.81720000012,-57.8495333333,-258.387066667,-165.1612,-126.881733333,-143.010666667
199.30,-188.9744,-195.3846,-258.461533333,-41.0256,-83.3333333335,-348.7179,-212.3078,-185.641,-192.0514
199.68,-430.666733333,-428.4444,-585.333466666,-150.222133333,-244.4444,-740.444533333,-462.666733333,-450.222133334,-430.666666667
200.06,-816.666666667,-780.0,-1130.83333333,-264.999999999,-495.0,-1432.91666667,-855.833333333,-854.166666666,-790.833333333
200.44,7039.99999999,6253.33333333,9566.66666667,2899.99999999,4746.66666667,11883.3333334,7120.0,7320.0,6459.99999999
200.82,456.444533333,397.7778,634.666666666,156.8888,333.3334,780.6668,464.8888,491.111066667,402.666666667
201.19,648.148,513.333466667,999.259333333,99.2591333334,460.0,1185.92583333,626.666799999,742.222200001,545.185199999
201.57,452.222333333,339.4444,709.444466667,43.8888666665,284.4444,865.833399999,438.8888,538.333333334,374.444533334
201.95,951.111066667,673.333400001,1420.0,96.6666000006,572.222133334,1778.88886667,847.777733334,1084.44433333,811.111133333
202.33,-433.333333333,-268.0,-687.333333333,92.6666666666,-223.333333333,-929.666666666,-354.0,-499.999999999,-353.333333333
202.71,-484.444533333,-285.1852,-777.036999999,113.333266667,-256.296266667,-1040.74073333,-361.481533333,-548.148133333,-385.1852
203.09,4246.66666667,2080.0,6746.66666666,-1160.0,2020.0,8733.33333333,3066.66666667,4740.00000001,3060.0
203.47,-358.666666667,-117.333333333,-605.999999999,202.666666667,-120.666666667,-763.666666666,-234.0,-413.333333334,-244.0
203.85,-1.9660600646e+15,-4.8618405068e+14,-3.43740653376e+15,1.56517146141e+15,-5.11772684929e+14,-4.22425703685e+15,-1.24531353333e+15,-2.25606458606e+15,-1.4670816968e+15
204.22,1436.66666667,313.333333334,2583.33333333,-1096.66666667,179.999999999,3173.33333333,823.333333333,1560.0,1013.33333333
204.60,-275.833333333,-73.3333333332,-589.166666666,328.333333333,11.6666666667,-708.75,-134.166666667,-305.0,-197.5
204.98,-326.666666667,-120.833333333,-640.833333333,210.0,-19.1666666667,-766.666666666,-187.5,-309.166666667,-251.666666667
205.36,-803.333333335,-490.000000001,-1398.33333333,96.666666666,-230.000000001,-1765.0,-513.333333334,-676.666666666,-741.666666667
205.74,1575.5556,1233.33333333,2446.66673333,455.555533333,926.666533333,2815.55553333,1202.2222,1397.77773333,1457.7778
206.12,-2.38827252966e+15,-2.14091573195e+15,-4.14109397555e+15,-4.35006782188e+14,-1.32207943607e+15,-4.67419052234e+15,-1.97885438172e+15,-2.23474072419e+15,-2.03429642259e+15
206.50,333.846066667,303.076933333,585.128266667,89.7436000001,196.923066667,604.871733333,293.8462,327.692466666,294.358866667
206.87,-406.666533333,-391.1112,-950.000066667,127.777866667,-160.000066667,-965.0,-372.222266667,-421.111066667,-348.889
207.25,-301.212066667,-309.091,-587.272733334,-36.9696666668,-179.393933333,-615.151466667,-299.393933333,-300.606,-286.666666667
207.63,-526.666666666,-520.833333334,-870.0,-191.666666666,-352.5,-965.416666666,-544.999999999,-492.5,-459.166666667
208.01,-242.806933333,-222.105333333,-363.508733333,-110.175333333,-149.473733333,-431.403533333,-243.158,-212.280666667,-212.280733333
208.39,-120.4444,-105.555533333,-200.444466667,-38.4444666669,-70.8889333334,-237.8889,-126.6666,-105.1112,-110.0
208.77,-107.9632,-80.9259333333,-168.518466666,-33.7036000001,-52.5926,-212.222233333,-108.5184,-94.8148666667,-92.7778000001
209.14,-40.7017333333,-19.7660666666,-81.9883333334,8.30413333326,-5.84793333331,-109.4153,-42.4562666666,-40.0000000001,-29.9414666667
209.52,-19.3034666667,-0.397933333334,-57.0149333333,21.3930666667,0.696466666666,-82.3881999999,-29.0548666667,-27.1640666667,-9.85073333333
209.90,3.5186,23.3334,-30.9260000001,37.7777999999,21.7594,-60.3242333334,-4.07406666665,-5.55553333338,11.2037333333
210.28,5.12813333334,25.2992,-23.9316000001,33.3332666666,20.7692,-58.2050666666,-1.62413333332,-5.04260000005,9.82893333334
210.66,-9.3752,12.1874,-39.2710666667,11.4581333333,7.39566666667,-95.3647666667,-18.8543333333,-27.0835333333,-7.70846666666
211.03,-21.7055333333,15.5039333334,-67.9069333333,-1.39533333326,3.10066666668,-165.813966667,-42.0155333333,-57.0542000001,-21.3953999999
211.41,-3.6780666668,54.0229333334,-79.0804,17.2413333332,29.8849999998,-229.9999,-39.5402,-63.4483333335,-7.35633333333
211.79,35.3743333334,66.3945333334,-16.3264666666,38.3673333334,49.1156666667,-105.2381,13.1973333334,3.1293333334,32.6530666667
212.17,54.8570666667,93.5239333333,-15.2382,58.0952,67.2381333333,-136.381133333,36.5714666666,5.71413333326,59.2380666667
212.55,50.8642000001,93.5801333335,-31.8519333333,42.4692666666,65.4320666665,-211.605,27.9012666668,-6.41973333334,55.3086666665
212.92,120.416666667,174.166666667,-32.0833333335,88.75,123.333333333,-339.583333334,62.4999999999,7.0833333332,104.166666667
213.30,94.9999999999,222.5,-169.166666667,75.8333333332,121.666666667,-770.416666667,39.1666666667,-75.8333333332,79.1666666667
213.68,148.333333333,232.222266667,-17.2222666666,160.5556,191.666733333,-408.055633334,111.666666667,69.9998666667,127.2222
214.06,110.9804,174.117733333,11.7646666667,145.490266667,159.215733333,-253.725333333,89.0196666668,64.3136666665,103.529466667
214.44,100.701733333,156.491133333,2.45626666674,123.1578,127.368533333,-222.1053,69.4736666665,45.6140666668,84.9123333333
214.81,69.6153333333,89.7437333333,35.8973999999,86.5384666666,77.1794666667,-35.9615666667,60.6409999999,53.8461333335,68.0769333333
215.19,41.4443999999,62.7778666667,22.0000666667,60.5556666667,57.1110666666,-40.8887333334,41.7778666667,39.3334000001,46.4444000001
215.57,32.0326,51.4633333333,19.6749333334,48.13,45.8535333333,-23.6179,37.4797333333,31.4634666667,38.3739333333
215.95,30.8473333333,54.6892000001,9.71746666667,55.7061333334,53.1072666667,-45.9322333333,40.6779999999,25.8756666667,32.8814
216.32,41.4286,53.8889333333,22.6191333333,58.3333333333,58.4919333333,-12.7777999999,43.3333333333,34.5237333333,40.5556
216.70,40.4810666667,54.7766000001,25.2232,61.5808666666,60.0,0.6185,45.9107333333,35.0515333333,41.2369333333
217.08,41.6822,55.0778,27.1028666667,63.6138,58.5046666666,10.8100333333,47.1651333333,37.2584666667,43.676
217.46,48.654,62.4356000001,35.8332,71.0256666666,68.5254666667,16.4422,52.6282666667,42.0513333333,49.7435333333
217.83,40.198,52.9373333333,27.8548666666,57.6238666667,61.5841333333,6.43563333334,44.4884,30.2309333333,40.264
218.21,30.2666666667,42.0,18.4666666667,46.4,50.6,-4.53333333332,35.4666666667,20.8666666667,27.8666666667
218.59,31.3858666667,43.0711333334,20.075,50.5618666667,53.1087333334,-4.56939999998,36.1048,26.2920666667,29.2134666667
218.97,32.9354,49.0547999999,19.4030000001,55.5223333334,59.6019333333,-18.4078333333,37.7115333333,27.0646666667,32.7363333334
219.34,48.0807999999,59.1919333333,32.2221333333,65.6566666665,66.9696,-6.31316666668,47.1717333333,38.2828666667,41.9191333333
219.72,53.8384666666,61.1111333333,36.5657999999,68.6868666665,68.2827999999,-3.53549999998,47.5756,39.7979333333,44.0402666667
220.10,46.7566666667,54.5045333333,35.6757333333,58.1081333333,57.5676000001,-3.64863333338,37.7479333333,36.3965333333,40.5404666667
220.47,39.4365333333,47.8874,32.676,50.1407999999,49.0142666667,-12.4412333333,32.9577333333,33.1455333333,33.8968000001
220.85,42.6088000001,46.8599333333,33.9130666667,46.0869999999,46.5700666667,-16.8597999999,30.4347333333,31.7874000001,34.2029333334
221.23,31.3778,37.6888666667,31.7332666667,31.5555333333,35.7334,-24.6666666666,22.2221333333,24.7998666667,25.8667333333
221.61,30.7802666667,32.8368,30.2836666667,29.4326,29.0072,-12.1277,22.6241333333,24.3971333333,25.2482
221.98,25.3164666667,30.8860666667,27.3417333333,24.7258,22.4472,-19.7046333333,16.4556,21.9407333333,15.9492666667
222.36,38.6111999999,38.8888666667,36.3888000001,32.8703333334,27.8704,-15.9722,21.7592666666,27.0369999999,27.6850666667
222.74,36.9547333334,37.2016666667,27.9012666667,26.0083333333,24.9382,-18.5597666667,21.7284,19.1770666667,24.1976
223.11,31.2820666666,32.3932,16.4103333334,20.5128,19.0597333333,-25.0426333333,14.7008,8.54706666667,14.0170666667
223.49,25.9828666667,28.718,2.64966666674,19.6581333333,14.7008666667,-28.7607666667,12.735,-0.76926666666,9.05993333333
223.87,15.0724666667,16.2318000001,-9.95173333341,7.24646666666,4.15453333336,-43.575,2.31873333332,-8.88893333332,-1.73900000001
224.24,10.4761333333,14.7185999999,-7.61913333334,4.50199999998,2.68393333333,-37.7488666667,2.42426666669,-13.5064666668,-2.5974
224.62,-8.0888,0.80006666668,-23.9111333334,-8.71119999999,-8.97780000002,-54.2221999999,-15.0221333333,-28.6221999999,-17.6889333333
225.00,-19.2271333333,-11.1111333333,-38.5506666667,-18.0676666667,-18.0676666667,-69.0338333333,-27.2462666667,-39.7101333333,-30.145
225.38,-22.4414,-19.2487333334,-46.4788,-20.0,-24.3192,-69.8121999999,-30.7980000001,-43.1925333333,-37.2769333333
225.75,-23.6938,-21.9818666667,-48.7386,-20.9909333333,-23.1533333333,-69.6846666667,-34.5044666666,-42.7026,-42.3424666667
226.13,-2.3976,-0.40946666666,-18.9474,-0.29246666666,-0.994199999993,-37.1931,-6.66673333333,-17.5438666667,-10.3508666667
226.51,2.06140000001,8.81573333332,-8.20166666667,6.14026666665,6.79819999999,-17.9824666667,2.01766666667,-6.44746666666,-1.88593333332
226.88,2.66673333333,10.4445333333,-3.07406666667,8.5186,9.00006666666,-10.7592333333,4.5184,-1.33326666668,1.33339999998
227.26,4.71606666667,11.4992,0.349333333334,9.43239999999,10.5386,-5.22563333334,5.79326666666,2.85300000001,3.72633333333
227.64,3.85073333334,11.8170666666,2.69553333334,9.14559999999,9.50666666667,-1.16749999999,5.89646666666,4.693,5.0542
228.01,6.56486666667,15.3720666667,6.68706666668,12.4566,12.0691333334,3.81256666668,9.25593333333,8.13459999999,8.84806666667
228.39,7.47186666668,14.794,6.59193333334,12.528,11.985,5.64606666666,8.89513333333,9.00753333333,9.00733333334
228.76,9.18766666667,15.5838,7.88486666666,12.9444,11.929,7.09810000001,9.50939999999,10.0508,10.4906
229.14,9.58333333333,15.5555333333,9.02766666668,12.6852,10.9722,7.30706666665,9.36726666667,9.92286666668,10.7562
229.52,10.5073333333,16.3478,9.9274,13.2898,12.2463333333,9.26083333334,10.0868666667,10.6233333333,12.7826666667
229.89,8.81706666667,15.0537333333,8.43020000001,10.4084666667,10.7384,7.9642,8.24353333334,8.47306666666,12.6452
230.27,6.68113333333,12.5797333333,5.60873333334,7.92766666666,8.81146666667,7.01456666665,5.66659999999,6.26099999999,10.5072
230.65,6.78240000001,11.4388666667,5.79886666667,7.896,8.34426666666,6.10269999999,5.27846666667,5.75566666668,9.96386666667
231.02,5.89973333334,9.63139999998,4.20346666667,7.07959999999,7.31560000001,4.78619999999,3.46606666667,3.74633333333,8.49553333333
231.40,4.96466666666,7.9432,3.64066666666,5.87866666667,6.46179999999,3.65636666668,2.0802,1.87539999999,8.36873333335
231.78,6.87453333333,8.04173333333,4.7962,6.39493333332,7.73786666667,3.78099999999,2.66986666667,2.31813333333,9.736
232.15,4.39473333334,4.2122,1.7578,2.50413333335,5.10786666667,0.83743333334,-0.995000000007,-1.69153333333,6.99839999999
232.53,6.25813333333,6.4052,3.59473333334,4.34633333333,6.71580000001,2.39366666667,0.637266666674,0.424733333334,8.61113333332
232.90,7.07266666666,7.9866,4.01013333333,4.45006666665,6.80200000001,3.621,1.09986666667,0.135400000002,8.95106666665
233.28,6.76526666667,8.5222,3.34986666667,4.25280000001,7.02793333333,5.18053333335,1.72413333334,0.821066666666,8.93273333331
233.66,4.25886666666,7.45300000001,1.88366666666,2.52266666667,5.0942,2.94849999999,-0.655200000007,-0.85173333334,5.88053333334
234.03,5.57633333333,9.4392,3.76939999999,5.48300000001,6.1994,5.24926666666,1.61999999999,1.76013333332,6.74466666666
234.41,4.82073333334,9.44320000001,4.66813333334,5.14113333334,6.02606666667,4.55376666667,1.63226666667,1.80013333333,5.85806666667
234.78,4.19299999999,8.65766666667,4.11773333334,2.94120000001,5.68633333334,3.68023333334,0.66373333334,0.814399999994,4.6608
235.16,5.03566666667,9.67100000001,5.99433333333,3.80553333333,6.85266666665,5.32910000001,2.18886666667,2.4892,6.26606666666
235.54,8.29720000001,13.5438,9.27013333335,7.57399999999,10.4668,9.6779,6.33793333334,6.3906,9.76986666667
235.91,7.11973333333,13.0226666667,8.07773333331,6.69259999999,9.88993333334,9.5598,5.79933333334,5.68306666667,9.07433333333
236.29,6.05239999999,12.6552,7.44733333334,6.71793333333,9.04666666667,8.57320000001,5.32306666667,4.84959999999,8.03573333333
236.66,5.69446666666,12.0833333333,7.34853333334,6.96959999999,8.74993333332,8.16293333334,5.37873333334,3.72466666668,7.91653333332
237.04,6.60640000001,11.7662,7.41426666668,8.2822,9.1864,8.29426666668,5.83486666665,4.25553333333,8.19773333333
237.41,6.91666666666,11.6548666667,7.54766666668,8.59513333333,9.39280000001,7.75596666667,5.69053333332,3.77379999999,8.49986666666
237.79,9.71980000001,13.5506,9.70833333333,10.8976,11.4923333333,9.82280000001,8.4734,5.99193333333,11.2751333333
238.17,10.5018666667,14.2132,9.82506666669,11.3592,12.1036666667,10.519,9.34013333335,6.27186666666,12.2615333333
238.54,12.2678666667,15.2847333333,10.1266,12.4998666666,12.943,11.9778333333,9.97879999999,7.63706666666,13.7869333333
238.92,11.844,15.0625333333,9.33533333333,13.2632666667,12.5337333333,11.8489333333,9.51533333333,7.91620000002,14.2128666667
239.29,10.7164666667,14.0306666666,8.19479999999,12.6169333333,11.4901333334,10.6781,8.89213333333,6.81006666667,13.4767333333
239.67,8.01273333333,11.5142666667,5.88446666667,10.1318666667,8.26733333333,7.70356666667,6.1118,4.51113333333,11.2050666667
240.04,7.99346666667,10.9436666667,6.38653333333,10.1030666667,7.73793333332,7.52776666667,5.7188,4.82893333333,11.3638666667
240.42,8.81473333333,10.8189333334,6.98273333333,10.3304666667,8.27593333334,8.30813333334,6.70259999999,5.56026666667,11.954
240.79,8.23953333333,9.75473333332,6.412,9.25833333333,7.62173333332,7.73950000001,6.31006666667,5.35513333333,11.3085333333
241.17,7.57966666667,9.01106666668,6.32833333333,8.59960000001,7.36553333333,7.63040000001,6.19333333333,5.17886666667,10.9721333333
241.54,6.8402,8.34613333335,6.07453333333,7.92246666667,7.08013333334,7.39156666666,5.7428,4.75753333333,10.5052666667
241.92,6.05846666667,7.62113333333,5.76366666667,7.22813333333,6.47013333333,7.13203333333,5.13226666666,4.351,9.78239999999
242.29,5.3194,6.42246666667,4.8964,6.22186666667,5.32366666667,6.2699,4.08973333333,3.4358,8.85973333333
242.67,4.40533333333,5.52566666667,4.2424,5.76793333333,4.514,5.64466666667,3.38133333333,2.81713333333,8.2424
243.05,4.07373333333,5.24333333333,4.0654,5.2718,4.2904,5.50103333334,3.25966666667,2.6504,7.9592
243.42,3.93186666667,5.105,3.9238,4.9048,3.892,5.6216,2.967,2.77086666667,7.70773333333
243.80,4.29186666667,5.18346666666,4.12233333333,4.97046666667,4.2406,6.06109999999,3.32546666667,2.91913333333,7.88559999999
244.17,4.07673333333,4.99613333333,3.63853333333,4.71426666667,4.03753333334,5.89589999999,3.3296,2.7502,7.59
244.55,3.80793333333,4.9358,3.40726666667,4.46126666667,3.77673333333,5.94716666666,3.0106,2.645,7.56520000001
244.92,3.6436,4.77906666667,3.1284,4.16246666667,3.4556,5.8244,2.7372,2.3952,7.42993333333
245.30,3.3596,4.57873333333,2.78853333333,3.7484,2.98813333333,5.61906666666,2.4382,2.07046666667,7.2482
245.67,3.79826666667,4.82653333333,3.136,3.87453333333,3.10413333333,5.88359999999,2.83666666667,2.48006666667,7.65993333333
246.05,3.98966666667,4.82986666667,3.15226666667,3.84473333333,3.1984,5.86866666667,3.03066666667,2.45686666667,7.86306666667
246.42,4.36846666667,5.25066666667,3.8058,4.413,3.858,6.33143333333,3.667,3.09393333333,8.33126666666
246.79,4.81106666667,5.60506666667,4.3304,4.71546666667,4.20386666666,6.8424,4.1942,3.4744,8.71106666666
247.17,5.17153333333,5.7978,4.56726666667,5.006,4.38853333334,7.16723333333,4.39526666667,3.67833333333,8.86320000001
247.54,5.51266666667,6.16873333333,4.94513333333,5.50846666667,4.86713333333,7.57279999999,4.7996,3.93673333333,9.31853333333
247.92,5.464,6.15633333333,4.98206666667,5.5314,4.9106,7.55690000001,4.81066666667,4.07546666667,9.31493333333
248.29,5.6948,6.35406666667,5.29006666667,5.74686666667,5.242,7.69363333333,4.98353333333,4.29626666667,9.442
248.67,5.79993333333,6.43006666667,5.36666666667,5.95233333333,5.32446666667,7.72283333333,5.06966666667,4.41173333333,9.57773333333
249.04,5.72986666667,6.4592,5.4196,6.09326666667,5.3826,7.72366666667,5.12786666667,4.40473333333,9.55520000001
249.42,6.07133333333,6.8572,5.87626666667,6.63846666667,5.89373333333,8.0611,5.52126666667,4.8262,9.92526666667
249.79,6.29373333333,7.1994,6.23353333333,7.07213333334,6.25446666667,8.41913333333,5.81646666667,5.18886666667,10.1135333333
250.17,6.31373333333,7.40266666667,6.34133333333,7.44020000001,6.5064,8.58800000001,5.90806666667,5.36986666667,10.2491333333
250.54,6.2354,7.53726666667,6.41993333333,7.50206666667,6.5202,8.48380000001,5.86393333334,5.31586666667,10.1573333333
250.92,6.27773333333,7.69986666667,6.51293333333,7.66793333333,6.66093333333,8.44156666667,6.0456,5.5376,10.2045333333
251.29,6.3396,8.01160000001,6.9448,7.99013333333,6.79806666667,8.55266666667,6.36426666667,5.86886666666,10.6188666667
251.66,6.37466666667,7.99820000001,6.88653333333,7.87246666666,6.61333333333,8.20710000001,6.205,5.96026666667,10.4506666667
252.04,6.25993333333,7.91606666667,6.91973333333,7.81353333334,6.33026666667,8.0779,6.0996,5.7474,10.2708666667
252.41,5.88893333333,7.53613333333,6.6372,7.36926666667,5.79086666667,7.84316666667,5.7778,5.32026666667,9.94113333333
252.79,6.0816,7.8498,6.94113333333,7.42359999999,5.96273333333,7.98540000001,6.03206666667,5.47666666667,10.0546
253.16,6.33253333333,8.1102,7.18126666667,7.59566666667,6.18213333333,8.23886666667,6.03846666667,5.7544,10.2389333333
253.54,5.61993333334,7.48406666667,6.43746666667,6.81373333334,5.449,7.56450000001,5.26766666667,4.99413333333,9.54999999999
253.91,4.6624,6.61753333333,5.42893333333,6.00206666667,4.59213333333,6.72133333333,4.38466666667,3.98373333333,8.7904
254.28,4.09933333333,6.04386666667,4.6712,5.23993333333,3.79853333333,6.0927,3.83126666667,3.30633333333,8.15853333333
254.66,4.42946666667,6.2876,4.89126666667,5.4204,3.91153333333,6.2914,4.05786666667,3.61486666667,8.3296
255.03,4.01806666667,6.0134,4.5652,5.17913333333,3.5734,5.93266666667,3.65206666667,3.05006666667,8.0558
255.41,3.4608,5.46653333333,3.87586666667,4.75553333333,2.88126666667,5.30829999999,2.86886666667,2.20706666667,7.1394
255.78,3.40446666667,5.4942,3.96133333333,4.78653333333,2.86433333333,5.5379,2.92293333333,2.12313333333,7.13573333333
256.15,3.283,5.32073333333,3.78206666667,4.62466666667,2.96013333333,5.1027,2.70453333333,1.84486666667,6.83013333333
256.53,2.87726666666,5.1188,3.33953333333,4.388,2.5016,4.67270000001,2.29526666667,1.41573333333,6.34893333333
256.90,2.66113333334,4.66013333333,3.0546,4.06786666667,2.252,4.43403333333,2.065,1.16893333333,5.67713333333
257.28,2.9818,4.67166666667,3.37933333333,4.28113333333,2.43166666667,4.7799,2.3996,1.53713333333,6.00993333333
257.65,3.95893333333,5.32206666667,4.19546666667,4.93626666667,3.26166666667,5.67393333333,3.44553333333,2.59573333333,6.89073333333
258.02,5.0256,6.19853333333,5.1468,5.83813333333,4.13246666667,6.57653333333,4.28566666667,3.5298,7.79673333333
258.40,5.31206666667,6.35606666667,5.5054,5.98593333333,4.47046666667,6.75396666666,4.47286666667,3.77606666667,8.07873333334
258.77,4.8588,5.87053333333,4.95953333333,5.45546666667,4.04866666666,6.47006666667,4.06886666667,3.33326666667,7.8214
