wavelength,Back_ParCorf,Belly_ParCorf,Breast_ParCorf,Crissum_ParCorf,Crown_ParCorf,DorTail_ParCorf,Rump_ParCorf,Throat_ParCorf,WingTip_ParCorf
545.52,10.9474,52.6303333333,48.4142666667,43.8950666667,5.5526,5.9866,10.2849333333,6.47640000001,8.19853333333
545.87,10.9348666667,52.6801333333,48.4194,43.9388666667,5.54753333333,5.96953333333,10.2750666667,6.47993333333,8.19333333333
546.21,10.9304,52.6809333333,48.4224,43.9483333333,5.56826666667,5.96353333333,10.2795333333,6.48786666666,8.19193333333
546.55,10.9571333333,52.7832,48.502,44.0153333333,5.57873333333,5.97163333333,10.3008,6.51453333334,8.21533333334
546.90,10.9849333333,52.8364,48.5534,44.0788,5.60486666667,5.98286666667,10.3332,6.54459999999,8.24033333333
547.24,10.9812666667,52.861,48.5693333333,44.1106,5.61313333333,5.97596666667,10.3327333333,6.54793333334,8.23233333333
547.58,11.0059333333,52.9767333333,48.6744666667,44.2186666667,5.63106666667,5.9804,10.3526666667,6.57546666667,8.24693333334
547.92,11.0349333333,53.035,48.7408,44.2815333333,5.674,6.00753333333,10.3904,6.62806666667,8.27940000001
548.27,11.0448,53.0776,48.7712666667,44.3132666667,5.72153333333,6.0368,10.4256666667,6.67639999999,8.31886666666
548.61,11.0575333333,53.1119333333,48.7962,44.3838666667,5.748,6.03976666667,10.4454666667,6.69586666667,8.33299999999
548.95,11.0638,53.1284,48.8267333333,44.4142,5.75593333333,6.01516666667,10.4349333333,6.71473333334,8.33953333333
549.29,11.0942,53.1745333333,48.8436666667,44.4613333333,5.78206666667,6.04146666667,10.447,6.74793333333,8.35559999999
549.64,11.0984,53.158,48.8638666667,44.4658666667,5.80226666667,6.04853333333,10.4527333333,6.7648,8.3644
549.98,11.1144666667,53.2278666667,48.9143333333,44.5409333333,5.83833333333,6.07323333333,10.4854666667,6.82086666667,8.38846666667
550.32,11.1255333333,53.1963333333,48.9085333333,44.5542666667,5.87673333333,6.0823,10.5196,6.86053333333,8.40693333333
550.66,11.1588,53.2560666666,48.9486,44.5891333333,5.92446666667,6.12193333333,10.5544666667,6.90873333334,8.44560000001
551.01,11.1842666667,53.2677333333,48.9647333333,44.6120666666,5.9526,6.145,10.5677333333,6.96240000001,8.47153333333
551.35,11.1899333333,53.2787333333,48.9772,44.6116,5.97646666667,6.1549,10.5677333333,6.99333333333,8.47833333333
551.69,11.1687333333,53.3062,48.9931333333,44.6176666667,5.96833333333,6.1322,10.5464666667,6.99246666667,8.46506666667
552.03,11.147,53.2771333334,48.9737333333,44.6146,5.9454,6.09033333333,10.5161333333,6.98106666667,8.43759999999
552.38,11.1429333333,53.3110666667,49.0075333333,44.614,5.95453333334,6.09756666666,10.4924666667,7.00299999999,8.44119999999
552.72,11.1550666667,53.4329333333,49.0908666667,44.6932,5.9872,6.11783333333,10.5132666667,7.05506666667,8.47453333333
553.06,11.157,53.4286,49.1162666667,44.6853333333,6.002,6.1112,10.5172666667,7.06626666667,8.48246666667
553.40,11.1898666667,53.5047333333,49.1549333333,44.7113333333,6.0342,6.13083333333,10.5278666667,7.11013333333,8.51126666666
553.74,11.1993333333,53.5192,49.1718666667,44.7178666667,6.06813333333,6.13336666667,10.5251333333,7.14733333334,8.52953333333
554.09,11.1772666667,53.5189333333,49.1487333333,44.7186,6.06866666667,6.10966666667,10.4926666667,7.13866666667,8.50666666667
554.43,11.1328666667,53.512,49.1323333333,44.7126666667,6.05993333333,6.0738,10.4558666667,7.14140000001,8.48053333333
554.77,11.171,53.5618666667,49.1509333333,44.7554666667,6.11906666667,6.102,10.496,7.19579999999,8.51093333334
555.11,11.2206,53.5856,49.1868666667,44.8046666667,6.18666666667,6.1308,10.552,7.27913333333,8.56066666666
555.45,11.2663333333,53.6402666667,49.2408,44.8798666667,6.25573333333,6.1882,10.5965333333,7.35093333333,8.6108
555.80,11.2872666667,53.7183333333,49.3157333333,44.9311333333,6.2912,6.19413333333,10.603,7.37113333333,8.62326666667
556.14,11.279,53.6921333333,49.3044666667,44.9254666667,6.30306666667,6.17386666667,10.6228666667,7.39966666667,8.6138
556.48,11.2759333333,53.6128,49.2435333333,44.8781333333,6.31833333333,6.17293333333,10.6288666667,7.42673333333,8.59959999999
556.82,11.2796666667,53.6994,49.2959333333,44.9627333334,6.33653333333,6.17116666667,10.6337333333,7.48233333334,8.60399999999
557.16,11.2860666667,53.7530666667,49.3561333333,45.0324,6.35573333333,6.16893333333,10.6478666667,7.5238,8.60146666667
557.50,11.283,53.7600666667,49.361,45.0582,6.36993333333,6.17083333333,10.6388666666,7.53786666667,8.59053333333
557.85,11.2753333333,53.8212666667,49.4343333333,45.0875333333,6.38866666667,6.1716,10.6436,7.57806666667,8.5926
558.19,11.3122,53.8606,49.5016,45.1394666667,6.43286666666,6.1921,10.6718666667,7.62726666667,8.61306666667
558.53,11.3073333333,53.8766666667,49.546,45.1541333333,6.4408,6.17926666666,10.6561333333,7.64813333333,8.60240000001
558.87,11.3024,53.9373333334,49.5845333333,45.1744666667,6.44946666667,6.1675,10.6385333333,7.66333333333,8.59433333333
559.21,11.2457333333,53.943,49.5692,45.1502666667,6.4188,6.0993,10.5897333333,7.65406666667,8.53246666667
559.55,11.2495333333,53.8907333333,49.4980666667,45.1244,6.44913333333,6.1206,10.5961333333,7.71946666667,8.55053333333
559.89,11.2654,53.893,49.4937333333,45.1340666666,6.48733333333,6.1312,10.5871333333,7.77593333333,8.55686666667
560.23,11.2712,53.945,49.552,45.1714666667,6.5118,6.141,10.5894666667,7.80893333334,8.58186666666
560.58,11.2561333333,53.9316,49.5323333333,45.13,6.52173333333,6.1211,10.5652666666,7.81153333334,8.56353333334
560.92,11.2354,53.9095333333,49.5135333333,45.1075333333,6.5396,6.0962,10.5448666667,7.8208,8.54759999999
561.26,11.2116666667,53.9313333333,49.5464,45.1044,6.50966666667,6.04926666667,10.5104,7.8192,8.51006666666
561.60,11.2191333333,53.9512666667,49.5492666667,45.1030666667,6.53853333333,6.0517,10.4818,7.84039999999,8.50086666667
561.94,11.183,54.0036,49.5764,45.1372666666,6.54746666667,6.01536666667,10.4478,7.8564,8.47180000001
562.28,11.1531333333,54.0275333333,49.5664666667,45.1326666667,6.5638,6.00186666667,10.4235333333,7.88746666667,8.45499999999
562.62,11.1145333333,53.9860666667,49.5296,45.1052,6.59046666667,5.9808,10.3926666667,7.91800000001,8.42439999999
562.96,11.1370666667,53.9794,49.5302666667,45.0940666667,6.6486,6.0036,10.4186666667,7.99319999999,8.45033333333
563.30,11.142,54.041,49.616,45.1371333334,6.69226666667,6.00963333333,10.4270666667,8.03793333333,8.44706666667
563.64,11.1724666667,54.1194,49.6783333333,45.1758666667,6.7506,6.03903333333,10.4642,8.12680000001,8.49146666666
563.99,11.1858666667,54.1628666667,49.7040666667,45.1946,6.80973333333,6.05023333333,10.4576,8.2022,8.49326666667
564.33,11.203,54.1804,49.7249333333,45.2212,6.86913333333,6.07106666667,10.4712,8.28813333333,8.50746666667
564.67,11.1792,54.1581333333,49.7051333333,45.2072666667,6.89366666667,6.05293333333,10.4534,8.32153333333,8.4902
565.01,11.1864,54.1636,49.6961333333,45.2138,6.9704,6.0651,10.4712,8.39739999999,8.5228
565.35,11.1961333333,54.1610666667,49.7094666667,45.219,7.01713333333,6.0741,10.4973333333,8.47713333334,8.53966666667
565.69,11.2183333333,54.1426666667,49.6735333333,45.1951333333,7.067,6.08283333333,10.5096,8.55106666666,8.55926666666
566.03,11.2386666667,54.1826,49.7102,45.2324,7.1376,6.10213333333,10.5388666667,8.61973333333,8.60413333334
566.37,11.2616666667,54.1954,49.7354,45.2339333333,7.184,6.11693333334,10.5522,8.68393333333,8.61893333334
566.71,11.3045333333,54.2307333333,49.7789333333,45.2821333333,7.27133333333,6.14286666667,10.5718,8.76666666667,8.66140000001
567.05,11.3268,54.2732,49.8128,45.3078666667,7.331,6.14516666667,10.5839333333,8.837,8.67973333333
567.39,11.2838,54.245,49.7994666667,45.3014666666,7.36666666667,6.10846666667,10.5512666667,8.85159999999,8.65
567.73,11.2679333333,54.1681333333,49.7446,45.2568,7.41253333333,6.1001,10.5431333333,8.88866666667,8.64766666666
568.07,11.2258666667,54.1258666667,49.7216,45.2362,7.42913333333,6.0578,10.5044666667,8.91846666666,8.62520000001
568.41,11.2136666667,54.1138666667,49.7084,45.2218,7.47126666666,6.04323333333,10.4890666667,8.98446666666,8.61773333333
568.75,11.2578,54.2078666667,49.8089333333,45.3116666666,7.56206666667,6.08683333333,10.5298666667,9.0994,8.64193333334
569.09,11.2378666667,54.1960666667,49.7911333333,45.3155333334,7.6176,6.07706666667,10.5176666667,9.15406666667,8.6444
569.43,11.2214666667,54.1568,49.7596666667,45.2532666667,7.68526666667,6.07906666667,10.5107333333,9.22579999999,8.63753333333
569.77,11.2278,54.1456,49.7530666667,45.2458666667,7.75466666667,6.07933333333,10.5089333333,9.30926666666,8.62593333334
570.11,11.2296666667,54.1364666667,49.7199333333,45.2446666667,7.84306666667,6.09016666667,10.5120666667,9.39213333334,8.64133333333
570.45,11.1864666667,54.1004,49.656,45.1965333333,7.89173333334,6.06503333333,10.4813333333,9.44200000001,8.60886666666
570.79,11.1680666667,54.096,49.6513333333,45.2018666667,7.95733333333,6.07256666667,10.4762666667,9.52246666667,8.59966666667
571.13,11.1813333333,54.1136666667,49.6528,45.2211333333,8.01673333333,6.06846666666,10.4798,9.61346666667,8.60593333333
571.47,11.1806,54.1712666667,49.6992666667,45.2742666667,8.09086666667,6.05723333333,10.4758666667,9.69193333334,8.59419999999
571.81,11.1992666667,54.1818,49.6924,45.2709333333,8.20773333334,6.08356666667,10.5046666667,9.79726666667,8.61666666667
572.15,11.2422666667,54.2410666667,49.7496,45.3148666667,8.32599999999,6.13136666667,10.5522,9.92953333333,8.65953333333
572.49,11.2040666667,54.2032,49.6897333333,45.2698666667,8.37986666667,6.09633333333,10.5031333333,9.98653333333,8.62273333334
572.83,11.2282,54.2488666667,49.7214,45.2948,8.48880000001,6.113,10.5152,10.1117333333,8.64100000001
573.17,11.242,54.2806666667,49.7738,45.3665333333,8.58140000001,6.11276666667,10.5141333333,10.1978,8.64226666667
573.51,11.219,54.2933333333,49.7918,45.3715333333,8.66646666666,6.11026666667,10.5014,10.287,8.62593333333
573.85,11.2163333333,54.3166666667,49.8491333333,45.4080666667,8.75086666667,6.10536666667,10.4975333333,10.3884,8.61726666666
574.19,11.215,54.3618,49.9061333333,45.4552,8.83706666667,6.0877,10.4958,10.4822666667,8.608
574.53,11.2002666667,54.3328,49.8918666667,45.4194,8.91079999999,6.05966666667,10.4730666667,10.5732666667,8.58566666666
574.87,11.219,54.3702,49.9356666667,45.4335333333,9.06286666666,6.0891,10.4962666667,10.7068666667,8.61286666667
575.21,11.2192,54.4252666667,49.9842,45.4716666667,9.17293333333,6.0845,10.508,10.8216666667,8.61319999999
575.55,11.2423333333,54.4465333333,50.0152,45.5118666667,9.29620000001,6.11066666667,10.5348666667,10.9548666667,8.64246666667
575.89,11.2194666667,54.4109333333,49.9769333333,45.4804,9.39226666666,6.08756666667,10.5062,11.0426666667,8.6222
576.22,11.2212,54.3788666667,49.9588,45.4634,9.50153333333,6.08973333333,10.4998,11.1439333333,8.62873333333
576.56,11.2164,54.382,49.9703333333,45.4739333333,9.61166666667,6.10106666667,10.4896666667,11.2456666667,8.62053333333
576.90,11.2156666667,54.4081333333,49.9742,45.4880666667,9.74326666667,6.11056666667,10.4992,11.3714,8.62319999999
577.24,11.2122,54.4342,49.9826666667,45.4909333333,9.85913333334,6.10273333333,10.4845333333,11.4818666667,8.63079999999
577.58,11.1967333333,54.4435333333,49.9378666667,45.4969333333,9.98973333335,6.0921,10.4764,11.6012,8.62866666666
577.92,11.2152,54.4569333333,49.9523333333,45.5048666667,10.1610666667,6.1203,10.4826666667,11.7453333333,8.6522
578.26,11.251,54.4928666667,49.9552,45.5571333333,10.3497333333,6.15633333333,10.4934666667,11.9014666667,8.69700000001
578.60,11.2415333333,54.465,49.9338666667,45.5418666667,10.462,6.1398,10.4568666667,12.0066,8.67206666667
578.94,11.2368666667,54.4278,49.9132666667,45.538,10.632,6.16953333333,10.454,12.1606,8.68713333333
579.28,11.2267333333,54.4909333333,49.9622,45.5735333333,10.7944,6.13966666667,10.4249333333,12.2846666667,8.65220000001
579.61,11.2453333333,54.535,50.016,45.6326666667,10.9846,6.14526666667,10.4330666667,12.433,8.64733333333
579.95,11.2966,54.6304,50.0993333333,45.7506,11.235,6.18873333333,10.494,12.6474,8.70493333334
580.29,11.2999333333,54.6261333333,50.0910666667,45.7673333333,11.4195333333,6.16846666667,10.4862,12.7998666666,8.701
580.63,11.2862,54.6482,50.1184,45.7797333333,11.5956666667,6.16226666667,10.4762,12.9698,8.70406666666
580.97,11.3180666667,54.6162666667,50.1106666667,45.7766,11.8160666667,6.20383333333,10.5041333333,13.1767333333,8.74380000001
581.31,11.3374,54.6306,50.134,45.7475333333,12.0212,6.21693333333,10.5155333333,13.338,8.74146666667
581.65,11.3462,54.6786,50.1374666667,45.8009333333,12.2146666667,6.22986666667,10.5444666667,13.5114666667,8.73886666667
581.98,11.3422666667,54.7000666667,50.1775333333,45.8414666667,12.4180666667,6.22566666667,10.5557333333,13.6815333333,8.73979999999
582.32,11.3600666667,54.7466,50.2303333333,45.9110666667,12.6621333333,6.2686,10.6011333333,13.8835333333,8.77413333333
582.66,11.3791333333,54.7564666667,50.2451333333,45.9166666667,12.8608666667,6.25556666667,10.6096,14.0486666667,8.79733333333
583.00,11.4024666667,54.7804,50.2904666667,45.9578,13.0830666667,6.2959,10.6298,14.2506,8.80893333334
583.34,11.4239333333,54.8088666667,50.31,45.9851333333,13.3252666667,6.34286666667,10.6475333333,14.4751333334,8.84706666667
583.68,11.4341333333,54.7756666667,50.2718,45.9205333333,13.5452,6.3598,10.6447333333,14.6492666667,8.84486666666
584.01,11.4406666667,54.7930666667,50.3056666667,45.9488666667,13.7895333333,6.39543333333,10.6660666667,14.8679333333,8.86493333334
584.35,11.4642,54.8488,50.3569333333,45.9953333333,14.0521333333,6.44446666667,10.7034,15.0994,8.89500000001
584.69,11.4384666667,54.9349333333,50.3837333333,46.068,14.2774666667,6.4276,10.7079333333,15.3007333333,8.86826666667
585.03,11.4388666667,55.0036,50.4132666667,46.1374,14.5271333333,6.43556666667,10.7074,15.5258666667,8.88433333333
585.37,11.4033333333,55.0036666666,50.4495333333,46.1284,14.7616,6.40323333333,10.6615333333,15.7263333333,8.8728
585.70,11.3878666667,54.96,50.3944666667,46.058,15.0066,6.40416666667,10.6647333333,15.9326,8.87399999999
586.04,11.4128666667,54.9968,50.3800666667,46.0684,15.2687333333,6.41806666667,10.6809333333,16.1637333333,8.90606666667
586.38,11.4083333333,55.0246666667,50.3813333333,46.0752666667,15.5503333334,6.4376,10.6882666667,16.3981333333,8.90793333333
586.72,11.4836666667,55.0558,50.3839333333,46.0902,15.8620666667,6.50526666667,10.7656666667,16.6731333334,9.01793333333
587.06,11.4401333333,55.0674666667,50.4296666667,46.1033333333,16.0787333333,6.4566,10.7496666667,16.8521333333,8.99113333334
587.39,11.44,55.1272666667,50.5070666667,46.1794,16.332,6.4474,10.7629333333,17.1030666667,9.00800000001
587.73,11.4685333333,55.1891333334,50.5746,46.2478666667,16.6229333333,6.45026666667,10.7839333333,17.3286666667,9.02906666667
588.07,11.4747333333,55.1563333333,50.5644666667,46.2300666666,16.8598,6.43283333333,10.7677333333,17.5164666667,9.03373333334
588.41,11.5383333333,55.2318666666,50.6562666666,46.2997333333,17.1879333333,6.44353333333,10.8166,17.7556666667,9.09513333333
588.74,11.5757333333,55.2841333333,50.7642666667,46.3414,17.4762,6.4618,10.8539333333,17.9914666667,9.1216
589.08,11.5868666667,55.2375333333,50.7094,46.3216666667,17.6963333333,6.44803333333,10.8598666667,18.1648,9.11653333333
589.42,11.6078666667,55.3432,50.8055333333,46.4177333333,17.9664666667,6.4574,10.8708,18.3978666667,9.13460000001
589.76,11.5867333333,55.3301333333,50.8012,46.39,18.2158,6.4192,10.851,18.589,9.10913333333
590.09,11.5667333333,55.3284666667,50.7932,46.3804666667,18.4301333334,6.39803333333,10.8182666667,18.7501333333,9.08146666667
590.43,11.4628,55.2969333333,50.7858,46.3455333333,18.6083333333,6.29316666667,10.7120666667,18.8783333333,8.96773333334
590.77,11.4652,55.3195333333,50.778,46.3447333333,18.8614,6.2893,10.6868,19.0976666667,8.97246666666
591.11,11.4082,55.2530666667,50.7084666667,46.2867333333,19.077,6.24863333333,10.6473333333,19.2583333334,8.92326666666
591.44,11.3580666667,55.2229333333,50.6655333333,46.2516,19.2863333333,6.2184,10.6058666667,19.429,8.89259999999
591.78,11.3875333333,55.3023333333,50.7394,46.3144,19.6138666667,6.24346666667,10.6397333333,19.6879333333,8.92780000001
592.12,11.3384666667,55.1874666667,50.6225333333,46.2479333333,19.8417333333,6.26526666667,10.616,19.8887333333,8.90993333333
592.46,11.3554,55.1388,50.5746,46.2314666666,20.1258666667,6.29053333333,10.6234666667,20.12,8.93993333333
592.79,11.3884,55.2009333333,50.6338666667,46.2671333333,20.4598666667,6.3551,10.6717333333,20.3987333333,8.99446666666
593.13,11.4268666667,55.1998,50.6218666667,46.2774666667,20.7722666667,6.38886666667,10.7188,20.6576666667,9.03800000001
593.47,11.4618,55.2211333333,50.6410666667,46.3215333333,21.0532,6.4148,10.7203333333,20.9063333333,9.06626666667
593.80,11.5302666667,55.2354,50.6807333333,46.3587333333,21.3959333333,6.4626,10.7844,21.1898666667,9.13013333334
594.14,11.5413333334,55.2246666667,50.6546,46.366,21.7072,6.4961,10.8178666667,21.4367333333,9.16799999999
594.48,11.5932666667,55.2509333333,50.6984,46.4070666667,22.0575333333,6.54973333333,10.8873333333,21.722,9.22480000001
594.81,11.6338666667,55.2465333333,50.702,46.4022666667,22.3673333333,6.589,10.9215333333,21.9793333333,9.28026666667
595.15,11.6941333333,55.2976,50.7506666667,46.4366666667,22.7139333333,6.65136666667,10.974,22.2570666667,9.33673333333
595.49,11.667,55.2495333334,50.6688,46.3951333333,22.9367333334,6.64026666667,10.9460666667,22.4468666667,9.31173333333
595.82,11.6879333333,55.2833333333,50.7416666667,46.3956666667,23.1958,6.6306,10.9393333333,22.6708,9.31819999999
596.16,11.6570666667,55.3269333333,50.7585333333,46.4082,23.4162666667,6.61883333333,10.9302,22.8584666667,9.31433333333
596.50,11.6479333333,55.3058666667,50.7517333333,46.3924666667,23.6204,6.61543333333,10.9123333333,23.0338,9.30713333333
596.83,11.6490666667,55.3452,50.7717333333,46.3929333333,23.8454666667,6.61903333333,10.8934666667,23.2012,9.30506666666
597.17,11.6317333333,55.3702,50.7883333333,46.4096666667,24.0580666667,6.60216666667,10.8920666666,23.3592,9.28713333335
597.51,11.6002,55.3953333333,50.81,46.4196,24.2414,6.5782,10.8668,23.5302666667,9.26106666665
597.84,11.5994666667,55.4205333333,50.8012666667,46.4012,24.4402666666,6.5764,10.8530666667,23.6902,9.26886666665
598.18,11.5381333333,55.3996,50.7533333333,46.3577333333,24.5868,6.5295,10.7838666667,23.8194666667,9.20546666667
598.52,11.4990666667,55.4660666667,50.7956666667,46.3932,24.775,6.4749,10.7405333333,23.9682,9.14713333334
598.85,11.4532,55.4645333333,50.7534666667,46.3619333333,24.9510666667,6.42033333333,10.7082666667,24.1099333334,9.10913333333
599.19,11.4528666667,55.4118,50.7233333334,46.3024666667,25.1684666667,6.4166,10.6927333333,24.275,9.10499999999
599.53,11.473,55.4196666667,50.7153333333,46.341,25.4041333333,6.4036,10.6983333333,24.4408666666,9.09079999999
599.86,11.4639333333,55.3222666667,50.6608666666,46.2827333333,25.6354666666,6.39196666667,10.6719333333,24.6086666667,9.06713333333
600.20,11.4839333333,55.3514666667,50.6928,46.3075333333,25.9112666667,6.42373333333,10.6888,24.8484666667,9.08619999999
600.53,11.4970666666,55.3077333333,50.715,46.3259333333,26.192,6.44183333333,10.7119333333,25.0845333333,9.09953333333
600.87,11.5114,55.2950666667,50.7145333333,46.3006666667,26.4656,6.48406666667,10.7282666667,25.3370666667,9.14033333334
601.21,11.5089333333,55.2676,50.6992,46.2814666667,26.7412,6.4732,10.7282,25.5410666667,9.14266666667
601.54,11.5354,55.2431333333,50.6872,46.2693333333,27.0079333333,6.4737,10.7302666667,25.7691333333,9.14706666666
601.88,11.6122,55.2747333333,50.7192,46.3114666667,27.358,6.5481,10.7996666667,26.0319333333,9.24113333332
602.21,11.658,55.2627333333,50.7486,46.3181333333,27.6564666667,6.63176666667,10.8514,26.2784,9.31826666667
602.55,11.6817333333,55.2342666667,50.776,46.3415333333,27.9186,6.6629,10.8847333333,26.5081333333,9.35393333333
602.88,11.6756,55.3056,50.8321333333,46.3932666667,28.1798666667,6.66156666667,10.8859333333,26.7186,9.36373333333
603.22,11.6622666667,55.3496666667,50.8756,46.3937333333,28.4178,6.66686666666,10.8926666667,26.9228666667,9.39633333332
603.56,11.6674666667,55.3443333333,50.8622,46.4126,28.6022,6.65666666667,10.8796666667,27.0889333333,9.39226666666
603.89,11.6446666667,55.3566,50.8589333333,46.4177333333,28.7736,6.61683333333,10.843,27.1970666667,9.37419999999
604.23,11.6261333333,55.365,50.8697333333,46.4225333333,28.9140666667,6.60043333334,10.8201333334,27.3159333333,9.36120000001
604.56,11.5856,55.3539333333,50.8626,46.3962,29.0511333333,6.55373333333,10.7838,27.4048,9.31846666666
604.90,11.5878,55.3575333333,50.8638,46.4179333333,29.2122666667,6.5614,10.7846666667,27.532,9.3254
605.23,11.5998666667,55.4421333333,50.9640666667,46.5118,29.4225333333,6.5779,10.8127333333,27.7026,9.34193333333
605.57,11.5458666667,55.4318666667,50.9319333333,46.4915333333,29.5335333333,6.522,10.7844,27.7994,9.30026666667
605.90,11.5316,55.4706,50.9241333333,46.4991333333,29.7038,6.48233333333,10.7506,27.9370666667,9.28473333334
606.24,11.5270666667,55.5317333334,50.9498666667,46.5085333333,29.8973333333,6.46306666667,10.7444666667,28.0892,9.285
606.58,11.5448,55.5888,50.9884,46.5415333333,30.1114,6.45856666667,10.7532666667,28.2728666667,9.29853333334
606.91,11.5734,55.566,50.9812666667,46.5441333333,30.2943333333,6.47776666667,10.7705333333,28.4370666667,9.31580000001
607.25,11.5912666667,55.6928,51.0994666667,46.6426666667,30.5398666667,6.50323333333,10.811,28.6589333333,9.36053333333
607.58,11.6263333333,55.6612666667,51.08,46.6191333333,30.7457333333,6.54893333333,10.8664,28.8454,9.39773333335
607.92,11.6198666667,55.6888666667,51.0838666667,46.5980666667,30.9385333333,6.5477,10.8767333333,29.0136,9.42246666667
608.25,11.6521333333,55.67,51.0642,46.6094,31.1193333333,6.604,10.896,29.1889333333,9.47006666666
608.59,11.6756,55.6536666667,51.0220666667,46.5748,31.2854666667,6.6436,10.9126666667,29.3422666667,9.49599999999
608.92,11.6723333333,55.5307333333,50.9084,46.5041333333,31.3785333333,6.6576,10.906,29.4214666667,9.50826666667
609.26,11.724,55.5363333334,50.9186,46.5159333333,31.5560666667,6.7299,10.9259333333,29.5614,9.54839999999
609.59,11.7388666667,55.4649333333,50.8471333333,46.4743333334,31.6656,6.7735,10.9404,29.6540666667,9.54233333333
609.93,11.7899333334,55.5031333333,50.8934,46.5257333333,31.8566666667,6.8409,10.9626666667,29.8138666667,9.58939999999
610.26,11.7738,55.4854666667,50.8811333333,46.5555333334,31.9736666667,6.87236666667,10.9650666667,29.9187333334,9.60580000001
610.60,11.7584666667,55.4328666667,50.8106666667,46.5136666667,32.0738666667,6.87746666667,10.9286666666,29.9882,9.58719999999
610.93,11.7556666667,55.3962,50.7738666667,46.4591333333,32.2097333333,6.89853333333,10.9147333333,30.0722666667,9.59166666665
611.27,11.7501333333,55.4632666666,50.8146666667,46.4888,32.3844,6.90613333333,10.8878666667,30.2160666666,9.59806666667
611.60,11.691,55.3544666667,50.7214,46.4346666667,32.4722,6.8694,10.7994,30.2535333333,9.54093333335
611.93,11.6806666667,55.3343333333,50.692,46.4159333333,32.6099333333,6.82963333333,10.7650666667,30.3414,9.49660000001
612.27,11.6436,55.3222,50.7122666667,46.4197333333,32.7323333333,6.79603333333,10.7219333333,30.4490666667,9.46259999999
612.60,11.6518666667,55.3885333333,50.8084666667,46.4411333333,32.9456,6.79616666667,10.7129333333,30.6121333333,9.46413333333
612.94,11.6212,55.4090666667,50.8465333333,46.4888,33.1049333333,6.7469,10.671,30.7378,9.42046666667
613.27,11.6186666667,55.4916666667,50.9578,46.5698,33.3203333333,6.74373333333,10.6775333333,30.9086,9.44446666667
613.61,11.5624,55.4057333333,50.8674666667,46.5156,33.3753333333,6.6699,10.6158666667,30.9763333333,9.37826666667
613.94,11.5934666667,55.3950666667,50.8496666667,46.4713333333,33.5223333333,6.6561,10.6307333333,31.067,9.35886666667
614.28,11.5641333333,55.5172666667,50.9652,46.5856,33.7416,6.64456666667,10.6324666667,31.2623333333,9.34080000001
614.61,11.5367333333,55.4618,50.92,46.5612666667,33.8638,6.61626666667,10.6048,31.3420666667,9.31273333334
614.94,11.4758666667,55.4263333333,50.91,46.5774,33.9702,6.55983333333,10.5705333334,31.4186666666,9.27013333334
615.28,11.5802,55.5734,51.027,46.7126666667,34.2317333333,6.6399,10.6628666667,31.6606,9.34606666667
615.61,11.5862,55.6496,51.0876,46.7673333333,34.4202666667,6.6827,10.7034,31.813,9.40506666666
615.95,11.6266666666,55.7542,51.1696666667,46.8626,34.6332,6.70793333333,10.7522,31.9702,9.46293333333
616.28,11.558,55.6881333333,51.07,46.8000666667,34.6699333333,6.66883333333,10.711,32.0028666667,9.39666666668
616.61,11.6057333333,55.669,51.0847333333,46.7915333333,34.8132,6.69983333333,10.7496666667,32.1416,9.44193333334
616.95,11.5882,55.6518,51.0735333333,46.7936,34.925,6.68743333333,10.7402,32.2218,9.4444
617.28,11.5953333333,55.7009333333,51.1096666666,46.8440666667,35.1,6.7028,10.7739333333,32.3614666667,9.47520000001
617.62,11.6164,55.8094,51.236,46.9899333333,35.3234666667,6.729,10.786,32.5520666667,9.51946666665
617.95,11.6520666667,55.7933333333,51.1971333333,46.9714,35.4374,6.7436,10.7870666667,32.6194666667,9.54473333333
618.28,11.6918,55.8448,51.2071333333,47.0200666667,35.5856666667,6.7686,10.8200666667,32.7712666667,9.58659999999
618.62,11.7411333333,55.8509333333,51.2117333333,47.0232,35.6963333333,6.79493333333,10.8495333333,32.8772,9.62980000001
618.95,11.7309333333,55.8258666667,51.1804,47.0049333333,35.7774666666,6.77783333333,10.8551333333,32.962,9.62099999999
619.28,11.7996,55.9018666667,51.2750666667,47.1188666667,35.9568,6.81913333333,10.9044,33.1243333333,9.65873333333
619.62,11.7781333333,55.8632666667,51.2336666667,47.0915333334,36.0358666667,6.8115,10.8755333333,33.1988666667,9.6282
619.95,11.7768,55.9334,51.2530666667,47.1426,36.1841333333,6.79326666667,10.8555333333,33.3202,9.62013333333
620.28,11.7842666667,55.9422,51.2584,47.1297333333,36.3016666667,6.82373333333,10.8779333333,33.398,9.63166666667
620.62,11.8450666667,55.9845333333,51.3029333333,47.1343333333,36.4556666667,6.8497,10.9109333334,33.5508666667,9.67153333334
620.95,11.8617333333,56.0026,51.3331333333,47.1342666667,36.5766666667,6.88233333333,10.921,33.6615333333,9.67600000001
621.28,11.8033333333,55.8937333334,51.258,47.0316,36.6101333333,6.84723333333,10.8758666667,33.6864666667,9.64146666667
621.62,11.7854666667,55.8911333333,51.2655333333,47.0312,36.6976666667,6.8572,10.8846666667,33.7777333333,9.63680000001
621.95,11.7989333333,55.8852666667,51.2828666667,47.0176666667,36.8101333333,6.8654,10.9162,33.8730666667,9.63926666667
622.28,11.7997333333,55.879,51.2622666667,47.0172,36.9229333333,6.8418,10.919,33.955,9.63933333332
