wavelength,Back_CneRubf,Belly_CneRubf,Breast_CneRubf,Crissum_CneRubf,Crown_CneRubf,DorTail_CneRubf,Rump_CneRubf,Throat_CneRubf,WingTip_CneRubf
188.67,-502.936411111,-459.523933333,-574.761933333,-364.523766667,-546.190466667,-539.999933333,-546.918764706,-556.666666667,-612.8572
189.05,-427.385622222,-399.999933333,-476.470566667,-318.627533333,-462.353,-454.901866667,-439.976901961,-476.470533333,-538.0392
189.43,-141.694444445,-131.666666667,-160.583333333,-93.8333333333,-146.666666666,-149.333333333,-140.62745098,-161.833333333,-187.5
189.81,-113.762555555,-88.3334666665,-126.060633333,-71.1364,-108.0302,-119.2424,-113.146192157,-130.606066667,-149.697
190.19,-176.595144444,-138.279666667,-195.2688,-123.978533333,-171.612933333,-181.290333333,-175.964627451,-196.344066667,-229.032333333
190.57,-281.377777778,-216.266666667,-306.133333333,-205.066666667,-258.4,-277.333333333,-260.470588235,-310.933333333,-330.4
190.95,-124.036266667,-88.4352666666,-138.163333333,-85.4420666667,-103.809533333,-119.319733333,-118.631439216,-139.999933334,-148.0272
191.33,-176.5432,-119.259266667,-187.1297,-107.4074,-137.963,-176.296266667,-161.002223529,-186.852,-204.259266667
191.71,-211.470644444,-158.823533333,-218.1372,-115.588233333,-168.823533333,-205.097933333,-198.431439216,-214.901933333,-251.7646
192.09,-375.767155556,-290.158733333,-374.285666667,-205.873066666,-295.8732,-371.746,-342.446372549,-379.047533333,-440.635
192.47,-369.444355556,-291.818133333,-351.515133333,-219.8486,-292.727266667,-380.909133333,-334.260278431,-368.787866667,-434.2424
192.85,-469.236111111,-374.583333333,-439.166666667,-237.916666666,-355.833333333,-484.166666667,-433.848039216,-462.083333333,-545.0
193.23,944.333333333,773.333333334,862.666666667,542.333333333,758.0,951.333333333,921.411764706,944.666666667,1002.0
193.61,355.592611111,285.3334,329.555566667,228.666766667,294.000066666,356.666666667,359.241882353,345.555666667,392.2222
193.99,468.148222222,387.500133333,433.749966667,310.138933333,404.1666,462.777666667,466.323517647,448.888933334,527.7776
194.37,721.875,617.083333333,668.958333333,475.208333333,612.083333333,735.416666667,725.68627451,677.916666667,789.166666667
194.75,-4709.44444444,-4016.66666667,-4391.66666667,-3205.0,-4200.0,-5053.33333333,-5071.96078431,-4463.33333333,-5423.33333333
195.13,-1270.9523,-1064.76193333,-1180.00003333,-883.809466666,-1141.90486667,-1359.04766667,-1337.25487059,-1140.95246667,-1487.61906667
195.51,-1190.27777778,-1040.83333333,-1131.25,-952.083333335,-1082.5,-1272.5,-1286.2745098,-1076.66666667,-1403.33333333
195.89,-1672.44444444,-1490.66666667,-1596.0,-1414.66666667,-1522.66666667,-1860.0,-1796.23529412,-1541.33333333,-2034.66666667
196.27,-430.740766667,-370.7406,-438.888966667,-367.4074,-412.962866667,-477.037066667,-484.705901961,-386.666533333,-535.1852
196.65,-879.722222221,-725.000000001,-958.75,-773.750000001,-856.666666667,-1000.83333333,-1026.07843137,-790.833333333,-1110.0
197.03,1413.33333333,1189.33333333,1651.33333333,1342.66666667,1366.66666667,1652.0,1672.23529412,1284.0,1829.33333333
197.40,-343.194444444,-274.166666667,-421.875,-348.125,-317.083333333,-432.5,-417.818627451,-282.5,-495.416666667
197.78,-190.384622222,-155.384666667,-239.8717,-201.025633333,-175.641,-263.589866667,-235.037552941,-167.435933333,-271.0258
198.16,-472.323222222,-384.848333333,-581.212233333,-532.424299999,-423.636266666,-669.697000001,-557.6828,-421.212133333,-609.0908
198.54,1254.44444445,1003.33333333,1508.33333333,1569.16666667,1165.0,1948.33333333,1520.68627451,1131.66666667,1708.33333333
198.92,212.896877778,174.285666667,229.404733333,238.809433333,179.523866667,315.952333333,237.423019608,182.143,268.333333333
199.30,178.348377778,149.009066667,190.090166667,195.405433333,161.801866667,270.810866667,200.392207843,162.1622,211.531533333
199.68,151.002644445,125.2034,153.333333333,155.8536,136.2602,234.471466667,166.609243137,130.243933333,173.333266667
200.06,226.631944444,176.458333333,226.979166667,226.5625,207.083333333,339.166666667,246.801470588,196.666666667,242.083333333
200.44,247.2222,188.0954,237.976066667,245.9523,211.4284,381.190466667,255.238156863,204.2856,255.0
200.82,298.019311111,220.579666667,283.623233333,294.0579,246.086933333,450.434733333,306.598572549,231.014466667,293.623133333
201.19,303.939344444,212.727333333,272.727366667,280.909066667,243.9394,446.060533334,305.454466667,237.878733333,280.303066667
201.57,311.403533334,219.999933333,307.719166667,313.158066667,266.666733333,497.543866667,337.254917647,247.017666667,284.210466667
201.95,285.613966667,198.5966,267.017466667,266.842133333,231.228066667,457.894733333,316.98667451,186.666666667,254.386066667
202.33,293.925966667,192.888933333,270.6668,273.7778,238.666533333,523.5556,341.516364706,177.7776,268.444533333
202.71,561.111188889,273.3334,490.555499999,467.777733334,383.333333333,1079.99993333,668.039196078,316.666733333,441.111066667
203.09,-138.666688889,-16.8889333334,-97.3332666668,-83.3332666665,-60.8888666667,-324.000066667,-172.287678431,-20.0000000001,-66.6666666665
203.47,-38.3091777777,40.2899333333,3.47813333326,-5.07250000006,24.6378,-154.4928,-47.9113450981,51.8840666665,11.3044666667
203.85,-55.6790666666,33.7036666668,6.6666666666,-22.0369666667,28.8888666667,-189.259266667,-58.7364352942,74.4444666667,6.29633333334
204.22,-26.2963111111,101.481466667,109.629866667,21.1112333335,100.0,-271.851866667,-47.320290196,277.036866666,82.2222000001
204.60,-9.7530333332,105.185266667,162.222166667,-4.81479999994,102.963,-250.3704,-35.9913686274,279.999933333,68.1482666666
204.98,-0.37031111126,72.2224000002,252.777733333,-6.11106666674,86.6666000001,-420.000066667,-76.2089647057,326.6666,22.2221333332
205.36,14.2592222221,19.2593333334,98.5184333333,-29.2592333333,31.8518666667,-158.888933333,-10.3485960786,125.926066667,-2.22226666674
205.74,57.2222222222,81.25,171.875,39.5833333333,89.1666666666,-110.416666667,52.8431372549,196.25,33.3333333333
206.12,54.4445333334,67.8260666665,117.971066667,27.5361333333,48.9853333334,-65.5073333334,44.5523725491,123.4782,38.5507333334
206.50,47.6471333334,58.6274666667,82.1568666666,31.8628333333,36.4705333334,-32.1568666666,36.2860509803,90.9804666667,33.1371999999
206.87,35.7531222222,42.5184666666,59.0370666667,19.8519,22.6667333333,-23.5556,30.7103843137,77.1850666665,19.2593333333
207.25,33.3590888889,37.9845333333,52.8682333333,17.9845333333,13.6434666667,-28.3720666667,32.0291098039,76.2790666666,7.2868
207.63,34.9708111111,36.6667333334,56.0525333333,19.7368,8.77186666667,-31.4034666667,27.0072941177,83.3334,1.05273333334
208.01,49.9055333333,55.4610000001,61.7729666666,39.7162,24.9645333333,-8.0850666666,41.7939568627,84.1133333333,28.9360666667
208.39,49.7058555555,65.2942666667,67.8431999999,33.7254333333,35.0981333334,-30.7843999999,48.812117647,92.5488666666,19.4118666667
208.77,68.0770444445,92.3076666666,94.4871333333,52.1795000001,51.7948666667,-33.0769999999,72.6094784313,130.256333334,41.2822000001
209.14,78.9841555556,117.7142,104.380833333,74.4761666667,86.0952666667,15.9999999999,95.8318627451,140.380933333,73.9048
209.52,82.4127666667,130.285866667,97.1429333333,92.7618666667,87.4286000001,19.8095333334,94.4425882354,141.142933334,85.5238
209.90,70.9567666667,115.000066667,86.4815333334,82.1295333333,77.7777333333,13.5185333335,74.6295215687,119.629666667,79.4443333333
210.28,102.253066667,150.740666667,121.3889,117.4074,117.5926,52.2222,106.122094118,161.666733333,104.999933333
210.66,109.365011111,160.571266667,136.7618,132.762,139.238133333,63.0475333334,118.913172549,176.000066667,115.999866667
211.03,120.609333333,178.924733333,147.9571,161.7205,162.365466667,72.9033333333,125.679952941,191.6128,137.419266667
211.41,132.654422222,177.5926,148.8889,154.537033333,165.370333333,85.5554000001,125.043596078,189.259133333,149.259266667
211.79,122.351522222,157.8294,137.2092,136.666866666,148.9924,84.1860666666,119.024031373,160.775133333,142.635666667
212.17,132.033122222,158.439666667,148.7942,141.914966667,151.489333333,88.7943333335,125.231670588,165.2484,143.687866667
212.55,122.087455555,136.1616,133.636433333,130.202033333,128.2828,91.5150666669,115.454631373,148.0808,133.535466667
212.92,123.754155556,135.959666667,130.353466667,130.7576,126.1616,92.2221999999,115.828788235,149.999866667,134.7476
213.30,122.921211111,127.311866667,129.999966667,127.849433333,115.591333333,83.8709333333,113.826654902,145.591333334,129.892533333
213.68,131.388977778,129.000066667,144.833433333,130.2224,120.555466667,90.8888,121.163352941,155.111133333,135.666733333
214.06,118.523822222,120.0954,130.809533333,120.476166667,104.190466667,81.9048,114.717231372,144.6666,122.285733333
214.44,107.791455556,105.772466667,118.739966667,107.886333333,90.9756,73.1706666666,105.035839216,130.406533333,110.975533333
214.81,98.4494777777,91.0078666666,107.093066667,95.8915333333,77.6744666667,64.8837333334,92.1888235294,119.534866667,99.6899333333
215.19,99.8484888889,91.8182000001,109.545633333,98.8636000001,76.2120666667,68.7122000001,94.4029372549,119.621133333,98.5608
215.57,102.2374,93.5159333333,118.812766667,101.2786,72.1461333332,68.7671333333,97.2389137255,122.557066667,98.9041333333
215.95,102.239911111,97.5662,121.1112,105.185333333,69.6295333333,67.3015999999,96.0410627452,130.581866667,94.6030666667
216.32,95.5210777778,92.7084000001,105.468933333,95.1042666665,68.1252666667,66.4583999999,90.9132352942,123.021066667,87.9167333334
216.70,81.6474999999,82.9885333333,92.0115333333,83.0458666667,56.2068,52.9884,78.1068117649,111.034533333,73.6782666666
217.08,73.6436555556,70.5881333333,82.1567333333,73.3332666667,49.2156666667,46.6666666667,65.7842823529,94.1176666666,62.0587999999
217.46,81.1749666666,79.0806,85.0191666667,71.3026,62.7586666666,55.9388,69.3621686275,95.3256666666,70.498
217.83,79.3180111112,80.0,84.6533999999,74.0595666667,65.6106,59.802,71.0075294118,89.4389333333,68.5809333334
218.21,81.8835888889,81.0159333333,86.6350000001,78.1588666667,72.1269333333,64.5714666667,74.9131215686,87.2381999999,71.1746666666
218.59,79.8208777778,81.7205333333,85.3046666667,78.4588,71.3261999999,62.6522666667,75.1760901961,84.3010666667,68.3153333334
218.97,93.9095222221,100.411666667,99.4650333333,91.5637666666,84.5267333333,75.2264666667,88.6662392158,97.0369333333,77.9424666667
219.34,99.3650999999,110.476133333,104.718666667,92.8570666666,93.0734666668,80.6926,96.7302431373,107.5324,85.2814
219.72,90.9135333333,106.4444,94.4815,88.2222333334,91.3333333333,77.5556666666,88.9455058825,99.7777333333,83.9998666666
220.10,92.6939111113,105.786,94.1510666667,91.0690999999,93.2704,76.3522666666,90.6585019607,96.2263333333,86.5408666667
220.47,89.7475111112,103.757466667,93.5454666667,91.1818666667,88.8483999999,74.6060666667,90.1497490197,91.2727333333,86.0605333334
220.85,83.2644555554,94.0570666667,86.1498333333,84.5221,78.8114,68.5271333333,82.6234901962,81.2919333333,77.6744666666
221.23,82.7199999999,95.6266666668,88.2933333333,86.4533333333,82.08,71.0933333333,86.6352941176,80.5866666667,83.52
221.61,74.5757333333,90.4847333333,84.3029666667,86.4545333333,77.1515333333,65.3332666667,82.4456156862,72.1818,78.2424
221.98,74.4237555556,88.6604,80.9970333333,87.6323,74.5171333333,64.7974,82.6021803922,74.0186666667,80.0
222.36,69.4391222221,82.4764,74.7936999999,79.7141666667,67.4920666667,58.4127333333,74.3079921569,70.7301333333,76.6984
222.74,72.8742444445,91.5216666666,83.7681666667,83.4056333333,73.9130666667,59.8551333333,76.5898156862,73.6232,84.9999333334
223.11,62.5996555555,79.2881999999,73.5922333334,72.7509333334,66.7313333333,52.8154666667,67.5232745098,64.207,79.6116
223.49,63.9444444444,76.8666666667,74.7666666667,71.1666666667,65.6,52.9333333333,65.8745098039,61.3333333333,80.8666666667
223.87,62.0876666667,70.5723333333,72.8282333333,71.0100333333,61.8855333333,46.1278,64.2383294118,61.6161333333,78.3837333333
224.24,59.0439777778,66.4341333333,71.8604666667,69.8061999999,55.9690666667,42.4031333333,58.6412313726,59.3022666667,76.5890666667
224.62,49.3020222222,52.4786,67.3931666667,66.9657333333,48.4616666667,33.5897333333,48.3811843137,50.0,69.9145333333
225.00,48.3852333333,52.5333333333,69.6889333333,68.2666999999,54.9332,34.3110666667,47.1215803922,50.4888666666,73.9557333333
225.38,36.6030888889,41.8096,61.9048,61.5239666667,38.5715333333,23.0474666667,29.5910156863,36.7619333333,56.762
225.75,35.3996666667,46.3160666667,61.7544,67.4854,32.7486666667,19.6492,26.425882353,36.959,63.1579333333
226.13,4.26897777777,23.041,36.4327,40.4092666667,8.18713333335,-1.52046666669,-3.24038431372,10.1754666667,36.1402
226.51,-8.9606777778,6.12900000001,21.7204333333,27.0966333333,-7.84940000001,-13.2258666667,-10.7718352941,-7.74180000001,17.5268666667
226.88,-1.48148888889,4.23613333333,15.868,21.4582333333,-4.861,-1.6668,-1.02528235293,0.90273333334,12.9862666667
227.26,-1.06363333335,4.72933333333,11.8233,20.0854,-6.89459999999,0.05693333334,0.308309803922,1.36760000001,9.00286666667
227.64,0.485599999992,7.98399999999,11.1576666667,18.2235333333,-3.07380000001,2.51486666666,3.94741960784,3.992,9.46106666667
228.01,1.77667777778,8.11866666667,11.2211666667,15.5774333333,-2.87133333333,5.94053333333,4.73310980393,3.33339999999,7.68986666667
228.39,2.61282222221,7.81246666667,9.21879999999,12.3047666667,-2.2916,6.43226666666,5.05061960783,2.81233333333,8.15106666667
228.76,3.33715555557,8.27573333333,7.40226666668,9.93086666666,-2.368,7.2414,3.5646627451,3.26433333334,7.95406666667
229.14,3.66727777779,7.4206,6.36926666667,7.83740000001,-2.16266666667,7.36106666667,2.44734117646,3.96826666666,7.381
229.52,7.08879999999,11.0817333333,8.68943333334,10.6508,2.69133333333,10.3958,6.16691372548,8.17959999999,10.4837333333
229.89,8.60711111111,12.0968666667,10.6572333333,11.8467666667,4.60086666667,11.8624,8.08789019607,9.40526666665,11.0485333333
230.27,7.97255555556,11.0561333333,9.85013333333,10.3295,4.045,11.2060666667,7.39990196078,7.58066666667,10.1872
230.65,10.1590555555,13.7464,11.9872333333,12.2578666667,7.20786666667,13.4615333333,9.43375294118,10.1139333333,13.0199333333
231.02,10.0664444445,13.4186666667,11.5098,11.7663666667,7.32193333333,12.7777333333,9.04386274511,9.51560000001,12.9343333333
231.40,10.1734222222,13.4779333333,11.5039666667,10.6291666667,7.82366666667,12.1329333333,8.55172941176,8.63333333332,13.0874
231.78,10.7022555556,12.5206666667,11.1813333334,10.2783333333,7.93060000001,11.9488,8.05379607844,8.02093333333,12.4302
232.15,10.0519333333,12.2897333333,10.0233666667,8.61386666666,8.05300000001,11.1372666667,7.20537647059,7.41433333333,12.6635333333
232.53,11.4580888889,13.1236666666,11.4448333333,9.59656666666,10.0565333333,12.7521333333,9.15164705883,8.92633333334,13.9145333333
232.90,11.7713333333,13.3014666667,11.7343666667,10.1591,11.1217333333,13.1583333333,10.5246392157,9.11686666667,13.8425333333
233.28,12.6195888889,13.1318666667,12.0738666667,10.5709,11.7884666667,14.2568666667,11.5573333333,8.86666666667,14.7944
233.66,12.5252222222,12.4242666666,11.3469333333,10.0336333333,11.3467333333,14.3097333333,11.0961568627,8.468,14.1751333333
234.03,10.13,9.20393333334,8.83083333333,7.99326666667,9.43613333333,11.9900666667,8.47931372548,7.13086666667,12.1726
234.41,12.2408555556,11.0631333333,10.6235,10.3598333333,12.0064,13.3973333333,10.4245607843,9.54433333334,13.9888666667
234.78,8.33885555556,6.188,6.7904,5.70126666667,7.62380000001,9.70306666667,6.08127843136,5.06593333333,9.868
235.16,6.80133333334,4.86406666666,5.983,4.67753333334,6.52686666667,8.84226666667,5.27096078431,4.81753333334,9.19973333334
235.54,8.43954444444,6.52186666666,9.12323333334,7.06529999999,8.89839999999,11.3623333333,7.92838039216,8.4202,11.4929333333
235.91,8.05383333333,6.86300000001,9.61396666667,7.56506666667,9.47373333333,11.3823333333,8.24431372548,9.30526666667,11.9018
236.29,7.89338888889,6.12253333334,9.1972,8.04746666666,8.44906666666,11.3876666667,8.42334509805,9.45579999999,11.5510666667
236.66,4.01631111111,2.48433333333,5.33336666667,4.32299999999,4.1264,7.77553333334,4.49939607843,5.85253333334,8.19653333333
237.04,1.68497777778,0.573933333335,3.39943333333,1.8322,1.26566666667,5.71019999999,1.75744705882,3.81166666667,6.07800000001
237.41,-0.794455555556,-0.482466666667,2.03216666666,1.51306666667,-0.7602,3.96193333334,0.693160784314,2.41213333333,3.99113333333
237.79,-2.13963333333,-2.071,1.02123333333,-0.220033333333,-2.68086666667,2.55306666667,-0.337878431372,1.07813333333,2.65246666667
238.17,-2.24882222222,-2.353,0.065333333334,-1.0383,-2.55633333333,2.36746666667,-0.446098039214,0.856933333334,2.135
238.54,-2.31473333333,-2.5784,-0.6838,-1.04693333333,-3.49,2.52146666667,-0.439062745099,0.569866666666,2.4786
238.92,-1.12662222222,-1.15073333333,-0.0662,0.687833333335,-2.79093333333,3.99473333333,0.479329411765,1.3756,4.20646666667
239.29,-1.51013333333,-1.76313333333,-1.2677,0.527766666667,-4.0154,3.74513333333,-0.621568627453,-0.090133333332,3.46206666667
239.67,-3.22073333333,-3.292,-3.9965,-1.2612,-6.1456,2.03673333333,-2.87954901961,-2.98393333333,0.757866666666
240.04,-3.96754444445,-4.05666666667,-4.8899,-2.9979,-7.00213333332,1.4046,-4.15048627451,-3.92033333333,-0.597600000001
240.42,-2.90295555556,-2.81606666667,-3.37816666667,-2.3617,-5.37106666667,2.11426666667,-3.6945254902,-3.21173333333,0.206933333334
240.79,-0.745477777778,-0.946933333333,-1.37796666667,-0.500433333333,-2.84833333333,4.2648,-2.12476470588,-1.04693333333,1.80133333333
241.17,0.714288888888,0.2572,0.372466666665,0.771600000001,-0.942933333333,5.30166666667,-0.317682352942,0.494533333334,3.25106666667
241.54,1.41637777778,0.674199999999,0.491133333334,0.807866666667,0.0291333333326,5.70766666666,0.0591607843134,0.889333333333,3.621
241.92,1.84005555555,0.947133333333,0.755533333333,0.986899999999,0.861933333334,5.77826666667,0.444407843137,0.989733333331,4.2192
242.29,2.3945,1.70906666667,1.48093333333,1.5853,1.35466666667,6.4238,0.795725490197,1.40326666667,5.09326666667
242.67,2.34165555556,1.74633333333,1.51543333333,1.62166666667,1.59393333333,6.348,0.648439215687,1.63553333333,5.02193333333
243.05,2.7062,2.29526666667,2.0312,1.93966666667,2.46526666667,6.89486666667,1.22688627451,2.29546666667,5.18126666667
243.42,4.26751111111,3.718,3.5889,3.2302,4.24666666667,7.9562,2.79382745098,4.01033333334,6.5592
243.80,4.53551111111,3.78586666667,3.7687,3.64506666667,4.4644,8.10066666667,2.90984313726,4.362,6.93553333333
244.17,5.07608888889,4.1742,4.1361,4.30066666667,4.96833333333,8.43679999999,3.39003137255,4.78666666667,7.71446666666
244.55,5.40473333333,4.3638,4.14683333333,4.63073333333,5.4026,8.66093333333,3.86422745098,5.1272,8.16020000001
244.92,5.5563,4.6558,4.45643333333,4.80743333333,5.77306666667,8.86886666667,4.26406666667,5.30613333333,8.68926666668
245.30,5.27534444445,4.47166666667,4.107,4.40693333333,5.52286666667,8.49893333333,3.93225882353,5.26373333333,8.584
245.67,5.33475555555,4.5178,4.42496666667,4.42686666667,5.5682,8.61653333333,3.94663529412,5.55786666667,9.04906666667
246.05,4.93164444444,4.29746666667,4.2737,4.25483333333,5.1134,8.4752,3.65878431372,5.56386666667,8.72086666667
246.42,4.8417,4.06713333333,4.11833333333,4.13273333333,5.0242,8.36173333334,3.62455686275,5.5492,8.54266666666
246.79,4.6078,3.69393333333,3.88216666667,3.7341,4.70806666667,8.13286666667,3.47554117647,5.21126666666,8.39653333333
247.17,4.2788,3.21633333333,3.54856666667,3.46813333333,4.18833333333,7.669,3.19783137255,4.9238,8.24080000001
247.54,3.51707777778,2.60173333333,2.80773333333,2.81136666667,3.4568,7.21646666667,2.5482117647,4.317,7.63326666667
247.92,3.34234444445,2.49886666667,2.60766666667,2.53423333333,3.30513333333,6.97873333333,2.45174117647,4.23646666667,7.52246666667
248.29,3.4117,2.6406,2.70686666667,2.5591,3.346,7.0416,2.63635294117,4.4288,7.50246666667
248.67,3.207,2.4108,2.46596666667,2.2853,3.04686666667,6.82393333333,2.3943372549,4.28646666667,7.2864
249.04,3.10053333333,2.29186666667,2.34166666667,2.38063333333,2.88986666667,6.7274,2.30875294118,4.3602,7.1018
249.42,3.27906666667,2.49453333333,2.4763,2.74653333333,2.97273333333,7.06993333333,2.47992941176,4.54706666667,7.16826666667
249.79,2.73067777778,2.17033333333,2.04106666667,2.3718,2.415,6.59433333333,2.12322352941,4.13793333333,6.49433333334
250.17,2.72161111111,2.12833333333,1.9323,2.46816666667,2.34693333333,6.514,2.08859607843,4.15206666667,6.41226666667
250.54,2.51537777778,2.14473333333,1.90033333333,2.27703333333,2.14466666667,6.35386666667,2.05859607843,4.10086666666,6.4274
250.92,2.41053333333,2.2164,1.81526666667,2.1396,1.9672,6.25,1.89356078431,4.13246666667,6.26006666667
251.29,2.61071111111,2.53126666667,1.92256666667,2.354,2.37366666667,6.27993333333,1.86944705882,4.23546666667,6.20826666667
251.66,3.29907777778,3.12906666667,2.4894,2.88653333333,3.13293333333,6.76586666667,2.29396470588,4.71406666667,6.80626666667
252.04,3.24141111111,3.16533333333,2.55506666667,2.64843333333,3.13553333333,6.7712,2.08931372549,4.45673333333,6.64813333333
252.41,2.76971111111,2.65126666667,2.0825,2.1864,2.77046666667,6.34013333333,1.46369411765,3.658,6.19026666667
252.79,3.1104,3.2438,2.6236,2.71883333333,3.1778,6.6394,1.80714901961,3.9596,6.44886666667
253.16,3.46156666667,3.6478,2.88603333333,2.8608,3.47973333333,6.78773333333,2.07064313725,4.21793333333,6.87746666667
253.54,3.56193333333,3.80553333333,3.02933333333,2.9263,3.52493333333,6.84046666667,2.20185098039,4.36286666667,7.19633333333
253.91,4.35907777778,4.51133333333,3.54933333333,3.6512,4.21926666667,7.50240000001,2.74833333333,4.93113333333,7.81053333333
254.28,4.37933333333,4.70373333333,3.5843,3.5966,4.4074,7.66253333333,3.0012,4.8766,7.95473333333
254.66,3.74038888889,3.93413333333,2.96676666667,3.09253333333,3.7866,7.06133333333,2.40239215686,3.9686,7.04846666667
255.03,3.66353333333,3.98913333333,3.05103333333,3.33103333333,3.80693333333,6.99006666667,2.61004313725,3.83873333333,7.08573333333
255.41,3.45824444444,3.8198,3.0998,3.1999,3.51926666667,7.09113333333,2.76817254902,3.81033333333,6.83826666667
255.78,2.0046,2.49873333333,2.08883333333,2.35983333333,2.01193333333,5.89666666666,1.58769803922,2.52366666667,5.5488
256.15,2.08607777778,2.53426666667,2.16576666667,2.81806666667,1.94166666667,5.8552,1.57001960784,2.609,5.78546666667
256.53,3.4124,4.08706666667,3.3476,4.20906666667,3.0246,6.98733333333,2.81936078431,4.18273333333,6.90593333334
256.90,3.2534,3.8578,3.18656666667,4.17333333333,2.89333333333,7.08893333333,2.82224705882,4.28446666667,6.85313333334
257.28,2.88261111111,3.20413333333,2.78773333333,3.4974,2.62153333333,6.7446,2.48231372549,3.8934,6.47393333333
257.65,3.01074444444,3.05146666667,2.6886,3.34243333333,2.81686666667,6.74973333333,2.6040745098,4.09546666667,6.42833333333
258.02,3.12785555555,3.0976,2.8646,3.27266666667,2.90206666667,6.70393333333,2.79595294118,4.40413333333,6.75666666667
258.40,3.63461111111,3.56786666667,3.20876666667,3.73096666667,3.33986666667,7.0484,3.18132156863,4.89333333333,7.22073333334
258.77,4.2525,4.11693333333,3.54843333333,4.1968,3.8328,7.4988,3.72403921569,5.5016,7.74846666667
259.15,4.56383333333,4.3544,3.72516666667,4.4008,4.1604,7.797,3.96569803922,5.82293333333,7.94339999999
259.52,4.60472222222,4.35546666667,3.69966666667,4.30253333333,4.13786666667,7.7588,3.90294117647,5.78846666667,7.96513333333
259.89,4.80052222222,4.57486666667,3.9527,4.35543333333,4.35533333333,7.93566666667,4.21077647059,6.0544,8.12139999999
260.27,4.84237777778,4.592,3.9896,4.414,4.4728,7.98753333333,4.39519607843,6.17153333333,8.07940000001
260.64,4.50675555556,4.17933333333,3.65273333333,4.10733333333,4.2114,7.73346666667,4.21150980392,5.76113333333,7.84726666667
261.01,4.45095555556,4.15373333333,3.65566666667,3.9645,4.17733333333,7.62093333334,4.13591764706,5.6772,7.77573333333
