wavelength,Back_DigBrum,Belly_DigBrum,Breast_DigBrum,Crissum_DigBrum,Crown_DigBrum,DorTail_DigBrum,Patch10_DigBrum,Patch11_DigBrum,Rump_DigBrum,Throat_DigBrum,WingTip_DigBrum
580.97,6.173,16.1951333333,14.3452,17.273,6.95226666667,6.92793333333,21.2625333333,22.8950666667,12.4096666667,6.409,7.4012
581.31,6.14953333333,16.1846666667,14.3600666667,17.289,6.94366666666,6.91373333333,21.2222,22.8749333333,12.3806666667,6.3804,7.38873333333
581.65,6.16066666667,16.2382,14.4146666667,17.3338,6.95113333333,6.93626666667,21.2679333333,22.9052,12.3848666667,6.42566666667,7.3904
581.98,6.0916,16.1814,14.3908666667,17.3142666667,6.90333333333,6.84626666667,21.1901333333,22.7951333333,12.2989333334,6.3398,7.31673333333
582.32,6.0872,16.2098,14.4113333333,17.3585333333,6.91413333333,6.8596,21.1858666667,22.8046,12.3158,6.3556,7.295
582.66,6.10493333333,16.298,14.4884,17.4232,6.94006666666,6.9,21.2332,22.8596666667,12.3681333333,6.37726666667,7.3084
583.00,6.094,16.275,14.4562,17.4130666667,6.91899999999,6.89646666667,21.1941333333,22.8208,12.3271333333,6.3784,7.2814
583.34,6.09166666667,16.3523333333,14.5164666667,17.4691333333,6.94513333333,6.9028,21.189,22.8409333333,12.3065333333,6.39306666666,7.28633333333
583.68,6.108,16.4255333333,14.5388666667,17.5326666667,6.94926666667,6.92893333333,21.2097333333,22.8465333333,12.3143333333,6.4326,7.30566666667
584.01,6.08026666667,16.4625333334,14.5591333333,17.5803333333,6.91853333333,6.8948,21.2197333333,22.8772,12.2938,6.42366666667,7.2826
584.35,6.11226666667,16.5480666666,14.6162666667,17.674,6.96673333333,6.94953333333,21.2825333333,22.9154666667,12.3348666667,6.46126666667,7.30553333333
584.69,6.16106666667,16.6879333333,14.7210666667,17.7698666667,7.00273333333,7.007,21.3566666667,22.9950666667,12.3891333333,6.52213333333,7.34026666667
585.03,6.193,16.7747333333,14.7841333333,17.8371333333,7.03800000001,7.0558,21.3968666667,23.0224666667,12.4398666667,6.572,7.37666666666
585.37,6.20993333333,16.8482,14.8098,17.8895333333,7.08040000001,7.07826666667,21.4197333333,23.0573333334,12.4633333333,6.573,7.3914
585.70,6.1944,16.8407333333,14.8108,17.8985333333,7.03386666666,7.05813333333,21.4079333333,23.0774666667,12.4598666667,6.58386666667,7.39486666667
586.04,6.17933333333,16.8670666667,14.8365333333,17.8920666667,7.01066666667,7.04106666666,21.3863333333,23.0616,12.4476666667,6.58386666667,7.4124
586.38,6.2212,16.9055333333,14.8919333333,17.9664666667,7.04946666666,7.0536,21.3556666667,23.0688,12.4468,6.64326666667,7.44546666667
586.72,6.33113333333,17.0754666667,15.082,18.1553333333,7.1466,7.14113333333,21.4482666667,23.1776,12.5869333333,6.7632,7.56773333333
587.06,6.30346666667,17.0398666667,15.0497333333,18.0969333333,7.09213333334,7.09646666667,21.3548666667,23.0908,12.5512666667,6.72346666667,7.56333333333
587.39,6.2998,17.0434,15.0758,18.0982,7.10826666666,7.06593333333,21.3206666667,23.0606,12.5356,6.6982,7.52773333333
587.73,6.30426666667,17.0899333333,15.1685333333,18.1438,7.13486666667,7.09553333333,21.3243333333,23.1080666667,12.5619333333,6.71293333333,7.581
588.07,6.30926666667,17.1002,15.2129333333,18.1536666667,7.11693333333,7.06413333333,21.3096666666,23.0932,12.5777333333,6.703,7.58353333333
588.41,6.26006666667,17.0852666667,15.2076666667,18.1756,7.07260000001,7.02093333333,21.2822,23.0703333333,12.5607333333,6.64666666667,7.56313333333
588.74,6.24986666667,17.0846,15.2182,18.1723333333,7.02046666667,6.9874,21.2621333333,23.0371333333,12.5288,6.6226,7.54266666667
589.08,6.20313333333,17.0800666667,15.2132666667,18.1944,6.98293333334,6.95486666667,21.1969333333,22.9686,12.5062666667,6.59966666667,7.51106666667
589.42,6.237,17.1655333333,15.3161333333,18.2392666667,7.02906666666,6.99986666667,21.1915333333,22.9500666666,12.5003333333,6.63146666667,7.53673333333
589.76,6.24273333333,17.2266,15.3522,18.3146,7.0482,7.01646666667,21.2093333333,22.9766,12.5096,6.6384,7.5408
590.09,6.22713333333,17.3062666667,15.3867333333,18.3606,7.04053333333,7.01766666667,21.2460666667,22.9784,12.5357333333,6.63986666667,7.52546666667
590.43,6.1242,17.2220666667,15.2908,18.2410666667,6.9476,6.92006666667,21.1167333334,22.8268,12.3837333333,6.51173333333,7.39673333333
590.77,6.10813333333,17.2552,15.2906,18.2814666667,6.92719999999,6.91133333333,21.122,22.8211333333,12.3676666667,6.4978,7.37453333333
591.11,6.09133333333,17.3248666667,15.337,18.3487333333,6.91740000001,6.90466666667,21.1208666667,22.8807333333,12.3562666667,6.49866666667,7.38966666667
591.44,6.05886666667,17.2712,15.2706666667,18.3534,6.85880000001,6.83986666667,21.0594666667,22.8119333333,12.266,6.44953333333,7.30966666667
591.78,6.02433333333,17.2917333334,15.2655333333,18.3657333333,6.86799999999,6.83233333333,21.0652666667,22.7754666667,12.2302,6.42046666667,7.2928
592.12,6.00133333334,17.2623333333,15.2692,18.3511333333,6.82026666666,6.80313333333,20.9802666667,22.6531333333,12.1613333333,6.36926666667,7.25113333333
592.46,5.98333333333,17.3459333333,15.3068,18.4172,6.82093333333,6.81413333333,21.0184666667,22.6899333333,12.1573333333,6.37653333333,7.25006666667
592.79,5.93333333333,17.3784666667,15.3258,18.4006666667,6.75179999999,6.771,21.0174666667,22.6645333333,12.1273333333,6.32526666667,7.2122
593.13,5.865,17.3467333333,15.2769333333,18.3831333333,6.66746666667,6.71326666667,20.9805333333,22.617,12.0883333333,6.25413333333,7.1454
593.47,5.83826666667,17.3520666667,15.3138,18.4244,6.64499999999,6.6828,20.965,22.6256666667,12.0722,6.234,7.13606666667
593.80,5.81833333333,17.2966,15.3124,18.4218666667,6.63713333334,6.6614,20.8844,22.5829333334,12.0258,6.19493333334,7.13973333333
594.14,5.8694,17.3962,15.3992,18.5376666667,6.674,6.70406666667,20.9688666667,22.6990666667,12.0928666667,6.25753333333,7.19373333333
594.48,5.89266666667,17.4850666667,15.5028,18.6242,6.72393333333,6.72673333333,21.0026666667,22.7562666667,12.1172,6.2752,7.21146666667
594.81,5.9152,17.5464666667,15.5754,18.6778,6.72100000001,6.75066666667,21.0422666667,22.7461333333,12.1545333334,6.3032,7.23666666667
595.15,5.98633333333,17.7084666667,15.6901333333,18.7754666667,6.79346666666,6.84766666667,21.1321333333,22.8186,12.2380666667,6.38113333333,7.3116
595.49,5.96486666667,17.7591333333,15.7176666667,18.8224666667,6.75353333333,6.82733333333,21.1067333333,22.8482,12.2180666667,6.3686,7.3068
595.82,6.05993333334,17.9065333333,15.8236666667,18.9559333333,6.85113333333,6.92333333333,21.2165333334,23.0072666667,12.3226666667,6.48626666667,7.41226666667
596.16,6.10046666667,17.9773333333,15.8884666667,19.0286,6.89733333333,6.9684,21.2461333333,23.0889333333,12.3668666667,6.5104,7.4562
596.50,6.1812,18.0784666667,15.9794,19.1642666667,6.98533333333,7.0354,21.3072,23.1857333334,12.4266,6.59226666667,7.53273333333
596.83,6.2456,18.2000666666,16.0798666666,19.2734666667,7.04693333333,7.10113333333,21.3912666667,23.2574,12.4844666667,6.6472,7.5982
597.17,6.27573333333,18.2576666667,16.0745333333,19.2962,7.05793333333,7.12906666667,21.3797333333,23.2538666666,12.4994666667,6.66453333333,7.63013333333
597.51,6.33626666667,18.3535333333,16.1371333333,19.3634666667,7.10780000001,7.15926666667,21.4426666667,23.3028,12.5414,6.72086666667,7.6846
597.84,6.3828,18.4352666667,16.219,19.4306,7.17919999999,7.2288,21.4930666667,23.3329333333,12.5888666667,6.77166666667,7.76
598.18,6.44806666667,18.4957333333,16.2629333333,19.5328,7.20573333334,7.2714,21.5455333333,23.3530666667,12.6414,6.8382,7.81213333333
598.52,6.50893333333,18.58,16.3217333333,19.6186,7.26320000001,7.33226666667,21.5773333333,23.4034,12.6912,6.89013333333,7.86593333334
598.85,6.5374,18.6203333333,16.3696666667,19.6752,7.28619999999,7.351,21.5943333333,23.4446,12.7355333333,6.93246666667,7.90086666667
599.19,6.59566666667,18.6850666667,16.4406666667,19.7454666667,7.35099999999,7.40293333333,21.616,23.4706,12.7510666667,6.99893333333,7.96233333333
599.53,6.569,18.6754,16.4467333333,19.7544,7.32986666667,7.35673333333,21.5960666667,23.4279333333,12.7110666667,6.96066666667,7.915
599.86,6.60346666667,18.7396,16.5052,19.8096666667,7.37613333333,7.369,21.6026666667,23.3869333333,12.6961333334,7.0026,7.9452
600.20,6.5956,18.7292666667,16.5351333333,19.8027333333,7.36906666666,7.36366666667,21.5712,23.3458666667,12.6704,6.97973333333,7.94006666667
600.53,6.57093333333,18.7656,16.5599333333,19.8406,7.37766666667,7.36526666667,21.5714,23.3499333333,12.6480666667,6.99346666667,7.94313333333
600.87,6.56426666667,18.8298666667,16.6456666667,19.8843333333,7.3782,7.36813333333,21.5896666667,23.3564666667,12.6566,7.00053333333,7.9284
601.21,6.52546666667,18.8416,16.6821333333,19.9019333333,7.33786666666,7.35646666667,21.5616,23.3457333333,12.6234,6.97533333333,7.88586666667
601.54,6.49513333333,18.8728,16.7264,19.9662666667,7.2864,7.31326666667,21.5518,23.3614,12.6053333333,6.91613333334,7.85966666667
601.88,6.4928,18.9383333333,16.8221333333,20.0145333334,7.28306666667,7.331,21.5886,23.4162666667,12.6219333333,6.92893333333,7.867
602.21,6.409,18.9391333333,16.8068,19.9985333333,7.23073333334,7.2508,21.5648666667,23.3689333333,12.5507333333,6.85593333333,7.793
602.55,6.2896,18.8858,16.777,19.9178666667,7.13486666666,7.1482,21.4613333333,23.2521333333,12.4278,6.7262,7.69546666667
602.88,6.24646666667,18.9052666667,16.8150666667,19.9576666667,7.08613333334,7.11166666667,21.4368666667,23.2436,12.4266666667,6.6822,7.64406666667
603.22,6.2012,18.906,16.8084,19.9372,7.05626666667,7.09846666666,21.3968,23.1926666667,12.4062666667,6.64646666667,7.6224
603.56,6.1776,18.9428666667,16.816,19.9428666667,7.01440000001,7.07946666667,21.4007333333,23.1948666667,12.4082666667,6.6248,7.59133333333
603.89,6.15553333333,18.9464,16.8130666667,19.9682666667,6.98253333334,7.03713333333,21.3616666667,23.1686,12.3622666667,6.61086666667,7.55386666667
604.23,6.21573333334,19.005,16.8445333333,20.0269333333,7.0036,7.06386666667,21.3728,23.1926,12.3800666667,6.6468,7.597
604.56,6.22633333333,19.0252666667,16.8922,20.0549333333,7.01966666666,7.0476,21.4111333333,23.2232666667,12.3678,6.6568,7.58753333333
604.90,6.24433333333,19.0918666667,16.9268666667,20.1124666667,7.03279999999,7.0596,21.4664,23.2442666667,12.3944666667,6.67433333333,7.61966666667
605.23,6.2528,19.1080666667,16.9314666667,20.1368666667,7.06740000001,7.10166666667,21.4442666667,23.2272,12.3937333333,6.71893333333,7.6342
605.57,6.2412,19.1199333333,16.9198,20.1502,7.06013333333,7.1068,21.4163333334,23.2207333333,12.3802666667,6.67686666667,7.62726666667
605.90,6.26733333333,19.1552,16.9778666667,20.1908,7.07773333334,7.132,21.4269333333,23.2441333333,12.406,6.70613333333,7.6638
606.24,6.37893333333,19.2908666667,17.0914666667,20.3436,7.16013333333,7.21573333333,21.5009333333,23.3414,12.4957333333,6.80586666667,7.74086666667
606.58,6.46086666667,19.3814,17.1456666667,20.4054666667,7.2112,7.27433333333,21.5556,23.4022666667,12.5433333333,6.86833333333,7.8226
606.91,6.466,19.432,17.1648666666,20.4661333333,7.21240000001,7.2576,21.5562,23.4397333333,12.5187333333,6.8542,7.8026
607.25,6.43473333333,19.4138,17.1836,20.4860666667,7.21226666667,7.2464,21.5106666667,23.4258666667,12.4856666667,6.8228,7.77633333333
607.58,6.41913333333,19.4896,17.226,20.5344,7.20460000001,7.26006666667,21.5178666667,23.4724666667,12.5213333334,6.83326666667,7.79586666667
607.92,6.3282,19.4557333333,17.2064,20.5027333333,7.13579999999,7.174,21.4347333333,23.4267333333,12.468,6.74933333333,7.699
608.25,6.3124,19.4907333333,17.1931333333,20.5118666667,7.09560000001,7.17806666667,21.3648666667,23.3491333333,12.4425333333,6.72586666667,7.6968
608.59,6.30646666667,19.5214666667,17.2314666667,20.5398666667,7.09046666667,7.17966666667,21.3411333334,23.3275333333,12.4280666667,6.70873333333,7.68366666667
608.92,6.30466666667,19.5856,17.2648,20.5666666667,7.07546666667,7.17,21.3388,23.3463333333,12.4523333333,6.7046,7.66153333333
609.26,6.34726666667,19.6492666667,17.3212,20.6030666667,7.11506666667,7.19266666667,21.3603333333,23.3494666667,12.4617333333,6.74466666667,7.68246666666
609.59,6.3128,19.6325333333,17.2972,20.5868,7.07320000001,7.16486666667,21.2803333333,23.2754666667,12.4114,6.70926666667,7.63606666667
609.93,6.30026666667,19.6418666667,17.3201333333,20.5858,7.07760000001,7.1692,21.2864,23.2602666667,12.4152,6.70433333333,7.63626666667
610.26,6.24153333333,19.6017333333,17.3059333333,20.5386,7.05573333333,7.13446666667,21.2162666667,23.1752666667,12.3619333333,6.66866666667,7.5912
610.60,6.27306666667,19.6650666667,17.39,20.5840666667,7.08666666667,7.18153333333,21.2384666667,23.1546,12.425,6.72766666667,7.6406
610.93,6.31046666666,19.7122666667,17.4492666667,20.6248666667,7.1042,7.20626666667,21.2513333333,23.1336666667,12.4385333333,6.7628,7.6678
611.27,6.36626666667,19.7606,17.5312666667,20.6525333333,7.15893333334,7.24713333333,21.3048,23.1200666667,12.4535333333,6.7838,7.6986
611.60,6.452,19.8654666667,17.637,20.7434,7.24393333333,7.31666666667,21.3835333333,23.1534,12.5328666666,6.86853333333,7.79153333333
611.93,6.53833333333,19.9658666667,17.7738,20.8820666666,7.34839999999,7.39633333333,21.5175333333,23.2696666667,12.6131333333,6.9622,7.86326666667
612.27,6.54353333333,19.9947333333,17.7902,20.9349333333,7.362,7.40326666667,21.5044666667,23.2759333333,12.6173333333,6.98193333333,7.85973333334
612.60,6.57633333333,20.0492666667,17.8574666667,20.9939333334,7.36313333333,7.41153333333,21.5552,23.2867333333,12.6128666667,6.98066666667,7.90293333333
612.94,6.50626666667,20.0,17.8165333333,20.9566666667,7.28533333334,7.35886666667,21.4778,23.206,12.5529333333,6.93746666667,7.84093333333
613.27,6.57593333333,20.1114,17.935,21.0861333333,7.36546666667,7.44126666667,21.6054,23.3098666667,12.6128666667,7.00006666667,7.90726666667
613.61,6.5332,20.1498,17.9396666667,21.1348666667,7.33913333333,7.434,21.6278,23.2705333333,12.5707333333,6.97833333333,7.90133333333
613.94,6.51386666667,20.1567333333,17.9315333333,21.1649333333,7.29133333334,7.41606666667,21.6130666667,23.2193333333,12.5370666667,6.94366666667,7.8492
614.28,6.5148,20.219,17.9998666667,21.2226,7.30293333333,7.4188,21.6546666667,23.2917333333,12.5095333333,6.9688,7.86326666667
614.61,6.54986666667,20.2632,18.066,21.3244,7.31253333333,7.42173333333,21.6506,23.3413333333,12.549,7.00486666667,7.9044
614.94,6.54213333333,20.3286,18.1072666667,21.3766,7.29800000001,7.42413333333,21.6454,23.3567333334,12.5641333333,7.02173333333,7.92306666667
615.28,6.52713333333,20.3296,18.1207333333,21.4015333333,7.27566666667,7.41413333334,21.6231333333,23.3245333333,12.5285333333,7.0044,7.91486666667
615.61,6.53553333333,20.3615333333,18.1198666667,21.4136666667,7.26486666666,7.40873333333,21.5826666667,23.2970666667,12.5184666667,6.995,7.93026666667
615.95,6.4968,20.4128,18.1576,21.4299333333,7.24686666667,7.3836,21.5890666667,23.2881333333,12.4952666667,6.9528,7.9082
616.28,6.44693333333,20.4023333333,18.1464666666,21.4334666667,7.2428,7.3424,21.532,23.2585333334,12.4728666667,6.90753333333,7.86233333333
616.61,6.46293333333,20.498,18.2954666667,21.5402,7.29806666667,7.348,21.566,23.3348,12.5094,6.90393333333,7.9146
616.95,6.4558,20.543,18.3056,21.5555333333,7.29493333333,7.3048,21.5502666667,23.3326666667,12.5074666667,6.88526666667,7.9218
617.28,6.49193333333,20.5874666667,18.3440666667,21.5469333333,7.30646666667,7.2976,21.5465333333,23.3886666667,12.5494,6.88946666667,7.92706666667
617.62,6.50966666667,20.6971333333,18.4465333333,21.6430666667,7.34079999999,7.30706666667,21.5974666667,23.4936,12.5814,6.89293333333,7.96846666667
617.95,6.52553333333,20.6736,18.4611333334,21.6666,7.31893333334,7.27706666667,21.5611333333,23.4772,12.5910666667,6.8384,7.92733333333
618.28,6.46713333333,20.6724,18.4193333333,21.6282,7.2898,7.22666666667,21.5473333333,23.4314,12.5448,6.77586666667,7.87266666667
618.62,6.51746666667,20.754,18.4962,21.7052,7.37553333333,7.29206666667,21.583,23.4695333333,12.5876666667,6.8444,7.92526666667
618.95,6.54853333333,20.8521333333,18.5804666667,21.7848666667,7.42913333334,7.3544,21.6218666667,23.5182666667,12.6483333333,6.88926666667,7.945
619.28,6.52546666667,20.8848,18.6358666667,21.8352,7.4014,7.334,21.6098666667,23.5138666667,12.6381333333,6.87093333333,7.91146666667
619.62,6.5736,20.9546,18.7185333333,21.9059333334,7.44113333333,7.3418,21.6235333333,23.5841333333,12.7051333334,6.9428,7.95113333333
619.95,6.60593333333,21.0272,18.7691333333,21.9526,7.4584,7.35326666667,21.6441333333,23.5586,12.7329333333,6.9802,7.98086666667
620.28,6.60906666667,21.079,18.7351333333,21.9682,7.438,7.36466666667,21.6612,23.5302,12.7165333333,6.9956,7.97313333333
620.62,6.55926666667,21.0704666666,18.7446,22.007,7.38193333333,7.3562,21.6393333333,23.4741333333,12.6602,6.94893333333,7.9368
620.95,6.5404,21.1038,18.7708666667,22.0868666667,7.38273333333,7.34166666667,21.6225333333,23.4707333333,12.6383333333,6.935,7.9342
621.28,6.5722,21.2010666666,18.8794666667,22.1762666667,7.42840000001,7.41686666667,21.7025333333,23.5253333333,12.6914666667,6.9886,7.97226666667
621.62,6.5522,21.2884666667,18.909,22.2033333334,7.43459999999,7.41446666667,21.7306,23.5150666667,12.6898,7.00406666667,8.00386666667
621.95,6.5114,21.3468,18.9466,22.2031333333,7.40653333333,7.41486666667,21.7229333333,23.4834,12.6837333333,7.0112,8.0058
622.28,6.4338,21.3247333333,18.9364666667,22.1794666667,7.34513333333,7.3016,21.6808,23.4612666667,12.6072666667,6.9488,7.95233333333
622.62,6.39053333333,21.3053333333,18.9389333333,22.1804,7.27953333334,7.2502,21.6814666667,23.4492666667,12.5371333333,6.895,7.91206666667
622.95,6.2648,21.2924666667,18.9028666667,22.1252666667,7.1736,7.1822,21.6388666667,23.3774666667,12.483,6.80153333333,7.84126666667
623.28,6.2538,21.3266,18.9094666666,22.1805333333,7.14086666666,7.19466666667,21.6787333333,23.3570666667,12.4553333333,6.78426666667,7.8222
623.62,6.22366666667,21.3648,18.9664,22.2490666667,7.10873333334,7.20866666666,21.7203333333,23.4344666667,12.4311333333,6.78526666667,7.774
623.95,6.2588,21.4547333333,19.0776666667,22.3555333333,7.17593333333,7.2754,21.7836,23.496,12.5061333334,6.85333333333,7.84413333333
624.28,6.32246666667,21.5710666667,19.1805333333,22.4094,7.24560000001,7.34986666667,21.7888,23.5736666667,12.5772666667,6.96726666667,7.91253333333
624.62,6.3798,21.6095333333,19.2386,22.4520666667,7.27093333333,7.38686666667,21.8402,23.5912666667,12.6041333333,7.02946666667,7.94653333333
624.95,6.41,21.6232,19.2762,22.4688,7.28079999999,7.36066666667,21.8094,23.602,12.6419333334,7.06853333333,7.97453333333
625.28,6.4698,21.7062666667,19.3172666667,22.543,7.31473333333,7.4264,21.8322,23.6233333333,12.6963333333,7.11446666667,8.03166666667
625.61,6.57333333333,21.7604666667,19.3911333333,22.6464666667,7.35373333333,7.488,21.8712,23.6868,12.7519333333,7.1764,8.09873333333
625.95,6.6048,21.7855333334,19.4103333334,22.7163333333,7.35686666666,7.51893333333,21.8655333333,23.6803333333,12.7808,7.2042,8.111
626.28,6.65333333333,21.8518666667,19.4738,22.783,7.41233333333,7.54586666667,21.8650666667,23.7147333333,12.8282666667,7.252,8.1438
626.61,6.6872,21.8744,19.4931333334,22.815,7.45440000001,7.55646666667,21.8661333333,23.7390666667,12.8182666667,7.28686666667,8.16746666667
626.94,6.68846666667,21.8742666667,19.5195333333,22.8181333333,7.44453333333,7.5242,21.8234,23.7067333333,12.8004,7.27333333333,8.14906666667
627.28,6.69693333333,21.8666,19.5072,22.7952,7.47166666666,7.50006666667,21.7872666667,23.6688666667,12.7838,7.26906666667,8.17733333333
627.61,6.668,21.8867333333,19.5249333333,22.8220666667,7.41066666667,7.44286666667,21.7531333333,23.6434,12.7346666667,7.2082,8.1256
627.94,6.6474,21.8756666666,19.5474666667,22.832,7.40966666667,7.4102,21.7596666667,23.6459333333,12.6909333333,7.16373333333,8.0876
628.27,6.6086,21.9516,19.559,22.8783333333,7.42426666666,7.40706666667,21.7251333333,23.6131333333,12.6783333334,7.13,8.07733333333
628.61,6.60373333333,21.9822,19.5573333333,22.9206666666,7.45373333333,7.4286,21.7278,23.6027333333,12.6447333333,7.12593333333,8.07193333333
628.94,6.5536,21.9821333333,19.5866,22.9272,7.43573333334,7.3918,21.7083333333,23.585,12.5956666667,7.0864,8.04
629.27,6.52693333333,22.0295333333,19.6374666667,22.9583333333,7.46793333333,7.39273333333,21.7289333333,23.597,12.5856666667,7.06106666667,8.01973333333
629.60,6.4982,22.0364666667,19.6430666667,22.9198,7.44193333333,7.38893333333,21.7104,23.5646,12.5546666667,7.00353333334,7.9772
629.94,6.397,22.0072,19.6120666667,22.8528,7.34906666666,7.32626666667,21.6556,23.5186,12.4622,6.8986,7.8956
630.27,6.4222,22.0594666667,19.6906666666,22.9395333333,7.35099999999,7.35473333333,21.6325333333,23.5213333333,12.4672,6.90093333333,7.8778
630.60,6.37506666667,22.0689333333,19.6804666667,22.9302,7.29786666667,7.35473333333,21.6155333333,23.5109333333,12.4094666667,6.85433333333,7.837
630.93,6.39006666667,22.1368666667,19.7282666667,23.0041333333,7.24986666667,7.3736,21.6354,23.5187333333,12.4120666667,6.85526666667,7.84446666667
631.26,6.43326666667,22.1736666667,19.7784,23.0409333333,7.28440000001,7.41426666666,21.6638,23.5303333333,12.4811333333,6.89633333333,7.90373333333
631.60,6.504,22.3016666667,19.8658666667,23.1949333333,7.33473333333,7.46946666667,21.7473333333,23.6097333333,12.5803333333,6.95166666666,7.9688
631.93,6.53366666667,22.3390666667,19.9784666666,23.2512,7.31426666667,7.48913333333,21.7409333333,23.656,12.6026,6.98433333333,8.00333333333
632.26,6.46053333333,22.3085333333,19.9097333333,23.2109333333,7.19426666666,7.38566666667,21.6897333333,23.5464666667,12.5176666667,6.8996,7.90446666667
632.59,6.41153333333,22.3398,19.9289333333,23.2505333333,7.12493333333,7.34906666667,21.6934666667,23.5528,12.4898666667,6.8808,7.86533333333
632.92,6.32113333333,22.3745333333,19.9054666666,23.2434,7.01566666666,7.27806666667,21.5945333333,23.491,12.3982,6.77986666667,7.7954
633.26,6.3824,22.5400666667,20.0010666667,23.3862666666,7.08133333334,7.33366666667,21.6608666667,23.5592,12.4707333333,6.84346666667,7.84906666667
633.59,6.4242,22.6364666667,20.1283333333,23.5363333333,7.16046666666,7.38866666667,21.6948666667,23.6088666667,12.5130666667,6.91913333333,7.9644
633.92,6.40713333333,22.6739333333,20.1506666667,23.5688,7.19526666667,7.39993333334,21.7522,23.6398666667,12.5469333333,6.9404,8.0062
634.25,6.49506666667,22.7912666667,20.2752666667,23.6684666667,7.31333333334,7.48666666667,21.8161333333,23.7022,12.6652,7.02826666667,8.13053333333
634.58,6.55726666667,22.8953333333,20.3874,23.7558666667,7.41233333333,7.593,21.8656666667,23.8078666667,12.7164666667,7.10446666667,8.1874
634.91,6.592,22.9812666667,20.4450666667,23.8508666667,7.47099999999,7.63306666667,21.9356666667,23.885,12.7534666667,7.16346666667,8.23186666667
635.25,6.54126666667,22.9560666667,20.3988,23.8015333333,7.38633333333,7.57326666667,21.8766666667,23.7824,12.6817333333,7.10866666667,8.18546666667
635.58,6.51973333333,22.9308,20.3679333333,23.7688,7.36726666668,7.55793333333,21.8664,23.7476666667,12.6099333333,7.08406666667,8.1418
635.91,6.66313333334,23.1426,20.5828,23.9917333333,7.53386666666,7.72666666667,22.0217333333,23.9217333333,12.7519333333,7.23953333333,8.31686666667
636.24,6.69666666666,23.1693333333,20.5994666667,24.0218666667,7.54880000001,7.72626666667,22.0063333333,23.8964666667,12.752,7.27306666667,8.32573333333
636.57,6.795,23.291,20.7455333333,24.1749333334,7.64760000001,7.81886666667,22.1659333333,23.9954,12.8434,7.4052,8.44013333333
636.90,6.69493333333,23.1946,20.7191333333,24.1263333334,7.5444,7.724,22.0807333333,23.9202666667,12.7297333333,7.31426666667,8.3704
637.23,6.70586666666,23.2686666666,20.7426666667,24.1558666666,7.54966666667,7.712,22.1221333333,23.9345333333,12.7682,7.29086666667,8.3356
637.56,6.7084,23.3025333334,20.7322666667,24.1626,7.51986666666,7.64686666667,22.0808666667,23.9054,12.7608,7.24973333333,8.3008
637.90,6.68113333333,23.2834666667,20.7071333333,24.1712666667,7.46113333333,7.5728,22.0042,23.8908,12.7019333333,7.20646666667,8.2548
638.23,6.6968,23.3016,20.758,24.2216666667,7.49826666667,7.5464,22.0422666667,23.8932,12.7361333333,7.21533333334,8.2672
638.56,6.68693333333,23.3304666667,20.7849333333,24.2528666667,7.49960000001,7.5514,21.9824,23.8793333333,12.7210666667,7.204,8.23466666667
638.89,6.72706666667,23.3997333333,20.8770666667,24.3061333333,7.58559999999,7.6,22.006,23.9313333333,12.772,7.28693333333,8.2762
639.22,6.7564,23.4728,20.9638666667,24.4287333334,7.64520000001,7.62253333333,22.0552666666,23.9941333333,12.856,7.31593333333,8.3058
639.55,6.72853333333,23.4876,20.9796666667,24.4189333333,7.60066666667,7.569,21.9909333333,23.9959333333,12.8452,7.2516,8.2724
639.88,6.81853333333,23.6248,21.1356666667,24.5650666667,7.69399999999,7.6476,22.0818666667,24.1508,12.9635333333,7.3424,8.3678
640.21,6.82993333333,23.6578666667,21.1596666667,24.5611333333,7.72433333333,7.65253333333,22.0696,24.1512666667,12.9984666667,7.348,8.37046666666
640.54,6.95446666667,23.8111333333,21.3048,24.7050666667,7.83519999999,7.8024,22.2054,24.2582,13.1116,7.48766666667,8.49406666667
640.87,7.01053333333,23.8513333333,21.3596666667,24.72,7.84913333333,7.87226666667,22.2438,24.339,13.1792,7.5436,8.54886666667
641.20,7.022,23.8493333333,21.3839333333,24.7045333334,7.85373333334,7.92226666667,22.1953333333,24.309,13.1407333333,7.54373333333,8.55886666667
641.53,7.111,23.9878,21.5293333333,24.8304,7.9684,8.06746666667,22.2858,24.3397333333,13.2196666667,7.6258,8.61613333333
641.87,7.08006666667,24.0291333333,21.5488666667,24.8451333333,7.88153333333,8.04326666667,22.2154666667,24.2632,13.1864,7.57526666667,8.58873333333
642.20,7.04286666667,24.0064666667,21.5496666667,24.8486,7.80826666666,7.9934,22.1826666667,24.2040666667,13.112,7.55786666667,8.55193333333
642.53,7.1066,24.0752666667,21.5869333333,24.8832,7.79513333334,8.01813333333,22.2322,24.2020666666,13.1709333333,7.58093333334,8.58693333333
642.86,7.1414,24.1673333333,21.672,24.9360666667,7.82133333333,8.05506666666,22.2566,24.2252666667,13.1925333333,7.64493333333,8.62646666667
643.19,7.1068,24.1426,21.6608,24.8928,7.79893333333,8.05406666667,22.2824666667,24.197,13.1838,7.65533333333,8.58713333333
643.52,7.1374,24.1524666667,21.6879333333,24.8908,7.82313333334,8.10326666667,22.2304,24.1836,13.1671333334,7.6326,8.63393333333
643.85,7.1086,24.1926666667,21.7113333333,24.9614,7.76806666667,8.07566666667,22.2006,24.22,13.1344,7.6158,8.6326
