wavelength,Back_SpoColm,Belly_SpoColm,Breast_SpoColm,Crissum_SpoColm,Crown_SpoColm,DorTail_SpoColm,Patch10_SpoColm,Patch11_SpoColm,Patch12_SpoColm,Rump_SpoColm,Throat_SpoColm,WingTip_SpoColm
363.11,4.85373333333,13.675,4.14213333333,6.88159999999,4.09433333333,6.08846666667,18.3744,4.21353333333,6.35273333333,5.04603703704,39.0598666667,7.65326666667
363.48,4.7954,13.6214666667,4.09233333333,6.81553333333,4.02826666667,5.9946,18.3841333333,4.14973333333,6.28413333333,4.96399259259,39.0062666667,7.58453333333
363.84,4.70446666667,13.6494,4.032,6.8228,3.9974,5.9472,18.4150666667,4.08013333334,6.26106666667,4.93296296296,39.056,7.55086666666
364.20,4.7038,13.733,4.0522,6.83379999999,3.9914,5.94706666667,18.4716,4.0896,6.29593333333,4.92628148148,39.0744,7.5482
364.57,4.6544,13.7048666667,3.97553333333,6.77899999999,3.916,5.84333333333,18.4389333333,4.02593333333,6.25,4.86781481482,39.0269333333,7.50666666667
364.93,4.6972,13.8152,3.97833333333,6.7798,3.94986666667,5.8646,18.5139333333,4.0804,6.24746666667,4.84014074074,39.0411333333,7.50893333333
365.29,4.6822,13.8388666667,3.97026666667,6.76653333334,3.96526666667,5.86013333333,18.5558,4.1294,6.20326666667,4.80178518519,39.1708666667,7.49226666667
365.66,4.70506666667,13.8537333333,3.9744,6.73153333334,3.96473333333,5.87486666667,18.6154,4.18253333333,6.1948,4.77148148148,39.2948,7.50613333333
366.02,4.71933333333,13.9030666667,3.95313333333,6.72673333334,3.96806666667,5.8584,18.6338666667,4.1884,6.1898,4.75982222222,39.3806,7.51986666667
366.38,4.78393333333,13.9573333333,3.9804,6.81173333334,4.05086666667,5.86606666667,18.7219333333,4.2502,6.27426666666,4.81761481481,39.4991333333,7.6186
366.75,4.7716,13.9818,4.01233333333,6.83539999999,4.07346666667,5.8156,18.7294666667,4.27006666667,6.30053333334,4.83734814815,39.5074666667,7.5984
367.11,4.743,13.9222666667,3.9954,6.80326666668,4.065,5.7682,18.7467333333,4.27553333333,6.31266666667,4.83719259259,39.3976666667,7.51233333333
367.47,4.7918,14.0161333333,4.03713333334,6.87993333334,4.1166,5.7964,18.8236,4.35246666667,6.33853333333,4.93245925926,39.4859333333,7.59426666667
367.84,4.84206666667,14.0179333333,4.0636,6.85280000001,4.14173333333,5.78313333333,18.8464666667,4.38746666667,6.32986666667,4.97294814815,39.4213333333,7.60466666667
368.20,4.7624,13.9672666667,3.98593333333,6.77740000001,4.09506666667,5.68153333333,18.8094666667,4.346,6.28,4.93565185185,39.5185333333,7.52966666667
368.56,4.7416,13.995,4.01626666667,6.80253333333,4.12106666667,5.69806666667,18.9106666667,4.374,6.28693333333,4.92377777778,39.5868,7.49766666666
368.93,4.71513333333,14.0144666667,4.02726666667,6.85859999999,4.15186666667,5.70653333333,18.9138,4.37613333333,6.27753333333,4.93897777778,39.6440666667,7.49646666667
369.29,4.75433333333,14.1084666667,4.08873333333,6.9726,4.2186,5.71693333333,19.0768666667,4.41126666667,6.382,5.01813333333,39.7876666667,7.55293333333
369.65,4.826,14.2483333334,4.12613333333,7.02826666666,4.25306666667,5.7636,19.1872,4.43586666667,6.43726666667,5.13233333333,39.9496666667,7.5876
370.01,4.72906666667,14.1812,4.01693333333,6.93753333334,4.1148,5.68966666667,19.1252666667,4.3118,6.36206666667,5.02923703704,39.9006666667,7.4638
370.38,4.657,14.157,3.98573333333,6.91093333334,4.02633333333,5.61946666667,19.1431333333,4.28913333333,6.31513333333,4.94914074074,39.8868666667,7.39706666667
370.74,4.56566666666,14.0845333333,3.884,6.81613333334,3.94786666667,5.5784,19.1314666667,4.2044,6.24446666667,4.85159259259,39.8974666667,7.34973333333
371.10,4.7954,14.4352,4.1102,7.0724,4.2046,5.84713333333,19.4556666667,4.4704,6.49113333333,5.10257777778,40.1851333333,7.6588
371.46,4.73633333333,14.4272,4.07973333333,7.02839999999,4.17986666667,5.8416,19.4804,4.3868,6.47286666667,5.03362222222,40.2016666667,7.61126666667
371.83,4.7146,14.4618,4.0496,7.03680000001,4.16,5.8596,19.5538666667,4.36746666666,6.46726666667,5.0159037037,40.3421333333,7.59286666667
372.19,4.72106666667,14.4823333333,4.02813333333,7.01533333333,4.1082,5.818,19.6570666667,4.32753333333,6.43793333333,5.01115555555,40.4266,7.56693333333
372.55,4.78966666667,14.6121333333,4.0926,7.07973333333,4.17,5.857,19.745,4.4094,6.5314,5.09931851852,40.5248,7.64366666667
372.92,4.73066666667,14.5846,3.998,6.98039999999,4.0714,5.76466666667,19.7496666667,4.3584,6.4562,5.02460740741,40.5812,7.597
373.28,4.74533333333,14.6207333333,4.0096,6.96699999999,4.08126666667,5.79346666667,19.7450666667,4.37506666667,6.41533333333,5.0140962963,40.4992,7.57953333333
373.64,4.69173333333,14.6498666667,4.03126666667,7.004,4.09493333333,5.79113333333,19.814,4.40386666667,6.42766666667,5.00899259259,40.5593333333,7.5618
374.00,4.71233333333,14.7626666667,4.09986666666,7.0942,4.1838,5.8292,19.9619333333,4.48526666667,6.48753333333,5.10127407407,40.7748,7.6036
374.37,4.7356,14.8774666667,4.10686666667,7.11913333334,4.25806666667,5.90613333333,20.076,4.4734,6.55406666667,5.16922962963,40.9799333333,7.59873333333
374.73,4.83293333333,15.0005333333,4.22093333333,7.20713333334,4.3442,5.95966666667,20.2655333333,4.53046666667,6.6158,5.2828962963,41.2382,7.66233333333
375.09,4.73706666667,14.8977333333,4.12926666667,7.11980000001,4.22766666666,5.84726666667,20.183,4.3782,6.4722,5.16877037037,41.2888666666,7.49713333333
375.45,4.77433333333,14.9507333333,4.13493333334,7.1084,4.2146,5.8698,20.2795333333,4.42306666667,6.49653333333,5.20811851852,41.4466,7.51693333333
375.81,4.7734,14.9600666667,4.1436,7.11513333334,4.1866,5.85773333333,20.3598,4.44186666667,6.48793333333,5.2003037037,41.4924,7.5214
376.18,4.7564,14.9756666667,4.14806666667,7.14466666667,4.18753333333,5.90706666667,20.4106666667,4.45486666667,6.50966666666,5.18819259259,41.542,7.52166666667
376.54,4.68246666667,14.9663333333,4.1088,7.10013333334,4.10693333333,5.88833333333,20.4858666667,4.38846666666,6.45626666667,5.1369037037,41.7338,7.464
376.90,4.73246666667,15.0672,4.2184,7.17446666666,4.17126666667,5.9816,20.6668,4.4664,6.5764,5.23208148148,41.8765333333,7.52373333333
377.26,4.7306,15.1034,4.24286666667,7.21986666667,4.19953333333,6.01,20.7594666667,4.46686666667,6.63133333334,5.26276296296,42.095,7.54433333333
377.63,4.7086,15.0972666667,4.20506666667,7.20066666667,4.1986,5.986,20.735,4.43613333333,6.58226666667,5.21174074074,42.0440666667,7.5282
377.99,4.7498,15.1348666667,4.21486666667,7.21573333333,4.21846666667,6.00293333333,20.8177333333,4.4782,6.59306666667,5.2034,42.1082666667,7.546
378.35,4.83173333333,15.2036666667,4.27873333333,7.26199999999,4.25653333333,6.02926666667,20.9409333333,4.58006666667,6.6242,5.25100740741,42.1811333333,7.6358
378.71,4.76566666667,15.1690666667,4.19473333333,7.20973333333,4.18113333333,5.958,20.901,4.51413333333,6.58953333333,5.16222222222,42.1336666667,7.54806666667
379.07,4.5814,15.0845333333,4.04026666667,7.0652,4.02446666667,5.80886666667,20.8182,4.38746666667,6.4798,5.01288148148,42.0173333333,7.4092
379.44,4.52166666667,15.1279333333,3.98513333333,7.0582,3.9928,5.769,20.8674,4.3622,6.445,4.95160740741,42.1173333333,7.35333333333
379.80,4.54153333333,15.1889333333,3.9866,7.10260000001,4.015,5.7878,20.9455333333,4.39753333333,6.481,4.97001481481,42.2518666667,7.35673333333
380.16,4.61793333333,15.2791333333,4.08693333333,7.18486666668,4.11733333333,5.83786666667,21.0487333333,4.4926,6.54606666667,5.05588148148,42.3334,7.40006666667
380.52,4.5974,15.2461333333,4.0008,7.1388,4.05473333333,5.73293333333,21.0618,4.4384,6.47626666666,4.99048148148,42.3528,7.36553333333
380.88,4.60586666667,15.2812,3.94653333333,7.15240000001,4.0362,5.6708,21.132,4.42753333333,6.4402,4.96217777778,42.4802666667,7.34146666667
381.24,4.605,15.2588666667,3.91973333333,7.14573333334,4.00933333333,5.643,21.15,4.42646666667,6.41526666667,4.9154,42.4244666667,7.33233333333
381.61,4.6076,15.2618666667,3.89946666667,7.11733333333,3.95093333334,5.5984,21.2230666667,4.39753333333,6.39946666667,4.89517777778,42.5166666667,7.278
381.97,4.61073333333,15.321,3.9072,7.11360000001,3.94526666667,5.61253333333,21.3152,4.39106666667,6.42486666666,4.91240740741,42.6026666667,7.2806
382.33,4.6192,15.3774,3.9562,7.16886666667,3.97466666666,5.62366666667,21.4067333333,4.41986666667,6.4578,4.95321481482,42.6578,7.30346666667
382.69,4.60086666667,15.4260666667,3.96966666667,7.17166666667,3.97246666667,5.63246666667,21.4440666667,4.4664,6.4498,4.95694074074,42.7262666667,7.3176
383.05,4.7582,15.5368666667,4.102,7.27359999999,4.11286666667,5.7506,21.6285333333,4.59653333333,6.5634,5.07581481481,42.935,7.4448
383.41,4.7766,15.5780666667,4.1584,7.33713333333,4.1424,5.764,21.7024666667,4.66486666667,6.61046666667,5.13106666667,43.0114,7.49053333333
383.77,4.80273333333,15.6752666667,4.18493333334,7.34593333333,4.18593333333,5.79066666667,21.798,4.69253333333,6.6398,5.17693333333,43.1108666667,7.51953333334
384.14,4.81146666667,15.7755333333,4.18673333333,7.34813333333,4.199,5.80386666667,21.8728666667,4.70433333333,6.68333333334,5.18603703704,43.2360666667,7.5516
384.50,4.87426666667,15.8736,4.2678,7.40186666667,4.2984,5.90226666667,21.9998,4.76946666667,6.77093333334,5.25625925926,43.3399333333,7.59506666667
384.86,4.91486666667,15.9258,4.31726666667,7.44193333333,4.34526666667,5.95273333333,22.0520666667,4.81726666667,6.81673333333,5.31218518519,43.3782666667,7.62473333333
385.22,4.90006666667,16.0427333333,4.33226666667,7.42566666667,4.321,5.91953333333,22.1464,4.83413333333,6.842,5.32802222222,43.5250666667,7.6032
385.58,4.91686666667,16.0875333333,4.3642,7.46586666667,4.35553333333,5.95613333333,22.2466,4.88506666666,6.8974,5.38005185185,43.5626666667,7.67106666667
385.94,4.84966666667,16.0673333333,4.30926666667,7.44626666666,4.34653333333,5.9118,22.2680666667,4.8682,6.87433333333,5.33880740741,43.5844,7.6714
386.30,4.75326666667,16.028,4.19673333333,7.35953333334,4.2362,5.85373333333,22.2494666667,4.79133333333,6.79726666667,5.2341037037,43.6452,7.5832
386.66,4.79273333333,16.0970666667,4.1822,7.38566666666,4.24706666667,5.85393333333,22.3479333333,4.79506666667,6.81613333333,5.25043703704,43.7756666667,7.59286666667
387.03,4.74833333334,16.1137333333,4.1314,7.35593333334,4.1806,5.805,22.3687333333,4.78953333333,6.7754,5.213,43.8298,7.57333333333
387.39,4.7518,16.1542666667,4.13473333333,7.34153333333,4.16473333333,5.79053333333,22.4132666667,4.77006666667,6.76146666667,5.2036,43.8994666667,7.5648
387.75,4.7664,16.2062,4.1584,7.35926666667,4.16113333333,5.78986666667,22.4988,4.79026666667,6.80333333333,5.20203703704,44.0045333333,7.60753333333
388.11,4.6638,16.0754666667,4.06893333333,7.25546666667,4.06366666667,5.69693333333,22.4469333333,4.69733333333,6.6662,5.11511111111,43.9235333333,7.48113333334
388.47,4.61553333333,16.0954,4.02393333333,7.21626666667,4.02166666667,5.6446,22.4720666667,4.67473333333,6.64733333333,5.08479259259,43.9618666667,7.44773333333
388.83,4.5696,16.1294666667,3.98893333333,7.18313333334,4.01046666667,5.6482,22.5388,4.65766666667,6.6166,5.04424444444,44.0012,7.42773333333
389.19,4.56246666667,16.1628,3.9606,7.19186666666,4.01553333333,5.66753333333,22.6256,4.6456,6.60153333333,5.02984444445,44.1683333334,7.41673333333
389.55,4.56273333333,16.2220666667,3.95566666667,7.20579999999,4.0388,5.66866666667,22.7101333334,4.64913333333,6.61853333333,5.04067407407,44.2918,7.401
389.91,4.6832,16.3238,4.04646666667,7.30240000001,4.0904,5.75013333333,22.8366666667,4.72266666667,6.67886666667,5.14277037037,44.4173333333,7.45013333333
390.27,4.7496,16.4141333333,4.12193333333,7.38533333333,4.162,5.79526666667,22.9466666667,4.79013333333,6.74293333333,5.23865925926,44.5274,7.50306666667
390.63,4.79133333333,16.4675333333,4.19246666667,7.43233333334,4.22446666667,5.85526666667,23.0434,4.84186666667,6.7988,5.30082222222,44.5770666666,7.56153333333
391.00,4.81326666667,16.5519333333,4.22473333333,7.49540000001,4.27013333333,5.89633333334,23.1343333333,4.8596,6.83653333333,5.34071851852,44.6261333333,7.5954
391.36,4.84586666667,16.5818,4.2024,7.48153333333,4.28046666667,5.91113333333,23.231,4.85233333333,6.859,5.35014074074,44.6796,7.58286666667
391.72,4.87586666667,16.6046,4.2266,7.50433333333,4.28846666667,5.90173333333,23.2915333333,4.85093333333,6.846,5.36926666667,44.7120666667,7.56846666667
392.08,4.98373333333,16.7629333333,4.30833333333,7.6168,4.36333333333,5.98193333333,23.4597333333,4.948,6.95613333333,5.48176296296,44.8358,7.70206666667
392.44,5.0164,16.831,4.3568,7.65886666666,4.38646666667,5.99853333333,23.5118666667,4.99646666666,6.987,5.50897037037,44.9006666667,7.74013333333
392.80,4.98726666667,16.8248666667,4.3424,7.61920000001,4.33746666667,5.93286666667,23.5272,4.95553333334,6.95873333333,5.49337777778,44.9386666667,7.71426666667
393.16,4.9892,16.8501333333,4.35206666667,7.62919999999,4.3582,5.92766666666,23.585,4.986,6.97933333333,5.51094074074,44.9296666667,7.7494
393.52,5.04306666667,16.9594666667,4.41,7.68333333334,4.39526666667,5.9732,23.6673333333,5.0614,7.018,5.55346666667,45.0533333333,7.81026666667
393.88,5.02413333333,17.0257333333,4.43506666667,7.6764,4.40333333333,5.97,23.7290666667,5.0616,7.02186666667,5.54019259259,45.1816666667,7.82293333333
394.24,4.99366666666,17.0480666667,4.42093333333,7.65266666667,4.38813333333,5.9408,23.7697333333,5.0482,7.008,5.50362222222,45.2166,7.79606666667
394.60,4.9498,17.0665333333,4.4102,7.63553333333,4.35533333333,5.92606666667,23.8128666667,5.0444,7.00126666667,5.48830370371,45.2664666667,7.78153333333
394.96,4.91613333333,17.0752,4.37206666666,7.60966666667,4.34433333333,5.90113333333,23.8497333333,5.03753333333,6.9696,5.46684444445,45.358,7.7426
395.32,4.90466666667,17.1488,4.36733333333,7.62646666666,4.34066666667,5.87033333333,23.9108666667,5.0586,6.96706666667,5.47043703704,45.4664666667,7.73853333333
395.68,4.82933333333,17.1643333333,4.30053333333,7.58799999999,4.3074,5.83853333333,23.9492666667,5.03533333333,6.9214,5.43864444445,45.5331333333,7.69873333333
396.04,4.73266666667,17.1114,4.20893333333,7.50713333333,4.23366666667,5.75273333333,23.9094,4.98306666667,6.86133333333,5.33719259259,45.5291333333,7.6184
396.40,4.71033333333,17.1263333333,4.1676,7.5248,4.2134,5.74213333333,23.9929333334,4.96473333333,6.84453333333,5.32232592593,45.6342666667,7.5982
396.76,4.7734,17.2185333333,4.18026666667,7.60433333333,4.24833333333,5.7886,24.0882666667,4.99913333333,6.8978,5.36596296296,45.7638666667,7.62633333333
397.12,4.84186666667,17.2828,4.22906666667,7.65786666667,4.27166666667,5.8232,24.1773333333,5.04353333333,6.93586666667,5.43849629629,45.9101333333,7.6506
397.48,4.79026666667,17.2479333333,4.1778,7.63053333333,4.22526666667,5.77653333333,24.2069333333,4.9964,6.88773333333,5.39885925926,45.9014666667,7.60013333333
397.84,4.72,17.1898666667,4.08893333333,7.56506666666,4.15326666667,5.69146666667,24.2357333334,4.94966666667,6.83013333333,5.34562962963,45.9047333333,7.52226666667
398.20,4.71593333333,17.191,4.04346666667,7.52819999999,4.149,5.68,24.277,4.92513333333,6.8118,5.33294814815,45.9437333333,7.50433333333
398.56,4.6904,17.2013333333,3.99313333333,7.49946666667,4.10473333333,5.6458,24.3386,4.8766,6.77486666667,5.30478518519,46.0689333333,7.4682
398.92,4.7406,17.2904,4.0292,7.5498,4.12913333333,5.6718,24.514,4.92133333333,6.84213333333,5.36173333333,46.2918,7.5188
399.28,4.72913333333,17.2792,4.04253333333,7.56513333333,4.11933333333,5.7146,24.4793333333,4.93793333333,6.82946666667,5.38276296296,46.2498,7.52306666667
399.64,4.70566666667,17.3057333333,4.01053333333,7.543,4.09706666667,5.69626666667,24.5078666667,4.93226666667,6.82466666667,5.35237037037,46.2738,7.5176
400.00,4.73646666667,17.3886666667,4.04773333333,7.59340000001,4.16086666667,5.7554,24.634,4.99306666667,6.88693333333,5.40651851852,46.4379333333,7.54333333333
400.36,4.70126666667,17.4023333333,4.0266,7.5912,4.15733333333,5.73633333333,24.6774666666,4.99666666667,6.87066666667,5.41453333333,46.4694,7.52606666666
400.72,4.6144,17.3898,3.99926666667,7.54286666666,4.11646666667,5.66126666667,24.7269333333,4.9832,6.8322,5.3764,46.4655333333,7.5026
401.08,4.54593333333,17.4049333333,3.94746666667,7.49053333333,4.06873333334,5.61986666667,24.736,4.9462,6.78846666667,5.31168888889,46.4686,7.47286666667
401.44,4.57766666667,17.4241333333,3.95053333333,7.48540000001,4.06946666667,5.622,24.7713333333,4.9484,6.8092,5.31685185185,46.525,7.4798
401.80,4.60746666667,17.4984,3.97126666667,7.53799999999,4.0902,5.66326666667,24.8156,4.99253333333,6.845,5.34997037037,46.5726,7.5146
402.16,4.62413333333,17.6146666666,3.9948,7.61446666667,4.0826,5.6712,24.9203333333,5.02593333333,6.8758,5.38885185185,46.733,7.54466666667
402.52,4.6434,17.6873333333,4.01086666667,7.65126666667,4.10986666667,5.68446666667,25.0134666667,5.07066666667,6.88273333333,5.40392592593,46.8014666667,7.5656
402.88,4.6522,17.7209333333,4.02886666667,7.66506666667,4.11313333333,5.69366666667,25.0207333333,5.0846,6.89453333333,5.41008888889,46.7581333333,7.56426666667
403.24,4.65473333333,17.8038,4.05313333333,7.70266666667,4.145,5.68553333334,25.1670666667,5.10333333333,6.94206666667,5.42828148148,46.8902,7.627
403.60,4.68686666667,17.8832,4.0972,7.75793333333,4.1532,5.7104,25.2554666667,5.1292,6.96453333333,5.47288148148,47.0365333333,7.6476
403.95,4.77553333333,18.0333333334,4.18126666667,7.85173333334,4.20326666667,5.78473333333,25.3996,5.20093333333,7.02566666667,5.55017037037,47.1566666667,7.73
404.31,4.78653333333,18.0478,4.18693333333,7.85866666666,4.1956,5.7904,25.4283333333,5.20733333333,7.02573333333,5.54777777778,47.1956,7.72186666667
404.67,4.782,18.0773333333,4.16553333333,7.88093333334,4.18653333333,5.80313333333,25.4740666667,5.20833333333,7.0014,5.53507407407,47.3104666667,7.70866666667
405.03,4.79333333333,18.1170666667,4.16286666667,7.89879999999,4.18826666667,5.80273333334,25.5552666667,5.21926666667,7.01213333333,5.54545185185,47.4292,7.7214
405.39,4.75886666667,18.151,4.13806666667,7.89673333333,4.17573333333,5.805,25.6132,5.22553333333,6.9994,5.55397777778,47.4798,7.70893333333
405.75,4.7576,18.2156666667,4.1354,7.90646666666,4.173,5.81086666667,25.6778,5.23466666667,7.0082,5.56720740741,47.5855333333,7.7388
406.11,4.7702,18.2356,4.16306666667,7.90653333334,4.1976,5.81066666667,25.7409333333,5.27173333333,7.0164,5.56382222222,47.618,7.74113333333
406.47,4.76913333333,18.2792,4.1514,7.91526666667,4.1874,5.79373333333,25.7632666667,5.28013333333,7.01053333333,5.5671037037,47.6107333333,7.748
406.83,4.72433333333,18.2536,4.10313333334,7.87260000001,4.13706666667,5.7584,25.7849333333,5.23693333333,6.95126666667,5.52961481481,47.6584666667,7.70193333333
407.19,4.75513333333,18.2936,4.12353333333,7.89986666666,4.1536,5.79326666667,25.8696,5.27573333333,6.97006666667,5.54828888889,47.7571333333,7.69626666667
407.55,4.73653333333,18.3285333334,4.12646666667,7.91079999999,4.18513333333,5.8066,25.9126,5.28213333333,6.9862,5.55254814815,47.7658,7.70166666667
407.90,4.68986666667,18.3147333333,4.07586666667,7.88193333333,4.13966666666,5.74306666667,25.9344,5.23433333333,6.9472,5.49653333333,47.8596666667,7.64126666667
408.26,4.75326666667,18.4130666667,4.12326666667,7.91846666666,4.19673333333,5.78333333333,26.0248,5.31193333333,7.01753333333,5.55819259259,47.9127333333,7.68066666667
408.62,4.80373333333,18.486,4.17453333333,7.96493333333,4.2454,5.82593333333,26.1258,5.37673333334,7.08346666667,5.62242962963,47.983,7.73466666667
408.98,4.79533333333,18.521,4.16326666667,7.99653333334,4.24866666667,5.8302,26.1914666667,5.40313333333,7.09726666667,5.64560740741,48.0422666667,7.73093333333
409.34,4.7866,18.5663333333,4.14893333334,8.01453333334,4.2388,5.80226666667,26.2379333333,5.40266666667,7.09413333333,5.63361481481,48.129,7.72113333333
409.70,4.76113333334,18.5928666667,4.1276,8.01093333333,4.22753333333,5.76226666667,26.3092666667,5.3966,7.07913333333,5.60750370371,48.1987333333,7.67066666667
410.06,4.73773333333,18.6042,4.07426666667,7.98133333333,4.1848,5.7398,26.3394,5.37086666667,7.08013333333,5.59325185185,48.1960666667,7.65606666667
410.42,4.77426666667,18.6589333333,4.116,8.01313333333,4.22613333333,5.77166666667,26.4504666667,5.42526666667,7.14086666667,5.64805185185,48.3096666667,7.68053333333
410.77,4.80246666667,18.7704666667,4.13026666667,8.06326666667,4.25973333333,5.77726666667,26.5374666667,5.48793333333,7.185,5.69806666667,48.3773333333,7.70773333334
411.13,4.7822,18.8069333333,4.08433333333,8.052,4.22366666667,5.74046666667,26.5870666667,5.46866666667,7.1466,5.67312592593,48.4494666667,7.68053333333
411.49,4.82,18.8233333333,4.09233333333,8.06320000001,4.2236,5.73213333333,26.6266,5.49786666667,7.16,5.68265925926,48.4418,7.70013333333
411.85,4.79906666667,18.8474666667,4.06633333333,8.05626666666,4.22046666667,5.7156,26.671,5.48573333333,7.1398,5.69171111111,48.4973333333,7.7006
412.21,4.7714,18.8918666667,4.03893333333,8.08633333334,4.18626666667,5.68466666667,26.7616666667,5.477,7.10806666667,5.67622962963,48.6181333333,7.6908
412.57,4.76786666667,18.9503333333,4.0176,8.07106666666,4.15333333333,5.67633333333,26.8056666667,5.4662,7.08713333333,5.65221481481,48.7024666667,7.6732
412.92,4.7684,19.0054666666,4.03666666667,8.06313333333,4.1528,5.67273333333,26.8797333333,5.4596,7.07853333333,5.65114814815,48.7244,7.67153333333
413.28,4.74853333333,19.028,4.0244,8.05293333333,4.13673333333,5.65246666667,26.948,5.44153333333,7.05466666667,5.62610370371,48.767,7.63946666667
413.64,4.75986666667,19.0703333333,4.041,8.06919999999,4.136,5.6638,26.9802666667,5.45813333333,7.05946666667,5.64217037037,48.7376666667,7.6676
414.00,4.78673333333,19.1653333333,4.08833333333,8.14579999999,4.1822,5.69926666667,27.073,5.5112,7.08286666667,5.69918518519,48.8936,7.70953333334
414.36,4.7574,19.1978,4.0622,8.15733333333,4.1408,5.67806666667,27.1095333333,5.48206666667,7.0838,5.66882222222,48.9717333333,7.67753333333
414.72,4.77626666667,19.2449333333,4.1,8.19846666667,4.1616,5.70926666667,27.1997333333,5.49986666667,7.13073333333,5.68729629629,49.0672666667,7.70426666667
415.07,4.81893333333,19.3403333333,4.15533333333,8.26673333333,4.22866666667,5.7534,27.2938666667,5.578,7.21793333333,5.75130370371,49.1136,7.76026666666
415.43,4.81653333333,19.4142666667,4.18106666667,8.31893333333,4.2454,5.7728,27.4176,5.62066666667,7.27093333333,5.78530370371,49.3041333333,7.77493333333
415.79,4.82746666667,19.4760666667,4.19626666667,8.35460000001,4.2594,5.784,27.5305333333,5.66546666667,7.32446666667,5.81673333333,49.3858,7.80113333333
416.15,4.78986666667,19.4915333333,4.16553333333,8.33046666667,4.22633333333,5.74826666667,27.5279333333,5.61986666667,7.3028,5.77617037037,49.4174,7.77906666667
416.51,4.77486666667,19.5202,4.16066666667,8.33906666667,4.2238,5.73033333333,27.5623333333,5.62893333333,7.31733333333,5.79038518519,49.4416666667,7.761
416.86,4.77686666667,19.5675333333,4.16126666667,8.38206666666,4.23833333333,5.7478,27.6090666667,5.65913333333,7.3542,5.81451851852,49.5219333333,7.76946666667
417.22,4.80093333333,19.6483333333,4.1918,8.43086666667,4.2646,5.76146666667,27.6999333333,5.7016,7.40066666667,5.85765185185,49.6465333333,7.80466666667
417.58,4.81053333333,19.7049333333,4.20033333333,8.44986666667,4.2788,5.77633333333,27.7760666667,5.731,7.42353333333,5.87435555555,49.742,7.81953333333
417.94,4.838,19.7728666667,4.2296,8.48780000001,4.3128,5.79753333333,27.8669333333,5.757,7.4546,5.90832592593,49.8517333333,7.84366666667
418.29,4.8604,19.8548666667,4.265,8.52606666666,4.3606,5.81806666667,27.9388,5.8032,7.47673333333,5.95138518519,49.919,7.89786666667
418.65,4.86833333333,19.8875333333,4.276,8.54559999999,4.37046666667,5.822,27.9726666667,5.82473333333,7.48026666667,5.95493333333,49.9672,7.91326666667
419.01,4.87526666667,19.9284,4.2882,8.56433333333,4.37686666667,5.82813333333,28.0226,5.8382,7.489,5.96945925926,50.0340666667,7.91146666667
419.37,4.8798,19.9803333333,4.28446666667,8.57886666667,4.3646,5.83413333333,28.0998666667,5.8502,7.4964,5.96890370371,50.1080666667,7.9184
419.73,4.8754,20.0089333333,4.2794,8.57319999999,4.3554,5.82106666667,28.12,5.8576,7.4876,5.97591851852,50.1066666667,7.89593333333
420.08,4.874,20.0359333333,4.27286666666,8.57606666666,4.35166666667,5.8198,28.1633333333,5.88266666667,7.50366666667,5.98978518519,50.1359333334,7.90506666667
420.44,4.8986,20.0795333333,4.29026666667,8.61039999999,4.3776,5.83573333333,28.2466,5.9162,7.52573333333,6.01530370371,50.1946,7.92353333333
420.80,4.9162,20.1138666667,4.29466666667,8.6236,4.38246666667,5.8346,28.2915333333,5.93406666667,7.53986666667,6.02658518519,50.1924666667,7.9272
421.16,4.93413333333,20.1551333333,4.3134,8.64106666668,4.39953333333,5.857,28.3267333333,5.96146666667,7.55706666667,6.04977777778,50.1796,7.94573333333
421.51,4.95213333333,20.2088666667,4.33626666667,8.68313333333,4.41853333333,5.87253333333,28.3898,5.98713333333,7.5802,6.08370370371,50.215,7.96093333333
421.87,4.9226,20.2272,4.30966666667,8.66973333333,4.38,5.85226666667,28.4324666667,5.98386666667,7.56106666667,6.06270370371,50.211,7.93886666667
422.23,4.92546666667,20.2653333333,4.30653333333,8.67006666667,4.3802,5.85933333333,28.4958666667,5.99426666667,7.56533333333,6.06992592593,50.2603333333,7.93813333333
422.58,4.91553333333,20.2986666667,4.28973333333,8.65673333333,4.35833333333,5.846,28.5406,5.9932,7.55866666667,6.07726666666,50.2508,7.91206666667
422.94,4.88633333333,20.3021333333,4.26473333333,8.63593333333,4.32346666667,5.819,28.5698,5.97826666667,7.54113333333,6.06052592593,50.2696666667,7.89506666667
423.30,4.87653333334,20.3295333333,4.25086666667,8.639,4.32013333333,5.8078,28.6005333333,5.98433333333,7.5218,6.06119259259,50.296,7.87993333333
423.66,4.87493333333,20.3840666667,4.25426666667,8.64653333334,4.31786666667,5.81513333333,28.6611333333,5.9966,7.5286,6.06843703704,50.3609333333,7.897
424.01,4.89093333333,20.4332,4.27406666667,8.67306666667,4.34193333333,5.83633333333,28.7542666667,6.02753333333,7.54553333333,6.09176296296,50.42,7.91133333333
424.37,4.89473333333,20.4749333333,4.2846,8.68473333334,4.35453333333,5.83706666667,28.8145333333,6.04786666666,7.5608,6.10403703704,50.4863333333,7.92846666667
424.73,4.9014,20.5358,4.30513333333,8.70413333333,4.37666666666,5.85286666667,28.9075333333,6.08006666667,7.57566666667,6.11787407407,50.6047333333,7.94686666667
425.08,4.9046,20.5906,4.31033333333,8.7336,4.38533333334,5.85986666667,28.9967333333,6.1044,7.59286666667,6.13681481481,50.6993333333,7.96106666667
