wavelength,Back_CyaCysm,Belly_CyaCysm,Breast_CyaCysm,Crissum_CyaCysm,Crown_CyaCysm,DorTail_CyaCysm,Patch10_CyaCysm,Rump_CyaCysm,Throat_CyaCysm,WingTip_CyaCysm
356.20,3.64446666667,47.4552,46.9124,6.12926666667,93.4058,4.76086666667,22.7568666667,54.3162,53.5746666667,4.0422
356.56,3.7456,47.6209333333,47.1221333333,6.20693333333,93.7652666667,4.8452,22.9523333333,54.4202,53.8991333333,4.1394
356.93,3.70353333333,47.7181333333,47.1619333333,6.1508,94.1106,4.7214,22.9776666667,54.5092666667,54.0438666667,4.0326
357.29,3.65933333333,47.7986,47.2111333334,6.14866666667,94.3280666667,4.69473333333,22.9776666667,54.5275333333,54.1164666667,3.9598
357.66,3.5776,47.8937333333,47.2739333333,6.08446666667,94.4736,4.6608,22.9486,54.5106666667,54.1940666667,3.8604
358.02,3.56913333333,47.9992666666,47.3340666667,6.08226666667,94.5562666667,4.66406666667,22.9286666667,54.5018,54.2768,3.85246666667
358.38,3.37793333334,47.8399333333,47.2306,5.9258,94.5252666667,4.48473333333,22.8076,54.2952,54.1926,3.63693333333
358.75,3.25366666667,47.8561333333,47.2004,5.85013333333,94.5419333333,4.41213333333,22.7136,54.2432,54.342,3.53026666667
359.11,3.33306666667,48.0697333333,47.4789333333,5.91346666667,94.9166,4.4396,22.7788666667,54.4111,54.5787333333,3.59353333333
359.48,3.10306666667,47.9502666667,47.3773333333,5.6674,94.8046666667,4.18906666667,22.5344666667,54.1583666667,54.4634666667,3.3858
359.84,2.97413333333,48.2004,47.6019333333,5.55846666667,95.301,4.09593333333,22.5262666667,54.3287666666,54.6310666667,3.24766666667
360.20,2.8354,48.2052666667,47.6002666667,5.4602,95.4956666667,3.9652,22.399,54.3597666667,54.7764666667,3.0706
360.57,2.86993333333,48.3616,47.7418,5.51906666667,95.6636666667,4.0378,22.4372,54.469,54.9108,3.11346666667
360.93,3.03713333333,48.7114,48.1316,5.68586666667,96.158,4.2306,22.6720666667,54.8041666667,55.2475333333,3.26473333333
361.29,3.02113333333,48.8085333333,48.2424666667,5.66766666667,96.2269333333,4.19613333333,22.646,54.8800666667,55.3620666667,3.258
361.66,3.11566666667,48.9385333333,48.4461333334,5.7264,96.4602,4.2324,22.7206,55.076,55.5862,3.3456
362.02,3.03346666667,49.0387333333,48.5564,5.70006666667,96.7265333333,4.1782,22.7257333333,55.2206666667,55.7114,3.31886666667
362.39,3.07206666667,49.201,48.6672,5.72706666667,96.8835333333,4.161,22.6762,55.2994,55.8330666667,3.349
362.75,3.03946666667,49.282,48.8311333333,5.70533333334,96.9820666667,4.15166666667,22.6728666667,55.3322,55.8826666666,3.3578
363.11,3.02106666667,49.3950666667,48.9148666667,5.72306666667,97.0967333334,4.15613333333,22.6916,55.4014333333,56.0302,3.3662
363.48,3.13566666667,49.6672,49.2076,5.849,97.4937333333,4.22,22.8055333333,55.6754333333,56.344,3.44906666667
363.84,3.286,49.821,49.3763333333,5.982,97.5132666667,4.33233333333,22.8670666667,55.7408333333,56.567,3.62146666667
364.20,3.30913333333,50.0421333333,49.5864,6.00353333333,97.7766666667,4.3844,22.9694666667,55.9229333333,56.7323333333,3.68106666667
364.57,3.1048,49.9906666667,49.5615333333,5.75933333333,97.7298666665,4.11533333333,22.7777333333,55.8315,56.7419333334,3.5258
364.93,2.9724,49.989,49.4759333333,5.64146666667,97.5003333332,3.98966666667,22.6146,55.6914666667,56.7007333333,3.4102
365.29,3.15253333333,50.2541333333,49.7038,5.84826666667,97.7058666666,4.1462,22.7770666667,55.8551333333,57.0462,3.5424
365.66,3.221,50.3815333333,49.8008666667,5.95533333334,97.7558666667,4.21966666667,22.8175333333,55.8415333333,57.1482,3.61633333333
366.02,3.285,50.4369333333,49.8748,5.9938,97.6089333333,4.2376,22.8047333333,55.8248333333,57.2142,3.6474
366.38,3.3418,50.493,49.9730666667,6.02706666667,97.4953333333,4.26346666667,22.8661333333,55.8098,57.3206666667,3.67306666667
366.75,3.41086666667,50.6195333333,50.0730666667,6.04706666667,97.5887333332,4.2604,22.8376666667,55.8664666667,57.4596666667,3.68733333333
367.11,3.4304,50.7835333333,50.2744666667,6.06193333333,97.6877333333,4.27053333333,22.8435333333,55.9996333333,57.6120666667,3.7118
367.47,3.53353333333,50.9135333333,50.4037333333,6.15026666667,97.6703333332,4.40233333333,22.8998,56.0751,57.8538,3.85466666667
367.84,3.4778,50.8463333333,50.3253333333,6.06226666666,97.4728,4.3606,22.7810666667,55.9536666667,57.8182,3.75313333333
368.20,3.42466666667,50.8079333333,50.2732666667,5.9732,97.2463999999,4.22973333333,22.65,55.8849,57.8532666667,3.6582
368.56,3.42546666667,50.9494,50.3938666667,6.03873333333,97.3211333334,4.25653333333,22.673,55.9565333333,58.0140666667,3.58
368.93,3.51886666667,51.0686,50.5998,6.11666666667,97.3686666668,4.34986666667,22.7400666667,56.0316333333,58.1788,3.67026666667
369.29,3.40386666667,51.1618666667,50.6372666667,6.002,97.2950000001,4.3002,22.6056,56.0691666667,58.2112,3.5936
369.65,3.23993333333,51.2352666667,50.675,5.85966666667,97.1731333333,4.1776,22.4749333333,56.0677,58.2891333333,3.4246
370.01,3.16986666667,51.4483333333,50.8430666667,5.825,97.3227333333,4.15353333333,22.4166666667,56.1948666667,58.5370666667,3.35546666667
370.38,3.04986666667,51.6974666667,51.1004666667,5.74066666667,97.6103333333,4.0704,22.3178666667,56.3703666667,58.8381333333,3.25426666667
370.74,3.11993333333,51.8396666667,51.2416666667,5.82346666667,97.5712000001,4.18993333333,22.3498,56.4168666667,59.0154,3.31566666667
371.10,3.17033333333,51.9463333334,51.313,5.89053333333,97.4413999999,4.20713333333,22.3124666667,56.4048333333,59.0961333333,3.33826666667
371.46,3.12966666667,51.96,51.3204666667,5.807,97.3332666666,4.134,22.1923333333,56.3893333333,59.0968666667,3.24073333333
371.83,3.09206666667,52.1368666667,51.5130666667,5.84266666667,97.4394000001,4.08273333333,22.1240666667,56.5776,59.3308,3.18626666667
372.19,3.18126666666,52.4010666667,51.7828666667,5.95886666667,97.5533999999,4.20533333333,22.1642666667,56.7012,59.6251333333,3.29626666667
372.55,3.23153333333,52.5814,51.9412666667,5.94013333333,97.5498666667,4.21726666667,22.1023333333,56.8159666667,59.7697333333,3.34053333333
372.92,3.20813333333,52.7128,52.0291333333,5.90013333334,97.4367333333,4.18,22.0314,56.8758666667,59.8946666667,3.32633333333
373.28,3.22353333333,52.8359333333,52.1516666667,5.92086666667,97.3840000001,4.16453333333,22.0185333333,56.9353666667,60.0306666667,3.34706666667
373.64,3.2776,53.0193333333,52.3122,5.9674,97.3805333333,4.18366666667,21.9755333333,57.0549666667,60.2480666666,3.38473333333
374.00,3.22313333333,52.9228,52.2759333333,5.91253333334,96.9453333332,4.1386,21.8345333333,56.9311,60.1962,3.35453333333
374.37,3.29886666667,53.0307333333,52.3253333333,6.01033333334,96.6445333333,4.24446666667,21.8259333333,56.9616333333,60.2771333333,3.4362
374.73,3.24473333333,53.195,52.4487333333,5.98506666667,96.5232666667,4.20526666667,21.7612,56.9803333333,60.3962,3.4096
375.09,3.22393333333,53.4340666667,52.6959333333,5.97926666667,96.6510666667,4.24566666667,21.7503333333,57.191,60.7523333333,3.40026666667
375.45,3.2002,53.6275333333,52.8811333333,6.05233333333,96.5162,4.246,21.7252666667,57.2906,60.9874,3.43
375.81,3.23833333333,53.8169333333,53.0704,6.06333333333,96.4219999999,4.33353333333,21.7384,57.4333333333,61.2377333333,3.51046666667
376.18,3.27533333333,54.0733333333,53.3486666667,6.13966666667,96.5037999999,4.41706666667,21.8266666667,57.7325333333,61.5426666667,3.58686666667
376.54,3.23573333333,54.2748666667,53.5715333333,6.14146666667,96.5205333334,4.44246666667,21.8236,57.8856,61.8003333333,3.58173333333
376.90,3.2112,54.5206666667,53.763,6.15153333334,96.5816666667,4.43246666667,21.7882,58.0429,62.0962666667,3.5692
377.26,3.08273333333,54.5029333333,53.8000666667,6.02846666667,96.3394,4.31973333333,21.6211333333,58.0097666667,62.1568,3.42713333333
377.63,3.07306666667,54.5824666667,53.9382666667,5.9844,96.1202666666,4.31013333333,21.5871333333,58.1055666667,62.2932666666,3.4426
377.99,3.06073333333,54.8092666666,54.1264666667,5.96606666667,96.1551333333,4.24933333333,21.5512,58.2529,62.5504666667,3.43033333334
378.35,3.04713333333,54.9864666667,54.3246,5.97226666667,96.1293333333,4.23813333333,21.5127333333,58.3680666666,62.7213333333,3.45013333333
378.71,3.10686666666,55.1040666667,54.4376666667,5.98506666667,95.9828666667,4.25973333333,21.4914,58.4959,62.9441333333,3.47386666667
379.07,3.08266666667,55.1672,54.4709333333,5.93993333333,95.6604666666,4.21746666667,21.3734,58.5136666667,62.9824666667,3.43133333333
379.44,3.07473333334,55.3625333333,54.662,5.90713333333,95.6854666666,4.18986666667,21.3276666667,58.6991333333,63.1418666667,3.3948
379.80,3.10813333333,55.5332,54.7896666667,5.94053333333,95.5472000001,4.21813333333,21.3308666667,58.7821333333,63.2708666667,3.418
380.16,3.02606666667,55.481,54.7053333333,5.85773333333,95.0247333333,4.10333333333,21.1320666667,58.6268,63.1907333333,3.30646666667
380.52,3.1,55.5126666667,54.7805333333,5.92,94.6725999999,4.14386666667,21.1181333334,58.6551333333,63.2951333333,3.3652
380.88,3.10806666667,55.5267333333,54.8470666667,5.92926666667,94.2859333334,4.15766666667,21.0593333333,58.6735,63.3114,3.3552
381.24,3.17313333333,55.7703333333,55.0812666667,5.98266666667,94.2061333333,4.22386666667,21.0540666666,58.8479666667,63.5306666667,3.4026
381.61,3.1782,55.971,55.2699333333,6.018,94.1357333334,4.25113333333,21.0516,58.9848666666,63.7658,3.4098
381.97,3.27566666667,56.2925333333,55.5610666667,6.08826666667,94.1966,4.34053333333,21.1152666667,59.2811333333,64.1304666667,3.46226666667
382.33,3.29066666667,56.5402666667,55.7930666667,6.0598,94.2229999999,4.3328,21.1353333333,59.4955666667,64.4886666667,3.4536
382.69,3.23706666667,56.7514666667,55.9838666667,6.0372,94.1703999999,4.26726666667,21.1029333333,59.7141666667,64.7386666667,3.4312
383.05,3.18873333333,56.8981333333,56.102,6.004,94.0506666666,4.1982,21.0718666666,59.8134666667,64.9292,3.40493333333
383.41,3.1984,57.0878,56.2629333333,6.05553333333,93.8772,4.25213333333,21.0866666667,59.9278666667,65.1822666667,3.41606666667
383.77,3.16466666667,57.2712,56.4071333333,6.04986666667,93.7141333333,4.24413333333,21.0528666667,60.0789666667,65.383,3.36833333333
384.14,3.23413333333,57.5144666666,56.5726666667,6.08766666667,93.6301333333,4.30246666667,21.1026666667,60.2446666667,65.6162666667,3.416
384.50,3.22553333333,57.7472,56.7039333333,6.10986666667,93.478,4.29326666667,21.0369333333,60.3954333333,65.8191333333,3.42066666667
384.86,3.23206666667,57.9504666667,56.8710666667,6.1184,93.3845333334,4.31706666667,20.9916666667,60.5523333333,66.0304,3.46573333333
385.22,3.3296,58.2966666667,57.1888,6.20853333333,93.4366666667,4.40913333333,21.1163333333,60.8747666667,66.4266,3.5692
385.58,3.392,58.4578666667,57.3094666667,6.26193333333,93.199,4.45913333333,21.1388666667,61.0099333333,66.5552,3.60833333333
385.94,3.37493333333,58.6166666667,57.4514,6.27706666667,93.0107333333,4.4602,21.1210666667,61.1183,66.7323333333,3.62533333334
386.30,3.3088,58.5694666666,57.4063333333,6.217,92.5319333333,4.417,20.9823333333,61.0855666667,66.644,3.55366666667
386.66,3.2456,58.6678,57.5016666667,6.16093333333,92.2821333333,4.34513333333,20.9044666667,61.1672333334,66.7424,3.49573333333
387.03,3.25746666667,58.7986666667,57.6594,6.14326666666,92.0381333333,4.34653333333,20.8751333333,61.2750666667,66.8764666667,3.49793333333
387.39,3.25773333333,58.8720666667,57.7458666667,6.12693333333,91.7160666667,4.3428,20.8283333334,61.3798,66.9950666667,3.52166666667
387.75,3.24186666667,58.8201333333,57.7219333333,6.06733333333,91.2232666667,4.2936,20.6972,61.3303,66.9378666667,3.5176
388.11,3.25133333333,58.8538,57.7912,6.05966666667,90.9032666667,4.30626666667,20.6102,61.4261666667,67.0162666666,3.54826666667
388.47,3.2868,58.9812,57.94,6.05653333333,90.6781333333,4.31873333333,20.59,61.5508666667,67.1379333333,3.5608
388.83,3.2786,59.1409333333,58.1074,6.05573333333,90.4813333333,4.3056,20.5251333333,61.6908333333,67.3433333333,3.51926666666
389.19,3.1468,59.0383333333,57.9848,5.9412,89.9557333333,4.1838,20.3026,61.5653,67.2658666667,3.39533333333
389.55,3.141,59.1909333333,58.106,5.9316,89.7446666666,4.1706,20.1856666667,61.6916,67.453,3.38113333333
389.91,3.1766,59.2901333333,58.1592,5.94873333333,89.3778666667,4.21013333333,20.1127333333,61.8198,67.5329333333,3.38006666667
390.27,3.21253333333,59.4776,58.3331333333,5.98106666667,89.1722,4.2162,20.0569333333,62.0012333333,67.7700666667,3.40686666667
390.63,3.27446666667,59.6507333333,58.5057333333,6.0364,88.9825333333,4.30786666667,20.0546,62.1958333333,67.993,3.45473333333
391.00,3.33053333333,59.7068,58.5402,6.08906666667,88.6135333334,4.39966666667,19.9914,62.2472666667,68.0780666667,3.5044
391.36,3.31586666667,59.8458666667,58.6436,6.04033333333,88.4128666667,4.39193333333,19.8906,62.3626,68.2,3.48226666667
391.72,3.31906666667,60.1734,58.9588666666,6.0716,88.4867333333,4.39146666667,19.8746666667,62.6925,68.5723333333,3.48246666666
392.08,3.23966666667,60.3713333333,59.1201333333,6.0188,88.3572,4.30086666667,19.7576666667,62.8690666667,68.7867333333,3.41793333333
392.44,3.21533333333,60.4916666667,59.2302,6.00486666667,88.1524666666,4.28693333333,19.6627333333,63.0417,68.9446666667,3.40506666667
392.80,3.21286666667,60.5877333333,59.2754,5.96993333333,87.9046,4.29193333333,19.56,63.1536,69.049,3.39253333333
393.16,3.25853333334,60.7640666667,59.4386,5.99693333333,87.7280666667,4.33846666667,19.5036666667,63.3342666667,69.2380666667,3.4362
393.52,3.28133333334,60.909,59.5827333333,5.98406666667,87.4992,4.3402,19.4508666667,63.4771333333,69.3522666667,3.44833333333
393.88,3.24853333333,61.0038,59.7046666667,5.96833333333,87.2805333333,4.32366666667,19.3570666667,63.5689333333,69.4861333333,3.44446666667
394.24,3.31746666667,61.146,59.8300666667,6.04666666667,87.0648666667,4.4012,19.3508666667,63.7284,69.5968,3.54153333333
394.60,3.3164,61.2652666667,59.9330666667,6.04473333333,86.85,4.37853333333,19.229,63.8458666667,69.6657333333,3.55906666666
394.96,3.28573333333,61.5574666667,60.1867333333,6.04593333333,86.8476666666,4.3634,19.1613333333,64.2056666667,69.9499333333,3.56393333333
395.32,3.2702,61.6504666667,60.268,6.02533333333,86.5972,4.33706666667,19.0416666667,64.3600666666,70.0345333333,3.54473333333
395.68,3.24086666667,61.6374,60.2491333333,5.9668,86.217,4.28666666667,18.8692,64.407,70.0238666667,3.5076
396.04,3.27953333333,61.7611333333,60.3876,6.008,85.9480666667,4.3196,18.7897333333,64.5619333333,70.1462666667,3.53986666667
396.40,3.24666666667,61.825,60.4396,5.98686666667,85.6129333333,4.27673333333,18.6279333333,64.6509666667,70.1812,3.50513333333
396.76,3.25886666667,61.9945333333,60.6351333333,6.03553333333,85.4164666667,4.26966666667,18.5686,64.8789666667,70.3567333333,3.52286666667
397.12,3.24206666667,62.0549333333,60.6851333333,6.0348,85.1084,4.25006666667,18.4565333334,65.0452,70.4062666667,3.52613333333
397.48,3.1916,62.147,60.7718666667,6.0392,84.8262666667,4.25106666667,18.3168666667,65.1955,70.5143333333,3.51566666667
397.84,3.1678,62.2192666667,60.841,6.01866666667,84.4995333333,4.22126666667,18.1960666667,65.3322333333,70.558,3.51126666667
398.20,3.1096,62.3168,60.9042,5.9676,84.1895333333,4.14786666667,18.0443333333,65.4281333333,70.5871333333,3.43366666667
398.56,3.10313333333,62.3668666666,60.9682,5.94573333333,83.8805333333,4.15506666667,17.9439333333,65.5349,70.6474,3.40126666667
398.92,3.10073333333,62.3056,60.9276666667,5.9226,83.484,4.13886666667,17.8398,65.5073666667,70.5705333333,3.36286666667
399.28,3.10906666667,62.4005333333,60.988,5.94333333333,83.2596666667,4.15386666667,17.7535333333,65.6209666667,70.6468666667,3.3486
399.64,3.17393333333,62.6507333333,61.1993333333,6.02573333333,83.1772,4.22686666667,17.7686666666,65.9176,70.8906666667,3.40793333333
400.00,3.08606666667,62.705,61.2294666667,5.92673333333,82.9842,4.17253333333,17.6290666667,66.0284666667,70.9546,3.3224
400.36,3.17326666667,62.8465333333,61.3151333333,5.987,82.8749333333,4.29093333333,17.6242666667,66.1983333333,71.0967333333,3.4198
400.72,3.1914,62.8652,61.2368,5.96,82.5542666666,4.31826666667,17.5314,66.2616333333,71.0722666667,3.43806666667
401.08,3.24186666667,62.9625333333,61.3044666667,5.98673333333,82.3200666667,4.35393333333,17.4937333333,66.4077333333,71.1264666667,3.47586666667
401.44,3.24486666667,62.9787333333,61.2883333333,5.977,82.0528666667,4.3486,17.4348,66.5269666667,71.1592666667,3.4802
401.80,3.31446666667,63.0096666667,61.2620666667,6.0028,81.7781333333,4.39386666667,17.3862,66.6057333333,71.1468666667,3.521
402.16,3.35573333333,63.1335333333,61.3293333334,6.04033333333,81.6488666667,4.4626,17.3793333333,66.8078,71.3109333333,3.55826666667
402.52,3.41086666667,63.3331333333,61.403,6.1328,81.5394,4.51626666667,17.4148666667,67.0854333333,71.4636666667,3.6184
402.88,3.47253333333,63.4148666667,61.4262666667,6.1668,81.3413333333,4.58026666667,17.4107333333,67.2393,71.5095333333,3.6858
