wavelength,Back_PooAltm,Belly_PooAltm,Breast_PooAltm,Crissum_PooAltm,Crown_PooAltm,DorTail_PooAltm,Patch10_PooAltm,Patch11_PooAltm,Patch12_PooAltm,Patch13_PooAltm,Rump_PooAltm,Throat_PooAltm,WingTip_PooAltm
193.61,97.3958333335,125.0,131.25,0.52083333335,114.0625,61.4583333332,101.5625,26.0416666667,32.8125,100.520833333,37.2395833335,110.9375,217.708333333
193.99,165.625,188.541666666,154.166666667,-27.0833333333,143.75,42.7083333335,146.875,22.9166666666,0.0,148.958333333,-0.5208333335,157.291666667,379.166666667
194.37,163.636333333,181.818166666,144.697,27.2728333333,135.606166667,62.1210000001,136.363666666,36.3635,36.3636666667,164.394,45.8334166665,146.212166666,320.454666666
194.75,183.333333334,195.614,141.228,67.5438333335,142.105,59.6493333331,157.0175,41.2281666669,56.1403333335,185.964833333,17.1050833335,181.579,365.789333333
195.13,-805.555333331,-861.111166668,-400.0,-33.3331666665,-488.888833333,-5.5555,-716.666833333,133.3335,0.0,-900.000000001,166.666666665,-799.999833331,-2022.22216667
195.51,285.416666667,352.083333333,127.083333333,18.75,162.5,0.0,306.25,-68.75,-25.0,379.166666667,22.9166666665,279.166666667,810.416666667
195.89,110.493833333,119.135833333,36.4198333333,35.1853333334,65.4321666667,4.32116666665,103.703666667,6.79016666665,9.2593333335,130.246666667,24.074,97.5309999998,255.555666667
196.27,86.2743333333,89.7058333334,25.0,15.1958333333,48.0393333334,-20.0978333333,72.0588333333,1.4705,-11.2746666667,84.8040000001,16.1764166666,68.137,190.196
196.65,111.111,112.222166667,14.4445,-54.4445,13.3333333334,-126.666666667,89.9998333335,-87.7776666666,-95.5558333332,83.3333333335,-37.222,86.6664999999,356.666666667
197.03,255.5555,255.555666668,-122.222166667,-627.777666669,-305.555333333,-1144.44433333,183.333333333,-816.666666669,-772.222333332,100.0,-505.555499999,272.222333333,1488.889
197.40,139.393833333,99.9998333335,24.2425,-174.242333333,-48.4846666665,-319.696833333,115.1515,-195.4545,-187.878833333,48.484666667,-102.272666666,130.303166667,468.181666667
197.78,112.499833334,99.999833333,-13.889,-175.0,-20.8331666666,-301.389,74.9998333333,-158.333,-143.055666667,45.8335,-111.805583334,100.000166666,408.333333334
198.16,81.5475,95.2379999998,47.619,-48.8095,20.8335,-110.119,61.3096666667,-44.6428333335,-23.8096666665,67.2620000001,-0.29766666665,75.0,216.666666667
198.54,44.4445,74.0741666667,25.4628333333,-52.3148333335,5.09266666665,-105.555666667,31.9443333333,-53.2408333332,-22.6853333335,45.3703333334,1.1575833333,50.463,167.592666667
198.92,39.9998333333,79.0476666667,21.9048333333,-71.9048333331,-6.1905,-129.523833333,28.5713333333,-58.5715000001,-16.1904999998,37.6191666667,5.9525,43.333,177.142833333
199.30,22.6495,53.4188333331,0.8546666667,-79.4873333335,-26.9233333333,-134.6155,0.854666666665,-66.2393333332,-19.2308333333,17.5213333334,-13.6751666667,33.3333333333,147.0085
199.68,-13.2185,22.9885000002,-49.4251666668,-149.425166666,-71.2645,-233.333333333,-47.7011666667,-141.954,-53.4481666668,-34.4826666665,-66.9540000001,3.4481666667,169.5405
200.06,-28.0,7.333333333,-60.6666666665,-196.666666667,-70.0,-286.0,-78.0,-186.666666667,-89.9999999999,-62.6666666665,-79.3333333332,-20.6666666667,186.0
200.44,-41.6666666667,-0.641,-62.1793333335,-180.128166667,-58.3331666667,-272.435833333,-93.5896666667,-185.8975,-85.8973333334,-73.718,-72.1153333334,-21.7948333333,180.128333333
200.82,-6.97683333332,-0.7751666667,-22.4806666667,-89.1471666667,-9.3025,-145.348833333,-44.961,-92.6355,-40.3101666665,-37.9843333332,-32.1705,-7.3645,132.945833333
201.19,24.6031666667,31.7461666666,5.02633333335,-33.598,30.6878333333,-63.4921666668,-6.87816666667,-38.0953333333,-2.38083333335,0.2645,11.7724166667,23.545,116.666666666
201.57,23.3333333333,40.9523333333,10.9523333333,-14.2858333333,35.7143333333,-48.8095,-1.66666666666,-31.1905,7.381,12.8571666667,22.50025,35.7141666667,110.0
201.95,26.0001666667,48.0001666667,25.3333333333,-0.666666666665,34.2223333334,-36.8888333333,9.11083333332,-30.4443333334,12.6665,16.4446666667,24.2221666667,39.3333333333,109.5555
202.33,18.1371666666,39.706,18.3821666667,-5.63700000001,25.9803333333,-48.5293333333,4.65666666667,-43.6273333334,-1.2255,4.657,16.0540833333,42.157,105.392
202.71,11.8278333333,34.4085,12.0968333334,-4.30083333331,21.5053333333,-54.0321666667,-1.344,-49.1935,-1.613,-4.03216666665,15.9946666666,40.5913333333,102.957333333
203.09,3.67233333335,29.661,4.51966666667,-3.39000000002,12.4295,-61.2993333334,-14.4068333333,-66.949,-12.7118333333,-9.887,7.62699999999,24.2938333334,95.4803333335
203.47,9.8485,41.6668333333,9.34333333333,21.212,19.192,-44.4445,2.77783333335,-53.5351666667,-6.3131666667,-2.27283333335,15.9090833334,25.5051666666,88.384
203.85,36.0361666666,64.4145,38.5135,46.3965,42.117,-7.88283333335,26.3515,-21.6216666667,22.973,26.1261666667,42.9055833333,48.1981666666,94.8199999998
204.22,51.4768333333,81.6456666665,53.7975,62.0255,49.9998333333,11.3923333334,46.8355,-9.07166666668,42.4049999998,44.7256666666,51.37125,66.8776666667,103.586666667
204.60,59.6153333333,88.0343333335,54.7008333334,69.0171666667,51.282,10.2563333333,59.1878333333,-7.47866666667,51.4958333331,53.8463333334,54.7008333333,70.0853333334,108.7605
204.98,50.4831666667,92.2705,42.029,69.3236666666,40.58,-10.628,55.314,-22.7053333334,54.348,53.6231666667,47.9468333333,72.464,103.14
205.36,40.8853333333,88.021,42.1878333333,71.0938333333,20.573,-30.469,52.6043333333,-39.8438333333,50.0,48.9583333333,39.453,60.9373333333,97.1355000002
205.74,26.617,74.1293333332,24.627,53.9801666667,15.6715,-35.3235,35.572,-45.7711666667,39.5523333331,34.577,23.3830833333,46.5173333334,76.8655
206.12,6.8075,56.3381666667,-0.4695,41.784,2.817,-47.183,15.4928333334,-54.2251666666,28.6385,22.77,17.60575,32.3943333333,58.6853333334
206.50,5.70183333335,52.6316666666,-5.48266666668,39.4735,9.42966666665,-44.0788333334,11.842,-53.07,38.5965,26.535,17.5438333334,26.535,52.6315
206.87,-2.54266666665,53.9548333333,-21.469,27.966,-1.4125,-77.1188333333,-4.5198333333,-88.1355,28.2486666667,13.5591666667,0.14141666665,15.5366666666,51.4125
207.25,-11.3474999999,54.9645000002,-32.2693333333,26.9505,2.1275,-113.829833333,-13.1205000002,-113.475,19.8581666666,1.06366666665,0.70925,16.6666666667,49.6455
207.63,-13.725666667,45.0979999999,-54.9018333333,15.6865,1.96066666665,-182.843,-37.2548333332,-172.549,2.941,0.9805,4.90191666667,22.0588333333,51.9606666667
208.01,-32.353,21.5686666668,-81.8624999999,-3.4315,-32.843,-221.078166667,-63.7255000002,-190.196,-29.4118333333,-24.5096666667,-16.4215833334,20.0981666667,38.2355
208.39,-56.9445,-8.796333333,-90.2778333331,-29.6296666667,-56.9445,-243.055333334,-101.851833333,-186.574,-59.7221666666,-45.8333333334,-32.40725,-8.33333333335,17.1298333333
208.77,-53.9999999999,-12.6666666667,-67.0,-32.3333333333,-56.0,-174.333333333,-88.6666666668,-138.0,-61.3333333333,-39.6666666667,-29.5,-9.6666666667,6.33333333335
209.14,-47.6191666668,-6.3493333333,-50.5291666666,-28.5715,-47.09,-135.978833333,-72.7513333332,-105.026333333,-57.9363333333,-23.2806666667,-16.5344166667,-9.7883333333,6.0845
209.52,-48.8263333335,-11.737,-43.1925,-35.6805,-39.2021666667,-117.370833333,-67.8403333333,-92.2535,-59.155,-20.4225,-15.8453333334,-10.5633333333,1.17366666665
209.90,-38.8211666667,-6.9103333333,-27.8455,-27.439,-32.7236666667,-100.406833334,-54.6746666667,-69.5121666667,-48.374,-11.7885,-6.19924999998,-7.72350000002,5.28466666665
210.28,-30.2845,-5.48783333335,-16.87,-23.9836666666,-24.7966666667,-96.3415,-46.9513333333,-57.5201666666,-46.951,-5.2845,-6.30058333333,4.6746666667,9.34933333332
210.66,-17.3836666667,1.7921666667,-4.48016666665,-12.0073333333,-16.129,-75.8065000001,-36.7385,-37.0966666667,-40.8601666667,1.43366666667,-2.50908333333,14.5161666667,19.1758333333
211.03,-1.94466666665,10.1388333333,9.3055,7.63866666665,-2.22216666665,-43.4721666667,-15.8335,-14.0278333334,-22.3611666666,15.2778333333,6.18066666668,26.5278333333,27.0833333333
211.41,1.5815,13.1385,12.6523333334,11.6786666667,-0.121666666665,-29.927,-9.48916666665,-8.75899999999,-15.9365,17.275,7.11675,28.2236666667,27.129
211.79,7.4075,20.782,19.6503333333,15.8436666667,4.01233333332,-17.2838333333,-2.1603333333,0.206,-6.37866666666,18.2098333333,8.64199999998,26.852,27.9835
212.17,12.8415,23.4061666667,23.9523333333,19.7633333333,10.1093333333,-9.56283333331,3.91616666665,6.102,0.0,21.5848333333,11.2931666667,25.5008333334,27.6866666666
212.55,12.2281666667,21.9203333333,21.377,19.5653333333,10.326,-7.971,4.89133333335,2.4455,-1.6303333333,16.848,9.51074999999,23.6411666667,24.3658333334
212.92,14.1028333333,23.274,20.414,20.1183333334,12.3275,-11.5385,4.635,0.986,-3.1558333333,15.0886666666,7.74166666668,21.203,23.3726666666
213.30,26.3965,30.901,29.4595,29.0088333334,24.5045,0.90083333335,15.5855,9.63966666669,6.30616666669,22.5225,15.2251666667,29.5496666666,31.0811666666
213.68,33.5978333333,36.1551666666,30.776,38.3598333333,29.3651666667,6.79016666665,22.3103333334,16.0493333333,13.1393333333,27.866,21.47275,36.6845,35.9788333333
214.06,34.1665,33.0556666666,29.4443333333,39.4443333334,30.1851666667,5.741,23.7963333333,13.3333333333,12.6851666667,25.0926666667,18.7964166667,35.1851666666,37.0371666666
214.44,31.4208333334,29.417,28.4151666666,34.6085,26.776,4.736,19.9451666667,9.01633333335,9.74516666668,20.947,17.4865,31.0565,34.6993333333
214.81,25.926,24.2501666667,24.956,29.7176666666,23.986,0.26433333333,14.462,3.26283333333,7.67183333333,14.3738333333,14.1978333333,25.6613333333,30.0706666666
215.19,24.782,20.506,24.8691666666,28.3595,21.117,-2.18133333334,12.9143333334,1.1345,6.98050000001,12.74,14.0924166666,21.9023333333,28.0975
215.57,26.8315,18.8645,26.9231666666,30.2198333333,21.4288333333,-1.55683333334,14.652,3.29666666666,9.06583333333,16.209,15.6135833333,24.2673333333,31.1353333333
215.95,27.307,19.3975,26.5538333333,32.4858333333,21.94,-1.50666666667,17.42,4.33149999999,10.3576666667,17.6081666666,16.5725,28.6255,34.0866666667
216.32,24.374,20.4238333334,26.2041666666,32.659,22.6396666667,-0.385333333335,17.63,2.50483333332,8.18866666669,15.9921666667,15.8476666666,28.2273333333,34.971
216.70,28.4723333333,27.5791666666,31.9443333333,36.7063333334,26.6863333333,1.68633333335,21.0318333333,5.75416666665,11.6071666667,19.9405,22.9166666667,34.1271666666,41.5675
217.08,27.2893333333,27.1061666667,32.5093333333,34.6153333333,28.7546666667,4.02950000002,21.2453333333,7.32600000002,16.392,21.6118333333,23.9468333333,37.2711666667,40.934
217.46,18.5976666667,21.7478333334,24.1871666667,29.6746666667,22.0526666666,-4.16666666668,15.9553333333,2.43883333333,12.195,13.821,19.3088333334,33.0283333333,35.6706666667
217.83,7.4195,10.8601666667,18.817,18.387,13.6556666667,-15.8063333333,6.8816666667,-4.73116666666,4.62366666665,2.58050000001,9.67741666665,25.5913333333,27.527
218.21,11.2938333333,10.7458333333,19.8466666667,19.5175,15.6798333333,-14.6931666667,6.908,-1.20616666667,7.237,3.399,13.2125833333,28.2895,28.0701666667
218.59,16.5548333334,18.009,25.5033333333,26.9575,21.812,-10.2908333333,18.1206666666,6.59966666668,13.9821666666,11.5211666667,22.1475833333,32.5501666667,31.991
218.97,21.446,20.8333333334,27.4508333333,30.5146666666,21.2011666666,-7.47533333335,22.9165,10.0486666666,15.196,15.4411666667,28.9215833334,35.2941666667,34.6813333334
219.34,19.2413333333,21.0026666666,22.8996666666,26.6936666666,23.3061666667,-10.84,20.0541666667,6.6395,8.40116666665,12.0596666667,27.0325,37.5338333333,33.3335
219.72,14.974,20.1823333333,20.5728333333,20.573,20.3126666666,-13.9321666667,14.974,3.12516666666,1.43233333335,6.12,23.56775,30.9896666667,27.0833333333
220.10,5.8403333333,12.2508333334,17.8061666667,11.8233333333,12.1081666666,-28.205,6.83766666665,-4.131,-8.97449999998,0.71216666665,17.9485833334,19.658,19.0881666667
220.47,-4.805,-0.15,10.6606666667,-0.751,-0.75066666667,-41.5916666666,-2.85283333335,-14.1141666667,-19.8198333334,-7.50733333335,10.51025,6.45666666666,9.30916666665
220.85,-10.0575,-4.7415,6.753,-0.718166666665,-1.1495,-38.6493333334,-5.45983333335,-10.776,-18.2471666667,-4.74133333335,4.52599999999,-2.29883333333,5.45966666669
221.23,-11.947,-2.5073333333,6.63733333334,0.885,0.4425,-37.9058333334,-7.5223333333,-7.07933333333,-21.239,-6.63700000001,3.761,-4.71983333331,6.48966666665
221.61,-9.3093333333,-1.50133333335,12.7626666666,1.05116666666,0.750833333335,-35.4353333334,-4.80466666665,-2.10233333335,-16.3665,-3.30333333331,6.08108333334,-1.80183333333,8.25833333333
221.98,0.9723333333,12.2225,21.389,8.05566666668,8.88900000002,-21.111,5.6945,8.75,-4.58333333335,7.77783333335,11.1111666667,9.44450000001,17.9165
222.36,-4.9178333333,11.2021666666,18.9891666667,5.46449999998,-0.54666666667,-24.0436666667,2.04916666665,5.19116666668,-13.3881666666,5.46450000001,5.66941666667,6.28416666668,12.4318333333
222.74,-13.8655,0.8405,7.98316666665,-2.94116666666,-11.3445,-28.5715,-10.084,-4.34149999999,-28.8516666667,-7.14283333333,-6.79258333335,-2.10066666666,5.60233333332
223.11,-17.094,3.27633333333,6.26783333334,-0.570166666669,-6.268,-29.0598333333,-11.6808333333,-7.40749999998,-33.6181666667,-8.6895,-10.5414166667,-3.70383333333,1.99433333334
223.49,-11.5385,10.6838333333,13.1056666666,4.55833333333,-2.42166666666,-25.0715,-4.41600000001,-1.99416666668,-29.06,-2.99133333333,-5.41308333333,0.1425,3.70366666666
223.87,7.38099999998,23.8096666667,22.143,17.143,11.5478333333,-5.47616666666,12.7383333333,11.9048333334,-8.21433333335,12.9761666667,8.39291666667,11.4285,18.4523333333
224.24,11.4865,27.2521666666,20.7208333333,18.1305,14.5271666667,1.01333333335,14.865,14.8648333333,-4.50433333334,14.3018333333,9.29049999999,11.8245,20.8333333334
224.62,17.117,31.644,22.5225,22.8603333333,21.7343333334,7.54500000002,19.7073333334,18.3556666666,-0.78833333335,19.7071666667,12.162,17.7926666667,27.2523333333
225.00,17.742,26.6665,18.1718333333,17.9571666667,19.3546666667,8.2795,19.3546666667,15.0536666666,-2.4733333333,18.9246666666,11.5054166667,18.2795,27.0968333333
225.38,16.1035,19.482,15.5406666667,15.0901666667,11.8245,5.9685,18.6936666667,7.99566666665,-8.10816666666,15.6531666667,7.93925,14.1893333333,20.3828333333
225.75,13.3758333333,14.0128333334,12.845,10.6156666667,6.58183333333,3.82166666667,14.862,2.65383333335,-12.7388333333,12.3141666666,3.55641666667,7.74933333334,13.5881666666
226.13,13.9391666667,13.0301666667,11.2121666667,10.0,9.39400000002,5.1515,14.8483333334,2.32316666665,-11.2123333333,13.9395,6.96966666667,5.55583333333,12.727
226.51,16.402,16.402,15.6966666666,11.9928333333,15.785,10.4938333333,19.3121666667,6.17283333335,-4.49716666666,16.7548333333,12.25775,9.083,16.9313333334
226.88,18.3253333333,14.7595,15.5886666666,11.4428333333,16.7496666667,8.62350000001,18.6566666667,9.61850000002,-2.90216666665,15.9203333333,11.52575,8.87216666665,18.2421666667
227.26,17.9781666666,10.571,17.2838333333,7.9475,13.3486666667,5.9415,19.9846666666,11.9596666667,-1.77483333335,14.7378333334,10.64825,8.41066666665,19.9075
227.64,13.5981666667,5.85766666667,13.6681666667,6.067,9.13533333335,4.3235,16.5271666667,11.2971666667,-1.46433333335,11.2971666667,8.40308333334,4.39333333333,17.5731666667
228.01,4.0815,-1.76866666666,6.87083333333,-1.3605,1.42866666666,-3.19733333334,8.43549999998,3.06133333335,-7.21100000001,2.381,0.340166666665,-2.17683333334,10.4081666667
228.39,5.07766666667,-0.89583333333,7.52700000002,0.537500000002,0.59716666667,-1.31433333333,7.82549999999,2.74799999998,-5.49583333335,2.56883333334,2.27016666667,0.477833333335,10.6331666667
228.76,3.24516666666,-2.97033333333,4.51016666667,-2.97033333333,-3.85016666667,-4.6205,3.1355,-0.11,-6.93066666666,-0.715166666665,-0.08241666667,-2.25533333333,6.71066666667
229.14,0.569333333335,-3.20916666666,3.31266666667,-3.5195,-6.78033333335,-6.00416666667,-0.310666666665,-2.17383333334,-6.67683333333,-3.882,-2.30325,-5.383,3.36433333333
229.52,1.177,-1.742,4.14333333334,-1.64766666667,-4.3785,-3.43683333333,0.23533333333,-0.047166666665,-3.62516666666,-1.78916666666,-0.259,-3.1545,5.79099999998
229.89,4.01366666667,1.13433333333,4.8865,1.22166666667,-1.70166666667,-1.74516666667,1.65783333333,1.96333333334,-1.48366666667,0.0873333333333,1.50516666667,0.567166666665,8.63866666665
230.27,3.85583333333,1.20233333334,4.85066666667,2.77783333333,-3.77266666667,-2.03133333333,1.2025,2.073,-2.19716666666,-1.1195,0.228083333333,0.912,7.83599999998
230.65,4.46566666667,1.4355,4.14666666667,3.2695,-5.1835,-1.43533333333,0.717833333335,2.3125,-0.877166666667,-1.35566666666,0.0198333333335,0.4385,7.17716666668
231.02,3.69066666667,4.157,4.85633333333,3.84616666667,-5.0895,-0.8935,1.24333333333,1.55416666667,0.543999999998,-0.349666666668,0.893583333331,0.777,6.64333333335
231.40,4.60683333333,6.03,6.17966666667,6.4795,-2.80883333333,2.09733333333,1.49816666666,2.09733333333,2.62166666667,1.648,1.79783333333,2.13483333333,7.64049999998
231.78,5.05266666666,6.59866666667,6.37266666667,6.18383333333,-2.75266666667,2.41316666667,1.01783333334,0.565833333333,2.41316666667,1.3575,1.58366666667,2.6395,7.39083333331
232.15,6.1075,7.101,7.54233333335,6.40199999999,-2.09683333333,2.46516666667,0.84616666667,0.735999999998,1.98666666667,1.766,2.7225,3.71616666667,8.05733333332
232.53,3.80533333334,5.82200000001,5.784,5.44166666667,-2.77783333333,0.038,-1.17966666667,-0.799166666669,0.646833333334,0.152333333335,0.856166666668,2.85383333333,6.73516666669
232.90,4.05083333333,7.716,7.33016666666,7.67750000001,-1.2345,0.848666666665,-0.192833333333,0.115833333331,2.0835,0.5015,1.96766666667,4.35983333333,7.63866666667
233.28,6.115,10.4028333333,10.179,10.44,3.09466666667,3.09483333333,1.827,3.915,3.61666666667,2.6845,4.06433333333,7.97916666665,9.806
233.66,6.6085,12.1278333334,11.5833333333,10.857,3.77616666667,3.30416666667,3.66733333333,5.95483333333,3.3405,4.321,4.902,8.89616666668,10.421
234.03,7.59866666665,13.0465,13.7278333333,12.6525,4.87466666667,4.87433333333,5.80633333333,8.1005,4.552,6.45166666666,6.29033333333,9.60566666665,12.0431666667
234.41,7.4895,12.4118333333,13.8888333334,13.0803333333,6.927,5.69616666667,6.3995,7.52466666667,5.55566666668,7.52483333334,7.20816666667,9.56399999999,13.6075
234.78,6.17033333333,10.8156666667,12.9076666667,12.1275,6.52466666667,5.03533333333,4.9645,5.8865,3.86533333333,7.09216666667,5.0885,9.18433333335,13.3335
235.16,5.76116666666,9.01933333332,12.5858333333,11.4881666666,6.10416666667,4.73233333333,4.08083333333,5.21266666667,2.94916666667,6.92716666667,4.06383333333,9.43083333332,12.6541666666
235.54,4.49866666666,7.1915,11.2131666667,8.86133333335,4.22616666666,2.931,2.931,4.39666666667,0.647666666665,5.48716666667,3.54466666667,8.62283333334,11.7243333333
235.91,3.53333333334,6.46666666667,11.0,7.56666666667,4.0,2.33333333333,2.93333333333,4.1,-0.1,5.13333333333,3.2,7.69999999998,11.5666666667
236.29,5.1055,7.37816666667,11.7258333333,8.59683333333,5.73116666666,4.47966666667,5.76433333334,5.6325,1.48216666667,7.27933333333,4.06783333333,9.025,13.1095
236.66,8.28616666667,9.00816666668,14.3441666667,10.1695,8.56866666667,8.192,9.69866666665,8.12916666667,4.11183333333,10.2006666667,6.79525,11.4878333333,14.8461666667
237.04,8.53066666667,8.318,14.2685,9.89666666667,8.68233333334,9.25933333333,10.5646666666,9.56300000002,4.3715,10.8683333333,6.72441666667,12.1433333333,14.7238333334
237.41,9.33833333333,7.514,14.3473333334,9.40033333333,7.2355,9.89499999999,11.9048333333,9.05983333331,3.61783333333,12.0903333333,7.22016666666,12.4305,15.0588333333
