wavelength,Back_UroStom,Belly_UroStom,Breast_UroStom,Crissum_UroStom,Crown_UroStom,DorTail_UroStom,Rump_UroStom,Throat_UroStom,WingTip_UroStom
577.92,6.52022222222,22.8485555556,31.968,10.8218888889,5.91488888889,8.37655555556,6.03044444445,38.8011111111,8.40516666667
578.26,6.48733333333,22.8005,31.9634444444,10.7983333333,5.87744444444,8.32522222222,6.04477777778,38.7412222222,8.40727777778
578.60,6.49,22.8284777778,31.9871111111,10.8802222222,5.91011111111,8.38766666666,6.10688888889,38.7334444444,8.46711111111
578.94,6.43611111111,22.7727888889,31.8916666667,10.8152222222,5.82044444444,8.33266666666,6.04355555555,38.6262222222,8.42355555556
579.28,6.47,22.8175666667,31.9151111111,10.9215555556,5.866,8.40266666667,6.12066666667,38.6896666667,8.49627777778
579.61,6.45277777778,22.8336111111,31.9913333333,10.8872222222,5.83644444444,8.37288888889,6.11266666667,38.7285555556,8.50994444444
579.95,6.45811111111,22.8206222222,31.9868888889,10.9347777778,5.85788888889,8.40222222222,6.13366666667,38.7052222222,8.57872222222
580.29,6.46133333333,22.8784,32.0074444445,10.9697777778,5.889,8.47177777778,6.16733333333,38.7541111111,8.63055555556
580.63,6.45788888889,22.9036555555,32.0572222222,10.9994444444,5.90788888889,8.46966666667,6.19033333333,38.755,8.61761111111
580.97,6.46288888889,22.9413555556,32.098,11.019,5.97222222222,8.49255555555,6.25333333333,38.7941111111,8.62244444445
581.31,6.42433333333,22.9286777778,32.006,10.9568888889,5.91255555556,8.42288888889,6.22477777778,38.7636666667,8.58966666667
581.65,6.39877777778,22.8787777778,31.9785555556,10.9532222222,5.94433333334,8.45711111111,6.21933333334,38.6591111111,8.59677777778
581.98,6.41966666667,22.9148888889,31.995,10.9323333333,5.94055555556,8.45588888889,6.21844444445,38.6938888889,8.5705
582.32,6.36811111111,22.8614444445,31.999,10.8861111111,5.872,8.41711111111,6.16377777778,38.6421111111,8.50355555555
582.66,6.40733333334,22.8819888889,32.0094444444,10.9254444444,5.92644444444,8.436,6.19966666667,38.6975555555,8.52505555555
583.00,6.395,22.8328111111,32.0042222222,10.8564444444,5.88888888889,8.36822222222,6.12222222222,38.657,8.51916666667
583.34,6.45188888889,22.8688,31.9986666667,10.9613333333,5.92888888889,8.41988888889,6.16844444445,38.6502222222,8.56283333333
583.68,6.41344444444,22.8515,31.987,10.9034444445,5.86522222222,8.33888888889,6.10644444445,38.6701111111,8.47922222222
584.01,6.451,22.8604777778,32.0178888889,10.903,5.83433333333,8.30166666667,6.109,38.6737777778,8.50733333333
584.35,6.44944444445,22.8435222222,32.034,10.8923333333,5.83066666667,8.32388888889,6.09877777778,38.6822222222,8.52766666667
584.69,6.50188888889,22.8305444444,32.0501111111,10.9371111111,5.84133333333,8.35755555556,6.09244444445,38.6812222222,8.55372222222
585.03,6.49411111111,22.8654777778,32.0608888889,10.97,5.84866666667,8.39655555556,6.07588888889,38.7145555556,8.57538888889
585.37,6.50144444444,22.8221888889,32.0561111111,10.9736666667,5.83333333333,8.36244444445,6.07477777778,38.7001111111,8.55238888889
585.70,6.53811111111,22.8208444444,32.0927777778,11.0341111111,5.923,8.37666666667,6.123,38.7188888889,8.62394444444
586.04,6.64533333333,22.9285777778,32.1396666667,11.1152222222,6.05066666667,8.45844444444,6.21833333333,38.7985555556,8.74005555555
586.38,6.67066666667,22.9794444444,32.1774444444,11.1681111111,6.09177777778,8.478,6.25644444444,38.833,8.76411111111
586.72,6.70744444444,23.1216222222,32.2461111111,11.2668888889,6.14533333333,8.55688888889,6.32666666666,38.8551111111,8.81366666667
587.06,6.62722222222,23.0274444444,32.1665555556,11.1534444444,6.08188888889,8.48377777778,6.20944444444,38.8361111111,8.72338888889
587.39,6.60288888889,23.0430333333,32.1568888889,11.1172222222,6.066,8.512,6.20633333333,38.8428888889,8.73161111111
587.73,6.58477777778,23.0410111111,32.0682222222,11.1255555556,6.05233333333,8.51733333333,6.17944444444,38.7921111111,8.68833333333
588.07,6.58611111111,23.0339666667,32.0321111111,11.1105555556,6.02477777778,8.50977777778,6.17144444444,38.7827777778,8.69994444445
588.41,6.54966666667,23.0621555556,31.9962222222,11.038,5.99811111111,8.49355555556,6.15155555556,38.7717777778,8.68794444445
588.74,6.57211111111,23.0420888889,32.0325555556,11.043,5.98411111111,8.50233333333,6.181,38.79,8.71011111111
589.08,6.53688888889,23.0482222222,32.0491111111,10.9898888889,5.92066666667,8.47388888889,6.11744444444,38.7948888889,8.65433333333
589.42,6.461,23.0124777778,31.9568888889,10.9063333333,5.81977777778,8.42333333333,6.028,38.7402222222,8.59461111111
589.76,6.34655555556,22.8777666667,31.8487777778,10.7794444444,5.69133333333,8.335,5.91055555556,38.6556666667,8.477
590.09,6.33366666667,22.8815888889,31.8185555556,10.7593333333,5.655,8.31088888889,5.864,38.6167777778,8.45455555556
590.43,6.31433333333,22.8314111111,31.7772222222,10.666,5.63633333333,8.26077777778,5.81988888889,38.6221111111,8.38838888889
590.77,6.36311111111,22.8776333333,31.7692222222,10.7088888889,5.63588888889,8.29155555555,5.87855555556,38.6261111111,8.37711111111
591.11,6.38666666667,22.8922222222,31.8107777778,10.757,5.64144444445,8.29544444444,5.88888888889,38.687,8.38011111111
591.44,6.41244444445,22.8970333333,31.9343333333,10.8258888889,5.72277777778,8.32155555556,5.94222222222,38.7918888889,8.44611111111
591.78,6.37533333333,22.8623888889,31.9031111111,10.794,5.69333333333,8.25933333333,5.91533333333,38.7962222222,8.40233333333
592.12,6.42955555556,22.8405777778,31.9285555556,10.8652222222,5.70233333333,8.26055555556,5.94777777778,38.8277777778,8.40594444444
592.46,6.45766666667,22.8308666667,31.9043333333,10.8638888889,5.72244444445,8.288,5.97788888889,38.781,8.41488888889
592.79,6.46333333334,22.8305333333,31.8891111111,10.884,5.74555555556,8.28688888889,6.00488888889,38.7477777778,8.45116666667
593.13,6.56633333333,22.8964111111,31.9517777778,10.9748888889,5.83566666667,8.38966666667,6.10433333333,38.7498888889,8.533
593.47,6.57611111111,22.9299222222,31.9786666667,11.0012222222,5.85777777778,8.41488888889,6.12022222222,38.7051111111,8.54911111111
593.80,6.559,22.8791222222,31.9696666667,10.9596666667,5.83822222222,8.47988888889,6.13833333333,38.6403333333,8.54877777778
594.14,6.52211111111,22.8019777778,31.9038888889,10.952,5.801,8.44577777778,6.09522222222,38.6281111111,8.53944444445
594.48,6.42433333333,22.7738666667,31.9132222222,10.8973333333,5.74277777778,8.37311111111,6.00511111111,38.5836666667,8.53416666667
594.81,6.40911111111,22.7867111111,31.8838888889,10.8932222222,5.743,8.38444444444,6.01433333333,38.5014444444,8.56694444445
595.15,6.34844444444,22.7600888889,31.792,10.7784444444,5.67144444445,8.33022222222,5.946,38.4181111111,8.51233333333
595.49,6.35277777778,22.7402555555,31.7921111111,10.8205555556,5.68488888889,8.36211111111,5.92588888889,38.3625555556,8.52694444444
595.82,6.28755555556,22.7595888889,31.8125555556,10.7758888889,5.647,8.32055555555,5.884,38.346,8.49622222222
596.16,6.31877777778,22.8091666667,31.8596666667,10.85,5.71233333333,8.35722222222,5.89566666667,38.3847777778,8.53277777778
596.50,6.30677777778,22.8181888889,31.8524444445,10.8445555555,5.71766666667,8.384,5.89844444444,38.4227777778,8.52227777778
596.83,6.24955555556,22.8095777778,31.8467777778,10.8218888889,5.66033333333,8.38088888889,5.84977777778,38.463,8.50455555556
597.17,6.32788888889,22.8481111111,31.8886666666,10.9181111111,5.69866666667,8.44522222222,5.90822222222,38.575,8.56533333333
597.51,6.35955555556,22.8725,31.9063333333,10.9702222222,5.71977777778,8.43688888889,5.92511111111,38.6494444444,8.60138888889
597.84,6.32533333333,22.8327222222,31.8614444444,10.9293333333,5.70022222222,8.40222222222,5.916,38.5322222222,8.58261111111
598.18,6.35266666666,22.8371111111,31.8865555556,10.9723333333,5.74077777778,8.44733333333,5.96088888889,38.5572222222,8.59538888889
598.52,6.40033333333,22.8323666667,31.9094444444,10.9856666667,5.77944444445,8.46433333333,5.99544444444,38.5998888889,8.61255555555
598.85,6.36988888889,22.7916666667,31.912,10.9602222222,5.75833333333,8.46011111111,5.96744444445,38.5684444444,8.57005555556
599.19,6.405,22.8481666666,31.9354444445,10.9528888889,5.80277777778,8.45788888889,6.00955555555,38.6327777778,8.59327777778
599.53,6.46655555556,22.9055222222,31.9538888889,11.0101111111,5.85488888889,8.56766666667,6.04877777778,38.645,8.66633333333
599.86,6.45522222222,22.8988444444,31.9282222222,10.972,5.84633333333,8.55566666667,6.03355555555,38.6431111111,8.65733333333
600.20,6.50177777778,22.924,31.9641111111,11.0723333333,5.88566666667,8.55077777778,6.08755555556,38.7075555556,8.71283333333
600.53,6.56344444444,22.9339666667,31.97,11.1314444445,5.93933333333,8.53922222222,6.11355555555,38.7026666667,8.72805555556
600.87,6.50544444444,22.9676444444,31.987,11.1061111111,5.93866666667,8.55722222222,6.08388888889,38.6916666667,8.73077777778
601.21,6.39244444445,22.8782222222,31.9035555555,11.0252222222,5.848,8.42911111111,5.98444444444,38.604,8.66311111111
601.54,6.35788888889,22.9077,31.9111111111,10.9654444444,5.81,8.44544444444,5.92188888889,38.6635555556,8.614
601.88,6.37877777778,22.9579,31.954,11.0026666667,5.779,8.43722222222,5.90244444444,38.6911111111,8.60433333333
602.21,6.31744444445,22.9355444444,31.9603333333,10.9648888889,5.73233333333,8.40655555556,5.83344444445,38.675,8.58238888889
602.55,6.401,23.0339111111,32.018,11.0598888889,5.80855555556,8.47211111111,5.91166666667,38.7776666667,8.68505555556
602.88,6.42744444444,23.0589222222,32.0384444444,11.0974444444,5.81466666667,8.54444444444,5.91577777778,38.7951111111,8.68061111111
603.22,6.38533333333,22.9848111111,31.9345555555,11.0577777778,5.78377777778,8.45222222222,5.88055555556,38.7313333333,8.61322222222
603.56,6.39222222222,23.0362666667,31.9567777778,11.0507777778,5.75622222222,8.44144444444,5.89488888889,38.7348888889,8.58927777778
603.89,6.34844444445,23.0042666667,31.8916666667,10.9626666667,5.70744444445,8.42644444445,5.81844444444,38.7027777778,8.53222222222
604.23,6.35411111111,23.0464888889,31.9467777778,10.9935555556,5.70933333333,8.461,5.82244444445,38.7606666667,8.56461111111
604.56,6.42133333333,23.0684888889,31.962,11.0194444445,5.75,8.44566666667,5.89233333333,38.8175555556,8.59966666667
604.90,6.563,23.1959333333,32.0763333333,11.1317777778,5.88277777778,8.61122222222,6.023,38.9473333333,8.72611111111
605.23,6.64633333333,23.3127777778,32.2122222222,11.2333333333,5.96622222222,8.68744444444,6.11311111111,39.0512222222,8.84883333333
605.57,6.67744444445,23.3537555556,32.2416666667,11.2423333333,6.02266666666,8.75522222222,6.17211111111,39.0717777778,8.92505555556
605.90,6.79211111111,23.4379777778,32.3236666667,11.3636666667,6.11322222222,8.85111111111,6.27188888889,39.1537777778,9.01544444445
606.24,6.84811111111,23.4561666667,32.3533333333,11.4187777778,6.159,8.89911111111,6.35933333334,39.1711111111,9.0465
606.58,6.89055555555,23.5008222222,32.4087777778,11.4243333333,6.19488888889,8.91677777778,6.40455555556,39.2168888889,9.11744444444
606.91,6.955,23.5874333333,32.5164444445,11.4147777778,6.22777777778,8.99055555555,6.47288888889,39.3135555556,9.20916666667
607.25,6.91577777778,23.5411666667,32.5204444444,11.3715555556,6.20533333334,8.991,6.44633333333,39.355,9.21272222222
607.58,6.91588888889,23.6118222222,32.6015555555,11.4296666667,6.21633333333,9.00022222222,6.47122222222,39.3418888889,9.20549999999
607.92,6.86511111111,23.5417,32.5261111111,11.3216666667,6.17966666667,8.93155555556,6.41977777778,39.2253333333,9.13805555555
608.25,6.76011111111,23.4964444444,32.494,11.2934444444,6.11622222222,8.89122222222,6.34977777778,39.1244444445,9.07338888889
608.59,6.68544444445,23.4114,32.4425555555,11.2293333333,6.02866666667,8.78544444445,6.27666666667,38.9995555555,8.96855555556
608.92,6.67111111111,23.3026111111,32.354,11.1948888889,6.01533333333,8.74988888889,6.27688888889,38.883,8.94172222222
609.26,6.67466666667,23.2883333333,32.2767777778,11.1921111111,6.00966666667,8.708,6.29166666667,38.8356666667,8.98044444444
609.59,6.59344444444,23.2087444444,32.2,11.1003333333,5.94955555555,8.65777777778,6.24966666667,38.7417777778,8.94283333333
609.93,6.56911111111,23.2120111111,32.2356666667,11.076,5.90588888889,8.60077777778,6.193,38.7086666666,8.95338888889
610.26,6.53411111111,23.1704777778,32.2226666667,11.0956666667,5.87866666667,8.57133333333,6.202,38.6507777778,8.96233333333
610.60,6.49777777778,23.1428444444,32.2241111111,11.1082222222,5.87633333333,8.55811111111,6.18844444445,38.602,8.93233333333
610.93,6.58355555555,23.1853111111,32.2482222222,11.222,5.94844444445,8.60277777778,6.26644444444,38.5511111111,9.0175
611.27,6.69066666667,23.2270555555,32.3026666666,11.2601111111,6.01477777778,8.66022222222,6.36122222222,38.6032222222,9.1265
611.60,6.74822222222,23.3103555556,32.411,11.3594444445,6.115,8.774,6.49266666667,38.6947777778,9.2355
611.93,6.77811111111,23.2763222222,32.3935555556,11.3332222222,6.10844444444,8.777,6.49077777778,38.648,9.25783333333
612.27,6.75244444444,23.2820111111,32.3935555556,11.3648888889,6.12688888889,8.787,6.49455555556,38.7082222222,9.27322222222
612.60,6.73844444444,23.3578888889,32.4388888889,11.4306666667,6.11,8.80222222222,6.46033333333,38.7885555556,9.26466666667
612.94,6.73333333333,23.3134555555,32.4462222222,11.3967777778,6.12611111111,8.80366666667,6.454,38.8246666666,9.24494444444
613.27,6.79111111111,23.3837444444,32.4952222222,11.4415555556,6.20611111111,8.84022222222,6.51088888889,38.9458888889,9.27277777778
613.61,6.85022222222,23.3958888889,32.4825555555,11.4793333333,6.26444444445,8.94433333333,6.555,38.96,9.30288888889
613.94,6.874,23.4722111111,32.4717777778,11.5284444445,6.35177777778,8.99633333333,6.56466666667,38.986,9.32833333333
614.28,6.91011111111,23.4662333333,32.4487777778,11.5798888889,6.35288888889,9.01211111111,6.58044444444,39.0146666667,9.37661111111
614.61,6.83311111111,23.4263777778,32.3806666667,11.5421111111,6.32577777778,8.96766666667,6.478,39.0283333333,9.32761111111
614.94,6.75333333333,23.3500777778,32.3405555556,11.5087777778,6.26988888889,8.937,6.41155555555,38.9884444444,9.267
615.28,6.69111111111,23.2916111111,32.2486666667,11.4376666667,6.16088888889,8.882,6.31433333333,38.9515555556,9.17633333333
615.61,6.70133333333,23.3328555556,32.2991111111,11.447,6.14933333333,8.90344444445,6.29733333333,39.0708888889,9.18133333333
615.95,6.76488888889,23.3964,32.3464444444,11.4536666667,6.19255555555,9.01511111111,6.35333333333,39.0406666666,9.25988888889
616.28,6.80444444445,23.3806666667,32.3071111111,11.4713333333,6.22177777778,9.00211111111,6.42766666667,39.0307777778,9.27766666667
616.61,6.79944444444,23.4170222222,32.3505555555,11.4864444444,6.22255555556,9.05677777778,6.42166666666,39.0006666667,9.27072222222
616.95,6.76644444445,23.3966555556,32.317,11.4391111111,6.14344444444,9.026,6.33388888889,38.9573333333,9.19099999999
617.28,6.72233333333,23.4127333333,32.3414444444,11.3962222222,6.11322222222,8.98588888889,6.31111111111,39.0073333333,9.17094444446
617.62,6.66755555556,23.3309111111,32.3094444444,11.2723333333,6.00477777778,8.92755555556,6.22511111111,39.0017777778,9.06444444444
617.95,6.75377777778,23.4160111111,32.4222222222,11.3472222222,6.13488888889,9.02122222222,6.31611111111,39.117,9.1508888889
618.28,6.82022222222,23.4514555555,32.5358888889,11.4167777778,6.18322222222,9.10033333334,6.43055555555,39.2175555556,9.21655555556
618.62,6.84444444445,23.4792111111,32.5062222222,11.4334444444,6.21,9.09822222222,6.45322222222,39.2154444444,9.2973888889
618.95,6.85688888889,23.5257888889,32.5316666667,11.4877777778,6.25122222222,9.11344444445,6.49322222222,39.2511111111,9.35655555557
619.28,6.93788888889,23.5865555556,32.5684444444,11.6108888889,6.33666666667,9.20844444446,6.59188888889,39.2574444444,9.42983333332
619.62,7.038,23.6621222222,32.6517777778,11.6924444444,6.45722222222,9.25377777777,6.671,39.3836666667,9.4996111111
619.95,7.04866666667,23.6613777778,32.6336666667,11.701,6.42611111111,9.25199999999,6.62188888889,39.3361111111,9.51483333334
620.28,7.03833333334,23.6105333333,32.6414444444,11.7222222222,6.40255555556,9.19233333333,6.60444444445,39.3995555555,9.44672222222
620.62,7.04788888889,23.6290222222,32.7007777778,11.7883333333,6.39622222222,9.19011111111,6.62,39.3758888889,9.4813888889
620.95,6.95777777778,23.5568,32.5802222222,11.736,6.303,9.11788888889,6.50822222222,39.2633333333,9.40433333334
621.28,6.99511111111,23.6051222222,32.6457777778,11.8446666667,6.35555555556,9.15466666667,6.60566666666,39.2771111111,9.49372222223
621.62,6.95655555556,23.5971444445,32.6386666667,11.874,6.31722222222,9.14633333333,6.57744444445,39.2255555556,9.47677777778
621.95,6.95566666667,23.5703222222,32.5786666666,11.8211111111,6.31222222222,9.10911111111,6.54544444445,39.0758888889,9.45538888888
622.28,6.91944444444,23.5313888889,32.6108888889,11.7652222222,6.27466666667,9.12755555556,6.50533333333,39.0621111111,9.39766666668
622.62,6.90566666667,23.4943666667,32.5723333333,11.7468888889,6.26044444444,9.08777777778,6.47577777778,39.0712222222,9.36411111111
622.95,6.82377777778,23.4366,32.5192222222,11.6091111111,6.20477777778,8.96311111111,6.38,38.9732222222,9.27383333332
623.28,6.68888888889,23.3429111111,32.418,11.5163333333,6.08588888889,8.876,6.27488888889,38.8837777778,9.231
623.62,6.62088888889,23.3081333333,32.3655555556,11.4006666667,6.08488888889,8.85577777778,6.23366666667,38.863,9.16244444443
623.95,6.58844444444,23.3674333333,32.3417777778,11.375,6.09266666667,8.90255555555,6.217,38.8347777778,9.19561111111
624.28,6.61977777778,23.3710444444,32.3157777778,11.4031111111,6.162,8.92511111111,6.261,38.8993333333,9.23944444444
624.62,6.66255555556,23.3940666667,32.3288888889,11.4258888889,6.22088888889,8.95611111111,6.33388888889,38.9122222222,9.25455555556
624.95,6.59711111111,23.3639333333,32.2751111111,11.3178888889,6.14288888889,8.91066666667,6.24333333333,38.8991111111,9.15927777778
625.28,6.57144444444,23.2973444444,32.1967777778,11.2078888889,6.07788888889,8.88155555556,6.17022222222,38.8662222222,9.11361111111
625.61,6.50033333333,23.2413666667,32.1722222222,11.1816666667,5.97588888889,8.85477777778,6.086,38.9163333333,9.09083333333
625.95,6.48544444445,23.187,32.1202222222,11.194,5.96311111111,8.84111111111,6.07522222222,38.8756666666,9.08227777778
626.28,6.54366666667,23.2494555556,32.186,11.2441111111,5.99411111111,8.86177777778,6.10655555555,38.9224444444,9.12061111111
626.61,6.56144444444,23.2686666667,32.2125555556,11.2267777778,5.97766666667,8.85933333333,6.09466666667,38.9742222222,9.14627777778
626.94,6.64555555556,23.2975444444,32.2342222222,11.2922222222,6.00955555555,8.87122222222,6.13766666667,39.0267777778,9.14327777778
627.28,6.71255555556,23.3581666667,32.3472222222,11.3696666667,6.04288888889,8.95211111111,6.22444444445,39.1743333333,9.22177777779
627.61,6.75044444444,23.3381666667,32.3555555556,11.4021111111,6.05411111111,8.95466666667,6.26755555556,39.2084444445,9.24488888888
627.94,6.73011111111,23.3257111111,32.3525555556,11.3655555556,5.99311111111,8.96566666667,6.23888888889,39.1907777778,9.20722222222
628.27,6.82577777778,23.3742666667,32.4806666667,11.4414444445,6.05066666667,9.01777777778,6.29377777778,39.2772222222,9.32566666666
628.61,6.923,23.4352888889,32.5326666667,11.5112222222,6.13733333334,9.08,6.37111111111,39.3436666667,9.42000000001
628.94,6.94822222222,23.4891666667,32.5664444444,11.6036666667,6.15811111111,9.09355555556,6.43555555556,39.3911111111,9.42933333333
629.27,7.04655555556,23.6183666667,32.6461111111,11.7211111111,6.27744444445,9.18733333334,6.56611111111,39.481,9.47144444443
629.60,7.14755555556,23.7321444444,32.7475555555,11.8652222222,6.386,9.27355555555,6.68844444444,39.603,9.59355555554
629.94,7.16833333333,23.7034777778,32.7832222222,11.8872222222,6.386,9.30755555556,6.68255555555,39.5927777778,9.6155
630.27,7.19711111111,23.7512888889,32.7805555555,11.937,6.43611111111,9.37266666666,6.74744444445,39.5852222222,9.66566666667
630.60,7.09066666667,23.7355333333,32.7295555555,11.8396666667,6.36822222222,9.32244444444,6.63211111111,39.5215555556,9.61244444443
630.93,7.12911111111,23.7292777778,32.7398888889,11.8977777778,6.406,9.33377777777,6.62966666667,39.4433333333,9.6815
631.26,7.16888888889,23.8125333334,32.7944444444,11.9287777778,6.45588888889,9.35799999999,6.65022222222,39.4964444444,9.71455555556
631.60,7.20488888889,23.8804666667,32.8858888889,11.9604444444,6.52833333333,9.37611111112,6.66977777778,39.5052222222,9.74222222221
631.93,7.10244444444,23.7951777778,32.769,11.9315555556,6.42655555556,9.32444444445,6.585,39.4692222222,9.60622222223
632.26,7.012,23.7321888889,32.6777777778,11.8767777778,6.32077777778,9.25288888889,6.52322222222,39.4161111111,9.51322222221
632.59,6.97455555555,23.6979888889,32.6625555556,11.7835555556,6.27333333333,9.24966666667,6.44466666667,39.3858888889,9.51244444443
632.92,6.85922222222,23.6643111111,32.6593333333,11.6875555555,6.18444444445,9.16011111111,6.35466666667,39.3661111111,9.49527777778
633.26,6.66422222222,23.5578444445,32.5563333333,11.4817777778,6.01222222222,8.97722222222,6.203,39.2312222222,9.34355555556
633.59,6.61988888889,23.5288888889,32.4392222222,11.3872222222,6.00344444444,8.94922222222,6.16377777778,39.1774444444,9.2651111111
633.92,6.634,23.4762777778,32.4903333334,11.3884444444,5.99766666667,8.95777777778,6.15722222222,39.1961111111,9.26477777779
634.25,6.69888888889,23.5564333333,32.6077777778,11.4462222222,6.06577777778,9.057,6.28611111111,39.282,9.34016666668
634.58,6.64888888889,23.4951111111,32.6207777778,11.3131111111,6.00266666667,9.01011111111,6.24766666667,39.3197777778,9.2773888889
634.91,6.61911111111,23.4491,32.5287777778,11.2557777778,5.93055555556,8.99644444445,6.21288888889,39.2872222222,9.25444444446
635.25,6.534,23.3418222222,32.3538888889,11.2108888889,5.85033333333,8.912,6.15044444444,39.2081111111,9.24122222222
635.58,6.494,23.3230222222,32.2645555556,11.0936666667,5.83255555556,8.87888888889,6.13811111111,39.1163333334,9.23788888889
635.91,6.56733333333,23.3521666666,32.3495555556,11.1101111111,5.87155555556,8.94044444445,6.16466666667,39.1585555555,9.30000000001
636.24,6.51444444444,23.3248555555,32.3653333334,11.1196666667,5.87955555556,8.88944444444,6.14366666667,39.1478888889,9.27083333333
636.57,6.55522222222,23.2543444444,32.3147777778,11.1391111111,5.85666666667,8.89077777778,6.07722222222,39.0976666667,9.22516666667
636.90,6.66711111111,23.2546333334,32.3051111111,11.1521111111,5.90666666667,8.97488888889,6.06822222222,39.1025555556,9.23055555554
637.23,6.69477777778,23.2744777778,32.345,11.2191111111,5.88588888889,8.96033333333,6.14133333333,39.1092222222,9.28916666668
637.56,6.58211111111,23.2326666666,32.2158888889,11.2295555556,5.82133333333,8.88022222222,6.05455555556,39.0804444445,9.19672222222
637.90,6.60722222222,23.2066666667,32.2073333333,11.2547777778,5.80288888889,8.845,6.05344444444,38.9804444444,9.21927777777
638.23,6.60788888889,23.2536,32.1344444445,11.3767777778,5.872,8.87188888889,6.10655555556,38.9275555556,9.26072222223
638.56,6.65433333333,23.2661111111,32.2126666667,11.401,5.91877777778,8.85188888889,6.141,38.9295555555,9.29699999999
638.89,6.80244444444,23.3979222222,32.3286666667,11.5111111111,5.99433333333,8.98,6.25977777778,39.0177777778,9.38988888889
639.22,6.87533333333,23.4667111111,32.4024444444,11.6227777778,6.08788888889,9.07366666667,6.33777777778,39.0964444444,9.44511111112
639.55,6.90088888889,23.4851444444,32.4082222222,11.6566666667,6.11044444445,9.07755555555,6.38255555556,39.1344444444,9.44972222221
639.88,7.04566666667,23.5954444444,32.4196666667,11.7345555556,6.19422222222,9.19777777778,6.533,39.2066666667,9.54838888888
640.21,7.10655555555,23.7221777778,32.5268888889,11.7757777778,6.27011111111,9.25022222222,6.67788888889,39.271,9.65688888888
640.54,7.05077777778,23.7461,32.5241111111,11.8732222222,6.22577777778,9.23977777778,6.73588888889,39.3287777778,9.66816666667
640.87,7.01433333333,23.7258444444,32.564,11.8602222222,6.20522222222,9.25122222222,6.68511111111,39.3252222222,9.64483333334
641.20,7.08511111111,23.7904333333,32.6375555556,11.8562222222,6.19066666666,9.291,6.735,39.4402222222,9.6981111111
641.53,6.90322222222,23.6450444444,32.4716666666,11.6984444444,6.00788888889,9.13555555556,6.51,39.4156666667,9.45761111111
641.87,6.98133333333,23.7437333333,32.6056666667,11.7144444444,6.04566666667,9.23055555555,6.57155555555,39.4812222222,9.52866666668
642.20,6.96933333333,23.7492222222,32.6306666667,11.7447777778,6.00988888889,9.276,6.52966666667,39.4416666667,9.53744444444
642.53,6.92788888889,23.7918333333,32.6871111111,11.6282222222,5.98433333333,9.26711111111,6.498,39.5493333333,9.50533333333
642.86,6.87788888889,23.6736888889,32.6345555555,11.5746666667,5.86355555556,9.183,6.417,39.515,9.44283333332
643.19,6.85855555556,23.6645111111,32.6621111111,11.5806666667,5.87444444444,9.17333333333,6.40077777778,39.5144444444,9.48094444446
643.52,6.81777777778,23.6110111111,32.6768888889,11.5344444444,5.846,9.06933333333,6.32166666667,39.4512222222,9.46788888889
643.85,6.73122222222,23.4859444444,32.5182222222,11.4315555556,5.73888888889,8.95877777778,6.20177777778,39.3615555556,9.3846111111
644.18,6.75022222222,23.5498777778,32.6272222222,11.3541111111,5.77166666667,8.92366666667,6.17244444444,39.5008888889,9.41661111111
644.51,6.71188888889,23.5492444444,32.6362222222,11.2803333333,5.74422222222,8.89866666667,6.15722222222,39.4611111111,9.39611111111
644.84,6.65022222222,23.5439333333,32.6984444444,11.2643333333,5.79822222222,8.94377777778,6.15633333333,39.373,9.38444444444
645.17,6.85644444444,23.6557555556,32.8134444445,11.3998888889,5.99788888889,9.14522222222,6.37455555556,39.4301111111,9.65405555554
645.50,6.85177777778,23.6249777778,32.6968888889,11.3953333333,5.98022222222,9.12466666667,6.30088888889,39.4568888889,9.61900000001
645.83,6.91777777778,23.7220666667,32.7525555555,11.4958888889,6.08222222222,9.194,6.41055555556,39.5812222222,9.69672222223
646.16,6.91044444444,23.7215777778,32.778,11.5916666667,6.09055555556,9.17955555556,6.40544444444,39.5365555556,9.74516666667
646.49,6.98077777778,23.8285,32.8643333333,11.6738888889,6.17077777778,9.18511111111,6.43666666667,39.6234444444,9.82983333334
646.82,6.94,23.8526444445,32.7524444444,11.7044444445,6.10755555556,9.15377777778,6.37888888889,39.6123333334,9.76183333333
647.15,6.95666666667,23.8128333333,32.703,11.7178888889,6.09822222222,9.12744444444,6.43022222222,39.6215555556,9.78322222221
647.48,7.02444444445,23.9114666667,32.8232222222,11.8003333333,6.19088888889,9.22777777778,6.54544444445,39.7836666667,9.86011111111
647.81,7.09888888889,23.9040666667,32.7984444444,11.8566666667,6.28455555556,9.28133333333,6.62933333334,39.7116666667,9.91083333333
648.14,7.10477777778,23.8444333333,32.7355555555,11.8631111111,6.29744444444,9.26477777778,6.64111111111,39.7133333333,9.88300000001
648.47,7.18833333333,23.8907333333,32.7521111111,11.915,6.29566666667,9.23444444445,6.71166666667,39.7631111111,9.93961111111
648.80,7.11644444444,23.8234222222,32.8302222222,11.8595555556,6.22755555556,9.152,6.67133333333,39.8074444444,9.85466666667
649.13,7.13633333333,23.8456666667,32.9198888889,11.9492222222,6.22311111111,9.14477777778,6.74966666666,39.7754444445,9.89161111112
649.46,6.99088888889,23.6629888889,32.8452222222,11.8933333333,6.12777777778,9.062,6.63044444445,39.6546666667,9.74083333332
649.79,7.03222222222,23.6649333334,32.9472222222,11.8845555555,6.16488888889,9.18177777778,6.67288888889,39.6714444444,9.78238888888
