wavelength,Back_SpoCinf,Belly_SpoCinf,Breast_SpoCinf,Crissum_SpoCinf,Crown_SpoCinf,DorTail_SpoCinf,Patch10_SpoCinf,Rump_SpoCinf,Throat_SpoCinf,WingTip_SpoCinf
184.87,20.2616666667,137.908333333,-26.7973333333,71.8956666667,111.111,46.4053333333,85.6206666667,24.183,205.882333333,27.451
185.25,-4.62966666667,151.851666667,-62.037,78.7036666667,122.222333333,46.2963333333,105.555666667,12.037,269.444666667,26.389
185.63,-145.833333333,512.5,-400.0,145.833333333,337.5,145.833333333,287.5,-54.1666666667,916.666666667,-150.0
186.01,77.778,1233.33333333,-955.555666667,511.111333333,866.666666667,455.555666667,733.333333333,22.2223333333,2455.55533333,-250.0
186.39,59.375,-37.5,168.75,10.4166666667,18.75,0.0,-13.5416666667,76.0416666667,-166.666666667,76.5625
186.77,60.4653333333,-8.527,163.566,7.752,49.6126666667,11.628,3.10066666667,65.1163333333,-98.4496666667,59.3025
187.15,69.697,6.06066666667,226.263,35.3536666667,79.798,2.02033333333,15.1513333333,66.6666666667,-115.151333333,72.727
187.53,82.828,60.6063333333,250.505333333,69.697,134.343666667,39.394,64.6466666667,88.8886666667,-67.6766666667,93.9395
187.91,46.2366666667,64.516,261.290333333,36.5593333333,137.634333333,20.4303333333,56.9893333333,63.441,-104.301,70.9675
188.29,46.0993333333,63.83,198.581666667,47.5176666667,104.964333333,33.3333333333,45.39,56.7373333333,-50.3546666667,55.3195
188.67,44.6153333333,56.4103333333,166.153666667,58.9743333333,105.641333333,29.7436666667,45.128,45.641,-22.051,56.923
189.05,41.4143333333,45.9596666667,174.747666667,53.0306666667,117.171666667,33.3333333333,30.808,40.909,-7.576,43.182
189.43,42.767,33.9623333333,206.289,52.83,145.912,27.0436666667,35.8493333333,50.3146666667,-3.77366666667,50.943
189.81,68.7076666667,46.2586666667,237.414666667,52.381,169.387666667,57.1426666667,47.619,72.109,-2.96059473233e-15,50.0
190.19,65.7896666667,1.75433333333,300.0,44.737,195.614,37.719,14.035,57.0176666667,-46.4913333333,19.737
190.57,74.074,-12.9626666667,304.629666667,51.8516666667,202.777666667,58.3333333333,4.63,48.148,-49.9996666667,9.722
190.95,76.6666666667,1.66666666667,280.833333333,89.1666666667,202.5,55.0,1.66666666667,68.3333333333,-8.33333333333,45.0
191.33,68.7176666667,17.4356666667,181.538666667,74.3586666667,142.564333333,46.6666666667,8.718,61.0256666667,16.4103333333,60.7695
191.71,75.3623333333,10.628,165.217333333,72.9466666667,130.435,40.5796666667,1.18423789293e-15,45.4106666667,16.4253333333,57.2465
192.09,81.3006666667,18.2926666667,141.057333333,80.8943333333,110.975666667,46.748,5.28433333333,43.496,32.927,50.0
192.47,83.1376666667,22.353,128.627666667,83.137,120.392333333,61.9606666667,14.902,52.1566666667,46.2743333333,55.8825
192.85,100.900666667,25.2253333333,129.279666667,95.4953333333,137.387333333,76.1263333333,19.82,63.063,53.153,56.081
193.23,102.008,29.719,114.056,97.59,122.49,81.1246666667,37.3496666667,70.6826666667,55.02,65.06
193.61,91.386,32.21,94.3823333333,88.7643333333,113.857666667,89.8876666667,45.6926666667,74.1576666667,51.6856666667,64.607
193.99,70.55,23.301,71.845,72.4916666667,99.029,71.521,40.453,55.987,46.2783333333,59.7085
194.37,69.774,32.486,62.1473333333,66.102,88.1356666667,72.034,46.045,55.6496666667,55.367,69.0675
194.75,61.9443333333,31.6666666667,54.7223333333,63.333,82.778,65.2776666667,40.8333333333,46.9443333333,54.7223333333,73.3335
195.13,55.5553333333,32.2493333333,46.3413333333,52.0326666667,79.675,62.6016666667,42.8183333333,39.5663333333,48.2383333333,68.699
195.51,56.8963333333,36.494,49.713,57.4713333333,83.908,70.6896666667,41.092,41.092,52.299,64.224
195.89,48.611,34.722,42.778,51.3886666667,83.6113333333,70.5553333333,41.389,46.6666666667,54.9996666667,62.0835
196.27,39.2856666667,28.5713333333,38.988,47.3213333333,83.0356666667,64.881,38.6906666667,44.6426666667,56.8453333333,54.4645
196.65,24.6376666667,28.261,38.406,37.319,78.9856666667,54.3476666667,40.942,28.6233333333,63.4056666667,57.065
197.03,6.02833333333,20.2126666667,33.3333333333,14.8933333333,61.7016666667,45.0356666667,39.362,23.7586666667,58.1556666667,45.213
197.40,-8.046,22.9883333333,36.0156666667,6.51333333333,63.2183333333,39.0803333333,39.847,18.3906666667,60.5366666667,35.0575
197.78,-14.815,22.2223333333,45.2673333333,9.87666666667,65.8433333333,30.4526666667,31.6876666667,15.6376666667,62.963,28.395
198.16,-26.389,41.6666666667,67.1293333333,17.1296666667,82.8703333333,37.963,41.6666666667,25.9263333333,73.1483333333,24.3055
198.54,-23.6113333333,59.259,55.556,23.6113333333,93.9813333333,47.685,39.352,28.2406666667,73.148,22.222
198.92,-23.3333333333,52.5,56.25,25.0,93.75,40.8333333333,50.0,41.25,75.8333333333,22.5
199.30,-18.1816666667,60.173,59.3073333333,28.1383333333,83.1166666667,47.6193333333,59.3073333333,40.6926666667,75.3246666667,27.922
199.68,-20.7793333333,50.2163333333,56.277,16.45,78.788,43.29,58.0083333333,38.961,74.459,11.6885
200.06,-23.8096666667,50.2166666667,58.8743333333,9.09066666667,79.2206666667,27.2726666667,55.411,33.7663333333,64.935,1.299
200.44,-43.8593333333,58.4796666667,73.0996666667,2.339,96.4913333333,30.4093333333,57.895,33.9183333333,71.93,7.0175
200.82,-27.222,54.9996666667,73.3333333333,10.5553333333,106.666666667,42.7776666667,39.4443333333,39.4443333333,62.222,0.833
201.19,-39.655,42.5286666667,55.1723333333,17.816,108.046,33.3336666667,29.3106666667,18.9653333333,44.253,-5.1725
201.57,-21.0783333333,34.8036666667,35.784,22.549,99.0193333333,37.2546666667,10.7846666667,11.2746666667,36.2743333333,-2.9415
201.95,-34.8483333333,33.838,12.1213333333,7.57566666667,87.374,29.293,0.000333333333333,-12.6263333333,20.202,-15.1515
202.33,-59.8766666667,-4.321,-37.037,-18.5183333333,59.259,-1.85166666667,-33.9506666667,-56.1726666667,-11.7286666667,-53.704
202.71,-88.8886666667,-33.3333333333,-31.7456666667,-41.2696666667,59.524,-26.1903333333,-50.0,-107.936666667,-26.1903333333,-91.6665
203.09,-173.611,-66.667,-61.111,-106.944333333,86.111,-48.6113333333,-148.611333333,-215.278,-81.9443333333,-204.1665
203.47,-341.025666667,-223.076666667,-112.820333333,-187.179666667,158.974333333,-105.128,-415.385,-351.282,-123.077,-461.538
203.85,1113.33333333,646.666666667,400.0,693.333333333,-293.333333333,473.333333333,1133.33333333,993.333333333,520.0,1260.0
204.22,154.074333333,117.037333333,86.6666666667,120.741,33.3333333333,67.4073333333,174.074,157.037333333,81.4813333333,162.2225
204.60,192.708333333,150.0,123.958333333,177.083333333,51.0416666667,96.875,235.416666667,215.625,103.125,225.0
204.98,265.079666667,233.333666667,182.539666667,287.301333333,58.7303333333,106.349,312.698666667,295.238,123.809333333,328.5715
205.36,161.111333333,168.055666667,88.889,263.889,27.778,25.0,251.389,213.889,65.2776666667,291.667
205.74,114.444333333,100.0,57.778,201.111333333,35.5556666667,15.5556666667,155.555666667,158.888666667,43.3333333333,233.333
206.12,107.246333333,91.3043333333,40.5793333333,234.783,36.2316666667,15.942,182.608666667,198.550666667,-10.1453333333,284.7825
206.50,110.526333333,45.6143333333,0.000333333333325,277.193,-8.772,-35.088,208.771666667,214.035,-63.158,363.1575
206.87,95.8336666667,25.0,40.2776666667,215.277666667,18.0556666667,-27.7776666667,163.888666667,159.722,-59.7223333333,300.0
207.25,102.666666667,37.3333333333,94.6666666667,209.333333333,52.0,-4.0,160.0,178.666666667,-84.0,284.0
207.63,285.714666667,19.0476666667,300.0,666.667,-76.1906666667,-114.285666667,276.190666667,619.047333333,-371.428666667,964.2855
208.01,766.666666667,222.222333333,1055.55533333,1622.22233333,122.222333333,55.5553333333,722.222333333,1744.44433333,-811.111,2700.0
208.39,-17.3333333333,64.0,-62.6666666667,-116.0,46.6666666667,28.0,-20.0,-136.0,150.666666667,-334.0
208.77,-62.1213333333,34.8483333333,-110.606333333,-149.999666667,42.4243333333,-15.1516666667,-77.2726666667,-203.030333333,134.848333333,-422.7275
209.14,-227.272666667,66.6666666667,-203.030666667,-196.97,66.6666666667,-127.272666667,-187.879,-412.121,248.485,-827.273
209.52,-3566.66666667,-433.333333333,-3433.33333333,-2566.66666667,-433.333333333,-2566.66666667,-2900.0,-5666.66666667,1766.66666667,-9350.0
209.90,263.492,133.333666667,219.047666667,206.349333333,104.762333333,192.063333333,188.888666667,298.412666667,-26.984,497.619
210.28,166.666666667,99.0196666667,119.608,149.019333333,75.4903333333,125.49,132.353,174.509666667,8.82366666667,319.118
210.66,172.222,95.8333333333,83.3336666667,148.611,66.6666666667,100.0,145.833666667,172.222333333,-59.7223333333,352.0835
211.03,144.444333333,96.5813333333,82.051,137.607,78.6326666667,108.547,126.495666667,130.769333333,0.854666666667,256.4105
211.41,154.629666667,84.2593333333,68.5183333333,150.926333333,72.2223333333,98.1483333333,141.666666667,137.037,14.815,275.0
211.79,158.333333333,80.8333333333,70.8333333333,149.166666667,100.833333333,92.5,158.333333333,130.0,28.3333333333,241.25
212.17,136.232,61.5943333333,65.2173333333,128.260666667,82.609,63.0436666667,138.405666667,111.594333333,20.2896666667,173.913
212.55,176.984,80.1586666667,86.5076666667,136.508,101.587333333,76.984,162.698333333,131.746333333,22.2223333333,158.3335
212.92,150.450666667,54.0543333333,60.3603333333,111.711666667,62.1623333333,20.7206666667,127.928,98.1983333333,-23.4233333333,116.216
213.30,130.303,65.1516666667,88.6363333333,123.484666667,71.212,28.0303333333,110.606,100.0,0.757666666667,112.5
213.68,145.833333333,51.6666666667,95.8333333333,111.666666667,68.3333333333,40.8333333333,121.666666667,100.833333333,-15.8333333333,110.0
214.06,167.777666667,54.4443333333,121.111333333,120.0,60.0,48.889,176.666666667,133.333333333,-28.8886666667,135.0
214.44,185.897333333,75.641,133.333333333,96.1536666667,47.4356666667,30.7693333333,192.307666667,144.872,-70.5126666667,144.231
214.81,160.416666667,75.0,136.458333333,94.7916666667,54.1666666667,56.25,163.541666667,151.041666667,-19.7916666667,132.8125
215.19,164.0,76.0,121.333333333,76.0,25.3333333333,42.6666666667,186.666666667,169.333333333,-44.0,134.0
215.57,119.607666667,88.2353333333,85.2943333333,75.4906666667,32.353,55.8823333333,133.333333333,144.117666667,-2.94133333333,110.294
215.95,86.7926666667,69.1823333333,47.7986666667,81.7606666667,31.4466666667,67.2953333333,93.7106666667,113.836666667,14.4653333333,87.7355
216.32,83.9506666667,59.8766666667,18.5186666667,66.049,29.0123333333,61.7283333333,88.889,104.938333333,9.87666666667,100.0
216.70,65.537,49.1526666667,21.4693333333,62.712,16.949,38.418,80.791,96.045,11.8643333333,94.068
217.08,77.949,61.0256666667,45.6406666667,85.641,33.8463333333,55.3843333333,92.308,110.256333333,24.6153333333,115.385
217.46,63.1313333333,40.404,37.879,70.707,28.788,37.3736666667,88.384,95.4546666667,16.162,105.303
217.83,51.471,38.7253333333,35.784,71.569,24.5096666667,25.4903333333,78.9216666667,90.196,9.31366666667,98.529
218.21,50.303,29.6966666667,42.4243333333,80.6063333333,12.7276666667,19.394,75.7576666667,112.727333333,-12.121,110.0
218.59,54.386,14.0353333333,53.5086666667,113.158,-20.1756666667,18.421,86.8423333333,150.0,-17.544,140.7895
218.97,97.222,13.8886666667,125.000333333,218.055333333,-41.6666666667,52.7776666667,150.0,254.166666667,-38.889,256.25
219.34,124.444666667,-35.5556666667,168.889,306.667,-68.8886666667,64.4443333333,237.777666667,353.333333333,-84.4443333333,370.0
219.72,157.576,-112.121,178.788,396.97,-133.333666667,39.394,306.060666667,433.333333333,-190.909,513.6365
220.10,883.333333333,-333.333333333,1216.66666667,1783.33333333,-766.666666667,16.6666666667,1950.0,2483.33333333,-833.333333333,2825.0
220.47,350.0,-8.33333333333,808.333333333,1141.66666667,-475.0,75.0,966.666666667,1441.66666667,-250.0,1325.0
220.85,138.095,85.7143333333,428.571666667,547.619333333,-228.571666667,61.9046666667,452.381,861.904666667,-138.095333333,728.5715
221.23,129.166666667,104.166666667,375.0,408.333333333,-129.166666667,87.5,366.666666667,750.0,-91.6666666667,587.5
221.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.98,-1900.0,-2233.33333333,-1500.0,-4000.0,200.0,-1733.33333333,-2733.33333333,-5866.66666667,400.0,-5650.0
222.36,-1200.0,-1083.33333333,-383.333333333,-1800.0,-83.3333333333,-850.0,-1500.0,-3050.0,0.0,-2825.0
222.74,-716.666666667,-816.666666667,550.0,-1400.0,-183.333333333,-250.0,-983.333333333,-2633.33333333,700.0,-2225.0
223.11,103.508666667,108.771666667,-80.7016666667,122.807,45.614,21.0526666667,98.2453333333,270.175333333,-64.9123333333,200.0
223.49,94.8716666667,112.820666667,-235.897333333,158.974333333,-38.4613333333,-71.7946666667,2.564,307.692,-143.589666667,226.923
223.87,48.7176666667,-28.2053333333,338.461666667,-35.8973333333,187.179666667,205.128333333,156.41,-184.615666667,307.692333333,-115.3845
224.24,96.6666666667,48.3333333333,246.666666667,51.6666666667,183.333333333,198.333333333,200.0,-55.0,286.666666667,-37.5
224.62,87.0966666667,67.742,172.043333333,80.6453333333,127.957,144.086,158.064666667,24.731,212.903333333,3.2255
225.00,59.091,77.2726666667,149.242333333,66.6663333333,118.939666667,128.788,128.787666667,48.4846666667,171.969666667,17.0455
225.38,37.9486666667,54.8716666667,124.102666667,49.2306666667,96.41,95.8973333333,95.8973333333,47.6926666667,129.743666667,22.3075
225.75,51.8986666667,59.9156666667,109.282333333,43.4603333333,97.0466666667,86.9196666667,87.3416666667,57.806,124.050333333,33.5445
226.13,46.0146666667,50.3623333333,84.0583333333,40.2176666667,82.609,78.261,66.6666666667,46.0143333333,94.5653333333,35.8695
226.51,50.3703333333,50.0,88.148,38.889,81.8516666667,75.926,67.778,47.7776666667,94.8146666667,35.5555
226.88,34.0996666667,38.314,69.7316666667,38.6976666667,70.8813333333,56.705,56.322,26.4366666667,78.544,19.54
227.26,31.5016666667,27.106,60.806,31.1356666667,63.0036666667,49.817,47.9853333333,22.344,71.7946666667,17.033
227.64,23.5506666667,14.493,37.681,21.0143333333,45.2896666667,40.5796666667,32.609,5.07266666667,57.2463333333,7.609
228.01,18.182,16.8833333333,31.6016666667,15.1516666667,41.9913333333,38.528,29.0046666667,-3.03,48.0516666667,-1.948
228.39,18.2926666667,17.886,25.2036666667,8.13,25.6096666667,33.333,27.2356666667,2.84533333333,42.683,-3.049
228.76,-3.50866666667,-7.456,9.21033333333,-10.965,11.4036666667,18.8596666667,11.8423333333,-21.9296666667,31.1406666667,-25.658
229.14,-20.8956666667,-39.8013333333,-22.388,-34.826,-3.98,-18.9053333333,-15.9203333333,-51.244,4.975,-53.731
229.52,-32.738,-57.143,-55.357,-51.1903333333,-22.024,-45.238,-35.119,-80.357,-14.881,-80.3575
229.89,-70.635,-76.1906666667,-77.7776666667,-55.5553333333,-45.2376666667,-84.1266666667,-62.6983333333,-133.333333333,-36.508,-142.857
230.27,-78.4943333333,-93.5483333333,-80.6453333333,-56.9893333333,-51.613,-96.7743333333,-73.118,-176.344333333,-31.183,-212.9035
230.65,-39.316,-47.0086666667,-55.5556666667,-8.547,-21.3676666667,-58.974,-41.0253333333,-113.675333333,-19.658,-143.59
231.02,-3.50866666667,-15.7893333333,-24.5616666667,1.75466666667,7.01733333333,-20.4676666667,-19.2983333333,-36.8423333333,1.16933333333,-69.2985
231.40,-4.67833333333,-9.94166666667,-26.9003333333,12.8653333333,13.45,-12.2806666667,-16.3743333333,-23.9766666667,-5.26333333333,-70.1755
231.78,-6.79,-9.25933333333,-32.7156666667,24.6913333333,14.8146666667,-16.6666666667,-25.926,-16.6666666667,1.852,-74.074
232.15,-72.043,-90.3226666667,-122.580666667,2.15033333333,-54.839,-95.699,-135.484,-105.376333333,-76.344,-185.484
232.53,-56.1403333333,-62.2806666667,-75.4386666667,13.1583333333,-15.7896666667,-52.6316666667,-107.894666667,-82.4563333333,-62.2806666667,-122.3685
232.90,-8.92833333333,-3.57166666667,-29.7616666667,39.881,7.73833333333,-4.76166666667,-51.1906666667,-24.4046666667,-17.2616666667,-52.6785
233.28,1.449,13.0436666667,-14.0096666667,28.0193333333,4.831,11.111,-18.8406666667,-6.28033333333,-1.44933333333,-28.9855
233.66,19.7676666667,32.9456666667,11.2406666667,34.8836666667,20.155,33.3333333333,8.13933333333,14.729,9.69,-5.814
234.03,22.772,29.7026666667,12.541,25.4126666667,24.4223333333,38.614,15.1813333333,16.172,13.8613333333,12.871
234.41,18.2716666667,33.3336666667,22.4693333333,21.2346666667,21.7283333333,34.3213333333,19.5063333333,19.506,18.7653333333,20.741
234.78,15.4763333333,31.905,27.3813333333,8.57133333333,16.667,31.6666666667,16.6666666667,16.9046666667,17.857,16.0715
235.16,-5.27766666667,26.111,14.1666666667,-14.7223333333,-0.833333333333,17.5,3.61133333333,-3.05566666667,1.94466666667,-1.667
235.54,-13.6,17.0666666667,7.46666666667,-26.4,-11.7333333333,1.6,-4.0,-18.9333333333,-4.8,-10.4
235.91,-11.422,13.753,9.557,-22.3773333333,-9.09066666667,3.26333333333,1.63166666667,-13.52,1.39866666667,-4.895
236.29,-1.949,17.1543333333,15.7896666667,-18.324,-3.31366666667,8.382,11.1113333333,-3.119,14.23,4.386
236.66,-6.746,10.7143333333,12.1033333333,-22.2223333333,-12.3016666667,-2.38133333333,5.15866666667,-9.72233333333,9.722,-0.893
237.04,-6.97666666667,8.91466666667,14.341,-23.062,-10.6586666667,-2.907,4.845,-11.6276666667,11.628,-0.5815
237.41,-1.81166666667,13.587,24.094,-12.5,-4.16666666667,0.362333333333,6.522,-4.52866666667,14.3116666667,4.6195
237.79,-6.20166666667,8.527,18.411,-15.3103333333,-12.4033333333,-5.42633333333,-1.74433333333,-10.659,12.7906666667,-1.4535
238.17,-7.47133333333,5.55566666667,13.6013333333,-13.2186666667,-16.2836666667,-7.27933333333,-2.10733333333,-9.004,9.387,-7.4715
238.54,-9.14633333333,-1.21933333333,1.626,-21.3416666667,-18.9023333333,-14.8373333333,-8.53666666667,-12.805,2.84566666667,-12.805
238.92,-6.70733333333,-1.829,-2.84566666667,-20.732,-16.6666666667,-13.2113333333,-4.878,-10.772,3.65866666667,-10.366
239.29,0.392,0.784333333333,0.0,-10.3923333333,-14.902,-8.62733333333,1.765,-7.059,7.059,-3.8235
239.67,7.90966666667,4.708,-0.564666666667,-1.50633333333,-11.1113333333,-3.76666666667,6.02633333333,0.941333333333,10.546,0.565
240.04,7.55066666667,0.368333333333,-0.552333333333,-2.02566666667,-10.313,-5.89333333333,3.13066666667,0.0,11.0496666667,0.0
240.42,6.53933333333,1.11633333333,0.319,4.306,-3.34933333333,-3.987,5.901,4.46566666667,11.324,2.871
240.79,7.453,4.20066666667,1.76133333333,3.52333333333,2.439,-1.08366666667,8.40133333333,7.45266666667,12.8726666667,3.6585
241.17,10.15,6.68966666667,3.22966666667,5.421,4.844,1.961,10.15,11.649,13.0333333333,4.8445
241.54,4.27933333333,1.80166666667,-5.18,-0.225,-1.68933333333,-2.365,6.19366666667,5.74333333333,8.22066666667,0.0
241.92,3.69266666667,2.25666666667,-4.41,-1.74333333333,-0.102666666667,-3.17933333333,7.89733333333,5.33333333333,7.17966666667,-1.077
242.29,4.921,4.457,-1.393,-0.743,0.65,-3.157,9.56366666667,5.75666666667,5.75666666667,3.064
242.67,6.549,8.06066666667,2.26666666667,3.52666666667,2.51866666667,-0.084,12.5943333333,7.72466666667,9.572,6.2975
243.05,4.99966666667,6.03166666667,2.61866666667,5.0,2.30166666667,-1.111,10.7936666667,7.46033333333,9.04766666667,6.4285
243.42,5.58033333333,5.506,5.50566666667,6.622,4.31533333333,0.818666666667,11.384,9.226,11.607,7.143
243.80,3.89133333333,4.84566666667,8.44333333333,5.35966666667,4.40533333333,1.028,11.307,8.07633333333,10.4256666667,6.4975
244.17,2.97733333333,7.55266666667,8.71433333333,5.88266666667,5.374,1.67033333333,12.9263333333,8.13366666667,8.424,5.2285
244.55,2.079,8.67366666667,10.2513333333,5.66333333333,4.086,3.011,13.7636666667,7.742,7.31166666667,4.516
244.92,2.34133333333,9.02233333333,10.055,5.64766666667,4.06366666667,4.408,14.9446666667,8.402,7.23133333333,4.9585
245.30,-1.60633333333,6.42566666667,8.3,4.55133333333,2.075,2.945,12.8516666667,6.42566666667,4.81933333333,5.823
245.67,2.008,9.52366666667,11.5316666667,8.147,5.45033333333,7.05666666667,14.63,9.92533333333,9.12233333333,8.95
246.05,4.42433333333,10.558,12.8706666667,9.70333333333,6.737,9.40166666667,15.5353333333,11.463,9.20066666667,11.991
246.42,3.41066666667,9.004,12.551,8.36766666667,5.593,9.50433333333,13.8243333333,10.6866666667,7.867,10.846
246.79,2.00866666667,7.13666666667,10.598,8.419,4.91433333333,8.67533333333,12.5213333333,9.316,5.128,10.2565
247.17,1.892,6.72333333333,9.70233333333,7.32666666667,4.30766666667,7.72933333333,11.7153333333,8.05166666667,4.14633333333,10.749
247.54,1.84766666667,7.15933333333,7.39033333333,7.121,3.77233333333,7.50566666667,11.9323333333,8.545,3.002,10.277
247.92,3.66333333333,8.37866666667,8.30633333333,8.016,5.11433333333,8.59633333333,12.5863333333,9.757,4.824,11.371
248.29,4.31433333333,6.99366666667,7.68966666667,6.78466666667,4.80166666667,8.00266666667,11.552,9.35966666667,4.906,11.2735
248.67,4.37333333333,6.12966666667,6.026,6.40533333333,4.68333333333,6.92133333333,10.6403333333,8.81533333333,4.201,10.692
249.04,3.913,5.194,5.194,5.47866666667,3.91333333333,6.26133333333,9.356,7.39933333333,2.88133333333,10.7255
249.42,4.88266666667,5.61666666667,6.38733333333,5.58,4.14833333333,6.27766666667,9.17766666667,7.01166666667,3.157,10.6275
249.79,5.51,4.377,6.40866666667,4.41566666667,3.16533333333,5.08,8.011,6.174,1.68033333333,10.1405
250.17,3.94466666667,2.16733333333,5.15833333333,3.16433333333,1.86366666667,2.29733333333,5.41833333333,4.94166666667,0.0866666666667,8.453
250.54,5.30733333333,2.28133333333,4.19033333333,4.56233333333,3.02633333333,1.86233333333,5.866,4.98166666667,1.21033333333,8.3105
250.92,5.76533333333,2.27733333333,5.717,4.06933333333,2.42233333333,1.74433333333,5.717,6.347,2.18033333333,7.34
251.29,7.551,3.08033333333,7.203,5.71266666667,4.471,4.421,7.00466666667,9.23966666667,4.22266666667,7.1535
251.66,7.825,1.931,8.53633333333,5.48733333333,6.504,4.16666666667,6.19933333333,8.689,4.57333333333,7.927
252.04,6.824,1.522,7.874,6.299,6.35166666667,4.30433333333,7.50666666667,8.55633333333,3.88433333333,8.583
252.41,9.55433333333,4.67,10.36,9.662,9.01766666667,6.11933333333,10.6816666667,9.82266666667,5.26033333333,10.5475
252.79,11.6503333333,7.98266666667,13.107,12.082,11.057,8.95366666667,12.082,11.4346666667,6.796,11.7315
253.16,12.8,10.72,14.2933333333,14.72,12.0,9.97333333333,13.76,14.1866666667,8.53333333333,12.56
253.54,12.7876666667,11.129,12.8946666667,15.516,13.8043333333,10.9683333333,15.57,15.249,8.93533333333,12.199
253.91,10.286,10.011,10.011,14.7966666667,13.5863333333,10.3963333333,16.0613333333,13.3113333333,6.986,10.9735
254.28,9.28066666667,11.7516666667,9.22533333333,14.937,13.2893333333,11.8616666667,17.1336666667,13.2893333333,8.89633333333,11.6965
254.66,9.34033333333,12.3043333333,10.906,15.2686666667,13.5903333333,12.8076666667,18.2886666667,14.7653333333,11.633,14.2615
255.03,10.029,12.8696666667,10.783,15.3623333333,13.7973333333,13.2753333333,18.2026666667,14.319,12.174,14.0
255.41,9.07433333333,14.3536666667,9.37133333333,14.3533333333,11.803,11.329,18.3273333333,13.523,10.9726666667,13.701
255.78,7.818,14.3636666667,8.84833333333,12.7276666667,9.03,9.99966666667,18.303,12.303,10.182,11.7275
256.15,7.72,14.243,9.455,12.1483333333,7.48066666667,9.575,16.876,13.2256666667,9.81433333333,11.4905
256.53,5.19933333333,11.5543333333,8.20366666667,11.9583333333,4.50633333333,8.95433333333,15.02,12.4783333333,8.89666666667,11.8715
256.90,2.98433333333,8.89633333333,7.65733333333,12.106,2.87166666667,6.47533333333,14.9773333333,11.3173333333,7.54533333333,12.8375
257.28,0.808,6.139,6.247,10.6626666667,1.66933333333,4.739,12.8163333333,8.40066666667,6.139,12.0355
257.65,0.436,5.087,5.86233333333,8.624,-0.0483333333333,3.876,11.1436666667,7.31566666667,4.845,11.9185
258.02,2.28733333333,5.718,6.438,9.61466666667,0.127,4.99766666667,10.3346666667,8.38633333333,5.379,12.7065
258.40,3.911,5.921,8.44333333333,9.72233333333,2.01,6.28666666667,10.563,9.39333333333,5.373,13.0485
258.77,4.438,6.545,8.301,9.32333333333,3.09733333333,6.705,10.5363333333,8.84433333333,4.374,12.787
259.15,4.256,6.998,8.11166666667,8.969,3.656,7.112,11.0826666667,8.94033333333,4.456,13.282
259.52,3.88433333333,5.69533333333,7.71633333333,8.81866666667,3.832,7.03433333333,10.656,7.95266666667,4.30433333333,12.874
259.89,5.55566666667,6.82833333333,7.856,9.643,5.115,7.954,11.013,8.81066666667,5.13933333333,14.354
260.27,5.85033333333,6.36933333333,6.841,8.58666666667,5.33133333333,7.45466666667,10.9696666667,9.01166666667,5.19033333333,14.473
