wavelength,Back_ThrAbbm,Belly_ThrAbbm,Breast_ThrAbbm,Crissum_ThrAbbm,Crown_ThrAbbm,DorTail_ThrAbbm,Patch10_ThrAbbm,Patch11_ThrAbbm,Patch12_ThrAbbm,Rump_ThrAbbm,Throat_ThrAbbm,WingTip_ThrAbbm
319.59,10.8746,18.9490666667,23.6594,16.0056666667,23.3200666667,5.8912,15.0165333333,18.7046,0.921966666667,21.3857333333,19.3929666667,6.5641
319.96,11.077,19.2302,23.9075333333,16.1882666667,23.5690666666,6.01013333333,15.1824,18.9230666667,1.11946666667,21.6133333333,19.6094,6.5687
320.32,11.271,19.4149333333,24.1785333333,16.4670666667,23.8512,6.1668,15.3149333333,19.1885333333,1.2441,21.8628666667,19.9664666667,6.62526666667
320.69,11.4868666667,19.694,24.3871333333,16.7738,24.1102666667,6.34973333333,15.6172666667,19.3369333333,1.36186666667,22.072,19.9978666667,6.86643333333
321.06,11.5899333333,19.8274666667,24.7418,16.9412666667,24.4235333333,6.5144,15.8029333333,19.5629333333,1.50706666667,22.3642,20.2163333333,6.9626
321.43,11.2714,19.6354,24.6181333333,16.8041333333,24.4325333333,6.36926666667,15.6971333333,19.4654666667,1.1999,22.1627333333,20.1309,6.86906666667
321.80,10.7716666667,19.2552,24.2754,16.5142,24.3024,5.78506666667,15.4127333333,19.2619333333,0.6595,21.882,19.8094333333,6.29213333333
322.16,10.5624,19.1592,24.3061333333,16.4726,24.4393333333,5.70826666667,15.4962,19.3256,0.428266666667,21.8548,19.7249333333,6.07656666667
322.53,10.2959333333,18.9370666667,24.2361333333,16.4191333333,24.2362666667,5.42413333333,15.3409333333,19.1145333333,0.0458999999998,21.6106666667,19.4556333333,5.72546666667
322.90,10.2415333333,18.8234666667,24.0622666667,16.3628,24.1825333333,5.28606666667,15.3946666667,19.0702666667,-0.0461666666668,21.664,19.4546333333,5.55566666667
323.27,9.79440000001,18.4665333333,23.9354,16.1257333333,23.9544,4.76013333334,15.0965333333,18.7703333333,-0.600933333333,21.4172666667,19.0487333333,5.01103333333
323.63,9.86086666667,18.5648,24.017,16.0985333333,24.0149333333,4.69326666667,15.3582,18.872,-0.594066666667,21.5837333333,19.0359333333,4.88703333333
324.00,9.91546666667,18.4264,24.0692666667,16.1319333333,23.9658666667,4.71666666667,15.4606666667,18.8866,-0.649233333333,21.6750666667,19.1564333333,4.99046666667
324.37,10.0938,18.5658,24.3412666667,16.3177333333,24.1404,4.9212,15.7573333333,19.1322666667,-0.4785,21.9504,19.2122666667,5.12806666666
324.74,10.2486666667,18.7382,24.6252,16.5366666667,24.4312,5.0472,16.0074666667,19.4162,-0.301333333333,22.192,19.5170333333,5.2616
325.10,10.4050666667,18.9565333333,24.8038,16.7189333333,24.6679333333,5.05366666667,16.2908666667,19.5370666667,-0.199233333333,22.3917333333,19.6703,5.21063333333
325.47,10.5162666667,19.0718666667,24.8942,16.7653333333,24.7292666667,5.00706666667,16.3746,19.6290666667,-0.0196666666667,22.5769333333,19.6479333333,5.2268
325.84,10.9748,19.3451333333,25.3062,17.0856,25.0290666667,5.4176,16.8173333333,19.9338,0.403166666667,22.8604,19.9747,5.67453333333
326.21,11.0484,19.4129333333,25.3846666667,17.2493333333,25.1073333333,5.42233333333,16.914,19.9863333333,0.587066666668,22.9952666667,19.9735333333,5.78446666667
326.57,11.3390666667,19.7968,25.639,17.4978,25.4682666667,5.65093333333,17.2338,20.2946,0.862533333332,23.3418,20.2064333333,5.9895
326.94,11.5998666667,20.116,25.9958,17.8477333333,25.7586666667,5.9538,17.6343333333,20.6288,1.15686666667,23.5408666667,20.4253333333,6.24623333333
327.31,11.7794666667,20.3361333333,26.0812666667,18.0165333333,25.8956666667,6.185,17.8458,20.7208666667,1.29536666667,23.5891333333,20.6073,6.40656666667
327.67,11.9601333333,20.6782,26.4171333333,18.2818666667,26.2245333333,6.44053333333,18.0942,21.0300666667,1.4326,23.9203333333,20.9052333333,6.58796666667
328.04,12.1238,21.0402666667,26.6920666667,18.5503333333,26.6311333333,6.48053333333,18.3675333333,21.2973333333,1.59163333333,24.1714666667,21.1471,6.74876666667
328.41,11.8794666667,20.9908,26.4454666667,18.3605333334,26.6291333333,6.1066,18.3266,21.1388,1.38586666667,23.9666,20.9941,6.5508
328.78,12.0465333334,21.2971333333,26.7306,18.4973333333,27.0310666667,6.2314,18.7616,21.4871333333,1.5294,24.3125333333,21.2847666667,6.72283333333
329.14,12.0423333333,21.225,26.6440666667,18.4119333333,27.0749333333,6.22193333333,18.768,21.5724,1.53233333333,24.2150666667,21.1423333333,6.7623
329.51,12.2432666667,21.5316,26.9752,18.6436,27.3554,6.43886666667,19.0993333333,21.8472666667,1.59386666667,24.5110666667,21.4178,6.86033333333
329.88,12.2937333333,21.7042666666,26.9724,18.7358666667,27.4022,6.343,19.1495333333,21.9464666667,1.4699,24.6494666667,21.439,6.79746666667
330.24,12.7935333333,22.2501333333,27.4150666667,19.1964666667,27.9262666667,6.58653333333,19.5669333333,22.4798666667,1.66746666667,25.072,21.9212333333,7.08093333333
330.61,12.5812666667,22.1598666667,27.4329333333,19.1091333333,27.9033333333,6.419,19.6115333333,22.5696666667,1.44436666667,25.054,21.8505666667,6.85106666667
330.98,12.4698,22.0379333333,27.3754666667,18.8664666667,27.843,6.17066666667,19.5433333333,22.5481333333,1.2056,25.0783333333,21.8255333333,6.5414
331.34,12.4866666667,22.1137333333,27.5344666667,18.9748666667,28.1088,6.04446666667,19.7209333333,22.6934666667,1.30183333333,25.2934,21.8302666667,6.56163333333
331.71,12.6791333333,22.311,27.8124,19.2338,28.4176,6.0788,20.0052,22.8917333334,1.36983333333,25.4772,21.975,6.74106666667
332.08,12.85,22.4936,28.1241333333,19.4004666667,28.6978666667,6.15033333333,20.2216666667,23.1400666667,1.39946666667,25.7654666667,21.9668,6.722
332.44,13.2355333333,22.8669333333,28.6745333333,19.8180666667,29.0997333333,6.51586666667,20.5865333333,23.5613333333,1.6632,26.2037333333,22.4502,6.9616
332.81,12.9140666667,22.4988666667,28.4449333333,19.7135333333,28.689,6.19693333333,20.2744,23.3308,1.3127,25.8819333333,22.1098666667,6.55886666667
333.18,13.0868666667,22.7140666667,28.7736,19.9966,28.8596666667,6.4236,20.645,23.5128,1.4918,26.1953333333,22.4427,6.74356666667
333.54,13.2778666667,22.8460666667,29.0697333333,20.4219333333,29.187,6.58513333333,20.9172666667,23.7813333333,1.68383333333,26.4484,22.6921333333,6.88906666667
333.91,13.4056666667,23.0374,29.4496666667,20.6885333333,29.6332666667,6.7068,21.2113333333,24.0058666667,1.9186,26.7084666667,22.9295,7.09296666667
334.28,13.4489333333,23.0538,29.7252666667,20.817,29.7284,6.79186666667,21.447,24.0799333333,2.0185,26.9104666667,23.0364,7.13526666667
334.64,13.6408666666,23.2013333333,29.9805333333,21.066,29.9555333333,6.935,21.7216,24.2597333334,2.19633333333,27.1067333333,23.1723666667,7.223
335.01,13.7132666667,23.3503333333,30.1952666667,21.3044,30.1123333333,7.04506666667,21.9382666667,24.5055333333,2.249,27.2189333333,23.2088333333,7.33883333333
335.38,14.0618,23.6491333333,30.5508666667,21.6318666667,30.4371333333,7.34386666667,22.4090666667,24.8892666667,2.4531,27.6198666667,23.6148333333,7.5471
335.74,14.1584,23.6786666667,30.5904,21.6336666667,30.577,7.42746666667,22.5218,25.0120666667,2.59046666667,27.7593333333,23.7317666667,7.55233333333
336.11,14.264,23.754,30.6510666667,21.6822666667,30.7025333333,7.549,22.6176666666,25.1398,2.73013333333,27.825,23.9345666667,7.736
336.47,14.1538,23.5891333334,30.5428,21.5176666667,30.6198,7.31173333333,22.5426666667,25.0287333333,2.54253333333,27.7131333333,23.6704666667,7.58783333333
336.84,14.4105333334,23.8503333333,30.8214,21.7722666667,31.0799333333,7.47226666667,22.7788666667,25.3195333333,2.8025,28.0196,23.8425,7.78386666667
337.21,14.4734666667,23.9127333333,30.9456666667,21.8383333333,31.2562,7.41486666667,22.8699333333,25.4806666667,2.73033333333,28.1302666667,23.8024666667,7.7461
337.57,14.4328,23.935,30.8837333333,21.6263333333,31.2725333333,7.272,22.8626,25.5117333333,2.57,28.1079333334,23.6914333333,7.6793
337.94,14.4678,23.9729333333,30.9762666667,21.6542,31.3354666667,7.19626666667,22.891,25.5718666667,2.41616666667,28.1364,23.6534,7.53566666667
338.31,14.3900666667,23.9521333333,30.8466666667,21.5474,31.3262,7.08106666666,22.8406,25.6028,2.28506666667,28.1364,23.5207,7.4128
338.67,14.5630666666,24.0564,30.8918666667,21.6094666667,31.4525333333,7.16133333333,23.0458,25.6868666667,2.40706666666,28.3406666667,23.6925,7.6055
339.04,14.4454666667,23.9462,30.8153333333,21.5491333333,31.5240666667,6.89453333333,22.9439333333,25.5167333333,2.20303333333,28.3073333333,23.5961666666,7.4342
339.40,14.4867333334,24.1087333333,30.997,21.6360666667,31.7181333333,6.78313333333,23.0073333333,25.6578,2.1594,28.4768,23.5935333333,7.45183333333
339.77,14.5004666667,24.0804,31.0381333333,21.7005333333,31.6691333333,6.75713333333,23.1016,25.6875333333,2.13773333333,28.5092,23.5750333333,7.4312
340.14,14.3747333333,23.9908666667,30.9934666667,21.6565333333,31.6253333333,6.5764,23.2576666667,25.7127333333,1.9836,28.4426,23.4609666667,7.10326666667
340.50,14.51,24.1715333333,31.1752666667,21.9227333334,31.8386666667,6.72993333333,23.4253333333,25.9372666667,2.08503333333,28.6361333333,23.6223333333,7.16073333333
340.87,14.6558,24.3548666667,31.3858666667,21.9664666667,31.944,6.75946666667,23.6915333333,26.0512666667,2.03486666667,28.7218666667,23.6794,7.21726666667
341.23,14.7524666667,24.5638666667,31.6008,22.1056,32.1844666667,6.7694,23.8516,26.1463333333,2.07576666667,28.8573333333,23.8286666666,7.23083333333
341.60,14.733,24.5823333333,31.6466666667,22.1858666667,32.2672666667,6.72266666667,23.9486666667,26.1636,2.07706666667,28.9232,23.8712333333,7.13573333333
341.96,14.8818666667,24.7442666667,31.7611333333,22.3122666667,32.4445333333,6.87466666667,24.1964666667,26.4073333333,2.23,29.1749333333,24.0325333333,7.25983333333
342.33,14.9222666667,24.8147333333,31.9684666667,22.4929333333,32.5692666667,6.9282,24.3395333333,26.554,2.30443333333,29.2424666667,24.2218333333,7.3207
342.70,14.9276,24.9717333333,32.1526666667,22.6752666667,32.7500666667,6.92713333333,24.3844666667,26.7816,2.24076666667,29.3750666667,24.3441666667,7.2704
343.06,15.2108666667,25.2831333333,32.5284666667,22.9616666667,33.0541333333,7.127,24.7173333333,27.1822666667,2.37503333333,29.8283333333,24.6243666667,7.36776666667
343.43,15.1302,25.1945333333,32.5452666667,22.9358,33.0678,7.131,24.7954,27.1556666667,2.3046,29.7567333333,24.6907,7.2293
343.79,15.0246666666,25.238,32.6655333333,22.9278666667,33.2636,7.0016,24.8578,27.2475333333,2.09863333333,29.7841333333,24.7458,7.0738
344.16,15.0286,25.2496,32.8284666667,23.0327333333,33.3068,6.974,24.8267333333,27.2919333333,2.07063333333,29.9366666667,24.7749333333,7.0828
344.52,14.8074,25.1413333333,32.8229333333,22.9119333333,33.3213333333,6.7038,24.9645333333,27.2428,1.86536666667,29.9265333333,24.6405,6.7921
344.89,14.711,25.1362666667,32.7588,22.9744666667,33.4316,6.64893333333,24.9276,27.3159333333,1.8656,30.0319333333,24.7025333333,6.71333333333
345.25,14.6367333333,25.1506,32.7352,23.0132,33.4577333333,6.52446666667,25.0555333333,27.3141333333,1.7974,30.03,24.7218,6.60546666667
345.62,14.6103333333,25.1183333333,32.7334,23.0392,33.4771333333,6.48186666667,25.1534,27.3764,1.72303333333,30.0848666667,24.7401666667,6.5408
345.99,14.2881333333,24.9329333333,32.6128,22.8878666667,33.3719333333,6.1922,25.0623333333,27.1634,1.52146666667,29.9557333333,24.571,6.25906666667
346.35,14.3472,25.054,32.7051333333,22.9886666667,33.5594666667,6.1216,25.2320666667,27.3688666667,1.42853333333,30.0937333333,24.5429333333,6.21616666667
346.72,14.4570666667,25.0952,32.8845333333,23.0394666667,33.7174,6.07173333333,25.426,27.4100666667,1.47593333333,30.1784666666,24.5614,6.21666666667
347.08,14.4709333333,25.0979333333,32.8518666667,23.0760666667,33.7302,6.12886666667,25.5430666667,27.3898666667,1.6355,30.0704,24.6100333333,6.31976666667
347.45,14.4902666667,25.186,32.9544,23.1344,33.8242666667,6.11466666667,25.6226,27.5176,1.67366666667,30.2165333333,24.6563,6.35643333333
347.81,14.8138666667,25.3878,33.1833333333,23.3760666667,34.0190666667,6.3912,25.8378666667,27.731,2.008,30.4670666667,24.8044,6.59033333333
348.18,14.8928666667,25.4462666667,33.1907333333,23.4274,34.2157333334,6.47506666667,25.9756666667,27.8427333333,2.0876,30.5325333333,24.9103,6.6866
348.54,15.2674666667,25.7380666667,33.4697333333,23.7399333333,34.5558666667,6.74126666666,26.1639333333,28.1644666667,2.33823333333,30.8381333333,25.2289666667,7.0242
348.91,15.364,25.8757333333,33.7297333333,23.8021333333,34.8146,6.69926666667,26.4299333333,28.2879333333,2.2346,30.9891333333,25.3552666667,6.9817
349.27,15.2676666667,25.7412666667,33.6374,23.6458666667,34.697,6.6098,26.2955333333,28.2598666667,2.12323333333,30.9735333333,25.1729666667,6.9074
349.64,15.5460666667,26.048,33.9496666666,23.8859333334,35.0226666667,6.8518,26.569,28.5055333333,2.38863333333,31.2103333333,25.3753,7.17166666667
350.00,15.8668,26.344,34.2842666667,24.1320666667,35.3083333333,7.06946666667,26.8761333333,28.9140666666,2.50616666667,31.4853333333,25.6116333333,7.37556666667
350.37,15.7633333333,26.28,34.219,24.0438,35.3666666667,7.0148,26.915,28.811,2.48686666667,31.5008666667,25.5684333333,7.2832
350.73,15.7235333333,26.3102,34.1949333333,24.0011333333,35.4278666666,6.94906666667,27.0344,28.8564666667,2.48916666667,31.5718,25.5284,7.18403333333
351.10,15.8864,26.5044666667,34.5072,24.1761333333,35.7131333333,7.13393333333,27.3363333333,29.1348666667,2.58716666667,31.8376666667,25.6360333333,7.2842
351.46,15.8468666667,26.498,34.5214,24.112,35.8002,7.03926666667,27.3776666667,29.1512666667,2.4735,31.9267333333,25.5978333333,7.16476666667
351.83,15.71,26.4518,34.5432,24.0972,35.8472666667,6.8084,27.3833333333,29.2094,2.16226666667,31.9471333333,25.5416,6.9875
352.19,15.7632666667,26.5895333333,34.6690666667,24.2123333333,35.9872666667,6.70086666667,27.5888666667,29.3216,2.11833333333,32.0859333333,25.6111,6.91376666667
352.55,15.7101333333,26.5586666667,34.6504666667,24.1643333333,35.9522666667,6.59686666667,27.6073333333,29.3032666667,2.02386666667,32.075,25.5606333333,6.78683333333
352.92,15.7893333333,26.603,34.776,24.2581333333,36.0794666667,6.6202,27.7006,29.4119333333,2.1646,32.1452,25.6521666667,6.86516666667
353.28,16.0,26.7604666667,35.0819333333,24.5477333333,36.5028666667,6.69433333333,27.9357333333,29.7487333333,2.32246666667,32.4270666667,25.9428333333,6.97733333333
353.65,15.9793333334,26.7721333333,35.1816666667,24.6452666667,36.6440666667,6.59073333333,28.0402666667,29.7641333333,2.26666666667,32.5641333333,26.0435333333,6.8945
354.01,15.9734,26.7112666667,35.1581333333,24.5901333333,36.7945333333,6.53006666667,28.0752666667,29.7757333333,2.3201,32.6311333333,26.0696666667,6.8722
354.38,15.9638666667,26.6288666667,35.2409333333,24.6537333333,36.9744,6.37586666667,28.0858666667,29.8622666667,2.1972,32.6769333333,26.1070666667,6.70916666667
354.74,16.1007333333,26.8268666667,35.5705333333,24.8979333333,37.3354,6.454,28.1793333333,30.0882666667,2.1974,32.8748,26.3180333333,6.8092
355.11,16.2348,27.0314,35.7374,25.0641333333,37.6392,6.44926666667,28.266,30.2885333334,2.2389,33.1020666667,26.5223666667,6.86773333333
355.47,16.3599333333,27.1104666667,35.9344,25.3079333333,37.8232666667,6.47466666667,28.3994666667,30.4346,2.3079,33.2160666667,26.6237,6.93316666667
355.83,16.4924,27.2615333333,36.0766,25.4211333333,38.0507333333,6.47533333333,28.5630666667,30.5542,2.44916666667,33.3466,26.7816666667,6.9158
356.20,16.5199333333,27.4331333333,36.2876,25.4617333333,38.2674666667,6.50513333333,28.6100666667,30.6986666667,2.4331,33.5061333333,26.8724,6.90763333333
356.56,16.4530666667,27.4699333333,36.4338,25.5367333333,38.4675333333,6.44073333333,28.6949333333,30.8413333334,2.3978,33.5986666667,26.9526,6.9082
356.93,16.4353333333,27.5478666667,36.5309333333,25.6392666667,38.6074,6.4738,28.7258,30.9520666667,2.39706666667,33.7391333333,27.008,6.8679
357.29,16.4746,27.6492666667,36.6827333333,25.6751333333,38.7898666667,6.456,28.838,31.0288666667,2.31553333333,33.8014,27.0659333333,6.83276666667
357.66,16.3883333333,27.6044666667,36.7458666667,25.5792,38.8773333333,6.30726666666,28.7705333333,31.1540666667,2.16516666667,33.7553333333,27.0077333333,6.66833333333
358.02,16.3882,27.6624666667,36.9110666667,25.6830666667,39.0435333333,6.23146666667,28.7721333333,31.1980666667,2.0529,33.793,27.0722333333,6.6027
358.38,16.6011333333,27.9572666667,37.2731333333,25.8887333333,39.297,6.39166666667,29.0204,31.4431333333,2.2143,34.0648,27.3223333333,6.7572
358.75,16.5869333333,27.8628666667,37.2982,25.8809333334,39.3798,6.27893333333,29.0898,31.4892,2.1125,34.1155333333,27.3211,6.61086666667
359.11,16.5744666667,27.8344,37.4232666667,25.8799333333,39.4925333333,6.17233333333,29.1367333333,31.5242,2.06056666667,34.1473333333,27.3786,6.57413333333
359.48,16.6224666667,27.963,37.62,25.9009333333,39.7262666667,6.12646666667,29.2705333333,31.7069333333,2.05586666667,34.2238666667,27.5133666667,6.5433
359.84,16.5574,27.9527333334,37.7900666667,25.9491333333,39.895,6.06446666667,29.2946666667,31.8002,1.9324,34.3231333333,27.5900666667,6.50853333333
360.20,16.6118,27.9634666667,37.9420666667,26.0988,40.0694666667,6.0622,29.4243333333,31.9296666667,1.92396666667,34.4713333333,27.63,6.54073333333
360.57,16.7468666667,28.0995333333,38.1395333333,26.1893333333,40.2792,6.10986666667,29.5753333333,32.0726666666,1.9786,34.5493333333,27.7274666666,6.5479
360.93,16.8626,28.1945333333,38.3410666666,26.2481333333,40.4410666667,6.13093333333,29.7020666667,32.2024,2.04993333333,34.672,27.8306,6.59213333333
361.29,16.9579333333,28.2894,38.5303333333,26.4564666666,40.6789333333,6.23193333333,29.8685333333,32.338,2.16503333333,34.8866,27.9841333333,6.68466666667
361.66,17.0687333333,28.3606,38.689,26.5817333333,40.8626666667,6.3366,29.9967333333,32.4826,2.23953333333,35.0057333333,28.0734,6.78143333333
362.02,17.1300666667,28.4075333333,38.7786,26.6596666667,40.9571333333,6.3852,30.0712666666,32.5626,2.33173333333,35.1237333333,28.1177333333,6.78776666667
362.39,17.1272,28.4206,38.8400666667,26.6966666667,41.0963333333,6.34913333333,30.0863333333,32.634,2.30686666667,35.1858666667,28.1442333333,6.78303333333
362.75,17.1594,28.5343333333,38.9599333333,26.7674666666,41.2738,6.40006666667,30.1734,32.7551333333,2.36723333333,35.2846,28.2241,6.8646
363.11,17.1784,28.6696,39.0586666667,26.8628,41.5094666667,6.39406666667,30.2771333333,32.8752,2.35943333333,35.3722666667,28.2929666667,6.8755
363.48,17.2264,28.7052666667,39.0976666667,26.9020666667,41.6862666667,6.39546666667,30.3032,32.932,2.3417,35.459,28.2957333333,6.8716
363.84,17.3224,28.8175333333,39.2358,26.9597333333,41.9226,6.42293333333,30.4718666667,33.0538666667,2.412,35.5781333333,28.3775,6.91443333333
364.20,17.44,28.9318666667,39.3712666667,27.0638666667,42.1906666667,6.4816,30.5735333333,33.2223333333,2.51426666666,35.6362666667,28.5788,6.97686666667
364.57,17.4142,28.9684666667,39.4379333333,27.1051333334,42.3624666667,6.4582,30.6114666667,33.2786,2.47696666667,35.7602,28.6260666666,6.94536666667
364.93,17.4334,28.9537333333,39.4618,27.1807333333,42.5199333333,6.42766666667,30.6545333333,33.3498666667,2.44063333333,35.7868,28.6215,6.91243333333
365.29,17.5174666667,29.0558666667,39.5095333333,27.1624666667,42.6402666667,6.44526666667,30.6956,33.4113333333,2.47486666667,35.7824666667,28.6863333333,6.9033
365.66,17.4591333333,29.0245333333,39.4817333333,27.1399333333,42.6741333333,6.32293333333,30.6644666667,33.3667333333,2.4035,35.7582,28.6412,6.81563333333
366.02,17.5055333333,29.1480666667,39.6556,27.2404666667,42.9884666667,6.316,30.7550666667,33.5274,2.37953333333,35.8277333333,28.7979666667,6.832
366.38,17.5808666667,29.1916,39.703,27.3245333334,43.0577333333,6.3842,30.7876,33.5129333333,2.44613333333,35.8452,28.8929333333,6.90516666667
366.75,17.7250666667,29.2876666667,39.8454,27.4624666667,43.2639333333,6.50133333333,30.8315333333,33.6632,2.58486666667,35.9513333333,29.0797333333,6.9911
367.11,17.7708666667,29.1875333333,39.9259333333,27.4670666667,43.3554,6.53073333333,30.8237333333,33.6752666667,2.59096666667,35.9979333333,29.1149666667,6.96766666667
367.47,17.8361333333,29.2320666667,40.0370666667,27.5772,43.4826666667,6.639,30.8968,33.7348,2.71243333333,36.043,29.1907666667,7.00476666667
367.84,17.8827333333,29.152,40.0294666667,27.5974,43.5026666666,6.64806666667,30.8859333333,33.6896666667,2.7338,35.9446666667,29.1803666667,6.97776666667
368.20,17.8854666667,29.1998,40.1122666667,27.6274,43.6551333333,6.6404,30.9265333333,33.6702,2.77346666667,36.0369333333,29.2056666667,6.97553333333
368.56,17.9716,29.1983333333,40.1932666667,27.6475333333,43.7994666667,6.6668,30.8990666667,33.6512,2.83743333333,36.0343333333,29.3008333333,7.03353333333
368.93,18.011,29.2449333333,40.2818666667,27.6473333333,44.0220666667,6.6652,30.9181333333,33.6946666667,2.82223333333,36.0806,29.3344666667,7.09393333333
369.29,17.9370666667,29.2310666667,40.343,27.639,44.169,6.6258,30.8664666667,33.7464,2.7482,36.1108666667,29.3862666667,7.0502
369.65,18.0682,29.3398666667,40.5,27.7338,44.4534,6.77753333333,30.946,33.8464,2.86426666667,36.2359333333,29.5689333333,7.16673333333
370.01,18.0540666667,29.3147333334,40.5162,27.7075333333,44.5674666667,6.7372,30.9842666667,33.8224,2.8303,36.2372,29.5464,7.13546666667
370.38,17.9624,29.2401333333,40.5229333333,27.5504666667,44.6225333333,6.6698,30.9118,33.8263333333,2.77406666667,36.1909333333,29.4742333333,7.04226666667
370.74,17.8307333333,29.1984,40.4698666667,27.4787333333,44.6905333333,6.5168,30.8248,33.6986666667,2.622,36.0798,29.4004333333,6.9093
371.10,17.783,29.1852666667,40.5070666667,27.4465333333,44.8244666667,6.4818,30.8118,33.6918666667,2.61776666667,36.0316666667,29.411,6.8423
371.46,17.7728666667,29.1718666667,40.5775333333,27.4269333333,44.979,6.4326,30.7761333333,33.7193333333,2.6118,36.0448,29.4791666667,6.8614
371.83,17.73,29.2918666667,40.6948,27.4688666667,45.2383333333,6.408,30.7485333333,33.8287333333,2.618,36.2140666667,29.5678,6.914
372.19,17.705,29.2152666667,40.7219333333,27.4096,45.3376,6.35233333333,30.6656666667,33.8498,2.57986666667,36.0882,29.5195,6.85916666666
372.55,17.7981333333,29.3574666667,40.8894666667,27.4943333333,45.6126,6.4324,30.7454,33.9876666667,2.69023333333,36.2310666667,29.6205666667,6.9133
372.92,17.8259333333,29.4039333333,40.9768,27.5104,45.7767333333,6.5026,30.7138666667,34.0404,2.74943333333,36.2006666667,29.7357666667,6.929
373.28,17.8112,29.3079333333,41.0241333333,27.4714,45.8816,6.4554,30.6336,33.9886,2.76196666667,36.1044666667,29.7092,6.8889
373.64,17.7744666667,29.322,41.1411333333,27.4784,46.0466,6.39,30.5736666667,34.006,2.7808,36.0983333333,29.7813666667,6.86453333333
374.00,17.8672,29.4,41.3214666667,27.5684666667,46.2354,6.43993333333,30.5011333333,34.1231333333,2.86943333333,36.1554666667,29.9292333333,6.92886666667
374.37,17.9306,29.4360666667,41.4623333333,27.7049333333,46.5494666667,6.455,30.4935333334,34.1629333333,2.8697,36.1664666667,30.1190333333,6.9759
374.73,18.0132,29.4658,41.5548,27.6674,46.6688,6.56293333333,30.4912,34.2021333333,2.93633333333,36.1846666667,30.2629333333,7.0654
375.09,17.9857333333,29.4112666667,41.565,27.6238,46.7744,6.4594,30.3492666667,34.1304666667,2.8664,36.1098,30.2811333333,6.97476666667
375.45,17.9070666667,29.4246666667,41.6984666667,27.5959333333,47.0042666667,6.3488,30.2768,34.1554,2.70916666667,36.0830666667,30.3934333333,6.86643333333
375.81,17.8738666667,29.3689333333,41.7222666667,27.5855333333,47.0974,6.3744,30.1448666667,34.0837333333,2.7262,35.9724666667,30.4260666667,6.84523333334
376.18,17.9195333333,29.4503333333,41.8064666667,27.6666666666,47.2773333333,6.46573333334,30.0634666667,34.1304666667,2.7651,36.0548666667,30.5839333333,6.90656666667
376.54,17.8286666667,29.4024666667,41.8521333333,27.6642,47.3891333333,6.4076,29.9826666667,34.1121333333,2.6363,36.0265333333,30.6693,6.84276666667
376.90,17.8109333333,29.3978666667,41.9176666667,27.7051333333,47.5186,6.3932,29.9139333333,34.1151333333,2.6377,36.0530666667,30.7713,6.8411
377.26,17.8439333333,29.4461333333,41.9873333333,27.7581333333,47.6611333333,6.40613333333,29.8443333333,34.1316666667,2.63136666667,36.0642666667,30.8536333333,6.8841
377.63,17.8321333333,29.4436666667,42.0114666666,27.7250666667,47.8154,6.4106,29.7595333333,34.1022,2.57726666667,36.0281333333,30.8924,6.83956666667
377.99,17.7099333333,29.3136666667,41.9544,27.6616,47.8690666667,6.35053333333,29.6006,34.0002666667,2.45993333333,35.8870666667,30.8656666667,6.73956666667
378.35,17.7420666667,29.3268666667,41.9540666667,27.6525333333,47.9539333333,6.424,29.482,34.0020666667,2.54326666667,35.8749333333,30.8844,6.7809
378.71,17.7338666667,29.2534,42.0203333333,27.7057333333,48.0710666667,6.4312,29.3573333333,33.9941333333,2.58296666667,35.8471333333,30.845,6.79073333333
379.07,17.6918666667,29.2516,42.0646666667,27.7055333333,48.1604,6.44146666667,29.2672666667,33.9848666667,2.53723333333,35.8444,30.8585333333,6.79476666667
379.44,17.738,29.2267333333,41.9964,27.7512666667,48.2440666667,6.53653333333,29.1485333333,33.9077333333,2.645,35.8193333333,30.8724,6.8981
379.80,17.7764666667,29.2426,42.0540666667,27.7713333333,48.3818666667,6.5874,29.1462666666,33.9601333333,2.71056666667,35.8526,30.9277,6.91476666667
380.16,17.7186,29.1398,42.0668,27.7037333333,48.4568666667,6.56506666666,29.0784666667,33.8839333334,2.68346666667,35.7530666667,30.8962333333,6.8467
380.52,17.6586,28.947,41.9194,27.5506,48.3738666667,6.49933333334,28.8393333333,33.7270666667,2.69936666667,35.5647333334,30.8009333333,6.82456666667
380.88,17.6294666666,28.8950666667,41.8794,27.5152666667,48.427,6.50806666667,28.7622,33.6389333333,2.67406666667,35.495,30.7861666667,6.80856666667
381.24,17.5738666667,28.8153333333,41.8414666667,27.4264666666,48.5127333333,6.50753333333,28.6472,33.601,2.66363333333,35.4688,30.7348,6.79326666667
381.61,17.5754666667,28.7963333333,41.8668,27.4960666667,48.6608,6.4758,28.6268,33.585,2.66756666667,35.4411333333,30.8195333333,6.78213333333
381.97,17.5914,28.7708,41.8498666667,27.434,48.6724,6.48386666667,28.5997333333,33.5057333333,2.7419,35.4018666667,30.8662333333,6.8096
382.33,17.5316,28.7817333333,41.908,27.4129333333,48.8040666667,6.426,28.6312,33.4675333333,2.68246666667,35.3557333333,30.9055666667,6.75786666667
382.69,17.5956,28.8466,41.9660666667,27.443,48.9734666667,6.46133333333,28.6522666666,33.4741333333,2.72273333333,35.3550666667,31.0446666667,6.78753333333
