wavelength,Back_RhoCrum,Belly_RhoCrum,Breast_RhoCrum,Crissum_RhoCrum,Crown_RhoCrum,DorTail_RhoCrum,Rump_RhoCrum,Throat_RhoCrum,WingTip_RhoCrum
194.75,-271.710583333,-257.236666667,-247.149166667,-254.60525,-197.58775,-229.166666667,-282.675416667,-255.263166667,-267.763166667
195.13,-721.666583333,-725.0,-679.4445,-694.999916666,-557.777833333,-646.666666667,-774.444333334,-723.333333333,-748.33325
195.51,-607.353083333,-613.7255,-551.960833333,-594.607833334,-466.666583333,-525.980416667,-649.01975,-616.1765,-636.764666667
195.89,-609.803833333,-589.215583333,-536.764666667,-575.490166667,-454.411666667,-512.745,-651.960666668,-588.23525,-605.882333333
196.27,-515.0,-486.666666667,-451.666666667,-491.666666667,-387.5,-438.333333333,-545.416666667,-496.25,-505.416666667
196.65,-358.630916667,-328.273916667,-307.440416667,-336.3095,-254.464333334,-291.0715,-360.714166667,-333.9285,-339.583333333
197.03,-346.551833333,-320.40225,-300.862083333,-339.655166667,-240.51725,-287.931,-358.620666667,-323.8505,-331.8965
197.40,-313.709833333,-287.634416666,-275.53775,-298.387166667,-207.795833333,-251.344083334,-319.354916667,-278.494666667,-293.279416667
197.78,-284.558916667,-267.892166667,-257.107916667,-265.93125,-191.911833333,-228.431416667,-283.8235,-248.774583333,-270.83325
198.16,-334.946166667,-315.860166667,-306.98925,-305.914,-228.4945,-267.20425,-316.128916667,-289.785,-312.365333333
198.54,-255.238,-240.71425,-230.47625,-229.047583333,-159.047666667,-201.904833333,-237.619,-213.09525,-231.6665
198.92,-320.40225,-294.827583334,-282.183916667,-288.50575,-203.161,-250.574666667,-294.253083333,-262.64375,-283.046
199.30,-216.869833333,-197.9675,-181.707333333,-195.528666667,-126.626166667,-157.317083333,-185.772333334,-167.886166667,-184.3495
199.68,-195.74475,-178.546166667,-160.993,-173.58175,-112.943166667,-145.922,-164.716333333,-145.921916667,-160.638166667
200.06,-172.0125,-166.509416667,-145.911916667,-152.201166667,-98.1130000001,-134.276833333,-146.540916667,-129.55975,-144.654
200.44,-217.753666667,-215.217333333,-194.021833333,-193.8405,-133.695583333,-170.652166667,-195.833416667,-169.927666667,-184.601583333
200.82,-341.129,-347.31175,-306.18275,-309.408583334,-223.38725,-274.1935,-321.50525,-265.591416666,-293.279583333
201.19,-382.4075,-397.222333333,-331.17275,-338.889,-244.444416667,-312.345833334,-353.394916667,-296.913583333,-337.962833333
201.57,-458.71225,-483.712,-385.227333333,-425.7575,-293.560583334,-382.57575,-425.757583333,-365.530333333,-414.015083333
201.95,-636.458333333,-693.229166667,-509.895833334,-589.583333333,-415.625,-516.145833333,-602.604166667,-510.416666667,-577.604166667
202.33,-5141.66666667,-5612.5,-4054.16666667,-4766.66666667,-3241.66666667,-4095.83333333,-4970.83333333,-3962.5,-4758.33333333
202.71,1549.99991667,1657.14291667,1215.47633333,1433.33333333,1016.66675,1207.14275,1521.4285,1157.14283333,1467.85708333
203.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.85,4912.5,5233.33333333,4029.16666666,4308.33333334,3158.33333333,3950.0,4745.83333333,3770.83333333,4783.33333333
204.22,3261.11108333,3391.66666667,2522.22216667,2972.22225,2052.77783333,2627.77791667,3186.11116666,2466.66666666,3152.77775
204.60,-1848.33333333,-1903.33333333,-1328.33333333,-1710.0,-1066.66666667,-1546.66666667,-1843.33333333,-1321.66666667,-1870.0
204.98,-1823.33333333,-1895.0,-1265.0,-1741.66666667,-1076.66666667,-1613.33333333,-1803.33333333,-1321.66666667,-1913.33333333
205.36,-3275.0,-3347.22216667,-2375.00008333,-3158.33333333,-2022.22233333,-2855.55558333,-3213.88875,-2477.77783334,-3441.66666666
205.74,-674.444333334,-675.000166667,-491.66675,-619.44425,-415.5555,-596.6665,-682.777916666,-515.555583333,-697.77775
206.12,2156.66666667,2105.0,1740.0,2078.33333334,1346.66666667,1980.0,2231.66666666,1716.66666667,2220.0
206.50,3524.99991667,3375.0,2775.0,3430.55558333,2333.33325,3244.4445,3594.44425,2916.66666667,3655.55558333
206.87,2560.41666667,2477.08333333,2004.16666667,2485.41666666,1739.58333333,2412.5,2620.83333333,2197.91666666,2625.0
207.25,4508.33333334,4333.33333333,3479.16666667,4445.83333333,3179.16666667,4216.66666667,4758.33333334,3808.33333333,4687.5
207.63,-1551.66666667,-1481.66666667,-1130.0,-1546.66666667,-1075.0,-1490.0,-1751.66666667,-1251.66666667,-1640.0
208.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.39,-8099.99999999,-7625.0,-6275.0,-7816.66666666,-5650.0,-7733.33333334,-9266.66666667,-6950.0,-8741.66666666
208.77,-7274.99999999,-6966.66666666,-5966.66666667,-6841.66666668,-5116.66666667,-7141.66666667,-8391.66666667,-6516.66666666,-8066.66666667
209.14,-1005.95216667,-939.285666666,-855.952500001,-913.095166668,-700.000083334,-940.476166667,-1165.47625,-872.619000001,-1115.47616666
209.52,-1030.5555,-954.166583333,-876.388916667,-918.055499999,-691.666583333,-1012.5,-1252.77775,-820.833333333,-1174.99991667
209.90,1001.38891667,968.0555,870.83325,902.777749999,748.611083333,969.4445,1240.27783333,834.722166668,1241.66666667
210.28,-256.770833333,-246.354166667,-174.479166667,-180.208333333,-168.229166667,-257.291666667,-344.270833333,-187.5,-352.604166667
210.66,-271.153833333,-262.179666666,-158.974333333,-162.820333333,-157.051333333,-302.564166667,-403.846083333,-193.589666667,-376.282166667
211.03,-231.547583333,-227.976083333,-160.714416667,-151.1905,-130.95225,-278.571416666,-380.357333333,-177.380916667,-360.71425
211.41,-215.196166667,-217.647,-166.666583333,-171.078416667,-135.294166667,-297.549166667,-364.21575,-181.372583333,-345.098166667
211.79,-192.083333334,-208.75,-167.916666666,-159.166666667,-139.166666667,-270.416666667,-325.833333333,-157.5,-315.0
212.17,-84.1396666667,-108.333416666,-77.41925,-62.63425,-49.7311666668,-136.828,-165.053833333,-51.344,-166.39775
212.55,-54.48725,-90.7050833333,-39.423,-39.7435833333,-19.8718333333,-118.589833333,-148.718,-2.24383333325,-154.487166667
212.92,-113.888833333,-188.888916667,-71.111,-99.9999166666,-73.33325,-210.555583333,-278.333416667,-12.77775,-278.333416667
213.30,-100.694416667,-203.472166667,-58.33325,-113.889,-62.4999166667,-238.1945,-343.0555,-11.8055833333,-332.638916667
213.68,-44.2028333334,-103.985416667,-14.4925833333,-54.3478333335,-18.1160833333,-100.362166667,-160.507333333,-3.98550000007,-157.246416666
214.06,-83.7964166668,-145.370333333,-27.3148333333,-84.2591666666,-20.8333333334,-140.277916667,-201.852,-21.7591666666,-215.277833333
214.44,721.666666666,888.333333332,548.333333334,761.666666667,490.0,853.333333332,1096.66666667,473.333333333,1163.33333333
214.81,583.333416667,709.722249999,477.777833333,565.277833333,359.72225,624.999916668,866.666583333,316.66675,948.611249999
215.19,-931.25,-1033.33333333,-629.166666668,-712.500000001,-466.666666668,-893.749999999,-1212.5,-393.750000001,-1325.0
215.57,-232.142833333,-221.428583333,-84.5238333334,-120.238083334,-60.71425,-173.8095,-253.571333333,-42.262,-293.45225
215.95,-245.512666667,-176.282,-38.4616666666,-95.5128333333,-8.97433333325,-121.15375,-211.538416667,-34.6152499999,-257.051333333
216.32,-274.404666667,-198.809583334,-67.2619166667,-126.190416667,-57.7379999998,-136.309416666,-240.476166667,-70.8332500001,-266.666833333
216.70,-388.461416666,-305.769166667,-161.538583333,-209.615416667,-128.846166666,-220.512833333,-346.79475,-182.051333333,-379.48725
217.08,-186.333333333,-143.0,-85.6666666668,-97.6666666667,-46.3333333332,-109.333333333,-178.333333333,-93.6666666666,-187.0
217.46,-157.471333334,-112.069,-68.3908333333,-62.6435833332,-32.7586666667,-82.4713333333,-133.045916667,-75.8620000001,-149.999916667
217.83,-1320.83333333,-866.666666667,-614.583333334,-518.75,-454.166666666,-795.833333332,-1175.0,-637.500000001,-1245.83333333
218.21,-781.944500001,-508.333333333,-415.27775,-320.833416667,-306.944416667,-561.111083333,-786.111083334,-358.333416667,-763.888833332
218.59,-183.854166667,-96.8750000001,-83.8541666666,-33.8541666666,-42.7083333333,-130.729166666,-199.479166667,-41.6666666667,-200.0
218.97,-149.166666667,-73.3333333332,-72.4999999999,-52.0833333334,-33.3333333334,-107.5,-159.166666667,-49.1666666666,-154.583333334
219.34,-835.416666666,-445.833333332,-545.833333334,-502.083333333,-335.416666667,-754.166666668,-987.499999999,-439.583333333,-933.333333334
219.72,304.444416667,245.555583333,270.5555,258.888833334,186.111,286.666666667,394.444416667,228.333333333,364.444333333
220.10,239.705833333,224.019666667,241.666666667,222.05875,162.254666667,268.6275,346.56875,184.31375,335.294166667
220.47,149.691416667,128.395,162.654333333,141.975333333,117.901166666,185.185,214.50625,118.209833333,223.765333333
220.85,120.43,91.6667499999,144.892416667,119.8925,115.591416666,176.343916667,179.569833333,103.7635,190.05375
221.23,89.8375833334,73.7804999999,108.333333333,100.609833333,99.7968333334,142.276416667,137.3985,87.1950833333,149.39025
221.61,97.1630833333,85.6384166666,116.666666667,112.05675,107.80125,147.8725,146.453916667,91.1348333333,150.0
221.98,142.241333333,138.505666667,184.195333334,162.356416667,168.965583334,220.977,227.586083333,137.356416667,225.862083333
222.36,157.371916666,143.910333333,185.576833333,164.423,175.641083333,220.192166667,240.064083333,138.782166666,237.179583333
222.74,375.694416667,351.388916667,402.083416666,356.25,381.944583333,507.638916666,537.499833333,354.861166667,547.222166667
223.11,567.592666667,519.444333333,564.814833334,487.963,590.74075,703.703583333,724.999916666,539.81475,819.444416666
223.49,2379.16666666,2095.83333333,2170.83333334,1816.66666667,2370.83333333,2700.0,2941.66666667,2087.5,3441.66666666
223.87,-340.74075,-281.481416667,-327.777833333,-211.111166667,-341.66675,-406.4815,-462.037083333,-269.444333333,-567.5925
224.24,-113.888916667,-86.4583333333,-89.5834166666,-46.1805833333,-103.125,-121.875083333,-151.388833334,-89.5831666665,-184.375083333
224.62,-35.4166666667,-18.75,-14.5833333333,9.16666666667,-16.4583333333,-30.4166666667,-59.3749999999,-27.0833333333,-71.25
225.00,-2.73424999999,5.33858333335,17.4478333333,23.4375,14.84375,8.72366666665,-14.4531666667,2.474,-19.9218333334
225.38,0.421999999983,12.65825,26.26575,32.0674166667,21.9409166667,17.9324166667,2.21516666666,11.498,-4.53583333333
225.75,9.92908333334,18.2623333333,34.3085,39.007,25.70925,23.3154166667,11.968,17.9965,9.21975000002
226.13,15.5890833333,26.0775833333,35.63225,37.3563333333,29.0949166667,26.2931666667,19.3965833333,20.9050833333,13.8649166667
226.51,18.4915,25.2434166667,30.7785833333,34.91475,30.4136666667,24.6350833333,20.3770833333,21.8978333333,15.511
226.88,18.648,23.7761666667,27.8554166667,31.4686666666,27.331,25.1166666667,17.54075,23.7180833334,16.317
227.26,22.20625,23.5549166667,28.5644166667,29.6725833333,27.6494166667,23.4585833333,18.2080833333,26.2041666666,20.9535833334
227.64,19.598,20.01675,24.5394166667,25.377,24.5393333334,21.1473333333,16.1223333333,23.7438333334,20.1423333333
228.01,17.7455,19.5310833334,24.5535,23.3259166667,23.13975,19.08475,15.92275,22.3959166667,20.945
228.39,17.62025,20.58625,23.4815833333,22.3516666667,22.7400833334,19.1385,15.7134166667,21.7160833333,21.7160833333
228.76,9.90516666668,12.6095833333,15.35075,15.1680833333,15.753,11.4766666667,8.22358333332,14.83925,15.27775
229.14,4.98533333334,6.98683333333,8.4425,10.735,10.5166666667,6.73208333334,2.72916666668,10.2619166667,10.1528333333
229.52,2.39683333334,2.13866666666,2.98658333334,7.00600000001,6.45275000001,4.79341666667,-2.39666666668,7.04266666667,6.08416666668
229.89,2.04725000001,2.9455,1.90366666666,5.99866666667,7.47108333333,5.63933333333,-0.7185,6.60925000001,6.57316666667
230.27,1.17416666666,2.99241666667,1.40150000001,6.43925000001,7.95450000001,5.03799999999,-1.62883333333,7.04541666667,6.89399999999
230.65,1.64375,3.899,3.78433333334,7.07174999999,7.60700000001,4.74008333334,-1.56733333333,8.52433333332,8.63916666667
231.02,4.09091666667,7.68941666667,7.53766666666,10.83325,12.38625,7.3485,2.95458333334,12.27275,12.68925
231.40,5.26125,11.71275,9.21658333332,15.2074166667,15.0920833333,11.5591666667,5.10758333333,15.2073333333,15.9371666667
231.78,5.47258333333,12.6864166667,9.12116666666,15.9619166667,13.5986666667,10.5305833333,5.514,14.3035,16.0861666667
232.15,7.87283333333,15.3265833333,10.92975,19.01175,14.5728333333,13.3585,6.65816666667,15.4103333333,17.79725
232.53,9.49324999998,15.0345,10.5239166667,19.5876666667,13.1013333333,11.2971666667,6.91566666665,16.1511666667,17.86925
232.90,14.3665833333,17.5715833333,15.4601666666,21.38,14.70575,14.3665833334,10.3318333333,18.7405,20.58825
233.28,16.297,19.8924166666,18.4811666667,23.3870833333,16.7338333333,17.2379166667,13.20575,20.5645,21.9084166666
233.66,21.2603333333,26.3544166667,24.5583333333,28.2978333333,22.7031666667,21.3486666667,20.4946666667,25.7360833333,26.9435
234.03,23.0146666667,28.5514166666,27.4048333333,31.09625,25.4754166667,23.29425,23.0425,28.3836666667,29.1386666666
234.41,22.00325,25.1315,25.3419166667,27.8128333333,23.9749166667,22.34475,21.8981666666,26.2618333333,28.102
234.78,19.93525,22.43,22.8543333333,24.476,21.8813333333,21.6815833333,19.9601666667,23.15375,26.14775
235.16,18.1881666666,20.36525,21.8631666667,21.7695833333,19.1011666667,20.0610833333,18.6798333333,19.9905833333,23.4084166667
235.54,17.71975,18.4525,20.1008333333,19.2078333333,17.49075,17.94875,18.0860833333,17.2849166667,20.9019166667
235.91,16.96425,16.773,18.8138333333,17.8146666666,16.96425,17.3895,17.028,16.6454166667,19.4728333333
236.29,13.9655833333,12.75125,15.4313333333,13.8191666667,13.44225,14.6566666667,14.0704166667,13.1070833333,15.8291666667
236.66,9.98716666667,9.58441666665,11.91675,10.8143333333,10.7719166667,12.74375,11.2384166667,9.64799999998,12.4893333333
237.04,8.86474999998,9.07733333334,10.0551666667,10.1189166667,9.69391666667,12.4574166667,11.01175,8.716,10.863
237.41,7.79908333334,7.86325,8.80324999999,8.80341666667,8.376,11.4104166667,9.48708333332,7.97,9.42308333334
237.79,4.42983333333,4.25425,4.89041666667,5.28516666666,4.95616666667,8.88174999999,4.78058333333,2.96041666667,6.0965
238.17,0.976499999997,1.10666666667,0.585999999997,1.38891666667,1.25875,6.05466666666,0.846500000001,-1.12841666667,2.21358333333
238.54,-0.572416666665,0.233333333333,0.339333333332,1.10258333333,-0.23325,4.74983333333,-0.0637500000025,-2.14158333333,1.59041666667
238.92,0.320583333333,2.44391666667,2.44375,3.145,1.56241666667,5.42875000001,1.42233333333,-0.0600833333323,3.72608333333
239.29,0.749083333333,3.03375,1.62916666667,3.50191666667,2.13491666667,5.84275000001,1.76033333333,1.08608333333,4.7565
239.67,2.1385,4.58241666666,3.2925,5.09158333333,4.46366666667,8.12966666669,3.76783333334,3.36041666666,6.99258333334
240.04,3.46483333333,5.914,4.48025,6.21266666667,6.06341666667,9.22941666666,4.91333333333,4.89841666667,8.90083333333
240.42,4.35583333333,7.14650000001,5.50333333333,7.15975,7.19866666666,9.70275,5.71208333333,5.99891666667,9.97666666664
240.79,5.37783333333,8.10008333334,6.71108333333,7.83325,7.55575,10.5221666667,6.75558333334,7.2,10.811
241.17,6.11616666667,8.88766666666,7.60408333333,8.10975,7.90541666667,10.95875,7.07908333333,7.62333333333,11.3866666667
241.54,6.59933333334,9.2735,8.16083333333,8.57491666667,8.22125,11.05075,7.68625,7.92791666667,12.13775
241.92,6.68366666667,9.12699999999,8.38,8.55116666666,8.06875,11.0335,7.84308333333,8.54341666666,12.0915
242.29,6.90766666667,9.11741666668,8.39041666667,8.5115,7.93416666667,10.8640833333,7.92,8.62558333333,11.9618333333
242.67,7.626,9.57966666667,8.52191666666,8.67016666666,8.2795,11.3714166667,8.33341666667,8.7375,11.9578333333
243.05,6.83616666667,8.65791666667,7.63783333333,7.8365,7.50541666666,10.8571666667,7.77041666667,7.55841666666,11.003
243.42,6.30858333333,8.37875,7.41533333333,7.47408333333,7.12883333333,10.5339166667,7.12233333333,6.84241666667,10.4491666667
243.80,4.974,7.23516666667,6.4405,6.20791666666,6.111,9.34108333333,5.814,5.90425,9.33466666669
244.17,4.51208333334,6.92625,6.28716666667,5.72558333333,5.69983333333,8.97891666668,5.53183333334,5.45441666667,8.84316666666
244.55,4.38491666667,7.06141666667,6.16925,5.73266666667,5.505,8.61800000001,5.60608333334,5.32758333334,8.73191666667
244.92,4.77333333333,7.30308333333,6.48625,6.023,5.70591666667,8.73558333333,5.68141666667,5.59633333334,8.68083333333
245.30,4.03508333333,6.66208333333,5.88358333333,5.72358333333,5.36858333333,8.25324999999,5.15116666667,5.28258333333,7.927
245.67,3.24091666667,6.00483333333,5.17616666667,4.94033333333,4.872,7.54150000001,4.51016666666,4.46308333333,7.19008333333
246.05,2.43341666667,5.30825,4.16916666667,4.10116666667,4.23216666667,6.77716666668,3.84908333333,3.63575,6.61233333333
246.42,2.31333333333,4.98491666667,4.10033333333,3.87033333334,4.07816666667,6.48441666667,3.50308333333,3.375,6.54641666667
246.79,2.57266666666,5.18958333333,4.45416666667,4.11241666667,4.39808333333,6.54458333333,3.66208333333,3.7425,6.97841666667
247.17,3.0705,5.59125,4.81991666667,4.58,4.70916666667,6.8535,3.94525,4.399,7.34791666667
247.54,3.3375,5.76008333334,5.02733333333,4.88358333333,4.96775,7.01166666667,4.30508333333,4.81,7.69166666667
247.92,3.704,6.11633333333,5.38975,5.39283333333,5.19775,7.24666666667,4.51833333333,5.0735,7.997
248.29,3.78383333334,6.06166666667,5.23633333333,5.48733333334,5.25608333333,7.21408333334,4.46383333333,4.91291666667,7.891
248.67,3.61541666667,5.71775,5.07525,5.26091666667,5.14816666667,7.14466666667,4.22791666667,4.74091666667,7.59833333333
249.04,3.22925,5.29808333333,4.7945,4.92375,4.791,6.79875,3.89258333333,4.40983333333,7.35333333333
249.42,3.3895,5.40891666667,4.88708333334,4.95458333333,4.89066666667,6.77891666667,4.08858333333,4.45058333334,7.57033333333
249.79,3.35091666667,5.39033333334,4.70425,5.0015,4.77666666667,6.73591666667,3.83508333334,4.49058333333,7.55183333333
250.17,3.3415,5.38216666667,4.69491666667,5.07725,4.70325,6.65858333333,3.72775,4.435,7.47558333333
250.54,3.10058333333,5.4335,4.47866666667,5.1325,4.4915,6.62833333334,3.66733333333,4.5045,7.25191666667
250.92,2.50966666667,5.258,4.155,5.043,3.996,6.35166666666,3.27166666667,4.24391666667,6.85191666666
251.29,1.92391666667,4.74483333333,3.69808333334,4.69983333333,3.22958333333,5.8265,2.88091666667,3.61341666667,6.32475
251.66,2.26291666667,5.00516666666,4.16916666667,4.98966666667,3.45066666667,6.19766666667,3.1295,3.87883333333,6.43733333333
252.04,2.57016666667,5.36008333333,4.48075,5.224,3.58041666667,6.69508333333,3.56458333333,4.17166666666,6.79966666666
252.41,3.13483333334,5.94108333333,5.08683333333,5.71275,3.99958333333,7.25116666667,3.97833333333,4.94908333334,7.40508333333
252.79,3.40591666667,6.30158333333,5.253,6.11141666666,4.13966666667,7.53491666667,4.28616666667,5.4215,7.64325
253.16,3.56433333333,6.56233333334,5.341,6.50175,4.43891666667,7.66791666667,4.461,5.55566666667,7.7835
253.54,3.25333333334,6.38241666667,5.37316666667,6.43883333333,4.144,7.41425,4.13283333333,5.21541666666,7.58358333333
253.91,3.68583333334,6.68616666667,6.08725,6.87041666667,4.52083333334,7.79766666667,4.73391666667,5.39625,7.93591666666
254.28,4.67633333333,7.39091666666,7.18341666668,7.65183333333,5.10908333333,8.57641666667,5.46466666667,6.19366666667,8.66525
254.66,5.14241666666,7.42875,7.67033333333,7.88116666666,5.57008333333,8.92816666667,5.52666666667,6.23925,8.96525
255.03,5.22775,7.29158333333,7.56508333333,7.83225,5.52741666667,8.80866666666,5.48833333333,6.172,8.82825
255.41,5.59375,7.7305,7.68366666666,8.19933333334,6.30366666667,9.00316666666,5.66058333333,6.28358333333,9.31141666668
255.78,5.05266666667,7.35733333333,7.0945,7.82800000001,5.69633333333,8.37483333333,4.90733333333,5.88316666666,8.82466666667
256.15,4.38375,6.70175,6.3305,7.04475,4.87391666667,7.37383333333,4.11066666666,5.16808333333,8.08116666667
256.53,3.94658333333,6.30525,6.11241666667,6.7655,4.37291666667,6.77941666667,3.823,4.56541666667,7.51533333333
256.90,3.87358333333,6.24358333333,6.04625,6.60041666667,4.42791666667,6.65775,3.829,4.24308333333,7.66441666666
257.28,3.92875,6.40083333334,6.01791666667,6.36608333333,4.544,6.64466666666,4.0505,4.22475,7.81083333333
257.65,3.581,6.11891666667,5.52308333334,5.86208333333,4.30533333333,6.304,3.79183333334,4.24883333333,7.68075
258.02,3.59775,6.11116666666,5.2735,5.63483333333,4.43125,6.25658333333,3.933,4.43566666666,7.57066666666
258.40,3.691,6.3445,5.3555,5.74041666667,4.67991666667,6.45383333333,4.13266666667,4.66483333333,7.56725
258.77,3.84925,6.58975,5.57625,5.94141666667,4.7605,6.6655,4.33933333333,4.80991666667,7.76741666667
259.15,3.73833333333,6.42483333334,5.507,5.7255,4.58341666667,6.56175,4.25983333334,4.73775,7.605
259.52,3.85216666667,6.46208333334,5.71258333333,5.76875,4.65,6.84491666667,4.425,4.96841666667,7.8005
259.89,3.9665,6.38375,5.72883333334,5.78141666667,4.71666666667,6.85608333333,4.524,4.914,7.93341666666
260.27,4.17033333333,6.555,5.95583333333,5.99658333333,4.90125,7.07275,4.58491666667,5.0785,8.08883333333
260.64,4.15483333333,6.54558333333,5.95925,5.94733333334,4.85633333333,7.10858333333,4.58883333333,5.08875,8.13391666666
261.01,4.27666666667,6.69525,6.16566666667,6.07883333333,5.022,7.28125,4.708,5.2775,8.27483333333
261.39,4.19158333334,6.62741666666,6.14625,6.0135,5.10608333334,7.32625,4.64883333334,5.3075,8.26475
261.76,4.28466666667,6.7035,6.26775,6.17266666667,5.186,7.52941666666,4.76716666667,5.38833333333,8.33341666667
