wavelength,Back_ComGarf,Belly_ComGarf,Breast_ComGarf,Crissum_ComGarf,Crown_ComGarf,DorTail_ComGarf,Patch10_ComGarf,Rump_ComGarf,Throat_ComGarf,WingTip_ComGarf
194.37,27.619,22.8570333333,30.4166333333,30.774,25.7142666667,22.4405333333,17.7974666667,47.3510666667,23.4523333333,26.1905
194.75,25.9047333333,23.1427666667,28.5398,30.9841333333,25.6508,27.6191333333,19.9364666667,50.5713333333,26.7936,25.0001666666
195.13,30.0952,27.1427666667,33.238,36.9524,31.1111333333,35.2379333333,24.1268666667,57.2381,28.127,29.1268333333
195.51,32.1985333333,29.7871666667,35.2127666667,39.0779333333,36.6666,38.0849333333,25.9573333333,62.4113333333,29.0779333333,31.2055833333
195.89,25.1281333333,22.6068666667,28.0340666667,32.3932666667,32.2222,31.7093333333,20.8546,57.9061,18.2052666667,24.2521666667
196.27,21.7390666667,15.6038,25.1207,25.4106666666,26.5699333334,23.8646,21.7392,58.6956666667,12.3671333333,23.1885
196.65,9.72233333335,8.0093,13.2870666667,11.2036,15.7406666667,15.5555333333,19.9074666667,46.8980666667,1.57406666667,20.8333333333
197.03,-27.9013333333,-16.6048333333,-13.9506333333,-18.8888666667,-15.9259333333,-8.8888,0.24686666666,37.2223,-31.4813333333,2.778
197.40,-34.0579333333,-21.7391666667,-21.2319000001,-15.7972666667,-21.884,-8.69560000001,4.78253333334,50.2897333333,-44.2028666667,-1.26808333325
197.78,-39.3799333333,-21.4729333334,-12.9458333333,-17.8294666667,-16.8991333333,-3.25580000001,9.92253333333,64.186,-45.4263999999,-3.87608333342
198.16,-81.6666666667,-57.7083333334,-51.4583333333,-58.7499999999,-49.5833333333,-23.9583333333,-9.37499999994,58.5416666667,-84.7916666667,-49.4791666667
198.54,-178.666666667,-130.933333333,-124.8,-134.133333333,-111.2,-62.4,-65.6,9.19999999998,-164.0,-117.333333333
198.92,-244.545466667,-188.181766667,-174.090833333,-186.3636,-163.636333333,-125.4546,-118.181933333,-34.394,-224.2424,-179.924333333
199.30,-2166.66666667,-1736.6666,-1666.66673333,-1808.88886667,-1548.8888,-1237.77766667,-1042.2222,-632.2223,-1826.6666,-1719.4445
199.68,999.047733335,813.333433334,718.571466667,811.428399999,723.809599999,579.0478,455.238333333,355.714266667,825.714466666,848.809416668
200.06,1740.0,1294.16666667,1174.16666667,1318.33333333,1221.66666667,923.333333333,693.333333333,480.833333333,1396.66666667,1447.91666667
200.44,7926.66666666,6066.66666667,5863.33333333,5753.33333333,5579.99999999,3840.0,3593.33333333,3196.66666667,6406.66666667,6450.00000001
200.82,1144.16666667,847.5,849.583333333,755.833333334,786.666666667,558.333333333,529.166666666,501.25,899.166666667,926.041666668
201.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.57,2500.0,2025.0,2068.33333333,1768.33333333,1943.33333334,1451.66666667,1331.66666667,1473.33333333,2125.0,2285.41666667
201.95,555.333333333,478.333333333,487.166666667,425.0,461.0,356.666666667,313.666666667,367.666666667,490.333333333,516.666666667
202.33,536.0606,464.8485,479.697033333,416.969733333,456.9698,362.4242,324.2424,370.909166667,482.727133333,490.5305
202.71,538.484733333,478.939433333,488.484866667,443.636266667,480.606133333,400.908933333,349.696933333,391.060633333,509.393866667,503.03025
203.09,918.461600001,788.205066667,826.410233333,742.051333333,807.692266667,680.0,569.230866667,645.3847,853.845999999,841.666583334
203.47,646.6666,540.317566667,579.047766667,523.174666667,569.841133333,493.333266667,406.666666667,473.015766667,586.0316,594.444416667
203.85,504.367866667,414.8277,452.758666667,414.482666667,439.5402,386.206933333,319.7702,366.206933333,453.333133333,448.8505
204.22,404.0,340.833333333,364.083333333,339.666666667,348.833333333,325.0,270.5,302.833333333,369.5,365.833333333
204.60,452.381,381.904833333,399.238233333,380.380933333,380.380933334,369.7142,299.0476,324.5714,419.2382,420.476166667
204.98,325.466666667,283.4,296.133333333,283.2,286.0,287.466666667,226.666666667,243.4,309.2,317.0
205.36,358.222133333,315.185366667,325.111166667,316.148266667,308.888933333,329.926,252.148333333,270.666666667,334.963,351.296333334
205.74,393.333466667,345.447133333,362.032433333,349.918666667,338.374,362.7642,275.609733333,295.7724,363.7398,383.333416666
206.12,591.111133333,514.0742,529.135866667,527.4074,496.543266667,532.345666667,407.407666667,437.284033333,542.222133333,567.592666667
206.50,443.7838,378.2883,393.423466667,390.270266667,365.045,396.396533333,292.973133333,329.009033333,405.405466667,421.396416666
206.87,377.8788,317.348566667,335.151733333,321.8182,302.121133333,321.5152,234.696866667,271.363566667,340.000066667,350.378833333
207.25,421.833333333,356.083333333,367.333333333,358.5,334.666666667,355.666666667,264.166666667,300.25,382.166666667,383.958333333
207.63,605.333333333,505.2,515.333333333,514.666666667,470.933333333,494.133333333,372.0,413.333333333,555.2,535.0
208.01,553.827066667,462.345633333,462.8395,472.839466667,435.061733333,458.765333333,345.431933333,384.197533333,512.098733333,492.284
208.39,579.230866667,466.923133333,482.435933333,489.230666667,447.948933333,471.281933333,360.256333333,408.589666667,520.769133333,509.61525
208.77,340.888866667,263.036966667,285.629466667,286.222333333,269.777733333,274.6668,207.703666667,248.000066667,297.926066667,290.555583333
209.14,321.7392,238.043366667,256.7391,262.608666667,251.1594,244.2028,178.9854,228.188266667,274.057933333,256.883916667
209.52,310.780133333,227.588833333,244.397166667,255.461066667,246.9504,222.411333333,170.7802,220.7802,261.985733333,244.149
209.90,236.458133333,171.145533333,187.4998,201.1456,189.3748,167.1872,133.437266667,171.666533333,199.062333333,185.416416667
210.28,210.704333333,149.906133333,168.5915,178.122133334,166.760533333,152.582266667,120.093933333,155.164333333,175.023466667,165.727833333
210.66,220.717866667,153.538333334,175.2821,186.358933333,172.205066667,157.538466667,126.461466667,160.512866667,179.281933333,176.5385
211.03,208.571466667,149.142866667,170.9049,187.428666667,170.095266667,163.999866667,127.238,160.523833333,173.619,180.714083333
211.41,169.138466667,122.771466667,146.2547,158.7264,141.722866667,141.2734,104.5692,134.906333333,144.12,150.655333334
211.79,163.0128,121.346133333,145.7373,153.8462,139.7436,141.0256,107.179466667,134.9679,141.025733333,150.160166667
212.17,182.380733333,132.278866667,161.700666667,170.6804,156.938733333,156.8706,121.4286,150.748366667,155.918466667,161.649833333
212.55,195.1588,142.738033333,172.380933333,182.539666667,169.999933333,167.5396,123.412866667,157.619033333,168.809466667,169.444416667
212.92,219.549533333,165.495466667,198.603633333,206.576533333,193.6936,191.531466667,137.837733333,178.918933333,193.693666667,198.198333333
213.30,247.5132,186.560766667,225.714233333,235.1322,214.603133333,218.307,156.7196,203.9683,219.682466667,226.719666667
213.68,222.816733333,165.586866667,197.136033333,206.948266667,192.582266667,198.873133333,136.431933333,182.4413,198.028066667,198.239333333
214.06,236.2498,170.5207,197.864266667,210.624733333,199.687333333,208.437333333,134.0624,195.781033333,205.624733333,205.85925
214.44,252.865533333,178.538066667,206.958966667,221.0526,212.748533333,210.526133333,131.228133333,205.497,215.321666667,217.836166667
214.81,214.166733333,154.5832,176.851866667,186.481333333,182.5,177.3148,115.277933333,175.0926,188.0556,179.629583333
215.19,197.631666667,140.8333,154.7806,165.3508,164.2106,158.069933333,103.8598,159.517566667,168.421133333,156.140333333
215.57,227.09,160.476166667,171.217133333,182.328133333,187.301466667,170.053,119.365066667,185.132266667,192.275066667,182.672
215.95,299.206266667,206.349133333,213.968133333,227.1428,238.412666667,220.4762,137.3014,241.0318,239.6826,229.762
216.32,303.157866667,218.420933333,221.6666,224.736866666,237.0176,213.5088,129.122733333,242.3684,237.8948,241.666666667
216.70,273.188533333,198.0435,209.8551,207.1014,222.029066667,196.666933333,145.652066667,230.362233333,219.565066667,227.173916667
217.08,272.108866667,195.101966667,209.6598,206.5306,221.224533333,197.550933333,163.129266667,231.564666667,217.278866667,218.8775
217.46,236.551666666,174.9426,186.724133333,185.977,195.977133334,175.2874,150.344866667,205.229666667,194.023,194.3965
217.83,221.3756,167.9895,186.6139,178.306733333,183.703733333,166.349266667,147.089933333,191.481433333,187.830866667,185.978833333
218.21,223.4344,175.9091,196.4647,185.050533333,190.101066667,179.494933333,160.808066667,195.252433333,194.8486,192.045333333
218.59,195.736466667,157.131866667,175.7753,164.263466667,166.744133333,163.6432,150.0,171.8993,172.170533333,167.926333333
218.97,217.511133333,174.8445,196.666666667,184.3556,186.933466667,186.311266667,165.777933333,190.844366667,187.110933333,185.222166667
219.34,223.2876,177.2147,205.068366667,186.757933333,196.2556,187.2146,165.205533333,195.068466666,193.242066667,187.21475
219.72,193.798533333,150.7365,176.472966667,163.565933333,172.247933333,163.720933333,139.534933333,169.0697,166.356533334,156.879916667
220.10,176.524866667,134.787266667,159.6808,148.865066667,157.588666667,146.524866667,124.397266667,152.340466667,153.546133333,138.74125
220.47,163.8,121.833333333,150.1,141.933333333,150.0,138.133333333,115.2,144.566666667,145.733333333,127.75
220.85,148.063466667,109.4604,137.079233333,130.984,133.7778,125.396933333,93.3332666666,128.857066667,132.127,113.5715
221.23,142.2654,107.216833333,127.6698,128.025866667,129.967666667,122.200733333,86.5372666666,124.013,127.508133333,111.488666666
221.61,155.368466667,117.368533333,136.947333333,138.877133333,140.2106,134.666733333,97.0527333334,135.017533333,135.859533333,127.543833333
221.98,165.882333333,118.941133333,138.078366667,143.215733333,145.333333333,139.294133333,101.0196,141.568633333,135.294066667,132.35275
222.36,194.920733333,126.507933333,152.0106,160.7408,165.291066667,152.910133333,101.798933333,155.396833333,147.9366,139.947083333
222.74,199.999933333,131.785766667,159.880866667,168.928466667,180.119133333,165.5954,98.0954,161.4285,153.333266667,153.57125
223.11,228.484733333,149.091066667,172.272766667,191.515266667,208.030266667,191.9696,99.5456,177.197,173.030466667,178.408916667
223.49,360.256533333,229.615433333,255.128266667,297.692266667,323.846066667,297.435866667,153.0768,276.7947,265.384733333,270.833333333
223.87,533.333333333,337.708333333,382.5,421.25,477.5,469.166666667,210.833333333,408.75,366.666666667,390.625
224.24,1384.44433333,871.666766666,966.1111,1076.66673333,1218.889,1271.1112,566.666666667,1073.33333333,925.555599999,991.666583331
224.62,-859.259133334,-573.333366666,-601.8518,-664.444466666,-738.5186,-823.703666667,-308.147933333,-661.481333333,-551.111133333,-613.888916666
225.00,-379.649133333,-252.982633333,-275.7895,-299.649133333,-370.526266667,-377.894866667,-168.070133333,-314.034966667,-235.087866667,-296.052583333
225.38,-245.517266667,-169.4253,-199.1954,-202.069,-261.609266667,-246.666666667,-118.3908,-208.735733333,-163.908133333,-193.103416667
225.75,-273.6,-181.866666667,-237.333333333,-229.066666667,-309.866666667,-273.066666667,-129.6,-224.133333333,-193.333333333,-204.666666667
226.13,-1066.6668,-837.142833333,-1020.9524,-968.571333335,-1277.14293333,-1120.95233333,-660.952333334,-955.714333333,-904.761866667,-864.285666666
226.51,576.4444,491.1111,591.5556,538.2222,691.5556,614.666733333,407.555533333,541.333266667,530.222333333,515.0
226.88,897.777733333,741.851933333,906.666733332,834.814666667,1080.7408,936.296466665,655.555533333,878.148199999,830.3704,738.888833333
227.26,1608.0,1353.33333333,1678.66666667,1581.33333333,1962.66666667,1641.33333333,1320.0,1710.66666667,1489.33333333,1330.0
227.64,-3866.66666667,-3205.0,-4115.0,-4036.66666667,-4800.0,-4210.0,-3260.0,-4235.0,-3630.0,-3516.66666667
228.01,-437.543933333,-369.2982,-458.9473,-478.947466667,-541.4034,-469.824666667,-397.8946,-476.3157,-438.947333333,-402.192916667
228.39,-252.952333333,-217.0477,-274.1904,-284.000066667,-312.571333333,-257.9048,-241.3334,-276.0953,-262.095266667,-244.761916667
228.76,-187.826,-155.9421,-194.855033333,-205.797133333,-223.043466667,-181.3044,-185.072533333,-202.318833333,-193.768066667,-187.318666667
229.14,-131.957666667,-112.6455,-130.105833333,-144.232933333,-146.666666667,-122.4338,-130.370533333,-141.269866667,-134.814733333,-123.41275
229.52,-102.488866667,-84.2665999999,-94.3110666667,-112.088866667,-104.533266667,-91.2000666666,-98.4888666667,-109.9111,-102.5778,-94.6668333333
229.89,-71.3804,-60.2693,-60.9090333333,-77.1717333333,-69.8316666667,-61.0100666667,-68.0133333333,-80.3704,-72.1214,-64.0571666667
230.27,-47.4479333333,-36.1978333333,-38.4113333333,-51.2498666667,-43.3332666667,-37.9685333333,-41.7707333333,-52.8124666667,-41.927,-44.7264166667
230.65,-38.5332,-26.7776666667,-28.4445666666,-40.7112,-31.5112,-26.4444,-32.3554,-42.0666333333,-30.1777333333,-35.5555
231.02,-35.1763333334,-23.2353,-26.7255333333,-36.3528666667,-27.9216,-23.1372,-26.9805333333,-36.9018666667,-26.1175333333,-32.4021666667
231.40,-37.4620666667,-26.4583333333,-31.0226666667,-36.9696,-30.4924666666,-25.9468666667,-28.1816,-37.1969333333,-29.3562,-34.2329166667
231.78,-40.5522,-29.5268,-35.0099333333,-39.8422666667,-31.0455333333,-26.9822666667,-30.9271333333,-38.4615666667,-32.3077333333,-35.8481666667
232.15,-37.8844,-24.7506666667,-30.2394666667,-33.5729333333,-23.553,-19.6407333333,-25.07,-33.4331666667,-25.6686666667,-32.535
232.53,-31.1514,-18.2019666666,-22.7476,-25.5352666667,-15.4343333333,-12.4444,-17.4545333333,-25.9192,-16.5252,-24.5454166666
232.90,-36.1180666667,-22.9536333333,-28.0167333333,-31.8142666667,-21.9409333333,-17.0463333333,-22.9957333333,-29.9156666667,-20.3375333333,-26.7406666667
233.28,-43.4452,-25.3915333333,-31.4765,-36.5994666667,-27.2931333333,-24.5190666667,-26.085,-33.1543666667,-23.8925333333,-32.4945
233.66,-45.3989333333,-26.432,-32.6525333333,-34.5539333333,-28.6386,-24.648,-27.5118666667,-31.8310333333,-23.9437333333,-30.2816666667
234.03,-43.5211333333,-23.5445333333,-32.9343,-32.7699333333,-25.4930666667,-21.4554,-26.4789333333,-28.31,-19.3426666667,-26.3496666667
234.41,-39.3150666667,-22.1004333333,-29.8174,-31.0045333334,-24.3378666667,-19.4520666667,-23.9269333333,-26.073,-21.0047333333,-20.3196666667
234.78,-32.807,-21.1185333334,-26.4035666667,-28.2894,-21.9737333333,-17.2807333333,-22.7194,-22.9824666667,-18.3333333333,-14.6381666667
235.16,-31.3698666667,-21.2329333333,-23.1507666667,-29.9544,-20.0912666667,-17.4886666667,-22.5115333333,-21.1415666667,-19.1324,-11.5868333333
235.54,-31.8053333333,-20.2777666667,-19.8149,-31.2038,-18.5648666667,-16.5742,-23.1944666667,-19.7453,-18.9351333333,-9.31716666667
235.91,-24.3089333333,-14.3902666667,-13.7195,-24.2277333333,-15.5284666667,-10.6911333333,-17.8864,-14.7560666667,-13.13,-2.79458333333
236.29,-21.5476,-15.1388,-15.0992,-24.9602666667,-17.1824666667,-13.6905333333,-17.4208,-14.8017,-13.0950666667,-1.83525000001
236.66,-27.6557333333,-22.7741,-20.5805,-32.3011333333,-26.1505333333,-20.2152,-24.6019333333,-20.0644,-21.9354666667,-6.72049999999
237.04,-23.5959333333,-19.3332333333,-18.7476333333,-27.0302666667,-22.1009333333,-15.9598,-20.5655333333,-15.6364,-17.6968666667,-4.14133333333
237.41,-25.9739333333,-23.1817,-24.3074333333,-28.8312666667,-24.8051333333,-16.5802,-24.5021333333,-19.329,-18.3983333333,-4.81599999999
237.79,-25.1984,-21.6865333333,-24.8213666667,-29.3649333333,-25.1587333333,-16.5874,-22.1826,-19.1469333334,-15.9522666667,-5.90266666668
238.17,-27.6528,-22.8401,-25.1874666667,-31.6765333333,-27.6924,-18.5406,-22.6430666667,-21.0453666667,-17.5148666667,-7.49516666667
238.54,-28.7408,-23.7037333333,-26.352,-32.2593333333,-27.2222,-19.6296,-23.8146,-22.0184666667,-17.8148,-10.2778333333
238.92,-23.8831333333,-20.9106333333,-22.1993666667,-28.7972666667,-23.4019333333,-15.6359333333,-20.5498,-18.1271333333,-14.7078666667,-7.30258333334
239.29,-14.2381333333,-11.7798333333,-14.5249333333,-17.6771333333,-14.0572,-6.03320000001,-12.6092666667,-9.24583333333,-6.39506666667,0.565583333332
239.67,-8.55246666665,-6.94556666667,-9.8673,-12.4037333333,-9.37586666668,-1.83260000001,-7.35713333333,-5.0465,-2.28413333334,3.48616666667
240.04,-11.4322,-10.5196,-11.7109,-14.7274666667,-11.7618,-3.90373333334,-10.4183333333,-6.67936666667,-5.14566666667,0.380249999998
240.42,-13.5432,-12.0978666667,-13.2516666667,-16.0371333333,-13.8227333333,-4.28906666666,-12.3776666667,-7.64556666667,-6.69006666668,-1.98141666667
240.79,-5.60813333333,-5.17186666666,-6.64813333334,-8.70953333333,-6.68513333333,0.742733333332,-5.014,-1.84766666667,-1.11413333333,3.55141666667
241.17,-4.67153333333,-5.19069999999,-5.66903333333,-7.75333333333,-6.3908,0.291933333332,-4.21746666667,-3.0252,-1.96273333333,3.467
241.54,-3.09913333333,-4.07033333334,-3.9669,-6.52900000001,-5.04146666667,1.70793333333,-2.45186666667,-2.16243333333,-2.28646666667,4.76933333333
241.92,-1.69753333333,-3.16726666667,-2.5216,-4.89553333333,-3.2598,3.16113333333,-1.21766666667,-1.57443333333,-1.4268,5.98100000001
242.29,-0.335533333332,-1.72816666667,-1.4765,-3.2326,-1.77846666667,4.39606666667,0.313200000001,-0.190166666667,-0.3916,7.57841666667
242.67,0.181333333334,-0.655999999999,-0.714666666667,-2.35733333333,-1.42933333333,5.23733333333,1.28,0.416,0.170666666668,7.80000000001
243.05,-2.0592,-1.5912,-2.2984,-3.8272,-2.912,3.22406666667,0.2288,-1.1232,-2.0488,5.65516666666
243.42,-4.44793333333,-3.29256666667,-4.1171,-5.93373333334,-4.84473333333,1.37413333333,-1.18066666667,-3.18566666667,-3.88806666667,3.85475
243.80,-3.50046666667,-1.84863333333,-2.64993333333,-4.20853333333,-3.353,3.07766666667,0.108133333333,-1.76006666667,-2.27146666667,5.28500000001
244.17,-1.09246666667,0.485966666668,-0.277766666666,-1.75,-0.851866666667,5.09246666666,2.57413333333,0.379600000001,-0.101733333332,7.26850000001
244.55,1.69506666667,2.7393,2.77846666667,0.725133333334,1.38053333333,7.50533333334,4.9192,2.53383333333,1.7824,10.0044166667
244.92,0.6608,2.32096666667,2.2786,-0.0931333333334,0.736799999999,7.00546666667,4.4896,1.52896666667,1.00813333333,9.30741666666
245.30,1.507,3.49513333333,3.19916666667,0.5916,1.71206666667,7.56593333333,5.32526666667,2.5641,2.09073333333,10.4043333333
245.67,2.78433333333,4.47403333333,4.01693333333,1.80646666667,2.94726666667,7.93493333333,5.84473333333,3.7442,2.96146666667,10.99
246.05,3.69946666667,5.39483333333,4.72073333333,2.75526666667,3.48093333333,8.52913333333,6.3326,4.49263333333,3.32046666667,11.72925
246.42,4.29186666666,5.73726666667,5.03066666667,3.2778,4.02233333333,8.73620000001,6.56706666667,4.7698,3.47106666667,12.1151666667
246.79,4.23653333333,5.12633333333,4.7365,3.05366666667,3.79026666667,8.34420000001,6.27946666667,4.46513333333,3.44626666667,12.6074166667
247.17,4.92173333333,5.5482,5.18526666667,3.60933333333,4.16613333333,9.1924,6.84086666667,4.9267,3.997,13.3109166667
247.54,5.42813333333,5.7493,5.70003333333,3.97853333333,4.46153333333,9.80993333334,6.91986666667,5.33433333333,4.316,13.6113333333
247.92,4.37306666667,4.66266666667,4.53263333333,3.02773333333,3.62973333333,8.86020000001,5.8642,4.40043333333,3.33333333333,12.7165
248.29,3.91513333333,4.0506,3.80033333333,2.51693333333,2.96786666667,8.47993333333,5.22326666667,3.7686,2.86866666667,12.3534166667
248.67,2.80013333333,2.74336666667,2.46636666667,1.37053333333,1.99673333333,7.2566,3.80293333333,2.60943333333,1.72453333333,11.2038333333
249.04,3.36806666667,2.8846,2.9587,1.84593333333,2.4428,7.65666666666,3.8816,2.93533333333,2.36866666667,11.5195833333
249.42,4.0582,3.39866666667,3.55153333333,2.46786666667,2.79773333333,8.45566666667,4.3298,3.36726666667,2.8364,12.0484166667
249.79,3.6278,2.88643333333,2.89176666667,1.85593333333,2.0978,8.40706666665,3.7804,2.6788,2.36073333333,11.7835833334
250.17,2.51266666667,1.75216666667,1.39036666667,0.586999999999,1.01433333333,7.23653333333,2.56413333333,1.5669,1.16813333333,10.6055833333
250.54,2.14146666667,1.2012,0.955500000001,0.0363999999992,0.188066666666,7.11546666667,2.24453333333,1.0404,0.988799999998,10.0088333333
250.92,1.9526,1.15606666667,0.937833333334,-0.154066666667,0.0385999999993,7.5272,2.12606666667,0.899233333333,0.796333333333,9.69816666667
251.29,1.41766666667,0.307666666666,0.157100000002,-0.862533333335,-0.501400000001,6.8606,1.39106666667,0.277533333334,0.347733333333,8.97683333333
251.66,2.035,0.9386,0.626833333335,-0.459133333333,-0.0480000000014,7.31766666667,2.09646666667,0.637199999999,0.822199999999,8.80433333334
252.04,3.81533333333,2.65346666667,2.27196666667,1.06146666667,1.3874,8.56066666667,3.6074,1.9009,2.27533333333,10.0934166667
252.41,3.27613333333,2.17446666667,1.95996666667,0.779733333333,1.18026666667,7.71086666667,2.80393333333,1.17306666667,1.7668,9.51366666668
252.79,4.3576,3.9232,3.35513333333,2.2006,2.46833333333,8.89600000001,4.35046666667,2.51536666667,3.06193333333,10.3784166667
253.16,3.38106666667,3.4252,2.3925,1.345,1.69066666667,8.39399999999,3.76326666667,1.9773,2.2418,9.95966666665
253.54,3.36273333333,3.58726666667,2.34733333333,1.39066666667,1.94266666667,8.32960000001,3.99566666667,2.06763333333,2.25153333334,10.2741666667
253.91,3.91893333333,4.42706666667,3.60946666667,2.1142,2.73293333333,8.64820000001,5.0312,2.85813333333,3.3074,11.00375
254.28,4.0182,4.5258,4.65376666667,2.2122,3.14526666667,8.96906666666,5.59813333333,3.13003333333,3.91273333333,11.2678333333
254.66,3.89286666667,4.40113333333,4.8347,1.97013333334,3.19146666667,8.23473333334,5.24033333333,3.2546,3.59333333333,11.1604166667
