wavelength,Back_SpoArdf,Belly_SpoArdf,Breast_SpoArdf,Crissum_SpoArdf,Crown_SpoArdf,DorTail_SpoArdf,Rump_SpoArdf,Throat_SpoArdf,WingTip_SpoArdf
570.45,12.9215555556,46.6846666667,24.1351111111,28.3462222222,11.2145555556,12.9787777778,16.8861111111,30.931,11.9623333333
570.79,12.9422222222,46.6984444444,24.1466666667,28.3772222222,11.2316666667,13.005,16.8661111111,30.9206666667,11.9524444445
571.13,12.882,46.6264444444,24.0955555556,28.3452222222,11.1874444444,12.9476666667,16.8018888889,30.8295555556,11.8643333333
571.47,12.8653333333,46.6608888889,24.1074444444,28.354,11.2125555556,12.9576666667,16.787,30.8035555556,11.906
571.81,12.8534444444,46.6638888889,24.1086666667,28.3522222222,11.2164444444,12.9651111111,16.7507777778,30.8036666667,11.9018888889
572.15,12.8192222222,46.6614444444,24.1036666667,28.3688888889,11.2438888889,12.9772222222,16.7333333333,30.8188888889,11.8907777778
572.49,12.8453333333,46.6521111111,24.1448888889,28.4006666667,11.2793333333,12.9988888889,16.787,30.8751111111,11.8991111111
572.83,12.9148888889,46.7446666667,24.2184444445,28.4631111111,11.3698888889,13.0556666667,16.864,30.9313333333,11.9628888889
573.17,12.9154444444,46.7936666667,24.2333333334,28.451,11.3775555556,13.0446666667,16.8688888889,30.9706666667,11.962
573.51,12.9302222222,46.8624444444,24.2776666667,28.5311111111,11.3817777778,13.0826666667,16.9224444445,31.0348888889,11.9583333333
573.85,12.9511111111,46.8893333333,24.3318888889,28.5595555556,11.4091111111,13.1234444444,17.0162222222,31.0946666666,11.9882222222
574.19,12.9763333334,46.8778888889,24.3632222222,28.5992222222,11.4361111111,13.1176666667,17.0392222222,31.1688888889,11.997
574.53,12.9963333333,46.9161111111,24.3954444445,28.6343333333,11.4266666666,13.1274444445,17.0974444444,31.2337777778,12.0045555556
574.87,13.0261111111,47.0166666667,24.476,28.729,11.4516666667,13.1842222222,17.1862222222,31.3988888889,12.0864444444
575.21,13.0335555555,47.0316666666,24.4928888889,28.763,11.4595555556,13.2157777778,17.265,31.4662222222,12.0891111111
575.55,13.0682222222,47.0308888889,24.5097777778,28.7992222222,11.4628888889,13.2366666667,17.3656666666,31.5414444445,12.1295555555
575.89,13.0627777778,47.0831111111,24.5117777778,28.8035555556,11.3898888889,13.2074444444,17.4225555556,31.623,12.0933333333
576.22,13.1172222222,47.1657777778,24.5668888889,28.9453333333,11.4175555556,13.2433333333,17.5425555556,31.7423333333,12.146
576.56,13.0714444444,47.1482222222,24.5448888889,28.9634444444,11.3552222222,13.1978888889,17.6034444444,31.8377777778,12.0896666667
576.90,13.0756666667,47.1831111111,24.6158888889,29.0753333333,11.381,13.2146666667,17.7938888889,31.9645555555,12.128
577.24,13.0878888889,47.1597777778,24.6214444444,29.0787777778,11.3841111111,13.1911111111,17.9601111111,32.103,12.18
577.58,13.0688888889,47.1768888889,24.5907777778,29.1271111111,11.3867777778,13.168,18.085,32.2287777778,12.1988888889
577.92,13.0683333333,47.2292222222,24.5903333333,29.2114444445,11.391,13.213,18.2408888889,32.375,12.2437777778
578.26,13.0576666667,47.2981111111,24.6295555556,29.2654444445,11.3924444444,13.188,18.3825555556,32.5112222222,12.2841111111
578.60,13.0772222222,47.3185555555,24.6764444444,29.328,11.4236666666,13.2483333333,18.5424444444,32.6507777778,12.3347777778
578.94,13.0351111111,47.3493333333,24.6848888889,29.4122222222,11.385,13.1975555556,18.6482222222,32.8258888889,12.312
579.28,12.998,47.4195555556,24.7415555556,29.4895555555,11.3714444445,13.1994444444,18.7365555555,32.9782222222,12.323
579.61,13.0154444444,47.4685555555,24.8122222222,29.5817777778,11.4455555556,13.2815555556,18.8841111111,33.0885555556,12.4433333333
579.95,12.9404444444,47.4698888889,24.8017777778,29.534,11.4104444444,13.2844444444,18.999,33.1364444444,12.3984444444
580.29,12.948,47.5537777778,24.8822222222,29.671,11.4264444444,13.3592222222,19.1862222222,33.2882222222,12.4697777778
580.63,12.9831111111,47.5095555555,24.8443333333,29.7132222222,11.4088888889,13.4062222222,19.2533333333,33.3582222222,12.5107777778
580.97,12.9288888889,47.4565555556,24.8317777778,29.7465555556,11.4025555556,13.3971111111,19.2768888889,33.3886666667,12.4835555556
581.31,12.9281111111,47.5014444444,24.8658888889,29.8011111111,11.3528888889,13.3914444444,19.3067777778,33.4436666667,12.4433333333
581.65,12.8996666667,47.4604444444,24.8842222222,29.7731111111,11.3306666667,13.3912222222,19.3882222222,33.4693333333,12.4484444445
581.98,12.8802222222,47.4095555555,24.8408888889,29.804,11.323,13.4112222222,19.4467777778,33.4796666666,12.4492222222
582.32,12.8156666667,47.4188888889,24.7765555556,29.7648888889,11.2415555556,13.3457777778,19.4176666667,33.4776666666,12.4036666667
582.66,12.831,47.4625555556,24.8068888889,29.7614444444,11.267,13.3957777778,19.5085555556,33.4817777778,12.449
583.00,12.8695555556,47.4797777778,24.8232222222,29.7998888889,11.2777777778,13.4201111111,19.5995555555,33.508,12.4832222222
583.34,12.8942222222,47.3944444444,24.7853333333,29.7632222222,11.269,13.4254444444,19.5978888889,33.4913333333,12.4504444445
583.68,12.9605555555,47.5178888889,24.8374444444,29.8488888889,11.2952222222,13.4747777778,19.6896666667,33.6205555555,12.5055555555
584.01,12.9401111111,47.4143333333,24.7438888889,29.75,11.2756666666,13.4276666667,19.6298888889,33.5474444445,12.4912222222
584.35,12.9627777778,47.5175555556,24.8371111111,29.8464444445,11.3075555556,13.4658888889,19.7014444444,33.6734444445,12.4963333333
584.69,13.0342222222,47.6027777778,24.883,29.8973333333,11.3611111111,13.508,19.7506666667,33.7878888889,12.5691111111
585.03,13.0573333333,47.5617777778,24.8256666667,29.891,11.3776666667,13.525,19.7992222222,33.7925555556,12.6304444444
585.37,13.0053333333,47.6022222222,24.8025555556,29.8628888889,11.3101111111,13.4957777778,19.7214444444,33.7465555556,12.5417777778
585.70,13.0277777778,47.6317777778,24.8223333333,29.9051111111,11.2698888889,13.4921111111,19.6701111111,33.7587777778,12.515
586.04,13.0582222222,47.56,24.8127777778,29.8834444444,11.302,13.5076666666,19.6277777778,33.6858888889,12.4651111111
586.38,13.0943333333,47.6073333333,24.8427777778,29.9405555555,11.3457777778,13.5217777778,19.5902222222,33.6865555556,12.4637777778
586.72,13.139,47.6575555556,24.8846666667,29.9871111111,11.3555555556,13.562,19.5121111111,33.695,12.4665555556
587.06,13.0966666667,47.7381111111,24.9397777778,30.0114444444,11.2938888889,13.4997777778,19.421,33.6543333334,12.4222222222
587.39,13.0726666667,47.6691111111,24.9385555556,30.0322222222,11.2858888889,13.4651111111,19.3036666667,33.524,12.3835555556
587.73,13.1415555556,47.727,25.0035555556,30.0871111111,11.3288888889,13.5188888889,19.2298888889,33.5611111111,12.4012222222
588.07,13.1132222222,47.6611111111,24.9703333333,30.0473333333,11.298,13.5063333333,19.0798888889,33.4086666667,12.4071111111
588.41,13.1556666667,47.7405555555,24.9705555556,30.1031111111,11.2918888889,13.5724444445,19.001,33.3662222222,12.3957777778
588.74,13.1093333333,47.7214444445,25.0028888889,30.092,11.2894444444,13.5535555556,18.9362222222,33.2898888889,12.3712222222
589.08,13.2396666667,47.7934444444,25.035,30.2216666667,11.4098888889,13.6142222222,19.0183333334,33.3355555555,12.452
589.42,13.2222222222,47.8017777778,25.0256666667,30.1715555556,11.4255555556,13.6416666667,18.9816666667,33.3154444445,12.4477777778
589.76,13.2644444444,47.8628888889,25.064,30.2468888889,11.4222222222,13.6664444445,19.0134444445,33.2937777778,12.5068888889
590.09,13.353,47.9028888889,25.1407777778,30.3221111111,11.4687777778,13.7727777778,19.0663333333,33.3565555556,12.5666666667
590.43,13.3643333333,47.8561111111,25.1231111111,30.3333333333,11.5278888889,13.806,19.1053333333,33.3543333333,12.5828888889
590.77,13.4515555555,47.9354444444,25.1774444444,30.4661111111,11.6221111111,13.9027777778,19.2111111111,33.4547777778,12.6937777778
591.11,13.4736666667,47.9982222222,25.2211111111,30.5038888889,11.6718888889,13.9701111111,19.2035555556,33.5186666667,12.7517777778
591.44,13.4515555555,48.0414444444,25.2406666667,30.5685555556,11.6852222222,13.9883333333,19.2887777778,33.5002222222,12.7681111111
591.78,13.5087777778,48.125,25.2517777778,30.6131111111,11.7423333333,14.0413333333,19.362,33.5485555556,12.8624444444
592.12,13.471,48.1196666667,25.2922222222,30.6504444444,11.7284444444,14.0242222222,19.3983333334,33.5171111111,12.8734444445
592.46,13.5771111111,48.2833333333,25.4264444444,30.7883333333,11.7868888889,14.1382222222,19.4452222222,33.6215555556,12.9714444444
592.79,13.5646666666,48.2826666667,25.4223333333,30.7581111111,11.7616666667,14.1506666667,19.3706666667,33.5767777778,12.9506666667
593.13,13.5367777778,48.2891111111,25.3944444444,30.7994444444,11.7137777778,14.1036666667,19.3244444444,33.5477777778,12.9461111111
593.47,13.5353333334,48.3554444444,25.43,30.807,11.7405555555,14.153,19.2413333333,33.5946666667,12.9525555556
593.80,13.4906666667,48.3905555556,25.4712222222,30.8316666667,11.7305555555,14.1195555556,19.1183333334,33.5176666667,12.9438888889
594.14,13.4931111111,48.4077777778,25.4613333333,30.8211111111,11.711,14.1184444444,19.044,33.4158888889,12.923
594.48,13.5754444444,48.431,25.5607777778,30.8397777778,11.7278888889,14.1962222222,18.9795555556,33.3552222222,12.9595555555
594.81,13.5941111111,48.4071111111,25.5707777778,30.806,11.6795555556,14.196,18.8756666667,33.2642222222,12.9525555556
595.15,13.6492222222,48.4572222222,25.6364444444,30.8202222222,11.7003333334,14.2587777778,18.8074444444,33.2226666667,13.004
595.49,13.6074444445,48.459,25.6606666667,30.7862222222,11.7016666667,14.2524444444,18.6911111111,33.1525555556,12.9285555556
595.82,13.6416666667,48.4821111111,25.71,30.808,11.7211111111,14.263,18.6228888889,33.1421111111,12.9481111111
596.16,13.5657777778,48.4355555556,25.6956666667,30.7518888889,11.6915555556,14.2198888889,18.5576666667,33.0598888889,12.884
596.50,13.5916666667,48.4684444444,25.749,30.802,11.7298888889,14.2535555556,18.5904444445,33.0654444444,12.9424444444
596.83,13.6731111111,48.5224444444,25.8584444444,30.8853333333,11.8281111111,14.3278888889,18.6693333333,33.1194444444,12.9928888889
597.17,13.71,48.5518888889,25.9628888889,31.0195555555,11.8695555556,14.3635555556,18.783,33.2056666667,13.0753333333
597.51,13.7912222222,48.5481111111,26.0331111111,31.1052222222,11.8985555556,14.4074444445,18.9367777778,33.2768888889,13.1486666667
597.84,13.8354444445,48.6204444445,26.1178888889,31.196,11.9604444444,14.4771111111,19.0952222222,33.4342222222,13.2015555556
598.18,13.8002222222,48.7071111111,26.1318888889,31.2276666667,11.9618888889,14.4542222222,19.1907777778,33.5652222222,13.1681111111
598.52,13.7502222222,48.7322222222,26.1237777778,31.2453333333,11.9513333333,14.4051111111,19.3173333333,33.6403333333,13.1311111111
598.85,13.7503333333,48.695,26.1293333333,31.259,11.9596666667,14.3583333334,19.4218888889,33.7466666667,13.0941111111
599.19,13.8912222222,48.8023333333,26.2568888889,31.438,12.0598888889,14.4734444445,19.7196666667,33.945,13.188
599.53,13.9136666667,48.7894444444,26.2782222222,31.4728888889,12.1008888889,14.5248888889,19.8687777778,34.0293333333,13.2045555555
599.86,14.009,48.8266666667,26.2997777778,31.5648888889,12.1564444444,14.6125555556,19.9934444444,34.1676666667,13.2421111111
600.20,14.1092222222,48.8436666667,26.3992222222,31.6231111111,12.2415555555,14.6826666667,20.1113333333,34.2658888889,13.2961111111
600.53,14.0601111111,48.8341111111,26.3918888889,31.5493333333,12.2053333333,14.6634444444,20.0548888889,34.2767777778,13.2541111111
600.87,14.0772222222,48.8315555555,26.3594444444,31.4853333333,12.2124444444,14.6847777778,20.0492222222,34.2471111111,13.199
601.21,14.0357777778,48.8087777778,26.3508888889,31.3982222222,12.1913333333,14.6838888889,19.9551111111,34.1526666667,13.2035555556
601.54,14.0133333333,48.833,26.4012222222,31.3681111111,12.1304444444,14.6194444444,19.7594444445,34.0367777778,13.1364444444
601.88,14.0344444444,48.7995555556,26.434,31.4336666666,12.1306666667,14.674,19.6995555556,33.9642222222,13.1861111111
602.21,14.2013333333,48.8871111111,26.5804444444,31.5847777778,12.2644444444,14.8076666667,19.7026666667,34.0128888889,13.3543333333
602.55,14.2642222222,48.9288888889,26.6736666667,31.6617777778,12.3247777778,14.8842222222,19.6061111111,34.0035555556,13.3907777778
602.88,14.1875555556,48.8956666667,26.648,31.5638888889,12.2483333333,14.8001111111,19.4346666667,33.8823333333,13.3295555556
603.22,14.1872222222,48.9865555556,26.7182222222,31.6252222222,12.3067777778,14.7877777778,19.3873333333,33.8735555556,13.3262222222
603.56,14.1554444444,49.0047777778,26.7535555556,31.6416666667,12.3258888889,14.7777777778,19.3235555555,33.8406666667,13.3421111111
603.89,14.0834444444,49.1167777778,26.8051111111,31.6658888889,12.2597777778,14.7428888889,19.2456666667,33.8452222222,13.3022222222
604.23,14.2268888889,49.2196666667,26.9867777778,31.882,12.4175555555,14.8632222222,19.3794444445,33.9611111111,13.4453333333
604.56,14.2745555556,49.3188888889,27.0701111111,31.9681111111,12.493,14.8915555556,19.4273333333,34.0197777778,13.5158888889
604.90,14.3055555556,49.4013333334,27.0897777778,32.0028888889,12.5188888889,14.8822222222,19.4921111111,34.0998888889,13.507
605.23,14.356,49.4958888889,27.156,32.1371111111,12.629,14.9562222222,19.6782222222,34.2408888889,13.5898888889
605.57,14.4211111111,49.5734444445,27.2172222222,32.1932222222,12.7381111111,14.9662222222,19.8122222222,34.3903333333,13.6422222222
605.90,14.4328888889,49.6275555555,27.2493333333,32.1971111111,12.7587777778,14.9772222222,19.9181111111,34.4871111111,13.6175555555
606.24,14.4438888889,49.7047777778,27.3125555556,32.2465555556,12.8266666666,15.0205555555,20.0727777778,34.6027777778,13.6712222222
606.58,14.5366666667,49.793,27.395,32.4086666667,12.9426666667,15.0978888889,20.2135555556,34.7702222222,13.7953333333
606.91,14.5996666667,49.8052222222,27.4576666667,32.4544444444,12.9667777778,15.2027777778,20.3221111111,34.8666666667,13.854
607.25,14.6754444444,49.8902222222,27.5664444444,32.5373333333,13.0037777778,15.2512222222,20.445,34.9628888889,13.8883333333
607.58,14.7094444444,49.8525555556,27.5691111111,32.5905555556,13.0438888889,15.2673333333,20.5268888889,34.9808888889,13.9414444444
607.92,14.7164444445,49.9243333333,27.5824444445,32.5711111111,13.0284444445,15.2545555556,20.5744444444,35.0148888889,13.9485555555
608.25,14.7611111111,49.9215555555,27.6137777778,32.6006666667,13.0387777778,15.2877777778,20.6801111111,35.1115555556,13.9617777778
608.59,14.7874444444,49.9524444444,27.685,32.7141111111,13.0646666667,15.3203333333,20.8036666667,35.2826666667,13.9881111111
608.92,14.7688888889,49.9022222222,27.7426666667,32.7,13.0166666667,15.3177777778,20.9002222222,35.3221111111,14.0058888889
609.26,14.7361111111,49.9663333333,27.7917777778,32.7704444444,13.0018888889,15.3025555555,21.031,35.3875555556,13.9905555555
609.59,14.685,49.9921111111,27.8465555556,32.8246666667,13.0058888889,15.3014444445,21.164,35.4998888889,13.9946666667
609.93,14.5648888889,49.9416666667,27.7748888889,32.8207777778,12.8782222222,15.1908888889,21.2292222222,35.5354444444,13.9136666667
610.26,14.5021111111,49.8877777778,27.775,32.8013333333,12.7796666667,15.111,21.3261111111,35.5987777778,13.8163333334
610.60,14.5005555556,49.9541111111,27.7883333333,32.8485555556,12.7544444444,15.0662222222,21.5413333333,35.8097777778,13.8552222222
610.93,14.5523333333,50.0115555556,27.8315555556,32.9815555555,12.8005555556,15.0693333333,21.777,36.0368888889,13.9213333333
611.27,14.5786666667,50.0454444445,27.8681111111,33.0185555556,12.8558888889,15.099,21.9675555555,36.2755555556,13.974
611.60,14.5494444444,50.175,27.9213333333,33.1464444444,12.8585555555,15.1381111111,22.1765555555,36.4894444444,13.9864444445
611.93,14.4428888889,50.1277777778,27.9001111111,33.1536666666,12.7736666667,14.9952222222,22.2465555556,36.5218888889,13.9067777778
612.27,14.4152222222,50.103,27.8517777778,33.1463333333,12.7434444444,14.9822222222,22.3268888889,36.5346666667,13.8768888889
612.60,14.5078888889,50.1171111111,27.8695555556,33.2382222222,12.8281111111,14.9903333333,22.4658888889,36.6996666667,13.9697777778
612.94,14.5525555556,50.1362222222,27.8984444445,33.2768888889,12.8783333333,15.0146666667,22.5483333333,36.801,14.0332222222
613.27,14.6141111111,50.1863333333,27.9251111111,33.3977777778,12.974,15.0748888889,22.6547777778,36.959,14.118
613.61,14.7962222222,50.3717777778,28.1116666667,33.6005555555,13.1504444444,15.2204444444,22.8695555556,37.168,14.3193333334
613.94,14.8023333333,50.4643333333,28.1583333333,33.6616666667,13.2271111111,15.2793333333,22.9604444444,37.2707777778,14.3628888889
614.28,14.7865555556,50.4836666666,28.1897777778,33.6947777778,13.2228888889,15.2591111111,22.9586666667,37.2625555556,14.3802222222
614.61,14.802,50.6075555556,28.3167777778,33.727,13.3251111111,15.3505555556,23.0337777778,37.3584444444,14.441
614.94,14.8032222222,50.6465555556,28.3588888889,33.8116666667,13.3034444445,15.3527777778,23.079,37.3666666667,14.4435555556
615.28,14.749,50.5535555555,28.2984444445,33.7407777778,13.2244444445,15.2541111111,22.9836666667,37.2602222222,14.3923333334
615.61,14.7903333333,50.626,28.3972222222,33.8187777778,13.242,15.3546666666,22.9917777778,37.3023333333,14.4564444444
615.95,14.8396666667,50.7955555556,28.5385555556,33.9587777778,13.369,15.4594444444,23.073,37.3938888889,14.5857777778
616.28,14.8145555555,50.8911111111,28.5808888889,33.9516666666,13.3533333333,15.4667777778,23.046,37.3926666667,14.5408888889
616.61,14.7416666666,50.8892222222,28.559,33.9844444444,13.2311111111,15.4665555556,22.9624444445,37.3085555556,14.4697777778
616.95,14.6587777778,50.8348888889,28.5065555555,33.934,13.1551111111,15.376,22.8627777778,37.1443333333,14.399
617.28,14.5774444445,50.8026666667,28.4484444444,33.8216666667,13.052,15.3114444445,22.7502222222,37.0671111111,14.2721111111
617.62,14.527,50.827,28.4506666667,33.8406666667,12.9996666667,15.2945555555,22.7133333334,37.0381111111,14.2685555556
617.95,14.4838888889,50.8163333333,28.4496666667,33.8564444444,12.99,15.3301111111,22.6872222222,37.0332222222,14.2537777778
618.28,14.4551111111,50.7612222222,28.3517777778,33.8514444444,12.8694444444,15.2713333333,22.6347777778,36.9651111111,14.2126666667
618.62,14.4156666667,50.7627777778,28.3558888889,33.8121111111,12.8394444444,15.2688888889,22.6227777778,36.9441111111,14.1907777778
618.95,14.5266666666,50.8045555556,28.4093333333,33.8483333333,12.9526666667,15.4604444445,22.7427777778,36.9993333334,14.305
619.28,14.5408888889,50.7855555556,28.4048888889,33.8392222222,12.9534444444,15.4696666666,22.7414444444,37.0026666667,14.2754444444
619.62,14.4714444444,50.7593333333,28.317,33.819,12.8435555556,15.4014444444,22.6206666667,36.9572222222,14.1813333333
619.95,14.4912222222,50.7971111111,28.3074444445,33.8726666667,12.8416666667,15.463,22.6354444444,36.9604444444,14.1971111111
620.28,14.4881111111,50.7357777778,28.313,33.8444444444,12.8622222222,15.4815555556,22.6871111111,36.9966666667,14.2404444444
620.62,14.4912222222,50.7565555556,28.3192222222,33.7508888889,12.7843333333,15.467,22.736,37.0342222222,14.2013333333
620.95,14.4283333333,50.5941111111,28.1884444445,33.6887777778,12.7298888889,15.3595555556,22.6514444444,36.8895555556,14.1513333333
621.28,14.4512222222,50.6566666666,28.2415555556,33.7475555556,12.7704444444,15.4065555556,22.6522222222,36.9425555556,14.2015555556
621.62,14.4567777778,50.7063333333,28.2688888889,33.7413333333,12.7741111111,15.3725555556,22.6682222222,36.913,14.1662222222
621.95,14.2613333333,50.4168888889,28.0773333333,33.5052222222,12.6893333333,15.2316666667,22.4881111111,36.676,13.9995555556
622.28,14.281,50.5166666667,28.072,33.5646666667,12.6778888889,15.2448888889,22.4613333333,36.7083333333,13.9476666667
622.62,14.1787777778,50.5168888889,28.0207777778,33.5413333333,12.5728888889,15.1337777778,22.39,36.6718888889,13.8764444444
622.95,14.0867777778,50.523,27.9024444444,33.4936666667,12.5202222222,15.0888888889,22.273,36.6238888889,13.8636666667
623.28,14.1517777778,50.5171111111,27.9956666667,33.4634444444,12.58,15.1323333333,22.2271111111,36.6214444445,13.9071111111
623.62,14.0767777778,50.5585555555,28.0158888889,33.4458888889,12.5098888889,15.1061111111,22.0728888889,36.5796666667,13.8872222222
623.95,14.0663333333,50.4564444444,27.9606666667,33.3645555556,12.47,15.0376666667,21.8287777778,36.3871111111,13.8054444444
624.28,14.1074444444,50.5331111111,28.0507777778,33.4744444444,12.5085555555,15.092,21.6966666667,36.3547777778,13.9144444444
624.62,14.2387777778,50.7624444444,28.2476666667,33.6013333333,12.682,15.3407777778,21.6833333333,36.4335555556,14.0617777778
624.95,14.2854444444,50.7196666666,28.1798888889,33.54,12.6764444444,15.3626666667,21.543,36.2243333333,14.0432222222
625.28,14.2748888889,50.5891111111,28.114,33.4492222222,12.6085555556,15.3442222222,21.3091111111,36.0175555556,13.9871111111
625.61,14.3576666667,50.7603333333,28.2097777778,33.5988888889,12.6333333333,15.4163333333,21.2534444444,36.0116666666,14.0625555555
625.95,14.349,50.7227777778,28.1967777778,33.5927777778,12.5878888889,15.4085555556,21.1204444444,35.9283333333,14.0538888889
626.28,14.3042222222,50.6653333333,28.1996666667,33.5472222222,12.5834444445,15.4031111111,20.973,35.7998888889,14.0197777778
626.61,14.3992222222,50.7422222222,28.3012222222,33.6158888889,12.6713333333,15.4858888889,20.9872222222,35.7667777778,14.0498888889
626.94,14.252,50.6708888889,28.1401111111,33.5311111111,12.4938888889,15.3343333333,20.848,35.5985555556,13.9142222222
627.28,14.2034444444,50.6238888889,28.0197777778,33.4878888889,12.4291111111,15.2637777778,20.793,35.4735555556,13.8222222222
627.61,14.2638888889,50.8001111111,28.1415555556,33.5948888889,12.5542222222,15.372,20.9124444445,35.6145555556,13.9077777778
627.94,14.254,50.7645555555,28.1347777778,33.5914444444,12.5813333333,15.355,20.953,35.6394444445,13.8164444444
628.27,14.1536666667,50.696,28.0317777778,33.5461111111,12.4546666667,15.175,20.9551111111,35.6018888889,13.7054444445
628.61,14.2027777778,50.7535555556,28.1003333333,33.6462222222,12.5067777778,15.2037777778,21.0925555556,35.7796666667,13.7451111111
628.94,14.2057777778,50.7883333333,28.1176666667,33.7222222222,12.5495555555,15.2217777778,21.2403333333,35.8764444444,13.7835555556
629.27,14.171,50.8441111111,28.1315555555,33.7636666666,12.5631111111,15.2415555556,21.2958888889,35.9471111111,13.7953333333
629.60,14.1801111111,50.8581111111,28.1643333334,33.7786666667,12.6045555555,15.2742222222,21.3647777778,35.9624444444,13.8313333333
629.94,14.1894444444,50.7586666667,28.0503333334,33.7744444444,12.5777777778,15.2293333333,21.382,35.9657777778,13.7826666667
630.27,14.2015555555,50.732,28.0705555556,33.8306666667,12.6427777778,15.2522222222,21.5212222222,36.0707777778,13.8496666667
630.60,14.3194444445,50.7771111111,28.1688888889,33.8661111111,12.7908888889,15.3694444444,21.7168888889,36.1874444444,13.9613333334
630.93,14.4541111111,50.8494444444,28.3085555556,33.9893333333,12.9335555555,15.4106666667,21.7761111111,36.3171111111,14.1097777778
631.26,14.404,50.7935555556,28.1695555556,33.9124444445,12.8048888889,15.3467777778,21.7088888889,36.2391111111,14.043
631.60,14.4024444444,50.8223333333,28.1222222222,33.9072222222,12.766,15.3803333333,21.6292222222,36.1637777778,14.0697777778
631.93,14.4307777778,50.7996666666,28.1338888889,33.8872222222,12.7294444445,15.4624444444,21.5802222222,36.0643333333,14.0794444444
632.26,14.4022222222,50.8373333333,28.1663333333,33.8761111111,12.7556666667,15.4737777778,21.5233333333,36.0303333333,14.1015555556
632.59,14.4306666667,50.9111111111,28.2376666667,33.8764444444,12.7768888889,15.5181111111,21.4876666667,36.0876666666,14.1168888889
632.92,14.5197777778,50.972,28.3226666666,33.9107777778,12.8595555556,15.6064444445,21.5566666667,36.1705555555,14.1688888889
633.26,14.539,50.9356666667,28.2886666667,33.9634444444,12.8891111111,15.6607777778,21.5792222222,36.2143333333,14.1995555556
633.59,14.5645555556,51.0998888889,28.4273333334,34.0372222222,12.9057777778,15.6742222222,21.6038888889,36.3203333333,14.2697777778
633.92,14.5006666666,51.0867777778,28.3657777778,34.0104444444,12.7938888889,15.6353333333,21.4947777778,36.2524444444,14.2004444444
634.25,14.5031111111,51.1532222222,28.4011111111,34.0842222222,12.8156666667,15.6552222222,21.4103333333,36.2964444444,14.1675555556
634.58,14.431,51.1608888889,28.3703333333,34.0691111111,12.7356666667,15.6814444445,21.4558888889,36.221,14.0722222222
634.91,14.4497777778,51.1973333333,28.4866666667,34.1683333333,12.7726666667,15.7234444444,21.5132222222,36.3222222222,14.1308888889
635.25,14.4467777778,51.2026666667,28.511,34.2241111111,12.7533333333,15.7087777778,21.5688888889,36.369,14.1143333333
635.58,14.4971111111,51.2531111111,28.5547777778,34.3145555556,12.8062222222,15.7232222222,21.6897777778,36.5227777778,14.2224444444
635.91,14.4888888889,51.1583333333,28.5421111111,34.327,12.7472222222,15.7344444444,21.7701111111,36.5604444444,14.2037777778
636.24,14.4612222222,51.2496666667,28.5261111111,34.3821111111,12.7292222222,15.7476666667,21.8357777778,36.5847777778,14.1611111111
636.57,14.471,51.2504444445,28.5273333333,34.4706666667,12.7426666667,15.7692222222,21.9278888889,36.7018888889,14.1776666667
636.90,14.4755555555,51.2804444445,28.5485555556,34.4617777778,12.7346666667,15.7413333333,21.9874444444,36.6931111111,14.1844444444
637.23,14.4882222222,51.368,28.5706666667,34.5783333333,12.7806666667,15.8197777778,22.1226666667,36.7835555556,14.1926666667
637.56,14.4724444444,51.3796666667,28.582,34.5967777778,12.7604444444,15.7868888889,22.134,36.7982222222,14.2188888889
637.90,14.4734444444,51.3495555555,28.6158888889,34.6292222222,12.7535555556,15.8201111111,22.2762222222,36.8617777778,14.2658888889
638.23,14.4804444445,51.3216666667,28.6202222222,34.6507777778,12.8184444445,15.8147777778,22.3116666667,36.9805555556,14.2765555555
638.56,14.5785555555,51.3865555555,28.5895555555,34.6904444445,12.8792222222,15.8284444444,22.3945555556,37.0574444444,14.3157777778
638.89,14.7303333333,51.4815555555,28.7186666667,34.8408888889,13.0994444445,15.928,22.6284444445,37.2317777778,14.5228888889
639.22,14.7831111111,51.6548888889,28.8433333333,34.997,13.2715555556,16.0287777778,22.7648888889,37.3724444445,14.5841111111
639.55,14.7304444445,51.677,28.8041111111,34.9941111111,13.325,15.997,22.8255555555,37.3895555556,14.5576666667
639.88,14.8816666667,51.6462222222,28.9197777778,35.1731111111,13.4918888889,16.1263333333,22.9864444444,37.5642222222,14.7818888889
640.21,14.901,51.5847777778,28.8954444445,35.1448888889,13.4522222222,16.0314444444,22.9695555555,37.5051111111,14.7903333333
640.54,14.9264444444,51.5561111111,28.8992222222,35.1646666667,13.4633333333,16.0134444444,23.0594444445,37.5682222222,14.7826666667
640.87,15.0573333333,51.4491111111,28.9161111111,35.109,13.5428888889,16.0407777778,23.1707777778,37.5875555556,14.8502222222
641.20,15.1777777778,51.5174444445,29.0733333333,35.1808888889,13.6712222222,16.1121111111,23.3807777778,37.7511111111,14.8882222222
641.53,15.2317777778,51.5837777778,29.1351111111,35.2646666666,13.702,16.1176666667,23.4148888889,37.7646666667,14.9288888889
641.87,15.3086666667,51.591,29.2642222222,35.3525555555,13.786,16.2222222222,23.5411111111,37.862,15.0664444444
642.20,15.1865555556,51.4733333333,29.2618888889,35.309,13.8198888889,16.2163333333,23.594,37.8243333333,15.001
642.53,15.1562222222,51.474,29.2732222222,35.3027777778,13.7738888889,16.2803333333,23.5993333333,37.7945555556,14.9206666667
