wavelength,Back_SpoArdf,Belly_SpoArdf,Breast_SpoArdf,Crissum_SpoArdf,Crown_SpoArdf,DorTail_SpoArdf,Rump_SpoArdf,Throat_SpoArdf,WingTip_SpoArdf
203.47,91.7562222222,70.2510000001,136.559,126.881777778,70.6094444443,128.673777778,86.7382222221,92.8315555554,88.5303333332
203.85,99.5168888889,49.7584444445,157.487888889,145.410555556,85.9903333332,158.454,81.1593333333,89.8551111112,106.280111111
204.22,162.963,14.8147777778,227.160444445,261.728333333,119.753111111,256.79,93.8272222222,101.234555555,167.901222222
204.60,107.602333334,35.6725555556,142.690111111,119.883,94.1522222223,154.970666667,86.549888889,47.3682222221,107.602444444
204.98,87.4999999997,-27.7777777778,159.722222222,125.0,95.8333333333,218.055555556,109.722222222,-23.6111111113,147.222222222
205.36,98.1481111113,33.3334444442,101.851777778,138.888777778,150.0,285.185111111,198.148111111,-103.703555556,216.666666666
205.74,69.7318888888,72.797111111,83.9080000002,66.2834444445,73.5632222221,23.7546666666,47.8927777778,87.3563333334,59.0036666666
206.12,63.4502222221,58.1872222222,83.6259999999,55.263111111,69.0057777779,19.8828888889,46.1987777778,76.6079999999,58.7718888889
206.50,73.0767777778,73.0767777777,97.436,41.4530000001,69.2308888889,11.9657777779,47.4357777778,75.641,82.0513333335
206.87,97.9166666667,84.0277777779,116.666666667,43.0555555558,97.2222222222,-21.5277777779,70.138888889,124.305555556,133.333333333
207.25,120.202111111,71.717,101.515222222,61.6162222222,108.081,5.55566666657,112.626333333,123.737333333,127.272555556
207.63,102.777777778,39.4444444445,68.3333333332,21.1111111111,91.6666666665,-12.2222222222,106.666666667,113.333333333,135.0
208.01,87.9226666668,33.8165555556,63.285,17.3913333333,109.178777778,1.44944444443,90.8211111111,88.4056666668,128.502555555
208.39,155.555555555,28.4722222221,72.2222222222,21.5277777777,167.361111111,-6.94444444443,136.111111111,141.666666667,197.916666667
208.77,124.537,28.2408888888,63.4259999999,22.2222222222,148.148111111,22.6851111111,100.462888889,108.333444445,137.963
209.14,140.0,28.3333333332,55.5555555555,-13.8888888889,158.333333333,18.8888888889,97.7777777779,105.0,163.333333333
209.52,230.769111111,58.1196666666,76.0684444443,-25.6410000001,268.376,93.1624444446,177.777666667,176.068444445,280.341888889
209.90,-166.666666667,213.333333333,180.0,539.999999999,-191.111111111,148.888888889,-62.2222222223,-31.1111111111,-306.666666667
210.28,-18.8888888889,172.222222222,141.111111111,303.333333333,-26.6666666664,142.222222222,-11.1111111109,75.5555555557,-96.6666666668
210.66,-55.5555555557,625.0,416.666666667,849.999999999,-136.111111111,280.555555555,91.6666666667,188.888888889,-127.777777778
211.03,-104.761777778,361.904777778,215.873,458.730111111,-53.9684444444,85.7144444443,11.1111111111,114.285888889,-38.0953333333
211.41,373.333333333,-204.444444444,-93.3333333334,-435.555555557,200.0,175.555555556,157.777777778,33.3333333332,260.0
211.79,257.407555556,-7.40744444447,62.9629999999,-87.0371111111,135.185111111,179.629666667,121.296222222,62.037,157.407444444
212.17,-1527.77777778,311.111111111,-300.0,722.222222222,-444.444444443,-938.888888889,-461.111111111,-144.444444444,-755.555555556
212.55,2.00444301597e+15,-4.47801099312e+14,4.47801099312e+14,-9.73789692155e+14,5.68636316587e+14,1.25099989649e+15,5.97068132413e+14,8.5295447487e+13,9.31141968412e+14
212.92,-281.481333333,99.999888889,-45.6791111111,233.333222222,18.5184444443,-156.790111111,-72.8393333333,72.8396666667,-134.567777778
213.30,-134.920555556,98.4126666665,34.9205555555,171.428555555,53.1745555557,-77.7777777779,-48.412777778,57.9365555554,-45.2381111111
213.68,-313.888888889,391.666666667,222.222222222,741.666666668,336.111111111,-19.4444444444,-52.777777778,316.666666666,-97.222222222
214.06,-23.9315555557,192.307888889,85.4701111111,275.213666667,113.675222222,42.735,17.9487777779,115.384666667,-14.529777778
214.44,11.111111111,298.888888889,163.333333333,404.444444444,174.444444445,65.5555555557,95.5555555555,161.111111111,-23.3333333333
214.81,-33.3333333333,2488.88888889,366.666666665,3222.22222222,1355.55555556,455.555555556,66.6666666677,855.555555553,-1066.66666667
215.19,111.111111111,-218.055555556,69.4444444446,-383.333333333,-87.5,-5.55555555567,37.5000000001,-23.6111111111,254.166666667
215.57,127.777777778,930.555555555,222.222222222,1116.66666666,533.333333334,483.333333333,311.111111111,419.444444444,-119.444444444
215.95,-130.555555556,-509.722222222,-179.166666666,-573.611111111,-288.888888889,-283.333333333,-180.555555555,-209.722222222,70.8333333333
216.32,-23.7375555556,-152.020333333,-25.7574444444,-178.787888889,-68.6866666667,-77.7778888887,-43.4343333334,-26.2625555556,66.6665555557
216.70,-31.6666666669,-157.222222222,-41.1111111111,-202.222222222,-99.4444444443,-87.7777777779,-64.4444444444,-45.5555555554,53.888888889
217.08,-88.095111111,-290.476111111,-94.4444444443,-347.618888889,-186.507888889,-190.476111111,-166.666777778,-142.857,1.5873333331
217.46,-76.9841111113,-334.920555555,-67.4602222222,-388.888888889,-189.682444444,-212.698444445,-220.635,-165.079333333,-14.2856666668
217.83,-400.0,-1562.96288889,-192.592444444,-1685.18511111,-888.889000001,-955.555666668,-888.88888889,-696.296333332,-70.3703333333
218.21,202.469222222,599.999888889,177.777888889,656.790111111,420.987555555,398.765555556,372.839444444,293.827111111,107.407333333
218.59,107.070666666,419.192,85.8586666667,493.939555556,310.100888889,274.747555555,236.363555556,185.858444444,53.5354444443
218.97,48.1481111113,265.432111111,66.6667777778,302.469111111,187.037111111,157.407444444,174.074111111,112.962888889,33.9506666667
219.34,75.641,223.076888889,89.3162222223,234.188,158.974333333,144.017111111,139.743555556,111.965888889,58.1196666667
219.72,86.111111111,252.777777778,91.1111111112,291.666666667,157.222222222,160.0,157.777777778,110.0,38.3333333333
220.10,54.8308888888,129.227,59.4201111112,146.135222222,86.2317777779,87.6811111111,89.8552222221,73.913111111,37.9225555556
220.47,61.5175555557,145.257444444,58.2657777778,154.471444445,93.7668888888,90.514888889,89.701888889,88.8890000001,42.2764444444
220.85,100.635,196.508,75.8731111111,194.603,119.682444444,120.317555556,106.666555556,112.381111111,60.9524444443
221.23,224.691333333,649.382666667,161.728555555,575.308555556,320.987777778,285.185333333,213.580444444,244.444333333,53.0864444444
221.61,-1.55664191666e+15,-3.75299968948e+15,-1.02354536986e+15,-3.08485201749e+15,-1.99022710806e+15,-1.55664191666e+15,-9.24034014455e+14,-1.37183511377e+15,-4.05153375568e+14
221.98,-150.694444444,-369.444444445,-76.3888888889,-293.055555556,-165.277777778,-156.944444445,-81.2500000001,-128.472222222,-38.8888888888
222.36,-19.8966666667,-103.617333333,3.87611111112,-68.9923333332,-31.5244444444,-25.323,0.5168888889,-27.6485555556,14.9871111111
222.74,-31.5314444445,-141.441444445,-8.70866666667,-82.5824444443,-42.6425555557,-44.1441111111,-9.0091111111,-43.8438888888,3.00300000002
223.11,-35.5555555556,-111.604888889,-20.2468888889,-71.3581111111,-41.2344444444,-44.1972222222,-1.72844444447,-44.9383333333,-8.889
223.49,-109.920666667,-228.968222222,-64.2856666666,-171.031777778,-122.619111111,-112.698333333,-52.7778888889,-119.444444445,-74.6032222222
223.87,-221.527777778,-454.861111111,-153.472222222,-332.638888889,-282.638888889,-200.0,-145.833333333,-265.972222222,-172.222222222
224.24,-146.222222222,-293.333333333,-88.0000000001,-208.888888889,-181.777777778,-113.333333333,-76.8888888888,-154.666666667,-108.888888889
224.62,-153.777777778,-296.444444444,-109.777777778,-214.666666667,-181.777777778,-126.222222222,-71.9999999999,-159.111111111,-124.0
225.00,-559.722222222,-993.055555555,-400.0,-715.277777778,-591.666666667,-451.388888889,-276.388888889,-559.722222222,-451.388888889
225.38,411.111111111,597.777888889,286.666555555,460.740777778,382.222222222,307.407444444,229.629666666,381.481444444,340.0
225.75,388.235333333,540.522888889,275.817,428.104555556,360.130666667,293.464111111,218.300666667,396.732111111,327.450888889
226.13,262.820555556,351.281888889,188.888777778,288.034111111,250.427333334,165.384666667,152.991555556,270.940111111,232.906111111
226.51,271.367555556,341.880555555,191.025666666,267.948777778,223.931777778,165.384666667,148.290555556,250.427444445,234.615444445
226.88,249.042222222,291.570888889,178.161,240.996111111,190.421555556,143.678111111,127.586111111,213.409888889,207.279666667
227.26,257.692222222,302.136555555,168.376,235.897333333,196.153777778,135.897444445,130.769222222,207.692333333,218.803333333
227.64,274.537,310.648111111,166.203777778,225.462888889,193.518333333,135.185222222,134.722333333,203.703777778,228.240777778
228.01,226.587222222,261.507888889,133.730222222,162.698555556,136.904888889,120.634888889,95.2382222223,156.349333333,194.047555556
228.39,171.895333333,190.522777778,76.7973333332,115.686333333,97.7124444444,85.294111111,61.7647777777,112.091444444,134.313555555
228.76,106.324888889,113.162333333,50.2563333333,72.6494444443,69.401888889,58.1195555556,51.7948888889,76.4102222222,84.7863333333
229.14,90.8675555554,91.9330000001,42.9224444444,62.1004444444,64.3835555556,49.6196666667,46.5754444443,63.7746666667,78.2342222222
229.52,88.2963333333,82.0742222221,43.4075555555,63.4072222222,68.5926666667,49.3334444444,44.4445555557,65.1851111111,79.4074444444
229.89,87.8655555555,78.0702222222,39.9122222222,54.9708888889,61.1112222222,43.8597777778,42.69,56.8713333333,74.5611111111
230.27,84.1267777778,79.1005555556,42.1957777778,55.1587777778,67.7247777778,55.2908888889,50.5291111111,60.7142222222,75.3966666667
230.65,72.5663333333,72.763,42.5762222222,58.2105555556,66.3716666667,55.9488888889,48.0826666666,61.062,74.0411111111
231.02,79.9352222222,77.9934444445,42.0711111111,64.2935555556,73.5706666667,63.1067777778,52.6428888889,68.069,87.5943333333
231.40,73.6981111111,72.7432222222,44.3578888889,61.632,65.0174444445,61.6321111111,49.9133333333,66.2326666666,79.0798888889
231.78,69.4872222222,67.5213333333,44.2734444444,54.6154444444,60.2564444444,55.8975555556,42.2221111111,64.1025555556,72.0511111111
232.15,70.2323333334,62.1892222222,45.108,54.063,61.4427777778,55.058,41.9567777778,63.8474444444,71.8904444444
232.53,72.807,64.4006666667,51.2425555556,54.3128888889,62.2076666667,58.7718888889,43.8596666667,64.8392222222,76.2426666667
232.90,79.6848888889,71.3101111111,58.8724444444,59.9503333333,70.481,67.1642222222,45.6052222222,70.1493333333,87.2304444445
233.28,83.8796666667,82.9688888889,64.2987777778,61.3843333333,75.1366666667,73.8614444444,48.907,75.956111111,92.9871111111
233.66,80.5333333333,82.6666666667,64.9777777778,53.7777777778,68.8888888889,73.6,48.4444444444,71.2,91.6444444444
234.03,74.0217777778,77.2302222222,60.2504444444,52.7385555556,63.4584444444,71.6744444445,45.6181111111,65.5711111111,88.4976666667
234.41,73.1283333333,75.9653333333,59.1803333333,51.6942222222,59.1016666667,68.6367777778,39.6375555555,60.9928888889,86.0521111111
234.78,67.9388888889,67.6842222222,52.078,40.3732222222,51.9083333333,59.7965555556,35.369,49.3638888889,79.6437777778
235.16,63.966,64.4288888889,49.7685555556,35.4938888889,47.608,57.6388888889,34.0278888889,46.7593333333,72.145
235.54,63.4796666667,64.5994444445,48.8372222222,32.0414444445,46.2532222222,55.814,29.802,42.7218888889,75.6244444445
235.91,64.1886666667,63.1494444445,49.5602222222,36.8505555555,49.5604444444,58.8331111111,35.6514444444,43.3253333333,77.8576666667
236.29,66.8287777778,63.0982222222,47.6885555555,35.7664444444,46.5532222222,62.2058888889,33.9821111111,42.2547777778,78.8318888889
236.66,67.053,63.9613333333,46.8598888889,34.8793333333,43.5748888889,66.3767777778,31.5942222222,40.1933333333,81.1593333334
237.04,66.5811111111,61.5384444444,41.8803333333,34.2737777778,40.3417777778,61.795,34.188,37.7777777778,74.3591111111
237.41,58.2765555556,48.9795555555,38.0194444444,35.6765555555,36.8103333333,52.3808888889,31.8215555556,33.3332222222,66.818
237.79,51.571,40.9961111111,30.6513333333,32.4138888889,31.341,43.525,26.3602222222,25.7471111111,57.0114444444
238.17,42.9951111111,31.125,28.5023333334,26.0868888889,27.6052222222,37.9573333333,21.0491111111,20.3587777778,46.1698888889
238.54,37.9524444444,26.342,26.5917777778,22.4718888889,23.7827777778,33.0836666667,20.3496666667,16.9163333333,41.5106666667
238.92,42.3932222222,32.5356666667,29.2306666666,27.0656666667,25.4131111111,36.2963333333,23.7036666667,23.5898888889,44.9573333333
239.29,37.3488888889,26.2926666667,25.1374444445,23.5975555556,21.4521111111,28.9328888889,18.7018888889,20.352,40.3738888889
239.67,37.1913333333,24.3828888889,24.0741111111,24.177,20.0103333333,28.9608888889,19.033,19.959,38.323
240.04,36.4085555556,22.4703333333,20.2876666667,22.123,17.1131111111,28.522,18.0058888889,18.5018888889,37.4006666667
240.42,32.9365555556,21.2523333333,18.342,21.7373333334,18.0777777778,26.4108888889,17.5485555555,18.9595555556,34.3035555556
240.79,28.8887777778,17.0498888889,15.4788888889,17.7012222222,16.0154444444,24.0997777778,15.0957777778,15.747,30.6131111111
241.17,25.3773333333,15.7751111111,15.6722222222,17.4212222222,16.4952222222,24.4171111111,14.2317777778,15.6036666667,30.2813333333
241.54,24.1205555555,16.1843333333,13.8811111111,14.8457777778,15.2505555556,24.4007777778,13.1651111111,14.4412222222,28.4156666667
241.92,24.6914444445,17.5855555555,15.4732222222,15.8575555556,17.0096666667,26.3925555556,14.9246666667,16.1316666667,29.5747777778
242.29,25.6471111111,17.5948888889,15.451,16.2352222222,17.1765555556,26.4575555555,16.7318888889,16.1044444444,31.1634444445
242.67,26.0067777778,17.6613333334,15.7448888889,16.1815555555,16.8122222222,27.6808888889,17.079,16.2301111111,30.8586666667
243.05,24.8336666667,14.981,15.2422222222,14.4586666666,16.0968888889,26.0446666667,15.6932222222,13.9838888889,30.152
243.42,24.6386666667,15.1622222222,14.3328888889,14.0724444444,15.8018888889,25.6336666667,15.5886666667,12.4377777778,29.8743333333
243.80,23.1576666666,14.328,13.0275555555,12.7081111111,14.967,24.1158888889,13.9402222222,11.3164444444,28.0628888889
244.17,21.1218888889,13.8296666667,12.945,12.7507777778,13.7433333333,22.8695555555,13.0528888889,11.2406666667,25.9978888889
244.55,20.0623333333,13.1048888889,12.0873333333,12.3987777778,12.3988888889,21.5784444445,12.9177777778,10.4673333333,25.0468888889
244.92,20.525,14.0714444444,12.9466666666,14.0318888889,13.0847777778,21.6696666667,14.8411111111,12.4137777778,26.1495555556
245.30,18.3767777778,12.2573333333,10.4455555555,12.0911111111,9.76166666666,19.0052222222,13.071,10.6118888889,24.071
245.67,16.947,11.0935555556,9.58633333336,10.9183333333,7.78111111111,17.9808888889,12.8285555556,10.0421111111,22.818
246.05,15.8608888889,11.3464444445,8.96266666668,10.7754444445,6.89822222222,17.6737777778,12.6721111111,10.6243333333,22.6418888889
246.42,12.9443333333,9.9952222222,6.40822222222,8.56033333333,4.591,15.3515555556,10.601,8.38511111112,20.1497777778
246.79,12.5583333333,10.7944444444,7.17633333332,9.51311111111,4.89977777778,16.3124444445,10.9151111111,9.21144444444,20.5787777778
247.17,10.9397777778,10.0971111111,5.89833333334,8.79755555555,3.77022222222,15.2527777778,10.0258888889,8.48333333333,18.5233333333
247.54,10.5651111111,10.0326666667,5.93777777778,8.91355555555,3.80833333333,15.5336666667,10.333,8.66777777777,18.1681111111
247.92,10.2303333333,10.0676666667,6.26022222222,9.26833333333,3.84811111111,15.7452222222,11.3277777778,9.17333333334,18.5771111111
248.29,8.435,8.11266666668,4.75,7.06188888888,2.10166666667,14.7261111111,9.99022222221,7.49611111111,17.5704444444
248.67,6.96566666667,6.55277777778,3.61811111111,5.95433333334,0.427444444443,13.433,8.94588888889,6.13955555556,16.2393333333
249.04,5.63833333333,5.44277777778,2.25522222222,4.79611111111,-0.82688888889,11.8478888889,7.71288888889,4.58588888889,14.9902222222
249.42,4.82166666667,4.32188888889,1.33855555556,4.14433333333,-1.19333333333,11.4982222222,7.38588888889,4.09611111111,13.6753333333
249.79,2.59255555556,2.06355555556,-0.687777777777,2.66311111111,-2.55711111111,9.753,5.22055555556,2.61011111111,12.328
250.17,-0.287444444447,-1.226,-3.48655555555,-0.74711111111,-5.42155555555,6.87744444444,2.04966666667,-0.862,9.00377777777
250.54,-0.405555555557,-1.82488888889,-3.85233333334,-0.527222222223,-5.65711111111,6.73155555556,1.09477777778,-0.668999999999,8.11022222222
250.92,-2.73911111111,-4.99211111112,-6.51633333333,-3.62266666666,-7.55477777778,3.15877777778,-1.281,-2.80533333333,5.05844444443
251.29,0.35411111111,-1.35022222222,-3.38644444444,-0.0443333333333,-3.78488888889,6.86155555555,2.58955555556,0.64188888889,7.61411111112
251.66,1.07977777778,-0.494777777777,-2.74411111111,1.507,-2.13677777778,7.10755555556,3.44122222222,2.564,7.62488888888
252.04,2.54411111111,0.956777777777,-2.56577777778,2.631,-0.0434444444433,7.8928888889,4.34877777778,4.34877777778,7.78422222222
252.41,4.31033333333,2.94566666667,-1.148,4.93822222221,2.85911111111,9.14011111111,5.80466666666,6.19455555554,8.77177777777
252.79,3.96488888888,4.4491111111,-0.161444444443,5.2558888889,4.58744444443,9.65877777777,6.20088888889,6.52355555557,8.89822222221
253.16,1.60055555555,2.62133333333,-1.83255555556,3.71144444445,2.94588888888,8.97711111111,4.47688888889,5.24233333332,6.4951111111
253.54,0.655,3.05677777779,-1.965,3.73588888889,2.66866666667,8.70922222221,5.02177777778,5.19177777777,6.52588888889
253.91,2.78988888889,5.09066666668,-0.41611111111,6.46088888888,4.87033333332,10.181,7.43988888889,6.99955555554,7.48888888889
254.28,2.46066666667,6.13922222221,0.15222222222,7.66099999998,5.75866666666,10.6544444444,8.82811111112,7.66111111111,7.91477777778
254.66,2.437,8.0188888889,0.838555555556,7.04911111109,6.31555555555,11.5565555556,10.7703333333,8.936,8.67399999999
255.03,2.01777777779,9.22777777778,-0.322666666667,7.50599999998,5.99944444443,10.7075555555,11.4608888889,9.60444444443,8.6091111111
255.41,-5.16322222222,2.32488888889,-6.73299999999,0.7548888889,0.694555555566,5.40455555555,5.79711111111,5.67644444446,3.56288888889
255.78,-7.85377777778,0.91322222222,-8.00611111112,-2.06977777778,-3.07466666667,3.74433333333,4.13988888889,2.70944444444,1.82655555556
256.15,-11.3334444445,-1.01577777779,-9.2697777778,-3.84111111112,-6.06344444444,1.55555555555,1.58711111111,0.539666666667,0.0634444444457
256.53,-9.21044444443,-0.0876666666667,-7.04666666666,-2.42688888888,-5.55544444443,3.71333333333,4.09333333333,1.75444444444,1.16944444444
256.90,-6.37444444444,1.663,-5.51777777777,-1.08333333333,-3.225,5.66888888889,4.40922222222,3.45166666667,3.77911111111
257.28,-3.97777777779,3.88888888889,-4.08888888889,0.644444444443,-2.35555555555,6.91111111111,5.68888888889,4.51111111111,6.11111111111
257.65,-2.87277777778,4.79433333333,-2.56844444444,1.465,-1.42688888889,7.30600000001,5.40333333333,4.71844444445,6.27855555556
258.02,-1.18233333333,6.20344444444,-1.26311111111,2.99622222222,-0.324111111111,8.82744444446,6.15455555556,4.61611111111,7.98488888889
258.40,1.60088888889,7.97699999999,0.833999999999,4.45266666667,1.41244444444,10.7883333333,7.84244444444,6.08011111111,9.86011111111
258.77,2.52411111111,7.8438888889,1.28566666666,5.82677777778,2.57144444444,11.6064444445,7.77299999999,6.31044444445,10.1085555556
