wavelength,Back_ThlRuff,Belly_ThlRuff,Breast_ThlRuff,Crissum_ThlRuff,Crown_ThlRuff,DorTail_ThlRuff,Patch10_ThlRuff,Rump_ThlRuff,Throat_ThlRuff,WingTip_ThlRuff
187.15,-334.444533333,-269.259266667,-340.7406,-257.7778,-339.629666667,-316.666596491,-229.8148,-287.4074,-257.037066667,-222.963
187.53,-2204.44453333,-1806.6668,-2208.889,-1806.66673333,-2085.5555,-2033.80121754,-1493.3333,-1851.11106667,-1744.4444,-1622.22233333
187.91,-1982.2222,-1680.0,-2031.1112,-1593.33326667,-1822.2223,-1754.61994386,-1245.5556,-1724.44446667,-1564.4444,-1560.00006667
188.29,-6653.33333333,-5386.66666667,-6880.0,-5273.33333333,-6340.0,-5945.96491228,-4613.33333333,-6113.33333334,-5500.0,-5473.33333334
188.67,-1565.33333333,-1140.0,-1378.66666667,-1154.66666667,-1311.33333333,-1285.61403509,-1038.66666667,-1369.33333333,-1178.66666667,-1189.33333333
189.05,-1122.857,-835.238066667,-960.952333333,-817.142866667,-912.857166667,-924.962459649,-721.904933333,-1012.381,-862.857133335,-863.8096
189.43,-627.777733333,-460.000133333,-548.888866667,-422.777933333,-494.722233333,-498.918087719,-384.9999,-564.444333333,-507.2222,-467.2222
189.81,-201.7144,-161.333266667,-174.285666667,-122.095333333,-141.238166667,-166.706659649,-118.381033333,-182.2858,-166.476066667,-152.381133333
190.19,-164.0352,-139.8244,-137.193066667,-94.7368666667,-114.8246,-138.707301754,-97.2806333333,-166.666666667,-135.614066667,-133.333466667
190.57,-89.885,-74.7126666667,-73.6781333333,-48.9655333333,-55.8621,-70.5202526316,-45.1148666667,-89.4253333334,-73.9080666667,-67.9310666667
190.95,-114.133333333,-103.066666667,-95.8666666667,-74.2666666667,-74.0,-99.5719298246,-71.4,-113.866666667,-97.3333333335,-92.5333333333
191.33,-212.0988,-180.0,-169.382733333,-133.3332,-127.654366667,-165.978073684,-135.679066667,-208.641933333,-184.4444,-164.197466667
191.71,-149.090933333,-124.6464,-124.242466667,-79.7980666667,-89.3938999999,-112.939978947,-98.1818999999,-147.8788,-131.111,-107.070933333
192.09,-155.294,-116.078533333,-120.0,-83.3333333334,-91.0784333333,-109.515,-113.627333333,-133.333266667,-132.745066667,-111.568466667
192.47,-74.7170666667,-48.3019333334,-45.7862000001,-24.0250666667,-26.1006666667,-40.6753263158,-52.9559,-52.9559333333,-60.8805333334,-42.7672666667
192.85,-40.6153333333,-27.2820666666,-25.3334,-7.69226666667,-12.4615,-20.9771087719,-38.1539333333,-25.8462,-42.1539333333,-23.0768666666
193.23,-54.8958,-41.4583999999,-40.0000666667,-27.4999333333,-26.5105999999,-34.3587614035,-56.8751666667,-36.2500666667,-56.0416666667,-37.3958666667
193.61,-59.3331999999,-48.2222,-44.7777333334,-39.3333333333,-39.0555,-47.0466982456,-67.4443000001,-44.6667333333,-68.2222000001,-41.2221999999
193.99,-81.8181999999,-56.0605999999,-54.2422666666,-57.4240666667,-57.1212666666,-59.8563614035,-96.4394666667,-51.6666666667,-94.6969333333,-48.0303333333
194.37,-98.1197333332,-63.0769999999,-63.9315333334,-83.7606666667,-62.8205333333,-73.7739824561,-111.709566667,-51.9660000001,-111.9658,-49.4018
194.75,-1030.66666667,-694.666666667,-686.666666667,-873.333333333,-786.666666667,-845.052631578,-1118.0,-708.000000001,-1157.33333333,-613.333333333
195.13,5773.33333333,3979.99999999,3706.66666667,4640.0,4396.66666667,4505.61403509,5866.66666667,3733.33333333,5880.0,3460.00000001
195.51,-908.888866665,-666.666599999,-567.777666667,-764.4444,-645.0001,-723.274831578,-949.999900001,-566.666600001,-894.444399999,-558.889000001
195.89,-448.3334,-361.1112,-277.7778,-409.444466667,-342.222266667,-357.076119298,-493.055733333,-282.222333333,-474.444533334,-305.000000001
196.27,-245.185133333,-208.888866667,-147.4074,-234.074066667,-197.407433333,-205.262989473,-286.852,-150.740733333,-279.259266667,-153.703866667
196.65,-442.222133333,-414.814799999,-260.0,-462.222333333,-389.629633333,-424.912375439,-525.5558,-260.0002,-526.666600001,-252.592466666
197.03,3626.66666667,3606.66666666,1693.33333333,4153.33333333,3023.33333334,3380.35087719,4003.33333333,2026.66666667,3879.99999999,1793.33333333
197.40,240.000066667,241.666733333,67.2221333334,267.7778,172.777766667,231.900578947,284.9999,97.7776666668,273.8888,83.3333333333
197.78,195.416666667,193.333333333,52.5000000001,195.0,131.875,172.872807018,251.25,74.5833333333,197.083333333,80.0000000001
198.16,487.999999999,568.0,126.666666667,558.666666666,328.666666666,489.403508772,750.666666667,177.333333333,582.666666667,253.333333333
198.54,-986.666666668,-1599.99999999,346.666666666,-1066.66666667,-610.000000001,-917.543859649,-2546.66666667,373.333333333,-1893.33333333,219.999999999
198.92,11.4583333334,-26.0416666666,35.6249999999,3.33333333334,13.0208333335,0.986842105186,-50.7291666668,58.5416666667,-24.3749999999,28.1249999999
199.30,32.5491333333,-2.1568666666,50.1960666665,20.5882666667,24.5098333333,12.7863333333,-36.9607333335,61.1766,-18.4313999999,38.6273333335
199.68,36.7296000001,15.7232666667,51.0690666667,31.1950000001,31.5723,20.2184280702,-4.5284,61.0062,1.63519999998,46.4152666667
200.06,47.1795333333,30.4616000001,58.2564666667,39.9998666667,45.5385666667,31.9568491228,15.4870999999,70.5639333333,20.7180000001,58.0512666666
200.44,52.4294,32.8813333332,62.4857999999,42.0338666667,50.2825333334,31.9000877192,15.9321666667,72.0904666667,18.7570666667,61.0169333333
200.82,42.0833333333,26.4584,51.0416,38.0209333333,41.7186333333,28.7882421052,7.86456666662,66.2498,10.4166000001,49.5834
201.19,39.0947333333,27.4897333333,44.2798,42.6338,35.5144666667,28.2044807017,9.67083333326,61.3991333334,10.3702,44.1976
201.57,35.6044,18.4614666666,34.7252666667,34.0658666667,24.2857,25.6525964912,4.39569999999,51.4286666667,7.32613333334,37.0695333333
201.95,35.3191333333,17.0923333333,33.7589333333,30.9929333333,23.7588666667,26.020922807,7.97883333332,51.2766000001,8.08506666666,34.3262666667
202.33,36.5892,13.0232666666,33.3333333333,31.938,20.7364,28.8168210526,11.1240333333,55.7363333333,9.53486666668,40.2326
202.71,21.9841333333,-4.5238666666,17.7778,13.1746666667,5.9524,10.4259719298,-7.22236666666,41.6665333333,-3.4128,21.7459333333
203.09,21.1111333333,-6.4957333334,18.2906,9.1454,7.26493333332,10.2878350877,-9.18790000006,45.2135333333,-4.44433333326,20.5983333333
203.47,19.6032,-11.1905333334,16.746,8.09526666665,9.4841333333,9.01421403509,-11.5080333333,44.5239333334,-1.8254,18.0951333333
203.85,15.4546,-24.0404000001,8.58586666669,0.10106666666,-3.53536666668,-5.05053333333,-29.4444333334,44.3435333334,-14.0403333333,4.94946666668
204.22,-4.59253333333,-59.7036000001,-13.3333333333,-24.8890666666,-38.8147666667,-40.577014035,-77.4814333333,21.9259333333,-49.6296666667,-25.3335333333
204.60,-71.4666666666,-174.133333333,-78.9333333334,-101.333333333,-133.066666667,-144.49122807,-208.266666667,-18.4,-151.733333333,-109.6
204.98,-300.833333333,-643.333333334,-335.0,-420.833333333,-503.333333333,-537.938596492,-783.750000001,-177.5,-546.666666666,-465.0
205.36,282.424333334,573.939333334,353.939466667,433.333400001,429.3939,464.338087719,659.999866667,213.939333333,466.666666666,426.0606
205.74,207.407466667,362.592533333,247.777733333,296.666666667,276.111066667,320.565417544,420.925833333,152.2222,295.926,305.555666666
206.12,212.444466667,368.444466667,259.999866667,326.666666666,284.444466667,350.409270176,456.2222,120.888866667,310.222333333,294.666733333
206.50,248.333333333,515.000000001,365.833333333,483.333333333,371.666666667,572.324561403,742.916666666,83.3333333332,479.999999999,497.5
206.87,126.153933333,264.6154,199.487333333,249.2308,195.640866667,311.174115789,385.384733333,-10.2564666668,252.307733333,309.230733333
207.25,41.5873333334,138.095266667,106.666666667,123.8096,98.5714333333,153.065873684,217.142866667,-20.6348666667,140.952333333,156.1904
207.63,21.4285333333,144.2856,126.190466667,149.523733333,111.190566667,175.764466667,278.809533333,-76.6665999999,163.809533333,181.4284
208.01,-52.2223333333,286.6666,218.888866667,277.777866667,145.555566667,259.356817544,568.888866667,-268.888933333,204.444466666,236.6666
208.39,-183.333333333,866.666666667,616.666666667,873.333333335,389.999999999,546.491228071,1595.0,-993.333333334,453.333333334,606.666666667
208.77,79.5236666667,-54.2856666669,-23.3333333334,-74.2856666665,19.7619666666,19.097845614,-132.1428,220.952333333,34.7619333334,-12.8571333334
209.14,61.282,-2.8203999998,10.2565333333,-18.9744000001,37.8205333333,27.1524877193,-32.9487666666,131.538533333,43.0769999998,19.2308000001
209.52,71.9608000001,20.1960666665,29.804,6.07833333326,49.4118,35.0979929824,-3.43140000006,111.960733333,50.0000000002,22.745
209.90,65.8536666667,23.2518666665,36.9106666667,12.0324666666,44.2277000001,42.5759052631,-0.89426666666,88.2927333332,43.0894666666,36.0976
210.28,76.6666666667,25.4544666666,51.3636,28.4847999999,58.0302666667,56.4035403509,10.3788999999,90.7575999999,49.8484666666,42.2727333333
210.66,68.6868666667,10.3030000001,53.5352666667,8.8888666666,60.7070666666,59.3086947369,-4.64643333354,92.3232666667,43.6363333333,40.2020000001
211.03,63.6666666667,16.3333333334,55.8333333333,12.3333333335,55.4166666667,62.6842105263,-7.58333333346,73.6666666667,41.6666666667,48.3333333335
211.41,53.0081333334,15.1219999999,53.8211333333,0.813000000006,47.4798666667,44.5785192982,-12.1950999999,68.7806666666,41.1382000001,41.7886
211.79,77.4775333334,29.0090000001,67.9279333334,15.8558666665,62.6127333335,57.8662842105,5.0450000002,93.3333333332,54.2341999999,65.9460666665
212.17,44.2856666667,10.4761333333,36.1905333333,-6.50786666661,36.5872000001,29.77442807,-4.20646666662,64.2857333333,14.6032000001,29.0477333333
212.55,65.7895333333,33.1579333334,54.9122666667,22.2807999999,63.8595999999,50.3139649123,28.7719333333,101.4034,29.8245333333,56.3157333333
212.92,69.4574666667,36.5890666667,57.6742666667,30.8527333335,63.3332666667,47.392891228,27.2867333333,97.8295333335,17.2092666667,54.5737333334
213.30,81.5789333333,39.9999333333,64.5614666667,28.0701333333,73.8596,58.4304175439,28.0701666666,115.9648,15.7895333333,62.2806666667
213.68,78.9583333333,33.9583333333,66.6666666667,31.4583333333,78.9583333334,63.5416666667,25.0,126.666666667,4.16666666654,72.9166666666
214.06,86.8817333333,36.5592,69.0322666667,37.4192666667,89.4623333334,64.4142140351,34.1935666667,135.914133333,6.0214666666,71.1826666666
214.44,79.7778666667,36.2222666666,55.1110666667,32.0000000001,75.5556333333,57.5553824561,31.3334999999,126.889,-0.8888666666,66.8890000001
214.81,52.4731333334,14.6236000001,33.5484,19.7848666667,44.4086999999,41.2788877192,5.05376666674,97.8495333335,-13.1183333332,41.7205333333
215.19,37.8948,-13.6842666667,13.6842666667,-3.50879999999,29.1228333333,10.5816701754,-24.2105333333,129.4738,-59.6490666666,11.5788666667
215.57,-1.0527333332,-65.2631333332,-25.2631999999,-27.0173999999,-2.10530000006,-20.3694385966,-61.2279000001,84.2106,-78.9473333335,-30.1754
215.95,-36.6666666666,-100.416666667,-52.9166666667,-65.8333333331,-33.3333333333,-46.9956140352,-109.583333333,49.9999999999,-109.166666667,-82.5
216.32,13.3334,-78.7878666665,-9.0909333334,-54.5453333334,-18.7878,-23.7320807019,-166.3636,104.8484,-94.5454000002,-75.7576666667
216.70,-303.333333333,-569.999999999,-315.0,-560.0,-452.499999999,-432.105263158,-902.499999999,-183.333333333,-631.666666668,-538.333333333
217.08,274.666666667,461.333333333,333.333333333,533.333333333,440.0,371.929824561,748.666666666,260.0,441.333333333,454.666666667
217.46,135.714266667,190.952266667,160.476266667,212.380933333,208.333233333,171.077561403,295.714366667,147.1428,176.190466667,208.0954
217.83,306.666666667,387.619066666,353.3334,499.047733333,479.047566667,391.127821053,604.761933333,289.5238,345.714266666,462.857133333
218.21,133.888733333,175.0,162.2222,257.7778,248.8889,184.152224561,276.388866667,101.111066667,144.444466667,227.222333333
218.59,100.333333333,141.333333333,119.0,183.666666666,173.833333333,129.614035088,180.833333333,69.3333333333,113.333333333,184.333333333
218.97,40.3173999999,86.3491333333,67.6191333333,129.8412,117.619033333,76.0734421053,123.9682,13.6507333333,56.5079333333,119.682533333
219.34,-72.3809333334,51.4285333328,27.619,228.571399999,140.9524,36.9422210528,207.619133333,-120.000133333,9.5237333334,130.476066667
219.72,-47.1112000001,0.44440000006,3.11100000014,92.4445999999,47.9999333333,-8.4209824562,85.9999666665,-45.3333333332,29.7778666668,41.7776666666
220.10,-8.09533333326,74.2857999999,45.7143999999,150.0,78.3333000001,50.2254456141,150.476133333,2.3809333332,118.095266667,108.095266667
220.47,18.7878666666,135.757666667,91.5152666667,189.697,115.454633333,91.3875508771,214.5454,19.9999333334,169.090866667,173.9394
220.85,-41.6666666666,266.666666666,181.666666667,398.333333334,183.333333333,116.754385964,535.0,-23.3333333339,371.666666666,448.333333334
221.23,61.6666666667,-92.5,-44.1666666668,-153.333333333,-48.3333333333,-26.0964912279,-266.666666667,52.5000000001,-149.166666667,-184.166666667
221.61,19.6295333333,-52.2221333332,-14.8147999999,-69.6296666667,-14.2592666667,2.14417192984,-124.629633333,20.0001333333,-50.3703999999,-54.4443333331
221.98,-71.8518000001,-189.629733333,-86.6667333332,-188.148199999,-85.9259666667,-57.5828421053,-381.4815,-81.4816000001,-185.1852,-157.037066667
222.36,-488.888933334,-693.333333334,-511.111066666,-702.222266666,-439.999933333,-493.918287718,-1413.33343333,-588.8888,-837.777799999,-719.999999999
222.74,-175.833333333,-212.499999999,-183.333333333,-231.666666667,-146.25,-158.728070176,-529.166666667,-255.833333333,-327.500000001,-227.5
223.11,-51.7241333333,-62.5286666667,-49.6552,-62.9885333333,-43.5632666667,-50.9135403509,-141.954166667,-71.9540666667,-101.3794,-69.4252666667
223.49,-90.5747333333,-109.885,-93.7929333333,-88.9654666667,-82.7586666665,-87.6225649124,-168.046066667,-113.3332,-145.977133333,-112.873466667
223.87,-68.0342,-67.0085333334,-64.2734,-60.1709333333,-57.6923666666,-54.6919754387,-105.7264,-70.7691333333,-98.1196,-81.1966
224.24,-96.5516666667,-80.6896666667,-83.4483999999,-69.6553333333,-83.4481666667,-58.4029263158,-125.057433333,-87.3562666667,-119.999933333,-107.126466666
224.62,-161.449333333,-135.942133333,-148.115933333,-134.2028,-129.275266667,-104.454726316,-170.869633333,-139.710133333,-192.463733333,-157.971066667
225.00,-268.333333333,-227.916666667,-237.083333333,-215.0,-207.708333333,-199.122807017,-270.0,-204.166666667,-302.5,-261.666666667
225.38,-456.0,-390.0,-408.0,-318.0,-333.333333333,-312.140350877,-428.333333333,-321.333333333,-471.333333333,-449.333333333
225.75,-307.179666667,-265.128133333,-298.974466667,-202.051266667,-249.487233334,-215.573529825,-290.000033333,-198.974333333,-348.718066667,-345.641133333
226.13,-81.4141333333,-63.2322666667,-88.0808666667,-44.0403333333,-64.5454000001,-55.8001333333,-75.9594,-44.0402666667,-107.878733333,-102.828333333
226.51,-49.7958,-41.6326666667,-55.6462666667,-28.1632666667,-40.2041,-30.8414245615,-51.5647,-17.2788666667,-60.2720666666,-64.3538666667
226.88,-61.0883333333,-51.9726666666,-58.7754666667,-35.238,-48.1631999999,-41.9048105263,-55.6464333333,-23.1293333333,-61.7687333333,-70.2040000001
227.26,-106.666666667,-94.2858000001,-109.714333333,-79.0475999999,-90.1904333332,-87.3985017545,-99.7142999999,-53.3334000001,-109.714333333,-116.190333333
227.64,-76.8115333333,-68.4059333333,-72.3186666666,-65.6522,-62.8260666667,-58.6042245614,-70.8697333333,-31.5941333333,-68.6956666667,-78.8404666667
228.01,-42.1539333333,-44.1024666666,-39.6921333333,-39.4872,-34.6153333333,-30.7852631579,-42.8204,-13.5383333333,-39.0770000001,-43.0768666667
228.39,-15.8,-17.8,-14.0666666667,-19.8,-11.0666666667,-10.4561403509,-17.5333333333,0.33333333332,-12.2,-15.7333333334
228.76,-12.2714,-14.9262666667,-7.78766666666,-17.2271333333,-9.17406666667,-7.09504210526,-14.9263333333,1.41586666666,-10.5015333333,-14.7492
229.14,-9.2536,-11.4428,-6.41793333333,-13.9304666667,-8.68169999999,-2.41955087719,-10.2237666667,1.09439999999,-5.57219999999,-12.5374
229.52,-5.64099999999,-7.13673333334,-3.03420000001,-9.74366666667,-5.83333333334,0.128333333334,-4.23076666665,4.74366666667,-4.05973333332,-6.96573333333
229.89,-5.36580000002,-3.94306666667,-0.691133333327,-8.57719999999,-3.59763333333,0.455761403522,-2.70316666667,6.17900000001,-3.33333333334,-4.91873333333
230.27,-4.98953333332,-6.83433333334,-3.56386666668,-10.3564,-5.5346,-1.0370877193,-1.42563333333,7.92453333334,-4.65406666665,-6.3312
230.65,1.6766,-0.199666666686,1.83626666666,-3.11373333334,0.399299999999,3.8827263158,5.70856666667,12.495,-1.95606666666,-0.43926666666
231.02,4.75086666667,2.41366666667,2.299,-1.49413333333,3.2376,5.41634035089,6.30273333334,13.6781333333,-0.842799999994,1.72406666666
231.40,9.41386666667,7.10619999999,8.46160000002,3.47986666669,8.58983333332,11.9972877193,11.5749666667,17.5090666667,5.31140000001,6.30040000001
231.78,13.2991333333,14.0170666667,13.0940666667,9.47013333334,13.1624,15.8919684211,15.8119,20.1026,9.40179999999,9.94886666667
232.15,14.9222,15.7168,13.7133333333,12.2279333333,14.8531,15.3622947368,15.2850666667,20.4490666667,10.9498666667,11.7097333333
232.53,16.9035333333,17.1585333333,16.2841333333,16.7212666667,17.7049,17.6396350877,16.5939333333,22.5865333333,12.2769333333,16.0655333333
232.90,22.1516666667,21.8694666667,20.1765333333,25.0089333333,21.7284333333,20.7166947369,20.7231333333,27.2311333333,18.4480666667,22.9984666667
233.28,28.6596666667,25.6014,25.6014666667,29.5876666667,25.9793333333,24.6556,25.0170666667,30.8246666667,22.4742666667,30.4124666667
233.66,29.3906666667,25.3047333333,25.5914666667,29.4265333333,24.6237,24.1086315789,22.2403333333,28.6022666667,20.7168,30.5017333333
234.03,28.108,22.3062666667,23.4232666667,27.4594666667,22.5946333333,22.7046070175,20.036,26.126,17.9459333333,29.4413333333
234.41,22.1241333334,18.7582,20.0979333333,23.6601333333,19.1014666667,20.196154386,14.9021333333,20.6535333333,14.1505333333,25.3921333333
234.78,18.4218666667,14.4606666667,16.4894666667,19.0983333333,16.2640333333,17.9609192982,10.8855666667,15.8452666667,12.5926,22.6408666667
235.16,16.6512,13.3955333333,14.6976666667,17.8914666667,14.5892,18.3124421053,9.45753333333,15.1939333333,12.3100666667,21.4262666667
235.54,14.9468,10.0152,10.2282666667,15.0378666667,11.9482666667,14.8360982456,5.37299999999,12.4809333333,8.82806666665,18.3256666667
235.91,10.8453333334,3.25353333332,5.26306666667,11.1324666667,7.22496666667,10.5950877193,-0.4464,8.70813333334,3.09413333333,14.4498666667
236.29,4.88046666667,-2.64739999999,-0.032,4.24233333333,0.334966666667,6.13613333333,-4.56156666667,5.295,-0.861266666666,6.92186666668
236.66,0.275199999998,-5.22926666667,-4.31193333333,-0.703333333339,-3.27213333334,2.82632280701,-6.80419999999,2.41606666667,-3.05813333334,2.29366666666
237.04,4.27566666667,-0.956466666674,0.196733333326,2.30653333333,0.8299,8.15459298245,-2.4473,5.76646666666,1.09706666667,6.41346666667
237.41,-0.082000000006,-2.86873333333,-3.87980000001,-1.2568,-1.07923333333,4.89926666667,-4.07113333333,4.0438,-0.792400000013,1.99466666667
237.79,-0.502666666665,-3.09526666666,-3.59786666668,-0.767333333334,-0.370533333333,4.74934035089,-2.4207,3.9154,-0.0793999999934,2.06346666667
238.17,0.987666666669,-2.41973333333,-2.49386666666,0.0248,0.506233333334,5.03057192982,-0.283966666666,4.17293333334,1.4568,2.22246666667
238.54,2.02246666667,-1.79773333333,-2.47193333333,-0.29953333334,-0.961233333334,4.58502105263,0.499366666666,4.1698,1.64793333333,2.99620000001
238.92,3.3102,1.08786666667,-0.25473333334,2.77779999999,0.509266666668,7.16503859648,3.07876666666,6.75946666667,3.40273333334,6.31940000001
239.29,6.23786666667,3.21539999999,3.36546666666,5.55180000001,2.25073333333,8.8824877193,5.06946666666,7.86706666667,5.4876,8.53160000001
239.67,5.59246666667,2.73553333333,3.72846666666,5.95739999999,1.8946,8.56911578948,5.10636666667,6.78806666667,5.12646666667,9.07806666667
240.04,6.3874,5.32586666667,5.12120000001,7.2626,3.2962,9.58743157895,6.52703333334,7.4116,6.7784,10.3165333333
240.42,7.06266666667,6.30366666665,5.87453333333,8.21773333333,4.9918,10.2284596491,6.97196666667,7.70620000001,7.21126666666,12.0462
240.79,7.50186666667,6.09526666667,5.90480000001,7.98533333332,4.26366666667,10.1012807018,5.31849999999,6.59346666667,6.12446666666,11.4724
241.17,3.90566666667,2.73406666667,2.96286666667,4.9294,0.646366666668,6.88571578948,2.07413333333,2.4512,3.2458,8.55206666665
241.54,5.5008,4.2866,4.94240000001,6.55726666667,2.12516666667,7.98188421053,2.9449,2.84160000001,4.69946666667,9.4962
241.92,6.50166666667,5.24766666667,6.2046,6.74373333333,3.25086666667,8.7325368421,3.65223333333,3.63046666667,5.69866666667,10.154
242.29,6.58433333333,5.43206666667,6.82093333333,6.53286666666,3.354,8.92410877194,3.4723,3.75500000001,5.47326666666,10.7612
242.67,6.81220000001,6.03593333333,7.22960000001,6.64726666667,4.35236666667,9.41808070176,3.60993333333,4.58986666667,5.98746666667,11.0916
243.05,5.47613333333,3.7904,5.59046666667,4.21913333333,2.49046666667,7.55537192982,1.53813333333,2.84766666667,4.038,8.67626666665
243.42,3.55366666667,2.28926666667,3.92713333333,2.32753333333,1.0009,6.12563859649,0.105266666668,1.65706666667,2.62453333334,7.22213333333
243.80,3.48113333333,2.8716,3.97053333333,2.44693333333,1.14036666667,6.69778947368,0.397033333332,2.2622,3.001,7.09153333333
244.17,3.2352,1.7826,3.2532,2.10333333333,0.771033333333,6.56063859649,-0.1738,1.836,2.28166666667,6.55080000001
244.55,3.7112,1.9846,3.2818,2.4226,0.8162,6.51571578947,0.412266666668,2.21633333333,2.895,6.80420000001
244.92,4.06,3.25626666667,4.07633333333,3.48346666667,1.9773,7.08412982456,2.46046666667,4.20633333333,4.2712,7.73046666667
245.30,5.29773333333,4.8908,5.2312,4.52826666666,3.48146666667,8.28044210527,4.06573333333,5.59386666667,5.51973333333,8.56833333334
245.67,4.75713333333,4.59633333333,4.851,4.3418,3.5378,8.52469824561,4.1039,5.66166666667,5.17266666667,9.15233333335
246.05,3.40953333333,3.29993333333,3.51906666667,3.39106666667,2.33803333333,7.60078596491,3.0838,4.6576,3.939,8.42606666666
246.42,3.1344,3.493,2.92126666667,3.4202,2.46146666667,7.72070877193,3.15936666667,4.592,4.22213333333,8.66286666666
246.79,2.72193333333,3.22846666667,2.86,3.4178,2.17183333333,7.63614035088,3.26693333333,4.14933333333,4.06746666667,8.35506666667
247.17,2.81813333333,3.79206666667,3.03926666667,3.9754,2.50053333333,7.79540701754,3.8391,4.36606666667,4.48373333333,8.68026666667
247.54,3.39113333333,4.1022,3.42226666667,4.26666666666,2.9444,8.26532631579,4.5688,4.62226666667,4.82226666666,9.15106666667
247.92,3.01233333333,3.58866666667,3.02993333333,3.89426666667,2.5125,7.8717508772,4.04506666667,4.02973333333,4.39206666667,8.88453333334
248.29,2.72826666667,3.42226666667,2.99706666667,3.40493333333,1.99953333333,7.64565964913,4.05553333333,3.82126666667,4.28966666666,8.8786
248.67,2.3266,3.14406666667,2.9964,3.005,1.77206666667,7.52834385965,3.95073333333,3.53106666667,3.8966,8.70633333334
249.04,2.04866666667,2.67293333333,2.54713333333,2.3674,1.33653333333,7.20548771929,3.17156666667,2.73133333333,3.275,8.43213333333
249.42,2.13353333333,2.71333333333,2.44713333333,2.31413333333,1.41363333333,7.37445263159,3.2408,2.8322,3.3308,8.65293333333
249.79,1.67166666667,2.0296,1.78433333333,1.4774,0.444766666667,6.54912280701,2.62526666667,2.06533333333,2.51,8.01133333333
250.17,2.44113333333,2.52326666667,2.25493333333,1.94306666667,0.875666666667,6.93545614035,3.00763333334,2.13453333333,3.18553333333,8.44573333334
250.54,2.5546,2.21626666667,2.5196,2.11713333333,0.612333333333,6.80030175439,2.92796666666,2.12306666667,2.87553333333,8.1656
250.92,3.252,2.47013333333,2.883,2.1952,1.06003333333,7.13304561404,3.35833333333,2.4578,3.34573333333,8.75526666667
251.29,2.7546,1.57693333333,2.49073333333,1.2724,0.514333333331,6.62079649123,2.53123333333,1.69206666667,2.71413333333,8.39926666667
