wavelength,Back_ThlOrnm,Belly_ThlOrnm,Breast_ThlOrnm,Crissum_ThlOrnm,Crown_ThlOrnm,DorTail_ThlOrnm,Rump_ThlOrnm,Throat_ThlOrnm,WingTip_ThlOrnm
191.71,47.9166666666,44.3811666667,36.6791666666,41.856,43.5605833333,50.44175,39.96225,38.8889166667,39.2045833334
192.09,47.9166666667,38.9285,31.90475,40.8335,40.35725,43.15475,35.5953333333,35.119,33.5118333333
192.47,50.6643333333,37.6811666667,29.227,37.5605,36.89625,39.1908333333,35.6881666667,35.0240833333,31.099
192.85,52.33575,34.4695833333,26.8939166667,36.9319166667,36.17425,34.5329166666,30.49225,32.26025,26.3259166667
193.23,53.2099166667,34.4445833333,27.4074166667,37.1605,36.6665833333,33.5186666667,26.6049166667,31.9754166667,25.30875
193.61,55.0255,36.5140833333,27.3536666667,39.5038333333,37.0866666667,34.9236666667,24.9363333333,32.3791666667,29.3256666667
193.99,55.62175,37.5,27.6455,39.2195,34.59,34.92075,20.76725,32.672,31.0846666667
194.37,52.7298333334,33.9080833333,24.42525,35.4885833334,29.4540833333,32.7585,12.4999166667,27.8019166667,24.42525
194.75,55.6074166667,30.84125,23.52,35.98125,29.7508333333,28.81625,13.5514166667,29.2834166667,24.6105833333
195.13,54.2735833333,31.9800833333,27.0655,36.1110833334,29.3448333333,28.8461666666,16.9515,32.0513333333,28.8460833333
195.51,54.7514166667,31.9444166667,26.24275,35.8186666667,30.9209166667,27.924,18.6403333333,34.3566666667,26.31575
195.89,58.2490833333,26.3468333333,27.3569166667,35.6061666667,29.2929166667,21.8855,16.6665,39.7305833334,27.6094166667
196.27,56.7869166667,29.0376666667,27.49125,32.3883333334,28.1785833333,23.6255,15.6358333333,46.3059166667,29.2095
196.65,61.7815,37.16475,32.0880833333,44.4444166667,32.7586666667,27.8735833333,15.32575,57.0881666667,38.4099166667
197.03,66.4608333332,36.83125,33.0246666667,46.8105833333,32.0988333333,29.5265833334,17.181,61.3169166667,41.358
197.40,76.4924999999,42.413,40.9204166665,57.4627499999,32.46275,30.4726666667,21.5174166666,69.9005833332,50.8706666667
197.78,69.7778333333,37.66675,36.66675,52.8888333333,29.4444166667,21.0000833333,21.4443333333,62.6665833333,41.1110833333
198.16,79.4686666666,32.7294166667,33.4541666667,58.2125,29.9516666667,15.7005,23.1884166667,62.3189166666,39.3720833333
198.54,90.3185833334,43.995,43.1372499999,68.995,40.196,21.3234166667,41.0540833333,65.9314166667,52.8185
198.92,88.2480833334,51.6025833333,50.9615,73.1838333333,44.1239166667,34.6154166666,46.58125,62.9272499999,57.5855
199.30,93.0951666668,50.3571666667,45.4762500001,73.3333333333,41.7858333333,32.381,49.64275,59.4048333333,54.16675
199.68,86.47175,41.775,45.5628333334,65.909,38.7445833333,28.3549166667,45.3463333333,51.4069166666,50.1084166667
200.06,79.8038333334,40.8823333333,38.43125,56.9608333333,36.3726666666,27.5489166667,42.1568333333,41.5686666667,40.8824166667
200.44,79.5731666667,31.9106666667,37.5000833334,57.0120833333,31.504,25.3048333333,36.1788333333,32.11375,37.3983333333
200.82,70.07575,24.621,27.3674166667,41.7613333333,22.8220833333,16.6665,28.7878333333,18.37125,25.4734166666
201.19,60.3941666667,24.1935833333,22.0429166667,35.75275,20.7885833333,11.8281666667,24.4623333333,13.4406666666,20.6094166667
201.57,46.8254166666,13.4126666667,12.1428333333,28.5713333333,17.4603333333,9.44458333334,17.6190833333,7.38108333335,11.1904166667
201.95,45.3183333333,8.33333333335,6.46058333332,21.161,13.3895833333,1.68541666667,11.42325,-4.30708333332,1.68533333333
202.33,35.5420833333,10.1405,1.50591666668,14.1565,9.43783333333,-3.81516666668,6.02408333335,-9.83925,-9.43766666667
202.71,16.892,-7.20725000002,-22.0720833333,-8.10816666668,-11.59925,-24.3243333333,-16.1035833333,-31.982,-31.3063333333
203.09,-11.54975,-38.0117499999,-71.6374166666,-47.6608333333,-49.8537499999,-69.5906666667,-60.965,-77.4854166666,-73.5380833334
203.47,-25.58475,-51.4620833333,-83.9180833334,-52.6315833333,-65.3508333334,-83.9182499999,-76.6081666666,-92.8362499999,-88.0116666667
203.85,-66.6665833333,-88.7595833332,-145.542583333,-93.9921666667,-118.023416667,-129.845,-128.876,-149.224916667,-146.317583333
204.22,-71.4583333332,-93.5416666667,-156.875,-99.3749999998,-127.708333333,-131.041666667,-131.25,-157.083333333,-151.458333333
204.60,-59.8484166667,-68.7500000001,-132.765166667,-88.6362499999,-105.871166667,-116.09825,-100.568166667,-132.57575,-125.947
204.98,-85.4166666665,-100.625,-154.583333333,-121.666666666,-137.916666667,-149.791666667,-121.875,-154.166666667,-150.625
205.36,-93.8596666668,-106.798333333,-162.7195,-140.570166667,-155.701666666,-164.91225,-137.280666667,-165.131666666,-161.184333333
205.74,-113.782,-134.295,-230.769333334,-209.615416667,-238.141083334,-241.025583333,-195.833333333,-227.8845,-220.192416667
206.12,-195.3125,-217.708333333,-396.354166667,-339.583333334,-388.541666667,-378.125,-305.729166667,-343.75,-339.583333333
206.50,-660.000000001,-780.000000001,-1321.66666667,-1120.0,-1271.66666666,-1300.0,-993.333333331,-1113.33333333,-1028.33333333
206.87,-260.416666667,-397.916666668,-666.666666668,-548.958333334,-622.916666666,-684.375,-444.791666667,-538.541666667,-484.375
207.25,-362.5,-530.555416667,-804.166666667,-658.333249999,-845.833416665,-852.777750001,-509.722249999,-676.388833333,-676.388916666
207.63,1120.83333333,1195.83333333,2191.66666666,1962.5,2420.83333333,2333.33333334,1241.66666667,1725.0,1816.66666667
208.01,-1045.83333333,-958.333333333,-1700.0,-1766.66666667,-2204.16666666,-2325.0,-912.5,-1454.16666667,-1516.66666667
208.39,-1.83385212099e+15,-1.80186632818e+15,-2.77743300883e+15,-2.59084921745e+15,-3.05464321317e+15,-3.51843720888e+15,-1.95113336129e+15,-2.23367453109e+15,-2.3829415642e+15
208.77,346.666666667,344.166666667,510.833333333,452.5,551.666666667,649.166666667,390.833333333,436.666666667,447.5
209.14,159.226166667,143.452416667,215.476166667,166.071583333,211.011833333,259.8215,157.738083333,185.71425,183.333416667
209.52,143.9395,137.12125,197.979833333,143.9395,185.858583333,223.484916666,146.212166667,175.252583334,165.151416666
209.90,137.41125,129.787166667,170.212666667,131.383,155.319166667,177.836833334,135.815583333,151.773,147.872333333
210.28,208.33325,195.833333333,250.29775,194.940583333,238.988166667,270.833333333,213.690416667,245.238166667,227.083333333
210.66,238.63625,234.091,300.000166667,229.924166667,292.803,294.697,245.075666667,301.515083333,265.151666667
211.03,255.666666667,233.333333333,297.0,250.0,308.0,296.0,262.333333333,293.0,284.666666667
211.41,414.881,385.11925,485.714333333,424.40475,491.0715,523.809666667,428.57125,476.785666667,470.238083334
211.79,1056.66666667,1061.66666667,1308.33333333,1121.66666667,1303.33333333,1423.33333333,1171.66666667,1256.66666667,1241.66666666
212.17,805.952333333,846.428583334,1084.52391666,907.142916668,1033.33316667,1079.762,967.857083333,970.238166666,989.285583333
212.55,727.083333333,730.208333333,935.416666665,791.666666668,920.833333333,938.541666668,818.75,864.583333334,879.166666666
212.92,539.166666667,537.5,716.666666668,605.833333333,690.000000001,705.833333333,632.5,637.5,678.333333333
213.30,-1430.55566667,-1369.4445,-1952.778,-1758.33333333,-1919.44441667,-1855.55558333,-1902.77775,-1750.0,-1794.4445
213.68,-349.305583334,-317.361166666,-471.527833333,-434.72225,-459.02775,-438.194416666,-430.555583333,-388.1945,-419.444416667
214.06,-163.75,-120.0,-242.916666667,-203.75,-223.333333333,-244.583333333,-203.333333333,-187.083333333,-200.0
214.44,-143.650916667,-101.587333333,-228.174583334,-168.253916667,-203.174583333,-228.1745,-171.825416666,-148.015666667,-179.761916667
214.81,-100.555583333,-66.9445,-158.611166667,-119.444416667,-149.166583334,-166.944333333,-119.4445,-102.22225,-131.944583333
215.19,-108.055583333,-73.3333333334,-166.111166667,-101.389083333,-153.888916667,-174.999916667,-122.222333333,-104.999916667,-129.444416667
215.57,-117.948583333,-68.91,-174.35875,-91.3460833333,-163.141,-166.346083333,-134.615416667,-108.333416667,-117.94875
215.95,-82.8284166668,-59.0909166666,-124.242333333,-73.2324166665,-119.697,-125.505083333,-107.57575,-94.1920000001,-87.8786666668
216.32,-97.9166666665,-66.6664166666,-139.9305,-79.5140833333,-138.541666667,-138.1945,-117.013916667,-126.041666667,-96.1804166667
216.70,-168.229166666,-110.9375,-234.895833333,-151.041666667,-227.604166667,-233.854166667,-191.145833333,-216.666666666,-155.208333333
217.08,-167.063416667,-115.873,-201.984,-150.396833333,-184.127083333,-178.174666667,-161.90475,-193.650916666,-135.71425
217.46,-142.333333333,-111.666666667,-179.666666667,-134.0,-162.666666667,-147.666666667,-145.333333333,-170.333333333,-142.333333333
217.83,-202.31475,-151.851916667,-234.72225,-172.685166667,-239.351916667,-190.277666667,-206.944583333,-245.833333334,-203.703666667
218.21,-538.888833333,-466.666833333,-553.703666667,-451.852,-611.111083333,-470.3705,-530.555416667,-600.925916667,-514.814833333
218.59,-360.555583333,-322.77775,-353.333416667,-307.777833333,-372.22225,-296.111083333,-315.555583333,-393.333416666,-321.111166667
218.97,-470.8335,-413.194333333,-437.5,-377.083333333,-426.388833333,-395.138833333,-395.138916667,-505.555583333,-392.361083333
219.34,-2945.83333333,-2516.66666666,-2779.16666667,-2629.16666666,-2666.66666667,-2583.33333334,-2700.0,-3416.66666667,-2512.5
219.72,760.833333333,695.0,768.333333333,748.333333333,727.5,736.666666667,755.0,892.500000001,704.166666667
220.10,353.666666667,326.333333333,364.333333333,342.666666667,334.333333333,347.333333334,333.666666667,393.333333333,327.666666667
220.47,597.916666667,516.666666667,613.541666667,573.4375,567.1875,598.958333333,563.541666667,628.125,545.833333333
220.85,1493.0555,1204.16658334,1486.111,1400.0,1349.99991667,1481.9445,1424.99991667,1494.44458334,1384.72225
221.23,441.666833333,345.614,460.526333333,403.508833333,426.315666667,461.403666666,439.473833333,434.649166666,422.807166667
221.61,225.0,172.561,237.195,208.3335,218.089333333,236.585166666,220.121916667,219.308916667,208.943
221.98,215.416666667,164.791666667,236.458333334,210.416666667,208.541666667,237.916666667,212.5,210.208333333,197.916666667
222.36,303.260916667,203.985416667,337.318916667,318.47825,288.405916667,325.0,301.811666667,302.53625,274.6375
222.74,310.833333333,215.416666666,375.0,352.5,349.583333333,365.416666667,355.0,327.083333333,321.666666667
223.11,251.666666667,172.666666666,301.666666667,285.333333333,283.666666667,281.666666667,307.333333333,260.666666666,275.666666667
223.49,325.0,221.568583334,429.41175,381.3725,368.137333333,371.078416667,403.431333333,342.647083333,374.999833333
223.87,-789.583333334,-358.333333333,-1260.41666667,-1087.5,-1002.08333333,-1045.83333333,-1125.0,-897.916666667,-1050.0
224.24,-186.904833333,-39.2857499999,-292.85725,-248.214416667,-232.142916667,-220.833333333,-275.59525,-184.52375,-230.95225
224.62,-42.0833333333,37.5,-122.083333333,-106.25,-82.0833333333,-70.0,-127.916666667,-58.7500000001,-88.3333333334
225.00,-35.3175000001,39.2856666668,-97.2223333335,-101.587416667,-89.2856666667,-48.41275,-103.571416667,-61.1111666666,-61.5079166667
225.38,-40.0641666668,40.38475,-66.6666666667,-75.6410833334,-66.9872500001,-37.8204166667,-73.7179166666,-64.1025,-41.987
225.75,-1.38883333334,35.6945,2.50008333335,-7.77766666667,-4.02774999999,2.63891666667,-7.91650000002,-8.61108333334,2.50008333333
226.13,-0.833333333342,27.9761666666,5.00000000001,-2.85716666667,2.02383333335,4.16666666666,-6.07133333334,-5.95233333335,1.07141666667
226.51,-0.666666666642,27.4443333333,4.55541666667,-2.44450000002,4.22224999999,-1.55549999999,-6.5555,-7.5555,-0.333249999999
226.88,-2.30933333334,26.7068333333,5.62241666667,-2.30933333333,10.6425,-1.50600000001,-8.03208333334,-7.02816666668,2.6105
227.26,5.04791666666,28.6058333333,9.61541666665,5.04799999999,14.18275,8.97433333334,4.88783333333,1.68249999999,12.6601666667
227.64,7.42200000003,26.3021666666,13.54175,7.61716666667,12.4350833334,11.7188333333,6.64066666669,5.2735,13.6720833333
228.01,7.17591666668,26.9675833333,13.0785833333,9.49083333333,13.4836666667,13.2521666667,10.0694166667,6.48141666667,13.7154166667
228.39,10.08225,29.8353333333,14.0431666667,11.8311666667,15.5350833334,15.3805,12.8601666667,8.17916666668,15.0718333333
228.76,1.14091666668,17.9564166667,4.36508333333,3.37291666668,6.49791666666,5.15866666667,5.15875000001,-0.744166666658,7.34125
229.14,-1.22958333334,12.65925,-1.59383333332,0.546499999992,5.32799999999,1.54833333333,1.867,-4.55366666667,5.32799999999
229.52,6.06066666667,15.7575833334,5.03783333333,6.13641666667,10.947,8.86358333334,8.10599999999,2.46216666667,11.8559166667
229.89,8.29633333332,16.5555833334,5.14808333333,7.03708333334,10.1850833333,10.1480833333,9.18508333333,3.07408333333,13.1851666667
230.27,9.43741666668,17.6638333333,5.98283333334,7.30058333334,9.79325,10.577,10.1139166667,4.38041666666,13.39025
230.65,10.5159166667,15.9061666667,5.62175,7.77108333333,10.1851666667,11.2434166667,11.14425,6.31624999999,13.6575
231.02,7.68474999999,15.4669166667,4.34483333333,6.61475000001,9.37108333334,11.64075,9.33850000001,4.66941666667,12.2244166667
231.40,1.749,10.494,-1.20025,0.445833333332,3.94366666667,6.61866666668,2.16041666667,-1.13166666667,5.58975
231.78,-3.40291666667,6.35416666668,-4.09716666667,-3.64574999999,1.56258333333,2.98600000001,-1.49316666667,-3.95825,2.39608333333
232.15,-5.35716666667,3.6415,-4.55191666667,-5.49708333333,-0.21,0.980499999998,-2.45116666666,-4.93699999999,1.50566666667
232.53,-2.68808333333,3.32658333333,-3.22566666668,-4.56991666667,0.403249999992,1.27683333333,-0.672083333333,-3.39383333333,2.65458333333
232.90,2.09916666667,8.93766666666,2.44916666666,-0.317916666675,3.97583333334,5.47083333334,3.37166666666,2.35375000001,6.23408333332
233.28,8.45549999998,14.7436666667,10.1648333333,5.43341666666,8.48599999999,13.1258333333,9.21866666667,10.10375,12.5763333333
233.66,8.04258333333,14.30875,10.3683333333,4.26358333334,7.07366666666,12.597,7.65516666666,11.3695,11.3370833333
234.03,5.94283333333,12.4833333333,8.03450000001,1.62683333334,5.24566666667,11.6200833333,4.01741666668,10.2258333333,9.69441666668
234.41,2.64225,10.12875,4.94575000001,0.169416666667,2.67616666667,10.70475,-0.711416666667,6.77516666667,8.57058333334
234.78,-0.56025,8.36833333333,1.4705,-3.22133333333,-2.24091666668,7.35299999999,-3.99149999999,4.16683333334,6.05741666666
235.16,0.0,6.90891666667,-0.49841666666,-4.55858333333,-4.20216666666,5.91166666667,-3.02708333332,4.87883333332,5.591
235.54,5.89741666668,13.1731666667,6.314,1.79491666667,2.69241666666,9.35891666668,3.91016666666,10.8975833333,13.0128333333
235.91,10.42425,17.55825,9.9015,5.904,5.62725,12.546,8.02575,14.42175,17.343
236.29,11.7544166667,18.2749166667,12.3978333334,7.28058333334,7.10525000001,13.9765833333,7.60233333334,15.731,18.4793333333
236.66,10.5356666667,18.39275,12.5595,6.13099999999,7.02374999999,14.1964166667,5.17841666667,15.4464166667,17.4106666667
237.04,8.89875000001,16.875,9.88091666665,3.869,5.59508333332,13.6905,3.125,13.1845833333,15.53575
237.41,3.98674999999,10.3716666667,3.11741666667,-3.2075,-0.119833333332,7.19433333332,-3.83691666667,6.02525,9.62216666666
237.79,1.62033333334,7.75458333334,0.694500000007,-6.24991666667,-2.48841666666,4.77425,-5.06366666667,2.4595,7.32066666667
238.17,4.27141666667,9.32908333334,3.11858333333,-3.3805,0.47175,6.47283333333,-0.786166666666,5.16241666667,9.32908333333
238.54,5.94891666666,9.95566666668,4.32658333333,-3.19566666666,0.835916666666,7.39908333332,1.17983333333,5.85058333333,9.24274999999
238.92,7.84983333334,11.5874166667,7.21183333335,0.703583333335,4.17758333333,10.532,3.65008333334,7.58566666665,11.6094166667
239.29,9.45366666667,13.4880833333,10.1669166667,2.83208333333,6.80508333333,12.8971666666,5.01216666667,9.45383333334,13.9771666667
239.67,9.42774999999,13.3831666667,10.3301666667,3.30258333333,6.39408333333,14.3818333333,4.70433333334,9.56216666667,14.47775
240.04,8.17616666667,12.14175,9.03191666667,2.44591666667,6.02725,14.2908333333,3.82608333333,7.80925000001,13.5395
240.42,8.20991666667,11.898,8.534,3.10191666667,6.00316666667,14.1976666667,5.031,7.80866666666,13.7654166667
240.79,8.68041666666,11.7921666667,8.48016666667,4.04641666667,5.86275,14.6368333333,5.84941666667,7.55875000001,14.6901666667
241.17,9.80016666668,12.3254166667,9.17141666666,5.98233333333,6.9485,15.5144166666,7.39066666667,8.35650000001,15.6771666667
241.54,10.4344166666,13.4895833334,10.1805833333,8.19141666667,7.82591666666,16.2198333333,9.13516666669,9.34833333333,16.0678333333
241.92,11.472,14.2648333333,11.3991666667,9.86175000001,8.95191666668,17.4490833333,10.38925,10.7623333333,17.267
242.29,11.5578333333,14.1539166667,11.1809166666,9.85766666666,9.07875,17.3281666666,10.55275,10.76225,17.2863333334
242.67,11.54025,14.04425,11.0031666667,10.1658333333,9.28125000001,17.1090833334,11.0189166667,11.1451666667,17.5275
243.05,11.2425833333,13.2699166667,10.8634166667,9.52491666667,8.84408333334,16.8059166666,10.7783333333,10.9098333333,17.1851666667
243.42,10.5465,12.9779166667,10.396,9.07849999999,8.40091666666,16.31275,10.6366666667,10.682,16.7795833333
243.80,10.5295,12.7181666667,10.47025,9.09491666667,8.35549999999,15.9050833333,11.0619166667,10.6995,16.4375
244.17,10.9415833333,12.83775,10.8108333333,9.54674999999,8.48575000001,16.0274166666,11.5445833333,11.4284166667,16.54325
244.55,10.5413333333,12.2294166666,9.87908333335,9.00991666666,8.0555,15.6838333333,10.8689166667,10.7905833333,15.8831666667
244.92,9.518,11.3154166667,9.20475,8.34016666667,7.57091666667,14.6106666666,10.0968333333,10.11025,14.6309166667
245.30,8.42925,10.26625,8.25016666667,7.37316666666,6.80991666667,13.6968333333,8.97966666666,9.15258333333,13.6969166667
245.67,8.16825,10.12625,7.90283333333,6.95325,7.07125,13.7355833334,8.72841666666,9.31233333335,13.8475833334
246.05,7.426,9.44591666668,6.89675,6.01641666667,6.58358333333,13.0103333333,7.90141666666,8.409,13.1725
246.42,6.40575,8.42774999999,5.80783333334,5.23516666667,5.62875,12.2983333333,6.6945,7.31208333333,12.3381666667
246.79,6.41758333333,8.53100000001,5.88475,5.29675,5.78366666667,12.5733333333,6.64283333333,6.98266666667,12.4955
247.17,5.86841666667,8.29900000001,5.217,4.92975,5.28975,12.1140833333,6.09575,6.36583333333,12.2170833333
247.54,5.44783333333,7.80183333333,4.72866666667,4.47116666666,4.71641666667,11.6846666667,5.51341666667,5.66041666667,11.8521666667
247.92,4.82758333333,7.24908333333,4.08758333334,3.771,4.16266666667,11.0556666667,4.87091666667,5.01725,11.27725
248.29,4.92966666667,7.36908333333,4.20925,3.91116666667,4.35641666666,11.0286666667,4.84808333333,5.04558333334,11.53975
248.67,4.575,7.16125,3.98883333333,3.64125,4.11008333333,10.7438333333,4.36,4.75075,11.2633333333
249.04,4.68575,7.36383333334,4.12016666667,3.85366666667,4.24958333333,11.0476666667,4.46341666667,4.83116666667,11.6536666667
249.42,4.88383333333,7.97483333333,4.63191666667,4.05133333334,4.73458333333,11.326,4.83266666667,5.14858333333,12.1414166666
249.79,4.80066666667,7.86191666667,4.69516666667,3.80741666667,4.558,11.0883333333,4.34741666666,4.80058333333,11.9073333333
250.17,4.78166666667,8.02475,5.05583333333,4.05633333333,4.6835,10.9543333334,4.25225,4.997,11.9244166667
250.54,5.25541666666,8.78866666666,5.81558333333,4.61166666667,5.245,11.1756666667,4.82625,5.52758333334,12.37425
250.92,5.00666666667,8.38333333333,5.68858333333,4.491,5.07325,10.601,4.71283333334,5.64416666667,12.0868333334
251.29,5.49183333334,8.93066666666,6.27458333334,4.738,5.54383333333,11.059,5.50908333333,6.29783333333,12.4565833334
251.66,6.13558333333,9.38458333333,6.76541666667,5.25058333334,6.14775,11.6535833333,6.11183333333,6.97316666667,12.90675
252.04,5.95058333333,8.94116666666,6.33966666666,5.09366666666,5.81683333333,11.4515,5.64075,6.81383333334,12.6913333333
252.41,5.9665,9.09941666667,6.32783333333,5.08216666667,5.67391666666,11.75875,5.82333333333,7.05041666666,12.7491666667
252.79,6.45291666667,9.48433333331,6.51566666667,5.52816666667,5.97491666667,12.2201666667,6.4655,7.54716666667,13.22025
253.16,6.69316666667,9.74116666667,6.69308333333,5.6875,6.20308333333,12.3995,6.71825,8.0505,13.0215
253.54,6.54033333333,9.20466666667,5.92175,5.39133333333,5.41033333334,12.0833333333,6.20583333333,7.99258333333,12.3673333333
253.91,6.20975,8.92550000001,5.5405,5.06433333334,4.61383333333,11.7183333333,6.10033333333,7.65758333333,11.8340833333
254.28,6.158,8.7885,4.83258333333,4.826,4.41083333333,11.6064166667,5.9235,7.57683333333,11.7068333333
254.66,6.34491666667,9.00316666666,5.1505,4.97775,4.53616666667,11.68875,6.00675,7.78108333333,11.7785
255.03,7.11166666667,9.97166666666,6.07341666667,5.64966666667,5.2755,12.47175,6.5255,8.48158333333,12.5916666667
255.41,7.90541666667,10.6179166667,6.94091666667,7.13666666667,6.33891666666,13.1925833334,7.01333333333,9.48658333333,13.316
255.78,8.78366666667,11.19725,7.72816666667,8.07499999999,7.32216666667,13.6625833333,7.6985,10.25975,13.692
256.15,9.81083333333,12.2706666666,8.60258333334,9.38133333334,8.34783333334,14.5778333333,8.74825,11.0696666667,14.4030833333
256.53,8.73333333333,11.104,7.66216666666,8.262,7.46933333333,13.6246666667,7.662,9.75433333333,13.232
256.90,8.71025,10.9989166667,8.23916666667,8.31316666667,7.593,13.7520833333,7.71408333334,9.82108333333,13.5635
257.28,8.31458333333,10.3809166667,7.80283333333,7.60299999999,6.97866666667,13.3333333333,7.32216666667,9.28208333332,13.4081666667
257.65,7.63658333333,9.48916666666,7.161,6.90116666667,6.387,12.7405,6.77391666667,8.23366666667,13.0115
258.02,6.84383333334,8.91299999999,6.52766666667,6.37441666667,6.16391666667,12.136,6.27875,7.61491666667,12.5815
258.40,6.18083333333,8.16016666667,6.016,5.38916666667,5.36866666667,11.6856666667,5.83866666667,6.78283333333,11.9825
258.77,5.40983333333,7.01541666666,4.94375,4.34683333333,4.5325,10.9035,4.93675,5.78866666666,11.1294166667
259.15,4.76391666666,6.34075,4.20108333334,3.65458333334,3.92616666666,10.22775,4.32525,5.03525,10.4011666667
259.52,4.45475,5.96891666667,3.86958333334,3.11566666667,3.4565,9.91658333333,3.951,4.63575,9.90758333332
259.89,4.15108333333,5.77391666667,3.60908333334,2.8205,3.08133333333,9.83716666667,3.82475,4.36683333333,9.732
260.27,4.04366666666,5.63841666667,3.69608333333,2.57166666667,2.97383333333,9.74766666668,3.81908333334,4.24591666667,9.77516666667
260.64,4.18,5.751,3.80658333333,2.62758333334,3.15825,9.73099999999,3.95066666667,4.308,9.78441666666
261.01,4.20375,5.86458333334,3.78275,2.58775,3.21308333334,9.56766666667,3.94941666666,4.24333333333,9.67383333333
261.39,3.95908333333,5.72866666667,3.54416666667,2.35825,3.0705,9.34791666667,3.76916666666,3.99675,9.55675
261.76,4.03016666667,5.82491666667,3.73808333333,2.434,3.18666666667,9.42500000001,3.84825,4.14608333334,9.61783333334
