wavelength,Back_OryAngm,Belly_OryAngm,Breast_OryAngm,Crissum_OryAngm,Crown_OryAngm,DorTail_OryAngm,Rump_OryAngm,Throat_OryAngm,WingTip_OryAngm
185.25,296.190533333,21.4287,335.238133333,594.065994872,399.0476,378.095333333,511.4286,-44.7618666666,478.0952
185.63,159.0476,86.9049333333,160.952333333,222.2528,177.381,181.4286,204.523666667,55.5953666667,186.190533333
186.01,151.960733333,85.6863333334,137.647,189.834184615,157.2548,163.921533333,183.725466667,69.5097333333,154.313866667
186.39,179.523666667,106.071366667,156.428533333,216.025707692,187.381,201.190466667,206.190466667,67.3809000001,191.428533333
186.77,173.333333333,95.9091666668,143.636333333,221.957953846,190.303,209.394066667,187.575733333,41.2120333334,185.151533333
187.15,201.568666667,103.137233333,161.960733333,279.487261539,254.117666667,262.745133333,210.196133333,58.6274333334,235.294066667
187.53,2220.0,413.333333332,1706.66666667,3365.12820513,3140.0,3386.66666667,1973.33333333,-423.333333334,2513.33333333
187.91,-109.090866667,24.8486000002,-64.2423333334,-205.361246154,-195.151466667,-209.091066667,-73.3332666667,97.2727,-102.424266667
188.29,-4.2666666666,58.6666666666,9.86666666674,-26.3794871795,-33.3333333333,-46.3999999999,37.6000000001,91.7333333333,10.1333333333
188.67,9.82466666658,48.2456333333,13.6841999999,2.80706153859,-8.24566666662,-19.9999333333,38.5964666666,68.3332333333,12.2806666667
189.05,28.6905333333,58.9286333333,37.7381333334,33.3607794872,17.7380666667,11.1904666667,51.7857333333,65.5357333333,29.4046666667
189.43,40.0912666667,68.5388333333,49.0410666667,49.0481794872,37.0775333333,36.1643333333,61.0046,69.1325,44.2007333333
189.81,50.7818666667,81.9340333334,56.7078000001,56.8534974359,46.7489333333,50.3703333333,68.3128666667,75.4731666667,50.9466
190.19,54.2994666667,98.9371333334,62.5120666667,62.2296820512,51.4008666667,58.5506666667,76.2316666667,86.7149333333,52.4637333333
190.57,43.6714666666,94.3962,49.7584666667,47.6031589744,37.971,51.2076666667,60.6764,76.9566,40.2898666667
190.95,53.7300666666,95.8728666667,56.9047999999,61.9047282052,44.6031333333,52.8572666667,58.6508666667,78.4920666667,45.7144
191.33,55.4472666666,103.861766667,53.6585333333,69.4122512821,47.8048666667,57.0733333333,58.374,83.2926666667,43.4958666667
191.71,36.9368666667,92.8376666666,35.7657333333,57.8656717949,32.7027333333,40.8109333333,38.4684666667,65.4954333333,27.6578
192.09,24.8484666667,81.6017333334,24.0691333334,45.1349846153,20.3462666667,23.6362666667,25.5410000001,50.7791333333,12.8138666667
192.47,8.05033333332,92.8302333334,7.79886666666,38.1131333332,1.25786666668,9.55966666667,5.91193333328,48.3647666667,-8.80506666666
192.85,-54.2856666666,118.9285,-46.6666666665,14.542102564,-49.5238,-34.2857999999,-52.8572,36.5476666667,-70.9521333332
193.23,-3513.33333333,2016.66666667,-2840.0,-1715.38461538,-2773.33333333,-2326.66666667,-2973.33333333,-260.0,-3320.0
193.61,421.333333333,-150.666666667,372.666666667,272.051282051,377.333333333,332.0,350.0,125.666666667,380.666666667
193.99,455.0,-253.333333334,421.666666667,242.820512821,452.5,365.833333333,330.833333333,119.583333333,380.0
194.37,-418.333333333,772.499999999,-444.999999999,-23.5897435896,-601.666666667,-445.000000001,-283.333333333,161.666666667,-340.0
194.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.51,-188.148133333,289.629566666,-172.5926,-39.3162256411,-158.518533333,-148.147933333,-5.9258666668,5.55559999992,-77.7779333334
195.89,713.333333334,-3439.99999999,673.333333333,-535.384615385,226.666666666,453.333333336,-686.666666667,-1163.33333333,40.0
196.27,40.7408000001,-110.123466667,45.1852,-16.0114153848,10.1234666667,24.4442666667,-16.7899999999,-42.3458666667,18.0247333333
196.65,60.3028666667,-112.5758,70.9091333335,-18.0186051281,16.6665333333,32.4241999999,-21.5150666667,-31.6667999999,39.3940666667
197.03,42.4999999999,-435.833333334,68.3333333334,-165.064102565,-95.8333333331,-67.4999999998,-238.333333333,-226.25,-16.6666666668
197.40,47.4073333334,-318.888999999,128.889,-105.925964102,-25.1850666665,20.7406666664,-155.555533333,-145.1853,40.0000000001
197.78,24.5833333333,-160.416666667,77.9166666668,-64.3589743591,-23.3333333333,12.4999999998,-80.8333333334,-80.2083333333,19.1666666666
198.16,61.6666666667,-87.0833333335,125.0,-24.3269230769,-2.50000000008,55.4166666666,-25.4166666666,-23.9583333333,61.2500000001
198.54,-428.888933334,582.222366667,-662.222199999,157.948671795,202.2222,-188.8888,191.111066667,40.0000666666,-291.111133333
198.92,-1206.66666667,1760.0,-2326.66666667,745.641025639,886.666666667,-473.333333332,626.666666667,-50.0000000006,-593.333333334
199.30,212.2222,-261.111000001,377.777733333,-141.025661539,-56.6666666665,81.1109999998,-70.0000666666,2.7777,72.2222
199.68,198.0952,-143.809466666,298.0954,-96.7765179479,-64.7619333333,99.0478,-22.8570666668,10.0000666668,73.3334
200.06,-413.333333334,301.111100001,-553.333333332,289.401758975,206.666733333,-122.222133333,235.555466667,36.6667,-11.1111333342
200.44,-52.9628666667,76.8518333333,-46.6666666665,74.7864923078,56.6666666667,14.4444666667,61.1112666666,24.0740333333,51.1112
200.82,-101.9048,82.3808666667,-74.2856666664,75.4578410255,26.6666666666,-24.7618666667,34.7618666667,-8.09516666666,43.8096
201.19,4.8888666668,128.6667,17.3333999999,157.641025641,80.0000666667,53.7777999999,81.7776666668,55.5556333333,131.111
201.57,32.0833333334,138.333333333,60.4166666667,201.762820513,121.25,110.0,116.666666667,86.8749999999,175.0
201.95,17.9709333335,99.8551333333,52.7536666667,149.141651282,79.4202000001,78.8405333333,73.6232000001,57.1014,113.043533333
202.33,-20.889,140.222266667,61.3332666666,184.615246154,76.4445333333,97.7778,67.5555333333,53.1111,135.555533333
202.71,166.6668,-139.523933333,26.6667333331,-211.575082051,18.0950666666,-44.7619333332,24.7618666667,34.7619666667,-100.000066667
203.09,185.7144,-128.571399999,7.6190666668,-238.827805128,83.8096666668,-34.2856666666,24.7619999999,-3.80940000012,-82.8569999999
203.47,-800.0,1226.66666666,473.333333333,2573.33333333,326.666666666,813.333333333,273.333333332,269.999999999,960.000000001
203.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.22,-114.285733333,155.238066667,109.523733333,446.226969231,38.0952666666,109.523933333,-10.4762666665,19.0476333334,133.3334
204.60,-194.444333334,93.3332666659,134.4444,519.658225642,-31.1111333332,104.4444,-55.5555333334,-73.8888333333,58.8889333334
204.98,-17.9166666666,73.7499999999,97.0833333335,232.051282051,33.7499999999,104.166666667,31.25,32.9166666667,71.6666666667
205.36,-49.565,42.0287666667,37.9709333333,127.759215385,-1.7390666666,32.7536666667,0.289799999934,-3.91296666667,24.0580666667
205.74,-93.3333333334,55.2083333334,35.8333333333,165.865384615,-5.83333333326,1.6666666666,-9.99999999994,-21.6666666667,12.9166666667
206.12,-318.888866667,44.4444333334,-7.77773333326,390.769338461,-45.5554666669,-32.2221333326,-71.1112,-150.555533333,39.9999333334
206.50,-40.7018,44.7367333334,60.7019333333,181.160625641,50.1754,31.5788666665,40.0000666667,1.92986666668,86.6667333333
206.87,-8.2758666666,36.0919666667,55.6322,134.765805128,41.6093333333,35.8619333334,46.2068666667,15.9770666667,106.666666667
207.25,-12.5925333335,33.0864333334,67.6543333333,130.351523077,59.5060666667,40.2470000001,47.9012666665,9.62963333334,120.246933333
207.63,-4.0581333334,46.8115666667,95.0725333334,160.980989744,85.2174666667,60.2899333332,68.6956666669,22.4638333333,141.4494
208.01,36.5656000001,72.4242333333,108.282866667,149.619169231,86.2625333333,78.99,100.404,54.2423,134.949666667
208.39,60.4761999999,106.1906,136.666733333,185.476225641,121.428733333,105.476066667,135.952266667,79.9999666667,182.857
208.77,61.8182,80.3030333333,97.1717999999,140.326210256,97.9796666668,73.3332,114.949466667,68.9898666666,157.373666667
209.14,77.4467333333,86.0283666667,98.8652,129.24174359,101.418466667,75.3190666667,112.482266667,76.7376333333,143.404266667
209.52,114.263533333,111.007633333,129.1474,163.577728205,134.108533333,102.0154,144.031,104.806266667,186.821733333
209.90,111.4942,99.9425666667,121.7242,146.534046154,119.425333333,99.7701333333,130.459866667,100.4597,164.022866667
210.28,99.7143333333,84.9047333334,109.809466667,121.46525641,103.428533333,85.4284666665,111.5238,89.4762333334,135.333333333
210.66,94.3775333333,79.3976,101.4456,112.400389744,97.6708,84.8995999999,103.373466667,85.5421333333,121.0442
211.03,87.8547333333,76.2045333333,96.1057333334,103.777676923,93.4654666667,81.5180666666,96.4355999999,80.9900333333,105.412733333
211.41,78.9408666666,69.2523666667,88.4734666665,95.2264307692,84.9221333333,75.3270666667,88.5359333332,78.38,94.3302666667
211.79,71.9713333333,64.5878333333,85.0180000001,88.9221384615,75.1254666667,70.3225333334,86.1648666667,76.3799666667,91.3261333333
212.17,55.3725333334,51.6078333334,69.0980666667,76.1929538462,62.2744666667,53.8039333333,67.6078666667,62.3530333333,78.8235999999
212.55,41.0397333333,39.5718333334,52.7217333333,58.6120102564,45.8716,43.9143333333,52.5994,48.8685,60.7339333333
212.92,37.9200000001,40.0799999999,51.2533333333,58.1743589744,45.92,46.08,51.1466666667,49.2,57.44
213.30,29.4047333333,36.5772666666,49.5834666667,55.0182717949,43.512,45.1785333333,49.8215333333,47.7380666667,56.8451999999
213.68,16.0902,24.411,36.5413333333,40.4125794872,34.6868,35.8898666667,37.4936666667,34.7869333333,41.0525333333
214.06,7.09226666665,17.6594333333,26.8085333333,28.0086974359,26.0992666667,27.3759333333,28.4159333333,22.7897,31.5368
214.44,8.83333333334,18.7916666667,26.2916666667,27.7467948718,25.5833333333,27.7083333333,27.3333333333,21.5,32.5
214.81,2.85093333334,16.2281,21.8861333333,24.5275435897,22.5878666667,23.4211333333,23.9912,19.1228,31.2719333333
215.19,-1.69159999999,13.2586333333,20.6964666667,22.4492615385,24.0298666667,22.3384,24.1294666667,19.1046333333,34.4777333333
215.57,1.30326666665,15.8647,23.2581333333,23.3159076923,25.6641333333,24.8121333333,27.1177333333,19.2981333333,39.7494666667
215.95,5.64806666667,18.9583666667,25.0001333333,25.292025641,28.8888666666,24.8610666667,28.0092666667,17.7314,41.3424666667
216.32,5.4422,15.0339,23.1746,23.2653282051,27.4376666667,25.0340666667,27.8456666667,14.1724333333,40.6350666667
216.70,1.03713333334,9.92579999998,19.4074666667,18.9516153846,25.9752666667,21.4321333333,25.8272666667,7.03693333334,36.5431333333
217.08,-7.61913333333,4.64980000002,13.5014666667,10.8468974359,20.0000666667,15.5742666667,20.3920666667,-2.12893333334,35.5742
217.46,-6.66666666666,3.2546,9.02886666667,7.92674358975,15.6956,11.1811333333,17.0079333333,-4.4357,35.1707333333
217.83,-3.89373333331,4.15923333332,12.3304666667,9.79344102565,13.2153333333,10.9735333333,17.8762,-4.8082,38.23
218.21,1.54739999999,4.13686666667,14.8213333333,15.7188307692,14.7024,15.5952,18.1548,1.33936666666,43.3928666667
218.59,-7.11619999999,-1.27336666666,9.58799999999,12.4401333333,11.7603333334,9.88766666666,15.0562666667,-0.9364,45.0187333333
218.97,9.03413333331,11.2149,20.5607333333,20.9298871795,20.6231333333,17.5701333333,23.9252666667,11.2462,49.7194666667
219.34,12.7536,11.942,20.6956666667,23.4068820513,18.4348666667,18.0291333333,20.2319333333,11.7391333333,46.5507333334
219.72,11.5966,10.4482333333,17.5910666667,23.3958153846,18.1513333333,15.8544666667,15.8543333333,12.1569,46.4986
220.10,22.1875333333,20.7033,24.2707333333,30.5568410256,28.0208666667,25.1563333333,24.6354666667,21.6405666667,54.8959333333
220.47,31.7762666667,30.1216,31.7275333333,36.1332205128,34.6958666667,31.6301333333,30.3649333333,30.2433,58.4426666667
220.85,33.1925333333,30.1642333333,34.9765333333,38.4000358974,33.5681333333,31.5024,29.9999333333,32.7699333333,62.2064
221.23,33.242,27.3972,34.6119333333,37.5378051282,30.2738666667,28.2192,25.8904,29.2465333333,58.9954666667
221.61,31.0276,23.3835,33.5838666667,37.119625641,28.4711333333,24.3607333333,19.9499333333,26.2656,56.0903333333
221.98,27.1604,20.9630333333,29.9259333333,34.4880410256,27.358,20.9383333333,16.8394,26.2469,53.5802666667
222.36,22.3288666667,20.6848333333,27.8082666667,31.3065128205,24.2466,18.2190666667,13.379,24.0637666667,49.6803333333
222.74,23.699,19.4407333333,28.3440666667,29.9354564103,23.0967333333,17.9354,12.9893333333,23.5484666667,47.9999333333
223.11,15.8866,11.3239333333,22.4114666667,23.8006102564,15.5554666667,12.3403333333,6.00486666666,17.9669666667,42.2222
223.49,9.68826666667,5.97123333335,17.0744666667,16.2737487179,9.11279999999,7.19413333332,0.9112,11.9185,37.8897333333
223.87,6.7676,0.9344,14.8485333333,12.9175230769,5.60613333335,3.93940000001,-0.0506,8.51009999999,34.8484666667
224.24,-1.92000000001,-10.96,8.58666666666,6.77743589743,-3.89333333333,-2.93333333333,-7.52000000003,2.07999999999,29.5466666667
224.62,-16.8140666667,-23.8053333333,-0.826000000014,-3.07695897437,-12.9203333333,-13.6873333333,-17.758,-7.10913333333,26.7257333333
225.00,-25.0313333333,-26.2891333333,-10.3144666667,-10.358,-17.7988666667,-20.2516,-24.8428666667,-11.9812,22.2012666667
225.38,-19.2856,-18.2738,-2.55953333333,-3.80054871796,-7.26186666667,-10.6548666667,-14.3454,-5.11906666665,27.7379333333
225.75,-13.4328,-11.8658,1.89053333335,0.302405128208,-2.83580000001,-4.42793333333,-7.16400000001,-3.20883333333,27.4627333333
226.13,-16.0097333333,-16.6666666667,-2.62766666666,-3.13307179487,-7.786,-6.91000000001,-7.83446666665,-9.02666666667,24.8175333333
226.51,-23.4390666667,-23.6509333333,-10.1058,-9.90223076924,-15.1852,-13.4390666667,-11.5344,-16.2695666667,20.0528666667
226.88,-19.2592666667,-16.8288,-7.5926,-6.32125128205,-11.0649333333,-8.10193333334,-6.66666666667,-12.9861333333,20.4628666667
227.26,-13.0980666667,-11.0197666667,-6.39226666667,-3.29714358974,-8.78426666666,-5.41180000001,-4.98033333333,-12.2745,19.5293333333
227.64,-12.2613333333,-10.0502,-7.30299999999,-3.11555384616,-6.6332,-5.19266666667,-3.91953333333,-11.4405666667,14.4723333333
228.01,-7.49653333333,-5.61546666666,-4.75793333333,-0.119189743586,-4.23233333333,-1.82559999999,-1.99173333334,-8.38176666667,13.2504666667
228.39,-5.30946666665,-3.98813333332,-3.59526666667,-0.380938461546,-3.50006666666,-1.02373333333,-1.19053333333,-7.44060000001,11.9286666667
228.76,0.5754,1.12106666666,0.8928,4.08890256409,0.456333333334,3.15486666667,1.52773333335,-3.482,13.3532
229.14,4.11226666667,3.84059999999,4.32966666667,6.76565128204,2.62693333333,6.90213333333,4.34786666667,-0.416666666668,13.6775333333
229.52,6.85193333334,6.85200000001,7.77773333334,9.8200974359,5.4378,10.1008666667,7.54206666667,2.62633333333,15.303
229.89,9.34593333333,9.43263333334,9.23559999999,11.6725333333,7.51773333333,12.9550666667,10.2441333333,5.79200000001,16.7849333333
230.27,10.7944,11.7892333333,10.6906,13.1312,9.2504,14.8775333333,11.6406,8.27773333333,18.3816666667
230.65,12.5328,12.9054,12.4085333333,14.5820153846,11.4147333333,16.1354666667,13.2366666667,9.96543333334,19.9448666666
231.02,11.7322,12.7397333333,11.4976,13.9671128205,10.3658,15.7625333333,11.8012,9.20623333333,19.3374
231.40,10.3095333333,12.2293333333,10.6188666667,13.2338615385,9.87326666666,15.1476,10.8158,8.48796666666,18.2839333333
231.78,11.2473333333,13.8406,11.8392666667,14.5031589744,10.5708,16.1381333333,11.8393333333,9.33750000001,20.4648666667
232.15,10.8278666667,13.8389333333,11.3846666667,14.6857179487,10.9304,16.2491333333,11.8095333333,9.45786666666,20.9377333333
232.53,11.7338666667,15.0299333333,12.7802666667,16.3883589744,12.0177333333,17.3094666667,12.4065333333,10.6726333333,22.0477333333
232.90,11.9842,15.3018666667,13.5843333333,17.0171179487,12.0470666667,18.6824,14.1333333333,11.6626666667,22.808
233.28,12.51,15.8035333333,14.616,18.5833948718,12.6682,18.7330666667,14.6002,11.3220666667,24.1645333333
233.66,12.6728666667,15.1997,12.9492666667,18.4969282051,11.9816,18.1260666666,13.6559333333,11.2136,23.702
234.03,10.4936666667,12.0600666667,11.173,16.4315487179,9.75306666665,15.7252666667,9.78386666666,7.9706,21.1728
234.41,8.86853333333,10.6312333333,10.3002,15.5966153846,7.86760000001,13.98,8.0216,4.9654,19.1994
234.78,8.46933333333,10.5750333333,9.61933333333,15.3847025641,7.07066666666,13.4112,6.93086666667,4.27353333333,17.3892666667
235.16,9.3152,10.4365333333,10.5342,16.4483948718,8.33713333333,13.3784666667,8.62293333333,5.20686666667,17.8178666667
235.54,11.0915333333,11.5238666667,12.6740666667,18.7220615384,10.6373333333,15.7068,10.5348,7.14276666667,20.0001333333
235.91,11.4588,11.4728666667,12.7977333333,19.4091538462,11.4447333333,16.7864666667,10.8526666667,8.11843333333,19.2811333333
236.29,12.1870666667,12.4506333333,13.6232666667,19.4183333333,11.6074666667,17.4968,11.6336666667,8.45843333333,19.4597333333
236.66,9.59533333333,10.501,11.4708666667,16.8094666667,9.59546666666,15.3372666666,9.65960000001,6.24913333333,16.4547333333
237.04,8.75953333334,9.95619999999,9.96240000001,15.6083487179,8.88466666667,13.7969333333,8.60893333333,4.7995,15.6016
237.41,9.06566666667,9.80103333334,9.80113333333,14.6688153846,9.81320000001,14.129,8.68000000001,5.49733333333,15.3706666667
237.79,8.63519999999,9.60139999999,9.42026666667,14.0636512821,9.86726666667,13.8527333333,8.21246666667,5.31403333333,14.8066
238.17,9.17413333333,10.4277333333,9.76846666667,14.6065384615,10.1722,14.4386,9.34033333334,6.29223333333,15.0682666667
238.54,10.1777333333,10.9665666667,10.4666,14.334225641,11.5556,15.3110666666,10.4222,8.14453333333,15.6221333333
238.92,11.1147333333,11.5087666667,11.3038666667,14.6500410257,11.8822666667,16.1304666667,10.9989333333,8.6857,16.2987333333
239.29,9.71513333335,10.115,9.59520000001,12.601225641,10.2048666667,14.9026,9.02560000001,7.19136666667,14.4526
239.67,9.62353333333,9.85756666667,9.1552,11.2065487179,9.12759999999,14.0496,8.58586666667,6.88706666667,13.7557333333
240.04,10.1081333333,10.2369,9.65086666667,10.9646974359,9.04406666667,14.3806,9.01906666667,7.1281,13.7240666667
240.42,10.2553333333,10.4203666667,9.54966666666,10.5773948718,8.9114,14.6246666667,8.93400000001,7.3535,13.4910666667
240.79,11.4370666667,11.5486333333,10.2559333333,11.3945076923,9.78986666668,15.4920666667,10.0197333333,8.54996666667,14.6652
241.17,11.1780666667,11.3199,10.4282,11.4064871795,9.8258,15.6242666667,10.0796,9.07003333334,14.4198666667
241.54,9.7448,9.83779999999,9.03773333332,9.82769230768,8.05953333334,14.1254666667,8.80913333333,7.72733333333,12.839
241.92,8.68186666667,8.65493333334,8.01186666667,8.3670102564,6.86233333333,13.2111333333,7.88953333333,6.68856666667,11.5382666667
242.29,7.82706666666,7.67236666667,7.24913333333,7.48575897435,6.3436,12.6461333333,6.99879999999,6.07266666667,10.6758666667
242.67,7.9706,7.81669999999,7.40746666667,7.65124615385,6.26813333333,12.8653333334,6.84426666667,6.10996666667,10.5480666667
243.05,8.01593333334,7.72993333333,7.42273333333,7.48850256411,6.4746,12.949,6.91306666667,6.23646666667,10.6809333333
243.42,8.72786666667,7.99149999999,8.03419999999,7.84343589744,6.7844,13.3455333333,7.43773333334,6.6525,11.1096666667
243.80,8.69980000001,8.02283333334,8.04873333333,7.94568205128,6.86633333334,13.4332,7.37366666667,6.68863333333,10.9764666667
244.17,8.34113333333,7.64986666667,7.52966666667,7.63769230768,6.4618,12.9196,6.89106666667,6.40856666667,10.5791333333
244.55,8.64866666667,7.68690000001,7.94033333333,8.16257948717,6.926,13.0662666667,7.20486666666,6.8949,10.7162
244.92,8.10386666667,7.13329999999,7.45673333333,7.94265641025,6.54253333333,13.0023333333,6.82846666667,6.56886666667,10.0527333333
245.30,8.03186666666,6.81226666667,7.32846666667,7.53473333333,6.33053333333,12.6056666667,6.57306666667,6.4621,9.71926666667
245.67,8.41786666667,7.03513333333,7.6236,7.85465128205,6.858,12.6698666667,7.03026666666,6.90743333333,10.0447333333
246.05,8.54786666666,7.02213333333,7.72713333333,7.83212820513,7.051,12.4664,7.20706666667,7.1723,10.2962
246.42,8.62246666667,7.213,7.74866666667,7.64658974359,7.05986666667,12.1853333333,7.39773333333,7.30796666667,10.4645333333
246.79,8.13793333334,6.74056666667,7.2468,7.03049230769,6.7176,11.4978666667,7.0818,7.01003333333,9.91746666667
247.17,7.74366666667,6.4212,7.0008,6.7071948718,6.44626666667,11.2223333334,6.83713333333,6.75753333333,9.56133333334
247.54,7.56719999999,6.34976666667,6.90106666667,6.58269230769,6.45826666667,11.1806,6.82073333333,6.76983333333,9.45519999999
247.92,7.59660000001,6.27956666667,6.88553333333,6.46648205128,6.46473333333,11.0760666667,6.87686666667,6.7845,9.51700000001
248.29,7.42946666666,6.0415,6.7438,6.13795384616,6.2248,10.8471333334,6.56266666666,6.62706666667,9.30493333334
248.67,7.30953333333,5.92353333333,6.6812,5.8695025641,6.09266666667,10.816,6.44333333333,6.5289,9.21320000001
249.04,7.28113333333,5.8406,6.7032,5.69432307692,6.0414,10.6348666667,6.26486666667,6.48833333333,9.34366666667
249.42,7.1198,5.62163333333,6.5574,5.50594871795,6.011,10.5600666667,6.0748,6.32046666667,9.33053333333
249.79,7.10573333333,5.70846666667,6.63026666666,5.50317948718,6.19613333334,10.7325333333,6.05773333333,6.44593333333,9.47846666667
250.17,7.32226666667,5.85256666667,6.8176,5.62102564103,6.46126666667,10.8962,6.17766666667,6.5731,9.65533333333
250.54,7.61433333334,5.8257,7.27786666667,5.97348205128,6.80966666667,11.3793333333,6.36666666667,6.839,9.9804
250.92,7.68953333333,5.74903333333,7.43993333333,6.03644615385,6.84113333333,11.6305333333,6.28753333333,6.71036666666,10.0902666667
251.29,7.54946666667,5.5688,7.2646,5.749,6.5654,11.2829333333,5.97046666667,6.4262,9.79926666667
251.66,7.73286666666,5.73813333333,7.4896,6.03387179487,6.68946666667,11.4340666667,5.98933333333,6.51773333333,9.88493333335
252.04,6.90426666667,4.8644,6.73366666667,5.20694358974,5.9538,10.7865333333,5.20753333333,5.79653333333,8.82193333332
252.41,6.77866666667,4.64746666667,6.541,5.11230769231,5.82773333333,10.5553333333,5.12486666667,5.52706666667,8.62293333333
252.79,6.3822,4.10453333333,6.02853333334,4.63946666667,5.408,10.0222666667,4.64186666667,5.03186666667,8.48646666667
253.16,6.39053333333,3.93273333333,6.1006,4.53734871795,5.42613333333,9.95800000001,4.738,5.02623333333,8.38226666667
253.54,6.68773333333,4.2182,6.1812,4.74605128205,5.65693333333,10.0544666667,5.02366666667,5.2946,8.47833333333
253.91,6.89606666667,4.29023333333,6.39766666667,4.77575384615,5.63446666667,10.2938,5.2474,5.55366666667,8.67033333333
254.28,6.89673333333,4.5335,6.73713333333,4.9730051282,5.77626666667,10.6882,5.35706666667,5.88203333333,9.11906666666
254.66,7.10666666666,4.84856666666,6.7632,5.04208717949,5.83666666667,10.8473333333,5.65533333334,5.94273333333,9.07939999999
255.03,7.60746666667,5.4121,7.15326666667,5.47828717949,6.32486666667,11.3389333333,6.1038,6.4918,9.61386666666
255.41,8.18993333333,5.96496666667,7.868,6.04282564102,7.10833333333,12.0042666667,6.68733333333,7.32496666667,10.4851333333
255.78,7.45466666666,5.1209,7.266,5.141,6.67526666667,11.1881333333,6.1228,6.67326666667,9.93366666667
256.15,8.22120000001,5.98269999999,7.95853333333,5.89844102564,7.37413333333,11.8847333333,6.819,7.45233333333,10.8216
256.53,8.92713333334,6.85676666667,8.60406666666,6.57201025641,8.3506,12.7651333333,7.62719999999,8.33646666667,11.7964
256.90,8.92466666667,7.02516666667,8.65753333334,6.81444102564,8.41326666666,12.5896,7.79946666667,8.61546666667,11.5142
257.28,8.58426666666,6.91943333333,8.0652,6.44352820513,8.11706666666,12.1012666667,7.6636,8.3245,10.8480666667
257.65,8.17580000001,6.639,7.77926666667,6.05847692308,7.638,11.7318666667,7.2568,7.8347,10.4685333333
258.02,7.3176,5.84333333333,6.73386666667,5.25133333333,6.67473333333,10.4977333333,6.25506666667,6.8133,9.37593333333
258.40,6.6082,5.0251,5.8366,4.60581538462,5.81313333333,9.40886666667,5.49833333333,6.0091,8.40853333334
258.77,5.91646666667,4.45056666667,5.2618,4.05655897436,5.1094,8.65313333334,4.84293333333,5.37873333333,7.73813333333
259.15,5.80393333333,4.3023,5.18206666667,4.00123589743,5.04626666667,8.47740000001,4.86333333333,5.3879,7.63993333333
259.52,5.78353333333,4.22473333333,5.02813333333,3.99997948718,4.9558,8.44466666666,4.8704,5.26723333333,7.5144
259.89,5.9962,4.5741,5.26493333333,4.20077948718,5.1118,8.681,5.11486666667,5.4938,7.6434
260.27,6.02073333333,4.57343333333,5.3792,4.26007179487,5.15926666667,8.70879999999,5.1984,5.5471,7.66973333333
260.64,5.86086666667,4.3973,5.3196,4.11637948718,4.99446666667,8.54286666667,5.07293333333,5.45133333333,7.48273333333
261.01,6.1158,4.5744,5.55893333333,4.32208205128,5.213,8.74639999999,5.29833333333,5.5876,7.65199999999
261.39,6.29086666667,4.6063,5.72513333333,4.42032307692,5.29706666667,8.83119999999,5.2612,5.66973333333,7.8072
