wavelength,Back_AcaBaim,Belly_AcaBaim,Breast_AcaBaim,Crissum_AcaBaim,Crown_AcaBaim,DorTail_AcaBaim,Rump_AcaBaim,Throat_AcaBaim,WingTip_AcaBaim
190.95,-108.117666667,-28.3765266667,-57.7647999999,-83.1765333334,-51.1765333333,-49.5294666667,-45.6470333334,-35.6470666666,-68.5882666668
191.33,-72.3556,-20.05338,-43.9112,-53.6889333333,-33.0667333333,-36.6223333334,-28.0001333334,-18.8446,-51.3778666667
191.71,-47.3792666667,-1.46203999999,-16.207,-25.862,-9.72406666668,-10.8275333333,-10.8275666667,3.10340000001,-27.6551333333
192.09,-67.9244666667,-7.21513333332,-26.4151333333,-42.5660666667,-15.2453333333,-21.4340666667,-27.1698666666,-8.30186666668,-41.2075333334
192.47,-42.5162,10.63222,-12.3224666667,-26.3870666667,-2.77413333334,-8.45173333333,-15.8707999999,-2.12906666665,-19.2902666667
192.85,-32.7567333333,12.8432466667,-3.13519999999,-17.6216,-1.51353333332,-10.3784,-8.43239999999,-0.324333333334,-17.7297333333
193.23,-43.1891333333,9.48107333335,-10.5404666667,-33.2431333333,-10.6486666666,-20.4864,-13.4592333333,-8.05400000001,-24.7026666667
193.61,-44.5064,10.09616,-14.2278,-38.3292,-13.5189333333,-24.9620666666,-12.2024,-14.1264666667,-18.8860666667
193.99,-54.6136666667,2.04766666665,-27.947,-49.2803333333,-24.0003333333,-38.4003333333,-21.9736666667,-27.7336666667,-32.0003333333
194.37,-32.0918666667,9.98618000001,-19.2184,-36.4138,-10.6666,-23.6322,-5.74709999998,-14.8966,-16.8276
194.75,-23.6743333333,22.75356,-6.55813333335,-21.4419333333,1.90686666666,-5.81386666667,4.2326,-3.48826666667,-3.0232
195.13,-16.4947333333,25.1795133333,4.04133333333,-12.5360666667,10.3092666667,0.412333333326,13.6905666667,2.88666666668,5.27826666667
195.51,-16.9390666667,19.0400933333,4.97386666666,-12.2088666667,6.01746666667,-1.426,7.37376666668,3.65206666668,4.34786666666
195.89,-15.5214,19.6443333333,3.48733333334,-11.8289333333,4.37599999999,-1.70933333335,3.28193333333,1.43579999999,3.62379999999
196.27,-9.67746666667,22.0581066667,10.129,-3.41933333333,8.51613333332,4.6452,10.0967666667,7.54833333333,10.1291333333
196.65,-17.6666666667,17.9,4.93333333332,-11.1333333333,1.60000000001,-0.2,1.66666666665,2.00000000001,-0.466666666674
197.03,-14.7869333333,21.2720733333,5.60666666664,-10.1968,0.688533333327,0.819599999994,4.26239999999,1.27866666667,1.80313333332
197.40,-11.0966666667,26.5096666667,7.80660000001,-2.58079999999,6.51613333333,4.12899999999,9.16123333334,4.12913333333,4.58073333334
197.78,-9.13393333333,29.8268333333,7.2442,-1.25979999999,12.7873333334,4.09466666667,9.57476666665,5.10233333334,6.11013333335
198.16,-6.10219999999,31.4336533333,11.5913333333,1.72259999999,14.3942,7.21160000001,10.8903666667,10.657,11.2992
198.54,-0.69166666666,45.87064,21.9249333333,11.1578666667,25.233,15.1278666667,18.376,22.8872666667,19.9398
198.92,-6.01406666666,40.48228,11.461,3.23406666666,19.4042666667,5.56039999999,11.7448,14.7517333333,12.6524666667
199.30,-4.90239999999,43.2722266667,9.05253333334,3.45853333334,21.203,5.74439999999,13.3233666667,15.1278,16.6316
199.68,-5.10340000001,51.0827066667,4.13786666666,1.10346666665,18.5518,2.62080000001,15.8274666667,10.8274666667,18.2758666667
200.06,-17.8274666666,38.60014,-9.75866666669,-9.41366666667,4.93106666667,-11.3448,8.7241,-2.86213333333,6.51713333334
200.44,-25.7358,34.49806,-20.0000666667,-17.6604,-3.849,-20.3019333333,3.88690000001,-11.0188666667,-0.15099999998
200.82,-27.3332666667,31.78808,-22.4706,-19.9608,-7.25486666666,-21.3726666667,1.96076666667,-15.4117333333,1.8432
201.19,-42.6989333333,30.54458,-38.1687333333,-32.5782666666,-11.6626,-31.3252666666,-8.14456666666,-27.8552666667,-3.66266666666
201.57,-34.5238,33.6286333333,-29.9524,-27.3809333333,-7.28573333334,-25.2856,-11.0473666667,-23.3809333333,3.57160000001
201.95,-21.011,37.69676,-14.7692,-14.8572666667,6.00053340349e-12,-11.7802,-4.00013333332,-11.6044666667,12.2197333333
202.33,-3.02599999999,42.8384933333,1.77406666665,6.50433333335,13.113,3.99993333334,9.73916666666,0.31313333334,20.9739333333
202.71,-5.26986666667,35.8539266667,-0.888933333334,5.26973333332,5.71439999997,1.65073333334,5.30156666667,-7.68253333334,15.3650666667
203.09,4.73280000001,41.30694,11.0229333333,17.0076666667,12.0001333333,10.2290666667,11.0229,3.87786666667,23.1145333333
203.47,-0.372066666666,40.2108666667,6.75966666667,16.0,8.5582,5.70546666667,3.69006666669,1.42646666666,18.1706
203.85,2.96500000001,40.13416,13.2586666666,20.6994,13.8742666667,10.4056666667,7.13289999999,6.7692,21.4267333333
204.22,13.1811333333,47.99468,23.3826,29.2348666667,25.6375333333,20.4294666667,18.1743333333,15.0602666667,30.0403333333
204.60,18.158,52.5579466667,28.6315333333,33.0,30.7368,23.7894666667,19.6842,18.5263333333,34.2632666667
204.98,21.5364666667,56.8581533333,31.4437333333,37.0066666667,37.2185333333,27.6821333333,22.8080666667,20.9536666667,37.0596
205.36,19.679,51.1605066667,27.6297333333,34.4937333333,31.8765333333,25.3580666667,21.1357333333,18.7901333333,34.1976666667
205.74,11.2582666667,44.1695666667,18.3576,25.1920666667,21.5894666667,15.5496666667,16.8476,12.159,28.2117333333
206.12,4.6666,38.8887533333,11.8886666667,18.3888666667,15.3887333333,8.66673333334,14.6388333333,4.77779999999,21.4443333333
206.50,0.661466666666,36.1575,5.76380000001,12.9448,10.7400666667,3.30706666666,9.85813333332,-0.03146666666,18.3622666667
206.87,8.60686666668,35.4649133333,9.59993333333,16.5516,17.4345333333,9.54480000001,13.0483333333,11.7517333333,22.2346
207.25,-4.72446666667,27.8739933333,-0.88186666668,5.35426666668,9.82693333334,2.33073333334,5.92116666668,0.693000000006,15.5589333333
207.63,3.05359999999,31.7924333333,5.55726666667,11.1757333333,11.4198666667,8.30526666667,12.3359,4.94653333333,21.0686666667
208.01,8.20440000001,36.0642666667,5.75193333333,14.5693333333,13.6351333333,13.4598666666,16.1751,9.43079999999,23.5036
208.39,12.0540666667,36.6810466666,8.97293333332,14.8648,12.8108,15.6216,14.4593,12.865,27.2432
208.77,12.7785333333,37.56792,8.80540000001,16.9128666667,12.1878666667,16.5904666667,14.4697,14.282,26.2551333334
209.14,16.6216,40.82158,11.8108666667,20.5675333333,12.0811333333,17.9188666667,17.9188666667,16.9458666667,28.081
209.52,21.4519333333,46.88006,19.9111333333,26.4297333333,17.3629333333,22.163,21.2445666667,23.3482,31.8223333333
209.90,24.9588666667,46.30684,23.7535333333,33.1233333333,23.2055333334,29.2328666667,25.0959,23.6438,33.8356
210.28,38.0741333333,56.1382733333,35.1604666667,45.8766,35.1605333333,41.4814666667,37.2345666667,36.889,46.9629333334
210.66,45.0686,63.8191133333,41.2328,53.0685333333,41.2329333334,50.6028,44.2466,42.6574666667,53.2329333334
211.03,52.2520666667,73.39226,50.6141333333,63.4016,46.3306666667,60.441,55.7795333333,47.4016,63.7794666667
211.41,64.9252666667,78.9015066667,56.3283333333,72.8059999999,54.4775333333,66.5374,62.4775999999,52.9850666667,69.3432000001
211.79,64.4561333333,78.1474133334,55.6841333334,75.3333333334,51.5439333333,65.3684666667,60.2806666667,47.1227333333,68.3859333333
212.17,61.1064666667,78.7912200001,47.7446666667,79.1489333334,48.5956,63.4892,57.1064333334,40.5958,67.4042666667
212.55,60.4,81.74,40.8,85.7,46.1,62.8,53.95,37.4,69.0
212.92,60.0434,74.2870133333,40.3043333333,76.6522000001,46.0434666667,59.2608666667,52.4345666667,38.5652666667,64.8260666667
213.30,55.6853333333,67.2358933333,34.2022666667,74.7415333333,45.9776666667,53.8876,48.2245333334,34.4719333333,63.0561999999
213.68,56.3596,68.0179466666,35.3257333333,80.9887333334,45.7529333333,52.1348,48.0897999999,32.1796666667,64.3594666666
214.06,62.1074666666,71.8708866666,38.6236666667,84.8172666667,51.5269333333,54.3654666667,48.559,41.8064666666,66.5807333333
214.44,64.0,69.1042733333,26.817,89.6902666668,40.5633333333,49.3520666666,36.1127666667,24.7887999999,60.0563999999
214.81,61.7142666667,67.4793799999,17.0159333333,90.1586666667,32.5078666667,46.0954,27.4922000001,16.127,55.1111333333
215.19,58.6154666667,63.3231866667,-2.61533333333,85.0769333333,12.3076666667,27.0768666667,1.30749999992,-7.07686666659,45.2305999999
215.57,47.0003333333,50.947,-3.53299999999,64.3336666666,2.067,16.3336666667,0.333666666666,-10.333,29.4003333333
215.95,57.4648666667,53.6902666666,3.83106666668,61.6338666667,18.3662666667,29.8591333333,10.0845333333,6.8734,33.5774666666
216.32,62.1666,51.4334266667,15.8334666667,63.3888666667,19.0556,32.1668,13.9998999999,12.3888666667,35.0556
216.70,66.4,51.0401,22.5143333333,70.5142666667,24.4571333333,34.9714666667,18.4571666667,17.2570666667,35.7714
217.08,58.8146666667,48.0591533333,8.59246666667,80.7407333333,8.74059999992,26.5185333333,7.33326666666,1.48126666674,31.2592666667
217.46,70.7908666667,53.13496,-9.20926666665,86.6046666666,-4.93033333328,24.0930666667,2.04656666668,-15.907,25.5814666665
217.83,46.6976,25.2279533333,-46.1396,42.2325333334,-29.0232666667,4.46493333335,-20.0000666665,-42.4185333332,-4.65119999994
218.21,16.5333333334,-34.0266666666,-259.733333333,-40.5333333333,-205.866666667,-99.1999999999,-166.666666667,-262.4,-140.8
218.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.97,340.667,314.533666667,987.333666667,414.000333333,760.667000001,758.000333334,749.333666666,871.333666667,619.333666667
219.34,122.1176,109.317506667,353.176466667,135.294066667,236.470533333,264.235266667,226.823466667,304.705933333,211.5294
219.72,91.5554666667,101.644466667,323.999933333,77.7777333335,200.444333333,223.999933333,194.444333333,256.444333333,164.444333333
220.10,112.667,83.8336666667,264.333666667,59.6669999999,173.667,190.667,149.000333333,218.000333333,145.667
220.47,95.04,57.024,239.68,45.12,140.8,159.04,133.92,195.52,118.08
220.85,121.077,85.7846599999,266.615466667,57.3845333333,163.8462,174.0,151.999966667,222.3076,138.923066667
221.23,172.799666667,124.906333333,446.399666667,105.599666667,238.399666667,270.399666667,238.399666667,364.799666667,230.399666667
221.61,-233.778,-106.04454,-653.333466667,-73.7777999999,-312.889,-336.000133333,-312.444566667,-490.666666667,-280.889066667
221.98,-202.8572,-26.1714866666,-761.714266667,20.0,-341.142866667,-341.1428,-292.0,-518.285733333,-270.285666667
222.36,-27.3846,89.1076733334,-309.230733333,116.6154,-119.076866667,-106.1538,-71.6923999999,-188.6154,-64.3078666667
222.74,18.6666666667,69.3333533334,-150.095266667,105.9048,-62.8570666668,-12.5713999999,-17.9046666667,-75.4285333334,-17.1427999999
223.11,18.5364666667,51.3365666667,-58.5365333334,72.9755999999,-24.9756,17.9512,8.48780000001,-18.7316666666,1.36586666674
223.49,2.03779999999,27.5622533333,-55.6226000001,48.5283333333,-31.6226000001,8.07546666666,-2.49056666674,-17.7358666665,-13.6604666666
223.87,-8.64,18.016,-69.12,28.0,-43.04,-5.44,-8.8,-30.56,-26.56
224.24,15.9259333333,19.43692,-44.3704,28.5184666667,-27.3333333333,8.66666666667,12.5185999999,-12.5186000001,-4.37046666668
224.62,11.7996666667,13.653,-40.6003333333,32.4663333333,-22.6003333333,9.39966666668,15.5996666666,-11.667,-1.53366666666
225.00,12.333,21.333,-31.8003333333,34.733,-21.9336666667,14.9996666667,19.933,-5.93366666666,-2.467
225.38,19.5556666667,21.2778,-15.1111333333,35.6666,-14.5556666667,19.889,22.6109999999,0.55546666666,3.4442666667
225.75,16.8358666667,15.7611733333,-13.8508,31.0448,-22.3284,18.03,20.1194999999,-7.16419999998,-0.4776
226.13,14.506,13.8506666667,-8.241,28.6747333333,-12.0964,14.7951333333,12.6264666667,-5.25293333332,2.55406666665
226.51,23.7455333334,16.54548,2.65460000001,32.6908666667,4.18173333334,20.2544666667,18.2544666667,2.94553333334,12.0364666667
226.88,24.0663333333,14.5863333333,3.13299999999,28.6663333333,8.59966666668,16.7996666667,20.133,2.06633333335,12.533
227.26,22.958,13.7613533333,7.09246666667,28.0001333333,11.2604666667,19.0588666667,20.1008666667,2.2522,17.5798
227.64,12.0984,7.0033,-1.86873333333,16.3606666667,3.37699999998,8.49173333333,8.88533333334,-7.31166666666,11.0493333333
228.01,4.03066666667,4.01233333333,-8.58466666667,8.39999999999,-2.98453333333,2.80006666667,0.953833333346,-11.1692666666,4.27693333334
228.39,-6.05633333333,-4.11268,-15.3522666667,0.591666666673,-8.47893333333,-4.42240000001,-7.80273333333,-17.8310666667,-4.53533333333
228.76,0.613599999992,-1.43319333333,-9.05519999999,1.44786666667,-4.49079999999,-1.9386,-3.99990000001,-11.4602666666,0.1226
229.14,2.17766666667,-2.15997333334,-7.68900000001,0.844333333334,-1.9112,-1.28906666667,-3.31123333333,-11.3778666667,2.31106666666
229.52,-5.68173333333,-5.90461333334,-14.3636666667,-2.6818,-5.72706666664,-6.63620000001,-9.7271,-16.6818666667,-1.13633333333
229.89,-13.304,-11.77452,-21.7458666667,-7.16020000001,-12.6850666667,-12.1989333334,-17.2375666667,-21.3038,-8.75126666667
230.27,-21.7484,-22.2418733333,-33.0060666667,-16.4311333333,-22.0358,-20.4070666667,-24.3592,-31.0898666667,-17.8202
230.65,-35.4601333333,-32.7658,-45.6687333333,-26.724,-34.7238666667,-29.9632666667,-34.1595666667,-38.7976,-28.5398666667
231.02,-31.5531333333,-27.7541533333,-41.3854666666,-23.1507333333,-30.7932,-22.8826666667,-29.9664333333,-33.6982666667,-23.8213333333
231.40,-27.5854,-24.6756666667,-39.8964,-20.1657333333,-28.4973333333,-20.2901333333,-27.0466,-29.2435333333,-22.2797333333
231.78,-19.5488,-19.03592,-32.4718,-12.9436,-22.6667333333,-13.1488666667,-21.5589333333,-22.3384,-16.7588666667
232.15,-11.2744,-10.9915333333,-21.4697333333,-3.4976,-13.2092666667,-4.0558,-12.614,-12.6139333333,-7.40453333333
232.53,-8.18006666668,-5.80537333333,-17.0089333333,-0.432466666672,-10.919,-1.3694,-8.48663333333,-9.04486666667,-4.50459999999
232.90,-8.43193333334,-3.92852,-16.1314666667,-1.07046666667,-12.1126666667,-0.356866666673,-9.46473333334,-9.6714,-5.42726666665
233.28,-4.18773333334,1.58132666666,-12.3004,1.37093333333,-8.9202,3.5492,-3.96253333333,-1.8968,-1.40846666667
233.66,-2.28313333333,1.91680666667,-10.4338666667,0.47166666668,-9.56613333333,5.56620000001,-2.32096666666,0.433866666667,-0.773666666674
234.03,5.41386666666,8.65481333334,-2.25133333334,7.42299999999,-0.986133333328,11.8882666667,6.77213333333,7.75826666667,6.64186666667
234.41,11.7584666667,14.7966,4.55193333333,13.6551333333,3.68959999999,16.8620666667,12.4826666667,13.4138,12.8965333333
234.78,16.5809333333,18.4697733333,9.41080000001,16.1493333333,8.84653333332,19.9337333333,15.6514333333,17.1784666666,15.8837333333
235.16,17.5272,18.5091133333,10.2909333333,16.691,9.4182,20.0001333333,17.0364,18.8000666667,14.0364
235.54,16.9009333333,17.2866,10.5225333333,15.3874666667,10.2704666667,18.6666666667,17.9819666667,16.9369333333,12.9008666667
235.91,13.3028,11.8789266667,6.11013333333,10.8073333333,6.69726666667,14.5504666666,14.4954666667,13.7430666667,8.34866666667
236.29,10.5592666667,6.88535333333,3.31746666666,7.41226666667,4.72039999999,11.4692666667,11.7345666667,11.1658666667,4.56873333333
236.66,7.89793333334,3.25302666667,-1.61219999999,3.24493333332,1.40813333334,7.16326666667,6.40816666666,6.26526666667,-0.469399999994
237.04,6.58719999999,3.30642,-2.88073333334,4.23833333333,3.835,7.32106666666,6.73399999999,7.4678,0.422066666666
237.41,5.70426666666,1.31474,-3.8262,1.87833333333,4.2434,5.77386666667,6.55656666666,5.59993333333,0.452200000008
237.79,4.23926666666,-1.7847,-6.735,-0.854733333334,2.76926666666,2.18806666667,4.97436666667,2.97440000001,-2.90586666667
238.17,2.1502,-2.84253333333,-7.11459999999,-2.81406666667,1.99206666666,1.58106666666,4.66403333333,3.92100000001,-0.85373333334
238.54,-4.53013333333,-8.33084666666,-13.5904666667,-9.50993333333,-2.34539999999,-4.11246666665,-1.8152,-1.31713333334,-6.39359999999
238.92,-2.80433333334,-5.04478666667,-10.0924,-7.16020000001,-0.583599999994,-1.49466666665,0.725966666667,0.669066666666,-3.31673333333
239.29,-3.86173333333,-5.83654,-10.9307333333,-7.05666666666,-1.9498,-3.15726666667,-0.3774,-1.27046666666,-3.00626666668
239.67,-5.78313333334,-8.2433,-13.9759333333,-9.78319999999,-5.39753333333,-5.15666666666,-3.02416666667,-4.53013333332,-5.97593333333
240.04,-1.78006666667,-3.56630666667,-8.40926666667,-5.31966666666,-1.43213333333,0.245599999994,1.28903333333,-1.12533333333,-0.94113333332
240.42,-1.17446666667,-2.45129333333,-6.84306666667,-4.618,-0.167733333335,1.95153333333,2.5518,-0.980066666674,0.980066666668
240.79,-0.806133333334,-1.54385333333,-5.17119999999,-3.4222,0.714933333335,3.72626666667,3.5133,0.89726666666,3.16353333334
241.17,-1.07846666667,-1.88672,-5.0102,-3.84986666667,-0.245733333332,3.87719999999,3.35836666666,0.286733333332,3.03080000001
241.54,-1.1498,-1.8017,-4.46473333333,-3.26593333333,-1.06426666667,4.0978,2.17113333333,-0.5994,2.69113333333
241.92,-1.23733333333,-1.00076666667,-3.51693333333,-2.29033333333,-0.586199999999,4.41799999999,2.72466666666,-0.368999999998,3.87513333333
242.29,-1.27046666667,-1.88469333333,-3.88253333333,-2.86226666667,-1.46426666667,4.12753333333,1.65316666667,-1.71926666667,3.0358
242.67,0.175266666666,-0.566906666666,-1.8698,-1.75633333333,-0.061666666666,5.75146666667,2.96799999999,-0.061533333336,4.40686666667
243.05,-1.2034,-1.91675333333,-3.25813333333,-2.90606666667,-1.3366,4.99880000001,1.8122,-1.39366666667,3.75266666667
243.42,0.0739999999986,-0.373260000001,-1.91666666667,-2.11126666667,-0.435333333333,6.69433333334,2.58323333334,-0.185199999999,5.20373333334
243.80,0.525133333335,0.255466666667,-0.605266666667,-1.22806666667,0.507199999999,6.96780000001,3.01673333333,0.516133333333,6.22019999999
244.17,0.493466666667,0.662853333333,-0.257799999999,-1.21846666667,0.554466666666,6.75553333334,3.20526666667,0.571933333333,6.34506666666
244.55,-0.164733333332,0.539566666667,-0.7288,-1.90033333333,-0.303666666667,5.9784,2.30373333333,0.373000000001,5.93486666667
244.92,0.594,0.988793333334,0.148466666668,-1.20413333333,0.461800000001,6.37533333333,2.59790000001,1.0474,6.40819999999
245.30,1.07093333333,1.33824666667,0.957333333334,-0.662199999998,1.04826666667,6.22513333333,2.93673333333,1.2828,6.43706666667
245.67,1.85146666667,1.66691333333,1.36633333333,-0.0068000000006,1.94706666667,6.77706666666,3.43286666668,2.19306666667,7.11186666667
246.05,3.44293333333,2.77157333333,2.81253333333,1.17213333333,3.24106666667,8.046,4.48663333334,3.59613333333,8.3886
246.42,4.3278,3.96862666667,3.86513333333,1.94213333333,4.15146666667,8.52060000001,5.2947,4.7412,9.06619999999
246.79,4.85986666667,4.69078,4.57073333333,2.86106666667,4.52086666667,8.91213333333,6.04613333333,5.32833333333,9.61000000001
247.17,5.1156,4.74550666667,5.034,3.21993333333,4.53526666667,9.07026666667,6.14963333333,5.619,9.43766666665
247.54,4.854,4.59052666667,4.95706666667,3.34766666667,4.43786666667,8.78106666665,6.103,5.38193333333,9.10313333334
247.92,5.2028,5.04263333333,5.3182,3.59213333333,4.78686666667,9.05453333333,6.49839999999,5.53653333333,9.39653333335
248.29,5.56053333333,5.25789333333,5.75813333333,4.15726666667,5.21373333333,9.33473333333,6.75606666666,5.9678,9.7862
248.67,5.65086666667,5.08412,5.77526666667,4.37106666667,5.03706666667,9.21753333333,6.71816666666,5.75933333333,9.57873333333
249.04,5.83113333333,5.42149333333,6.0154,4.64053333333,5.24613333333,9.46499999999,7.07113333334,5.90886666667,9.84559999999
249.42,5.92753333333,5.59574,6.22166666667,4.70366666667,5.403,9.73133333333,7.26436666668,6.15773333333,10.1108666667
249.79,6.00566666667,5.78117333333,6.27766666667,4.78193333333,5.439,9.677,7.48086666667,6.2142,10.0758666667
250.17,6.02946666667,5.70003333333,6.4364,4.8578,5.61273333333,9.84813333334,7.71576666666,6.41173333333,9.82346666667
250.54,5.8846,5.44205333334,6.47773333333,4.97120000001,5.7952,9.82673333335,7.93173333334,6.2572,9.69566666667
250.92,5.53693333333,4.64796,5.73393333333,4.349,5.54253333333,9.57353333333,7.26233333333,5.6328,9.00480000001
251.29,5.44093333333,4.61411333333,5.71593333333,4.13746666667,5.59033333333,9.43506666666,7.34526666667,5.42913333333,9.29746666666
251.66,5.48233333333,4.38398666667,5.82746666667,3.94139999999,5.49466666667,9.26659999999,7.38673333333,5.4824,9.28513333333
252.04,4.97593333333,3.80928666667,5.45106666667,3.53766666667,4.82186666667,9.297,7.04339999999,5.663,8.95659999999
252.41,4.81913333333,3.88162666667,5.1216,3.21386666667,4.87826666667,9.33226666667,7.0362,5.63486666667,8.84533333333
252.79,6.03360000001,5.05144666667,5.96633333333,4.05719999999,6.1546,10.5242666667,8.22539999999,6.79326666666,9.89926666668
253.16,7.07593333333,5.75522,6.13826666667,4.85013333333,6.67126666667,11.2377333333,9.02863333333,7.43353333333,10.3001333333
253.54,7.6062,5.90462,6.14293333334,5.45293333333,6.784,11.5156,9.13946666667,7.85706666667,10.6446
253.91,7.02246666667,5.18525333333,5.46986666667,4.84446666666,6.08093333333,10.9900666667,8.56063333332,7.2022,9.87593333334
254.28,7.08626666667,5.46428,4.86966666667,4.85486666667,5.99246666667,10.8513333333,8.30456666667,7.11573333333,10.1908
254.66,7.97346666666,6.27855333333,5.51426666667,5.34726666667,6.60713333333,11.7305333333,8.93343333332,7.97353333333,11.1763333333
255.03,8.57526666667,7.34715333334,6.79846666667,6.21913333333,7.20553333333,12.0900666667,9.77300000001,8.95099999999,12.1292666667
255.41,10.3613333333,8.82506,8.07666666667,7.7458,8.6416,13.4127333333,11.3783666667,10.3370666667,13.7114
255.78,12.2589333333,10.3928866667,9.29826666666,9.34699999999,10.1153333333,15.0414666667,12.7401,11.5552,15.5512
256.15,13.2619333333,11.5349933333,9.72226666665,10.5317333333,10.9286,15.8732,13.7856333333,12.3572,16.3411333333
256.53,12.9828,11.0142666667,9.2216,10.2080666667,10.2234666667,15.3873333333,13.2523,11.8496666667,15.9266666667
256.90,11.9208,10.3611133333,8.78713333333,9.59213333334,9.49146666665,14.7313333333,12.6612,11.1230666667,15.0979333333
257.28,10.312,8.83013333333,7.98986666666,8.04999999999,8.04346666666,13.1476,11.0158,9.79813333335,13.7013333333
257.65,9.90346666667,8.58112666666,7.734,7.66953333334,7.92100000001,12.8041333333,10.8860666667,9.48239999999,13.2835333333
258.02,9.88540000001,8.84080666667,7.9874,7.82133333333,8.02766666667,12.7804,10.8822,9.73939999999,13.2184
258.40,9.09246666667,8.31595333334,7.75853333333,7.50186666667,7.42919999999,12.1966666667,10.3666666667,8.93006666667,12.4276
258.77,8.01866666667,7.27034,6.74,6.6914,6.43046666667,11.2730666667,9.06236666667,7.8882,11.2135333333
259.15,7.7754,6.98360666667,6.49086666667,6.4776,6.02153333333,11.1198666667,8.85696666666,7.62566666667,11.0333333333
259.52,7.3672,6.6861,6.0258,6.21433333333,5.69126666667,10.8562666667,8.51083333333,7.21513333333,10.5824666667
259.89,7.04666666666,6.53856666667,5.90086666667,6.08613333333,5.56453333333,10.7004,8.29343333332,7.13773333333,10.3554
260.27,6.6978,6.02268666667,5.5732,5.7024,5.17426666667,10.1053333333,7.65356666666,6.5852,9.90706666666
