wavelength,Back_TacSurf,Belly_TacSurf,Breast_TacSurf,Crissum_TacSurf,Crown_TacSurf,DorTail_TacSurf,Patch10_TacSurf,Patch11_TacSurf,Rump_TacSurf,Throat_TacSurf,WingTip_TacSurf
186.77,-5.83333333325,7.61458333333,-18.5,32.1666666666,1.16666666668,33.1666666667,65.6666666667,-7.5,-3.00000000007,8.33333333335,33.6666666668
187.15,9.72224999991,8.88316666667,-4.62966666667,42.4384166666,10.6481666667,40.1234166667,67.747,-1.85183333335,4.16675,11.5740833333,37.4999166667
187.53,20.47625,12.32121875,14.2856666667,49.7619166667,24.5239166667,40.9525,56.6666666667,12.2618333333,11.7856666667,18.8095,39.52375
187.91,22.8631666667,15.805109375,21.3675,54.38025,29.1665833333,39.6368333333,51.49575,19.33775,15.2776666667,22.75625,36.5383333334
188.29,10.0939166667,3.43303645832,12.3238333333,46.7137500001,15.493,27.5821666666,38.9670833333,6.57283333332,-3.52116666669,8.09858333332,19.01425
188.67,5.59516666668,-2.50727083332,13.8096666667,42.3807499999,7.97608333335,25.4760833333,33.0953333333,3.21425,-10.7143333333,7.97633333332,9.52366666668
189.05,7.85033333335,-8.12197395835,12.0771666667,41.546,3.01925,19.082,25.12075,0.2415,-13.4059166667,8.81633333333,4.10616666668
189.43,16.18225,1.16878645834,23.3526666667,43.3139166667,8.23641666666,21.7055,24.1279166667,6.49233333332,-4.16666666667,17.4419166667,9.1085
189.81,10.5114166667,-5.68766666667,26.32575,37.6893333333,6.15516666667,17.04525,16.3825833333,-1.60983333335,-8.52275000001,16.47725,5.01908333333
190.19,3.43749999999,-21.9401041667,22.7083333334,33.125,1.56249999998,7.60416666666,9.375,-13.4375,-20.625,9.37500000002,-4.68749999998
190.57,5.77775,-30.2083385417,22.22225,35.1110833334,0.888916666642,10.6666666667,6.44433333333,-18.8889166667,-23.4445,9.11124999999,-9.11124999999
190.95,1.27316666667,-34.1002239583,22.22225,33.9119166667,-4.74525000001,14.35175,6.59724999999,-14.699,-25.3473333333,12.7314166667,-17.12975
191.33,-7.38091666666,-45.3569375,18.6905,28.2143333333,-15.0,7.02383333333,1.19050000001,-21.78575,-27.1428333334,8.92858333335,-25.71425
191.71,-13.889,-43.6776458333,18.0555,24.3054166667,-19.90725,3.12500000001,0.231499999985,-22.4536666667,-23.3796666666,9.375,-28.0091666667
192.09,-8.02841666667,-36.521859375,18.2925833333,23.8820833333,-13.8210833333,9.24791666667,4.06483333334,-10.8740833333,-11.382,16.9715833333,-18.6991666667
192.47,-14.1890833333,-51.9778489583,13.0630833333,22.41,-21.73425,6.98208333335,2.928,-14.3016666667,-11.5991666667,11.036,-25.0
192.85,-14.8010833333,-62.8497864584,6.59208333333,22.1394166666,-21.5173333333,2.61183333333,3.85575000001,-15.0499166667,-15.6716666667,3.98008333333,-26.7414166667
193.23,-23.01,-63.7125416667,-2.61175,12.06475,-21.6418333333,1.61683333333,0.62183333335,-16.7910833333,-25.2486666667,-1.24375,-30.7214166666
193.61,-30.6410833333,-73.3813229167,-13.077,2.82041666667,-24.9999166667,-7.69233333333,-4.87183333332,-24.2308333333,-34.23075,-9.35891666665,-41.7949166667
193.99,-41.5255,-87.0585572917,-30.226,-7.76841666668,-35.7343333334,-19.0678333333,-9.32208333335,-32.90975,-49.57625,-25.4238333333,-61.5819166668
194.37,-39.89075,-73.0021666667,-24.317,-8.87983333333,-33.4700833333,-13.3880833334,-5.05458333334,-31.01075,-42.0763333333,-26.776,-60.1093333333
194.75,-44.9324166667,-71.4597760417,-32.2073333333,-18.356,-37.3873333333,-29.0540833333,-16.6665833333,-36.036,-45.6081666667,-33.1080833333,-64.4144166666
195.13,-66.6668333333,-97.3640625001,-52.9039999999,-38.6364166666,-53.5351666667,-51.76775,-37.8788333333,-56.9445833333,-69.3182499999,-61.2374999999,-87.374
195.51,-49.79675,-71.5191666667,-38.9228333333,-25.60975,-40.14225,-38.2115,-29.1665833333,-40.5489166667,-52.4390833333,-49.79675,-66.3618333333
195.89,-68.17125,-98.813671875,-68.1714166667,-44.32875,-64.0045,-57.4073333333,-56.0185,-69.6759166666,-77.8935833333,-79.3981666666,-95.8333333335
196.27,-64.3193333332,-97.9974479167,-69.95325,-41.1971666667,-66.1971666667,-61.385,-57.04225,-79.4600833332,-76.7605833333,-88.6149166667,-99.7654166667
196.65,-36.447,-60.4623177083,-44.1391666667,-21.5200833333,-40.2015,-39.37725,-36.5383333333,-55.0365833334,-46.7948333333,-57.9669166667,-62.9120833334
197.03,-36.0243333334,-59.8851302083,-43.229,-22.5695,-43.9235833333,-36.0243333334,-38.97575,-57.46525,-43.5763333333,-56.85775,-63.2813333334
197.40,-33.7860833333,-63.003859375,-40.67025,-18.0255,-48.0979166666,-34.6014166667,-38.134,-62.0471666668,-39.0399166667,-59.60125,-63.0434999999
197.78,-50.4329166666,-85.9376302083,-58.1168333334,-24.0259166667,-65.04325,-44.264,-50.86575,-79.6535833333,-50.7576666667,-81.6015833334,-75.6493333333
198.16,-55.4825,-93.4964114583,-62.3901666667,-27.08325,-70.7236666667,-49.3421666667,-57.12725,-85.52625,-51.4255,-88.9253333334,-78.2894999999
198.54,-63.0135833333,-112.450114583,-73.7443333333,-29.9087500001,-83.4473333334,-59.1324166667,-68.94975,-93.3790000001,-60.6165833333,-99.0867500001,-84.9314999999
198.92,-107.118083333,-183.561036458,-119.444416667,-60.0695,-140.10425,-101.388916667,-118.75,-162.500083333,-105.5555,-166.666666667,-140.7985
199.30,-92.4074999998,-172.546260417,-105.185166666,-35.7406666667,-127.037,-94.0739166668,-105.370166667,-159.629666667,-84.8148333333,-151.296333333,-131.481416667
199.68,-162.202333333,-283.016916667,-173.809416667,-66.3690000002,-206.845333333,-162.202333333,-177.678583334,-261.607166667,-143.452416667,-241.071416666,-229.761916667
200.06,-159.6155,-295.172234375,-158.65375,-47.1154166667,-203.846,-162.179333333,-167.948833333,-251.923,-136.5385,-234.93575,-226.602416667
200.44,-314.583333334,-535.7421875,-278.645833333,-131.770833333,-371.354166667,-290.625,-307.8125,-428.645833333,-277.604166667,-406.25,-406.25
200.82,-713.541666667,-1169.07552083,-583.333333334,-284.374999999,-759.375000001,-613.541666667,-666.666666667,-893.749999999,-608.333333333,-858.333333333,-903.124999999
201.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.57,7.99644820201e+15,1.2257888723e+16,5.4482467083e+15,2.55886342464e+15,7.09018407244e+15,7.3140846221e+15,7.13283179619e+15,9.11595095028e+15,6.15193415008e+15,9.00933164095e+15,9.329189569e+15
201.95,-834.52375,-1337.64886979,-551.1905,-280.952416667,-728.571583333,-838.095249999,-820.238083332,-980.952499998,-685.714333334,-963.095333335,-1023.80958333
202.33,-704.762,-1197.69344271,-417.857166667,-189.285666668,-638.095166667,-765.476166667,-724.999916667,-845.238166667,-563.095166666,-854.761916668,-891.666666667
202.71,-306.66675,-529.340145833,-179.999916667,-92.7776666665,-288.33325,-347.22225,-333.889,-371.666583333,-259.44425,-379.444333333,-409.999916666
203.09,-267.22225,-493.854130208,-167.222333333,-45.5554166664,-271.111,-311.111166667,-289.444416667,-307.77775,-212.77775,-341.666583333,-363.889
203.47,-255.882416667,-474.111572917,-174.019666667,-78.4314166667,-280.392166666,-293.6275,-291.1765,-285.784166667,-224.509833333,-337.254833334,-345.588333333
203.85,-103.125,-234.847005209,-73.4374999999,-20.0520833335,-126.302083333,-127.083333333,-130.729166667,-135.677083333,-94.53125,-148.177083333,-152.604166667
204.22,-54.2553333333,-132.624182292,-31.7375,3.01408333323,-64.36175,-68.4395833334,-71.4538333333,-68.4395833335,-40.7802499999,-79.6099166667,-79.0779999999
204.60,-27.77775,-91.2188177084,-13.3040833333,18.2748333333,-33.6255833333,-45.1754166667,-44.883,-43.1286666667,-12.8655,-47.2221666666,-46.0527500001
204.98,-24.074,-91.5413124999,-16.51225,10.95675,-39.50625,-49.2283333334,-49.0740833333,-45.83325,-4.01241666667,-48.1480833334,-46.2963333332
205.36,-19.4444166667,-86.4673645833,-12.427,5.26308333335,-38.45025,-45.614,-49.269,-40.9356666667,3.07016666668,-40.4970833334,-39.91225
205.74,-17.09775,-88.2005312499,-14.0804166667,7.615,-42.6724166667,-44.3965833333,-51.7240833333,-42.385,5.8906666667,-38.93675,-43.9655
206.12,-13.2245,-112.205546875,-24.4565833333,7.06516666665,-63.94925,-59.4202500001,-60.50725,-62.3186666668,12.1376666666,-52.3550833333,-55.4348333333
206.50,-27.8455,-142.53046875,-53.8618333332,-2.64225,-90.2439166666,-77.4389166667,-80.8943333332,-85.7722499999,-3.65858333335,-70.73175,-78.8619166666
206.87,-14.9571666667,-123.370661458,-34.1879999999,25.2135833332,-73.2904999999,-59.8289999999,-66.8804166667,-66.8804166666,31.6239166667,-59.1879999998,-69.4445000001
207.25,-8.63091666668,-81.2965208333,-20.2380833333,17.8570833333,-46.1309166667,-38.2440833333,-45.9820833333,-48.0655,25.5953333333,-40.1785,-48.0653333333
207.63,-21.5151666666,-84.0246770832,-29.5454166667,4.99991666667,-52.12125,-49.6969166667,-50.4545833333,-58.9395000001,15.9091666667,-47.4242499999,-54.2424166666
208.01,-75.9524166667,-162.038604167,-84.7619166666,-30.4762499999,-123.333333333,-120.714166667,-115.952416667,-129.047583333,-13.3333333333,-120.714083333,-124.52375
208.39,-228.70375,-419.704953125,-251.85175,-147.685333333,-343.0555,-320.833166667,-313.425916667,-359.259166666,-129.166666667,-333.333333333,-339.35175
208.77,1241.66666667,1975.3125,1351.66666666,963.333333332,1708.33333333,1555.0,1553.33333334,1710.0,990.0,1676.66666666,1633.33333333
209.14,876.190416667,1433.85407292,945.238083334,649.999916666,1179.76183333,1070.23808333,1085.71441667,1196.4285,816.666666667,1185.71425,1153.57141667
209.52,494.642916667,770.12640625,525.595166667,386.90475,638.095333333,599.404833333,593.452416667,650.0,473.21425,661.904833333,626.190416667
209.90,451.041666667,679.231770833,464.583333333,372.916666667,563.541666667,533.333333333,538.541666667,592.1875,416.145833333,588.541666666,572.916666667
210.28,7741.66666667,10760.4166667,7058.33333334,5866.66666667,8774.99999999,8250.00000001,8808.33333333,9300.0,6366.66666667,9283.33333334,9475.0
210.66,-8033.33333333,-10423.9583333,-6566.66666667,-5816.66666666,-8458.33333334,-7999.99999999,-9049.99999999,-9274.99999999,-5850.0,-9083.33333333,-9383.33333334
211.03,585.000083333,740.381916667,489.4445,447.222333333,611.66675,577.77775,648.889,695.5555,459.444583333,647.777583333,668.333333334
211.41,411.111,519.593223958,336.111333333,316.666833333,419.444416666,403.571333333,457.143,480.158666667,312.69825,457.539666667,463.492166667
211.79,302.678583334,395.684583333,261.012,226.190333333,311.904666667,307.142833333,348.809666666,354.762,230.65475,341.964416667,351.48825
212.17,251.041666667,341.015625,222.135416667,202.083333334,259.114583333,262.760416667,304.947916667,301.5625,194.270833333,291.145833333,300.520833333
212.55,233.333416667,324.49725,208.333416667,189.0805,237.930916667,250.2875,282.758666667,277.58625,165.229916667,273.850583333,295.115
212.92,327.192916667,437.472697917,266.228,235.526166667,310.526333333,344.29825,398.24575,394.29825,202.193,362.71925,427.192833333
213.30,253.055583333,308.663229167,210.000083333,180.555583333,237.499916667,265.0,293.611,295.83325,163.888833333,272.5,313.333416667
213.68,302.777583333,358.658911458,254.861166667,213.541666667,289.236083334,308.333166667,347.91675,346.1805,207.291666667,316.666583333,372.22225
214.06,385.416666667,447.1875,329.166666667,272.916666667,357.083333333,387.5,422.083333334,418.75,280.0,372.5,438.333333334
214.44,332.986083333,381.510463541,286.111083334,223.263833333,297.22225,335.763916667,356.597083333,352.43075,245.138833333,314.236166667,358.680583333
214.81,757.499999999,931.197916667,670.0,482.5,681.666666666,780.833333333,795.000000001,837.5,599.166666667,708.333333333,815.0
215.19,3925.0,4768.75,3504.16666667,2491.66666666,3366.66666667,3945.83333334,3937.5,4150.0,3050.0,3416.66666666,3891.66666667
215.57,1172.61916667,1357.21721354,1039.28583333,741.666750001,1010.71425,1190.47608333,1101.19058333,1208.3335,920.238166667,955.952333333,1139.28575
215.95,-3812.5,-4357.03125,-3258.33333333,-2287.5,-3145.83333333,-3675.0,-3520.83333333,-3866.66666667,-2704.16666667,-2937.5,-3466.66666666
216.32,-1343.05558333,-1415.53808854,-1100.0,-747.222333333,-1075.00008333,-1241.66666667,-1159.72216667,-1293.05566667,-941.666583333,-1019.4445,-1134.72216667
216.70,4425.0,4683.59375,3587.5,2595.83333333,3595.83333333,4104.16666666,3908.33333334,4283.33333333,3112.5,3441.66666667,3541.66666667
217.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.46,-1247.22208333,-1404.86113542,-1105.55558333,-845.833333334,-1138.889,-1208.33325,-1080.55541667,-1181.9445,-818.055583332,-1023.61108333,-861.111166667
217.83,-1255.55541666,-1418.22916667,-1122.22225,-822.222166667,-1134.72225,-1254.16658334,-1079.16658333,-1176.38891667,-811.111,-1093.0555,-826.388833334
218.21,1086.90466667,1175.66953646,980.952333333,698.809583333,1008.33325,1085.71425,945.238166668,1022.61891667,723.809416667,973.8095,707.142666667
218.59,552.564166667,584.21478125,492.948666667,401.923166667,545.512833333,579.487166667,489.102583333,546.153833333,401.923166667,510.897416667,376.923
218.97,297.666666667,281.229166667,270.333333333,230.333333334,292.666666667,302.333333333,257.0,278.333333333,219.333333333,276.0,208.333333334
219.34,264.880916667,250.40934375,263.690416667,219.642916667,274.70225,285.118916667,243.154916666,266.66675,225.0,276.1905,208.631083333
219.72,233.641833334,241.666536458,253.395166667,204.012416667,256.17275,256.172833334,236.728333333,253.703583333,219.753,260.802416666,181.790166667
220.10,257.954583333,270.383442709,284.090833333,236.742583333,298.863666667,290.530333333,259.8485,297.348583334,256.060666667,299.2425,215.530333334
220.47,4008.33333334,4384.375,4716.66666666,3600.0,5125.0,4658.33333333,4141.66666666,4900.0,3900.0,4841.66666666,3200.0
220.85,-101.449416667,-115.10425,-125.362416667,-91.3044166665,-163.40575,-126.8115,-102.173916667,-148.18825,-106.884,-127.898666667,-84.4204166668
221.23,-58.3332500001,-60.38321875,-63.7097499999,-37.3655833333,-86.0215000001,-70.1613333333,-56.98925,-96.2365833333,-57.5269166666,-68.8169166665,-59.6775833333
221.61,-17.6586666666,-14.7693333333,-19.84125,-1.19058333333,-39.484,-25.3969166667,-21.2301666667,-46.6270833333,-20.63475,-21.2300833333,-27.7778333333
221.98,2.95141666666,3.77609895832,8.15983333334,15.27775,-16.1458333333,-4.16675,-3.47233333334,-22.9166666667,-2.25683333333,7.63899999997,-14.2360833333
222.36,17.8205,11.8350729167,16.2820833333,19.4871666667,-1.66658333333,12.436,9.87183333333,-9.61541666666,8.07700000001,11.9231666667,-4.61541666667
222.74,10.71425,3.206234375,6.92641666667,14.9350833334,-5.84408333334,11.90475,2.59741666669,-10.8225,3.89608333333,6.60175,-8.87433333335
223.11,23.5633333333,12.1048802084,18.8698333333,27.20325,5.84299999999,21.07275,9.38708333333,-0.095833333325,17.1455833333,17.7203333333,4.59775000001
223.49,26.5504166667,12.6937447917,26.5501666667,29.2635,5.81383333333,23.934,10.4649166667,2.3255,22.2868333333,24.8061666667,8.62399999999
223.87,14.17625,4.92096354168,22.701,20.115,-2.29899999999,17.3371666667,3.25658333332,-2.96941666667,17.9118333333,19.4444166667,1.72424999998
224.24,-2.99158333333,-13.2811875,6.41033333334,5.34183333332,-19.017,2.35041666666,-15.812,-20.2994166667,-0.640916666658,5.23499999998,-11.9658333333
224.62,-28.629,-42.372234375,-11.6935,-13.3065833334,-47.1775,-20.027,-45.0269166667,-49.73125,-26.4785833333,-14.5161666667,-33.1989166667
225.00,-68.8889166668,-85.8334010417,-51.66675,-38.8888333333,-91.6668333334,-58.5184166667,-101.666666667,-96.4815000001,-73.3333333333,-52.2220833332,-68.3333333333
225.38,-155.64525,-180.158005208,-140.591333334,-109.946333333,-189.51625,-137.6345,-209.67725,-191.935583334,-161.0215,-124.73125,-146.774333334
225.75,-137.037,-147.468286458,-125.925916667,-99.9998333335,-168.5185,-124.074166667,-181.25,-158.101916667,-138.657416667,-106.944416667,-124.074166667
226.13,-113.372166667,-116.267067708,-109.689833333,-82.7519166668,-134.49625,-95.9301666666,-147.86825,-126.937916667,-104.844916667,-86.8218333333,-95.1551666666
226.51,-116.333333333,-110.302083333,-107.833333333,-85.5,-125.666666666,-97.5,-136.666666667,-118.666666667,-102.333333333,-81.8333333333,-89.3333333334
226.88,-132.954416667,-118.726421875,-120.8335,-94.5076666666,-139.015,-103.787833333,-144.696916667,-126.7045,-105.11375,-90.3410833332,-85.6058333334
227.26,-144.25925,-129.363296875,-125.185166667,-109.629833334,-152.407416667,-106.852,-142.22225,-128.148166667,-115.3705,-102.40725,-93.33325
227.64,-102.5735,-92.5780520834,-90.8089166667,-80.8825000001,-106.249916667,-75.3675833333,-94.3628333332,-87.745,-83.7009999999,-76.3481666667,-61.7646666667
228.01,-76.4815833333,-72.309015625,-70.8331666667,-64.4445,-84.8148333334,-65.18525,-71.9444166667,-73.14825,-65.74075,-62.0371666667,-50.1851666667
228.39,-55.8334166667,-52.2964322916,-52.1211666667,-49.0909166667,-65.1514166667,-49.3180833333,-50.4545833334,-53.4091666667,-46.7423333334,-45.303,-34.31825
228.76,-31.09625,-29.3275364583,-30.7605833333,-30.2570833333,-37.9194166667,-26.8455833333,-25.839,-30.7046666667,-24.273,-25.2236666667,-15.8278333333
229.14,-20.54375,-19.5493177083,-21.6133333333,-21.8805833333,-26.6043333333,-16.7111666667,-14.1713333333,-20.0089166667,-13.9928333333,-17.33525,-8.37783333332
229.52,-11.1628333333,-11.102359375,-14.4960833333,-12.86825,-17.9845,-8.64325,-6.12400000001,-11.7828333333,-6.66675,-11.7053333333,-1.39525
229.89,-8.298,-9.58019791668,-11.7584166667,-10.2753333333,-14.3715833333,-4.27266666668,-2.93083333333,-10.8405,-4.76683333333,-9.85175000001,1.27116666666
230.27,-9.06958333334,-9.00480208334,-12.9851666667,-10.3748333333,-14.257,-4.21691666667,-3.648,-12.3828333333,-6.49258333334,-11.1780833333,0.803250000002
230.65,-6.0515,-5.154625,-10.4165833333,-7.60583333334,-11.7724166667,-0.760666666668,-0.397,-9.72216666665,-3.20775,-9.62291666667,2.54633333333
231.02,-1.67275,-2.90629166666,-6.23491666666,-4.53166666667,-7.99883333333,1.18616666666,1.36858333333,-7.66425000001,-1.24708333333,-6.50858333334,3.98425
231.40,-2.706,-4.372265625,-6.48825,-5.62725,-7.995,-1.0455,-0.246,-8.61,-2.06025,-7.257,4.02825
231.78,3.95533333334,2.815484375,2.29466666667,1.02666666667,0.634083333332,5.97816666666,6.52175,-1.90208333333,6.40100000001,0.483,10.2959166666
232.15,7.87875000001,7.86355729166,7.03025,6.15158333334,6.27275000001,12.33325,12.303,3.72725,11.6666666667,4.87875000001,15.4243333333
232.53,9.84,9.7708125,8.9175,7.16475,7.872,14.79075,13.25325,4.95075,12.76125,6.0885,16.7895
232.90,10.2511666667,10.4599791667,9.49058333331,7.30824999999,8.03566666666,15.3769166667,13.9881666667,5.02633333334,12.7315,6.54775000001,17.3279166667
233.28,8.81949999999,9.15594270833,8.95825,5.20825000001,7.84716666667,14.2013333334,12.9860833333,3.19433333333,10.97225,6.21533333334,16.4929166667
233.66,8.09324999999,8.41469270834,10.7338333334,4.52683333333,8.23025000001,14.849,13.51175,3.978,11.214,7.13308333333,16.941
234.03,3.61225,3.85377604167,6.15166666668,0.214583333334,4.82825000001,9.79991666667,8.44058333333,-1.6095,8.15450000001,2.68233333332,12.76825
234.41,-0.497000000003,-1.366625,1.56733333332,-5.73408333333,1.18491666667,4.20483333334,3.40216666667,-7.83658333333,4.85483333334,-1.75833333333,7.75991666666
234.78,-1.85616666667,-4.51214583333,-0.157916666658,-8.57008333332,0.513500000001,2.64616666666,0.868833333333,-9.67624999999,2.80416666666,-1.81666666666,7.58308333332
235.16,-1.87675,-2.88565625,-0.75075,-7.50741666666,1.65175,4.5045,1.80183333333,-8.29583333333,2.66516666666,0.30024999999,7.84524999999
235.54,-0.342916666667,-1.08660416667,-1.20033333333,-4.90391666667,4.08091666667,6.61866666667,3.42933333333,-8.05908333334,4.56091666667,2.2635,7.92166666668
235.91,-6.38883333334,-7.56514062499,-8.57649999999,-10.0346666667,-2.18758333333,2.11791666667,-2.29183333334,-12.8818333333,-2.29158333333,-2.56958333333,2.32649999999
236.29,-9.73358333334,-11.2258385416,-12.6024166667,-12.70475,-5.39625000001,-0.717083333333,-7.27458333333,-15.0615,-7.24024999999,-4.91791666666,-1.26358333333
236.66,-8.81774999999,-11.5814427083,-12.7905,-11.3373333333,-5.29716666666,-1.09833333333,-8.398,-14.4705,-6.52449999999,-3.68224999999,-3.35925
237.04,-9.6855,-12.5962708333,-15.063,-12.7045,-7.83016666667,-2.61008333333,-11.8554166667,-16.00625,-8.36466666666,-5.09441666666,-4.68541666667
237.41,-6.46458333332,-8.94229687499,-12.3160833333,-9.28299999999,-5.23883333334,-0.0919166666675,-9.46691666667,-13.32725,-4.87125000001,-3.09441666667,-1.99133333333
237.79,-4.04758333334,-7.524140625,-11.4285833333,-8.63099999999,-3.75,0.208333333332,-7.91666666667,-12.1131666667,-4.40458333334,-1.19049999999,-1.3095
238.17,-2.09025,-4.92823437499,-6.65574999999,-6.54566666666,-1.10008333333,3.46533333333,-4.20791666667,-7.92083333334,-2.50283333333,1.56766666667,1.12766666667
238.54,2.87016666667,0.390270833334,-0.981749999999,-0.0505000000025,2.81975,9.13916666666,2.56808333333,-1.38466666667,1.73716666667,6.54575000001,6.62133333333
238.92,7.63891666666,6.08615104167,4.03224999999,5.21958333334,6.65325,12.6569166667,7.52691666667,3.76333333333,6.27233333334,10.4614166667,10.7975833333
239.29,6.55224999999,5.00680729167,2.22641666667,3.52008333333,4.79208333333,11.0050833333,6.40350000001,3.49858333333,4.91933333334,8.29091666668,10.1993333333
239.67,5.88483333334,5.11590104167,1.54024999999,2.78441666666,3.0805,10.1301666667,5.4305,3.1595,3.65333333334,7.26699999999,10.2093333333
240.04,6.63833333334,6.451859375,2.45425000001,3.67233333333,3.637,10.2754166667,5.57908333333,3.54875,4.53733333333,7.09741666667,10.4165833333
240.42,5.96574999999,5.91698958333,1.947,2.86608333333,2.91275,9.39258333334,5.73191666667,2.39875,4.53266666667,5.68541666667,9.81291666668
240.79,5.76291666666,6.232296875,2.47566666667,3.49016666667,3.69325,10.0785,7.07524999999,3.43625,4.93766666667,5.64125,10.5790833333
241.17,5.83341666667,6.10623958333,3.23941666667,4.378,4.6595,10.6103333333,8.19233333334,4.67133333333,5.82175,6.39675,10.92725
241.54,5.41666666667,5.212890625,3.10416666667,3.9375,4.10416666666,10.21875,7.92708333333,4.71875,5.26041666666,6.23958333333,10.8229166667
241.92,5.80641666667,6.07699479167,4.07841666667,5.03533333333,4.69166666667,11.1203333333,8.73275000001,5.29558333333,6.113,6.80966666667,11.7801666667
242.29,5.78058333333,6.13319270833,3.70375,5.3565,4.40458333333,10.86875,8.53249999998,5.28716666667,6.04891666667,6.67191666667,11.8034166667
242.67,5.0,5.30475520833,2.75866666666,4.50741666667,3.53858333334,9.94250000001,7.42191666667,4.5075,5.29575,5.59108333333,11.248
243.05,3.19958333333,3.20677604167,1.04758333333,2.70791666667,1.52333333333,8.34941666667,5.40783333333,2.45816666667,3.111,3.43333333333,9.54216666667
243.42,4.12716666667,4.137265625,2.21325,3.73341666667,2.74891666667,9.34166666668,6.372,3.33175,4.00108333333,4.32416666666,10.3890833333
243.80,4.31291666667,4.282609375,2.54925,3.59666666667,3.08075,9.50416666666,6.631,3.81241666667,4.25916666667,4.4745,10.3128333333
244.17,4.44775,4.21522395833,2.61766666667,3.69033333333,3.22525,9.48083333333,6.75833333333,4.15525,4.22291666667,4.7405,10.546
244.55,5.12266666667,5.06380208334,3.68508333334,4.51691666667,3.663,10.2596666667,7.07816666667,4.889,4.95466666667,5.68458333334,11.3909166667
244.92,4.62408333333,4.57585416666,3.19525,3.83591666667,2.98416666667,9.59324999999,6.28533333334,4.15266666666,4.251,5.12383333333,10.6630833333
245.30,3.80166666667,3.66663020833,2.362,2.90608333334,2.00383333333,8.59216666668,5.22816666667,3.01883333333,3.20458333333,3.96758333333,9.42816666667
