wavelength,Back_ThrEpif,Belly_ThrEpif,Breast_ThrEpif,Crissum_ThrEpif,Crown_ThrEpif,DorTail_ThrEpif,Patch10_ThrEpif,Patch11_ThrEpif,Rump_ThrEpif,Throat_ThrEpif,WingTip_ThrEpif
197.40,176.719555555,85.7143333335,276.190555556,79.894111111,47.6187777779,-60.5819444443,116.931222222,-15.873111111,37.566111111,156.084555555,137.037
197.78,-1533.33333333,466.666666668,-3033.33333333,688.888888889,1444.44444445,3305.55555556,7.57912251477e-14,2811.11111111,1444.44444444,-1188.88888889,-288.888888889
198.16,-206.666666667,184.444444444,-382.222222222,246.666666667,451.111111111,854.444444443,137.777777778,657.777777779,326.666666666,-184.444444445,-6.66666666678
198.54,200.0,-29.6296666665,293.827222222,-51.8516666667,-216.049555556,-445.679055556,-22.2222222223,-258.024666667,-132.098777778,197.530666667,93.827222222
198.92,146.464555556,-41.4142222221,225.252555556,-31.3132222224,-231.313111111,-398.484888889,-23.2322222223,-181.818,-112.121,163.636222222,103.030222222
199.30,97.491,41.2185555556,126.523444444,38.7097777778,-49.4624444443,-109.498277778,28.6738888888,4.301,4.65944444433,124.372555556,96.7742222222
199.68,82.9457777778,53.4884444446,112.403222222,53.746888889,-13.4366666667,-62.2741111111,32.0412222221,29.199111111,24.0312222221,111.111,96.8993333333
200.06,112.098666667,82.9627777777,142.716111111,84.1976666667,24.4444444445,-19.3828888889,67.6543333335,56.0493333333,59.0123333335,136.296222222,130.123666666
200.44,102.546333334,68.0556666667,131.018444444,79.3982222222,23.8425555556,-16.2036666667,60.4166666665,45.1387777778,49.0742222221,120.370333333,116.898
200.82,93.3332222222,56.5656666667,113.737555555,77.3738888888,24.6463333333,-12.6258888889,61.8182222222,43.0303333333,46.2627777777,108.282888889,102.424222222
201.19,103.703555556,52.7231111112,115.904222222,94.1176666666,24.6186666667,-12.745,65.3594444445,49.4553333333,52.7234444446,110.021888889,110.021666667
201.57,115.304111111,55.3460000001,118.448666667,92.8722222221,23.2704444444,-4.71694444443,63.3125555555,54.7169999999,57.4424444444,112.788222222,107.337555556
201.95,111.265555556,70.8334444446,121.142111111,101.543333333,48.6111111111,27.2375555556,74.8457777779,70.0617777778,73.4566666667,113.117222222,108.796333333
202.33,99.0741111112,66.0052222223,113.227555555,88.3597777778,49.3384444444,32.0767777778,66.402,67.857111111,65.872888889,97.8834444446,98.5452222222
202.71,98.1297777776,68.8668888888,111.331111111,88.8888888888,60.1761111111,39.3290555556,67.6565555556,74.6973333333,72.3872222221,96.1495555556,95.9295555556
203.09,101.693,74.179888889,115.555666667,89.9471111111,68.3597777778,46.6665555556,72.8043333334,79.1532222221,76.8253333333,104.761888889,101.269888889
203.47,108.529666667,77.6654444445,122.783555556,95.6229999999,73.9618888889,52.1886111111,78.0021111111,75.4208888889,81.4815555555,106.060666667,106.509555555
203.85,110.897444444,77.0298888889,123.504222222,94.8716666666,69.4444444444,55.8226666667,81.9444444444,70.7263333333,83.7606666667,105.341777778,102.777888889
204.22,100.544666667,68.8453333333,117.429222222,87.4726666667,58.8237777778,54.0306111111,72.6578888889,62.3093333333,80.9368888889,98.4749999999,97.8213333332
204.60,114.365888889,82.9405555556,131.762333333,94.1637777779,68.0134444445,59.0907777778,82.155,70.707,96.7452222222,110.437444444,111.672222222
204.98,144.579888889,103.387444445,162.872666667,118.021666666,84.4173333335,71.3413888889,101.084,91.4634444443,121.680444444,140.514888889,141.328
205.36,139.200777778,103.120888889,156.179666667,108.489444444,83.395888889,64.5442777778,98.6266666667,88.7642222221,114.856444444,136.704111111,137.453222222
205.74,131.642444444,104.468555556,151.932444445,105.676222222,82.0046666667,62.5001111111,100.241555556,87.8019999999,112.198111111,132.367111111,133.937222222
206.12,131.289888889,103.703666667,148.403555556,99.489,79.0548888889,51.9797222222,99.8722222221,83.3971111111,106.641222222,130.651111111,129.757444444
206.50,131.812888889,104.795333333,141.520444445,95.7896666668,77.427,51.4622777778,100.233888889,81.4035555556,110.526111111,125.848111111,122.690111111
206.87,141.365444444,102.811333333,139.491333333,95.3146666667,73.0923333333,46.3187222222,101.606444445,75.1003333333,113.119,127.443111111,126.773777778
207.25,149.857555556,102.136777778,143.02,98.7176666668,75.4985555555,47.5784444444,103.703888889,71.225,116.666666667,117.236555556,126.495666667
207.63,132.575777778,86.4898888888,123.737333333,91.5403333333,72.601,37.7526111111,96.5907777778,73.7373333333,107.828333333,98.9898888888,108.712
208.01,138.346888889,84.1464444443,125.474222222,90.6503333335,81.3006666667,32.4523333333,91.0570000001,77.1003333334,109.620777778,96.8834444446,110.704555556
208.39,142.638888889,90.2777777777,127.777777778,94.7222222223,84.0277777778,27.7083333333,91.8055555556,80.1388888889,107.222222222,97.9166666668,107.5
208.77,115.509333334,73.1482222222,102.546222222,80.0925555554,68.8657777778,26.5043888889,72.6852222222,70.0231111111,87.8472222223,79.6296666666,85.8796666667
209.14,93.1481111111,59.4443333333,83.3332222221,61.8517777778,53.5185555555,27.6388888889,59.537,59.6296666667,70.463,62.8703333333,70.3702222222
209.52,98.5632222222,63.8888888889,88.2183333332,67.9117777778,57.4713333333,37.5957777778,63.2184444444,64.6551111111,76.8197777779,65.8046666666,73.8507777778
209.90,98.2608888889,60.6764444444,86.28,65.7971111111,59.2271111111,36.8598333333,55.3623333333,59.8067777778,73.140111111,61.6424444444,71.4976666667
210.28,105.263111111,66.1794444444,93.1773333334,71.735,65.4971111111,42.4463888889,59.4543333333,62.9631111111,79.5321111112,65.887,75.4386666667
210.66,99.6167777779,65.613,91.1876666667,74.3295555556,67.8162222222,41.8581111111,58.2375555556,61.4941111111,75.862,65.7088888889,74.9042222222
211.03,95.664,71.6352222222,92.412,75.9713333333,69.5574444445,46.5672777778,59.711,65.4018888889,75.5194444445,69.1057777778,74.0741111111
211.41,87.5478888889,70.7854444444,88.9845555554,70.2106666667,63.41,39.7511666667,54.406,65.134,72.3178888889,67.912,67.5286666667
211.79,90.1834444444,73.4627777778,91.8013333332,64.4014444445,58.2524444445,38.4573888889,50.054,62.5673333333,71.520888889,67.9613333334,69.2557777778
212.17,89.001,72.8396666667,94.7248888889,65.6565555555,52.0762222222,35.8025555556,53.1986666667,63.2994444444,73.8495555556,64.9828888889,71.4926666667
212.55,88.7801111111,66.34,94.7712222223,64.0523333333,54.684,37.6906666667,56.4271111111,61.9824444444,74.2918888888,61.3291111111,76.0348888889
212.92,93.9288888889,68.7285555555,97.4800000001,63.8031111111,56.2427777778,40.7218333333,60.252,63.2302222222,75.1431111111,59.5647777778,83.3907777778
213.30,108.262111111,80.057,116.096888889,71.3673333333,68.0912222222,44.7291111111,65.6694444445,63.6751111111,88.0342222221,66.8092222222,95.0143333333
213.68,102.587333333,69.7107777778,109.893333334,62.2525555556,63.6227777778,37.0623333333,54.3378888889,48.8585555556,77.0167777777,56.1644444445,86.1491111111
214.06,114.629666667,76.8517777778,132.222222222,74.0741111111,70.185,37.4999444444,64.2593333332,60.7406666667,85.5554444443,60.0,97.9627777777
214.44,107.239111111,75.7576666667,123.905555555,68.5185555556,68.3503333333,41.7508333333,67.5084444443,63.2996666667,78.282888889,48.9897777778,95.4543333332
214.81,113.541444445,73.0902222222,131.944555555,67.8817777778,73.0903333333,45.0518888889,76.0416666668,63.1943333333,83.1595555554,51.215,99.4791111111
215.19,128.836,64.0213333333,161.375777778,65.6085555556,69.5766666668,17.5924444444,82.8041111112,45.5027777778,86.5081111112,36.2432222222,102.381
215.57,154.742555555,77.2357777778,182.926888889,89.9728888888,90.2439999999,21.4091666667,104.335888889,52.3036666667,105.691,63.4146666667,126.287111111
215.95,132.026111111,74.9454444444,163.180777778,84.3137777779,83.6601111111,20.2616666667,89.7603333333,45.5338888889,86.4924444443,66.8844444444,111.329
216.32,101.565,60.8763333334,115.805888889,66.0406666667,69.327,21.9091666667,65.8842222222,38.8104444444,64.9451111111,54.9295555556,83.5680000001
216.70,102.193,73.2457777778,115.789222222,73.5381111111,77.924,33.4795,71.9296666667,48.0993333333,71.0526666667,69.7367777778,85.5262222223
217.08,102.777555555,71.2418888889,121.568666667,77.9412222222,80.2286666667,32.4347777778,77.2875555556,47.7123333333,77.9412222221,75.9805555556,81.6994444445
217.46,94.5987777778,60.0307777778,107.561666667,70.9876666667,74.6913333333,27.6235555556,71.9135555556,43.6727777778,70.679,66.0495555555,69.9074444445
217.83,101.610222222,71.1754444444,120.289777778,77.9390000001,82.4475555556,36.3932222222,80.1932222222,56.6826666667,81.6425555556,80.6762222222,77.1337777778
218.21,96.5908888889,64.7726666666,103.409111111,69.9494444445,74.1163333333,38.9521111111,73.3586666667,56.0605555556,77.020111111,77.2726666667,73.3586666667
218.59,100.0,59.3074444445,107.503555555,69.8412222222,75.1803333333,36.2914444444,70.9956666667,48.3407777778,81.9624444446,86.4357777778,73.3044444444
218.97,95.4732222222,58.1621111111,104.938222222,71.8792222222,71.7421111111,37.0369444444,66.8038888889,52.5377777778,78.3263333334,89.7121111111,72.4278888889
219.34,86.5656666666,57.6767777778,91.8182222221,69.495,68.0807777778,46.0605,63.1313333333,57.1714444444,72.4243333333,80.0001111111,75.4545555555
219.72,76.0348888889,47.2765555555,82.4617777778,59.695,57.5162222222,41.8299444444,51.5252222222,50.1086666667,59.3683333333,70.5882222222,66.5577777778
220.10,76.4831111111,49.4066666667,79.3958888889,58.4682222222,59.3312222222,49.2448888889,57.0657777778,51.5641111111,63.6462222222,70.9815555555,68.9318888889
220.47,77.193,56.8421111111,86.4327777778,63.3917777778,65.0293333333,57.3683888889,65.0293333333,54.035,66.4325555556,73.9181111111,73.3334444444
220.85,76.4265555556,44.895,83.7836666667,59.4594444445,55.1052222222,53.1532777778,54.3544444444,43.6936666667,57.6575555556,62.4623333333,68.919
221.23,80.4311111111,44.9422222222,84.9087777777,61.5256666667,52.5706666667,49.6684444444,49.0878888889,37.645,53.0678888889,68.9883333333,73.9633333333
221.61,101.666555556,67.2223333333,114.814777778,89.2592222222,70.7406666667,65.6480555556,73.8888888889,55.5556666668,71.8516666667,94.2591111111,97.7776666664
221.98,93.6247777778,61.2023333333,114.207777778,93.4428888889,69.7631111111,59.4718333333,69.3988888889,53.3697777778,71.4026666666,90.7104444444,96.5391111113
222.36,81.6993333334,54.902,123.093666667,99.7821111112,64.488,56.9715,71.4596666667,50.9803333335,66.2308888889,86.0566666667,98.6928888888
222.74,78.0247777778,49.3825555556,125.185333333,110.617222222,47.4073333333,50.3702777778,64.9381111111,57.2837777778,59.9998888889,74.0741111111,100.247
223.11,101.449111111,51.2077777777,184.058111111,169.082222222,30.4346666667,51.2077777777,66.1835555555,54.1064444443,75.8453333333,65.7005555557,143.478333333
223.49,-338.888888889,-25.0,-763.888888888,-675.0,122.222222222,-48.611111111,-147.222222222,41.666666667,-144.444444444,-77.7777777777,-452.777777778
223.87,-2888.88888889,-1588.88888889,-4533.33333333,-4400.0,-1055.55555556,-1566.66666667,-2188.88888889,-1044.44444444,-2200.0,-1366.66666667,-3066.66666667
224.24,-84.0582222221,-40.579888889,-180.676333334,-182.608666667,-25.1207777778,-39.3720555556,-63.2849999999,-34.7826666667,-60.8696666665,-39.6135555556,-110.628111111
224.62,-18.088,2.32555555557,-73.1267777778,-75.4523333333,5.16777777777,9.68994444444,-12.9198888889,1.03355555556,-13.4366666667,-8.01033333333,-41.0852222222
225.00,-61.9527777778,-39.0572222221,-137.037111111,-129.629555556,-35.6903333334,-7.7441111111,-62.6263333334,-34.6802222222,-57.2391111111,-50.1683333333,-89.5624444443
225.38,-56.6952222222,-40.740888889,-125.071222222,-113.960222222,-42.4502222222,-1.85166666667,-68.376,-35.6125555556,-48.1481111111,-41.8804444444,-83.191
225.75,-34.8348888889,-30.3303333333,-114.114111111,-91.2913333333,-26.1261111111,18.9188888889,-56.7566666667,-26.4263333333,-31.832,-42.6425555556,-85.5856666665
226.13,-8.3951111111,-6.41977777777,-62.2222222223,-39.2593333333,1.23455555556,40.3702222222,-30.8641111111,-0.4938888889,2.9631111111,-16.5432222222,-52.0988888889
226.51,9.96177777777,12.2604444445,-19.7316666667,-4.21444444443,18.1991111111,52.2988888889,-3.83144444447,25.8621111111,21.839,3.63977777779,-23.7547777778
226.88,11.6404444445,7.58377777777,-21.164,3.35100000001,6.52555555557,50.6173333333,-1.58733333333,31.3934444444,26.8076666667,2.11622222221,-23.9857777778
227.26,12.3307777778,7.72355555557,-10.5691111111,10.7046666667,2.98088888889,31.3686666667,-2.168,28.8617777778,29.2683333333,5.28444444443,-13.0081111111
227.64,17.4757777778,12.2977777778,-0.862888888879,20.7118888889,8.19855555556,30.4206666667,1.07877777778,28.0473333333,27.1844444444,6.04111111112,-1.94166666667
228.01,18.4234444445,13.1052222222,2.18433333332,23.8366666667,10.8262222222,33.1436111111,4.93844444444,26.0208888889,28.3001111111,7.02766666666,-1.80433333333
228.39,16.458,15.6223333333,4.84555555557,22.3058888889,12.1973333333,34.8789444444,9.35677777777,28.2373333333,27.4017777778,7.1011111111,2.67344444445
228.76,6.42855555557,6.90477777779,-1.90466666667,12.619,5.79366666666,24.4047777778,1.58711111111,19.6031111111,17.3015555556,-1.03166666667,-3.73011111111
229.14,7.75555555556,7.45722222221,0.22388888888,11.7823333333,6.93522222221,24.9066111111,2.16266666668,18.5683333333,16.7785555556,0.298333333343,-2.75911111111
229.52,11.7522222222,12.4644444445,6.41033333333,17.3076666667,13.1054444444,28.0982222222,6.12544444443,23.148,21.6524444445,4.55866666667,4.48722222222
229.89,13.1376666667,13.8364444444,9.99311111111,16.5616666667,14.7447777778,28.5813333333,8.73533333334,26.8343333333,22.781,8.31588888888,8.316
230.27,20.0,19.6913333333,16.79,20.432,23.0247777778,34.2284444444,14.6296666667,32.469,26.1727777778,16.8517777778,13.9506666667
230.65,15.3557777778,16.0424444444,12.9213333333,13.6705555555,20.0373333333,28.2768888889,11.7353333334,27.9027777778,21.4731111111,13.171,8.73922222223
231.02,14.3898888889,15.1184444444,14.2074444444,11.2323333333,20.4614444445,26.3204444444,11.2327777778,27.0795555555,19.1256666667,9.28955555554,5.88944444444
231.40,19.2285555556,20.4375555555,19.8042222222,14.7955555555,26.5398888889,31.7216111111,17.4441111111,31.0303333333,23.9493333334,13.0684444444,8.40533333333
231.78,18.5577777778,17.8488888889,20.3898888889,11.7612222222,25.9456666666,31.7672777778,18.3214444445,29.9054444445,24.2315555556,13.1796666667,5.20088888889
232.15,18.3626666667,19.0056666667,23.2746666667,12.7484444445,26.0817777778,30.4385555556,18.1871111111,31.5206666667,23.8013333333,13.2746666667,6.19877777778
232.53,18.4978888889,19.2427777778,24.8912222222,12.5386666667,27.3745555556,28.1192777778,15.6424444444,30.8504444444,24.5808888889,15.8285555556,5.1521111111
232.90,21.0661111111,23.2497777778,28.0025555556,15.7995555555,29.5438888889,31.6636111111,17.6622222222,32.8195555556,27.553,21.1303333333,7.12922222223
233.28,25.1366666667,26.2294444444,29.8117777778,18.5185555555,30.7224444444,33.7585,20.2184444444,33.5762222222,29.6295555556,24.7115555556,9.89688888888
233.66,21.7494444445,21.513,24.7635555556,14.0071111111,25.0592222222,29.4915555556,17.3757777778,26.8913333333,23.7588888889,21.0994444444,5.9101111111
234.03,20.5128888889,21.5954444444,22.678,13.3332222222,22.2792222222,30.7978333333,17.037,25.0713333333,24.0456666667,22.5072222222,7.63533333335
234.41,14.7148888889,15.6757777778,16.3964444445,6.907,14.8948888889,24.5346111111,11.9517777778,18.7987777778,20.3001111111,15.0148888889,1.922
234.78,15.2562222222,15.544,15.4864444445,9.32633333333,13.2987777778,24.1217777778,9.38400000001,19.1133333333,18.5375555556,12.6657777778,2.93611111111
235.16,7.01122222222,8.73444444444,6.41711111111,1.01022222222,7.249,16.6071666667,1.0101111111,10.0414444444,10.7545555556,5.22855555556,-2.91155555555
235.54,-5.16344444443,-3.59488888889,-6.79733333333,-11.83,-5.03277777779,6.3725,-13.3332222222,-2.22222222223,-3.52944444443,-6.60122222223,-14.3136666667
235.91,-6.33944444446,-3.34033333333,-10.8384444444,-15.0646666667,-6.74855555554,2.45388888889,-17.5185555556,-5.24877777777,-5.99877777777,-8.86155555555,-16.7007777778
236.29,-5.7638888889,-0.972222222223,-9.58333333333,-14.5833333333,-5.97222222223,2.98611111111,-16.9444444445,-6.3888888889,-4.72222222223,-8.05555555554,-16.5972222222
236.66,-2.45555555557,3.192,-3.74477777778,-6.69133333333,-1.84155555556,5.27922222222,-10.0677777778,-1.04333333333,-1.47322222222,-3.86755555556,-11.6636666667
237.04,-3.68466666667,1.92755555556,-6.06566666667,-5.38555555554,-2.09755555555,4.84711111111,-8.67355555557,0.453555555557,-0.56677777779,-5.669,-11.848
237.41,-5.55544444443,0.0544444444333,-5.99133333333,-4.13933333333,-2.342,4.00305555556,-9.15011111113,1.57955555556,-1.19833333333,-7.40744444444,-11.2198888889
237.79,-11.0541111111,-5.18533333332,-10.1423333333,-8.94577777779,-7.00866666667,0.940166666667,-14.644,0.398888888887,-6.26777777777,-13.6182222222,-16.5241111111
238.17,-10.1306666667,-4.3028888889,-7.18955555555,-6.91711111111,-6.4268888889,-1.79727777778,-14.161,1.90633333333,-6.59033333334,-14.488,-18.4641111111
238.54,-10.3595555555,-3.75733333333,-5.09933333334,-5.26044444445,-7.67577777778,-2.60327777778,-14.0633333333,4.77711111111,-7.51500000001,-11.8625555556,-17.6058888889
238.92,-9.30133333333,-3.21755555555,-3.87122222221,-3.72055555555,-5.63111111111,-1.13144444444,-8.49677777778,7.491,-4.07233333334,-7.03855555557,-12.4685555555
239.29,-4.19666666667,1.90755555555,1.85988888889,2.52744444443,-1.90766666667,5.43644444443,-3.76755555556,13.9246666667,0.524666666666,0.476555555557,-7.53455555556
239.67,-2.46911111111,4.49733333333,4.89422222222,5.46733333333,0.749444444443,8.75216666667,-0.61722222222,16.6666666667,4.05633333333,3.74777777778,-4.23277777778
240.04,-4.17622222222,4.17611111111,3.86977777778,5.28744444444,-0.0383333333333,8.73577777777,0.0765555555543,15.7088888889,3.295,3.79322222222,-2.26055555556
240.42,-4.714,1.27955555556,1.71722222222,4.24233333333,-0.740777777778,7.55877777777,-1.21211111111,13.67,1.71722222222,2.458,-1.64977777778
240.79,-2.81522222222,2.45577777778,2.51577777778,4.97166666666,0.988333333333,9.52372222223,-0.149777777777,14.7347777778,3.14466666667,3.83355555556,-0.06
241.17,1.947,6.82766666667,7.19111111112,8.07366666667,4.67288888889,12.3442222222,3.60855555556,17.4714444445,6.594,7.37288888889,4.62088888889
241.54,5.73333333333,10.7333333333,10.4,10.6888888889,8.73333333333,14.7,6.75555555556,20.0666666667,9.64444444446,10.2444444445,8.15555555557
241.92,9.35266666668,13.7584444444,12.9856666667,13.7391111111,11.3428888889,15.7681111111,9.50711111111,20.9275555555,12.6764444444,13.3141111111,10.9566666667
242.29,9.25922222222,13.3156666667,12.8572222222,13.7387777778,12.0634444444,15.5290555556,9.62944444442,19.8057777778,12.2218888889,13.0512222222,11.8695555555
242.67,9.14444444443,12.8974444444,12.1271111111,12.8808888889,12.291,15.1588888889,9.45566666666,19.0922222222,12.0288888889,12.5533333334,12.4056666667
243.05,8.93544444443,13.3023333334,12.7583333333,12.805,12.4318888889,15.2367222222,9.30833333332,18.7257777778,11.7792222222,12.1988888889,12.4942222222
243.42,9.58377777779,13.9413333333,13.3723333333,12.9677777778,12.8633333333,15.3412222222,10.1227777778,18.8831111111,12.324,12.6832222222,13.6566666667
243.80,11.2557777778,15.7118888889,14.3806666667,14.2072222222,13.9178888889,16.2541666667,11.6174444444,19.7047777778,13.4257777778,14.1347777778,14.9738888889
