wavelength,Back_TanCaym,Belly_TanCaym,Breast_TanCaym,Crissum_TanCaym,Crown_TanCaym,DorTail_TanCaym,Patch10_TanCaym,Patch11_TanCaym,Patch12_TanCaym,Rump_TanCaym,Throat_TanCaym,WingTip_TanCaym
193.61,261.2122,308.030433333,155.454533333,276.3636,231.818133333,280.606066667,235.454533333,318.787866667,292.727333333,386.6666,379.0908,325.151533333
193.99,276.6666,348.518433333,169.629533334,316.296266667,270.370333333,311.851666667,253.7036,345.925866667,324.4444,446.296133333,421.481466667,371.481466667
194.37,274.444466667,351.6667,191.851866667,315.555466667,282.222333333,324.074133333,258.518533333,352.962866667,350.740733333,447.7778,432.222266667,377.407466667
194.75,-596.000000001,-799.333333334,-344.0,-784.0,-640.000000001,-704.000000001,-576.0,-956.000000001,-898.666666667,-1277.33333333,-1162.66666667,-1008.0
195.13,-193.8462,-282.307666667,-82.564,-259.999933333,-239.487133333,-212.820466667,-211.794933333,-318.974466667,-329.230666667,-445.641066667,-392.307733333,-348.718066667
195.51,-245.925933333,-336.666466667,-69.6296666667,-342.962933333,-294.8148,-234.074133333,-208.888866666,-411.1112,-410.370266666,-597.777733333,-521.4814,-451.111066667
195.89,-264.444466667,-407.7779,-80.0,-496.666666667,-426.6666,-258.888866667,-317.777733333,-526.666800001,-482.222066667,-787.7778,-703.333266666,-551.111000001
196.27,1.2698666668,-24.6032,40.9523333332,-58.0952666667,-67.9364666665,-0.63493333332,-19.0477333334,-83.492,-66.3493333333,-156.507933333,-124.4444,-73.9682
196.65,48.2666666666,33.8666666667,80.2666666665,-2.66666666665,-29.3333333334,41.0666666667,24.2666666667,-23.2000000001,-1.06666666675,-75.2000000002,-60.0,-23.4666666667
197.03,71.1110666668,66.6666000001,135.111266667,-6.66666599997e-05,-61.7777333335,74.2222666668,33.3332,-49.3333333333,-8.00000000006,-119.555533333,-75.5557333335,-64.8888000001
197.40,121.666733333,136.1111,217.777933333,25.5555333333,-59.4444000001,137.777733333,78.8888666667,2.22226666654,27.2223999999,-93.8888666667,-33.8888666667,-61.1111333333
197.78,104.166666667,98.9583333333,157.083333333,12.0833333333,-51.6666666666,113.75,64.9999999999,5.41666666666,18.75,-48.7500000001,-21.6666666667,-46.2499999999
198.16,93.3334,122.222166667,261.481466667,-59.2592,-135.555666666,206.666533333,48.8888666667,-52.5925333333,-34.8148666666,-128.888933333,-117.777733333,-157.037
198.54,-3.58240879449e+14,1.04486923174e+14,8.44424930133e+14,-9.29720377619e+14,-1.38605102168e+15,9.46779467116e+14,-1.7485566735e+14,-8.01777206386e+14,-6.95157897027e+14,-1.17707717533e+15,-1.37752147693e+15,-1.45428737967e+15
198.92,222.222266666,-65.5556333334,-511.111066667,437.777733333,802.222200001,-397.777933333,82.2223333334,360.000066667,366.666599999,497.777666667,691.1112,780.0
199.30,38.5184666666,-98.8889000001,-182.963,139.2592,233.3332,-131.111,-1.9999788492e-10,89.6296666666,63.7036666668,135.555533333,205.926,245.1852
199.68,50.7691333332,153.846233333,195.3846,-27.1794666668,-93.3333333333,151.794866667,65.6409999999,15.3845333333,5.12813333326,-5.12826666674,-65.1282666667,-127.1794
200.06,92.8735333333,161.379133333,176.781666667,83.9080666666,40.9194666667,156.092066667,134.712533333,96.0919999999,82.7586666666,87.8160666667,62.9884666667,10.5746666667
200.44,95.8333333333,195.833333333,215.555533333,98.3333999999,63.8888000001,194.1668,152.5002,126.111066667,119.166666667,113.3334,86.1111333334,4.99986666674
200.82,63.2000000002,172.8,192.266666667,76.5333333334,63.7333333333,186.4,126.133333333,128.533333333,108.0,99.4666666664,76.2666666667,-2.13333333341
201.19,66.2962666668,239.814966667,249.259333333,97.0371333334,67.4074000001,245.5556,158.148066667,173.3334,134.444533333,127.0372,90.3704,-6.29613333326
201.57,48.5184000001,231.111066667,238.518466667,93.3333333334,45.1851333334,241.851866667,179.259133333,160.0,109.629733333,125.1852,92.963,-9.62960000012
201.95,32.1212666665,216.060666667,198.4848,88.4848666666,56.6664666668,203.030333333,154.545533333,143.939333333,98.1818666668,120.000066667,91.5151333333,-14.5454000001
202.33,27.9432,112.2695,100.851066667,51.2056,33.7588666667,98.8652000001,86.2411333333,75.4608666667,60.5673333333,69.3616666666,53.6171333333,3.54613333333
202.71,56.7858000001,119.821333333,109.761933333,68.8095333333,54.1666666666,107.142933333,102.381066667,92.7381333333,80.8333333334,85.9524666667,76.7856666667,27.857
203.09,69.8113333333,135.345966667,118.490533333,77.9874,67.1696666666,125.157333333,117.735866667,107.421333333,90.6916666666,95.0943999999,90.6917333333,35.3458666667
203.47,65.8333333334,110.125,97.75,75.0833333333,65.5833333334,102.833333333,101.25,92.7500000001,80.2500000001,83.2499999999,83.0000000001,44.25
203.85,81.3953333332,127.480633333,111.1628,93.1009333335,81.5503333334,115.503866667,113.798333333,110.310133333,99.4574,100.232466667,100.542533333,65.1938666667
204.22,82.2521333334,135.044966667,109.910066667,89.5495333333,78.2883333334,118.918733333,110.1802,111.5316,102.882866667,100.090066667,99.0090000001,61.1712
204.60,87.6996666666,140.375466667,112.3004,91.7371333333,80.8451333333,123.2864,115.680666667,111.924866667,104.4132,104.413133333,95.7747333333,67.4178666666
204.98,109.629533333,172.698533333,132.486866667,113.333333333,95.0263333333,142.116266667,136.402066667,129.206333333,121.799066667,121.693266667,113.862333333,84.3386666667
205.36,109.892533333,172.258233333,137.849466667,113.548466667,95.5913999999,144.193533333,139.1398,130.215133333,123.5482,120.107533333,119.032266666,83.5483333333
205.74,108.787933333,170.909066667,129.394066667,112.424266667,99.1918666667,142.4242,132.8284,123.030333333,123.232333333,118.282933333,111.211933333,83.9392666666
206.12,115.833333333,175.324133333,129.6296,117.222266667,100.926,144.722266667,137.2222,121.8518,128.148133333,119.722133333,116.481533333,89.9998666667
206.50,137.923533334,214.153033333,153.114733333,143.388133333,123.606533333,175.1912,160.655733333,146.776,155.409933333,138.907066667,148.196733333,109.726733333
206.87,150.114933333,237.5288,167.931,159.770133333,135.976866667,179.770133333,168.5056,155.172333333,166.666733333,150.5748,166.666666667,123.678133333
207.25,145.2632,229.2397,169.590666667,158.128733333,130.760266667,172.046666667,161.7544,148.654933333,161.9884,148.304066667,165.146066667,119.4152
207.63,170.542533333,278.217133333,204.651133333,188.372066667,146.9768,216.899133333,190.697733333,176.7442,187.906933333,183.2558,197.674533333,140.465066667
208.01,185.0,328.4375,236.25,219.791666667,150.208333333,261.666666667,224.791666666,192.5,211.875,205.625,233.125,147.708333333
208.39,199.7618,370.952366667,274.523733333,247.619066667,167.142933333,294.523866667,257.619066667,210.238066667,232.619066667,227.619066667,266.190466667,167.619066667
208.77,173.518466667,312.314866667,254.629666667,222.962933333,154.444333333,260.185266667,236.2964,195.740733333,204.814733333,206.111066667,247.2222,155.370266667
209.14,137.121333333,253.9394,213.181933333,189.090866667,133.7878,220.606133333,204.697133333,166.9696,171.666733333,177.1212,205.909133333,129.090933333
209.52,102.111133333,189.555666667,155.999933333,140.666666667,103.111,167.111133333,151.7778,123.0,134.999866667,133.000133333,148.0,100.777866667
209.90,87.9451999999,158.995433333,141.2786,123.0136,90.5936,144.474866667,133.059466667,111.324133333,120.913133334,114.429266667,130.411066667,94.2465333333
210.28,78.9055333333,154.726366667,144.278666667,116.5174,84.7761333334,139.5026,130.447866667,109.054866667,122.4874,111.542266667,126.169266666,96.3184000001
210.66,80.7844000001,151.911933333,147.548933333,116.078333333,86.6666666666,142.941133333,131.6666,111.176533333,123.137333333,118.921533333,125.882333333,102.549
211.03,75.9203333333,144.179133333,143.383066667,110.646733333,82.7862,143.781,132.0398,106.965266666,120.994866667,113.831,120.398,97.9105333333
211.41,67.9486666667,133.1196,127.8632,101.282133333,78.2905333333,134.786333333,123.3332,100.683733333,116.581333333,108.205133333,113.333333333,91.5384666667
211.79,68.8067333333,133.498,123.868266667,99.4240000001,80.2469333333,129.382666667,123.538933333,101.481466667,116.954666667,105.349866667,111.4404,88.8889333334
212.17,64.9572666667,127.6497,122.8204,90.4273333333,74.1879333334,123.333333333,117.6068,96.6666666667,109.7436,99.5726666667,101.7094,84.5300000001
212.55,64.2064,118.5714,117.222266667,85.5555333333,73.7301999999,117.063533333,113.7302,94.8412666667,104.127,98.1746666667,97.6190000001,79.0475333335
212.92,63.0631333334,123.288366667,112.882933333,82.7928,67.9279333333,116.6666,110.8108,95.0451333334,105.3154,100.0902,93.5135333333,70.2703333333
213.30,68.4058,122.463766667,111.111,78.3574666667,64.5410666667,116.908333334,112.077266667,96.0385333334,108.888933333,99.0336666667,91.7874666667,68.0194666667
213.68,83.9827333334,124.372266667,113.160333333,88.8311333333,74.7184666667,119.7402,118.354866667,106.1472,113.3334,110.0434,98.0952,76.8831333334
214.06,101.062733333,140.338366667,127.343,106.956533333,88.1158666666,134.009666667,132.270466667,126.086933333,127.053066667,125.7004,112.077333333,83.6715333334
214.44,111.7142,145.047566667,132.095266667,117.999933333,96.3809333333,145.714266667,140.285666667,137.714333333,130.380866667,132.571533333,119.9048,85.6190666666
214.81,126.349266667,163.8095,143.915333334,139.0476,113.968333333,164.127,162.2222,157.9896,145.502733333,149.629733333,132.4868,95.8729999999
215.19,112.8502,149.9034,129.082133333,125.8936,99.5170000001,150.145,144.734333333,145.797133333,126.7634,136.715,116.715066667,81.4491999999
215.57,129.540133333,171.839133333,140.574733333,141.1494,109.770066667,171.609133333,162.873533334,168.6206,140.114933333,148.850533333,128.046,86.5516666668
215.95,127.2464,188.985533333,151.014533333,152.028866667,113.043466667,192.028933333,170.144866667,181.739133334,152.318733333,151.159333334,133.623266667,74.0579999998
216.32,120.133333333,185.666666667,142.133333333,155.466666667,118.666666667,190.8,158.0,175.733333333,143.466666667,150.533333333,134.133333333,72.7999999999
216.70,92.6882,149.2473,112.9034,127.4194,95.1613333335,151.827933333,121.1828,141.290333333,114.946133334,120.967733333,104.5162,64.8388
217.08,85.5208666667,135.625,109.479333333,116.458266667,90.9373333333,142.083333333,112.708066667,130.729133333,101.666533333,111.458266667,95.5206666667,69.4790666667
217.46,67.8862666667,113.4553,96.0163333333,96.9919333332,72.6017333333,118.617933333,88.6178666666,107.723533333,78.8618000001,93.5773333334,83.0080666667,63.4146666667
217.83,59.4366666667,114.5541,98.6854000001,90.9860666667,65.8215333333,118.967066667,83.3803333333,106.854533333,72.3943333333,88.8262666667,84.9764666666,53.4273999999
218.21,55.4166666667,119.531466667,102.187666667,88.2292000001,64.1668,121.562666667,86.9793333332,103.021066667,73.1250000001,95.4167999999,88.1251999999,51.0415999999
218.59,52.1310666667,117.158366667,100.218533333,86.7759333333,60.7650666667,118.251466667,85.1366666665,97.9233999999,70.7103333333,97.377,86.011,53.7706
218.97,37.2122,107.090933333,97.5758000001,73.8180666667,43.6363333333,106.181666667,67.8787333333,86.3029333334,61.3332666667,85.2121333333,72.9698,35.3939333333
219.34,38.7878666667,102.8485,106.7878,78.5455333333,47.7576,107.393866667,68.2425333334,87.2726666667,68.3636,84.8484,77.8181333333,41.9393333333
219.72,42.6666666667,109.333333333,122.266666667,87.3333333333,52.0,114.666666667,72.8,91.4666666666,76.8000000001,97.6,86.6666666666,52.3999999999
220.10,65.7333333333,125.133333333,146.266666667,106.666666667,75.0666666667,128.533333333,90.3999999999,112.266666666,90.6666666667,124.666666667,108.0,79.3333333333
220.47,75.4386666667,158.421066667,187.368333333,134.5614,97.0175333335,149.122933333,119.824733333,139.2982,115.263066667,163.684333333,141.052666667,103.859666667
220.85,170.0,487.0,601.333333333,399.333333333,233.333333333,430.666666667,363.333333333,414.666666667,300.0,530.666666667,448.0,258.666666667
221.23,172.592666667,534.444266667,665.185066667,465.925866667,244.4444,435.5554,405.926,458.518533333,383.7038,577.037066667,514.074,248.1482
221.61,-65.4545999997,-335.454566667,-462.424266667,-290.302933333,-136.3638,-230.303,-260.606133333,-251.515066667,-236.9698,-384.848466667,-330.303066667,-67.8787333335
221.98,-5.33333333334,-173.833333333,-235.0,-162.333333333,-72.3333333334,-109.0,-146.0,-111.666666667,-118.0,-198.0,-152.666666667,-29.6666666667
222.36,19.3333333333,-91.6667000001,-128.888933333,-85.1110666667,-23.1110666667,-38.4445333333,-67.1110666667,-51.7778000001,-60.0000666667,-95.3333333333,-82.6667999999,4.8887333334
222.74,20.6201333333,-55.6588666667,-84.6511333335,-51.4728666667,-10.6976666667,-20.775,-34.5736666667,-25.7364666667,-36.279,-48.9922,-52.7131333333,17.5192666667
223.11,-17.8495333333,-127.419433333,-159.569866667,-111.397866667,-61.5054,-75.0538666667,-96.1290000001,-81.2901999999,-91.6128666665,-105.3764,-128.6022,-19.3547333333
223.49,11.5152,-73.2576666666,-87.5756666667,-56.3636,-23.0303333333,-35.0000666666,-48.1818666666,-37.4242666667,-37.8786666667,-53.6362666667,-67.1212,7.57573333332
223.87,33.7776666667,-53.2593,-68.7407333333,-38.5185333333,-6.37046666667,-17.1850666667,-32.1482,-22.9630666667,-18.3703333333,-31.1109333333,-50.2221999999,24.7407333333
224.24,33.3333333333,-89.2472666666,-98.2796,-60.4300000001,-7.31193333334,-30.7526666667,-56.1290666667,-34.6236666666,-36.5592666667,-48.8172666666,-85.8065333334,31.8279333333
224.62,26.8888666667,-74.7778666666,-106.222266667,-51.7780000001,3.55560000001,-40.2221333334,-49.3333333335,-39.7778,-44.0000666667,-47.1111333333,-81.5556000001,34.6665333333
225.00,48.6868666667,-36.3635666667,-69.6970000001,-15.5555333333,24.8484,-17.7778666667,-13.5352666666,-6.26266666667,-18.1819333333,-5.85853333336,-40.2020666666,55.1515333334
225.38,52.6387999999,-11.8055333333,-23.4723333333,13.0554,34.1668,3.47226666666,9.58340000002,21.5278,13.4720666667,17.5000666667,-7.77773333332,61.5278666666
225.75,55.4385333334,-3.97650000001,-6.78353333332,19.4152,34.8538,6.43273333335,15.5556,18.2456,17.7778,25.965,2.10526666667,51.1110666667
226.13,45.6716,-3.03496666666,-3.98,19.2041333333,31.3433333333,6.56719999999,21.393,14.5272666667,17.0149333333,26.2686666667,1.49259999999,40.6964
226.51,41.4393333333,4.69686666666,3.78799999999,18.8636666667,29.5454,8.25753333334,26.5150666667,13.7879333333,21.8940666667,24.3939333333,6.36366666666,33.9394666667
226.88,41.7685333333,7.65316666667,9.93179999999,20.4080666667,27.4149333333,13.4693333333,30.6801333334,11.7686666667,25.6462,23.4014,8.91153333332,35.5782666667
227.26,36.0533333333,10.4533333333,12.64,18.4,26.08,13.92,27.7333333333,14.24,23.6266666667,18.9333333333,10.56,31.2533333333
227.64,23.9524666667,4.28563333335,5.09519999999,9.90473333333,14.3810666667,5.99993333333,16.1903333333,4.66679999999,12.7144,10.1427333333,1.90479999999,22.4761333333
228.01,14.31,-3.206,-0.679333333328,2.59026666666,5.30780000001,0.84906666666,9.63900000001,-1.61366666667,6.62419999999,3.48199999999,-0.849199999994,16.1784
228.39,15.7705333333,0.59136666666,1.1828,4.6952,6.80993333333,2.04279999999,11.828,1.57706666666,8.35133333333,6.16486666667,2.36566666667,16.4874666667
228.76,15.2188666667,0.89233333332,3.36693333334,4.64653333333,6.53199999999,2.6262,12.7272,3.36706666667,10.4040666667,10.3703333333,3.53526666667,16.7004
229.14,10.3702666667,-2.39926666667,-0.547400000006,-0.837333333332,2.12566666666,-1.0306,8.40566666667,-0.934066666668,6.7632,6.18353333333,-2.51199999999,12.3672666667
229.52,5.19226666666,-5.38463333333,-4.42293333334,-5.3846,-1.3142,-4.58333333334,5.38466666666,-5.44879999999,3.42946666666,2.05126666668,-5.9616,7.85246666668
229.89,2.07346666667,-8.18169999999,-6.95386666667,-9.378,-5.58213333332,-7.7194,1.91399999999,-6.88979999999,0.191466666668,-2.552,-9.63313333333,5.29526666667
230.27,-0.426933333332,-8.81779999999,-7.65186666665,-11.4286,-6.56819999999,-10.1478,-1.08379999999,-10.2132666667,-2.1018,-5.51720000001,-10.5088666667,3.02140000001
230.65,-1.53846666667,-7.8847,-6.79473333334,-10.3525333333,-6.24999999999,-9.58333333334,-2.46799999999,-9.00653333333,-2.56413333333,-3.75013333333,-9.0384,3.58959999999
231.02,-3.3,-8.95,-8.7,-10.5666666667,-5.63333333333,-11.8333333333,-4.66666666667,-10.5666666667,-3.53333333333,-3.33333333334,-8.99999999999,2.20000000001
231.40,-1.64106666666,-8.87183333333,-8.44446666669,-9.26493333333,-4.44453333333,-12.1709333333,-3.76073333333,-12.1709333333,-1.98293333334,-1.23086666667,-8.54706666666,2.90593333333
231.78,6.04486666667,-2.3144,-2.55606666666,-1.20893333333,3.28146666667,-4.66320000001,6.07926666667,-4.04146666665,5.14666666667,5.97586666667,-1.62346666666,8.87739999999
232.15,9.79293333333,2.29750000001,-0.226066666674,3.4274,7.87199999999,-1.5442,9.45380000001,-0.150533333342,9.41626666667,10.1319333333,-0.30133333332,12.015
232.53,10.3831333333,4.42506666667,2.5288,6.0536,9.73193333332,-0.114800000006,10.728,2.26046666666,11.226,11.1878,3.40993333333,14.3296
232.90,16.2349333333,11.5716,9.2226,12.3660666667,16.373,8.42820000001,16.1312,7.94473333334,16.9258,16.0621333333,10.1554,20.4490666667
233.28,16.5666666667,11.45,9.56666666667,13.1333333333,15.4333333333,8.96666666667,15.4333333334,7.00000000001,15.9,16.9666666667,11.6333333333,20.6666666667
233.66,20.322,14.0420666667,10.8212,15.2334666667,17.9710666667,10.5315333333,16.4571333333,8.43799999999,16.8438666666,18.7762,15.3622,21.3847333333
234.03,20.4891333333,16.6514333333,11.1315333333,17.9202666667,19.6940666667,11.2538,18.3791333333,8.9602,18.0427333333,21.1314,17.4006,21.743
234.41,24.1449333333,19.1449666667,12.6666,21.7972,20.2897333333,13.6811333333,21.1883333333,12.4927333333,21.0724,23.3043333333,19.3622,25.3913333333
234.78,25.4629333333,17.2993666667,9.84566666667,20.3394,18.6112,11.9755333333,19.8766,10.8641333333,20.5246666667,21.4814666667,17.7468666667,24.3827333333
235.16,28.2596,18.466,11.7698,19.8526,19.7049333333,14.8378,20.59,13.9527333334,22.4188,22.3303333334,17.7876,27.2860666667
235.54,31.8672666667,23.3610333333,16.6253333333,23.6791333333,22.628,19.3360666667,24.177,19.5297333333,26.0857333333,25.5048666667,22.1024,30.5117333333
235.91,30.599,22.7602666667,17.3176666667,22.8123333334,20.5988,18.6455333333,21.953,19.0365333333,27.4478666667,24.8437333333,21.0676,29.1666666667
236.29,28.0509333333,21.1417333333,17.1856,21.4993333333,20.0,18.1314666667,22.8834,18.8467333333,27.3357333333,23.4601333333,20.4382666667,27.6816
236.66,28.5744,22.1382666667,17.8197333333,21.1948,20.3564,19.9370666667,22.8722,19.2662,27.9665333333,24.4654666667,20.0418666667,26.6037333334
237.04,27.0242,19.1167666667,15.815,19.3061333333,16.7612666667,17.5182666667,20.2945333333,17.5395333333,25.4258666666,22.2503333333,17.1608666667,23.1757333334
237.41,26.202,18.5051,16.8081333333,20.6263333333,17.5150666667,17.3939333333,21.7373333333,18.5858666667,26.5857333333,22.9698,18.1616,22.9090666667
237.79,25.2986666667,18.4007666667,17.5337333333,21.4450666667,17.2832,17.3603333333,21.8690666667,19.0752,26.5509333333,22.9286,16.6859333333,23.1985333333
238.17,24.8055333333,16.0522333333,17.2898,20.5418,17.4343333333,16.8562,20.1262666667,18.3738,25.474,21.9329333333,15.9167333333,22.493
238.54,23.1713333333,14.0493,16.2661333333,18.602,15.9932,15.8568666667,18.5848,17.3572666667,24.2454666667,20.7332,14.237,20.9718
238.92,19.0023333333,10.5384333333,13.0007333333,16.1046,12.6208,12.6208,15.9145333333,13.8084,20.8392666667,16.928,10.7046666667,18.2898
239.29,16.3310666667,8.66523333334,11.2602666667,14.5564,10.5295333333,10.8276666667,13.7508666667,11.9462666667,18.0314666667,14.7500666667,8.85906666667,15.3019333333
239.67,13.4874,6.5057,8.76746666666,12.7030666667,8.86560000001,9.46793333333,11.8346666667,9.59393333332,15.7562,13.1792666667,7.28293333333,13.2772
240.04,12.0384666667,5.32696666667,7.38453333334,11.1409333333,8.48733333333,8.65379999999,11.1024666667,8.53846666666,13.3204666667,12.1152666667,6.21786666667,12.0640666667
240.42,12.0548666667,5.71676666667,6.83393333333,10.2508666667,8.19600000001,8.53026666666,10.012,7.88533333332,12.0669333334,11.4814666667,5.30459999999,10.9916
240.79,11.0260666667,5.09163333333,5.491,9.46200000001,7.67606666666,7.66493333334,9.08473333334,6.5004,11.0814,10.0499333334,4.66993333333,9.83913333333
241.17,10.0244,4.91953333333,4.59740000001,8.46266666666,7.25226666667,7.20333333333,8.2382,5.66133333333,10.1219333333,9.19466666667,4.42173333333,9.61433333333
241.54,8.94906666666,3.7212,3.31993333333,6.77493333333,5.8548,6.12533333333,6.63053333333,4.736,8.49800000001,7.57773333333,2.8056,8.44366666666
241.92,7.8736,2.8655,2.51233333333,5.64866666667,4.44173333333,5.30366666667,5.85386666667,3.793,7.84080000001,6.79793333333,2.38086666667,7.12646666667
242.29,7.70839999999,3.50696666667,2.98606666667,5.54793333333,4.182,6.25766666667,6.412,4.15126666666,7.82419999999,7.0138,2.8396,7.46913333333
242.67,7.7292,4.11946666667,2.99846666667,5.77146666667,4.4468,6.66673333333,6.89226666667,4.49053333333,7.70746666666,7.3946,3.03506666667,7.45260000001
243.05,8.47020000001,5.14033333333,3.8316,6.0422,5.12966666667,7.537,7.43859999999,5.21406666667,8.21066666666,8.29486666666,3.85966666667,7.78246666667
243.42,8.99393333333,6.04716666667,4.1204,6.55033333333,5.78366666667,7.89186666666,8.43966666667,5.7632,9.0418,8.85706666667,4.83913333333,8.3778
243.80,9.6192,6.59323333333,4.6092,6.61313333333,6.03206666667,8.36340000001,8.98453333334,6.30593333333,9.43893333333,9.07126666666,5.18373333333,8.97793333334
