wavelength,Back_CorMelm,Belly_CorMelm,Breast_CorMelm,Crissum_CorMelm,Crown_CorMelm,DorTail_CorMelm,Patch10_CorMelm,Patch11_CorMelm,Patch12_CorMelm,Patch13_CorMelm,Rump_CorMelm,Throat_CorMelm,WingTip_CorMelm
182.59,67.6575333334,-17.1170666667,87.2297166668,116.036066667,43.9940000001,47.9278666667,45.9458333334,57.1171333333,77.2972000001,114.594533333,158.198133333,147.747866667,48.0179
182.97,76.5040666666,1.46353333334,82.2357541667,125.690933333,58.4009555555,56.5853999999,61.5853333333,68.6178,81.9512666667,97.0732666667,160.406566667,140.813066667,46.4227000001
183.35,97.1428000001,2.85720000007,89.4939124999,158.809533333,70.1984222222,75.7142,83.0357499999,96.1905333334,100.714266667,125.952533333,219.881066667,194.523866667,40.5952666668
183.73,98.0953333332,18.0951333333,78.7023375001,146.285866667,72.0952111112,87.2380666666,86.1905833332,92.5713999999,92.7618,103.809533333,183.714366667,168.190466667,43.7143333334
184.11,142.549033333,32.1568000001,98.7989416667,172.352933333,105.130611111,112.352866667,115.93125,115.686333333,121.7646,129.608066667,213.235466667,195.098066666,66.7647666668
184.49,119.444533333,35.5554666667,86.7362375001,153.333266667,98.4126777779,105.079333333,102.579333334,99.6825999999,106.666666667,115.714266667,177.222266667,158.5712,57.5397333334
184.87,108.592566667,24.4442666667,74.2314208335,135.852,91.753111111,105.333266667,98.8889166667,96.7406,99.7036666668,107.4076,162.0001,145.481533333,56.074
185.25,99.1024999999,24.6155333333,62.6522500001,124.359,90.3204777778,96.0257333334,95.0320833333,90.7691333333,86.7948000001,95.2565333333,136.538433333,126.153733333,45.4485999999
185.63,98.0327,37.7050666667,56.9397541667,117.5956,89.6537555556,98.2512666666,95.6284166666,91.5847333333,88.1967999999,95.9565333335,126.229733333,123.606533333,53.4425666667
186.01,82.9912999999,38.7178666667,48.782125,102.6496,74.7008666667,82.1367999999,83.3331666667,82.5642,80.0855333333,82.3931333334,97.9916000001,101.025533333,53.2051333333
186.39,92.7585999999,50.2680666667,58.4481083333,103.601533333,79.9617444444,86.8198000001,87.1647499999,85.9770000001,88.0460666666,84.6744666666,99.5402999999,104.904333333,63.7165000001
186.77,86.1567999999,46.1960666667,48.6077833333,92.7842,73.5819000001,77.8038666666,81.8629166667,73.6470666667,82.6667333334,77.2546666666,96.8235333333,99.2942666667,55.5293333333
187.15,70.5556666667,38.8304,44.1082458333,73.4503333333,57.2417111111,61.9298666666,67.1783333334,66.1403333333,71.0525999999,66.3158,76.7252333333,79.1814,46.7835666667
187.53,64.0309333333,38.3462,45.9172333333,72.2998,55.1077666667,61.3951999999,62.726,61.0852666667,68.1652666667,62.2222666667,72.3255333333,73.7983333333,45.1162333333
187.91,62.3808666667,39.4762666667,47.2291208333,72.1904,57.9047333333,60.9524666667,67.3213333333,63.381,67.6666666667,64.0951333333,70.1666666667,74.381,46.9522666667
188.29,48.3223333333,30.1985333333,37.3564708333,61.1037333333,45.8720888889,50.1104666667,57.6158333334,51.8322,53.3773333333,53.1566,55.8056666667,62.0308,35.8498
188.67,48.5081333333,29.6502666667,34.0761708333,61.352,46.3869222222,50.5362,55.76925,52.4009333333,54.4521333333,51.2354666667,52.4009333333,62.6108666667,34.7319333333
189.05,47.1621666667,30.6307333333,34.3075166666,60.8108,44.1292444444,50.6756,55.4615833333,51.5765333333,53.1082,47.7926666667,49.0766333333,59.0088666667,31.8242
189.43,41.8763,26.3136,28.2671291667,54.9228666667,37.3878333333,46.4017333333,51.04875,45.0772666667,49.2272666667,44.5916,43.8852666667,52.5827333333,28.4106
189.81,38.4058,21.6909333333,24.8580875,56.1835333333,34.7021888889,46.1835333333,50.3019166667,42.8020666667,49.6137333333,43.768,41.0870666667,48.5991333333,26.0870666667
190.19,32.799,12.0102,16.6254166667,49.7709333333,28.4902555556,38.8803333333,42.3665,33.8420666667,41.6285333333,36.5903333333,34.8601333333,39.8982666667,17.1756666667
190.57,31.2634,8.38713333332,13.7364791667,52.8494666667,27.6701888889,37.9030666667,45.49725,33.0108666667,40.43,33.8172,34.5699666667,36.6128,15.4300333333
190.95,38.0750666667,16.4789333333,24.1343583333,57.1361333333,32.2222666667,43.2864666667,50.4108333333,39.0608666667,45.305,40.7982666667,37.4882333333,41.1738,22.0422666667
191.33,37.5121666667,20.3864,25.872625,59.9033333333,35.0401,46.0868666666,51.44925,38.2125333333,44.8310666667,42.7053333333,37.7778666667,41.6424,21.8841666667
191.71,35.7175666667,16.2501333333,21.8084375,53.6575333334,31.6358444445,39.5832,47.8589166667,35.4165333333,40.3704666667,40.3238666667,32.0139,34.7684666667,18.4722666667
192.09,30.5000666667,10.3809333333,14.631,46.6666,21.9999888889,32.1904666667,39.643,25.1905333333,30.9524666667,33.8571333333,23.6190333333,25.8572,11.8809333333
192.47,35.0355333333,16.5484,19.3498708333,50.071,27.0606666667,38.2506,44.4444166667,29.1252,40.2836,34.8463333333,27.7778,31.4893333333,16.5248666667
192.85,31.6041666666,16.5833333333,20.5833333334,43.0416666667,22.4375,33.75,40.78125,26.5416666667,36.1666666667,34.75,26.5625,26.9583333333,16.125
193.23,36.986,26.2277333333,27.128175,47.0259333333,30.2263,36.9660666667,46.2076666667,30.4192,41.5567333333,41.7166666667,30.8982333333,32.8542666667,23.7325
193.61,41.9893333333,33.9785333333,34.5049041667,50.8242666666,35.6928666667,40.9318,47.5356666667,35.5197333333,46.0932,45.448,35.2509,36.9535333333,29.6595666667
193.99,40.5529333333,33.7886,34.4430375,46.309,34.8400777778,37.8862,43.00825,34.4390666667,43.2194666667,42.3742,31.7399333333,33.7235333333,26.3251333333
194.37,44.6065,41.1388666667,39.1500083333,50.6198666667,40.0502111111,43.283,48.6598333333,38.2579333333,48.1741333333,46.5998666667,38.3250666667,39.4973333333,31.7253
194.75,41.7851333333,39.2415333334,35.7523375,46.3507333333,39.3890888889,40.7899333334,44.4313333333,36.2085333334,45.8136666667,45.6872,33.4123,38.7677333333,28.5781666667
195.13,39.3209666667,40.9568,33.0613541667,43.7656,39.5523888889,41.111,43.2098333333,36.6667333333,43.7346,44.1356666667,30.3394666667,38.4568666667,29.6451333333
195.51,37.9372666667,39.1089333333,29.7855833334,41.3200666667,37.6622333333,40.6271333333,40.6765833333,35.7756666667,44.5214,41.8481333333,27.3928666667,37.8548,28.2343
195.89,37.7779,41.0612666667,30.302675,42.8855333333,37.4737555555,42.6866,42.4544166667,38.1426,45.9369333333,43.3168666667,27.6285666667,39.0380666667,28.9551
196.27,36.2838333333,41.7542666667,28.9932875,41.8821333333,36.0392444444,41.4034666667,40.5900833333,36.7145333333,45.9330666667,40.9886666667,25.4386666667,36.2361333333,27.3047666667
196.65,36.0519333333,41.5858,27.506025,39.1586666667,35.4422,39.5468666667,38.59225,36.7638,43.657,40.5826,23.9321,33.9805333333,24.9999333333
197.03,33.9999,40.155,23.4807166666,35.4108,33.4419,38.1084,36.8991666667,33.6744666667,40.8992,36.5580666667,22.1551333333,31.566,23.1316333333
197.40,28.9795,33.8436,16.3264458333,29.0816,25.6915444444,34.966,30.8249166667,27.8230666667,33.6054,28.0952,14.7109,26.1564666667,16.4795333333
197.78,24.6345666667,31.9785333333,12.0476416667,26.6308666667,22.2161333334,32.4778,29.3673333333,25.0267333333,31.1943333333,20.1782,8.8591,22.3172,13.2620333333
198.16,28.8034,37.0598,16.9381125,30.6666666667,26.6155666667,37.7776,35.3419166667,28.2049333333,36.2736,22.8034666667,12.7008666667,27.829,17.6750333333
198.54,32.6348666667,39.873,21.2282291667,33.0158,29.4549777778,40.7619333333,38.8491666667,32.1906666667,39.1747333333,25.8095333333,14.3967666667,30.603,20.3967333333
198.92,29.9826,41.117,19.5090666667,29.4240666667,24.4387,39.8254666667,36.30025,30.1222666667,37.6961333333,22.6876,9.19719999998,26.0732,19.2669
199.30,22.954,33.9719333333,12.66715,23.5928,15.3492666667,32.9741333333,29.3414166666,22.3952666667,33.0937333333,14.7304666667,-0.45903333334,16.7665333333,8.8423
199.68,23.3146,36.0829333333,13.5075291667,22.5988,14.9591444445,33.4085333333,30.5085,22.1468666667,30.3202,16.2712666667,2.14683333334,14.727,9.22793333335
200.06,26.8199,43.3332666667,18.1682125,23.9464666667,19.4316666667,37.4712666667,33.14175,23.0651333333,32.9500666667,17.7394,5.2874,16.0536666667,10.9196666667
200.44,28.7301333333,43.4921333333,20.9399,22.3809333333,22.0634555556,40.6348,34.1766666667,24.6032,34.008,21.0714666667,7.4604,16.5476,12.8375
200.82,31.1904666667,50.4329333333,24.2478583333,25.7142666667,22.3808777778,44.2856666667,36.3095833333,24.762,36.8398,23.7661333333,7.64063333334,15.4978,15.1081333333
201.19,32.9902333333,56.6667333333,25.6893708333,24.6078666667,22.6062555556,46.3236,36.8260833333,26.6178,35.9804,24.4118666667,5.07346666668,13.4312666667,14.7303666667
201.57,33.4764666667,53.9057333333,27.9141375,25.3577333333,24.9284,42.9857333333,37.1676666666,28.2209333333,37.2596666667,27.4845333333,10.1635333333,15.7462666667,16.7279666667
201.95,30.0220666667,52.8918666667,24.76275,21.6335333333,21.9794666667,41.5012666667,34.8785833333,23.0464666667,32.8477333333,27.5497333333,6.18096666668,10.1986,9.7573
202.33,16.0628333333,47.5592666667,13.9009333333,5.4068,6.79800000001,30.7610666667,20.8004166667,10.7086666667,18.5303333333,16.8505333333,-8.39896666668,-6.98166666667,-3.46476666665
202.71,-4.30979999999,36.6330666667,-4.22980833331,-17.7104,-15.9257666667,12.66,1.51525000001,-9.76433333335,-1.54886666669,-0.13473333334,-33.9057333333,-33.8720666667,-26.7675666667
203.09,-11.9097333334,26.1111333333,-15.7812541667,-26.5972,-24.8842,1.3194,-8.94083333335,-23.8889333333,-14.7917333333,-11.0417333333,-43.6805666667,-45.2084,-38.7153666667
203.47,-11.9713333333,28.1720666667,-17.1282083333,-27.0968666667,-27.1325111111,-0.21500000002,-7.52691666665,-27.5270666667,-15.1970666667,-14.1937333333,-47.8137000001,-50.3224666667,-40.0358
203.85,-10.2996,28.6142666667,-13.9841916667,-25.4682,-28.4145111111,-1.0486,-7.49058333333,-31.3109333333,-11.8352,-12.8840666667,-52.809,-54.5318666667,-39.5131
204.22,-29.5670333333,5.36806666664,-36.0118916667,-50.736,-56.5367222222,-28.3982,-31.81825,-56.3636,-33.5932666667,-36.1905333334,-82.7271333335,-82.4242666667,-60.7358666668
204.60,-33.4683,7.38726666664,-35.1183666667,-51.4412666667,-57.7327777778,-32.8830666667,-34.5723333333,-55.2251333333,-34.2344,-41.0810666666,-87.1171333333,-86.4865333333,-66.3512999999
204.98,-42.7777666667,-2.64933333335,-39.4818333333,-55.3847333334,-61.5813444445,-37.2649333333,-40.1710833333,-55.6410666667,-36.5810666667,-52.3931999999,-89.4872333332,-89.7434666667,-65.1281333334
205.36,-43.7178666667,-0.598066666674,-39.25735,-49.4018,-61.1395555556,-34.7863333333,-37.2863333333,-54.4443333333,-31.7948666667,-49.4873333334,-86.6239333333,-87.2648666666,-61.3675000001
205.74,-88.7420666666,-19.8742666667,-84.9134416666,-90.9434,-104.926522222,-65.1571333332,-77.9874166666,-105.660466667,-65.9118,-96.9812,-143.836466667,-147.672933333,-113.396233333
206.12,-77.0832333332,-15.5952,-70.5803625,-78.8096000001,-91.9445333333,-54.4046666666,-66.5180000001,-89.6428666667,-55.0000666667,-80.5951999999,-121.9048,-128.095266667,-98.8096000001
206.50,-52.6570000001,-3.18840000001,-51.1654541667,-51.7874666667,-60.579711111,-37.1981333333,-38.5265833333,-65.3138666667,-28.4057333334,-52.5604000001,-89.2270333333,-91.4976666666,-68.6957333333
206.87,-52.4050999999,-5.23206666667,-48.285925,-49.8733333333,-59.5500444445,-38.9030666667,-43.5653333334,-64.4725333333,-29.6202666667,-48.7762666667,-86.2447666667,-84.3881333333,-66.4555333333
207.25,-39.3162666667,8.54713333332,-29.7169333333,-39.1452666667,-46.5242666667,-19.5725333333,-30.6623333333,-47.1795333333,-15.4701333333,-38.718,-68.8888666666,-65.5556666667,-51.9232
207.63,-47.9709666667,13.3333333333,-35.4166708333,-47.4396,-52.8824,-22.4154666667,-35.3865833334,-51.4974666667,-22.2223333334,-44.9274,-78.7922333333,-72.4638000001,-58.2126333334
208.01,-65.394,11.8788,-45.1514375,-66.0606,-67.1111777777,-30.0606,-51.2121666666,-64.9696666667,-34.4241333333,-64.0001333333,-102.4849,-86.5454000001,-75.1515666666
208.39,-91.4393333333,21.6667333333,-66.9508083333,-88.0301333333,-90.2777555556,-30.9089333333,-68.37125,-91.212,-49.8483333333,-83.0302666666,-132.7273,-112.424066667,-96.7424333334
208.77,-183.645833333,-22.0833333334,-152.96875,-178.541666667,-186.076388889,-104.375,-147.916666667,-198.125,-129.791666667,-175.625,-244.791666667,-210.0,-190.416666667
209.14,-837.499999999,-180.0,-740.46875,-845.000000001,-882.083333333,-528.333333334,-701.041666667,-965.833333333,-689.166666667,-770.0,-1080.0,-944.999999999,-874.583333334
209.52,-2395.55553333,-862.222199999,-2012.22225417,-2497.7778,-2558.88893333,-1651.11106667,-2108.33341667,-2844.44453333,-2066.66673333,-2284.44426667,-3184.44433333,-2762.22226667,-2590.0
209.90,1097.61906667,448.571466667,889.285804166,1110.47613333,1178.73006667,833.3334,986.904666667,1299.04773333,965.714266668,994.285533333,1464.76176667,1303.8096,1172.38106667
210.28,287.957,136.129066667,243.575320833,304.9462,315.3764,243.871066667,278.494583333,349.247266667,270.322533333,271.827866667,390.322666667,347.312,306.128966667
210.66,203.188533333,112.4636,177.164870833,224.782533333,241.400933333,179.4202,208.333416667,253.188133333,204.347666667,206.9566,276.159466667,253.768266667,222.971133333
211.03,172.430566667,87.7777999999,149.2795375,196.250066667,211.365722222,141.6666,183.680666667,224.4446,175.416666667,184.583266667,238.333266666,224.166666667,186.944533333
211.41,178.000066667,81.9259999999,146.250108333,195.851866667,215.629644444,142.814733334,179.444333333,231.407266667,176.888666667,180.2964,248.5185,239.8518,196.5925
211.79,228.75,105.625,184.973958333,261.25,283.298611111,183.75,243.75,318.958333333,231.666666667,231.875,315.625,321.25,261.145833333
212.17,277.6191,131.190466666,223.050666667,308.3334,331.388844445,233.809466666,288.392833333,385.476133333,272.857066667,272.1428,368.809566667,393.8096,305.714333333
212.55,232.870366667,127.592666667,180.810220833,252.777733333,269.629588889,215.1852,241.898,312.4074,233.703666667,237.7776,299.536966667,318.333266667,255.0927
212.92,178.733333333,103.6,132.958333333,188.533333333,203.177777778,165.866666667,188.5,231.066666667,182.533333333,171.2,219.0,237.066666667,187.0
213.30,186.2,122.933333333,145.8,196.8,205.088888889,177.733333333,206.333333333,233.733333333,194.533333333,183.6,228.0,245.333333333,195.266666667
213.68,152.291566667,95.4165333333,125.169320833,158.3332,168.836611111,148.229,166.0155,187.603933333,156.145733333,148.437466667,181.822733333,192.812266666,151.302233333
214.06,148.638333333,93.2394666667,118.022270833,153.051666667,160.719888889,144.319333333,157.276916667,176.8076,147.887266667,144.037533333,168.216033333,177.089133333,144.037433333
214.44,172.023833333,100.000066667,121.1756125,169.0476,180.634911111,155.952266667,174.85125,199.6428,168.095266667,164.047666667,189.047633333,202.024,157.678466667
214.81,163.585933333,95.2524666666,115.132479167,152.121133333,156.9024,144.242266667,163.131416667,180.302866667,157.171733333,157.070866667,173.990066667,189.394,148.9394
215.19,149.423766667,86.1728,104.609095833,132.0164,137.448633333,133.497933333,141.769416667,153.9918,139.341533333,136.461,153.209933333,166.9958,134.8148
215.57,165.038766667,101.938,122.703345833,143.798533333,151.4728,152.480666667,157.55825,165.0388,152.093066667,153.178066667,167.9456,179.6124,148.4108
215.95,156.9597,95.4579333333,113.1180125,133.699733333,142.368755556,140.879066667,150.5495,155.531266667,141.4652,146.593466667,161.758366667,170.769266667,140.329733333
216.32,167.037133333,98.1069333332,117.716008333,141.7284,149.9314,152.0988,161.008083333,165.349866667,149.711933333,157.942466667,170.535033333,175.391066667,150.452733333
216.70,217.055566667,122.222333333,146.4236625,180.3334,194.4999,192.555466667,212.360916667,211.444333333,190.8888,198.4444,221.166766667,226.111066667,195.611133333
217.08,210.467766667,118.1286,149.678383333,177.7778,195.282511111,189.122866667,209.35675,211.228066666,191.695866666,198.947533333,216.608166667,224.912266667,196.491166667
217.46,248.9923,126.821733333,170.339145833,211.938,239.147277778,226.0466,250.775333333,259.845,216.124,230.542733333,256.821766667,269.767533333,243.255766667
217.83,359.880966667,185.0,217.261916667,292.857133333,326.468255555,302.1428,369.64275,350.0,304.285733333,328.809466667,364.7618,387.380866667,363.928633333
218.21,382.3077,206.153933333,247.419895833,312.051266667,348.162344444,324.102466667,401.923,378.205066667,331.025533334,359.2308,400.2564,421.282133333,386.410333333
218.59,394.8,223.2,277.85,330.4,374.266666667,357.866666667,434.666666667,381.866666666,344.8,389.6,421.866666666,433.6,412.133333333
218.97,284.482666667,151.954133333,201.278725,242.7586,282.337166667,268.735666667,339.655333333,288.046066667,254.712666667,284.8276,307.356366667,310.574733334,304.137966667
219.34,312.435966667,177.948733333,222.227725,280.512733333,311.025688889,301.282,358.97425,331.2822,295.641066667,333.3334,340.897433333,347.4358,340.641033333
219.72,296.2318,158.550666667,189.9275,266.376933333,306.859911111,283.188266667,360.8695,328.6958,294.492866667,307.2462,300.434566667,324.9276,325.5072
220.10,245.686233333,159.999933333,170.159345833,218.0392,246.012888889,233.333333333,286.274333333,248.2354,243.921466667,226.862666667,230.686166667,254.705866667,263.8235
220.47,203.194366667,144.583266667,156.883545833,179.861133333,204.4677,188.3332,231.597166667,194.1664,202.361133333,184.0278,192.7084,210.2778,220.833333333
220.85,190.9435,140.377266667,155.424554167,170.062733333,189.9162,173.9622,212.893083333,176.9812,184.528266667,173.836466667,180.691866667,203.396133333,206.7296
221.23,290.5376,195.0538,225.954375,250.1074,274.121877778,250.7528,327.150333333,238.279533333,250.9678,262.580933333,274.838733333,321.935466667,318.387233333
221.61,259.0741,165.370266667,193.0209,211.481466667,237.777777778,215.370466667,268.286916667,198.3334,213.8888,229.2594,247.500066667,279.814866667,274.352
221.98,255.4955,152.972733333,191.587833333,204.8648,237.327288889,214.414466667,252.477333333,207.026933333,215.315333333,230.991133333,239.4594,269.369466667,273.964033333
222.36,359.2755,163.7682,219.7827125,257.101466667,324.202944445,269.565266667,331.159333333,254.492733333,283.478266667,311.304333333,305.9421,372.463733333,382.3189
222.74,244.803966667,109.6078,152.855408333,166.078466667,224.248422222,184.117666667,223.039333333,187.255,192.353,207.254866667,207.3528,258.431133333,251.960833333
223.11,298.386966667,153.9786,186.626370833,199.999933333,266.738233333,211.828133333,250.537583334,221.935466667,235.914066667,235.913933333,260.752633333,296.129066667,296.4515
223.49,571.9048,257.142866667,351.220133333,360.4762,500.635,364.285733333,482.142916667,390.476133333,428.095266667,440.9522,498.5716,536.6666,565.0
223.87,630.555566667,271.666666667,408.8193625,397.777866667,536.574144445,375.0,495.833333334,395.000133333,446.666666667,483.888866667,565.833333334,601.1112,623.333466667
224.24,1117.77786667,396.666733332,716.319479167,714.444400001,957.407399999,637.7778,766.66675,703.3334,764.444466667,916.666599999,1035.55556667,1097.77786667,1112.22226667
224.62,715.925933334,271.111,419.212941667,448.8888,639.506233333,421.481466667,492.5925,511.851933333,494.814866667,597.037066667,674.814833334,739.259133333,668.888733333
225.00,518.0,112.666666667,267.791666667,313.333333333,468.888888889,260.666666667,323.333333333,416.666666666,369.333333333,413.333333333,499.333333333,537.333333333,512.666666667
225.38,261.666766667,104.444466667,138.541708333,183.888933333,248.055633333,154.722133333,185.069333333,231.666666667,221.388866667,208.055533333,256.527733333,250.833333333,247.6389
225.75,797.083333334,338.333333333,450.46875,555.0,714.861111111,491.666666667,601.041666667,701.666666667,710.833333333,641.666666667,780.416666667,773.333333334,764.166666668
226.13,1122.7778,471.111133334,692.222241666,842.222333334,969.259299999,738.888866667,855.5555,976.666666666,946.666666666,911.111266665,1063.3334,1123.33326667,1027.77773333
226.51,-6386.66666666,-3140.0,-4531.25,-5293.33333333,-5888.88888889,-4920.0,-5266.66666667,-5886.66666667,-5600.0,-5440.0,-6250.0,-6540.0,-6453.33333333
226.88,-229.629566667,-98.7654666665,-146.357945833,-189.382733333,-175.514244444,-159.2592,-165.1235,-182.716066667,-179.753133333,-177.531,-194.9383,-207.1604,-227.037033333
227.26,-73.8887333334,-14.3211333333,-31.1496916667,-54.9382,-47.6336666667,-47.9012666667,-46.7591666667,-49.1358,-47.9011333333,-57.7779333333,-51.7901666667,-67.284,-79.4444333333
227.64,-59.3441333333,-13.5519333333,-22.5001125,-45.7924,-42.0766333333,-42.1856666667,-41.5301666667,-43.8253333334,-36.2841333333,-42.7322,-39.8361333333,-57.1584,-65.9017333334
228.01,-81.0556000001,-40.3334,-37.3680583334,-68.2221333333,-58.3887777778,-63.7778,-66.1110833333,-72.0,-54.9999333333,-69.3334666667,-62.3889666667,-74.3333333333,-92.0000666667
228.39,-75.3922666666,-40.4901333333,-38.363925,-59.9998666667,-51.8790555556,-60.7842666667,-66.4215,-66.6666666667,-52.1569333333,-65.3920666667,-60.2452666667,-61.3724666667,-83.0882666665
228.76,-58.1666666667,-25.5,-29.078125,-40.3333333333,-35.8194444444,-43.3333333333,-48.0208333333,-46.5,-39.8333333333,-52.25,-43.7916666667,-42.75,-62.5000000001
229.14,-67.6421666667,-39.0243333333,-40.2032291667,-43.9024,-46.1654444445,-51.9511333333,-56.5041666667,-54.3902,-51.626,-60.9754666667,-50.2844333333,-53.3332666667,-67.7235999999
229.52,-57.4417666667,-28.6048,-36.6375291667,-32.7131333333,-36.5244888889,-41.3178,-45.0580833333,-48.0622666667,-38.9922,-53.411,-38.1395,-44.2636666667,-59.7674999999
229.89,-56.0906666667,-28.3949333333,-33.7705166667,-32.9218,-33.7585222222,-39.6706666667,-41.9755833333,-50.1232666667,-33.9096666667,-53.498,-32.4692333333,-40.9878,-53.7448
230.27,-42.7968666667,-22.299,-22.3994833333,-24.5210666667,-27.0243,-29.8850666667,-28.544,-42.2988,-28.5058,-43.7548666667,-23.7931333333,-26.4367333333,-43.4099666667
230.65,-37.9166666667,-19.0277333333,-20.7334416666,-22.7777333333,-19.8379555555,-23.1944666667,-23.8715,-36.8750666667,-26.2501333333,-34.375,-21.7361333333,-22.2916666667,-36.3541333333
231.02,-41.0345333333,-23.0652666667,-26.729,-26.2068,-26.6666777778,-27.0497333333,-30.747,-45.6704666667,-33.5631333333,-43.295,-32.2989,-27.8161333333,-47.2029333333
231.40,-57.6792666667,-40.9281333333,-49.5569708334,-49.367,-49.5640222222,-43.2067333334,-50.9493333333,-70.2953333333,-57.4682666667,-64.557,-54.0506,-48.5230666667,-69.2827333333
231.78,-90.4838333334,-66.0214000001,-77.8897541667,-77.4194,-79.1577555556,-70.2150000001,-80.3762500001,-103.010666667,-92.9032666667,-95.8063333333,-86.2903,-81.1826666666,-105.698933333
232.15,-67.2857333333,-42.5715333333,-56.404775,-50.1905333333,-58.7459666667,-54.5713333333,-60.71425,-74.4763333334,-72.6667333333,-72.4760666667,-64.9046333333,-62.1904666667,-78.1430000001
232.53,-47.1556,-25.9556,-41.9112041667,-38.5776666667,-48.0592666667,-43.9111333333,-47.1111666667,-56.7999333333,-60.8888666667,-55.9112666667,-46.7111,-50.3112,-61.4222
232.90,-46.1273666667,-30.5883333334,-39.1114791667,-41.5685333333,-45.8824444445,-42.7451333333,-51.96075,-57.8430666667,-64.7058,-49.6078666667,-46.1274333333,-52.1569333333,-66.1275333333
233.28,-46.2190666667,-29.8506,-35.5783583333,-40.8957333333,-38.8721777778,-43.2837333333,-52.7363333333,-54.6268666667,-60.0,-48.0597333334,-43.0348666667,-48.7562,-65.2736666666
233.66,-44.7826,-36.6183333333,-32.1135166666,-42.9952,-35.6681777778,-47.826,-55.0724166667,-56.3284666667,-62.5122,-46.3768000001,-43.0916666667,-48.0193333333,-63.9614000001
234.03,-39.6517666667,-34.6269333333,-32.3383291667,-43.5819333333,-38.2753111111,-47.7612,-57.7115833333,-49.2537333333,-66.4676,-38.7065333333,-40.2486666667,-45.3732,-70.2488333333
234.41,-52.4044,-46.5574,-48.4700541667,-52.6776666667,-52.6776,-63.6064000001,-80.1914166666,-59.0164,-84.0437333334,-44.9178666666,-56.8305666667,-64.1530666667,-90.4371333334
234.78,-41.2021,-39.4534666667,-34.5559375,-41.8578666667,-43.7341222222,-54.5354000001,-65.02725,-45.1366,-72.7869333334,-33.2239999999,-48.7977666667,-53.0054,-74.6994333333
235.16,-53.3928,-57.7379999999,-49.1815541667,-62.7380666667,-59.5435555555,-71.5475333333,-82.4405000001,-64.2857999999,-91.6665333334,-40.5950666666,-61.1309,-77.1429999999,-83.2739333331
235.54,-32.6469666667,-28.3333333333,-24.2340333333,-34.0195333333,-34.0359444444,-48.0391333333,-53.799,-38.3333333333,-57.5490666668,-16.9606,-33.9704333333,-54.3136666667,-52.6960333333
235.91,-30.2703333333,-26.3063333333,-23.2488541667,-32.1622666667,-30.6755777778,-44.6846,-46.6214166667,-36.036,-52.2522666667,-18.829,-32.5224666667,-52.3424,-45.0450333333
236.29,-27.0562333333,-26.0606,-26.25,-34.6321333333,-34.2425,-47.0130666667,-46.6451666667,-36.883,-51.1688,-16.8830666667,-33.8961333333,-51.1688,-48.5282
236.66,-21.2194,-17.7236,-17.8862875,-26.5854666667,-28.1300777778,-39.1869333333,-35.7721666667,-30.9756,-41.5446,-12.0326,-26.4633333333,-39.8374,-40.8942333333
237.04,-25.0576333333,-15.8622,-21.0584041667,-33.6397333334,-35.1467666667,-44.751,-34.09975,-38.7740666667,-44.521,-22.8352,-32.8736666667,-45.4406666667,-45.1341000001
