wavelength,Back_PhrErym,Belly_PhrErym,Breast_PhrErym,Crissum_PhrErym,Crown_PhrErym,DorTail_PhrErym,Rump_PhrErym,Throat_PhrErym,WingTip_PhrErym
365.29,7.96513333333,16.2452666667,10.7104,17.47002,6.5288,7.10983333333,10.4024416667,24.3833333333,6.9478
365.66,7.93036666667,16.1802,10.6261,17.4774933333,6.46633333333,7.0437,10.3709083333,24.3465,6.91813333333
366.02,8.0336,16.2802333333,10.7071333333,17.56776,6.57526666667,7.16403333333,10.486925,24.4298333333,7.05786666667
366.38,8.04576666667,16.3940333333,10.7943333333,17.5946666667,6.66346666667,7.2326,10.59295,24.6010333333,7.09713333333
366.75,8.10046666667,16.5297,10.8701333333,17.7109333333,6.7112,7.27386666667,10.6889,24.7062333333,7.16473333333
367.11,8.18113333333,16.6770666667,10.96,17.8228533333,6.80053333333,7.32346666667,10.7871416667,24.8284,7.2672
367.47,8.14953333334,16.6538,10.9875,17.8413866667,6.74826666667,7.27386666667,10.7382166667,24.8556666667,7.1904
367.84,8.16,16.729,11.0018,17.8822133333,6.7856,7.2348,10.7701916667,24.9078,7.2072
368.20,8.13786666667,16.7385,11.0342,17.8745666667,6.77046666667,7.2146,10.7363833333,24.9179,7.18166666667
368.56,8.08420000001,16.7918,10.9360666667,17.87492,6.71706666667,7.16893333333,10.7284083333,24.9458333333,7.11533333333
368.93,8.00153333333,16.7235,10.8341333333,17.75402,6.61133333333,7.1027,10.6452833333,24.9717333333,7.00386666667
369.29,8.19563333334,16.9048333333,10.9625666667,17.9360133334,6.77806666667,7.23826666667,10.8279916667,25.1753,7.15153333333
369.65,8.33506666667,17.1021333333,11.1292333333,18.0410333333,6.94346666667,7.37233333333,10.9347833333,25.3474666667,7.29299999999
370.01,8.14293333334,17.0803666667,11.0336,17.9948266667,6.7656,7.21196666667,10.7640083333,25.3065333333,7.06506666667
370.38,8.01723333333,16.9407333333,10.8954333333,17.96398,6.59813333333,7.0296,10.6181166667,25.2627666667,6.87633333334
370.74,7.99653333333,16.9580333333,10.8976,17.92016,6.59433333333,7.0057,10.605725,25.2204333333,6.76146666667
371.10,7.97983333333,17.0479333333,10.9353333333,17.9891466667,6.61233333333,7.00843333333,10.5913,25.2630666667,6.70953333333
371.46,7.97896666667,17.0887666667,10.9265333333,18.0521733333,6.6188,7.0097,10.6079916667,25.3288,6.70393333333
371.83,8.0015,17.1821666667,11.0281333333,18.1314666667,6.62606666667,7.09583333333,10.64395,25.3868666667,6.72933333333
372.19,8.1188,17.2894333333,11.1198333333,18.25218,6.7722,7.16153333333,10.7612833333,25.5719666667,6.803
372.55,8.04513333333,17.3031666667,11.0678333333,18.2546666667,6.7564,7.0728,10.685,25.5655666667,6.71446666667
372.92,8.0225,17.357,11.0738333333,18.3076,6.7404,7.02806666667,10.668325,25.5842666667,6.70093333333
373.28,7.9882,17.3802333333,11.0456,18.2795733333,6.67346666667,7.00053333333,10.6364916667,25.6114,6.67646666667
373.64,7.98186666667,17.3692666667,10.9840666667,18.2807266667,6.60233333333,6.92273333333,10.6625916667,25.655,6.62486666667
374.00,8.0468,17.4595,10.9842,18.3344933333,6.65406666667,6.8886,10.6940666667,25.7807666667,6.68146666667
374.37,8.17103333333,17.6382,11.0716,18.4073733333,6.74366666667,6.99086666667,10.773725,25.9119333333,6.79033333333
374.73,8.18756666667,17.6512,11.029,18.4470866667,6.71953333333,7.01726666667,10.8104,26.0438333333,6.8336
375.09,8.145,17.6313,10.9875666667,18.43598,6.65946666667,7.00216666667,10.7735583334,26.1171333333,6.8278
375.45,8.10696666667,17.7223666667,10.9802333333,18.4528666667,6.60833333333,6.9498,10.7718,26.2239,6.82786666667
375.81,8.0542,17.7509,10.9494333333,18.4691333333,6.5952,6.8914,10.78035,26.3608333333,6.73813333333
376.18,8.00213333333,17.7758,10.9432666667,18.4785066667,6.4958,6.8903,10.7412833333,26.3809666667,6.68653333333
376.54,8.0825,17.9009333333,11.1355,18.6229533333,6.59326666667,7.01206666667,10.8596666667,26.5600666667,6.7998
376.90,8.20526666667,18.0029,11.2864333333,18.76256,6.71813333333,7.0965,10.9591833333,26.7160666667,6.92626666666
377.26,8.12596666667,17.9834333333,11.2393666667,18.7806733333,6.67046666667,7.03076666667,10.8927166667,26.6605666667,6.86433333333
377.63,8.05773333333,18.0226666667,11.2293333333,18.8092866667,6.6582,7.0357,10.8259,26.6731666667,6.8048
377.99,8.00616666667,17.9995666667,11.2048666667,18.74202,6.63766666667,7.0319,10.8232583333,26.5890333333,6.75033333333
378.35,8.03876666667,18.1050666667,11.2913333333,18.8455333333,6.7048,7.06316666667,10.8454083333,26.6573333333,6.77433333333
378.71,7.95623333333,18.0817,11.2777666667,18.8326266667,6.68346666667,7.0131,10.7657333333,26.6545333333,6.705
379.07,7.92213333333,18.0706,11.2541333333,18.8043533333,6.6302,6.95673333333,10.72515,26.6701333333,6.64266666667
379.44,8.0034,18.1746333333,11.3706,18.9535066667,6.7558,7.05386666667,10.8068833333,26.7346,6.73246666667
379.80,8.03833333333,18.2112666667,11.3319333333,18.9796933333,6.76513333333,7.07646666667,10.822625,26.6981666667,6.79213333333
380.16,8.1043,18.3198666667,11.3806333333,19.06588,6.8476,7.0593,10.8797916667,26.7855333333,6.84186666667
380.52,8.13766666667,18.3714666667,11.3777,19.0853,6.8474,7.06913333333,10.8722166667,26.8305333333,6.88393333333
380.88,8.0511,18.3798666667,11.2703333333,19.03782,6.7572,7.00246666667,10.7836916667,26.7764,6.7912
381.24,8.10206666667,18.4332333333,11.2793333333,19.07156,6.76933333333,7.00933333333,10.78315,26.8720666667,6.8012
381.61,8.1074,18.4547333333,11.2903333333,19.1018866667,6.77726666667,6.99673333333,10.8032916667,26.9223,6.8048
381.97,8.12253333333,18.4696,11.2724333333,19.1257,6.762,6.962,10.7584666667,26.9971333333,6.80686666667
382.33,8.04373333333,18.3873,11.1864666667,19.0527066667,6.69,6.88976666667,10.663,26.9311666667,6.73613333333
382.69,8.11313333334,18.5288,11.2314333333,19.13774,6.7374,6.9393,10.71375,27.0388333333,6.7852
383.05,8.1194,18.578,11.2405666667,19.1980933333,6.7492,6.92596666667,10.7107,27.0391666667,6.75993333333
383.41,8.09716666666,18.5503333333,11.1978,19.1812066667,6.6996,6.89996666667,10.6620333333,27.0514666667,6.66066666667
383.77,8.08150000001,18.567,11.2492666667,19.22236,6.70586666667,6.89353333333,10.6501,27.1376666667,6.64566666667
384.14,7.94496666667,18.5039666667,11.1714333333,19.1742333333,6.5558,6.79533333333,10.5621416667,27.1027333333,6.5512
384.50,7.89256666667,18.5297666667,11.1304666667,19.2192,6.50186666667,6.76166666667,10.5199083333,27.1205333333,6.48473333333
384.86,7.9353,18.5783666667,11.1408333333,19.2868533333,6.52126666667,6.79233333333,10.5783166667,27.2079666667,6.5266
385.22,7.94516666667,18.6527666667,11.2258333333,19.32296,6.5458,6.8134,10.653675,27.2888,6.55726666667
385.58,8.04503333333,18.8310666667,11.3061666667,19.4120666667,6.627,6.88856666667,10.728575,27.3985666667,6.64813333333
385.94,8.0687,18.9292333333,11.3731666667,19.4847933333,6.67133333333,6.95556666667,10.7681083333,27.4913,6.7008
386.30,8.09923333333,19.0493333333,11.4253333333,19.57862,6.69133333334,6.97976666667,10.8395833333,27.6258666667,6.73406666667
386.66,8.14833333333,19.1342333333,11.5121333333,19.6410666667,6.73593333333,7.02236666667,10.8963416667,27.6870333333,6.7922
387.03,8.16526666667,19.2423,11.5485,19.6906533333,6.75913333333,7.04606666667,10.948075,27.8147,6.83513333333
387.39,8.13876666667,19.2924666667,11.5189333333,19.65884,6.71346666667,7.00886666667,10.9100416667,27.8686333333,6.84153333333
387.75,8.15366666667,19.3533666667,11.5025333333,19.71226,6.705,6.99443333333,10.9016,27.9730666667,6.82793333333
388.11,8.20873333333,19.4553,11.5318,19.7878866667,6.77873333333,7.08996666667,10.9445083333,28.0789333333,6.87933333333
388.47,8.28453333334,19.5540333333,11.608,19.8490933333,6.8552,7.1305,11.0178083334,28.1843666667,6.93933333334
388.83,8.34990000001,19.7097666667,11.7132,19.9768666667,6.9464,7.18256666667,11.0858583333,28.3257,7.02613333333
389.19,8.33473333334,19.7127,11.6984,20.0135266667,6.94013333333,7.16213333333,11.0688583333,28.3237666667,6.9922
389.55,8.34066666667,19.7385333333,11.7628333333,20.06314,6.96826666667,7.18076666667,11.093975,28.3847,7.0008
389.91,8.48086666666,19.8916,11.8969,20.2340266667,7.0848,7.29053333333,11.233875,28.5567,7.10326666667
390.27,8.5392,19.9447,11.9130666667,20.31318,7.1162,7.33403333333,11.255825,28.5999,7.13433333333
390.63,8.52866666666,19.9649333333,11.8895333333,20.3322666667,7.08226666667,7.29996666667,11.2164583333,28.6522,7.10939999999
391.00,8.5936,20.0466,11.9575,20.38428,7.12553333333,7.33416666667,11.2568333333,28.7346333333,7.17140000001
391.36,8.64640000001,20.127,12.0378333333,20.5075066667,7.17553333333,7.3797,11.319075,28.7930666667,7.2096
391.72,8.6866,20.2082333333,12.0951,20.56066,7.2208,7.4267,11.3651,28.8162,7.23919999999
392.08,8.6737,20.207,12.0992666667,20.5696066667,7.21893333333,7.3731,11.3416833333,28.8413,7.2006
392.44,8.56536666667,20.1353333333,12.0114333333,20.50582,7.13246666667,7.29583333333,11.2580833333,28.7925666667,7.06866666667
392.80,8.52240000001,20.1179,12.0242666667,20.4337133333,7.09733333333,7.2465,11.2073916667,28.7558,6.998
393.16,8.56203333333,20.2264333333,12.0814666667,20.5387933333,7.12066666667,7.2848,11.253825,28.8418666667,7.03993333334
393.52,8.55100000001,20.2336333333,12.0363,20.5724866667,7.0668,7.2192,11.2046666667,28.8837666667,6.99766666667
393.88,8.44093333334,20.1810666667,11.9541333333,20.4871933333,6.95986666667,7.08486666667,11.0790416667,28.7970666667,6.89566666666
394.24,8.38489999999,20.1870333333,11.9494,20.5061266667,6.94086666667,7.0264,11.0295916667,28.835,6.83573333333
394.60,8.36846666667,20.2267333333,11.9475,20.56158,6.9542,7.01886666667,11.0611,28.8888,6.79626666667
394.96,8.31463333333,20.2027333333,11.855,20.5731733333,6.93266666667,6.99033333333,11.0173166667,28.8453,6.726
395.32,8.35123333334,20.3084,11.9193666667,20.6546533333,7.0334,7.0627,11.0728333333,28.9402666667,6.78213333333
395.68,8.37503333333,20.3807,11.9840333333,20.7025533333,7.05273333333,7.09283333333,11.1074416667,29.0049333333,6.82573333333
396.04,8.39689999999,20.4647,11.9880666667,20.73514,7.068,7.11396666667,11.1062583333,29.0265,6.84833333333
396.40,8.44796666666,20.5655,12.0195,20.8388266667,7.1254,7.14576666667,11.15875,29.1204,6.92913333333
396.76,8.418,20.5910666667,11.9572666667,20.9180333333,7.10853333333,7.1435,11.1518833333,29.1438666667,6.917
397.12,8.3899,20.5616,11.9103333333,20.91748,7.09226666667,7.0938,11.1003916667,29.2317333333,6.87066666667
397.48,8.37659999999,20.6141666667,11.9228333333,20.9328866667,7.0956,7.08113333333,11.0946333333,29.2411,6.87486666667
397.84,8.49233333334,20.7345,12.0586,21.1011066667,7.21033333333,7.23196666667,11.2477166667,29.4419666667,6.99093333333
398.20,8.55596666666,20.8498,12.1335666667,21.17636,7.26973333333,7.3188,11.3353083333,29.5295666667,7.07913333333
398.56,8.52916666667,20.8518,12.1394666667,21.1843133333,7.2334,7.29226666667,11.2620916667,29.5711666667,7.08433333333
398.92,8.59943333333,20.9613,12.2461333333,21.30276,7.28966666667,7.35,11.3199666667,29.7063333333,7.16
399.28,8.62829999999,21.0149,12.2726,21.3371066667,7.29666666667,7.34396666667,11.3468666667,29.8063,7.19666666667
399.64,8.57700000001,21.0636666667,12.2265,21.37374,7.25426666667,7.2664,11.3055916667,29.7966,7.13893333333
400.00,8.59113333333,21.1311,12.2646666667,21.4283666667,7.23753333333,7.2591,11.3283083333,29.8538,7.12713333334
400.36,8.63556666667,21.2056,12.3128,21.4818266667,7.23146666667,7.26663333333,11.3461416667,29.9406,7.12526666667
400.72,8.65143333333,21.2717333333,12.3497,21.5416733333,7.2278,7.25096666667,11.3577083333,30.0466,7.1086
401.08,8.68120000001,21.3708,12.3954333333,21.58872,7.26533333333,7.27706666667,11.3867333333,30.0750333333,7.14173333333
401.44,8.70873333333,21.4059666667,12.4449666667,21.6774,7.30653333333,7.3285,11.4202416667,30.1859666667,7.1566
401.80,8.55086666667,21.3389,12.2953,21.5957666667,7.1678,7.17593333333,11.2842,30.0988666667,6.97933333333
402.16,8.43753333333,21.2978666667,12.2020666667,21.5618666667,7.05353333334,7.0595,11.1921583333,30.0973333333,6.83446666667
402.52,8.49896666667,21.3805,12.2363,21.6276333333,7.0984,7.06563333333,11.23895,30.1493333333,6.85413333333
402.88,8.45896666667,21.41,12.1927333333,21.60348,7.047,6.9864,11.1923583333,30.1646666667,6.784
403.24,8.33546666666,21.3241333333,12.0470333333,21.5297666667,6.91293333333,6.86036666667,11.07915,30.0839666667,6.6244
403.60,8.27523333333,21.2719666667,12.0217,21.4957133333,6.862,6.80453333333,11.02315,30.1202666667,6.5452
403.95,8.29573333334,21.3413,12.0710333333,21.58596,6.90506666667,6.837,11.067175,30.2000333333,6.57286666667
404.31,8.26553333334,21.3355333333,12.0438666667,21.5945733333,6.88526666667,6.81876666667,11.0425,30.1790333333,6.56326666666
404.67,8.31426666667,21.4195666667,12.1071333333,21.66466,6.93713333333,6.85456666666,11.0789,30.2460666667,6.5836
405.03,8.30396666667,21.4368666667,12.1264,21.69194,6.92753333333,6.86896666667,11.0558416667,30.2221,6.60773333333
405.39,8.25943333334,21.4572333333,12.0703,21.6846933333,6.90553333333,6.8429,11.0318916667,30.2193,6.57
405.75,8.31576666667,21.5524333333,12.1413333333,21.7437466667,6.96506666667,6.8865,11.0705333333,30.2872666667,6.64826666667
406.11,8.4029,21.6479,12.2338333333,21.8353666667,7.06273333333,6.964,11.1504,30.4020333333,6.766
406.47,8.34363333333,21.6610333333,12.1884,21.8413533333,7.03106666667,6.94113333333,11.1187583333,30.3889,6.71626666667
406.83,8.30336666666,21.6726666667,12.1896333333,21.8653133333,7.02106666667,6.94503333333,11.10945,30.387,6.71173333333
407.19,8.33183333333,21.7828666667,12.2580333333,21.9332133333,7.0578,6.99116666667,11.1278916667,30.4645666667,6.7594
407.55,8.31613333333,21.8118,12.2329333333,21.98284,7.07306666667,6.99493333333,11.1164666667,30.4804333333,6.7534
407.90,8.25083333333,21.7664,12.171,21.9726866667,7.05913333333,6.95383333333,11.0377666667,30.4647666667,6.69753333333
408.26,8.21903333333,21.7651,12.1642666667,21.98786,7.04326666667,6.93596666667,11.0201833333,30.5087,6.66866666667
408.62,8.20929999999,21.7771333333,12.1359,22.0163733333,7.03153333333,6.9625,11.0414416667,30.5453,6.6776
408.98,8.22343333333,21.8262333333,12.1285,22.0434066667,7.04686666667,6.94826666667,11.099775,30.6295666667,6.66806666667
409.34,8.22623333333,21.8731333333,12.1436666667,22.05388,7.0316,6.94243333333,11.0940416667,30.6539666667,6.64886666667
409.70,8.2407,21.8871333333,12.1156333333,22.09192,7.01486666667,6.93066666667,11.085775,30.6900333333,6.62066666667
410.06,8.19873333333,21.8989333333,12.0819333333,22.0739666667,6.957,6.88313333333,11.0261916667,30.6471333333,6.55033333333
410.42,8.20183333333,21.9447666667,12.1169666667,22.1221133333,6.9506,6.8808,11.0378833333,30.7010666667,6.53806666667
410.77,8.21879999999,21.9691,12.1181666667,22.1508733333,6.96026666667,6.88783333333,11.0404166666,30.7739666667,6.538
411.13,8.2474,22.0058,12.1515,22.2092733333,6.9872,6.8956,11.0887833333,30.8241666667,6.5336
411.49,8.26333333333,22.0928,12.2203666667,22.2496733333,6.99346666667,6.90086666667,11.1064,30.9145,6.52586666667
411.85,8.23579999999,22.1245,12.2245333333,22.2426533333,6.95113333333,6.85213333333,11.0875,30.9460666667,6.48626666667
412.21,8.26773333334,22.2228,12.2768333333,22.3079133333,6.98386666667,6.851,11.10765,31.0009666667,6.499
412.57,8.29113333333,22.2888333333,12.3210666667,22.34114,6.993,6.82913333333,11.0788583333,31.0720333333,6.50433333333
412.92,8.24156666666,22.3291,12.2749333333,22.3472533333,6.9406,6.7772,11.0065083333,31.0937666667,6.42393333333
413.28,8.23200000001,22.3904333333,12.2885,22.4008466667,6.9436,6.7606,11.024475,31.1416333333,6.4442
413.64,8.26883333333,22.5378666667,12.3769666667,22.5182333333,7.02213333333,6.82683333333,11.10135,31.2983333333,6.50426666667
414.00,8.2761,22.5934333333,12.3811333333,22.5717333333,7.03226666667,6.833,11.122425,31.3624,6.5344
414.36,8.30636666667,22.6326,12.4194333333,22.6081266667,7.05706666667,6.8624,11.133375,31.3845333333,6.55993333333
414.72,8.30586666666,22.6672666667,12.4746,22.6593266667,7.06213333333,6.86953333333,11.1314666667,31.3844,6.54833333333
415.07,8.28800000001,22.7070666667,12.4562333333,22.6797333333,7.03133333333,6.85983333333,11.11155,31.4397666667,6.5612
415.43,8.3435,22.7631,12.4644333333,22.7430933333,7.07226666667,6.9076,11.1453916666,31.5013,6.63786666667
415.79,8.42023333333,22.8401333333,12.5489333333,22.8373133333,7.1298,6.98016666667,11.2122333333,31.5583666667,6.72066666667
416.15,8.39373333333,22.8694333333,12.5677333333,22.85336,7.11233333333,7.00936666667,11.2058583333,31.6137666667,6.73046666667
416.51,8.38693333333,22.9063,12.553,22.8877266667,7.11206666667,7.01593333333,11.2392,31.6349666667,6.724
416.86,8.4527,22.9602666667,12.6266333333,22.95482,7.18053333333,7.08,11.2962,31.708,6.7956
417.22,8.44143333333,22.939,12.6240333333,22.9542,7.17166666667,7.06826666667,11.270775,31.6810666667,6.764
417.58,8.40533333333,22.8943333333,12.5777,22.9302466667,7.09813333333,6.99046666667,11.2118416667,31.6501666667,6.70213333333
417.94,8.40986666666,22.9349333333,12.5935333333,22.95846,7.11733333333,6.99686666667,11.2283333333,31.6837,6.69866666667
418.29,8.37193333333,22.9322,12.5570333333,22.9481466667,7.07926666667,6.9629,11.2038833333,31.6925,6.67213333333
418.65,8.3941,22.9580666667,12.5676,22.9807933333,7.099,6.96666666667,11.2245583333,31.7478666667,6.6984
419.01,8.37669999999,22.9390333333,12.5521,22.9780933333,7.09553333334,6.94276666667,11.196425,31.7232666667,6.66386666667
419.37,8.38346666666,22.9439,12.5439,22.9865866667,7.10466666667,6.96096666667,11.21825,31.7306666667,6.67426666667
419.73,8.3985,22.9935666667,12.5412,23.0301333333,7.12386666667,6.99073333333,11.2420333333,31.7901333333,6.68713333333
420.08,8.426,23.0320333333,12.5615333333,23.07226,7.15073333333,7.00006666666,11.2611583333,31.8096,6.69206666667
420.44,8.41936666666,23.0528,12.5566333333,23.0905066667,7.15033333333,7.0079,11.2466583333,31.824,6.69173333333
420.80,8.3999,23.0643333333,12.5468,23.1065133333,7.123,7.00206666667,11.2211916667,31.8283333333,6.67186666667
421.16,8.41856666666,23.1237,12.5641333333,23.1465066667,7.13906666667,7.02243333333,11.2482166667,31.9101,6.68206666667
421.51,8.42033333333,23.1556666667,12.5643666667,23.1724,7.16746666667,7.04603333333,11.249375,31.9336666667,6.6974
421.87,8.40123333333,23.1465666667,12.5461666667,23.1741933333,7.1452,7.0248,11.2266666667,31.9477333333,6.67746666667
422.23,8.41303333334,23.1963,12.5672333333,23.22284,7.161,7.0327,11.23555,31.9891333333,6.6882
422.58,8.41513333334,23.2479666667,12.5651666667,23.2724066667,7.16693333333,7.04523333333,11.2448,32.0174666667,6.69246666667
422.94,8.44643333333,23.3190333333,12.5925,23.3320533333,7.18826666667,7.0676,11.2656583333,32.0889666667,6.72066666667
423.30,8.45613333333,23.388,12.6180666667,23.3911533333,7.2066,7.07733333333,11.2842583333,32.1558,6.7294
423.66,8.45060000001,23.4269,12.6236,23.4270666667,7.2048,7.06286666667,11.2851583333,32.1807333333,6.72973333333
424.01,8.45069999999,23.4558,12.6167333333,23.4537733333,7.20333333333,7.04843333333,11.275025,32.2094,6.72273333333
424.37,8.42226666667,23.4562333333,12.6129,23.4461266667,7.1828,7.0169,11.2385916667,32.2191,6.7006
424.73,8.4327,23.5124,12.6245,23.4960866667,7.20226666667,7.02276666667,11.2547583333,32.276,6.71286666667
425.08,8.43426666667,23.5432333333,12.6310666667,23.52812,7.20166666667,7.02656666667,11.239,32.2892,6.7172
425.44,8.4547,23.6059333333,12.6675666667,23.5892533333,7.21273333333,7.04216666667,11.2674833333,32.3407,6.72913333333
425.80,8.47466666667,23.6709666667,12.7047333333,23.6460333333,7.24126666667,7.0662,11.2847166667,32.3861666667,6.7386
426.16,8.50070000001,23.73,12.7281,23.70954,7.26746666667,7.0884,11.3131583333,32.4516,6.75673333333
426.51,8.5171,23.8059666667,12.7652666667,23.7646333333,7.28553333333,7.10383333333,11.32875,32.5238,6.77566666667
426.87,8.50403333333,23.8356333333,12.7667,23.8110866667,7.29306666667,7.09913333333,11.3412916667,32.5414333333,6.75786666667
427.23,8.48939999999,23.8784333333,12.7762,23.8488266667,7.2752,7.07613333333,11.3146416667,32.5496,6.73573333333
427.58,8.46410000001,23.8896,12.7717,23.8502266667,7.2458,7.05536666667,11.2861583333,32.5625666667,6.71393333333
427.94,8.45806666667,23.9246666667,12.7614666667,23.8950533333,7.2344,7.05993333333,11.2962583333,32.6140333333,6.7218
428.30,8.53453333333,24.0548666667,12.8410666667,24.0321066667,7.3066,7.119,11.3758833333,32.7288,6.78753333333
428.65,8.5606,24.1148333333,12.885,24.0909733333,7.34973333333,7.1425,11.40465,32.7845666667,6.79633333333
429.01,8.58026666667,24.1744333333,12.9343,24.1696133333,7.3842,7.15243333333,11.4430166667,32.8586666667,6.8248
429.37,8.57543333334,24.2218666667,12.9366666667,24.2044266667,7.38833333334,7.146,11.439,32.8856,6.82413333333
429.72,8.62883333334,24.3245666667,12.9877333333,24.30982,7.43213333333,7.1744,11.4861583333,32.9809,6.89973333333
430.08,8.627,24.3748,12.9988333333,24.33744,7.45353333333,7.17133333333,11.4829333333,33.0205666667,6.89506666667
430.44,8.58540000001,24.349,12.9619666667,24.30206,7.41746666667,7.12483333333,11.4271166667,32.9853666667,6.84466666667
430.79,8.60916666666,24.4023666667,12.9935,24.3399666667,7.43766666667,7.14783333333,11.4503916666,33.0328,6.883
431.15,8.62946666667,24.43,13.0139666667,24.3902933334,7.45286666667,7.17056666667,11.4658333334,33.1004333333,6.8966
431.50,8.66929999999,24.5175333333,13.0524333333,24.4488,7.50106666666,7.1832,11.5046916667,33.1802333333,6.91693333333
431.86,8.6666,24.6044666667,13.0886333333,24.49682,7.5286,7.201,11.529225,33.2212333333,6.9196
432.22,8.60700000001,24.5750333333,13.0396,24.4727533333,7.47046666667,7.14126666667,11.483,33.2091,6.85013333333
432.57,8.6008,24.6094666667,13.0441666667,24.5148466667,7.45613333333,7.13766666667,11.4852916667,33.2548,6.8614
432.93,8.58369999999,24.6392333333,13.0045,24.5398266667,7.43673333333,7.10776666667,11.4668916667,33.2761333333,6.82633333333
433.29,8.60693333334,24.6739,13.0252,24.5706266667,7.444,7.11356666667,11.4796083333,33.3146666667,6.85006666667
433.64,8.58189999999,24.6522333333,12.9837666667,24.5474466667,7.41146666667,7.0972,11.44915,33.3015666667,6.81806666667
434.00,8.5791,24.6876,13.0235,24.5830866667,7.41626666667,7.11336666667,11.4598416667,33.3519,6.8278
434.35,8.65099999999,24.7987666667,13.0993,24.6904,7.47466666667,7.1811,11.5406,33.4619333333,6.88893333334
434.71,8.66593333333,24.8648333333,13.1103333333,24.74486,7.47006666667,7.16826666667,11.5393666667,33.5281,6.89786666667
435.07,8.65416666667,24.8914,13.107,24.7580466667,7.47246666667,7.15693333333,11.5381583333,33.5226666667,6.88573333333
435.42,8.66166666667,24.9405,13.1253,24.8161333333,7.48106666667,7.1767,11.5395583333,33.5697333333,6.89473333333
435.78,8.68836666667,24.99,13.1445,24.8736133333,7.49993333333,7.1912,11.5507833333,33.6280666667,6.91246666667
436.13,8.71146666667,25.0709333333,13.1650333333,24.9214333333,7.5332,7.22623333333,11.5780916667,33.6588666667,6.93966666667
436.49,8.70129999999,25.0852,13.1442,24.93722,7.52406666667,7.206,11.565425,33.6602333333,6.92153333333
436.84,8.71446666666,25.1291333333,13.1776333333,24.9553533333,7.53733333333,7.2219,11.58605,33.7048666667,6.94206666667
437.20,8.68690000001,25.1709666667,13.1745,24.9841133333,7.53326666667,7.21656666667,11.5841583333,33.7400666667,6.9214
437.56,8.71990000001,25.2603333333,13.2385333333,25.0653533333,7.58686666667,7.26656666666,11.6260333333,33.7947,6.9496
437.91,8.74026666666,25.3054333333,13.2449333333,25.1018,7.58733333333,7.2833,11.6476916667,33.8164666667,6.96200000001
438.27,8.701,25.2963333333,13.2083333333,25.1133533333,7.55626666667,7.23863333333,11.6281333333,33.8247,6.92206666667
438.62,8.65886666667,25.3121333333,13.2088666667,25.1248933333,7.5294,7.2414,11.6123333333,33.8274,6.8952
438.98,8.65186666666,25.3486,13.2056333333,25.14916,7.51873333333,7.2292,11.6033333333,33.8637333333,6.89306666667
439.33,8.64606666666,25.3561666667,13.1931666667,25.1555666667,7.51626666667,7.21846666667,11.6022083334,33.8667333333,6.88386666667
439.69,8.6229,25.3647666667,13.1895,25.1617466667,7.50353333333,7.20763333333,11.5879333333,33.8765,6.86453333333
440.04,8.63556666666,25.4049,13.2111333333,25.21682,7.518,7.2136,11.5973916667,33.9358666667,6.885
440.40,8.64423333333,25.4652,13.2204666667,25.2417933333,7.5254,7.22173333333,11.6044083333,33.9768333333,6.89306666667
440.75,8.65929999999,25.5361,13.2507333333,25.3159666666,7.53966666667,7.23963333333,11.6239166667,34.0293,6.91453333333
441.11,8.66056666666,25.5517,13.2517333333,25.3318333333,7.54646666667,7.23313333334,11.6228,34.0422333333,6.92
441.47,8.65106666666,25.5989,13.2502,25.36426,7.533,7.21353333333,11.6221666667,34.0989333333,6.90646666667
441.82,8.65156666667,25.6324333333,13.2417,25.3784133333,7.54773333333,7.19223333333,11.6104583333,34.0974666667,6.90713333333
442.18,8.6568,25.6649666667,13.2610333333,25.3964466667,7.5584,7.20483333333,11.6024833333,34.1081666667,6.91753333333
442.53,8.71790000001,25.7268666667,13.2941666667,25.4626533333,7.61586666667,7.2343,11.6351,34.169,6.9592
442.89,8.72333333333,25.7761333333,13.2916666667,25.4967733333,7.63173333333,7.23583333333,11.6351583333,34.1928333333,6.96126666667
443.24,8.71360000001,25.8121333333,13.2878333333,25.5341466667,7.6076,7.21273333333,11.6259833333,34.2162333333,6.94933333333
443.60,8.73513333333,25.8766,13.2974666667,25.5769666667,7.61206666667,7.20396666667,11.62845,34.2493333333,6.95379999999
443.95,8.7464,25.9346666667,13.3101333333,25.6224266667,7.6176,7.203,11.646,34.2887333333,6.97013333333
444.31,8.75986666667,25.9727,13.3316333333,25.6600466667,7.62393333333,7.21046666667,11.6628583333,34.3160666667,6.98713333333
444.66,8.7493,26.0000333333,13.3238666667,25.68836,7.62533333333,7.20416666667,11.6578333333,34.3227,6.9832
445.02,8.76620000001,26.0503,13.3453666667,25.75102,7.62486666667,7.22486666667,11.6619083333,34.3692666667,6.98086666667
445.37,8.75723333333,26.0405333333,13.3334666667,25.74414,7.603,7.22,11.64555,34.3302666667,6.96993333333
445.72,8.74289999999,26.0456333333,13.3324333333,25.7812,7.59506666667,7.22126666667,11.6405666667,34.3495666667,6.95593333334
446.08,8.73823333333,26.0894,13.3264333333,25.8156466667,7.602,7.21736666667,11.6378,34.3713,6.95280000001
446.43,8.69649999999,26.1016333333,13.3082,25.8156133333,7.5714,7.18143333333,11.6254083333,34.3908333333,6.9316
446.79,8.72186666666,26.1365666667,13.3404666667,25.8691733333,7.59206666667,7.20136666667,11.6497666667,34.4354333333,6.95533333334
