wavelength,Back_SpoCasm,Belly_SpoCasm,Breast_SpoCasm,Crissum_SpoCasm,Crown_SpoCasm,DorTail_SpoCasm,Patch10_SpoCasm,Patch11_SpoCasm,Rump_SpoCasm,Throat_SpoCasm,WingTip_SpoCasm
186.01,55.5555333334,140.0,22.2222,33.333266666,564.444400001,-457.7778,255.555399999,-482.2222,255.555466667,-177.777733333,273.333433333
186.39,27.2221333334,26.6667333334,34.4443999999,35.0000666668,148.8888,-123.3332,85.0000666665,-102.7778,83.8888000001,-37.7778000001,54.7222333335
186.77,112.380933333,82.8571333334,124.761866667,77.1429333332,252.380866667,-190.476133333,158.095066666,-137.142933333,190.476266667,-47.6190666668,114.285666666
187.15,92.7272666666,58.1818666667,91.5151999999,32.7272666667,144.848533333,-121.8184,93.3334666667,-73.3333333335,138.181866667,-54.5456666668,96.3636666667
187.53,73.0303333335,63.3332,71.2122666667,37.2728666667,99.6970666667,-25.7575333333,103.939466667,8.1818000002,106.666733333,10.3030666667,84.6970333333
187.91,79.5698666667,72.4731333333,78.7096666667,45.1613333333,93.9785333332,6.23646666674,95.2688,38.2795333333,93.9784666666,25.8064000001,86.4516333335
188.29,88.9654,77.4712666667,95.1723333333,48.7355333333,96.3218000001,19.9999333334,108.045866667,62.2989999999,103.908066667,25.2872666667,79.8850666666
188.67,65.7892666667,59.6489333333,92.4558666667,38.0701333333,70.3508666667,31.7544,91.2280000001,58.9473999999,83.5087333333,25.0877333334,55.9647666667
189.05,77.5,76.4999999999,106.833333333,49.4999999999,79.4999999999,41.1666666669,104.5,77.8333333333,97.9999999999,44.5,61.5000000001
189.43,58.6992000001,59.187,87.3170666666,29.4308666667,55.4471333333,25.8537333333,83.5772666666,61.3010000001,80.6505333332,23.4146,36.0163
189.81,54.5185999999,55.4073333334,76.5924666667,22.8149333333,54.8148666667,29.4815333333,75.9999333333,62.963,77.4815333333,18.9629333333,26.5184333333
190.19,43.2519333333,52.1952,69.1056666667,7.47960000001,42.2764,27.6422666667,70.5690666666,50.2438666664,69.756,6.82926666667,10.1625666666
190.57,35.5554666667,48.7654,57.9012,8.76533333335,35.5556666667,32.5926666667,57.1604666667,45.4322000001,59.6297333333,11.1111333333,11.8519333334
190.95,32.6828666667,46.6666666667,48.8618666667,22.0325333333,39.5122666667,33.7398,50.1624,45.7722666667,50.8942,21.3820666667,19.9594
191.33,36.2600666667,50.569,51.87,30.4876666667,46.4228,41.626,56.9106,51.7072666667,57.4796,29.9187333333,22.6016
191.71,38.1982,48.8288,52.7927333333,30.2702666667,43.9638666667,40.3604666666,53.964,51.4415333333,52.4324,26.3964666667,15.2700333333
192.09,33.5294666666,46.9608666667,49.9019333333,30.9803333333,37.2547333333,40.5881333334,58.1372000001,49.9019333334,52.2548666667,24.902,5.4903
192.47,37.4026,49.9567333333,49.6105333333,31.0822,38.3549333334,38.0085333333,57.8356666667,47.1860666667,56.0172,29.0042,11.2987666667
192.85,48.8888,59.0740000001,58.3332666667,37.7778,44.3517333333,43.5184666667,73.0555333333,56.4816000001,65.926,39.537,19.5833333333
193.23,43.3333333333,53.4260666666,51.1110666667,31.7592,36.5739333333,42.5925333333,70.2778,48.7037333332,63.7036666667,34.2593333333,19.4444333333
193.61,51.4392666667,52.4242000001,55.1515333333,41.8183333334,45.7576666667,49.3939333333,71.7423333333,52.8788,68.0301333333,47.0455333333,29.4696333333
193.99,44.9645333333,41.702,49.8581333333,38.0141333333,36.5958,43.5460666667,60.8511333334,49.5036,59.078,40.8512,25.3899333333
194.37,45.6023333333,39.3837333333,48.9635333333,40.8964,37.9271333333,44.4818666667,54.8459333334,50.6442666667,51.6526666666,37.8152666667,27.2268666667
194.75,43.2399333333,34.3924666667,46.2306,40.9968666667,30.4050666667,42.2429333333,54.5172,46.2304,47.1027333333,33.5202,23.9253
195.13,41.3027333333,27.5096,46.8965333333,38.5441333333,19.5404,39.6935333333,56.3218,41.8390666667,42.2222666667,30.1916666667,15.3638666667
195.51,37.7254666667,21.7254666667,46.9803333333,34.1177333333,11.0588666667,34.5096666667,53.4116666667,45.1764,36.7844,26.1961333333,12.3920333333
195.89,25.1774,12.9788,36.4538666667,26.8085333333,2.0568,26.5957333333,43.4042666667,36.8084666666,30.6383333333,18.0142666667,8.5462
196.27,13.6918,0.501933333326,28.7455333333,17.2043333333,-6.23646666667,14.9820666667,33.9068,28.4586,18.8529333333,4.30119999999,-1.68453333331
196.65,2.42426666666,-17.6623333333,22.4241333333,7.53253333334,-22.078,8.31173333336,26.8397333333,25.2814666667,10.0433333333,-6.06059999998,-17.1860666667
197.03,-19.3846,-43.5897333334,0.30766666668,-15.6923333333,-47.5898666667,-16.9232000001,-1.02566666673,3.38473333335,-13.9486,-34.0514,-43.9488999999
197.40,-25.9393333333,-58.9092666667,-6.90920000001,-17.5757333333,-54.909,-24.0000000001,-8.96973333341,2.66666666664,-19.1514666667,-44.9698,-59.8182333333
197.78,-61.8333333335,-100.333333333,-38.8333333333,-51.6666666667,-100.333333333,-48.8333333334,-42.1666666666,-15.1666666666,-53.6666666667,-90.5,-103.416666667
198.16,-28.4057333334,-52.1738666667,-10.145,-19.1304666666,-62.7536666667,-16.3768000001,-11.1595333333,6.37679999999,-20.1448,-49.4203333334,-64.9275000001
198.54,-51.5314,-69.7297333334,-26.6666666667,-41.9819999999,-89.7298000001,-26.6665333333,-31.5315333333,-5.045,-27.3873333333,-65.9460000001,-83.0631333333
198.92,-31.4583333333,-42.7083333333,4.16666666666,-28.3333333333,-64.3750000001,8.12500000001,-14.7916666667,32.9166666667,10.2083333333,-41.2500000001,-70.7291666667
199.30,-11.2499999999,-24.7916666666,28.9583333333,-5.00000000006,-34.9999999999,29.7916666667,5.00000000007,59.1666666667,49.7916666668,-18.9583333333,-45.8333333333
199.68,-36.6666000001,-44.1667333333,26.1112,-18.0554666667,-49.7221333333,28.6111333335,-16.6667333333,50.8333333333,63.0554666666,-24.1667333332,-75.6945000001
200.06,-98.0952666667,-162.8572,102.857133333,-73.3333333326,-163.8096,103.809533333,-76.1904,175.238,259.0476,-32.3810666667,-280.9523
200.44,59.7221333333,28.3333333333,102.499933333,63.3333333333,21.389,111.6666,55.5555333333,119.7222,160.555533333,87.2221999997,0.41666666674
200.82,57.6870666667,41.9046666667,71.5647333334,58.6394666665,40.5442000001,74.0136000002,52.2449333333,75.9183333334,107.755066667,66.9388666666,30.0681
201.19,57.963,49.7222666667,70.1850666667,64.1668,52.1296000001,71.8519999998,58.4259333333,75.2778666667,94.537,69.3518666667,41.8518333333
201.57,60.3604,54.5044666667,73.8739333333,65.5854000001,48.4683333334,72.0720666667,57.3873333333,72.7028,90.8108,72.3422000001,41.5316
201.95,56.3963333333,47.3873333333,69.1892,57.8378666667,39.0989333333,65.2251333335,50.4503333333,62.1620666667,83.0631333333,62.8828666667,35.4504333333
202.33,46.8852666667,29.2897333333,62.5136666667,48.7431333332,27.2130666666,54.5355333334,38.0326666668,54.4261333333,77.3770666667,56.2841333333,22.5683666667
202.71,45.3086666667,23.7036,59.8766000001,50.8642,24.1974666667,45.4320666667,38.2715999998,52.7161333334,81.8518666667,56.9134666666,18.2098666667
203.09,33.9394,11.1516,48.1212,42.0606666667,13.5757333333,26.3030666668,28.0,37.8180666667,69.9393333334,48.1212666667,11.2727333333
203.47,27.4193333333,8.92479999999,34.4086666666,30.3224666666,9.5699333334,20.5376000001,19.1397333332,28.4948,51.3978666667,42.4731333334,3.65586666668
203.85,26.407,10.0433333333,26.6666,26.4068666667,9.43726666666,17.6623333333,16.5368,25.7142666667,34.0258666667,33.8528666667,6.40696666668
204.22,19.9258666667,7.11113333331,19.1112,22.7408,10.889,16.0740666667,13.4074,22.2221333333,27.7038,26.3703333333,9.48146666666
204.60,9.18526666665,-3.18520000001,7.48153333332,10.2222666667,4.22226666668,7.11106666667,1.18506666668,15.5555333333,17.7777333333,14.5926666667,0.44446666666
204.98,2.8464,-8.53946666665,4.49439999999,5.24340000001,-1.19853333332,3.22099999999,-2.77139999999,11.086,8.31459999999,11.0861333333,-5.13113333335
205.36,-4.49813333333,-21.9277333333,-2.48986666666,1.28520000005,-9.87946666666,-4.98,-12.6908,2.8112,3.61446666669,6.18473333334,-13.6946333333
205.74,0.666666666652,-18.0,1.53333333334,7.79999999999,-1.33333333333,1.06666666666,-4.06666666667,8.99999999999,6.53333333334,7.39999999999,-5.99999999998
206.12,2.79360000002,-19.238,3.93646666666,12.3174666667,-0.19053333334,1.26980000001,-4.00013333334,12.127,8.63500000001,9.65066666666,-5.07936666667
206.50,2.63146666667,-16.7251333333,3.15780000001,12.9240666667,0.0586,2.28066666667,-2.28066666667,13.7426666667,11.4618666667,9.82459999999,-4.85379999999
206.87,-4.44440000002,-21.1112666667,-0.350933333334,7.77773333332,-6.72506666669,-3.21633333333,-7.25139999999,8.12853333333,5.614,4.50286666667,-9.94156666667
207.25,-3.52960000001,-18.7675333333,-0.056066666668,8.68346666667,-4.36973333333,-1.45659999999,-5.93839999999,8.57140000001,5.37826666666,2.68913333333,-11.8206666667
207.63,1.26273333331,-14.5454666667,4.9496,12.1716666667,-0.05053333332,4.89893333333,-1.66679999999,10.6565333333,9.293,4.69693333333,-6.18699999999
208.01,0.333333333312,-17.8889333333,6.16673333334,15.0555333333,2.2778,7.44446666668,-0.722333333326,13.3333333333,14.1111333333,5.3888,-9.58339999999
208.39,-1.62166666667,-21.7418666667,4.74466666666,14.5345333334,-1.74173333333,4.32433333333,-4.0842,11.6516,10.3904,4.86486666667,-13.5134666667
208.77,-20.8791333333,-45.9341333334,-11.6483333333,-0.29313333326,-23.3698666667,-12.8205333333,-22.1978,-10.8425333333,-9.01113333333,-9.08426666666,-34.9815333333
209.14,-36.6666666667,-64.0833333333,-27.4166666667,-11.5833333333,-43.2500000001,-25.9999999999,-37.9999999999,-24.6666666667,-22.1666666667,-21.4166666667,-52.8333333334
209.52,-62.2222666667,-91.1109999999,-53.9816666667,-38.1482,-71.8517333335,-44.8146666667,-62.9629333333,-46.2036666667,-46.9444666667,-47.1296000001,-77.3149
209.90,-97.5556,-130.333266667,-85.6666666667,-68.6666666667,-108.889,-76.2222666667,-98.6666666667,-75.7778,-73.5556666667,-80.2222000001,-113.3334
210.28,-78.5185333334,-95.5555333333,-67.1296666666,-46.4814000001,-81.6666000001,-54.5370000001,-68.7036666665,-56.4815333334,-53.4259333334,-57.9630666666,-85.1388666667
210.66,-83.4826666667,-98.2088666667,-72.5373333333,-46.3681999999,-87.8606,-57.3134666667,-69.4528,-59.8011333334,-60.6964666666,-59.7014666667,-89.5522333333
211.03,-71.3978,-94.3012666668,-63.3334000001,-27.8494000001,-74.8386666667,-44.4086666667,-58.4946666667,-50.7526666667,-50.4301333333,-44.6236666666,-81.7205333333
211.41,-95.9749333334,-128.679333333,-88.6791333334,-47.6729333335,-103.899466667,-62.2642666666,-81.5094,-71.9497333333,-69.4339333333,-61.1320000001,-99.2452999999
211.79,-177.979733333,-228.686933333,-167.474733334,-97.5757999998,-195.555533333,-130.303133333,-143.232333333,-142.020066667,-130.909066667,-108.888866667,-174.2425
212.17,-130.7316,-182.2764,-138.374,-73.4958000001,-160.4878,-106.6666,-110.569133333,-121.463466667,-102.439133333,-75.6096666666,-128.1302
212.55,-230.114933333,-305.747133333,-241.379333333,-146.436866667,-267.586133333,-202.988533333,-202.069,-222.069,-181.609133333,-154.252933333,-233.5632
212.92,-201.666666667,-276.666666667,-223.0952,-120.238266667,-249.5238,-185.000066667,-179.5238,-193.8096,-150.476333333,-129.523866667,-207.499933333
213.30,-6240.0,-8540.0,-6946.66666667,-3859.99999999,-7539.99999999,-5813.33333334,-5713.33333334,-6313.33333333,-5140.0,-4593.33333334,-6556.66666667
213.68,490.5556,680.555666667,539.444533333,293.888866667,627.777733333,490.555466666,458.888933334,557.222133334,436.111066666,353.3334,552.2222
214.06,218.024666667,297.283933333,242.468933333,133.580266667,279.0124,226.419666667,204.9384,259.012333333,208.148066667,141.728333333,244.197433333
214.44,184.583333334,252.708333334,207.708333333,120.625,230.416666667,192.708333333,186.25,219.166666667,179.583333333,119.166666667,206.354166667
214.81,209.677266667,281.075266667,233.1182,153.7634,260.215,220.8602,225.5914,254.408666667,209.2472,153.333333333,221.0752
215.19,337.666666667,433.666666667,378.333333333,256.666666667,429.666666667,347.0,373.666666667,395.0,340.0,259.333333333,345.333333333
215.57,1193.33333333,1529.33333333,1321.33333333,798.666666665,1574.66666667,1261.33333333,1349.33333333,1413.33333333,1274.66666667,898.666666666,1264.0
215.95,2863.33333333,3730.0,3266.66666667,1900.0,3736.66666667,3046.66666667,3510.0,3366.66666667,3190.0,2410.0,3078.33333333
216.32,-849.999933333,-1068.8888,-902.222333334,-506.666600001,-1073.33326667,-882.222200001,-1047.77786667,-956.666666668,-946.666799999,-686.666666667,-879.999933333
216.70,-142.133333333,-197.6,-168.0,-81.8666666667,-198.933333333,-156.0,-197.333333333,-180.8,-198.933333333,-110.4,-148.533333333
217.08,-152.0988,-194.567866667,-163.9506,-90.3704666665,-193.8272,-155.802333333,-202.469133333,-182.469133333,-203.209866667,-115.0616,-152.716
217.46,-58.7879333333,-77.5757333333,-63.7575333333,-29.2120666667,-75.8786666666,-59.0302666666,-81.9393333334,-70.1818666667,-82.7879333332,-37.8182666667,-55.3334
217.83,-55.6284,-68.9616666667,-60.6558666667,-25.4645333335,-66.8852666667,-54.6447333333,-73.1148000001,-55.1914,-76.5028666667,-39.5628666667,-48.1421666667
218.21,-31.3675333333,-45.9828666667,-36.0684,-11.8803333335,-44.8717999999,-32.0513333333,-48.5470666667,-33.4188,-49.2308666667,-25.0428666667,-28.0342
218.59,-58.8888666667,-86.0,-68.1110666667,-39.2221333333,-81.6666666668,-62.4443333334,-78.7778000001,-65.5554666667,-86.2221999999,-54.1111999999,-57.0000666667
218.97,-59.7740666667,-88.0225333333,-65.9888,-34.1242666666,-79.2091333335,-59.7738666667,-74.2371333333,-66.5535999999,-82.4858666667,-52.5422666667,-62.3727666667
219.34,-104.722133333,-134.0278,-100.138866667,-68.4722666666,-115.277733333,-99.7221333334,-109.722333333,-106.9446,-123.750066667,-89.3053999999,-98.3333
219.72,-244.533333333,-302.666666667,-233.6,-183.2,-256.266666667,-232.8,-252.533333333,-242.666666667,-260.0,-204.0,-221.066666667
220.10,-164.144133333,-195.135,-149.189066667,-129.009,-170.270333333,-155.856066667,-168.648666666,-155.495466667,-165.7658,-122.5226,-146.306233333
220.47,-221.458333333,-255.625,-197.5,-185.0,-229.791666667,-194.375,-215.208333333,-199.791666667,-214.583333333,-166.041666667,-201.25
220.85,-330.7936,-362.222266667,-280.952333333,-258.730066667,-341.269933333,-282.222266667,-306.984133333,-275.5556,-280.317533333,-238.095266667,-295.873033333
221.23,-223.8462,-254.871733333,-196.923133333,-168.717866667,-228.4616,-187.948666667,-202.0512,-176.922933333,-170.0,-156.410133333,-199.7436
221.61,-292.0,-336.666666667,-258.666666667,-229.0,-310.666666667,-259.666666667,-270.666666667,-222.333333333,-205.0,-211.666666667,-264.0
221.98,-296.4706,-350.196066667,-236.470666667,-229.411733333,-312.1568,-256.862733333,-271.372533333,-216.078533333,-161.176533333,-190.196133333,-253.529366667
222.36,-572.666666667,-608.0,-424.666666667,-417.333333333,-560.666666667,-481.333333333,-505.333333334,-394.666666667,-288.0,-332.0,-492.333333333
222.74,-136.781666667,-146.206866667,-82.0690666667,-83.4481999999,-136.7816,-109.6552,-123.678266667,-74.7126,-43.9080000001,-47.3563999999,-119.655133333
223.11,-150.1448,-157.6812,-79.1305333333,-89.5651333333,-140.8696,-113.043466667,-135.942,-58.2609333333,-27.8261333334,-22.6087333334,-118.840566666
223.49,-86.1111333333,-125.277666667,-41.9445333334,-58.6111333334,-104.1666,-73.0555333335,-96.3888,-25.2777333333,5.27780000002,12.5000000001,-100.000066667
223.87,-49.1666666667,-80.8333333333,-25.4166666667,-33.9583333333,-77.7083333332,-43.3333333334,-51.875,-22.4999999999,6.87499999999,7.5,-73.6458333333
224.24,-88.5714666666,-142.222266667,-68.8888666667,-53.9682666665,-143.174533333,-81.2698666667,-89.8412000002,-64.7619333334,-6.3492666666,-21.9048,-131.269766667
224.62,-91.7645333333,-149.411733333,-80.0000000001,-24.3136,-169.411666667,-105.490266667,-109.0196,-103.9216,15.6862666666,-36.8627333333,-147.254866667
225.00,-38.7178666666,-82.0512666667,-28.4616,3.07693333326,-96.4102666665,-50.7693333333,-52.8206666668,-56.9230666666,12.0513333333,-9.74373333334,-73.7180000001
225.38,-42.5806,-75.6989333334,-22.1506,-3.87106666666,-90.7527333333,-59.1396666667,-60.6451333333,-58.7096,-20.0000666667,-14.6237333333,-74.0859
225.75,-13.8888666667,-34.4444000001,1.85186666667,13.7037333334,-49.4444000001,-29.4444666667,-26.2962666666,-30.1852666667,-4.99986666668,9.44439999999,-42.4999
226.13,6.16353333335,-3.39613333332,12.3269333333,17.7358666667,-18.6164,-2.64160000006,-2.89313333333,-9.05666666668,5.28299999999,20.629,-13.5221
226.51,-0.484733333353,-8.60606666666,5.9999116786e-12,11.1514666667,-24.2423999999,-8.48480000006,-7.39393333334,-15.2726666667,-4.96966666666,9.93933333334,-14.7878666667
226.88,-8.22220000001,-13.6666666667,-4.77773333334,9.55560000007,-26.6666666667,-12.0000666667,-8.66666666668,-21.8888,-6.6666,-0.666666666672,-19.9999
227.26,-4.47146666668,-12.1138,0.487799999986,8.5366,-23.5772,-8.53653333333,-5.85373333335,-17.2359333333,-7.39846666666,-6.66673333334,-17.9267666667
227.64,-5.12826666667,-5.69799999999,-3.87480000001,7.97713333335,-16.695,-4.9004,-6.55273333333,-12.4218,-4.9002,-7.29339999999,-9.03113333332
228.01,-4.61166666668,-4.36086666666,-4.76199999999,2.35586666668,-13.985,-5.11273333333,-8.77199999999,-9.42353333332,-4.81206666667,-6.01506666667,-6.81706666667
228.39,-4.31626666667,-4.57260000001,-4.9146,-1.88033333333,-12.6921333333,-3.97426666667,-8.24780000002,-8.67520000001,-6.02553333334,-5.4702,-5.21363333333
228.76,-3.45693333334,-5.2912,-4.76179999999,-4.51493333333,-10.3351333333,-4.16226666667,-6.24339999999,-5.43213333334,-5.07946666667,-4.90293333333,-4.99133333333
229.14,-5.90126666666,-8.74006666667,-7.62366666667,-7.62360000001,-12.6954666667,-7.01740000001,-7.91073333333,-8.74013333333,-7.04953333333,-7.75133333333,-8.94746666667
229.52,-3.82653333334,-6.42746666665,-5.38120000001,-6.39766666665,-9.53666666667,-2.84013333333,-5.11220000001,-4.66373333334,-3.61726666667,-7.08526666667,-4.49926666667
229.89,-5.08066666667,-7.95893333332,-6.72546666667,-7.04853333333,-9.42726666667,-2.46706666665,-5.90313333333,-6.31426666667,-4.61080000002,-8.42879999999,-4.39063333333
230.27,-7.45279999999,-12.2561333333,-10.6258666666,-8.67546666668,-12.4016666667,-6.02626666665,-8.26779999999,-8.70446666666,-8.18039999999,-12.7804,-7.30706666667
230.65,-2.72493333334,-8.78306666668,-6.05826666667,-5.37033333334,-6.79893333334,-3.59806666666,-3.49206666666,-4.97353333334,-3.96826666665,-9.23266666667,-3.41266666667
231.02,-5.11800000001,-9.16013333333,-8.03153333333,-7.58526666667,-7.32273333333,-5.61686666665,-4.3832,-6.19426666666,-3.75333333333,-11.4173333333,-2.65076666667
231.40,-4.24000000001,-7.25333333334,-8.64,-7.65333333333,-6.34666666666,-5.81333333333,-3.01333333333,-6.34666666666,-2.53333333334,-9.62666666667,-1.04
231.78,-4.13700000001,-8.36319999999,-7.94626666667,-9.10713333334,-7.08333333333,-6.78573333332,-2.35106666667,-5.65486666667,-1.72626666666,-9.01786666666,-2.47016666667
232.15,-2.003,-5.47079999999,-4.87286666667,-4.30500000001,-3.737,-3.19873333332,-0.0598666666666,-2.98953333334,0.956666666668,-5.74000000001,-1.33226762955e-16
232.53,1.03493333333,-2.4962,-1.33946666667,1.035,-0.304333333332,-1.64373333333,3.16606666667,1.79613333334,5.26646666667,-2.37440000001,1.18716666667
232.90,4.2546,1.20606666667,3.01513333333,4.9246,3.7186,3.2832,7.20273333334,7.30326666667,9.34666666667,1.30653333333,5.41050000001
233.28,3.88606666666,2.34506666665,4.08713333333,4.48913333333,3.24960000001,3.55100000001,6.49919999999,8.20780000001,10.8208,3.11566666667,6.34833333333
233.66,2.27026666667,-0.432466666666,0.468399999999,1.47746666667,-2.66666666666,-1.29726666666,3.49546666667,2.41439999999,8.14406666665,-0.03613333334,0.900866666667
234.03,0.555466666666,-2.18746666666,-0.381933333332,1.49313333333,-5.55553333334,-3.68053333333,-0.17379999998,0.347266666678,8.09013333333,-0.208400000008,-0.0347
234.41,-0.416733333333,-2.37173333333,-0.608933333332,1.60253333334,-4.87173333333,-2.88460000001,-0.737133333326,-0.384466666665,9.48726666667,1.4104,0.2405
234.78,-1.83566666667,-1.96466666667,0.322133333332,1.35273333331,-5.86153333334,-1.41713333334,-0.933866666674,-1.8358,9.6618,2.22226666667,2.01306666667
235.16,-6.09246666666,-8.32533333334,-3.38126666667,-6.53906666665,-12.4720666667,-6.44346666667,-7.49593333333,-8.45286666666,2.00953333333,-1.97746666667,-4.49753333333
235.54,-7.43113333333,-9.69420000001,-4.74000000001,-7.64533333335,-13.1804666667,-5.99393333333,-9.38840000001,-9.72473333333,1.37626666667,-3.45566666667,-5.0306
235.91,-7.50720000001,-9.6812,-5.21746666667,-7.42026666667,-12.4346666667,-5.33313333333,-9.53619999999,-10.7826666667,0.927533333334,-3.47833333333,-3.3479
236.29,-6.046,-9.14973333333,-3.61673333333,-6.39686666666,-10.4184666667,-4.21046666667,-7.90826666667,-8.85293333334,1.13346666667,-2.10533333333,-2.4292
236.66,-7.46353333333,-9.98666666665,-4.7808,-7.78226666666,-10.7038666667,-3.21386666667,-8.52586666667,-10.5711333333,-0.0266666666672,-3.5326,-1.88566666667
237.04,-8.3394,-11.1684,-6.1992,-8.1672,-10.8732,-4.5264,-10.4304,-13.284,-2.5092,-4.92,-2.3124
237.41,-8.29146666667,-11.589,-7.04893333334,-7.67020000001,-9.58186666667,-3.82313333333,-10.7526666667,-14.1457333333,-3.53653333333,-6.3322,-2.72396666667
237.79,-7.61586666667,-11.0818,-6.11486666667,-5.93826666667,-6.64460000001,-2.40619999999,-9.91180000001,-12.1633333333,-2.18553333333,-4.85660000001,-1.68869999999
238.17,-5.20139999999,-8.13206666667,-4.82986666667,-3.96286666667,-4.82960000001,-0.185800000008,-7.30653333333,-9.74186666665,-0.433466666667,-3.61199999999,-1.14553333333
238.54,-2.47566666667,-4.85373333334,-2.924,-2.49506666667,-2.651,1.87120000001,-5.41913333334,-7.48540000001,1.59846666667,-2.02739999999,0.955199999995
238.92,1.793,-0.7486,-0.417666666665,1.25320000001,1.06173333333,5.6222,-2.81986666666,-2.80246666667,4.99566666667,1.18353333334,3.02876666667
239.29,5.77353333333,3.46093333333,2.66333333333,5.933,4.70493333333,9.15466666665,0.717666666666,1.61086666667,8.21359999999,4.64106666667,6.92980000001
239.67,6.24913333333,3.26619999999,2.19246666667,5.7718,4.51906666667,8.73993333333,0.611533333332,1.98366666667,7.24833333334,4.05673333333,6.46536666666
240.04,7.09673333334,4.15326666667,3.5752,6.3038,5.20173333333,9.46233333334,1.51886666667,3.69613333334,7.66126666666,4.47586666667,7.09010000001
240.42,7.2814,4.37606666667,3.27906666667,5.83473333334,5.07526666666,8.93313333335,2.0012,3.65273333333,7.43813333333,4.02646666667,7.32363333334
240.79,7.0708,3.89173333334,3.00913333333,5.10366666666,4.1042,7.9106,2.03086666667,3.80653333333,6.51786666667,3.4024,6.61873333334
241.17,6.265,3.51033333333,2.20946666667,4.30406666667,3.20433333334,6.839,1.64513333333,3.69186666666,6.0164,2.78333333333,6.59493333333
241.54,7.748,5.37246666666,4.00173333333,5.66206666667,5.0064,8.59106666667,3.1418,6.05346666667,7.47559999999,4.6146,8.65489999999
241.92,8.67766666667,6.66666666666,5.56846666667,6.94513333333,6.34960000001,10.0,4.39293333333,7.4168,8.41466666666,5.73093333333,10.3984
242.29,7.87166666667,6.10393333333,5.50506666667,6.3564,6.38533333333,9.8412,4.3218,7.39533333333,8.03026666666,5.5338,10.2454
242.67,6.67353333333,4.9308,5.09686666667,5.65013333334,5.57406666667,9.0526,3.5684,7.01233333333,7.1508,4.62666666666,9.01450000001
