wavelength,Back_DigSitf,Belly_DigSitf,Breast_DigSitf,Crissum_DigSitf,Crown_DigSitf,DorTail_DigSitf,Rump_DigSitf,Throat_DigSitf,WingTip_DigSitf
568.41,12.7383333333,34.0896666667,31.2641666667,31.8535952381,11.7613333333,12.7655,13.3236666667,27.8276666666,12.3983333333
568.75,12.706,34.1363333334,31.2403333334,31.8641904762,11.7335,12.6943333333,13.303,27.7808333334,12.366
569.09,12.683,34.0836666667,31.1963333333,31.8574761905,11.6828333334,12.68,13.2366666667,27.8165,12.3318333333
569.43,12.7283333333,34.1095,31.2725,31.9030238095,11.697,12.7504166667,13.2416666667,27.855,12.3291666666
569.77,12.7316666666,34.0576666667,31.3265,31.9327380952,11.7355,12.7678333333,13.2636666666,27.8593333334,12.3608333334
570.11,12.7768333333,34.0898333334,31.3171666667,31.993047619,11.7586666667,12.7815833333,13.3085,27.9175,12.4161666666
570.45,12.7968333333,34.0803333333,31.2773333334,32.0081428571,11.7686666666,12.8471666667,13.3201666667,27.9866666667,12.4243333333
570.79,12.7815,34.0213333334,31.2168333333,31.9716904762,11.7751666666,12.8383333334,13.3213333333,27.9785,12.4066666667
571.13,12.6946666667,33.964,31.1968333333,31.9500238095,11.7386666667,12.74175,13.2895,27.9533333334,12.3735
571.47,12.5883333333,33.8963333334,31.0916666666,31.8612142858,11.6188333333,12.6650833333,13.1821666667,27.8235,12.2316666666
571.81,12.5518333333,33.9033333333,31.1181666667,31.8833571429,11.6293333334,12.69325,13.1561666666,27.8201666666,12.2396666667
572.15,12.4953333334,33.8291666666,31.0648333334,31.8323809524,11.5758333334,12.6496666666,13.1011666667,27.8011666666,12.2028333334
572.49,12.4738333333,33.7745,31.054,31.8136190476,11.545,12.6363333333,13.0626666667,27.8666666666,12.169
572.83,12.4975,33.815,31.063,31.8758809524,11.558,12.62275,13.083,27.8956666667,12.158
573.17,12.5411666667,33.8375,31.0756666667,31.9221428571,11.5871666666,12.59225,13.1071666667,27.9235,12.173
573.51,12.5843333333,33.9486666667,31.1826666667,31.9769285714,11.6185,12.6376666666,13.1563333334,28.0296666667,12.197
573.85,12.5666666667,33.9448333333,31.207,31.9680952381,11.61,12.6640833333,13.1375,28.0133333333,12.1513333333
574.19,12.5696666667,34.0196666666,31.3055,32.0475714286,11.5466666667,12.6313333333,13.1355,28.0468333334,12.1465
574.53,12.4973333333,33.987,31.298,32.0072619048,11.4508333334,12.56925,13.0585,27.9388333334,12.0833333333
574.87,12.577,34.018,31.3351666667,32.0785952381,11.4958333333,12.65175,13.1181666666,27.9541666666,12.1138333333
575.21,12.6248333334,34.072,31.4235,32.1693333333,11.6055,12.692,13.1953333333,28.027,12.2261666667
575.55,12.6768333334,34.1598333334,31.4206666667,32.2360238095,11.6431666666,12.7310833333,13.2621666666,28.04,12.2943333334
575.89,12.6896666666,34.2568333333,31.5521666666,32.3175,11.7103333334,12.7605833334,13.317,28.0775,12.3576666667
576.22,12.7661666667,34.3721666667,31.6896666666,32.4382857143,11.8283333333,12.8491666666,13.4263333333,28.1441666667,12.4695
576.56,12.7913333333,34.4465,31.744,32.4868095238,11.8753333333,12.8800833334,13.4433333334,28.1576666667,12.5331666667
576.90,12.7541666667,34.4463333333,31.7611666666,32.5064761905,11.8638333333,12.8805833333,13.4325,28.1255,12.5526666667
577.24,12.7655,34.446,31.7065,32.5063095238,11.8328333333,12.83,13.3988333333,28.1285,12.5505
577.58,12.75,34.4478333333,31.7095,32.5583809524,11.8235,12.80425,13.397,28.1896666666,12.593
577.92,12.796,34.4401666667,31.7185,32.5639285714,11.8775,12.8241666667,13.428,28.1838333334,12.623
578.26,12.9251666667,34.5906666667,31.8528333333,32.7318333333,12.0693333333,12.9318333333,13.5338333333,28.3565,12.8126666666
578.60,12.9626666666,34.6796666667,31.9381666666,32.8499761905,12.1808333333,13.012,13.5968333333,28.4796666666,12.9493333334
578.94,13.0196666667,34.7781666667,31.9928333333,32.9294047619,12.1961666667,13.1151666666,13.6313333333,28.5441666666,12.9923333334
579.28,13.0296666667,34.6998333333,32.0255,32.9027619048,12.1621666667,13.1043333333,13.6133333333,28.5955,12.992
579.61,13.1003333334,34.6963333333,31.9711666666,32.8956190477,12.2026666666,13.1619166667,13.6301666667,28.6368333333,13.0298333334
579.95,13.0615,34.6776666666,31.914,32.8686190476,12.1973333333,13.1078333333,13.6196666666,28.6338333334,13.0433333333
580.29,13.061,34.7001666666,31.9718333333,32.8784285714,12.264,13.14225,13.6661666666,28.7606666666,13.1415
580.63,13.076,34.7413333333,31.9738333333,32.9122857143,12.3048333333,13.2125833334,13.6833333333,28.795,13.1923333333
580.97,13.0191666666,34.713,31.9666666666,32.8805952381,12.3148333334,13.1820833334,13.6326666666,28.7368333333,13.2051666667
581.31,13.0136666666,34.7096666667,31.9991666667,32.9340952381,12.3111666666,13.1769166666,13.6538333334,28.7801666667,13.1986666666
581.65,12.9643333333,34.7235,32.0478333333,32.9893809524,12.3543333333,13.1575833334,13.6278333333,28.8521666666,13.2598333334
581.98,12.952,34.7451666667,32.104,33.0410714285,12.3378333333,13.1575,13.6265,28.9506666667,13.2261666667
582.32,12.8736666666,34.734,32.0971666666,32.9767142857,12.2421666667,13.06975,13.5638333333,28.9355,13.0976666666
582.66,12.773,34.7156666667,32.0661666666,32.8992857142,12.1856666667,12.9415,13.444,28.9116666666,13.0453333334
583.00,12.7088333334,34.7623333333,32.0458333334,32.9052142857,12.1665,12.8461666666,13.3986666666,28.8671666667,13.023
583.34,12.6973333333,34.7676666667,32.06,33.0142857143,12.1533333333,12.8675,13.429,28.9071666666,12.9916666666
583.68,12.6793333334,34.7578333333,32.1296666667,33.0077857143,12.1481666667,12.8840833333,13.403,28.9273333333,12.9585
584.01,12.6948333334,34.7091666666,32.1508333334,33.0159047619,12.0913333334,12.8421666666,13.3731666667,28.9136666667,12.8873333333
584.35,12.6751666667,34.6446666666,32.2395,33.0315,12.0348333334,12.8066666666,13.3643333333,28.9761666667,12.848
584.69,12.726,34.6885,32.3493333334,33.1162142858,12.0251666666,12.7943333334,13.4245,29.0375,12.8518333334
585.03,12.7813333334,34.8256666667,32.4335,33.126,12.0986666667,12.821,13.4596666667,29.0096666666,12.9636666666
585.37,12.8123333333,34.7966666666,32.4533333334,33.1761190476,12.123,12.8665,13.491,28.9815,12.9888333333
585.70,12.8671666667,34.804,32.468,33.1612619048,12.1553333333,12.9350833334,13.556,28.9448333334,13.03
586.04,12.9618333334,34.8036666667,32.5511666666,33.2341904762,12.2041666667,12.9965833333,13.643,28.9463333333,13.1093333334
586.38,13.0818333334,34.9028333334,32.6801666667,33.3764523809,12.3391666667,13.1275,13.7951666667,29.0835,13.2336666666
586.72,13.204,34.9046666667,32.7471666667,33.4626428572,12.4535,13.3,13.886,29.163,13.3285
587.06,13.1775,34.9058333333,32.694,33.4339285714,12.4368333334,13.2690833334,13.8433333333,29.1561666667,13.3583333334
587.39,13.2136666666,34.9553333333,32.6983333333,33.4630476191,12.4358333334,13.2716666666,13.862,29.1046666667,13.3971666667
587.73,13.184,35.0265,32.723,33.5256666666,12.4406666666,13.3301666666,13.8821666667,29.0831666667,13.405
588.07,13.1535,35.1035,32.6755,33.5269761905,12.4808333334,13.345,13.8855,29.101,13.4696666666
588.41,13.1481666667,35.128,32.6456666667,33.5494285715,12.5336666666,13.425,13.91,29.1163333333,13.4991666666
588.74,13.1081666667,35.0378333334,32.5705,33.5124047619,12.505,13.404,13.8731666667,29.1198333334,13.4366666666
589.08,13.1023333333,35.0471666667,32.506,33.4681666666,12.5023333333,13.382,13.891,29.0711666667,13.453
589.42,13.0835,35.1078333333,32.5376666666,33.4823809523,12.4706666667,13.373,13.879,29.0121666666,13.4406666666
589.76,13.0195,35.1006666667,32.5241666667,33.4356190477,12.4611666667,13.377,13.814,28.9811666666,13.467
590.09,13.0285,35.1213333333,32.5505,33.4370952381,12.4088333333,13.33725,13.8386666667,28.977,13.4565
590.43,12.8955,35.1633333333,32.5633333334,33.4341904762,12.2831666667,13.27275,13.7781666666,28.989,13.3525
590.77,12.9198333334,35.2438333333,32.6986666667,33.4911428571,12.3986666667,13.31975,13.8821666667,29.0821666667,13.4216666666
591.11,12.8995,35.2183333334,32.634,33.5253571428,12.3506666666,13.3395833333,13.8686666667,29.1565,13.3908333334
591.44,12.8745,35.2248333334,32.6438333334,33.4508809524,12.3221666667,13.2615833333,13.8288333334,29.1196666666,13.4013333333
591.78,12.9248333333,35.2191666667,32.763,33.5323095238,12.2891666667,13.2908333334,13.839,29.1615,13.376
592.12,12.9525,35.1773333333,32.7678333333,33.5539761905,12.2906666667,13.28725,13.802,29.1738333334,13.339
592.46,12.9458333333,35.1441666667,32.7438333333,33.5502857143,12.2425,13.22375,13.7805,29.1325,13.2876666667
592.79,12.9333333333,35.2006666667,32.8661666667,33.6074761905,12.3046666667,13.2735,13.7776666666,29.3266666666,13.3401666666
593.13,12.96,35.1948333333,32.9176666666,33.66,12.3141666666,13.2540833333,13.753,29.378,13.3155
593.47,12.9576666666,35.2125,32.8698333333,33.7055,12.321,13.2341666667,13.7706666667,29.4288333333,13.3148333334
593.80,12.9086666666,35.0836666667,32.8066666667,33.6724761905,12.2571666667,13.2344166666,13.6393333333,29.35,13.167
594.14,12.9325,35.0096666666,32.8071666666,33.6496666666,12.2891666667,13.21575,13.6313333333,29.327,13.1751666667
594.48,12.8965,35.0058333333,32.823,33.6858571428,12.1855,13.1868333334,13.5596666666,29.2803333334,13.0976666666
594.81,12.9475,35.0896666667,32.9328333334,33.7281428572,12.276,13.1999166667,13.6045,29.2653333334,13.1763333334
595.15,13.017,35.1825,33.049,33.9234523809,12.3573333333,13.3295833334,13.691,29.3975,13.218
595.49,13.0193333334,35.2788333334,33.0773333333,33.9438333333,12.3755,13.35475,13.7046666666,29.4351666666,13.2456666666
595.82,12.974,35.2486666666,33.033,33.8798571428,12.3425,13.3781666666,13.6985,29.4226666666,13.2475
596.16,13.0093333333,35.3516666667,33.1043333333,33.9711666667,12.4251666667,13.4744166667,13.7421666667,29.5003333333,13.3188333333
596.50,13.0321666666,35.3566666666,33.116,33.9474285715,12.3648333333,13.44475,13.7385,29.478,13.2823333333
596.83,13.005,35.3945,33.12,33.9652380953,12.3755,13.4245,13.7683333334,29.541,13.2841666667
597.17,13.023,35.4128333333,33.2148333333,34.0030714286,12.3793333334,13.4255833333,13.7883333333,29.5691666666,13.2975
597.51,13.0493333333,35.4408333333,33.2705,34.0728571428,12.4441666667,13.4116666666,13.8688333334,29.6655,13.4158333333
597.84,13.031,35.507,33.3015,34.1187619048,12.4401666667,13.4180833334,13.8813333333,29.6986666666,13.428
598.18,13.0753333333,35.5195,33.3463333334,34.1306190477,12.4788333333,13.4649166667,13.923,29.758,13.4346666666
598.52,13.0653333334,35.4955,33.3805,34.1722619048,12.4813333334,13.5421666667,13.9531666667,29.794,13.4195
598.85,13.1163333333,35.4626666667,33.3823333333,34.1643333334,12.4741666666,13.5485833333,13.9933333334,29.7705,13.4255
599.19,13.1585,35.4888333334,33.3968333333,34.1965238095,12.508,13.56475,13.998,29.79,13.4648333334
599.53,13.177,35.5018333333,33.465,34.2707380953,12.5258333334,13.5144166666,13.9865,29.7825,13.4663333334
599.86,13.1796666667,35.5518333334,33.5338333334,34.2884761904,12.5441666667,13.517,14.0458333334,29.789,13.4793333334
600.20,13.2423333333,35.5125,33.5566666667,34.3396428571,12.61,13.54,14.0965,29.8221666666,13.5013333334
600.53,13.236,35.5006666667,33.542,34.3449523809,12.5981666667,13.5584166667,14.0745,29.8593333334,13.5576666667
600.87,13.2406666667,35.5323333333,33.5421666667,34.407952381,12.6346666667,13.6496666666,14.0965,29.8801666666,13.5395
601.21,13.2586666667,35.5755,33.5861666667,34.4412857143,12.6008333333,13.72,14.0751666667,29.9375,13.508
601.54,13.3838333334,35.643,33.613,34.4539761904,12.6973333333,13.813,14.1233333334,30.0378333334,13.638
601.88,13.4535,35.7396666667,33.6316666667,34.5353095238,12.723,13.8433333333,14.136,30.044,13.6846666666
602.21,13.4865,35.738,33.596,34.5292857143,12.697,13.8565,14.1251666666,30.0856666666,13.6951666666
602.55,13.3656666667,35.6853333334,33.5633333333,34.4259523809,12.64,13.8130833334,14.0485,30.0481666666,13.674
602.88,13.3416666666,35.6361666667,33.5678333334,34.4158333333,12.5951666667,13.8163333334,14.0696666667,30.0731666666,13.5871666666
603.22,13.3675,35.7248333333,33.6723333333,34.4738333334,12.6196666667,13.8193333334,14.1293333334,30.1531666667,13.6138333333
603.56,13.3025,35.6468333334,33.619,34.4612857143,12.5945,13.7791666666,14.0733333333,30.1471666667,13.6491666667
603.89,13.2211666666,35.6628333333,33.6516666667,34.4998333333,12.5385,13.80675,14.0321666666,30.1526666666,13.6035
604.23,13.2136666666,35.5961666666,33.676,34.5016190476,12.5251666667,13.8374166667,14.0388333333,30.1111666666,13.583
604.56,13.2383333333,35.7201666667,33.7333333334,34.5256666666,12.5445,13.8393333333,14.0531666667,30.153,13.619
604.90,13.165,35.7311666667,33.7153333334,34.4863571428,12.5335,13.8568333334,14.0225,30.1406666666,13.607
605.23,13.0883333334,35.7185,33.6951666666,34.4933809523,12.4848333334,13.8193333333,14.0136666666,30.1176666667,13.5568333333
605.57,13.0241666667,35.6853333334,33.7265,34.4529047619,12.4733333334,13.835,14.0058333333,30.063,13.5785
605.90,12.978,35.712,33.7566666666,34.4448809524,12.4908333334,13.7960833334,13.9725,30.0925,13.586
606.24,13.0683333334,35.8273333333,33.8223333334,34.5669761905,12.5571666666,13.8791666667,14.0571666667,30.1708333334,13.606
606.58,13.1111666667,35.8525,33.9011666666,34.6626666666,12.6105,13.9378333333,14.117,30.1881666666,13.6918333334
606.91,13.0923333333,35.8163333333,33.861,34.7063809524,12.6408333334,14.0586666667,14.143,30.2271666666,13.7353333333
607.25,13.2288333333,35.9191666666,34.003,34.773452381,12.7008333334,14.2146666667,14.224,30.3495,13.7771666667
607.58,13.2108333333,35.9235,34.0021666666,34.7408095239,12.725,14.2221666667,14.2206666667,30.265,13.7995
607.92,13.1813333334,35.9728333333,34.0295,34.7368571428,12.7658333333,14.20425,14.2006666667,30.3366666667,13.7968333334
608.25,13.1478333334,35.862,33.9455,34.6586666667,12.7328333334,14.17025,14.1863333333,30.3403333333,13.802
608.59,13.1458333334,35.7981666667,33.9028333333,34.62,12.743,14.1115833334,14.1953333333,30.2976666667,13.8151666667
608.92,13.0586666667,35.6638333333,33.792,34.4743571428,12.6608333334,13.9888333333,14.093,30.2013333334,13.7426666666
609.26,13.0503333334,35.603,33.6896666666,34.4401904762,12.6805,13.9881666666,14.0845,30.2621666667,13.7871666666
609.59,12.99,35.514,33.6526666666,34.4015,12.6948333333,13.998,14.0991666666,30.1818333333,13.8201666666
609.93,12.9681666666,35.5023333334,33.6125,34.3651190476,12.7623333333,13.99625,14.0943333334,30.2645,13.9495
610.26,12.8268333333,35.3931666667,33.5466666666,34.2066190476,12.74,13.8939166667,13.9748333333,30.1566666667,13.9768333334
610.60,12.8266666667,35.417,33.5118333333,34.138,12.733,13.8380833333,13.95,30.1573333333,14.0393333334
610.93,12.7151666667,35.3031666667,33.3586666667,34.0278571428,12.7243333333,13.73975,13.8855,30.0276666666,14.038
611.27,12.765,35.354,33.2745,34.0139047619,12.7998333333,13.7701666666,13.9136666667,30.1248333334,14.1731666666
611.60,12.7516666667,35.3451666667,33.2111666667,33.9562857143,12.8343333333,13.76925,13.9175,30.1181666666,14.2781666667
611.93,12.8171666666,35.3308333334,33.2616666667,34.0397142857,12.883,13.8101666666,13.9515,30.1898333334,14.3338333334
612.27,12.8531666667,35.4311666667,33.3271666667,34.1263571428,12.9643333333,13.8721666666,14.0196666667,30.2588333334,14.4555
612.60,12.9448333334,35.5685,33.4796666667,34.3510238095,13.1431666667,14.0125,14.1381666667,30.4391666666,14.6443333334
612.94,12.9625,35.6351666667,33.555,34.4232380952,13.1663333333,13.9905,14.1875,30.4386666667,14.6306666667
613.27,13.0545,35.8215,33.6496666667,34.5796666666,13.1941666667,13.99525,14.1991666667,30.5131666667,14.7008333334
613.61,13.005,35.767,33.6928333333,34.5607380953,13.1121666667,13.9343333334,14.1561666667,30.3535,14.635
613.94,13.0893333333,35.8256666667,33.6908333333,34.6956428572,13.1473333334,13.9739166667,14.2051666667,30.5356666666,14.5588333333
614.28,13.0695,35.8646666666,33.7763333333,34.7801190477,13.1256666666,13.9693333334,14.2161666667,30.5325,14.4696666666
614.61,13.1458333333,35.9651666667,33.9103333333,34.921952381,13.1886666667,14.0125833333,14.297,30.7208333334,14.515
614.94,13.1625,36.0258333333,34.0251666667,35.0435,13.1723333333,13.9990833334,14.326,30.7533333333,14.4526666666
615.28,13.256,36.1471666666,34.1121666666,35.1308095238,13.2293333334,14.0335833334,14.4493333333,30.7756666666,14.5321666666
615.61,13.1945,36.1976666666,34.1295,35.1292142857,13.1748333334,14.0103333333,14.3738333333,30.6446666667,14.4595
615.95,13.147,36.203,34.1683333333,35.1213095238,13.1523333334,13.95575,14.3386666667,30.582,14.441
616.28,13.2568333334,36.2991666667,34.303,35.2029047619,13.237,14.0569166667,14.4255,30.555,14.445
616.61,13.235,36.3246666667,34.4003333333,35.2821666667,13.2915,14.0905,14.3898333333,30.5725,14.5563333334
616.95,13.1485,36.2181666666,34.3311666667,35.1862380952,13.2006666667,14.065,14.3485,30.5558333333,14.4346666666
617.28,13.1816666666,36.2916666667,34.3466666666,35.2488809523,13.2016666667,14.1133333333,14.342,30.6503333333,14.4111666667
617.62,13.2233333333,36.3751666667,34.3963333333,35.2998095239,13.2613333333,14.1669166666,14.4353333334,30.6808333333,14.5145
617.95,13.2515,36.3903333334,34.4543333334,35.3052142857,13.301,14.1823333333,14.415,30.6556666666,14.5601666666
618.28,13.1208333333,36.371,34.4051666667,35.2382857143,13.1433333334,14.1111666666,14.283,30.429,14.404
618.62,13.0813333333,36.3773333333,34.358,35.1990952381,13.1448333333,14.11475,14.2428333333,30.394,14.3728333334
618.95,13.0493333333,36.2665,34.3213333333,35.2171666667,13.0788333333,14.0996666667,14.146,30.2483333333,14.2761666666
619.28,13.0953333333,36.3533333333,34.3761666667,35.2786190476,13.1893333333,14.0991666666,14.1808333333,30.3805,14.44
619.62,13.1886666667,36.3358333333,34.3461666666,35.2870714286,13.1886666667,14.1555833334,14.18,30.4748333334,14.3751666666
619.95,13.0905,36.32,34.337,35.2850476191,13.0215,14.0345833333,14.0871666667,30.5428333333,14.3178333334
620.28,13.142,36.3121666667,34.3093333333,35.2712142857,13.0183333334,14.008,14.091,30.637,14.2823333333
620.62,13.2836666666,36.4995,34.5381666667,35.4568095238,13.2346666666,14.10975,14.2608333333,30.8305,14.4745
620.95,13.2281666667,36.3911666667,34.433,35.3583095238,13.1793333334,14.0048333333,14.196,30.7405,14.3835
621.28,13.3085,36.443,34.5091666667,35.3169047619,13.0761666666,13.9985833334,14.1031666667,30.698,14.312
621.62,13.3276666666,36.4698333333,34.5846666667,35.4159285714,13.0723333333,14.0545,14.1506666667,30.8085,14.3018333334
621.95,13.3955,36.5191666666,34.5978333333,35.4900714285,13.1318333333,14.1395,14.2185,31.009,14.3905
622.28,13.4426666667,36.4338333333,34.7038333333,35.5094761905,13.154,14.1259166666,14.2376666667,31.094,14.4068333334
622.62,13.536,36.6098333333,34.8735,35.6656190476,13.274,14.2435,14.3866666667,31.3876666666,14.5386666667
622.95,13.6056666667,36.6548333333,34.963,35.7371666667,13.2555,14.4131666666,14.4906666667,31.4341666667,14.4465
623.28,13.557,36.7503333333,34.969,35.7955952381,13.3111666667,14.4415,14.4871666667,31.3475,14.537
623.62,13.598,36.7706666667,34.8756666666,35.7599523809,13.3518333334,14.5288333334,14.4858333334,31.3335,14.5268333333
623.95,13.5755,36.7475,34.847,35.6528809524,13.2536666667,14.4485,14.4326666667,31.2185,14.457
624.28,13.5881666667,36.6791666667,34.7401666666,35.6519285715,13.1413333333,14.42275,14.3801666666,31.116,14.3261666666
624.62,13.5791666666,36.7781666667,34.8566666666,35.7799047619,13.183,14.4875833333,14.4203333333,31.1453333334,14.4243333333
624.95,13.5723333333,36.7348333333,34.8728333334,35.9136428571,13.3126666666,14.56675,14.533,31.2116666666,14.5138333334
625.28,13.5278333333,36.7348333333,34.7688333333,35.8119285714,13.2891666667,14.5428333333,14.4946666666,31.1811666667,14.5253333333
625.61,13.5423333334,36.7276666667,34.8135,35.8423333333,13.3111666667,14.507,14.4823333333,31.2426666666,14.5773333334
625.95,13.5248333333,36.7458333333,34.791,35.7916428572,13.2618333333,14.4615,14.4511666666,31.1985,14.538
626.28,13.3916666667,36.6611666667,34.7505,35.7461666666,13.194,14.342,14.329,31.1405,14.4445
626.61,13.2976666667,36.6385,34.654,35.7064047619,13.0998333334,14.2615,14.2471666666,31.0941666666,14.428
626.94,13.2913333333,36.5515,34.7378333333,35.7063333334,13.0903333333,14.2893333334,14.3145,31.1571666666,14.428
627.28,13.2895,36.6186666667,34.893,35.7977142857,13.1223333333,14.2684166667,14.3356666666,31.2051666667,14.4505
627.61,13.325,36.716,34.9296666667,35.9100476191,13.192,14.3499166666,14.4216666667,31.2618333333,14.5211666667
627.94,13.325,36.7026666667,34.9748333333,35.9202142857,13.222,14.3548333334,14.3935,31.3165,14.571
628.27,13.3798333333,36.7031666666,34.9356666667,35.9052380952,13.2195,14.3484166666,14.4035,31.383,14.515
628.61,13.2286666666,36.692,34.8761666667,35.7988571428,13.1285,14.2533333333,14.2898333333,31.3431666666,14.4426666667
628.94,13.2025,36.6791666666,34.91,35.9031666667,13.1176666666,14.2745,14.2731666667,31.3821666667,14.4446666667
629.27,13.1271666667,36.705,34.909,35.8776190476,13.014,14.309,14.2558333334,31.3246666666,14.3335
629.60,13.0616666667,36.75,34.9451666667,35.9921190476,13.0056666667,14.3471666667,14.207,31.3496666667,14.4178333333
629.94,13.1026666667,36.7445,34.8148333333,35.9515,12.9421666666,14.4355,14.1625,31.2736666667,14.3891666666
630.27,13.1331666666,36.7966666667,34.887,36.0398095238,13.1203333334,14.4749166666,14.1871666667,31.3813333333,14.5288333334
630.60,13.1661666666,36.8028333333,34.8615,35.9987619047,13.1028333333,14.4198333333,14.0933333333,31.312,14.4863333334
630.93,13.0556666666,36.6481666667,34.7445,35.8950238095,12.9895,14.3850833333,13.9893333333,31.2113333333,14.3976666667
631.26,12.9738333334,36.5925,34.7498333333,35.8568095238,12.8783333333,14.332,13.9018333333,31.2601666667,14.2463333333
631.60,12.841,36.5256666666,34.7008333333,35.7972619048,12.8013333333,14.2636666666,13.8281666667,31.2016666666,14.222
631.93,12.8253333333,36.5995,34.928,35.964,12.8621666667,14.3543333333,13.8248333333,31.2896666666,14.3368333334
632.26,12.8273333333,36.6046666667,34.9535,35.9967380952,12.8148333334,14.3136666667,13.8058333333,31.1511666666,14.2843333333
632.59,12.8701666667,36.6091666666,34.9383333334,35.9977142857,12.8658333334,14.2754166666,13.8045,31.096,14.2746666666
632.92,12.9271666666,36.5835,35.0238333333,36.0567857142,12.9638333333,14.34725,13.8496666667,31.1028333333,14.2733333333
633.26,12.9418333333,36.5941666666,35.0961666667,36.0693571429,12.9905,14.36325,13.9075,31.1218333333,14.1996666666
633.59,13.018,36.6388333334,35.2115,36.1286904762,13.0911666667,14.3891666666,13.9855,31.2213333334,14.2938333333
633.92,12.9395,36.4748333333,35.1536666667,36.0124285715,12.9773333333,14.2971666666,13.8786666667,31.0516666667,14.165
634.25,12.8881666667,36.5545,35.1685,36.1261666667,12.9215,14.2651666666,13.82,31.16,14.1233333334
634.58,12.9575,36.574,35.1788333333,36.1371190477,12.956,14.2960833334,13.8551666666,31.163,14.162
634.91,13.1158333334,36.6315,35.235,36.1841428572,13.0855,14.429,13.9473333333,31.1988333333,14.3331666666
635.25,13.1973333334,36.7406666667,35.3041666667,36.2148571429,13.1046666667,14.5666666667,14.0266666666,31.3516666666,14.3435
635.58,13.3223333333,36.743,35.2586666667,36.1733809524,13.1618333333,14.6253333333,14.109,31.341,14.3458333334
635.91,13.5286666667,36.9398333334,35.4631666667,36.3855,13.3881666667,14.8695,14.3616666666,31.7416666667,14.5918333333
636.24,13.5405,36.941,35.418,36.3884761905,13.3766666666,14.931,14.4068333333,31.7701666666,14.6056666667
636.57,13.5966666667,37.0105,35.4501666667,36.5026428572,13.4351666667,14.8941666667,14.4405,31.8516666667,14.7685
636.90,13.6771666666,36.9913333333,35.3315,36.5018809523,13.4108333334,14.923,14.51,31.9183333333,14.8408333333
637.23,13.6785,37.1205,35.4763333333,36.5955952381,13.4346666667,15.0235833334,14.6181666666,31.9515,14.8165
637.56,13.7473333333,37.2501666667,35.5386666667,36.7148809524,13.4366666667,15.1498333333,14.7466666667,32.076,14.8646666666
637.90,13.738,37.2433333334,35.5845,36.647,13.4286666666,15.2194166666,14.7885,32.0445,14.861
638.23,13.8491666666,37.3683333333,35.8105,36.8303333333,13.6598333333,15.2904166666,14.9705,32.2401666666,15.0828333333
638.56,13.8145,37.3298333334,35.8741666666,36.8586428572,13.7091666666,15.25325,14.9708333334,32.2746666666,15.1148333333
638.89,13.907,37.3998333334,35.8693333333,36.9466904761,13.7915,15.3365,15.0821666667,32.1761666666,15.1706666666
639.22,13.8993333334,37.4763333333,35.9268333334,36.9807380952,13.786,15.4239166667,15.1138333333,32.2978333333,15.2216666667
639.55,13.7271666666,37.338,35.7171666667,36.8044523809,13.5458333334,15.3135833333,14.8996666666,32.0368333334,14.887
639.88,13.85,37.4511666666,35.9716666667,36.8964285714,13.659,15.3765,14.9978333334,32.105,14.9958333333
640.21,13.9216666667,37.5238333333,35.94,36.8999047619,13.6961666667,15.4825,15.043,32.1058333333,15.0068333334
640.54,13.9441666667,37.672,36.0673333333,36.9995,13.81,15.5784166666,15.047,32.0755,15.087
640.87,13.97,37.6331666666,36.1071666667,36.9984523809,13.7805,15.5348333334,14.9798333333,32.2985,15.1596666667
641.20,13.9885,37.7443333333,36.2476666667,37.0460952381,13.8478333333,15.5295,15.0356666667,32.4075,15.1878333333
641.53,14.1523333334,37.948,36.3443333334,37.265547619,14.002,15.6788333333,15.1305,32.5551666666,15.3856666666
641.87,14.0833333333,37.9753333333,36.1598333334,37.1773095238,13.8341666667,15.62425,14.981,32.5035,15.2285
642.20,14.0763333334,38.1011666667,36.2968333333,37.3090238095,13.83,15.713,15.0095,32.4381666666,15.2211666666
642.53,14.0116666667,38.022,36.3611666667,37.2644761904,13.825,15.64,14.9998333334,32.4785,15.2305
642.86,13.8885,37.9246666666,36.3073333333,37.2619761905,13.8131666667,15.4815,14.9533333334,32.3808333333,15.1388333334
643.19,13.9721666667,37.9895,36.3741666667,37.3367380952,13.9868333333,15.566,15.1151666666,32.5333333334,15.368
643.52,13.9008333334,37.9361666667,36.2411666667,37.2539285714,13.9461666667,15.50225,15.0788333333,32.4971666667,15.3075
643.85,13.9355,37.9153333334,36.339,37.2528333333,14.0348333333,15.4708333334,15.2188333334,32.5273333334,15.4248333333
644.18,14.0428333333,37.8885,36.5046666667,37.2720714285,14.0261666666,15.40025,15.2395,32.5555,15.3556666667
644.51,14.0471666667,37.9176666666,36.4456666667,37.3448571429,14.0883333334,15.393,15.2965,32.4995,15.3981666667
644.84,14.1485,37.9016666667,36.4468333333,37.3955,14.2003333333,15.5148333333,15.3245,32.5988333334,15.4845
645.17,14.1621666667,37.7878333333,36.4046666667,37.3099047619,14.21,15.4538333333,15.371,32.5606666667,15.4933333333
645.50,14.2073333333,37.8556666667,36.5908333333,37.3463809524,14.3066666666,15.6185833333,15.5116666667,32.5606666667,15.601
645.83,14.3245,37.943,36.6105,37.4047619048,14.4986666666,15.6883333333,15.6843333334,32.776,15.796
