wavelength,Back_HemFlaf,Belly_HemFlaf,Breast_HemFlaf,Crissum_HemFlaf,Crown_HemFlaf,DorTail_HemFlaf,Patch10_HemFlaf,Rump_HemFlaf,Throat_HemFlaf,WingTip_HemFlaf
543.46,8.61144444444,52.422,34.914,31.2662222222,8.40911111111,7.86277777778,12.1857777778,13.1643333333,36.8733333333,6.78
543.81,8.59777777778,52.4162222222,34.908,31.2775555556,8.40066666667,7.84044444445,12.1824444444,13.1724444444,36.8666666667,6.76822222222
544.15,8.59633333333,52.4368888889,34.9371111111,31.2966666667,8.38788888889,7.83888888889,12.1705555555,13.1658888889,36.8844444445,6.75744444444
544.49,8.59833333333,52.4544444444,34.969,31.3215555555,8.39466666667,7.83911111111,12.1773333333,13.1808888889,36.9286666667,6.76944444444
544.84,8.61322222222,52.4565555556,34.9993333333,31.3286666667,8.39544444445,7.83744444445,12.1871111111,13.1838888889,36.936,6.77144444444
545.18,8.62788888889,52.4688888889,35.0414444444,31.3574444444,8.42811111111,7.85466666667,12.1972222222,13.2114444444,36.9571111111,6.79311111111
545.52,8.63755555556,52.5436666666,35.1135555556,31.4226666667,8.43677777778,7.865,12.214,13.2271111111,37.0148888889,6.79633333333
545.87,8.68966666667,52.5933333333,35.1757777778,31.5117777778,8.48077777778,7.90555555556,12.2524444444,13.2667777778,37.0858888889,6.85
546.21,8.70711111111,52.6385555555,35.22,31.5622222222,8.50422222222,7.931,12.2782222222,13.2994444445,37.1118888889,6.895
546.55,8.739,52.706,35.2612222222,31.6243333333,8.517,7.94577777778,12.2888888889,13.314,37.1527777778,6.91333333333
546.90,8.76211111111,52.7673333333,35.3124444445,31.6816666666,8.53688888889,7.956,12.3067777778,13.3412222222,37.2034444445,6.932
547.24,8.78144444445,52.8262222222,35.3697777778,31.7363333333,8.54055555555,7.97822222222,12.3212222222,13.358,37.2716666667,6.95122222222
547.58,8.80333333333,52.8917777778,35.4052222222,31.7656666666,8.55677777778,8.01366666667,12.3471111111,13.3743333334,37.329,6.97188888889
547.92,8.84488888889,52.9477777778,35.4413333333,31.7921111111,8.60088888889,8.05555555555,12.3912222222,13.4137777778,37.3863333333,7.02877777778
548.27,8.85944444444,52.9693333333,35.4428888889,31.825,8.61822222222,8.06733333333,12.4211111111,13.424,37.4065555556,7.03622222222
548.61,8.86466666667,52.986,35.4651111111,31.8512222222,8.64411111111,8.077,12.449,13.4411111111,37.4331111111,7.05055555555
548.95,8.90922222222,53.0807777778,35.5334444444,31.9221111111,8.67711111111,8.12144444444,12.4867777778,13.4837777778,37.4936666666,7.09944444444
549.29,8.93533333333,53.1354444445,35.5617777778,31.9568888889,8.712,8.14177777778,12.5087777778,13.5317777778,37.5395555556,7.13633333333
549.64,8.93033333333,53.1981111111,35.6008888889,31.9531111111,8.70533333333,8.144,12.5132222222,13.5502222222,37.5535555556,7.12422222222
549.98,8.95155555556,53.2622222222,35.6498888889,31.9843333333,8.72633333333,8.13511111111,12.5282222222,13.567,37.5926666667,7.09422222222
550.32,9.00088888889,53.3491111111,35.7348888889,32.0246666667,8.76844444444,8.18844444445,12.5926666667,13.6271111111,37.6802222222,7.12555555555
550.66,9.04833333334,53.4594444445,35.8277777778,32.1031111111,8.83511111111,8.25344444444,12.657,13.6957777778,37.7527777778,7.18844444444
551.01,9.06377777778,53.5198888889,35.8528888889,32.1236666667,8.85666666667,8.281,12.694,13.7187777778,37.7696666667,7.19888888889
551.35,9.05577777778,53.4675555555,35.8573333333,32.1116666667,8.84822222222,8.26066666667,12.7037777778,13.7081111111,37.7265555556,7.20711111111
551.69,9.06211111111,53.4524444445,35.854,32.1177777778,8.84377777778,8.234,12.7104444444,13.7022222222,37.7078888889,7.19388888889
552.03,9.082,53.4885555556,35.9014444445,32.1473333334,8.86566666667,8.24,12.7153333333,13.7244444445,37.7171111111,7.217
552.38,9.08511111111,53.5432222222,35.9536666667,32.1553333333,8.86888888889,8.23911111111,12.703,13.7406666667,37.7292222222,7.228
552.72,9.07388888889,53.5707777778,35.967,32.1743333333,8.86355555556,8.23744444444,12.719,13.7266666667,37.7566666667,7.21433333333
553.06,9.11388888889,53.609,36.0263333333,32.1931111111,8.89,8.27044444444,12.763,13.7747777778,37.7895555556,7.23644444444
553.40,9.12511111111,53.6442222222,36.0805555556,32.2145555555,8.90655555556,8.27566666666,12.7878888889,13.7942222222,37.8276666667,7.25088888889
553.74,9.11711111111,53.6678888889,36.1071111111,32.2365555556,8.92044444444,8.30144444445,12.8026666667,13.8107777778,37.8403333333,7.26233333333
554.09,9.10444444445,53.634,36.0656666667,32.1906666667,8.93922222222,8.28711111111,12.815,13.8045555556,37.8157777778,7.27144444445
554.43,9.09255555556,53.6255555556,36.0497777778,32.1761111111,8.93266666667,8.26188888889,12.8167777778,13.796,37.8377777778,7.252
554.77,9.11355555556,53.6032222222,36.0742222222,32.206,8.95444444445,8.27533333333,12.8425555555,13.7957777778,37.8406666666,7.274
555.11,9.16644444444,53.6911111111,36.1506666667,32.2776666667,9.00277777778,8.31977777778,12.8965555556,13.8373333333,37.881,7.30933333333
555.45,9.18877777778,53.7266666666,36.1967777778,32.3152222222,9.04111111111,8.37411111111,12.9393333333,13.8901111111,37.9176666667,7.34944444445
555.80,9.18333333333,53.7721111111,36.2032222222,32.3216666667,9.03888888889,8.38611111111,12.9647777778,13.9005555556,37.9688888889,7.35011111111
556.14,9.23977777778,53.8704444444,36.2266666666,32.4365555556,9.07777777778,8.42611111111,13.0422222222,13.9275555556,38.011,7.39244444445
556.48,9.27955555556,53.93,36.2423333333,32.4632222222,9.10788888889,8.43933333333,13.0845555555,13.9892222222,38.0502222222,7.41333333333
556.82,9.30066666667,53.9837777778,36.2532222222,32.515,9.115,8.46288888889,13.1091111111,13.9865555556,38.0961111111,7.42133333333
557.16,9.32577777778,54.065,36.2761111111,32.5726666667,9.12744444445,8.479,13.1307777778,13.9754444444,38.1404444444,7.44366666666
557.50,9.32766666667,54.003,36.2182222222,32.528,9.132,8.48833333333,13.1342222222,13.9418888889,38.0592222222,7.47055555556
557.85,9.35622222222,53.9438888889,36.1993333333,32.5307777778,9.14988888889,8.49566666667,13.1425555556,13.947,38.0353333333,7.48744444444
558.19,9.33066666667,53.9214444444,36.1923333333,32.5223333333,9.12566666667,8.49844444445,13.1245555555,13.9297777778,37.9861111111,7.48755555556
558.53,9.338,53.9486666667,36.2171111111,32.5252222222,9.14122222222,8.49122222222,13.122,13.9331111111,37.9873333333,7.49744444444
558.87,9.35766666667,54.0504444444,36.2437777778,32.5688888889,9.13744444444,8.487,13.124,13.945,38.0568888889,7.49877777778
559.21,9.37322222222,54.1161111111,36.2781111111,32.5927777778,9.13544444445,8.46711111111,13.1353333333,13.9405555556,38.098,7.49744444444
559.55,9.41655555556,54.2307777778,36.3754444445,32.6811111111,9.19644444444,8.50433333333,13.1863333333,14.0154444444,38.1734444444,7.533
559.89,9.40711111111,54.1536666667,36.3421111111,32.6148888889,9.19588888889,8.48655555555,13.1666666667,14.0238888889,38.1326666667,7.52433333333
560.23,9.37922222222,54.1068888889,36.3294444444,32.6221111111,9.16722222222,8.44722222222,13.1401111111,13.9795555556,38.0815555556,7.50022222222
560.58,9.36811111111,54.1308888889,36.3386666667,32.6611111111,9.17611111111,8.43422222222,13.1467777778,13.9898888889,38.1032222222,7.52211111111
560.92,9.38966666667,54.0793333333,36.3144444445,32.6406666667,9.19622222222,8.44733333333,13.1741111111,14.0468888889,38.0922222222,7.52622222222
561.26,9.42477777778,54.1681111111,36.3811111111,32.7046666667,9.20355555556,8.45011111111,13.1987777778,14.1014444445,38.1845555555,7.54233333333
561.60,9.44033333333,54.288,36.4872222222,32.7967777778,9.22322222222,8.474,13.2302222222,14.1634444445,38.2436666667,7.56833333333
561.94,9.49955555556,54.3978888889,36.5488888889,32.853,9.27077777778,8.50288888889,13.2748888889,14.2083333334,38.3073333334,7.59066666667
562.28,9.53966666667,54.3728888889,36.5608888889,32.8413333333,9.29133333333,8.53988888889,13.3,14.266,38.3106666667,7.62888888889
562.62,9.51122222222,54.2927777778,36.5337777778,32.8196666667,9.295,8.53822222222,13.2972222222,14.2721111111,38.2647777778,7.61111111111
562.96,9.49644444444,54.3053333333,36.5653333333,32.8441111111,9.30777777778,8.56344444444,13.3052222222,14.2941111111,38.2783333333,7.61811111111
563.30,9.484,54.2011111111,36.5022222222,32.7737777778,9.27422222222,8.54722222222,13.2847777778,14.253,38.2058888889,7.61488888889
563.64,9.53111111111,54.2862222222,36.577,32.8245555556,9.32033333333,8.60433333333,13.3357777778,14.2785555556,38.293,7.646
563.99,9.575,54.3027777778,36.5887777778,32.8142222222,9.37166666667,8.67433333333,13.3548888889,14.3314444444,38.3135555556,7.68988888889
564.33,9.56388888889,54.2782222222,36.5595555556,32.7615555556,9.35522222222,8.65822222222,13.318,14.3104444444,38.2437777778,7.65444444445
564.67,9.55433333333,54.279,36.556,32.7555555555,9.346,8.67011111111,13.3032222222,14.2702222222,38.216,7.66311111111
565.01,9.55877777778,54.3021111111,36.5741111111,32.7751111111,9.37588888889,8.71211111111,13.3333333333,14.2752222222,38.2228888889,7.66522222222
565.35,9.52322222222,54.3345555556,36.5543333333,32.7745555555,9.32755555555,8.67011111111,13.2924444444,14.2244444445,38.2385555555,7.62766666667
565.69,9.46466666667,54.2257777778,36.4982222222,32.7197777778,9.28633333333,8.62755555556,13.2411111111,14.1966666667,38.174,7.59677777778
566.03,9.45644444444,54.2764444444,36.4903333333,32.7554444445,9.29155555556,8.62655555555,13.2487777778,14.19,38.1677777778,7.59455555556
566.37,9.47655555555,54.3011111111,36.515,32.7518888889,9.30422222222,8.623,13.246,14.181,38.1817777778,7.61122222222
566.71,9.45366666667,54.3103333333,36.502,32.732,9.27733333333,8.59511111111,13.2304444444,14.1407777778,38.1653333333,7.58855555556
567.05,9.43977777778,54.3562222222,36.5204444445,32.7631111111,9.27311111111,8.57744444444,13.2211111111,14.1296666667,38.179,7.59077777778
567.39,9.40444444444,54.2731111111,36.4475555555,32.7282222222,9.22188888889,8.53522222222,13.1914444445,14.1036666666,38.1163333333,7.55844444445
567.73,9.37911111111,54.2623333333,36.4453333333,32.7186666667,9.19911111111,8.51166666667,13.195,14.0845555555,38.1381111111,7.54744444445
568.07,9.36033333333,54.2185555556,36.4277777778,32.7125555556,9.18888888889,8.50555555555,13.1838888889,14.0457777778,38.1145555556,7.54688888889
568.41,9.36022222222,54.1893333333,36.4215555556,32.7061111111,9.17044444444,8.486,13.1797777778,14.0523333333,38.1184444444,7.53411111111
568.75,9.35022222222,54.1242222222,36.3953333333,32.6838888889,9.14755555556,8.47577777778,13.1376666667,14.0298888889,38.0948888889,7.53844444444
569.09,9.37622222222,54.0996666667,36.408,32.6848888889,9.18455555556,8.52833333333,13.1768888889,14.053,38.0751111111,7.569
569.43,9.44366666666,54.1343333333,36.4212222222,32.7257777778,9.221,8.58711111111,13.2402222222,14.0774444445,38.1122222222,7.61822222222
569.77,9.45477777778,54.1496666667,36.4495555555,32.7382222222,9.22477777778,8.58522222222,13.2358888889,14.0752222222,38.1373333333,7.61311111111
570.11,9.46366666667,54.1531111111,36.4408888889,32.7344444445,9.20944444444,8.59488888889,13.2401111111,14.0681111111,38.123,7.62177777778
570.45,9.49,54.0998888889,36.4368888889,32.7413333333,9.22288888889,8.61122222222,13.2445555556,14.0964444444,38.1052222222,7.62488888889
570.79,9.47688888889,54.0802222222,36.4254444444,32.7144444444,9.21933333333,8.60922222222,13.2161111111,14.0744444444,38.0854444444,7.59844444444
571.13,9.48888888889,54.1272222222,36.469,32.7328888889,9.22166666666,8.62222222222,13.2001111111,14.0921111111,38.1134444444,7.60933333333
571.47,9.48266666667,54.1495555555,36.4872222222,32.759,9.23011111111,8.61233333333,13.204,14.0738888889,38.1102222222,7.62744444445
571.81,9.49633333333,54.2186666667,36.5094444444,32.7752222222,9.25111111111,8.62755555556,13.2185555556,14.1067777778,38.1371111111,7.63755555555
572.15,9.50444444444,54.2543333333,36.5171111111,32.7987777778,9.27811111111,8.65655555555,13.2246666667,14.1057777778,38.1525555555,7.65611111111
572.49,9.49255555556,54.273,36.5125555556,32.7988888889,9.25966666667,8.63011111111,13.2341111111,14.0951111111,38.1305555556,7.64488888889
572.83,9.52488888889,54.3155555555,36.528,32.8388888889,9.28855555556,8.66311111111,13.261,14.1147777778,38.1653333333,7.66655555555
573.17,9.53755555556,54.3607777778,36.5781111111,32.8685555556,9.33566666667,8.68922222222,13.261,14.1308888889,38.2266666666,7.68866666667
573.51,9.53444444445,54.3055555555,36.5498888889,32.8357777778,9.33422222222,8.69677777778,13.2712222222,14.1214444444,38.2073333333,7.69122222222
573.85,9.55822222222,54.3215555555,36.5645555556,32.872,9.38366666667,8.745,13.3181111111,14.1624444445,38.2497777778,7.72755555556
574.19,9.59422222222,54.36,36.5821111111,32.9045555556,9.422,8.78655555555,13.362,14.1783333333,38.3022222222,7.76588888889
574.53,9.63266666667,54.3883333333,36.6091111111,32.9356666667,9.45622222222,8.84466666667,13.4273333333,14.2193333333,38.3348888889,7.79511111111
574.87,9.64266666666,54.4488888889,36.6263333333,32.9728888889,9.47988888889,8.88511111111,13.4553333333,14.2396666667,38.3525555556,7.82333333333
575.21,9.67033333333,54.4752222222,36.6447777778,32.9901111111,9.49211111111,8.92655555555,13.484,14.2715555556,38.3578888889,7.84022222222
575.55,9.68077777778,54.4387777778,36.6612222222,32.9823333333,9.48566666667,8.93766666667,13.4948888889,14.2632222222,38.3676666667,7.83977777778
575.89,9.68644444445,54.4697777778,36.6717777778,33.0006666667,9.51266666667,8.95066666667,13.5293333333,14.2734444444,38.3967777778,7.86688888889
576.22,9.71266666667,54.5098888889,36.687,33.045,9.54544444444,8.97111111111,13.5361111111,14.3088888889,38.4306666667,7.89111111111
576.56,9.66122222222,54.4793333333,36.6686666667,33.0054444444,9.49211111111,8.919,13.4997777778,14.2817777778,38.4007777778,7.869
576.90,9.63222222222,54.5238888889,36.6726666667,33.0111111111,9.44888888889,8.88844444445,13.5083333333,14.2745555555,38.3515555555,7.85588888889
577.24,9.63377777778,54.5992222222,36.705,33.0637777778,9.45188888889,8.90355555555,13.5237777778,14.3051111111,38.42,7.86355555556
577.58,9.58511111111,54.5966666667,36.6872222222,33.0297777778,9.40233333333,8.86833333333,13.5022222222,14.2577777778,38.4133333333,7.82755555556
577.92,9.53844444444,54.606,36.6692222222,33.0152222222,9.37766666667,8.832,13.4607777778,14.2402222222,38.3575555555,7.80744444444
578.26,9.51588888889,54.6142222222,36.6671111111,33.0227777778,9.37055555556,8.78133333333,13.4297777778,14.2095555556,38.3302222222,7.81177777778
578.60,9.49544444445,54.5822222222,36.6572222222,32.9901111111,9.351,8.75255555556,13.4321111111,14.1647777778,38.3234444444,7.79233333333
578.94,9.49133333333,54.6218888889,36.6774444445,33.0078888889,9.35244444444,8.74666666667,13.4263333333,14.1546666667,38.3428888889,7.76266666667
579.28,9.51266666667,54.7021111111,36.7125555556,33.0671111111,9.37344444444,8.76188888889,13.4522222222,14.1744444444,38.4035555555,7.78888888889
579.61,9.49055555556,54.7554444445,36.7362222222,33.0696666667,9.32788888889,8.72177777778,13.4362222222,14.1711111111,38.4038888889,7.75555555556
579.95,9.50477777778,54.747,36.736,33.0706666667,9.35922222222,8.75422222222,13.4603333333,14.1523333333,38.4164444444,7.75633333333
580.29,9.53777777778,54.7787777778,36.7545555555,33.084,9.39477777778,8.77844444444,13.4678888889,14.1628888889,38.4204444444,7.75377777778
580.63,9.52888888889,54.7314444445,36.7373333333,33.0771111111,9.38555555555,8.75655555556,13.4111111111,14.1533333333,38.4567777778,7.72355555555
580.97,9.49388888889,54.7544444445,36.7564444444,33.087,9.37855555556,8.74311111111,13.3787777778,14.1195555556,38.4295555556,7.71277777778
581.31,9.55388888889,54.812,36.8301111111,33.1665555556,9.44488888889,8.77655555556,13.4124444444,14.1691111111,38.4394444444,7.77133333333
581.65,9.609,54.8723333333,36.8694444444,33.186,9.47877777778,8.816,13.4708888889,14.203,38.4775555555,7.82244444445
581.98,9.60533333333,54.9113333333,36.8948888889,33.224,9.45166666667,8.83188888889,13.4762222222,14.2104444445,38.5348888889,7.79733333333
582.32,9.61655555556,54.9752222222,36.947,33.2812222222,9.49866666667,8.86044444444,13.5147777778,14.2547777778,38.5931111111,7.809
582.66,9.62033333333,54.8772222222,36.8763333333,33.2364444444,9.51655555556,8.87511111111,13.506,14.2662222222,38.5335555555,7.83966666667
583.00,9.61044444444,54.8595555556,36.8574444445,33.2641111111,9.522,8.87888888889,13.5072222222,14.2445555556,38.5365555556,7.86333333334
583.34,9.67666666668,54.8958888889,36.9132222222,33.3362222222,9.60933333333,8.96677777778,13.5663333333,14.3137777778,38.5833333333,7.92544444445
583.68,9.67222222221,54.9746666667,36.9795555556,33.3706666667,9.59811111111,8.98,13.5886666667,14.3322222222,38.6355555556,7.93111111111
584.01,9.67288888888,54.9886666667,37.0044444444,33.3646666667,9.61422222222,9.004,13.6188888889,14.3456666667,38.6327777778,7.94522222222
584.35,9.68877777778,55.0571111111,37.0398888889,33.4144444444,9.62544444444,9.03766666667,13.6923333333,14.3403333333,38.6663333333,7.96188888889
584.69,9.77144444443,55.014,37.0127777778,33.4377777778,9.68766666668,9.09855555555,13.7543333333,14.4005555556,38.6696666667,8.02555555555
585.03,9.75877777777,54.989,37.005,33.4693333333,9.6891111111,9.14233333333,13.7421111111,14.4233333333,38.6548888889,7.99433333333
585.37,9.75455555557,54.9685555555,36.9982222222,33.4842222222,9.68799999999,9.1701111111,13.7574444445,14.426,38.6908888889,8.012
585.70,9.8261111111,55.0073333333,37.0111111111,33.4876666667,9.75566666667,9.22922222222,13.8103333333,14.497,38.6927777778,8.07388888889
586.04,9.81444444443,54.9074444445,36.9706666667,33.4698888889,9.73866666668,9.23722222221,13.7837777778,14.4728888889,38.6401111111,8.07355555555
586.38,9.80833333335,54.9642222222,37.0168888889,33.4741111111,9.72988888889,9.22555555556,13.7675555556,14.4561111111,38.6742222222,8.04
586.72,9.82677777778,54.9595555555,36.9944444445,33.416,9.75977777778,9.24444444444,13.797,14.5066666667,38.6412222222,8.058
587.06,9.721,54.7866666667,36.8656666666,33.272,9.63788888889,9.14622222222,13.7026666667,14.3887777778,38.4978888889,7.961
587.39,9.70388888889,54.776,36.8215555556,33.2051111111,9.63944444444,9.14455555557,13.6851111111,14.3782222222,38.4584444444,7.97811111111
587.73,9.71900000001,54.7298888889,36.7935555556,33.1983333333,9.64088888889,9.13611111111,13.7124444445,14.36,38.4245555556,7.99311111111
588.07,9.7951111111,54.6895555555,36.767,33.1768888889,9.68077777778,9.18411111112,13.7477777778,14.4188888889,38.3958888889,8.07333333333
588.41,9.81033333334,54.7998888889,36.8482222222,33.233,9.68622222222,9.20244444443,13.7996666667,14.4543333334,38.4405555556,8.08222222222
588.74,9.84722222222,54.7836666666,36.8443333333,33.196,9.70711111111,9.211,13.8394444444,14.4462222222,38.441,8.11166666666
589.08,9.85133333334,54.7724444444,36.8234444444,33.202,9.72188888889,9.20244444443,13.8355555556,14.4431111111,38.384,8.08922222222
589.42,9.82388888888,54.6593333333,36.7542222222,33.1651111111,9.697,9.16600000001,13.7891111111,14.4092222222,38.314,8.05133333333
589.76,9.82677777778,54.6754444445,36.7402222222,33.1447777778,9.71066666667,9.15377777777,13.785,14.4257777778,38.308,8.066
590.09,9.89855555556,54.72,36.7926666667,33.2352222222,9.76955555557,9.22977777778,13.8825555556,14.478,38.3443333333,8.12144444444
590.43,9.92444444443,54.8084444444,36.8304444444,33.3131111111,9.77422222223,9.24911111111,13.8953333334,14.4751111111,38.4051111111,8.10755555556
590.77,10.0156666667,54.9117777778,36.9341111111,33.443,9.87311111111,9.33522222221,13.99,14.5806666667,38.522,8.19922222222
591.11,10.033,54.8601111111,36.9443333333,33.4533333333,9.87522222221,9.33022222221,13.9882222222,14.5867777778,38.5241111111,8.173
591.44,10.0343333333,54.909,36.9856666667,33.5007777778,9.88888888889,9.35266666666,13.9748888889,14.6002222222,38.5683333333,8.19255555556
591.78,10.0057777778,54.9375555555,37.0108888889,33.5254444444,9.89044444444,9.34466666668,13.9703333333,14.604,38.5878888889,8.154
592.12,10.0135555556,54.9162222222,36.9967777778,33.5081111111,9.91499999999,9.34499999999,13.9503333333,14.5974444445,38.5723333333,8.16677777778
592.46,10.0177777778,54.9536666667,37.0141111111,33.5272222222,9.91788888889,9.36566666668,13.9652222222,14.6487777778,38.6057777778,8.19911111111
592.79,10.0336666667,54.932,37.0736666667,33.4904444444,9.92999999999,9.37277777777,13.9357777778,14.6251111111,38.6304444444,8.19677777778
593.13,10.0235555556,54.9918888889,37.1321111111,33.5463333333,9.92777777779,9.43166666665,13.9582222222,14.6361111111,38.7006666667,8.22111111111
593.47,10.1048888889,55.1328888889,37.2403333333,33.6517777778,10.0141111111,9.51733333335,14.0163333333,14.6975555555,38.7931111111,8.29066666667
593.80,10.1108888889,55.1823333333,37.2601111111,33.6516666667,10.0401111111,9.54555555556,14.0281111111,14.7711111111,38.8308888889,8.34988888889
594.14,10.143,55.1921111111,37.3188888889,33.6657777778,10.082,9.58688888888,14.0594444445,14.8083333333,38.8367777778,8.392
594.48,10.1286666667,55.1487777778,37.2492222222,33.5903333333,10.0762222222,9.57755555555,14.0226666667,14.7856666667,38.7597777778,8.39088888889
594.81,10.155,55.1642222222,37.2591111111,33.5844444444,10.1097777778,9.61822222222,14.0634444444,14.83,38.7614444444,8.43733333333
595.15,10.176,55.1744444445,37.239,33.5903333333,10.1083333333,9.63022222222,14.0765555555,14.8471111111,38.778,8.44244444444
595.49,10.1895555556,55.168,37.2661111111,33.5417777778,10.137,9.6681111111,14.1138888889,14.8477777778,38.781,8.46811111111
595.82,10.1951111111,55.1941111111,37.2941111111,33.5347777778,10.1274444445,9.69199999999,14.1195555555,14.853,38.8343333333,8.48466666667
596.16,10.1747777778,55.1605555555,37.2843333333,33.5215555555,10.1174444445,9.67233333333,14.0864444444,14.825,38.8104444444,8.46355555556
596.50,10.1667777778,55.1953333333,37.2663333333,33.5631111111,10.1043333333,9.67311111112,14.106,14.8601111111,38.8012222222,8.493
596.83,10.2063333333,55.2822222222,37.309,33.6195555555,10.1478888889,9.6858888889,14.161,14.9186666667,38.849,8.53377777778
597.17,10.1938888889,55.2134444444,37.2733333333,33.5704444445,10.1101111111,9.66255555553,14.1593333333,14.9138888889,38.7904444444,8.52066666667
597.51,10.1758888889,55.1743333334,37.2445555556,33.5283333333,10.0503333333,9.621,14.0994444444,14.8484444444,38.7351111111,8.482
597.84,10.1636666667,55.1145555556,37.2038888889,33.5026666667,10.0218888889,9.58066666665,14.0727777778,14.8465555555,38.7048888889,8.48866666667
598.18,10.1643333333,55.1323333333,37.229,33.5207777778,9.9928888889,9.5701111111,14.0644444444,14.8503333333,38.7207777778,8.45977777778
598.52,10.2035555555,55.1592222222,37.2624444444,33.5792222222,10.0011111111,9.55055555556,14.0915555556,14.8668888889,38.7646666667,8.48766666667
598.85,10.2711111111,55.2206666667,37.3455555556,33.6646666667,10.0561111111,9.59522222221,14.1105555556,14.9225555556,38.8202222222,8.53233333333
599.19,10.3104444445,55.2721111111,37.3603333333,33.7374444445,10.0795555556,9.60277777779,14.1204444444,14.9792222222,38.8688888889,8.58266666667
599.53,10.3186666667,55.2233333333,37.3507777778,33.713,10.0748888889,9.57200000001,14.1122222222,14.9747777778,38.8155555555,8.56666666667
599.86,10.3708888889,55.2584444445,37.3574444444,33.746,10.0864444445,9.60644444444,14.1344444444,15.011,38.8573333333,8.60244444444
600.20,10.3728888889,55.2402222222,37.3734444445,33.7323333333,10.0852222222,9.61433333332,14.1266666667,15.0325555556,38.8608888889,8.58577777778
600.53,10.4072222222,55.2472222222,37.4081111111,33.7328888889,10.1016666667,9.64399999999,14.1391111111,15.028,38.861,8.59844444444
600.87,10.3802222222,55.2661111111,37.3986666666,33.7207777778,10.051,9.59277777779,14.1204444445,15.008,38.9103333334,8.53333333333
601.21,10.4124444444,55.2623333334,37.433,33.768,10.1247777778,9.65233333334,14.1706666667,15.0542222222,38.9871111111,8.57444444444
601.54,10.4074444444,55.2875555556,37.4582222222,33.7847777778,10.1346666667,9.68777777778,14.2092222222,15.0643333334,39.0053333333,8.55566666667
601.88,10.4395555555,55.3602222222,37.4932222222,33.8021111111,10.2035555556,9.75522222223,14.2576666667,15.1104444445,39.0496666667,8.59855555555
602.21,10.4094444444,55.3483333333,37.4951111111,33.8188888889,10.204,9.78611111112,14.2468888889,15.1314444444,39.0368888889,8.59055555556
602.55,10.3727777778,55.346,37.4881111111,33.7824444445,10.1935555556,9.7791111111,14.2705555556,15.1355555555,39.006,8.58788888889
602.88,10.3394444444,55.2761111111,37.4845555555,33.7473333333,10.168,9.78366666667,14.2506666667,15.101,38.9393333333,8.55111111111
603.22,10.3337777778,55.2777777778,37.4866666667,33.7727777778,10.1856666667,9.80588888889,14.2566666667,15.0977777778,38.9562222222,8.55788888889
603.56,10.3583333334,55.3294444445,37.5248888889,33.7943333333,10.2057777778,9.82700000001,14.2771111111,15.1065555556,38.9906666667,8.56288888889
603.89,10.4181111111,55.4086666667,37.5817777778,33.8518888889,10.262,9.88066666666,14.3515555556,15.1428888889,39.0853333333,8.60088888889
604.23,10.4093333333,55.3582222222,37.5578888889,33.8092222222,10.2492222222,9.88011111109,14.3291111111,15.135,39.062,8.61044444445
604.56,10.4578888889,55.3514444444,37.5684444445,33.8376666667,10.2906666666,9.93833333332,14.3693333333,15.1377777778,39.052,8.65455555556
604.90,10.4373333333,55.3602222222,37.5747777778,33.8102222222,10.2567777778,9.91833333333,14.3767777778,15.1262222222,39.0261111111,8.62844444444
605.23,10.4458888889,55.3388888889,37.5756666667,33.7885555556,10.2566666666,9.92522222222,14.3821111111,15.1346666667,39.0206666667,8.65055555556
605.57,10.4853333333,55.376,37.6165555555,33.861,10.2661111111,9.95333333332,14.4146666666,15.1588888889,39.0478888889,8.69311111111
605.90,10.5263333333,55.419,37.6423333333,33.8991111111,10.2958888889,9.99577777777,14.4703333333,15.1676666667,39.05,8.71933333333
606.24,10.5248888889,55.4453333333,37.6721111111,33.9077777778,10.3,10.0454444444,14.4795555556,15.1814444444,39.1061111111,8.73633333333
606.58,10.5437777778,55.5057777778,37.6761111111,33.9284444444,10.3114444444,10.0546666667,14.4891111111,15.185,39.1433333334,8.75611111111
606.91,10.5754444445,55.5831111111,37.7371111111,33.9737777778,10.3156666667,10.0987777778,14.5235555556,15.2363333333,39.187,8.80055555556
607.25,10.5161111111,55.5775555556,37.7276666667,33.9364444444,10.2508888889,10.0322222222,14.4857777778,15.191,39.1645555555,8.73633333333
607.58,10.4758888889,55.5767777778,37.6754444445,33.9054444444,10.2016666667,9.99366666668,14.4347777778,15.1558888889,39.0841111111,8.70288888889
607.92,10.3793333333,55.5421111111,37.6238888889,33.8434444444,10.0858888889,9.89822222222,14.3556666667,15.0571111111,39.01,8.586
608.25,10.348,55.5733333333,37.6492222222,33.8663333333,10.0868888889,9.90899999999,14.3528888889,15.0886666667,39.0158888889,8.594
608.59,10.3188888889,55.5843333333,37.5927777778,33.845,10.0415555555,9.87166666666,14.2982222222,15.0697777778,38.992,8.52788888889
608.92,10.3016666667,55.6486666667,37.5994444444,33.8805555555,9.99633333332,9.83511111112,14.2355555556,15.026,39.0076666667,8.47066666667
609.26,10.2254444444,55.6252222222,37.5734444444,33.8271111111,9.91833333334,9.75311111112,14.1795555556,14.9456666667,39.0043333333,8.39
609.59,10.1346666666,55.584,37.5147777778,33.728,9.82466666667,9.668,14.0666666667,14.8631111111,38.9821111111,8.30666666667
609.93,10.0923333333,55.5013333333,37.4334444444,33.6881111111,9.75933333333,9.56866666667,14.0061111111,14.8183333333,38.9246666667,8.23388888889
