wavelength,Back_TacPhof,Belly_TacPhof,Breast_TacPhof,Crissum_TacPhof,Crown_TacPhof,DorTail_TacPhof,Patch10_TacPhof,Patch11_TacPhof,Rump_TacPhof,Throat_TacPhof,WingTip_TacPhof
189.43,141.666733334,205.0,29.5237000001,158.333266667,107.619066667,164.285666667,162.619133333,176.428533333,140.000066667,155.238,164.2858
189.81,173.333533333,254.242466667,28.7877,205.757466666,131.8183,212.121266667,204.545333334,202.121133333,174.545466667,185.757533333,196.3636
190.19,211.428533334,296.825466666,58.5714666667,253.016,168.254033333,268.254066666,232.698266667,238.729933333,203.8094,210.158733333,226.666666667
190.57,202.4244,300.908933333,70.7575666667,246.666733333,174.394,274.242333334,239.090866667,234.545466667,210.302933333,216.666666667,217.4243
190.95,273.6842,371.228066667,130.8773,325.263133333,244.561433333,368.0702,310.8772,321.4036,272.280666667,290.175466667,306.4913
191.33,1120.0,1571.66666667,485.000000001,1505.0,1025.0,1713.33333333,1273.33333333,1395.0,1138.33333333,1183.33333333,1273.33333333
191.71,-2073.33333333,-2766.66666667,-663.333333334,-2593.33333333,-1616.66666667,-3146.66666667,-2120.0,-2503.33333333,-1823.33333333,-1973.33333333,-2151.66666667
192.09,-161.0,-220.0,-14.3333333333,-204.333333333,-116.833333333,-282.333333333,-154.333333333,-184.666666667,-123.333333333,-151.666666667,-158.333333333
192.47,-88.1904,-113.714266667,1.90486666665,-96.5714,-52.3809666667,-160.0,-74.6665333332,-96.1904,-67.2380666667,-77.9047333331,-80.9522333332
192.85,-87.4073333333,-107.962866667,1.75923333335,-89.2592666669,-49.7222333333,-162.777666667,-76.2962666668,-96.6666666667,-61.1109333333,-84.4445333333,-77.1297000001
193.23,-83.0475999999,-97.3332666667,14.3810333333,-90.6666666668,-42.3809666667,-160.761933333,-77.7142,-90.6667333335,-57.5238000001,-85.7141333333,-81.2380999999
193.61,-45.5856666667,-58.0180000001,39.4596,-44.6847333333,-6.66666666665,-105.945933333,-35.8558666667,-50.0900666667,-24.5045333333,-45.7658,-34.6847333334
193.99,-60.0,-82.7083333334,21.6666666667,-61.6666666666,-17.6041666667,-130.208333333,-46.6666666667,-66.2500000001,-40.625,-71.0416666666,-66.9791666665
194.37,-30.1388,-46.5278000001,19.6529,-25.2777999999,3.05560000001,-65.2777333333,-22.0833333333,-30.6943999999,-20.8332666667,-40.8334,-33.2638333333
194.75,-8.25886666668,-17.015,28.7066333333,-4.07973333333,25.0249333333,-30.9452666667,0.995066666654,-6.06953333334,2.98513333333,-12.5374,-7.8607666666
195.13,11.5612,0.421866666674,42.5316,11.3923333333,40.2532333333,-8.18566666668,22.7004,17.4685333334,19.6624666667,6.16039999998,16.2025999999
195.51,11.4912,1.75433333333,43.2455666667,17.0176,42.5439666667,-5.00026666668,25.3508666667,22.2808,18.5088666667,4.12286666665,22.2805999999
195.89,20.723,13.5742666667,45.8232666667,24.4175999999,46.506,4.97986666666,31.9678666666,33.0120666667,21.2048,14.1365333333,28.9961
196.27,21.6258666667,12.3577333333,41.5041666667,25.5284666667,46.7885333333,6.42266666667,32.8454666667,34.3088666667,21.7072666667,14.5528,26.6260333333
196.65,32.1518666667,17.3838666667,44.2194333334,30.2110666667,52.7849333333,13.5021333333,41.6877333333,43.3754666666,30.1266666666,19.7468,31.8986333334
197.03,45.7912,32.7946666667,52.2895,40.7406666666,61.3804666667,31.8518,52.9291999999,56.8351333333,42.9630666666,35.4881333333,41.3131333333
197.40,54.4898,35.9864666667,55.9864333333,44.9660666666,66.9387333333,38.7074,59.3878,65.9863999999,49.7278666667,42.517,45.9863666667
197.78,58.2,38.7333333333,62.0333333333,47.3333333333,69.5333333333,40.2,63.5333333334,69.6000000001,53.4,44.8666666667,48.9
198.16,49.0196,33.5295333333,58.1371666666,40.3921333333,61.9934666667,36.4051333333,58.5620666667,63.6601333334,48.6928,38.3661333334,44.5425
198.54,49.0636,30.7116666667,62.0224999999,36.8541333333,59.4008,31.6854,60.1498666667,63.221,46.9664,34.9813333333,43.0710666666
198.92,49.7644,33.6701333333,59.7644333333,35.8924666667,51.9529,31.5825333333,59.8652666667,62.0876666666,48.3502666666,36.7677333333,41.1110333333
199.30,46.3159333333,33.8596666667,54.8247,36.3741333333,46.9882333333,32.1052,54.62,59.0058666667,45.9649333333,37.4854666667,36.8129
199.68,43.1008666666,31.2145333333,50.5684666667,33.5401333333,41.137,31.5762666667,49.4572666667,54.4185333333,45.5298,35.5037333334,32.1964666667
200.06,35.3982666667,21.1210666667,46.8141,24.1887333333,33.4807666667,26.3126,44.8967333333,49.6164,41.6519333333,26.9027333333,23.1565333333
200.44,30.8985333333,21.1594666667,47.1015333333,22.8986,34.7245666667,28.5797333333,42.3768666667,46.4347333333,41.5652666667,24.6375333333,23.0724666667
200.82,27.1696666667,22.3272,51.3835333333,26.2893333333,36.5722666667,31.6980666667,40.9432,48.1760666667,43.7736,22.4529333333,24.4026333333
201.19,22.6532,15.3060666667,51.1905333333,20.0679333334,29.9999333333,28.0271333333,38.0272,44.4898,40.8164,14.2857333333,20.7823333333
201.57,16.0823333333,11.4776666667,45.0859666667,14.5016666667,26.3573,22.6116,33.677,36.3574,37.182,8.04126666667,17.6632
201.95,5.60593333331,5.83333333333,35.7197,9.1666,22.5757666667,20.7574666667,30.3788666667,33.2576,33.7121333333,2.50000000001,10.2651333333
202.33,3.17473333335,8.25406666667,32.9761,11.0316666666,21.5079333333,16.9840666667,30.3966666666,38.2539999999,32.143,2.69853333327,8.6508
202.71,7.34840000001,13.0302666667,33.4470333333,18.1061333333,27.2729333333,20.7576,32.2727333333,42.8788666665,38.0302666667,7.65160000005,9.35613333334
203.09,10.3530666667,16.0000666666,36.3137333333,19.8430666667,31.9215333333,24.2353333333,36.7843333334,47.451,38.9020666666,7.52946666673,13.9215333333
203.47,-2.40753333334,5.09259999993,29.3982,12.1296666667,25.7405333333,15.926,31.6666,42.5925333334,34.2592666667,-5.09253333339,3.2869
203.85,2.99499999998,9.56513333333,33.1884333334,19.5168,32.2705333333,23.0917333333,41.5459333333,50.3382666666,42.9952000001,-8.21565038223e-16,9.32356666666
204.22,18.6486666667,22.7027333333,43.0181,34.9549333334,45.6306666667,33.8738,55.3153333333,58.5586666666,52.2522666667,17.3874000001,23.8739666667
204.60,24.3244666667,24.144,45.0450333334,38.6486666667,44.2343333333,34.7748666667,61.1712,64.8650666666,53.4233333333,22.8828666666,26.5764666667
204.98,22.6515333333,22.2727333333,33.1818,32.4241999999,35.5303333333,29.0151333333,52.6515333333,54.9999999999,46.7424,20.4545333333,26.0985333333
205.36,27.7778,31.0418,39.6875,43.3334666666,44.2709333333,37.4999333334,58.1249333333,56.3195333334,51.2500666667,27.9166666667,37.3612666667
205.74,37.0031333333,40.7338666667,50.4280666667,56.3914666666,53.7309666667,48.3791333333,65.4434,66.5442666666,59.3271999999,37.1866666667,48.8378333333
206.12,43.0602,43.3332666667,55.2458333333,59.1255333333,55.4370333333,49.1257333333,65.9562666667,67.8142666667,62.5683333333,41.2568,50.3004
206.50,52.1784666667,49.1338,65.3281333333,66.0892,63.4645333333,61.26,73.2808,71.5484666666,70.7086000001,49.3964000001,61.1284666667
206.87,62.7822,56.3781333333,73.6483666667,73.9633999999,70.9187,68.5565333333,81.6272666666,80.4725333335,78.0052,57.6904,72.3885333333
207.25,70.7018,59.1228666666,81.6959333333,85.1462666666,79.5322333333,78.7718666667,90.2923333333,89.9998000001,86.5497333333,62.3976,80.3800666665
207.63,91.5218666665,74.0579999999,98.9493333333,105.797133333,100.616033333,101.7392,110.942,113.260866667,108.478266667,73.4057333333,99.5288333333
208.01,97.6371333332,78.4809333334,108.945233333,114.767933333,115.738433333,116.202533333,121.265866667,124.81,119.578,82.616,108.101233333
208.39,92.1026000001,72.2050666665,106.718066667,115.897533334,118.205166667,116.205133333,120.205066667,127.7948,122.359,73.3333333333,103.179433333
208.77,100.615466666,81.1283333333,115.589666667,123.5896,129.538366667,124.4102,125.538533333,137.230666667,134.153933333,78.9743333333,111.487266667
209.14,105.161266667,81.9355333333,125.8065,130.5376,133.2796,127.526866667,134.731133333,144.7312,136.559066667,88.2796,110.806333333
209.52,121.052533333,93.5672666667,140.4093,147.017466667,149.649033333,141.637466666,151.8128,168.0702,151.578933333,105.847933333,124.561366667
209.90,144.651133334,105.116333333,159.302333333,162.480666667,172.0155,161.550333333,179.379933333,200.465133333,182.3256,120.7752,143.410866667
210.28,134.3396,99.2453333333,144.2768,138.8678,151.761033333,144.402533333,153.333333333,172.830133333,158.239,106.9182,128.616366667
210.66,124.367666667,93.3333333333,132.6437,127.931,139.597666667,130.919466666,138.965466667,159.655133333,144.367666666,99.7702666668,116.2643
211.03,95.7991333333,80.5480000001,110.4566,106.0274,113.7443,114.1552,115.068533333,131.9634,117.169,85.7533333333,96.8950666667
211.41,89.5384666667,83.5896000001,113.282033333,107.281933333,111.4359,115.179533333,113.025666667,133.128133333,116.717933333,86.7691999999,91.4870333333
211.79,76.9166666667,72.0,95.0416666667,94.5833333333,93.7083333333,97.0833333334,96.5833333333,110.333333333,94.9999999999,80.4999999999,81.4166666667
212.17,76.6667333333,72.6531333334,86.7687333333,92.7890666667,88.0612333334,90.068,93.4014666667,102.449066667,87.8912666667,79.7958,76.3605333334
212.55,84.0859999999,79.4623333335,90.8332333334,94.9462000001,87.9838666667,93.2257999999,96.3442,100.914066667,88.2795333334,85.2151333334,83.9517000001
212.92,84.8332666667,80.0001333334,91.6665999999,97.3888666667,85.8055666667,94.7221999999,99.5556,101.0556,87.3333999999,87.4444666667,84.8055666665
213.30,94.5722666665,87.1387333332,99.5574333335,105.8996,95.8112666667,106.489733333,109.321533333,110.0886,97.1681999999,98.2892,97.0502333334
213.68,94.9846000001,86.2385999999,100.5198,107.889866667,97.1252333333,109.174466667,111.681866667,111.253733333,97.7981333332,98.7156000001,98.1039333335
214.06,93.5897333335,87.2436,104.615333333,114.807666667,100.128266667,114.6154,115.640933333,112.820466667,97.7564666666,101.666733334,100.320533333
214.44,103.875866666,97.9070666668,116.7442,133.9536,115.7752,129.612533333,132.9456,129.3798,109.922533333,119.147266667,115.465133333
214.81,112.2362,103.122333333,120.464166667,142.616,122.615966666,139.999933333,143.881866667,140.590733333,119.747,129.113866667,121.4769
215.19,140.8466,125.926,144.709,173.333333334,147.989433333,170.370333333,178.730066667,171.111,147.1958,158.730133333,143.1747
215.57,128.860733333,110.886066667,126.582433333,149.029666667,135.021133333,147.932533333,158.227866667,149.789066666,132.320666667,144.303733333,129.535766667
215.95,128.977733333,112.800066667,135.111,150.844466667,138.1777,150.577666667,165.333333333,157.6,139.288866667,148.3556,136.044466667
216.32,157.526933333,139.462333333,170.537533333,180.752666667,167.0968,176.774066667,195.0538,195.1612,174.086,175.5914,172.741933333
216.70,162.146933333,137.9662,168.4746,180.113,172.090433333,181.242866667,197.740066667,206.4408,183.7286,177.401133333,180.7909
217.08,182.133333334,158.666666667,196.2,200.0,207.2,210.8,226.4,240.666666667,211.6,202.933333333,212.6
217.46,207.4074,186.5184,222.296233333,228.4444,240.963033333,244.7408,254.814866667,279.407466667,238.074,225.185066667,239.9259
217.83,179.607733333,162.745133333,193.725566667,197.385533333,210.719,214.901933333,221.699333333,243.006666666,211.111133333,198.0392,213.333366667
218.21,148.717933333,136.205066667,155.640966667,162.461466666,174.615433333,176.307666666,180.410266667,200.923066667,176.410266667,161.025666667,175.8974
218.59,135.000133333,122.500066667,141.6668,146.203733333,156.3426,162.870466667,162.4074,186.944466667,158.425933333,142.037066667,158.1944
218.97,132.0512,120.085333333,145.341833333,145.384533333,156.3676,155.897466667,157.948733333,179.230666667,155.726533333,135.641133333,157.1794
219.34,127.1604,113.744866667,142.263366667,140.164666667,150.0,150.205666667,150.288,168.806533333,150.699533334,127.654333334,155.020633333
219.72,138.624266667,126.984066667,164.18,162.010666667,171.111133333,176.296266667,171.322933333,199.153466666,171.640133333,142.2222,179.259266667
220.10,148.602133333,132.1506,171.6667,168.817133333,177.204266667,184.301066667,175.053866667,205.483933333,175.591466667,147.957,181.4516
220.47,133.131266667,112.727266667,149.646533333,153.6364,157.525366667,167.9798,160.808133333,184.6464,153.2324,130.101066667,159.242333333
220.85,162.121266666,136.060733333,200.075766667,196.212133333,203.106133333,216.969666667,202.4242,232.8788,187.878733334,161.3636,198.787866667
221.23,144.691466667,119.876533333,170.8641,168.148133333,169.012366667,181.358066667,170.9876,194.5678,159.3826,139.5062,159.814833333
221.61,129.77,109.540266667,157.068966667,145.0574,146.4368,154.827533333,152.758666667,173.448333333,145.402266667,126.092,134.712566667
221.98,148.421,122.2222,171.228133333,153.801266667,155.497133333,162.105333333,164.3274,183.625666666,157.543733333,140.467933333,139.590666667
222.36,211.219533333,168.943,242.682933333,213.658533333,213.333333333,227.3172,231.544666667,257.2358,215.934866667,205.691,193.8211
222.74,333.589666666,264.1026,377.820633333,330.2564,338.0769,345.641,369.2308,398.718,340.769466667,325.384666667,294.230666667
223.11,638.8888,498.889,685.555533333,615.000066667,612.777766667,637.7778,714.4444,783.3332,627.777733333,632.777866667,530.000033333
223.49,567.222266667,446.111066667,610.000066667,545.000133333,562.500066667,545.0,636.1112,741.666733333,555.555533333,572.222066667,438.611066667
223.87,921.666666665,739.166666667,970.833333333,869.166666668,907.083333334,872.5,1014.16666667,1157.5,900.833333334,888.333333333,720.000000001
224.24,1016.19053333,829.523799999,1050.9525,923.809466667,992.380933333,966.6666,1109.5238,1252.38093333,995.238066667,1030.47633333,804.761866666
224.62,6500.0,5586.66666667,7136.66666667,5653.33333333,6506.66666667,6580.0,7153.33333333,8213.33333333,6293.33333333,7206.66666667,5356.66666667
225.00,885.833333333,801.666666667,973.333333333,825.0,917.916666667,961.666666668,1021.66666667,1154.16666667,905.833333334,1004.16666667,772.916666667
225.38,3220.0,2913.33333333,3643.33333333,3026.66666667,3360.0,3646.66666667,3866.66666667,4263.33333333,3436.66666667,3793.33333333,3031.66666667
225.75,-542.424333333,-467.2726,-604.848466667,-530.909266667,-589.697033333,-649.090933334,-659.394,-732.727333333,-582.424333333,-637.575666667,-545.7577
226.13,-193.6,-164.266666667,-220.533333333,-198.666666667,-231.333333333,-250.666666667,-250.4,-296.266666667,-223.733333333,-242.133333333,-211.733333333
226.51,-142.7586,-117.701066667,-168.160933333,-146.666733333,-179.310266666,-190.344866667,-189.195333333,-230.574666667,-176.781533333,-190.344866667,-160.804566667
226.88,-87.2728666667,-77.7271999999,-110.606033333,-97.5756000001,-116.3636,-125.303066667,-120.454533333,-142.5758,-118.9394,-123.787866667,-108.181733333
227.26,-67.0,-61.5556,-87.2221666667,-77.2220666667,-91.0556333334,-92.5557333333,-90.6666666667,-106.888933333,-90.8889333334,-90.4443999999,-87.2776999999
227.64,-48.25,-44.0833333333,-62.0833333333,-52.6666666667,-65.5416666667,-64.5,-68.4166666667,-72.1666666666,-63.9166666667,-64.3333333333,-65.875
228.01,-28.3007333333,-23.7908,-38.4315,-30.719,-42.745,-38.6274666667,-45.7517333333,-44.9018666667,-41.1765333333,-43.7908666667,-40.1307333333
228.39,-24.9299333333,-21.5126,-36.8067,-29.1876666667,-40.6722666667,-34.2856666667,-42.3529333333,-39.6078666667,-37.8712,-35.6862,-34.9858666667
228.76,-28.5432,-24.8395333333,-37.9506,-33.5802,-41.9012333333,-33.8765333334,-42.963,-39.4569333333,-40.0495333333,-34.2222,-36.0493666667
229.14,-23.5639333333,-18.4906666667,-28.7840333334,-26.2892666667,-33.2705,-24.9056666667,-33.6688666667,-32.4528,-32.1174666667,-27.2538,-28.6373
229.52,-25.1462,-20.1558666667,-28.7135333333,-28.3822666667,-34.7172333333,-25.6921333333,-33.2163333333,-35.0098,-31.5009333333,-29.5127333333,-29.1617333333
229.89,-27.3292,-21.6148666667,-30.9523333333,-30.3933333333,-36.7908,-26.7080666667,-35.9834,-37.1016,-34.4099333333,-32.2568,-33.0227
230.27,-27.7083333333,-22.75,-32.1666666667,-32.6666666667,-37.125,-26.6666666667,-37.2083333333,-36.8333333333,-33.4583333333,-33.2916666667,-33.3541666667
230.65,-31.3993333333,-26.2140666667,-36.6461,-36.502,-41.2963,-29.5884666667,-42.2634666667,-39.0535333333,-34.9794,-35.1851333333,-37.2223333333
231.02,-35.2760666667,-30.5076666667,-42.0308,-40.2206666667,-45.6291,-34.3488,-47.7263333333,-44.6799333333,-38.3664666667,-41.1921333333,-41.7880666667
231.40,-40.1398,-35.1514666666,-47.2260666667,-43.3102,-50.9557,-40.5128,-51.3752,-48.0652666667,-42.7972666667,-47.4591333333,-47.4826
231.78,-40.2797333333,-34.6852,-48.0420333333,-43.2168666667,-51.4686333333,-40.979,-49.7438,-48.3916,-42.4241333333,-49.1374,-48.6713
232.15,-42.8855333333,-35.8209333333,-49.4775666667,-43.8308666667,-52.3384666667,-40.4476,-49.3532666667,-48.607,-42.7363333333,-52.2886,-50.3731333333
232.53,-43.4588,-36.9926666667,-49.0476,-45.0627333333,-51.3282,-39.8496,-49.9248666667,-48.5212666667,-43.7594,-52.3809333333,-50.1503333333
232.90,-27.9728666667,-21.5316,-30.8108333333,-27.6576666667,-35.1575333333,-24.8649333333,-33.6036,-33.2432666667,-28.5134,-37.6126666667,-31.7567333333
233.28,-22.3377333333,-16.2337333333,-26.8615333333,-22.5109333333,-30.0432666667,-20.2597333333,-30.5626,-27.013,-23.6362666667,-32.9870666667,-26.6017333333
233.66,-18.9495333333,-12.1212666667,-22.3232,-18.3434666667,-25.01,-15.9192,-26.5857333333,-21.7374,-21.3738,-25.8586,-21.9393333333
234.03,-15.0618666667,-9.45346666666,-18.8712,-14.2151333333,-20.3351666667,-11.8519333333,-21.0934666667,-17.2840666667,-16.4022,-21.2698666666,-16.2434333333
234.41,-16.6996,-11.2871333333,-19.0925666667,-15.6434,-19.7359666667,-12.8383333333,-21.0561333333,-18.3827333333,-17.1948,-21.7822666667,-17.0792333333
234.78,-13.8994,-8.83646666667,-15.3617,-13.6163333333,-16.5251666667,-9.30806666667,-16.4149333333,-16.132,-15.4088,-19.78,-13.2546333333
235.16,-12.0238666666,-5.17859999999,-10.8333333333,-11.4286,-14.1220666667,-6.07153333333,-12.7976666667,-12.6191333333,-12.5594666667,-15.744,-10.8183666667
235.54,-9.12986666667,-2.38286666667,-8.17926666667,-9.87946666667,-11.9008666667,-4.17673333333,-9.39759999999,-10.7094666667,-10.415,-12.2892,-7.14859999999
235.91,-8.79006666667,-1.679,-6.77786666667,-9.50620000001,-10.7160666667,-3.53079999999,-7.8024,-10.9135333333,-10.1480666667,-10.5679333333,-4.67903333333
236.29,-11.7875333333,-5.8212,-10.9660333333,-13.8406666667,-14.7585333333,-8.285,-11.6907333333,-15.4348,-14.6861333333,-13.4540666667,-8.96120000001
236.66,-8.69173333333,-3.20826666667,-7.29236666667,-8.98746666667,-11.1945333333,-4.20919999999,-7.84993333334,-11.9227333333,-10.5575333333,-10.2616666667,-5.71096666667
237.04,-8.94086666665,-3.233,-8.37223333333,-9.1638,-11.505,-3.6566,-8.09353333332,-11.7502666667,-9.85513333333,-8.89626666667,-6.59979999999
237.41,-14.2037333333,-8.22446666667,-13.1958,-13.7457333333,-16.6322333333,-7.78913333333,-12.0733333333,-16.5405333333,-14.4557333333,-12.2337333333,-10.7215
237.79,-13.4216666667,-8.94046666666,-13.2672666667,-13.4879333333,-17.3179666667,-7.74826666666,-12.0089333333,-15.5629333333,-13.8632,-13.2451333334,-10.7174
238.17,-13.4625333333,-8.79566666667,-13.5053333333,-13.7849333334,-17.5805666667,-8.68826666667,-12.6666666667,-15.4411333333,-14.6452666667,-12.9032666667,-11.2793
238.54,-8.38900000001,-5.0456,-9.30100000001,-8.77406666667,-13.2422,-5.00499999999,-8.18646666667,-10.7397333333,-10.7598,-8.22706666667,-7.22393333334
238.92,-4.51366666667,-2.47406666667,-6.8933,-5.53353333334,-10.1793666667,-2.79506666667,-5.53353333333,-7.6488,-7.06326666667,-4.51366666667,-3.77710000001
239.29,-1.63593333334,-1.40733333333,-5.52326666667,-3.8698,-7.31743333333,-0.387133333332,-3.65873333333,-5.5232,-4.43266666667,-2.40986666667,-1.83813333333
239.67,-2.40873333333,-3.07053333333,-6.60739999999,-4.9872,-8.54110000001,-1.86606666667,-5.34346666667,-6.34419999999,-5.83540000001,-4.2748,-3.06183333333
240.04,-1.52913333333,-2.6606,-6.64363333333,-5.13753333333,-8.05050000001,-1.9572,-5.10693333333,-5.19886666667,-5.41300000001,-3.92966666667,-3.52439999999
240.42,-1.08213333333,-1.30926666667,-4.94316666667,-3.674,-6.45960000001,-0.547733333334,-3.90113333333,-3.71413333333,-3.44673333334,-2.72533333333,-2.2645
240.79,-0.881199999999,-0.255066666667,-4.4406,-3.42026666667,-5.37406666667,0.336266666668,-3.142,-2.97966666667,-2.53906666667,-2.3188,-1.75656666667
241.17,-0.782066666666,-0.1404,-4.41106666667,-2.61653333333,-4.4011,0.5212,-2.5664,-2.48626666667,-2.42626666667,-2.43606666667,-1.27313333333
241.54,0.295866666667,1.54053333333,-3.24636666667,-0.635400000001,-2.76756666667,2.41953333333,-0.983533333333,-0.9224,-0.835466666667,-1.04426666667,-0.121866666666
241.92,-0.063,1.42793333333,-3.3492,-0.686399999999,-2.8758,2.3826,-1.00986666667,-1.25433333333,-1.0256,-0.883666666666,-0.291899999999
242.29,0.544133333332,2.04566666667,-2.26696666667,-0.2682,-1.89683333333,3.43853333333,-0.1088,-0.558466666667,-0.203066666667,-0.3046,0.819833333332
242.67,0.710799999999,2.50526666667,-1.92896666667,0.0689333333334,-1.49753333333,3.60946666667,-0.0481333333334,-0.289933333333,0.317466666668,-0.179399999999,1.43903333333
243.05,0.344533333335,2.30606666667,-1.56063333333,0.364466666667,-1.10333333333,3.6712,0.0332000000014,-0.152466666667,0.285066666667,-0.1458,1.43806666667
243.42,0.346000000001,2.45273333333,-1.1239,1.01193333333,-0.563466666667,3.87453333334,0.333133333334,0.211399999997,0.428999999999,0.1346,2.17096666667
243.80,1.47526666667,3.6228,-0.127666666666,2.4152,0.958666666666,5.28486666667,1.18266666667,1.52506666667,1.79886666667,1.45653333333,3.716
244.17,2.43533333333,4.28613333333,1.10813333333,3.36673333333,2.14913333333,6.15513333333,1.9726,2.33793333333,2.74593333333,2.27093333333,4.8858
244.55,2.12093333333,4.08706666667,1.001,3.25286666667,2.26393333333,6.14826666667,2.0376,2.1568,2.48446666667,2.21033333333,4.924
244.92,2.6392,4.11873333333,1.29103333333,3.50753333333,2.35356666667,6.421,2.52486666667,2.3706,2.70193333333,2.50793333333,5.3984
245.30,2.69786666667,4.04406666667,1.62243333333,3.29306666667,2.04616666667,6.53253333333,2.4994,2.2418,2.57973333334,2.376,5.2774
245.67,3.68513333333,4.2804,2.64926666667,3.67526666667,2.88306666667,7.03073333333,3.19313333333,2.9914,3.08966666667,2.78473333333,6.10566666667
246.05,4.64393333333,4.93686666667,3.65713333334,4.59073333333,3.69913333333,7.86866666667,3.8856,3.7126,4.10733333334,3.6638,7.0015
