wavelength,Back_ChlNitf,Belly_ChlNitf,Breast_ChlNitf,Crissum_ChlNitf,Crown_ChlNitf,DorTail_ChlNitf,Patch10_ChlNitf,Patch11_ChlNitf,Patch12_ChlNitf,Patch13_ChlNitf,Patch14_ChlNitf,Rump_ChlNitf,Throat_ChlNitf,WingTip_ChlNitf
312.59,1.18904365079,5.376125,2.73616666666,3.65408333334,-0.419333333332,3.18191666666,2.45291666667,-0.256750000001,-0.317249999999,-1.49366666667,3.72941666667,2.453,2.86658333333,3.53491666667
312.96,1.46017857143,5.66608333333,3.047,3.94933333334,-0.110000000001,3.47991666666,2.75133333333,-0.0463333333325,-0.114,-1.18825,4.09625,2.76491666667,3.09341666667,3.90483333333
313.33,1.33862698413,5.55808333333,3.00925,3.72008333333,-0.250166666667,3.35675,2.62416666666,-0.178666666668,-0.353166666667,-1.35383333333,4.04783333333,2.6005,2.94383333333,3.81733333333
313.70,1.1428452381,5.48970833333,2.88533333333,3.55716666667,-0.422583333333,3.11608333333,2.52583333334,-0.293999999999,-0.600250000001,-1.41908333333,3.9165,2.43408333333,2.80975,3.7285
314.07,1.10016269841,5.350375,2.90075,3.54741666667,-0.426249999999,3.10883333333,2.54616666667,-0.270833333333,-0.665249999999,-1.37916666667,3.98616666666,2.48741666667,2.73291666666,3.74466666667
314.43,0.79663888889,4.97741666667,2.63366666667,3.44241666666,-0.830333333333,2.89508333334,2.24875,-0.447583333334,-0.920999999999,-1.69083333333,3.74308333333,2.25733333333,2.60541666667,3.65408333333
314.80,0.662420634921,4.78554166666,2.51408333333,3.321,-0.984666666667,2.80966666667,2.17383333333,-0.446750000001,-1.16475,-1.75166666667,3.69425,2.30275,2.66958333333,3.47425
315.17,0.48119047619,4.61575,2.24958333333,3.13875,-1.25591666667,2.717,2.03558333333,-0.485583333333,-1.35616666667,-1.96483333333,3.5375,2.12891666667,2.45266666667,3.28916666667
315.54,0.408908730158,4.65070833333,2.19475,3.16733333334,-1.35741666667,2.57258333333,1.96375,-0.531666666666,-1.45075,-2.0105,3.48441666667,2.04541666667,2.54466666667,3.22783333333
315.91,0.553793650794,4.64616666666,2.2745,3.33991666667,-1.28966666667,2.60541666667,2.01725,-0.43,-1.31558333333,-1.81175,3.62316666667,2.04325,2.56966666667,3.33766666667
316.28,0.452246031746,4.6175,2.36666666667,3.18741666666,-1.38125,2.41425,1.94916666667,-0.637083333334,-1.61025,-1.85133333333,3.55233333333,1.98016666667,2.3835,3.204
316.64,0.193198412698,4.39558333333,2.18583333333,2.91683333333,-1.58666666667,2.16175,1.68483333333,-0.810166666668,-2.01341666667,-2.08508333334,3.35541666667,1.81908333333,2.2745,2.94791666667
317.01,-0.145373015874,4.05683333333,1.87933333333,2.5895,-1.93,1.83808333333,1.4685,-1.02891666667,-2.33091666667,-2.29708333333,3.02175,1.558,2.04816666667,2.50008333333
317.38,-0.178535714286,3.94445833333,1.65883333333,2.628,-1.99408333333,1.83616666667,1.39416666667,-1.08575,-2.46775,-2.40216666667,2.98258333334,1.57875,1.98908333333,2.45308333333
317.75,-0.34569047619,3.630375,1.3385,2.421,-2.2065,1.67008333333,1.1605,-1.35316666666,-2.65525,-2.66958333333,2.83791666667,1.43116666667,1.74091666667,2.21616666667
318.12,-0.314976190476,3.59679166667,1.27933333333,2.31875,-2.30658333333,1.51158333333,1.01758333333,-1.46266666667,-2.6245,-2.71016666667,2.74658333333,1.29633333334,1.78058333334,2.22083333333
318.49,-0.108956349207,3.87145833333,1.47133333333,2.38666666667,-2.01266666666,1.59175,1.23516666667,-1.36541666667,-2.50725,-2.5515,2.99183333333,1.54025,1.82558333333,2.41841666667
318.85,0.229694444444,4.2345,1.86108333333,2.50408333333,-1.708,1.86091666667,1.57741666667,-1.14608333333,-2.19116666667,-2.19591666667,3.21891666667,1.75241666667,1.97175,2.79758333333
319.22,0.372726190477,4.384125,2.168,2.70608333333,-1.38525,2.02233333333,1.71841666667,-1.05933333333,-2.00266666667,-1.97525,3.37283333334,2.0025,2.16033333333,2.98758333333
319.59,0.214051587302,4.13675,2.08133333333,2.47525,-1.52566666667,1.75741666666,1.573,-1.24383333333,-2.20366666667,-2.30575,3.28783333333,1.97683333333,1.97425,2.78925
319.96,-0.0990119047603,3.763375,1.87475,2.07841666667,-1.832,1.49533333333,1.32691666667,-1.61583333333,-2.65133333333,-2.77441666667,2.90008333334,1.66608333333,1.77191666667,2.48033333333
320.32,0.003793650794,3.76320833333,2.07183333334,2.28375,-1.74933333333,1.60808333333,1.42408333333,-1.44183333333,-2.37208333333,-2.68725,2.93158333333,1.71166666667,2.01641666667,2.64416666667
320.69,-0.514587301587,3.19525,1.55233333333,1.84841666667,-2.36941666667,1.11308333334,0.908833333334,-2.00416666666,-2.862,-3.28591666666,2.35408333333,1.14125,1.52916666666,2.06541666667
321.06,-0.301226190477,3.23466666666,1.72416666667,1.94791666666,-2.26591666667,1.17483333333,0.851916666665,-1.85125,-2.76175,-3.30075,2.39558333333,1.23333333334,1.56383333333,2.29633333333
321.43,-0.430714285715,3.320375,1.6875,2.02558333333,-2.277,1.18416666666,0.813249999999,-1.89583333334,-2.65316666667,-3.22766666667,2.32283333333,1.21466666667,1.6645,2.13991666667
321.80,-0.0230277777782,3.82104166667,2.19716666667,2.5315,-1.72391666667,1.67575,1.16958333333,-1.48583333334,-2.11625,-2.7845,2.65291666666,1.63775,2.04291666667,2.47583333333
322.16,0.247880952381,3.97270833333,2.37175,2.88391666667,-1.38216666666,2.06583333333,1.42716666667,-1.21566666667,-1.90191666667,-2.56075,2.869,1.8745,2.05358333333,2.58291666667
322.53,0.366337301588,4.00129166666,2.48066666667,3.02683333333,-1.29533333333,2.19416666667,1.41291666667,-1.05316666667,-1.83166666667,-2.39975,2.95583333333,1.91491666667,2.01533333333,2.61791666667
322.90,0.145333333334,3.82029166667,2.1985,2.91991666666,-1.54141666667,1.87958333334,1.00208333333,-1.15308333333,-2.05708333333,-2.64658333333,2.77391666667,1.70233333333,1.76433333333,2.36383333333
323.27,-0.196658730159,3.55191666667,1.76408333333,2.62391666667,-1.95016666667,1.4085,0.598333333333,-1.50283333333,-2.51316666667,-3.055,2.48041666667,1.31191666666,1.40125,1.94325
323.63,-0.215265873015,3.56716666667,1.76633333334,2.68625,-1.96316666667,1.39583333333,0.601750000002,-1.53525,-2.50775,-2.98366666667,2.3935,1.25833333333,1.36841666667,1.96575
324.00,-0.092293650794,3.71941666667,1.86258333334,2.797,-1.87375,1.6315,0.603666666667,-1.46958333333,-2.35308333333,-2.848,2.584,1.50066666667,1.37633333333,2.01125
324.37,-0.368126984127,3.38141666666,1.47333333333,2.4765,-2.11825,1.25133333334,0.189916666666,-1.83366666667,-2.69858333333,-3.17108333333,2.332,1.21658333333,1.01175,1.69991666667
324.74,-0.288115079366,3.544375,1.6455,2.59125,-2.01916666667,1.33833333333,0.183833333335,-1.78725,-2.53258333333,-3.04641666667,2.44091666667,1.3405,0.983333333333,1.79991666667
325.10,-0.200337301586,3.66508333333,1.72991666667,2.71483333334,-1.94725,1.44175,0.286416666667,-1.7605,-2.51591666667,-2.98483333334,2.585,1.43358333333,1.0415,1.77066666667
325.47,-0.080750000001,3.724,1.83816666667,2.66991666666,-1.85233333333,1.48275,0.277916666667,-1.65941666667,-2.57258333333,-2.94191666667,2.72141666667,1.48858333333,1.04025,1.8125
325.84,0.0209563492052,3.85208333333,1.97658333333,2.79583333333,-1.7415,1.5535,0.316333333333,-1.47741666667,-2.50266666667,-2.80366666667,2.86,1.63291666667,1.11825,2.027
326.21,-0.1855,3.868375,1.83608333333,2.62516666667,-1.90708333333,1.3395,0.173166666667,-1.71875,-2.66741666667,-3.00041666667,2.73275,1.54533333333,0.9585,1.93225
326.57,-0.395265873016,3.821,1.68258333333,2.46008333333,-2.01316666667,1.27008333333,0.0172500000018,-1.91383333333,-2.67208333333,-3.13625,2.55366666667,1.41716666667,0.836666666665,1.7495
326.94,-0.505035714284,3.63175,1.529,2.324,-2.038,1.205,-0.101249999999,-2.04941666667,-2.81008333333,-3.283,2.49566666667,1.31183333333,0.652,1.63966666667
327.31,-0.156892857143,3.90866666667,1.85441666666,2.51041666667,-1.697,1.59066666667,0.104166666667,-1.74641666667,-2.48775,-2.9465,2.75883333334,1.55091666667,0.894916666667,1.94908333333
327.67,-0.292404761904,3.75745833333,1.67016666667,2.25025,-1.8495,1.64141666667,-0.082,-1.926,-2.68558333333,-3.1225,2.68183333333,1.40475,0.7845,1.77491666667
328.04,-0.271861111112,3.79629166667,1.60858333333,2.29358333333,-1.79333333333,1.599,-0.002,-1.90666666667,-2.73983333334,-3.17466666666,2.62058333333,1.33725,0.789000000002,1.81058333333
328.41,-0.203964285714,3.826875,1.61658333334,2.29833333333,-1.75991666667,1.6535,0.0774999999992,-1.9305,-2.73383333333,-3.13275,2.67,1.31841666667,0.788083333333,1.68825
328.78,-0.135412698413,3.938625,1.61541666667,2.31633333333,-1.58991666667,1.73483333333,0.221333333333,-1.86791666667,-2.69625,-3.12891666667,2.76675,1.28041666667,0.97325,1.76991666667
329.14,-0.030154761905,4.145875,1.6505,2.40141666667,-1.35716666667,1.91791666667,0.370499999999,-1.71975,-2.4785,-3.0235,2.92633333333,1.37491666667,1.15308333333,1.906
329.51,-0.337365079366,3.896125,1.48025,2.10733333334,-1.57258333333,1.65458333333,0.0960833333333,-1.99725,-2.68433333333,-3.33741666667,2.61591666667,1.12766666667,0.881416666667,1.72875
329.88,-0.861404761904,3.33933333333,0.955749999999,1.51016666667,-2.12966666666,1.16966666667,-0.436166666667,-2.55558333333,-3.33225,-3.8905,2.08891666667,0.605333333334,0.456583333335,1.09441666667
330.24,-0.69975793651,3.48795833333,1.09933333333,1.55833333333,-1.97466666667,1.34533333333,-0.391583333334,-2.38266666667,-3.36275,-3.74433333334,2.235,0.701333333333,0.65,1.14625
330.61,-0.469392857143,3.61429166667,1.20858333333,1.75675,-1.78925,1.445,-0.342333333333,-2.2295,-3.328,-3.59908333333,2.34591666667,0.792749999999,0.79075,1.18008333333
330.98,-0.379123015873,3.73691666667,1.27683333333,1.88458333333,-1.77533333333,1.5625,-0.279833333332,-2.25166666666,-3.30333333333,-3.52225,2.3285,0.814583333333,0.82075,1.20775
331.34,-0.41011904762,3.71333333333,1.19508333333,1.95483333333,-1.75733333333,1.48525,-0.213666666668,-2.33183333333,-3.31725,-3.52283333333,2.27325,0.796083333335,0.767666666665,1.16075
331.71,-0.414646825397,3.74408333333,1.24366666667,2.06108333333,-1.67808333333,1.33108333333,-0.220083333332,-2.2395,-3.30291666667,-3.38408333333,2.35466666667,0.835166666667,0.725916666668,1.14258333333
332.08,-0.58232936508,3.70995833333,1.27025,1.98183333333,-1.75041666667,1.26258333333,-0.417583333334,-2.31325,-3.37366666667,-3.44825,2.32108333333,0.698,0.63725,1.00175
332.44,-0.359515873017,4.05366666667,1.56191666667,2.25575,-1.38591666667,1.616,-0.133250000002,-1.97566666667,-3.04441666667,-3.1895,2.57666666666,0.955,0.95875,1.40525
332.81,-0.136452380953,4.364875,1.82591666667,2.476,-1.17225,1.78408333333,0.0115,-1.76316666667,-2.78291666667,-2.86675,2.84183333333,1.23316666667,1.20825,1.624
333.18,-0.441682539682,4.09620833333,1.4875,2.14016666667,-1.51958333333,1.44258333333,-0.411833333333,-2.02358333333,-3.02983333334,-3.1145,2.60108333333,0.964833333332,0.810583333332,1.26941666667
333.54,-0.223261904762,4.358375,1.70025,2.38533333333,-1.2655,1.621,-0.268916666667,-1.7555,-2.73908333333,-2.81275,2.86633333334,1.15141666667,0.9595,1.431
333.91,-0.100075396827,4.548125,1.81466666667,2.51075,-1.10208333333,1.79466666667,-0.137000000001,-1.58733333333,-2.51258333333,-2.62983333334,2.97083333333,1.27341666667,1.04983333334,1.53491666667
334.28,-0.292996031747,4.42604166667,1.66216666667,2.28375,-1.34675,1.5855,-0.320583333334,-1.78325,-2.57758333334,-2.81633333333,2.79675,1.01175,0.874416666667,1.28275
334.64,-0.278948412701,4.506375,1.71216666667,2.21708333333,-1.355,1.58883333333,-0.232333333333,-1.70841666667,-2.50383333333,-2.83808333333,2.91366666667,1.04,0.980250000002,1.37075
335.01,-0.189952380954,4.673375,1.76316666667,2.15541666666,-1.2095,1.64683333333,-0.178749999999,-1.56366666667,-2.30283333333,-2.768,3.04225,1.11766666667,1.07775,1.47158333333
335.38,-0.139674603175,4.86191666667,1.8015,2.15391666667,-1.21183333333,1.75333333333,-0.219916666668,-1.511,-2.288,-2.76575,3.0665,1.09833333333,1.11066666667,1.43883333333
335.74,0.274031746032,5.27791666666,2.22291666667,2.478,-0.807916666668,2.18066666667,0.00333333333325,-1.12925,-1.73416666667,-2.53391666667,3.3535,1.40133333333,1.53975,1.78341666667
336.11,0.540591269841,5.50083333334,2.3805,2.58358333333,-0.532749999999,2.34366666667,0.119833333333,-0.940499999999,-1.52983333333,-2.29541666667,3.58066666667,1.658,1.77308333333,2.00433333333
336.47,0.522392857143,5.50616666667,2.30341666667,2.52733333334,-0.61775,2.23883333333,0.0740833333325,-0.93725,-1.50425,-2.35108333333,3.57358333334,1.60975,1.763,1.85841666667
336.84,0.402365079365,5.372625,2.13958333334,2.35808333333,-0.768,2.16408333333,-0.0750000000017,-1.011,-1.6815,-2.51308333333,3.36775,1.45308333333,1.577,1.66183333333
337.21,0.398753968252,5.431375,2.14983333333,2.33316666667,-0.763583333334,2.20016666666,-0.0519999999992,-1.05541666667,-1.71358333333,-2.51791666667,3.36733333333,1.41233333333,1.64383333333,1.70558333333
337.57,0.361019841272,5.34625,2.07108333333,2.20391666667,-0.895833333332,2.16183333333,-0.114833333334,-1.18191666667,-1.78025,-2.65808333333,3.23041666667,1.22083333333,1.59408333333,1.64425
337.94,0.461559523807,5.507375,2.15783333333,2.27366666667,-0.775499999999,2.2335,-0.0850000000017,-1.12866666667,-1.63608333333,-2.5915,3.34291666666,1.25883333333,1.7295,1.75175
338.31,0.337646825398,5.37341666667,2.05866666667,2.21958333334,-0.772333333334,2.1715,-0.164000000001,-1.13683333333,-1.7195,-2.59508333333,3.31183333333,1.17975,1.69733333334,1.69558333333
338.67,0.276607142858,5.375375,2.05683333334,2.26633333333,-0.743250000001,2.19483333333,-0.184083333335,-1.15625,-1.73125,-2.584,3.36216666667,1.14983333333,1.72333333333,1.72483333333
339.04,0.274313492062,5.409625,2.13475,2.399,-0.693083333334,2.23133333333,-0.107749999999,-1.09033333333,-1.71216666667,-2.51458333334,3.39925,1.1505,1.76933333333,1.71691666667
339.40,0.150289682539,5.338125,2.05075,2.33025,-0.761583333333,2.06966666667,-0.120833333334,-1.07408333333,-1.68025,-2.48575,3.34466666667,1.09441666667,1.74925,1.71933333333
339.77,0.039916666665,5.32891666667,1.91041666667,2.23983333334,-0.901916666666,1.97783333333,-0.097083333335,-1.11516666667,-1.80866666667,-2.50958333333,3.19808333334,0.975499999998,1.61866666667,1.66275
340.14,-0.177091269842,5.18645833333,1.72275,2.02258333333,-1.20641666667,1.779,-0.218500000001,-1.29358333333,-1.924,-2.6795,2.94941666667,0.678750000001,1.42316666667,1.44041666667
340.50,-0.175646825397,5.218125,1.77325,2.032,-1.24366666667,1.83041666667,-0.257083333334,-1.30708333333,-1.92658333333,-2.57383333333,2.97341666667,0.672166666666,1.34883333333,1.52566666667
340.87,0.0629246031767,5.40945833333,1.99166666667,2.28058333333,-1.008,2.05425,-0.0200000000001,-1.09683333333,-1.56783333333,-2.32658333333,3.22141666667,0.856583333334,1.58766666667,1.77433333333
341.23,0.282857142858,5.61120833333,2.25808333333,2.53441666666,-0.760583333334,2.23383333333,0.209833333332,-0.864833333333,-1.33116666667,-2.06791666667,3.42941666667,1.007,1.77808333333,1.94408333333
341.60,0.391130952382,5.834375,2.35133333333,2.6825,-0.666333333332,2.30958333333,0.325083333332,-0.751333333333,-1.25241666667,-1.88758333334,3.53666666667,1.12875,1.86666666667,2.00375
341.96,0.427793650794,5.85716666667,2.35083333333,2.6755,-0.689083333334,2.218,0.377749999999,-0.748249999999,-1.30883333333,-1.82691666667,3.56975,1.07591666667,1.78866666667,2.04091666667
342.33,0.710563492062,6.22045833333,2.62683333333,2.98616666667,-0.46,2.43408333333,0.63075,-0.489333333334,-1.00316666667,-1.6165,3.77166666666,1.32583333333,2.03983333333,2.35675
342.70,0.737607142858,6.23408333334,2.71558333334,2.98025,-0.4635,2.42883333333,0.67675,-0.485083333332,-0.981999999999,-1.56791666667,3.729,1.30733333333,2.03141666667,2.33816666667
343.06,0.927880952379,6.40254166667,2.91316666667,3.11941666667,-0.321,2.54841666667,0.758833333334,-0.39425,-0.832583333333,-1.41475,3.84866666667,1.42616666667,2.26158333333,2.49758333333
343.43,0.878547619047,6.30908333333,2.88733333333,3.03616666667,-0.403583333333,2.5575,0.708583333333,-0.499666666666,-0.8785,-1.52583333333,3.77833333333,1.38925,2.18433333333,2.40691666667
343.79,0.982634920635,6.32525,2.96875,3.06858333333,-0.302166666666,2.62833333333,0.775250000001,-0.444416666667,-0.809583333333,-1.46316666667,3.878,1.518,2.27275,2.49158333333
344.16,1.02746428572,6.38108333333,2.99883333333,3.12433333334,-0.214666666668,2.61666666667,0.780416666668,-0.391583333334,-0.806166666668,-1.44208333333,3.89791666667,1.59475,2.35225,2.51408333333
344.52,0.869650793652,6.29666666666,2.86933333333,3.004,-0.392,2.44666666667,0.674666666668,-0.504000000001,-0.953333333332,-1.668,3.676,1.42133333334,2.24933333334,2.35866666667
344.89,0.949579365078,6.39275,2.99708333333,3.12358333334,-0.283333333334,2.53308333334,0.823666666667,-0.383583333333,-0.902750000002,-1.57108333334,3.78258333333,1.53025,2.37508333333,2.48566666667
345.25,1.00571825397,6.51033333333,3.11275,3.24091666667,-0.196083333334,2.61075,0.927833333334,-0.252166666666,-0.82075,-1.474,3.81833333334,1.66491666667,2.49858333333,2.60175
345.62,1.07507142857,6.59620833334,3.2275,3.34316666667,-0.0963333333335,2.7085,1.05891666667,-0.144333333334,-0.727083333334,-1.40358333333,3.92716666667,1.77441666667,2.64325,2.70066666667
345.99,1.18079761905,6.742,3.41916666667,3.5085,0.05825,2.911,1.26091666666,-0.0141666666665,-0.539333333333,-1.27758333333,4.06966666667,1.94116666667,2.898,2.84775
346.35,1.22911111111,6.74616666667,3.49075,3.49583333333,0.142083333333,2.98483333333,1.36708333333,0.009,-0.560166666665,-1.21733333333,4.10025,1.9675,2.93041666667,2.857
346.72,1.23165476191,6.78308333334,3.46233333334,3.4275,0.0852500000003,3.00608333333,1.35308333333,0.0205833333333,-0.536166666668,-1.22,4.07358333333,1.93991666667,2.88325,2.86525
347.08,1.09007142857,6.73145833334,3.31316666667,3.33541666667,-0.0455833333342,2.90391666667,1.34275,-0.0611666666668,-0.613583333333,-1.31416666667,3.97108333333,1.84441666667,2.757,2.77775
347.45,1.27492857143,6.95329166667,3.53758333334,3.55975,0.174583333334,3.06558333334,1.583,0.147333333333,-0.444666666667,-1.111,4.16866666667,1.99483333333,3.00025,2.98075
347.81,1.21901587301,7.033,3.54208333333,3.59433333333,0.161333333333,3.07916666666,1.61508333333,0.125833333333,-0.468,-1.06058333333,4.18433333333,1.93483333333,2.99683333333,2.964
348.18,1.40876984127,7.29529166667,3.8035,3.86225,0.352833333332,3.35275,1.91808333334,0.335833333332,-0.231333333333,-0.78,4.43075,2.10616666667,3.21683333333,3.19858333333
348.54,1.68620238095,7.65420833334,4.13333333333,4.16608333333,0.648833333333,3.62475,2.24691666667,0.574166666667,0.0524166666668,-0.378833333333,4.71125,2.38575,3.48808333333,3.47258333334
348.91,1.49661507937,7.600125,3.94866666667,3.94066666667,0.467750000001,3.42566666667,2.084,0.366583333332,-0.0787500000003,-0.567583333333,4.52416666667,2.20491666667,3.32058333333,3.30458333333
349.27,1.3984484127,7.535,3.81683333333,3.84408333333,0.35525,3.32525,2.05375,0.20575,-0.161083333334,-0.660583333333,4.42091666666,2.071,3.23466666667,3.24533333333
349.64,1.2758015873,7.449375,3.66258333333,3.65083333334,0.226,3.20041666667,1.94683333333,0.0078333333335,-0.31975,-0.744166666666,4.279,1.8775,3.01241666667,3.18875
350.00,1.23680555556,7.41529166667,3.61591666667,3.5745,0.16775,3.11666666667,1.93341666666,-0.026,-0.300166666667,-0.75025,4.23366666667,1.85033333333,2.92158333333,3.16225
350.37,1.10408730159,7.37629166667,3.5225,3.48375,-0.0180833333335,2.95625,1.78991666666,-0.149083333333,-0.377249999999,-0.851666666667,4.14575,1.7445,2.78625,3.10008333334
350.73,1.11279365079,7.414375,3.48866666667,3.50158333333,-0.0709166666664,2.91908333333,1.80183333333,-0.2075,-0.469083333333,-0.8455,4.11,1.6935,2.79916666666,3.09441666666
351.10,1.25481746032,7.630625,3.65358333333,3.68166666667,-0.00641666666658,3.1335,1.97925,-0.0499999999992,-0.278083333333,-0.710916666667,4.20941666667,1.77033333333,2.98108333333,3.22316666667
351.46,1.26224206349,7.645875,3.60866666667,3.65025,-0.038,3.13416666667,1.94825,-0.0621666666667,-0.231916666667,-0.687583333334,4.16408333334,1.72875,2.93766666666,3.22291666667
351.83,1.27241666666,7.70191666667,3.58433333333,3.67633333333,-0.0644166666666,3.10041666667,1.99883333333,-0.0365833333342,-0.1425,-0.649083333332,4.10491666667,1.68516666667,2.98191666667,3.22133333334
352.19,1.32354761905,7.70483333333,3.525,3.69591666667,-0.0954999999998,3.08783333333,2.00575,-0.0640833333335,-0.157166666667,-0.656000000001,4.09325,1.669,2.97208333333,3.2335
352.55,1.36162698413,7.74254166666,3.46633333333,3.67425,-0.0798333333323,3.14133333333,2.05933333334,-0.0061666666665,-0.112166666667,-0.650083333333,4.115,1.65616666667,3.03675,3.29816666666
352.92,1.39378174603,7.7765,3.45658333333,3.70358333333,-0.116000000001,3.14291666667,2.09583333333,0.0110833333332,-0.11475,-0.598916666667,4.10866666667,1.61908333333,3.01333333333,3.28483333333
353.28,1.44784523809,7.86166666667,3.49666666667,3.73525,-0.122416666667,3.20766666667,2.15908333333,0.0844166666667,-0.0905833333332,-0.470000000001,4.09266666667,1.64975,3.07808333333,3.39266666666
353.65,1.5886031746,7.97116666667,3.53875,3.90516666667,-0.0553333333323,3.36516666667,2.33825,0.267583333333,0.01825,-0.340083333333,4.18366666667,1.82725,3.23366666667,3.46291666667
354.01,1.67762698413,8.10574999999,3.57766666667,4.02441666667,0.00216666666775,3.47875,2.44266666667,0.350083333333,0.01525,-0.282333333333,4.26,1.87216666667,3.29441666667,3.57058333333
354.38,1.77311111111,8.12345833332,3.60675,4.13508333334,0.0959166666668,3.595,2.55558333333,0.46075,0.12625,-0.189416666666,4.27191666666,1.92441666667,3.41858333333,3.7165
354.74,1.88303968254,8.24466666668,3.73741666667,4.265,0.279416666667,3.76375,2.71983333333,0.653000000001,0.316,-0.0274999999998,4.35925,2.06241666666,3.56925,3.83391666667
355.11,1.79590873016,8.12554166667,3.61866666667,4.12658333334,0.233166666666,3.59608333333,2.64225,0.5925,0.13175,-0.0810000000001,4.2935,2.032,3.43625,3.765
355.47,1.74031746032,8.11616666667,3.55566666667,4.09858333333,0.21375,3.58108333333,2.66583333333,0.560583333334,0.0663333333333,-0.10875,4.26791666667,2.00091666667,3.39808333333,3.74508333334
355.83,1.86357142857,8.20720833332,3.64016666666,4.1915,0.385083333333,3.71791666667,2.79333333334,0.671583333333,0.156833333333,0.00866666666667,4.38825,2.15316666667,3.507,3.96125
356.20,1.9665,8.26608333333,3.7155,4.22066666667,0.481916666667,3.799,2.92825,0.816916666666,0.235166666667,0.0910000000001,4.48125,2.27466666667,3.58816666667,4.07558333334
356.56,1.9758968254,8.14025000001,3.64025,4.22483333333,0.467333333332,3.766,2.91758333333,0.801583333333,0.22925,0.0944166666667,4.48441666667,2.26566666667,3.552,4.08366666667
356.93,1.9215,8.089375,3.573,4.14791666667,0.423583333334,3.73966666667,2.91308333333,0.8205,0.185166666667,0.0674166666665,4.42075,2.26166666667,3.58716666667,4.10791666667
357.29,2.04495238095,8.16879166666,3.63258333333,4.23966666667,0.569666666666,3.88133333333,3.03775,0.956416666667,0.3585,0.19425,4.56683333333,2.37141666667,3.66691666667,4.18841666666
357.66,1.94078571429,8.11212499999,3.5915,4.14666666667,0.481083333333,3.77816666667,2.9775,0.895583333333,0.39025,0.109916666667,4.43916666667,2.2735,3.60358333334,4.13491666667
358.02,1.93099206349,8.10337499999,3.58108333333,4.16333333333,0.440916666666,3.78341666667,2.95241666667,0.928499999999,0.443,0.15375,4.39216666667,2.29908333333,3.58883333333,4.11375
358.38,2.05687698413,8.22262499999,3.65966666667,4.24508333333,0.581666666666,3.8895,3.08458333333,1.0415,0.56025,0.286583333333,4.52758333333,2.41041666667,3.70633333333,4.19033333333
358.75,2.28243650794,8.406,3.85941666667,4.4645,0.810416666667,4.09275,3.30425,1.22241666667,0.778000000001,0.5055,4.73683333333,2.641,3.931,4.45875
359.11,2.40200396825,8.52141666667,3.96833333333,4.60933333333,0.938416666665,4.22641666667,3.43225,1.33416666667,0.983416666667,0.626916666667,4.81033333333,2.78083333333,4.04508333333,4.61758333333
359.48,2.48912301587,8.59525000001,4.03883333333,4.66941666667,0.972500000002,4.28708333333,3.49516666667,1.37208333333,1.07116666667,0.65125,4.84266666667,2.85283333333,4.10558333333,4.73866666667
359.84,2.52244444445,8.57908333333,4.09091666667,4.7095,0.952249999999,4.32075,3.5095,1.3935,1.06133333333,0.668333333334,4.82475,2.85083333333,4.1405,4.76358333334
360.20,2.53725396825,8.60791666666,4.119,4.74366666667,1.01666666667,4.39225,3.51391666667,1.40591666667,1.09483333333,0.725249999999,4.84258333333,2.86341666667,4.19475,4.8185
360.57,2.61103174603,8.73700000001,4.266,4.83408333333,1.14708333333,4.56875,3.60275,1.50716666667,1.17375,0.853333333331,4.93841666667,2.98625,4.316,4.95566666666
360.93,2.80824603174,8.88641666667,4.45925,5.0855,1.34066666667,4.76466666666,3.74658333333,1.70475,1.35533333333,1.06358333333,5.14241666667,3.15183333333,4.48033333333,5.16841666667
361.29,2.75094047619,8.84250000001,4.43708333333,5.08191666667,1.26508333334,4.68858333333,3.70541666667,1.67925,1.27633333333,0.967500000001,5.08566666667,3.09058333333,4.41058333333,5.15433333333
361.66,2.82296031746,8.89358333334,4.51441666667,5.1865,1.36458333333,4.76316666667,3.75425,1.73791666667,1.31941666667,1.06416666667,5.161,3.147,4.5005,5.24791666667
362.02,2.76013095238,8.81487499999,4.45025,5.11866666666,1.35575,4.74033333333,3.73283333333,1.68025,1.26225,0.995166666666,5.13216666667,3.07983333333,4.44325,5.19441666667
362.39,2.74220238095,8.79970833333,4.40125,5.09566666667,1.28783333333,4.72258333333,3.70825,1.64366666667,1.1895,0.940583333333,5.09958333333,3.04408333334,4.37291666667,5.18725
362.75,2.55893650794,8.70762500001,4.242,4.94416666666,1.12108333333,4.5475,3.54641666667,1.47608333333,1.02466666667,0.754166666667,4.92375,2.8715,4.19391666667,5.01275
363.11,2.59148809524,8.746875,4.28833333334,5.02491666667,1.17033333333,4.61816666667,3.58566666667,1.55283333333,1.03325,0.83425,4.95791666667,2.89133333333,4.26458333333,5.04941666667
363.48,2.62498412698,8.77658333333,4.2955,5.05183333333,1.19916666667,4.63233333333,3.59975,1.58233333333,1.0325,0.881583333333,4.98725,2.92125,4.26916666667,5.06033333333
363.84,2.65055555555,8.84329166666,4.3205,5.06933333333,1.23016666667,4.65575,3.61566666667,1.59741666667,1.05808333333,0.893333333332,5.027,2.92791666667,4.275,5.03558333333
364.20,2.5615515873,8.80183333332,4.22858333334,5.06283333333,1.13408333333,4.56883333333,3.56525,1.51291666667,1.02133333333,0.859999999999,4.96641666667,2.83616666667,4.21083333333,4.95041666667
