wavelength,Back_SicColm,Belly_SicColm,Breast_SicColm,Crissum_SicColm,Crown_SicColm,DorTail_SicColm,Patch10_SicColm,Rump_SicColm,Throat_SicColm,WingTip_SicColm
185.25,21.2794,42.1549333333,30.7744666667,32.0539333333,59.1245333333,41.9528,61.9530666667,52.9292666667,42.4916666667,48.2828
185.63,20.0,37.6323333333,26.8536666667,25.3582,54.6417333333,38.3800666667,54.6417333333,46.2929333333,37.3831333333,44.6105333334
186.01,7.01399999998,31.7360666667,14.7222,20.3473333333,49.0277333333,30.5555333333,47.2916666667,42.7776666667,29.514,36.25
186.39,-19.1304,11.5942666667,-10.6280666667,-5.31400000002,38.5507333333,15.1691333333,36.6184,26.57,9.08226666668,27.0531333333
186.77,-13.9024,8.94306666667,-15.2033333333,-3.98380000001,31.382,16.7482,27.8861333333,15.6909333333,5.77239999999,21.6258666667
187.15,-2.45213333335,19.3102666667,-10.0382666667,6.66666666667,39.2337333333,19.77,36.7816,22.9118666667,13.4098666667,28.0458666667
187.53,4.35900000001,26.6667333333,-4.70093333332,19.9998666667,46.2393333333,33.2478666667,45.2992,39.5727333333,26.5812,37.2649333334
187.91,23.9756,40.0000666667,15.0458,40.9785333333,51.1315333334,42.3854,50.2750666667,51.4985333333,35.7798666667,48.1957333333
188.29,17.9444,29.4444,8.94459999999,34.1666666667,37.6666666667,30.8888666667,34.9444666667,40.9444,22.4445333333,36.5000666667
188.67,20.202,31.9696666667,13.1312666667,37.9798666667,38.0303333333,34.1414,38.3838,42.0706666667,23.6868,40.202
189.05,21.8265333333,33.2877333333,14.9315333333,40.3196,33.1507333333,33.8810666667,36.9862666667,41.4612666667,24.8858666667,38.9954
189.43,19.537,28.6574666667,8.2406,35.6018666667,28.3797333333,29.4907333333,31.9444,35.2778,15.1388666667,35.2312
189.81,23.7700666667,33.1494666667,14.4827333333,41.1036,27.7702,34.6206666667,33.7011333333,40.0918666667,19.7242,38.3908
190.19,23.1205333333,28.0850666667,12.7184666667,38.3452,25.3901333333,31.4893333333,31.9148666667,37.3995333333,18.8179333333,34.4208666667
190.57,29.8039333333,36.1960666667,24.5098666667,44.9411333333,32.3920666667,34.5097333333,36.7844,41.9606666667,26.5096,41.8432
190.95,23.3962666667,31.6562666667,20.2515333333,39.5806,27.0020666667,25.1990666667,33.0816666667,40.2514666667,21.5932666667,41.3416666667
191.33,22.6104,30.2009333333,18.6344666667,35.8232666667,25.1405333333,22.9317333333,28.9558,35.7429333333,19.2370666667,39.3574
191.71,25.5492666667,30.0187333333,20.7820666667,32.9982666667,25.4004,21.3780666666,31.7691333333,35.7915333333,18.92,38.2497333334
192.09,20.9182,26.7864666667,15.9283333333,30.2993333333,21.7964,17.1656,27.9442666667,32.4150666667,14.9701333333,33.8922
192.47,28.4188,36.0683333333,21.6667333333,35.4700666667,28.8888666667,23.6324,34.7008,37.6068,22.3076666667,44.2308
192.85,21.5054,25.5054666667,13.1182,25.4624666667,19.5268,13.8066,26.8818,28.8172,13.3333333333,33.8924
193.23,24.6715333333,26.7154666667,12.9928666667,27.5425333333,22.3357333333,14.2093333333,28.0778666667,30.4136,13.0900666666,37.1776
193.61,30.1618666667,32.8156,13.7216666667,31.3268666667,24.9191333333,14.8868666667,32.3624666667,36.7638666667,15.0162,43.2362666667
193.99,26.7256,29.2035333333,14.9263333333,32.9792666667,28.9085333333,17.1681333333,33.9823333333,36.6964,18.5251333334,44.6608
194.37,29.975,31.1778666667,18.5464666667,31.0777333333,29.1729333333,20.5513333333,32.2807333333,36.8420666667,20.3007333333,46.8171333333
194.75,24.8116666667,20.2899333333,5.27533333333,25.7390666667,21.7392666667,14.087,23.5942666667,30.3188666667,12.9854666667,41.8551333333
195.13,32.0114,26.2069333333,9.25273333333,30.8619333333,27.1264,22.0116,28.8506,35.4024666667,13.3907333333,45.7472
195.51,25.9794,16.976,1.51213333332,27.8351333333,18.6255333333,13.4706666666,19.3814666667,30.4466666667,4.74226666666,42.8178
195.89,24.3477333333,18.116,-4.85513333335,22.2464,12.6810666666,11.6667333333,9.85520000001,21.5218666667,0.79720000002,41.5216666667
196.27,12.8333333333,2.16666666669,-18.75,7.25,-5.25,-8.08333333334,-8.50000000001,7.33333333333,-17.6666666667,32.0833333333
196.65,8.85579999999,-11.0447333333,-32.6368666667,2.48759999999,-10.1492,-20.0,-14.5273333333,0.497466666672,-27.4627333334,26.4676666667
197.03,15.7233333333,0.503133333346,-42.0126666667,5.283,-9.81133333332,-27.9244666667,-26.6666,-0.7548,-29.9371333333,39.4969333333
197.40,-13.4958666667,-30.4065333333,-77.3983999999,-21.9511333333,-42.2764666667,-62.7642666667,-70.8943333334,-33.4961333333,-66.3413333334,21.7886
197.78,5.46186666667,-2.48993333335,-19.4378,5.14066666667,-4.0964,-14.2972,-23.6144,0.96386666666,-21.7670666667,25.9437333334
198.16,15.9140666667,6.98926666665,-28.1721333333,6.9892,-4.62353333334,-19.4623333333,-31.3979333333,-0.967599999994,-31.6128666667,33.871
198.54,-0.158599999994,-8.41266666667,-59.2062,-0.793666666666,-25.8730666667,-53.3332666667,-60.6349999999,-27.6189333333,-60.6350000001,18.4128
198.92,14.5578666667,14.9658666667,-31.5645333333,8.7074,-4.0816,-26.5307333333,-33.0612,0.544266666666,-28.2994,25.5782666667
199.30,2.22219999994,-3.14813333333,-46.4814,-3.88913333333,-25.1852666667,-49.4444666667,-57.2223333333,-20.0000666667,-47.9628,18.5184666667
199.68,15.2380666667,14.2857333333,-20.1362,8.57140000001,-1.49653333333,-23.4012666667,-24.3538,-1.76880000001,-29.6597333333,22.313
200.06,8.88886666658,7.36113333331,-17.9165333333,7.50013333335,-2.36106666667,-28.3332666667,-23.7500666667,-8.75006666666,-28.8888666667,20.6945333333
200.44,6.33866666665,6.66653333336,-14.7539333333,11.9125333333,-0.87426666668,-17.2677333333,-11.694,-7.43166666665,-21.6394,18.7978
200.82,-15.9377333333,-4.27093333333,-22.8128,0.20813333332,-18.4376,-30.9378,-26.1460666667,-22.9168666667,-38.2294,5.72893333335
201.19,-11.4815333333,-6.75926666667,-17.0369333333,3.24079999999,-16.4816,-24.0740666667,-19.074,-18.0556,-36.8518666667,10.6482
201.57,-13.3332666667,-7.18606666666,-14.9782666667,-4.58873333333,-18.9610666667,-24.329,-21.2120666667,-19.4806666666,-36.1906,5.36800000002
201.95,-15.1807333333,-7.22886666665,-13.0924666667,-6.10433333333,-16.6266666667,-24.0963333333,-20.3213333333,-19.1968,-33.0120666667,4.01606666666
202.33,-15.6633333333,-10.8090666667,-11.4562,-9.25573333331,-16.7637333333,-21.1652,-17.7994,-17.0874666667,-28.6084666667,-2.97733333333
202.71,3.77779999999,7.33333333333,6.6666,3.8888,1.61113333333,0.111199999993,-0.500066666653,-0.666600000001,-10.6111333333,13.2222
203.09,-8.57146666668,-3.74146666666,-3.40133333334,-10.4082,-20.0,-11.9728666667,-12.9252666667,-20.136,-34.6258,-4.08166666668
203.47,-6.89140000001,4.11986666666,-5.84273333333,-7.7154,-22.8463333333,-11.4606666667,-14.382,-23.3708666667,-36.4794666667,-10.1124
203.85,-14.7826,3.96146666667,-5.89366666665,-15.8454666667,-38.5508666667,-18.9371333333,-23.575,-36.2318666667,-50.1448,-16.7149333334
204.22,-17.1144,8.25873333333,-3.68153333333,-13.7314,-43.184,-12.3382666667,-29.5521333333,-32.7363333333,-50.2486666667,-21.8904666667
204.60,-78.7097333333,-21.9354,-53.1182,-91.6128666666,-138.279666667,-62.5806666667,-100.645133333,-112.257866667,-147.957,-91.1828666667
204.98,-55.0000000001,-9.58333333334,-36.2499999999,-74.7916666667,-120.416666667,-40.625,-82.9166666666,-87.9166666667,-120.833333333,-82.7083333333
205.36,-65.1612666667,-6.23646666675,-28.6022,-66.6666666665,-112.903266667,-30.3226,-78.7095999999,-89.0321333333,-109.677533333,-92.4730666665
205.74,-16.4912666667,20.7018,7.01753333334,-18.0701333333,-58.2458000001,1.75453333334,-30.5263333334,-46.3157999999,-62.2808,-33.5088666667
206.12,-54.3588000001,53.8461333335,-21.5384666667,-60.5128,-223.076933333,-9.23073333334,-94.8718666668,-189.2308,-171.7948,-105.128266667
206.50,121.666666667,40.8333333333,93.7499999998,116.666666667,272.916666666,103.333333333,182.916666667,263.333333333,206.666666667,150.833333333
206.87,132.333333333,77.3333333333,105.333333333,121.666666667,244.0,125.0,176.666666667,248.666666667,209.333333333,155.0
207.25,182.424266667,110.909,106.666733333,146.060533333,347.878733333,180.0,286.666733333,432.1212,278.787866667,173.333333333
207.63,-309.333333333,-233.333333333,-71.9999999998,-209.333333333,-608.000000001,-284.0,-574.666666667,-832.000000001,-489.333333333,-221.333333333
208.01,-657.777799999,-728.888866665,-533.333333334,-662.222133333,-1235.55553333,-691.111066666,-1237.7778,-1695.55546667,-1115.5556,-737.777799999
208.39,-254.666666667,-309.333333333,-213.333333333,-162.666666667,-632.000000001,-314.666666667,-526.666666666,-963.999999999,-555.999999999,-301.333333333
208.77,-355.0,-320.0,-224.999999999,-141.666666667,-799.999999999,-440.000000001,-735.000000001,-1250.0,-630.000000001,-463.333333334
209.14,310.666666667,256.0,222.666666667,235.333333333,462.666666667,297.333333333,449.333333333,663.333333333,460.666666666,296.666666667
209.52,243.030266667,218.181866667,209.696866667,212.7272,451.515066667,275.151666667,391.515133333,630.909133334,435.151466667,275.757533333
209.90,178.390733333,150.114933333,157.931,157.2414,252.6436,180.919533334,213.793133333,318.620733333,247.356266667,197.011466667
210.28,175.416666667,145.208333333,131.875,141.041666667,224.791666667,171.25,191.875,288.333333333,229.166666667,192.291666666
210.66,301.8518,234.444333333,218.888866667,225.555466667,378.1482,265.185266667,316.6666,478.518533333,388.148133333,335.925866667
211.03,241.975333333,173.5802,167.901266666,166.666533333,276.049533333,187.6542,231.604933333,329.6296,279.012266667,234.8148
211.41,363.529466667,238.823666667,261.568466667,261.9608,405.098133333,299.6078,343.921733333,456.078466667,425.098,384.706
211.79,483.555533333,331.111133333,383.111133333,393.777866667,535.111066667,408.444466667,444.888866667,589.777733333,541.333333333,524.8888
212.17,438.4314,275.686333333,295.294133333,304.705933333,452.941333333,345.8824,356.078533334,490.9804,458.0392,427.058733333
212.55,371.212,263.333266667,241.818333333,290.302933333,358.484866667,286.0606,316.060666667,398.484733333,387.878733333,354.242333333
212.92,-1203.33333333,-838.888933333,-731.111066667,-952.222266666,-1121.11106667,-907.777799999,-973.333266665,-1291.11106667,-1288.88886667,-1144.44453333
213.30,-148.541666667,-97.2916666665,-69.5833333333,-101.666666667,-139.583333333,-113.958333333,-110.416666667,-175.0,-150.416666667,-160.625
213.68,-228.717933333,-142.051266667,-111.0256,-165.641,-198.718,-162.051333334,-170.0,-238.2052,-199.743533333,-235.641
214.06,-101.3008,-47.1544,-21.1382,-56.0974666667,-74.9594666666,-59.1869999999,-70.2440000001,-99.3495999999,-76.9105999999,-108.130066667
214.44,-127.428533333,-55.2380666667,-39.0476,-89.1427999999,-98.8571333334,-77.1427333333,-91.2381333334,-120.762066667,-87.2382,-142.285666667
214.81,-234.545466667,-93.6364,-79.6968666667,-160.909,-150.303,-155.1514,-157.575733333,-223.3334,-162.424333333,-245.4546
215.19,-153.555533333,-47.7777333333,-39.9999333334,-90.6666666665,-89.5555333334,-104.444533333,-101.111,-138.000066667,-81.9999999998,-162.000066667
215.57,-204.637733333,-52.1738666667,-49.2753999999,-93.9129333334,-121.159333333,-115.652266667,-127.826,-169.565266667,-85.5071333333,-192.7536
215.95,-79.0991333334,14.5945333333,25.2252666667,3.7837333334,-20.9007333334,-28.8288666667,-32.2522666667,-61.8018666667,-6.66660000007,-73.6937333333
216.32,-72.9913333334,17.9488,18.1196,-3.58973333326,-20.0,-23.9316666667,-34.8717999999,-57.2650666667,4.61533333333,-73.1623333333
216.70,-65.6061333333,24.3939333333,7.87879999998,-3.78786666665,-15.6061333334,-19.394,-24.0908666667,-57.5758,5.45453333333,-62.5757999999
217.08,-49.0476666666,49.8412,33.3332666667,22.2223333333,7.14293333338,10.7935333333,-8.88886666667,-40.6348666667,26.1905333333,-43.6508
217.46,-122.666666667,28.4443333334,-3.5556,-21.1112,-21.111,-38.6666,-51.7778000001,-95.1111333335,-15.1112666667,-107.999933333
217.83,-189.697066667,-5.15146666667,-30.0,-55.1515333333,-54.5454666667,-79.3938666665,-88.4846666667,-147.5758,-53.3331999999,-164.8484
218.21,5960.0,1633.33333333,2680.0,3373.33333333,3006.66666667,3713.33333333,3080.0,5113.33333334,2646.66666666,5386.66666667
218.59,857.037066666,397.037,454.074,523.703733333,501.4816,602.962866667,491.1112,754.074133334,510.3704,746.6666
218.97,6820.0,3120.0,3733.33333333,4306.66666667,4160.0,4766.66666667,3546.66666667,5833.33333334,3686.66666667,6033.33333333
219.34,783.703733334,400.740733333,494.814933333,583.703733334,534.074066667,578.5186,443.703733333,737.036933333,499.259266667,756.296133334
219.72,428.333333333,243.0,280.666666667,331.333333333,297.0,329.0,239.333333333,409.666666667,313.0,408.666666667
220.10,298.148066667,186.6666,221.481533333,253.5186,220.0,251.111133333,180.740666667,288.3334,234.629666667,287.777866667
220.47,350.2222,223.777933333,247.555466667,294.666733333,250.444466667,290.222133333,196.444466667,338.4444,276.666733333,335.555666667
220.85,346.666666667,234.375,243.125,293.75,253.541666667,307.708333333,189.583333333,333.75,273.541666667,341.458333333
221.23,423.950666667,285.185133333,305.432066667,354.8148,309.382666667,366.6666,219.259333333,391.358133333,326.419733333,411.605
221.61,1011.33333333,582.0,661.333333333,792.666666667,680.0,799.333333334,456.0,903.333333334,734.666666667,934.000000001
221.98,869.696933334,455.757666666,570.909133334,649.090866667,535.757466667,673.3332,350.909066667,752.1212,588.484866667,796.363733333
222.36,-8246.66666667,-3766.66666667,-4840.0,-5686.66666667,-4573.33333333,-5593.33333333,-3000.0,-6873.33333334,-5346.66666667,-7173.33333333
222.74,-273.939333333,-55.1516,-137.8788,-156.666666667,-108.787866667,-149.393933333,-53.0303333334,-216.969666667,-143.333266667,-231.515266667
223.11,-161.568733333,-5.68633333334,-59.4117999999,-76.0785333333,-37.6469999999,-67.4510666667,-16.8628,-116.078466667,-67.4509999999,-130.392066667
223.49,-103.537266667,4.62593333333,-25.9864666667,-41.6326,-11.1564666667,-37.0068,5.30613333333,-66.8026666667,-36.5988,-76.5985333333
223.87,-84.6665333333,-6.44440000001,-30.8888666667,-38.9998666667,-12.7777333333,-34.0000666667,-1.55559999999,-61.6666,-26.3334,-69.7778000001
224.24,-44.6754,14.6320666667,-1.55839999999,-5.19486666665,13.42,4.50206666666,19.394,-20.3464666667,-0.000133333332666,-27.9654
224.62,-38.0525333333,16.1049333333,-1.7978,-5.01873333335,12.8838666667,4.1948,16.4044666667,-18.1274,5.24346666667,-23.3707333333
225.00,-24.7812666667,24.1750666667,6.46466666665,8.88899999999,22.6935333333,15.4881333334,23.0976666667,-3.70373333332,13.6028,-10.3029333333
225.38,-34.7619333333,13.6734,0.340133333341,1.56460000001,17.6872,6.73473333334,16.9387333333,-13.1973333333,7.55093333332,-13.4694666667
225.75,-40.7246666667,6.66666666665,-5.50720000001,-2.31879999999,12.6087333333,3.623,16.3768666667,-17.1740666667,6.73913333334,-18.4782
226.13,-37.2276666667,6.20466666667,-1.18819999999,-1.98033333331,14.7854666667,7.78873333333,13.7953333333,-16.2376666667,5.7426,-10.7591333333
226.51,-33.7462666667,0.29506666666,-6.43073333331,-2.12393333335,10.8555333334,2.83186666666,11.5634666667,-13.6283333333,5.07373333333,-11.0324666667
226.88,-29.6587333333,-6.24666666666,-10.8136666667,-4.04193333335,8.24140000002,1.15486666665,7.08673333334,-11.5486,1.99479999999,-11.6010666667
227.26,-38.0167333333,-17.135,-20.4407333333,-13.0028666667,1.92846666666,-6.94213333333,1.04686666668,-18.4571333333,-9.69686666667,-17.5206666667
227.64,-48.4638,-26.4928,-29.2753333333,-21.913,-3.07253333334,-13.9708666667,-8.63773333333,-26.4348,-15.5942,-24.4058
228.01,-38.4020666667,-14.6555333333,-18.3470666667,-8.98073333334,7.43806666668,-3.3058,0.936666666674,-11.8457333333,-7.98906666667,-12.6721333333
228.39,-38.8796,-12.9971333333,-18.1511333333,-8.40326666666,6.8908,-4.25780000001,0.784266666666,-10.9803333333,-4.87399999999,-11.3725333333
228.76,-27.672,-5.76726666667,-8.57146666667,1.21693333333,14.9736,5.92586666668,10.6348,-1.79906666667,3.12180000001,1.79886666667
229.14,-27.1211333333,-5.50500000001,-10.8586,2.07066666667,14.9998666667,6.01006666668,10.3030666667,-2.72713333333,3.48486666666,1.41406666667
229.52,-18.2428666667,3.10086666665,-2.94573333333,8.21713333335,21.8603333333,13.8502666667,17.3644,3.30773333334,10.9044,6.97673333333
229.89,-22.4869333333,-1.90466666666,-9.04760000001,2.38086666666,16.1904666667,7.93653333334,11.5872,-3.38613333334,6.50793333333,3.17466666666
230.27,-17.4019333333,5.99982286076e-12,-7.30386666667,7.35293333334,19.4116666667,6.27446666665,16.3234666667,1.96073333335,10.147,2.30400000001
230.65,-24.7918,-6.82300000001,-10.9896666667,2.03120000001,14.3228,0.4166,10.8853333333,-6.35413333334,3.59366666667,-3.02106666667
231.02,-36.8770666667,-12.9729333333,-17.1770666667,-2.40246666667,12.7327333333,-6.72666666665,12.0120666667,-16.6968,0.300266666666,-9.48939999999
231.40,-33.9032,-8.1482,-11.7948666667,0.455866666646,12.2508,-8.54713333335,12.1367333333,-16.6382,5.81193333333,-7.63520000001
231.78,-43.8096,-14.8300666667,-21.8366,0.408199999994,8.36740000001,-16.3266,8.77553333334,-23.4013333333,0.136066666674,-18.5714666667
232.15,-47.0175333333,-16.1403333333,-19.0176666667,-0.63173333334,6.66666666667,-17.5438666667,4.56133333333,-26.5262666667,-1.40340000001,-16.9122666667
232.53,-52.2464666667,-23.4781333333,-25.7970666667,-4.27540000001,6.88399999999,-28.0435333333,1.8116,-31.0144666667,-4.56526666669,-20.3624
232.90,-69.6031333333,-35.9524,-43.5714666667,-14.5236666667,-3.80959999999,-46.8254666667,-12.5396666667,-43.8889333333,-21.9048,-38.4128
233.28,-85.47,-54.5298666666,-51.3674666667,-26.5812,-15.2137333333,-62.7349333334,-26.4103333333,-52.9914666667,-36.8376,-47.7778
233.66,-69.6703333333,-45.4946,-45.2747333333,-19.1941333333,-12.4543333333,-57.1428666667,-21.8314666666,-40.8792,-30.0366666667,-39.5604
234.03,-64.4696666667,-39.9243333333,-37.4241333333,-8.78793333333,-2.49993333332,-50.5302666667,-12.2727333333,-29.8485333333,-24.3182,-31.5152
234.41,-62.4312666667,-39.8431333333,-37.5686,-8.78426666666,-2.90193333333,-49.6470666667,-13.255,-31.4509333333,-26.0392666667,-28.0784666667
234.78,-36.3398,-16.9280666667,-19.0196666667,9.47713333335,15.8823333333,-26.0785333333,4.90193333334,-11.6994,-4.11760000001,-9.477
235.16,-20.2319333333,-5.27539999999,-7.94193333333,19.7100666667,22.2608666667,-11.7682666667,10.3768,1.39133333332,5.85506666667,3.30433333334
235.54,-10.9314,-2.89213333334,-4.60773333335,24.4608,23.0882666667,-2.84320000001,16.9116666667,9.01960000001,11.0783333333,9.26466666666
235.91,2.75439999999,9.46106666667,5.66860000001,29.0219333333,28.0238,8.38326666667,27.6248666667,18.4032666667,21.4770666666,20.4391333334
236.29,8.381,11.1619333333,7.12379999999,31.3905333333,32.381,10.5142666667,33.5238,23.0858,25.2189333333,24.7237333334
236.66,13.5176,14.9170666667,11.3074,36.2799333333,34.5856,18.49,35.1013333334,26.4087333333,28.2872666667,28.4714666667
237.04,14.0351333333,15.0174666667,10.7367333333,35.7895333333,35.3684,18.7720666667,33.8597333333,24.9124,30.5964666667,30.6316666667
237.41,21.1844666667,22.6734,14.89,38.8156,38.7479333333,24.0269333333,38.5109333333,29.2047333333,36.5821333333,35.7362
237.79,21.0598666667,19.9658,12.9572,37.6066666667,38.9402,24.2393333333,36.6838,26.9744,34.0172,35.5556
238.17,18.0719333333,15.0326666667,8.88886666666,32.4184,33.0064666667,19.5099333333,31.4704666667,21.6666666667,28.464,29.183
238.54,19.4227333333,16.1616666667,12.0347333333,30.7648666667,29.6680666667,20.4617333334,30.6495333333,21.9913333333,27.9076,27.5325333333
238.92,21.6,18.8,14.96,29.5466666666,29.5733333333,22.9866666667,32.08,24.8,27.7066666667,29.4933333333
239.29,18.6304666667,14.8062666667,11.0594666667,24.2376666667,25.2195333333,18.0102666667,28.1912,20.3100666667,23.1782666667,25.478
239.67,18.1203333333,13.7592666667,10.7268,20.5514666667,22.7818666667,15.0627333334,23.7343333333,16.817,19.6992666667,23.9098
240.04,18.4686666667,12.6972666667,11.8257333333,19.9294666667,21.5782,15.0295333334,20.0470666667,15.5242,17.5500666667,22.9682
240.42,15.3467333333,10.3130666667,8.70253333333,16.3982666667,17.3376,12.9082666667,14.9888666667,12.4162666667,14.5861333333,19.15
240.79,13.6646,9.48240000001,6.31460000001,13.851,14.6376666667,9.25473333333,13.2092666667,10.4967333333,12.8986,16.5838666667
241.17,11.4742,7.17373333333,4.39433333333,10.3287333333,10.0844666667,8.07513333335,10.4038,8.48826666665,9.91553333333,13.1830666667
241.54,10.1162,6.64886666667,3.18146666667,9.77666666667,9.43693333334,7.82846666668,9.24033333332,7.64966666667,9.56213333333,12.7433333333
241.92,11.0888666667,8.39199999999,4.8074,9.665,9.84926666667,8.37513333334,9.8828,7.95653333333,11.1892666667,13.5510666667
242.29,12.7414,10.1400666667,6.47966666667,10.9346666667,11.9004,9.98453333333,10.8566666667,8.90966666667,12.9127333333,15.3737333333
242.67,14.4780666666,12.4208666667,6.82139999999,12.4052666667,14.1222,11.7092,11.6938,10.7658,14.8492,17.6333333333
243.05,13.8181333333,11.1364666667,6.42426666667,12.2879333333,13.5604666667,10.8636666667,10.0453333333,10.015,15.2574666667,17.4999333333
243.42,14.6605333333,12.5461333334,7.33019999998,12.9629333333,14.5063333333,12.3764666666,10.4474666667,10.5402,16.8364,18.0554666667
243.80,15.1216,12.9725333333,7.34106666668,13.3176666667,15.1372666667,13.2079333333,10.7922,11.702,17.3647333333,19.2628666667
244.17,13.4244666667,11.3592666667,6.05933333333,11.511,13.9560666667,11.1767333333,9.32419999999,10.4631333333,16.3400666667,17.8132666667
244.55,14.4776666667,12.3176,6.75253333333,11.1445333333,14.2203333333,10.8154666667,9.58526666666,10.4722,16.5522666667,18.8126
244.92,14.9051333333,12.351,8.13359999999,11.1986,14.6954666667,12.2724666667,10.1505333333,11.7223333333,16.3718666667,19.1094
245.30,16.6033333333,14.1444666667,9.78459999999,12.7376666667,17.3764666667,13.4473333334,12.5475333333,13.7516,18.1876666667,21.4703333333
245.67,16.5639333333,13.5616666667,10.2282,12.5000666667,16.9862666667,12.9908,12.5341333333,13.6302666667,17.0660666667,21.1986
246.05,15.9466666667,12.5333333333,10.2933333333,12.3306666667,16.4693333333,13.0773333333,12.2133333333,13.8133333333,16.4373333333,20.6293333333
246.42,15.4886666667,12.1102,10.1153333333,11.7996,16.0701333333,12.7318666667,11.7394,13.6039333333,15.7192,20.411
246.79,12.6021333334,8.57139999999,7.52286666667,8.88893333333,12.8234666666,9.36019999999,9.1294,10.1972666666,12.7945333333,17.9414666667
247.17,11.7777333333,8.38886666666,6.7684,8.4352,11.6666666667,8.53700000001,8.87966666667,8.82406666668,11.4907333333,16.9722
247.54,12.4705333333,9.07199999999,8.46186666667,10.0304666667,12.7930666667,10.1351333333,9.97840000001,10.353,12.0871333333,18.2308666667
247.92,12.9487333333,9.66673333333,8.56400000001,10.812,12.2564,10.3077333333,10.6923333333,10.4017333333,12.3248666667,18.1964666667
248.29,13.809,10.5058666667,9.63266666666,11.6125333333,12.78,11.4310666667,12.2958,11.1198,12.7627333333,18.9018
248.67,14.2311333333,10.7378,10.64,12.6755333333,13.7156,12.8621333333,13.4576666666,11.4312,13.3511333333,19.52
249.04,13.6269333333,9.70639999999,10.2935333333,11.7898666667,12.2065333333,11.7424,12.822,9.94326666666,12.3296,19.2803333333
249.42,14.7144666667,10.8382,11.4476666667,13.4476,12.8381333333,12.7714,13.4380666667,10.981,13.0667333333,19.7428666667
249.79,15.3322666667,11.0975333333,12.0454,13.8073333333,12.9932,13.3435333333,14.1267333333,10.984,13.2714,20.1237333333
250.17,15.9414666667,11.6883333333,12.1212,14.6537333333,13.3226,13.5282,14.1991333333,10.8226,13.0952,20.4220666667
250.54,16.5991333333,12.1622666667,12.5226,14.8424,12.7138666667,13.8738666667,14.3468,11.3738666667,13.4572666667,20.8896666667
250.92,19.5409333333,15.0775333333,15.4561333334,17.1429333333,15.0430666667,16.9019333333,16.2248666667,13.8038666667,15.1233333333,22.6850666666
251.29,21.646,16.2937333333,17.1224666667,18.4842666667,16.4003333334,18.8988666667,17.537,15.2635333333,16.2935333333,23.8838666667
251.66,21.3285333333,15.9904,15.93,16.6907333333,15.0845333333,17.5241333333,16.6908,13.6352,15.3742666667,22.3912
252.04,20.9981333333,15.5637333334,16.4510666667,15.7732666667,15.1201333333,17.9791333333,16.3894,13.6414666667,14.9968666667,22.0578666667
252.41,21.949,16.4246,17.0328666667,17.0453333333,16.6356,18.8329333333,16.4122666667,14.0160666666,15.8411333333,23.3767333333
