wavelength,Back_SpoArdm,Belly_SpoArdm,Breast_SpoArdm,Crissum_SpoArdm,Crown_SpoArdm,DorTail_SpoArdm,Rump_SpoArdm,Throat_SpoArdm,WingTip_SpoArdm
527.97,11.3485,47.6713333334,6.41366666666,39.37,5.913,9.63983333333,13.0643333333,5.896,12.3346666667
528.32,11.3588333334,47.7208333333,6.42583333333,39.4201666667,5.927,9.65299999998,13.0763333334,5.90533333334,12.316
528.66,11.3625,47.7428333333,6.42416666667,39.4631666666,5.93,9.65816666669,13.0776666667,5.9005,12.3178333334
529.01,11.3853333333,47.832,6.434,39.5538333333,5.9535,9.68733333335,13.1198333333,5.92283333333,12.3738333333
529.35,11.4058333333,47.8655,6.46333333334,39.6133333333,5.9715,9.68766666669,13.142,5.95666666666,12.4585
529.70,11.428,47.8963333334,6.4785,39.6858333334,5.99266666667,9.71949999999,13.154,5.97933333334,12.5883333333
530.04,11.4445,47.9031666667,6.47416666666,39.715,6.013,9.73833333335,13.1651666666,5.995,12.7318333334
530.39,11.4465,47.9521666667,6.46883333333,39.7671666667,6.02116666667,9.77416666666,13.1741666667,6.0145,12.8825
530.73,11.478,48.0361666667,6.48216666666,39.833,6.04466666667,9.82083333335,13.2145,6.06166666666,13.0553333333
531.08,11.533,48.1223333333,6.53683333334,39.9086666666,6.11366666667,9.88166666668,13.2818333334,6.11133333334,13.2411666666
531.42,11.5333333334,48.1236666666,6.548,39.8825,6.11166666667,9.88566666666,13.264,6.124,13.333
531.77,11.555,48.1498333333,6.58116666667,39.9071666666,6.14766666667,9.92983333331,13.3006666667,6.1545,13.4273333333
532.11,11.5545,48.1353333333,6.59,39.9086666667,6.15166666667,9.93166666666,13.2985,6.15316666666,13.4796666667
532.46,11.5703333333,48.1403333333,6.604,39.9296666667,6.14366666667,9.95316666669,13.3145,6.16483333334,13.5335
532.80,11.5498333334,48.1025,6.58716666667,39.9188333334,6.13633333333,9.94649999999,13.301,6.13883333333,13.5745
533.15,11.5795,48.1483333333,6.5935,39.9695,6.154,9.99583333331,13.3403333333,6.15,13.6495
533.49,11.6011666667,48.1698333333,6.57983333333,39.9616666667,6.14733333334,10.008,13.3588333333,6.15666666667,13.7275
533.84,11.6283333333,48.2336666666,6.6105,40.0171666666,6.16933333334,10.0455,13.4193333333,6.19566666667,13.8103333333
534.18,11.6323333334,48.2048333333,6.606,40.0195,6.167,10.053,13.4343333334,6.2165,13.8971666667
534.52,11.6231666667,48.1625,6.58783333334,40.0218333334,6.15383333334,10.0465,13.4278333333,6.20283333333,13.9931666667
534.87,11.6205,48.1998333333,6.56983333333,40.0791666666,6.15166666667,10.0486666666,13.4308333333,6.22,14.1256666666
535.21,11.622,48.2353333333,6.5215,40.1543333333,6.14616666666,10.0765,13.4515,6.216,14.2745
535.56,11.6168333333,48.2978333333,6.50166666666,40.23,6.134,10.0703333333,13.464,6.234,14.4323333334
535.90,11.6356666666,48.2936666667,6.49633333333,40.2746666666,6.1275,10.0936666667,13.4911666666,6.27133333333,14.5933333333
536.25,11.6161666667,48.3055,6.49433333333,40.2901666667,6.13616666667,10.1055,13.5175,6.30066666667,14.7333333334
536.59,11.6315,48.2943333333,6.49516666667,40.2936666666,6.15833333333,10.1188333334,13.5306666666,6.34383333333,14.849
536.93,11.6416666666,48.3273333333,6.47966666667,40.2891666667,6.16483333334,10.127,13.5266666667,6.35083333334,14.9746666666
537.28,11.6126666667,48.3131666667,6.47616666666,40.3125,6.19433333333,10.1386666667,13.5406666667,6.38116666667,15.0846666667
537.62,11.6205,48.3413333333,6.50666666666,40.3401666667,6.234,10.1563333333,13.5705,6.41566666667,15.215
537.97,11.667,48.4106666667,6.5515,40.418,6.27133333334,10.214,13.6,6.4565,15.326
538.31,11.7111666667,48.4665,6.6075,40.4836666666,6.30583333333,10.2688333333,13.6493333334,6.4985,15.3538333333
538.65,11.6861666667,48.4485,6.61116666666,40.4451666666,6.28233333333,10.2583333333,13.628,6.4715,15.2475
539.00,11.6823333333,48.4396666667,6.65433333333,40.413,6.26633333333,10.2436666667,13.6425,6.46383333333,15.108
539.34,11.6578333333,48.4256666667,6.64533333333,40.4033333334,6.2455,10.2366666667,13.6096666667,6.42133333333,14.9256666667
539.69,11.6121666667,48.3735,6.6155,40.3838333333,6.217,10.2006666667,13.536,6.33266666667,14.6916666667
540.03,11.6166666666,48.3425,6.58583333333,40.3568333333,6.19983333334,10.1756666667,13.4993333333,6.28116666666,14.5038333333
540.37,11.6105,48.3591666667,6.5785,40.3511666667,6.1775,10.1906666666,13.4803333333,6.24333333333,14.36
540.72,11.5815,48.3468333333,6.58683333333,40.3683333333,6.16083333333,10.203,13.4785,6.22916666666,14.2625
541.06,11.581,48.377,6.60633333333,40.4045,6.1495,10.2146666667,13.4788333333,6.21733333334,14.1971666667
541.40,11.5655,48.3325,6.56983333333,40.3868333333,6.1305,10.1983333333,13.4531666666,6.1875,14.1428333333
541.75,11.5635,48.3338333334,6.56816666667,40.3981666667,6.13733333333,10.1986666667,13.4623333333,6.18733333333,14.167
542.09,11.557,48.3698333333,6.53933333333,40.4056666666,6.13983333333,10.2011666667,13.45,6.19733333333,14.2688333334
542.43,11.5915,48.4258333333,6.54366666667,40.4673333333,6.19266666666,10.2463333333,13.4893333334,6.2505,14.436
542.78,11.6185,48.5013333334,6.55066666667,40.5526666666,6.24916666666,10.2873333333,13.5261666667,6.31166666667,14.6771666667
543.12,11.6235,48.5426666666,6.53566666666,40.5695,6.27066666666,10.302,13.5603333333,6.3355,14.9241666666
543.46,11.6481666667,48.6621666667,6.51916666666,40.6161666667,6.31,10.3353333334,13.6088333333,6.41166666666,15.2211666666
543.81,11.6848333333,48.7888333333,6.55933333334,40.7298333334,6.3665,10.4055,13.68,6.48783333334,15.5378333333
544.15,11.6913333333,48.827,6.55933333334,40.7865,6.40116666667,10.422,13.729,6.5305,15.783
544.49,11.6876666666,48.8881666666,6.514,40.8253333334,6.40666666667,10.4245,13.7451666667,6.54166666666,15.9611666667
544.84,11.7015,48.9111666667,6.49266666667,40.8426666667,6.422,10.4123333333,13.7606666666,6.579,16.121
545.18,11.6945,48.9618333334,6.48266666667,40.8721666667,6.4405,10.4303333333,13.7598333333,6.61316666667,16.2623333333
545.52,11.7155,49.0483333334,6.48883333334,40.9161666666,6.46283333334,10.436,13.7826666667,6.6265,16.3943333334
545.87,11.7298333333,49.0735,6.49233333333,40.9698333333,6.4855,10.4661666667,13.8221666667,6.64133333333,16.5098333334
546.21,11.7375,49.093,6.48466666666,41.0156666666,6.476,10.4935,13.8338333333,6.65416666667,16.6255
546.55,11.738,49.0761666666,6.47666666667,41.0196666666,6.46633333333,10.4943333333,13.8365,6.64583333334,16.7013333333
546.90,11.7853333333,49.1496666666,6.50766666667,41.1048333334,6.50233333334,10.5258333333,13.8506666667,6.6955,16.8261666666
547.24,11.798,49.1786666667,6.54833333333,41.164,6.54216666667,10.578,13.9016666666,6.73766666667,16.989
547.58,11.7171666666,49.1375,6.50083333334,41.1205,6.4795,10.5346666667,13.8611666666,6.69933333333,17.0638333334
547.92,11.6873333334,49.198,6.4745,41.1451666666,6.45516666667,10.5143333333,13.8196666667,6.694,17.2321666667
548.27,11.7131666667,49.2325,6.49866666667,41.2111666667,6.49816666666,10.5423333333,13.8363333333,6.766,17.4701666667
548.61,11.7233333334,49.2876666666,6.50233333333,41.264,6.53,10.6131666667,13.8878333333,6.7895,17.7543333333
548.95,11.7541666667,49.3161666667,6.51433333334,41.3218333333,6.549,10.6621666667,13.928,6.81266666667,18.024
549.29,11.7176666667,49.2618333333,6.47616666666,41.3316666667,6.53316666667,10.6738333334,13.9261666666,6.82,18.1895
549.64,11.6381666667,49.2301666666,6.42916666667,41.3361666667,6.5,10.6211666667,13.8711666667,6.809,18.2875
549.98,11.6455,49.2628333333,6.43216666667,41.322,6.49816666666,10.6251666666,13.8753333333,6.802,18.3845
550.32,11.674,49.3381666666,6.4555,41.3946666666,6.53916666667,10.6673333333,13.9093333334,6.83066666667,18.4496666667
550.66,11.6751666667,49.2958333333,6.4885,41.375,6.53066666667,10.69,13.9186666667,6.819,18.4256666667
551.01,11.7016666667,49.3078333334,6.50966666667,41.3636666666,6.51883333333,10.7333333334,13.9236666666,6.82683333334,18.3903333334
551.35,11.7916666667,49.3525,6.53816666667,41.4103333333,6.5905,10.763,13.9746666667,6.89466666666,18.4136666666
551.69,11.8665,49.394,6.573,41.4765,6.66766666667,10.848,14.0808333334,6.95716666666,18.4195
552.03,11.8891666667,49.4368333334,6.58116666667,41.5403333333,6.691,10.8321666667,14.1046666667,6.97016666667,18.3961666667
552.38,11.886,49.4473333334,6.543,41.5288333333,6.669,10.7965,14.045,6.9495,18.3258333333
552.72,11.836,49.505,6.5015,41.5273333334,6.63566666667,10.8035,14.041,6.95,18.3016666667
553.06,11.8378333333,49.6251666667,6.49816666667,41.6045,6.6565,10.8098333333,14.0593333334,6.98583333334,18.3623333333
553.40,11.9378333333,49.7435,6.553,41.69,6.68816666666,10.8773333333,14.118,7.0395,18.4535
553.74,11.9496666666,49.7655,6.53833333333,41.7855,6.728,10.8955,14.1576666666,7.07683333334,18.5636666667
554.09,11.8786666667,49.8266666667,6.44116666666,41.8285,6.65216666667,10.8761666667,14.115,7.065,18.605
554.43,11.8838333333,49.9155,6.37483333333,41.9008333334,6.66416666667,10.9203333333,14.158,7.11733333333,18.7398333333
554.77,11.8626666667,49.9891666667,6.36383333333,41.9966666667,6.68566666666,10.9231666667,14.2008333334,7.1505,18.8501666667
555.11,11.9218333334,50.09,6.42283333334,42.143,6.77766666667,11.0043333334,14.2485,7.2165,18.9596666667
555.45,11.9625,50.1566666666,6.43383333334,42.186,6.7665,10.9851666667,14.23,7.20866666667,19.0546666667
555.80,11.9298333334,50.0431666667,6.37683333334,42.0806666667,6.67,10.9273333333,14.1498333333,7.12433333333,19.0405
556.14,11.9861666666,50.07,6.42966666666,42.2033333333,6.67566666667,10.9481666667,14.2236666667,7.17866666667,19.1323333334
556.48,12.0863333333,50.0953333333,6.46683333333,42.2508333334,6.6885,10.913,14.233,7.196,19.1543333333
556.82,12.113,50.05,6.47316666667,42.2566666666,6.71616666667,10.9455,14.2116666667,7.16666666667,19.159
557.16,12.1421666667,50.019,6.5025,42.2535,6.791,10.9858333333,14.2398333333,7.25666666666,19.1936666667
557.50,12.2186666666,50.1926666666,6.58033333333,42.3463333333,6.82533333334,11.0556666667,14.3061666667,7.33316666666,19.2441666666
557.85,12.3135,50.1371666667,6.64483333334,42.3368333333,6.93566666666,11.1428333334,14.3496666667,7.39733333334,19.3145
558.19,12.3423333334,50.198,6.6775,42.3995,6.97866666667,11.1228333334,14.3341666666,7.36183333333,19.2766666667
558.53,12.4105,50.2121666666,6.76366666667,42.4121666667,7.0335,11.1478333333,14.3303333333,7.42166666666,19.2878333334
558.87,12.3535,50.258,6.70766666667,42.4171666666,6.94766666666,11.0931666667,14.3226666667,7.36983333333,19.2793333333
559.21,12.3278333334,50.2706666667,6.71466666666,42.455,6.96816666667,11.1183333333,14.3626666667,7.4415,19.269
559.55,12.3885,50.399,6.80216666667,42.5648333333,7.09383333333,11.2395,14.4538333333,7.53466666667,19.3061666667
559.89,12.3888333333,50.4423333333,6.832,42.5568333333,7.10783333333,11.311,14.4436666666,7.54133333334,19.2696666667
560.23,12.3775,50.5463333333,6.8965,42.6928333333,7.17766666666,11.4108333333,14.4963333333,7.5945,19.2901666666
560.58,12.4413333333,50.5686666667,6.91033333333,42.7196666667,7.17966666666,11.4375,14.5271666667,7.67266666667,19.2555
560.92,12.4155,50.6396666667,6.88683333333,42.7785,7.16066666666,11.4206666667,14.535,7.642,19.2558333334
561.26,12.4036666667,50.667,6.8955,42.8411666666,7.173,11.398,14.5343333334,7.63633333333,19.1963333334
561.60,12.4123333333,50.7785,6.9,42.9451666666,7.14933333333,11.3838333334,14.5738333334,7.64766666666,19.1855
561.94,12.3848333334,50.7778333334,6.8745,42.9701666667,7.07483333333,11.3636666667,14.5723333333,7.676,19.1861666667
562.28,12.3505,50.7986666666,6.797,43.0526666667,7.006,11.3303333333,14.5731666666,7.63616666666,19.1466666666
562.62,12.3783333333,50.8631666667,6.85083333334,43.0688333333,7.06983333333,11.4043333333,14.585,7.7055,19.1331666666
562.96,12.3685,50.8733333333,6.858,43.1271666667,7.0185,11.3911666667,14.5283333333,7.65883333333,19.0386666667
563.30,12.2801666667,50.9058333334,6.81316666667,43.1021666666,6.90033333334,11.3305,14.4411666667,7.565,18.8473333333
563.64,12.2443333333,50.9233333333,6.77016666667,43.1076666667,6.8665,11.2361666667,14.435,7.50133333333,18.6351666667
563.99,12.2323333333,50.8943333333,6.72433333334,43.078,6.81033333333,11.1578333333,14.3551666667,7.41333333334,18.4703333333
564.33,12.1935,51.0081666666,6.72366666667,43.1676666666,6.825,11.1558333333,14.3465,7.355,18.3733333333
564.67,12.205,50.9998333333,6.69483333333,43.1943333334,6.78033333334,11.1598333333,14.3285,7.27416666666,18.1965
565.01,12.205,50.8818333334,6.70216666666,43.1415,6.73583333333,11.1488333333,14.2596666667,7.20916666667,18.0608333334
565.35,12.1831666667,50.8336666667,6.71216666667,43.0735,6.73066666666,11.1378333333,14.2296666667,7.16766666667,17.9155
565.69,12.2248333334,50.8418333333,6.78866666667,43.094,6.79183333333,11.1778333333,14.265,7.17933333334,17.8683333334
566.03,12.2393333334,50.7918333333,6.79683333333,43.0555,6.8105,11.1858333333,14.2496666667,7.151,17.7941666666
566.37,12.2606666667,50.7191666666,6.807,43.0851666667,6.777,11.148,14.2593333333,7.097,17.7518333333
566.71,12.3068333333,50.7805,6.84116666666,43.131,6.82516666666,11.1825,14.3308333334,7.11366666667,17.789
567.05,12.3863333334,50.7745,6.89316666667,43.1968333333,6.92816666666,11.2483333333,14.387,7.18333333333,17.93
567.39,12.45,50.8686666667,6.9685,43.2846666666,6.999,11.331,14.424,7.258,18.1038333333
567.73,12.4811666667,50.8551666666,6.95666666667,43.33,6.99583333333,11.3673333333,14.4586666667,7.308,18.1641666667
568.07,12.4885,50.8538333333,6.98316666666,43.3245,6.96833333333,11.3711666667,14.4671666666,7.3105,18.2125
568.41,12.5036666667,50.885,7.04333333334,43.3758333333,6.99183333334,11.3898333333,14.4771666666,7.344,18.2926666667
568.75,12.4718333334,50.9088333333,6.95716666666,43.339,6.94533333334,11.345,14.481,7.30716666667,18.235
569.09,12.4598333333,50.9473333334,6.9535,43.379,6.906,11.289,14.4466666666,7.27983333334,18.2056666667
569.43,12.4523333334,50.9751666667,6.9385,43.3411666666,6.87516666667,11.295,14.4306666667,7.2445,18.1523333334
569.77,12.4411666667,51.0725,6.92766666666,43.3546666666,6.84,11.2786666667,14.4125,7.20283333334,18.0606666667
570.11,12.4786666667,51.0903333334,6.93183333333,43.3645,6.86766666667,11.3371666666,14.41,7.217,18.0088333334
570.45,12.426,51.1018333334,6.9205,43.3996666666,6.80633333334,11.2991666667,14.3948333334,7.16266666667,17.9065
570.79,12.4313333334,51.0898333334,6.95233333333,43.3725,6.784,11.3126666667,14.4448333333,7.16933333334,17.8205
571.13,12.389,51.0583333333,6.9025,43.2911666666,6.727,11.2551666667,14.4081666667,7.08816666666,17.7303333333
571.47,12.396,51.1268333333,6.94616666667,43.237,6.73,11.2845,14.4183333334,7.0755,17.7348333334
571.81,12.3798333333,51.0923333333,6.909,43.2096666667,6.7175,11.252,14.4051666667,7.049,17.7213333333
572.15,12.3651666667,51.0833333333,6.9125,43.1356666666,6.70866666666,11.2435,14.4015,7.04566666666,17.7035
572.49,12.3611666666,51.085,6.96433333334,43.155,6.75766666667,11.2706666667,14.409,7.0845,17.7545
572.83,12.4126666667,51.1651666667,7.04266666667,43.2311666666,6.80316666667,11.3321666667,14.4831666667,7.13583333333,17.8461666666
573.17,12.395,51.1145,7.04983333333,43.2708333333,6.7905,11.3206666667,14.4763333334,7.11316666667,17.8553333333
573.51,12.4183333333,51.0935,7.10116666666,43.3623333333,6.82216666666,11.3586666667,14.5061666666,7.1325,17.9485
573.85,12.3975,51.1383333334,7.12266666667,43.3751666667,6.80283333333,11.3431666667,14.5198333334,7.13883333333,18.033
574.19,12.437,51.0973333333,7.12483333333,43.347,6.84083333333,11.3898333334,14.4905,7.17283333333,18.1438333334
574.53,12.4188333333,51.1231666667,7.112,43.355,6.86116666667,11.3836666667,14.4501666666,7.18416666667,18.2345
574.87,12.4608333333,51.1638333333,7.13916666666,43.4415,6.8885,11.4635,14.4786666666,7.26016666667,18.3308333334
575.21,12.4458333333,51.1123333334,7.14183333333,43.4685,6.91083333333,11.4563333333,14.4841666667,7.24483333334,18.4261666667
575.55,12.465,51.0845,7.20466666667,43.4105,6.93683333333,11.5251666667,14.512,7.27883333333,18.5571666666
575.89,12.4516666666,51.0648333333,7.2035,43.4336666667,6.93783333333,11.5288333333,14.5106666666,7.27866666666,18.7035
576.22,12.4801666666,51.0971666666,7.23466666666,43.4895,6.96583333334,11.578,14.5533333333,7.31183333334,18.9435
576.56,12.432,51.0186666667,7.1555,43.447,6.92583333334,11.5591666667,14.4933333334,7.29266666666,19.1056666667
576.90,12.474,51.1195,7.14566666666,43.4996666667,6.99016666667,11.586,14.5423333334,7.34116666666,19.3983333333
577.24,12.504,51.1436666667,7.10616666667,43.4305,7.0245,11.6328333333,14.5773333333,7.37216666666,19.6926666666
577.58,12.5115,51.1428333333,7.07466666667,43.4338333333,7.0515,11.6756666667,14.5448333334,7.41616666667,19.9196666666
577.92,12.497,51.1998333333,7.0805,43.429,7.06916666667,11.7048333333,14.5998333333,7.45766666667,20.2141666667
578.26,12.5228333333,51.2456666667,7.05916666666,43.4966666667,7.04133333334,11.6951666667,14.6351666667,7.44966666666,20.4846666666
578.60,12.5158333333,51.2853333333,7.07133333333,43.5235,7.09183333333,11.7251666667,14.6928333333,7.48583333333,20.7888333333
578.94,12.533,51.3571666667,7.0435,43.5876666667,7.0465,11.7453333334,14.6583333333,7.52583333334,21.006
579.28,12.5275,51.4525,6.9955,43.7136666666,7.042,11.7061666667,14.6548333334,7.554,21.2306666667
579.61,12.5718333333,51.5273333334,7.01416666666,43.7366666666,7.11366666666,11.7631666667,14.736,7.59116666666,21.4406666667
579.95,12.569,51.5105,6.994,43.695,7.10166666667,11.7955,14.6826666667,7.57766666667,21.615
580.29,12.628,51.5976666666,7.06783333334,43.7646666667,7.20133333334,11.9266666667,14.745,7.66666666666,21.8206666667
580.63,12.6083333333,51.513,7.12916666667,43.729,7.1955,11.9995,14.7486666666,7.73916666667,21.9708333334
580.97,12.5581666666,51.4301666667,7.12316666667,43.6933333333,7.17166666667,11.9778333334,14.709,7.75316666666,22.0511666667
581.31,12.5046666667,51.4133333333,7.11616666667,43.6935,7.16066666667,11.9555,14.7291666667,7.7285,22.2136666666
581.65,12.52,51.3441666666,7.12483333333,43.6873333333,7.18933333334,11.9723333334,14.7131666667,7.75216666667,22.2903333333
581.98,12.5366666667,51.2448333334,7.13233333333,43.6201666667,7.2205,12.0325,14.7203333334,7.76333333333,22.3885
582.32,12.4921666667,51.1395,7.08733333333,43.5576666667,7.156,12.0076666666,14.6888333334,7.71316666666,22.4541666666
582.66,12.4761666667,51.1551666667,7.06216666667,43.5576666667,7.22933333334,12.0093333333,14.8065,7.74733333333,22.5695
583.00,12.503,51.1231666667,7.121,43.5341666666,7.25566666667,12.0891666667,14.8493333333,7.7905,22.6351666667
583.34,12.4765,50.9513333334,7.14366666667,43.4835,7.20266666667,12.0846666666,14.7876666667,7.76766666667,22.6696666666
583.68,12.4941666666,51.0746666667,7.18533333333,43.6041666667,7.23183333334,12.093,14.8705,7.85333333333,22.7761666667
584.01,12.4421666667,50.9216666666,7.12283333333,43.4945,7.1785,12.0308333333,14.8403333333,7.76066666667,22.797
584.35,12.4635,51.0713333333,7.07616666667,43.5583333334,7.18816666667,12.0491666667,14.8366666667,7.731,22.879
584.69,12.5013333334,51.1996666667,7.1065,43.6593333333,7.20583333333,12.069,14.8776666667,7.7275,23.0015
585.03,12.5035,51.1856666667,7.09966666667,43.6261666666,7.21166666666,12.1131666666,14.881,7.71,22.9723333334
585.37,12.4188333334,51.22,6.99033333333,43.5491666666,7.0915,11.9963333333,14.7946666667,7.5965,22.9131666667
585.70,12.4048333334,51.2773333334,6.966,43.5731666666,7.087,11.9715,14.7606666666,7.58766666667,22.8341666667
586.04,12.348,51.1841666667,6.96466666667,43.5016666667,7.07933333333,11.9291666667,14.6715,7.51566666667,22.6823333334
586.38,12.4175,51.2511666667,7.06166666667,43.5493333333,7.09416666667,11.9695,14.6558333333,7.51116666666,22.6068333334
586.72,12.4183333333,51.2485,7.0295,43.619,7.08933333334,11.9851666667,14.6646666667,7.45616666667,22.5018333333
587.06,12.4038333333,51.3238333333,6.93116666666,43.6885,7.03833333334,11.957,14.609,7.392,22.3466666667
587.39,12.3541666667,51.2811666666,6.88033333334,43.5806666667,6.93883333334,11.9225,14.5555,7.28583333333,22.1115
587.73,12.3615,51.3315,6.86,43.6478333334,6.92283333333,11.9398333333,14.6141666667,7.29733333334,21.9835
588.07,12.3175,51.2466666667,6.85383333334,43.5893333333,6.90133333333,11.9051666667,14.5575,7.27766666667,21.8126666666
588.41,12.3023333333,51.2791666666,6.85783333333,43.5671666667,6.8825,11.9503333333,14.6048333333,7.30516666667,21.6503333333
588.74,12.2898333333,51.2965,6.8625,43.5673333333,6.88616666666,11.9303333333,14.6053333333,7.31283333333,21.6293333334
589.08,12.3368333333,51.3421666667,6.961,43.6768333334,6.98783333334,12.058,14.6976666667,7.37966666667,21.6043333333
589.42,12.2955,51.278,6.93716666667,43.6616666666,6.95966666667,12.0911666667,14.683,7.3865,21.531
589.76,12.3671666667,51.3038333333,6.946,43.7283333333,6.9605,12.1026666667,14.7901666666,7.46383333333,21.5333333334
590.09,12.3616666667,51.3238333334,6.94083333334,43.7591666667,6.98116666666,12.1801666666,14.8206666667,7.5335,21.5976666667
590.43,12.3623333333,51.3003333333,6.97766666667,43.7433333334,6.97866666667,12.1545,14.7748333333,7.59616666667,21.6715
590.77,12.4316666667,51.4515,7.056,43.8611666666,7.05816666667,12.2121666667,14.9178333333,7.7025,21.8286666667
591.11,12.443,51.4721666666,7.07966666667,43.8988333333,7.125,12.2205,14.9911666666,7.74933333334,21.9436666666
591.44,12.468,51.5171666667,7.12016666666,43.8888333333,7.152,12.2481666667,14.989,7.77516666667,22.0338333333
591.78,12.5465,51.5171666667,7.13966666666,43.9408333333,7.207,12.3138333333,15.1095,7.82866666666,22.1078333334
592.12,12.5553333333,51.5561666667,7.1145,44.0216666667,7.21183333333,12.3005,15.0613333333,7.81416666667,22.1178333333
592.46,12.6648333333,51.6488333333,7.16066666667,44.163,7.25566666667,12.3833333334,15.144,7.88016666667,22.1031666667
592.79,12.6986666666,51.6126666667,7.11916666667,44.1865,7.22433333334,12.3986666666,15.127,7.893,22.1013333333
593.13,12.6555,51.6608333333,7.06833333333,44.1981666666,7.14466666666,12.3588333333,15.1273333334,7.8095,22.0705
593.47,12.6515,51.7805,7.05883333334,44.2573333333,7.14216666667,12.3768333333,15.0935,7.78016666667,21.9778333333
593.80,12.679,51.7768333333,7.021,44.3218333333,7.12216666667,12.3138333333,15.116,7.6955,21.854
594.14,12.66,51.8331666667,6.98416666666,44.3436666666,7.12333333333,12.335,15.1343333333,7.62216666667,21.6348333334
594.48,12.6726666666,51.8068333333,6.99083333334,44.3361666667,7.151,12.3591666667,15.132,7.64283333334,21.466
594.81,12.7056666666,51.779,6.97383333333,44.3345,7.1355,12.3546666667,15.0813333333,7.5695,21.1883333333
595.15,12.7756666667,51.8246666667,7.00616666667,44.3661666667,7.16933333334,12.4023333334,15.0555,7.59383333334,21.0036666667
595.49,12.7185,51.8553333334,7.0,44.3685,7.11733333333,12.3651666667,15.0041666667,7.51233333333,20.7855
595.82,12.7273333333,51.8341666667,7.03166666667,44.4055,7.0915,12.3858333333,15.0251666667,7.51,20.6901666667
596.16,12.6681666666,51.814,6.97083333333,44.3923333333,6.99583333333,12.3195,14.9921666667,7.40016666667,20.5641666667
596.50,12.6763333333,51.8941666667,7.03266666667,44.4005,7.00366666666,12.3191666667,15.0276666666,7.39883333334,20.5255
596.83,12.7528333334,52.0013333334,7.091,44.511,7.08816666666,12.3788333333,15.104,7.47666666667,20.6315
597.17,12.775,52.0071666667,7.15133333333,44.5911666667,7.13683333333,12.42,15.1585,7.519,20.818
597.51,12.7753333333,52.0318333333,7.20383333333,44.6233333333,7.195,12.498,15.1971666667,7.61533333333,20.9615
597.84,12.8228333334,52.0478333333,7.241,44.6663333333,7.26916666667,12.545,15.3091666667,7.71766666667,21.22
598.18,12.8021666666,52.2045,7.22116666666,44.6921666667,7.247,12.5278333333,15.278,7.70816666667,21.4853333333
598.52,12.7603333333,52.1991666667,7.155,44.7355,7.1965,12.5193333333,15.3056666667,7.728,21.8101666666
598.85,12.6978333333,52.1643333334,7.13366666667,44.7788333334,7.22,12.4563333333,15.3696666667,7.721,22.0888333333
599.19,12.807,52.2835,7.21816666666,44.9046666667,7.308,12.5583333333,15.4726666666,7.91166666667,22.5748333333
599.53,12.7801666667,52.2711666667,7.19016666667,44.8851666667,7.36716666667,12.5821666667,15.4925,7.95266666666,22.8291666666
599.86,12.7705,52.2376666667,7.2615,44.8835,7.48816666667,12.648,15.5563333334,8.07816666667,23.0653333334
600.20,12.8163333333,52.2885,7.29816666666,44.962,7.59733333333,12.7825,15.647,8.20883333334,23.221
600.53,12.7956666666,52.21,7.296,44.894,7.55133333333,12.736,15.5686666666,8.18333333333,23.1505
600.87,12.8431666667,52.2471666667,7.2665,44.8126666667,7.552,12.7768333333,15.5638333334,8.208,23.0438333334
601.21,12.8508333333,52.2161666667,7.25433333334,44.6908333333,7.5005,12.7563333333,15.523,8.1105,22.8116666666
601.54,12.8231666667,52.2306666666,7.23633333334,44.6765,7.35566666666,12.7081666667,15.3816666666,7.96583333334,22.5018333333
601.88,12.8676666666,52.1998333333,7.24016666667,44.7086666667,7.34816666666,12.765,15.4208333334,7.94283333334,22.1698333333
602.21,13.017,52.333,7.44883333334,44.8283333333,7.48133333333,12.9195,15.5016666666,8.02766666667,21.9626666667
602.55,13.059,52.4465,7.51683333334,44.8666666666,7.47116666667,12.9653333333,15.5146666667,8.0615,21.7136666667
602.88,12.9865,52.4018333333,7.44716666666,44.8641666667,7.4155,12.8683333333,15.424,7.90183333333,21.2983333334
603.22,13.0743333334,52.5226666666,7.48066666666,44.9306666666,7.37783333334,12.8486666667,15.4501666667,7.89266666667,21.0965
603.56,13.1061666667,52.5931666666,7.47133333334,44.9531666667,7.36516666666,12.8188333333,15.427,7.867,20.9345
603.89,13.1101666667,52.6186666667,7.44616666667,44.9843333334,7.32,12.7325,15.3771666667,7.80066666667,20.835
604.23,13.2265,52.7416666667,7.54816666666,45.1065,7.46516666666,12.8013333333,15.5326666667,7.92683333333,20.95
604.56,13.2933333333,52.8235,7.64583333334,45.2016666666,7.56683333333,12.8343333333,15.626,7.9605,20.9903333333
604.90,13.3193333333,52.903,7.661,45.3088333333,7.58083333334,12.8451666667,15.6626666667,7.99316666666,21.1075
605.23,13.4061666667,53.0168333333,7.74266666667,45.3858333333,7.714,12.9483333333,15.7596666667,8.12683333334,21.3751666666
605.57,13.4416666667,53.0493333333,7.85633333333,45.4613333333,7.80083333333,12.9941666666,15.8275,8.22983333333,21.6191666666
605.90,13.4046666667,53.041,7.81066666666,45.4435,7.8395,12.9795,15.8401666666,8.24083333333,21.8126666667
606.24,13.453,53.0806666667,7.7785,45.554,7.864,13.0498333333,15.8676666667,8.27983333334,22.0383333333
606.58,13.5568333333,53.0913333333,7.84483333333,45.5823333334,7.923,13.1736666666,15.9788333333,8.413,22.2951666667
