wavelength,Back_SpoArdm,Belly_SpoArdm,Breast_SpoArdm,Crissum_SpoArdm,Crown_SpoArdm,DorTail_SpoArdm,Rump_SpoArdm,Throat_SpoArdm,WingTip_SpoArdm
186.39,60.606,85.6061666669,55.303,78.5981666667,83.5228333334,72.5378333333,94.697,100.0,85.6063333333
186.77,41.5638333333,84.9795,46.5021666666,71.3991666667,72.0163333334,60.0825,98.1481666665,96.2961666667,81.07
187.15,27.6041666667,71.0066666667,39.5831666667,52.7778333333,52.9513333333,43.5763333333,79.3403333335,71.875,59.7221666666
187.53,26.5433333333,62.963,32.5616666666,45.3701666667,42.5926666667,35.9566666667,73.1481666667,66.204,49.0741666667
187.91,30.8975,62.5641666666,39.1026666667,47.9486666666,47.9486666667,39.487,67.4358333333,66.282,53.5896666666
188.29,33.0086666667,56.6015,37.1213333333,45.9956666667,45.7791666667,42.0995,61.0388333333,61.147,50.0
188.67,33.211,58.2108333333,35.6616666666,46.3235,45.4655,40.4411666667,63.8481666667,63.4805,53.5538333333
189.05,33.933,55.3956666667,35.8513333333,46.7626666666,42.0863333333,40.5276666666,55.7555,61.0311666667,55.8751666667
189.43,26.9608333333,50.49,27.696,39.2156666667,38.3576666667,34.0688333333,48.652,57.1078333334,48.0393333333
189.81,29.5798333334,56.1563333333,27.4775,44.5946666666,44.5945,37.2373333333,51.6516666667,66.5165,55.5555
190.19,24.127,50.3175,28.4126666667,41.4286666667,47.6188333333,29.5238333333,45.5556666666,61.905,53.3333333334
190.57,16.6668333333,45.7316666667,14.0245,33.5365,50.8131666667,17.0731666667,39.8375,59.5528333333,52.0323333333
190.95,26.5565,48.7176666668,21.2453333333,40.8425,53.663,32.4176666666,40.11,60.8056666667,52.1978333333
191.33,36.6666666667,58.1479999998,31.1111666666,52.037,71.1113333334,51.1111666667,45.5555,78.5188333333,66.852
191.71,48.6395,59.3539999999,39.7958333333,54.932,75.1698333333,62.7551666667,48.2991666667,75.5101666667,74.8301666667
192.09,51.268,53.6231666668,34.7826666667,50.9058333333,77.5365,64.8553333333,45.8331666667,74.8189999998,70.2898333333
192.47,37.7906666666,48.062,27.907,38.1781666667,71.7053333333,56.2015,35.659,70.9305,63.9533333333
192.85,45.1923333333,56.5703333334,39.263,48.237,79.0063333333,62.4998333333,43.7501666667,79.3268333333,67.6281666667
193.23,42.8986666667,54.9273333333,39.5651666667,48.6955,79.855,57.1013333333,45.7971666666,76.5218333334,62.0288333333
193.61,53.655,65.9355,47.3685,56.7251666666,87.2805,62.8655,53.8011666666,82.7485,67.69
193.99,50.683,65.3005,45.4918333333,53.0051666666,82.377,58.8796666666,49.0436666667,78.6885000002,63.7978333333
194.37,48.1343333333,70.1493333333,46.2685,52.9851666667,79.4776666667,59.826,50.995,76.3683333333,60.6966666667
194.75,46.2605,67.6283333333,49.3588333333,49.0385,73.6111666667,55.876,49.5726666667,75.7478333334,59.4016666667
195.13,47.973,68.0181666667,50.3376666667,48.1981666667,78.4911666667,54.9548333333,50.901,74.8873333333,60.8108333333
195.51,41.1836666667,62.6811666667,41.3041666667,38.5266666667,68.4781666667,36.3526666667,41.4251666667,65.2173333333,50.3621666667
195.89,32.0413333333,61.3693333333,32.429,34.3668333333,65.8916666667,26.7441666666,35.659,62.403,42.3773333334
196.27,23.3596666666,58.6613333334,28.2153333333,30.8398333334,58.0053333333,18.2415,30.5773333333,53.412,36.4831666666
196.65,18.977,65.8416666666,23.7625,29.208,57.9206666667,10.066,31.1881666666,50.3301666667,34.1583333333
197.03,6.18533333335,59.622,14.9483333333,16.4948333333,41.9241666667,1.89,20.2748333333,42.6118333333,24.7423333333
197.40,-27.0833333333,49.074,-8.10183333331,-15.7408333333,15.2778333333,-30.324,-6.48149999998,30.3243333333,-0.694333333335
197.78,-50.8065,32.7958333333,-26.344,-31.1826666667,-4.83866666665,-49.1935,-25.0,9.40866666665,-13.7096666667
198.16,-49.3938333333,28.485,-23.9393333333,-31.5151666666,-6.36383333335,-57.2725,-19.0908333333,9.394,-13.9393333334
198.54,-71.377,15.942,-41.6666666667,-52.5361666667,-34.058,-83.6955,-42.029,-18.116,-37.6811666667
198.92,-81.1965000001,38.0341666668,-39.3163333334,-35.8973333333,-30.3418333333,-80.3418333335,-39.316,-22.6495,-41.8803333334
199.30,-61.5646666666,39.4558333331,-26.1905,-8.84366666665,-19.0475,-60.204,-21.4286666666,0.0,-26.1906666666
199.68,-49.0,59.6666666667,-4.66666666667,20.3333333333,12.0,-32.0,5.0,11.0,-5.6666666667
200.06,-35.8158333333,62.0568333334,15.2483333333,31.5601666667,24.1131666667,-21.9856666667,9.929,18.4398333333,5.319
200.44,-45.9594999998,84.3433333334,30.808,16.6666666667,43.9395,-44.9495,-7.5756666667,13.6363333333,5.0506666667
200.82,11.1113333334,74.6913333335,60.494,40.4321666667,69.1358333334,2.778,18.5185,44.1356666667,35.1853333333
201.19,-26.9606666666,66.6664999999,60.2941666666,41.1765,86.2743333334,-38.7254999999,-0.9803333333,24.0198333334,8.33316666665
201.57,12.8788333333,98.1059999998,77.2728333335,72.3485,119.697166667,2.2726666667,44.697,47.3485000002,41.6666666667
201.95,22.2225,99.673,80.3921666669,73.8561666667,124.182833333,-1.634,44.1176666667,54.9018333333,45.098
202.33,10.4938333333,95.6788333333,78.395,64.1976666667,113.580333333,-8.9505,37.3458333334,41.6666666667,33.0245
202.71,-10.9523333334,125.714333333,95.7143333332,86.1906666667,170.476166667,-30.476,47.6189999998,47.1428333332,34.2856666667
203.09,-6.74616666665,116.666666667,99.6033333334,79.3651666666,142.460333333,-14.2858333334,52.7778333333,51.1905000002,29.7618333333
203.47,-7.52683333335,148.387,136.021333333,77.4193333333,176.344166667,-36.5591666667,57.5269999999,58.6021666667,25.2688333333
203.85,-8.6956666667,183.333333333,190.579666667,84.7825,202.174,-46.3768333333,60.1451666669,69.5651666665,15.2175
204.22,-194.4445,379.6295,399.999833333,133.333166667,401.852,-222.222166667,99.9998333335,133.333166667,-66.6666666665
204.60,-68.4209999999,210.526333333,232.456333333,131.578833333,185.964666666,-75.4386666667,89.4736666666,109.649166667,2.6315
204.98,-335.416666666,402.083333333,389.583333333,193.75,254.166666667,-322.916666666,85.416666667,95.8333333335,-114.583333333
205.36,-391.666666667,577.778,644.444333334,138.889,305.5555,-466.666666667,55.555666667,94.4443333335,-108.3335
205.74,148.8505,-23.5631666667,-74.1378333335,58.046,57.4711666666,179.885,75.8621666666,71.8391666665,113.2185
206.12,136.842166667,-19.2985,-60.9648333333,57.8948333333,75.8771666666,136.403333333,52.1929999999,60.9650000001,96.0526666666
206.50,169.872,-46.7948333335,-124.359,77.5641666668,92.9488333331,167.9485,43.5896666669,57.0513333334,121.153833333
206.87,228.125,-77.0833333332,-232.291666667,134.375,134.375,231.25,70.8333333335,35.4166666667,168.75
207.25,177.273,-9.09083333335,-131.818166667,124.2425,148.485,207.575833333,95.4546666666,74.9998333332,134.090833334
207.63,185.0,-35.0000000001,-180.0,110.833333333,157.5,195.833333333,56.6666666665,88.3333333333,86.6666666665
208.01,173.913,-15.9419999999,-121.014333333,102.8985,167.391333333,174.637833333,43.478166667,104.347833333,75.3623333333
208.39,243.75,-41.6666666665,-141.666666667,166.666666666,229.166666667,281.25,69.791666667,191.666666666,116.666666667
208.77,184.722166667,-18.7498333335,-51.3888333334,136.805333333,152.0835,209.722333333,39.583333333,172.916666666,103.472166667
209.14,210.833333333,-30.8333333335,-71.6666666669,135.833333333,150.833333333,252.5,0.833333333,192.5,116.666666667
209.52,310.256333333,-48.718,-62.8206666666,187.1795,232.051,387.179333334,0.0,332.051333333,232.051166667
209.90,-456.666666667,473.333333335,566.666666666,-79.9999999999,-30.0,-663.333333333,280.0,-450.0,-190.0
210.28,-165.0,276.666666667,335.0,-10.0,110.0,-270.0,148.333333334,-176.666666667,-36.6666666665
210.66,-395.833333334,837.499999999,812.499999999,87.5,404.166666667,-620.833333333,329.166666665,-483.333333334,-62.5
211.03,-247.619,488.095166667,507.143,123.8095,142.857333333,-438.095166667,149.999833333,-321.4285,-35.714166667
211.41,506.666666667,-453.333333333,-486.666666667,46.6666666665,-103.333333333,890.0,-20.0,553.333333333,350.0
211.79,313.888833333,-120.8335,-111.111166667,37.5,-16.6666666667,452.777666667,126.389,293.0555,211.110833333
212.17,-1658.33333334,866.666666665,891.666666669,-50.0,358.333333333,-2616.66666667,-675.0,-1433.33333333,-966.666666666
212.55,1.95113336129e+15,-7.99644820201e+14,-1.13016467922e+15,3.198579281e+13,-1.81252825912e+14,3.03865031676e+15,1.2154601267e+15,1.97245722316e+15,1.332741367e+15
212.92,-262.963,151.851833333,261.111166667,100.0,101.852,-444.4445,-214.814833333,-264.815,-200.0
213.30,-85.7141666667,151.190333333,196.428833333,108.333333333,83.3331666667,-201.1905,-113.095166667,-157.142833333,-90.4760000002
213.68,-200.0,458.333333333,708.333333331,500.0,408.333333333,-562.5,-300.0,-487.5,-50.0
214.06,11.5384999999,230.769166666,252.564166667,234.615333334,115.384833333,-97.4358333334,19.2306666665,-91.0256666665,53.8461666668
214.44,90.0,336.666666666,350.0,406.666666666,151.666666667,-111.666666667,66.6666666665,-88.3333333335,116.666666667
214.81,566.666666665,2283.33333334,2866.66666666,3716.66666667,783.333333334,-1483.33333333,-16.666666665,-1450.0,550.0
215.19,-62.5,-210.416666667,-264.583333334,-358.333333334,-87.5000000001,202.083333333,58.333333333,279.166666667,2.08333333333
215.57,595.833333333,866.666666667,1079.16666667,1062.5,633.333333335,87.5,229.166666665,-225.0,508.333333333
215.95,-445.833333333,-483.333333334,-570.833333333,-518.75,-383.333333333,-81.2499999999,-170.833333333,16.6666666667,-268.75
216.32,-133.333333333,-149.242333333,-168.939333333,-166.666666667,-125.757333333,-23.4848333334,-24.2423333335,35.6063333334,-70.4544999999
216.70,-175.0,-192.5,-227.5,-211.666666666,-149.166666667,-37.5,-52.5,-11.6666666667,-84.1666666667
217.08,-316.666666667,-346.428333334,-401.1905,-345.238166667,-254.761833333,-123.809666667,-128.5715,-121.428666667,-210.714333334
217.46,-321.428666667,-316.6665,-420.238,-338.095166667,-294.047666666,-113.0955,-132.142833333,-147.618833333,-242.857166667
217.83,-1616.6665,-1600.0,-2022.22233333,-1650.00016667,-1422.22233334,-472.222166667,-872.222333335,-855.5555,-1094.4445
218.21,648.148166666,540.740666667,703.703666666,612.963,588.889,261.111,346.296166667,361.111,420.3705
218.59,487.879,368.181666667,490.909,434.848333333,430.303,181.818166667,243.9395,228.787833334,281.818166667
218.97,327.777666667,204.629666667,289.814666667,262.963166667,262.963,97.2223333335,152.778,130.5555,186.111166667
219.34,255.128333333,178.846166666,219.871833334,242.3075,203.205166667,98.0769999999,121.794833333,130.769166666,155.128166667
219.72,294.166666667,200.0,243.333333333,303.333333333,228.333333333,96.6666666668,122.5,130.0,137.5
220.10,145.289666667,98.1883333331,118.840666666,156.1595,115.942166667,66.3041666666,65.9419999998,66.6668333333,70.29
220.47,168.292666666,114.2275,133.333333334,167.886333333,122.357833333,62.6015,73.9835,71.9511666667,57.3173333333
220.85,207.619166667,138.095166667,162.857,206.190666667,158.571333333,84.2853333333,98.0955000001,75.7143333333,75.2378333333
221.23,646.296333334,351.851666667,425.925833334,674.074,394.4445,177.777833333,205.5555,92.5926666666,125.926
221.61,-4.04087182474e+15,-2.27099128937e+15,-2.31363901312e+15,-3.93425251539e+15,-1.84451405193e+15,-1.11950274828e+15,-8.8494026769e+14,-5.75744270543e+14,-6.50377787099e+14
221.98,-373.958333333,-187.5,-190.625,-394.791666666,-132.291666667,-108.333333333,-26.041666667,-24.9999999998,-30.2083333333
222.36,-98.0618333331,-39.9225,-35.2713333333,-125.969,-17.4418333333,-6.58933333335,24.4186666667,16.2788333333,24.4185
222.74,-132.883,-47.2973333334,-57.6578333333,-160.360333333,-40.5405,-28.3781666666,15.7658333334,3.60366666665,13.5135
223.11,-111.111166667,-48.889,-50.3703333333,-147.037166667,-41.111,-37.7778333333,5.926,-23.3331666667,5.1855
223.49,-241.0715,-122.023833333,-120.238,-283.9285,-136.3095,-111.309833333,-59.5236666665,-86.9048333332,-47.6190000002
223.87,-462.5,-233.333333334,-236.458333334,-544.791666667,-269.791666667,-258.333333333,-184.375,-200.0,-172.916666666
224.24,-306.0,-151.333333333,-150.666666667,-356.666666667,-172.0,-173.333333333,-114.666666667,-117.333333333,-106.666666667
224.62,-307.333333333,-132.0,-144.0,-356.666666666,-176.0,-192.666666667,-89.3333333335,-132.0,-129.333333333
225.00,-1037.5,-452.083333333,-483.333333333,-1181.25,-595.833333333,-689.583333333,-322.916666667,-535.416666667,-533.333333333
225.38,626.666666666,302.222333333,338.889,731.110833334,425.5555,447.778,256.666666667,376.666666667,342.222
225.75,543.137,270.588333333,325.49,673.5295,419.607833334,425.49,260.784166667,369.607666666,311.764833333
226.13,378.205,189.1025,234.615166666,430.7695,310.897333333,289.7435,169.871666667,256.410166667,223.076833334
226.51,350.641166666,193.589833333,240.3845,415.3845,305.769166667,287.820666667,162.1795,248.077,240.384666667
226.88,297.126333333,187.931166667,195.977,371.264333333,270.114833333,241.379166666,138.505666667,234.482833333,203.448333333
227.26,301.282166667,174.359,198.718,399.359166666,288.4615,247.436166667,144.230833333,225.641,204.487
227.64,282.638833333,163.194333333,208.333333333,402.777833333,275.0,255.5555,122.222166667,222.916666667,189.583333334
228.01,227.976166667,120.238166667,145.8335,319.0475,225.0,196.428333333,82.7381666667,175.595166667,135.714166667
228.39,159.804,72.0588333335,84.8040000001,236.764833334,152.941333333,126.470833333,60.2941666667,120.588166667,111.7645
228.76,93.0770000002,59.487,63.5898333334,145.8975,98.7178333331,84.8718333335,61.5385,83.077,72.3078333333
229.14,78.082,59.5891666668,53.1965,127.854166666,88.5846666667,76.7123333331,53.653,67.5798333333,63.242
229.52,87.7776666666,62.222,55.1111666667,119.111166666,86.4445,76.2219999998,55.3331666667,64.889,71.1111666667
229.89,87.0613333335,62.0615,53.728,113.377166667,83.9911666667,65.1314999999,50.658,57.6753333333,66.228
230.27,84.5238333333,68.8491666665,54.5633333334,114.285666666,78.7698333333,64.484,56.5476666667,61.1111666666,71.8255
230.65,86.5781666666,62.5368333334,52.5073333334,100.1475,74.9261666667,64.4541666666,55.1623333333,62.9795,65.1918333334
231.02,98.22,63.916,58.738,112.297833333,81.068,72.6536666669,59.0613333333,63.2686666667,73.7865
231.40,91.9269999998,63.1511666666,53.3855,98.6979999998,73.4376666667,69.7918333333,58.3335,59.1148333333,67.5783333334
231.78,87.9488333333,62.6923333333,47.5641666667,92.9486666669,71.9231666667,66.0258333333,57.3076666667,55.641,62.0513333334
232.15,84.7016666666,66.9153333334,47.3881666666,95.5223333335,69.7761666666,67.7861666666,58.2088333333,57.836,63.3085
232.53,82.4563333333,69.1886666667,51.5351666666,94.7368333332,72.807,72.4781666666,59.101,63.7061666667,61.5133333334
232.90,95.0248333333,76.2436666667,58.209,102.363166667,81.592,81.0944999999,64.0548333334,70.5225,70.6468333333
233.28,106.284166667,79.6448333333,58.8796666667,112.568166667,89.754,87.2951666665,68.989,77.4591666666,71.9945
233.66,98.1333333334,77.0666666667,56.0,109.2,85.7333333333,84.5333333331,65.3333333333,77.4666666666,67.0666666667
234.03,92.9576666666,73.0046666666,50.0,102.464833333,80.2816666667,85.2113333335,63.263,73.2395,65.3755
234.41,93.9716666665,69.3855,46.8086666666,98.818,79.4325,85.1066666666,61.3476666666,74.9408333333,63.9478333333
234.78,85.6235,66.0305,39.0585,90.5853333334,72.6465,78.2443333331,55.0888333334,65.3943333333,53.9441666666
235.16,80.3241666667,65.162,41.551,82.1758333333,67.824,73.8426666667,53.588,65.8565,51.2731666666
235.54,74.9353333334,66.9253333333,41.2143333333,80.6201666667,67.9586666667,72.6098333333,50.775,68.088,49.4833333333
235.91,77.2181666667,69.0648333334,45.6835,80.3356666666,64.6283333333,73.7409999999,57.3141666666,68.585,56.7145
236.29,80.9001666667,69.5863333333,46.837,76.2775,64.3551666667,74.5741666667,58.6375,69.343,56.691
236.66,85.0725,78.2611666667,50.8695,77.6811666667,63.7681666667,78.1158333335,59.4201666667,72.6085,55.3623333333
237.04,75.7693333334,71.5383333333,45.3845,75.0,54.2306666666,70.8975000002,58.5896666667,66.1538333333,52.3075
237.41,66.0996666666,63.0386666667,45.0113333334,62.018,47.2788333333,65.0795,55.4423333333,61.2245,47.959
237.79,60.2298333334,56.0918333333,36.207,55.8621666667,38.5056666667,61.3793333333,51.0345,55.0575,44.2528333333
238.17,46.1698333333,49.172,31.1593333333,42.9608333334,27.6398333334,50.207,46.584,43.3746666667,36.5423333333
238.54,36.236,41.4795,29.8688333333,37.9215,19.7565,42.884,43.0711666667,33.6143333333,26.3108333333
238.92,38.8888333333,45.5556666667,31.7093333333,42.1366666667,25.5556666666,45.0426666666,46.4955,36.1538333333,30.2565
239.29,30.6933333333,40.3465,24.8351666667,37.2111666667,17.3266666666,41.0066666666,42.1616666666,29.538,26.4853333333
239.67,35.1851666666,38.1173333334,24.5368333333,36.574,17.6696666667,40.0463333333,42.2838333334,29.5523333333,28.7038333333
240.04,32.0685,35.1935,23.4376666667,35.0446666667,14.7323333333,38.0951666667,36.6071666667,26.116,25.1488333333
240.42,29.2988333333,33.2671666667,21.8253333333,32.4733333333,15.0131666667,35.0528333333,33.9285,24.1401666666,23.7433333334
240.79,24.7126666667,26.7818333334,17.9311666667,27.299,12.9883333334,29.5976666666,30.6321666667,21.7241666666,21.839
241.17,23.4568333333,25.8745,18.0041666667,25.2056666666,14.7636666666,27.932,27.3148333333,20.9875,21.7078333333
241.54,21.1018333333,24.6965,15.9665,24.3696666666,12.7918333333,25.4435,23.9963333333,18.9076666667,21.4751666667
241.92,21.8518333334,27.0781666666,19.7118333334,24.1153333333,16.6258333333,26.3373333334,24.2798333333,20.247,21.8928333334
242.29,23.6863333333,27.0196666667,21.1371666666,25.1373333333,18.2353333333,28.2351666666,24.039,22.2745,22.1961666667
242.67,24.3086666666,28.3478333333,21.1425,25.2183333333,19.9053333334,28.4206666667,23.617,23.4351666666,23.7991666666
243.05,22.614,26.8873333333,20.6196666666,23.3976666667,18.0913333334,26.8875,22.6853333334,21.8305,22.8275
243.42,23.5253333333,26.2973333334,20.327,22.637,17.4485,26.83,22.4945,21.4283333333,21.4286666666
243.80,20.1576666667,26.2151666666,18.9255,20.6021666666,15.6741666667,26.4886666667,21.0815,19.5756666667,18.3438333333
244.17,19.4175,24.8868333333,16.9578333333,19.6116666667,15.8575,25.0163333334,21.0355,18.7378333334,17.314
244.55,17.2896666666,23.458,17.2585,18.1931666667,14.3303333334,24.3925,19.9066666666,18.0995,17.3831666666
244.92,18.4131666666,25.5476666667,18.7388333334,18.9756666666,15.3936666666,26.1988333333,21.344,19.0348333334,18.4725
245.30,16.6945,24.0988333333,17.1105,16.0565,12.507,23.8768333333,19.7171666667,16.9163333333,16.3616666667
245.67,15.7728333334,23.0808333334,16.6928333333,14.4583333334,10.9883333333,22.6866666666,18.8223333333,16.0358333333,15.0368333333
246.05,15.2063333333,21.9538333333,15.6596666667,14.401,9.41583333333,22.432,18.5548333333,14.8035,15.1058333333
246.42,12.7688333333,19.584,13.1038333333,12.0278333333,7.34083333334,20.0623333333,16.1165,11.7168333333,13.8211666667
246.79,13.0711666667,19.8776666667,13.6138333333,11.9853333333,7.1235,21.4836666667,15.8978333334,11.8496666666,14.3598333334
247.17,11.5895,18.102,12.2536666667,9.85416666666,5.44133333333,20.9296666667,13.9675,10.7113333333,13.3465
247.54,11.118,18.5708333333,12.5306666666,9.58233333335,6.20383333333,19.779,13.5135,10.258,13.6363333334
247.92,11.951,18.6585,13.1708333334,9.53249999998,6.2805,19.6341666666,13.4553333334,10.7725,14.7155
248.29,9.94133333334,17.4021666667,11.9588333334,6.97783333333,4.70766666667,19.1678333333,11.0338333333,9.60499999999,13.3668333333
248.67,9.18816666665,16.6451666666,10.6196666666,5.79066666667,3.312,17.9271666667,9.48733333335,7.71383333333,11.5811666667
249.04,7.98366666665,15.133,9.63016666667,4.488,1.93966666667,16.5088333333,8.14166666668,5.52566666666,10.2165
249.42,6.96666666667,14.2478333333,9.45833333333,3.65266666667,2.08016666666,15.3846666667,7.523,4.088,9.48233333332
249.79,4.7355,13.5978333333,8.73016666666,1.53433333333,0.687833333335,14.6295,5.58183333333,1.29616666667,8.54483333333
250.17,2.12616666667,10.8335,6.5805,-2.6725,-1.29333333333,11.2645,1.92533333334,-2.55733333333,4.99983333333
250.54,1.55116666666,10.4926666667,7.208,-2.88916666667,-2.28116666667,10.5535,1.4905,-2.76783333333,3.072
250.92,-0.96083333333,8.05183333334,4.57266666667,-6.75966666666,-4.24116666667,8.34983333335,0.066333333335,-5.83166666667,0.066166666665
251.29,2.65616666667,10.0928333333,7.902,-2.49,-0.000166666665,10.4248333333,4.117,-2.65616666666,3.61866666667
251.66,4.21716666667,10.7288333333,9.51416666665,-1.65316666667,1.45066666666,13.2928333333,4.757,-2.193,3.64383333333
252.04,5.0555,11.0241666667,9.98033333331,-0.130333333335,2.64183333333,14.9706666667,5.47933333333,-1.01116666666,4.01183333333
252.41,7.89483333331,12.6055,12.9955,3.184,4.51583333333,16.2445,8.28449999998,0.260000000002,5.55566666667
252.79,9.37066666667,13.4165,14.4881666667,3.83816666666,5.60166666667,17.6348333333,9.37083333331,0.691666666667,5.80916666666
253.16,7.62000000002,11.5171666667,12.213,0.696,3.37533333333,16.2141666667,6.29766666667,-0.87,3.54916666667
253.54,7.715,12.4091666667,11.9721666667,-0.582166666665,3.202,16.8486666667,5.96800000002,-1.3465,2.07433333334
253.91,9.83866666665,13.9135,13.1426666667,0.734166666665,5.58,17.3641666667,7.96633333335,-0.03666666667,2.82666666666
254.28,9.24666666666,14.1171666667,14.3453333333,1.408,5.93616666667,18.7978333333,9.77933333331,1.63616666667,4.68016666667
254.66,10.4165,15.1336666667,15.3301666667,1.651,8.76583333333,18.9071666666,11.242,3.22333333333,7.03633333334
255.03,10.2903333333,15.7385,16.384,4.27766666667,9.12016666666,18.6441666667,12.349,2.25983333333,7.34466666668
255.41,4.80066666667,10.7338333334,11.866,-0.769833333335,2.62683333333,14.9003333334,7.24649999998,-4.1215,0.634166666665
255.78,0.8675,7.16900000002,9.224,-2.6485,-1.05,12.5113333333,5.20549999998,-6.57516666666,-2.28333333333
256.15,-2.52383333333,5.28566666668,7.85716666667,-4.80933333334,-4.286,10.4763333333,3.28566666669,-11.2858333333,-5.5715
256.53,-3.55266666667,5.8335,8.24566666667,-4.25433333333,-3.50866666667,10.921,3.50883333332,-9.5615,-2.85083333333
256.90,-2.721,4.83733333333,7.44516666667,-2.04083333333,-1.17166666666,11.4133333333,4.57283333333,-7.21833333333,-0.907
257.28,-0.7,5.3,8.56666666669,0.566666666668,0.866666666665,12.9,6.00000000001,-4.4,1.43333333333
257.65,0.14266666667,4.42366666667,7.99083333333,2.483,-0.05733333333,13.3275,6.44966666667,-3.51033333333,2.59683333333
258.02,1.895,5.41766666667,8.01733333333,4.10583333334,0.194333333335,13.8241666667,6.77833333334,-0.583333333335,4.47033333333
258.40,4.43916666667,7.2035,8.91833333335,6.11366666667,2.0985,14.6891666667,7.70783333335,1.9975,6.01283333334
258.77,4.91866666667,7.60783333333,8.84650000002,6.44016666667,1.71616666667,15.4635,7.4135,1.76933333334,7.11233333334
259.15,4.42083333333,7.4215,8.03483333335,5.25966666667,1.4845,15.1985,6.21166666666,1.7425,6.87333333333
259.52,5.23333333334,8.103,8.62316666666,5.82833333334,2.45316666667,15.5961666666,6.37816666667,2.51266666666,7.25533333334
259.89,7.08683333333,9.398,9.48183333335,7.07266666667,4.04766666667,16.5546666667,7.80083333333,3.86533333333,9.01966666666
260.27,7.361,9.21116666667,9.35983333332,7.14466666667,4.13283333333,16.6396666667,7.73916666666,4.05166666667,9.18416666668
260.64,8.08333333334,9.07066666666,9.30766666668,7.3065,4.397,17.0353333333,7.7805,4.21266666666,9.17583333335
261.01,7.32666666666,8.93733333334,8.73583333334,6.213,3.40866666666,16.0898333334,6.58866666667,3.3415,8.69566666666
261.39,8.31983333333,10.437,9.297,7.73616666667,4.07183333334,16.9245,7.36966666667,4.03083333333,9.78566666667
261.76,8.3825,10.6851666667,9.33716666665,7.933,4.43683333334,17.3826666666,7.41383333333,3.9455,9.70216666665
262.13,8.43066666667,10.546,10.0661666667,8.67083333334,4.7705,18.227,7.83083333334,3.6905,9.751
262.51,9.28099999998,11.6831666666,11.2745,9.96733333335,5.44133333333,19.6566666667,8.7745,4.23183333333,10.8988333333
262.88,11.0456666667,13.6153333333,12.955,11.938,6.95933333333,21.4848333334,9.99283333332,6.22766666667,12.0093333333
263.25,12.2765,14.0443333334,14.0055,12.6456666667,7.16783333333,22.2805,10.8391666666,6.8375,12.7816666667
263.63,12.9378333333,15.4923333334,15.3276666667,13.3496666667,7.70516666666,23.053,12.505,7.911,14.0296666666
264.00,13.4541666666,15.7825,15.3946666667,14.2303333333,7.6975,23.5015,12.8071666667,7.99916666667,14.5753333333
264.37,14.0465,16.323,15.9151666667,15.0558333333,8.87050000001,23.5825,13.3591666667,9.23550000001,16.0006666667
