wavelength,Back_IriJelf,Belly_IriJelf,Breast_IriJelf,Crissum_IriJelf,Crown_IriJelf,DorTail_IriJelf,Rump_IriJelf,Throat_IriJelf,WingTip_IriJelf
189.43,28.8889333333,-21.0255999999,-47.6923333333,-31.282,34.3588666666,-3.9316,54.6666399999,40.6836666667,22.564
189.81,55.6790666666,14.4444666667,-0.7408,10.9875333333,61.6049333333,32.469,76.6914999999,66.1728666667,44.321
190.19,83.8518,30.074,9.03713333332,23.2592666667,90.0741333334,50.0740666666,110.103646667,97.3332666666,77.3334
190.57,70.0000000001,26.3095333333,13.2143333334,16.9048666667,72.7380666667,46.6667333333,92.5833266665,83.2142,65.7143999999
190.95,58.8234666667,30.8824,20.4902666667,23.3332666667,68.2352666666,49.0196,86.7450733334,77.6470666666,64.6079333333
191.33,50.8149333334,12.2962,4.00006666667,1.77786666668,75.2592666667,37.7778,102.414846667,89.4814,57.7777999999
191.71,48.9583333333,1.45833333339,-3.5416666666,-10.2083333333,98.75,48.125,131.0,117.916666667,68.9583333333
192.09,39.9999333335,-42.6666,-61.7777999999,-81.7778000001,177.333333333,55.9999333332,231.688973333,205.777733333,92.4443999998
192.47,30.3030666668,-15.7576666667,-98.7879333335,-122.424333333,250.909066667,67.2726666668,329.636306667,312.727266667,138.787866667
192.85,59.3333333332,96.6666666668,188.0,222.0,-177.333333333,14.6666666667,-243.666666666,-222.0,-34.6666666667
193.23,40.9009999999,48.2881999999,69.7296666667,85.5856000001,-19.0991333333,33.3333333333,-43.9280333334,-38.5586,17.8377333333
193.61,57.2548,53.7254000001,84.3136666668,98.4313333335,-9.01966666668,34.902,-47.1372866667,-33.9215333333,27.8430666667
193.99,82.8787333333,72.7273333333,93.0304666668,107.8788,27.2727333333,50.9091333333,0.86369333334,6.6666,49.8485333333
194.37,117.222066667,99.8149333333,115.740733333,135.370466666,40.1850666667,68.7036666668,16.0370333333,22.9629333334,85.1852666668
194.75,143.247866667,114.700866667,124.2736,147.6922,59.4872666667,90.0854666668,40.5299133333,46.4956666667,116.410266667
195.13,132.444466667,95.7776666666,111.3334,129.5556,25.7776666667,73.5554666667,8.55564000006,7.7778666666,112.666533333
195.51,142.333333333,88.6666666667,117.666666667,134.666666667,4.66666666666,68.3333333332,-26.0,-21.3333333332,119.666666667
195.89,337.142866667,200.952333333,234.285666667,253.3334,-64.7619333334,128.571533333,-124.952413333,-154.2858,311.4286
196.27,755.555533332,431.111066667,464.444533333,448.888799999,-97.7777999998,333.333266668,-128.222206667,-295.555533333,775.555666667
196.65,-204.4444,-49.9999333333,-85.5554666668,-25.5555999999,215.555666667,9.99993333326,93.5555733334,253.333333333,-268.888933333
197.03,-78.0392,7.05886666667,-32.5492,6.27460000001,110.588133333,30.5881333334,60.1960999999,105.490066666,-57.6471333333
197.40,-1.69933333334,31.3726,27.3203333334,29.9346666666,76.8629333333,43.6602,47.8169199999,64.9673333333,11.6339333333
197.78,-10.909,24.2424666667,23.7574666667,23.0302666666,65.8181333333,27.3939999999,33.0303533333,52.4848666667,2.66673333334
198.16,-15.7232666667,30.3144666667,23.6477333333,17.9874000001,61.5095333333,21.2579333333,32.4652933333,54.0880666666,1.63519999998
198.54,-19.9998666667,41.9858666667,30.9220666667,17.5887333334,68.3687999999,27.376,39.4468266666,67.6596666667,3.40420000002
198.92,-1.5384,55.3846666667,44.2308000001,30.1282,83.5896666666,37.5641333334,51.5126799999,75.3845333335,26.1538666667
199.30,-45.8333333334,25.1666666667,22.0,-5.50000000006,66.3333333334,12.6666666667,23.2666666667,50.6666666667,-6.66666666673
199.68,-57.3983999999,4.87813333334,13.1706666667,-17.8860666667,56.2602,11.2194666666,12.27634,41.6259333335,-14.6341999999
200.06,-74.7747333333,-6.66666666666,-9.72966666666,-38.9188666667,43.4234000001,-0.72086666674,-4.05412000001,24.3242666666,-21.6216666667
200.44,-79.9999999998,-11.3514,-20.9008,-54.4144000001,35.8558666667,-5.94593333326,-1.38750666661,22.3423333333,-23.7838
200.82,-89.5238,-19.619,-19.4286,-71.0476,23.4285333333,-12.1905999999,10.6475800001,12.5713999999,-32.0000000001
201.19,-73.6666666666,-15.3333333333,-9.99999999999,-55.3333333334,15.5,-11.1666666665,0.61666666668,10.5000000001,-36.6666666667
201.57,-195.087666667,-84.5612666667,-88.0702666667,-152.982533333,-26.3158666667,-70.5263333333,-58.0701466667,-30.1755333332,-150.1754
201.95,-1519.99993333,-764.444333332,-877.777800001,-1204.4446,-317.777733333,-613.333400001,-751.111106667,-404.444466667,-1297.7778
202.33,3.48431902989e+15,2.07267937396e+15,2.27312367556e+15,2.74651340912e+15,9.59573784242e+14,1.66326122602e+15,2.18356345569e+15,1.29222602944e+15,3.27108041117e+15
202.71,-1189.33333333,-788.0,-782.666666667,-862.666666667,-348.0,-621.333333333,-852.133333334,-514.666666666,-1098.66666667
203.09,507.619066667,372.381066667,340.4762,355.7142,215.714333333,285.7142,405.809566667,264.761933333,465.714333333
203.47,291.604866667,205.925866667,190.1234,211.111133333,130.864333333,167.407266666,239.28394,159.999933333,266.419733333
203.85,253.7634,155.914066667,146.236533333,169.4624,113.978466666,135.699,205.41926,129.677533333,213.548333333
204.22,259.770066667,157.011533333,128.275866667,176.321866667,106.896666667,126.666733333,213.540326667,131.4942,222.7586
204.60,460.0,254.761866667,180.0,252.8572,146.6666,190.4762,355.80958,200.0,362.381
204.98,425.416666667,226.25,157.5,202.5,117.916666667,189.583333334,334.5,180.416666667,315.416666667
205.36,296.5218,170.144933333,95.6521333333,149.5652,90.1450000001,138.550666667,220.72452,126.956666667,209.2754
205.74,394.814866667,233.333333333,118.1482,215.555533333,133.703666667,192.5926,286.000026667,173.3332,257.037133333
206.12,458.222266667,272.444466667,127.555533333,277.7778,178.2222,227.111,326.355513333,210.666666667,314.222133333
206.50,2137.77773333,1217.7778,460.000066666,1277.77773333,704.444533334,1039.99986667,1398.88891333,944.444533334,1400.00006667
206.87,689.333333333,420.666666667,204.666666667,501.333333333,276.666666667,358.666666667,489.466666667,366.000000001,473.333333334
207.25,6293.33333333,3526.66666667,1320.0,4713.33333333,2360.0,2880.0,3864.66666667,3146.66666667,3960.0
207.63,-145.897533333,-48.4615999999,28.7179333333,-94.3589999999,-6.41026666668,-27.6922666667,-58.4359266666,-34.8718,-63.8461333332
208.01,-95.4166666669,-35.2083333333,36.6666666665,-68.5416666666,21.0416666666,-11.25,-34.1666666667,-14.5833333334,-46.875
208.39,-31.1474666667,6.55733333335,44.8087333334,-10.9289333333,33.2240666667,13.0055999999,3.65028,18.7977333334,-1.85786666667
208.77,-37.9234666667,3.7158,42.9509333333,-20.4372,32.6775333333,9.9454,-3.49740000001,14.5355333333,-12.3498666667
209.14,-65.9119333333,-22.5158,23.8995333333,-47.044,14.8428666667,-8.05039999994,-27.8238466667,-3.8993333334,-41.6353333333
209.52,-62.0988,-15.3087333333,24.6914666667,-42.8394666666,15.1851333333,-3.70360000002,-24.2593066667,2.22219999992,-39.3827333333
209.90,-55.5555333334,-11.8888666667,18.6666,-36.0,11.2221333333,-0.55560000006,-21.05556,1.99993333334,-42.5556
210.28,-36.579,-4.64913333333,21.228,-13.2456,19.6491333333,4.91233333334,-6.14910666667,3.42113333334,-21.5788666667
210.66,-27.3983333333,-1.9512,23.0894666667,-5.77240000001,25.7724,14.3902666667,-3.04067333332,5.60973333333,-13.1708
211.03,-6.27820000001,12.6213333333,30.1617333333,10.8090666667,34.8868,24.2071333333,12.8737466667,16.9579333333,1.48873333333
211.41,-0.91506666666,15.6862666667,31.1765333333,15.5555333333,38.4966,26.4706666667,9.39861333333,19.5424,0.261399999986
211.79,-9.8208,12.4730666667,25.9498666667,12.1146666667,36.0573333333,24.5877333333,0.365546666666,13.2616666667,-8.67386666667
212.17,-10.1418666667,16.0993333333,23.1206,12.9788,37.6595333333,25.0354000001,0.26957333334,10.4254666667,-5.88646666667
212.55,-32.7027333333,-6.0362,0.720533333334,-6.84686666665,24.7747333333,8.01806666667,-21.9548866667,-13.4234666667,-28.1981333334
212.92,-38.7255333333,-11.3726,-4.70593333335,-11.3725333333,21.2744,-1.56873333332,-35.5000733333,-26.0783333333,-33.2352
213.30,-36.1352666667,-8.50246666668,-2.22219999999,-10.5314,20.3864,-1.54586666667,-33.2269866667,-23.3816,-27.6328666667
213.68,-37.3684,-12.807,-8.15793333334,-15.7017333333,16.228,-4.47373333333,-40.5790066667,-29.4736666667,-29.1228666667
214.06,-39.2104666667,-14.2106666667,-9.21046666669,-16.9298666667,18.5088,-6.92979999999,-44.9736066667,-34.7367333333,-27.6316
214.44,-40.1666666667,-16.1666666667,-13.25,-21.9166666667,12.5,-6.91666666667,-49.9916666667,-37.0,-29.5
214.81,-42.1941333333,-14.4303333333,-13.4176666667,-20.0844,7.93246666667,-10.2109333333,-49.76376,-34.768,-27.0886
215.19,-49.9122666667,-18.421,-16.579,-25.351,1.31586666667,-14.035,-58.0086066667,-40.4387333333,-27.8069333333
215.57,-40.4445333334,-15.4074,-11.1852,-22.1481333333,3.33333333333,-10.3704,-41.60004,-31.1851333333,-19.9259333333
215.95,-42.3368,-22.1993333333,-11.9586,-23.9862,-2.06193333333,-16.1512,-42.3985933333,-32.3024,-22.7490666667
216.32,-36.2498666667,-16.9643333333,-8.80933333333,-20.0000666667,-5.65473333334,-12.143,-36.90466,-24.9404,-19.1668
216.70,-34.1743333333,-13.6336666667,-6.24626666668,-19.0991333333,-5.28519999999,-10.9908666667,-35.6635466667,-20.8408666667,-20.1800666667
217.08,-26.0398666667,-5.1852,-1.31066666665,-13.2764,2.79200000001,-1.48153333333,-24.54126,-9.40159999999,-13.9601333333
217.46,-17.213,5.84693333333,5.73766666666,-5.24599999999,11.8032666667,9.07099999999,-15.0163866667,0.65566666666,-3.71586666665
217.83,-10.2564666667,13.0484,11.6808666667,2.05126666666,20.2848666667,17.0939333333,-7.28209333333,8.83193333333,2.3362
218.21,-2.62466666666,18.0577333333,17.9001333333,8.92379999999,21.8372666667,21.2074,0.54587333332,16.6928666666,8.39893333335
218.59,2.56406666667,22.2564,22.3078666667,12.4104,24.3588666666,22.2564666667,4.58975333332,21.9999333333,10.4616
218.97,6.52179999999,20.4832,22.7537333333,11.4492,21.9806,22.7536,5.11606666667,21.1594666667,7.05313333332
219.34,5.75999999999,20.64,22.08,10.5066666667,20.7466666667,21.7066666667,5.40266666665,22.2933333333,3.67999999999
219.72,13.9173333333,27.1046,25.0607333333,17.8589333333,24.9146666667,25.8395333333,9.79562666667,27.5913333333,10.2676666667
220.10,18.9216,28.9216,25.8332666667,19.4118666667,26.8136666667,29.7548,13.79896,29.8039333333,14.951
220.47,22.4691333333,27.4073333333,27.0123333333,20.7407333333,28.1975333333,31.5063333333,16.36052,30.8148666667,16.5432666667
220.85,21.3122666667,26.0892666667,23.8846,17.1654666667,25.3017333333,31.1284666667,13.96852,27.1916,15.0130666666
221.23,23.8019333333,26.4582666667,26.1458,18.3333333333,25.7290666667,33.9582666667,15.0519933333,27.552,19.5832
221.61,26.6666666667,22.3958,25.0000666667,15.7811333333,24.1667333333,32.8645333333,14.3541533333,24.1665333333,19.323
221.98,22.4428666667,18.6259333333,21.9338666667,10.8397333333,18.4734,29.9745333333,11.4300933333,19.8474,17.5064
222.36,14.5282666667,12.5786,12.9560666667,-0.37746666666,12.2642,24.7169333333,0.559726666682,10.0629333333,10.8175333333
222.74,7.02506666666,3.72773333333,5.87819999999,-10.5376,3.15406666666,22.2939333333,-3.88524000001,6.73833333334,7.74186666667
223.11,2.89160000001,3.93579999999,7.06833333332,-9.63839999999,3.93566666667,25.0603333333,-4.32938000001,7.95193333335,11.004
223.49,5.55553333333,3.12506666667,8.54159999999,-4.86106666667,6.25020000001,24.1667333333,-3.08333333333,6.18059999999,11.1111333333
223.87,0.771866666674,-0.772000000014,8.35093333334,-9.40359999999,2.38586666668,21.6138666667,-5.09474666667,1.40353333333,7.5088
224.24,-14.8236,-11.2156,-4.39226666669,-24.6275333333,-10.5098666667,8.23533333334,-19.9529266667,-12.5490666667,-7.76466666665
224.62,-44.3334666667,-29.2222,-25.3333333333,-55.9999333333,-31.3333333333,-6.77766666664,-46.5222466667,-35.2222,-28.6666
225.00,-75.1388666667,-52.7778000001,-39.7221333333,-76.9444000001,-46.8055333333,-21.6666666667,-73.1250866667,-54.3054666667,-49.1666
225.38,-110.606133333,-85.9092,-73.1818666666,-105.757666667,-80.4544666667,-57.4243333333,-107.348446667,-92.7272666667,-90.7575999999
225.75,-116.533333333,-87.6000000001,-74.1333333333,-101.333333333,-87.2000000001,-72.5333333334,-108.92,-96.5333333333,-96.8
226.13,-96.2713333334,-73.4462,-58.6440666667,-86.3277999999,-72.0904666667,-62.9378666667,-92.5534866667,-84.6329333333,-81.13
226.51,-56.4705333333,-43.2157333333,-30.9804,-54.7451333333,-46.1962,-35.5294666666,-58.9256,-50.5098,-46.5098
226.88,-34.0171333333,-25.2420666667,-15.7834,-32.4216666667,-26.9515333333,-21.1396666667,-37.7662933333,-32.7634666667,-28.2051333333
227.26,-31.8880666667,-27.5058666667,-17.7157333333,-32.2144666667,-26.5734,-24.429,-36.9744466667,-33.3798666667,-26.7598666667
227.64,-30.5788666667,-26.6267333333,-18.4032,-32.7744666667,-24.99,-24.1518,-34.7186066667,-32.2555333333,-25.5089333333
228.01,-25.5209333333,-21.9445333333,-16.007,-27.1182666667,-20.3474666667,-18.0903333333,-28.0556866667,-26.8402,-20.2779333333
228.39,-11.613,-10.2420666667,-4.99986666667,-13.7096666667,-9.00533333332,-5.88706666667,-14.4838733333,-12.8494666667,-6.77413333333
228.76,-5.7746,-5.81940000001,-1.40480000001,-8.91853333334,-4.03560000001,-1.806,-9.19052666666,-7.82620000001,-2.1628
229.14,-0.2126,-1.11022302463e-17,2.22226666667,-3.6716,0.695666666667,3.51686666666,-2.37664,-2.51206666666,2.7052
229.52,2.3056,1.9126,3.95006666667,-1.26893333333,2.52013333333,6.41646666666,0.830919999999,0.428933333335,5.5944
229.89,2.14833333333,0.852533333333,3.37586666667,-2.11420000001,1.94386666667,6.56433333333,0.386980000001,-0.477333333335,5.06393333333
230.27,3.34153333333,1.7778,3.96713333333,-0.543266666666,2.81493333333,7.16039999999,1.21954666667,0.559733333333,5.7778
230.65,3.10673333333,1.4238,3.04206666667,-0.1134,3.10673333333,7.37880000001,1.47586,0.339733333332,5.77673333333
231.02,2.43153333333,0.209333333333,1.93246666667,-1.57813333333,2.5604,7.48793333334,0.41234,-0.402600000001,5.5234
231.40,4.89753333333,3.6528,3.60353333333,0.589666666668,4.55353333333,10.8272666667,3.36614666667,2.09666666667,8.0918
231.78,5.7746,5.17446666667,5.2554,2.56293333333,5.515,12.5546666667,5.00718666667,3.95786666667,8.97
232.15,6.53366666667,5.2702,6.118,2.75973333333,6.168,12.5187333333,5.54280666667,4.12286666667,9.57593333334
232.53,6.2574,5.50726666667,6.22326666667,3.20546666667,6.64953333334,12.4978,6.12279333333,3.87026666667,9.41173333335
232.90,8.61833333334,7.04666666667,7.85833333334,5.613,7.96193333333,14.5596,8.2487,5.16413333333,11.5026666667
233.28,8.20106666666,5.6094,7.16113333332,5.33673333333,7.11006666667,13.6403333333,6.7468,4.75706666667,10.8098666667
233.66,6.95446666667,4.97473333333,7.37740000001,4.80533333333,6.83586666667,12.1657333333,5.65829333333,4.19626666667,10.1016
234.03,7.82973333335,7.61679999999,8.81246666667,6.71586666666,9.20553333335,13.8575333333,7.58238666666,6.66666666666,11.8918
234.41,7.74226666666,6.634,8.10086666667,6.45473333333,9.07880000001,13.5940666667,7.63949333333,6.51973333334,12.0128666667
234.78,6.74573333334,5.86106666666,7.48839999999,6.08226666667,8.91,12.4486,6.93831333333,6.1138,11.5168
235.16,6.79426666666,6.50726666666,7.512,7.12913333333,9.9044,11.5948666667,7.13568666667,6.1244,11.3875333333
235.54,5.824,5.04146666667,6.68166666667,6.53126666667,9.51086666666,9.93226666667,5.94416666667,5.46266666667,9.6162
235.91,7.02466666667,5.89106666667,7.20353333333,7.53173333333,10.6488,10.2312666667,6.82019333333,6.93506666667,11.4691333333
236.29,6.73893333333,6.10380000001,6.45026666667,7.51799999999,10.4474666666,10.0722,6.42719333333,7.5036,11.5007333333
236.66,7.02046666667,5.73246666666,6.327,7.13379999999,10.5166,10.1910666667,5.90660666666,7.40266666666,11.8612666667
237.04,4.245,2.336,3.718,5.41313333333,8.26206666666,7.2506,3.32766666667,4.87186666667,8.36179999999
237.41,4.67933333333,2.98786666667,4.58073333333,5.55320000001,8.72453333334,6.9626,3.99865333333,4.8766,8.51306666667
237.79,5.20393333333,2.70046666667,4.43033333333,5.55546666666,8.83266666665,7.595,4.52876666667,5.11966666667,8.76240000001
238.17,4.22446666667,1.15086666667,2.5264,3.85973333333,6.98933333333,5.95093333333,2.50533333333,3.57886666667,7.73340000001
238.54,2.01766666666,-0.218133333335,0.354599999998,1.5816,4.9214,4.22633333333,0.388519999999,1.9222,5.7804
238.92,4.26346666667,1.40813333333,2.18353333334,2.94573333333,5.69773333333,5.7236,2.26234,3.38513333333,7.02846666666
239.29,3.4176,1.13113333333,1.79306666667,1.86526666667,3.94706666667,5.2588,1.55725333333,3.04453333333,7.00353333333
239.67,5.05306666667,3.14846666667,3.46226666667,3.48453333333,5.0196,7.64146666667,3.8566,4.78426666667,9.49026666667
240.04,6.52946666667,4.70573333333,5.20593333333,5.2548,6.4118,9.53933333333,5.44424,5.902,10.696
240.42,4.81973333334,2.86726666667,3.307,3.0254,4.5912,7.88046666667,3.85488,3.7996,8.883
240.79,3.84673333334,2.2298,2.37546666666,1.83146666667,3.3104,6.7356,3.26742,2.81226666667,7.56326666667
241.17,3.78633333333,2.9884,2.6504,1.50106666667,3.21833333333,6.65986666667,3.41994,2.921,8.05953333333
241.54,3.39026666667,2.5982,2.25013333333,0.9,2.7242,6.61873333333,3.01988,2.7422,7.77086666667
241.92,3.94186666667,3.42486666667,2.71933333333,1.41086666667,3.1234,7.2158,3.44052666667,3.26326666667,8.36833333333
242.29,3.85,3.29373333333,2.68246666667,1.4158,2.911,7.32733333333,3.6768,3.0402,8.09746666667
242.67,4.00273333333,3.2746,2.93626666667,1.54093333333,2.95506666667,7.54053333333,4.01781333333,3.11473333333,8.36266666667
243.05,3.60846666667,2.9454,2.3816,1.24046666667,2.68826666667,7.1854,3.70363333333,2.67013333333,8.056
243.42,4.40073333333,3.622,3.06653333333,2.0166,3.53886666666,7.92653333333,4.6099,3.33766666666,8.70953333333
243.80,3.80326666667,2.88493333333,2.40853333333,1.2692,2.8764,7.22993333333,3.95318666667,2.58166666667,7.9012
244.17,2.46166666667,1.5472,0.914399999999,-0.145266666666,1.50866666667,5.99573333333,2.73241333333,1.24366666667,6.75206666667
244.55,2.5268,1.70546666667,1.08113333333,0.222199999999,1.77653333333,6.2812,3.05047333333,1.42046666667,7.0982
244.92,2.86326666667,1.93146666667,1.3878,0.687866666668,2.25553333333,6.4588,3.40963333333,1.81166666667,7.44653333333
245.30,2.82266666667,1.6936,1.4448,0.809666666667,2.22093333333,6.5292,3.38652666667,1.83473333333,7.42806666667
245.67,3.05406666667,2.01573333333,1.79446666667,1.27,2.465,6.87106666667,3.75962666667,2.10086666667,7.87546666667
246.05,2.90093333333,1.8228,1.73926666667,1.1554,2.23966666667,6.52453333334,3.60209333333,1.89073333333,7.89926666667
246.42,3.23973333333,2.23153333333,2.0974,1.56126666667,2.60306666667,6.72526666667,3.87512,2.35993333333,8.34519999999
246.79,3.552,2.6058,2.42933333333,1.9972,2.9154,6.94793333333,4.21588666667,2.64173333333,8.62806666666
247.17,3.3512,2.44486666667,2.29926666667,1.91533333333,2.65966666667,6.8456,4.10158666667,2.59273333333,8.54373333333
247.54,3.141,2.17373333333,2.11446666667,1.63646666667,2.38986666667,6.55293333333,3.74726666667,2.37386666667,8.32586666667
247.92,3.12486666667,2.13033333333,2.13253333333,1.643,2.3068,6.45273333333,3.71798,2.3156,8.45953333333
248.29,3.29513333333,2.38013333333,2.4128,1.843,2.4326,6.5292,3.84543333333,2.45646666666,8.65153333333
248.67,3.22233333333,2.3622,2.46026666667,1.70253333334,2.24253333333,6.33146666667,3.6019,2.34273333333,8.56746666666
249.04,3.2882,2.45493333333,2.61933333333,1.72066666667,2.26346666667,6.446,3.67186,2.41886666667,8.79053333333
249.42,3.78473333333,3.00853333333,3.14446666667,2.16433333333,2.685,6.86133333333,4.11796666667,2.91246666667,9.28840000001
249.79,3.83893333333,2.91793333333,3.05066666667,2.057,2.615,6.71926666666,4.03652666667,2.74533333333,9.1416
250.17,3.99573333333,3.0522,3.163,2.23846666667,2.70626666667,6.94793333333,4.03382,2.84673333333,9.1566
250.54,4.018,3.02533333333,3.25006666667,2.19886666667,2.67193333333,6.912,4.02649333333,2.80933333333,9.16053333332
250.92,4.03786666666,3.1358,3.2664,2.28033333333,2.76866666667,6.80033333333,3.95924,2.831,9.13353333333
251.29,5.04073333333,4.00906666667,4.28993333333,3.15046666667,3.88186666667,7.51873333333,4.82016666667,3.7284,9.95100000001
251.66,5.72153333333,4.65453333333,5.10166666667,3.8516,4.71893333334,8.23193333333,5.74081333333,4.441,10.5183333333
252.04,5.9052,4.88893333333,5.354,4.0034,5.1128,8.27573333333,5.95696,4.6442,10.3979333333
252.41,6.64926666667,5.444,5.84,4.40713333333,5.6682,8.88066666667,6.44774,5.26873333333,10.839
252.79,7.15806666667,5.755,6.1894,4.9394,6.17513333333,9.45513333333,7.01463333333,5.723,11.111
253.16,6.54026666667,5.11746666667,5.6012,4.38406666667,5.53626666667,8.90226666666,6.47418,5.0704,10.4624
253.54,5.99686666667,4.49033333333,4.97386666667,3.88413333333,5.17853333333,8.45986666667,5.99516666667,4.5574,9.92193333334
253.91,5.6924,4.11853333333,4.71833333333,3.6216,4.894,8.1032,5.82230666667,4.4318,9.79946666665
254.28,6.2094,4.4822,5.00586666667,3.98973333333,5.32626666667,8.20226666667,6.43378666667,4.7714,10.082
254.66,6.36533333333,4.33713333333,5.0254,4.22733333333,5.3756,8.0716,6.56034,4.80133333333,10.1038
255.03,7.0202,4.60913333333,5.58033333333,4.74986666667,5.84453333333,8.74986666667,7.17090666667,5.5166,10.6922
255.41,6.34046666667,3.78913333333,4.7094,4.0572,5.058,8.28866666667,6.483,4.8526,10.0536
255.78,5.54653333333,2.98433333333,3.5996,3.26893333333,4.01753333333,7.26806666667,5.57847333333,3.7602,9.31133333333
256.15,5.26606666667,2.5708,3.38626666667,2.76433333333,3.57073333333,6.851,5.09518,3.414,9.26513333333
256.53,4.8856,2.3058,3.10453333333,2.74993333333,3.3782,6.56353333334,4.84162666667,3.1404,9.03979999999
256.90,5.00426666667,2.60046666667,3.4506,3.18693333333,3.58466666667,6.67493333333,4.83622666667,3.57213333333,9.28806666665
257.28,5.6434,3.24553333333,3.97866666667,3.89453333333,4.20766666667,7.32346666667,5.35699333333,4.3146,9.80906666666
257.65,5.65793333333,3.51713333333,3.95126666666,3.9378,4.28186666667,7.48166666667,5.48930666667,4.33533333333,9.8264
258.02,6.02046666667,4.24733333333,4.5054,4.46186666667,4.80073333333,7.9502,6.01254,4.8154,10.3520666667
258.40,5.566,3.94366666667,4.1082,4.03866666667,4.4254,7.67753333333,5.59132,4.47273333334,9.93886666667
258.77,5.63966666667,4.09713333333,4.17973333333,4.0796,4.4408,7.71986666667,5.64518666667,4.51913333333,9.82826666669
259.15,5.14566666667,3.71413333333,3.75306666667,3.5582,3.93613333333,7.17693333333,5.09949333333,4.03153333333,9.28233333334
259.52,5.023,3.6994,3.75266666667,3.4026,3.82546666667,6.97053333333,5.06584,3.92673333333,9.07973333334
259.89,5.003,3.69193333333,3.7634,3.364,3.81,7.08426666667,5.06888666667,4.028,9.09739999999
260.27,5.08093333333,3.79293333333,3.7866,3.49033333333,3.90993333334,7.33293333333,5.15372,4.11986666667,9.18946666665
