wavelength,Back_ThlPecm,Belly_ThlPecm,Breast_ThlPecm,Crissum_ThlPecm,Crown_ThlPecm,DorTail_ThlPecm,Patch10_ThlPecm,Rump_ThlPecm,Throat_ThlPecm,WingTip_ThlPecm
297.82,4.51666666667,8.25588888889,4.49522222222,5.33666666667,4.11844444445,8.46677777778,4.54844444444,5.50755555555,5.81466666667,9.54855555556
298.19,4.54455555555,8.45133333333,4.64422222222,5.277,4.14622222222,8.52122222222,4.60377777778,5.49244444445,5.95511111111,9.72455555554
298.56,4.90577777778,8.829,4.91644444445,5.54055555556,4.37655555556,8.76677777778,4.89755555556,5.84733333334,6.31388888889,9.91733333336
298.93,4.77488888889,8.84966666667,4.88288888889,5.51388888889,4.34311111111,8.68355555556,4.80811111111,5.824,6.256,9.88500000001
299.30,4.93822222222,9.077,4.91844444444,5.59644444445,4.39877777778,8.76611111111,4.83655555556,5.90433333333,6.38455555556,9.88788888887
299.67,5.13122222222,9.22555555556,5.07522222222,5.86244444445,4.564,8.88477777778,4.98722222222,5.93311111111,6.73766666666,10.2184444445
300.04,5.11766666667,9.22277777778,5.00833333333,5.92044444445,4.60677777778,8.90944444444,4.914,5.84755555556,6.68677777778,10.2506666666
300.41,5.15211111111,9.49044444443,5.11733333333,6.00966666667,4.83377777778,9.049,5.01022222222,5.90566666666,6.80411111111,10.3071111111
300.78,5.46388888889,10.0027777778,5.52833333333,6.33044444445,5.17711111111,9.35855555554,5.27377777778,6.15311111111,7.16777777778,10.5988888889
301.15,5.54244444444,10.4056666667,5.77633333333,6.51833333334,5.44344444445,9.57466666668,5.48622222222,6.20822222222,7.43822222222,10.8635555556
301.52,5.58566666667,10.4473333333,5.73655555556,6.491,5.53544444444,9.59233333334,5.45844444445,6.22266666667,7.61422222222,10.9266666667
301.89,5.53355555556,10.3568888889,5.53688888889,6.32844444444,5.39466666667,9.52477777777,5.12433333333,5.90555555556,7.41066666667,10.6951111111
302.26,5.41022222222,10.3005555555,5.44744444445,6.28166666667,5.26488888889,9.47633333335,5.04555555555,5.80222222222,7.24744444444,10.3137777778
302.63,5.344,10.3231111111,5.51677777778,6.29433333333,5.29677777778,9.52144444443,5.09066666667,5.70611111111,7.29922222222,10.3736666667
303.00,5.41866666667,10.4518888889,5.44577777778,6.29055555556,5.25988888889,9.43755555555,5.07366666667,5.63166666666,7.29477777778,10.4045555556
303.37,5.38944444444,10.6976666667,5.52855555556,6.32166666667,5.31155555556,9.44011111111,5.27444444444,5.80633333333,7.34544444445,10.5722222222
303.74,5.67666666667,11.0167777778,5.707,6.56555555555,5.74088888889,9.65677777779,5.52511111111,6.18533333334,7.52533333333,10.7811111111
304.10,5.62144444444,11.1786666667,5.67544444445,6.52,5.75988888889,9.47955555555,5.483,6.16877777778,7.53344444444,10.5874444444
304.47,5.22611111111,10.9991111111,5.36544444444,6.27888888889,5.30077777778,9.16888888889,5.13111111111,5.86111111111,7.36555555555,10.1125555556
304.84,4.892,10.8015555556,5.04655555555,5.951,4.88533333333,8.82844444445,4.69955555555,5.57944444444,7.02022222222,9.80133333335
305.21,4.75655555556,10.5337777778,4.84588888889,5.75655555555,4.55022222222,8.59555555556,4.399,5.48155555555,6.79466666667,9.37211111111
305.58,4.42777777778,10.4582222222,4.74922222222,5.70244444444,4.22733333333,8.44477777778,4.17922222222,5.34311111111,6.659,9.18044444445
305.95,4.58966666667,10.6894444445,4.88677777778,5.82711111111,4.33388888889,8.41177777778,4.48588888889,5.55055555556,6.888,9.33455555556
306.32,4.75088888889,10.7096666667,4.76833333333,5.88933333333,4.31155555555,8.43288888889,4.48822222222,5.63344444444,7.00355555556,9.24588888889
306.69,4.60722222222,10.7628888889,4.56566666667,5.71766666667,4.10022222222,8.22122222222,4.24511111111,5.53833333333,6.81777777778,9.05566666667
307.06,4.40611111111,10.6835555555,4.28966666666,5.62055555556,3.82444444445,8.12811111111,4.05377777778,5.52466666667,6.70155555556,8.73711111111
307.43,4.50411111111,10.6617777778,4.15211111111,5.61422222222,3.70588888889,8.06922222222,3.82,5.40633333333,6.65733333333,8.61922222222
307.80,4.36888888889,10.7606666667,3.93955555556,5.40022222222,3.39433333333,7.97466666667,3.78755555556,5.33733333333,6.51733333334,8.29522222222
308.17,4.28877777778,10.7123333333,3.723,5.16322222222,3.231,7.83177777778,3.71977777778,5.18266666667,6.34966666666,8.16622222222
308.54,4.676,10.887,3.932,5.37966666667,3.58333333333,8.06322222222,4.07211111111,5.33922222222,6.513,8.68577777778
308.90,4.88055555555,11.1708888889,4.00911111111,5.53922222222,3.78155555556,8.30266666667,4.32644444444,5.42233333333,6.73677777778,8.81766666667
309.27,4.89055555555,11.3341111111,3.91433333333,5.49022222222,3.726,8.40511111111,4.29677777778,5.42666666667,6.80855555556,8.89477777778
309.64,5.11311111111,11.5687777778,3.97711111111,5.59044444444,3.85722222222,8.485,4.44877777778,5.56266666667,6.90222222222,9.026
310.01,4.94022222222,11.4968888889,3.88266666667,5.61211111111,3.83411111111,8.36155555555,4.36022222222,5.51511111111,6.88311111111,8.94455555556
310.38,4.93688888889,11.7561111111,4.11355555556,5.77844444444,4.04533333333,8.353,4.53577777778,5.579,7.08933333333,8.98744444444
310.75,4.78833333333,11.6536666667,3.99822222222,5.64588888889,3.94144444445,8.13555555556,4.419,5.43677777778,6.97077777778,8.82266666667
