wavelength,Back_DelCasf,Belly_DelCasf,Breast_DelCasf,Crissum_DelCasf,Crown_DelCasf,DorTail_DelCasf,Patch10_DelCasf,Patch11_DelCasf,Rump_DelCasf,Throat_DelCasf,WingTip_DelCasf
551.35,10.5145333333,20.0417333333,19.1322,16.2006,19.8790666667,8.44593333333,4.54493333333,13.7665333333,10.0837333333,28.4644,10.6363333333
551.69,10.4794,20.0884,19.1742,16.229,19.8403333333,8.43546666667,4.50293333333,13.7494,10.0482,28.5025333333,10.6153333333
552.03,10.4268,20.0978,19.1693333333,16.2143333333,19.7789333333,8.4026,4.47573333333,13.6876666667,9.98493333332,28.5016666667,10.5547333333
552.38,10.3804666666,20.1342,19.1937333333,16.2118666667,19.7235333333,8.40113333333,4.44406666667,13.6052,9.93659999999,28.4740666667,10.5156666667
552.72,10.3476,20.1862666667,19.2321333333,16.2334666667,19.6757333333,8.39213333333,4.42406666667,13.587,9.90026666667,28.5058666667,10.4929333333
553.06,10.3262,20.2287333333,19.2399333333,16.255,19.6171333333,8.38946666667,4.4032,13.5653333333,9.85480000001,28.5458666667,10.4875333333
553.40,10.3324666667,20.2682,19.2844666667,16.3171333333,19.6072,8.4062,4.39846666667,13.5634,9.84800000001,28.6116666667,10.4974666667
553.74,10.3656,20.3614,19.3760666667,16.3975333333,19.6008666667,8.44826666667,4.4288,13.5857333333,9.8888,28.6884666667,10.5496
554.09,10.3830666667,20.442,19.4319333333,16.4639333333,19.5918666667,8.4522,4.44553333333,13.5906,9.91593333333,28.7495333333,10.5678
554.43,10.4020666667,20.5269333333,19.5452666667,16.5516,19.6172,8.49186666667,4.4872,13.6194,9.94546666667,28.8422666667,10.6004
554.77,10.385,20.5433333333,19.5778,16.5762666667,19.5678666667,8.45726666667,4.44546666667,13.5759333333,9.90473333333,28.8736,10.5856666666
555.11,10.3733333333,20.5918,19.6434,16.6100666667,19.5490666667,8.46046666667,4.41666666667,13.5732,9.87699999999,28.9154,10.5695333333
555.45,10.346,20.6265333333,19.6926,16.6553333333,19.5056,8.44506666667,4.4166,13.5244,9.85886666668,28.9048666667,10.5544
555.80,10.3439333334,20.6750666666,19.7316,16.7099333333,19.4668666667,8.45326666667,4.41606666667,13.5204666666,9.84253333335,28.9189333333,10.5547333333
556.14,10.359,20.7491333333,19.8,16.7786666667,19.4771333333,8.45453333334,4.42546666667,13.5474,9.85413333334,29.0042,10.5972
556.48,10.3253333333,20.7855333333,19.8465333333,16.8307333334,19.4565333333,8.42453333333,4.391,13.5048,9.82566666667,29.0171333333,10.6093333333
556.82,10.3055333333,20.8254666667,19.9415333333,16.8837333333,19.4379333333,8.42526666667,4.37973333333,13.4822666667,9.85006666667,29.0537333333,10.6027333333
557.16,10.2864,20.8812,19.9911333333,16.9129333333,19.3901333333,8.4036,4.3656,13.4314,9.80566666666,29.0569333333,10.5904666667
557.50,10.2550666667,20.9551333333,20.0502,16.9712,19.3570666667,8.37433333334,4.34326666667,13.4236,9.74946666666,29.0852666667,10.5711333333
557.85,10.2804,21.0533333333,20.1824666666,17.066,19.3782,8.42266666667,4.3624,13.4332,9.76586666666,29.152,10.6163333333
558.19,10.2668666667,21.1024666667,20.1851333333,17.1142,19.3158,8.40946666667,4.33846666667,13.3986666667,9.73220000001,29.1602,10.5754666667
558.53,10.2487333333,21.159,20.2454666667,17.1570666667,19.2673333333,8.4106,4.35173333333,13.3865333333,9.73493333334,29.189,10.5800666667
558.87,10.2736,21.2458,20.3245333333,17.2734666667,19.2727333333,8.42673333333,4.3864,13.3718666667,9.75400000001,29.2488666667,10.599
559.21,10.2927333333,21.3480666667,20.3737333333,17.3712,19.2458,8.43393333333,4.4266,13.3636666667,9.77553333334,29.3238,10.6348666667
559.55,10.3156,21.4480666667,20.4968666667,17.4641333333,19.2405333333,8.482,4.4544,13.3679333333,9.82853333332,29.3978,10.663
559.89,10.3268,21.5581333333,20.5964666667,17.5665333333,19.2498,8.5064,4.4776,13.368,9.8606,29.4823333333,10.6632666667
560.23,10.3196,21.6161333333,20.6217333333,17.6023333333,19.1905333333,8.49686666667,4.48273333333,13.3256,9.86286666667,29.5475333334,10.6296
560.58,10.349,21.7292666666,20.6634,17.6788666667,19.179,8.5476,4.51826666667,13.3312,9.8666,29.5960666667,10.6524666667
560.92,10.3606,21.7836,20.7172,17.7412,19.1394,8.5546,4.535,13.3212666667,9.8858,29.6423333333,10.6594
561.26,10.3222666667,21.7954666667,20.708,17.7536666667,19.0945333333,8.52433333333,4.52133333333,13.2497333333,9.85493333333,29.6716666666,10.6287333333
561.60,10.2325333334,21.7666,20.6559333333,17.7209333333,18.9771333333,8.44,4.45273333334,13.1549333333,9.79666666668,29.629,10.5554666667
561.94,10.2166666667,21.7929333333,20.6778666667,17.7457333333,18.9448666667,8.42346666667,4.45206666667,13.1215333333,9.77233333333,29.6293333333,10.5864666667
562.28,10.2308666667,21.8645333333,20.7322,17.8049333333,18.9612666667,8.439,4.45466666667,13.1200666667,9.79393333332,29.6927333333,10.6194666667
562.62,10.1988666667,21.8956666666,20.7362,17.7884,18.9280666666,8.4388,4.407,13.0576666667,9.74833333333,29.6928,10.5956
562.96,10.2077333333,21.9440666666,20.8204666667,17.8482,18.9398,8.4652,4.39733333333,13.061,9.75213333333,29.7442,10.5830666667
563.30,10.2023333333,22.0134666667,20.8624666666,17.8924,18.9366,8.4406,4.38713333333,13.0465333333,9.69980000001,29.7970666667,10.6016
563.64,10.1868666667,22.0788666667,20.9225333333,17.9568666667,18.9144,8.4564,4.3836,13.0267333333,9.70246666667,29.8448,10.6066666667
563.99,10.2256,22.1938,21.0504666667,18.0466666667,18.9572666667,8.49266666667,4.40946666667,13.065,9.71053333335,29.9564666667,10.6570666667
564.33,10.1755333333,22.2312666667,21.0892,18.096,18.9076,8.45326666667,4.354,13.0196666667,9.66039999999,30.0,10.6335333333
564.67,10.1551333333,22.3354,21.1758666667,18.1859333333,18.9404666667,8.48506666667,4.3472,13.0298666667,9.64760000001,30.0888666667,10.6606666667
565.01,10.1599333333,22.4029333333,21.2172,18.2352666667,18.9062666667,8.4646,4.31746666667,13.0044666667,9.62953333333,30.1047333333,10.6654
565.35,10.1474,22.4527333334,21.2392,18.2811333333,18.8993333333,8.46946666667,4.3312,12.9904666667,9.5958,30.1339333333,10.6448
565.69,10.1391333333,22.5407333333,21.3273333333,18.3488,18.8878,8.47253333333,4.30666666667,12.9732,9.58586666668,30.2175333334,10.6327333333
566.03,10.154,22.6474,21.4348,18.4420666667,18.9095333333,8.509,4.34593333333,12.9992666666,9.60400000001,30.2851333333,10.6503333333
566.37,10.1287333333,22.7012,21.4762,18.4948666667,18.8614,8.4954,4.3664,13.0026,9.60806666666,30.3184,10.653
566.71,10.1092,22.7294666667,21.5074,18.5206666667,18.8358666667,8.496,4.36073333333,12.9905333333,9.58226666667,30.3446666667,10.6634
567.05,10.1343333333,22.8014,21.5966666667,18.5950666667,18.853,8.5066,4.3846,12.9860666667,9.60806666667,30.4014666667,10.6793333334
567.39,10.1528,22.8446666667,21.6122666667,18.6380666667,18.8214,8.47846666667,4.3826,12.9755333333,9.59393333334,30.3991333333,10.6879333333
567.73,10.1720666667,22.9154666667,21.7099333333,18.7282666667,18.8425333333,8.5068,4.41126666667,12.9908666667,9.62040000001,30.4459333333,10.7327333333
568.07,10.2141333333,23.0529333333,21.8168666667,18.8410666667,18.864,8.55446666667,4.46666666667,13.0247333333,9.67373333333,30.5004,10.7808
568.41,10.2204,23.1147333334,21.8636666667,18.8812666667,18.8474,8.5484,4.47313333333,13.0232666667,9.68753333334,30.5324666667,10.7950666667
568.75,10.2481333333,23.1869333333,21.9326,18.9541333333,18.8538666667,8.60686666666,4.529,13.048,9.73166666667,30.5538666667,10.8276
569.09,10.2708,23.2640666667,22.0288666667,19.0564666667,18.8459333333,8.62406666667,4.5388,13.0543333334,9.77666666667,30.595,10.87
569.43,10.2588,23.3052666667,22.0541333333,19.0828,18.825,8.6282,4.54873333333,13.053,9.7682,30.6056,10.8788666667
569.77,10.2431333333,23.3188,22.0562,19.1161333333,18.7542,8.60693333333,4.526,13.0129333333,9.72933333334,30.5785333333,10.8758
570.11,10.2705333333,23.3864,22.1522666667,19.1916,18.7603333333,8.638,4.53993333333,13.0142,9.72460000001,30.6110666667,10.9175333333
570.45,10.2676666667,23.4573333333,22.1741333333,19.2468666667,18.7318666667,8.649,4.5322,12.9564666667,9.71720000001,30.6166,10.9068
570.79,10.2463333333,23.4895333333,22.1923333333,19.2713333333,18.6884666667,8.66866666667,4.52406666667,12.9334,9.71146666667,30.6030666667,10.9120666667
571.13,10.2099333333,23.5302666667,22.2298666667,19.3064,18.6798666667,8.6872,4.5176,12.9008,9.69920000001,30.635,10.8983333333
571.47,10.1585333333,23.5458666667,22.2001333333,19.3024,18.6201333334,8.65426666667,4.47833333333,12.8406666667,9.66106666667,30.6338666666,10.8744666667
571.81,10.1280666667,23.541,22.1758666667,19.2875333333,18.5456,8.62273333333,4.46066666667,12.791,9.6086,30.6056666667,10.8646
572.15,10.1345333333,23.6055333333,22.2256,19.3567333333,18.5274,8.6358,4.45753333333,12.7795333333,9.63046666668,30.6296666667,10.8718
572.49,10.1149333333,23.6726666667,22.2972,19.3986666667,18.5087333333,8.64973333333,4.45793333333,12.7704,9.63719999999,30.6726,10.8725333333
572.83,10.1174666667,23.7287333333,22.3562,19.4469333333,18.4887333333,8.64486666667,4.44913333333,12.7532666667,9.61193333333,30.7232,10.8672666667
573.17,10.1191333333,23.8038666666,22.419,19.5206,18.4700666667,8.65433333333,4.44573333333,12.7408666667,9.59800000001,30.7538666667,10.8680666667
573.51,10.0974,23.8634,22.4584,19.5428,18.4533333333,8.64433333333,4.43993333333,12.7045333333,9.56673333333,30.7824,10.8396666667
573.85,10.0901333333,23.9040666667,22.4956,19.5919333333,18.4172666667,8.61926666667,4.42273333333,12.675,9.55453333334,30.8299333333,10.8426666667
574.19,10.0788666667,23.9767333333,22.5858,19.6171333333,18.398,8.61946666667,4.42226666667,12.6802666667,9.54986666667,30.8838666667,10.8549333333
574.53,10.0341333333,24.0066,22.6078,19.6717333333,18.3582666667,8.58386666667,4.39146666667,12.6378,9.49966666667,30.9245333333,10.8154666667
574.87,10.0484,24.074,22.6800666667,19.7474666667,18.3447333333,8.60353333333,4.41453333333,12.6470666667,9.50893333333,30.9848666667,10.8471333333
575.21,10.0605333333,24.1265333333,22.7473333333,19.8149333333,18.3237333333,8.6234,4.42193333333,12.6393333333,9.51626666667,31.0182,10.8405333333
575.55,10.0752,24.2053333333,22.8536666667,19.9082666667,18.3470666667,8.64133333333,4.4422,12.6565333333,9.52439999999,31.0928666667,10.8359333333
575.89,10.0610666667,24.2511333333,22.9184,19.9553333333,18.3208,8.643,4.46,12.6370666667,9.49626666667,31.1621333334,10.8232
576.22,10.0426,24.2608,22.9338666667,19.9814,18.2624,8.60093333333,4.42626666667,12.588,9.46313333334,31.1639333333,10.8097333333
576.56,10.0258666667,24.3133333333,22.9581333333,19.987,18.2340666667,8.60606666666,4.43993333333,12.5800666667,9.44619999999,31.1692,10.8032666667
576.90,10.0614666667,24.3822666667,23.0137333334,20.0650666667,18.2646,8.642,4.49066666667,12.596,9.49386666666,31.2278,10.8416666667
577.24,10.1168666667,24.4835333333,23.1427333333,20.1979333333,18.3172,8.71693333333,4.5478,12.6472666666,9.58146666667,31.3498666667,10.9257333333
577.58,10.1026666667,24.5384,23.1529333333,20.2454666667,18.3216,8.73333333333,4.55233333333,12.6463333333,9.57520000001,31.3506,10.9136666667
577.92,10.1498666667,24.6049333333,23.2054666667,20.3556,18.3185333333,8.7498,4.5906,12.6696,9.61320000001,31.3888666667,10.9514
578.26,10.1824,24.7118,23.2906666667,20.4206666667,18.3578,8.79533333333,4.65193333333,12.7276,9.67533333333,31.4612666667,11.0125333333
578.60,10.164,24.7322666667,23.3132,20.4313333333,18.3273333334,8.76393333333,4.64226666667,12.6936,9.66106666666,31.4312,11.0048666667
578.94,10.1488666667,24.7814,23.3296666667,20.4442,18.3016,8.74833333333,4.65126666667,12.6716666667,9.63813333333,31.4334,10.9808666667
579.28,10.0923333333,24.7646666667,23.3336666667,20.4456,18.2484,8.70506666667,4.58073333333,12.5978,9.605,31.4410666667,10.954
579.61,10.0818666667,24.7636,23.3582,20.4629333333,18.2154,8.71426666667,4.59666666667,12.5790666667,9.59619999999,31.3804666667,10.9558666667
579.95,10.0925333333,24.8663333333,23.4118666667,20.5586666667,18.2689333333,8.759,4.646,12.609,9.61506666666,31.4482666667,10.9979333333
580.29,10.1169333333,24.9216,23.4972666667,20.6347333333,18.2962666667,8.81686666667,4.6794,12.6412,9.66500000001,31.5218,11.0478666667
580.63,10.1112666667,24.9939333333,23.5710666667,20.7104666667,18.2808,8.83686666666,4.67653333333,12.6102,9.68160000001,31.5689333333,11.0560666667
580.97,10.0871333333,25.0316666667,23.5908,20.7388666667,18.2334,8.78006666667,4.64306666667,12.5622,9.62546666667,31.5880666667,11.0208666667
581.31,10.1463333333,25.1414666667,23.7368666667,20.8503333333,18.2568666667,8.8702,4.71606666667,12.5890666667,9.71293333333,31.695,11.0959333333
581.65,10.1394,25.2144,23.7878,20.9141333333,18.2834666667,8.90933333333,4.7662,12.6116,9.71640000001,31.7568666667,11.1266666667
581.98,10.1586666667,25.3092666667,23.8679333333,21.0154,18.2783333333,8.91860000001,4.76913333333,12.6035333333,9.70293333333,31.7969333333,11.142
582.32,10.1388,25.3242,23.8940666667,21.0640666667,18.2104,8.90120000001,4.7246,12.5777333334,9.63759999999,31.8401333333,11.1022
582.66,10.1440666667,25.3728666667,23.9468666667,21.1444,18.1882,8.90953333334,4.73033333333,12.5706,9.62733333333,31.8474,11.1303333333
583.00,10.1308,25.4208,23.978,21.1826666667,18.1563333334,8.89966666667,4.75413333333,12.5397333333,9.62346666667,31.8648,11.1153333333
583.34,10.1012666667,25.4648666667,23.9683333333,21.1908666667,18.1062,8.84406666667,4.69866666667,12.4671333333,9.57259999999,31.863,11.1028666667
583.68,10.0817333334,25.4422,24.0296,21.1988,18.0617333333,8.797,4.64613333333,12.4061333333,9.52553333332,31.8721333333,11.0462666667
584.01,10.0221333333,25.4772666666,24.0451333333,21.2228,18.0171333333,8.73386666667,4.58473333333,12.3254,9.46220000001,31.8804666667,10.9974666666
584.35,10.0338666667,25.5728666667,24.1391333333,21.3018,18.0084,8.73706666667,4.60593333333,12.3751333333,9.47146666666,31.9394666667,11.0474
584.69,10.0094,25.6192,24.1182,21.3236666667,17.9696666667,8.76046666667,4.58073333333,12.3755333333,9.49346666667,31.9377333333,11.0604
585.03,9.9752,25.6489333333,24.1324,21.3433333333,17.9391333334,8.696,4.54906666667,12.3604666667,9.4486,31.938,11.0049333333
585.37,9.86053333335,25.5824666667,24.0873333333,21.2955333333,17.8225333333,8.5996,4.42393333333,12.2209333333,9.32533333333,31.8444,10.8768
585.70,9.7422,25.5222,24.0470666667,21.2477333333,17.6897333333,8.52453333333,4.3324,12.1196,9.22373333334,31.7532666667,10.7776
586.04,9.73219999999,25.6452666667,24.1566666666,21.3314,17.7144,8.559,4.35493333333,12.1292666666,9.25513333333,31.7747333333,10.8183333333
586.38,9.68573333333,25.7381333333,24.2220666667,21.3614666667,17.6883333333,8.54306666667,4.32873333333,12.0908,9.24859999999,31.8153333333,10.7870666667
586.72,9.80593333334,25.9513333333,24.4287333333,21.5389333333,17.8304,8.62393333334,4.39433333333,12.1994,9.35619999999,31.9750666667,10.9348
587.06,9.75773333334,25.9671333333,24.4511333334,21.5645333333,17.7621333333,8.60733333333,4.3764,12.1897333333,9.33406666667,31.9934,10.8742666667
587.39,9.72066666665,26.0725333333,24.4945333333,21.6355333333,17.7546,8.61226666667,4.36593333333,12.2245333333,9.33053333333,32.0466,10.9125333333
587.73,9.81146666669,26.2155333333,24.6204666667,21.7663333333,17.8095333334,8.6948,4.44213333333,12.3136666667,9.39766666667,32.1616666667,10.9957333333
588.07,9.79773333332,26.2254,24.6098,21.7684,17.7756,8.67993333334,4.4052,12.2604,9.33873333334,32.1529333333,10.944
588.41,9.8122,26.2904666667,24.7162,21.8532666667,17.7985333333,8.67946666667,4.4234,12.2617333333,9.33239999999,32.2134,10.9394
588.74,9.76873333334,26.3354,24.7463333333,21.8649333333,17.706,8.65486666667,4.383,12.1880666667,9.27600000001,32.2086,10.9479333333
589.08,9.80560000001,26.4723333333,24.8431333333,21.9584666667,17.7362666667,8.68966666667,4.41286666667,12.2253333333,9.32786666666,32.3087333333,10.9960666667
589.42,9.86546666668,26.5461333333,24.8938,22.0169333333,17.7687333333,8.7252,4.4502,12.2632666667,9.39053333334,32.3929333333,11.0472666667
589.76,9.88913333334,26.5788666667,24.9077333333,22.0481333333,17.7611333333,8.74533333333,4.47373333333,12.2588666667,9.41960000001,32.4237333333,11.0673333333
590.09,9.94486666667,26.6313333333,24.9638,22.1496,17.7876666666,8.7886,4.521,12.3056,9.43899999999,32.4404666667,11.12
590.43,9.91599999999,26.6354666667,24.9195333333,22.1460666667,17.7089333333,8.7986,4.53986666666,12.2878666667,9.39446666666,32.4006,11.0849333333
590.77,9.92793333335,26.7064,24.9736666667,22.198,17.7303333333,8.816,4.54613333334,12.2794,9.42653333333,32.4003333333,11.1179333333
591.11,9.93260000001,26.7366,24.9976,22.2069333333,17.6786,8.79166666667,4.53093333333,12.1916,9.36866666667,32.3746666667,11.0609333333
591.44,9.94499999999,26.8158,25.0951333333,22.3158666667,17.6748,8.79473333333,4.53013333333,12.1687333333,9.37653333333,32.4029333333,11.0891333333
591.78,9.93320000002,26.8588,25.1393333333,22.3326,17.6458666667,8.7848,4.52606666667,12.1380666667,9.38293333334,32.4012,11.0899333333
592.12,9.84673333335,26.841,25.1132,22.3062,17.5550666667,8.72146666667,4.469,12.0148,9.28099999999,32.3272,11.0124
592.46,9.82366666669,26.9086666667,25.1923333333,22.3600666667,17.5883333333,8.71693333333,4.47986666667,12.0206,9.27760000001,32.3972666667,10.9970666667
592.79,9.77066666667,26.9395333333,25.1768,22.3708666667,17.5178666667,8.66033333333,4.42046666666,11.9682666667,9.2154,32.3886666667,10.9605333333
593.13,9.7318,27.0187333333,25.2116666667,22.3982,17.4721333333,8.63346666667,4.38326666667,11.9034,9.16713333333,32.4389333333,10.9292
593.47,9.73373333335,27.1044666667,25.2657333333,22.4693333334,17.4466666667,8.63886666667,4.38453333333,11.899,9.12579999999,32.5038666667,10.9161333333
593.80,9.76039999999,27.238,25.3924666667,22.5470666667,17.4630666667,8.67666666667,4.41073333333,11.9309333333,9.16019999999,32.6741333333,10.9640666666
594.14,9.78126666668,27.3243333333,25.4794666667,22.6354,17.4728,8.70946666667,4.43626666667,11.9256666667,9.18993333334,32.7633333334,10.9594
594.48,9.87506666667,27.5436666667,25.6864,22.8249333333,17.555,8.78686666667,4.5222,12.0164666667,9.23999999999,32.9588,11.0728666667
594.81,9.94280000001,27.6930666666,25.8306666667,22.9638666667,17.629,8.87333333333,4.60113333333,12.1214,9.35233333333,33.1044666667,11.1725333333
595.15,9.87986666667,27.7149333333,25.7993333333,22.9602,17.5764666667,8.84513333333,4.55873333333,12.0842,9.28066666667,33.1252,11.1153333333
595.49,9.82433333334,27.7373333333,25.8185333333,22.9953333333,17.5368,8.82413333333,4.5574,12.0832,9.25606666666,33.1319333333,11.0918666667
595.82,9.87999999999,27.8256,25.9304666667,23.0688,17.5786,8.86966666667,4.60633333333,12.1666666667,9.31666666667,33.2067333333,11.1546
596.16,9.92326666667,27.8726666667,25.9685333333,23.1602666667,17.5744666667,8.94366666667,4.65486666667,12.2082666667,9.35639999999,33.2294666667,11.2166
596.50,10.0562,27.9907333333,26.1586666667,23.3238,17.6726,9.07886666667,4.78573333333,12.3318666667,9.47179999999,33.3592,11.3409333333
596.83,10.0936,28.0724666667,26.2680666667,23.4096,17.7168666667,9.13513333333,4.84813333333,12.3996,9.52180000001,33.3719333333,11.4026
597.17,10.1104666667,28.1269333333,26.3218,23.4902666667,17.7383333333,9.15600000001,4.86146666667,12.4153333333,9.5542,33.4178666667,11.4437333333
597.51,10.0832,28.0850666667,26.2817333333,23.4888,17.669,9.11726666666,4.82726666667,12.3606666667,9.51386666667,33.3163333333,11.3992666667
597.84,10.0322,28.1247333333,26.3028666667,23.4767333333,17.6136666667,9.07913333333,4.7776,12.3319333333,9.48406666666,33.2784666667,11.3884
598.18,10.0334,28.1434,26.3094,23.5097333333,17.5938666667,9.08226666666,4.76686666667,12.3286,9.49913333333,33.2755333333,11.3882666667
598.52,10.0413333333,28.1996,26.326,23.581,17.5938,9.10413333333,4.77793333334,12.34,9.50166666667,33.2671333333,11.4086
598.85,10.0294666667,28.2112666667,26.3314,23.5558666667,17.5530666667,9.08406666667,4.7576,12.305,9.48606666666,33.2270666667,11.4031333333
599.19,10.1081333333,28.3150666667,26.4401333333,23.6813333333,17.5762666667,9.15226666666,4.7912,12.3212,9.50306666667,33.3381333333,11.4711333333
599.53,10.1388666667,28.4152,26.4973333333,23.7794,17.5784666667,9.2048,4.83366666667,12.3479333333,9.53313333333,33.3873333333,11.515
599.86,10.1248,28.4968666667,26.5636,23.8259333333,17.5879333333,9.18299999999,4.7908,12.3138,9.52866666667,33.3792,11.5134
600.20,10.0462666667,28.549,26.5909333333,23.8248,17.5261333333,9.10986666667,4.73053333333,12.2309333333,9.47546666668,33.3984666667,11.4642666667
600.53,10.0152,28.5440666667,26.5825333333,23.9023333333,17.4751333333,9.05946666667,4.6886,12.1490666666,9.43139999999,33.4158,11.4362
600.87,9.94446666666,28.5399333333,26.6132,23.8721333333,17.3783333333,8.97353333333,4.61306666667,12.0506,9.35413333334,33.3941333334,11.3512
601.21,9.89933333333,28.6343333333,26.6908,23.9213333333,17.3748666666,8.97400000001,4.59893333333,12.0270666667,9.35359999999,33.4596,11.3506
601.54,9.89326666665,28.6076,26.7006666667,23.9516,17.3240666667,8.95406666667,4.5804,11.9834,9.31426666667,33.4508666666,11.3449333333
601.88,9.91566666665,28.7057333333,26.7946666667,24.0506,17.3419333333,8.9808,4.6146,11.9912666667,9.32786666666,33.5425333333,11.3818
602.21,9.87933333333,28.7476666667,26.8803333334,24.0881333333,17.2896,8.95560000001,4.58566666667,11.9252666666,9.29466666666,33.5887333333,11.3773333333
602.55,9.88393333333,28.8213333333,26.9656666667,24.1600666667,17.2858,8.98406666666,4.6406,11.9502,9.33193333333,33.6084666667,11.4071333333
602.88,9.85926666666,28.8762,27.0204,24.214,17.2792,8.952,4.63026666667,11.9398666667,9.35219999999,33.6175333333,11.3959333333
603.22,9.80719999999,28.8936666667,27.0065333333,24.2315333333,17.2006,8.90239999999,4.57993333333,11.8717333333,9.28346666667,33.5928,11.3401333333
603.56,9.8016,28.9015333333,27.0106666667,24.2356,17.1784,8.86600000001,4.58246666667,11.8596666667,9.24026666666,33.627,11.3221333333
603.89,9.78653333335,28.9216666667,27.0152,24.2583333333,17.1693333333,8.86899999999,4.59473333333,11.8408666667,9.23646666667,33.6292,11.3159333333
604.23,9.76273333334,28.9424,27.0291333333,24.2560666667,17.1160666667,8.86240000001,4.5698,11.8365333333,9.22353333334,33.5943333333,11.3142
604.56,9.76539999999,28.9598666667,27.0775333333,24.3023333333,17.1330666667,8.88080000001,4.60146666667,11.853,9.25799999999,33.6455333333,11.3568
604.90,9.82053333334,29.0451333333,27.142,24.3866666667,17.1735333333,8.92106666667,4.6614,11.9065333333,9.29353333334,33.6972666667,11.4056
605.23,9.81426666665,29.1107333334,27.1662,24.4484,17.2071333333,8.94366666667,4.68593333333,11.9202,9.32653333333,33.7420666667,11.4252
605.57,9.7836,29.1028,27.1725333333,24.4274666667,17.1790666667,8.92773333334,4.67013333333,11.9042,9.29773333333,33.7256666667,11.4040666667
605.90,9.76420000001,29.1095333333,27.1723333333,24.4359333333,17.1314666667,8.89986666666,4.65653333333,11.8894,9.27639999999,33.7238,11.3889333333
606.24,9.77186666667,29.1734666667,27.2482666667,24.5169333333,17.1380666667,8.89366666666,4.6486,11.8985333333,9.29493333334,33.7505333333,11.4100666667
606.58,9.75186666665,29.2096666667,27.2667333333,24.5092666666,17.0854666667,8.85713333333,4.61826666667,11.8552666667,9.25279999999,33.7746666666,11.3783333333
606.91,9.76,29.2495333333,27.3140666667,24.5341333333,17.0841333333,8.85793333333,4.61853333333,11.8299333333,9.27046666666,33.8372666667,11.4008
607.25,9.78426666666,29.328,27.3643333333,24.6033333333,17.0614666667,8.89893333333,4.64573333334,11.8476666667,9.31693333334,33.8706666667,11.4222
607.58,9.8038,29.3982,27.4060666667,24.6867333333,17.0485333333,8.92573333333,4.6636,11.8865333333,9.34146666667,33.8708,11.4675333333
607.92,9.86533333333,29.4813333333,27.5081333333,24.7691333333,17.1165333334,8.98593333333,4.73366666667,11.9064666667,9.39973333334,33.9302,11.5100666667
608.25,9.88759999999,29.5971333333,27.5364,24.8180666667,17.1273333333,9.03673333333,4.77526666667,11.9195333333,9.41353333333,33.9192,11.5309333333
608.59,9.82633333333,29.5174,27.4849333333,24.7540666667,17.043,8.99606666667,4.74893333333,11.8262666667,9.35346666667,33.8248,11.4782
608.92,9.81099999999,29.5244,27.4958666667,24.7837333333,17.0076,8.98053333334,4.72613333333,11.7870666667,9.311,33.7893333333,11.4510666667
609.26,9.76113333333,29.4844666667,27.4819333333,24.7968,16.9724,8.93466666667,4.69566666667,11.713,9.2882,33.7288,11.41
609.59,9.76806666668,29.4948666667,27.4854666667,24.8056666667,16.974,8.93586666667,4.69793333333,11.7006666667,9.29113333333,33.7036,11.3842
609.93,9.78673333335,29.4774,27.4595333333,24.8134,16.9790666667,8.98286666667,4.7414,11.6933333333,9.30086666666,33.6935333333,11.4154666667
610.26,9.76980000002,29.4632666667,27.4018,24.8100666667,16.9710666667,9.02713333334,4.7872,11.6818666667,9.31433333333,33.6071333333,11.4432
610.60,9.74100000001,29.4139333333,27.3640666667,24.7854666667,16.9578,9.04306666666,4.8152,11.6764666667,9.31146666667,33.5270666667,11.4476
610.93,9.7206,29.414,27.3648666666,24.7876666667,16.9364666667,9.00793333333,4.7902,11.6433333333,9.28873333334,33.5206666667,11.4197333333
611.27,9.66346666669,29.3596,27.3254666666,24.7524,16.8772,8.94226666666,4.7216,11.5504,9.21220000001,33.4682,11.3611333333
611.60,9.61266666666,29.3586666667,27.2774666667,24.7357333333,16.8223333333,8.89226666667,4.6846,11.4869333333,9.16793333333,33.4170666667,11.3186
611.93,9.6406,29.3528666667,27.3024666667,24.7923333333,16.8188,8.87953333333,4.69226666667,11.5002,9.18813333333,33.4378,11.3548666667
612.27,9.61213333335,29.4098666667,27.3452,24.8758666667,16.8133333333,8.87220000001,4.64446666667,11.4968,9.17106666666,33.5096666667,11.3524666667
612.60,9.58013333334,29.4434666667,27.4072,24.8948,16.8191333333,8.84826666666,4.6342,11.4830666667,9.1194,33.5532666667,11.3606666667
612.94,9.57713333335,29.5040666667,27.4285333333,24.9219333333,16.7622666667,8.86526666667,4.62106666667,11.4734,9.09206666667,33.5514666667,11.3744
613.27,9.54340000001,29.5274,27.4171333333,24.9511333333,16.7254666667,8.82553333333,4.58733333333,11.416,9.02266666667,33.5709333333,11.3676
613.61,9.50773333333,29.572,27.4238666667,24.9775333333,16.6758,8.7894,4.5226,11.3400666667,8.96366666667,33.5916,11.2980666667
613.94,9.53500000001,29.6494,27.5772666667,25.0636,16.7098666667,8.79393333333,4.50446666667,11.3603333333,8.96373333333,33.6953333334,11.3167333333
614.28,9.57486666668,29.8345333333,27.7584,25.2,16.7248,8.79753333333,4.47486666667,11.3792,8.9532,33.8090666667,11.3168
614.61,9.57746666665,29.9416666667,27.8755333333,25.3136666667,16.7834666667,8.85806666667,4.48293333333,11.396,8.94860000001,33.9065333333,11.3508666667
