wavelength,Back_CamPauf,Belly_CamPauf,Breast_CamPauf,Crissum_CamPauf,Crown_CamPauf,DorTail_CamPauf,Rump_CamPauf,Throat_CamPauf,WingTip_CamPauf
725.62,18.3364666667,40.9029333333,22.5422333333,37.8316333333,15.7296,14.7810666667,19.3951333333,27.9411333333,16.3862
725.94,18.5272666667,40.9977666667,22.7394333333,37.9558333333,15.767,14.9879333333,19.5887333333,28.059,16.4687333333
726.26,18.7526,41.0728333333,22.9240333333,37.9995666667,15.9193333333,15.1518666667,19.7119,28.1151333333,16.6131333333
726.58,18.7622666667,40.9882,22.8218333333,37.9881333333,15.9744666667,15.1360666667,19.6668666667,28.0386,16.7149333333
726.90,18.7191333333,41.1260333333,22.8815333333,37.8202,16.005,15.1138666667,19.6943333333,28.2414,16.7091333333
727.21,18.5811333333,41.0417666667,22.8151666667,37.7017333333,15.8321333333,15.0972,19.6076,28.1895333333,16.5344666667
727.53,18.5244,40.8553666667,22.8060333333,37.5067,15.8450666667,14.9812,19.4928666667,28.0684666667,16.4307333333
727.85,18.4506,40.7235333333,22.6708333333,37.3452333333,15.7407333333,14.8157333333,19.4236666667,27.9611333333,16.4934
728.17,18.3322,40.7571333333,22.6394666667,37.3697,15.6518666667,14.7518,19.2442666667,27.8632,16.3390666667
728.49,18.3856666667,40.8283,22.5758333333,37.3202,15.6976,14.6990666667,19.1604333333,27.8036666667,16.4280666667
728.80,18.1888,40.8874333333,22.5011333333,37.3736,15.5754666667,14.5456666667,19.134,27.7114666667,16.4046
729.12,18.0977333333,41.0942333333,22.5530666667,37.3458,15.5365333333,14.4163333333,19.1156,27.7526666667,16.3544
729.44,17.4798666667,40.6978,22.029,36.9125,14.9958,13.972,18.4873666666,27.0922666667,15.7949333333
729.76,17.1185333333,40.4263666667,21.7497666667,36.6405666667,14.6859333333,13.6684,18.2025,26.8658,15.5370666667
730.08,16.8849333333,40.1007666667,21.5104,36.3009,14.4332,13.4168,17.9150666667,26.4638666667,15.1382666667
730.39,16.6302,39.7794666667,21.2886333333,36.1301333333,14.2059333333,13.1326666667,17.6277666667,26.1436,14.8049333333
730.71,16.6175333333,39.7816666667,21.1957333333,36.0539333333,14.1592,13.0615333333,17.6493,26.0429333333,14.7504666667
731.03,16.6369333333,39.9102,21.2860333333,36.2154,14.2298,13.1668666667,17.6943,26.1932,14.7816666667
731.35,16.8575333333,40.1723666667,21.4963666667,36.4011333333,14.3513333333,13.2637333333,17.7607666667,26.3396,14.8231333334
731.67,16.9708,40.2042666667,21.5347,36.4646666667,14.4248666667,13.2700666667,17.8353333333,26.373,15.0037333333
731.98,16.7738666667,40.0190666667,21.4706333333,36.1812333333,14.2940666667,13.1512,17.662,26.1876666667,14.8142
732.30,17.0886,40.1082,21.6961666667,36.3691333333,14.5355333333,13.4005333333,17.8804,26.3113333333,14.9315333333
732.62,17.0363333333,40.0162666667,21.5826333333,36.4307666667,14.3271333333,13.3258,17.8242333333,26.2491333333,14.8548666667
732.94,17.3088,40.2501666667,21.7199666667,36.5536,14.5261333333,13.5281333333,18.1325666667,26.4526,15.1047333333
733.25,17.3840666667,40.226,21.7457333333,36.6763333333,14.5736,13.601,18.2467,26.4926666667,15.0985333333
733.57,17.2509333333,40.2391333333,21.7527333333,36.6132,14.5636,13.6071333333,18.2876666667,26.6847333333,15.0567333333
733.89,17.2968666667,40.4529,21.8279333333,36.6079,14.5739333333,13.6042666666,18.3325666667,26.6864,15.1062666667
734.21,17.2808666667,40.4916,21.7615666667,36.7127,14.4915333333,13.4956666667,18.2387,26.6792666667,14.9943333333
734.52,17.3066666667,40.3088666667,21.6341666667,36.6475,14.4052,13.3872666667,18.2373,26.5618,14.9166666666
734.84,17.0824666667,39.9462,21.4699666667,36.3571666667,14.286,13.3512,18.0714666667,26.3024,14.8114666667
735.16,16.9448,39.7343666667,21.3577,36.22,14.228,13.2293333333,17.9525333333,26.1682,14.672
735.48,17.1527333333,39.6823666667,21.5648,36.4419333333,14.4311333333,13.3032,18.2148,26.2922666667,14.8989333333
735.79,16.6077333333,39.179,21.1788333333,36.0422,13.9749333333,12.7054,17.7853666667,25.8147333333,14.4607333334
736.11,16.8115333333,39.3396,21.3952,36.1681666667,14.2645333333,12.7608666667,17.9366666667,25.8874,14.7163333333
736.43,16.92,39.3746333333,21.6631333333,36.3198666667,14.4392,12.9508,18.0634333333,26.0708666667,14.9039333333
736.74,16.7702666667,39.3886,21.4944666667,36.2252666667,14.3686666667,12.7120666667,17.9382666667,25.9905333334,14.7686
737.06,16.7892666667,39.5128666667,21.4332333333,36.4087,14.277,12.5652666667,17.6838,25.9072666667,14.5921333333
737.38,16.7553333334,39.4970333333,21.5082333333,36.4265333333,14.2027333333,12.4961333333,17.5996333333,25.8636666667,14.5128
737.69,16.6585333333,39.5528666667,21.5638666667,36.4182,14.1699333333,12.5057333333,17.6264333333,25.9214,14.5454
738.01,16.2792,39.6812333333,21.5406666667,36.2177333333,13.9926,12.3128666667,17.3025666667,25.8105333333,14.2798
738.33,16.549,40.1005,21.7816666667,36.6206,14.3200666666,12.3357333333,17.6706,26.1795333333,14.6298
738.64,16.6767333334,40.2045666667,21.8427333333,36.635,14.3868,12.4011333333,17.807,26.3064,14.7452
738.96,16.6861333333,40.6082333333,21.8413333333,36.8834,14.172,12.3046666667,17.7422,26.4361333333,14.7008666667
739.28,16.9866,41.0415666667,22.0313,37.3502333333,14.4196,12.6096666667,17.9649,26.7987333333,15.0538666667
739.59,16.9664666667,40.8778666667,21.9046,37.3608333333,14.4051333333,12.7075333333,17.8603,26.7454,14.9242
739.91,16.8141333333,40.8270666667,21.6580333333,37.2726333333,14.3204,12.3860666667,17.664,26.6874666667,14.7324666667
740.23,16.9389333333,40.7300666667,21.8366666667,37.1664666667,14.4201333333,12.5442,17.6547333333,26.7121333333,14.9093333333
740.54,17.2516,40.9804333333,22.1397333333,37.3950333333,14.8031333333,12.8614,18.2357666667,27.0986,15.3497333333
740.86,17.2582,40.9546666667,22.0419333333,37.4102,14.7332,12.8201333333,18.3687666666,27.1644666667,15.3161333333
741.18,17.3249333333,40.8629666667,22.1260333333,37.4543,14.9182666667,12.9772,18.4385666667,27.1852666667,15.4253333333
741.49,17.5367333333,40.7499666667,22.1274666667,37.5257,15.0376666667,12.9628,18.7306,27.2177333333,15.6976
741.81,17.5166666667,40.714,22.1571333333,37.6727333333,15.0533333333,13.1702666666,18.7400666667,27.2828,15.6052
742.12,17.6546666667,41.0165666667,22.3760666667,38.0209666667,15.2580666667,13.4728,18.9863333333,27.5017333333,15.7278666667
742.44,17.6479333333,40.8507,22.318,37.9877666667,15.5391333333,13.8440666667,19.0661333333,27.5852,15.7675333333
742.76,18.0798666667,41.0946333333,22.7302,38.0934,15.9568666667,14.3098,19.3679333333,27.7902,16.0853333333
743.07,17.974,41.0306333333,22.7432,38.0629333333,16.0548,14.2334,19.4914333333,27.9554,16.1026666667
743.39,17.8233333333,40.9251666667,22.6872,37.9790666667,15.8046,14.0257333333,19.2842333333,27.5128,15.8931333333
743.70,18.0462666667,41.3318666667,22.9506,38.38,16.0861333333,14.287,19.6514666667,27.7558,16.0860666667
744.02,17.8782,41.1934,22.7242333333,38.2553666667,15.9336666667,14.1153333333,19.3642666667,27.4721333333,15.8974666667
744.34,18.2424666667,41.2658,23.0201666667,38.5577,16.4271333333,14.4685333333,19.7786666667,27.6032,16.3674
744.65,18.4433333333,41.4566333333,23.2386666667,38.7859333333,16.6505333333,14.4990666667,19.9572333333,27.7443333333,16.5927333333
744.97,18.4593333333,41.5588666667,23.1850333333,39.0717333333,16.75,14.5969333333,19.9394333333,27.8243333333,16.4383333333
745.28,18.3652,41.5803333333,23.1867333333,39.0264666667,16.6113333334,14.6249333333,19.8773333333,27.7325333333,16.4204
745.60,18.3060666667,41.6396666667,23.0865333333,39.1453,16.6078666667,14.5378666667,19.6945666667,27.7928666667,16.3577333333
745.91,18.1421333333,41.6704,23.0018333333,38.9652,16.4366666667,14.1837333333,19.5202666667,27.5933333333,16.2251333333
746.23,17.7106666667,41.3446666667,22.6216,38.7206333333,16.0380666667,13.8276,19.0707333333,27.2111333333,15.78
746.55,18.2269333333,41.8755333333,23.1011333333,39.1461333333,16.5062666667,14.4433333333,19.4276333333,27.5104666667,16.3079333334
746.86,18.641,41.9312666667,23.3431,39.3844333333,16.8495333333,14.9453333333,19.8279,28.0428666667,16.7262666667
747.18,18.4013333333,41.6802666667,23.0343,39.1463666667,16.5112,14.6383333333,19.4464666667,27.8630666667,16.6068
747.49,18.6489333333,41.7567,23.2609333333,39.3288333333,16.7628666667,14.7665333333,19.6329666667,27.8320666667,16.8273333333
747.81,18.6252,41.8786333333,23.1854,39.2747333333,16.7950666667,14.775,19.4496,27.8816,16.8274666667
748.12,18.806,42.1673666667,23.3525333333,39.3847333333,17.0398,14.9702,19.6139666667,28.0586,17.0614666667
748.44,19.0968666667,42.2952,23.6265666667,39.2849333333,17.1542666667,15.3056666667,19.8416666667,28.1012666667,17.4306
748.75,19.5345333333,42.7059666667,23.9871333333,39.6022666667,17.6091333333,15.5802,20.1809333333,28.5857333333,17.8188
749.07,19.5632,42.4977666667,23.9127333333,39.485,17.5562,15.4774,20.1615333333,28.45,17.8074666667
749.38,19.8399333333,42.3504666667,24.0644333333,39.8070666667,17.7075333333,15.4718666667,20.4128333333,28.6412,18.0931333333
749.70,20.0651333333,42.3547666667,24.1366333333,39.9201666667,17.8661333333,15.6439333333,20.5729333333,28.7627333333,18.2760666667
750.01,19.5888666667,41.9505,23.8962,39.5992666667,17.4046666667,15.1170666667,20.2044666667,28.3638666667,17.9822666667
750.33,19.5074666667,42.0126,23.9076333333,39.5964666667,17.3842666667,14.9616666667,20.1083666667,28.3863333333,17.8578666667
750.64,19.685,42.2237,24.0832333333,39.9913666667,17.6976,15.274,20.3904,28.5477333333,17.904
750.96,19.8295333333,42.2103,24.2698666667,40.1247333333,17.7544666667,15.432,20.5509666667,28.6418,18.1677333333
751.27,20.0856666667,42.4806666667,24.3939,40.4655333333,17.8214,15.6212,20.7127,28.9673333333,18.3413333334
751.59,19.8688666667,42.1755333333,24.1105333333,40.3687333333,17.504,15.4982,20.3730666667,28.7561333333,18.0995333333
751.90,19.9806,42.2923666667,24.2619666667,40.7472666667,17.7712666667,15.6764666667,20.5865,28.9407333333,18.2053333333
752.22,19.7827333333,42.2379,23.9854,40.6849,17.4807333333,15.4550666667,20.4652333333,28.5425333333,18.0198666667
752.53,19.8891333333,42.5615333333,24.1299333333,40.7738333333,17.5415333333,15.7026666667,20.6608666667,28.7403333333,18.1762666667
752.85,19.811,42.6102,24.1019,40.5484666667,17.4744666667,15.9762666667,20.6178,28.6210666667,18.0933333333
753.16,20.0497333333,42.8298666667,24.2142666667,40.8050666667,17.7474666667,16.1676666667,20.9581333333,28.8692666667,18.3094
753.47,20.5225333333,43.1276333333,24.5363,41.2615666667,18.1884666667,16.5882,21.4751333333,29.1552666667,18.7981333333
753.79,20.7920666667,43.0994,24.7230333333,41.4582666667,18.5308666667,16.8746,21.7912666667,29.3522666667,19.1642
754.10,20.9713333333,43.1401333333,24.8929,41.5050333333,18.7032666667,16.8808,21.9035666667,29.3690666667,19.3908666667
754.42,20.9702666667,43.6207,25.0464333333,41.6643666667,18.8263333334,17.1397333333,22.1209666667,29.874,19.4032
754.73,20.7422,43.3155333333,25.067,41.5164333333,18.7593333333,17.102,22.1548,29.5423333333,19.2821333333
755.05,21.1333333333,43.6361,25.55,41.9037333333,19.1293333333,17.3792666667,22.7053,29.882,19.5769333333
755.36,21.1841333333,43.7938666667,25.6017,41.8716,19.1348666667,17.3170666667,22.6403,30.008,19.6134666667
755.67,21.2674,43.6161666667,25.6891,42.0515,19.3460666667,17.4519333333,22.6691,30.0656,19.7828
755.99,21.4628,43.7286333333,25.8142,42.2169,19.4561333333,17.4906,22.8339333333,30.1315333333,19.8902666667
756.30,21.5689333333,44.1408,26.1673,42.7388666667,19.8262666667,17.7822666667,23.0911,30.4694666667,20.1646
756.62,21.4404,44.2394666667,26.2820666667,42.6294333333,19.6048,17.5401333333,23.0048333333,30.4386,20.0420666667
756.93,21.5418666667,44.3262333333,26.1657666667,42.4970666667,19.6217333333,17.6548,22.9583333333,30.5394,19.9182
757.24,21.4945333333,44.6724333333,26.1034,42.5743333333,19.3328666667,17.4420666667,22.9031333333,30.4386,19.8232
757.56,21.4574666667,44.6401333333,26.0766333333,42.4293,19.2102,17.487,22.8562666667,30.2632,19.6968
757.87,21.5161333333,44.0936666667,25.9308333333,42.2811,19.0913333333,17.2460666667,22.5975666667,30.0233333333,19.6192666667
758.18,21.4539333333,44.1471666667,25.8542666667,42.2100666667,18.9940666667,17.1464,22.3883333333,29.8602666666,19.5193333333
758.50,21.3850666667,43.8358333333,25.7703333333,41.9402333333,18.8410666667,17.2438,22.2409666667,29.5115333333,19.4824
758.81,21.5896666667,43.942,25.8845666667,42.1788333333,19.0166,17.5888666667,22.5848666667,29.6608666667,19.8219333333
759.13,21.8036666667,44.1217333333,26.0939333333,42.1638,19.1686,17.8108,22.8588666667,29.8532,20.0184
759.44,21.6569333333,43.8316333333,25.9929333333,41.9158333333,19.2094,17.7792666667,22.8258333333,29.8476666667,19.952
759.75,21.4279333333,43.5195666667,25.6318333333,41.5408,18.9010666667,17.4572,22.6719,29.5020666667,19.5635333334
760.07,21.2429333333,43.0404,25.2590666667,41.0531666667,18.7955333333,17.4232666667,22.4983666667,29.3296666667,19.5001333333
760.38,21.1024,42.8344,25.2209666667,40.8124,18.6043333333,17.368,22.4844333333,29.3238,19.3454
760.69,20.9398666667,42.4067,24.9776333333,40.3930333333,18.5712,17.4950666667,22.3364666667,29.0488,19.2185333333
761.01,21.2217333333,42.6645,25.2227333333,40.5178666667,18.8068,17.7538,22.7083,29.502,19.6212666667
761.32,21.3698,43.1963333333,25.3857333333,40.8270333333,19.0520666667,18.1253333333,23.0112,29.7698666667,19.9593333333
761.63,21.7864,43.3537333333,25.7,40.9637333333,19.4512666666,18.5948666667,23.4300666667,30.1622666667,20.2691333333
761.94,21.6922,43.4386333333,25.6356666667,40.9031,19.3938666667,18.4730666667,23.3195666667,30.2182666667,20.3343333333
762.26,21.3937333333,43.2521,25.322,40.5005,19.1653333333,18.1585333333,22.9622333333,30.0283333333,19.9848
762.57,21.1606,43.0077,25.1431666667,40.2829666667,18.9358666667,17.9863333333,22.7104333333,29.8463333333,19.6962666667
762.88,21.0934666667,43.1181666667,25.2585,40.3756666667,18.9328666667,17.9910666667,22.6543333333,29.8060666667,19.7549333333
763.20,21.2793333334,43.1760666667,25.3744333333,40.4463333333,19.0628,18.2452666667,22.7544,29.9846,20.0633333333
763.51,21.3221333333,43.5309,25.4562666667,40.6391,19.1388666667,18.3965333333,22.8103666667,30.05,20.0914666667
763.82,21.4347333333,43.8130666667,25.5513333333,40.8582333333,19.2648666667,18.4925333333,22.8234666667,30.0928666667,20.2446
764.14,21.5096,43.9515666667,25.6679,41.0944333333,19.3916666666,18.5462666667,22.9317666667,30.2380666667,20.2997333333
764.45,21.4745333333,43.8894666667,25.6527333333,41.2095666667,19.4172666667,18.5222666667,22.8625,30.2172,20.2413333333
764.76,21.4088,43.6444333333,25.4905333333,41.0015666667,19.3548,18.3814,22.7516,29.9991333333,20.0935333333
765.07,21.0713333333,43.5563666667,25.1902333333,40.9195333333,19.0878666666,18.0442,22.461,29.7568,19.9574666667
765.39,20.9888,43.5297333333,25.0362666667,40.9232,19.0846,18.0320666667,22.4460333333,29.6876,19.6980666667
765.70,21.1233333333,43.5947666667,25.1073,41.0314,19.1502666667,18.2025333333,22.7094333333,29.6897333333,19.8122
766.01,21.2479333333,43.8569333333,25.1003,41.2004333333,19.2681333333,18.3096,22.88,29.905,19.9307333333
766.32,21.4268666667,43.7094333333,25.0228666667,41.1830666667,19.3072666667,18.3196,22.9183333333,29.8674,19.9748
766.64,21.5996666667,43.7368333333,25.1287333333,41.2202666667,19.4128,18.1999333333,23.047,29.8609333333,19.9662666667
766.95,21.9536666667,43.7271333333,25.3474666667,41.4767,19.6148,18.5121333333,23.3421333333,30.1234,20.2743333333
767.26,21.2387333333,42.9399666667,24.6569666667,40.6023,18.9782,17.9381333333,22.9869,29.5307333333,19.6548666667
767.57,21.3074,42.9678,24.7015666667,40.4430666667,18.8639333333,18.0024666667,23.1050666667,29.4306,19.6983333333
767.88,21.3149333333,42.9741333333,24.6843666667,40.0988,18.6656,18.0303333333,23.1536333333,29.1935333333,19.702
768.20,21.0330666667,42.6832666667,24.5158666667,39.9297,18.4733333333,18.1002666667,23.1339,29.089,19.7416666667
768.51,20.9918,42.4692666667,24.2810666667,39.6786666667,18.128,18.0576,23.2438,28.8821333333,19.5276666667
768.82,20.7966666667,41.9826333333,24.1792333333,39.2498333333,17.9185333333,17.8287333333,23.2749,28.7242666667,19.8142
769.13,20.7428,41.9232666667,24.4089666667,39.3635333333,17.7345333333,17.7068666667,22.9912666667,28.738,19.6795333333
769.44,20.4912,41.4671666667,24.5017333333,38.8895,17.5972666667,17.541,22.8874333333,28.2465333333,19.4931333333
769.76,19.8202666667,41.2686,24.0062,38.3380333333,16.7499333333,17.1162666667,22.3489666667,27.8677333333,18.8920666667
770.07,19.3128,41.1863666667,23.6738666667,38.1524666667,16.4784,17.0576666667,22.0537,27.7597333333,18.5699333333
770.38,18.8064,40.9243333333,23.3849333333,37.6275,16.0531333333,16.562,21.7772333333,27.2951333333,18.0614666667
770.69,18.7477333334,40.8039,23.3485666667,37.6497666667,15.9694,16.4162666667,21.5108,26.9102,18.0304666667
771.00,18.7662,40.8946666667,23.4425,37.6773333333,16.4418,16.4280666667,21.4843333333,27.2121333334,18.2482
771.32,18.0318,40.1843,22.7664333333,37.0125,15.9136,15.9450666667,20.8502,26.6874666667,17.6663333333
771.63,18.3776,40.5567333333,22.9498,37.0855333333,16.0480666667,16.3096,20.8094333333,26.9706,17.6175333333
771.94,18.2412666666,40.7649666667,22.8640333333,37.0804666667,16.2780666667,16.2566,20.711,26.9209333333,17.8110666667
772.25,18.4504,41.3158666667,23.0116333333,37.4488666667,16.4729333333,16.6995333333,20.572,27.1929333333,17.7411333333
772.56,17.9084,40.9037333333,22.3734333333,36.9504666667,16.0710666667,16.3137333334,20.1905,26.6367333333,17.5238666667
772.87,17.9480666667,41.2255333333,22.0306,37.1353333333,15.8385333333,16.3189333333,20.0478666667,26.6436,17.6407333333
773.18,18.5522666667,41.3708666667,22.6573666667,37.4693666667,16.6204666667,16.9163333333,20.7201,27.1428666667,18.2104666666
773.50,17.9575333333,40.6833666667,21.7750333333,36.6121666667,15.8876,16.2938,19.8751,26.2177333333,17.5668666667
773.81,17.8318,40.5328,21.7874333333,36.4348333333,15.7392666667,16.1832,19.6016666667,26.076,17.5347333333
774.12,18.0801333333,40.7169333333,22.0523,36.7389,15.9597333333,16.498,19.6807,26.5623333333,17.7029333333
774.43,17.5959333333,40.3180333333,21.5079,36.5352666667,15.0318,16.1804,19.2083,26.0471333333,17.1733333333
774.74,18.0258,40.9933666667,21.9450333333,37.2795333333,15.3366,16.6916666667,19.3537,26.6376,17.4313333333
775.05,17.0853333333,40.1508666667,21.4761333333,36.8594333333,14.7446,15.5695333333,18.7687666667,26.068,17.1315333333
775.36,17.3326,40.2458666667,22.2643,37.3409333333,14.9507333333,16.1099333333,18.8827333333,26.5868666667,17.3452
775.67,17.3181333333,40.2837333333,22.2720333333,37.3118666667,14.8466,16.0278,19.0039,26.4986,17.272
775.98,17.8001333333,40.6464,22.6322,37.8464,15.3274666667,16.3938,19.4941333333,27.0823333333,17.4014
776.30,17.2006666667,39.9144333333,22.3883,37.2235333333,15.0228,15.9492,18.7692333333,26.6626666667,16.9336666667
776.61,17.2422666667,40.1982,22.5216333333,37.2654666667,15.0454,15.8254666667,18.7919,26.7638,16.7698
776.92,17.5394666667,40.0567,23.0094666667,37.39,15.3479333333,15.8234,19.0893666667,27.1966666667,16.9716666667
777.23,17.2946666667,40.0294333333,22.8187,37.0719666667,15.2153333333,15.6564666667,18.83,26.843,16.5889333333
777.54,17.3676666667,40.1408333333,22.9304,37.0089666667,15.2729333333,15.6843333333,19.0050666667,26.9437333333,16.5280666667
777.85,16.9617333333,39.9682666667,22.7559333333,36.7823333333,15.1918,15.2043333333,18.8222,26.8604666667,16.0640666667
778.16,16.4961333334,39.3789,22.2046666667,36.1423333333,14.7863333333,14.5588666667,18.5154666667,26.5362,15.7044
778.47,16.7278666667,39.7675333333,22.5586,36.5104666667,14.9166,15.0011333333,18.8388666667,26.4852666667,15.6722
778.78,15.691,38.7525666667,21.4546333333,34.9573,13.7442,13.9111333333,17.8199666667,25.6826,14.6599333333
779.09,15.5599333333,38.5468,21.4357333333,34.8518666667,13.5642666667,13.2069333333,17.4334666667,25.5425333333,14.5186
779.40,14.5014666667,37.7007333333,20.5072666667,33.7395,12.5427333333,12.1693333333,16.4207666667,24.4488,13.6408666667
779.71,14.8931333333,38.6032,20.8108333333,34.3642666667,13.1306,13.0821333333,17.1204333333,25.0848,14.1748
780.02,14.7542666667,38.3002666667,20.3253666667,34.2385333333,12.9748666667,13.2759333333,16.9079333333,24.9358,14.4576666667
780.33,14.2731333333,38.0514333333,19.8366,33.7963333333,12.4026,13.0110666667,16.3893,24.3354666667,13.8835333333
780.64,14.3828,38.0606,20.0249666667,34.4763333333,12.4572666667,13.1736666667,16.3336333333,24.919,14.0498
780.95,14.0478,38.0082333333,19.8915666667,34.5411333333,12.1806666667,12.8354,15.7768333333,24.8824666667,14.1263333334
781.26,14.4335333333,38.8365333333,20.4962,34.7587333333,12.4437333333,13.3474666667,15.9809333334,25.3044,14.5318666667
781.57,14.6959333333,38.9461,20.8250333333,35.1391,12.5081333333,13.7247333333,16.1741,25.4360666667,14.6863333333
781.88,14.7707333333,39.1163666667,20.7498333333,34.4890666667,12.5502,13.7916666667,15.7760666667,25.5204666667,14.4748666667
782.19,15.6024666667,40.0654,21.7018333333,35.4522333333,13.4933333333,14.3515333333,16.5988,26.1962666667,14.8898
782.50,15.8102,40.6131333333,21.7787,35.5645666667,13.8636666667,15.0220666667,17.0852,26.4574666667,14.9441333333
782.81,16.0675333333,40.5942666667,21.8439333333,35.6468,14.1648666667,15.1675333333,17.2755,26.9308,15.2654
783.12,16.3559333333,40.6394333333,22.0596666667,35.997,14.0864666667,14.4402666667,17.4451333333,26.9447333333,15.4308666667
783.43,16.1107333333,40.8019333333,22.0881666667,35.8441333333,13.7994666667,13.6972666667,17.3047333333,26.754,15.1062
783.74,17.7293333333,42.7681,24.0618,37.7217,15.3241333334,15.1114666667,19.0589666667,28.3722666666,17.0399333334
784.05,17.8464666667,42.8876,24.0649,37.8491666667,15.6260666667,15.188,19.6497333333,28.3976666667,17.5683333334
784.36,18.2189333333,43.0166666667,24.4608333333,38.1904,16.2574,15.7065333333,20.4915666667,28.9059333333,17.5136
784.67,19.1418666666,43.5403333333,24.9987666667,38.9783,17.2158666667,16.2554,21.3103333333,29.6449333333,18.4318
784.98,19.3100666667,44.4066666667,25.6396,39.4413666667,17.8276,16.5662666667,21.5624333333,30.2033333333,18.7798666667
785.29,19.5444666667,44.3764,25.7039333333,40.0286333333,17.8364666667,16.5267333333,21.9538666667,30.3312,18.8456666667
785.60,19.9138666667,44.3142333333,25.7768666667,40.3877333333,18.1546666667,16.9378666667,22.0861666667,30.1445333333,19.2851333333
785.91,20.3336,44.3416666667,25.9033666667,41.1878666667,18.5240666666,17.4678,22.1379,30.4220666667,19.6512
786.22,21.5103333333,45.7989333333,27.2993666667,42.4506666667,19.66,18.6646666667,23.1833,31.3178,20.8102
786.53,21.6136666666,45.9179,27.3696666667,42.1812,19.6376666667,18.8550666667,23.0700666667,31.4976,20.4734666667
786.84,22.0186,46.2705,27.8358666667,42.7486666667,19.9665333333,19.4748666667,23.3571666667,31.9923333333,20.8114
787.14,21.1951333333,45.4504333333,26.7787333333,41.9188,19.4585333333,18.9307333333,22.6797333333,31.4518,20.0280666667
787.45,21.3554666667,45.6246333333,26.6643333333,41.6458666667,19.6542666667,18.8566,22.6348,31.3924666667,19.7508666667
787.76,21.8812,46.3338,26.7791333333,41.6448,19.7706666667,18.8254666667,22.6084333333,31.6678,19.9908
788.07,21.9369333333,46.1800666667,26.7933333333,41.6542333333,19.7692,19.072,22.7334666667,31.4732666667,20.199
788.38,21.6224,45.7194666667,26.1295333333,41.4797666667,19.2793333333,18.4001333333,22.5515,31.0492666667,19.9455333333
788.69,21.7959333333,45.9781666667,26.2677333333,41.6043666667,19.5186,18.7031333333,22.8565,31.3858,20.2986
789.00,21.9426,46.2313,26.1641666667,41.6376,19.7980666667,18.8112,23.1896333333,31.9021333333,20.6191333333
789.31,21.4302,45.9902,25.9921666667,40.8148333333,19.3300666667,17.9453333333,22.9690666667,31.817,20.3122666667
789.62,21.1698666667,45.8797666667,25.5860666667,40.6285,19.1924666667,17.5406666667,22.9089333334,31.9294,19.9174
789.92,21.3024666667,45.8566,25.5369333333,40.7375666667,19.2904666667,17.5398,22.8805,32.0542,20.0888
790.23,20.8752,45.7294666667,24.7034,40.6024666667,18.991,16.9968,22.4009333333,31.6308,19.9186666667
790.54,21.6876666667,46.8125666667,25.0556333333,41.4598666667,19.3416666667,17.0550666667,22.8061,32.1604,20.4255333333
790.85,21.8361333333,47.1875333333,25.2275333333,42.1117666667,19.6762666667,17.1673333333,23.2801,32.8627333334,20.8650666667
791.16,21.9322,47.7829666667,25.3693,42.8412333333,20.0984666667,17.6742,23.6287666667,33.1312666667,21.1293333333
791.47,21.6429333333,47.4485666667,25.0686333333,42.6571333333,19.6302,17.3641333333,23.1430666667,33.3332666667,20.7712
791.78,22.2868,47.6132666667,25.7305,42.9558,20.493,18.7042666667,23.6427333333,33.5114666667,21.2328
792.08,23.1491333333,48.2626333333,26.3464666667,43.8642,21.2436666667,19.0233333333,24.2754,34.0752,22.039
792.39,22.9683333333,47.8181,26.2750333333,44.2619333333,20.9607333333,18.9908666667,23.6769666667,33.7144,21.6264666667
792.70,23.8064,48.2633333333,26.7312333333,45.2473,21.6774,19.9030666667,24.3522,34.1610666667,22.0001333333
793.01,24.1652,48.498,27.0366,45.5618,21.7989333333,20.3240666667,24.3948333333,33.8951333333,22.4419333333
793.32,24.1306,48.5497333333,27.0449666667,45.502,21.9592666667,20.3047333333,24.7321,33.4204,22.3346666667
793.62,24.6120666667,48.3950333333,27.9053666667,45.7034666667,22.825,21.113,25.2594,33.8256,22.5841333333
793.93,24.1535333333,47.5238333333,27.8023,44.8685666667,22.7496666667,20.878,24.9475,33.3018,22.3291333333
794.24,23.9474666667,47.1837,27.9342666667,44.4042,22.4252666667,21.0497333333,24.4435666667,32.7664,21.9474
794.55,24.0858,46.7469,27.8770666667,44.0367,22.3894,20.9257333333,24.6081333333,32.5576,22.0325333333
794.86,24.7067333333,47.2454,28.2741666667,44.5549666667,23.1378,21.8313333333,25.5194333333,33.0195333333,22.6440666667
795.16,24.481,47.4091333333,28.0678,44.6535,23.0901333333,21.2234666667,25.3595666667,33.3074,22.6509333333
795.47,23.7713333333,46.9054,27.0835666667,43.6874333333,22.3342,20.7868,24.4374,32.8509333333,21.673
795.78,23.8286666667,47.1725,27.0038666667,43.3359666667,22.6148666667,20.7937333333,24.8457666667,32.9703333333,21.7641333333
796.09,23.021,46.3981666667,26.5040333333,42.4245333333,22.0863333333,20.1600666667,24.2757666667,32.4194,21.4976666667
796.40,22.5233333333,45.3293333333,26.3032333333,41.8370333333,22.0035333333,20.0353333333,24.0777,32.3390666667,21.2466666667
796.70,23.0062666667,45.4530666667,26.4495,41.9776,22.2172,20.7041333333,24.1449333333,32.8637333333,21.5880666666
