wavelength,Back_CatInof,Belly_CatInof,Breast_CatInof,Crissum_CatInof,Crown_CatInof,DorTail_CatInof,Patch10_CatInof,Rump_CatInof,Throat_CatInof,WingTip_CatInof
186.77,77.1170666666,119.099,47.5676,58.9188,108.828866667,65.0450666666,81.4415999999,63.9639333334,71.5316,68.6486666667
187.15,77.5438666667,118.596333333,43.8597333333,52.807,99.8244666667,70.3508666666,74.7369333334,55.0877333334,54.3859333333,60.7017333333
187.53,94.4444666667,148.055533333,35.5556000001,42.7778,133.611133333,85.0000666666,78.8886666667,53.6110666667,65.0,60.5556
187.91,-17.2221333333,102.777866667,-126.1112,-92.7777333333,74.4445333332,-7.7778,-32.7778,-76.6666000001,-90.0001333335,-72.2222666667
188.29,65.7142666667,109.841266667,19.6825333333,13.6507333333,117.1428,62.2222000001,35.2381333333,21.2698666667,15.238,21.9047333332
188.67,66.0606,105.151666667,41.3636666667,45.4545333333,96.0606000001,67.5759333333,51.8181333333,41.3636666667,52.1210666667,36.2121333333
189.05,36.5890666667,83.4109333333,15.5038,20.4651333333,72.8681333334,43.2556666666,22.9456666667,12.2480666667,30.2326666667,10.2326
189.43,36.1904,87.9998666668,1.33333333334,11.8096,79.0477333335,40.7619333333,15.4285333333,2.09533333332,25.5238,-14.8571333333
189.81,58.4126666666,92.0634000001,30.7936666667,38.7301333333,92.2220666667,51.4286666667,37.3014666667,24.1269333334,43.6506666667,8.254
190.19,62.1052666666,79.2982666666,39.9999999999,42.9240666667,89.0058666667,59.2982,45.38,44.7954,57.0759333333,24.7952666666
190.57,76.2962000001,92.6984666666,52.0634666667,66.4549333333,102.539666667,78.3068666667,60.5290666667,65.6084666667,71.1111333333,46.4550666666
190.95,64.4444666667,82.2221999999,48.7832,57.9894,86.4550666667,62.2223333333,48.4656666667,56.402,64.3386,35.5556666667
191.33,55.7061333333,76.0451333333,45.1977333333,55.7060666667,88.3616,56.3841333333,47.5707333333,55.9324,67.6835333333,34.1243333333
191.71,49.2927333333,62.2222666667,41.8182,50.8081333333,73.2322666667,46.8688,41.0101333333,53.9394,58.8888666667,33.0303333333
192.09,56.5789333333,67.4562,50.7018,55.1753333333,76.5789333333,54.6492,51.228,58.5088000001,66.7545333333,39.5614
192.47,52.674,63.8828,46.3736,49.6703333333,66.8863333333,50.4762,47.1061333333,52.3077333333,55.6775333333,36.9962666667
192.85,40.6274666667,48.7057333334,36.7058666667,36.2354,53.0981333333,35.7646666667,30.3528666667,43.8431333333,41.5686,24.3920666667
193.23,55.2380666667,62.0778666667,47.9654,43.3766,66.4934666666,43.3766,41.2987333333,54.1126,53.3334,31.6882666667
193.61,54.4166666667,64.0,50.3333333333,42.4166666667,64.3333333334,41.5833333333,41.9166666666,52.4166666667,47.3333333333,35.1666666667
193.99,61.3758,75.8730000001,53.1217333334,44.0211333333,69.7353999999,47.7247333333,46.5608,58.2011333333,53.1218666666,37.9894666667
194.37,62.9627999999,85.6790666666,54.4444000001,45.1852666666,71.2346666666,45.6788666667,48.7655333333,64.1974666667,47.4073333334,33.4568666667
194.75,58.4,82.3999999999,54.1333333333,43.9999999999,68.5333333333,38.2666666667,51.6,66.2666666667,40.4,25.6
195.13,44.6296000001,74.8148666667,30.9259333334,19.6297333333,56.1112,22.5927333333,40.7406666667,58.1481999999,11.2963333333,-7.4074666666
195.51,69.3331999999,102.4444,38.4443333333,38.4443333333,70.8889999999,25.7776666667,53.7778,76.2222000001,10.6666000001,-4.88900000006
195.89,83.6363333333,186.6668,-23.6364,4.24239999992,143.6364,2.42419999999,53.3331999999,79.3939333334,-73.9394666666,-116.969666667
196.27,94.6666666667,147.333333333,25.3333333333,43.3333333333,125.666666667,37.3333333333,60.6666666667,98.6666666668,20.3333333333,-8.00000000001
196.65,-959.999999999,-1953.33333333,466.666666667,6.666666668,-1906.66666667,153.333333334,-780.0,-1526.66666667,80.0,940.000000001
197.03,-450.0,-784.999999999,-128.333333333,-275.000000001,-735.0,-253.333333333,-518.333333333,-611.666666666,-180.0,-58.3333333338
197.40,390.000000001,979.999999999,43.333333334,163.333333334,843.333333333,236.666666667,533.333333333,883.333333333,-9.9999999994,-109.999999999
197.78,80.3920666667,132.156866667,37.2549333333,77.255,140.000066667,74.9020000001,111.764866667,163.921533333,72.9412666667,21.9608666667
198.16,3.99993333339,68.8888666667,-18.2222,31.1110666667,81.3332666665,17.3334000001,54.2222666665,128.444333333,-0.88880000006,-27.5555333333
198.54,-47.1428666667,-0.95246666668,-79.0477333333,-14.2856666667,28.5715999999,-24.2856000001,14.7619333332,63.8094666667,-55.7142666667,-61.4285999999
198.92,2.50006666673,28.8889333334,-13.611,5.5556,34.1667333333,21.3888666666,16.6666666667,69.7222,-5.00000000012,-12.7777999999
199.30,52.2480666667,68.6821333333,49.9225333334,60.4650666667,81.8605333333,67.2868666667,55.3488666667,91.6278666667,51.0077333334,47.4419333334
199.68,39.2423333333,63.7878,37.1210666667,47.8788,71.5151999999,65.3030666667,39.2424,81.2122000001,47.1211333333,34.3938666666
200.06,51.7116666667,65.5856,49.5494,58.4685333333,66.8469333333,62.2522666667,50.4504,80.8108,61.7116666666,46.7566666667
200.44,51.3845333333,64.6154,56.1025333333,70.3589333333,74.0514666668,70.4615333333,54.359,92.3077333334,60.5127333333,50.4616
200.82,51.6666666666,67.4444666667,56.3333333333,75.4446,71.5555333333,73.2221999999,49.1110666667,89.6665333333,59.3332000001,51.3333333334
201.19,40.9524,52.8041333333,45.2910666667,62.4337333333,59.2592666666,60.7407333333,39.7882666666,80.8464666666,52.0633333333,42.0106666667
201.57,53.9131333334,65.2174666667,46.5217333333,86.0869333333,89.2754,80.7245999999,55.5071333333,106.956466667,70.7246000001,48.9854666667
201.95,61.4141333333,87.6768666667,60.2019333333,102.626266667,110.303,105.656533333,68.4849333333,130.505,79.7980666666,59.1920000001
202.33,82.2987999999,114.9424,78.3907333334,131.034533333,154.022933333,143.908133333,91.4941999998,161.379266667,112.643666666,81.8391333335
202.71,110.333333333,170.0,119.666666667,162.666666667,201.666666667,196.666666667,111.666666667,234.333333333,144.666666667,102.333333333
203.09,131.282133333,211.282066667,126.1538,202.564133333,267.179666667,253.846133333,138.461533334,285.641066667,180.0,128.205
203.47,116.666666667,649.999999999,-63.3333333329,406.666666667,916.666666667,896.666666667,243.333333333,1086.66666667,663.333333334,209.999999999
203.85,72.5926666666,164.444533333,40.7406666669,102.963066667,244.4446,222.963133333,88.1482,245.185133333,110.3704,114.814733333
204.22,473.333333335,-373.333333332,253.333333333,326.666666668,-939.999999997,-1006.66666667,219.999999999,-1080.0,226.666666666,-39.999999998
204.60,130.666666667,51.3333333333,140.0,185.333333333,50.6666666667,40.6666666668,129.333333333,27.3333333331,112.666666667,117.333333333
204.98,130.277733333,93.3334000001,133.055666667,143.888933333,85.8333333333,83.8889333333,119.4444,67.7779333333,120.833266667,110.277933333
205.36,103.333266667,82.3611333333,107.500066667,107.5,84.3054,80.2777333333,105.000066667,78.8889333333,96.1109333333,96.5277333332
205.74,105.815666667,81.9858000001,102.1276,114.751733333,88.7941999999,88.2270000001,111.489333333,82.2693999999,99.5745333333,99.4326666667
206.12,104.779866667,82.6415999999,97.7358666668,101.760933333,86.5408666666,81.8867999999,115.9748,74.9685999999,94.5912666667,95.8489333334
206.50,124.7826,100.434866667,114.2028,124.927466666,111.304333333,98.9854000001,139.1304,94.4927333333,116.086866667,113.043466667
206.87,142.439,114.146266667,132.8456,133.170733333,120.162533333,112.5204,157.560866667,103.902333333,128.455333333,128.617933333
207.25,187.719333333,144.561333333,170.701733333,165.614066667,155.0878,146.6666,198.947466667,138.9474,167.0176,167.192866667
207.63,150.071066667,113.900733333,138.8654,130.638266667,126.099266667,112.907933333,157.305,111.489466667,135.035333333,128.5106
208.01,131.2,92.1333333334,110.8,103.066666667,108.4,85.7333333335,124.666666667,78.9333333333,95.8666666665,105.466666667
208.39,121.547666667,88.2143999999,111.666666667,97.7381333334,101.190466667,82.7380666666,116.4286,75.4762666667,93.5715333334,97.8571999999
208.77,108.602133333,81.5054000001,107.311666667,89.6774666667,90.3225333335,74.1934666667,108.924866667,69.1398666666,85.4838666666,85.5914000001
209.14,102.638933333,74.0278666667,105.416666667,87.9166666667,85.1388666668,68.0555333334,108.889,55.0,75.2777333333,75.9722
209.52,100.606,52.1211333334,91.1112000001,73.1312666667,65.2525333333,43.6364666666,90.303,17.9798666667,61.2122,47.0705999999
209.90,103.077066667,59.6580666667,95.7264666667,67.3502666666,72.6495333334,42.0513333333,84.2736000001,28.718,62.7351333334,54.7008666667
210.28,95.6363333333,70.3031333333,87.7575333334,77.6970666667,75.8786666667,58.5454000001,72.1212666667,50.7879333333,70.0605999999,60.2424
210.66,95.5172,72.6437999999,84.4828,77.7011333334,77.2413333334,57.8160666667,69.5402,50.9195333333,67.8161333334,62.0690000001
211.03,98.4848666665,73.4848666666,86.0606666665,75.1514666667,78.4848666668,43.9392666667,62.8787999999,46.8182,58.9392666666,52.8787333333
211.41,100.952333333,75.3969999999,81.1109999999,76.6666,82.8573333332,39.3651333333,63.6507999999,41.1112,51.4286,43.9683333333
211.79,121.975333333,95.0617333334,80.9876666667,94.8148666667,99.7530666665,46.9135333334,80.4939333333,43.4568666667,65.9259333334,56.2962666667
212.17,236.296266667,186.6666,172.592533333,180.3704,190.370466667,133.703666667,180.7408,137.407466666,155.185133333,131.111133333
212.55,312.380866667,251.428666667,200.952533333,224.2856,265.2382,195.238133333,227.142866667,200.952333333,201.904733333,193.333333333
212.92,685.0,571.666666667,433.333333333,500.0,575.833333333,475.833333333,480.833333333,483.333333333,469.166666667,434.166666667
213.30,370.9804,279.6078,209.0196,240.000066667,301.9608,222.745066667,245.097933333,257.254933333,231.372733333,229.411666666
213.68,557.5758,436.969666667,306.0606,387.272733333,458.181933333,341.212133333,419.393933333,394.545533333,332.1212,344.242533333
214.06,483.077,390.769266667,274.359133333,364.102533333,404.102533333,325.641,405.128133333,355.3846,296.410333333,297.948733333
214.44,-446.666733333,-326.060533333,-224.848533333,-320.0,-340.0,-254.545533333,-387.878866667,-286.666733333,-244.848533333,-232.121266667
214.81,-5020.0,-3733.33333334,-2753.33333333,-3460.0,-3600.0,-3053.33333333,-4500.0,-3393.33333333,-2740.0,-2266.66666667
215.19,419.523733333,309.999933333,230.476066667,317.1428,312.380866667,287.619,370.9524,288.571333333,235.238133333,203.809533334
215.57,309.411733333,237.647133333,181.5686,241.176533333,209.0196,205.882466667,250.196133333,219.215666667,178.039133333,152.549066667
215.95,189.7778,133.3332,121.777866667,125.333266667,119.5556,116.222266667,136.888933333,125.111133333,100.8888,77.3333333334
216.32,119.305666667,83.8889333335,78.8889333334,82.5001333333,76.1110666667,78.1944,91.9443333333,79.8610666665,69.5833333333,53.75
216.70,99.9999333333,60.6060000001,58.5455333333,62.6666666666,52.7273333333,46.9090666667,74.9090666667,56.2424,50.3030666667,32.8486
217.08,89.7222000001,39.3057333334,37.7778666666,39.4444666667,34.7222666667,17.6388666667,61.1110666667,36.5278,27.7776666666,7.63886666668
217.46,82.5184666667,34.5185333334,36.2962666667,38.5185999999,25.3333333333,17.3334,54.9630666665,34.9628666667,29.4815333333,1.18526666667
217.83,93.7179333332,52.5641333333,57.6923333333,49.3591333334,44.6154,39.4872666667,69.4871333332,55.1282,55.6409333334,25.7693333333
218.21,112.072133333,42.5225333333,48.2882666667,32.7926666667,38.1981999999,22.7027333333,63.9639333335,45.2252,59.0992,4.14413333332
218.59,95.0000000001,34.4999999999,38.6666666667,22.6666666666,34.0,26.3333333333,56.0,34.5,46.3333333334,-1.83333333334
218.97,114.252866667,39.0804,47.1264666666,25.9770000001,40.4597333333,22.9884666667,64.5977333333,36.7815333333,59.7702,7.81599999986
219.34,120.9524,57.8573333333,68.5714000001,37.8572000001,46.9047333333,36.4286,80.9521999999,49.0477333334,79.9999999999,27.8571999999
219.72,128.172133333,70.3225333333,64.7311333333,46.0215333333,69.6773333334,59.7848666667,98.9248666666,62.3656000001,87.0967333334,36.1290666667
220.10,-593.333333333,-66.6666666668,59.9999999997,65.0000000001,-145.0,51.6666666666,-318.333333333,-28.3333333334,-255.0,140.0
220.47,-159.259333333,36.2962000001,92.5925333335,119.259333333,37.0371333334,136.296333333,-31.1110666667,73.3333999999,-8.14826666659,142.2224
220.85,-37.6922666666,24.6154666667,44.6154,53.3332666666,35.3846,57.9487333333,13.0768666667,29.4872666667,3.58979999999,53.0769333333
221.23,-8.172,46.6667333333,62.3656,75.0536,69.0321999999,72.9031333333,50.5376000001,53.1183333333,30.1076666667,61.2902
221.61,-14.0229333333,41.3792000001,62.9885333334,79.3103333334,74.7126666667,78.3908666667,50.5747333333,55.6322666667,39.5402666666,62.7585333333
221.98,31.9379333333,73.9535333334,89.1472666667,95.1937333333,90.5425333333,100.4652,79.6900666666,74.1085333333,71.7829333334,83.876
222.36,36.8795333333,66.9503333333,82.6951333333,83.8298666667,81.2764,93.3331999999,78.2978000001,62.6950666667,71.4895333333,74.1844666667
222.74,49.8333333333,85.4999999999,106.833333333,97.3333333334,97.3333333333,109.5,103.0,73.6666666667,92.9999999999,93.0000000001
223.11,50.7878666666,91.1516000001,100.121266667,90.5455333334,92.6059999999,101.090866667,101.454466667,75.0303333332,88.7272,87.7575333334
223.49,51.5847333333,90.0545333335,99.5628666666,94.7540666667,92.5683333335,99.3442666665,100.3278,71.0383333333,89.8361333334,91.3661999999
223.87,56.8307333333,101.2022,105.901666667,99.5628666667,97.7049333332,106.448133333,110.382533333,74.9727333333,96.8305999999,95.9562000002
224.24,53.6232666667,107.101466667,106.9566,102.608666667,100.5796,100.724733333,117.826066667,66.2320666666,103.768133333,93.1884
224.62,57.3856666667,107.7124,105.098066667,98.9541999999,95.6863333333,97.1241999999,116.209066667,63.1372666666,99.0850666667,92.6796
225.00,64.6542,115.346,105.283,106.666666667,90.4403333334,99.7484666667,118.113266667,67.4213333333,105.912066667,103.2704
225.38,55.5882666667,94.6077999999,85.1960666666,82.0587999999,65.8824666666,82.1568666668,87.3528666665,55.8822666667,79.7059333334,88.1373333333
225.75,47.9834,80.823,73.3332666667,69.9588666667,55.6378,71.5226,77.4486666667,47.4075333333,65.1028666666,77.6132
226.13,52.3456,80.3292000001,70.535,68.0659333333,56.1316,72.3456666666,81.0699333333,50.6172666667,63.7858666667,76.5430666667
226.51,60.2222,84.4444666666,72.0741333333,71.3334,60.5185333333,71.7037333334,81.9258666667,55.5554666667,63.4815333333,80.2222666666
226.88,56.324,75.6385333333,61.2461333333,70.0934666667,58.6291333333,70.4050666666,74.2678666667,51.2149333333,56.4485333334,73.5202666667
227.26,52.1089333333,71.8366666667,54.3537333333,69.0476666666,54.3537333333,67.3469333333,67.4149333333,45.4422,48.3674,71.0885333333
227.64,54.8538,72.3392,55.2047333334,68.7718,55.9648666667,67.7194666667,67.1346,47.0175333333,48.8889333333,68.655
228.01,57.1930666667,74.2105333334,57.2515333333,71.9882666667,59.4152666667,72.9824666667,66.1988,50.1755333333,51.696,70.2924
228.39,61.5255333333,74.9716666667,61.1864666667,76.2147333333,64.7456666667,78.7570000001,67.3445333333,57.2317333333,55.0848666667,76.2711333334
228.76,51.6534666667,65.1968666667,55.6954666667,66.8767333333,57.6903333333,70.7086666667,58.3202666667,49.4488666666,47.3489333333,68.609
229.14,49.262,60.4070666667,53.9948666666,63.1552,56.9466,68.4986666667,54.1984666667,47.3791333333,43.3587333333,65.3434
229.52,50.1313333333,62.2048,55.2755333333,64.3044666667,62.8871333333,65.4067333333,55.8006,47.7164666667,46.2993333333,65.5643333333
229.89,51.5814666667,59.3674,54.8418,63.2115333333,61.4111333333,62.8224,53.5279333333,48.1264666667,45.4014,59.6107333333
230.27,47.8836,58.2011333333,54.6032666667,61.4814,58.2538666667,59.4179333333,48.4126,42.2222,43.0158666666,59.0476666667
230.65,41.6969333333,59.1515333333,56.9090666667,63.3334,59.3334,59.7576,45.6364,40.9698,41.5756666667,56.606
231.02,32.9628666667,57.5926,56.2962666667,57.5926666667,54.8766,54.8765333333,39.6296,36.9136,37.8394666667,51.6049333334
231.40,30.8333333333,52.1353333333,56.2498666667,55.2603333333,50.6771333334,50.8332,38.4374666667,37.3958666667,39.1146,48.0207333333
231.78,28.4125333333,48.2012666667,54.5502,51.4284666667,48.4127333333,46.7724666667,34.0741333333,34.3387333333,35.9259333333,42.5926666667
232.15,28.3446,44.6712,50.2949333333,49.3878,44.7618666667,41.406,31.9728,33.5148,34.4218666667,39.9546
232.53,22.4366666667,42.3908666667,47.0803333334,44.4137333333,38.7126666667,34.5286666667,27.4942666667,26.8504666667,30.9424666667,34.5746666667
232.90,24.2824,43.1347333333,45.9162,43.2671333334,37.6600666667,32.627,26.0928,28.3443333333,31.0375333333,33.5099333333
233.28,17.3529333333,41.3236666667,42.3038,39.804,34.2158,26.6666,21.9118,22.353,29.0196,27.0098
233.66,9.92253333332,36.2791333333,34.6253333333,34.1601333333,26.7184,21.8604,15.5555333333,14.9355333333,20.2066666667,17.7778
234.03,10.2189333333,40.3894,35.3285333333,34.8418,28.4185333333,22.1897333333,16.6423333333,16.8369333333,20.2432666667,21.7030666667
234.41,7.56426666667,36.1539333333,29.9573333333,30.5554666667,25.5555333333,19.0598,16.2392666667,16.7948,19.2308666667,19.1452666667
234.78,8.43373333335,33.735,26.5059333333,27.6306,24.0563333333,18.2328666667,15.743,16.707,19.1968666667,19.7992666667
235.16,11.7624666667,33.5632666667,26.8581333333,29.1955333333,25.2491333333,21.2643333333,17.2412666667,19.3104666667,23.4099333333,19.5786
235.54,12.8571333333,35.1586,24.2461333333,27.2223333333,25.5555333333,19.6826666667,17.0238,17.9762666667,21.9840666667,19.5634666667
235.91,17.439,40.6504666667,29.3904,32.3982666667,29.8374,23.8211333333,20.8942666667,25.3252,28.7398,26.5040666667
236.29,14.8344,37.7925333333,25.2538666667,27.5054,28.9626,18.9846666667,16.8653333333,21.1920666667,24.5915333333,24.5032
236.66,20.5038,39.7673333333,25.969,29.1471333333,32.248,23.5271333333,19.6124,26.0076,27.8295333333,25.9302
237.04,23.8947333333,40.1052666667,28.1402666667,31.649,34.1052666667,24.9823333333,23.0175333333,28.5614666667,30.0351333333,28.0701333333
237.41,24.2810666667,38.1699333333,27.8758666667,31.0130666667,32.8759333333,24.0522,21.6012666667,28.8233333334,28.7581333333,28.3333333333
237.79,26.3915333333,37.6758666666,30.0612666667,32.0183333333,31.9878,24.7095333333,22.0183333333,29.6636,30.4892,29.2049333333
238.17,26.5719333333,36.3349333333,28.2464,32.1641333333,29.7315333333,26.319,21.4533333333,28.6256,31.722,27.9936
238.54,29.7127333333,35.0575333333,27.6723333333,32.6723333333,30.0575333333,28.4196,23.0459333333,30.2585333333,31.4943333333,28.3044666667
238.92,30.9694,36.3612666667,28.632,35.0066,30.5976666667,30.4914,24.9137333333,29.6947333333,33.0412666667,30.093
239.29,28.8472,34.5364666667,26.3909333333,32.0801333333,26.9424,27.3432666667,22.1803333334,26.4912,29.2481333333,28.0952666667
239.67,25.0060666667,29.3862,22.7679333333,26.8111333333,21.1310666667,23.8989333333,17.0879333333,21.9012666667,25.3670666667,23.8748666667
240.04,21.5062,25.8914,18.8924666667,22.8348666667,16.2345333333,21.1074,13.5325333333,17.3643333333,20.3100666667,20.5536666667
240.42,21.1143333333,25.8508,19.1244666667,22.8458666667,16.7164,22.2488,13.5919333333,17.9702666667,20.8358666667,20.0796
240.79,16.7445333333,21.1696666667,14.5809333334,19.0448666667,12.5926666667,19.0643333333,10.5458666667,14.7563333333,17.3491333333,16.4522666667
241.17,12.4858,17.0057333333,10.2636666667,15.1413333333,8.70053333333,16.516,6.62893333334,11.4878,13.8228,11.9209333333
241.54,13.3333333333,17.1967333333,11.1282,14.564,8.64966666667,17.1110666667,6.83753333333,11.829,14.0342,12.0171333333
241.92,12.6426,16.1124,9.83133333333,13.3494666667,8.0642,16.4016,5.83126666667,11.9356666667,13.7350666666,11.2128666667
242.29,12.3610666667,15.6482,9.41360000001,12.1914666667,8.11733333333,15.2158666667,5.47846666666,11.5741333333,13.4414,11.6048666667
242.67,9.07040000001,13.109,6.49053333333,8.94233333334,5.36853333333,12.532,1.82686666667,7.8686,11.0738,8.65386666668
243.05,7.99046666666,10.9692,5.42153333333,6.49333333334,4.23953333333,10.9220666667,0.015733333332,6.1466,9.78726666667,6.49326666667
243.42,8.69900000001,11.3163333333,5.86606666666,6.71286666666,5.2964,11.3474,0.893000000002,6.95926666667,10.4694666666,7.71366666666
243.80,11.3876,13.5596,7.76766666667,9.29099999999,8.38613333334,13.3032,3.635,10.1658,13.1674666667,10.0754666667
244.17,9.69973333332,12.6277333333,6.12619999999,7.55260000001,7.82293333332,12.5225333333,3.01793333333,9.09906666667,11.9368666666,8.46846666666
244.55,8.37753333334,10.9882666667,4.69033333333,5.7816,5.59,10.8702,2.994,7.62546666666,10.5162666667,7.31553333334
244.92,9.6006,11.6666,6.32233333333,6.32233333333,6.63906666667,12.0522666667,4.11860000001,7.82359999999,11.1569333333,9.10459999999
245.30,8.16546666666,10.0128666667,4.35413333333,4.76746666667,5.05173333333,10.9819333333,2.8164,6.52446666667,9.53493333333,8.55286666665
245.67,8.66073333333,10.7020666667,4.83786666667,5.74653333333,6.15939999999,12.2244,4.74339999999,7.87006666666,10.4778,9.59280000001
246.05,8.98226666666,10.9208,5.6652,6.7958,7.00059999999,13.5164666667,6.2144,8.79920000001,10.5008666667,10.727
246.42,8.93366666667,10.7588666667,6.05186666667,6.69546666666,7.3968,13.8233333333,6.74353333334,9.09713333333,10.6435333333,10.9221333333
246.79,8.68793333332,10.4877333333,6.48046666667,6.80853333333,7.29613333333,13.7234,6.63106666667,8.8476,9.92013333333,11.5692
247.17,8.03006666667,9.95400000001,6.36566666667,6.64993333333,6.951,13.2831333334,6.20653333333,8.79973333334,9.15946666666,11.56
247.54,7.13186666666,8.60073333333,5.0266,5.9078,5.9894,12.6397333333,5.13266666667,7.809,8.15986666667,10.3142
247.92,7.11913333333,8.67453333333,5.4762,6.34133333333,6.19033333333,13.0953333333,5.48406666667,8.23006666666,8.46819999999,10.7302666667
248.29,8.02020000001,9.0316,6.39453333333,6.94673333333,6.78333333334,13.4111333333,6.25433333333,9.20253333334,9.39713333333,11.7153333333
248.67,9.54393333334,10.2672666667,7.38993333333,7.87746666667,8.17613333333,14.8034666666,7.10686666667,10.739,10.4638666667,12.6493333333
249.04,10.5779333333,11.4506,8.53340000001,9.43833333334,9.62413333333,16.2182666667,8.34746666667,12.2747333333,11.6042,13.7374666666
249.42,10.711,11.5368666667,9.05066666667,9.62966666665,9.74886666665,16.6282,8.88879999999,12.7118,11.9198666667,14.2868666667
249.79,10.347,10.822,8.19173333334,9.29673333334,9.12333333334,16.3562,7.90853333334,12.4292666666,11.3972666667,13.9727333333
250.17,9.06353333335,9.47626666667,6.43513333333,7.0292,7.63353333333,14.8539333333,6.08253333333,10.6947333333,10.1207333333,12.6082
250.54,7.18033333335,8.3498,5.51906666667,6.28406666667,6.28406666667,14.0764666667,4.63379999999,9.61740000001,8.76493333333,11.3988666667
250.92,7.3532,8.65626666666,5.51473333333,6.9808,6.87620000001,15.0436666667,5.88719999999,10.7156,9.68000000001,11.2856666667
251.29,7.56193333333,8.92913333333,5.48093333333,7.19913333333,6.6546,15.983,6.73919999999,11.3852666667,10.0301333333,11.4215333333
251.66,5.55140000001,7.12293333333,3.99226666667,5.3232,4.9302,14.3094,4.7528,10.1268,7.90873333334,10.3295333333
252.04,4.87673333333,7.01679999999,3.33333333333,4.17633333333,4.53953333333,14.0986666667,4.04666666667,9.70186666666,6.93906666667,9.74066666666
252.41,2.52586666667,4.76186666667,1.0352,2.41546666667,3.06413333333,12.7674666667,1.753,8.10220000001,5.02406666667,7.67419999999
252.79,-0.612466666668,2.76973333333,-0.974266666666,1.15513333333,0.347933333334,11.2316666667,0.459266666668,5.91500000001,3.43786666667,5.83159999999
253.16,-3.95373333333,-0.721333333333,-4.73306666666,-2.22213333333,-4.2856,8.06639999999,-2.9148,2.58286666666,-0.115333333334,1.7894
253.54,-3.2686,0.763199999999,-3.52766666667,-1.43986666667,-3.52773333334,9.30166666667,-2.08793333333,3.93086666667,0.748866666666,2.0446
253.91,-1.92313333333,2.17946666667,-2.151,-0.740666666668,-2.151,10.3276,0.0996666666654,5.24220000001,1.90893333333,3.63239999999
254.28,-2.93273333333,1.04433333333,-3.16166666667,-1.05873333333,-2.56086666667,9.90006666668,0.171666666666,4.74979999999,0.929866666666,3.2332
