wavelength,Back_AniLacf,Belly_AniLacf,Breast_AniLacf,Crissum_AniLacf,Crown_AniLacf,DorTail_AniLacf,Patch10_AniLacf,Patch11_AniLacf,Patch12_AniLacf,Patch13_AniLacf,Rump_AniLacf,Throat_AniLacf,WingTip_AniLacf
359.48,15.5009333333,14.6786666667,10.9711333333,14.8381333333,15.0480666667,10.9645333333,12.956,12.8458666667,28.0827333333,17.0264,27.8918,10.98,11.8696
359.84,15.301,14.4784583333,10.7947333333,14.619,14.8634666667,10.739,12.784,12.64,27.9747333333,16.8523666667,27.786,10.7762666667,11.6856666667
360.20,15.0938666667,14.2424583333,10.6172666667,14.4314,14.6665333333,10.5314666667,12.587,12.4699333333,27.7976,16.6501,27.6326666667,10.5748,11.5646
360.57,14.7844,13.930875,10.3308,14.1263333333,14.3949333333,10.246,12.3381333333,12.1895333333,27.4590666667,16.3515333333,27.3225333333,10.269,11.2853333333
360.93,14.7049333333,13.799,10.2248666667,13.9919333333,14.2604,10.132,12.2402666667,12.1077333333,27.4014666667,16.2363333333,27.3174666667,10.1871333333,11.2356
361.29,14.6061333334,13.67625,10.0865333333,13.8792666667,14.1782,10.0012666667,12.0864666667,11.9895333333,27.3494,16.1159333334,27.2574,10.0344666667,11.1068666667
361.66,14.4855333333,13.57775,9.98106666666,13.7895333333,14.1029333333,9.896,11.9748,11.8932666667,27.2184666667,16.0256666667,27.1504666667,9.88746666667,11.0192666667
362.02,14.2778666667,13.3216666667,9.77533333333,13.5738,13.9299333333,9.67826666667,11.7434,11.7302,27.0228,15.8461,26.9993333333,9.67566666667,10.8261333333
362.39,14.1407333333,13.2157083333,9.63293333334,13.4602666667,13.8238,9.54700000001,11.627,11.6158,26.9261333333,15.7481333333,26.9066666667,9.58559999999,10.7043333333
362.75,14.1115333333,13.2444583333,9.62933333335,13.4286666667,13.808,9.5188,11.5757333333,11.6066666667,26.875,15.6917333333,26.8686666667,9.54653333332,10.6736666667
363.11,14.1998666667,13.3032083333,9.68519999999,13.4672666667,13.8957333333,9.58586666667,11.6204666667,11.6624666667,26.9181333334,15.7206,26.9124666667,9.59386666666,10.676
363.48,14.1486666667,13.30375,9.70800000001,13.4395333333,13.904,9.556,11.5801333333,11.6504,26.8791333333,15.6759666667,26.9055333333,9.60233333333,10.6874666667
363.84,14.279,13.4222916667,9.82173333333,13.5258,14.0026666666,9.65613333333,11.6505333334,11.7501333333,26.9633333333,15.8020666667,27.0066666667,9.6934,10.7446
364.20,14.3781333333,13.517,9.89393333333,13.5888666667,14.0733333333,9.78126666666,11.6988,11.8314,27.0469333333,15.8688333333,27.0864,9.78180000001,10.7758666667
364.57,14.5122666667,13.6111666666,10.0097333333,13.6476666667,14.198,9.86913333333,11.7645333333,11.9373333333,27.2293333333,15.955,27.2252666667,9.90433333333,10.8758666667
364.93,14.6329333333,13.7785,10.1472,13.7964666667,14.3832,10.0412666667,11.8974666667,12.0454666667,27.2940666666,16.0845666667,27.3450666667,10.0503333333,11.0064666667
365.29,14.6930666666,13.8302083333,10.1995333333,13.8012,14.4514,10.0651333333,11.9525333333,12.0967333333,27.2989333333,16.1576666667,27.3643333333,10.1228,11.0447333333
365.66,14.8122,13.9332083333,10.2949333333,13.8719333333,14.5262666667,10.1511333333,12.0732,12.1882,27.4161333333,16.2498333333,27.4276,10.2456666667,11.1103333333
366.02,14.9627333333,14.0740416667,10.4201333333,13.9763333333,14.6460666667,10.2814,12.2461333333,12.2976,27.5676,16.3289666667,27.5253333333,10.3731333333,11.2606
366.38,15.0267333333,14.1440416667,10.5450666667,14.0151333333,14.7479333333,10.3615333333,12.3379333333,12.4110666667,27.6874666667,16.3787,27.6804666667,10.4075333333,11.3722666667
366.75,15.1029333333,14.2115416667,10.638,14.0340666667,14.8686,10.4728,12.4539333333,12.5086,27.7498,16.4253,27.7541333333,10.5275333334,11.4626666667
367.11,15.0818666667,14.1492916667,10.6178,14.0218666667,14.8230666667,10.4608,12.4533333333,12.4906666667,27.7780666667,16.379,27.7515333333,10.5267333333,11.4417333333
367.47,15.211,14.1714583333,10.6835333333,14.0644,14.9247333333,10.5520666667,12.5692666667,12.6001333333,27.9125333333,16.4528,27.8076,10.5800666667,11.5246666667
367.84,15.1862,14.0885416667,10.6019333333,14.0382666667,14.936,10.5098,12.5558,12.5658,27.8550666667,16.3806666667,27.78,10.5906666667,11.5202666667
368.20,15.2095333333,14.0868333333,10.6124,14.0806,14.9656666666,10.4984,12.5787333333,12.5491333333,27.8928666667,16.3973333333,27.8120666667,10.629,11.5559333333
368.56,15.2906,14.1579583333,10.6598,14.1968,15.0459333333,10.5984,12.6937333334,12.6372666667,27.9742,16.4777,27.8954666667,10.7486,11.6749333333
368.93,15.3454666667,14.1237916667,10.6498666667,14.1828,15.0350666667,10.5752,12.7076666667,12.6401333333,28.0949333333,16.4779333333,27.9168666667,10.7199333333,11.6460666667
369.29,15.2006666666,14.0149583333,10.514,14.0438,14.8935333333,10.4458666667,12.59,12.5238,28.0356666667,16.3337666667,27.8042,10.596,11.5278666667
369.65,15.0624,13.8734583333,10.3548,13.8665333333,14.8074666667,10.2996666667,12.4620666667,12.3938666667,27.9873333333,16.1773333333,27.7662666667,10.4582,11.4406
370.01,14.8626666667,13.715625,10.1204666667,13.6222666667,14.6186666667,10.1306,12.2426666667,12.1884,27.8345333333,15.9769333333,27.6052666667,10.2702666667,11.2504
370.38,14.7324666666,13.5639583333,9.94466666666,13.4949333333,14.4720666667,10.02,12.1156,12.0352,27.6622,15.8802666667,27.4752,10.1632666667,11.1294
370.74,14.6322,13.374,9.78006666666,13.3444666667,14.3230666667,9.90680000001,11.9581333333,11.8945333333,27.5536,15.7807,27.4193333333,10.0108,11.0154
371.10,14.6198666667,13.322125,9.73953333333,13.2466666667,14.2936666667,9.87046666667,11.8985333333,11.8370666667,27.5079333333,15.7539333333,27.3895333333,9.92799999999,10.9728666667
371.46,14.5886666667,13.2730416667,9.69906666667,13.1902,14.2798666667,9.8498,11.8619333333,11.8342,27.5052,15.7273,27.4241333333,9.93013333335,10.9249333333
371.83,14.5151333333,13.1767916667,9.638,13.0792,14.2070666667,9.78406666667,11.7974666667,11.7824666667,27.4713333333,15.6424666667,27.3812666667,9.83046666666,10.8718
372.19,14.4488666667,13.0872083333,9.54746666667,12.9363333334,14.1709333333,9.72726666667,11.7581333333,11.7104,27.4478666667,15.5960666667,27.3702,9.75526666667,10.8161333333
372.55,14.3511333334,12.946375,9.41266666665,12.7446,14.1060666667,9.60073333333,11.6534,11.5984666667,27.3728,15.4727,27.3097333333,9.6272,10.7116666667
372.92,14.1316666667,12.71175,9.209,12.4590666667,13.9244666667,9.42253333333,11.4700666667,11.4232,27.1988,15.2568,27.1690666667,9.42166666666,10.5524666667
373.28,14.0632,12.58375,9.15246666667,12.3436666667,13.9049333333,9.41360000001,11.4076666667,11.3575333333,27.134,15.1675333333,27.1502,9.37306666667,10.5256
373.64,14.0209333333,12.4977916667,9.1436,12.2093333333,13.871,9.38933333333,11.3462,11.3284,27.1199333333,15.1259666667,27.1504,9.32653333333,10.4337333333
374.00,14.016,12.3902083333,9.13426666667,12.1562,13.8276666667,9.40426666666,11.3434,11.3654,27.1192666666,15.0860666667,27.1804,9.30466666667,10.4346666667
374.37,14.0425333333,12.3586666667,9.11693333333,12.1175333333,13.8614666667,9.43846666667,11.3338666667,11.3908666667,27.1813333333,15.0257666667,27.2114666667,9.30146666667,10.4562
374.73,14.0246666667,12.2549583333,9.10093333332,12.0597333333,13.8365333333,9.42066666666,11.3172,11.3876,27.2356666667,14.9425666667,27.2311333333,9.27306666665,10.4204
375.09,13.9539333333,12.179125,9.03386666668,11.9720666667,13.8080666667,9.39166666667,11.3071333333,11.3997333334,27.2738666667,14.8679,27.2392,9.26880000001,10.4166
375.45,13.9612666667,12.1784166667,9.02800000001,11.9310666666,13.8082666667,9.43273333333,11.329,11.4017333333,27.3354,14.8445,27.3630666667,9.27586666666,10.4587333333
375.81,13.9675333333,12.1445,9.03293333333,11.8428,13.8155333333,9.458,11.3261333334,11.4004666667,27.4005333333,14.8233333333,27.4672,9.28333333333,10.4593333333
376.18,13.9554,12.1043333333,9.0112,11.8116666667,13.8037333333,9.4866,11.3174666667,11.441,27.4209333333,14.7724666667,27.5051333333,9.26013333333,10.4865333333
376.54,13.9623333333,12.1060833333,9.05339999999,11.8150666667,13.8042666667,9.51333333333,11.3349333333,11.4861333333,27.4286,14.8014333333,27.567,9.24513333334,10.5074
376.90,14.0734666667,12.1855416667,9.15519999999,11.8838666667,13.8921333334,9.603,11.4086,11.5748666667,27.5598666667,14.8507333333,27.6954,9.34653333333,10.6227333333
377.26,14.1469333333,12.19575,9.19806666667,11.8757333333,13.9166666667,9.64293333335,11.4577333333,11.6160666667,27.6169333333,14.8663666667,27.7785333333,9.33973333333,10.655
377.63,14.2138,12.2132916667,9.23146666668,11.9244,13.9773333333,9.70726666667,11.5426,11.6752,27.6240666667,14.8762333333,27.8525333333,9.38353333333,10.7356
377.99,14.3578,12.3513333333,9.32846666667,11.9664,14.1308666667,9.82113333333,11.6455333333,11.7726,27.7648,14.9709,27.9969333333,9.47119999999,10.8377333333
378.35,14.3694,12.3399166667,9.3658,11.916,14.1342,9.81799999999,11.6857333333,11.7888666667,27.8120666667,14.9558,28.0310666667,9.48426666667,10.8385333333
378.71,14.3406666667,12.3272916666,9.32073333335,11.8406666667,14.1123333333,9.776,11.6899333333,11.7636,27.8082666667,14.9222,28.008,9.47379999999,10.8477333333
379.07,14.3632,12.3593333333,9.33886666667,11.8172,14.1237333333,9.7916,11.7092666667,11.7472666666,27.8194666666,14.9091,28.0576666667,9.48399999999,10.8607333333
379.44,14.272,12.2750416666,9.25826666667,11.6966666667,14.0404,9.6892,11.6364666667,11.6846666667,27.7084666667,14.7993666667,27.9114,9.40060000001,10.7797333333
379.80,14.2469333333,12.2480833333,9.23673333332,11.6992666667,14.0512666667,9.69853333334,11.618,11.6845333333,27.6997333334,14.7690666667,27.8852,9.3992,10.7908666667
380.16,14.2119333333,12.1476666667,9.17640000001,11.5874,14.0148,9.64086666667,11.5666,11.6234,27.6309333333,14.7019666667,27.8431333333,9.34866666667,10.7312666667
380.52,14.1973333333,12.089875,9.15213333333,11.5299333333,14.0202666667,9.63320000001,11.5344,11.6142666667,27.6623333333,14.6255333333,27.8550666667,9.35713333333,10.7355333333
380.88,14.121,11.95625,9.05706666667,11.3935333333,13.9558666667,9.55513333333,11.4601333333,11.5381333333,27.5962,14.5234,27.8091333333,9.27313333333,10.6282666667
381.24,13.9996,11.8192083333,8.90799999999,11.2644666667,13.8699333333,9.45733333333,11.3605333333,11.4606,27.5156,14.4082,27.7302666667,9.20713333333,10.527
381.61,13.8998666667,11.7040833333,8.78599999999,11.1005333333,13.7341333333,9.33273333333,11.2372,11.3373333333,27.4734,14.2746666667,27.6219333333,9.10533333333,10.4366
