wavelength,Back_TanCyom,Belly_TanCyom,Breast_TanCyom,Crissum_TanCyom,Crown_TanCyom,DorTail_TanCyom,Patch10_TanCyom,Patch11_TanCyom,Patch12_TanCyom,Patch13_TanCyom,Rump_TanCyom,Throat_TanCyom,WingTip_TanCyom
533.15,14.3221666667,42.90375,44.365875,26.62575,10.0432738095,11.82525,20.5325833333,40.4366666667,45.8866666667,18.3529166667,60.14575,38.7466666667,7.29554166666
533.49,14.3380833333,42.9945833333,44.4616666667,26.7058333333,10.0468928571,11.8352083333,20.5758333333,40.58675,46.06025,18.2996666667,60.3763333333,38.8745,7.315625
533.84,14.3341666666,43.0539166667,44.5492083333,26.7791666667,10.0444166667,11.8516666667,20.60575,40.7188333333,46.2115833333,18.23375,60.5695833333,38.9928333333,7.31916666666
534.18,14.3550833333,43.1131666667,44.636625,26.8416666667,10.0437976191,11.856,20.6363333333,40.8828333333,46.37525,18.19275,60.7581666666,39.12175,7.325375
534.52,14.37525,43.2403333334,44.7915416666,26.9418333333,10.0513214286,11.8816666667,20.69075,41.10425,46.609,18.15225,61.0313333333,39.31725,7.33920833333
534.87,14.3708333334,43.3109166667,44.8874583333,27.00325,10.0324642857,11.879125,20.7105833334,41.24825,46.7893333333,18.0845833334,61.245,39.4389166667,7.317
535.21,14.3820833333,43.39425,44.9946666667,27.063,10.0358928571,11.8955416667,20.7523333333,41.4143333333,46.9589166667,18.03725,61.4541666667,39.5925,7.32095833333
535.56,14.3766666667,43.43975,45.0715,27.1170833333,10.0305357143,11.896125,20.7694166666,41.5258333333,47.0844166667,17.9725833333,61.6119166667,39.68725,7.3195
535.90,14.3791666667,43.5335,45.142,27.163,10.0220714286,11.8756666667,20.7860833333,41.6425833334,47.2641666667,17.9186666667,61.78675,39.8161666667,7.32470833333
536.25,14.40675,43.619,45.2385833333,27.236,10.047452381,11.888375,20.82625,41.8036666667,47.4373333333,17.87375,61.9960833333,39.9758333333,7.346
536.59,14.4061666667,43.7015833334,45.3240833333,27.30175,10.0409761905,11.8860833334,20.8369166667,41.9299166667,47.5851666667,17.8143333333,62.18325,40.0745,7.34108333333
536.93,14.4240833333,43.8114166667,45.461625,27.3815833333,10.0480357143,11.897,20.88875,42.1060833333,47.79925,17.7711666667,62.4463333333,40.25875,7.36329166667
537.28,14.45175,43.92125,45.5710833334,27.46,10.0582857143,11.9126666667,20.9215,42.2604166667,48.0054166667,17.72875,62.6463333334,40.4085,7.37608333333
537.62,14.4786666667,44.0166666667,45.6532916667,27.5286666667,10.0591785714,11.9182083333,20.937,42.4321666667,48.2149166666,17.6748333333,62.8538333333,40.544,7.38079166666
537.97,14.4820833333,44.10375,45.7577083333,27.594,10.051452381,11.925875,20.9785833333,42.5778333333,48.4055833333,17.5810833333,63.0724166666,40.6883333333,7.38125
538.31,14.5165,44.2103333334,45.8767916667,27.70125,10.074797619,11.952,21.0450833333,42.7395,48.6251666667,17.5206666667,63.3565833333,40.847,7.39520833333
538.65,14.5208333333,44.2938333334,45.962875,27.7828333333,10.06125,11.9411666667,21.073,42.9268333333,48.84125,17.4145833333,63.65125,40.9945,7.39141666667
539.00,14.5255833333,44.3741666667,46.044375,27.8675,10.0434642857,11.9399166667,21.0770833333,43.1214166667,49.0800833333,17.2959166667,63.9363333333,41.1395,7.39504166666
539.34,14.5334166666,44.507,46.172875,27.98525,10.0340714286,11.9334583333,21.10175,43.3739166666,49.3868333333,17.203,64.32275,41.357,7.40225
539.69,14.5198333333,44.5936666667,46.3048333334,28.0693333333,10.012,11.9385833333,21.119,43.60225,49.6036666667,17.0940833333,64.6898333333,41.5233333333,7.3875
540.03,14.5055833333,44.6576666667,46.3774583333,28.1275,9.98455952382,11.929625,21.1384166667,43.7569166667,49.7903333333,16.9849166667,64.9293333333,41.6488333333,7.376
540.37,14.5003333333,44.7203333333,46.448125,28.1898333334,9.96320238095,11.9232083333,21.1461666667,43.9071666667,49.9969166667,16.8945,65.1921666666,41.75725,7.37079166667
540.72,14.4730833333,44.761,46.521875,28.23475,9.93367857144,11.9000833334,21.14475,44.0295,50.1765,16.81725,65.39925,41.8520833333,7.34983333333
541.06,14.4565,44.8145833333,46.5868333333,28.287,9.91453571427,11.8904583333,21.1455833334,44.146,50.3030833333,16.7561666667,65.5910833333,41.9470833333,7.33391666667
541.40,14.4323333333,44.845,46.6350833334,28.3091666667,9.89820238096,11.8735833334,21.1630833333,44.2285833334,50.4186666667,16.7038333333,65.7415833333,42.0245,7.33033333334
541.75,14.42975,44.9131666667,46.6872083334,28.3685,9.89701190476,11.8763333334,21.1689166666,44.316,50.5615833333,16.6749166667,65.89825,42.1051666666,7.34504166667
542.09,14.39,44.9301666666,46.683375,28.3733333333,9.85977380953,11.8367083333,21.13075,44.3546666666,50.6681666667,16.5959166667,65.97225,42.1389166666,7.32608333333
542.43,14.3923333333,45.0034166667,46.7485,28.43275,9.86729761907,11.851625,21.1485833333,44.4501666667,50.81775,16.57275,66.0978333333,42.2433333334,7.33554166667
542.78,14.39175,45.0655,46.7892916667,28.4893333333,9.86039285714,11.8609166667,21.171,44.52275,50.9420833333,16.5353333333,66.2131666666,42.3313333334,7.35129166667
543.12,14.3864166666,45.10925,46.8287916667,28.5265,9.84698809525,11.850625,21.17325,44.5945,51.0589166667,16.4914166667,66.3135833333,42.4019166667,7.34783333334
543.46,14.4090833334,45.1618333333,46.8550416666,28.6161666667,9.87094047618,11.8721666667,21.2050833333,44.6621666667,51.2083333333,16.469,66.41525,42.4953333333,7.38675
543.81,14.4230833334,45.2765,46.9493333333,28.7264166667,9.87285714287,11.8826666667,21.2183333333,44.7886666667,51.4278333334,16.4463333333,66.6240833333,42.6115,7.39708333333
544.15,14.4049166666,45.3385,46.97575,28.79025,9.86207142859,11.876875,21.2253333333,44.8754166666,51.5610833333,16.3881666667,66.7388333333,42.714,7.39258333333
544.49,14.42425,45.406,46.9861666666,28.8640833333,9.87470238093,11.9105416666,21.23625,44.9606666667,51.6860833333,16.3303333333,66.8646666667,42.7980833334,7.43695833333
544.84,14.4375833333,45.4748333333,47.0368333333,28.9350833334,9.87465476193,11.9126666667,21.2504166667,45.0566666667,51.8630833333,16.2528333334,67.0423333333,42.907,7.461
545.18,14.4875833333,45.5936666667,47.1432916667,29.0724166667,9.90275,11.9464583333,21.2771666667,45.199,52.0731666667,16.2190833333,67.2610833333,43.0571666666,7.49279166667
545.52,14.5075833333,45.69425,47.2305416667,29.1619166667,9.90664285714,11.9547916667,21.32075,45.3646666667,52.2751666667,16.1655,67.4945,43.22325,7.50195833333
545.87,14.5115,45.7668333334,47.3077916667,29.25475,9.8945,11.954,21.3355833333,45.49625,52.4303333333,16.1100833334,67.6850833333,43.35725,7.50583333333
546.21,14.5120833333,45.8405,47.3547916667,29.3215833333,9.87371428573,11.9419583333,21.3409166667,45.58175,52.5680833333,16.0536666667,67.8926666667,43.4819166667,7.50654166667
546.55,14.5115,45.8938333334,47.4126666667,29.3740833334,9.87951190476,11.928375,21.3464166667,45.6713333333,52.69,16.0004166667,68.05125,43.5720833333,7.50716666667
546.90,14.5389166666,45.9696666667,47.4529583333,29.4596666667,9.90082142856,11.9545416666,21.3769166667,45.7395,52.8233333333,15.9650833333,68.2299166666,43.69,7.52229166667
547.24,14.5355,46.069,47.5237916666,29.4893333334,9.8739047619,11.9345,21.38025,45.8086666666,52.9615833333,15.9056666667,68.3999166667,43.7898333333,7.49633333333
547.58,14.507,46.0804166667,47.5115,29.5003333333,9.86657142857,11.9122083333,21.361,45.8501666667,53.02075,15.8414166667,68.4986666667,43.8814166666,7.50541666667
547.92,14.5185,46.1476666666,47.5603333333,29.55175,9.87091666667,11.9162916667,21.3615833333,45.91025,53.1388333333,15.7818333333,68.6358333333,43.9803333333,7.51558333333
548.27,14.53625,46.2465833333,47.6195,29.6405833333,9.88354761906,11.909125,21.3830833333,46.0105,53.2818333334,15.7535833334,68.8215,44.1345833334,7.51104166667
548.61,14.5200833334,46.349,47.668,29.7099166667,9.87066666666,11.8855,21.3798333333,46.1245833333,53.452,15.7021666667,69.0185833333,44.26825,7.50791666667
548.95,14.49625,46.40975,47.684625,29.761,9.84375,11.8589583333,21.3681666667,46.2128333333,53.5348333333,15.61775,69.185,44.3635833333,7.48970833333
549.29,14.4485,46.39475,47.6099583333,29.7721666667,9.80129761904,11.8069166667,21.2936666667,46.1680833333,53.57375,15.4960833334,69.2334166667,44.3545,7.47779166666
549.64,14.49975,46.5258333334,47.691,29.8891666666,9.84302380952,11.866875,21.3505833334,46.3224166667,53.77725,15.4895,69.5224166667,44.5340833333,7.52425
549.98,14.5473333333,46.6538333333,47.7536666667,29.9930833333,9.88182142857,11.8852916667,21.3806666667,46.4699166667,53.9784166666,15.4451666667,69.74575,44.6936666667,7.56666666667
550.32,14.5830833333,46.8075833333,47.7984583333,30.12575,9.90695238095,11.92875,21.40675,46.621,54.1963333333,15.42275,70.0659166666,44.8914166667,7.59095833333
550.66,14.5941666667,46.91375,47.8445,30.2103333333,9.90180952381,11.924,21.4320833334,46.7585,54.38875,15.3559166667,70.3135833333,45.0440833333,7.62304166667
551.01,14.607,46.9971666667,47.8700416667,30.3208333333,9.89305952381,11.9495416667,21.4240833333,46.9055,54.5946666666,15.2839166667,70.5496666667,45.1895833334,7.67
551.35,14.6215,47.1119166667,47.9389583334,30.40375,9.87638095238,11.95425,21.4371666667,47.01925,54.7531666667,15.2035833333,70.7908333333,45.3179166666,7.666
551.69,14.6433333333,47.2396666667,48.01325,30.5020833333,9.87052380953,11.9554583333,21.4600833333,47.1608333333,54.9301666667,15.1653333333,71.036,45.46225,7.694875
552.03,14.5865,47.293,48.01525,30.5373333333,9.79689285714,11.8889166667,21.41275,47.22975,55.0496666667,15.0394166667,71.20675,45.5183333334,7.64795833333
552.38,14.61825,47.3833333333,48.041,30.6206666667,9.82489285713,11.92725,21.441,47.3444166667,55.1785,15.0300833333,71.4048333333,45.6219166667,7.65991666667
552.72,14.6065833333,47.471,48.0510416667,30.71025,9.82330952383,11.9149583333,21.446,47.4254166666,55.3760833333,14.9943333333,71.6015,45.743,7.68095833333
553.06,14.5816666667,47.5771666667,48.1010416667,30.8029166667,9.81352380953,11.9155833333,21.4540833333,47.5669166667,55.5064166667,14.9604166667,71.7915,45.88175,7.67645833334
553.40,14.54625,47.6325,48.1006666667,30.8709166666,9.77995238096,11.85325,21.41575,47.634,55.6055,14.87775,71.975,45.9648333333,7.663875
553.74,14.538,47.7399166666,48.11075,30.979,9.7873452381,11.862625,21.4214166666,47.7408333333,55.763,14.8348333334,72.1803333333,46.0976666666,7.6815
554.09,14.51775,47.78125,48.119125,31.0660833333,9.76241666667,11.8165833333,21.4115,47.8065833333,55.8570833334,14.7549166667,72.2771666667,46.17025,7.66995833333
554.43,14.4779166667,47.8321666667,48.1065,31.136,9.73586904763,11.7927083333,21.3643333333,47.8663333333,55.9280833333,14.6998333333,72.362,46.202,7.67279166667
554.77,14.491,47.9241666667,48.136375,31.2293333333,9.74275,11.8169583333,21.3795833333,47.9679166667,56.0224166667,14.67475,72.5496666667,46.2996666666,7.68675
555.11,14.4966666667,47.9360833333,48.1060833333,31.31975,9.74398809524,11.8033333333,21.3741666667,48.0260833334,56.1059166667,14.6251666667,72.6483333333,46.3848333333,7.706625
555.45,14.489,47.9623333333,48.0792916667,31.4015833333,9.75891666668,11.789875,21.3619166667,48.0805,56.2045,14.5968333333,72.7655,46.4644166667,7.730375
555.80,14.4816666666,47.9526666667,48.031875,31.4395833333,9.77763095238,11.7959166667,21.3395,48.0909166667,56.25075,14.5505833333,72.8254166667,46.5156666666,7.76304166666
556.14,14.44825,47.94225,47.9693333334,31.4794166666,9.74014285715,11.7607916667,21.29175,48.0785,56.3120833334,14.4485,72.831,46.5855,7.7645
556.48,14.4559166666,47.9738333333,47.9470416667,31.5270833333,9.72328571428,11.7448333333,21.29025,48.1715,56.3564166666,14.3738333333,72.9729166667,46.6640833333,7.77325
556.82,14.5145,48.1024166667,48.021625,31.6525833333,9.76415476193,11.7617083333,21.32525,48.28775,56.5523333333,14.3581666666,73.2188333333,46.819,7.81175
557.16,14.48925,48.1065,47.9302083333,31.65675,9.73569047619,11.7371666667,21.2999166667,48.2675,56.5803333333,14.26925,73.1989166667,46.8120833333,7.79854166666
557.50,14.4685,48.0690833333,47.8595416667,31.6845833334,9.72567857143,11.727625,21.27375,48.24725,56.5799166667,14.1905,73.2,46.7860833333,7.80483333333
557.85,14.471,48.1366666667,47.8215833333,31.6955833334,9.72545238097,11.7222916667,21.2485833333,48.2416666667,56.6349166666,14.1563333334,73.3133333333,46.8545,7.804875
558.19,14.4625,48.1854166667,47.7761666667,31.7549166667,9.71259523809,11.6840416666,21.208,48.2800833333,56.7591666667,14.0809166666,73.4673333333,46.9243333333,7.78695833333
558.53,14.3934166667,48.154,47.6604166667,31.7440833333,9.67397619048,11.5979166667,21.1229166667,48.1985833333,56.7423333333,13.97125,73.4535833333,46.8984166667,7.75354166666
558.87,14.3946666667,48.2455,47.6602916667,31.8136666667,9.67688095239,11.6029583333,21.1303333334,48.27325,56.9061666667,13.9281666667,73.6535,47.00425,7.77233333333
559.21,14.3713333333,48.2455,47.5817916667,31.8273333334,9.6520952381,11.57325,21.0896666667,48.24725,56.8906666666,13.8415,73.7186666667,47.0215,7.746
559.55,14.3705,48.3365833333,47.6017916667,31.9318333333,9.64174999998,11.562875,21.07625,48.3164166667,57.0013333333,13.814,73.9335,47.1681666667,7.74225
559.89,14.3346666667,48.4291666667,47.6332083333,32.0273333333,9.60713095237,11.53775,21.0588333333,48.3628333334,57.1190833333,13.7515,74.155,47.25025,7.72616666666
560.23,14.3395833333,48.5163333333,47.601625,32.09575,9.61010714286,11.5633333333,21.024,48.4041666667,57.2286666666,13.7146666667,74.2523333333,47.3311666667,7.74133333333
560.58,14.3288333333,48.56475,47.6020416667,32.1634166667,9.61157142859,11.5755416667,21.0158333333,48.39525,57.3001666667,13.6624166667,74.3386666667,47.3836666667,7.7555
560.92,14.3173333333,48.5928333334,47.532625,32.2148333334,9.58054761906,11.5575,20.9478333333,48.3884166667,57.3246666667,13.6053333333,74.38225,47.39525,7.73395833333
561.26,14.22925,48.6093333334,47.4682083333,32.2210833334,9.49282142858,11.4623333333,20.866,48.3666666667,57.3591666666,13.5023333333,74.4723333334,47.45725,7.67470833333
561.60,14.1655,48.6081666666,47.3484166667,32.23925,9.41751190476,11.3862083333,20.79675,48.349,57.4056666667,13.3931666667,74.53825,47.4394166667,7.61679166667
561.94,14.1324166667,48.6338333333,47.2902083333,32.2381666667,9.40028571428,11.3620416667,20.7650833333,48.3214166667,57.4110833333,13.32875,74.5671666667,47.4883333333,7.591875
562.28,14.1115,48.6901666667,47.261125,32.3156666667,9.38519047617,11.3591666667,20.75475,48.3433333333,57.4911666667,13.2595833333,74.6258333333,47.55725,7.58
562.62,14.0875,48.7511666667,47.1985416667,32.3421666667,9.35834523811,11.3299166667,20.6898333333,48.31825,57.5063333333,13.209,74.6605,47.5794166667,7.57908333333
562.96,14.1064166667,48.8296666667,47.1918333333,32.4575833333,9.35251190477,11.357125,20.6820833334,48.36925,57.615,13.177,74.7865833333,47.6784166667,7.62458333333
563.30,14.12,48.8111666666,47.0666666667,32.48375,9.34654761905,11.3462083333,20.6375833333,48.2988333333,57.59775,13.1235,74.7326666667,47.616,7.65566666666
563.64,14.1285,48.8155,46.997375,32.5220833333,9.36840476192,11.3496666667,20.61275,48.3146666667,57.6165833334,13.0893333333,74.7630833333,47.6556666666,7.68675
563.99,14.0934166667,48.8120833333,46.9221666666,32.5346666667,9.33510714284,11.3102083333,20.5711666667,48.23825,57.5978333333,13.0060833333,74.7753333333,47.6328333333,7.686875
564.33,14.0486666667,48.7708333333,46.7632083333,32.5149166667,9.28054761905,11.2839166667,20.4941666667,48.2164166666,57.5596666667,12.9160833334,74.7475,47.6091666667,7.66520833334
564.67,14.0306666667,48.8265833334,46.7455,32.5888333333,9.28711904762,11.2856666667,20.4753333334,48.2328333334,57.6031666666,12.8759166667,74.8269166667,47.7134166667,7.69904166667
565.01,14.04975,48.8946666667,46.704125,32.6676666667,9.30448809523,11.318625,20.4726666667,48.2629166667,57.6714166667,12.8554166667,74.91625,47.7404166666,7.714375
565.35,14.0223333333,48.9654166667,46.6920833333,32.7555,9.30805952381,11.31,20.44075,48.327,57.7601666667,12.80975,75.0289166667,47.8466666667,7.740625
565.69,14.0128333333,48.99025,46.6378333333,32.8480833333,9.3083690476,11.313875,20.4249166666,48.3238333333,57.7865833333,12.7675,75.0760833333,47.8639166667,7.75716666667
566.03,14.0409166667,49.07375,46.6280416667,32.9351666667,9.33060714287,11.3359583333,20.4320833333,48.3789166667,57.876,12.749,75.1970833333,47.9408333333,7.81704166667
566.37,13.9726666666,49.05575,46.511875,32.95075,9.2898809524,11.2817083333,20.35575,48.3220833333,57.84875,12.6520833333,75.1643333333,47.9296666667,7.78475
566.71,13.9355833333,49.086,46.3922083333,32.9515833333,9.25330952379,11.2239583333,20.2919166666,48.2928333333,57.8608333333,12.557,75.1855833333,47.9265,7.74604166667
567.05,13.8933333333,49.1556666667,46.3436666667,33.0306666667,9.24790476191,11.2228333333,20.2686666667,48.3155833333,57.9105,12.49,75.2478333333,48.0046666666,7.7255
567.39,13.8835833333,49.2001666667,46.240125,33.0786666667,9.2295,11.1910416667,20.2063333333,48.2836666666,57.9195833333,12.433,75.2553333333,48.0030833333,7.71145833333
567.73,13.8610833333,49.2674166667,46.148875,33.1465833334,9.20620238094,11.161875,20.1516666667,48.2576666667,57.93475,12.3766666667,75.3065,48.0455,7.70125
568.07,13.8511666667,49.3098333333,46.0373333333,33.2005,9.18515476189,11.1169583333,20.0915,48.1746666667,57.9110833333,12.3125833333,75.29,48.0281666667,7.70241666667
568.41,13.84,49.3461666667,45.9389166667,33.2253333333,9.19640476191,11.0904166667,20.0618333333,48.1398333333,57.9435833333,12.2725,75.327,48.0006666667,7.69404166667
568.75,13.85525,49.3449166667,45.811625,33.24375,9.18998809524,11.055625,20.0293333333,48.0375833333,57.9099166666,12.2114166667,75.2890833333,47.99825,7.71425
569.09,13.86575,49.37875,45.7607916667,33.3069166667,9.18273809526,11.0715,20.012,47.9575833333,57.9205,12.166,75.2810833333,48.0075,7.724375
569.43,13.881,49.4734166667,45.7174583334,33.3793333333,9.20026190477,11.0977083333,19.9880833333,47.9288333333,57.9536666667,12.1320833333,75.347,48.0898333333,7.76870833334
569.77,13.8609166667,49.5311666667,45.6145833333,33.4216666666,9.19105952381,11.056875,19.912,47.8614166667,57.9425,12.103,75.3848333333,48.11775,7.7545
570.11,13.8545,49.5829166667,45.5345833333,33.4979166667,9.17376190475,11.0447083334,19.8955,47.8416666667,57.9940833333,12.052,75.45625,48.1340833333,7.73608333333
570.45,13.8286666667,49.5983333333,45.461125,33.5549166667,9.16308333333,11.035,19.85525,47.7895833333,57.98475,12.0250833333,75.4544166667,48.1035,7.74245833333
570.79,13.7854166667,49.6531666667,45.4029583333,33.5923333333,9.12,10.996,19.8001666667,47.7774166667,58.0238333333,11.97175,75.51125,48.0655833333,7.74083333333
571.13,13.7348333334,49.64875,45.2974166667,33.6013333333,9.09696428573,10.9638333333,19.7496666667,47.6798333333,57.9916666666,11.9084166667,75.4754166667,48.0271666666,7.74054166667
571.47,13.7184166667,49.6206666667,45.1831666667,33.6196666666,9.10670238094,10.9642083334,19.7101666667,47.595,57.9808333333,11.86075,75.3913333334,47.9664166667,7.76545833333
571.81,13.7055833333,49.6539166667,45.119,33.6519166667,9.10132142858,10.9535833333,19.67025,47.5524166667,57.99525,11.831,75.43725,47.9775,7.77791666667
572.15,13.714,49.6305,44.9882916667,33.7148333334,9.08697619048,10.9605416667,19.6299166667,47.4760833333,57.9209166667,11.8019166667,75.3443333333,47.92375,7.804
572.49,13.65325,49.7474166666,44.9727916667,33.8215833333,9.06472619047,10.9524583334,19.5668333333,47.518,58.0045833333,11.761,75.4314166667,47.9650833333,7.80916666667
572.83,13.6365,49.77075,44.8806666667,33.8689166667,9.07035714286,10.942625,19.5159166667,47.4611666667,57.9725833333,11.7363333333,75.3808333333,47.9475833334,7.83704166666
573.17,13.5991666667,49.7635833333,44.7233333333,33.88325,9.00980952381,10.8791666667,19.44425,47.3963333333,57.94125,11.6765833333,75.3150833334,47.8593333334,7.81241666667
573.51,13.54075,49.7163333333,44.59,33.8876666667,8.95583333334,10.8516666667,19.3925,47.3056666667,57.8591666667,11.6114166667,75.1981666667,47.7790833333,7.79341666667
573.85,13.5583333333,49.7698333333,44.507125,33.9444166667,8.98051190476,10.883,19.3625,47.2798333333,57.8429166667,11.6106666667,75.1365833333,47.773,7.83991666667
574.19,13.5383333333,49.8063333333,44.4483333333,33.9986666667,8.97290476192,10.87375,19.3038333333,47.2143333333,57.8453333333,11.5704166667,75.1036666667,47.806,7.86183333333
574.53,13.55925,49.8491666667,44.3677916667,34.049,8.98923809525,10.869875,19.2779166667,47.111,57.8389166667,11.5604166667,75.04775,47.82375,7.88829166667
574.87,13.5393333333,49.8520833334,44.259625,34.1024166667,8.97239285714,10.8700416667,19.2418333333,47.0299166666,57.8181666667,11.51725,74.97775,47.8093333333,7.89129166667
575.21,13.4865,49.88175,44.1595416667,34.1695833333,8.92733333333,10.8183333333,19.16075,46.95725,57.7803333333,11.4498333333,74.9295833333,47.80925,7.84170833334
575.55,13.4571666667,49.9381666666,44.1052083333,34.286,8.92240476192,10.8040416667,19.13625,46.9334166667,57.8400833333,11.4263333333,74.9071666667,47.8411666666,7.83341666667
575.89,13.4105833333,49.9530833334,44.0071666667,34.3351666667,8.90285714286,10.7662083333,19.0736666667,46.8614166667,57.83625,11.3716666667,74.8496666666,47.8385,7.81416666667
576.22,13.4225833333,49.844,43.80825,34.3071666667,8.90382142858,10.7405,19.0191666667,46.6756666667,57.6559166667,11.3463333333,74.5873333334,47.696,7.832625
576.56,13.3889166667,49.8250833333,43.6475833333,34.3294166667,8.87035714287,10.706875,18.9600833333,46.55975,57.5735,11.2911666667,74.4964166666,47.6361666667,7.80854166666
576.90,13.3520833334,49.81925,43.5755416666,34.389,8.88382142856,10.7040416667,18.9149166667,46.4619166667,57.53525,11.2570833333,74.3971666667,47.62525,7.81741666667
577.24,13.3361666667,49.8576666667,43.4403333333,34.4528333334,8.87316666667,10.6830833333,18.8361666667,46.37325,57.51775,11.1801666667,74.31525,47.6026666666,7.803375
577.58,13.2758333333,49.8383333333,43.3075833333,34.4986666667,8.8303452381,10.6474166667,18.769,46.1978333333,57.4425,11.1300833333,74.2004166666,47.5505,7.80725
577.92,13.2349166667,49.7810833333,43.091625,34.5249166667,8.79859523809,10.6354583333,18.72875,46.031,57.31425,11.0674166667,74.00625,47.4271666667,7.81629166667
578.26,13.2136666667,49.7511666667,42.9095416667,34.5620833333,8.77483333333,10.6099166667,18.666,45.9363333333,57.1705833333,10.9920833333,73.8333333333,47.3445,7.80725
578.60,13.2059166667,49.81525,42.8354583333,34.6431666667,8.75278571429,10.5737083333,18.6174166667,45.8860833334,57.1490833333,10.9508333333,73.7893333333,47.3154166667,7.83866666667
578.94,13.2224166667,49.9064166667,42.7858333333,34.7335,8.75207142857,10.6009583333,18.6080833333,45.8800833333,57.1748333333,10.9413333334,73.7813333334,47.3359166667,7.88858333333
579.28,13.2510833333,49.9125833333,42.6641666667,34.7799166667,8.77213095237,10.62925,18.5871666666,45.7803333333,57.0745833333,10.91,73.6529166667,47.2996666667,7.95979166666
579.61,13.2306666667,50.0283333333,42.560625,34.85325,8.76930952381,10.6127083333,18.549,45.69225,57.05475,10.8505833333,73.61925,47.317,7.99095833333
579.95,13.2080833334,50.1205833333,42.5210416667,34.9850833333,8.79276190475,10.644125,18.54425,45.6653333333,57.1376666666,10.8295833333,73.6659166666,47.3758333333,8.03320833334
580.29,13.2496666667,50.1534166667,42.425,35.0815,8.85419047618,10.6787916667,18.55325,45.59225,57.1408333333,10.8456666667,73.539,47.3249166667,8.14258333333
580.63,13.2636666667,50.16675,42.27075,35.1164166667,8.85833333334,10.6747916667,18.5279166667,45.48025,57.0685,10.8076666667,73.4309166667,47.2695833333,8.17616666667
580.97,13.2900833333,50.14275,42.134125,35.1585,8.89019047618,10.686375,18.5313333333,45.3285,56.9504166667,10.8435,73.2420833333,47.1869166667,8.2635
581.31,13.2945833333,50.13525,42.0390416667,35.1850833334,8.92902380953,10.682,18.4959166667,45.2460833333,56.87075,10.816,73.0996666666,47.1079166666,8.29433333333
581.65,13.3115,50.1986666666,41.9223333333,35.2318333333,8.96375,10.6537083333,18.4460833333,45.1671666667,56.8391666667,10.8260833333,73.0149166667,47.0775833333,8.32025
581.98,13.271,50.199,41.8004166667,35.26325,8.93867857143,10.6447083333,18.3568333333,45.0006666667,56.7995833333,10.7981666666,72.9363333333,47.0229166667,8.337125
582.32,13.2181666666,50.1739166667,41.64625,35.2825,8.93922619048,10.648375,18.2789166667,44.83425,56.6888333333,10.7798333334,72.8085,46.95325,8.30825
582.66,13.2264166666,50.1209166667,41.472375,35.3014166667,8.97942857142,10.6464583333,18.2503333333,44.6278333333,56.5539166666,10.7916666667,72.5819166667,46.8183333333,8.32929166667
583.00,13.1423333333,50.0995833333,41.2604583333,35.277,8.93994047619,10.5805,18.1408333333,44.4325,56.39575,10.739,72.3595833333,46.6676666667,8.27604166667
583.34,13.1201666667,50.0994166667,41.1719583333,35.317,8.90559523809,10.5627916667,18.1129166667,44.34975,56.3509166667,10.705,72.2633333334,46.6225833333,8.26254166667
583.68,13.0385833334,50.0260833334,40.952,35.2476666666,8.82088095239,10.4913333333,17.9918333334,44.1178333333,56.1130833333,10.5935,71.9579166667,46.44875,8.19533333334
584.01,12.9696666667,50.069,40.8165833333,35.24575,8.72529761906,10.4255416667,17.8684166667,43.9691666666,55.9946666667,10.4929166667,71.85,46.3561666667,8.11441666667
584.35,12.8700833333,49.9786666667,40.6130833333,35.2154166667,8.62495238095,10.3504583333,17.7145,43.7479166667,55.7973333333,10.3954166667,71.5443333333,46.16925,8.03479166667
584.69,12.8254166667,50.0259166667,40.480625,35.2605833333,8.58297619047,10.32075,17.6388333334,43.6488333333,55.7354166667,10.3126666666,71.4714166667,46.0911666666,7.99033333333
585.03,12.7679166667,50.0095,40.2896666667,35.26025,8.50903571428,10.266125,17.5469166667,43.4593333334,55.58,10.23025,71.315,45.9623333334,7.94020833333
585.37,12.72375,50.0130833333,40.1755416666,35.2695833333,8.47792857141,10.2394166666,17.4730833334,43.3378333333,55.4499166666,10.1584166667,71.09125,45.8905833333,7.90995833333
585.70,12.6906666666,49.9530833333,39.9473333334,35.2370833333,8.45194047619,10.2077083333,17.42675,43.1718333334,55.2389166667,10.07925,70.796,45.7109166667,7.880375
586.04,12.7278333333,50.0569166667,39.8666666667,35.3386666667,8.46872619047,10.2329583333,17.4319166667,43.0988333334,55.2315833333,10.0519166667,70.7070833333,45.69225,7.96179166667
586.38,12.63,50.03625,39.6924166667,35.34825,8.40244047619,10.1672083333,17.3398333334,42.976,55.08725,9.96816666667,70.5415833333,45.6211666666,7.940375
586.72,12.6365,49.9731666667,39.5255,35.3584166667,8.37902380953,10.1720416667,17.29675,42.8445,54.9344166667,9.92933333334,70.2905,45.5175833334,7.977875
587.06,12.58875,49.9245,39.330125,35.3510833334,8.35025,10.143875,17.16725,42.6541666667,54.7630833333,9.88000000001,70.0968333334,45.3678333333,7.97870833333
587.39,12.6145,49.97325,39.2444583333,35.4761666667,8.37921428573,10.1579166667,17.1355833333,42.5565833333,54.70475,9.88424999999,70.0286666667,45.3638333333,8.02979166667
587.73,12.5945,49.9751666666,39.1665,35.5518333333,8.39309523808,10.174375,17.1091666667,42.47325,54.6206666667,9.86208333334,69.8910833333,45.34075,8.06225
