wavelength,Back_DigPlum,Belly_DigPlum,Breast_DigPlum,Crissum_DigPlum,Crown_DigPlum,DorTail_DigPlum,Rump_DigPlum,Throat_DigPlum,WingTip_DigPlum
533.49,8.378,16.8018666666,11.8623333333,12.8900666667,6.82326666667,7.17113333333,10.6670666667,10.753,7.68593333333
533.84,8.4112,16.8295333333,11.8974,12.9166666667,6.85673333333,7.211,10.6908,10.7803333333,7.72946666667
534.18,8.4186,16.8396,11.9196,12.9280666667,6.87813333333,7.23433333333,10.708,10.8025333333,7.75133333333
534.52,8.41591111111,16.8443333333,11.9179333333,12.9271333333,6.8786,7.23026666667,10.6933333333,10.8091333333,7.75253333333
534.87,8.40764444444,16.8606666667,11.9216,12.9425333333,6.87726666667,7.2266,10.6909333334,10.8067333333,7.75773333333
535.21,8.42742222222,16.8697333333,11.9379333333,12.9606,6.89626666666,7.23713333333,10.7084666667,10.8306666667,7.77206666666
535.56,8.44722222222,16.8816,11.9513333333,12.9761333334,6.91646666667,7.26593333333,10.7181333334,10.836,7.79133333333
535.90,8.47766666667,16.905,11.9856,13.0089333333,6.9548,7.2972,10.7508666667,10.8744666667,7.81373333333
536.25,8.48173333333,16.9028666667,12.0021333334,13.0042666667,6.96153333333,7.30506666667,10.7508666667,10.8746,7.8232
536.59,8.48757777778,16.9042,12.0221333333,13.0071333333,6.96613333334,7.31633333333,10.7614,10.8823333333,7.82846666667
536.93,8.4936,16.9076666667,12.0392666667,13.0215333333,6.96566666667,7.3264,10.7575333333,10.8848,7.845
537.28,8.50104444445,16.8988666667,12.0316,13.0114,6.97253333333,7.32493333333,10.7595333333,10.8831333333,7.84966666667
537.62,8.50188888889,16.9124666667,12.0244,13.0154,6.96966666667,7.31906666666,10.7585333334,10.8806,7.84026666667
537.97,8.51388888889,16.9141333333,12.0268666667,13.0248666667,6.9664,7.31333333333,10.7496,10.8771333333,7.8308
538.31,8.54491111111,16.9434666667,12.0472,13.0532,6.99506666667,7.3394,10.7838666667,10.9079333333,7.86446666667
538.65,8.58251111111,16.9432666667,12.068,13.0571333333,7.00066666667,7.3814,10.8057333333,10.9278666667,7.88906666667
539.00,8.57468888889,16.9477333333,12.0602666667,13.0527333333,6.99853333333,7.39286666667,10.7996666667,10.9134666667,7.8892
539.34,8.55048888889,16.9023333333,12.0221333333,13.0115333333,6.96553333333,7.365,10.7670666666,10.8882,7.86466666666
539.69,8.52031111111,16.8812,11.9855333333,12.9804666667,6.93706666667,7.34546666667,10.7488666667,10.8667333333,7.85773333333
540.03,8.51137777778,16.8731333333,11.9739333333,12.9718666667,6.9312,7.34893333334,10.7297333333,10.8500666667,7.85833333333
540.37,8.51228888889,16.8614,11.9572666667,12.9682,6.9252,7.33053333333,10.7114666667,10.8556,7.8604
540.72,8.504,16.8562666666,11.9288,12.9462,6.91313333333,7.3194,10.7042666667,10.843,7.84133333333
541.06,8.50042222222,16.8708,11.9382666667,12.9520666667,6.9188,7.33593333333,10.7034,10.8508666667,7.8514
541.40,8.49562222222,16.8788,11.9264666667,12.9394,6.91273333333,7.32786666667,10.7048666667,10.8416,7.84626666667
541.75,8.47351111111,16.8597333333,11.886,12.9052,6.8884,7.30326666666,10.6802666667,10.8136,7.8216
542.09,8.44237777778,16.8414,11.864,12.8862666667,6.85906666667,7.27673333333,10.6646,10.7902,7.78926666667
542.43,8.43217777778,16.8456,11.8431333333,12.8848666667,6.85453333333,7.26053333333,10.6546666667,10.7816,7.77613333333
542.78,8.4416,16.852,11.8398666667,12.8972,6.85586666667,7.2618,10.6604,10.7943333333,7.7848
543.12,8.45213333333,16.8725333333,11.8465333333,12.9100666667,6.87153333334,7.26606666667,10.6680666667,10.7962,7.78646666667
543.46,8.48015555556,16.9056,11.8702,12.9358,6.89573333333,7.29026666667,10.685,10.813,7.80513333333
543.81,8.48593333333,16.917,11.8638,12.95,6.8962,7.28533333334,10.7044,10.8216666667,7.80073333333
544.15,8.50993333333,16.9345333333,11.8854,12.9586666667,6.92093333333,7.3124,10.7333333333,10.8251333333,7.81473333333
544.49,8.51397777778,16.9548666667,11.903,12.9828,6.93326666667,7.32233333333,10.7334666667,10.8372666667,7.82733333333
544.84,8.53275555556,16.956,11.9067333333,12.9858666667,6.9488,7.33206666667,10.7468666667,10.8402,7.84233333333
545.18,8.54200000001,16.9416666667,11.911,12.9934666667,6.963,7.34693333333,10.743,10.8584666667,7.8502
545.52,8.57140000001,16.9707333333,11.9520666667,13.031,6.98673333333,7.3836,10.7842666667,10.8905333333,7.8878
545.87,8.58728888889,16.9886,11.9628,13.0529333333,7.00353333333,7.39646666667,10.7839333333,10.9040666667,7.91106666667
546.21,8.61779999999,17.0137333333,12.002,13.0794,7.03673333333,7.43013333333,10.8084666667,10.9372666667,7.93946666667
546.55,8.61275555556,17.0112666667,12.0024,13.0727333334,7.04633333333,7.42066666667,10.8064666667,10.9266666667,7.93573333333
546.90,8.62806666666,17.0306666667,12.0304,13.1083333333,7.07113333333,7.447,10.8268666667,10.953,7.9708
547.24,8.64895555555,17.0457333333,12.0370666667,13.1314,7.07433333333,7.45886666667,10.8342666667,10.9521333333,7.97986666667
547.58,8.69540000001,17.1002,12.0843333333,13.1772,7.12233333333,7.50773333333,10.8598,11.0036666667,8.02993333333
547.92,8.6886,17.1109333333,12.0766,13.2065333333,7.1192,7.5034,10.8438666667,11.0242666667,8.0264
548.27,8.73502222222,17.1464,12.113,13.2472,7.15766666667,7.5452,10.8684666667,11.0517333333,8.06126666667
548.61,8.78933333333,17.2272,12.1678,13.3308,7.20253333334,7.5986,10.9311333333,11.1178,8.1222
548.95,8.80266666667,17.2465333333,12.1827333333,13.3441333333,7.19086666667,7.59553333333,10.9252,11.1210666666,8.11733333333
549.29,8.82788888889,17.2898666667,12.2069333333,13.3782,7.22146666667,7.62486666667,10.9257333333,11.1402666667,8.1478
549.64,8.88006666666,17.3316,12.2420666667,13.4092,7.254,7.68393333333,10.9584666667,11.1750666667,8.1922
549.98,8.87682222221,17.3362666667,12.2382,13.3904666667,7.249,7.6736,10.9454666667,11.1752666667,8.19686666667
550.32,8.94273333334,17.4194,12.3074666666,13.4665333333,7.30893333333,7.75506666667,10.9893333334,11.2626,8.26493333333
550.66,9.0098,17.4910666667,12.3750666667,13.5304,7.37,7.8344,11.0405333333,11.3384666667,8.331
551.01,9.05155555556,17.5318,12.4296,13.5641333333,7.42833333333,7.8888,11.1034666667,11.4176,8.391
551.35,9.00117777777,17.4799333333,12.3931333333,13.5215333333,7.38113333333,7.84853333333,11.0703333333,11.3534666667,8.34233333333
551.69,9.00104444445,17.5104,12.4128666667,13.5293333334,7.39426666667,7.86493333333,11.0868,11.3537333333,8.36073333333
552.03,8.98822222221,17.5202,12.4118666667,13.534,7.3842,7.876,11.0969333333,11.3702666667,8.37926666667
552.38,8.94646666667,17.4870666667,12.3843333333,13.4982,7.35166666667,7.8476,11.0445333333,11.3387333333,8.32853333333
552.72,8.98117777777,17.5448,12.4144666667,13.5392666667,7.4028,7.8976,11.1118666667,11.3858,8.37453333334
553.06,8.99355555555,17.5456,12.4144666667,13.5538666667,7.407,7.90393333333,11.118,11.4086,8.37246666667
553.40,8.97946666666,17.55,12.3958666667,13.5337333333,7.38893333333,7.8966,11.1106,11.4124,8.3602
553.74,8.96988888889,17.5619333333,12.4078666667,13.555,7.389,7.90866666667,11.1193333333,11.3934666667,8.34113333333
554.09,8.96913333334,17.5674,12.4216,13.5426,7.38653333333,7.89773333333,11.1354666667,11.3740666667,8.33633333333
554.43,8.89393333334,17.5056666667,12.3415333334,13.4492666667,7.2966,7.80613333334,11.0728,11.3016,8.25546666667
554.77,8.84351111111,17.4875333333,12.309,13.4230666667,7.25593333333,7.77946666667,11.0314,11.2370666667,8.2048
555.11,8.87264444445,17.5138666667,12.3192666667,13.4382,7.27606666667,7.8004,11.0516,11.2752666667,8.2258
555.45,8.88311111112,17.5026666667,12.3081333333,13.4164666667,7.2532,7.7892,11.0441333333,11.2706,8.21666666667
555.80,8.86971111111,17.4825333333,12.2928666667,13.4051333334,7.25433333333,7.76846666667,11.0422,11.2524666667,8.19773333333
556.14,8.87060000001,17.4652666667,12.2730666667,13.3895333333,7.22866666667,7.73126666667,11.0310666667,11.2348,8.1844
556.48,8.89477777777,17.5247333333,12.3231333333,13.4356,7.24953333333,7.7598,11.0618666667,11.2720666667,8.23206666667
556.82,8.91762222222,17.559,12.3614,13.4566666667,7.296,7.789,11.0947333333,11.2951333333,8.26433333333
557.16,8.93591111111,17.5612666667,12.4146666667,13.4889333333,7.33966666667,7.80546666667,11.1278,11.3126666667,8.3
557.50,8.99951111111,17.6047333333,12.4647333333,13.5256,7.40073333334,7.85473333333,11.1665333333,11.3870666667,8.39133333334
557.85,9.01213333333,17.6263333333,12.4726666667,13.5478666667,7.41186666667,7.8762,11.1747333334,11.4115333333,8.41773333334
558.19,9.0216,17.6122666667,12.4709333333,13.5784666667,7.432,7.88253333333,11.1742666667,11.4155333333,8.43233333333
558.53,9.01093333333,17.6172,12.457,13.5786666667,7.42433333333,7.85313333333,11.1547333333,11.4251333333,8.43979999999
558.87,9.0124,17.638,12.4490666667,13.6220666667,7.43333333333,7.86033333333,11.1584666667,11.437,8.45346666666
559.21,9.01528888888,17.6552666667,12.4788,13.6555333333,7.45166666667,7.89406666667,11.1994666667,11.4548,8.48193333334
559.55,9.03666666666,17.6583333334,12.4829333333,13.6532666667,7.45006666667,7.8864,11.1811333333,11.4631333333,8.47293333333
559.89,9.051,17.6709333333,12.5100666666,13.6762,7.4882,7.93426666667,11.2036666667,11.481,8.50853333334
560.23,8.98526666667,17.5634666667,12.4243333333,13.5926666667,7.42793333333,7.85813333334,11.1038,11.3916666667,8.4376
560.58,8.96364444444,17.5539333333,12.4205333333,13.5816666667,7.42433333333,7.8538,11.1145333333,11.3985333334,8.443
560.92,8.93986666666,17.5542,12.3841333333,13.5574666667,7.4054,7.8424,11.0894,11.3896,8.42446666667
561.26,8.90864444445,17.5512666667,12.3648666667,13.5517333333,7.39046666667,7.8362,11.0811333333,11.3832,8.40933333333
561.60,8.90833333333,17.5453333333,12.3569333333,13.5502,7.38206666667,7.84066666667,11.0664,11.3754,8.3936
561.94,8.84255555555,17.5088,12.3138666667,13.4999333333,7.3336,7.78326666667,11.0094666667,11.3402666667,8.34226666666
562.28,8.88566666666,17.5146666667,12.3307333333,13.5307333333,7.36506666667,7.83706666667,11.0226,11.381,8.37446666667
562.62,8.87906666666,17.5196666667,12.3416,13.482,7.37286666667,7.85526666667,10.9942666667,11.3863333333,8.3756
562.96,8.85595555555,17.4748,12.302,13.4270666667,7.32813333333,7.81546666667,10.9319333333,11.3588666667,8.3486
563.30,8.82820000001,17.4677333333,12.2850666667,13.3987333333,7.30866666666,7.80926666667,10.9262666667,11.3414666667,8.3486
563.64,8.76488888888,17.4354666667,12.2460666667,13.3415333333,7.23986666666,7.76333333333,10.8682666667,11.2936,8.29133333333
563.99,8.72933333333,17.4279333333,12.2485333333,13.353,7.21993333333,7.75793333334,10.8537333333,11.2898,8.29186666667
564.33,8.67706666667,17.3982666667,12.1979333334,13.3038,7.1628,7.7148,10.7933333333,11.2373333333,8.2374
564.67,8.66459999999,17.3890666667,12.1816666667,13.3026,7.13906666666,7.68326666667,10.7652666667,11.2068,8.225
565.01,8.64362222222,17.3598,12.1659333333,13.2974666667,7.09466666667,7.65926666667,10.737,11.1876,8.2044
565.35,8.57071111111,17.2717333333,12.1106666667,13.2236666667,7.0494,7.60073333333,10.6814,11.1335333333,8.15873333334
565.69,8.607,17.3060666667,12.157,13.2525333333,7.06813333333,7.6602,10.7158,11.1548,8.1908
566.03,8.60228888889,17.3087333333,12.1801333333,13.252,7.0724,7.65926666666,10.7243333333,11.1349333333,8.2062
566.37,8.6038,17.2878,12.1650666667,13.2594666667,7.04366666667,7.6336,10.7189333333,11.1138666667,8.2014
566.71,8.62066666666,17.3282,12.2005333333,13.3052,7.0752,7.6656,10.7522666667,11.1361333333,8.225
567.05,8.63306666667,17.3418,12.2345333333,13.3326666666,7.09406666667,7.68853333333,10.7521333333,11.155,8.2422
567.39,8.64499999999,17.3257333333,12.2198666667,13.3509333333,7.0994,7.69026666667,10.7568666667,11.1464666667,8.25006666667
567.73,8.6628,17.3382,12.2261333333,13.3568,7.08146666667,7.69966666666,10.76,11.1383333333,8.23006666667
568.07,8.64702222223,17.3188,12.2122666667,13.3468,7.04893333333,7.686,10.7257333333,11.1163333334,8.22493333333
568.41,8.66731111112,17.3504,12.2442,13.3657333333,7.0762,7.7122,10.7520666667,11.1378,8.25293333333
568.75,8.68715555555,17.3564,12.2526,13.3685333333,7.09446666667,7.72686666667,10.7641333333,11.138,8.26453333333
569.09,8.71466666667,17.4171333333,12.2677333334,13.4103333333,7.098,7.75086666667,10.8024,11.1648666667,8.3054
569.43,8.76804444444,17.4724666667,12.3072666667,13.4561333333,7.146,7.80193333333,10.8473333333,11.2206,8.38053333333
569.77,8.75695555556,17.4848,12.2915333333,13.4467333333,7.1354,7.78366666667,10.8354,11.1980666667,8.3746
570.11,8.73346666667,17.4606,12.2755333333,13.4149333333,7.1098,7.77426666667,10.7996666667,11.1772,8.35006666667
570.45,8.73791111111,17.4816666666,12.2675333333,13.4072666667,7.1032,7.76073333333,10.7847333333,11.1731333333,8.3308
570.79,8.74040000001,17.4933333333,12.272,13.4267333333,7.11313333333,7.7752,10.8147333333,11.1951333333,8.32673333333
571.13,8.74119999999,17.5064,12.2896666667,13.4060666667,7.12893333333,7.777,10.8134666667,11.207,8.33046666667
571.47,8.77377777778,17.5408666667,12.3175333333,13.4236,7.181,7.8106,10.8458666666,11.2506,8.377
571.81,8.85813333333,17.6068666667,12.3898666667,13.5038666667,7.276,7.88526666667,10.9238,11.3166666667,8.4374
572.15,8.81619999999,17.5704,12.3666666667,13.4834,7.24133333333,7.86946666667,10.8876666667,11.3124666667,8.41666666667
572.49,8.80295555556,17.5676666667,12.3513333333,13.4803333333,7.22593333333,7.86333333333,10.8834,11.2882,8.39446666667
572.83,8.80651111111,17.5604666667,12.3593333333,13.4723333333,7.2282,7.87253333333,10.8473333333,11.2808,8.38026666667
573.17,8.77986666666,17.5553333333,12.3417333333,13.4675333333,7.2118,7.86306666667,10.8409333333,11.2742,8.35033333333
573.51,8.77746666667,17.5432,12.3566,13.4691333334,7.2068,7.86906666667,10.8410666667,11.3180666667,8.358
573.85,8.82037777778,17.5838,12.3934,13.5122666667,7.26233333333,7.91746666667,10.9024,11.3848666667,8.39866666667
574.19,8.84168888889,17.5943333333,12.4109333333,13.5578666667,7.31326666667,7.968,10.9304,11.4228666667,8.4476
574.53,8.87080000001,17.6212666667,12.4410666667,13.5936666667,7.33093333333,7.99986666667,10.941,11.4406666667,8.50533333333
574.87,8.88319999999,17.6312,12.4525333333,13.6158,7.3492,8.0118,10.9395333333,11.4526666667,8.52533333333
575.21,8.82937777777,17.5850666667,12.4164666667,13.5773333333,7.2998,7.9608,10.9064,11.4047333334,8.4964
575.55,8.75715555556,17.5156666667,12.3569333333,13.5145333333,7.22826666667,7.87813333333,10.8346,11.3314666667,8.4398
575.89,8.76773333334,17.5154666667,12.3618,13.5201333333,7.23393333334,7.88746666667,10.8423333333,11.3304666667,8.43953333333
576.22,8.7583111111,17.5301333334,12.3687333333,13.5055333333,7.24513333333,7.88826666667,10.8322666667,11.3452666667,8.438
576.56,8.77891111111,17.551,12.3912666667,13.5225333333,7.26106666667,7.8996,10.8652666667,11.3699333333,8.46106666667
576.90,8.77044444444,17.533,12.3748,13.5102666667,7.25686666666,7.87773333333,10.8473333333,11.3364666667,8.4506
577.24,8.77824444444,17.5207333333,12.3516666666,13.5034,7.2468,7.86086666667,10.8452666667,11.338,8.44913333333
577.58,8.769,17.521,12.3764,13.5332666667,7.24073333333,7.85953333333,10.8357333333,11.3041333333,8.46986666667
577.92,8.76755555555,17.5171333333,12.3807333333,13.5264,7.2126,7.84846666667,10.8353333334,11.2834666667,8.45839999999
578.26,8.73275555556,17.4756666667,12.3282666667,13.4745333333,7.17446666667,7.8012,10.8042,11.2234,8.40419999999
578.60,8.78826666666,17.5406,12.3620666667,13.5367333333,7.19666666667,7.86026666667,10.8636,11.2985333333,8.44886666667
578.94,8.84279999999,17.6148666667,12.4158666667,13.6189333333,7.26733333333,7.94406666667,10.9081333333,11.3682666667,8.50679999999
579.28,8.91335555555,17.6950666667,12.4748666667,13.6656,7.32653333333,8.03773333333,10.9715333333,11.4634666666,8.55946666667
579.61,8.92960000001,17.7133333333,12.496,13.6706,7.34493333333,8.04926666667,10.9963333333,11.4644,8.57026666667
579.95,8.94237777779,17.6910666667,12.4944666667,13.6886666667,7.34733333333,8.05433333333,10.9992,11.4875333333,8.58006666667
580.29,8.88713333333,17.6625333333,12.4289333334,13.6389333333,7.2938,8.00653333333,10.9498,11.4384,8.52926666667
580.63,8.88028888889,17.6443333333,12.4222,13.6036,7.27666666667,7.99433333333,10.9189333333,11.4342,8.51953333334
580.97,8.87457777777,17.6696,12.4153333333,13.5866,7.26673333333,8.01806666666,10.9000666667,11.4090666667,8.48706666667
581.31,8.89366666667,17.6798666667,12.3872,13.5614,7.25933333333,8.011,10.9088666667,11.4206666667,8.47733333333
581.65,8.84757777778,17.6058,12.3422,13.4778666667,7.203,7.96233333333,10.857,11.3801333333,8.43119999999
581.98,8.86102222223,17.6336666667,12.3520666667,13.4751333333,7.196,7.96406666667,10.8816,11.386,8.43373333334
582.32,8.77568888889,17.5360666667,12.2786,13.3892666667,7.14486666667,7.87413333333,10.7919333333,11.2816666667,8.35273333333
582.66,8.79255555555,17.5214666667,12.2753333333,13.3567333333,7.14026666667,7.8662,10.7721333333,11.2744,8.3268
583.00,8.77797777779,17.5251333333,12.2794,13.3709333333,7.12993333333,7.842,10.7712666667,11.2662666667,8.34566666667
583.34,8.81786666667,17.5839333333,12.2952,13.4271333333,7.16793333333,7.88013333333,10.8058,11.3186,8.37913333333
583.68,8.80717777777,17.6126666667,12.2912666667,13.4120666667,7.1762,7.88286666667,10.7976666667,11.2810666666,8.40053333333
584.01,8.83913333333,17.6109333333,12.3135333333,13.4455333333,7.2052,7.91253333333,10.8294666667,11.3202666667,8.4324
584.35,8.85480000001,17.6339333333,12.3396,13.4884,7.22486666667,7.935,10.8664,11.3264666667,8.46786666667
584.69,8.84528888889,17.6508,12.3998,13.5294,7.2584,7.94346666667,10.8904666667,11.3358666667,8.47786666667
585.03,8.82244444444,17.6726666667,12.4148666667,13.5276666667,7.2838,7.94486666667,10.8654,11.3580666667,8.49426666666
585.37,8.87808888889,17.7395333333,12.5002666667,13.6085333333,7.36386666667,8.01746666667,10.9124666667,11.4380666667,8.57420000001
585.70,8.84973333333,17.7264,12.4734,13.5928666667,7.35386666667,7.97853333333,10.8676666666,11.4339333333,8.58513333333
586.04,8.867,17.7812666667,12.5022,13.6197333333,7.3508,8.01386666667,10.8946,11.4501333333,8.64879999999
586.38,8.82144444444,17.7199333333,12.4460666667,13.5924666667,7.3138,7.97993333333,10.8682666667,11.4179333333,8.63526666667
586.72,8.80391111112,17.7224,12.438,13.6108,7.31846666667,8.014,10.8821333333,11.4179333333,8.62166666666
587.06,8.74633333333,17.6588666667,12.3950666667,13.5296666667,7.26466666667,7.95606666667,10.7875333333,11.3393333333,8.57886666667
587.39,8.73737777778,17.651,12.3900666667,13.5482666667,7.26153333333,7.96046666667,10.782,11.3284,8.56953333334
587.73,8.70635555555,17.6246,12.4158666667,13.5487333333,7.26673333333,7.97593333333,10.769,11.3118,8.56273333333
588.07,8.71640000001,17.658,12.4184,13.5590666666,7.2764,7.9892,10.7831333333,11.3552,8.56440000001
588.41,8.72546666667,17.6519333333,12.3697333333,13.5485333333,7.26493333333,7.9966,10.7688666667,11.3534,8.5888
588.74,8.72679999999,17.6528,12.3616,13.5546666667,7.25673333334,8.01193333333,10.7663333333,11.3499333333,8.5728
589.08,8.71573333333,17.6602666667,12.3319333333,13.5532666667,7.23093333333,8.0042,10.7406666667,11.3279333333,8.542
589.42,8.74913333333,17.653,12.3658666667,13.5748666667,7.27573333333,8.04626666667,10.7516666667,11.3560666667,8.53579999999
589.76,8.73708888889,17.6138666667,12.3546666667,13.5326666667,7.26706666667,8.0292,10.7364666667,11.3277333333,8.49573333333
590.09,8.74491111111,17.6413333333,12.3901333333,13.5164666667,7.2454,8.02326666667,10.7142,11.3030666667,8.48553333333
590.43,8.73108888888,17.6162,12.3606,13.4631333333,7.22346666667,7.99453333333,10.6799333333,11.2693333333,8.45033333333
590.77,8.75704444445,17.6777333333,12.4178666667,13.5011333333,7.24833333333,8.02893333333,10.738,11.3018666667,8.47466666667
591.11,8.69817777779,17.6104666667,12.3310666667,13.4401333333,7.15173333333,7.97186666667,10.6711333333,11.2678666667,8.39706666667
591.44,8.68933333334,17.6324,12.3047333333,13.3990666667,7.1198,7.94773333333,10.6531333333,11.2696666667,8.36753333333
591.78,8.64240000001,17.5546666667,12.2623333333,13.3415333333,7.05966666667,7.91586666667,10.5834,11.1981333333,8.31813333333
592.12,8.64259999999,17.5548666667,12.2876,13.3322,7.05933333334,7.9242,10.5946666667,11.1988,8.31853333333
592.46,8.62662222222,17.5322666667,12.2628666667,13.3291333333,7.0312,7.9026,10.6044,11.1594666667,8.31326666667
592.79,8.53828888889,17.4694666667,12.2,13.2626,6.988,7.84686666667,10.5596,11.0820666667,8.24373333333
593.13,8.49122222222,17.4892666667,12.1787333333,13.2185333333,6.958,7.8556,10.5478,11.0572666667,8.21353333333
593.47,8.51726666667,17.5436,12.211,13.2860666667,6.9844,7.88886666667,10.5562,11.0932666667,8.24513333333
593.80,8.54624444445,17.5925333333,12.2222666667,13.3456,7.02006666666,7.96126666667,10.6142666667,11.1639333333,8.2888
594.14,8.56395555556,17.5853333333,12.2021333333,13.3589333333,7.0084,7.95533333334,10.5956666667,11.154,8.3072
594.48,8.58653333333,17.5690666667,12.2059333333,13.3798,7.00193333333,7.97793333333,10.5945333333,11.175,8.31046666667
594.81,8.65568888888,17.6555333333,12.3045333333,13.4542,7.0792,8.04586666666,10.6812,11.2292,8.42593333334
595.15,8.69133333333,17.6782666667,12.3491333333,13.5096,7.11873333333,8.1024,10.7171333333,11.247,8.50193333333
595.49,8.72111111111,17.7267333333,12.3628,13.5682,7.166,8.1372,10.7639333333,11.2874,8.56686666666
595.82,8.70153333333,17.726,12.3624666667,13.5757333333,7.13973333333,8.13393333333,10.7412666667,11.2788666667,8.56266666667
596.16,8.70106666666,17.7225333333,12.3488,13.5636666667,7.13993333333,8.14273333333,10.7236,11.2930666667,8.57246666667
596.50,8.74986666667,17.7548666667,12.3602666667,13.6112,7.17106666667,8.1742,10.7366666667,11.3233333333,8.63273333333
596.83,8.72215555556,17.7366,12.3375333333,13.6127333333,7.14526666667,8.15373333333,10.7192666667,11.3178,8.64846666667
597.17,8.70004444444,17.6987333333,12.3084666667,13.5846,7.12713333333,8.1614,10.7143333333,11.3226,8.64226666667
597.51,8.70886666667,17.6821333333,12.3150666667,13.5956666667,7.15653333333,8.154,10.7173333333,11.3114666667,8.6708
597.84,8.70262222223,17.6811333333,12.3187333333,13.5750666667,7.16333333333,8.1676,10.7166666667,11.2987333333,8.67913333333
598.18,8.693,17.6854666666,12.3138,13.5950666667,7.1796,8.1908,10.7271333333,11.2964666667,8.69966666666
598.52,8.69633333333,17.6677333333,12.3318666667,13.5925333333,7.1986,8.226,10.7194,11.3158,8.70046666666
598.85,8.68195555556,17.6595333333,12.2714,13.576,7.19853333333,8.2118,10.698,11.3036666667,8.70419999999
599.19,8.7270888889,17.688,12.3210666667,13.5928666667,7.2446,8.24193333333,10.7365333333,11.3428666667,8.72546666667
599.53,8.7476,17.6742,12.2974,13.5936666667,7.3046,8.26153333333,10.7712666667,11.3400666667,8.75000000001
599.86,8.78704444445,17.7135333333,12.3438666667,13.6317333333,7.3526,8.32006666666,10.8016,11.3584666667,8.78326666667
600.20,8.78773333333,17.7401333333,12.3599333334,13.6303333334,7.3626,8.3358,10.8302666667,11.3957333333,8.80699999999
600.53,8.80815555556,17.7297333333,12.3514,13.657,7.36026666667,8.33153333333,10.8092666667,11.3735333333,8.79946666667
600.87,8.83766666667,17.7600666667,12.3822666667,13.7044666667,7.37006666667,8.34206666667,10.8277333333,11.4096,8.83619999999
601.21,8.80526666667,17.7525333333,12.3284666666,13.6444,7.31633333333,8.3092,10.7911333333,11.3932,8.76073333333
601.54,8.82251111111,17.8275333333,12.3873333333,13.7039333333,7.343,8.33626666667,10.8363333334,11.4786,8.80526666666
601.88,8.85371111112,17.8302666667,12.3732,13.6958,7.33626666667,8.31986666667,10.8388666667,11.4744,8.82073333334
602.21,8.84000000001,17.8333333333,12.3413333334,13.6844666667,7.32926666667,8.30013333333,10.8281333333,11.4702,8.79493333333
602.55,8.84833333333,17.8906666667,12.4088666667,13.7234,7.3626,8.3218,10.8730666667,11.4952,8.79546666667
602.88,8.79291111111,17.858,12.3491333333,13.6844,7.2824,8.26993333333,10.8248666667,11.4204,8.75166666667
603.22,8.78837777778,17.8419333333,12.3594666667,13.6924,7.2444,8.2466,10.7875333333,11.4206,8.75166666666
603.56,8.74437777778,17.8309333333,12.3436666667,13.6636,7.19486666667,8.18226666667,10.7658666667,11.3971333333,8.73673333334
603.89,8.78893333333,17.8606666667,12.3882666667,13.6990666667,7.2324,8.221,10.8146666667,11.4284,8.76446666667
604.23,8.85068888888,17.9131333333,12.4556666667,13.7466,7.2968,8.2994,10.896,11.4988,8.8262
604.56,8.90448888889,17.9536666667,12.5155333333,13.7756,7.35426666667,8.3438,10.9556666667,11.5283333333,8.87253333333
604.90,8.97624444445,18.0176,12.5902666667,13.8468666667,7.4194,8.39813333333,11.0210666667,11.5777333333,8.96626666667
605.23,9.00371111111,18.0004,12.5897333333,13.8473333333,7.44113333333,8.4054,11.018,11.5492666667,8.97686666667
605.57,8.96786666666,17.9738,12.5669333333,13.8224,7.42,8.3946,10.9578,11.5206,8.95813333334
605.90,9.02291111111,18.0367333333,12.6360666667,13.8928,7.4522,8.44166666667,11.0223333333,11.5602666666,9.0302
606.24,9.0466888889,17.9764,12.6297333333,13.8854,7.4058,8.43026666666,11.0051333333,11.539,9.01746666666
606.58,9.08793333333,17.99,12.6824,13.9174666667,7.43093333333,8.4624,11.0181333333,11.6038666667,9.04573333333
606.91,9.09328888888,18.0124,12.6782666667,13.924,7.42853333333,8.45913333333,11.0438666667,11.6008,9.03586666666
607.25,9.14,18.0431333333,12.7258666667,13.9864,7.46086666667,8.53673333333,11.0852666667,11.6358,9.05779999999
607.58,9.0788888889,17.9732,12.6630666667,13.9372,7.3806,8.46506666667,10.9913333333,11.5610666667,9.00373333333
607.92,9.02251111111,17.9442,12.6051333333,13.8968,7.3158,8.42673333333,10.9439333333,11.5086,8.96666666666
608.25,8.98455555556,17.901,12.5636666667,13.8473333333,7.2712,8.38353333333,10.8988,11.456,8.91879999999
608.59,8.93757777778,17.8642666667,12.5143333333,13.8292,7.223,8.35793333333,10.8524,11.4275333333,8.86699999999
608.92,8.8694,17.7948,12.4588,13.7532666667,7.13806666667,8.3138,10.7960666667,11.3806666667,8.803
609.26,8.85342222223,17.7881333333,12.4266,13.7381333333,7.12746666667,8.319,10.8314666667,11.3833333333,8.783
609.59,8.77926666666,17.6928,12.321,13.6422,7.0548,8.23653333333,10.7391333333,11.2876666667,8.69506666667
609.93,8.76673333333,17.7159333333,12.288,13.6038666667,7.0666,8.24753333333,10.7064,11.2749333333,8.67953333334
610.26,8.72157777778,17.6773333333,12.2517333333,13.5658,7.05973333333,8.24,10.6633333333,11.2240666667,8.62353333333
610.60,8.72871111112,17.6968,12.2676666667,13.5574666667,7.09286666667,8.2818,10.6690666667,11.2333333333,8.65346666666
