wavelength,Back_TerVirf,Belly_TerVirf,Breast_TerVirf,Crissum_TerVirf,Crown_TerVirf,DorTail_TerVirf,Rump_TerVirf,Throat_TerVirf,WingTip_TerVirf
189.81,51.9293333333,41.2560833333,52.5040833333,48.3031666667,41.4614166667,45.81275,38.4919074074,39.36775,38.6084583334
190.19,48.4374166667,39.8235833333,50.0,44.6114166667,37.8204166666,43.149,33.3733333333,36.1780833333,34.3948333333
190.57,43.8211666667,38.2925833333,46.5853333333,39.2107222222,35.7723333333,40.8943333333,29.6884351852,32.7235,29.939
190.95,43.09275,37.2104166667,42.8253333333,34.0760902778,32.1746666667,38.6364166667,24.8860740741,32.1300833334,25.37875
191.33,40.8974166667,35.8975,40.5555,34.3980833333,31.75225,36.0255833333,22.754,30.2136666667,23.8675833333
191.71,39.42975,37.0615,39.3860833333,33.6842291666,29.91225,34.6051666666,20.0097407407,29.9999166667,22.4998333334
192.09,39.0019166667,35.9013333333,39.4865833333,33.4260972222,28.68225,34.2539166667,18.7069907408,30.0386666666,21.511625
192.47,39.6606666667,35.3395,36.4711666666,33.1362430555,28.858,31.3271666667,17.8153611111,30.2469166667,20.4989166667
192.85,37.7328333333,35.4555,33.5405,30.9051388889,27.5878333334,30.0725,16.5802685185,26.8635,14.7518333333
193.23,43.76275,40.2864166666,36.9121666667,35.5317291667,30.47025,34.0491666667,18.296962963,32.6175833333,20.0664166666
193.61,45.4190833333,45.0291666667,39.6685,38.892875,34.06425,33.1384166667,21.7078240741,37.37825,21.3207083333
193.99,45.5168333334,46.7826666667,39.4515,40.9284027778,34.3880833333,33.017,20.2355648148,40.4535,20.0949583334
194.37,47.8723333333,50.65,38.948,46.9267152778,37.05675,32.8014166667,18.5842962963,44.2670833333,21.2766666667
194.75,50.53175,49.0544166667,37.41125,48.5867152778,36.9385833334,30.73275,18.8271666666,43.49875,23.4634166667
195.13,50.6891666667,46.4911666667,36.46625,48.8877638889,37.5939166667,29.51125,17.5855740741,40.9148333334,19.7054166667
195.51,49.6175833333,42.2784166667,28.8991666667,44.2150208334,33.4098333333,23.0885833333,8.46931481482,35.0153333333,7.83629166666
195.89,54.0833333333,40.5,32.5,45.4236111111,37.0,24.0,4.23148148147,32.4166666667,4.04166666667
196.27,56.9166666667,37.1666666667,27.3333333333,43.6319444444,36.1666666667,22.1666666667,-2.99074074073,26.9166666667,0.333333333332
196.65,49.8365833333,31.6994166667,21.4869166666,36.8598263889,31.536,14.7058333333,-9.99456481483,17.2385833333,-2.0425
197.03,49.4680833333,28.9006666667,19.6808333333,35.1802638889,26.0638333334,8.59933333333,-19.9764074074,13.7414166667,-7.66833333333
197.40,50.56175,31.5545,22.4718333333,38.2568680556,29.8689166667,11.6104166667,-20.0895,9.0825,-4.40075000003
197.78,45.3815,19.2770833333,12.34925,27.6437152778,23.09225,7.22883333335,-33.1548703703,-6.42575000001,-11.8974583333
198.16,32.47125,4.69341666667,-2.01158333333,12.5957430556,5.55558333334,-7.95016666665,-46.1793333334,-22.5095,-26.6763333333
198.54,27.9025,-3.08991666665,-2.24708333333,-2.00536805557,-2.24716666668,-12.1723333333,-52.4240277778,-29.8689166667,-30.9456666667
198.92,6.92641666667,-19.3723333333,-20.13,-23.5840277778,-20.7791666667,-31.92625,-81.3371296295,-51.0822500001,-53.1927083333
199.30,-1.85183333332,-25.9258333333,-24.4212499999,-32.6389513889,-26.5045833333,-37.0371666666,-97.2094351849,-58.4490833333,-59.7800416666
199.68,1.27466666668,-14.0194166667,-8.43124999999,-17.6062083333,-15.5881666667,-19.31375,-69.3464074074,-35.8823333333,-40.7352083333
200.06,-3.45516666667,-16.3618333333,-11.1788333333,-22.0359861111,-17.7845,-15.4471666666,-71.9624351851,-36.58525,-43.394375
200.44,-18.1508333333,-27.3974166667,-19.2921666666,-34.845875,-27.0546666667,-25.0,-86.225212963,-43.493,-52.8537916667
200.82,-16.2338333333,-25.64925,-16.1255,-30.6819236111,-23.4848333333,-14.8269166667,-75.036101852,-36.90475,-53.0304166667
201.19,-25.5343333333,-35.6838333333,-27.1365833333,-35.7549166667,-25.9614166667,-22.0085833333,-82.3005370369,-43.0555,-58.6004166667
201.57,-42.0045,-48.19825,-38.9640833334,-50.9291944445,-42.117,-37.9503333333,-97.8477777777,-55.0675833333,-82.7140833333
201.95,-54.452,-56.5069166666,-50.3425833333,-58.2668472222,-55.9362499999,-51.2558333333,-105.910777778,-68.1506666666,-94.6917083334
202.33,-63.388,-63.2514166667,-58.8796666668,-69.2622916667,-60.65575,-59.2897499999,-119.292657407,-77.4589999999,-112.499875
202.71,-96.4284999998,-84.5237499999,-85.119,-88.2274305555,-81.3491666665,-89.08725,-161.706333333,-117.46025,-166.5675
203.09,-86.9047500002,-77.7778333335,-71.6270000001,-78.6210416667,-73.6112499998,-81.5477500001,-149.558935185,-111.111166667,-162.499791667
203.47,-70.9259166667,-61.2963333334,-58.14825,-60.6172569445,-57.4075,-71.4814166666,-125.740861111,-100.926083333,-146.9445
203.85,-71.6665833333,-63.7036666667,-71.8517499999,-74.8148263889,-61.29625,-75.74075,-144.197583333,-118.148166667,-162.22225
204.22,-165.476333334,-150.59525,-180.654666667,-162.376041666,-147.619,-191.964416667,-287.003990741,-242.261833333,-308.184541666
204.60,-433.97425,-378.846083334,-456.41025,-416.506409722,-383.974416667,-473.718,-696.652407407,-625.000083333,-761.538541667
204.98,428.921666667,351.96075,429.411833333,388.562013889,393.13725,452.451,644.880138889,565.196166667,646.32375
205.36,265.517333334,221.551583333,275.862166667,253.280555556,255.1725,280.747166667,396.328222222,350.862,396.83925
205.74,202.916666667,182.916666667,218.958333333,199.305555556,200.0,218.541666667,295.25462963,271.875,308.541666667
206.12,143.915333333,133.068833333,153.836,147.354680555,146.428333334,152.513333333,202.160546296,183.465666667,222.420458333
206.50,149.712583333,139.224083333,162.931083333,156.381729167,160.488583333,159.482833333,216.746509259,194.54025,237.499958333
206.87,179.0,177.0,200.333333333,196.111111111,199.666666667,188.5,262.481481481,227.166666667,282.833333333
207.25,156.96975,159.8485,186.515083333,180.9974375,180.1515,169.393916667,237.390509259,208.63625,257.348625
207.63,152.016083333,161.828083333,182.93,180.633993056,182.3925,170.026833334,227.538814815,197.177416667,246.438041667
208.01,136.995083333,145.202,155.681833333,160.711305556,163.51,152.399,200.392833333,172.22225,212.500125
208.39,172.163083333,172.872333333,187.234166667,197.222180555,204.432666667,180.851166667,251.319898148,212.943166667,265.248291667
208.77,247.395833334,245.052083334,261.979166667,278.298611111,297.916666667,260.677083333,356.944444444,300.0,369.53125
209.14,286.90475,289.58325,302.08325,338.963145833,347.321416666,299.40475,407.87025,354.464166667,428.125083334
209.52,430.208333333,430.729166667,413.020833333,519.357638889,506.25,443.229166666,614.641203703,538.541666666,672.135416667
209.90,-3.7316758276e+15,-3.60373265637e+15,-3.50777527795e+15,-4.45846411974e+15,-4.30208913268e+15,-3.53443010529e+15,-5.48734045507e+15,-4.61661609529e+15,-5.92536811768e+15
210.28,-815.476166666,-745.238166667,-763.095249999,-892.06332639,-910.714333333,-769.047499999,-1195.23792593,-986.904750001,-1244.04770833
210.66,6491.66666667,5833.33333334,5550.0,6415.27777778,6766.66666666,5816.66666666,9066.66666668,7433.33333333,9112.5
211.03,-356.547666666,-297.619166667,-283.928583333,-329.613076389,-348.809583334,-308.33325,-524.206416666,-418.452416667,-540.178625
211.41,-400.694333333,-355.5555,-288.889083333,-356.076361111,-375.000083334,-334.722333333,-607.793074074,-472.222083333,-614.236208333
211.79,-323.809583333,-231.54775,-195.833166667,-244.147069445,-251.785666667,-210.11925,-450.330759259,-375.595166667,-455.952416667
212.17,-235.0,-170.416666667,-167.916666667,-171.597222222,-170.416666667,-156.25,-323.518518519,-275.416666667,-340.208333333
212.55,-803.571500001,-678.571416667,-624.999999999,-621.626944444,-591.666500001,-614.285666666,-1055.68780556,-925.000083334,-1132.738125
212.92,-384.090833333,-339.393833334,-340.1515,-281.944416667,-259.8485,-269.697,-571.801314815,-473.484833334,-634.469625
213.30,-169.583333333,-160.0,-177.5,-114.826388889,-113.75,-131.666666667,-291.851851852,-227.083333333,-326.666666667
213.68,-568.5185,-525.926083333,-569.444416667,-409.4906875,-465.74075,-486.111166667,-847.633740741,-702.777833332,-884.259375001
214.06,-489.166666667,-455.0,-495.0,-399.861111111,-399.166666667,-423.333333333,-767.685185184,-651.666666667,-758.75
214.44,-279.761833333,-251.785916667,-269.047666667,-234.871090278,-196.4285,-207.738083333,-469.642814815,-397.02375,-453.273875
214.81,-935.416666666,-910.416666665,-1006.25,-969.270833334,-737.500000001,-745.833333335,-1606.48148148,-1429.16666667,-1589.58333333
215.19,715.476166666,652.380916666,691.66675,697.817423611,605.952333333,576.190583333,1100.26460185,1003.5715,1039.88091667
215.57,349.019666667,268.6275,320.58825,313.276125,315.196083333,272.058833333,482.570842593,435.293916666,468.382291667
215.95,425.555583333,338.333333333,406.666666667,381.342597222,392.77775,357.77775,583.395324074,518.33325,565.833333333
216.32,210.135166667,172.5225,197.972916666,195.045027778,202.70275,181.982,269.394388889,246.396583334,263.5135
216.70,213.5715,162.381083333,191.428666667,197.976395833,207.380916667,176.4285,266.349194444,255.000083333,256.90475
217.08,235.585583333,176.801666667,197.747666667,218.900090278,223.648583333,202.027,273.673675926,272.747833333,267.567583334
217.46,243.918833334,181.75675,193.918833334,222.278541666,231.081166666,202.026916667,275.725648148,270.27025,267.229791666
217.83,266.111,201.666583334,214.999833333,238.935229166,246.666666667,219.444416666,307.376611111,300.5555,295.972
218.21,275.0,213.020833334,220.572916667,230.186631944,254.947916667,226.302083333,302.633101852,299.21875,285.15625
218.59,367.753583333,305.0725,313.768083333,314.432395833,355.43475,317.753666667,422.624731482,421.37675,382.246458334
218.97,406.521666667,319.565333333,335.144833334,327.7475,365.942166667,345.65225,445.490990741,429.710083333,403.079708333
219.34,516.666583333,406.481333333,442.1295,403.703680556,465.740833334,438.888916667,578.446592593,537.037083333,525.694375
219.72,1836.66666667,1496.66666667,1618.33333333,1427.91666667,1646.66666667,1581.66666667,2062.22222222,1928.33333334,1900.83333333
220.10,1138.54166667,943.750000001,1003.125,935.503472223,1086.45833333,970.833333333,1311.11111111,1234.375,1191.14583333
220.47,4425.0,3770.83333333,3904.16666666,3721.52777778,4408.33333333,3870.83333333,5285.18518519,4954.16666666,4643.75
220.85,-5.50688732845e+15,-4.98445271258e+15,-5.1816984349e+15,-4.63394173306e+15,-5.64549243062e+15,-5.13371974569e+15,-6.84081335444e+15,-6.40782049254e+15,-6.08263159899e+15
221.23,-737.5,-664.166666667,-721.666666666,-607.847222222,-790.000000001,-653.333333333,-993.240740741,-873.333333333,-823.749999999
221.61,-369.907416667,-327.77775,-354.629583333,-289.120208333,-388.889,-325.463083333,-503.035009259,-452.777666667,-418.286875
221.98,-734.166666667,-650.833333333,-714.166666666,-607.361111111,-793.333333334,-665.833333333,-972.685185186,-895.833333332,-838.75
222.36,-549.999916667,-487.8205,-531.410166667,-466.292819444,-592.948583333,-511.538333333,-735.968712963,-667.307833333,-678.525833333
222.74,-445.5555,-376.11125,-402.777916667,-351.666625,-486.111166667,-400.5555,-587.777851852,-550.000083333,-584.722333334
223.11,-181.609166667,-152.298916667,-157.184,-134.506645833,-211.494333333,-159.482833333,-257.726759259,-243.678083334,-246.69525
223.49,-210.2565,-174.6795,-173.3975,-159.962472222,-242.628083333,-190.384666667,-282.799074074,-257.692333334,-269.070541667
223.87,-102.325583333,-71.1240833333,-69.37975,-70.2841874999,-112.015666667,-85.2713333333,-142.592537037,-119.379833333,-129.941833333
224.24,-76.9502499999,-45.2126666667,-38.2979166667,-37.6035,-75.7091666666,-56.56025,-105.457009259,-80.31925,-96.4539166667
224.62,-52.3585833332,-19.3396666667,-17.76725,-19.3133680555,-41.0378333333,-33.6479166667,-73.5501111111,-46.69825,-72.5630833333
225.00,-35.93775,-0.130333333325,4.42691666667,-7.3461111111,-22.6565,-18.4898333333,-47.8879629629,-19.0106666667,-47.7215833333
225.38,-52.0468333333,-8.041,-4.97075000001,-18.6280347222,-33.62575,-36.9881666667,-57.7972314815,-32.0175833333,-66.4475416667
225.75,-41.1459166667,-4.55741666668,-7.03125000001,-17.8602569444,-29.8178333333,-33.85425,-44.4010092593,-27.2135833334,-58.4635
226.13,-17.5814166667,9.95933333333,5.89425000001,-0.330243055558,-11.3820833333,-11.3819166667,-19.6475925926,-9.24800000002,-30.5385416667
226.51,-20.34625,16.5584166667,6.92641666668,-2.4261111111,-12.6624166666,-13.5280833333,-24.026,-10.49775,-24.9460416667
226.88,-37.2145,5.4795,-6.50691666665,-23.2876944444,-23.9726666667,-31.7351666666,-40.6774722222,-23.4019166667,-32.4201666667
227.26,-31.5041666666,1.21958333332,-9.14624999999,-24.5849097222,-22.05275,-28.1505,-37.0257592593,-23.0690833334,-31.7072916667
227.64,-10.7143333333,11.08625,4.09216666668,-8.90376388889,-4.46425,-7.58941666668,-12.6323425926,-10.9375833333,-10.825875
228.01,-13.4616666667,3.56133333332,-4.13108333333,-13.4672986111,-10.114,-12.6780833333,-15.5508333333,-18.7321666667,-14.031375
228.39,-7.69225,6.00233333334,-3.43824999999,-8.70729861112,-6.52675,-9.79025,-10.5543148148,-12.5875,-8.07108333334
228.76,-3.11891666666,10.234,-0.536,-2.28639583333,-5.45808333332,-4.8245,-4.77030555555,-9.01541666667,-0.974541666666
229.14,-2.41925,8.87100000001,-4.52508333334,-2.42308333333,-6.49641666667,-4.52508333333,-6.05832407407,-12.67925,-0.560166666665
229.52,4.06883333333,11.1893333333,1.13466666666,1.58129861111,-2.30825000001,1.83891666667,-1.38672222223,-6.84658333332,5.14479166667
229.89,2.75225,10.3593333333,0.344083333332,2.06099305556,-2.523,1.75825,-2.14076851852,-6.65141666667,3.03883333333
230.27,-0.279083333332,10.9250833333,0.917083333332,1.73120833333,-2.47199999999,0.916999999993,-2.65817592593,-5.90108333332,2.59170833333
230.65,3.11116666667,11.4444166667,3.37050000001,4.68511805555,0.111166666667,3.59266666668,0.925972222223,-4.22225,2.98162499999
231.02,6.25,12.3609166666,5.17366666666,8.33622222223,2.257,6.70141666667,4.13971296296,-1.45833333333,5.5035
231.40,3.3865,11.1885833333,3.25375000001,6.23353472223,0.165916666667,4.24949999999,2.82199074074,-3.38658333333,2.73908333333
231.78,0.694333333333,8.78458333333,1.90966666667,4.29683333333,-2.88191666667,0.243083333332,-0.027046296295,-5.06950000001,-0.815916666667
232.15,4.71891666666,11.9144166667,6.52616666666,8.47284722223,2.20891666667,4.18325,2.86338888889,-0.200749999999,3.64787500001
232.53,1.85983333333,8.51208333333,3.86250000001,5.36177083333,-0.214500000002,2.39616666667,-0.306009259259,-4.97125,0.268166666668
232.90,-3.33333333333,1.23016666667,-1.627,-1.18049999999,-5.43641666666,-1.984,-7.07677777778,-11.34925,-6.30958333333
233.28,0.768083333333,3.30258333333,2.573,0.3615,-2.22741666667,1.34416666667,-5.54276851852,-7.18125,-4.70420833332
233.66,-4.54541666666,-0.462833333333,-0.294583333333,-1.89388888889,-4.84008333333,-4.16658333333,-10.7415277778,-10.7325,-8.3545
234.03,-1.75,2.20833333334,4.25,-0.201388888888,-0.916666666666,-1.54166666667,-8.70833333333,-7.33333333334,-3.33333333333
234.41,-0.39499999999,1.65875,4.50233333334,-0.487124999998,-0.632,-0.552916666667,-7.62243518519,-6.31916666666,-2.21166666667
234.78,3.87591666666,5.31016666666,6.39533333333,4.01164583334,4.34091666667,4.26358333333,-2.33405555556,0.271333333333,4.186125
235.16,5.70916666667,6.52491666668,8.51066666667,5.68551388889,5.4255,6.06391666668,-0.894361111113,1.98583333333,5.106375
235.54,9.861,9.34033333333,12.6736666667,9.47919444445,9.13199999999,10.1735,3.17523148148,7.32633333333,9.46191666667
235.91,9.73300000001,9.9935,12.8906666667,9.47256249998,9.57033333334,11.45825,2.02176851852,8.65891666667,8.72404166667
236.29,7.63600000001,9.99341666666,11.8194166667,7.57259722223,7.30408333333,8.99733333332,0.51638888889,7.43691666667,7.18795833334
236.66,4.21858333334,7.46875000001,8.8175,3.95629166666,2.80091666667,4.70258333333,-3.09663888888,4.21866666666,4.35691666666
237.04,5.35958333332,9.31358333333,9.86933333332,4.87202083334,3.43133333333,4.73858333333,-0.81699074074,5.32691666666,5.55545833332
237.41,4.56358333333,10.0859166667,10.0199166667,6.78465277778,4.1335,5.9855,0.672472222232,5.75391666667,6.44841666668
237.79,3.8365,9.90566666667,8.27024999999,6.04297916668,4.62258333333,6.94975,2.48775,3.67925000001,4.60695833332
238.17,-0.559666666667,7.30716666668,5.62808333333,3.1975,1.86583333333,4.50858333333,0.877481481473,0.155416666668,2.40979166666
238.54,-0.270833333333,7.12983333333,3.88075,2.9859375,1.083,3.45958333333,0.404370370362,-0.902583333333,1.92545833332
238.92,-2.9265,3.73475,1.39366666667,-0.1905138889,-1.86741666667,-0.668999999999,-3.00997222222,-5.23983333334,-2.59191666667
239.29,-6.46266666667,0.963666666668,-2.89108333334,-3.71777777777,-4.3935,-4.42166666667,-6.91611111111,-8.21991666668,-6.25008333334
239.67,-5.67091666667,1.30458333333,-3.48775,-2.51601388889,-3.32808333333,-3.51433333334,-6.67074074073,-8.70625000001,-4.39287500001
240.04,-4.51391666666,1.81066666667,-5.53066666667,-2.37485416667,-3.32341666667,-2.55458333334,-5.84776851851,-9.82149999999,-3.22420833333
240.42,-1.48825,4.40058333333,-3.08241666667,0.357895833335,-1.16916666667,1.12675,-2.38322222222,-6.52641666666,-1.12683333334
240.79,1.71883333333,6.354,-0.0693333333343,3.41147916667,1.77075,4.58341666667,0.65588888889,-2.44783333333,1.43229166667
241.17,2.57008333333,6.5845,0.851666666667,4.22633333333,2.66108333333,5.56566666667,0.969814814816,-1.5815,2.2125
241.54,1.22125,5.153,0.254749999999,3.06513888889,1.70433333333,4.73708333333,0.430925925927,-2.03966666667,1.55670833333
241.92,2.01358333333,5.53133333333,0.460833333334,3.32563194444,1.71041666666,4.82775,0.594296296296,-1.41925,2.48054166667
242.29,3.43666666666,6.4465,1.31391666667,4.34279861111,2.31375,5.79516666667,1.67460185185,-0.202083333333,3.25133333333
242.67,3.18075,6.1175,0.922333333335,3.95629861111,1.79166666667,5.84191666666,1.5302037037,-0.424083333334,3.11158333334
243.05,3.239,6.73425,1.271,4.1589375,1.8655,6.4575,2.03063888889,0.03075,3.3005
243.42,4.48266666667,8.18516666668,2.76458333334,5.5078125,3.10033333333,8.26425,3.67289814815,1.73766666667,4.77870833333
243.80,3.23483333334,6.77858333333,1.55466666667,4.00814583333,1.54483333333,6.9815,2.72834259259,0.56975,2.93541666667
244.17,2.79366666667,6.67608333332,1.82766666667,4.16582638889,1.68566666667,7.14958333333,3.27759259259,0.71025,2.983
244.55,1.73525,5.45658333333,0.927916666665,3.37697916667,0.974333333334,6.31958333333,2.10048148148,-0.399166666666,1.86525
244.92,2.74541666667,6.4,2.00391666667,4.1903125,1.951,6.98275,3.08486111111,0.618,2.83358333334
245.30,3.64491666667,7.43625,2.9355,5.31302083333,3.11483333333,7.738,4.28905555555,2.0305,3.860875
245.67,5.03758333333,8.52099999999,3.88133333333,6.05661111111,3.88141666667,8.12308333333,5.38453703704,3.25833333333,4.89479166667
246.05,5.46016666666,8.77600000001,4.86108333333,6.76234027777,4.39825,8.35375,5.98381481482,4.00316666666,5.08908333333
246.42,5.30741666666,8.43175000001,4.49566666667,6.40156944444,4.25575,8.038,5.71759259259,3.81291666667,4.772375
246.79,6.1665,9.11883333334,5.48141666667,7.099375,5.1805,8.52258333333,6.43503703704,4.80708333334,5.51758333333
247.17,7.05075,9.68858333334,6.09541666666,7.87906944445,5.86183333334,9.24708333333,7.08833333334,5.79433333334,6.375875
247.54,7.0405,9.45825,5.86625,7.96661805557,5.827,8.98941666665,7.01382407408,5.61483333333,6.19441666667
247.92,8.01983333334,10.47125,6.77016666667,8.82346527776,6.6465,9.82024999999,7.7273425926,6.54691666667,7.27395833333
248.29,8.31016666666,10.39925,7.01641666667,8.77329166667,6.69533333333,9.82208333335,7.59873148148,6.74683333334,7.219
248.67,8.15191666667,10.134,6.79791666667,8.66736111113,6.23491666667,9.57566666667,7.39344444445,6.472,7.205
249.04,7.97791666667,10.06725,6.806,8.46956249999,6.071,9.47650000001,7.27556481482,6.29675,6.83483333333
249.42,8.38883333333,10.35725,7.1875,8.63837500002,6.44058333333,9.78191666666,7.54995370369,6.46575,6.94020833333
249.79,7.72608333333,9.76466666666,6.53341666667,8.05459027778,5.796,9.21716666666,6.81931481481,5.75258333333,5.86895833333
250.17,7.41083333333,9.52650000001,6.32358333333,7.6050763889,5.38308333333,8.86808333333,6.50351851851,5.71216666667,5.506625
250.54,7.85225,9.85199999999,6.7515,8.24900000001,5.58716666667,8.89,6.62425925925,5.83391666667,5.72325
250.92,7.76475,9.86341666668,6.492,8.37175694444,5.37508333333,8.65833333333,6.44846296297,5.3885,5.232625
251.29,6.39008333334,8.60283333334,5.24108333334,7.03361805557,3.915,7.26241666667,5.12755555556,3.67366666666,3.54970833333
251.66,6.12275,8.70408333333,5.3375,6.72018749999,3.62133333333,6.96625,5.05860185185,3.51233333333,3.51954166666
252.04,5.00883333333,7.96975,4.59333333333,5.81532638889,2.65658333333,5.788,4.13734259259,2.6195,2.35225
252.41,4.87783333333,8.47633333333,4.34358333333,5.92179166667,2.53675,5.50283333333,4.172,2.37875,2.54804166667
252.79,5.3925,8.79908333334,4.91908333334,6.07802083334,3.08575,5.54541666667,4.95985185185,2.8185,2.826125
253.16,5.86,9.1475,5.20558333333,6.39405555556,3.48558333333,5.54033333333,5.34416666667,3.341,3.402
253.54,4.838,8.71150000001,4.56025,5.90335416667,2.608,4.52916666666,4.45999074074,2.48466666667,2.53470833334
253.91,5.33158333334,9.35741666666,5.48008333333,6.79966666667,3.2675,5.21416666667,5.15852777778,3.23641666666,3.45920833333
254.28,6.2105,10.15625,6.0765,7.60470138889,3.78008333333,5.95808333333,5.72912962963,3.79583333333,3.98525
254.66,6.70416666667,10.5815833333,6.45166666666,7.86029166667,4.56183333333,6.525,6.12759259259,4.293,4.407
255.03,6.6665,10.6176666667,6.81033333333,7.85391666667,4.84766666666,6.75133333333,6.32261111111,4.67008333333,4.742125
255.41,6.60833333333,10.50075,6.82950000001,7.99416666667,5.05133333333,6.51975,6.19955555556,4.96283333333,4.75929166666
255.78,4.85033333333,8.86933333335,4.88725,6.32088194445,3.26125,5.03516666667,4.31040740741,3.3075,3.14566666667
256.15,4.35866666667,8.41758333334,4.54625,6.32339583333,2.99025,5.015,4.00685185185,2.91533333333,2.91058333333
256.53,4.20341666667,7.901,4.53458333333,6.40489583332,2.84208333334,4.85658333334,3.93264814815,3.14566666667,3.141125
256.90,4.15375,7.86708333332,4.076,6.41824305557,2.9275,4.85316666667,3.55198148148,3.30741666667,3.16075
257.28,3.10666666667,6.79216666666,3.229,6.04015972221,2.169,4.07683333334,2.8674074074,2.56033333334,2.674625
257.65,3.83675,7.40833333333,3.88,6.58038194444,2.79691666667,4.84075,3.852,3.36358333333,3.44241666666
258.02,4.69666666667,8.24191666667,4.64183333333,7.20373611111,3.795,5.77483333333,4.76503703704,3.99,4.49858333333
258.40,5.32116666667,8.82325,5.16458333333,7.71568750001,4.53925,6.56666666667,5.52589814815,4.46108333333,5.46695833333
258.77,5.35466666666,8.77308333334,5.20025,7.679625,4.30266666667,6.73733333334,5.66990740741,4.42966666667,5.51108333333
259.15,5.34208333333,8.75091666667,5.00558333334,7.46146527778,4.25166666667,6.77283333333,5.60784259259,4.17483333334,5.42708333334
259.52,5.86241666667,9.26866666666,5.67466666667,7.99395138889,4.82033333333,7.39433333333,6.17246296296,4.56258333333,6.133
259.89,6.7285,10.048,6.63241666666,9.0100625,5.701,8.13758333333,7.08817592593,5.41916666667,6.91070833333
260.27,7.05675,9.99933333334,6.71366666667,9.12167361113,5.87875,8.11566666667,7.33449074073,5.51591666667,7.005375
