wavelength,Back_RamDimm,Belly_RamDimm,Breast_RamDimm,Crissum_RamDimm,Crown_RamDimm,DorTail_RamDimm,Patch10_RamDimm,Rump_RamDimm,Throat_RamDimm,WingTip_RamDimm
217.83,141.342933333,135.9232,152.565933333,129.1128,140.119866667,141.3428,154.8202,143.836933333,144.028766667,156.762533333
218.21,151.84,145.92,164.906666667,142.88,154.32,155.093333333,169.28,154.72,158.666666667,172.053333333
218.59,152.365666667,146.505466667,165.591466667,143.171933333,154.785,153.172133333,167.634466667,153.010733333,159.166633333,175.483866667
218.97,152.011466667,142.873666667,165.172533333,145.517133333,152.5573,154.3104,165.804533333,153.908,158.074733333,174.080233333
219.34,179.444333333,171.319333333,197.916666667,171.736133333,181.3542,180.9722,195.486,183.402733333,187.0833,205.798633333
219.72,185.555666667,180.6664,203.703666667,175.555666667,189.8148,187.111066667,203.3334,193.851933333,191.666666667,215.2223
220.10,226.470533334,215.3922,246.8628,214.019533333,233.137266666,225.882333334,247.451,242.1568,232.0098,265.1471
220.47,308.1482,294.074066667,336.148133333,294.6666,325.925933333,309.3334,341.333466667,342.963066667,319.777833333,361.333233333
220.85,210.140866666,204.788733333,227.417933333,211.3614,222.863866667,219.061066667,231.831066667,230.046933333,217.9813,239.577633333
221.23,224.8678,218.095133333,240.423333333,233.756466667,238.6772,240.2116,246.666666667,244.973466667,237.513166667,256.825333333
221.61,261.794866667,256.025666667,282.051333333,273.974333333,280.064033333,278.8462,287.051133333,290.7694,274.743566667,299.615366667
221.98,325.736466667,324.651133333,349.922533333,351.007866667,341.472966666,348.837266667,351.472933333,356.124066667,339.302333333,362.403066667
222.36,402.0202,410.909066667,427.2728,438.3838,411.616066667,420.808066667,432.727333333,434.141266667,410.101033333,444.242466667
222.74,320.317533333,329.5238,345.396933333,357.936533333,329.126866666,343.492066667,351.428466667,354.920733333,327.460466667,349.523833333
223.11,296.3768,309.2754,321.5942,329.565333333,307.463666667,311.884066667,326.956466667,327.101533333,306.304466667,329.2753
223.49,307.1212,319.999866667,341.0606,348.333333333,327.8788,325.303133333,346.212,339.091,333.9393,345.681766667
223.87,366.8518,375.555533333,403.3334,417.7778,392.314733333,373.8888,411.1112,402.5926,399.351833333,413.981566667
224.24,417.979733333,426.868733333,462.020333333,467.2728,441.616166667,421.010133333,467.676533333,445.858533333,453.131366667,457.4746
224.62,320.139066667,330.4168,352.916666667,352.777866667,332.361133333,328.750066667,357.361133333,341.805666667,346.875,347.8472
225.00,394.8572,416.381066667,442.0952,431.047666667,407.047733333,411.8094,439.4286,431.619133334,439.142866667,437.238033333
225.38,478.444466667,491.333266667,533.333466667,505.555466667,476.1111,468.6668,513.1112,511.5556,516.7778,513.333266667
225.75,345.1516,356.9696,381.212066667,362.727133333,340.227333333,330.0,362.424266667,353.787866666,368.939433333,363.636466667
226.13,298.5034,306.802733333,334.693666667,308.2994,298.639466667,293.7414,320.136066667,312.380866667,324.421633333,316.7347
226.51,215.1516,214.9784,237.229266667,220.086466667,216.233766667,210.216333333,228.917866667,229.1776,232.554033333,224.5455
226.88,198.888866667,198.666466667,215.851933333,197.037066667,197.703766667,192.518466667,209.036933333,209.407466667,215.2963,205.407366667
227.26,238.1734,235.981866667,260.547733333,231.506866667,238.858466666,229.7716,248.4018,254.611933333,258.538666667,246.118633333
227.64,258.937133333,255.845466667,274.299533333,248.888866667,252.560433333,251.3044,264.830733333,273.043466667,272.9951,258.357466667
228.01,270.4478,267.064733333,286.368266667,257.214066667,254.676733333,271.6418,274.229,281.194133333,288.855933333,263.930366667
228.39,290.687866667,287.407466667,303.492133333,276.8254,273.968166667,293.3334,296.190466667,297.883466667,315.9787,278.677433333
228.76,277.0836,266.5628,285.0002,260.312733333,263.594133333,273.4378,280.104533333,277.5002,300.104366667,260.156466667
229.14,333.459,318.113066667,342.1384,311.823866667,328.113266667,330.566066667,342.5156,335.7232,361.635266667,315.471666667
229.52,410.666666667,404.666666667,416.666666667,382.666666667,415.666666667,435.0,437.5,422.333333333,458.5,394.25
229.89,1581.48153333,1502.96293333,1588.88893333,1443.70353333,1576.29636667,1697.037,1682.22233333,1669.6296,1771.48143333,1495.92593333
230.27,-3251.66666667,-3126.66666667,-3183.33333333,-3040.0,-3254.16666667,-3476.66666667,-3450.0,-3465.0,-3674.16666667,-3153.33333333
230.65,-477.866666667,-468.266666667,-478.4,-441.6,-480.0,-513.866666667,-496.0,-492.8,-541.866666667,-443.6
231.02,-224.0278,-221.9444,-219.444466667,-208.611133334,-222.222133333,-241.9446,-229.583133333,-224.861133333,-252.291766667,-212.222233333
231.40,-299.4286,-305.1428,-288.761866667,-293.523733334,-301.142766667,-339.237933333,-315.999933333,-301.7142,-333.904866667,-287.8096
231.78,-197.536133333,-202.608666667,-191.304466667,-192.3188,-208.043533333,-225.362266667,-219.565133333,-200.144933333,-214.637766667,-195.9419
232.15,-230.1588,-224.920666667,-219.0476,-223.492133333,-244.4444,-247.618933333,-264.603266667,-226.666666667,-235.238033333,-229.761966667
232.53,-153.908066667,-151.839066667,-145.977,-151.379466667,-159.195366667,-173.448333333,-176.666533333,-161.839133333,-155.0575,-166.7816
232.90,-107.644466667,-113.688933334,-106.400066667,-113.066666667,-113.955633333,-130.311,-128.000066667,-114.400066667,-110.755533333,-125.511233333
233.28,-101.0318,-105.238,-97.1429333334,-102.857,-101.3493,-117.301733333,-117.460266667,-101.8254,-100.3571,-113.492
233.66,-81.111,-80.9722666667,-78.6108666667,-82.7083999999,-77.4306,-89.7916,-92.6389333332,-80.2082000001,-73.3333,-88.1597
234.03,-72.9052666667,-75.1681333333,-72.3546666667,-76.0856666667,-72.5382,-82.2018000001,-85.8105333333,-71.1927333333,-67.9509666666,-81.5595333333
234.41,-87.1068,-87.5472666667,-90.0000000001,-86.1003999999,-85.5030999999,-91.8868,-97.4213333335,-81.132,-77.7357666667,-92.7044
234.78,-79.4202666667,-78.8986666667,-81.6232,-80.8115999999,-77.0723333333,-84.5216666666,-89.8549333334,-74.087,-70.0580666667,-85.6231666667
235.16,-60.7294,-62.0313333333,-63.1771333333,-63.5939333333,-60.9896333334,-66.1979333333,-70.3125333333,-59.1147333333,-52.1354,-62.6824333333
235.54,-42.5902666667,-43.397,-45.6051333333,-44.4161333333,-42.1444666667,-44.5435333333,-49.8089333333,-40.17,-34.9893,-40.8918
235.91,-36.2649333333,-38.1123333333,-41.9678666667,-38.7550666667,-34.8392666667,-39.5182,-42.8110666667,-33.8955333333,-32.5902666667,-36.3453333333
236.29,-37.6159333333,-43.1789333333,-47.2848,-42.2517333334,-39.7351666667,-43.1788,-44.5475333333,-37.9690666667,-37.8806666667,-40.3312333333
236.66,-40.8203333333,-49.3334,-53.8462,-46.3589333334,-47.1281333333,-47.1282,-48.4612666666,-37.282,-44.2308,-41.1025333333
237.04,-31.0185333334,-36.8055333333,-41.25,-31.1574,-35.9490666667,-31.1111333333,-35.9722666667,-27.4998,-30.6482,-25.6019
237.41,-10.4819333333,-16.0642666667,-23.7750666667,-12.1686666667,-15.2007333333,-10.2007333333,-13.0522666667,-8.75493333333,-9.09626666666,-6.12436666666
237.79,-15.2866666667,-23.0149333333,-31.38,-17.155,-19.5330333333,-14.6921333333,-17.2824666667,-13.121,-16.9851666667,-12.1231333333
238.17,-11.2102666667,-17.3672666667,-25.6900666667,-12.3142666667,-14.5222333333,-9.80906666666,-14.5648,-10.3610666667,-12.8450666667,-8.21663333334
238.54,-7.57393333333,-11.5582,-18.5798666667,-9.30959999998,-9.60553333334,-5.64106666667,-10.6902666667,-9.07300000001,-10.0786333333,-3.39256666667
238.92,-1.48146666667,-6.27866666667,-10.7937333333,-1.4462,-1.25223333333,-0.28213333334,-1.90486666667,-3.98586666667,-3.38619999999,3.56263333333
239.29,-3.26806666667,-4.57513333333,-12.7122666667,-2.41833333335,-3.16996666667,-1.30713333334,-4.51006666667,-4.44439999999,-4.41179999999,2.64716666667
239.67,-4.75740000001,-5.5086,-11.8620666667,-1.69026666667,-4.5384,-2.7542,-6.5414,-5.28953333333,-5.83736666665,0.015866666666
240.04,-13.3028666667,-11.5981333333,-16.2860666667,-7.45806666665,-11.1567333333,-7.00153333334,-12.4810666667,-12.0244666667,-11.9177,-6.3623
240.42,-4.87100000001,-1.57106666666,-4.9832,0.89793333334,-1.40293333333,1.97546666667,-3.05273333333,-1.86306666667,-1.88549999999,1.89676666667
240.79,-5.18506666667,-1.2476,-3.62559999999,-0.0585333333346,-1.65683333333,1.42313333333,-4.19093333334,-3.33346666667,-1.52040000001,1.91036666667
241.17,-3.5626,0.740866666668,-1.8164,0.423266666669,-6.6666666e-05,2.87480000001,-2.50439999999,-2.0282,-0.925933333334,3.2627
241.54,-7.62626666666,-2.62626666667,-4.86533333333,-2.6938,-3.09753333333,0.303066666666,-6.88553333333,-5.62293333333,-5.37023333333,1.62443333333
241.92,-6.63566666667,-1.67426666666,-3.75193333333,-3.06973333333,-3.15516666667,0.573666666666,-6.80619999999,-5.1318,-4.93809999999,3.17063333333
242.29,-6.48886666667,-3.34813333334,-4.08886666667,-4.22219999999,-4.60743333333,0.414866666667,-6.80006666667,-5.54079999999,-5.79256666667,2.98506666667
242.67,-4.93033333333,-1.4028,-2.59713333333,-2.11113333333,-3.42356666667,1.625,-4.6248,-3.88893333333,-4.22906666667,5.14586666667
243.05,-4.94933333333,-1.5822,-2.56933333333,-2.25826666667,-3.9622,1.66326666667,-6.04466666667,-3.93513333333,-4.30693333333,4.03666666667
243.42,-5.6594,-2.7038,-3.16766666666,-3.181,-4.79126666666,0.490399999999,-6.4942,-4.75813333333,-4.87740000001,3.46576666667
243.80,-5.7606,-2.14879999999,-3.43046666667,-3.45633333333,-4.26543333333,0.815533333333,-5.92886666667,-5.08733333333,-5.12619999999,3.78003333333
244.17,-4.34726666667,-2.09126666667,-3.3206,-3.56133333333,-3.56776666667,0.468933333332,-5.09526666667,-4.46133333333,-4.74016666666,5.057
244.55,-5.32806666667,-3.9896,-5.62693333333,-5.47106666667,-5.17856666667,-1.62433333333,-5.99086666667,-6.49766666667,-5.87403333333,4.78893333333
244.92,-4.20466666667,-1.99866666667,-4.87493333333,-4.41193333334,-3.75396666667,-0.304666666667,-4.25353333333,-4.50946666667,-3.71113333333,6.173
245.30,-4.874,-2.633,-5.47886666667,-5.33333333333,-3.93816666667,-1.21006666667,-4.53786666667,-5.05306666667,-4.48183333333,4.70573333333
245.67,-2.6786,-1.02186666667,-3.10506666667,-3.79966666666,-2.15773333333,0.168866666667,-2.25193333333,-3.11506666667,-2.15763333333,5.0446
246.05,-2.3562,-1.01746666667,-2.77533333333,-3.05213333333,-2.04813333333,0.571133333333,-1.6778,-3.0166,-1.21823333333,4.2391
246.42,-1.4868,0.4034,-1.41553333333,-1.7398,-0.268833333335,1.6212,-0.379533333334,-1.6924,0.090933333334,5.172
246.79,-1.5802,-0.242466666667,-1.49953333333,-2.3668,-0.415333333332,1.8522,-0.984933333333,-1.7862,-0.249966666666,3.60906666667
247.17,-0.702466666667,0.878066666667,-1.01993333333,-2.03306666667,0.0810666666661,2.86393333333,0.324199999999,-0.743,0.185866666668,4.4513
247.54,-0.646666666667,0.989399999999,-1.15753333333,-1.733,0.200466666667,3.18793333333,0.562599999999,-0.497933333333,0.058133333332,4.14816666667
247.92,-0.380533333335,0.424133333333,-1.25353333333,-1.977,0.121566666667,3.11186666667,0.636000000002,-0.461466666667,0.190233333334,4.3467
248.29,0.817666666666,1.67133333333,-0.282666666667,-0.661333333333,1.10316666667,4.53866666667,1.79746666667,0.577066666666,1.48793333333,5.13363333333
248.67,1.05073333333,2.0718,0.0830666666667,-0.356133333333,1.38313333333,4.83226666667,1.91153333333,1.11013333333,1.62956666667,5.2092
249.04,1.51666666667,2.27493333333,0.509533333335,-0.030333333334,1.98373333333,5.6476,2.51153333333,1.4196,1.89866666667,5.16546666667
249.42,0.9068,1.48146666667,-0.0126666666686,-0.472533333333,1.37616666667,5.06393333333,1.7688,0.779066666666,1.36336666667,4.85636666667
249.79,-0.544800000001,0.408466666666,-1.27333333333,-1.5866,-0.309866666667,3.75893333333,0.238400000001,-0.367800000002,-0.279233333334,3.79623333333
250.17,-0.0216000000002,1.2618,-1.01086666667,-0.895933333334,0.1433,4.38713333333,0.465933333332,0.723999999999,0.265133333334,4.3872
250.54,-0.315266666667,1.31473333333,-1.5456,-1.07653333333,-0.334566666668,4.09853333333,-0.099999999998,0.153866666668,0.126866666668,4.16376666667
250.92,0.354866666667,2.2564,-1.1362,-0.347000000001,0.177566666667,4.24466666667,0.544333333335,0.528666666667,0.169533333335,5.81466666667
251.29,0.661666666665,2.87246666667,-0.209533333334,0.5696,0.464700000001,4.75706666667,0.921200000001,0.477266666667,0.305833333334,6.0008
251.66,0.284666666666,2.53546666667,-0.0086666666674,0.172533333333,-0.0173333333346,4.2776,0.422599999999,-0.138,-0.0128999999986,5.84736666667
252.04,-1.4234,1.62686666667,-0.654333333335,-0.6454,-1.5827,3.0504,-1.397,-1.3616,-1.32176666667,4.60226666667
252.41,-2.58453333333,1.08673333333,-1.17813333333,-1.26933333334,-2.3653,1.71693333333,-2.84946666667,-2.0548,-2.0091,4.64373333333
252.79,-4.52953333333,-0.737533333333,-2.3074,-3.21506666667,-4.41606666667,-0.0094666666674,-5.04013333333,-4.24586666667,-4.11823333333,3.26253333333
253.16,-4.6976,-1.36893333333,-2.56906666667,-2.90673333334,-4.57113333333,-0.881333333333,-5.43833333333,-3.9662,-4.4726,2.96293333333
253.54,-3.43206666667,6.6666666e-05,-1.58913333333,-2.43526666667,-3.39913333333,0.376199999999,-3.69533333333,-2.65153333333,-2.9806,3.7704
253.91,-2.0358,1.39886666667,-0.318333333332,-1.6594,-1.77536666667,1.72693333333,-2.31553333333,-1.09993333333,-1.33143333333,4.5731
