wavelength,Back_EmbPlaf,Belly_EmbPlaf,Breast_EmbPlaf,Crissum_EmbPlaf,Crown_EmbPlaf,DorTail_EmbPlaf,Patch10_EmbPlaf,Patch11_EmbPlaf,Rump_EmbPlaf,Throat_EmbPlaf,WingTip_EmbPlaf
541.40,11.3362666667,47.8995333333,22.6905333333,25.6124,8.68633333333,9.40313333333,14.3637333333,7.86893333333,11.8792,23.1347333333,8.17146666667
541.75,11.3318,47.9478,22.7011333334,25.6412666667,8.67653333333,9.39459999999,14.3654,7.85913333333,11.8718,23.1355333333,8.15793333333
542.09,11.3259333333,47.9707333333,22.7066666667,25.6813333333,8.66293333333,9.39373333333,14.3608666667,7.86273333333,11.877,23.1362666667,8.158
542.43,11.3034666667,47.9525333333,22.7068666667,25.6868,8.651,9.38533333333,14.3516666667,7.85086666667,11.8684,23.1255333333,8.15593333333
542.78,11.3166,48.032,22.7341333333,25.7344666667,8.64626666667,9.39833333332,14.3730666667,7.86633333333,11.8856,23.1444666667,8.16293333334
543.12,11.3218666667,48.044,22.7510666667,25.7616,8.64393333333,9.4036,14.3768,7.8702,11.8946666667,23.1569333333,8.1688
543.46,11.3452,48.0659333334,22.7746666667,25.7983333333,8.67573333333,9.42606666667,14.4024,7.91013333333,11.9335333333,23.1864666667,8.18386666667
543.81,11.3356,48.0304666667,22.7609333333,25.8014666667,8.65873333333,9.41153333333,14.3941333333,7.91366666667,11.9222666667,23.1651333333,8.1632
544.15,11.3646,48.0770666667,22.7902,25.8616,8.67866666667,9.43173333333,14.4198666667,7.9278,11.9312666667,23.1914666667,8.17586666667
544.49,11.3967333333,48.1871333333,22.8279333333,25.9414666667,8.71613333333,9.46839999999,14.4601333333,7.9646,11.9676,23.2398666667,8.20693333333
544.84,11.3866,48.2533333333,22.8532666667,25.9962,8.72546666667,9.4722,14.4781333333,7.9704,11.9754666667,23.2700666667,8.19586666667
545.18,11.4302666666,48.3304666667,22.9064,26.0684,8.75466666667,9.50113333333,14.5143333333,7.9988,12.0198666667,23.3167333333,8.21506666667
545.52,11.4605333333,48.3777333333,22.9678,26.1362,8.78473333333,9.55893333334,14.5560666667,8.04573333333,12.0609333333,23.3558666667,8.2538
545.87,11.442,48.335,22.9444666667,26.1237333333,8.7748,9.55693333332,14.5420666666,8.035,12.0451333333,23.3424,8.22926666667
546.21,11.4926,48.4388,22.9998,26.2007333333,8.80106666667,9.59519999999,14.5903333333,8.0694,12.0991333333,23.4127333334,8.26686666667
546.55,11.5187333333,48.4883333333,23.0382666667,26.2763333333,8.82593333333,9.62393333334,14.6208666667,8.0956,12.1218666667,23.4513333333,8.28593333333
546.90,11.5232,48.5766,23.0674666667,26.3465333333,8.84766666667,9.63606666666,14.6338666667,8.10593333333,12.136,23.4680666667,8.28366666667
547.24,11.4912666667,48.6018666667,23.0423333333,26.3528,8.79473333333,9.59086666667,14.6030666667,8.0514,12.0848,23.4538,8.235
547.58,11.5367333333,48.7018666667,23.1098666667,26.4352,8.81793333333,9.62560000001,14.6274666667,8.06793333333,12.1198,23.5050666667,8.26173333333
547.92,11.5636666666,48.7745333333,23.1517333333,26.4892,8.841,9.64399999999,14.6306,8.08453333333,12.1528666667,23.5218666667,8.28633333333
548.27,11.6002666667,48.8438,23.2016666667,26.5688,8.86666666667,9.66553333333,14.6644666667,8.11033333333,12.1678,23.5727333333,8.31853333334
548.61,11.6294666667,48.8552666666,23.244,26.6333333333,8.89220000001,9.71133333334,14.6906666667,8.1614,12.2038666667,23.5964666667,8.36146666667
548.95,11.6172,48.8819333333,23.2506,26.6682666667,8.85653333333,9.69740000001,14.6932,8.134,12.1919333333,23.5925333333,8.34533333333
549.29,11.5783333333,48.9016,23.2191333333,26.6811333333,8.8052,9.6506,14.6456666667,8.09466666667,12.1701333333,23.5951333333,8.31686666667
549.64,11.6578666667,49.0311333333,23.3079333334,26.8237333334,8.86593333333,9.69493333333,14.7378,8.141,12.2272,23.6992,8.3766
549.98,11.6976666667,49.0660666667,23.3306666667,26.8988,8.91560000001,9.72280000001,14.7586,8.1764,12.2622,23.7098,8.40433333333
550.32,11.6848,49.1463333334,23.3614,26.9297333333,8.90646666666,9.71186666666,14.7573333334,8.15046666667,12.2572666667,23.7082666667,8.3858
550.66,11.7076,49.0884666667,23.3541333333,26.9476,8.88493333333,9.70093333334,14.7674666667,8.142,12.2672,23.7193333333,8.38146666667
551.01,11.7671333333,49.1325333333,23.4322666667,27.0161333333,8.95193333334,9.78806666667,14.8508,8.202,12.3488666667,23.7672666667,8.45313333333
551.35,11.7548,49.1890666667,23.4138,27.0549333333,8.9514,9.77953333334,14.894,8.17446666667,12.3354666667,23.7720666667,8.45806666667
551.69,11.7688,49.1827333333,23.4204,27.1010666667,8.98400000001,9.80480000001,14.9219333334,8.19446666667,12.3538666667,23.7916666667,8.4796
552.03,11.7777333333,49.2168666667,23.4492666667,27.13,8.97440000001,9.8144,14.9406,8.198,12.3815333334,23.8069333333,8.4766
552.38,11.7755333333,49.2444,23.4399333333,27.1822666667,8.95280000001,9.81293333333,14.9439333333,8.16686666667,12.3835333333,23.7835333333,8.48213333333
552.72,11.8138666667,49.3558,23.4808666667,27.2612,8.99806666667,9.85079999999,14.9784,8.19966666667,12.4440666667,23.8362666667,8.51033333333
553.06,11.8586666667,49.4007333333,23.5275333334,27.3188,9.04413333333,9.88893333334,15.0349333333,8.21953333333,12.4647333333,23.8516,8.54306666667
553.40,11.8502,49.4790666667,23.5497333333,27.3252666667,9.00313333333,9.87786666667,15.0211333333,8.20873333333,12.4367333334,23.8594666667,8.54533333333
553.74,11.8414666667,49.5424666667,23.5995333333,27.3701333333,9.00486666667,9.87720000001,15.0418,8.20506666667,12.419,23.8924666667,8.5508
554.09,11.8836,49.5499333333,23.6035333333,27.4022666667,9.03286666666,9.87933333335,15.0550666667,8.2198,12.4431333333,23.9072666667,8.57066666667
554.43,11.8894,49.7112666667,23.6924666667,27.5272,9.0784,9.92113333334,15.0831333333,8.24333333333,12.4894,23.98,8.60966666667
554.77,11.8532,49.7391333333,23.6832,27.5656666667,9.03593333334,9.88439999999,15.0412,8.1934,12.4526666667,23.9772,8.56426666667
555.11,11.8832666667,49.7772,23.7152666667,27.6273333333,9.04693333334,9.90606666668,15.0483333333,8.2428,12.4876666667,24.0377333333,8.5852
555.45,11.9085333334,49.8857333333,23.7836666667,27.7308666667,9.06953333333,9.94660000001,15.0864,8.25893333333,12.5270666667,24.0843333333,8.60746666667
555.80,11.9614,49.9722,23.8324666666,27.8165333333,9.10999999999,10.0081333333,15.107,8.29753333333,12.568,24.116,8.64953333333
556.14,12.0172,50.0610666667,23.9222666667,27.9130666667,9.19613333334,10.0573333333,15.1539333333,8.35373333333,12.6202666667,24.1926666666,8.71273333333
556.48,12.0335333334,50.0843333333,23.9708666667,27.9583333333,9.20233333333,10.077,15.1876,8.36426666667,12.6385333333,24.2196,8.73073333333
556.82,12.0672,50.1504666667,24.0332,28.0392,9.22486666667,10.0783333333,15.1805333333,8.3848,12.6664666667,24.2457333333,8.74546666666
557.16,12.0891333333,50.132,24.0658,28.0779333333,9.2734,10.1094666667,15.1994666667,8.38953333333,12.7270666667,24.2351333333,8.78739999999
557.50,12.1032666667,50.1437333333,24.0481333333,28.0862,9.26433333333,10.1173333333,15.1998666667,8.3764,12.7459333333,24.2323333333,8.78986666667
557.85,12.0861333333,50.1949333333,24.0735333333,28.1438,9.27120000001,10.1322666667,15.2241333333,8.36286666667,12.759,24.2574666667,8.82053333333
558.19,12.0447333333,50.1659333333,24.0090666667,28.0934666667,9.21826666666,10.0836,15.1692,8.3146,12.7272,24.194,8.79266666667
558.53,12.0937333333,50.1864,24.0423333334,28.1246,9.26579999999,10.1335333333,15.2198666667,8.3824,12.7721333333,24.2243333333,8.84773333333
558.87,12.1347333333,50.2611333333,24.1296666667,28.1996,9.33173333333,10.1836,15.2820666667,8.41046666667,12.8296666667,24.2835333333,8.89246666666
559.21,12.104,50.2835333333,24.0962,28.1725333333,9.29120000001,10.1238666667,15.2574,8.36153333333,12.7777333333,24.2546,8.8576
559.55,12.047,50.2209333333,24.0532666667,28.1366,9.24480000001,10.0718666667,15.2420666667,8.3046,12.7253333333,24.2076,8.83213333333
559.89,12.0351333333,50.1818666667,24.0364,28.1122,9.2058,10.0684,15.234,8.276,12.7024,24.1832,8.82433333333
560.23,11.9994,50.1746666667,23.9949333333,28.0842,9.15553333332,10.0186,15.2011333333,8.24253333333,12.6346,24.1452666667,8.78146666667
560.58,12.0209333333,50.2535333333,24.0181333334,28.1412,9.16946666667,10.0583333333,15.2535333333,8.26053333333,12.6560666667,24.205,8.82593333334
560.92,11.9860666667,50.296,23.9953333333,28.1442,9.12633333333,10.0236,15.2250666667,8.2096,12.6136666667,24.1839333333,8.7602
561.26,12.0054,50.3882666666,24.0591333333,28.2231333333,9.14313333333,10.0434,15.2622666667,8.23506666667,12.6382,24.2441333334,8.79313333334
561.60,12.0518666667,50.4229333333,24.1002,28.2742,9.16286666666,10.094,15.3036,8.28313333333,12.6806666667,24.2868,8.8202
561.94,12.1242666667,50.4560666667,24.1733333333,28.3348666666,9.21893333332,10.1577333333,15.3826666667,8.33173333333,12.7210666667,24.3464666667,8.86833333333
562.28,12.1424666667,50.5248,24.1984666667,28.3841333333,9.22760000001,10.1702666667,15.3659333333,8.32053333333,12.7378,24.3838,8.87626666667
562.62,12.0874666667,50.4853333333,24.148,28.3690666667,9.17679999999,10.1504,15.3258,8.28666666667,12.6924,24.3373333333,8.8464
562.96,12.0908,50.4592666667,24.1438666667,28.3528666667,9.15000000001,10.1453333333,15.2924,8.29086666667,12.7036666667,24.3369333333,8.82586666667
563.30,12.1424,50.5852,24.2183333333,28.4499333333,9.19526666667,10.1598666667,15.325,8.32126666667,12.7574,24.4073333334,8.87253333334
563.64,12.1700666667,50.5968,24.2481333333,28.4965333333,9.22866666665,10.1717333333,15.343,8.33773333333,12.7800666667,24.4475333333,8.8976
563.99,12.1423333333,50.6258666666,24.2729333333,28.5276,9.2276,10.1712666667,15.3469333333,8.31413333334,12.7964666667,24.4443333333,8.9006
564.33,12.1147333334,50.5998,24.2589333333,28.4715333333,9.21860000001,10.1472,15.3278,8.2846,12.7843333333,24.409,8.86713333333
564.67,12.1353333333,50.5882666667,24.314,28.5283333333,9.24013333333,10.1713333333,15.3745333333,8.3434,12.8096666667,24.4168,8.9128
565.01,12.1366666667,50.578,24.2988,28.5412666667,9.24513333335,10.1816666667,15.3660666667,8.3462,12.8174666667,24.3881333333,8.92053333333
565.35,12.1135333333,50.5352666667,24.2920666667,28.5413333333,9.24233333333,10.1584666667,15.3434666667,8.32893333333,12.8136,24.3481333333,8.92306666666
565.69,12.1302666667,50.5662,24.3131333333,28.5626,9.24979999999,10.1655333333,15.3694666667,8.3422,12.8441333333,24.3416666667,8.93320000001
566.03,12.1380666667,50.5834666667,24.3604666666,28.6159333333,9.25799999999,10.1872666667,15.4097333333,8.3434,12.8577333333,24.3566666667,8.93353333333
566.37,12.1174,50.5732,24.3513333333,28.6242666667,9.24119999999,10.1599333333,15.4010666667,8.3156,12.8554,24.3244666667,8.91993333333
566.71,12.1210666667,50.5972666667,24.3808666667,28.6714666667,9.23453333335,10.1658,15.4145333333,8.2994,12.8508,24.3099333333,8.92539999999
567.05,12.1379333333,50.5716,24.3772666667,28.6951333333,9.24986666667,10.1838,15.4249333333,8.32313333333,12.8738,24.3046,8.94026666667
567.39,12.1625333333,50.6468,24.3904666667,28.7272,9.25386666667,10.1994666667,15.4620666667,8.32626666667,12.893,24.3068666667,8.93553333334
567.73,12.2577333333,50.7027333333,24.4604666667,28.8069333333,9.32926666668,10.2787333333,15.5458,8.41426666667,12.9697333333,24.3906,9.01513333333
568.07,12.3017333333,50.7212,24.4889333333,28.8947333333,9.35686666667,10.2914,15.5876666667,8.44286666667,13.0084666667,24.4076666667,9.04773333333
568.41,12.3351333333,50.7654666667,24.4808,28.9301333333,9.38486666666,10.3174666667,15.6034,8.4306,13.0262666667,24.4461333333,9.06773333334
568.75,12.3239333333,50.7912666667,24.4906666667,28.9441333333,9.36713333334,10.3138666667,15.603,8.41273333334,13.0202,24.4502666667,9.04193333334
569.09,12.3896,50.8753333333,24.5546,29.0120666667,9.3902,10.3582,15.6692666667,8.451,13.0388,24.5098666667,9.06079999999
569.43,12.3718,50.8708,24.5738,29.0418666667,9.41740000001,10.3747333333,15.6774666667,8.46493333333,13.0462,24.5399333333,9.07226666668
569.77,12.3931333333,50.9106666667,24.5755333333,29.056,9.4254,10.3958666667,15.694,8.48333333333,13.081,24.5527333333,9.09846666667
570.11,12.4638,50.9546,24.6252,29.1019333333,9.47833333335,10.4412,15.7274,8.52466666667,13.1078666667,24.5686,9.12693333332
570.45,12.5019333333,50.9866666667,24.6322,29.1373333333,9.5164,10.4830666667,15.7755333333,8.55533333333,13.1467333333,24.5975333333,9.16446666667
570.79,12.5084666667,50.9751333333,24.6294,29.152,9.5198,10.5249333333,15.7923333334,8.5524,13.151,24.5969333333,9.15693333334
571.13,12.485,50.9643333333,24.643,29.1649333333,9.52646666667,10.5284666667,15.7863333333,8.55666666667,13.1556666667,24.6040666667,9.15953333333
571.47,12.4657333333,50.9509333333,24.6211333333,29.1796,9.51546666667,10.5074,15.7469333333,8.53226666667,13.1307333333,24.5710666667,9.12733333334
571.81,12.4161333333,50.9651333333,24.5882,29.1778,9.47206666666,10.5181333333,15.7084,8.49833333333,13.0937333333,24.5556,9.113
572.15,12.4176666667,50.9643333333,24.6222666667,29.1895333333,9.46360000001,10.5246,15.7217333333,8.50666666667,13.1058,24.5607333333,9.11793333333
572.49,12.4328,50.9732,24.6325333333,29.2148,9.46599999999,10.5324666667,15.718,8.49726666667,13.1163333333,24.5581333333,9.13046666666
572.83,12.3660666667,50.9080666667,24.5796666667,29.1974,9.40953333333,10.4952666667,15.6701333333,8.435,13.0702,24.499,9.08633333333
573.17,12.3184,50.8657333333,24.4784666667,29.1584,9.32226666667,10.4330666667,15.6024666667,8.35346666667,12.9760666667,24.4258666667,9.0334
573.51,12.3217333333,50.8425333333,24.4802666667,29.1862,9.32006666666,10.4084,15.5956,8.34493333333,12.9620666667,24.4077333333,9.04753333334
573.85,12.3370666667,50.9094666667,24.5181333333,29.2564,9.32853333333,10.4202666667,15.6209333333,8.35313333334,12.9838666667,24.4758666667,9.09453333333
574.19,12.3132666667,50.8765333333,24.5291333333,29.2695333333,9.32606666667,10.3968,15.6232,8.34626666667,12.973,24.4734666667,9.10513333334
574.53,12.3206666667,50.9217333333,24.5764,29.3132,9.31500000001,10.3868,15.6374,8.35706666667,12.9842,24.5016666667,9.12386666666
574.87,12.3083333334,50.9444666667,24.5889333333,29.3433333333,9.31346666667,10.3812,15.6146666667,8.35593333333,12.9683333333,24.5094,9.108
575.21,12.2716,50.9326,24.5662,29.3348,9.26726666667,10.3432666667,15.5888666667,8.30406666667,12.9271333333,24.4908666667,9.09013333333
575.55,12.2979333333,50.9492666667,24.607,29.3919333333,9.29906666667,10.359,15.6194666667,8.33906666667,12.9546666667,24.525,9.10966666666
575.89,12.2808,50.9748666667,24.5842,29.4364666667,9.28759999999,10.3166666667,15.5930666667,8.3158,12.9267333333,24.5084,9.07720000001
576.22,12.3135333333,50.9824666667,24.5986,29.4867333333,9.3086,10.2903333333,15.6109333333,8.33626666667,12.9214666667,24.5169333333,9.09086666667
576.56,12.3564,51.0210666667,24.6267333333,29.5516666666,9.35546666667,10.3201333333,15.6218,8.36593333333,12.9497333333,24.5536666667,9.13513333333
576.90,12.403,51.0625333333,24.7149333333,29.6104,9.39826666666,10.3626,15.6588666667,8.4026,13.0218,24.6138666667,9.17253333333
577.24,12.3920666667,51.0331333333,24.7146666667,29.6277333333,9.41006666667,10.3654,15.6705333333,8.4138,13.0212,24.6344666667,9.16873333333
577.58,12.3530666667,50.9539333333,24.6814,29.6015333333,9.36166666667,10.3212666667,15.6307333333,8.40073333333,12.9948666667,24.5629333333,9.11433333334
577.92,12.3314,50.9956,24.6699333333,29.6139333333,9.33420000001,10.3084666667,15.5859333333,8.3792,12.9602,24.5508666667,9.08299999999
578.26,12.3373333333,51.0152666667,24.6790666667,29.6399333333,9.33626666666,10.3105333333,15.5588666667,8.36686666667,12.9464666667,24.5446,9.07053333333
578.60,12.3326666667,51.0802,24.6661333333,29.7007333333,9.27119999999,10.2722,15.5680666667,8.32166666667,12.9488666667,24.517,9.04213333333
578.94,12.3803333333,51.1325333333,24.7059333333,29.7512,9.32260000001,10.3264666667,15.6313333333,8.38506666667,13.0092666667,24.559,9.1024
579.28,12.3917333333,51.0569333333,24.6986,29.7201333333,9.3346,10.3196666667,15.6294,8.387,13.013,24.5169333333,9.11293333334
579.61,12.4144666667,51.0929333333,24.7376,29.7356666667,9.35566666667,10.3526666667,15.6354,8.40753333333,13.0434,24.5288,9.14613333333
579.95,12.42,51.1058,24.7746666667,29.8032,9.40593333333,10.4390666667,15.693,8.4482,13.0821333333,24.5795333333,9.19646666667
580.29,12.4512,51.1726,24.8195333333,29.8164,9.43866666667,10.4743333333,15.7332666667,8.50906666667,13.1403333333,24.6469333333,9.22953333333
580.63,12.4329333333,51.1600666667,24.7914666667,29.8576666666,9.40893333334,10.4318,15.7408,8.50953333333,13.089,24.6438666667,9.20539999999
580.97,12.3981333333,51.2680666667,24.7860666667,29.8824666667,9.34620000001,10.3967333333,15.7284666667,8.46366666666,13.0626666667,24.6277333333,9.15413333332
581.31,12.4034,51.2791333333,24.8121333333,29.9374,9.35820000001,10.4467333333,15.7452666667,8.4688,13.1118666667,24.6452666667,9.16006666667
581.65,12.4914,51.3965333333,24.8980666667,30.0594,9.41433333333,10.5222666667,15.8656,8.5416,13.2144,24.7506666667,9.23159999999
581.98,12.4677333333,51.4019333333,24.8800666667,30.0946666667,9.38486666667,10.4909333333,15.8896666667,8.5408,13.2066666667,24.76,9.22813333334
582.32,12.5017333333,51.3745333333,24.8956,30.0872666667,9.43313333333,10.5525333333,15.8858666667,8.57933333333,13.222,24.7758666667,9.29053333333
582.66,12.5848,51.4222,24.9836666667,30.1825333333,9.44839999999,10.6092,15.926,8.5994,13.2914666667,24.82,9.32933333333
583.00,12.6089333333,51.5275333334,25.0416,30.2762666667,9.46193333334,10.6410666667,15.9597333333,8.6328,13.3302666667,24.8903333333,9.35493333333
583.34,12.6241333333,51.5302666666,25.0571333333,30.3362,9.48526666666,10.6612,16.0039333333,8.66893333333,13.3582666667,24.9296666667,9.41266666666
583.68,12.5784666667,51.55,25.0276666667,30.3341333333,9.41380000001,10.6028,15.9564666667,8.6046,13.3333333333,24.8678,9.35426666667
584.01,12.512,51.5618666667,25.0204,30.3671333333,9.34240000001,10.5442666667,15.9248666667,8.51186666667,13.2666,24.8058,9.29300000001
584.35,12.5822,51.6806666667,25.1134,30.4657333333,9.44573333333,10.662,15.9848666667,8.58153333333,13.3696,24.8928666667,9.36393333333
584.69,12.6499333333,51.7149333333,25.1745333333,30.5449333333,9.5152,10.7026,16.0095333333,8.61906666667,13.405,24.933,9.43660000001
585.03,12.6737333333,51.7958,25.1782666667,30.5946,9.53006666666,10.7014,16.0418666667,8.6312,13.3948666667,24.9832,9.46366666666
585.37,12.6249333333,51.7891333333,25.1663333333,30.598,9.50066666667,10.6818,15.9869333333,8.56826666667,13.3652666667,24.9604,9.43166666667
585.70,12.6408666667,51.7702,25.1492666667,30.6221333333,9.51919999999,10.7149333333,15.9894,8.57613333333,13.3580666667,24.9432,9.45153333335
586.04,12.6116,51.7611333333,25.1185333334,30.6554,9.48226666667,10.6632666667,15.9842,8.54866666667,13.3262666666,24.9505333334,9.4104
586.38,12.4912,51.6948,25.0134666667,30.5629333333,9.41099999999,10.55,15.9077333333,8.47473333333,13.2299333333,24.8702,9.30446666668
586.72,12.5547333333,51.6792666667,25.0781333333,30.6005333333,9.42780000001,10.6194,15.9559333333,8.46993333333,13.2781333333,24.8856,9.35406666666
587.06,12.5376666667,51.6931333333,25.0422,30.5532666667,9.40339999999,10.6331333333,15.9235333333,8.44193333333,13.2741333333,24.8668666667,9.29113333333
587.39,12.5978666667,51.7543333333,25.1112,30.6122,9.46200000001,10.7096666667,15.9788666667,8.5168,13.3404,24.9535333333,9.36366666667
587.73,12.6690666667,51.7716666667,25.147,30.6814,9.50393333333,10.7654,16.0303333333,8.573,13.402,24.9921333333,9.41426666666
588.07,12.6936666667,51.7858,25.1991333333,30.7136,9.50426666667,10.7864666667,16.0186666667,8.56986666667,13.4283333333,24.9692666667,9.44353333334
588.41,12.6355333333,51.736,25.1577333333,30.6936666667,9.46920000001,10.7646,16.0022666667,8.55093333333,13.399,24.9377333333,9.39833333333
588.74,12.672,51.7954,25.2278,30.7459333333,9.49673333333,10.8156,16.0638,8.5774,13.4135333333,24.9805333333,9.42026666667
589.08,12.6524,51.7653333333,25.2058666667,30.7214,9.48873333335,10.7758,16.0384666667,8.56293333333,13.3844,24.9596666667,9.39719999999
589.42,12.6167333333,51.8066666667,25.2369333333,30.7128,9.4772,10.7505333333,16.0036666667,8.5128,13.3745333333,24.9754666667,9.36986666666
589.76,12.6374666667,51.869,25.2814666667,30.7432666667,9.51813333333,10.8014,16.0305333333,8.50493333333,13.4226666667,25.0141333333,9.40780000001
590.09,12.7315333333,51.9095333333,25.3608,30.8674666667,9.60106666667,10.9185333333,16.1051333333,8.5648,13.503,25.1117333333,9.49126666666
590.43,12.6637333333,51.9628666667,25.299,30.8588666667,9.56526666668,10.8383333333,16.0552,8.5268,13.4519333333,25.0786666667,9.42706666667
590.77,12.6618666667,52.0565333333,25.3718666667,30.9864666667,9.5836,10.8354666667,16.1282666667,8.52993333333,13.483,25.1410666667,9.45300000001
591.11,12.5984666667,52.0305333333,25.3340666667,30.9786666667,9.54673333333,10.7825333333,16.0978,8.50093333333,13.4477333333,25.1373333333,9.4116
591.44,12.576,52.0371333333,25.2895333333,30.9781333333,9.54500000001,10.7586666667,16.0647333333,8.50593333333,13.4339333333,25.157,9.40773333334
591.78,12.5122666667,52.0237333333,25.2352666667,30.9627333333,9.48413333334,10.6815333333,16.0528666667,8.45873333333,13.374,25.1386666667,9.37780000001
592.12,12.5618666667,52.1359333333,25.3099333333,31.0588666667,9.50879999999,10.7247333333,16.1060666667,8.49946666667,13.4272,25.2028666667,9.43073333333
592.46,12.5776,52.1110666666,25.2877333333,31.0767333333,9.51953333332,10.7226,16.0794666667,8.49133333333,13.4462666667,25.1872,9.44166666666
592.79,12.5612,52.087,25.3028,31.0966666667,9.49619999999,10.7214666667,16.0468,8.50506666667,13.4315333333,25.1578,9.413
593.13,12.5159333334,52.055,25.2702666667,31.0986,9.44520000001,10.708,16.0242,8.4812,13.4089333333,25.1123333333,9.40913333333
593.47,12.5406,52.0936,25.3214666666,31.1681333333,9.44926666668,10.7309333333,16.0568,8.56626666667,13.445,25.0977333333,9.41839999999
593.80,12.5388,52.178,25.3084,31.1808666667,9.44353333334,10.7098666667,16.0428,8.5492,13.4348,25.0872666667,9.43233333333
594.14,12.5906666667,52.2457333333,25.3753333333,31.2770666667,9.46653333335,10.7466,16.0812666667,8.58393333333,13.4779333333,25.1535333333,9.4986
594.48,12.6115333333,52.1672666667,25.4008,31.2394666667,9.4656,10.7467333333,16.0394666667,8.58593333333,13.4776666667,25.1181333333,9.5142
594.81,12.6802666667,52.2756666667,25.4984,31.2985333333,9.53746666667,10.8198,16.1074666667,8.6064,13.527,25.1638,9.57593333334
595.15,12.6239333333,52.2873333333,25.4910666667,31.2825333333,9.51353333332,10.7963333333,16.1079333333,8.55973333333,13.5026,25.1676,9.53373333333
595.49,12.6122,52.2106,25.4126666667,31.2177333333,9.49473333333,10.7687333333,16.0856,8.54033333334,13.4927333333,25.1196666667,9.50493333333
595.82,12.594,52.2051333333,25.3722,31.1917333333,9.47993333334,10.7556666667,16.0654,8.4986,13.469,25.0918666667,9.49080000001
596.16,12.5741333333,52.2912666667,25.3944666667,31.1918666667,9.46126666665,10.7382,16.0672666667,8.48566666667,13.4569333333,25.1106,9.49153333332
596.50,12.6536,52.3567333333,25.4432666667,31.265,9.52946666666,10.7862,16.1857333333,8.51226666667,13.5336666667,25.1852666667,9.57126666666
596.83,12.7149333333,52.4165333333,25.4878,31.3100666667,9.62326666667,10.8229333333,16.2728666667,8.58326666667,13.5770666667,25.2130666667,9.59440000001
597.17,12.6998,52.3669333333,25.4712666667,31.2890666666,9.61393333333,10.8052,16.2880666667,8.53933333333,13.5470666667,25.2057333333,9.63759999999
597.51,12.6115333333,52.3498666667,25.4652,31.2723333333,9.53993333334,10.748,16.2532666667,8.49206666667,13.4834666667,25.1844,9.57013333333
597.84,12.5395333333,52.2638,25.3766,31.2223333333,9.50493333335,10.7034,16.2004,8.42746666667,13.4071333333,25.1233333333,9.50120000001
598.18,12.5342,52.2946,25.3330666667,31.2463333333,9.51906666667,10.7126,16.211,8.42793333333,13.3985333333,25.1317333333,9.51339999999
598.52,12.5338,52.2218666667,25.2812,31.2362666667,9.49633333334,10.6866666667,16.1867333333,8.42313333333,13.3815333333,25.0978,9.47846666667
598.85,12.6225333333,52.3029333333,25.3634,31.3028666667,9.55773333333,10.7548,16.2542,8.4806,13.4406666667,25.1415333333,9.55706666667
599.19,12.7362666667,52.4632,25.5248,31.4963333333,9.67619999999,10.8882666667,16.369,8.58286666667,13.5422666667,25.2353333333,9.66746666666
599.53,12.8136666667,52.533,25.6110666667,31.5948,9.71993333333,10.9576,16.4127333333,8.65273333333,13.6097333333,25.3005333333,9.71566666667
599.86,12.8089333333,52.4781333333,25.5873333333,31.6092666667,9.70340000001,10.9566666667,16.3858666667,8.64026666667,13.6102666667,25.2793333333,9.7332
600.20,12.7298666667,52.4948,25.5274666666,31.5980666667,9.62926666667,10.8928,16.2734666667,8.5568,13.5108,25.2535333333,9.66753333335
600.53,12.7734,52.5064666667,25.6038666667,31.6508,9.61733333332,10.9246,16.3006,8.56766666667,13.5607333333,25.3333333333,9.7118
600.87,12.8963333333,52.6724666667,25.7078666667,31.7568,9.70766666666,11.0122666667,16.3457333333,8.65006666667,13.6583333333,25.4466,9.7572
601.21,12.9828666667,52.6906666667,25.7536,31.8128,9.7798,11.0633333333,16.4336,8.71866666667,13.7584666667,25.4642,9.83639999999
601.54,13.0801333333,52.8684666667,25.8854,31.9384,9.86573333333,11.1618666667,16.5294,8.8114,13.8639333333,25.5783333333,9.91426666666
601.88,13.0894666667,52.8779333333,25.9135333333,31.9612,9.84613333333,11.1516666667,16.5466,8.78126666667,13.8386666667,25.5794666667,9.88926666667
602.21,13.0841333333,52.9295333333,25.9632666667,32.0120666666,9.85960000001,11.1898666667,16.5919333333,8.8018,13.8522666667,25.6122666667,9.9434
602.55,13.0754,52.8810666667,25.9533333333,32.0272,9.85773333334,11.1952,16.5823333333,8.78906666666,13.8500666667,25.5863333333,9.96680000001
602.88,12.9977333333,52.8432,25.9078,31.9722666667,9.775,11.1492666667,16.5020666667,8.7218,13.7909333333,25.56,9.91926666667
603.22,12.9155333333,52.7796,25.8285333334,31.9116,9.72926666666,11.0988,16.4678666667,8.628,13.7231333333,25.4686666667,9.86713333333
603.56,12.9419333333,52.8063333333,25.8618,31.964,9.7926,11.1215333333,16.5242666667,8.6516,13.7521333333,25.4848666667,9.88473333333
603.89,13.0217333333,52.8084,25.9506666667,32.0328666667,9.88386666666,11.2360666667,16.6413333333,8.79266666667,13.8488666667,25.5286666667,10.0136
604.23,12.9738,52.7905333333,25.8810666667,31.9894666667,9.8464,11.2070666667,16.5816,8.7404,13.7863333333,25.4500666667,9.96620000001
604.56,12.9594,52.7688666667,25.8979333333,32.0203333333,9.83853333334,11.2212,16.6214,8.75066666667,13.7829333333,25.4517333333,9.96580000001
