wavelength,Back_BanEdwm,Belly_BanEdwm,Breast_BanEdwm,Crissum_BanEdwm,Crown_BanEdwm,DorTail_BanEdwm,Patch10_BanEdwm,Patch11_BanEdwm,Patch12_BanEdwm,Rump_BanEdwm,Throat_BanEdwm,WingTip_BanEdwm
766.95,11.6489333333,21.9807401961,41.0044,22.1619666667,8.52719999999,10.9844666667,13.2962666667,11.8436666667,12.1465333333,12.0106,10.1035333333,16.2122666667
767.26,12.1604,22.3561056863,41.1506666667,22.5805333333,9.24713333333,11.6118666667,13.7645333333,12.2967333333,12.7532,12.6771333333,10.6640666666,16.8362
767.57,12.5408,22.7377617647,41.2621333333,22.8490666667,9.59553333333,12.1167333333,14.2464666667,12.6027333333,12.9974,13.2386666667,11.2719333333,17.1642
767.88,12.5234,22.4168813725,41.1794,22.7990666667,9.54626666666,11.9724666667,14.2172,12.5706666667,12.8494666667,13.0981333333,11.1558666666,17.0968666667
768.20,12.6360666667,22.5687762745,41.4948666666,23.1234666667,9.76413333335,12.1298,14.4293333333,12.7992,13.0038666667,13.3298,11.2728666667,17.2528666667
768.51,13.1360666667,22.9382368627,41.7380666667,23.6382,10.5341333333,12.7022666667,15.1348666667,13.4074,13.5624666667,13.915,11.976,17.7261
768.82,13.2606666667,23.2693556863,42.2342666667,23.8664,10.6273333333,12.8836,15.5494666667,13.5726666667,13.7359333333,14.2618666667,12.2488666667,17.9507333333
769.13,13.0946666667,23.0691084314,41.7511333333,23.4470333333,10.4405333333,12.6944666666,15.2532,13.5058,13.4176666667,13.9794666667,12.2502666667,17.3862333333
769.44,12.3266666667,22.2735278431,41.5954666667,22.7331333333,9.86519999999,12.2126666667,14.5640666667,12.7787333333,12.7066666667,13.2118666667,11.5440666667,16.6039666667
769.76,12.7584666667,22.6929294118,41.7747333333,22.9534,10.2700666667,12.4267333333,14.6991333333,12.9822666667,13.1174,13.5109333333,11.8055333333,16.9059
770.07,12.3859333333,22.0581443137,41.3168,22.5078333333,9.831,11.9104666667,14.088,12.5628666667,12.5354,13.1762,11.4269333333,16.5624666667
770.38,12.0357333334,21.6505721569,40.8796,22.1851,9.75119999999,11.7651333333,13.8068666667,12.3899333334,12.0637333333,12.8198666667,11.2914666667,16.1830666667
770.69,11.1670666667,20.91438,40.7426,21.5180333333,8.77946666667,11.0317333333,12.9804666667,11.6923333333,10.9784,12.0368666667,10.3672666667,15.3108666667
771.00,11.4286,21.0819101961,41.7152,22.1386333333,9.0982,11.1378,13.169,12.0396,11.2306,12.4231333333,10.4507333333,15.7374
771.32,11.1922,21.0126229412,41.8154,22.0043666667,8.64273333334,11.027,12.7991333333,11.9479333333,11.1488666667,12.0565333333,10.0410666667,15.7047
771.63,10.6456,20.2990596078,41.159,21.3439666667,8.00173333334,10.3900666667,12.1922666667,11.2448,10.5529333333,11.3592666667,9.61459999999,14.9569333333
771.94,9.87680000001,19.731875098,40.6043333333,20.9269333333,7.1278,9.74246666667,11.4977333333,10.7006666667,9.87700000002,10.4231333333,8.95453333333,14.3072333333
772.25,9.83753333333,19.3724923529,40.5994,20.9357,7.0922,9.49900000001,11.1414666667,10.6474,10.0342666667,10.2814,8.75773333333,14.1707333333
772.56,9.49773333333,19.1465737255,40.4603333333,20.8879666667,6.83873333333,9.47,11.0506666667,10.3487333333,9.82333333333,10.0324666667,8.52633333334,13.8726
772.87,9.89026666667,19.5888031373,40.411,21.1797333333,6.91886666667,9.6938,11.1422666667,10.675,10.0816,10.1706,8.86693333333,14.2489
773.18,9.59606666667,19.020574902,40.2199333333,20.9175666667,6.6284,9.41453333333,10.9342666667,10.6760666667,9.58173333333,9.59146666667,8.40620000001,13.8445666667
773.50,9.69606666668,19.4341694118,40.4823333333,21.2083333333,6.92226666667,9.83593333335,11.3506666667,10.984,9.68646666667,9.58513333335,8.55286666667,14.0426
773.81,9.73526666667,19.5224260784,40.8266666667,21.2199666667,6.77546666667,9.88373333332,11.3883333333,10.6558666667,9.46806666666,9.2848,8.08220000001,14.3008333334
774.12,9.52746666665,19.3721345098,40.7885333333,21.3925333333,6.73746666667,9.53266666666,11.1750666667,10.4422,9.49193333335,8.87546666668,7.91,14.1824333333
774.43,9.78506666667,19.8461072549,40.9626,21.5592333333,6.9892,9.81060000001,11.4336666667,10.5528666667,9.89753333333,8.80686666667,8.40759999999,14.2984666667
774.74,9.61326666668,19.9541927451,41.4054,21.8600666667,7.03253333333,10.068,11.5098666667,10.3553333334,9.72319999999,8.81400000001,8.69913333334,14.2475666667
775.05,10.4648666667,21.0938435294,42.217,23.0075,7.93266666667,11.027,12.3824,11.3632666667,10.7749333333,9.75046666666,9.29853333333,15.4425666667
775.36,11.4722,21.8680635294,43.0232,23.7066333333,8.80653333333,11.798,13.0545333333,12.2134666667,11.9716,10.7780666667,9.77913333333,16.1699666667
775.67,11.2112,21.6937086275,42.5699333333,23.2333,8.42566666667,11.5533333333,12.6118,11.8482666667,11.2480666667,10.2211333333,9.44193333333,15.9162666667
775.98,11.5602666667,21.8532935294,43.1788666667,23.9191333333,8.67406666665,11.72,12.7155333333,12.2683333333,11.5176,10.3726666667,9.49939999999,16.4989666667
776.30,10.9224,21.3402511765,43.2470666667,23.5867666667,8.41426666665,11.2298,12.4326,11.7313333333,11.0842,9.84353333333,8.93206666666,16.0976666667
776.61,10.7182,21.2508239216,42.8624666667,23.3924333333,8.08180000001,11.0734,12.2302,11.1003333333,10.9067333333,9.53446666667,9.05566666668,15.8946
776.92,10.8285333333,21.2707945098,43.0024666666,23.3553,8.0666,10.8230666667,11.9113333333,10.9104,10.648,9.2644,8.82146666667,16.1525
777.23,10.4762666667,20.8559760784,42.3262,22.6218,7.5644,10.2463333333,11.2424,10.4926666667,10.2518,8.80133333333,8.72466666666,15.6678333333
777.54,10.5647333333,20.6677833333,42.2424666667,22.4808333333,7.4122,10.5153333333,11.0088,10.3562666667,9.97800000001,8.61846666667,8.75553333333,15.6386666667
777.85,10.2422666667,19.9140478432,41.2844,21.8395333333,7.18906666667,10.4109333333,10.4653333333,9.95366666667,9.35506666666,8.05453333334,8.25573333333,15.1563666667
778.16,9.40600000001,18.8147637255,39.7992666667,20.3905,6.379,9.03160000001,9.49826666667,8.87986666667,8.40799999999,6.83493333334,7.33926666666,13.9653
778.47,8.41906666667,17.7380111765,39.3588,19.2508333333,5.2792,8.13166666666,8.54066666667,7.63406666667,7.44046666666,5.6164,6.37926666666,12.7944666667
778.78,6.50733333333,16.0948619608,38.1456666667,18.0035,3.7316,6.65533333333,7.008,5.6996,5.54033333333,3.959,5.02853333333,11.1747
779.09,5.4562,15.4119735294,37.8596666667,17.5878666667,2.97666666667,6.269,6.36253333333,4.7718,4.98246666667,3.19306666667,4.3332,10.2983
779.40,3.80426666667,14.1779311765,36.7056,15.7666,1.5122,4.80066666667,4.76453333333,2.8982,3.37846666667,1.6682,2.8262,8.92893333333
779.71,4.4004,14.7555194118,36.9762,16.2366,1.97766666667,5.25393333333,5.22386666667,3.4206,4.15993333333,2.23026666667,3.54666666666,9.30583333333
780.02,3.93526666667,14.4973141176,37.0425333333,15.8294666667,1.66213333333,4.83353333333,4.62553333333,3.05533333333,4.1734,1.64993333333,3.14086666667,8.76256666667
780.33,4.0024,14.6644272549,37.1945333333,15.9882333333,1.9826,5.21793333333,4.85566666666,3.1124,4.5304,1.78026666667,3.44393333333,8.27200000001
780.64,4.1606,14.7336937255,37.4937333333,16.4428666666,2.54286666667,5.84566666667,5.49626666667,3.4926,5.08586666667,2.2794,3.8174,8.54780000001
780.95,5.8266,16.0149188235,38.3438666667,17.3315666667,4.20073333333,7.28913333333,7.0052,4.8838,6.79359999999,3.74126666666,5.56053333333,10.0512666667
781.26,4.45673333333,15.0444264706,37.3235333333,16.1172666667,2.9466,5.80726666667,5.89313333333,3.51126666667,5.88093333333,2.44933333333,4.35846666667,9.00243333334
781.57,4.54926666667,15.435192549,38.0124,17.0833,3.5494,6.7222,6.33966666667,4.05553333333,6.57406666667,2.85806666667,4.88273333333,9.61736666665
781.88,4.71813333333,15.5899166667,37.3468666667,17.0282333333,3.87246666667,7.2364,6.391,4.1484,6.58693333334,3.08206666667,5.10413333333,9.49450000001
782.19,5.12873333333,16.0829801961,37.7427333333,17.0264666667,4.31,7.66513333333,6.46826666667,4.1676,7.0262,3.0016,5.38286666667,9.97193333333
782.50,5.4244,16.1098886275,37.1278666667,16.8050333333,4.42813333333,7.76753333334,6.38386666667,4.34813333333,6.9558,2.84746666667,5.47986666666,9.79723333333
782.81,6.0094,16.5740478431,37.4698,17.4232,4.6822,8.08686666667,6.71613333333,4.96746666667,7.5038,3.2248,6.15193333335,10.3533666667
783.12,5.58686666667,16.0357080392,36.8163333333,16.8726,4.31346666667,7.77153333333,6.29833333333,4.62546666667,6.88513333333,2.82766666667,5.96773333333,10.0
783.43,5.8318,15.7795164706,37.0714666667,16.9987,4.50986666667,8.15953333333,6.63506666667,4.81973333333,6.616,3.20693333333,6.47066666668,10.3606333333
783.74,5.57706666667,15.5627843137,36.8537333333,16.8859666667,4.07486666667,8.1046,6.1702,4.41,6.8666,2.90786666667,6.48626666667,10.1451333333
784.05,5.5522,15.3944566666,36.8611333333,16.6337333333,3.7982,8.0976,5.62486666667,4.4708,6.73913333333,2.44653333333,6.35693333333,9.84503333334
784.36,4.72566666667,15.2636176471,36.2449333334,16.265,3.13926666667,8.45393333333,5.2678,3.84206666667,6.36546666667,2.162,5.90366666666,9.23346666667
784.67,5.09406666667,15.6546017647,37.1624666667,16.5538666667,3.29573333333,9.62040000001,5.5316,4.24606666667,6.62566666667,2.31113333333,6.18800000001,9.57949999999
784.98,6.61893333333,17.1947198039,38.3316,17.2317333333,4.37186666667,10.8409333333,6.93899999999,5.46813333333,7.73580000001,3.5342,7.63353333333,10.4733333333
785.29,6.28113333333,17.4610405882,39.362,17.2870333333,4.03793333333,10.6835333333,6.84199999999,5.39079999999,7.53599999999,3.04253333333,7.74626666665,10.4452333333
785.60,6.9638,18.0946423529,39.7375333333,17.8445,4.14513333333,11.1985333333,7.15713333334,6.24513333333,7.74439999999,3.62013333333,8.34533333334,10.6907333333
785.91,7.65413333333,18.8343513725,40.4358,18.9036666667,4.60333333333,12.094,8.19193333333,7.19773333333,8.66186666666,4.42626666667,8.98886666666,11.6445333333
786.22,6.97146666666,18.0371368628,39.3174666667,18.1079666667,3.9496,11.7164,7.56799999999,6.26913333333,7.85280000001,3.71106666667,8.10479999999,10.9376666667
786.53,6.78393333334,18.0524227451,39.2186666667,18.3268333333,3.84113333333,11.8034,7.62366666667,5.91800000001,8.02733333333,3.53526666667,7.64333333333,10.8952666667
786.84,5.54693333333,17.3772903922,37.8184,17.0471333333,2.77033333333,10.7678666667,6.1868,4.80486666666,7.17219999999,2.28413333333,6.25079999999,9.78566666667
787.14,5.39406666667,17.1695817647,37.3804,16.8064333333,2.73126666667,10.1988,6.0832,4.95333333333,6.80940000001,2.1228,6.05213333333,9.97210000001
787.45,4.10526666667,16.6478817647,36.4589333333,15.7580666667,1.61246666667,8.7008,4.88066666667,3.6652,5.60613333333,1.0418,4.9426,8.75976666667
787.76,3.566,15.9401056863,35.6421333334,15.2161333333,1.10006666667,7.4402,4.1766,3.23353333333,4.63566666667,0.00613333333334,4.11606666667,8.16853333333
788.07,4.09673333333,16.26934,35.9093333333,16.1009,1.57973333333,7.60373333333,4.76286666667,3.83133333333,5.1164,0.707333333334,4.84533333333,8.49696666667
788.38,3.2168,15.4919398039,34.9826,15.4341,1.01413333333,6.9464,4.02106666667,3.22273333333,4.56873333333,0.163266666667,3.98013333333,7.93123333333
788.69,4.11533333333,16.0066862745,35.057,16.0131,1.52393333333,7.5914,4.78313333334,3.98406666667,5.4396,0.935999999999,4.68613333333,8.72993333333
789.00,4.0,15.7218694118,34.8669333333,15.8053333333,1.25333333333,7.49646666667,4.82973333333,3.61086666667,5.2246,0.829599999999,4.62953333333,8.67533333333
789.31,3.44073333333,15.5141039216,34.8534666666,15.0768666666,1.0328,7.13666666667,4.22966666667,2.67473333333,4.9318,0.400399999999,4.42126666667,8.31170000001
789.62,4.18306666667,16.6294360784,35.7934666667,15.8024,1.9586,7.86426666667,5.0856,3.3626,5.882,1.20353333333,5.28613333333,8.96746666667
789.92,4.01793333334,16.6516396079,35.5234666666,15.5566,1.5626,7.7044,4.8988,3.03466666667,5.2066,0.9412,5.21853333333,8.40423333334
790.23,4.1068,17.1944047059,36.0528,16.1358,1.71873333333,7.94966666667,5.18733333333,3.32713333333,5.4634,1.14193333333,5.78886666666,8.48383333333
790.54,4.07826666667,17.2775788235,35.599,15.9559,1.5084,8.144,5.27606666666,2.97333333333,5.32586666667,0.986866666666,5.67966666667,8.18753333333
790.85,5.48933333333,18.5815656863,36.7579333333,17.1735,2.625,9.72613333333,6.60373333333,4.12973333333,6.67293333333,2.15286666667,6.85553333333,9.40830000001
791.16,6.914,20.20392,38.8021333333,18.5156666667,3.7174,11.2825333333,8.22913333333,5.31266666667,8.33339999999,3.98433333333,8.30713333334,10.8334
791.47,7.35586666667,20.9219890196,39.3506666667,18.5322666667,4.14833333333,11.6234666667,8.39633333334,5.84493333333,8.91979999999,4.40693333333,8.933,11.4645
791.78,7.7732,21.1251278431,39.4636666667,18.3028,4.121,11.6904666667,8.26186666666,5.85180000001,8.71693333333,4.52106666667,9.06299999999,11.3407
792.08,7.81826666667,21.2874245098,39.6948666667,17.735,4.28726666667,11.5434666667,8.20659999999,5.626,8.52586666667,4.68953333333,9.08779999999,10.8394
792.39,8.35779999999,22.3031790196,40.0280666666,18.2703,5.27026666667,12.0630666667,8.737,6.5262,9.45253333334,5.47380000001,9.544,11.5788666667
792.70,8.67160000001,22.5862492157,40.4109333333,18.5901666667,5.18593333333,11.8524666667,9.15326666667,6.99260000001,9.65646666666,6.14233333333,9.64213333333,11.6082333333
793.01,8.55106666667,22.4808247059,40.7298666667,18.9266,5.179,12.1715333333,9.18866666667,7.25453333333,10.0036,6.7022,10.0742666667,12.1253666667
793.32,8.80900000001,23.1455131373,41.1134666667,18.9992666667,5.66593333334,12.5582,9.52086666666,7.96333333333,10.7399333333,7.35019999999,10.6906,12.8753
793.62,9.75113333335,23.1874441176,41.3278666667,19.146,6.88806666667,12.9321333334,10.4840666667,8.85206666668,11.5076,8.34719999999,11.3278666666,13.4232333333
793.93,9.66900000001,22.9412341176,42.1247333333,19.0004666667,6.99406666667,12.4834666667,10.5888,9.08386666668,11.536,8.84706666667,11.3548666667,13.4168
794.24,8.99773333335,21.5926450981,41.0294,18.0674333333,6.19619999999,11.5200666667,9.85666666667,8.32986666667,10.6202666667,8.24793333333,10.7361333333,12.6686
794.55,7.37253333333,19.9369729412,39.3211333333,16.5410333333,4.58253333333,9.71466666667,8.18733333333,6.877,8.86619999999,6.70726666667,9.23293333332,10.7230666667
794.86,6.90973333333,19.7674978431,39.0207333333,15.9302333333,4.48493333334,9.38186666667,8.1796,6.59233333333,8.49713333333,6.42346666667,8.69293333333,10.3952666667
795.16,7.44913333333,20.3213521569,39.2570666667,16.5088666667,4.7994,9.40166666667,8.54706666666,7.38333333333,9.18486666666,7.14006666666,9.27019999999,11.2656666667
795.47,7.37573333333,20.2150886274,38.6577333333,16.6413666667,5.01406666667,9.30053333333,8.61033333334,7.87586666667,9.35733333335,7.34413333333,9.43959999999,11.5512
795.78,7.02893333333,19.8431256863,38.8190666667,16.2167333333,4.79846666667,9.03466666667,8.70980000001,7.72893333333,9.28453333333,7.05400000001,9.15980000001,11.1526666667
796.09,6.74653333333,19.3094611765,37.9212666667,15.7072333333,4.63106666667,8.9054,8.29646666666,7.251,9.05293333334,6.42680000001,8.80066666667,10.8148666667
796.40,5.40926666667,18.3809052941,36.9186666667,13.9401333333,3.075,6.88446666667,6.88446666667,6.01306666667,7.40733333334,4.68106666667,7.3202,9.06003333333
796.70,5.59433333333,18.4397017647,37.4098666667,14.2428333333,3.324,6.73553333333,6.6292,5.95166666667,7.5886,4.74133333334,7.36273333333,9.30083333334
797.01,6.07333333333,19.5465701961,38.0744,15.1578333333,3.53533333333,7.41153333333,7.197,6.50873333333,8.38393333334,5.36613333333,8.09346666666,10.4639666667
797.32,6.8098,20.5271284314,38.0267333334,15.8077333333,4.28873333333,8.47806666667,7.75606666667,7.18953333333,9.27493333333,6.04413333333,8.92620000001,11.3040333334
797.63,7.2908,21.0651131372,38.4955333333,16.5106333333,4.78146666667,8.82633333333,8.55179999999,7.89633333333,10.0311333334,6.61046666667,9.5318,11.7727
797.93,8.60833333333,22.3621949019,39.4223333333,17.8925,6.44546666667,10.3287333333,10.2304,9.55446666667,11.6128666667,8.14746666667,11.1888666667,13.4285
798.24,8.92540000001,22.480972353,39.0624,18.6331666667,6.56933333333,10.6666,10.6178666667,9.51580000001,12.0548,8.74273333334,11.3851333333,13.4002333333
798.55,9.59833333333,23.3630898039,39.6318666667,19.2026,7.33526666667,11.4505333333,11.7265333333,10.2913333333,13.0941333333,9.5186,12.2111333333,13.8086333333
798.85,9.67213333333,23.3565327451,39.9621333333,19.6880666667,7.2652,11.3484666667,11.7831333333,10.315,13.2388,9.65973333333,12.0289333333,13.6201333333
799.16,9.90526666665,23.4983082353,39.5328666667,20.0631333333,7.19706666667,11.3637333333,12.0266,10.7197333333,13.4786,10.1262666667,12.1338666667,13.7279333333
799.47,11.6570666666,25.1644927451,41.332,21.9439,8.73800000001,12.8233333333,14.0536,12.7342,15.0288,12.0202666667,13.8304666666,15.4079
799.78,13.6176,26.5185276471,42.1232666667,23.6334666667,10.5340666667,14.4392,15.899,14.5529333333,16.7518666667,13.9778666667,15.2668666667,17.0585333333
800.08,14.0969333333,26.5676837255,41.7276666667,23.6713333333,10.6730666667,14.8230666667,16.7074,15.1486,17.2018666667,14.4726666667,15.2674,17.1423666667
800.39,14.3282666667,26.4851707843,41.692,23.6881666667,10.5006,14.7084666667,16.7236666667,15.2219333333,17.1102666667,14.7022,15.2154666667,16.8314666667
800.70,14.3167333333,26.4841521569,41.6667333333,23.9081,10.5619333333,14.419,16.7369333333,15.5427333334,17.2541333333,15.0191333333,15.2746,16.7018666667
801.00,14.5185333333,26.3757456863,41.8486666667,23.9709666667,10.6924666667,14.4734666667,16.7213333333,15.6006666667,16.9532,15.1626,14.9566,16.6474333333
801.31,14.3815333333,26.1157641177,41.6210666667,23.8576,10.6250666667,14.388,16.5234666667,15.2409333333,16.8099333333,14.8959333333,14.681,16.3866666667
801.62,14.7628666667,26.4820766667,42.2712,24.0847,10.9820666667,14.2218,16.7199333333,15.6110666667,16.7333333333,15.0700666667,14.9364666667,16.6264666667
801.92,13.769,25.3757754902,41.7841333333,23.9122,10.201,13.4150666667,15.7372,14.6952666667,15.7576666667,14.1231333333,13.8646,15.6349666667
802.23,13.6341333333,25.8116119608,41.723,23.7675,10.0923333333,13.4426666667,15.952,14.7760666667,15.5214,14.0512666667,14.0033333333,16.0034333333
802.54,13.9794,25.5715739216,41.8556666667,23.9347,10.3162,13.7730666667,15.9588666667,14.9072666667,15.3883333333,14.3985333333,14.3986,16.6563333333
802.84,12.7106666667,24.4949764706,41.0703333333,23.0884333333,9.21999999999,12.7106,14.5645333333,14.0748666667,14.3686666667,13.4522666667,13.3542666667,16.0090666667
803.15,12.3948666667,23.8995407843,41.0652666667,23.1464333333,9.12160000001,12.6632666667,14.5466,13.6367333333,14.2292,13.2486666667,13.1639333333,15.8940666666
803.46,12.632,24.0667960784,41.5657333333,23.7618,9.37999999999,12.6460666667,14.7997333333,13.7725333333,14.0772666667,13.9708666667,13.5246,16.4683666667
803.76,12.3426,23.8995094118,41.5144666667,23.5137333333,9.11526666667,12.2858,14.8124666667,13.2413333333,13.6518,13.7792,13.4183333333,16.3659333333
804.07,12.7202,24.0292286275,42.2459333333,24.0392,9.16926666667,12.5206,15.3368666667,13.5258,13.7112666667,14.1106,13.8039333333,16.6059666667
804.38,13.1618666667,24.7831441177,42.7867333333,24.5160333333,9.67500000002,13.2404666667,15.8770666667,13.8406,14.5266666667,14.6338,14.6266666667,17.4526333333
804.68,12.3138,24.5183927451,42.6463333333,24.089,9.17566666666,12.2416,15.1265333333,13.6080666667,13.8902666667,13.9912666667,13.9768,16.8258666667
804.99,12.1640666667,24.4838613725,42.2802666667,24.0631666667,8.81626666667,11.8662666667,14.8801333333,13.3115333333,13.4350666667,13.8344,13.7182,16.9026666667
805.30,12.6957333333,25.1277235294,42.5868666667,24.6666666667,9.68120000001,12.3045333333,15.0942666667,13.8985333333,13.8406,14.4926666666,13.8552,17.8734
805.60,13.1385333333,25.017865098,42.8787333333,25.3318333333,10.6709333333,12.6911333333,15.4114,14.1052,14.6824,15.1732,14.127,18.5533333333
805.91,13.4862666667,25.8594082353,43.8689333333,25.8251333333,11.5336666667,13.2388,16.2552,14.5937333333,15.3078,15.7012666667,14.5866,18.6265666667
806.21,13.2115333333,25.6305105882,43.1330666667,25.1537,11.9242,12.9970666667,15.98,14.0629333333,15.2645333333,15.4507333333,14.0774,18.1117
806.52,13.8428666667,26.5257780392,43.5528,25.7678666667,12.6893333333,13.5667333333,16.7940666667,14.7487333333,15.8527333333,16.3765333333,14.7204666667,18.9419666667
806.83,14.0402,27.0277792157,44.0862,25.8926,13.3474,13.8352,16.9318666667,15.5602,16.5714,16.4368666667,14.8037333333,19.3779
807.13,15.0701333334,27.9772731372,44.4538666667,27.0098666667,14.7549333333,14.6989333333,17.7240666667,17.094,18.0462,17.675,15.3222666667,20.4657
807.44,15.0458,28.4125423529,44.3410666667,27.0049666667,15.6448666667,14.9469333333,17.8294666667,17.6392666667,18.2874666667,18.0902,15.4755333333,20.9549
807.74,15.1668666667,28.7621394118,43.8988,27.3516,16.2486666667,14.7663333333,18.1103333333,17.9558,18.5949333333,18.8267333333,15.5672,21.5912
808.05,16.4556666667,29.5981907843,44.4797333333,28.337,17.1941333333,15.6682,19.1702,19.0084666667,19.761,20.0632666667,16.287,22.7179
808.35,16.7896,29.4183156863,44.7910666667,28.0506333333,17.5061333333,16.2416,19.5082,19.8664666667,20.7234666667,20.562,16.4804666667,23.4667333333
808.66,16.8277333333,29.0895443137,44.9695333333,28.0306666667,17.2002,16.4698,20.0287333333,20.0930666667,21.0954666667,20.58,16.3122666667,23.6986333333
808.97,18.0272,29.8946656863,46.0946666667,28.6359333333,17.5137333333,17.389,20.4694,21.2028,21.6867333333,21.1294,16.8902666667,24.3418333333
809.27,18.5672666667,30.224965098,45.8552,28.9071333333,17.9898,17.1052,20.3435333333,21.3962,21.9663333333,21.4034666667,17.0468666667,24.8356666667
809.58,19.6202,30.5711241176,46.6218666667,29.3929666667,18.4730666667,17.1918,21.3630666667,22.4136,22.5104666666,21.8844666667,17.8324,25.7988
809.88,19.9696,30.9881082353,47.4438,29.8552333333,19.1009333333,17.6456,21.4172,23.4438,22.8799333333,22.0952,18.339,26.4914666667
810.19,19.6859333333,30.6130237255,47.1142666667,30.0784666667,18.6415333333,17.3224,21.0051333333,23.2902,22.5833333333,22.0259333333,18.4372666667,26.5056
810.49,18.758,29.0573943137,46.5946,29.3188333333,17.9486666667,16.7306,20.0400666667,22.3957333333,21.1538,21.6345333333,17.8684,26.0297333333
810.80,18.8433333333,28.2462927451,46.4271333333,29.2319666667,17.1004,16.2247333333,19.3473333333,21.6935333333,20.5121333333,20.5948,17.2244666667,25.6588333333
811.10,19.4325333333,28.2964392157,47.5307333333,30.2963333333,17.3316,17.2638666667,19.7034,22.7276666667,20.754,20.8472,17.7889333333,25.7434
811.41,18.4568,27.1488227451,46.7794,29.9088333333,16.4976666667,16.4022,18.6043333333,21.569,19.5145333333,20.0173333333,16.8878,25.1235333333
811.71,17.6961333333,26.1446276471,45.9482,29.7590333333,15.6372666667,15.0415333333,17.5821333333,20.6744,18.1953333333,18.9838,16.0316,23.9904333333
812.02,17.9528,26.0978778432,45.6518,29.497,15.8793333333,14.4882666667,17.594,20.4374666667,17.6028,18.9763333333,16.1592,24.0245
812.32,17.6029333333,25.8456756863,44.9956,29.8556333333,16.0192,13.8582666667,17.6552,19.8862,17.4803333333,18.6002666667,15.267,24.0683
812.63,17.0648,25.4187782353,45.0111333333,29.6375,15.5794,13.566,17.575,19.5257333333,16.8500666667,17.8611333333,14.8814666667,24.0089
812.93,16.9992,25.316012549,44.8157333333,29.7709333333,15.6694,14.0254,17.3406666667,19.7034666667,16.7115333333,18.239,14.8788666667,23.9038666667
813.24,17.1519333333,25.0023827451,44.5896,29.932,15.9274,14.2131333333,17.3604,19.4376666667,16.7982,18.2402666667,14.6393333333,23.7007
813.54,16.7213333333,24.1926415686,44.1803333333,28.9845666667,15.7286666667,14.2167333333,16.7668666667,18.6611333333,16.3752666667,17.4318,13.7886666667,23.2559333333
813.85,18.0547333333,25.4937172549,45.0136,29.872,16.7124,15.6166,17.8722666667,19.8448666667,17.4611333333,17.3608666667,14.9132666667,24.0731666667
814.15,16.7030666667,24.3497652941,44.0237333333,28.3605333333,15.6947333333,14.5322666666,16.5848,18.6557333333,15.9308666667,16.049,13.9418666667,22.8429333333
814.46,14.7240666667,22.7837188235,42.5221333333,26.0500666667,13.9082,11.9981333333,14.5665333333,16.4116666667,13.899,13.5094666667,11.3954666667,20.8252
814.76,13.7658,21.6430894118,41.4762666667,24.1653333333,12.3930666667,10.4842666667,13.0608,15.1386666667,12.8350666667,12.1016666667,9.91999999999,19.4639333333
815.07,13.7026666667,22.1655429412,41.3824666667,23.5700666666,12.7556666667,10.3691333333,13.0302666667,14.7822666667,12.9450666667,12.0550666667,9.67806666667,19.7206
815.37,13.0806666667,21.9825386275,41.5841333334,23.3431333333,12.5462666667,9.67926666667,12.2449333333,14.1787333333,12.4489333333,11.205,9.15453333333,19.2906
815.68,13.1061333333,22.0962162745,41.8863333333,23.1802333333,12.6912666667,10.0742,12.1581333333,13.9457333333,11.9308666667,11.1407333334,9.49133333331,19.3433333333
815.98,12.9962666667,21.4704519608,40.3468666667,22.9287666667,12.4567333334,10.3758,11.4546666667,13.3334,11.4836,11.1562,9.03646666669,19.0318333333
816.29,11.9152666667,21.1997543137,40.0,22.5553,11.4524,9.73913333334,9.81786666667,11.7380666667,10.1722666667,9.74893333332,7.44466666666,18.1978333333
816.59,10.4257333333,20.0672998039,37.8,21.3726333333,9.88046666667,8.45533333333,8.20660000001,10.2534,9.02913333333,8.30220000001,6.10233333333,16.7336666667
816.89,10.029,20.0312603921,37.9748,20.8915,9.30233333333,7.22873333334,8.35286666667,9.7772,8.02319999999,7.12206666667,5.42626666667,16.1287333333
817.20,6.65686666667,17.4197498039,35.3412,17.7094333333,6.0136,4.19113333333,5.29246666667,6.41326666667,4.91226666667,4.0546,1.67633333333,13.3624
817.50,8.17033333333,18.6174468627,36.4464,19.0565,7.11693333334,5.55559999999,7.04019999999,7.45206666666,6.74326666667,5.44066666666,2.21253333333,15.2729333333
817.81,8.57539999999,18.4331649019,36.1735333333,19.2602666667,7.19626666666,6.02740000001,7.30593333332,7.36066666667,7.1508,6.00006666667,2.86753333333,15.8676
818.11,8.82120000001,18.3892615686,36.4944,19.3730666667,7.4878,6.95800000001,7.77920000001,7.18753333334,7.1348,6.34880000001,3.19646666667,15.7836666667
818.41,8.21446666666,17.6142186275,36.3682666666,19.3861333333,6.88266666667,6.93460000001,7.32373333334,6.56293333333,6.52833333333,5.60306666667,2.79286666667,14.8768
818.72,7.87733333334,17.1767252941,35.5528666667,18.9266333333,6.39226666667,7.23166666666,7.38506666667,6.27113333333,6.39213333333,5.56906666667,2.97826666666,14.5763
819.02,6.05446666667,16.0451511765,34.6956666667,17.3439,4.56953333333,5.54146666667,6.0238,4.87553333333,4.95986666667,4.24813333333,1.6456,13.1918
