wavelength,Back_RamSanf,Belly_RamSanf,Breast_RamSanf,Crissum_RamSanf,Crown_RamSanf,DorTail_RamSanf,Rump_RamSanf,Throat_RamSanf,WingTip_RamSanf
576.56,2.78013333333,3.50846666667,2.9252,4.6124,2.50526666667,5.36349583333,3.44735333333,3.9024,4.30993333333
576.90,2.80953333333,3.52886666667,2.98746666667,4.6948,2.55593333333,5.38865416667,3.52012666667,3.93,4.3288
577.24,2.78966666667,3.5122,3.0152,4.74253333333,2.5546,5.3648375,3.55380666667,3.91133333333,4.31726666667
577.58,2.78353333333,3.49833333333,3.04126666667,4.7946,2.56253333333,5.34435,3.58632,3.88746666667,4.3094
577.92,2.76973333334,3.48673333333,3.07613333333,4.84033333333,2.57426666667,5.33526666667,3.6291,3.86246666667,4.29113333333
578.26,2.79766666667,3.5326,3.1672,4.93573333333,2.64366666667,5.370175,3.71922,3.88353333333,4.31686666667
578.60,2.80286666667,3.54866666667,3.23893333333,5.01906666667,2.69153333333,5.39615,3.79682666667,3.904,4.33113333334
578.94,2.8314,3.58573333333,3.33413333333,5.13426666667,2.76733333333,5.42665,3.90292,3.9182,4.3626
579.28,2.8248,3.59613333333,3.3852,5.2002,2.81246666667,5.42692916667,3.96977333333,3.92346666667,4.37
579.61,2.792,3.55013333333,3.40766666667,5.23186666667,2.82153333333,5.39075416667,4.00428,3.89146666667,4.342
579.95,2.81846666667,3.58626666667,3.50533333333,5.34893333334,2.90226666667,5.42465416667,4.12250666667,3.9366,4.38926666667
580.29,2.77033333333,3.55633333333,3.52626666667,5.38786666667,2.91173333333,5.38334583333,4.15364666667,3.88993333333,4.34686666667
580.63,2.75186666667,3.5578,3.57726666667,5.4644,2.94013333333,5.375125,4.22162,3.878,4.33553333333
580.97,2.77166666667,3.57453333333,3.64993333333,5.5586,3.00366666667,5.38122083333,4.3047,3.88693333333,4.3538
581.31,2.77766666667,3.58953333333,3.7164,5.63693333333,3.04173333333,5.39905416667,4.39966666667,3.90126666666,4.3578
581.65,2.79726666667,3.6116,3.80206666667,5.73213333333,3.1104,5.407475,4.50118666667,3.93766666667,4.3874
581.98,2.78026666666,3.58386666667,3.83526666667,5.78313333333,3.1344,5.37624166667,4.55921333333,3.9272,4.37633333333
582.32,2.7608,3.56373333334,3.87706666667,5.82633333333,3.14386666667,5.337575,4.60570666667,3.89426666667,4.3662
582.66,2.75046666667,3.5544,3.93166666667,5.89346666667,3.1598,5.32905833333,4.67530666667,3.889,4.35326666667
583.00,2.7252,3.5324,3.9766,5.96506666667,3.1746,5.302225,4.73176666667,3.86446666667,4.32886666667
583.34,2.74266666667,3.5738,4.0708,6.085,3.22953333333,5.3335625,4.84262666667,3.8752,4.35553333333
583.68,2.70886666667,3.5494,4.11406666667,6.1386,3.2304,5.31081666667,4.89384666667,3.84186666667,4.33526666667
584.01,2.70086666667,3.54593333333,4.17053333333,6.22173333334,3.27826666667,5.29675,4.99346666667,3.84266666667,4.34266666667
584.35,2.68993333333,3.54193333333,4.23153333333,6.3078,3.315,5.29430833333,5.09045333333,3.83546666667,4.34186666667
584.69,2.69053333333,3.54266666667,4.32746666667,6.40973333333,3.37906666667,5.32005416667,5.21204,3.8502,4.33006666667
585.03,2.691,3.55893333333,4.42413333333,6.5102,3.4522,5.34909583334,5.31531333333,3.85133333333,4.33986666667
585.37,2.72753333333,3.59606666667,4.54833333333,6.6436,3.53966666667,5.39824166666,5.45352,3.89313333333,4.3682
585.70,2.7716,3.6386,4.69053333333,6.78853333333,3.6266,5.45943333333,5.59942,3.93766666667,4.41813333333
586.04,2.74753333333,3.5886,4.742,6.87533333333,3.67366666666,5.42845833333,5.68844,3.90346666667,4.37186666667
586.38,2.76993333333,3.6108,4.8484,6.99713333334,3.75306666667,5.434175,5.82325333333,3.92773333334,4.39353333333
586.72,2.7644,3.60026666667,4.932,7.1056,3.81913333333,5.4438,5.95504666667,3.9218,4.402
587.06,2.74446666667,3.5564,4.9882,7.15773333333,3.85766666667,5.4084625,6.03487333333,3.89586666667,4.35706666667
587.39,2.7426,3.52606666667,5.06046666667,7.2348,3.90746666667,5.38499583333,6.14651333334,3.88586666667,4.3336
587.73,2.78706666667,3.55873333333,5.21373333333,7.3862,4.0078,5.46638333333,6.31928,3.95466666667,4.38986666667
588.07,2.8154,3.58293333333,5.35646666667,7.49606666667,4.11306666667,5.50445833333,6.46776666667,3.98246666667,4.42206666667
588.41,2.84686666666,3.61773333333,5.4802,7.6334,4.22246666667,5.52817916667,6.62389333333,4.00873333333,4.464
588.74,2.87106666667,3.6374,5.60733333333,7.75993333333,4.316,5.52964166667,6.76912666667,4.03806666666,4.47973333333
589.08,2.8344,3.603,5.67953333333,7.84466666667,4.354,5.49960833333,6.88849333333,4.01206666666,4.44993333333
589.42,2.83233333333,3.59373333333,5.79846666667,7.9558,4.4362,5.50296666667,7.02338,4.02073333333,4.446
589.76,2.8726,3.65353333333,5.9562,8.11386666667,4.54626666667,5.573075,7.21441333333,4.07986666667,4.5068
590.09,2.8652,3.66006666667,6.0652,8.23266666667,4.63926666667,5.60194583333,7.36552,4.07406666667,4.52326666667
590.43,2.8978,3.70286666667,6.20686666667,8.34513333333,4.74033333333,5.6177125,7.49654666667,4.08193333333,4.5374
590.77,2.95526666667,3.76666666667,6.39706666667,8.53006666667,4.8802,5.6957,7.71283333333,4.1506,4.6016
591.11,2.98246666667,3.81553333334,6.5848,8.69633333333,5.00646666667,5.74975833334,7.90364666667,4.19133333333,4.63886666667
591.44,2.94266666667,3.79473333333,6.67933333333,8.78506666667,5.06786666667,5.70800416667,8.02466,4.14493333333,4.6036
591.78,2.8714,3.72446666667,6.74733333333,8.8644,5.08673333333,5.63907916667,8.11830666667,4.083,4.52413333333
592.12,2.87726666666,3.7406,6.90326666667,9.01193333333,5.176,5.67359583333,8.29396666667,4.0916,4.54286666667
592.46,2.88633333333,3.7444,7.0394,9.15113333333,5.28793333333,5.6982125,8.47161333333,4.09733333333,4.55886666666
592.79,2.90633333333,3.753,7.2104,9.29079999999,5.3978,5.7213875,8.64290666667,4.11786666667,4.58813333333
593.13,2.90346666667,3.76946666667,7.32686666667,9.42033333333,5.496,5.72228333333,8.82474,4.1212,4.6022
593.47,2.87246666667,3.76466666667,7.44093333334,9.50906666668,5.56513333333,5.68197083333,8.96030666668,4.09333333333,4.572
593.80,2.84466666667,3.71993333333,7.56686666667,9.59120000002,5.6288,5.63285,9.07561333335,4.0712,4.52566666666
594.14,2.78273333333,3.65546666667,7.6676,9.65719999998,5.68793333333,5.579925,9.21384000001,4.0292,4.4798
594.48,2.76933333333,3.6466,7.8128,9.77673333333,5.80106666667,5.56035833333,9.40390000001,4.01666666667,4.4848
594.81,2.78386666667,3.65073333333,7.9724,9.94346666666,5.9406,5.5885375,9.60310666667,4.0294,4.5042
595.15,2.78926666667,3.63753333333,8.10273333334,10.0682666667,6.04813333333,5.58785833333,9.76755333334,4.0272,4.4964
595.49,2.81493333333,3.64293333334,8.24353333333,10.1882,6.1744,5.61545,9.94468666667,4.0494,4.51333333333
595.82,2.803,3.62493333333,8.34933333333,10.2723333333,6.25466666667,5.59375,10.06896,4.03826666667,4.495
596.16,2.7616,3.5764,8.42999999999,10.3339333333,6.2918,5.55270416667,10.16548,4.01506666667,4.4548
596.50,2.754,3.57413333333,8.51766666667,10.4179333333,6.37866666667,5.5460875,10.2820466667,3.99846666667,4.43066666667
596.83,2.75286666667,3.55253333333,8.6214,10.5081333333,6.45686666667,5.53601666667,10.3876333333,3.9864,4.40986666667
597.17,2.7722,3.5426,8.74866666667,10.6182666667,6.5602,5.56002083333,10.5401533333,4.0134,4.42686666667
597.51,2.79906666667,3.57073333333,8.88793333333,10.7504,6.69153333333,5.61279583334,10.7218866667,4.04926666666,4.46533333333
597.84,2.81066666667,3.57013333333,9.00213333333,10.8605333333,6.7824,5.6218375,10.8732133333,4.0576,4.46566666667
598.18,2.7838,3.54313333333,9.08266666666,10.9275333333,6.83833333333,5.5958875,10.96914,4.038,4.43306666667
598.52,2.7666,3.52613333333,9.18513333334,10.9824666667,6.90326666667,5.56607916667,11.0945533333,4.0232,4.41873333333
598.85,2.78133333333,3.55573333333,9.34413333334,11.0925333333,7.00766666667,5.5746,11.2503866666,4.03973333334,4.44406666667
599.19,2.7962,3.60033333333,9.50080000001,11.2267333333,7.12993333333,5.60056666667,11.4358333333,4.05386666667,4.4652
599.53,2.80226666667,3.6174,9.6624,11.3509333333,7.2798,5.60516666667,11.6347066667,4.06946666667,4.49366666667
599.86,2.81633333333,3.6494,9.85906666666,11.5078666667,7.44173333333,5.63559166667,11.8684266667,4.08633333333,4.5296
600.20,2.8426,3.69073333333,10.0731333333,11.6784,7.5984,5.67839583333,12.1277733333,4.1314,4.5824
600.53,2.854,3.70926666667,10.2617333333,11.8066,7.723,5.69445833333,12.34948,4.1452,4.59186666667
600.87,2.8588,3.7242,10.4398666667,11.9214666667,7.8354,5.6995375,12.5595466667,4.13453333333,4.59626666667
601.21,2.82173333333,3.6884,10.5772,12.0128666667,7.9148,5.6510875,12.7222666667,4.07753333333,4.54913333333
601.54,2.8772,3.74193333334,10.8006666667,12.1832666667,8.09293333333,5.6961125,12.9682133333,4.13966666667,4.6086
601.88,2.86313333333,3.7518,10.9957333333,12.3398,8.24106666667,5.72390416667,13.17816,4.14493333333,4.62126666667
602.21,2.88466666667,3.7882,11.1824,12.4869333334,8.37873333333,5.74989583333,13.3943,4.17046666667,4.63733333333
602.55,2.88026666667,3.77313333333,11.3393333333,12.6252,8.50326666667,5.7698625,13.57462,4.17546666667,4.6262
602.88,2.8806,3.75613333333,11.4887333333,12.7390666667,8.62226666667,5.76147083333,13.7658066667,4.18546666667,4.63626666667
603.22,2.85493333333,3.72713333333,11.5890666667,12.8086,8.681,5.74305416667,13.87934,4.15573333333,4.59813333333
603.56,2.86246666667,3.72626666667,11.7097333333,12.8952666667,8.76913333333,5.73899583333,14.0203733333,4.14533333333,4.582
603.89,2.84573333333,3.69946666667,11.7880666667,12.9305333333,8.8184,5.7034375,14.0905133333,4.1084,4.5446
604.23,2.8038,3.67213333333,11.8612666667,12.9727333333,8.8804,5.6686625,14.1804733333,4.074,4.51446666667
604.56,2.81293333333,3.67233333333,11.9574666667,13.0522666667,8.97373333333,5.6667875,14.2902133333,4.079,4.506
604.90,2.84473333333,3.7166,12.0783333333,13.1572666667,9.08406666667,5.70512083334,14.4455133333,4.12206666667,4.54686666666
605.23,2.84666666667,3.73493333333,12.1997333333,13.266,9.18153333333,5.73975833333,14.5814733333,4.13746666667,4.55
605.57,2.87893333334,3.75373333333,12.3196,13.3549333333,9.28833333333,5.76485,14.7185333333,4.15426666666,4.57373333333
605.90,2.8546,3.72246666667,12.4157333333,13.4218666667,9.37473333334,5.74102083333,14.8292933333,4.13133333333,4.55266666667
606.24,2.88906666667,3.75366666667,12.571,13.5393333333,9.5108,5.7576625,15.0088333333,4.1546,4.58846666667
606.58,2.89966666667,3.766,12.7160666667,13.6508666667,9.63040000001,5.77814583333,15.1523933333,4.16453333333,4.60526666667
606.91,2.916,3.74106666667,12.8699333333,13.7559333333,9.74959999999,5.78545,15.3492733333,4.15773333333,4.601
607.25,2.88126666667,3.71473333333,12.9934,13.8384,9.85486666667,5.7738375,15.49674,4.12966666667,4.58173333333
607.58,2.853,3.6772,13.1314666667,13.9496,9.98559999999,5.76166666667,15.6792266667,4.11726666667,4.56726666667
607.92,2.881,3.69266666666,13.3011333333,14.0946666667,10.1346,5.800625,15.89668,4.13306666667,4.6024
608.25,2.88966666667,3.7154,13.4628666667,14.2261333333,10.2836666667,5.819175,16.0792066667,4.1488,4.62013333333
608.59,2.91113333333,3.7266,13.6136,14.3493333333,10.4067333333,5.82746666667,16.2722533333,4.162,4.643
608.92,2.9062,3.71386666667,13.7121333333,14.4060666667,10.4801333333,5.78572083333,16.3858933333,4.1354,4.64646666667
609.26,2.89666666667,3.7066,13.8040666667,14.4912666667,10.5560666667,5.765,16.5205,4.1346,4.65233333333
609.59,2.9278,3.74446666667,13.9061333333,14.5890666667,10.6556666667,5.78535,16.6615533333,4.15486666667,4.6762
609.93,2.8782,3.71306666667,13.9544,14.5970666667,10.6957333333,5.75353333333,16.72486,4.11013333333,4.6336
610.26,2.85693333333,3.7122,14.0264,14.6444,10.739,5.72326666667,16.8134,4.0844,4.6144
610.60,2.90106666667,3.79686666667,14.1606,14.7502,10.8724,5.76975416666,16.9663466667,4.1464,4.6768
610.93,2.91933333333,3.82653333333,14.2704,14.8254,10.9420666667,5.77485833333,17.0711266667,4.17666666667,4.70446666667
611.27,2.96826666667,3.89226666666,14.3974666667,14.9234,11.0476666667,5.81758333333,17.2285066667,4.22193333333,4.7636
611.60,2.9364,3.8662,14.4661333333,14.9601333333,11.0938666667,5.7823375,17.2899066667,4.20773333333,4.7312
611.93,2.89333333333,3.8328,14.5242666667,15.0116666667,11.1497333333,5.74650833333,17.4026266667,4.18246666667,4.70946666667
612.27,2.85746666667,3.80726666667,14.5960666667,15.0408,11.2155333333,5.72020833333,17.4625533333,4.1456,4.67846666667
612.60,2.8588,3.82973333333,14.7362,15.1567333333,11.3667333333,5.75600833333,17.6230333333,4.16146666667,4.708
612.94,2.87306666667,3.85006666667,14.8636,15.2234,11.4928666667,5.77689583333,17.7454333333,4.16413333333,4.695
613.27,2.90266666667,3.86593333333,15.0341333333,15.3416666666,11.6298666667,5.82745416667,17.92466,4.20493333333,4.71346666667
613.61,2.99746666667,3.95953333333,15.2482666667,15.5324,11.8374666667,5.92106666667,18.1696266667,4.31546666667,4.81786666667
613.94,3.03593333333,3.98926666667,15.4159333333,15.6320666667,12.0049333333,5.98482916667,18.3307866667,4.35666666667,4.8416
614.28,3.0142,3.96906666667,15.5336666667,15.7209333333,12.1007333333,5.97045,18.4347066667,4.3392,4.823
614.61,3.08406666667,3.9998,15.7022666667,15.8734,12.2994,6.0438,18.6501866666,4.38193333333,4.86033333333
614.94,3.05366666667,3.93273333333,15.7768666667,15.9285333333,12.3882666667,6.00389166667,18.72884,4.32286666667,4.81326666667
615.28,3.082,3.94733333333,15.9378666667,16.0525333333,12.526,6.01839166667,18.9011,4.33993333333,4.83746666667
615.61,3.11966666667,3.96413333333,16.1084666667,16.1688,12.6320666667,6.03907916667,19.0160533333,4.36946666667,4.8808
615.95,3.13133333333,3.97673333333,16.2784,16.2801333333,12.7486666667,6.0613375,19.16616,4.39686666667,4.90253333333
616.28,3.1126,3.93466666667,16.3288666667,16.3126666667,12.8084,6.03473333333,19.2513533333,4.3876,4.84133333333
616.61,3.1014,3.90806666667,16.4358,16.3870666667,12.8944,6.01415416667,19.3695733333,4.37886666667,4.8354
616.95,3.04353333333,3.84246666667,16.4636,16.3927333333,12.9276,5.93688333333,19.4174066666,4.3008,4.795
617.28,2.991,3.7822,16.493,16.4088,12.9475333333,5.86407083333,19.4455333333,4.23893333333,4.73686666667
617.62,2.97693333333,3.75233333333,16.5726,16.4857333333,13.0114,5.84934583333,19.5813666667,4.23133333333,4.73426666667
617.95,2.99093333333,3.75366666667,16.6699333333,16.5598666666,13.069,5.85882916667,19.6704466667,4.23513333333,4.72726666667
618.28,2.94666666667,3.74533333333,16.7626,16.5928666667,13.1339333333,5.84307083333,19.7584133334,4.22113333333,4.7054
618.62,2.9684,3.7976,16.9272,16.6904666667,13.2546,5.9065875,19.9155,4.27386666667,4.7472
618.95,2.98553333333,3.82666666667,17.008,16.771,13.3558666667,5.92705,20.0258266667,4.301,4.7768
619.28,2.9612,3.82313333333,17.0879333333,16.7879333333,13.4235333333,5.92431666667,20.1134133333,4.27826666667,4.75206666667
619.62,2.99186666666,3.83213333333,17.1428,16.8555333333,13.531,5.92885416667,20.1989666667,4.27646666667,4.75733333333
619.95,3.04453333333,3.8698,17.3102666667,16.9764,13.6586666667,5.9864,20.36644,4.3232,4.82466666667
620.28,3.05633333333,3.88426666667,17.4296,17.0402666667,13.7387333334,6.018475,20.4930133333,4.34966666667,4.85906666667
620.62,3.02626666667,3.87966666667,17.5464,17.1100666667,13.8254666667,6.01972083333,20.5769133333,4.34486666667,4.8534
620.95,2.9674,3.8362,17.6438666667,17.1308,13.8856666667,5.99469166666,20.67778,4.29433333333,4.79166666667
621.28,2.93193333333,3.8278,17.7045333333,17.1757333334,13.9451333333,5.972825,20.7364333333,4.2614,4.7734
621.62,2.88693333333,3.7884,17.7910666667,17.2276666667,14.0188,5.96222916667,20.8281266667,4.22993333333,4.77006666667
621.95,2.86006666667,3.75126666667,17.8426666667,17.2524666667,14.0522,5.906125,20.8832133333,4.19973333333,4.7494
622.28,2.80933333333,3.71806666667,17.8858,17.31,14.0704,5.85255833333,20.9291133333,4.14813333333,4.7002
622.62,2.7936,3.7008,18.0219333333,17.3739333333,14.1516666667,5.852475,21.0471533333,4.1326,4.67873333333
622.95,2.82733333333,3.73186666667,18.1372666667,17.5022666667,14.2868,5.89940833333,21.20196,4.1702,4.71413333333
623.28,2.7876,3.71386666667,18.2529333333,17.5292,14.3411333333,5.8949125,21.30188,4.1824,4.70926666667
623.62,2.7386,3.6864,18.3112666667,17.5478,14.3528,5.84184583333,21.33776,4.13633333333,4.65733333333
623.95,2.78426666667,3.73046666667,18.4196666667,17.6602666667,14.4493333333,5.86644583333,21.4466866667,4.17946666667,4.68046666667
624.28,2.8174,3.76506666667,18.521,17.7131333333,14.5328666667,5.8902875,21.53618,4.209,4.69233333333
624.62,2.842,3.77273333333,18.5986,17.8159333333,14.6294,5.89161666667,21.6355466666,4.23213333333,4.71206666667
624.95,2.86186666667,3.7692,18.7232666666,17.8870666667,14.7289333333,5.89548333333,21.7248866667,4.2508,4.69813333333
625.28,2.85413333333,3.76526666667,18.7775333333,17.9339333333,14.8064,5.90177083333,21.8020066667,4.25,4.67613333333
625.61,2.90653333333,3.81846666667,18.9201333333,18.0578,14.9361333333,5.95790833333,21.9415933333,4.2922,4.7168
625.95,2.959,3.863,18.9960666667,18.0984,15.0545333333,6.0199875,22.0527266667,4.35073333333,4.76813333333
626.28,2.9806,3.8828,19.051,18.1401333333,15.1189333333,6.04740416667,22.1055133333,4.36473333333,4.8024
626.61,2.99886666667,3.8858,19.123,18.183,15.1833333333,6.05645833333,22.1857733333,4.3716,4.8204
626.94,2.98846666667,3.85626666667,19.1589333333,18.2236,15.2026666666,6.046875,22.2329866667,4.34166666667,4.80853333333
627.28,2.96313333334,3.83633333333,19.2082,18.244,15.2638,6.03379166667,22.28848,4.31853333333,4.80373333333
627.61,2.91486666667,3.8114,19.2396,18.2588666667,15.3026,5.99889166667,22.3200466666,4.26433333333,4.76746666667
627.94,2.9578,3.85326666667,19.3398,18.3632666667,15.4056666667,6.0552625,22.4300666667,4.30646666667,4.81166666667
628.27,2.97973333333,3.87233333333,19.4196,18.3899333333,15.4639333333,6.09412916667,22.4858533333,4.3276,4.84206666667
628.61,3.02933333333,3.91973333333,19.5214,18.4627333333,15.5360666667,6.14147916667,22.5898,4.3724,4.91306666667
628.94,3.08053333333,3.9638,19.6412666667,18.5256,15.6467333333,6.15994583333,22.6910666667,4.41593333333,4.9672
629.27,3.019,3.91806666667,19.6297333333,18.5292,15.6472,6.11055833333,22.7134266667,4.3714,4.92826666667
629.60,2.98413333333,3.87393333333,19.6896,18.5819333333,15.6534,6.06824583333,22.73692,4.32446666667,4.89593333333
629.94,2.9928,3.8872,19.8092666667,18.644,15.7243333333,6.074775,22.8500866667,4.34986666667,4.89533333333
630.27,2.91093333333,3.83893333333,19.8438666667,18.6672666667,15.761,6.02257916667,22.87106,4.30853333333,4.8366
630.60,2.93126666667,3.87486666667,19.9455333334,18.7532666667,15.8744666667,6.04057083333,22.9922533333,4.33653333333,4.84486666667
630.93,2.96373333333,3.91573333333,20.0401333333,18.8494666667,15.9693333333,6.082025,23.0823333333,4.373,4.87613333333
631.26,2.9538,3.90146666667,20.133,18.8772666667,16.0078,6.08082083333,23.1501,4.3726,4.88533333333
631.60,2.90993333333,3.8638,20.1541333333,18.8797333333,16.0245333333,6.030675,23.2004266667,4.34166666667,4.8542
631.93,2.90813333333,3.88726666667,20.2672,18.9637333333,16.1382666667,6.05968333333,23.3228733333,4.35286666667,4.86913333333
632.26,2.89906666667,3.88586666667,20.3384666667,19.0372,16.2079333333,6.04622083333,23.4310066667,4.35546666667,4.8678
632.59,2.86186666667,3.86493333333,20.3554666667,19.0690666667,16.2291333333,6.0274125,23.5138466667,4.3306,4.84053333333
632.92,2.89173333333,3.8904,20.4562,19.1231333333,16.3251333333,6.05645,23.59034,4.35633333333,4.85933333333
633.26,2.9452,3.95386666667,20.5786666667,19.224,16.4728,6.09845,23.7401066667,4.4302,4.9112
633.59,2.93213333333,3.94606666667,20.5963333333,19.2205333333,16.509,6.08440833333,23.76384,4.39666666667,4.8798
633.92,3.00746666667,4.00213333333,20.6642,19.2616,16.5642666667,6.1448125,23.8291933333,4.43346666667,4.90333333333
634.25,3.04026666667,4.0392,20.7864666667,19.3439333333,16.6669333333,6.166175,23.91926,4.457,4.94426666667
634.58,3.05006666667,4.05406666667,20.8774,19.3942666667,16.7430666667,6.16684166666,23.9951733333,4.48686666667,4.96626666667
634.91,3.1402,4.1418,21.0004,19.5419333333,16.9312666667,6.25522083333,24.1646933333,4.59833333333,5.04466666667
635.25,3.1696,4.1594,21.1109333333,19.6217333333,17.0440666667,6.31651666667,24.2526,4.65726666667,5.0926
635.58,3.18353333333,4.15466666666,21.1404,19.6442,17.0977333333,6.31033333333,24.3054333333,4.6788,5.10226666667
635.91,3.16973333333,4.14453333333,21.1843333333,19.6592,17.1533333333,6.34234583333,24.34918,4.68093333333,5.10313333333
636.24,3.17166666667,4.123,21.2662666667,19.7042666667,17.2062,6.347125,24.3993,4.6972,5.09306666667
636.57,3.19886666667,4.12993333333,21.3304666667,19.7416666667,17.2708666667,6.37018333333,24.47326,4.72526666667,5.11993333333
636.90,3.173,4.1014,21.3529333333,19.7134,17.2658,6.340175,24.4754133334,4.70126666667,5.103
637.23,3.1502,4.06153333334,21.3906,19.7899333333,17.3155333333,6.3215375,24.5139133333,4.69206666667,5.09706666667
637.56,3.17086666667,4.07546666667,21.4879333333,19.8614,17.4145333333,6.35464583333,24.6378866667,4.72566666667,5.1582
637.90,3.12946666667,4.01846666667,21.4722,19.8772666667,17.4265333333,6.31580416667,24.6306866667,4.69966666667,5.11766666667
638.23,3.16013333333,3.99733333333,21.5285333333,19.9157333333,17.4773333333,6.33085,24.6778066667,4.6976,5.11453333333
638.56,3.10546666667,3.9224,21.5256666667,19.873,17.4423333333,6.28220833333,24.6434666667,4.645,5.06986666667
638.89,3.13186666667,3.97073333333,21.5936666667,19.917,17.4903333333,6.28811666667,24.7042933333,4.63826666667,5.10426666667
639.22,3.14473333333,4.0064,21.6864,19.9974,17.5324666667,6.308725,24.79146,4.63913333333,5.11333333333
639.55,3.13986666667,3.98026666667,21.7988666667,20.0363333333,17.5874,6.25236666667,24.84594,4.60646666667,5.09986666667
639.88,3.098,3.9528,21.8412,20.0401333333,17.6123333333,6.21083333333,24.8878266667,4.5572,5.0812
640.21,3.09693333333,3.96093333333,21.8910666667,20.1038,17.6616,6.21063333333,24.9399533333,4.55453333333,5.08773333333
640.54,3.03966666666,3.88326666667,21.9153333333,20.1360666667,17.6824666667,6.16545,24.9706466667,4.45713333333,5.00066666667
640.87,3.0534,3.9166,22.0248,20.1904666667,17.7450666667,6.17575,25.0609066667,4.49506666667,5.021
641.20,2.97773333333,3.8452,22.0240666667,20.2034666667,17.6921333333,6.08690833333,25.0004866667,4.4132,4.92786666667
641.53,3.01633333334,3.89473333333,22.0699333333,20.2047333333,17.7248666667,6.1216875,25.0481066667,4.4356,4.94606666667
641.87,3.0148,3.94286666667,22.1504,20.3224666667,17.8139333333,6.157575,25.1822666667,4.45413333333,4.97106666667
642.20,2.9556,3.8784,22.1666666666,20.3176,17.8176,6.08462916666,25.20818,4.33813333333,4.883
642.53,2.91286666667,3.82753333333,22.1846666667,20.3400666667,17.8362666667,6.028775,25.2409133333,4.2706,4.7896
642.86,2.9058,3.7854,22.1724666667,20.3377333333,17.8406,6.00724583333,25.2339933333,4.262,4.74713333333
643.19,2.92053333333,3.79533333333,22.1326,20.3932666667,17.9158,6.03602083333,25.2812733333,4.26886666667,4.73666666667
643.52,2.92126666667,3.80673333333,22.1626666667,20.4040666667,17.9509333333,6.03177083334,25.28972,4.279,4.72006666667
643.85,2.97586666667,3.88913333333,22.2820666667,20.4979333333,18.0838,6.09390416667,25.3813466667,4.33806666667,4.7606
644.18,2.99266666667,3.94453333333,22.389,20.5684666666,18.2036666667,6.13744583333,25.4799666667,4.4072,4.8162
644.51,2.96613333333,3.90346666667,22.4014,20.5509333333,18.239,6.11464583333,25.4968666667,4.35406666667,4.8174
644.84,3.00166666667,3.92446666667,22.4598666667,20.6087333333,18.3365333333,6.16886666667,25.62128,4.378,4.8806
645.17,2.93326666667,3.88993333334,22.5030666667,20.6012,18.3604,6.1528125,25.6570866667,4.35,4.85966666667
645.50,2.9754,3.91146666667,22.5573333333,20.5765333333,18.3950666667,6.17784166667,25.7000933333,4.3804,4.8884
645.83,3.03853333333,3.99406666667,22.6838,20.6913333333,18.5033333333,6.25899166667,25.80894,4.47926666667,4.98113333333
646.16,2.99946666667,3.97166666667,22.753,20.6946666667,18.5382666667,6.23742916667,25.8532533333,4.49933333333,4.99193333333
646.49,3.03,4.04106666667,22.8605333333,20.7426,18.6303333333,6.28367916667,25.92144,4.54313333333,5.05726666667
646.82,2.99033333333,4.01573333333,22.9341333333,20.7252,18.635,6.248775,25.9142933333,4.51013333333,5.04013333333
647.15,3.08606666667,4.1046,23.087,20.8803333333,18.7737333333,6.3453875,26.0337533333,4.6194,5.1866
647.48,3.0614,4.05746666667,23.1146666667,20.9114,18.7590666667,6.3543625,26.07068,4.60926666667,5.23046666667
647.81,3.12046666667,4.07446666667,23.1838666667,20.9587333333,18.7819333333,6.40837083333,26.1511,4.61853333333,5.27973333334
648.14,3.1182,4.07706666667,23.2449333333,21.0202,18.8113333333,6.4452375,26.2427,4.61453333333,5.29106666667
648.47,3.1068,4.08686666667,23.3526666667,21.0356666667,18.8482666667,6.42316666667,26.2919866667,4.62913333333,5.30033333333
648.80,3.133,4.08473333334,23.3914666667,21.0828666667,18.9068666667,6.402175,26.3440866667,4.62646666667,5.30126666667
649.13,2.98806666667,3.94453333333,23.2814666667,20.9638,18.7820666667,6.26379583333,26.2323,4.50906666667,5.18766666667
649.46,2.95006666667,3.91213333333,23.2828,20.9176,18.7612,6.231875,26.2300133333,4.48526666667,5.14733333333
649.79,3.0468,3.9784,23.3482,21.0158666667,18.8702,6.29819166667,26.3391466667,4.56253333333,5.21133333333
650.11,3.03073333334,3.94133333333,23.3796,21.0368,18.8903333333,6.29943333333,26.38986,4.56886666666,5.2024
650.44,3.14726666667,4.0862,23.5836,21.2167333333,19.0752666667,6.45279166667,26.6005733333,4.71726666667,5.33886666667
650.77,3.07753333333,4.0526,23.5410666667,21.1866666667,19.0518,6.38213333333,26.5991466667,4.63626666667,5.24273333333
651.10,3.02706666667,4.00653333334,23.5613333333,21.1454,19.0904,6.33590833333,26.64984,4.56513333333,5.16413333333
651.43,2.99293333333,4.02593333333,23.5565333333,21.1522666667,19.0686666667,6.29775416667,26.60634,4.5648,5.14706666667
651.76,2.98453333333,4.07066666667,23.5969333333,21.1672,19.1334666667,6.28284166667,26.6258666667,4.58813333333,5.10493333333
652.09,2.93966666666,4.02886666667,23.5625333333,21.1387333333,19.1094,6.232,26.5890466667,4.5652,5.03553333333
652.42,2.9256,4.02573333333,23.6334,21.1666666667,19.1314666667,6.2314875,26.6412466667,4.54733333333,5.04206666667
