wavelength,Back_SpoRufm,Belly_SpoRufm,Breast_SpoRufm,Crissum_SpoRufm,Crown_SpoRufm,DorTail_SpoRufm,Patch10_SpoRufm,Rump_SpoRufm,Throat_SpoRufm,WingTip_SpoRufm
195.51,-344.4444,-268.444466666,-241.3333,-170.666733333,-345.3334,-255.555666667,-376.000066667,-174.222133333,-539.111066667,-439.3332
195.89,-181.0256,-137.820566667,-129.230766667,-91.0258000001,-200.512866667,-137.051233333,-196.5386,-84.3590666667,-296.153933334,-249.1026
196.27,-520.5556,-419.166666667,-424.444333333,-311.111133333,-587.222266667,-411.9445,-583.8888,-312.222266667,-763.333333333,-683.0556
196.65,-1298.66666667,-1106.0,-1054.66666667,-817.333333332,-1412.0,-1025.33333333,-1483.33333333,-795.999999999,-1874.66666667,-1598.0
197.03,381.587333333,323.492,327.460466667,299.047733333,409.841266667,333.650766667,420.158733334,245.079466667,520.3172,454.603233333
197.40,182.029133333,146.304333333,156.739066667,151.739266667,186.3768,159.710033333,199.130566667,118.116,242.898466667,226.304433333
197.78,183.6602,140.3922,152.156933333,152.9412,178.431333333,156.013,189.019766667,116.209133333,227.1896,220.3268
198.16,219.206333333,174.761866667,179.682433333,190.158933333,213.3334,191.269933333,233.095166667,138.4126,276.666733334,264.2063
198.54,247.963,191.388933333,197.037033333,203.333333333,241.296333333,226.851833333,261.944466667,149.629666667,307.4074,293.7963
198.92,268.888866666,200.6667,206.222133333,217.3334,253.777866667,248.666533333,289.222133333,150.666666667,337.999933333,328.5557
199.30,404.666666667,279.666666667,302.666666667,321.333333333,380.666666667,367.5,428.833333333,222.666666667,495.0,464.333333333
199.68,306.172933333,207.777766667,239.3827,233.086466667,272.8396,282.3457,336.4198,170.617266667,361.2344,334.321066667
200.06,207.0,132.416666667,162.5,154.0,177.0,179.333333333,239.666666667,113.333333333,245.5,214.333333333
200.44,400.0,213.75,277.083333333,256.666666667,319.166666667,307.708333333,484.791666667,155.833333334,479.166666667,357.291666667
200.82,1423.33333333,601.666666667,922.499999999,798.333333333,1068.33333333,1015.0,1780.83333333,333.333333334,1665.0,1060.0
201.19,425.641,178.974466667,281.794833333,200.0,305.641133333,277.9487,549.743566667,121.025733333,524.102466667,310.0001
201.57,363.3332,151.1904,280.476266667,205.238133333,260.476133333,212.857066667,492.142866667,87.6189999998,484.761866667,235.7142
201.95,270.0,129.833333333,243.666666667,161.333333333,206.0,179.166666667,387.5,91.3333333334,373.0,201.166666667
202.33,153.529533333,80.7843666667,143.823533333,84.1175333332,119.215666667,110.000033333,231.1764,60.1959999999,216.666666667,112.352966667
202.71,175.416666667,96.1458333334,172.8125,109.583333333,140.416666667,114.479166667,258.541666667,74.9999999999,235.416666666,135.520833333
203.09,132.340466667,77.234,132.765833333,86.9503333333,108.5106,87.8014999999,187.588533333,74.468,167.517733333,99.2906333333
203.47,96.7618666667,61.6668333333,100.238,69.3334666667,76.2856666667,64.1428333333,130.5712,58.1904666667,119.5238,69.4760333333
203.85,80.1801333334,44.1891666667,84.0990333334,54.2341333334,58.5585333333,44.2794333333,106.8918,40.3604666666,101.892066667,54.8648
204.22,86.0184666667,50.9722666667,92.0370666667,63.0555333334,60.7407333334,54.9074,109.9074,42.3147333333,103.981533333,56.6203666667
204.60,81.6666666667,49.8189,88.2247333333,66.884,62.7536666666,65.8334666667,96.1956333333,48.4783333333,97.5364666667,62.7173000001
204.98,74.4253333333,50.6033333333,81.4654666667,65.6322,60.1724666667,63.046,84.5114666666,52.1264666667,88.7355999999,67.7298999999
205.36,81.3744666667,54.4328,89.8969333333,73.952,66.3916666667,68.4880333333,90.2061666667,53.1958,94.2956000001,72.8864666667
205.74,81.7007333334,58.2654,89.1497666667,70.7482,70.8164666667,68.7754333333,93.0611666666,53.9456666667,89.6597999999,77.9592333334
206.12,79.5402666667,57.5861,90.0384,71.5708666667,69.5784666667,69.2335333333,91.7624333333,50.5747333333,83.6783333333,75.9770333333
206.50,91.3615333333,57.6995333333,100.140833333,80.7511333334,76.7136,72.3476333333,99.0141666666,49.4835333333,87.6993333333,83.6152
206.87,71.7021999999,45.8865666667,79.9291333333,66.9502,63.1205333334,61.8794666667,76.383,42.3404,69.5038,65.0709666666
207.25,68.4773999999,41.3581,81.1111999999,66.6668,60.0822,60.6584,74.9383,28.6419333333,70.0412,65.2674666667
207.63,66.7999999999,27.2666666667,91.4666666667,76.2666666667,61.2,67.2,90.3999999999,10.9333333333,71.7333333333,73.1333333334
208.01,87.4073333333,32.7160333333,138.888833333,121.975266667,90.3702666667,119.135733333,143.086333333,-11.1113333333,97.5309333335,100.9877
208.39,91.7460666668,40.4761666667,175.5556,153.015733333,120.952533333,136.190566667,174.603133333,-28.5713333334,107.6188,135.555466667
208.77,27.2222,-9.16669999994,151.6666,123.333266667,59.4443999999,89.4445999999,204.722266667,-173.8888,71.6666666668,111.389033333
209.14,-11.9048000001,-17.6189333333,120.476033333,104.761933333,40.4762,54.0476666665,173.0952,-149.999933333,43.8094,61.4284999999
209.52,-963.333333335,-1050.0,-88.3333333334,-50.0,-696.666666667,-321.666666665,341.666666667,-1796.66666667,-436.666666667,-380.0
209.90,352.5,392.5,148.333333333,95.8333333333,321.666666667,152.916666667,35.8333333334,552.5,234.166666667,271.250000001
210.28,-179.487133333,-203.5898,-79.9998333334,-36.4103333334,-146.666666667,-62.8206666666,36.6666666667,-308.205133333,-81.0258666667,-109.743666667
210.66,-493.3334,-483.888966667,-181.111166667,-134.444466667,-366.666733333,-111.6666,42.7777999998,-752.222266667,-194.444399999,-310.555566667
211.03,1495.5556,1381.1112,850.000166666,746.666666667,1282.22213333,592.222199999,342.2223,1975.55553333,771.111066667,1172.22233333
211.41,-770.666666669,-651.333333333,-428.666666667,-297.333333333,-601.333333333,-217.333333333,-64.6666666667,-989.333333335,-362.666666666,-626.666666668
211.79,-311.111,-248.888933333,-176.388833333,-129.999933333,-223.333266667,-83.6112333334,-15.5555999999,-409.999933333,-135.0,-254.1666
212.17,-58.0180666667,-44.5946666667,-11.1712333335,3.96399999998,-23.4234,5.76569999999,44.5046,-79.9999999999,-1.44133333326,-29.2792666666
212.55,-24.4444000001,-14.6914666667,1.35793333326,11.6050666667,-2.96293333334,22.6543666667,35.9259333333,-33.0864666667,20.3703333333,-8.3950000002
212.92,-8.20513333334,0.2564,17.2308666667,28.4101333333,14.1538666667,31.8461666667,39.7437,-11.282,27.6922,10.9744666668
213.30,-8.42766666672,-0.75473333334,17.1069333334,33.5849333333,18.2389333333,44.0880333333,40.6918333333,-18.7421333333,34.3396,16.6667
213.68,4.37493333332,15.1562666667,30.4165999999,36.5624666667,27.7083333333,47.396,47.7084,0.104066666674,42.5001333333,27.2915666667
214.06,-0.62893333334,14.2768,32.2641666667,38.6163333333,31.4465333333,58.742,53.082,1.8868,55.4716,32.0124666666
214.44,-12.0832666667,7.2222,19.6528333333,25.2776666667,24.4444666667,46.1110333333,46.8055666667,-4.99986666666,53.1943333333,16.0415666666
214.81,-3.09526666667,21.0713666667,16.7263,24.4046,26.3094666667,37.6785333333,40.5952666667,3.33333333334,42.7381333333,25.1189666666
215.19,9.14740000001,31.0852666666,21.3954666666,32.2481333333,40.6201333334,45.3488333333,54.8838666667,10.8526666666,51.938,47.752
215.57,36.2319333333,71.8841,54.3478666667,62.0288666667,78.8407333334,99.5651333334,120.2898,45.7970666667,77.3912666667,103.4782
215.95,46.6665333335,146.296266667,96.6666666667,106.666533333,153.333333333,184.444433333,224.814866667,62.9629333333,105.185066667,225.925833334
216.32,95.2381333333,260.476266667,120.0,102.857133333,185.714333333,254.761866667,230.952433333,99.0476666668,126.666866667,268.571400001
216.70,50.1754000001,-22.1053333332,16.3158333333,53.6842666667,18.2456,-16.8422333332,-12.6314666667,42.8070666668,45.2630666667,-16.1404333334
217.08,54.6154,-4.48716666672,27.1793666667,67.1796000001,38.4614666667,-1.79486666673,-2.3077,59.7434666667,51.7948666667,10.2563333332
217.46,85.9420666667,43.3332999999,61.4492333333,87.1014000001,77.1014666667,52.3911666667,42.6088,89.5652666665,82.1739333333,56.0145333334
217.83,87.4510666666,48.8888666667,69.8692666666,84.4443333333,76.0782,58.3005999999,54.5751333333,100.130733333,95.4247999999,60.9803666668
218.21,107.193,57.1052333334,83.9473666665,112.982333333,95.4385333335,80.1754,68.6842000001,134.912333333,129.298266667,69.1227666666
218.59,101.0062,61.5093666667,77.9875333334,93.3332666667,96.9811333333,71.4465666668,71.7610000001,120.251533333,119.874266667,73.5849999999
218.97,96.9953333334,68.3567333333,75.8685666666,84.1314666667,89.2958000001,69.4836666667,70.7041666667,108.0752,106.572866667,76.0564
219.34,118.533333333,73.8666666667,76.5333333333,91.7333333333,102.0,75.6666666666,79.3333333334,124.533333333,122.666666667,96.4666666668
219.72,240.5798,158.9855,144.782666667,162.028933333,186.3768,144.927633333,156.232033333,263.188466667,231.304466667,175.507266667
220.10,282.1054,156.140333333,154.0351,176.491266667,217.193,160.701766667,170.350866667,295.789333333,233.333266667,195.9648
220.47,167.070733333,85.2525,93.4343999999,97.7777333333,122.626266667,85.0504666666,91.5151333335,161.4142,128.484933333,114.141566667
220.85,197.948666667,87.0512666666,119.6153,97.6925333333,134.359,105.1282,97.4358333333,194.102533334,142.307533333,121.794833333
221.23,181.025666667,70.0,97.3077333333,76.6666,130.769266667,96.6665,83.3333666668,178.9744,143.333333333,121.666666667
221.61,242.8572,52.8573000001,118.333266667,49.5239333332,151.9048,97.1428666667,75.7143333333,245.238133333,174.762,173.571366667
221.98,161.944333333,54.5832999999,86.9443999999,54.7222666665,100.0,82.2221666667,61.8054999999,160.2778,117.777666666,127.222266667
222.36,146.4102,38.7178333333,63.9743000001,43.5897333333,79.9999999999,63.5897333333,46.9231000001,121.282,92.8205333331,117.692366667
222.74,110.7528,17.0967333333,47.3119333334,32.2579999999,56.9892666666,48.3871,38.8171333333,92.0429333333,68.1720666667,75.6988666666
223.11,102.727333333,-31.3636666667,21.3636333334,2.72733333334,23.6363333333,28.1817000001,5.1516666668,70.3030666667,44.5454000001,65.4544
223.49,119.316266667,24.7008000001,74.1024666667,61.5386,67.5214000001,72.3078666666,54.1026666667,94.0172,92.8203999999,81.8802333333
223.87,124.133333333,31.6666666667,79.1333333333,71.7333333334,81.9999999999,80.8,66.8000000001,91.6,96.4000000001,85.9333333334
224.24,149.999933333,46.5872666668,92.1428000001,90.9523333333,103.809466667,98.1746666665,84.6824666666,109.365066667,131.746066667,99.9206999999
224.62,267.499933333,84.0278000001,146.388833333,153.333266667,176.944466667,185.138966667,163.75,196.666533333,243.6112,171.527733333
225.00,204.583333333,76.9791666666,103.541666667,122.291666667,145.0,126.770833333,126.354166667,148.75,197.083333333,133.645833333
225.38,219.770066667,80.6897000001,110.919633333,129.655266667,140.0,135.057166667,148.390766667,148.965533333,205.287466667,139.310366667
225.75,205.977133333,61.0345666668,79.8850000001,121.609266667,116.781533333,98.9654333332,141.609133333,115.632133333,193.5632,105.057433333
226.13,222.051266667,48.0768333333,65.3845999999,138.205,126.4102,90.6409666666,147.307733333,107.179466667,201.7948,99.7434
226.51,145.666666667,37.0833333333,45.0,94.4999999999,86.0,71.7500000001,104.166666666,85.8333333333,140.0,70.4166666667
226.88,130.991,18.1082,1.80183333332,72.4326,50.9910666667,31.3513333333,71.3513333334,59.6396666667,115.135133333,50.6305666666
227.26,220.8696,27.826,3.913,131.594333333,97.1015333333,52.7537333335,121.739133333,113.043466667,205.797066667,87.5361333334
227.64,176.363666667,-19.9999333334,-61.0604333333,93.6361999999,53.6364666667,7.1212333334,94.0911000001,85.4545333334,154.545466667,38.7879666666
228.01,140.289933333,-38.4058000001,-73.0435000001,76.8114666666,25.2173999999,-3.91303333326,79.8551000001,62.8985999999,111.594266667,28.1159
228.39,79.5959333333,-44.8486333333,-60.3030666667,34.7474000001,-3.03033333334,-9.3939333332,42.5252999999,34.3433999999,59.5959333333,4.94966666674
228.76,50.5455333333,-20.0,-26.1818666667,31.7576666667,4.84846666667,-3.15146666666,23.6969666667,24.9698,34.0605333333,4.90916666666
229.14,44.6846666667,-68.3784333333,-65.4054333333,21.4414000001,-22.1621333333,-26.4865333333,7.83790000007,-0.72066666666,13.3333333333,-15.6757666667
229.52,48.8888666667,-35.3702,-30.3705,32.2222,0.49373333332,-0.18510000002,15.1852000001,8.7654,22.2222666667,5.8023
229.89,46.0359999999,-16.7567,-6.75666666667,40.2702,13.3334,18.3334,21.7567,20.5404666667,26.8468,23.3335
230.27,33.1312,-36.6666333333,-24.8484666667,24.4445333333,-1.01006666666,2.57586666666,5.95956666667,8.18173333333,9.09100000001,10.202
230.65,42.0340666666,-37.2316333333,-21.0169333333,29.4915333334,6.21459999998,-2.76846666668,7.00566666667,8.13566666666,3.72873333333,15.0848
231.02,46.3768666666,-18.0676333333,-4.44453333333,42.8984666667,15.1691333333,16.4735,22.2221333333,17.4878,14.2029333333,29.9033666667
231.40,25.0833333333,-24.1666666667,-18.375,21.8333333333,-1.5,2.41666666666,6.16666666666,0.666666666674,-2.83333333333,8.12499999998
231.78,12.1052,-42.1491,-37.456,1.1404,-21.579,-16.1843,-18.0703333333,-17.0175333333,-21.3158,-7.80690000002
232.15,16.7742,-27.9928666667,-26.2007333333,8.10040000002,-12.1864,-8.49446666666,-11.2545666667,-7.38353333333,-7.24013333334,-1.2544
232.53,15.3968666667,-34.1269333333,-30.9522666667,7.38086666668,-17.0634666666,-14.1666666667,-16.2699333333,-13.254,-13.5714666667,-3.254
232.90,21.4344666667,-29.6625,-31.0971333333,7.848,-14.8522666667,-10.9704666667,-7.29966666668,-8.01686666667,-13.6709333333,4.9367
233.28,18.0666666667,-20.8333333333,-26.3333333333,6.86666666665,-12.2,-8.80000000001,-2.73333333332,-2.06666666665,-9.73333333335,2.26666666666
233.66,17.6344,-21.3261,-26.6308666667,8.81713333334,-12.043,-12.8673666667,-1.75626666668,-0.788533333333,-13.19,-1.82793333332
234.03,-5.83346666666,-57.0835333333,-69.3232,-18.5417333333,-45.3127333333,-45.3127666667,-33.3335,-31.3542666667,-49.2708666667,-35.9898666667
234.41,0.263200000006,-41.8422666667,-51.0964,-11.2279333333,-33.0701333333,-37.6753666667,-22.2806666667,-24.2982666667,-36.4912666667,-25.0438333333
234.78,-27.0588666667,-71.0784666667,-84.4116666667,-44.2155333333,-63.3333333334,-63.1862666667,-46.7647333333,-48.9217333333,-64.902,-56.2254
235.16,-44.9718,-97.4011333334,-106.497133333,-69.6045333333,-79.4349999999,-84.9717666666,-67.9097333333,-67.1188,-77.7400666667,-83.4464
235.54,-40.9092000001,-89.2423666666,-90.4041000001,-62.0202666666,-68.9899333332,-75.0001000001,-60.0001,-61.6162,-77.9798666667,-72.5759666667
235.91,-23.2034666667,-61.7748666666,-57.6624,-34.8916,-42.8570666667,-47.7055333333,-31.9480333333,-40.3462666667,-54.6319333333,-52.0779666667
236.29,-35.4870666667,-78.3590333334,-72.2052,-46.2563333334,-56.7179999999,-71.4870999999,-40.9230333333,-50.9744,-82.3588666667,-68.6666666667
236.66,-49.3333999999,-93.4444666668,-92.7778,-59.6666666667,-72.6667999999,-91.6111,-54.3334333333,-66.6667333333,-103.333266667,-83.3332666667
237.04,-53.6409333333,-93.6408999999,-92.6154000001,-59.5896666667,-74.3588666665,-91.9488333332,-61.5384333333,-69.5383999999,-98.1537333333,-87.6408666667
237.41,-47.6344,-88.3333666666,-84.6235666667,-48.6020666667,-65.9140000001,-84.2473000001,-56.7204333333,-63.4407333333,-86.6666666667,-83.2795666667
237.79,-25.8731333333,-51.0318,-52.8174333333,-30.4761333333,-38.7300666667,-51.4682999999,-30.9920666667,-34.2856666667,-53.0952666667,-47.9364
238.17,-10.9965333333,-34.5360666666,-33.0927333333,-16.8384,-22.0618666667,-34.8110666667,-14.9484333333,-17.5946666667,-35.189,-30.8247
238.54,-21.1805333333,-44.3403,-44.0625666667,-22.1528666667,-30.4862666667,-36.7360666667,-21.6318666667,-24.0278,-46.0418,-36.8750333333
238.92,-18.8,-42.5,-40.3666666667,-13.8666666667,-29.2666666667,-33.3333333333,-15.8666666667,-21.4,-40.7333333333,-26.6
239.29,-32.549,-57.8759000001,-55.2287,-30.1306666667,-44.3136,-48.2353,-31.4704,-35.2286,-62.941,-38.4967333333
239.67,-49.1304666666,-78.5505333333,-79.3478333333,-47.5362,-63.0435333334,-64.4926666667,-50.2175333334,-51.1594,-81.7392666667,-51.4128666667
240.04,-25.1908,-45.6488333333,-47.1247333333,-21.7811333333,-33.7913333333,-37.2519,-25.4960333333,-26.3103333333,-50.1272,-23.6641333333
240.42,-24.6452,-43.8710333333,-44.4730666667,-21.4622666667,-32.4731333333,-31.6345333333,-22.4516333333,-24.3012,-46.0644,-22.4946333333
240.79,-10.7191333333,-25.9312,-26.1437,-8.69293333334,-18.3660666667,-16.3398,-9.91839999999,-9.11759999999,-27.5162666667,-7.5326
241.17,-15.4418,-30.7907333333,-30.0620666667,-13.1782666667,-21.0542,-20.9301666667,-12.9457333333,-10.2636,-31.3798666667,-9.9072
241.54,-16.9596,-30.265,-29.8884333333,-14.5048666667,-21.9526,-20.0696,-14.8953,-11.7712666667,-32.6638,-10.7391
241.92,-20.2352666667,-35.2548666667,-33.6339666667,-19.0327333333,-26.0394,-23.2023666667,-18.8104,-16.366,-36.0261333333,-14.5097666667
242.29,-24.0891333333,-39.2068333333,-37.9431,-22.8748,-28.9466666667,-27.4474,-21.9578666667,-19.8016666667,-39.8514,-17.6828
242.67,-28.8545333333,-45.0065,-43.4491,-29.4208666667,-35.2124,-34.2729666667,-28.1596,-25.0192666667,-44.8391333333,-22.677
243.05,-25.8273333333,-41.4028,-40.3117666667,-28.0336,-32.2781333333,-31.9424333333,-27.3021666667,-23.5251333333,-42.1343333333,-22.2781
243.42,-22.5086666667,-37.8165333333,-36.2253,-23.5308666667,-28.4554,-29.2915333333,-23.2985,-20.4414,-37.1659333333,-18.8617333333
243.80,-14.9325333333,-28.5045333333,-27.6324333333,-16.5109333333,-20.6853333333,-22.4611,-14.5689666667,-11.7341333333,-28.2659333333,-11.838
244.17,-19.957,-33.1181333333,-32.6989333333,-21.9999333333,-25.8064666666,-27.3871333333,-19.5698333333,-16.1720666667,-32.7742666667,-16.2472666667
244.55,-20.2823333333,-32.2910333333,-32.2366,-22.7145333333,-26.8188,-27.5569666667,-20.0218,-16.2867333333,-32.6818666667,-16.0803333333
244.92,-20.0644666667,-31.0967,-31.3117666667,-21.8064,-25.2902666666,-26.7634333333,-18.2150333333,-16.1290666667,-32.1934666667,-17.1183333333
245.30,-9.84386666666,-19.8897,-19.8254,-12.2497333333,-15.9046666667,-16.3452333333,-8.63176666667,-8.30133333333,-21.763,-8.43893333333
245.67,-6.53533333333,-16.7568666667,-15.9687333333,-9.72106666667,-12.9228666667,-13.4728,-5.2627,-5.58293333334,-17.2742,-5.00816666667
246.05,-6.69633333334,-16.1619333333,-15.4640666667,-8.8938,-12.1454,-12.0562333333,-4.60289999999,-5.52320000001,-16.5255333333,-4.44683333333
246.42,-4.28926666666,-11.9509666667,-11.7507666667,-6.1112,-8.96640000001,-7.7261,-1.83470000001,-2.50653333333,-12.5064666667,-1.94436666667
246.79,-1.60626666667,-8.31896666667,-8.53710000001,-2.99473333333,-5.5996,-4.03896666667,1.41136666667,0.562266666667,-9.34033333334,-0.0458
247.17,-0.0313333333326,-6.39026666667,-6.30156666667,-1.42933333333,-3.2864,-2.18576666667,3.12996666667,1.8258,-6.51006666667,1.5908
247.54,1.63233333333,-4.22816666667,-4.646,0.471933333333,-1.6126,-0.216199999999,5.38349999999,3.46113333333,-5.50639999999,3.43683333333
247.92,0.422333333333,-5.66026666667,-5.98426666667,-0.579333333333,-2.53333333333,-1.3647,4.33466666667,1.61013333333,-6.74526666666,2.03253333333
248.29,0.334866666666,-6.1837,-6.66183333333,-0.8226,-2.46753333333,-2.0421,4.19436666667,1.82686666667,-6.59026666667,2.05176666667
248.67,1.1432,-4.89730000001,-6.02666666667,0.310933333333,-0.777333333333,-0.786466666667,4.88340000001,2.56966666667,-4.66393333334,2.62456666667
249.04,-0.685533333334,-6.63376666667,-7.9108,-1.47406666667,-1.69013333333,-2.4179,3.08443333333,1.53053333333,-6.02819999999,1.85916666667
249.42,-2.37100000001,-7.72823333333,-9.9106,-2.39086666667,-2.6886,-3.4327,1.67163333333,0.724200000002,-7.04373333334,1.13076666667
249.79,-3.46926666666,-7.79500000001,-10.3395666667,-2.54966666667,-2.90486666667,-3.92373333333,1.37413333333,0.710533333334,-7.5444,0.287433333334
250.17,-3.18366666667,-6.52813333334,-10.3272333333,-2.07426666667,-1.95233333333,-3.9435,1.71946666667,1.68600000001,-6.92160000001,1.2091
250.54,-2.00713333333,-5.15843333333,-9.2018,-1.02113333333,-0.528133333335,-3.4332,2.72306666667,2.58219999999,-5.45773333333,2.08326666667
250.92,-1.82499999999,-5.57413333334,-9.03789999999,-1.5022,-0.211133333328,-4.12789999999,1.89943333333,2.25946666666,-5.43773333333,2.89873333333
251.29,-1.92299999999,-5.17316666667,-9.07696666667,-1.359,-0.128066666667,-4.46143333333,2.25,3.53853333333,-5.7692,2.91026666666
251.66,-4.10866666666,-7.33583333334,-11.0072333333,-3.87013333333,-1.9748,-6.84576666667,-0.258466666666,1.8688,-6.93166666667,0.3512
