wavelength,Back_SpoRufm,Belly_SpoRufm,Breast_SpoRufm,Crissum_SpoRufm,Crown_SpoRufm,DorTail_SpoRufm,Patch10_SpoRufm,Rump_SpoRufm,Throat_SpoRufm,WingTip_SpoRufm
522.45,15.2174,12.4385333333,8.03353333333,14.1018,16.6155333333,10.1661666667,41.8028,18.7217333333,9.08366666666,11.0520333333
522.79,15.2140666667,12.4863666667,8.05893333333,14.1251333333,16.6364666667,10.1532333333,41.8074,18.7740666667,9.0984,11.0514333333
523.14,15.2670666667,12.5744666667,8.1146,14.1914666667,16.6734666667,10.2130666667,41.8390666667,18.8308,9.14673333333,11.0939666667
523.48,15.2316,12.5765666667,8.05386666667,14.2016666667,16.6370666667,10.1917666667,41.8375333333,18.8225333333,9.10773333332,11.0658
523.83,15.2174,12.5917,8.0475,14.2036666667,16.6308,10.1719,41.8106,18.8349333333,9.10213333333,11.0803
524.17,15.1988,12.5895,8.00366666667,14.2016,16.5851333333,10.1344,41.8583,18.8464666667,9.07719999999,11.0538
524.52,15.1917333333,12.6244666667,8.02426666667,14.2364,16.5925333334,10.1402,41.9024666667,18.8631333333,9.09893333335,11.0645666667
524.87,15.1661333333,12.6017333334,7.9615,14.1947333333,16.5570666667,10.0897666667,41.9249666667,18.8506666667,9.04766666667,11.0178
525.21,15.16,12.6452666667,7.98133333333,14.2455333333,16.5675333333,10.0825333333,41.9422666667,18.8952,9.05386666668,11.0183666667
525.56,15.1652,12.6905333334,8.02156666667,14.2810666667,16.5707333333,10.1241666667,41.9491,18.9214666667,9.07126666667,11.0181666667
525.90,15.1516,12.6928666667,8.01173333333,14.2692666667,16.5150666667,10.1246,41.9261666667,18.9150666667,9.05886666667,11.0032666667
526.25,15.1158,12.6747,7.98396666667,14.2445333333,16.4559333333,10.0914333333,41.8699,18.8934,9.01953333333,10.9707666667
526.59,15.0644666667,12.6489666667,7.9434,14.2238,16.3677333333,10.0508666667,41.8160333333,18.8378,8.97793333333,10.9368666667
526.94,15.0595333333,12.6908666667,7.9542,14.2342,16.3528666667,10.0549,41.8232666667,18.837,8.99466666667,10.9548666667
527.28,15.0659333333,12.7333333333,7.97476666667,14.2603333333,16.3542666667,10.0647333333,41.8507666667,18.8706,8.99613333334,10.9508
527.63,15.0604666666,12.7583666667,7.97286666667,14.2849333333,16.3446,10.0567,41.8754,18.8769333333,8.99999999999,10.9478
527.97,15.0714666667,12.7863333333,7.9894,14.3120666667,16.3592,10.0726333333,41.8674333333,18.8846666667,9.01300000001,10.9546333333
528.32,15.0864,12.8042333333,7.98336666667,14.3312,16.3482666667,10.0756,41.8595,18.8984,9.02893333334,10.9751666667
528.66,15.0968666667,12.8398333333,8.00013333333,14.3642,16.3597333333,10.0952,41.8797666667,18.9215333333,9.03759999999,10.9944666667
529.01,15.0710666667,12.8473666667,7.97876666667,14.3482,16.3442,10.0931666667,41.8453333333,18.9026666666,9.03480000001,10.9898
529.35,15.0752666667,12.8601,7.9742,14.3625333333,16.3342666667,10.0848,41.8487666667,18.8982666667,9.02206666667,10.9999333333
529.70,15.0968666666,12.9079,7.99636666667,14.3993333333,16.3637333334,10.1007666667,41.8722666667,18.9254,9.03459999999,11.0210666667
530.04,15.1058666667,12.9280666667,8.00406666667,14.4062,16.3742666667,10.1078666667,41.8829333333,18.9354,9.04453333333,11.0323
530.39,15.162,13.0113666667,8.0561,14.4651333333,16.4312666667,10.1544333333,41.9281666667,18.9992666667,9.07773333335,11.0935666667
530.73,15.1513333333,13.0285,8.0399,14.4891333333,16.4277333334,10.1339666667,41.8822666667,19.0048,9.05979999999,11.0704666667
531.08,15.1726,13.0743,8.06256666667,14.5339333333,16.4522,10.1498,41.8771,19.0227333333,9.09373333335,11.0996
531.42,15.2024666667,13.1209333333,8.09546666667,14.5976,16.4787333333,10.1800666667,41.8986333333,19.0716666667,9.10993333333,11.1188
531.77,15.2107333333,13.1686666667,8.11213333333,14.6346666667,16.4838666667,10.1781333333,41.9016333333,19.1111333333,9.12359999999,11.1397333333
532.11,15.2093333333,13.217,8.1385,14.6646,16.5063333333,10.1834333333,41.8976666667,19.1495333333,9.12346666665,11.1352666667
532.46,15.1986666667,13.2500666667,8.14793333334,14.6792,16.4969333333,10.1591333333,41.853,19.1526666667,9.0968,11.1318666667
532.80,15.2366,13.3031333333,8.16973333333,14.7434666667,16.5127333333,10.1755333333,41.8882333333,19.1815333333,9.10266666666,11.1525666667
533.15,15.2412,13.3295,8.1685,14.7617333333,16.5280666667,10.1789333333,41.9060333333,19.2036,9.10306666668,11.1533666667
533.49,15.2704666667,13.3881666667,8.18556666667,14.8137333333,16.5572,10.1919666667,41.9427,19.2549333333,9.14673333333,11.1732666667
533.84,15.2686666667,13.4333333333,8.20363333333,14.8848666667,16.5836666667,10.2118,41.9555333333,19.2964666667,9.16720000001,11.1905
534.18,15.2594666667,13.4499666667,8.20316666667,14.9236666667,16.6066,10.2043333333,41.9484,19.3225333333,9.17740000001,11.1745666667
534.52,15.307,13.5137333333,8.24246666667,14.9864,16.6592666667,10.2357666667,42.0410666667,19.3993333333,9.2138,11.2143
534.87,15.3214,13.5367666667,8.22846666667,15.0054,16.6464666667,10.2269333333,42.0409333333,19.4238666667,9.18399999999,11.2169333333
535.21,15.3332666667,13.5822,8.24136666666,15.0272666666,16.6612666667,10.2276,42.0487333333,19.4448,9.20226666665,11.2436666667
535.56,15.3626666667,13.6185,8.25653333333,15.0734666667,16.6756666667,10.2589333333,42.0485,19.4620666667,9.20426666667,11.2677666667
535.90,15.3104666667,13.6083333333,8.19853333334,15.0774,16.6354,10.2271333333,42.0532333333,19.4234,9.15953333333,11.2207333333
536.25,15.3395333333,13.6445666667,8.21093333333,15.1348,16.6662666667,10.2575666667,42.0999,19.4899333333,9.2004,11.2465333333
536.59,15.3305333333,13.6738333333,8.23093333333,15.1510666667,16.6664,10.2612666667,42.0825333333,19.5268,9.22353333334,11.2508
536.93,15.3336,13.7178333333,8.24500000001,15.1908666666,16.6562666667,10.2708666667,42.0676,19.5530666667,9.24620000001,11.2653
537.28,15.279,13.6867333333,8.21393333333,15.1928,16.6114,10.24,42.0168,19.5153333333,9.2118,11.2488333333
537.62,15.3078666667,13.7396666667,8.22553333333,15.2242666667,16.6259333333,10.2653,42.0320333333,19.5361333333,9.22346666667,11.266
537.97,15.3044666667,13.7562333333,8.21923333334,15.2386666667,16.6006,10.2757,42.0169333333,19.5411333333,9.22399999999,11.2565
538.31,15.2360666667,13.7206666667,8.1744,15.2094,16.5250666667,10.2296333333,41.9245,19.4838,9.16606666665,11.2251
538.65,15.1927333333,13.7640333333,8.19193333333,15.2496666667,16.5241333333,10.2242666667,41.8626666666,19.4686666667,9.17626666667,11.2171333333
539.00,15.1594,13.7717666667,8.1617,15.2645333333,16.4760666667,10.2043,41.8052666667,19.4476,9.15699999999,11.1936666667
539.34,15.1372,13.8244333333,8.1646,15.2988666667,16.4540666667,10.1979,41.7890333333,19.4679333333,9.18246666668,11.1997
539.69,15.1399333333,13.8321,8.16486666667,15.285,16.4297333333,10.1758,41.7254333333,19.4658,9.1792,11.2108
540.03,15.1282,13.8748,8.1822,15.3045333333,16.4204666667,10.1788,41.6969,19.4722,9.20213333334,11.2185333333
540.37,15.127,13.8815333333,8.15946666667,15.3042,16.3932,10.1667666667,41.6786,19.461,9.16393333334,11.2166
540.72,15.1142,13.8919333333,8.1558,15.3134,16.4,10.1704333333,41.6502333333,19.4709333333,9.1672,11.2393
541.06,15.1239333333,13.9248,8.1784,15.3192,16.404,10.1885666667,41.6169333333,19.4884666667,9.16506666665,11.2484666667
541.40,15.0868,13.9139,8.1464,15.3038,16.3706,10.1583333333,41.5832,19.4665333333,9.14526666667,11.2263333333
541.75,15.0598,13.9167333333,8.1373,15.3036,16.3566666667,10.1598,41.5405666667,19.4508666667,9.12126666667,11.2235666667
542.09,15.0578666667,13.9316333333,8.13356666667,15.3270666667,16.3507333334,10.1553333333,41.4995,19.4426666667,9.12293333333,11.2355333333
542.43,15.0381333333,13.9156,8.1088,15.3143333333,16.3369333333,10.1325666667,41.4868333333,19.4426,9.10333333332,11.2159
542.78,15.0442,13.9381333333,8.12323333333,15.3324666667,16.3512666667,10.1508,41.4332333333,19.4561333333,9.10873333334,11.2313333333
543.12,15.0049333333,13.915,8.09663333333,15.3089333333,16.3364666667,10.1195333333,41.3827666667,19.4288666667,9.07633333333,11.2122666667
543.46,14.9919333333,13.9502333333,8.11343333333,15.3357333333,16.3459333333,10.1442,41.3492333333,19.4511333333,9.08473333333,11.2236666667
543.81,14.9674,13.9411,8.07316666667,15.3389333333,16.3281333333,10.1420666667,41.3166333333,19.4288,9.05139999999,11.2002333333
544.15,14.9556666667,13.9646666667,8.08803333333,15.3786,16.3464,10.1408333333,41.2918666667,19.4593333333,9.05586666665,11.2101
544.49,14.9142,13.9533,8.05743333334,15.3592,16.3088,10.0989333333,41.2180666667,19.43,9.01586666666,11.1536666667
544.84,14.8962666667,13.9797666667,8.0284,15.3774666667,16.304,10.0877666667,41.2610333333,19.4450666667,9.00080000001,11.1334
545.18,14.8921333333,13.9683,8.028,15.3942666667,16.2990666667,10.0687,41.2445333333,19.4688,8.96759999999,11.1317666667
545.52,14.903,14.0260333333,8.02696666667,15.4451333333,16.2971333333,10.0461,41.2872,19.5068666667,8.97093333334,11.1266
545.87,14.9038666667,14.0701333333,8.04576666667,15.4666666667,16.3144,10.0554333333,41.3235333333,19.5595333333,8.98833333333,11.1201666667
546.21,14.9399333334,14.1444333333,8.07986666666,15.5453333333,16.3598,10.1039666667,41.3582,19.6152666667,9.00686666667,11.1611333333
546.55,14.9106,14.1634333333,8.0582,15.5360666667,16.3385333333,10.0759,41.3603666667,19.6077333333,8.97406666666,11.1267333333
546.90,14.9608666667,14.2443666667,8.10476666667,15.6022,16.3846666667,10.1126,41.3928,19.6736666667,9.00573333334,11.1559666667
547.24,15.0112,14.3027666667,8.14273333334,15.6837333333,16.4133333333,10.1361333333,41.4362666667,19.7271333333,9.03486666668,11.1739333333
547.58,15.0845333333,14.4148666667,8.24226666666,15.7766666667,16.4631333333,10.1858333333,41.5149,19.8235333333,9.1012,11.2493333333
547.92,15.1385333333,14.4910666667,8.2846,15.8368666667,16.5002,10.2208,41.5776333333,19.8729333333,9.14073333333,11.2966666667
548.27,15.2408666667,14.6156333333,8.38766666667,15.9549333333,16.5899333333,10.3000666667,41.7025,19.9874,9.22866666667,11.3986666667
548.61,15.2826666667,14.6575666667,8.4425,16.0168666667,16.6282,10.336,41.686,20.0298666667,9.26853333333,11.4332333333
548.95,15.3289333333,14.7766666667,8.5119,16.0908666667,16.6624,10.3948333333,41.6993,20.0906666667,9.33566666667,11.476
549.29,15.3666,14.7916,8.53543333334,16.1097333333,16.6592,10.4265666667,41.7074666667,20.1192,9.37399999999,11.5026
549.64,15.4144666667,14.8589,8.56480000001,16.1496666667,16.6804666667,10.4336,41.7006,20.1453333333,9.37866666667,11.5411666667
549.98,15.4523333334,14.9199333333,8.5757,16.1527333333,16.6306666667,10.4027333333,41.7139,20.1759333333,9.41506666666,11.5843
550.32,15.5164666667,15.0140666667,8.62850000001,16.2768,16.6832666667,10.4650666667,41.845,20.2972666667,9.4788,11.6515333333
550.66,15.5446,15.0864,8.65156666666,16.3565333333,16.7084,10.5205333333,41.9037666667,20.3516,9.50053333333,11.6839333333
551.01,15.6063333333,15.2072,8.69860000001,16.4078,16.7895333333,10.5946333333,42.0309,20.4642666667,9.55626666668,11.7779
551.35,15.5944666667,15.2120666667,8.66179999999,16.437,16.7931333333,10.5679333333,42.0231333333,20.4654666667,9.54406666665,11.7677666667
551.69,15.4978,15.1713666667,8.54750000001,16.3565333333,16.7361333333,10.4615666667,41.9916666667,20.4061333333,9.45666666667,11.6616666667
552.03,15.4844,15.2429666667,8.55486666667,16.4392,16.775,10.4756,42.0506333333,20.451,9.47660000001,11.6395666667
552.38,15.4575333333,15.2686333333,8.5292,16.4570666667,16.7368666666,10.4284666667,42.0516666667,20.4464666667,9.45153333335,11.6195
552.72,15.5107333334,15.3304333333,8.56573333333,16.5288,16.8035333333,10.5020666667,42.0740333333,20.5138666667,9.47979999999,11.6601666667
553.06,15.4762666667,15.3630666667,8.54620000001,16.5701333333,16.8023333333,10.4927333333,42.0565666667,20.5204666667,9.46873333333,11.6367
553.40,15.5248,15.4623333333,8.60986666667,16.6938666667,16.8784666667,10.5957333333,42.2071,20.6332666667,9.52439999998,11.6790333333
553.74,15.5647333333,15.5450333333,8.66429999999,16.7794,16.9576,10.6997,42.2586666667,20.7229333333,9.55080000001,11.7237333333
554.09,15.5187333333,15.5624333333,8.62203333333,16.7299333333,16.9132,10.6443666667,42.1637,20.6883333334,9.50193333333,11.6787666667
554.43,15.5288,15.5599333333,8.60693333334,16.7381333333,16.879,10.5797,42.1699333333,20.7153333333,9.48146666666,11.6518
554.77,15.4925333333,15.5404,8.55663333334,16.7546666667,16.8332666667,10.5339333333,42.0655,20.6765333333,9.42399999999,11.6292333333
555.11,15.5652,15.6517333333,8.65636666667,16.8424666667,16.9213333333,10.6211,42.1869,20.8142,9.46686666666,11.7272333333
555.45,15.6716,15.8267666667,8.80446666666,17.0166,16.9990666667,10.7672333333,42.2577,20.9406,9.56986666667,11.8618333333
555.80,15.7112,15.8665,8.80116666668,17.0335333333,16.9645333333,10.7904666667,42.2917666667,20.9701333333,9.55126666666,11.9303
556.14,15.8173333333,16.0174666667,8.89750000001,17.1660666667,17.0766,10.9066333333,42.4246333333,21.1216,9.64066666665,12.0217666667
556.48,15.8377333333,16.0858,8.92356666667,17.2186666667,17.0863333333,10.8921666667,42.5082333333,21.1578,9.68513333333,12.0775666667
556.82,15.854,16.1290666667,8.95196666667,17.2804666667,17.0999333333,10.8829,42.5442333333,21.2100666667,9.70959999999,12.1507
557.16,15.8040666667,16.1097333333,8.90489999999,17.2618,17.0453333333,10.8264666667,42.4476333333,21.1930666667,9.67560000001,12.1148
557.50,15.7416,16.1187333333,8.88453333335,17.2494666667,17.0092,10.7834666667,42.3910333333,21.1586666666,9.68353333334,12.0601
557.85,15.8004666667,16.1696333333,8.94786666667,17.3374666667,17.0667333333,10.8376666667,42.5118666667,21.2206666667,9.72319999999,12.1365
558.19,15.7072666667,16.1887333333,8.9017,17.3234,17.0579333333,10.8452666667,42.4644333333,21.1522,9.68760000001,12.1283
558.53,15.6807333334,16.2255,8.92583333333,17.2936666667,17.0324666666,10.8087333333,42.4662333333,21.1516,9.69493333333,12.0969333333
558.87,15.6503333333,16.2031333333,8.86599999999,17.2974666667,16.9503333333,10.7559,42.4197666667,21.1092666667,9.66966666666,12.0420666667
559.21,15.6686,16.2134666666,8.8705,17.3658666667,16.9540666667,10.7512666667,42.5110666667,21.1592666667,9.69713333331,12.0514666667
559.55,15.6546666667,16.2353,8.88986666666,17.4249333333,16.9583333333,10.7155333333,42.5022666667,21.1832666667,9.70053333333,12.0295666667
559.89,15.5240666666,16.1511666667,8.78793333333,17.3902,16.8312666666,10.5949333333,42.3597,21.0524666667,9.57760000001,11.9601333333
560.23,15.4520666667,16.1387666667,8.69759999999,17.3852666667,16.7783333333,10.5373,42.3125333333,21.0286666667,9.52193333333,11.92
560.58,15.5548666667,16.2542666667,8.7755,17.4906,16.8574666667,10.5935333333,42.4338666667,21.1319333333,9.55733333334,11.9962666667
560.92,15.5512,16.3191333333,8.7662,17.5274666667,16.8610666667,10.6059,42.4744333333,21.159,9.54326666666,12.0292333333
561.26,15.5888,16.3343333333,8.78239999999,17.6211333333,16.8753333333,10.601,42.4926333333,21.1868666667,9.55933333335,12.0933
561.60,15.647,16.4577333333,8.86106666667,17.7411333333,16.9366666667,10.6721,42.5312,21.3108,9.64486666667,12.1707
561.94,15.7432666667,16.5467333333,8.96649999999,17.8803333333,16.9864666667,10.7414333333,42.5927,21.4479333333,9.7082,12.247
562.28,15.8173333333,16.6052,9.00733333333,18.0141333333,17.0400666667,10.8063333333,42.6259666667,21.5275333333,9.72933333333,12.291
562.62,15.7970666666,16.6229,8.96413333335,18.0122,17.0186666667,10.7427,42.6104333333,21.5388,9.68153333335,12.2707666667
562.96,15.7647333333,16.6093,8.91543333333,17.9967333333,16.9876,10.7078666667,42.5676,21.5334,9.65413333335,12.2284
563.30,15.6940666666,16.5936333333,8.82170000001,17.9957333334,16.9343333333,10.6591,42.4991333333,21.5232666667,9.60119999999,12.2097
563.64,15.7642666667,16.6885,8.87316666665,18.0898,17.0094666667,10.7103,42.5575,21.6501333333,9.66853333333,12.2596666667
563.99,15.8292,16.7728333333,8.93530000001,18.2194,17.0512666667,10.7756333333,42.5875333333,21.713,9.67726666667,12.2641666667
564.33,15.7583333333,16.7680333333,8.88319999999,18.1896666667,17.0218666666,10.7272666667,42.4797666667,21.6599333333,9.65346666667,12.2250333333
564.67,15.8238,16.8572,8.92906666667,18.2930666667,17.0345333333,10.7903,42.4889333333,21.6790666667,9.74426666667,12.2742666667
565.01,15.8694,16.9507333333,8.96526666666,18.3553333333,17.0854666667,10.8503666667,42.5454,21.7738666667,9.80580000001,12.3277
565.35,15.8586,17.0109666667,8.95669999999,18.4061333333,17.0646666667,10.8655,42.4964333333,21.7718666667,9.80179999999,12.3192
565.69,15.8952666666,17.0730333333,8.97683333333,18.49,17.0884,10.8959666667,42.5301666667,21.8242666667,9.86499999999,12.3734
566.03,15.8823333333,17.1393333333,8.98163333334,18.5508,17.0417333333,10.9053666667,42.5120666667,21.8468,9.91740000001,12.3896666667
566.37,15.8889333333,17.2287,9.0244,18.6149333333,17.0831333333,10.9869,42.4971,21.8858666667,9.99346666667,12.4092
566.71,15.9258666666,17.3647,9.09156666666,18.7062666667,17.1348666667,11.0769333333,42.4542666667,21.9544,10.0430666667,12.5158666667
567.05,16.0002,17.4808,9.21200000001,18.7741333333,17.1975333333,11.1752,42.5066333333,22.0126666667,10.1204,12.5831666667
567.39,16.02,17.5388666667,9.23229999999,18.7925333333,17.1982666667,11.2007,42.5165,22.0312666667,10.1439333333,12.6235
567.73,16.0358666667,17.6077333333,9.24773333333,18.7903333333,17.2078666667,11.186,42.5407666667,22.0837333333,10.1894666667,12.683
568.07,16.1176666667,17.7327333333,9.33396666667,18.9084,17.2820666667,11.2990333333,42.5950333333,22.1867333334,10.2946666667,12.7397333333
568.41,16.111,17.7481333333,9.36653333334,18.9345333333,17.3113333333,11.3052666667,42.5603333333,22.2357333333,10.2894666667,12.7394666667
568.75,16.1021333334,17.8029666667,9.35403333333,18.9608666667,17.2743333333,11.3094333333,42.5682,22.2328666667,10.2719333333,12.7094
569.09,16.0978666667,17.8130333333,9.37250000001,18.9932666667,17.2564666667,11.3104666667,42.5350666667,22.26,10.282,12.7144333333
569.43,16.1768666667,17.9435333333,9.45509999999,19.0854,17.3047333333,11.3930333333,42.5904,22.3418,10.3539333333,12.7829333333
569.77,16.254,18.0561333333,9.54210000001,19.2042666667,17.4259333333,11.4779,42.7172333333,22.4854,10.4541333333,12.8699
570.11,16.3032,18.1122333333,9.59173333332,19.3014,17.441,11.5108,42.7558,22.5211333333,10.4594,12.8941333333
570.45,16.3209333333,18.1272,9.59366666667,19.3486666667,17.4439333333,11.4928666667,42.7903,22.5594666667,10.4889333333,12.8417666667
570.79,16.3004666667,18.1248333333,9.52363333332,19.3633333334,17.4252,11.4422,42.7589333333,22.5452,10.4466,12.7773
571.13,16.3618,18.2107666667,9.56296666667,19.4674,17.4916666667,11.5107,42.8294333333,22.6419333333,10.5304,12.8204
571.47,16.3932666666,18.2704333333,9.60856666667,19.5846,17.5172,11.5694,42.8221,22.6862666667,10.5577333333,12.8133
571.81,16.4057333333,18.3115,9.60936666665,19.6410666667,17.5074666667,11.5827,42.8196666667,22.7098,10.5554,12.8226333333
572.15,16.4284,18.3750333333,9.6332,19.6803333333,17.5199333333,11.6075666667,42.8249333333,22.7662666667,10.575,12.8535666667
572.49,16.4526666667,18.4253666667,9.64349999999,19.7524666667,17.5716,11.6362,42.8289666667,22.8216666667,10.601,12.8878666667
572.83,16.4581333333,18.4562,9.61986666666,19.7950666667,17.592,11.6179333333,42.9144666667,22.8553333333,10.5830666667,12.8822
573.17,16.3614,18.4116666667,9.51839999999,19.737,17.5165333333,11.5237333333,42.8047666667,22.7994,10.5215333333,12.8037333333
573.51,16.339,18.3789,9.49803333333,19.7228,17.4515333333,11.5032333333,42.7151,22.7244,10.4718,12.7663666667
573.85,16.3457333333,18.4109666667,9.50923333333,19.7495333333,17.4545333333,11.4822333333,42.6881333333,22.7594666667,10.5297333333,12.7910666667
574.19,16.4057333333,18.4952333333,9.56819999999,19.8342,17.4913333333,11.5479,42.7221666667,22.8204666667,10.5477333333,12.8562
574.53,16.4557333333,18.5808,9.65436666668,19.9269333333,17.5293333333,11.6331333333,42.7382333333,22.8941333333,10.6373333333,12.9375
574.87,16.4824666667,18.6580333333,9.70740000001,19.9835333333,17.5474,11.6612,42.7300333334,22.9061333333,10.6852666667,12.9701333333
575.21,16.4906666667,18.7099333333,9.72123333333,20.0040666667,17.5544666667,11.6637333333,42.7478666667,22.9386666666,10.7062666667,12.9981
575.55,16.4769333333,18.7086333333,9.7228,20.0308666667,17.5375333333,11.6635666667,42.7195666667,22.9712,10.7174666667,13.0038666667
575.89,16.481,18.7502,9.73030000001,20.0766666667,17.5215333333,11.6534666667,42.7081666667,22.9793333333,10.7308666667,13.0064333333
576.22,16.4962,18.7839333333,9.77240000001,20.1066666667,17.5154666667,11.6437,42.7384333333,23.0058,10.7236666667,13.0033
576.56,16.5374,18.8252,9.80696666667,20.123,17.5444,11.7207333333,42.6901666667,23.0451333333,10.7912666667,13.0285333333
576.90,16.6442,18.9266,9.90583333334,20.2356,17.6406666667,11.8251,42.7943666667,23.1682,10.8724,13.0738333333
577.24,16.7090666667,19.0316,9.96610000001,20.3237333333,17.7148,11.8842333333,42.8573,23.2888666667,10.9294,13.1196
577.58,16.7880666667,19.0890333333,10.0115333333,20.4145333333,17.7537333333,11.9534,42.9050333333,23.3448,10.9469333333,13.1626666667
577.92,16.7157333333,19.0058333333,9.91639999999,20.3532666667,17.6962666667,11.8591333333,42.7858,23.2609333333,10.9086,13.0835
578.26,16.7290666667,19.0475666667,9.92850000001,20.3822666667,17.6856,11.8506666667,42.8064666667,23.3175333333,10.8908666667,13.0977
578.60,16.6860666667,18.9907333333,9.88393333334,20.3658,17.6119333333,11.81,42.6994333333,23.3052666667,10.8106,13.0705333333
578.94,16.7010666667,19.0257666667,9.91456666667,20.3882,17.6571333333,11.8445,42.7112,23.3224666667,10.8622666667,13.0858666667
579.28,16.7926,19.1439333333,9.99673333334,20.4544666667,17.7145333334,11.9214666667,42.7249333333,23.3722,10.9139333333,13.1352
579.61,16.8601333333,19.2223,10.0596333333,20.5271333333,17.7490666667,11.9962666667,42.8170333333,23.4469333333,11.0008666667,13.1918666667
579.95,16.8951333333,19.2534333333,10.0812,20.5903333333,17.7692,12.0174333333,42.8221333333,23.4914,11.0257333333,13.2254666667
580.29,16.9608,19.3624,10.1406333333,20.6786666667,17.8186,12.0284,42.8689,23.5323333333,11.0836,13.313
580.63,16.8919333334,19.3600333333,10.1337333333,20.6538,17.7806666667,11.9978333333,42.7893666667,23.4649333333,11.0447333333,13.2935333333
580.97,16.9422,19.4460666667,10.1859,20.7488,17.8085333333,12.0596333333,42.8366,23.502,11.0646,13.3866
581.31,16.923,19.5421666667,10.2396333333,20.7966,17.8234666667,12.0753,42.7620333334,23.5354666667,11.0949333333,13.4353333333
581.65,16.9018666666,19.6092333333,10.2854333333,20.8375333333,17.8305333333,12.0682333333,42.7851333333,23.5742666667,11.0976666667,13.4529
581.98,16.9187333333,19.6385,10.2633333333,20.8566666667,17.8566,12.0678333333,42.7891,23.586,11.0944666667,13.4218333333
582.32,16.9351333333,19.6748,10.2469333333,20.8816666667,17.8556666667,12.0230333333,42.7884666667,23.5561333334,11.0948666667,13.4006
582.66,16.9224,19.6587,10.2213,20.8836,17.8012666667,12.0383666667,42.7169333333,23.5079333333,11.0542666666,13.4268
583.00,16.9094,19.6783333333,10.2026,20.9041333333,17.7734,12.0092333333,42.6958666667,23.5027333333,11.0253333333,13.4366
583.34,16.9664,19.7588,10.2501333333,20.9810666667,17.8298666667,12.0811333333,42.601,23.5496666667,11.0575333334,13.4993333333
583.68,16.9602,19.8497666667,10.2779,20.9943333333,17.8406666667,12.1409333333,42.5764333333,23.5692666667,11.0902,13.5119666667
584.01,16.8952666667,19.8051,10.2504333333,20.9691333333,17.7245333333,12.0635,42.4555333333,23.5094666667,10.9962,13.4139
584.35,16.9295333333,19.8307,10.2443,21.0262,17.7021333333,12.0373666667,42.4808,23.5369333333,10.9740666667,13.4087
584.69,16.8266,19.7648,10.1757666667,20.9301333333,17.6255333333,11.9104666667,42.3188333333,23.448,10.9588,13.3159666667
585.03,16.7338666667,19.7035666667,10.0931,20.8504666667,17.5352,11.8102333333,42.2719333333,23.3822666667,10.83,13.1829333333
585.37,16.8137333333,19.7731666667,10.1361,20.9562666667,17.54,11.8929666667,42.3034,23.4333333333,10.8706666667,13.222
585.70,16.8268666667,19.7516666667,10.1356,20.9932666666,17.4777333333,11.8622,42.2755,23.4049333333,10.8692,13.1933333333
586.04,16.8186666667,19.8349,10.1819333333,21.0444,17.521,11.9330333333,42.2739666667,23.4297333333,10.8817333333,13.2097666667
586.38,16.8319333333,19.8838666666,10.1934333333,21.1318666667,17.5085333333,11.9035666667,42.3042,23.5064,10.8621333333,13.1922333333
586.72,16.7991333333,19.9267666667,10.1767333333,21.1675333333,17.4833333333,11.882,42.3446666667,23.53,10.8098,13.1484
587.06,16.6616,19.7814,10.0053666667,21.0657333333,17.3236666667,11.6324333333,42.3789333333,23.4240666667,10.6116666667,12.9246666667
587.39,16.7248666667,19.8261,10.0606333333,21.1696,17.3595333333,11.6653666667,42.4135333334,23.4907333333,10.7000666667,12.967
587.73,16.7912,19.9893666667,10.0811666667,21.289,17.4823333334,11.7580333333,42.5319,23.6102666667,10.7906666667,13.0393
588.07,16.7788,20.0350666667,10.0793,21.3069333333,17.4772,11.7631666667,42.4719333333,23.6237333333,10.8082,13.0416333333
588.41,16.8432666667,20.1257,10.0889,21.4382666667,17.489,11.8023666667,42.6429666667,23.7197333333,10.7767333333,13.0628333333
588.74,16.791,20.1143666667,10.0048333333,21.4544,17.4009333333,11.7611,42.6159,23.667,10.748,12.9826333333
589.08,16.7539333333,20.1237,10.0051,21.4149333333,17.3804666667,11.7365666667,42.5457666667,23.6416666667,10.7344666667,12.9652333333
589.42,16.7579333333,20.2647,10.0654,21.4931333333,17.4384,11.7877666667,42.5720333333,23.6918666667,10.793,12.9974333333
589.76,16.7655333333,20.2566,10.0622,21.5091333333,17.3584,11.7394333333,42.6387333333,23.7456,10.8168666667,12.9939
590.09,16.8548,20.4409666666,10.1898333333,21.6262,17.5075333333,11.8507,42.8058,23.9245333333,10.9497333333,13.1137666667
590.43,16.8612,20.4678333333,10.2268,21.7074,17.5264,11.8814333333,42.7963666667,23.9358666666,11.0330666667,13.1424666667
590.77,16.8877333333,20.5788666667,10.2687,21.8127333333,17.5532666667,11.9913333333,42.7699333333,23.9648,11.1236,13.1859333333
591.11,16.8972,20.6034333333,10.2784,21.8664666667,17.5525333333,11.9954,42.751,24.0066,11.1128,13.1940333333
591.44,16.8490666667,20.5870666667,10.2878,21.8734666667,17.4881333333,11.9458333333,42.749,23.9927333333,11.0899333333,13.1809666667
591.78,16.8052,20.5755333333,10.2220666667,21.8739333333,17.4262,11.8958,42.7126333333,23.9441333333,11.0222666667,13.1137333333
592.12,16.752,20.5492,10.1523,21.854,17.3618666667,11.8360666667,42.6059333333,23.9315333333,10.9822,13.0016666667
