wavelength,Back_ThrSayf,Belly_ThrSayf,Breast_ThrSayf,Crissum_ThrSayf,Crown_ThrSayf,DorTail_ThrSayf,Patch10_ThrSayf,Patch11_ThrSayf,Rump_ThrSayf,Throat_ThrSayf,WingTip_ThrSayf
588.41,19.5524666667,51.0612,34.7617,44.4432,20.1572666667,15.344,21.8128666667,21.3968666667,21.60576,33.6271333333,11.5982285714
588.74,19.4603333333,50.9460666667,34.6803,44.3588666667,20.1329333333,15.2889333333,21.7336,21.3224666667,21.52264,33.5539333334,11.5702952381
589.08,19.4832,50.8736666666,34.5856,44.3277333333,20.1448666667,15.2918666667,21.6905333333,21.3244666667,21.4907466667,33.559,11.6372380953
589.42,19.4767333333,50.8314,34.5574666667,44.3266666667,20.1930666667,15.3154666667,21.6648,21.3148,21.4821866667,33.5735333333,11.7023142857
589.76,19.3903333333,50.7025333333,34.4292,44.2354666667,20.1544,15.1809333333,21.4964,21.1846666666,21.39564,33.5204,11.6637142857
590.09,19.361,50.7011333333,34.4097666667,44.2213333333,20.1356,15.1370666667,21.3918666667,21.0718,21.3234266667,33.4944,11.5922666667
590.43,19.4344666667,50.6534,34.4232,44.1462,20.2214666667,15.1996666667,21.4182666667,21.1348,21.3854666667,33.5445333333,11.7121619047
590.77,19.4172666667,50.5614666667,34.364,44.1254,20.2015333333,15.1486666667,21.3539333333,21.1056,21.3113866667,33.5104666667,11.6897047619
591.11,19.4542,50.609,34.3577666667,44.2026,20.199,15.1003333333,21.3280666666,21.0876,21.3052666667,33.5294666667,11.7504857143
591.44,19.3376,50.544,34.2919666667,44.2120666667,20.1044,14.9897333333,21.1971333333,20.9909333333,21.1918666667,33.477,11.6417904762
591.78,19.3339333333,50.5115333333,34.2593666667,44.2112,20.0873333333,14.9097333333,21.1178,20.9692,21.12852,33.4892,11.6180761905
592.12,19.3039333333,50.4452,34.2249666667,44.1487333333,20.1017333333,14.8907333333,21.0699333333,20.9104666667,21.09984,33.4752666667,11.6202857143
592.46,19.2325333333,50.3149333333,34.0942333333,44.007,19.9996666667,14.7774666667,20.9027333334,20.7936,20.96796,33.3790666667,11.5407333333
592.79,19.214,50.2172666667,34.0519,43.9506666667,19.9849333333,14.7566,20.8866,20.7532,20.9152666667,33.3182666667,11.531
593.13,19.1173333333,50.1336,33.9329,43.8647333333,19.9078,14.6673333333,20.751,20.6703333333,20.8052266667,33.2842,11.4899619048
593.47,19.0740666667,50.1296,33.9043666667,43.9124666667,19.8682666667,14.6092,20.6669333333,20.625,20.7312933333,33.2696666667,11.4255809524
593.80,19.0567333333,50.1457333333,33.9141,43.9388,19.8741333334,14.5632,20.5649333333,20.5966,20.68172,33.2955333333,11.4123904762
594.14,18.9865333333,50.0236666667,33.8688666667,43.8242,19.8623333333,14.5328,20.4501333333,20.5295333333,20.5845333333,33.2665333333,11.3778761905
594.48,18.9816,49.9934666667,33.8320666667,43.8051333333,19.91,14.5243333333,20.4086,20.4905333333,20.5728,33.2623333333,11.4148285714
594.81,18.9399333333,50.0132,33.8326666667,43.7992666667,19.9028,14.5319333333,20.2966,20.4485333333,20.5161066666,33.2722,11.3996857143
595.15,18.9741333333,50.1331333333,33.9272666667,43.9183333333,19.9882666667,14.6040666667,20.2914666667,20.4708,20.5283333333,33.3057333333,11.4427238095
595.49,18.9852,50.2020666667,34.0055333333,44.0235333333,20.0662,14.6318666666,20.3065333333,20.489,20.5146266667,33.4335333333,11.4851714286
595.82,18.9683333333,50.2096666667,33.9943666667,44.0108666667,20.0673333333,14.6050666667,20.2302,20.4311333333,20.44424,33.4594,11.4613047619
596.16,18.9582,50.2165333333,33.9605,44.0148,20.0867333333,14.5804666667,20.1814,20.4073333333,20.4059733333,33.4388666667,11.4947809524
596.50,18.9492666667,50.2226,33.9536333333,44.0178,20.1191333333,14.5797333333,20.1428666667,20.3596,20.3427066667,33.455,11.5125428571
596.83,18.9012666667,50.1540666667,33.8839333333,43.9630666666,20.1218666667,14.5972,20.1062666667,20.2921333333,20.30988,33.3745333333,11.5373238095
597.17,18.9006666667,50.1872,33.8868,44.0050666667,20.1541333334,14.601,20.0661333333,20.2896,20.3166666667,33.4043333333,11.5616095238
597.51,18.9115333333,50.1772666667,33.8897333333,44.0108,20.206,14.6417333333,20.0328666667,20.2961333333,20.3055733333,33.4481333333,11.6186761905
597.84,18.9246,50.1470666667,33.8993666667,44.019,20.233,14.6322,20.0209333333,20.2652666667,20.29532,33.4637333333,11.6782476191
598.18,18.8919333333,50.0878,33.7990666667,43.9428,20.2112666667,14.5324,19.9328666667,20.2262666667,20.2071466667,33.4566666667,11.6706380952
598.52,18.8488666667,50.0116,33.7136,43.8828,20.165,14.4662,19.8378666667,20.1481333333,20.145,33.3976666667,11.653
598.85,18.8346,49.9422666667,33.6667,43.8840666666,20.1534,14.4376666667,19.7588666667,20.1006666667,20.10728,33.3636,11.6748571429
599.19,18.8281333333,49.9141333333,33.6533333333,43.8926,20.1879333333,14.4442,19.6931333333,20.0733333333,20.0915866667,33.3532,11.6997619048
599.53,18.7628,49.8104666667,33.5364666667,43.8186666667,20.1388666667,14.3873333333,19.5728666667,19.9893333333,20.01592,33.3021333333,11.6906380952
599.86,18.7384,49.7524,33.5422333333,43.7933333333,20.1417333333,14.3298,19.4883333333,19.9400666667,19.9611733333,33.3719333333,11.6943523809
600.20,18.6701333333,49.601,33.4521,43.6934666667,20.0870666667,14.2834666667,19.4012,19.8710666667,19.8304933333,33.3474666667,11.696952381
600.53,18.6191333333,49.5196,33.3982,43.6752,20.0386,14.1966,19.3262666666,19.7638,19.7508933333,33.3124,11.6599809524
600.87,18.622,49.4808666666,33.3510666667,43.6734,20.0726666667,14.2461333333,19.2994,19.7460666666,19.7189466667,33.3463333333,11.6922
601.21,18.6108666667,49.4047333333,33.3186,43.6498,20.0734666667,14.2546,19.2366,19.7010666667,19.6692933333,33.3236666667,11.7272571429
601.54,18.6080666666,49.3738666667,33.2822,43.6294666667,20.0875333333,14.2508,19.1827333333,19.6767333333,19.6259333333,33.2965333333,11.7583333334
601.88,18.5230666667,49.2862,33.2134,43.532,20.0676666667,14.2091333333,19.1134666667,19.6148,19.55216,33.2716666667,11.7465428571
602.21,18.4910666667,49.2379333333,33.1605333333,43.4854,20.0072,14.1439333333,19.0256666667,19.5235333333,19.4398666666,33.3167333333,11.6958380952
602.55,18.4374666667,49.1635333333,33.1151,43.4334666667,19.9459333333,14.0502,18.9121333333,19.464,19.36952,33.2879333333,11.653952381
602.88,18.4591333333,49.2551333333,33.1316666666,43.4714666667,19.9482666667,14.0236666667,18.8789333333,19.4497333333,19.3456933333,33.3246,11.6381428571
603.22,18.4613333333,49.2219333333,33.0704,43.4544,19.9138,14.0002666667,18.8060666667,19.4246,19.3100266667,33.2755333333,11.6129809524
603.56,18.479,49.2476666667,33.0642666667,43.4779333333,19.9152,14.0149333333,18.7764,19.4245333333,19.29804,33.2962,11.6349904762
603.89,18.4499333333,49.2312666667,33.0343,43.4213333333,19.8558666667,13.9294666666,18.6724,19.3558,19.24384,33.2485333333,11.5867142857
604.23,18.4065333333,49.2178666667,33.0164666667,43.4269333333,19.8242666667,13.9124,18.5971333333,19.2916666667,19.2180533333,33.2468,11.5486095238
604.56,18.4560666667,49.2858,33.0594,43.4786666667,19.863,13.9467333333,18.5792666667,19.296,19.2281066667,33.3044,11.5550666667
604.90,18.4428666667,49.2326,33.0047,43.4366666667,19.8313333333,13.9269333333,18.4995333333,19.2628666667,19.18556,33.2702,11.5766285714
605.23,18.4234666667,49.2133333333,33.0034333333,43.4404666667,19.8126666666,13.9237333333,18.4399333333,19.2434,19.1562,33.2645333333,11.5923142857
605.57,18.4555333333,49.2276,33.0182333333,43.4951333333,19.8873333333,13.9646666667,18.4480666667,19.2712666667,19.16236,33.3078666667,11.6374761905
605.90,18.4700666667,49.1421333333,32.9504666667,43.462,19.9036,13.9782666667,18.4102,19.2616666667,19.1354533333,33.3144,11.6953428572
606.24,18.448,49.1789333333,32.9734666667,43.5308666667,19.9269333333,13.964,18.3772,19.1995333333,19.1218933333,33.3789333333,11.6846666667
606.58,18.4143333333,49.1496,32.9188666667,43.4818666667,19.9099333333,13.9062666667,18.2718,19.1242,19.0462666667,33.3904666667,11.6515238095
606.91,18.3754,49.1040666667,32.8383666667,43.5072666666,19.9272,13.9105333333,18.2095333334,19.0932,18.9618533333,33.4069333333,11.6755238095
607.25,18.3282,49.053,32.7614666666,43.4614,19.8658666667,13.8540666667,18.0956,19.0434,18.8528133333,33.4096666667,11.6390476191
607.58,18.2339333333,48.8952666667,32.6777333333,43.384,19.8089333333,13.7768,17.9607333334,18.9464,18.73788,33.3514666667,11.611752381
607.92,18.2144666667,48.8827333333,32.6166666667,43.3854,19.772,13.7462666667,17.8589333333,18.878,18.6417866667,33.3718666667,11.5829142857
608.25,18.1645333333,48.8126,32.5291333333,43.3320666667,19.7976,13.6888666667,17.8124,18.8157333333,18.5979466667,33.3365333333,11.5864857143
608.59,18.0552666667,48.6465333333,32.384,43.1735333333,19.6961333333,13.5960666667,17.6612,18.6534,18.4836933333,33.2379333333,11.5226095238
608.92,18.0636,48.6326,32.3573666667,43.1909333333,19.7137333333,13.6194,17.6480666667,18.6711333333,18.4777733333,33.2910666667,11.5559238095
609.26,18.058,48.4999333333,32.2404,43.0712,19.7188666667,13.6135333333,17.5833333333,18.6666666667,18.4152266667,33.2487333333,11.6252190476
609.59,17.9941333333,48.3494,32.1405,42.9487333333,19.6589333333,13.5736666666,17.4825333333,18.5931333333,18.3208266667,33.1831333333,11.5991333333
609.93,17.8874,48.1366,31.9936333333,42.7367333333,19.5864666667,13.5,17.3772,18.4616,18.2186933333,33.0684666667,11.5489523809
610.26,17.8881333333,47.9476666667,31.9009,42.6326,19.5755333333,13.4732,17.3434666667,18.4356666667,18.18,33.0236,11.5891333334
610.60,17.8487333333,47.8407333333,31.8018,42.5085333333,19.5306666667,13.4346666667,17.2551333333,18.3681333333,18.07796,32.9621333333,11.5897904762
610.93,17.8385333333,47.7870666667,31.7900333333,42.4878,19.5353333333,13.4484,17.2311333334,18.3284,18.0725866667,33.0189333333,11.6046857143
611.27,17.787,47.63,31.6886666667,42.3660666667,19.4750666667,13.4434,17.1234666667,18.2488,17.9732266667,32.9354666667,11.5736952381
611.60,17.8213333333,47.6396,31.6953666667,42.3612,19.4752,13.4798666667,17.1296,18.2932666667,17.98112,33.0031333333,11.6391238095
611.93,17.6557333334,47.4498,31.5537333333,42.2374,19.3443333333,13.3486666667,16.9688,18.1141333333,17.8327066667,32.8639333333,11.5335904762
612.27,17.5597333334,47.3807333333,31.5047666667,42.1552666667,19.2397333333,13.2665333333,16.8469333333,17.9960666667,17.7408666667,32.8112666667,11.4281714286
612.60,17.521,47.3582666667,31.4530666667,42.1549333333,19.2178,13.2528,16.8083333333,17.9844666667,17.7230133333,32.803,11.4323428571
612.94,17.5644666667,47.4224666667,31.5398333333,42.2459333333,19.1824666667,13.2480666667,16.7828666667,18.0180666667,17.72952,32.8945333333,11.4637047619
613.27,17.4227333333,47.4433333333,31.4841,42.2126666667,19.0868666667,13.1492666667,16.6268666666,17.8562,17.5910133333,32.8180666667,11.3706095238
613.61,17.3966666667,47.4057333333,31.454,42.2205333333,19.0450666667,13.136,16.6207333333,17.8223333333,17.5747066667,32.8123333333,11.3656190476
613.94,17.4205333333,47.3644,31.4666666667,42.2625333333,19.0766666667,13.1291333333,16.6007333333,17.8259333333,17.5618533333,32.805,11.4089142857
614.28,17.4319333334,47.4303333333,31.4812333333,42.3131333333,19.0579333333,13.0856666667,16.5574,17.8132,17.54052,32.8584666667,11.4095523809
614.61,17.412,47.4883333333,31.4824,42.4001333333,19.0552666667,13.0312,16.4875333333,17.7172666667,17.47212,32.8721333333,11.3620190476
614.94,17.4579333333,47.5001333333,31.5294666667,42.3566666666,19.0606666667,13.0727333333,16.4271333333,17.7396,17.42676,32.9084666667,11.3856476191
615.28,17.505,47.5399333333,31.5262,42.4252666667,19.1366666667,13.0965333333,16.4418,17.7635333333,17.4143333333,32.9843333333,11.4786095238
615.61,17.5031333333,47.5338,31.5336333333,42.3549333333,19.1242,13.0904,16.3772666666,17.6998,17.3366266667,32.9436666667,11.5178761905
615.95,17.5607333333,47.6556666667,31.5136666667,42.4958666667,19.1832,13.1007333333,16.3619333333,17.7026,17.3264133333,33.001,11.5598285714
616.28,17.5884,47.6322666667,31.5069,42.4725333333,19.2782,13.1624,16.3783333333,17.7274,17.3595466667,33.0521333333,11.6230380952
616.61,17.5507333334,47.6896666666,31.4865333333,42.4752666667,19.2926666667,13.1919333333,16.3232666667,17.7284,17.3688933333,33.1558666667,11.6306
616.95,17.5885333333,47.7845333333,31.4755,42.4887333333,19.3274666667,13.2123333333,16.3111333333,17.7762666667,17.39184,33.1721333333,11.6807238095
617.28,17.6787333333,47.8417333334,31.5561,42.5980666667,19.463,13.3710666667,16.3929333333,17.8798666667,17.4843733334,33.3322,11.7957523809
617.62,17.7371333333,47.8822666667,31.5846,42.6238666667,19.5514666667,13.4485333333,16.4058,17.9277333333,17.5309333333,33.4164,11.9086380952
617.95,17.7376666667,47.9325333333,31.5458,42.7096666667,19.558,13.4234666667,16.3810666667,17.9210666667,17.5397333333,33.4336,11.9367238095
618.28,17.6230666667,47.8215333333,31.4384333333,42.6048,19.4348,13.3698,16.2884666667,17.758,17.45148,33.3382,11.861352381
618.62,17.6898666667,47.8852,31.5078,42.7654,19.5023333333,13.4232,16.3508,17.8432,17.5129333333,33.4878,11.9569619048
618.95,17.6844666667,47.8084666667,31.4576,42.6576,19.5023333333,13.4628,16.3071333333,17.8258,17.5125466667,33.4605333333,11.9768285714
619.28,17.6223333333,47.7416666667,31.3695,42.6340666667,19.3643333333,13.3480666667,16.195,17.7216666667,17.4076933333,33.4358666667,11.9392761905
619.62,17.5764666667,47.6281333333,31.2234,42.5393333333,19.3112666667,13.2208666667,16.0698,17.6371333333,17.29092,33.2936,11.8745714286
