wavelength,Back_PooHypf,Belly_PooHypf,Breast_PooHypf,Crissum_PooHypf,Crown_PooHypf,DorTail_PooHypf,Patch10_PooHypf,Patch11_PooHypf,Patch12_PooHypf,Rump_PooHypf,Throat_PooHypf,WingTip_PooHypf
185.63,-11.3296666667,34.082375,48.50175,44.8500833333,52.1535833333,15.5430833333,12.45325,18.1022222222,23.2209166667,15.6902023809,50.4214166667,45.0374166667
186.01,-25.30125,26.1044166666,42.2691666667,39.15675,46.8875833334,16.1646666667,11.1445833333,14.1897777778,17.0684166667,9.55257142857,47.4899166666,36.747
186.39,-28.7974166667,24.9999583333,37.552625,40.5063333333,42.6160833333,10.865,10.4429166667,12.5174444444,14.1351666667,9.46353571429,45.4115,32.3839166667
186.77,-25.8130833333,25.4573333333,37.1950833333,39.8371666667,46.8498333333,12.8049166667,12.70325,14.363,18.1911666667,13.0372142857,43.191,32.8251666667
187.15,-18.6509166666,31.299625,39.7321666667,48.90875,47.7183333333,22.02375,17.1625833333,28.7037777778,21.6269166667,20.4223809524,47.3213333333,37.0039166667
187.53,-16.66675,30.370375,36.0646666667,45.7406666667,43.9815833333,19.8148333333,15.0925833333,30.9877777778,22.31475,13.6110952381,42.4075416667,28.6110833333
187.91,-28.7035833333,27.1989583333,34.2592916667,45.6018333333,43.5184166667,15.04625,11.45825,33.6418888889,27.6620833334,10.0529166667,46.2385,19.32875
188.29,-22.1460833333,32.0205416666,36.5296666667,46.46125,45.7762499999,18.4931666667,23.1733333333,43.6835555556,38.927,11.9862619047,49.9430833333,23.0594166667
188.67,-9.41566666666,38.041125,37.12125,44.9133333333,52.0560833333,25.8655,34.7401666667,48.0518888889,42.5325,19.0321428571,57.4134583333,29.3290833333
189.05,-4.57316666667,42.5304166667,36.73775,42.6828333333,50.60975,29.0650833333,34.1464166667,49.9998888889,44.309,18.5104285714,53.04875,26.931
189.43,-1.01849999998,42.176,34.2127916666,35.27775,43.5185833333,29.0740833333,32.7776666666,46.9135555556,40.2779166667,16.4417976191,51.203625,25.2778333333
189.81,-10.2408333333,35.04,24.69875,23.4940833333,28.0118333333,22.2893333333,21.4859166667,35.2075555555,31.526,4.27411904762,45.5823333333,10.241
190.19,-19.81975,24.4932916667,13.73875,12.1621666667,16.1033333334,7.99533333333,4.84233333333,21.7718888889,19.3695,-8.14028571428,36.2048333333,-5.74333333335
190.57,-20.8333333333,21.25,5.72916666667,3.4375,8.33333333335,1.97916666668,-7.49977857595e-12,12.3611111111,16.875,-13.630952381,28.1770833334,-8.33333333333
190.95,-8.60525,26.2227916667,4.80062499999,8.3335,8.69566666665,6.06883333332,4.34783333333,21.9806666667,17.5725833333,-10.7918928571,29.936625,-2.44574999999
191.33,-1.49833333334,28.839,3.74529166668,11.6105,14.045,7.95883333332,9.92524999999,24.7191111111,27.0599166667,-10.2728928571,37.0319583333,-0.842750000008
191.71,-8.00866666665,25.974,-5.78995833332,4.22074999997,3.355,2.1645,10.0648333333,18.4703333334,21.3201666667,-23.9949642857,34.9025416667,-7.14283333335
192.09,-1.89400000002,28.1723333334,-0.284041666658,10.606,9.84841666665,7.0075,12.216,22.9798888889,22.6325833333,-19.8863809524,35.416625,2.36741666665
192.47,-4.86875000001,23.8767083333,-8.5205,4.02625,4.02616666668,1.6855,-0.749166666683,17.1036666667,14.2320833334,-28.424297619,28.1833333334,1.59175
192.85,-23.1481666667,8.28208333332,-32.66475,-11.9340833333,-17.4896666667,-13.6830833333,-22.5308333333,0.685777777767,0.514250000007,-48.7802976191,9.36220833333,-15.9466666667
193.23,-34.8485,-8.87458333333,-48.9719166667,-27.7056666666,-29.65375,-26.0823333333,-34.9566666667,-13.9971111111,-9.19908333332,-63.2344285713,-1.89391666675,-29.2208333333
193.61,-53.58975,-26.9870833334,-78.91025,-48.9744166667,-54.3590000001,-43.9743333334,-56.1539166666,-32.3077777778,-29.7436666667,-95.3479285715,-20.0,-51.7948333332
193.99,-60.4839999999,-41.3306666667,-93.8845833332,-53.2259166668,-62.2311666666,-53.0914166665,-65.1882500001,-40.1432222222,-38.9785,-109.965452381,-31.7877083333,-60.3493333334
194.37,-51.9841666667,-31.5477083332,-92.3942499999,-47.3545833333,-59.2591666667,-40.8730833335,-49.2062500001,-30.6878888889,-33.2010833333,-109.429404762,-27.9099583333,-53.9681666667
194.75,-52.2728333334,-35.1515416666,-101.060541667,-44.6970833334,-58.7877499999,-34.9999999999,-43.6364166666,-23.2323333333,-22.5756666667,-118.376630952,-26.7423333333,-54.8483333333
195.13,-88.8257500001,-64.0153750001,-147.064375,-66.6666666667,-85.2272500001,-54.5454166667,-62.8788333334,-51.7676666667,-37.5,-154.761880952,-53.8825416666,-82.197
195.51,-112.984416667,-93.217,-170.833458334,-90.6976666667,-115.891583333,-72.0930000001,-81.3954999999,-74.4186666668,-51.1625,-168.244690476,-79.1666666666,-100.775416667
195.89,-73.3919166667,-55.8479583332,-115.789375,-56.1401666666,-69.2983333333,-37.71925,-42.1053333334,-36.0624444444,-13.3040833333,-105.889702381,-44.8832083334,-62.4268333334
196.27,-87.0,-71.9999999999,-140.0,-69.0,-80.6666666667,-44.8333333332,-46.3333333333,-44.6666666667,-19.1666666667,-118.547619048,-57.6666666666,-77.1666666667
196.65,-94.21775,-72.4491666668,-154.081791667,-76.0202500001,-87.0749166667,-50.0000833335,-47.2788333332,-52.8344444443,-23.4695,-120.991202381,-66.8368333333,-93.3673333332
197.03,-59.6490000001,-39.3273333333,-104.459125,-45.3216666666,-56.8713333334,-21.4911666667,-17.39775,-19.1033333333,-1.16950000002,-81.411797619,-37.0613749999,-65.6433333334
197.40,-62.8785833334,-52.196875,-109.166666667,-45.9090833333,-71.9696666666,-20.9091666666,-20.303,-26.6667777778,-3.63633333333,-85.6278214285,-48.1060416667,-71.8180833334
197.78,-46.55175,-38.6495416666,-93.1035,-27.4425833333,-56.17825,-13.3620833333,-6.89658333333,-7.47111111113,15.8045833333,-63.4441547619,-35.1294583334,-59.6265
198.16,-26.389,-19.8610416668,-77.152625,-16.8055833333,-41.25,3.47225,10.83325,11.4816666667,39.0278333333,-45.3175119048,-20.0695833333,-47.2221666667
198.54,-40.0,-37.8125,-111.354166667,-22.2916666667,-67.9166666666,1.04166666658,10.4166666667,17.7777777778,68.75,-62.8273809525,-37.6041666667,-73.3333333333
198.92,-95.5127500001,-84.4552083332,-210.577166667,-77.56425,-148.397583333,-40.0641666666,-42.9486666666,-5.9829999999,49.3589999999,-136.813071428,-111.217875,-158.333416667
199.30,-69.7916666666,-69.2708333333,-170.572916667,-71.6145833332,-129.6875,-32.8125,-35.9375000001,-8.68055555547,30.46875,-119.010416667,-99.0885416667,-142.708333333
199.68,-28.6821666667,-28.0039166667,-109.108375,-28.6821666667,-77.7132499998,0.968833333408,-3.48858333332,23.5141111111,37.20925,-69.1030595237,-52.5193749999,-83.9146666666
200.06,-38.1943333334,-51.851875,-149.884208333,-45.8333333333,-123.148083333,-14.8148333332,-37.7314166667,0.617333333233,11.8056666667,-103.802988095,-90.7407916667,-118.5185
200.44,-52.2728333333,-60.9846250001,-196.085791667,-68.6868333333,-158.585916667,-28.78775,-61.1111666667,-20.5387777777,-0.505166666643,-129.112428571,-118.560708333,-149.495083333
200.82,-45.8333333334,-53.5156250001,-194.401041667,-76.3020833333,-163.541666667,-17.7083333333,-54.9479166667,-20.486111111,1.56249999998,-126.636904762,-121.09375,-138.020833333
201.19,-74.9998333333,-95.4165416667,-256.666583333,-124.1665,-207.777666667,-54.1666666668,-92.5,-55.9258888889,-28.8887500001,-170.079333333,-170.833291667,-172.5
201.57,-108.333416667,-144.675833333,-443.981583333,-227.314916666,-332.870416667,-96.2961666667,-151.851833333,-51.2345555557,-50.9259999999,-277.645488095,-283.333458333,-304.166583334
201.95,-285.714416667,-420.833291667,-1176.78566667,-601.190583333,-877.380916667,-254.761916667,-364.28575,-136.507888889,-96.4285833334,-756.80277381,-776.190541666,-804.761833333
202.33,-280.952333333,-437.500041667,-1189.28579167,-594.047416667,-878.571416667,-313.095166667,-354.761833333,-122.222222222,-151.190416666,-692.006666667,-786.309541667,-779.761916666
202.71,-73.1061666666,-142.424208333,-372.916708333,-198.106083333,-268.181833333,-103.788,-100.757666667,-22.7272222224,-45.4545,-205.573523809,-255.492375,-240.909166667
203.09,-76.9444166666,-133.611166667,-279.86125,-168.611,-211.666666667,-92.5000000001,-80.0,-42.5926666666,-45.5557499999,-163.571369048,-193.611041667,-186.666666667
203.47,-92.2838333334,-171.296416667,-321.142041667,-207.09875,-252.1605,-108.950666667,-113.2715,-74.4856666667,-45.3704166666,-187.698380952,-221.296333333,-211.111083333
203.85,-134.46975,-242.424125,-427.841041667,-299.621166667,-339.772666667,-177.651583333,-167.803,-134.848444445,-89.0152499998,-250.270583333,-304.734916667,-277.651416667
204.22,-693.055416666,-1081.250125,-1795.833375,-1298.61108333,-1395.83333333,-876.388916667,-759.722083334,-644.444555555,-540.277833332,-1051.78572619,-1238.19458333,-1133.3335
204.60,-651.190500001,-984.523958335,-1534.52370834,-1176.19058333,-1261.90475,-820.238083333,-722.619083332,-633.333444443,-541.666583334,-967.176738094,-1134.52379167,-964.285666665
204.98,-886.666666666,-1510.83333333,-2137.5,-1575.0,-1771.66666667,-1230.0,-1055.0,-846.666666666,-820.0,-1375.95238095,-1635.83333333,-1340.0
205.36,3475.0,7220.83333332,9758.33333333,7008.33333333,7958.33333333,5516.66666667,4525.0,3666.66666666,3683.33333333,6365.47619047,7300.0,6016.66666668
205.74,-151.388833333,-344.444333333,-464.351875,-350.000083333,-398.611083333,-259.72225,-186.574166667,-159.259333333,-178.24075,-312.896845238,-336.342625,-273.148083333
206.12,-73.8094999999,-195.6845,-279.761958333,-213.988083333,-249.999833333,-145.238083333,-111.309583333,-92.460222222,-109.523666667,-172.619011905,-204.464375,-147.916833333
206.50,-66.4284166666,-148.5715,-218.571458333,-175.000166667,-206.6665,-110.238083333,-87.8571666667,-80.6348888889,-84.5236666665,-147.176809524,-171.309541667,-135.9525
206.87,-41.0570000001,-104.369833333,-170.426833333,-139.227666667,-161.382083333,-65.4470833334,-60.569,-57.7236666668,-65.8536666666,-115.214857143,-124.186958333,-95.3251666668
207.25,-1.59566666668,-62.7659583333,-128.989333333,-99.9999999998,-114.184416667,-32.8015833333,-25.0000833333,-26.4774444443,-37.2340833334,-78.1156785715,-78.6348333334,-58.3332500001
207.63,11.7523333333,-62.0725833334,-150.213583333,-107.692333333,-125.000083333,-34.4017499999,-19.8716666667,-14.2448888887,-58.3333333333,-91.7582380952,-88.461625,-72.0085833333
208.01,-2.33333333335,-99.0000000002,-257.333333333,-172.0,-212.0,-67.6666666667,-50.3333333332,-28.0,-111.0,-175.952380952,-165.666666667,-144.0
208.39,39.9621666667,-26.3259166667,-105.113708333,-64.7728333334,-79.1666666666,1.515,10.9846666666,29.7978888889,-29.1667500001,-62.9330357143,-59.5644583333,-62.6891666667
208.77,58.4876666667,-5.70991666666,-54.5523333332,-26.08025,-47.5308333333,18.8270833333,39.6605833334,54.9382222223,3.39508333349,-24.7353928572,-23.919875,-31.3271666667
209.14,64.05225,5.47383333334,-46.3235416667,-21.5684166667,-50.3268333333,24.6731666667,51.6341666666,55.5555555556,20.5882500001,-22.7124523811,-15.522875,-31.0456666666
209.52,67.2839166668,13.8889583333,-33.7191666667,-22.3765,-52.46925,29.321,50.4629166667,58.4361111112,30.8640833333,-15.0793928572,-12.8857083334,-19.59875
209.90,96.318,16.5697083333,-51.9379166667,-25.5814166667,-69.3797499999,33.527,46.124,57.3644444445,40.3101666666,-20.902452381,-24.2247083333,-32.1706666668
210.28,81.9820833333,-7.54516666667,-90.878125,-62.8376666667,-104.279333333,5.40541666667,30.1800833333,33.9338888889,19.1443333333,-59.3307738094,-56.5315416666,-74.0990833333
210.66,97.8495,-21.9086666668,-115.457041667,-93.2795833334,-137.903,-13.7095833334,21.7741666667,25.8065555553,8.60208333333,-77.9568571429,-69.8926666666,-86.2903333332
211.03,84.6155,-36.2179583333,-164.262791667,-119.551333333,-178.84625,-65.7051666667,-10.8975000001,-5.9830000001,-11.5385000002,-110.897369048,-105.128083333,-127.2435
211.41,90.4760833333,2.67850000008,-129.761791667,-93.75,-153.27375,-41.6666666666,7.44050000007,22.6189999999,-8.24968982016e-11,-75.3827023811,-68.7500416667,-87.2023333333
211.79,72.8394999999,-4.01250000008,-141.820958333,-114.506166667,-176.234583333,-70.9877500001,-8.33333249988e-05,13.5801111109,0.926083333243,-82.3632380952,-70.8333333334,-94.7529999999
212.17,74.1666666667,-32.9166666667,-210.416666667,-202.916666667,-263.333333334,-135.0,-22.4999999998,-17.2222222223,-29.1666666669,-136.488095238,-101.458333333,-137.916666667
212.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.92,76.3889166667,268.055583334,1029.16658333,881.944500001,1069.4445,615.277749999,320.833333333,450.000111111,334.72225,789.285666667,531.249958333,606.944333334
213.30,79.4444166667,194.722291667,511.388916667,430.555583333,470.555583333,301.11125,206.111166667,248.888888889,217.77775,372.777857143,288.333416667,327.777916667
213.68,29.4445000002,145.277666667,460.833291667,360.555583333,383.333416667,238.88875,128.333333334,210.370333333,181.111,305.555547619,234.444541667,271.666583334
214.06,29.1667499999,153.472083333,549.999958333,420.83325,453.472166667,277.77775,106.25,219.444444444,211.805666667,378.174702381,262.499833333,309.72225
214.44,13.0000000001,72.6666666667,240.166666667,174.333333333,205.666666667,126.333333333,53.6666666667,106.222222222,103.666666667,181.619047619,117.833333333,125.0
214.81,39.1666666666,71.2499999999,177.604166667,127.5,147.5,103.125,60.8333333333,94.1666666664,93.7499999998,140.952380952,101.5625,94.375
215.19,32.47875,70.4060416666,163.354791667,126.282,146.58125,83.7606666665,57.2650833335,88.8888888891,87.8204999999,142.76572619,97.7564166667,97.0085000001
215.57,49.3333333334,86.5833333332,146.083333333,114.0,137.833333334,89.1666666667,66.5000000001,98.6666666664,78.6666666666,135.047619048,104.083333333,102.833333333
215.95,37.0565000001,80.3191666667,138.829666667,101.241,123.758833333,75.0000833333,54.2555,87.7066666667,67.0210000001,132.345488095,99.3794166666,87.766
216.32,18.8035000001,74.2518333333,119.337583333,84.4017499998,118.376166667,57.9060833335,36.9655833333,86.324777778,47.4359166666,122.649642857,93.5897916667,78.6325000001
216.70,34.6772500001,108.064583333,138.440833333,115.053916667,154.03225,84.1396666668,60.7525833332,123.655777778,72.0431666667,153.917059524,123.118416667,104.838666667
217.08,47.5806666667,111.290416667,144.220375,110.752666667,144.086166667,85.2151666667,61.5590833334,110.752888889,79.0323333334,143.125964286,124.327958333,120.430166667
217.46,23.1884166668,97.2825000002,128.9855,111.594166667,160.144833333,70.2899166667,42.7535833332,100.000111111,76.4492500001,153.623166667,116.666833333,115.942083333
217.83,56.0604166667,112.878666667,134.848625,112.62625,151.767666667,94.6970000002,80.8079166667,121.885444444,96.2122500001,147.510797619,107.32325,129.040333334
218.21,71.6665833332,127.738125,132.976166667,110.238166667,149.999916667,98.8096666668,80.2381666668,125.396888889,101.428583333,134.353761905,115.714333333,133.333333333
218.59,101.666666666,216.25,205.0,194.583333333,247.5,140.833333333,116.25,184.444444444,155.833333333,193.035714286,182.5,215.416666667
218.97,433.333333333,2620.83333333,1983.33333333,1941.66666667,2616.66666667,800.000000001,400.0,1811.11111111,1041.66666667,1778.57142857,1808.33333333,2775.0
219.34,55.0000000002,-385.833333333,-278.333333333,-295.0,-351.666666667,3.33333333332,73.3333333325,-164.444444445,36.6666666658,-149.047619048,-240.0,-440.0
219.72,115.0,-339.166666666,-152.5,-246.666666667,-176.666666667,113.333333333,123.333333333,-75.5555555557,93.3333333334,-32.142857143,-230.833333333,-403.333333333
220.10,50.8333333333,-122.083333333,-34.5833333332,-127.5,-73.3333333332,110.0,22.5,3.33333333333,75.8333333335,57.261904762,-114.583333333,-178.333333334
220.47,33.3331666665,-131.944541667,-113.888916667,-179.166583333,-64.5833333334,94.4444166666,-31.2501666665,-18.5185555557,11.8055833333,-0.8928690475,-186.458416666,-196.527916667
220.85,708.333333335,-1054.16666667,-945.833333335,-2033.33333333,-591.666666666,1608.33333333,-108.333333335,355.555555557,666.666666667,51.19047619,-2150.0,-2325.0
221.23,-68.51875,186.574041667,104.629791666,307.407333333,150.925916667,-157.407416667,45.3703333332,-13.5802222223,-33.3334166667,100.132321429,300.925916667,270.370416667
221.61,1491.66666667,-774.999999998,-329.166666667,-1675.0,-558.333333332,2541.66666667,750.0,788.888888889,1658.33333334,123.809523807,-2100.0,-1266.66666667
221.98,850.0,-720.833333334,-533.333333332,-2258.33333333,-691.666666666,2450.0,525.000000002,600.000000002,1633.33333333,-191.666666668,-2725.0,-1366.66666667
222.36,102.381083333,25.0000416665,6.54754166682,-100.595333334,25.0,215.476083333,69.0475,90.4761111111,183.928666667,28.231345238,-132.738125,-30.9523333334
222.74,47.5000000001,3.1250000001,-34.5833333333,-69.1666666667,3.75,117.5,32.9166666666,43.3333333332,120.416666667,-18.0357142858,-99.5833333333,-50.4166666667
223.11,24.3054999999,-26.2153333333,-55.9027916666,-93.4026666667,-41.3195,73.2638333334,1.38891666667,4.62977777778,54.5137499999,-54.7619285714,-115.624958333,-67.361
223.49,-8.33332500028e-05,-216.0715,-297.618875,-391.666583333,-242.857166667,109.52375,-89.2858333335,-136.508111111,77.3809999998,-322.449107142,-474.404625,-261.904833333
223.87,-80.5555833332,-299.999916667,-470.833333333,-530.555666667,-444.4445,22.2221666668,-165.277749999,-222.222333333,-20.8331666668,-545.238095239,-555.5555,-372.22225
224.24,44.4446666667,-89.9303750002,-166.319291667,-163.194333333,-184.027666666,54.1666666668,9.02783333325,-57.4073333333,61.8054166664,-235.912738095,-203.819416666,-140.277833333
224.62,41.6669166667,-1.78566666675,-47.6189999999,-42.8570833334,-97.2221666666,56.7458333334,24.6029999999,6.34933333322,83.3333333333,-97.5056666667,-57.7378750001,-35.7141666668
225.00,39.5060833332,-9.10487499997,-35.1851666667,-32.4073333334,-79.9382499999,23.7655,6.17283333317,-4.93844444423,58.9505833333,-63.448095238,-42.5926666667,-11.4196666666
225.38,21.1536666667,0.42741666665,-27.0299583333,-21.5811666666,-54.48725,10.2561666666,-0.641,-13.6751111111,34.6154166667,-44.7802142857,-36.3247083333,-9.40175
225.75,1.62591666667,-21.95125,-44.9187083333,-42.6828333333,-59.9592499999,-13.0080833333,-22.9676666666,-24.6611111111,12.6018333334,-57.8106309525,-45.2234583333,-25.4064166667
226.13,9.29483333333,-6.57066666668,-20.593,-19.0705,-38.6218333334,-4.32683333333,-5.60899999998,-2.35055555554,13.3014166667,-36.6299047618,-27.8845,-9.93591666667
226.51,5.43983333333,-5.26629166668,-8.85416666666,-17.47675,-29.398,5.32399999999,-4.86125,1.69766666667,11.3425833333,-23.9253333334,-18.344875,-4.05091666667
226.88,14.3936666667,13.3995833333,12.4528333333,-5.87125000002,-10.4168333333,21.4015833333,10.7955,10.7323333333,19.4128333333,1.36620238096,-0.378833333343,10.4168333333
227.26,19.697,24.663375,22.053875,4.20875,4.20883333333,27.2729166666,17.8450833333,17.8452222222,32.3231666667,15.139547619,12.6262916667,22.1381666667
227.64,16.5203333333,26.644875,22.5145833333,6.28650000001,6.35966666667,23.8304166667,20.541,23.1968888889,29.3859166667,14.5989761905,16.8130416667,21.7106666667
228.01,28.9405,39.405625,32.3642083333,21.3179166667,21.8346666667,36.8216666667,31.4599166666,33.3333333333,43.217,30.2972619048,26.5826666667,38.1138333333
228.39,24.6350833333,34.3674166667,29.1971666667,17.6399166667,22.08025,34.4889166667,27.0681666667,27.1694444444,37.8345833333,28.9973452381,26.2469583333,34.0025833333
228.76,22.8070833333,31.5241666667,27.7136666666,17.43425,20.9429166667,29.2763333333,27.4123333333,26.0234444445,34.75875,28.7045952381,26.124,29.6053333333
229.14,22.205,32.5310833333,27.6915833333,17.39125,22.3603333333,29.3996666667,29.2441666667,28.0883333333,31.8840833333,28.3496666666,25.72475,26.8115833334
229.52,26.3313333333,36.8589166667,34.1224166666,23.6193333333,26.62725,34.2701666667,33.7770833333,32.413,37.5246666667,35.8058333333,33.949625,30.7693333333
229.89,25.3623333333,37.2152916667,38.2245416667,26.0351666666,25.5175833333,36.9564166667,33.7991666667,32.9191111111,37.9915833334,37.5257380952,38.7940416667,32.2466666667
230.27,24.74275,35.442375,35.6739166667,25.7715833333,25.1029166667,39.0431666667,31.9959166667,31.8928888889,38.786,36.831202381,40.1492916667,31.6873333333
230.65,30.7971666666,41.4250416667,42.8743333333,31.5216666667,29.71025,45.6521666667,38.3453333333,36.1513333333,47.22225,42.0720119047,48.1885,36.9566666667
231.02,30.73775,38.831875,40.3346666667,30.3278333333,30.05475,46.03825,33.675,38.7066666667,49.93175,40.2029047619,48.3605,35.5874166667
231.40,31.4739166666,34.4009583333,36.0881666666,30.1651666667,27.8235833334,47.1075,33.0578333333,39.7613333333,48.8290833333,36.019297619,47.692875,34.5731666667
231.78,29.4765833333,26.239625,29.4420416667,24.4490833333,19.4903333333,43.3883333333,29.6830833333,31.1296666667,42.21775,32.7725476191,38.94625,27.6859166667
232.15,23.76025,18.3540833333,27.7892083334,17.5619166667,12.12125,35.95025,26.4465,25.6198888889,34.3663333333,24.8326428571,35.4682916666,15.7711666667
232.53,21.6100833333,15.2896666667,24.8235833334,9.11024999998,5.72024999998,31.4970833333,24.6469166667,23.7286666667,31.2145,18.0286547619,30.4027083333,11.8644166667
232.90,27.3713333333,18.4280833333,25.6775,12.94025,9.41725,36.111,27.23575,27.5517777778,32.1136666666,19.8411666667,29.5052916667,16.9375
233.28,31.5516666667,21.1492916667,26.954125,19.4255,15.0575,37.5861666667,28.39075,30.4981111111,36.8389166667,23.6700714286,30.2012083333,22.5288333334
233.66,32.7423333333,19.8581666667,22.104,18.2034166667,14.7755,36.643,26.59575,28.4473333333,35.3428333333,21.0909404762,26.2114166667,22.577
234.03,30.8928333333,21.33925,19.3453333333,14.4644166666,13.0355833333,33.1548333333,26.0715833333,28.0157777778,31.6071666666,16.8538095238,20.0892916667,21.66675
234.41,34.7314166666,24.832375,22.7349166667,15.8836666667,14.0938333334,33.5571666667,29.698,28.0388888889,31.208,20.5496071429,21.7840416667,23.4899166667
234.78,31.25,22.3958333333,17.0052083333,14.84375,10.0,28.3333333334,26.5625,24.1666666667,24.7395833333,17.6264880953,19.5833333333,20.2083333333
235.16,28.53375,17.85325,12.65825,13.0273333333,4.53591666666,22.4684166667,23.73425,16.9481111111,22.6266666666,12.6356785714,14.58325,18.3015833333
235.54,21.4363333333,13.7336666666,6.16787499999,7.45625000001,-3.72808333333,14.4189166667,13.9800833334,8.11400000001,15.07675,3.64985714287,6.46929166667,10.1425833333
235.91,27.2598333333,21.1395,13.9359166667,16.43125,8.42750000001,19.6798333333,19.8211666667,17.9535555556,22.2224166667,12.7455952381,17.3492916667,20.2445833333
236.29,24.0118333333,18.5565833333,9.19237500001,13.1013333333,7.98975000001,15.8935,16.23725,15.0628888889,18.8573333333,10.4504642857,15.8074583333,19.8453333333
236.66,20.2861666667,15.6773333333,6.29212499999,12.4579166667,6.01849999999,15.06725,14.0991666667,11.1671111111,15.27775,8.86852380953,13.7837916667,16.9189166667
237.04,13.9174166667,11.641,6.31429166668,9.14941666667,3.77999999999,12.4140833333,10.86775,6.52944444445,10.6100833333,4.85404761905,12.7791666667,13.1871666667
237.41,13.4095833333,11.3155833333,7.99495833333,9.68700000001,4.78,14.3824166667,12.3096666667,5.07600000001,12.3519166667,4.88284523809,15.4610416667,15.5245833333
237.79,11.6834166667,10.0292916667,7.70524999999,9.50583333334,4.22941666668,13.23275,11.9766666667,5.02522222223,14.07025,3.84067857145,16.1223333333,15.1591666667
238.17,14.8610833333,11.736,10.95475,13.5415833333,9.75683333334,17.3958333333,14.02775,7.45377777779,17.56925,8.28871428572,19.895875,17.08325
238.54,16.6975833333,12.963,12.68525,16.2345,12.0988333333,17.7160833333,15.0308333333,10.4115555555,20.1234166667,10.3748333333,21.3271666667,19.41375
238.92,12.6618333333,9.6585,11.0719166667,11.98475,10.5123333333,15.1060833333,11.13075,8.04866666668,18.2271666667,7.6685,17.682625,17.7856666667
239.29,15.2824166667,12.735375,14.7425833333,13.8704166666,13.1228333334,18.134,14.1749166667,11.8862222222,18.9369166667,10.5046309524,20.93025,20.4041666666
