wavelength,Back_HemRucm,Belly_HemRucm,Breast_HemRucm,Crissum_HemRucm,Crown_HemRucm,DorTail_HemRucm,Patch10_HemRucm,Patch11_HemRucm,Rump_HemRucm,Throat_HemRucm,WingTip_HemRucm
191.71,95.3029999999,72.8789333333,122.121133334,22.4242,58.4848666667,109.242466667,71.0606000001,103.484866667,94.2424,77.4241999999,106.818133333
192.09,92.7381333333,69.9999333334,114.2856,34.4048666666,67.7382,106.0714,77.6190666666,101.785666667,95.5952666667,77.9760666666,104.166733333
192.47,128.533333333,109.2,142.266666667,60.4,102.933333333,139.2,109.866666667,137.2,129.866666667,114.133333333,141.6
192.85,123.971666667,108.936066667,140.7092,48.3688,105.815533333,128.368866667,115.319066666,133.475133333,124.8228,109.078,136.312066667
193.23,136.592533333,123.703666666,158.074,66.0740666666,118.963,144.296133333,139.2592,142.518466667,126.6666,112.148133333,151.555533333
193.61,140.0,122.3612,147.639066667,71.3889333333,124.1668,144.722266667,142.500066667,145.2778,135.5556,113.4722,147.2222
193.99,158.840666667,115.072533333,145.797066667,-0.579666666674,102.6086,151.014533333,149.855,143.768,115.652266667,88.1160666667,149.855066667
194.37,203.4922,143.8094,187.619066667,8.57153333333,118.095266667,187.618933333,173.015866667,185.3968,138.0952,102.5398,178.412666667
194.75,193.9396,124.242333333,172.424133333,-12.7273333333,108.7878,182.121333333,154.545466667,161.8182,120.909066667,76.9697333333,163.030333333
195.13,99.0666666667,76.7999999999,98.6666666666,5.33333333334,73.6000000001,101.2,86.6666666667,92.2666666667,71.3333333334,49.4666666667,85.2000000001
195.51,92.6124000001,69.009,85.2252,-35.1350666667,58.7387333334,91.7116666667,80.5405333332,78.0179999999,65.0451333332,27.2070666667,66.6666666667
195.89,98.9247333333,72.6881333333,80.215,-41.5054,78.4946666667,100.86,100.215,86.2365333334,71.3978,22.7957333333,75.9140666666
196.27,197.4358,165.128133333,147.692333333,-125.640933333,157.435866667,193.333266667,219.487133333,143.5898,137.9488,24.6152,150.256333333
196.65,135.666666667,96.6666666666,106.0,-48.0000000001,123.333333333,134.0,169.0,122.666666666,100.333333333,0.333333333326,118.0
197.03,141.6666,104.166666667,107.5,-25.0000666667,107.499933333,126.111133333,151.111133333,134.4444,114.722266667,4.16673333332,129.444533333
197.40,88.1300000001,70.4065333333,68.9432000001,-14.1463333334,70.8943333333,82.7643333334,93.1706666667,91.5446666665,86.5041333333,17.8861333333,78.5365333333
197.78,72.6241333334,59.8582,56.8794666667,-17.0212,59.8582666667,68.6526,82.2695999999,73.0494666667,73.3334000001,3.9716,67.0920666667
198.16,71.3888,67.5000666667,68.4258666666,18.2407333334,69.8148666667,79.7221999999,84.6295999999,75.7407333333,80.7407333334,35.0926,71.4814666667
198.54,68.6665333333,60.5715333333,58.2856666667,14.1905333333,74.4761333333,70.8571999999,83.3332666667,71.8096,79.8095999999,32.4762,66.1904
198.92,67.1296666667,61.5740666667,51.3889333334,15.8333333333,73.4259333333,69.5369333333,90.1852,72.3148666667,77.8703333333,36.7593333333,63.7961333335
199.30,112.963133333,73.3332666666,70.7405999999,1.85179999998,108.703733333,92.2221999999,155.370333333,91.8518666667,125.185266667,41.4814666667,101.2964
199.68,238.8236,145.098066667,145.490333333,4.70586666668,242.745,170.588066667,312.941266667,195.2942,240.784333333,61.5686666667,225.882266667
200.06,292.083333333,230.0,220.416666667,59.1666666667,285.833333333,207.5,372.916666666,247.916666667,307.083333333,105.0,248.75
200.44,382.424266667,249.091,253.9394,51.5152666667,335.1514,241.8182,479.393933333,332.1212,392.727333333,107.272733333,289.090933334
200.82,321.5386,229.743466667,166.666666667,-15.3846000001,263.5896,181.025533333,357.435733334,249.743666667,321.025666667,92.3076000001,186.1538
201.19,1150.0,854.999999999,700.0,216.666666667,1065.0,748.333333333,1365.0,820.0,1173.33333333,543.333333333,723.333333333
201.57,-158.4128,-109.2064,-65.0793999999,15.873,-150.476333333,-79.6826,-200.000133333,-90.1587333332,-171.428533333,-44.7619999999,-72.3810666665
201.95,-252.5,-169.583333333,-106.666666667,-26.2499999999,-207.5,-132.916666667,-298.75,-162.916666667,-246.25,-89.5833333333,-105.833333333
202.33,-78.1981333334,-24.1441333334,-4.3242,28.1082,-47.0269333333,-12.2522666667,-89.7298000001,-32.2523333334,-69.0090000001,-4.14406666666,-3.78373333332
202.71,-63.4483999999,-23.9079333333,-0.68966666666,39.7700666667,-42.0687999999,6.43673333334,-102.069066667,-14.7125333333,-74.0230000001,7.1264,22.5286666666
203.09,-38.2456,-6.4912,9.12286666666,37.193,-23.6840666667,7.89466666666,-59.4736666667,-4.38593333334,-42.807,19.8246,25.2629999999
203.47,-6.34906666668,17.1428,35.2381333334,54.6030666666,3.96826666662,28.5714666667,-27.7776,14.6032666667,-15.2381333333,48.2539333333,50.3174000001
203.85,7.09673333332,27.7418666667,32.0429333334,72.9031999999,4.73119999992,24.9462,-40.4300666666,27.0967333333,-36.7741999999,50.9678,57.8495333333
204.22,10.8888,44.8888,37.3332000001,99.3333333335,7.77773333326,28.2223333333,-26.6666,46.2222,-15.3333333333,60.8888,73.9999333334
204.60,46.4,70.6666666667,64.2666666667,141.066666667,10.6666666668,56.2666666667,1.06666666668,85.3333333334,4.8,107.2,102.133333333
204.98,49.0322,67.7418666667,47.957,110.967733333,37.2042666668,49.4622666667,1.93540000002,84.5160666668,19.1397999999,95.0538000001,98.2795999999
205.36,60.6348666667,75.2381333333,63.1745333333,113.015866667,52.2221333334,69.0478000001,28.8888666667,86.3491333335,40.4761333333,101.9048,101.746
205.74,61.9697999999,74.2423333333,63.4846666667,107.121333333,56.8181333334,72.8787333334,31.0606666667,77.5757333334,40.0000666667,99.2424666667,98.6364666667
206.12,62.1429333333,64.8809333333,65.9524666667,93.8094666666,52.9763333333,70.2380666666,44.881,78.6904666667,45.7143333333,94.2855333333,86.1904666666
206.50,64.3716666668,61.8579333333,67.8687333334,92.5683333333,52.0218666666,73.0053333333,48.9616666667,83.9344666666,46.6666666667,95.9563999999,88.6338
206.87,52.0952666667,47.2381333333,56.1904,75.6191333333,44.1905333333,58.9524666667,40.8570666667,62.381,36.8572,78.8571333333,68.9523333333
207.25,73.7931999999,68.2759333334,69.0803333332,88.9656000001,57.4712000001,81.1494666665,49.4252,87.7011333334,42.5286,103.563133333,90.1149333334
207.63,89.7436000001,71.9230666667,87.0513333334,97.4360000001,66.7949333333,99.7436000001,56.7949333333,95.8974666667,56.1538,114.615333333,112.692266667
208.01,61.4444666667,50.9999333333,71.0002000001,69.1111333332,45.4443333333,83.5556000001,42.7778666667,68.6666666667,43.7777333333,94.7778,96.5555333333
208.39,64.4809333333,58.3606666667,75.8469333333,63.6065333333,44.8087333333,85.2459333333,47.6503333334,70.4918666667,43.4973333333,87.3221999999,88.7432
208.77,51.7872666667,45.7004666667,66.2801333334,51.1110666666,42.3188666667,71.3044,35.7486666667,59.1304,31.4010666667,70.0482666667,77.6812000001
209.14,59.9156666667,56.6244666667,71.6456,60.2532666667,41.0971333334,76.2025333333,45.654,63.7132,42.1941333333,73.8396,79.9156666667
209.52,71.3778000001,61.2444666667,84.0887999999,65.5110000001,46.3999333333,85.3332666668,54.4888666667,71.6444666667,48.7111333333,79.1111333334,83.1999999999
209.90,67.6923333333,61.2820000001,95.0000000001,58.4615333333,35.2564666667,94.7435333333,51.9230666667,86.2819333334,42.1794000001,87.8205333334,88.7180000001
210.28,75.8666666666,76.2666666667,100.8,67.1999999999,42.1333333334,104.266666667,52.2666666667,90.6666666668,44.8000000001,85.9999999999,101.333333333
210.66,70.3703333335,59.5062,81.7282666667,46.9136666667,31.605,92.3458666667,35.3087333333,68.6420000001,28.7653999999,73.9506666667,86.1728
211.03,82.2222,78.8889333333,103.809533333,57.3016,40.1587333334,115.873066667,50.3175333333,88.5714666667,41.4286,88.8888666667,106.825466667
211.41,72.8333333333,66.6666666666,105.166666667,45.3333333333,41.6666666666,119.0,56.3333333333,83.6666666666,40.6666666666,84.1666666666,109.0
211.79,85.3333333334,72.4445333333,153.333266667,3.5556,-20.8888666667,189.7778,47.9999333334,149.7778,-19.5556,111.999933333,164.888866667
212.17,191.851933333,97.7778666668,294.814866667,-6.6666666666,22.9630000001,356.296266667,115.555666667,295.555533333,24.4444666666,208.8888,280.740666667
212.55,156.4102,46.1537999999,227.6922,20.0000666666,50.2563333333,272.8206,110.256333333,229.2308,53.3332666666,215.8974,262.5642
212.92,150.0,11.3333333334,226.0,-50.0,6.00000000014,335.333333333,93.3333333334,244.0,5.3333333334,206.666666667,299.333333333
213.30,285.0,-123.333333333,581.666666666,-364.999999999,53.3333333333,808.333333333,156.666666667,546.666666668,-158.333333333,466.666666666,648.333333334
213.68,184.444466667,-37.7778000001,459.999999999,-211.111066667,111.111,537.777733333,154.444466667,417.777733333,-90.0,337.777733333,589.999999999
214.06,-1.09604650022e+15,-2.55886342436e+13,-2.05988505684e+15,3.92359058446e+14,-6.56774945659e+14,-2.12812141483e+15,-5.75744270544e+14,-1.71017372214e+15,-1.19413626484e+14,-1.33913852556e+15,-2.46503843241e+15
214.44,-61.1764666666,54.1176,-143.9216,94.1176666666,-4.7058,-129.411933333,-6.27460000006,-99.2156,28.6274000001,-78.0392666665,-168.6274
214.81,-17.6000000001,47.4666666666,-88.0000000001,82.3999999999,3.2,-66.9333333335,0.53333333332,-60.8,22.9333333332,-37.6000000001,-105.866666667
215.19,-18.9742666668,29.7436666666,-103.076866667,77.1794,-21.5385333332,-80.2564000001,-12.8206,-75.1281333333,17.4359333333,-73.3333333333,-125.3846
215.57,-31.7950000001,32.8204666667,-111.025666667,53.0768666667,-15.1282,-78.9744,-22.5640666666,-79.2305999999,17.6923333333,-76.4102,-122.820466667
215.95,-200.0,-25.3333333333,-396.666666667,82.0000000002,-131.333333333,-280.666666667,-179.333333333,-224.666666667,-66.6666666668,-276.0,-380.666666666
216.32,-41.3333333333,17.8666666667,-116.533333333,60.8,-18.6666666666,-80.7999999999,-23.2000000001,-51.4666666667,10.1333333333,-67.7333333334,-124.0
216.70,-194.5454,-35.7575333334,-296.969733333,96.3636000001,-72.1214000001,-227.878866667,-93.3333333332,-142.424066667,4.84866666674,-155.151466667,-289.090866667
217.08,-87.0000000001,2.99999999999,-143.333333333,77.6666666667,-24.3333333333,-98.6666666667,-46.3333333334,-57.3333333334,-0.666666666746,-66.6666666667,-143.333333333
217.46,-19.6970666667,24.0909333333,-32.4241999999,57.8786666666,6.96966666666,-26.5152666667,1.8182,-0.6061333334,21.5152666667,3.93946666667,-40.7575999999
217.83,-67.3333999999,-5.11119999998,-88.0,54.4445333333,-18.6667333333,-75.3334000001,-31.3333999999,-34.6667333333,-19.3332666667,-47.5554666666,-92.2223333335
218.21,-158.5184,-62.5925333333,-171.481533333,66.6666666666,-77.4074,-179.629533333,-108.1482,-88.1481333334,-62.5925333335,-122.222333333,-208.888866667
218.59,1025.0,651.666666667,1018.33333333,-103.333333334,604.999999999,1148.33333333,741.666666667,666.666666667,563.333333333,745.0,1265.0
218.97,851.111133333,534.4444,761.111000001,34.4443999999,469.999933334,892.222199999,658.888866666,506.666666667,486.666666667,583.3334,916.666666665
219.34,651.666666667,357.5,547.5,8.33333333346,300.833333333,626.666666667,455.0,396.666666667,346.666666667,389.166666667,655.833333333
219.72,-1966.66666667,-809.999999999,-1576.66666667,696.666666667,-799.999999999,-2116.66666667,-1166.66666667,-1206.66666667,-856.666666667,-969.999999999,-2190.0
220.10,-373.333333333,-155.333333333,-326.0,100.0,-195.333333333,-420.666666667,-232.666666667,-286.666666667,-194.666666667,-214.0,-516.0
220.47,-642.5,-358.333333333,-571.666666667,30.8333333332,-394.166666667,-633.333333334,-469.166666667,-444.166666667,-346.666666667,-439.166666667,-771.666666667
220.85,-174.999933333,-108.333333333,-189.4444,40.0000000001,-141.1112,-199.444533333,-143.611133333,-142.500066667,-118.888866667,-150.0,-243.0556
221.23,-426.666733333,-297.948733333,-448.718066667,-61.5384666668,-361.025666667,-460.5128,-366.666666667,-385.1282,-334.358866667,-395.897466667,-553.333266667
221.61,1004.762,773.333399999,1103.80953333,393.3334,896.190466667,1027.61906667,960.000066666,940.000133333,872.380933335,1019.99993333,1240.0
221.98,-4.37992122851e+15,-3.01092929633e+15,-4.19653601641e+15,-1.46281692442e+15,-3.93638490157e+15,-4.42256895226e+15,-3.81270650272e+15,-3.92359058445e+15,-3.49284857464e+15,-3.99609171482e+15,-5.12625639403e+15
222.36,592.7778,410.555533333,592.777733334,228.889,553.3334,618.8888,548.3332,533.888933333,487.777733333,550.5556,709.999866667
222.74,668.666666667,426.0,688.666666667,274.0,659.333333333,722.0,643.333333334,636.666666667,551.333333333,666.666666667,823.333333332
223.11,2062.22226667,1342.22213333,2242.22226667,873.333333334,2195.55553334,2297.77786667,1919.99993333,2035.55553333,1791.11106667,2137.77773333,2602.22226667
223.49,437.647133333,330.588066667,487.058866667,230.5882,487.058866667,505.098133333,423.137266667,451.372533333,421.176333333,469.803933333,544.7058
223.87,2045.0,1520.0,2155.0,1001.66666667,2105.0,2110.0,1970.0,1846.66666667,1841.66666667,2043.33333333,2326.66666667
224.24,784.666666667,584.666666667,806.666666667,338.0,827.999999999,844.666666667,736.666666667,706.666666666,666.666666667,784.000000001,844.666666666
224.62,333.623133333,246.3768,346.9564,161.739066667,361.739066667,364.9276,331.014533333,317.971066667,304.347866667,329.855066667,360.5798
225.00,405.2632,266.6666,383.157933333,189.8246,412.6316,419.298266667,393.3334,350.1754,343.8596,351.228,450.877133333
225.38,6653.33333333,4040.0,6266.66666667,2360.0,7060.0,7006.66666667,6679.99999999,5086.66666666,5560.0,5726.66666667,7820.0
225.75,1036.66666667,639.999933333,914.444466667,346.6666,1093.33333333,1123.33326667,1025.5556,758.888933333,898.888866667,884.4444,1296.66673333
226.13,-600.740933333,-345.926,-568.148133333,-165.925933333,-660.740799999,-600.000066666,-645.925999999,-403.703666667,-505.926066666,-493.333133333,-828.148200001
226.51,-170.208333333,-94.5833333335,-152.5,-47.2916666667,-180.208333333,-157.916666667,-181.041666667,-115.208333333,-148.541666667,-140.208333333,-220.416666667
226.88,-83.5087333334,-46.9006,-71.6958666667,-19.7660666667,-83.2748000001,-78.1287333333,-95.0877333335,-47.8363333334,-74.8536666667,-67.0175999999,-109.2398
227.26,-81.0063333333,-33.9622666667,-68.1760000001,-7.79873333334,-76.6037333333,-75.3459333333,-91.5722000001,-43.7736000001,-74.0880666667,-56.6038,-104.151
227.64,-33.5864666666,6.32899999999,-17.5527333333,16.5400666667,-23.8818666667,-19.1562,-36.9620666667,2.616,-20.422,-6.58233333334,-39.3248666667
228.01,-56.4285333333,-5.71433333333,-36.1904,4.52386666667,-46.6667333333,-42.9763333333,-61.6667333334,-11.1905333333,-49.2856666667,-22.8570666667,-67.9761333333
228.39,-41.0945333333,6.36820000001,-19.5024,8.25886666667,-36.617,-19.3034,-44.5772,3.18406666668,-36.1194666667,-8.35819999999,-45.3730666667
228.76,-44.156,-8.91766666665,-26.1473333333,-4.32913333333,-41.9913333333,-21.5583333333,-44.6754666667,-12.9005333333,-40.6926666667,-13.7662666666,-50.5627333333
229.14,-50.2810666667,-17.6706666667,-32.9317333333,-13.1726666667,-48.1927333333,-29.0764,-48.755,-20.4017333333,-49.0763333334,-26.506,-45.7832
229.52,-86.8685999999,-43.7374,-59.6970666665,-33.1312,-71.5150666666,-49.5960666667,-72.7272666667,-40.3030666667,-76.5657333335,-52.5252,-68.5859333333
229.89,-103.437333333,-54.7917333334,-74.2709333333,-43.7500666667,-88.9584666667,-61.4582666667,-87.9166000001,-54.2706666667,-85.7290666667,-60.0000666667,-76.9791999999
230.27,-69.6032,-29.2063333333,-40.6349333333,-22.2224,-57.6985333333,-38.8095333333,-53.7302,-28.2539333333,-55.3968,-37.0635333334,-43.3332666667
230.65,-55.6349333333,-20.4762,-30.0792666667,-13.6508666667,-47.0634,-27.9365333333,-43.5714,-18.8888666667,-44.6031333333,-25.0,-30.2381333333
231.02,-59.6490666667,-18.7720666667,-32.8070666667,-10.9648666667,-55.7896666667,-30.1754666667,-45.9648666667,-23.4211333333,-51.1404666667,-25.0878,-31.8421333333
231.40,-51.1111333333,-19.2361333333,-27.9166666667,-14.7222666667,-49.9304,-18.7500666667,-43.8194,-23.1944,-41.3888666667,-27.1528,-28.6112
231.78,-68.9999999999,-38.0,-41.1666666667,-34.9166666667,-68.75,-31.4166666667,-60.9166666666,-36.75,-62.5833333334,-42.75,-46.3333333333
232.15,-66.5863333333,-36.1447333333,-39.9196666667,-33.3332,-62.1687333334,-24.8997333333,-55.8234,-35.0202,-59.8392666667,-41.6063333333,-42.4899333333
232.53,-61.9780666667,-36.4102,-43.0769333333,-36.7034,-52.6739333333,-27.0328666667,-55.0182666667,-35.6776666667,-60.5127333333,-41.6849333333,-41.4652
232.90,-45.1282,-18.5897333333,-27.8846,-22.5001333333,-38.6538,-13.9102,-36.5384666667,-16.2821333333,-43.9744666667,-29.5512666667,-26.3463333333
233.28,-35.0617333333,-8.76566666668,-19.1356666667,-14.5062666667,-27.4073333333,-2.03700000001,-24.7529333333,-5.12340000001,-33.9504666667,-16.4197333333,-16.4816
233.66,-29.8575333333,-9.91439999999,-17.9488,-16.9230666666,-28.2052,-2.792,-21.9943333333,-10.5984,-33.7322666667,-11.225,-13.6182666667
234.03,-10.8218,3.69873333334,-3.56166666666,-1.50680000001,-8.21913333332,12.2832,-4.52059999999,3.65306666667,-16.5297333333,2.69393333334,3.56173333334
234.41,-17.3430666667,-3.33346666665,-11.7875333333,-9.42033333333,-13.6714666667,7.82619999999,-9.66200000001,-2.27066666667,-26.6184,-4.83093333335,-1.40099999998
234.78,-22.0471333333,-5.30173333333,-16.4829333333,-14.7507333333,-20.5774666667,4.93440000001,-10.1838,-6.45673333331,-33.9633333333,-8.92386666667,-6.56173333332
235.16,-26.4614666667,-10.7180666667,-17.1794666667,-19.2820666667,-25.2821333333,2.718,-12.7178666666,-8.15380000001,-39.1282666666,-13.6922666667,-9.33333333333
235.54,-35.3889333333,-21.7223333333,-29.5556,-26.8332,-33.8889333333,-8.61113333335,-17.2221333334,-16.0554666667,-50.2221333333,-21.4444,-16.5555333333
235.91,-38.0327333333,-22.7869333333,-31.6394,-24.3716,-35.0272,-10.164,-19.0162666667,-18.8524666667,-50.9289333333,-25.5190666667,-16.9946
236.29,-39.0632666667,-29.697,-36.8042666667,-32.6722666667,-45.6749333333,-18.843,-23.8567333334,-23.2506666667,-57.7410666667,-31.9007333333,-26.4462666667
236.66,-49.5152,-41.8182666667,-45.8181333333,-40.2424666667,-61.4544,-27.0302666667,-31.5152,-31.6364,-69.212,-44.1817333333,-30.4241333333
237.04,-58.3801333333,-51.4641333333,-50.9656666667,-45.5450666667,-66.2927333333,-35.1402,-38.4424,-37.8194,-74.7040666667,-49.8442666667,-36.3239333333
237.41,-66.9724666667,-64.9542666666,-61.7124,-54.6178,-73.9448666667,-49.5413333333,-50.3363333333,-50.7645333333,-85.8715999999,-62.6911333333,-44.7706
237.79,-50.6061333333,-49.394,-49.2930666667,-40.2525333333,-57.2727333333,-37.1212666667,-42.0202,-35.3536,-67.5757333333,-50.8082,-35.1009333333
238.17,-54.5932,-54.0158,-54.1732,-47.0342,-64.357,-44.2520666667,-47.2966,-40.84,-75.1706666667,-57.5852,-41.9948
238.54,-55.6083333333,-53.2804666667,-54.3386,-45.7672,-63.5449333333,-43.9154,-51.5344666667,-42.6984,-71.746,-56.8783333333,-40.4231333333
238.92,-58.3823333333,-56.0783333333,-55.0979333333,-46.1766,-63.2353333333,-44.0197333333,-54.3628,-41.9117333333,-71.1764,-60.3432,-40.9314666667
239.29,-59.4976,-53.6073333333,-58.2190666667,-47.1234666667,-62.1918,-45.0684,-54.2009333333,-43.4246666667,-66.3013333333,-60.8218666667,-38.8128666667
239.67,-44.0968,-38.3984666666,-39.4040666667,-35.8658,-47.1880666667,-32.3277333333,-38.3613333333,-29.7206,-50.8006666667,-47.5232,-26.0336
240.04,-35.8926,-30.6162,-33.1122,-28.7202666667,-40.6633333333,-25.7186666667,-30.2686,-23.7598,-42.0852666667,-39.5576666666,-20.6950666667
240.42,-24.7948,-18.4103333333,-20.7692,-16.8716666667,-27.846,-13.5386,-19.0,-13.3077333333,-29.3077333333,-26.5385333333,-7.35893333335
240.79,-22.6156666667,-16.8982,-20.9258666667,-16.9908,-25.4166666667,-13.2871333333,-17.4536,-13.588,-28.1018,-24.6528,-8.86573333334
241.17,-12.4037333333,-6.1722,-11.7506666667,-8.84266666667,-15.0147333333,-3.6004,-7.47773333333,-3.9366,-17.2107333333,-14.8763333333,1.26606666667
241.54,-7.4748,-1.19379999999,-8.31946666665,-5.93206666667,-12.3048666667,1.37733333333,-2.64466666666,-1.06533333333,-12.268,-11.1846,3.70973333333
241.92,-7.61899999999,-1.2698,-8.28913333333,-6.98413333333,-12.4867333333,2.0812,-2.41599999999,-1.37553333335,-12.1341333333,-11.6756,4.65606666667
242.29,-9.596,-3.58586666667,-9.66333333333,-8.93946666667,-14.0573333333,1.19526666667,-3.63633333334,-3.468,-13.788,-13.6026666667,3.50166666667
242.67,-8.87306666666,-3.57133333334,-9.65073333334,-9.55553333335,-13.4603333333,1.14286666667,-2.68246666667,-3.60313333333,-13.6983333333,-12.9205333333,3.06353333335
243.05,-7.98473333335,-1.93113333333,-8.35246666666,-8.53639999999,-11.8774,2.59013333333,-0.597733333333,-2.26820000001,-12.1686,-11.6782,4.44446666665
243.42,-5.9042,-1.64406666666,-6.9806,-7.69813333335,-10.3438,3.6622,0.1344,-0.911733333333,-11.3452666667,-10.553,4.88786666667
243.80,-2.53826666667,2.17366666667,-4.56606666666,-4.28886666667,-6.28739999999,8.37353333333,2.69873333333,3.03433333333,-7.6586,-6.08306666667,8.7818
244.17,-2.25966666667,1.96493333333,-4.05626666666,-3.97200000001,-5.50166666667,8.53340000001,2.69473333333,3.20006666666,-7.45273333334,-5.17899999999,9.23519999999
244.55,-6.70766666667,-1.02246666666,-8.60240000001,-7.34813333333,-8.65706666667,4.93506666667,-0.736133333331,0.299933333333,-10.9201333333,-8.83433333333,5.54859999999
