wavelength,Back_TanCyof,Belly_TanCyof,Breast_TanCyof,Crissum_TanCyof,Crown_TanCyof,DorTail_TanCyof,Patch10_TanCyof,Patch11_TanCyof,Patch12_TanCyof,Patch13_TanCyof,Rump_TanCyof,Throat_TanCyof,WingTip_TanCyof
579.95,14.83,49.6783333333,55.36,36.2763333333,5.24622222222,10.5387777778,20.269,52.5586666667,52.5516666667,10.3505555556,61.8797777778,46.5954444444,8.58611111111
580.29,14.8661111111,49.7132222222,55.2684444444,36.3565555556,5.33244444444,10.5984444444,20.2975555556,52.5377777778,52.587,10.3537777778,61.8193333333,46.6415555556,8.66822222222
580.63,14.8223333333,49.7238888889,55.1447777778,36.3804444444,5.37377777778,10.6176666666,20.2692222222,52.4862222222,52.607,10.3181111111,61.7693333333,46.6532222222,8.68877777778
580.97,14.836,49.7377777778,54.9977777778,36.4356666667,5.42977777778,10.6523333333,20.2541111111,52.4125555556,52.5471111111,10.3287777778,61.6382222222,46.6192222222,8.74166666667
581.31,14.8422222222,49.785,54.8992222222,36.5128888889,5.46344444444,10.6407777778,20.2525555556,52.386,52.4986666666,10.3242222222,61.5181111111,46.6121111111,8.79377777778
581.65,14.8336666667,49.7845555555,54.8195555556,36.5703333333,5.48322222222,10.6485555555,20.2152222222,52.3554444444,52.5316666667,10.2726666667,61.5244444445,46.6237777778,8.79488888889
581.98,14.7737777778,49.8195555556,54.698,36.6054444444,5.48255555556,10.6336666667,20.1697777778,52.3062222222,52.5407777778,10.2245555556,61.4756666667,46.6134444445,8.77
582.32,14.7261111111,49.8456666667,54.5703333333,36.6331111111,5.45688888889,10.6331111111,20.0725555556,52.2552222222,52.4257777778,10.1968888889,61.3655555556,46.5323333333,8.772
582.66,14.706,49.8432222222,54.4231111111,36.6898888889,5.47855555555,10.6844444444,20.0096666667,52.1454444444,52.3608888889,10.2003333333,61.2311111111,46.4687777778,8.785
583.00,14.6485555556,49.7471111111,54.1996666667,36.669,5.43666666667,10.6491111111,19.9282222222,51.9836666667,52.3031111111,10.1277777778,61.0915555556,46.355,8.79111111111
583.34,14.5954444444,49.7763333333,54.127,36.7283333334,5.416,10.6278888889,19.8758888889,51.9323333333,52.2948888889,10.0656666667,61.0754444445,46.3542222222,8.78588888889
583.68,14.5088888889,49.6843333334,53.9146666666,36.74,5.38644444444,10.5767777778,19.7302222222,51.7686666667,52.1623333333,9.96533333332,60.8923333333,46.2066666667,8.72633333333
584.01,14.4376666667,49.7076666667,53.8314444444,36.7633333333,5.31555555556,10.5155555555,19.6246666667,51.6714444445,52.124,9.89666666667,60.8416666667,46.1191111111,8.64155555555
584.35,14.3613333334,49.6643333333,53.625,36.6996666666,5.22088888889,10.4261111111,19.4792222222,51.5244444444,51.9625555556,9.83066666668,60.7185555555,45.9793333333,8.56088888889
584.69,14.3411111111,49.7286666667,53.5368888889,36.7495555556,5.19433333333,10.3927777778,19.4427777778,51.5073333333,51.9298888889,9.79055555556,60.7416666667,45.9917777778,8.53577777778
585.03,14.2453333333,49.6918888889,53.3663333333,36.6994444444,5.14088888889,10.3475555556,19.3492222222,51.4068888889,51.8417777778,9.70900000002,60.6503333333,45.8561111111,8.48011111111
585.37,14.2105555555,49.7571111111,53.238,36.7567777778,5.12877777778,10.3023333333,19.2984444445,51.3405555556,51.7295555556,9.6857777778,60.5517777778,45.8185555556,8.51433333334
585.70,14.1386666667,49.6621111111,53.0725555556,36.7431111111,5.12688888889,10.2592222222,19.2547777778,51.1938888889,51.6094444445,9.62722222221,60.4144444444,45.7503333333,8.53088888889
586.04,14.21,49.7256666667,53.0478888889,36.8337777778,5.15311111111,10.2941111111,19.2665555556,51.1683333333,51.6926666667,9.60844444443,60.4557777778,45.8202222222,8.58533333333
586.38,14.1385555556,49.6876666667,52.8748888889,36.8217777778,5.11633333333,10.2045555556,19.2015555556,51.0853333333,51.5891111111,9.50277777777,60.3544444444,45.7584444444,8.54877777778
586.72,14.1368888889,49.7014444445,52.736,36.8382222222,5.14911111111,10.2135555556,19.1846666667,51.0108888889,51.4955555555,9.47766666666,60.3063333334,45.6911111111,8.511
587.06,14.0854444445,49.6706666667,52.5554444444,36.8021111111,5.135,10.1755555555,19.1124444444,50.8906666667,51.388,9.39655555556,60.1375555556,45.569,8.50355555556
587.39,14.088,49.7744444445,52.4763333333,36.8958888889,5.15111111111,10.1584444444,19.1164444444,50.8782222222,51.3734444444,9.38411111111,60.1032222222,45.5828888889,8.54688888889
587.73,14.0702222222,49.8086666667,52.3632222222,36.9474444444,5.18355555556,10.1845555555,19.0961111111,50.8918888889,51.3501111111,9.33622222222,60.0436666667,45.5647777778,8.60577777778
588.07,14.1045555556,49.8637777778,52.31,37.0723333333,5.25655555556,10.2835555555,19.13,50.8841111111,51.3607777778,9.34333333335,60.0103333333,45.6067777778,8.67311111111
588.41,14.0437777778,49.7974444444,52.1603333333,37.0717777778,5.185,10.2364444444,19.0067777778,50.7437777778,51.2353333333,9.22022222222,59.8527777778,45.5346666667,8.67755555555
588.74,14.0625555555,49.7823333334,52.0274444445,37.1035555555,5.192,10.2378888889,18.9564444444,50.6047777778,51.1217777778,9.16966666665,59.7694444445,45.5202222222,8.69055555556
589.08,14.0642222222,49.8611111111,51.952,37.1677777778,5.19722222222,10.2801111111,18.9184444444,50.5964444444,51.136,9.15800000001,59.7557777778,45.5416666666,8.67777777778
589.42,14.075,49.9308888889,51.8616666667,37.2377777778,5.225,10.3331111111,18.8801111111,50.5353333333,51.0525555556,9.15311111111,59.6671111111,45.4844444444,8.69722222222
589.76,14.0118888889,49.8621111111,51.6264444444,37.2001111111,5.21911111111,10.3017777778,18.7902222222,50.3468888889,50.8333333333,9.10777777778,59.4568888889,45.3062222222,8.70022222222
590.09,14.039,49.9618888889,51.5817777778,37.3063333333,5.25155555556,10.3495555556,18.8137777778,50.3711111111,50.8986666666,9.11755555555,59.4324444444,45.3634444444,8.75511111111
590.43,13.9633333333,49.9811111111,51.4726666667,37.3395555556,5.227,10.3301111111,18.7295555555,50.2893333333,50.807,9.06322222222,59.3451111111,45.3092222222,8.764
590.77,14.0156666667,50.052,51.3427777778,37.4508888889,5.28266666667,10.3898888889,18.7247777778,50.2237777778,50.7596666667,9.12111111112,59.2568888889,45.3125555555,8.83855555556
591.11,13.9643333333,50.0496666667,51.2361111111,37.441,5.22255555556,10.3926666667,18.6501111111,50.1196666667,50.7128888889,9.07388888889,59.1896666667,45.1957777778,8.80755555556
591.44,13.9291111111,50.0043333334,51.0297777778,37.3973333333,5.19055555555,10.3652222222,18.5753333333,49.897,50.5271111111,9.06133333334,58.9835555555,45.1193333333,8.78577777778
591.78,13.8291111111,49.9742222222,50.871,37.4274444445,5.11611111111,10.2956666667,18.4895555556,49.771,50.4108888889,8.98166666667,58.8764444444,45.0252222222,8.738
592.12,13.8235555556,50.0423333333,50.7745555556,37.4556666667,5.17455555556,10.3425555555,18.5052222222,49.7003333333,50.4142222222,9.01755555556,58.7572222222,44.9901111111,8.78011111111
592.46,13.7964444445,50.1105555556,50.6931111111,37.5226666667,5.15088888889,10.357,18.4653333334,49.6577777778,50.4046666667,9.00911111111,58.6608888889,44.9834444445,8.81433333333
592.79,13.6978888889,50.0055555556,50.4377777778,37.4358888889,5.10588888889,10.2801111111,18.3812222222,49.3896666667,50.2284444444,8.95,58.4335555555,44.8237777778,8.803
593.13,13.6526666667,50.0391111111,50.3122222222,37.4654444445,5.04244444444,10.2521111111,18.3035555556,49.2998888889,50.1714444444,8.89866666667,58.3624444445,44.7925555555,8.77244444445
593.47,13.5984444444,50.0604444444,50.1777777778,37.4897777778,5.06044444444,10.2536666667,18.2503333333,49.1924444445,50.1153333333,8.88455555556,58.2526666667,44.7627777778,8.766
593.80,13.5554444444,50.0031111111,49.8898888889,37.415,5.05422222222,10.2302222222,18.1378888889,48.9258888889,49.8978888889,8.86144444445,58.0283333333,44.586,8.74111111111
594.14,13.4936666667,49.9836666667,49.6941111111,37.3991111111,5.00044444444,10.1864444444,18.0451111111,48.7148888889,49.7985555556,8.81611111111,57.8397777778,44.4985555556,8.731
594.48,13.4534444444,49.9246666667,49.5226666667,37.4087777778,4.99366666667,10.1742222222,17.9655555555,48.5932222222,49.6787777778,8.76322222222,57.724,44.3946666667,8.70177777778
594.81,13.4736666667,49.8734444444,49.3187777778,37.3852222222,5.07933333333,10.2374444444,17.9713333334,48.4177777778,49.5553333333,8.77711111111,57.5523333333,44.3638888889,8.76055555555
595.15,13.4677777778,49.9312222222,49.2482222222,37.4801111111,5.097,10.2663333333,17.9337777778,48.3681111111,49.5248888889,8.77855555556,57.5102222222,44.2942222222,8.77266666667
595.49,13.4892222222,50.0018888889,49.0977777778,37.4966666667,5.12977777778,10.2966666667,17.8746666667,48.2562222222,49.4597777778,8.80511111111,57.3953333334,44.2586666667,8.80222222222
595.82,13.4012222222,49.9507777778,48.8941111111,37.4693333333,5.06411111111,10.2138888889,17.754,48.0857777778,49.3121111111,8.73966666667,57.2546666667,44.1363333334,8.76222222222
596.16,13.3293333333,49.9552222222,48.7493333334,37.5065555556,5.02855555556,10.1431111111,17.6844444445,47.942,49.2244444445,8.67422222222,57.1317777778,44.0277777778,8.71166666667
596.50,13.3383333333,49.9592222222,48.6567777778,37.5681111111,5.05133333333,10.1973333333,17.6652222222,47.8645555555,49.1657777778,8.64155555556,56.9967777778,43.9895555556,8.71155555556
596.83,13.327,49.9677777778,48.5455555556,37.5844444444,5.088,10.2087777778,17.6452222222,47.728,49.0662222222,8.641,56.8481111111,43.9235555556,8.76188888889
597.17,13.2745555555,49.9842222222,48.4211111111,37.6003333333,5.05022222222,10.1912222222,17.6147777778,47.5941111111,48.9741111111,8.58788888889,56.679,43.8931111111,8.75066666667
597.51,13.2202222222,50.0424444444,48.3763333333,37.632,5.01766666667,10.1834444445,17.5853333333,47.4997777778,48.912,8.541,56.6087777778,43.8432222222,8.76
597.84,13.2203333333,50.0763333333,48.2831111111,37.6296666667,5.03533333333,10.1966666667,17.5961111111,47.4247777778,48.8231111111,8.52977777778,56.4911111111,43.7972222222,8.74422222222
598.18,13.1672222222,50.0936666667,48.14,37.62,4.98466666667,10.1706666667,17.5406666667,47.2157777778,48.6914444444,8.47933333333,56.2892222222,43.6993333334,8.74311111111
598.52,13.1145555556,50.1477777778,47.9808888889,37.6921111111,4.94111111111,10.1156666667,17.456,47.0926666667,48.5663333333,8.43777777778,56.1041111111,43.5796666666,8.72222222222
598.85,13.0842222222,50.1252222222,47.812,37.7195555556,4.96977777778,10.1122222222,17.4101111111,46.8912222222,48.4168888889,8.41766666667,55.9168888889,43.5143333333,8.78622222222
599.19,13.054,50.1716666667,47.7198888889,37.7638888889,5.00466666666,10.1216666667,17.4224444444,46.7645555555,48.3241111111,8.37888888889,55.8071111111,43.4515555556,8.84277777778
599.53,13.0328888889,50.2038888889,47.5738888889,37.8332222222,5.02444444444,10.1521111111,17.4056666666,46.6413333334,48.2254444444,8.35522222222,55.6563333333,43.3774444445,8.83866666667
599.86,13.0852222222,50.3103333333,47.4754444444,37.9231111111,5.12677777778,10.2601111111,17.4205555555,46.5838888889,48.1553333333,8.42711111111,55.5213333333,43.3621111111,8.93355555555
600.20,13.0365555556,50.3155555556,47.3122222222,37.9334444445,5.09977777778,10.2105555556,17.3251111111,46.4298888889,47.9797777778,8.39155555555,55.3861111111,43.2016666667,8.90311111111
600.53,12.9572222222,50.225,47.0383333333,37.8848888889,5.04533333333,10.1407777778,17.1963333333,46.2106666667,47.8046666667,8.30566666667,55.1771111111,43.0412222222,8.861
600.87,12.9457777778,50.1377777778,46.8017777778,37.8698888889,5.01588888889,10.1043333333,17.0942222222,46.075,47.6256666667,8.25022222222,55.006,42.8584444444,8.81233333333
601.21,12.9283333333,50.0871111111,46.5775555556,37.9371111111,5.026,10.1105555556,17.0118888889,45.932,47.4183333333,8.26155555556,54.8135555556,42.7075555555,8.83344444445
601.54,12.9022222222,50.0402222222,46.3831111111,37.9824444444,5.03544444444,10.0965555555,16.9068888889,45.7473333333,47.2634444444,8.23711111111,54.6495555556,42.567,8.862
601.88,12.8777777778,50.0982222222,46.3178888889,38.0152222222,5.05322222222,10.0954444444,16.8617777778,45.6691111111,47.1618888889,8.24233333333,54.5716666666,42.515,8.84077777778
602.21,12.8288888889,50.0746666667,46.1373333333,37.988,5.03677777778,10.0636666667,16.7873333333,45.4991111111,47.0141111111,8.22844444444,54.3956666667,42.4295555556,8.80522222222
602.55,12.7396666667,50.0156666667,45.873,37.913,4.92844444444,9.99755555555,16.6404444444,45.2972222222,46.7946666667,8.13366666667,54.119,42.2125555556,8.705
602.88,12.6774444444,49.9493333333,45.6211111111,37.8455555556,4.88977777778,9.95233333334,16.534,45.074,46.5648888889,8.08677777778,53.826,42.0417777778,8.65
603.22,12.6691111111,49.9797777778,45.4938888889,37.8613333333,4.87344444444,9.94044444443,16.4698888889,44.9312222222,46.4176666667,8.066,53.7107777778,41.9852222222,8.63477777778
603.56,12.5897777778,49.888,45.3226666667,37.7947777778,4.82922222222,9.87833333334,16.3757777778,44.7301111111,46.2317777778,7.97377777778,53.5006666667,41.8346666667,8.58188888889
603.89,12.5984444444,49.9276666667,45.2135555556,37.8418888889,4.87466666667,9.9021111111,16.3644444445,44.62,46.1317777778,7.99433333333,53.364,41.7805555556,8.63255555556
604.23,12.65,50.0504444444,45.188,37.9611111111,4.94244444444,9.9601111111,16.39,44.6094444444,46.1181111111,8.04388888889,53.2971111111,41.7832222222,8.68433333333
604.56,12.5981111111,50.0184444445,45.0107777778,37.9147777778,4.97755555556,9.95255555554,16.3548888889,44.4071111111,45.9178888889,8.062,53.0901111111,41.6513333333,8.71477777778
604.90,12.6023333333,50.0703333334,44.8834444444,37.9256666667,5.01255555556,9.95477777778,16.3433333333,44.2826666667,45.8444444445,8.05711111111,52.982,41.6082222222,8.73366666667
605.23,12.5977777778,50.1665555555,44.7822222222,37.9782222222,5.04877777778,9.98277777777,16.3351111111,44.2101111111,45.7555555556,8.09422222222,52.8488888889,41.5546666666,8.77922222222
605.57,12.5392222222,50.1,44.5617777778,37.9595555555,5.04922222222,9.9518888889,16.258,44.0422222222,45.5622222222,8.06455555556,52.6317777778,41.4248888889,8.79955555556
605.90,12.5023333334,50.0811111111,44.4292222222,37.9723333333,5.01677777778,9.93588888888,16.1917777778,43.9174444445,45.3928888889,8.02422222222,52.4864444444,41.3338888889,8.81522222222
606.24,12.494,50.1173333333,44.3232222222,38.0506666667,5.03666666667,9.93133333333,16.208,43.7812222222,45.3107777778,8.01566666667,52.3618888889,41.3372222222,8.85688888889
606.58,12.4425555556,50.1423333333,44.2018888889,38.1246666667,5.03411111111,9.90944444445,16.1677777778,43.6818888889,45.2534444444,7.99733333333,52.2302222222,41.2361111111,8.88733333333
606.91,12.3897777778,50.1157777778,44.0024444445,38.1088888889,5.00511111111,9.8591111111,16.0948888889,43.4982222222,45.0753333333,7.95155555556,51.9407777778,41.0677777778,8.85455555556
607.25,12.4238888889,50.1756666667,43.8161111111,38.1553333333,5.04844444445,9.90377777777,16.0684444445,43.3565555555,44.9096666667,7.99311111111,51.7617777778,40.9861111111,8.92
607.58,12.3921111111,50.1834444444,43.6356666667,38.1405555556,5.01533333333,9.89322222221,15.9862222222,43.1985555556,44.7876666667,7.98322222222,51.574,40.9118888889,8.93488888889
607.92,12.3354444444,50.0923333333,43.3855555556,38.1133333333,4.97055555556,9.88777777778,15.8827777778,42.9424444445,44.5327777778,7.95177777778,51.294,40.7446666667,8.93588888889
608.25,12.3467777778,50.1522222222,43.2864444444,38.1731111111,4.97555555556,9.87011111112,15.8551111111,42.8001111111,44.4958888889,7.93666666667,51.1413333333,40.6072222222,8.96711111111
608.59,12.2994444444,50.133,43.1535555555,38.1784444444,4.94244444444,9.83788888889,15.7967777778,42.644,44.3661111111,7.93433333333,50.9563333333,40.4952222222,8.95266666667
608.92,12.2534444445,50.1323333333,42.9913333333,38.159,4.89077777778,9.83133333332,15.7507777778,42.4736666667,44.2372222222,7.90633333333,50.7451111111,40.3863333333,8.96322222222
609.26,12.2691111111,50.2208888889,42.8881111111,38.2032222222,4.87988888889,9.86455555555,15.7427777778,42.3338888889,44.2046666667,7.90833333333,50.6193333333,40.3161111111,8.99788888889
609.59,12.282,50.2324444445,42.7162222222,38.2023333333,4.94111111111,9.90688888888,15.7501111111,42.1507777778,44.0651111111,7.92955555556,50.3687777778,40.1434444444,9.07877777778
609.93,12.3082222222,50.3321111111,42.6462222222,38.2288888889,4.99166666667,9.94822222222,15.7313333333,42.0426666667,43.9951111111,7.95755555556,50.251,40.0558888889,9.14966666667
610.26,12.3232222222,50.3164444445,42.5021111111,38.2242222222,4.99322222222,9.98277777778,15.6906666667,41.8794444445,43.8325555555,7.96444444445,50.062,39.9776666667,9.18022222222
610.60,12.3664444444,50.3668888889,42.4058888889,38.2994444444,5.08555555556,10.0954444444,15.7401111111,41.7634444444,43.7668888889,8.06288888889,49.98,39.9262222222,9.34466666667
610.93,12.2742222222,50.3125555556,42.1992222222,38.2533333333,5.05422222222,10.0437777778,15.675,41.515,43.6054444444,7.99211111111,49.7577777778,39.7354444444,9.32011111111
611.27,12.2415555556,50.2496666667,41.9897777778,38.2477777778,5.05866666667,10.04,15.6598888889,41.2737777778,43.3898888889,7.97188888889,49.4577777778,39.5318888889,9.37977777778
611.60,12.1852222222,50.2651111111,41.7995555556,38.1964444444,5.04588888889,9.99022222222,15.6166666667,41.0926666667,43.2128888889,7.92777777778,49.2614444444,39.4043333333,9.39277777778
611.93,12.1485555555,50.283,41.6077777778,38.1886666667,5.03266666667,10.0185555555,15.5466666667,40.9481111111,43.0115555556,7.89677777778,49.0413333334,39.3301111111,9.44655555555
612.27,12.1713333333,50.3023333333,41.4654444444,38.1721111111,5.103,10.0733333333,15.5285555556,40.8124444445,42.8732222222,7.90166666667,48.8243333333,39.1947777778,9.51566666667
612.60,12.1737777778,50.2447777778,41.2697777778,38.1645555555,5.11711111111,10.0632222222,15.4632222222,40.6227777778,42.6507777778,7.846,48.6265555556,39.0168888889,9.50922222222
612.94,12.1291111111,50.2032222222,41.0475555555,38.1382222222,5.149,10.0411111111,15.4113333333,40.429,42.4028888889,7.82244444445,48.4268888889,38.9167777778,9.54144444444
613.27,12.0258888889,50.1992222222,40.8261111111,38.1277777778,5.06177777778,9.9371111111,15.2786666667,40.2286666667,42.2414444444,7.71822222222,48.2292222222,38.7955555556,9.43588888889
613.61,11.9837777778,50.1001111111,40.5265555556,38.093,5.05166666667,9.91022222223,15.2068888889,39.9822222222,41.9821111111,7.68722222222,47.9276666667,38.6246666667,9.40744444444
613.94,11.9425555555,50.0893333333,40.3277777778,38.1127777778,5.02622222222,9.86177777779,15.1423333334,39.7867777778,41.8148888889,7.64733333333,47.7294444444,38.5201111111,9.41222222222
614.28,11.8767777778,50.0954444445,40.2105555556,38.1023333333,4.987,9.79977777779,15.035,39.6564444444,41.6605555556,7.55855555556,47.5554444445,38.4476666667,9.31666666667
614.61,11.8493333333,50.1722222222,40.0907777778,38.1741111111,4.93122222222,9.80455555555,14.9845555556,39.5446666666,41.5141111111,7.57355555556,47.424,38.437,9.35388888889
614.94,11.7492222222,50.2052222222,39.9416666667,38.1767777778,4.89222222222,9.75244444446,14.8866666666,39.4174444444,41.3436666667,7.50766666667,47.2492222222,38.312,9.26466666667
615.28,11.702,50.1817777778,39.7868888889,38.1662222222,4.83733333333,9.69644444443,14.7766666667,39.2163333333,41.1893333333,7.476,47.0274444444,38.1574444445,9.18577777778
615.61,11.6618888889,50.2517777778,39.73,38.2344444444,4.83555555555,9.70622222223,14.7293333333,39.096,41.0662222222,7.485,46.8902222222,38.0756666667,9.16277777778
615.95,11.5228888889,50.21,39.4758888889,38.2088888889,4.70511111111,9.62011111112,14.5616666667,38.8392222222,40.7701111111,7.36822222222,46.5868888889,37.8828888889,9.07488888889
616.28,11.4477777778,50.2598888889,39.3337777778,38.1958888889,4.66233333333,9.59900000001,14.4602222222,38.658,40.6303333333,7.34522222222,46.4335555556,37.8495555556,9.08555555556
616.61,11.4231111111,50.3211111111,39.2497777778,38.2697777778,4.63233333333,9.6001111111,14.4043333333,38.5684444445,40.5513333333,7.33611111111,46.2475555556,37.7298888889,9.04911111111
616.95,11.4346666667,50.4462222222,39.2695555555,38.3582222222,4.69022222222,9.68477777777,14.4182222222,38.5332222222,40.5325555556,7.36855555555,46.196,37.7775555555,9.12433333333
617.28,11.3846666667,50.5058888889,39.2328888889,38.3822222222,4.67744444445,9.66600000001,14.3817777778,38.4757777778,40.4486666667,7.33488888889,46.1054444444,37.7197777778,9.10222222222
617.62,11.3534444444,50.5121111111,39.132,38.3481111111,4.71422222222,9.65688888888,14.3284444444,38.3127777778,40.3026666666,7.29566666667,45.8545555556,37.5871111111,9.09455555555
617.95,11.3207777778,50.4718888889,38.9328888889,38.35,4.703,9.62988888889,14.2635555556,38.1128888889,40.1175555556,7.27233333333,45.5914444444,37.4023333333,9.12466666667
618.28,11.329,50.4394444444,38.8085555556,38.3751111111,4.746,9.65033333334,14.1814444444,37.9913333333,40.0177777778,7.26877777778,45.415,37.2912222222,9.13511111111
618.62,11.2747777778,50.475,38.7016666667,38.3615555556,4.70822222222,9.62144444446,14.0841111111,37.8172222222,39.8683333333,7.22522222222,45.2887777778,37.2044444445,9.14344444444
618.95,11.3016666667,50.4623333333,38.5723333333,38.3704444445,4.77566666667,9.67277777779,14.1082222222,37.7088888889,39.745,7.21333333333,45.0998888889,37.1042222222,9.24566666667
619.28,11.2497777778,50.4302222222,38.4125555556,38.4121111111,4.741,9.6331111111,14.0317777778,37.5707777778,39.6051111111,7.16122222222,44.9362222222,37.0006666667,9.23066666667
619.62,11.2766666667,50.4641111111,38.3536666667,38.4225555556,4.80333333333,9.66533333332,14.0707777778,37.443,39.4983333333,7.24377777778,44.7658888889,36.9732222222,9.29055555556
619.95,11.2904444444,50.4747777778,38.2555555556,38.525,4.91244444444,9.73188888889,14.1298888889,37.3508888889,39.3585555556,7.29055555556,44.5755555555,36.9097777778,9.34566666666
620.28,11.3752222222,50.4592222222,38.1733333333,38.5311111111,5.00766666667,9.8058888889,14.1695555555,37.2577777778,39.2076666667,7.35377777778,44.384,36.8111111111,9.43633333333
620.62,11.3245555555,50.2995555556,37.9347777778,38.4691111111,4.96177777778,9.72966666668,14.0777777778,36.962,38.8951111111,7.34277777778,44.0837777778,36.5798888889,9.41977777778
620.95,11.2531111111,50.1613333333,37.6696666666,38.3375555555,4.906,9.66577777777,13.9265555556,36.7648888889,38.582,7.269,43.7961111111,36.3278888889,9.35677777778
621.28,11.2544444444,50.2101111111,37.5098888889,38.3686666667,4.87766666667,9.67500000001,13.8962222222,36.6332222222,38.4078888889,7.261,43.6726666666,36.1947777778,9.34944444445
621.62,11.2005555556,50.175,37.3221111111,38.3328888889,4.84311111111,9.66522222223,13.8077777778,36.4488888889,38.2034444445,7.22622222222,43.4271111111,36.0715555556,9.346
621.95,11.1556666667,50.1262222222,37.124,38.245,4.82533333333,9.63422222222,13.752,36.2675555556,37.9572222222,7.19811111111,43.1842222222,35.8592222222,9.305
622.28,11.1984444444,50.1778888889,37.01,38.2836666667,4.85588888889,9.66544444446,13.794,36.1817777778,37.8463333333,7.23122222222,43.01,35.8556666666,9.36233333333
622.62,11.1783333333,50.2522222222,36.9591111111,38.3886666667,4.85855555556,9.665,13.7643333333,36.0776666666,37.741,7.25088888889,42.9056666667,35.8072222222,9.376
622.95,11.2217777778,50.2526666667,36.8376666667,38.3705555556,4.90288888889,9.69777777777,13.7608888889,35.96,37.6251111111,7.3,42.7407777778,35.7342222222,9.38188888889
623.28,11.1843333333,50.148,36.6371111111,38.3407777778,4.887,9.614,13.6394444445,35.7862222222,37.397,7.182,42.5642222222,35.5401111111,9.35522222222
623.62,11.0984444444,50.0431111111,36.4385555556,38.18,4.76588888889,9.52144444443,13.4776666667,35.5718888889,37.1975555556,7.1,42.3121111111,35.3462222222,9.25744444444
623.95,10.9782222222,50.0355555556,36.2772222222,38.2013333333,4.67922222222,9.45777777779,13.3432222222,35.4077777778,37.0391111111,7.01188888889,42.1667777778,35.2743333333,9.20888888889
624.28,10.9603333333,50.03,36.1832222222,38.1784444444,4.67522222222,9.44811111112,13.2638888889,35.2873333333,36.9142222222,6.98066666667,42.013,35.168,9.19755555556
624.62,10.917,50.0136666667,36.1023333333,38.2506666667,4.66122222222,9.46977777778,13.2624444445,35.0841111111,36.771,6.98644444444,41.8393333333,35.0976666667,9.19455555555
624.95,10.9046666667,50.008,36.0223333333,38.3175555555,4.66377777778,9.45177777779,13.2337777778,34.9995555556,36.6864444445,6.99777777778,41.7117777778,35.0648888889,9.19211111111
625.28,10.8568888889,49.9717777778,35.8901111111,38.3097777778,4.63811111111,9.39977777778,13.1905555556,34.8741111111,36.522,6.99255555555,41.5497777778,34.9435555556,9.12855555555
625.61,10.8747777778,50.0363333333,35.9063333333,38.3805555556,4.662,9.40822222222,13.2203333333,34.8063333334,36.4307777778,7.02444444445,41.4481111111,34.9736666667,9.18944444444
625.95,10.866,50.0808888889,35.8534444444,38.4747777778,4.71311111111,9.4671111111,13.209,34.7398888889,36.3668888889,7.06177777778,41.3471111111,34.8916666667,9.20533333333
626.28,10.817,50.1111111111,35.7742222222,38.4804444444,4.67433333333,9.45444444445,13.1354444445,34.675,36.2122222222,7.02455555555,41.2277777778,34.8348888889,9.16766666667
626.61,10.7312222222,50.1015555555,35.6675555555,38.4483333333,4.64011111111,9.42333333334,13.0526666667,34.5155555556,36.0015555555,6.93033333333,41.0305555556,34.7256666667,9.16377777778
626.94,10.6796666667,50.1608888889,35.6296666667,38.5245555556,4.63488888889,9.47322222221,13.0581111111,34.4231111111,35.9174444444,6.97488888889,40.9245555556,34.7058888889,9.19044444444
627.28,10.6844444444,50.2162222222,35.6148888889,38.601,4.68411111111,9.46866666668,13.082,34.3367777778,35.8023333333,6.97455555556,40.8095555555,34.6492222222,9.23088888889
627.61,10.6142222222,50.1775555556,35.4435555556,38.4882222222,4.62111111111,9.374,12.9994444445,34.1407777778,35.5496666667,6.89433333333,40.5427777778,34.4822222222,9.18333333333
627.94,10.5705555555,50.2211111111,35.3011111111,38.4816666667,4.61822222222,9.373,12.9972222222,34.0291111111,35.3677777778,6.89555555556,40.3905555556,34.3731111111,9.2
628.27,10.6041111111,50.2252222222,35.2147777778,38.4905555556,4.68933333333,9.41777777777,13.0203333333,33.981,35.2694444445,6.95133333333,40.2094444444,34.3175555556,9.31555555556
628.61,10.5695555555,50.2424444444,35.1016666667,38.443,4.72311111111,9.45300000001,13.0026666667,33.8306666666,35.0974444445,6.95577777778,40.0347777778,34.1974444444,9.38044444445
628.94,10.5885555555,50.376,35.0475555556,38.4934444444,4.767,9.51566666666,13.0155555556,33.7387777778,34.9307777778,6.92933333333,39.9065555555,34.15,9.47000000001
629.27,10.5932222222,50.3405555555,34.8775555555,38.4978888889,4.79166666667,9.55566666668,12.9782222222,33.583,34.7583333333,6.91544444444,39.6796666667,33.9867777778,9.49144444446
629.60,10.6093333333,50.394,34.7947777778,38.5611111111,4.82911111111,9.55777777779,12.9816666666,33.4748888889,34.6116666667,6.95188888889,39.569,33.9433333333,9.55777777779
629.94,10.6511111111,50.2997777778,34.617,38.519,4.92422222222,9.64311111111,13.013,33.256,34.422,7.01544444444,39.2897777778,33.761,9.63433333333
630.27,10.7248888889,50.3573333333,34.5441111111,38.6152222222,4.97633333333,9.66844444443,13.058,33.1776666667,34.3402222222,7.11822222222,39.161,33.7182222222,9.701
630.60,10.7744444444,50.3682222222,34.4586666667,38.6375555555,4.99822222222,9.65288888888,13.0436666667,33.0638888889,34.2442222222,7.11844444445,39.016,33.623,9.71033333333
