wavelength,Back_TanCyof,Belly_TanCyof,Breast_TanCyof,Crissum_TanCyof,Crown_TanCyof,DorTail_TanCyof,Patch10_TanCyof,Patch11_TanCyof,Patch12_TanCyof,Patch13_TanCyof,Rump_TanCyof,Throat_TanCyof,WingTip_TanCyof
184.87,2.03700000001,-52.4072222222,-55.7406666668,-34.9998888889,-10.5554444444,-94.999888889,-55.0,-114.814777778,-117.962888889,-32.0372222222,-25.7406666667,-65.5555555554,-25.9258888889
185.25,1.3071111111,-45.9694444445,-62.0914444446,-43.1372222222,-0.871444444433,-108.714555555,-60.1306666667,-129.411666667,-131.808222222,-25.7081111111,-13.9433333333,-67.755888889,-37.4726666667
185.63,-6.23322222223,-61.5175555556,-84.8237777778,-60.9756666667,-3.5230000001,-152.845555555,-87.2627777777,-170.460777778,-164.769666667,-30.0812222222,-21.4092222222,-90.786,-56.9106666666
186.01,5.92118946467e-16,-62.5396666667,-95.873222222,-62.8571111111,2.22233333333,-165.396777778,-94.2856666667,-189.841333333,-170.476222222,-33.3333333333,-15.238,-102.857222222,-72.380888889
186.39,4.84333333333,-52.9916666667,-86.8945555557,-58.9742222222,8.2621111111,-140.171,-89.1737777777,-174.074,-130.199444444,-22.2222222222,-6.83755555556,-90.0285555555,-65.8116666668
186.77,2.28755555566,-64.7061111111,-104.248333333,-71.5686666667,-2.941,-159.477111111,-107.189666666,-208.823555556,-156.535888889,-36.9282222221,-8.49677777777,-107.843111111,-78.7583333334
187.15,37.6693333332,-9.48511111113,-47.1544444444,-23.8481111111,29.2682222223,-89.9728888888,-60.7045555556,-144.173555555,-96.4768888887,0.0,33.0622222222,-52.3035555557,-24.3902222222
187.53,41.5204444443,-14.9124444446,-60.8186666668,-42.6901111111,28.9473333332,-100.292555555,-84.2105555556,-155.555444444,-115.789444444,-16.081888889,26.9005555555,-52.0467777779,-35.6724444444
187.91,38.6473333334,-46.3768888887,-121.256111111,-104.347666667,13.5265555556,-179.710222222,-168.598888889,-287.439666667,-210.628111111,-52.1738888889,31.4008888888,-99.516888889,-102.898555555
188.29,39.6825555555,-35.3175555557,-96.8252222222,-80.1586666668,38.492111111,-139.285777778,-136.111111111,-215.079222222,-155.158777778,-34.1268888889,33.3335555555,-56.7459999999,-65.4761111112
188.67,59.0277777779,-17.3611111112,-67.7083333332,-66.3194444444,48.6111111111,-103.472222222,-120.138888889,-172.916666667,-127.430555556,-15.2777777777,53.8194444446,-21.875,-61.8055555556
189.05,25.8333333333,-30.0000000001,-56.3888888888,-63.0555555554,28.6111111112,-85.2777777778,-118.888888889,-143.333333333,-110.833333333,-25.8333333332,36.9444444445,-27.2222222223,-71.1111111111
189.43,13.786,-37.4484444446,-45.8847777778,-55.5555555556,16.4609999999,-55.7612222223,-93.8273333335,-108.642,-88.6833333332,-25.1027777777,19.3415555555,-25.9258888888,-59.6707777778
189.81,-0.60599999999,-50.3027777777,-59.7979999999,-64.2425555556,5.85855555567,-51.1112222223,-105.252555556,-103.636444445,-101.010111111,-31.7171111111,9.89888888889,-35.9594444444,-66.0606666666
190.19,-14.1025555556,-69.871888889,-80.3417777777,-81.4101111112,-6.1968888889,-65.5983333335,-128.205111111,-113.675333333,-130.555666667,-53.6325555556,-3.4187777778,-55.1284444445,-89.9573333333
190.57,-43.3603333334,-110.298111111,-117.344111111,-122.764333333,-23.8482222223,-107.045888889,-182.113777778,-152.303444444,-186.178888889,-89.9729999999,-24.3903333333,-82.9268888889,-124.932222222
190.95,-46.5608888889,-113.227444445,-124.338666667,-124.074,-17.4603333332,-111.904777778,-174.074111111,-144.18,-173.015777778,-89.947,-32.2751111111,-85.1851111112,-120.899333333
191.33,-84.2592222221,-157.716111111,-175.0,-163.580222222,-55.2468888889,-165.740777778,-209.259333333,-188.580222222,-212.037111111,-127.469111111,-69.7531111112,-118.209888889,-167.901
191.71,-78.306888889,-127.777777778,-140.476333333,-128.571333333,-49.2064444443,-126.984222222,-161.904666667,-156.613777778,-169.841222222,-100.793666667,-49.2064444444,-103.439222222,-140.740666667
192.09,-46.8685555556,-74.5453333333,-93.3333333333,-81.8181111111,-23.0303333333,-81.8182222222,-106.666777778,-96.9697777779,-116.969666666,-59.3938888888,-19.596,-65.0504444446,-85.0504444444
192.47,-68.1158888889,-93.4784444444,-113.768222222,-106.280222222,-46.376888889,-112.560444444,-134.299555556,-120.29,-147.101555556,-77.5362222223,-23.43,-85.0241111112,-114.975777778
192.85,-124.024111111,-146.246222222,-179.879777778,-151.351444444,-98.7987777778,-172.372222222,-189.489333333,-165.165222222,-209.609666667,-118.918888889,-65.7656666666,-139.639777778,-181.081
193.23,-178.666666667,-211.111111111,-289.777777778,-238.222222222,-164.0,-255.111111111,-287.111111111,-238.666666667,-319.555555556,-163.555555555,-95.9999999999,-212.444444444,-276.888888889
193.61,-226.666666666,-257.222222222,-366.111111111,-286.111111111,-227.222222222,-331.666666667,-367.222222222,-288.333333333,-391.111111111,-205.0,-129.444444445,-271.666666667,-353.888888889
193.99,-342.222111111,-366.666666667,-509.629555555,-422.963,-368.888888889,-480.0,-554.074222222,-465.925666667,-557.037111111,-330.370555556,-245.926,-419.259333333,-537.037222222
194.37,-296.296222222,-297.530777778,-416.666666667,-367.901222222,-321.605,-404.321111111,-474.691333333,-388.271666666,-439.506222222,-251.234555556,-211.728444444,-319.135666667,-410.493777778
194.75,-232.0,-224.444444445,-309.333333333,-301.777777778,-269.333333333,-289.777777778,-360.888888889,-303.111111111,-318.222222222,-206.222222222,-187.111111111,-245.333333333,-345.333333333
195.13,-223.412666667,-209.523777778,-273.015888889,-303.174444444,-253.571444444,-270.635,-339.682333333,-284.920666667,-296.825555556,-202.777666666,-182.142666667,-234.523777778,-340.476111111
195.51,-351.851888889,-319.577,-431.216888889,-465.079444444,-391.005333333,-394.179777778,-512.169333333,-421.693222222,-446.031777778,-314.814888889,-303.703777778,-380.423222222,-522.222333333
195.89,-252.380888889,-238.095333333,-327.380888889,-342.857111111,-279.761777778,-289.285555555,-382.539666666,-314.682333333,-326.587333333,-221.428666667,-234.127,-283.730111111,-394.047777778
196.27,-282.051222222,-278.632555556,-370.940222222,-385.042888889,-309.401666667,-328.632555556,-437.179555556,-359.829111111,-350.854666667,-255.982777778,-277.777666667,-316.239333333,-448.290666667
196.65,-594.444444445,-611.111,-764.285666666,-775.397,-662.698555555,-658.730222222,-855.555555556,-730.952444445,-709.523777778,-528.571333333,-617.460222222,-661.904555556,-936.507888891
197.03,-1306.34922222,-1315.873,-1611.111,-1712.69844445,-1403.17466667,-1373.016,-1847.61911111,-1596.82544445,-1484.127,-1150.79355556,-1328.57144444,-1439.68244444,-1917.46033333
197.40,5127.77777778,5227.77777778,5888.88888889,6455.55555556,5461.11111111,5361.11111111,6750.0,5977.77777778,5694.44444444,4494.44444444,5338.88888889,5561.11111111,7144.44444444
197.78,697.777777778,704.444333333,788.888888889,871.111111111,742.962777777,739.259333333,924.444555557,803.703666667,777.037,616.296333333,729.629666667,747.407333334,985.185333332
198.16,442.129555555,443.981555555,494.907333333,545.833444445,468.055555556,476.388666667,577.314666667,477.777777778,475.000111111,397.222222222,444.907333333,451.388777778,633.333222222
198.54,409.401777778,414.957222222,463.247888889,500.854888889,435.470111111,444.017111111,523.931444445,435.042777778,433.760555555,366.666666667,413.247777778,429.914666667,600.854666666
198.92,403.703777778,430.555555555,475.926,491.203666667,447.685222222,448.148111111,526.388666667,414.351888889,452.777777778,341.203666667,401.388888889,441.666777778,594.907222222
199.30,333.716555555,378.161,418.390777778,408.812111111,394.253,371.647555556,456.321888889,349.425333333,381.226,278.544222222,325.287333333,373.563333333,500.766222222
199.68,339.285888889,385.714111111,405.158666666,413.492,387.301666666,378.174555556,481.746,355.555555556,384.920555555,275.396777778,305.555555556,375.000111111,507.936666667
200.06,287.687444445,312.011888889,324.324333333,341.741777778,323.423555555,312.612666667,400.300333333,284.084,314.414444445,233.933777778,251.651666667,305.405333333,406.306444444
200.44,268.518555556,287.566,295.502555555,320.634888889,306.878333334,291.798888889,366.137666667,260.582111111,294.444444444,234.920666667,240.211666666,289.418111111,379.365222222
200.82,438.222222222,453.777777778,478.666666667,535.111111111,504.888888889,479.555555555,607.111111111,436.444444445,482.666666667,395.555555555,380.0,463.111111111,618.666666667
201.19,398.467222222,408.429,429.885111111,475.862,450.957888889,429.118777778,541.762333333,383.908111111,430.651333333,361.685888889,336.781777778,407.279555556,556.321777778
201.57,521.693,527.513333333,566.137666667,637.566222222,580.952333333,554.497444444,717.460333333,482.010777778,542.327777778,470.370222222,416.402111111,504.232777778,719.576777778
201.95,739.259222222,737.037,805.925888888,885.925777778,819.259333333,759.259222222,999.999999999,671.851888889,757.777666666,663.703777778,594.074111111,714.073999999,990.370444445
202.33,886.111222223,889.814777778,990.740777779,1076.85177778,999.074111111,903.703777777,1200.926,846.296222222,920.370333333,777.777888889,718.518555556,872.222333332,1194.44433333
202.71,957.575666668,916.161666667,1071.71722222,1140.40422222,1061.61611111,951.514999999,1318.18188889,919.191777778,992.929333332,829.292777778,787.878666667,938.383888888,1302.02011111
203.09,581.481333333,540.740888889,653.086444444,703.703888889,614.81488889,562.345666667,811.728444445,560.494,602.469,499.382666667,488.888777778,582.098777778,810.493777778
203.47,384.920666667,346.825444444,421.428555556,441.269888889,386.904666667,357.936444445,533.333444444,363.888777778,398.809666667,330.158666666,326.190444444,378.968222222,528.174666667
203.85,400.396888889,378.968222222,454.762,455.555666667,407.936555556,375.396666667,552.777777778,379.762,419.841222222,352.777666667,355.158777778,400.396888889,551.587111111
204.22,468.518777778,451.388666667,513.425777778,530.092555555,479.166666667,448.148,637.963,434.259333333,482.407555556,413.889,425.463,463.888777778,643.981333333
204.60,564.444444445,544.444444444,626.666666667,641.666666666,585.555555556,533.333333333,761.666666667,525.0,571.666666667,479.444444444,518.333333333,555.0,762.222222222
204.98,615.789555556,595.906333333,705.847666667,685.380111111,624.561444445,552.631666667,827.485333333,554.386111111,600.584888889,503.508555556,560.818555555,618.128555556,798.245666667
205.36,821.367555556,794.871666668,978.632333333,930.769333333,853.846222223,765.811888889,1129.05988889,753.846222222,792.307666666,694.017,764.957222222,860.683777777,1089.74355556
205.74,375.478888889,365.517222222,459.770222222,411.494111111,407.279444444,360.919555555,519.157,360.153222222,367.049888889,327.203111111,359.387111111,413.793111111,517.241333333
206.12,258.585888889,261.363555556,319.444555555,295.454666667,284.848333334,263.131333333,363.636444445,251.767666667,255.808,230.050444445,245.202111111,290.656555555,362.121111111
206.50,292.592666666,295.156666667,354.985777778,345.299111111,325.641,301.139444444,413.96,274.359,286.324888889,258.119555556,280.341888889,330.769222222,411.965777778
206.87,257.446777778,270.685555555,313.475111111,315.366444445,287.706888889,272.813444444,363.120444444,242.080333333,251.773,229.314555556,244.681,292.671444444,360.52
207.25,349.206333333,360.000111111,415.555444444,411.746,396.507777778,374.603111111,482.222333333,315.873,331.428555555,310.476111111,319.365,384.762,480.317444444
207.63,327.485444444,327.777888889,374.561333333,391.813,379.824444445,357.310111111,439.181555556,287.719222222,301.754333333,285.964777778,303.801222222,350.584888889,439.766
208.01,318.713444444,303.801222222,357.894777778,380.994,372.806777778,351.754333333,411.403666666,272.222333333,281.578888889,268.128555556,288.011555556,330.994222222,417.251555555
208.39,323.333333333,299.444444444,364.444444444,380.555555556,371.388888889,356.944444445,391.666666667,278.611111111,288.611111111,271.666666667,290.0,325.833333333,411.666666667
208.77,239.376111111,226.705666667,262.963111111,277.193,276.608222222,262.183111111,288.109222222,207.602333333,215.399555556,199.220222222,215.399555555,238.206777778,306.627666667
209.14,227.504555556,214.207666667,236.247555556,261.930777778,263.752222222,246.630333334,270.127444445,195.446111111,208.196666667,188.160333333,205.282444444,217.668444445,291.439111111
209.52,237.992888889,219.713111111,235.125555555,259.319111111,264.695333333,247.311888889,272.401444445,199.283222222,214.874555556,191.218555555,209.677333334,224.014333333,290.143222222
209.90,314.567888889,292.098777778,301.481555556,341.728444444,341.975333333,320.987777778,355.308666667,258.271666667,279.259222222,250.370444444,266.172888889,296.049555556,368.888888889
210.28,626.984111111,572.486777778,610.582,662.963,678.836111111,626.984222222,712.169111111,518.518444444,556.613777778,474.603111111,524.867666667,593.121777778,710.052777778
210.66,660.233777778,598.830222222,669.005777778,669.005777778,693.567,659.649111111,758.479555556,549.707555555,590.058444444,495.321555555,522.222222222,630.994111111,725.731111111
211.03,608.187222222,556.725,622.222222222,601.754222222,668.421111111,612.865444444,714.62,511.111111111,552.631777778,447.953333333,477.777888889,605.848,685.380111111
211.41,436.625444445,404.938333333,448.148,439.094666667,475.308444445,441.563666667,522.633666667,383.127555556,391.769333333,334.979444445,353.086333334,418.93,478.600777778
211.79,401.532555555,390.804555556,432.950222222,392.337222222,434.865888889,411.494333334,483.524888889,362.452,355.172444444,320.306555556,330.268444444,391.570888889,438.314
212.17,443.162222222,445.299,482.478666667,430.341777778,475.641,455.128,539.743555556,398.290666667,403.846222222,378.205111111,379.914555555,438.034333333,485.47
212.55,492.592555556,514.285666667,558.730222222,498.412666667,548.677333333,517.989444445,672.486777778,474.603222222,451.322888889,442.857222222,428.571555556,510.582222222,554.497444445
212.92,1145.83333333,1215.27777778,1398.61111111,1177.77777778,1318.05555555,1247.22222222,1645.83333333,1118.05555556,1087.5,1044.44444444,980.555555554,1226.38888889,1291.66666667
213.30,303.472222222,321.875,365.972222222,314.930555556,354.166666667,339.236111111,427.430555556,292.708333333,295.833333333,281.944444444,265.625,331.944444445,328.125
213.68,296.168666667,327.203111111,386.973333333,325.670222222,378.927111111,351.724111111,452.873666667,290.038333333,311.877333334,287.356444445,266.666666666,337.931111111,339.463555556
214.06,337.777777778,348.444444444,451.111111111,364.888888889,431.111111111,399.555555556,522.222222222,324.0,343.111111111,324.888888889,302.666666667,380.888888889,408.444444445
214.44,217.676777778,218.434222222,273.232333333,233.838444445,266.919222222,247.474888889,318.686888889,200.505,210.606111111,213.383666667,186.616222222,232.575777778,261.363666667
214.81,178.174555556,183.928444444,219.246111111,192.658777778,219.444333333,199.999777778,258.928666667,163.293666667,171.230111111,176.587444445,159.523888889,183.928555555,214.682555556
215.19,218.676222222,226.241111111,260.756444445,231.914888889,261.938555556,228.132222222,307.565,193.853555556,200.472777778,217.257666667,195.981111111,210.165555555,252.245777778
215.57,247.222333333,249.242444445,288.383888889,255.050444444,292.171666667,241.161777778,332.070777778,214.899,219.949444444,234.343444444,218.434222222,241.666777778,285.606111111
215.95,276.353222222,260.683777778,305.698222222,276.068333333,323.646666666,264.672333333,362.393111111,235.042888889,240.456,247.293555556,232.478555556,265.526888889,320.798
216.32,400.411666667,380.246888889,443.621222222,400.411555555,472.427888889,373.662444444,523.456666667,340.740888889,344.856111111,345.679,313.168777778,385.596888889,472.016666666
216.70,323.361888889,303.133888889,349.857555556,309.116888889,372.079666667,288.603888889,388.604111111,265.527,276.923222222,271.794777778,250.712333333,304.273666667,371.794888889
217.08,298.108777778,273.522333333,308.274222222,265.012,321.276666667,255.319222222,331.914777778,239.243555555,236.170111111,244.917333333,221.276555556,264.775333333,330.496555555
217.46,326.098222222,297.674333333,343.411,282.945666667,351.162888889,283.204,351.938,262.015444445,251.679555555,267.958555555,235.917444445,288.372222222,369.508888889
217.83,348.433,319.943,369.231,305.983,382.051333334,315.669444444,376.923,289.743555556,262.678,295.441777778,257.549888889,311.111222222,406.837555555
218.21,261.212111111,246.868666667,268.484777778,233.535333333,285.858555556,238.989888889,281.414111111,225.454777778,204.848666667,226.666888889,196.969888889,230.909111111,304.646444444
218.59,234.767111111,219.534,231.182888889,205.734777778,258.422888889,213.620111111,239.247333333,198.745555556,183.333111111,204.480222222,178.315444444,205.376111111,271.326111111
218.97,270.987666667,241.358111111,256.172777778,233.950555556,295.473222222,245.267333333,264.403333333,222.839666667,207.818777778,235.185222222,201.852,235.596666667,309.053666667
219.34,324.691444444,274.321,298.024666667,279.506222222,350.617333333,302.469111111,310.617111111,262.469,252.592666667,286.666555556,239.012333334,283.456777778,368.148
219.72,486.831,408.641777778,440.329111111,414.814666667,529.629666667,476.954555556,467.078222222,392.181222222,385.185222222,442.798111111,348.971111111,423.045222222,558.436333333
220.10,670.0,592.222222222,624.444444444,584.444444444,705.555555555,657.222222222,652.777777778,548.888888889,548.333333333,613.888888889,474.444444444,588.333333333,772.222222222
220.47,408.333333333,362.152777778,367.361111111,360.069444444,434.375,412.152777778,402.430555555,329.861111111,333.680555556,374.305555555,305.208333333,358.333333333,461.458333333
220.85,457.692222222,419.230777778,409.401666667,409.829,490.171,462.820333333,455.555555556,371.367555556,373.504,421.794666667,341.025666666,392.735,525.213555555
221.23,523.280333333,481.481444444,465.079333333,505.820111111,585.185111111,552.910111111,557.142777778,458.201111111,474.603111111,501.058333333,420.105777778,493.121666667,621.693
221.61,1725.926,1614.81477778,1540.74066667,1722.22233333,1890.74066667,1851.85177778,1920.37044444,1549.99988889,1609.25944444,1768.51844444,1412.963,1690.74088889,2090.74077778
221.98,-2602.77777778,-2522.22222222,-2366.66666666,-2636.11111111,-2733.33333334,-2691.66666667,-2822.22222222,-2325.0,-2533.33333334,-2669.44444445,-2058.33333333,-2569.44444445,-3072.22222222
222.36,-2071.11111111,-2064.44444444,-1928.88888889,-2131.11111111,-2168.88888889,-2124.44444444,-2184.44444444,-1868.88888889,-2042.22222222,-2135.55555556,-1706.66666667,-2042.22222222,-2322.22222222
222.74,-358.436111111,-358.847888889,-351.851888889,-388.888777778,-374.485666667,-383.127444444,-404.115222222,-343.621444444,-369.547444445,-375.308777778,-308.230555555,-373.662555556,-403.703777778
223.11,-336.781666666,-343.678111111,-340.23,-387.356333333,-367.049777778,-367.049777778,-395.019222222,-351.724222222,-363.218333333,-361.686,-311.111222222,-359.386888889,-388.505555556
223.49,-278.853,-289.964,-283.512555556,-316.845888889,-307.885333333,-306.809888889,-326.881666666,-307.526888889,-302.508888889,-296.774222222,-258.064444444,-301.792,-316.845888889
223.87,-449.707555556,-476.023444445,-483.625777778,-520.467666667,-489.473777778,-501.169666667,-534.502888889,-507.602444445,-475.438555556,-485.965111111,-423.391888889,-497.660777778,-515.204888889
224.24,-339.130333333,-360.386666666,-363.768,-391.304555556,-380.676222222,-386.473444445,-416.425111111,-392.270555556,-360.869555555,-380.676333333,-334.782555556,-383.091777778,-374.395888889
224.62,-298.290555556,-314.957,-326.923111111,-343.162333333,-336.324666667,-332.051111111,-367.948666667,-368.803444444,-317.948555556,-339.743555555,-283.760555555,-333.333111111,-323.931777778
225.00,-173.099444445,-185.087777778,-195.321666667,-207.602333333,-207.309888889,-213.742777778,-223.684444444,-234.795222222,-197.368333333,-217.836222222,-169.883111111,-217.251444444,-188.011777778
225.38,-135.507111111,-147.826222222,-149.516888889,-162.560333333,-155.072333334,-167.874555556,-174.637666666,-175.845333333,-143.478222222,-181.884111111,-129.71,-167.391222222,-142.029111111
225.75,-108.175888889,-115.933,-117.190666667,-129.350222222,-124.318666667,-130.608,-141.299888889,-132.914,-111.949666667,-143.186444444,-103.773444444,-136.058777778,-109.433888889
226.13,-111.752,-109.829,-111.324666667,-129.487111111,-128.846222222,-124.145222222,-141.666777778,-131.837666667,-101.709444444,-138.461333333,-107.051222222,-136.538555555,-111.324666667
226.51,-80.8546666665,-73.6752222222,-81.7094444445,-97.2647777779,-97.9486666666,-95.2136666667,-108.888888889,-91.4529999999,-73.3333333333,-107.350444444,-76.4102222222,-105.128111111,-88.888888889
226.88,-105.838,-89.8303333334,-102.259888889,-113.371,-121.092222222,-109.039555555,-129.566888889,-100.565,-87.0056666668,-129.190111111,-88.889,-122.787111111,-112.617666667
227.26,-66.7957777778,-51.2918888889,-57.2352222222,-66.4082222222,-71.3176666667,-66.7956666667,-78.9406666667,-52.4545555555,-46.77,-70.5427777779,-43.1525555556,-73.2558888889,-65.2457777778
227.64,-78.5796666667,-65.9795555556,-68.9575555556,-84.7652222222,-81.2143333333,-76.1742222222,-89.2325555556,-61.9702222222,-59.3355555555,-80.985111111,-52.6918888889,-84.7651111112,-77.8923333333
228.01,-80.8643333333,-73.6626666667,-69.9588888889,-87.963,-83.2303333334,-77.7777777778,-88.683,-68.4155555556,-66.9753333334,-85.2882222223,-51.3374444445,-82.3045555557,-79.4238888889
228.39,-64.0522222222,-57.843,-53.7581111111,-73.2026666667,-67.7286666667,-59.8038888889,-69.3627777778,-52.7778888889,-52.4508888889,-67.8104444444,-37.4183333333,-63.8072222222,-63.1536666667
228.76,-48.5274444444,-41.4993333333,-40.897,-55.2878888889,-50.2674444444,-45.783,-52.5435555555,-35.2075555556,-38.4203333333,-52.6773333333,-25.636,-50.9372222222,-49.5315555556
229.14,-43.2433333333,-33.6335555556,-35.0751111111,-47.0871111111,-41.4413333333,-37.2371111111,-45.3453333333,-25.8257777778,-32.4925555555,-45.2253333334,-20.7207777778,-43.3632222222,-45.3452222222
229.52,-36.6138888889,-26.2434444445,-27.8835555555,-37.6191111111,-34.709,-30.8995555555,-35.3968888889,-20.4232222222,-27.1956666667,-35.926,-14.6032222222,-35.7673333333,-37.8307777778
229.89,-37.003,-26.0956666667,-26.6053333333,-37.9715555556,-32.9254444444,-32.1102222222,-34.1997777778,-23.5982222222,-26.9114444445,-36.1876666667,-14.526,-35.7796666667,-38.685
230.27,-35.9208888889,-26.2304444444,-28.1074444444,-38.7112222222,-32.4201111111,-35.5657777778,-34.7031111111,-24.759,-27.3465555555,-36.3267777778,-13.7492222222,-34.5001111111,-36.428
230.65,-31.5125555555,-23.2026666667,-23.2027777778,-32.2597777778,-28.1978888889,-31.8863333333,-30.0188888889,-21.4286666667,-22.1755555556,-30.2987777778,-10.1307777778,-28.945,-30.2523333333
231.02,-20.2018888889,-13.7023333333,-12.1211111111,-21.6952222222,-18.577,-23.1006666667,-19.675,-12.78,-12.8678888889,-20.4216666667,-2.50333333333,-19.3676666667,-17.9622222222
231.40,-20.4333333333,-14.8305555556,-13.0413333333,-22.787,-18.5498888889,-22.9752222222,-20.3388888889,-14.454,-13.9361111111,-24.953,-3.38977777777,-21.7513333333,-17.6555555556
231.78,-12.6051111111,-8.35666666667,-5.32211111111,-12.6983333333,-10.831,-16.76,-11.718,-6.34922222222,-7.84311111112,-18.2073333333,3.22133333333,-14.0057777778,-10.5976666667
232.15,-9.2118888889,-3.75144444444,-0.80722222222,-9.25922222221,-8.30955555556,-12.9628888889,-10.0664444444,-1.80455555556,-4.321,-15.2423333333,4.93811111111,-11.6333333333,-7.35999999999
232.53,-12.5131111111,-3.42677777778,-3.01133333334,-11.4746666667,-9.65722222221,-15.3685555556,-12.9283333333,-2.12877777777,-5.91900000001,-18.3283333334,3.47866666667,-13.0321111111,-9.65733333334
232.90,-18.213,-6.75833333335,-5.95655555557,-17.2393333334,-15.5785555556,-21.2485555556,-18.2702222222,-6.41466666665,-10.3093333333,-22.3368888889,1.48029736617e-16,-15.5784444445,-14.8338888889
233.28,-13.5076666667,-3.59466666667,-1.14388888889,-13.2897777778,-11.1655555555,-16.7756666667,-12.2004444444,-2.50533333332,-5.71888888889,-14.1611111111,5.99133333332,-10.7298888889,-8.66022222223
233.66,-9.09088888888,-1.75455555556,1.48855555556,-11.4302222222,-9.88833333334,-12.6527777778,-10.4733333333,1.54188888889,-4.25299999999,-11.1642222222,8.39977777779,-6.75177777778,-5.68855555554
234.03,-6.28455555554,-0.50277777779,1.30733333333,-7.8431111111,-10.9603333334,-8.59722222223,-9.65311111109,4.62522222222,-4.02222222223,-8.69777777777,10.9098888889,-4.575,-2.81555555556
234.41,-6.51000000001,-0.880999999987,2.10466666668,-7.97833333336,-10.8173333333,-6.65711111112,-9.2511111111,5.92266666668,-5.23755555554,-9.05522222222,11.0621111111,-5.82477777778,-4.6991111111
234.78,-3.40811111111,2.42755555556,4.94855555554,-5.97566666667,-5.13533333333,-1.82066666667,-5.60222222221,9.85066666666,-3.12766666666,-4.90177777777,14.0057777778,-1.72744444444,-0.42011111111
235.16,-5.15422222222,-1.05622222222,1.22511111112,-8.44966666666,-6.5061111111,-2.83055555556,-7.01311111111,7.689,-3.97122222221,-6.88666666668,11.1954444444,-1.77422222222,-3.50655555556
