wavelength,Back_LanAurf,Belly_LanAurf,Breast_LanAurf,Crissum_LanAurf,Crown_LanAurf,DorTail_LanAurf,Patch10_LanAurf,Patch11_LanAurf,Rump_LanAurf,Throat_LanAurf,WingTip_LanAurf
780.64,10.876,39.9200666666,32.4318666667,31.065,8.75673333334,20.0544666667,15.5470666667,24.8454666667,18.7277333333,21.9048,14.4821333334
780.95,10.8365333333,39.7610666667,32.4434,31.1820666667,8.82513333333,20.0735333333,15.4477333333,24.8502,18.6430666667,21.9232,14.4548
781.26,10.9690666667,40.1718666667,32.7488333333,31.4025333333,8.82153333333,20.3362,15.3240666667,25.0758,18.9878666667,22.1251333333,14.5768666667
781.57,11.0027333333,40.1308,32.7825333333,31.268,8.90006666667,20.325,15.3351333333,25.0979333333,18.9579333333,22.0579333333,14.6704
781.88,11.0252,40.0151333334,32.9069666667,30.9682666667,8.59960000001,20.2236,15.2434,24.9421333333,18.8062,21.8116666667,14.5801333333
782.19,10.1680666667,39.2937333333,32.1096666666,30.1563333333,7.82473333333,19.4634666666,14.5068666667,24.2462,17.8034666667,21.0384,13.6114
782.50,10.0470666667,39.3530666667,32.1764666667,29.8744666666,7.6432,19.4037333333,14.4666666667,24.0902666667,17.6116666667,20.8588666667,13.5882666667
782.81,9.92413333334,39.8443333333,32.3492666667,29.6566666667,7.73233333333,19.5449333333,14.2914,24.1955333334,17.7804,21.03,13.6566666667
783.12,9.94506666667,40.2884,32.5574333333,29.8679333333,7.66206666667,19.5491333333,14.3368,24.2657333333,17.8469333333,21.0604,13.9182666667
783.43,9.9508,40.434,32.4772666667,30.1637333333,7.78053333333,19.6764666667,14.4799333333,24.3528666667,17.7928666667,21.2039333333,14.0908666667
783.74,9.21173333333,39.8178,31.8063333333,29.6379333333,7.10113333333,19.0896666667,13.9334,23.5712666667,17.099,20.6372666667,13.3457333334
784.05,8.92093333333,39.6946666667,31.6080666667,29.5650666667,6.8758,18.8916666667,13.7224,23.1033333333,16.6708,20.23,12.8858
784.36,9.02019999999,40.0084,31.5852,29.4180666667,6.82326666667,19.2085333333,13.8329333333,23.344,16.7534,20.546,12.8423333333
784.67,8.30266666667,39.3049333333,31.1039333333,28.7773333333,6.3234,18.7328,13.4942666667,22.9328666667,16.0839333333,20.0636666667,12.3246666667
784.98,8.33753333335,39.3272,31.1139333333,28.6202,6.25946666666,18.6117333333,13.6074666666,23.102,16.1698,20.1156666667,12.305
785.29,8.36153333333,39.7498666667,31.4316,28.84,6.39926666667,18.6374,13.5963333333,23.4066666667,16.4079333333,20.3019333334,12.6518666667
785.60,8.11540000001,39.6708666667,31.5470666667,28.8249333333,6.1154,18.47,13.5042,23.3974,16.5769333333,20.1668,12.7307333333
785.91,7.9992,39.3672666667,31.4183666667,28.7114666667,6.05913333333,18.1981333333,13.1405333334,23.4024666667,16.3292666666,20.0546,12.7340666667
786.22,8.40739999999,39.5883333333,31.7798,29.2550666667,6.4034,18.3045333333,13.4816,23.6256,16.6048666667,20.2674,13.1316
786.53,8.60393333334,39.8744,31.8238,29.5966666667,6.7072,18.6910666667,13.7548666666,23.9554,17.1064,20.6362666667,13.3860666667
786.84,9.05059999999,40.1073333333,32.199,29.8768666667,7.09573333333,19.0940666667,14.0644,24.4535333334,17.5725333333,20.9257333333,13.8696666667
787.14,9.28253333333,40.3675333333,32.2796333334,30.1816666667,7.33526666667,19.3862666667,14.0801333333,24.5629333333,17.7440666667,21.0830666667,14.2796666667
787.45,9.41133333333,40.583,32.3528666667,30.2257333333,7.33846666667,19.3629333333,13.9818,24.7018,17.9078,21.135,14.5994666667
787.76,8.91326666666,40.3340666667,32.1966333334,30.2227333333,6.89706666667,18.8902,13.6867333333,24.136,17.5614666667,20.7871333333,14.4815333333
788.07,9.21399999999,40.7191333333,32.2739,30.6558,7.076,18.8794666667,13.972,24.2150666667,17.8198,20.9562666666,14.9321333333
788.38,9.55193333335,41.116,32.6101333333,31.1009333333,7.37653333334,19.3203333333,14.1724,24.3849333333,17.9766,21.3326,15.3720666666
788.69,9.19700000001,40.4924666667,31.9886333333,30.6931333333,6.85986666667,18.9242666667,13.7084,23.9506,17.5758,20.8068666667,14.7764666667
789.00,8.98600000001,40.1842,31.7654,30.4426666667,6.71653333333,18.593,13.4292666667,23.5884666666,17.2167333333,20.5366666667,14.3108
789.31,8.24026666668,39.9167333333,31.4744333333,30.1784,5.94126666667,17.9983333333,12.8141333333,23.0044,16.6705333333,19.9405333333,13.5711333334
789.62,8.22986666667,39.8984666666,31.6219333333,30.2274666667,5.77746666667,17.7751333333,12.7812666667,23.1221333333,16.5204,19.8294666667,13.3496
789.92,8.4004,39.6409333333,31.6987,30.1054,5.77513333333,17.7832666667,12.739,22.8401333333,16.2970666667,19.5211333333,13.0485333333
790.23,7.89706666667,39.3486,31.6625333333,30.017,5.36393333334,17.233,12.4520666667,22.3712666667,15.7599333333,19.0506666667,12.4776
790.54,8.17446666667,39.5248,32.0392333333,30.3003333333,5.68153333333,17.3860666667,12.871,22.9034666667,16.0684666667,19.5162,12.6248
790.85,7.94793333334,39.2798666667,31.9660333333,30.3159333333,5.57113333333,17.283,12.8828666667,22.8009333334,15.9089333333,19.5537333333,12.2112
791.16,7.78733333333,38.4834666667,31.5365,29.7532666666,5.52366666667,16.9312666667,12.6084666667,22.6462,15.6993333333,19.0883333333,11.879
791.47,7.4328,38.2808666667,31.2039333333,29.5074,5.14373333333,16.7898666667,12.1432666667,22.3118,15.3853333333,18.7780666667,11.1718666667
791.78,6.90006666667,38.0019333333,30.8007,29.1876,4.7152,16.3819333334,11.9235333333,21.8627333333,14.8366,18.3284666666,10.719
792.08,7.85526666667,39.1809333333,31.8349333333,30.0710666667,5.7292,17.4669333333,12.983,22.5710666667,15.5588,19.5217333333,11.5766
792.39,8.61133333333,40.1395333333,32.6307,30.9796,6.25273333333,18.1757333333,13.7618,23.4321333333,16.1348666667,20.4330666667,12.2696666667
792.70,10.0,40.9225333333,33.3522666667,31.9402,7.727,19.2392666667,15.2830666667,24.8074666667,17.2658666667,21.7308666667,13.8849333333
793.01,9.86566666667,40.4003333333,32.7915333333,31.6372,7.65606666667,19.411,15.1894666667,24.6878,17.1261333333,21.6301333333,13.9317333333
793.32,9.79366666667,40.2860666667,32.5012666667,31.1438666667,7.79173333333,19.1279333333,15.2930666667,24.7304,16.8824,21.6784,14.1349333333
793.62,9.28686666667,40.0280666667,31.8951666667,30.6386666667,7.2168,18.8251333333,14.7691333333,24.4194666667,16.5128666667,21.3939333333,13.9814
793.93,8.79833333334,39.6393333333,31.5249333333,30.0584666667,6.72286666667,18.4633333333,14.2376,23.9680666667,16.1020666667,20.8152666667,13.6707333333
794.24,9.02500000001,39.5405333333,31.6203,29.8422666667,6.61099999999,18.3565333333,14.2433333333,23.9740666667,16.1374,20.7056,13.5655333333
794.55,9.78960000001,40.421,32.4635666667,30.5159333333,7.26813333333,19.047,14.7676,24.5522666667,16.7012666667,21.3741333333,14.3140666667
794.86,10.2159333333,40.3688666667,32.7867333333,30.5848,7.82726666667,19.3342666666,14.8988666667,24.7412666667,17.0039333333,21.5564,14.9122
795.16,10.681,40.5676666667,33.3556666667,30.9957333333,8.48079999999,19.6628666667,15.2893333333,25.3892,17.7776666667,21.9560666667,15.498
795.47,10.3108666667,39.5694,32.6570333333,30.3544666667,8.07993333333,19.0735333333,14.9815333333,24.9447333333,17.4080666667,21.3959333334,15.0988666667
795.78,9.88833333333,39.1667333333,32.2270666667,29.6735333333,7.57733333333,18.7542,14.5103333333,24.2998666667,16.9500666667,20.9321333334,14.7078666667
796.09,9.31866666666,39.0255333333,31.919,29.2366,6.81333333333,18.4518,13.9284,23.6696666667,16.5028666667,20.3149333333,13.8162666667
796.40,9.54233333333,39.6313333333,32.3854666667,29.5294,7.08306666666,18.7594666667,14.1790666667,23.843,16.7469333333,20.6896,13.8320666667
796.70,9.98080000001,39.9013333333,32.8187666667,30.1566,7.45553333333,19.284,14.4865333333,24.2742666667,17.1360666667,21.0976666667,14.0708
797.01,10.7564666667,40.2008666667,33.2692333333,30.5983333333,8.1838,19.8034,15.1708666667,24.7179333333,17.7008666667,21.7565333333,14.4743333333
797.32,10.8124,40.2585333333,33.2536666667,30.7866,8.12326666667,19.8750666667,15.3112,24.7748666667,17.9876,21.7496,14.5658
797.63,10.7881333333,40.4628,33.4424,31.2376,8.43480000001,20.1440666666,15.5032,24.8023333333,18.0353333333,22.0736,15.1146666667
797.93,10.3388666667,40.0798666667,32.8439333333,30.9369333333,7.86279999999,19.7696,15.1494,24.2836666667,17.6168,21.6966,14.4674
798.24,10.4370666667,40.5692,32.9463333333,31.3752,7.95086666667,19.8178666667,15.4054,24.4035333333,17.8278666667,21.9855333333,14.3988666667
798.55,9.75253333335,39.6855333333,31.9245,30.6963333333,6.9906,19.1626666667,14.3974,23.516,16.8818666667,21.3462666667,13.5138
798.85,9.61493333333,40.1473333333,32.1587666667,31.0508,6.6714,18.9586666667,14.27,23.6757333333,16.8187333333,21.4360666667,13.3761333333
799.16,10.0119333333,40.0428666667,32.2222,31.2016,7.04746666667,19.0245333333,14.6325333333,23.7546,16.9973333333,21.8938666667,13.6140666667
799.47,10.1191333333,40.0094666667,32.2245,31.2683333333,7.38673333334,19.2656666667,14.8497333333,23.7624,17.2246666667,22.2126666667,13.9056666667
799.78,9.61693333333,39.1188,31.2883333333,30.6848666667,6.8008,18.4530666667,14.2049333333,23.0458666667,16.6139333333,21.2835333333,13.3812666667
800.08,8.83806666666,38.5622,30.5711333333,29.7242666667,5.60313333333,17.5382666667,13.1658,22.0137333333,15.8247333333,20.4481333333,12.3486
800.39,9.01313333333,39.1641333333,30.7579666667,29.8842,5.64446666667,17.6888,13.1671333333,22.0747333333,16.0573333333,20.72,12.5176
800.70,9.67126666667,39.6054,31.128,30.0151333334,6.00913333333,18.0070666667,13.5458,22.2610666667,16.1103333334,21.2544666667,12.7465333333
801.00,8.96499999999,38.7114666667,30.1421,28.8635333333,5.07866666667,17.2907333333,12.826,21.4358,15.3474666667,20.2638,11.7250666667
801.31,9.10399999999,38.8171333333,30.1791666667,28.8274666667,5.3046,17.4296666667,12.9851333333,21.8996,15.3048,20.3840666667,11.9304
801.62,8.37566666666,38.0035333333,29.6253,28.0214666667,4.7318,16.8026666667,12.6302,21.3342,14.5906666667,19.8358666667,11.2754
801.92,8.4986,38.2817333333,29.7394,27.7967333333,4.86073333333,16.6253333333,12.8894666667,21.3313333333,14.6492,19.706,11.2952666667
802.23,8.46633333332,37.8580666667,29.2355666667,27.1677333333,4.9948,16.6617333333,12.7556666667,21.0020666667,14.6728,19.4070666667,11.1402
802.54,8.04146666666,37.572,29.0426666667,26.9364666667,4.73153333334,16.3735333333,12.2749333333,20.9856666667,14.7186,18.9053333333,10.9780666667
802.84,7.65666666667,37.1196,28.7862666666,26.6298,4.155,16.0031333333,11.6376,20.8478666667,14.5182,18.4729333333,10.7319333333
803.15,7.83846666666,37.0283333333,28.9971666667,26.7986,3.99046666667,16.2418666667,11.5546,21.0504,14.7162,18.902,11.2062
803.46,7.77953333334,37.0073333333,28.9483,27.1032666667,3.97233333333,16.4536,11.5974,21.0862,14.9414666667,18.8764666667,11.5494
803.76,7.47566666666,36.3151333333,28.8079,26.8464666667,3.65833333333,16.5000666667,11.2555333333,20.9833333333,14.9141333333,18.4668,11.1446
804.07,6.63993333333,35.5324666666,27.8275,26.1755333333,2.79693333333,15.6498,10.2320666667,20.2614,14.2729333333,17.6248666667,10.2054666667
804.38,7.0702,35.9753333333,28.4313666667,26.8172666667,2.9808,16.0559333333,10.1534,20.834,14.8398,17.8853333333,10.3524
804.68,7.64393333333,36.2336,28.7612666667,26.9201333333,3.52353333333,16.4711333333,10.4596,20.7606,15.2826,18.3464666667,10.9192
804.99,7.58726666667,36.4831333334,28.9464,26.7996,3.586,16.7544,10.0506,20.9524,15.4614666667,18.3188,10.87
805.30,7.95646666666,36.9479333333,29.6230333333,27.4893333333,4.14546666666,17.8661333333,10.5679333333,21.6188666667,16.2526,18.9225333333,11.5711333333
805.60,7.86846666667,37.0950666667,30.0270333333,27.9224666667,4.1066,18.3722666667,10.45,21.7246666667,16.2760666667,19.1376666667,11.8406666667
805.91,8.10059999999,37.2673333333,30.1920666667,28.236,4.172,18.6959333333,10.5303333333,21.6992,16.3256666667,19.1178,12.0184
806.21,8.3602,37.2115333334,30.267,28.328,4.44973333333,18.5814666667,10.6796,21.5210666667,16.0247333333,19.1478,12.0980666667
806.52,8.23293333333,37.5598666667,30.3105333333,28.5078666667,4.38580000001,18.4774666666,10.7282,21.363,15.933,19.0602,11.6955333333
806.83,8.62740000001,37.7506,30.6699333333,28.6328666667,5.15793333333,18.6546666667,11.1982,21.7048666667,16.3888666667,19.4716,12.0425333333
807.13,8.00213333334,37.5728,30.1191,28.1795333333,4.8324,18.0494,10.8671333333,21.3576,15.7716666667,18.9526,11.8538666666
807.44,8.14806666667,38.064,30.9512333333,28.6645333333,5.2244,18.5186,11.4926666667,21.8911333333,16.1278666667,19.4667333333,12.5251333333
807.74,7.78153333335,38.1968,30.5346,28.4526666667,4.98286666667,18.0774666667,11.7633333333,21.6439333333,16.0409333333,19.2377333333,12.7360666667
808.05,7.2652,38.3051333333,30.8505333334,28.6814,4.57473333333,17.7896,11.5140666667,21.7599333333,16.0829333333,18.7614666667,12.563
808.35,8.10286666666,38.6833333333,31.2866333333,29.3358,4.86533333333,18.1508666667,12.4655333333,22.1602666667,16.541,19.3,13.3752666667
808.66,7.9802,38.3718666667,31.0792333333,29.0904,4.2614,17.4284,11.8962666667,21.6034,16.0346,18.8282,12.6117333333
808.97,8.24986666667,38.3674,30.9245333333,28.9487333333,4.52073333333,17.1923333333,11.9294666667,21.6017333334,16.1905333333,18.7940666667,12.6777333333
809.27,8.56520000001,38.9161333333,31.2750333333,29.198,5.03753333333,17.3432666667,12.3495333333,21.9424666667,16.1966666667,19.2106,12.7318
809.58,7.76299999999,38.2826666666,30.4087666667,28.5869333333,4.32193333333,16.9772,11.6731333334,21.3054,15.6591333333,18.403,11.6350666667
809.88,6.9444,37.6872666667,30.0935,27.6809333333,3.64993333333,16.4082666666,10.9043333333,20.8397333333,14.9419333333,17.9586666667,10.9883333333
810.19,6.2678,37.7268,29.6809666667,27.6704,2.8648,16.0718,10.5548666667,20.7044666667,14.3836,17.6204666667,10.5151333333
810.49,7.05446666666,38.2279333333,30.1205,28.3518,3.37686666667,16.5294666667,11.1666666667,21.2372,15.025,18.101,11.0398666667
810.80,7.33999999999,38.2333333333,30.18,28.5533333333,3.86666666667,16.6933333333,11.46,21.54,15.28,18.3466666667,11.2466666667
811.10,7.81026666667,38.5336,30.8274666667,28.8731333334,4.60826666667,17.5780666667,11.7792666667,22.2939333333,15.4119333333,19.2532666667,11.7120666667
811.41,8.21019999999,38.2002666667,30.0065666667,28.4926,5.0378,17.7800666667,11.9998666667,22.1872,15.3300666667,19.422,11.8356666667
811.71,8.21213333334,37.7669333333,29.7643333333,28.3693333333,5.29146666667,17.983,11.7353333333,22.3380666667,15.455,19.2469333334,11.7943333333
812.02,8.48073333332,38.0748,29.9835,28.402,5.74326666667,18.0286666667,12.1414,22.5279333333,15.5927333333,19.8034666667,12.2068666667
812.32,8.24200000001,38.1188666666,30.2192333333,28.3814666667,5.3174,18.0924,12.0903333333,22.2798,15.2874,19.6875333334,12.0239333333
812.63,7.95446666668,37.5587333333,29.7551666667,27.8,4.81573333333,17.9745333333,11.7504,22.1126666667,15.4325333333,19.3360666667,11.8711333333
812.93,8.66606666665,38.2462666667,30.3206666667,27.9494666667,5.02906666667,18.0553333333,12.2892666667,22.477,16.3152666667,20.1296,12.6237333333
813.24,9.3828,39.0192,30.7064666667,28.3744,5.41839999999,18.4088,12.8259333333,22.7914666667,16.9615333333,20.542,12.9628666667
813.54,9.90993333333,39.0991333333,31.1190333333,28.5588,5.70346666666,18.51,12.8344,22.8967333333,17.1657333333,20.7414666667,13.3334
813.85,9.30379999999,38.5936,30.5871666667,28.017,4.9436,17.834,11.8354666667,22.1729333333,16.5048666667,19.8311333333,12.6161333333
814.15,8.53593333332,38.0099333333,29.7797666667,27.3420666667,4.037,17.1144666667,11.1443333333,21.2438666667,15.7143333333,18.9268,11.8123333333
814.46,8.87726666667,37.8524,29.9194666667,27.5061333333,4.2882,16.9709333333,11.5004666667,21.4203333333,16.0966,19.1396,12.2210666667
814.76,7.84480000001,37.7730666667,30.2083666667,27.5503333333,3.4194,16.3433333333,11.0632,21.0631333333,15.7615333333,18.75,11.5661333333
815.07,6.59466666667,36.7458666667,29.4600333333,26.4577333333,1.96546666667,14.7156,10.1439333333,19.6186,14.5572666667,17.6603333333,10.1942
815.37,5.442,35.6306,28.4385,25.8406666666,0.565199999999,13.7825333333,9.20286666666,18.9275333333,13.7392,16.2971333333,9.31886666667
815.68,4.9618,35.3661333333,27.9782,25.4572,0.211333333333,12.9398666667,8.55353333333,18.6739333333,13.5228666667,15.6720666667,8.88173333334
815.98,4.48833333333,35.424,28.2164666667,25.8261333333,0.241266666668,13.136,8.26760000001,18.3187333333,13.253,15.6141333333,8.85966666667
816.29,4.4348,35.7811333333,28.2937333333,26.4001333333,0.727133333334,13.8661333333,8.70406666666,18.9922,13.1820666667,15.7380666667,9.07106666667
816.59,5.02666666667,36.1377333333,29.0912666667,27.1422,1.4696,14.5402,9.49253333334,19.6024,13.7450666667,15.8822,10.032
816.89,4.35866666667,35.6065333333,28.714,26.6111333333,1.42506666667,14.3344,9.20406666667,19.4926,13.6393333333,15.8776666666,9.60706666666
817.20,5.07446666667,35.9244666667,29.3656333333,27.2132,2.0986,15.2024,10.2564,20.0202666667,14.386,17.1456666666,10.5061333333
817.50,5.99219999999,36.6797333333,30.5697333333,27.9828666667,3.16953333333,15.9921333333,11.192,20.7466666666,15.4158666666,17.8652,11.5259333333
817.81,6.00966666667,36.8422,30.5677666667,28.1722666667,3.2664,16.0638,11.1132,20.6826,15.4577333333,17.7161333333,11.445
818.11,6.67886666667,37.0819333333,30.6106666667,28.3212666667,3.67626666667,16.5161333333,11.396,21.2334666667,15.7281333333,18.219,12.148
818.41,8.42366666666,39.0468,32.2652,30.1062,5.47226666666,18.5760666667,13.2874,23.296,17.5882666667,20.3215333333,14.1889333333
818.72,9.55013333334,40.5549333333,33.5731333333,31.3284666667,6.97393333333,19.7412666667,14.6268666667,24.4084666667,18.8358666667,21.8378,15.3974666667
819.02,10.4312,41.4334666667,34.3207666667,32.2756666667,7.84473333333,20.1954666667,15.594,25.3934666667,19.6290666667,22.857,16.2455333333
819.33,11.2482666667,41.8432666667,34.6847,32.4608,8.38040000001,20.17,16.3355333333,25.897,20.1522,23.2662,16.8457333333
819.63,12.0956,42.5794666667,35.6565666667,33.0827333333,9.28466666668,20.3932,17.0812,26.6897333333,21.0448666667,24.1527333333,17.7636
819.93,12.8748,43.1008666667,36.3282333333,33.5609333333,10.0752666667,20.6894,17.7810666667,27.6255333333,21.9047333333,24.8677333333,18.5217333333
820.24,13.7938,43.9382666667,37.0454666667,34.399,10.8943333333,21.2396666667,18.5489333333,28.3776,22.5489333333,25.3762,19.2101333333
820.54,14.2514666667,44.3076,37.3199,34.6532,11.5084,21.3423333333,19.0147333333,28.8799333333,23.0685333333,25.697,19.5601333333
820.85,14.8556,44.6914666667,37.6955,35.1606666667,12.0915333333,21.6739333333,19.5393333333,29.5038,23.5588666667,26.2655333334,20.0884
821.15,15.3065333333,45.1268,38.136,35.6237333333,12.4954,21.9260666667,20.0336,29.9696666667,24.0202,26.6902,20.4399333333
821.45,15.7728666667,45.4792666667,38.5703,36.0782666667,12.8276666667,22.1670666667,20.4636666667,30.2966,24.4335333333,27.1828666667,20.7764
821.76,15.8523333333,45.5924,38.674,36.1336,12.808,22.0782,20.5102,30.386,24.4804666667,27.2516,20.8180666667
822.06,15.8525333333,45.5391333333,38.6437,36.0514666667,12.7390666667,21.9338,20.4370666667,30.3408666667,24.4491333333,27.1790666667,20.766
822.36,15.9198,45.4684666667,38.6359,36.0725333333,12.8243333333,21.9792,20.5525333333,30.4277333333,24.4998,27.2576666667,20.8145333333
822.67,15.9427333333,45.6352666667,38.7250333333,36.1242666667,12.8852,22.0176666667,20.6160666667,30.6108666667,24.6125333333,27.3960666667,20.9095333333
822.97,15.9601333333,45.6266,38.7662,36.1656,12.9002,22.0309333333,20.6117333333,30.6600666667,24.6492,27.4288666667,20.9408666667
823.27,15.8092,45.5258666667,38.6107,36.1019333333,12.7881333333,21.9509333333,20.5110666667,30.5469333333,24.5768666666,27.4124666667,20.8227333334
823.58,15.6868666667,45.4153333333,38.4603333333,35.9305333333,12.5572,21.7692,20.3728,30.3926666667,24.5155333333,27.3309333333,20.7162666667
823.88,15.5392,45.3666666666,38.3952,35.8931333333,12.2922666667,21.7586,20.1998,30.2604,24.3601333333,27.1843333333,20.5707333333
824.18,15.2914666667,45.1588666667,38.1532333333,35.599,11.9117333333,21.6019333333,19.8556,29.9411333333,24.0886666667,26.9318,20.2714
824.49,14.9603333333,44.8361333333,37.7968333333,35.1398,11.4597333333,21.3371333333,19.4150666667,29.4340666667,23.7215333333,26.5924666667,19.9241333334
824.79,14.542,44.4236,37.3115666667,34.6345333333,10.9730666667,21.0535333333,19.0184,29.0175333333,23.2150666667,26.0521333333,19.5007333333
825.09,14.2773333333,44.0484,36.8731333333,34.2469333333,10.7212,20.9072666667,18.8220666667,28.6237333333,22.8623333333,25.6291333333,19.2310666667
825.39,14.5750666667,44.2372,37.0089666667,34.5406666667,11.042,21.2246,19.1534666667,28.8716,23.1658666667,25.9323333333,19.566
825.70,14.6797333333,44.4226,37.3194666667,34.7292666667,11.1074,21.4592,19.2083333333,28.8497333333,23.3062666667,26.0509333333,19.8082666667
826.00,14.8349333333,44.1945333334,37.1255333333,34.8188666667,11.1671333333,21.4994,19.1353333334,28.6788,23.1459333333,25.9814,19.7218
826.30,14.89,44.2094666667,37.0667333333,34.8780666667,11.1329333333,21.6543333333,19.2043333333,28.5006666667,23.1196666667,25.8055333333,19.6336666667
826.61,15.0340666667,44.232,36.9983333333,34.9588,11.2515333333,21.7242,19.3366,28.4521333333,23.0015333333,25.761,19.6306
826.91,15.1848666667,44.2876,37.1991333333,35.199,11.5365333333,21.8704,19.5793333334,28.7104666667,23.1633333333,26.0296,19.7126
827.21,15.1815333333,44.2224,37.205,35.1668666667,11.6198,21.6846,19.6852,28.7262666667,23.0425333333,26.1765333333,19.7020666667
827.51,15.2589333333,44.613,37.4666666666,35.5300666667,11.8098,21.7972,20.0222666666,28.9422,23.2816666667,26.4227333333,19.889
827.82,15.2198666667,44.5956,37.4868,35.5734,11.8005333333,21.5508666667,20.0948666667,29.0094,23.2013333333,26.5078666667,19.8206
828.12,15.2915333333,44.6894666667,37.6095333333,35.6498666667,12.0538,21.4571333333,20.1830666667,29.0262666667,23.3859333333,26.6128,19.9812666667
828.42,15.4474,45.0043333333,37.9278666667,36.0469333333,12.2764,21.5608666667,20.0782,29.0645333333,23.6257333333,26.8896666667,20.0752666667
828.72,14.8876666667,44.5062,37.4595333333,35.2551333333,11.647,20.9138,19.3500666667,28.4125333333,22.8984666666,26.1516666667,19.3626
829.02,13.8682,43.5783333333,36.2337333333,33.9718,10.6486,19.9275333333,18.3851333333,27.3637333333,21.8633333333,25.0069333333,18.1124666667
829.33,13.2642,42.9532666667,35.6892666667,33.2065333333,9.97693333334,19.4200666667,17.9532666667,26.5745333333,21.3211333333,24.2934,17.4884666667
829.63,13.2996,42.1941333333,35.1054333333,32.5400666667,9.789,19.0970666667,17.5316,26.2235333333,21.0,23.8186,17.2828
829.93,13.7564666667,42.0270666667,35.2370666667,32.5709333333,10.0466,19.4979333333,17.5966666666,26.3831333333,21.2367333333,23.9795333333,17.457
830.23,13.8679333333,42.0372,35.2017333333,32.3146666667,9.96973333334,19.8487333333,17.6451333333,26.2682,21.059,23.7619333333,17.5994
830.54,14.3678,42.6916,35.8977,33.0626,10.5171333333,20.6337333333,17.9908,26.8130666667,21.6139333333,24.4299333333,18.0396
830.84,13.5208,41.3004,34.7786333333,31.5956,9.31286666667,19.5571333333,16.3828,25.7864666667,20.2384,23.3332,16.4735333333
831.14,13.2882666667,40.806,34.3731333333,31.1749333333,9.15179999999,19.8366666667,16.1172666667,25.7087333333,19.8138666667,22.8064,16.3989333333
831.44,13.004,40.6253333333,33.9586333333,30.871,8.83313333333,19.8603333333,15.6783333333,25.6170666667,19.5756666667,22.373,15.9296666667
831.74,12.616,39.7311333333,33.2489,30.2319333333,8.35979999999,19.3566666667,15.5590666667,25.5485333333,19.0928666667,21.8777333333,15.7014666667
832.04,12.9574666667,40.1236666667,33.6078333333,31.0534,8.66460000001,20.0148666667,16.3205333333,26.0634,19.5698,22.6408666667,16.365
832.35,14.0260666667,41.4690666667,35.2163333333,32.5708666667,9.57226666667,21.1948666667,17.3221333333,27.2572,20.7392666667,23.9563333333,17.5267333333
832.65,14.398,42.1426666667,35.9104333333,33.4940666667,10.026,21.8123333333,17.7054,28.1181333333,21.4124,24.7457333333,18.1574
832.95,13.845,41.9888666667,35.7028666667,33.2473333333,9.72373333333,21.3587333333,17.3726,27.8861333334,21.1419333333,24.6655333333,17.8105333333
833.25,13.4003333333,42.3218666667,35.7773333333,33.1995333333,9.4058,20.9681333333,17.1310666667,27.7724,20.8934,24.4588666667,17.745
833.55,12.6955333333,41.8071333333,35.2620666667,32.874,8.8308,20.2429333333,16.5224666667,27.0691333333,20.3265333333,24.0928,17.2399333333
833.85,12.4434666667,41.5426,35.1056666667,32.5360666667,8.30546666666,19.7442,16.2810666667,26.6852666667,20.2966,23.6151333333,17.0152666667
834.16,12.8008666667,41.8272,35.4740333334,33.0817333333,8.72713333333,20.1495333333,16.8999333333,27.0277333333,20.8278,23.8548,17.6878
834.46,13.1785333333,42.1118,35.6881666667,33.3480666667,8.99579999999,20.3685333333,17.1366,27.024,21.4150666667,24.2085333333,17.9584
834.76,13.0284,42.1307333333,35.8661333333,33.3144,8.6448,20.2440666667,17.0192,26.9753333333,21.3722,24.2691333333,17.873
835.06,12.5954666667,42.202,36.0839,33.3454666667,8.29213333333,20.1532666667,16.6283333333,26.6869333334,21.1252666666,24.3153333333,17.6607333333
835.36,11.9475333333,41.5021333333,35.6102,32.7609333333,7.82433333332,19.7202666667,16.0963333333,26.0126,20.5637333333,23.9208666667,17.0948
835.66,11.6009333333,41.0811333333,35.3038,32.4509333333,7.75233333333,19.307,16.1284666667,25.7518666667,20.2356666667,23.7929333333,17.0154
835.96,10.8448666667,40.6666666667,34.9465666666,31.7405333334,7.16033333333,18.57,15.6489333333,24.8548666666,19.5062666666,23.2366,16.2900666667
836.26,10.0057333333,40.8204,34.7218666667,31.5088,6.39126666666,18.1812,15.0659333333,24.2284,18.7664666667,22.8055333333,15.6912666666
836.57,9.01193333332,39.406,33.5083,30.4941333333,5.47846666667,17.3483333333,14.0336666667,22.9580666667,17.7297333333,21.6698,14.7029333333
836.87,9.05466666668,39.3788,33.7025,30.2208666667,5.55553333333,17.4256666666,14.0924666667,23.0712,17.8193333333,21.3458666667,14.5478666667
837.17,8.37873333332,38.7858666667,33.0731333333,29.6456666667,5.08293333333,17.4886,13.4465333333,22.7979333333,16.8326,20.9200666667,14.5024
837.47,8.14900000001,38.8172666667,33.1793333333,29.6071333333,5.39493333333,17.6021333333,13.2766,22.4705333333,17.0190666667,21.0044666667,14.6132
837.77,5.26873333333,36.6186,31.3455333333,27.6978,3.08433333333,15.7708666667,10.7819333334,20.9086666667,14.2420666667,18.7592666667,12.3896666667
838.07,4.49213333333,35.2842666667,30.2952333333,26.8992666667,3.0784,15.0603333333,9.87933333333,19.8567333333,13.1722,17.7540666667,11.4808666667
