wavelength,Back_LanAurf,Belly_LanAurf,Breast_LanAurf,Crissum_LanAurf,Crown_LanAurf,DorTail_LanAurf,Patch10_LanAurf,Patch11_LanAurf,Rump_LanAurf,Throat_LanAurf,WingTip_LanAurf
333.18,1.72153333333,8.5554,6.5155,3.36226666667,2.05473333333,4.3414,3.2178,4.3322,0.999333333333,4.88593333333,5.46706666667
333.54,1.6468,8.55993333333,6.5352,3.3238,2.02773333333,4.25033333333,3.14126666667,4.27493333333,0.966733333335,4.854,5.394
333.91,1.6072,8.59373333333,6.513,3.22253333333,1.98613333333,4.2072,3.0944,4.24953333333,0.873266666667,4.81533333333,5.3434
334.28,1.5332,8.58773333333,6.55336666667,3.14,1.9354,4.1608,3.0184,4.25933333333,0.867466666666,4.79933333333,5.28993333333
334.64,1.67333333334,8.76173333333,6.6726,3.26786666667,2.00286666667,4.27126666667,3.07693333333,4.41346666667,0.9668,4.9022,5.4116
335.01,1.699,8.74046666667,6.6527,3.27713333333,2.0234,4.26526666667,3.0694,4.48693333333,0.977333333333,4.94193333333,5.44406666667
335.38,1.69466666667,8.74886666667,6.62106666667,3.28506666667,1.9732,4.23466666667,3.052,4.49846666666,0.910400000001,4.91706666667,5.37073333333
335.74,1.75066666667,8.85273333334,6.66916666667,3.31673333333,2.03993333333,4.28646666667,3.111,4.561,0.970933333334,4.92953333333,5.3524
336.11,1.94286666667,9.10553333333,6.81706666667,3.51093333333,2.1648,4.48246666667,3.33646666667,4.78226666667,1.14086666667,5.1222,5.5606
336.47,1.9204,9.11906666667,6.7553,3.47806666667,2.07846666667,4.44546666666,3.25066666667,4.73093333333,1.10406666667,5.0908,5.45866666667
336.84,1.79173333333,8.99393333333,6.5799,3.3954,1.95533333333,4.29386666667,3.15986666667,4.64353333333,1.0612,4.9752,5.258
337.21,1.8372,9.03646666667,6.64716666667,3.44106666667,1.97686666667,4.33066666667,3.2886,4.75166666667,1.14393333333,5.03073333333,5.30226666667
337.57,1.76753333333,9.01106666667,6.54853333333,3.3496,1.8518,4.26573333333,3.27426666667,4.69893333334,1.05273333333,4.95566666667,5.19853333333
337.94,1.67,8.89319999999,6.49126666667,3.3202,1.73973333333,4.19586666667,3.1654,4.60373333333,0.984133333331,4.89433333333,5.10506666667
338.31,1.6406,8.90173333334,6.45266666667,3.35093333333,1.6602,4.17386666667,3.11,4.588,0.934133333333,4.88046666667,5.0714
338.67,1.40153333333,8.7946,6.2721,3.1342,1.42593333333,3.96793333333,2.93486666667,4.3728,0.707733333333,4.65866666667,4.81213333333
339.04,1.3738,8.88413333333,6.28606666667,3.14913333333,1.41693333333,3.97113333333,2.912,4.39253333333,0.719266666667,4.63253333334,4.80506666667
339.40,1.48306666667,9.05506666667,6.4534,3.32173333333,1.53353333333,4.08606666667,3.03713333333,4.52506666667,0.849799999999,4.7718,4.9592
339.77,1.48986666667,9.07353333334,6.48783333333,3.3682,1.542,4.13433333333,3.03953333333,4.53726666667,0.820266666667,4.80393333333,4.96526666667
340.14,1.45966666667,9.04479999999,6.47103333333,3.392,1.5768,4.12526666667,3.04413333334,4.52006666667,0.780199999999,4.80546666667,4.9302
340.50,1.54886666667,9.19579999999,6.64833333333,3.53386666667,1.74693333333,4.25893333333,3.20593333333,4.6864,0.894933333333,4.9642,5.10933333333
340.87,1.57613333333,9.25693333333,6.68313333333,3.5528,1.7666,4.26313333333,3.20106666667,4.7152,0.838666666666,4.97886666667,5.17786666667
341.23,1.7458,9.52673333334,6.89906666667,3.78793333334,1.99173333333,4.46806666667,3.35953333333,4.86313333333,1.02013333333,5.18906666667,5.34746666666
341.60,1.89946666667,9.63573333333,7.06183333333,3.96493333333,2.11726666667,4.60953333333,3.46693333333,4.96453333333,1.1682,5.3324,5.52786666667
341.96,1.99466666667,9.78093333333,7.18526666667,4.0334,2.1932,4.68833333333,3.5266,5.0688,1.22926666667,5.42013333333,5.62573333333
342.33,2.072,9.88320000001,7.28276666667,4.13833333333,2.2982,4.74713333333,3.60893333333,5.155,1.30606666667,5.48493333333,5.66266666666
342.70,2.2742,10.0344666667,7.48296666666,4.36773333333,2.50073333333,4.896,3.78373333333,5.37126666667,1.4892,5.71626666667,5.87193333333
343.06,2.24,10.0253333333,7.4819,4.3388,2.48626666667,4.8412,3.76173333333,5.37306666667,1.45633333333,5.72673333333,5.87273333333
343.43,2.21953333333,9.99573333334,7.45126666667,4.26306666667,2.48773333333,4.80193333333,3.72513333333,5.37853333333,1.42906666667,5.6914,5.80913333333
343.79,2.2664,10.0461333333,7.4825,4.2622,2.49846666667,4.76926666666,3.74766666667,5.425,1.46566666667,5.73473333333,5.84646666667
344.16,2.27746666667,10.0908,7.54863333333,4.26093333333,2.4794,4.76353333333,3.73906666667,5.49566666667,1.48006666667,5.75033333333,5.86433333333
344.52,2.21106666667,10.015,7.4525,4.21593333333,2.34386666667,4.648,3.64933333333,5.4294,1.40253333333,5.64893333333,5.77753333333
344.89,2.23873333333,10.0756,7.53156666667,4.29146666667,2.38186666667,4.67713333333,3.70093333333,5.4866,1.47213333333,5.6938,5.7942
345.25,2.12173333333,9.93653333333,7.38793333333,4.11353333334,2.23746666667,4.53193333333,3.53553333333,5.363,1.32826666667,5.52346666667,5.65473333333
345.62,2.02113333333,9.88900000001,7.28316666667,3.95786666667,2.159,4.42733333333,3.4494,5.33593333333,1.25706666667,5.45513333333,5.52053333333
345.99,2.0058,9.85946666668,7.20496666667,3.9392,2.13393333333,4.4298,3.4642,5.34213333333,1.25866666667,5.45793333333,5.4564
346.35,2.01053333333,9.89466666665,7.21653333333,3.90313333333,2.15406666667,4.46506666667,3.46993333333,5.38466666667,1.2804,5.4804,5.4586
346.72,1.8414,9.74340000001,7.06493333333,3.70773333333,1.97206666667,4.31946666667,3.2752,5.2756,1.11826666667,5.328,5.28353333333
347.08,1.9168,9.83759999999,7.12236666667,3.75946666666,1.99793333333,4.36673333333,3.31466666667,5.32873333333,1.19013333333,5.38233333333,5.29306666667
347.45,1.9236,9.91213333333,7.19153333334,3.778,2.0278,4.42033333333,3.33086666667,5.33273333333,1.2306,5.42553333333,5.3042
347.81,1.8166,9.94959999999,7.17886666667,3.74,1.95366666667,4.36806666667,3.22613333333,5.281,1.1772,5.35973333333,5.23093333333
348.18,1.77626666667,9.93846666667,7.23773333333,3.74446666667,1.91246666667,4.33093333333,3.15213333333,5.24406666667,1.18053333333,5.33026666667,5.1842
348.54,1.86673333333,10.0686,7.36736666667,3.88586666667,2.02086666667,4.4522,3.2254,5.33833333333,1.2792,5.43506666667,5.25626666667
348.91,1.85626666667,10.1293333333,7.4289,3.88966666667,2.026,4.47126666667,3.26146666667,5.3592,1.2632,5.44626666667,5.2614
349.27,1.84973333333,10.1564,7.44996666667,3.92873333333,2.0354,4.47226666667,3.27133333333,5.37486666667,1.30333333333,5.45626666667,5.24613333333
349.64,1.88633333333,10.2452666667,7.58443333333,4.0526,2.10726666667,4.5676,3.31073333333,5.42713333333,1.36633333333,5.4944,5.3264
350.00,1.9142,10.3459333333,7.68666666667,4.12886666667,2.16886666667,4.5694,3.35533333334,5.4588,1.42886666667,5.52266666667,5.37746666667
350.37,1.8192,10.2556,7.60196666667,4.0766,2.04873333333,4.43773333333,3.24073333333,5.306,1.3396,5.44466666667,5.28233333334
350.73,1.9484,10.4168,7.72956666667,4.19633333333,2.1768,4.56406666667,3.3272,5.39513333333,1.4684,5.55086666666,5.36693333333
351.10,2.05206666667,10.5062,7.86946666667,4.3084,2.29033333333,4.6792,3.4246,5.51493333333,1.5388,5.62053333333,5.44773333333
351.46,2.1942,10.6098666667,7.9661,4.44553333333,2.40973333333,4.79386666667,3.5496,5.6978,1.65173333334,5.7588,5.61306666667
351.83,2.24513333333,10.6609333333,8.05386666667,4.493,2.4746,4.84633333333,3.64946666666,5.77146666667,1.74026666667,5.82386666667,5.65826666667
352.19,2.26926666667,10.7295333333,8.0249,4.51453333334,2.5224,4.8654,3.6826,5.81506666667,1.7374,5.88306666667,5.67913333333
352.55,2.16973333333,10.6898,7.97293333333,4.40853333333,2.4938,4.78226666667,3.61673333333,5.754,1.68053333333,5.84386666667,5.61206666667
352.92,2.02626666667,10.5481333333,7.82146666667,4.26633333333,2.37253333333,4.62813333333,3.43913333333,5.6516,1.54446666667,5.724,5.497
353.28,2.03053333334,10.5194,7.83206666667,4.25473333333,2.33513333333,4.5922,3.43013333333,5.71606666667,1.49933333334,5.76086666667,5.50866666667
353.65,2.08066666667,10.5448666667,7.84493333333,4.271,2.34213333334,4.59353333333,3.50013333333,5.7746,1.47793333333,5.7934,5.52533333333
354.01,2.13333333333,10.5856,7.91226666667,4.3242,2.42666666667,4.6294,3.52966666667,5.84613333333,1.4768,5.83073333333,5.56306666667
354.38,2.24006666667,10.7085333333,8.01496666667,4.3808,2.52293333333,4.70533333334,3.63493333333,5.9804,1.5408,5.9098,5.63786666667
354.74,2.2508,10.7351333333,8.04603333333,4.433,2.52946666667,4.72233333333,3.70613333333,6.02426666667,1.5584,5.95473333333,5.69626666667
355.11,2.22673333333,10.7417333333,8.02036666667,4.4464,2.473,4.6812,3.69813333333,6.00213333333,1.53546666667,5.9698,5.68006666667
355.47,2.144,10.7842666667,8.0175,4.41913333333,2.3972,4.59366666667,3.67473333333,5.967,1.48226666667,5.93513333333,5.57373333333
355.83,2.10826666667,10.7702666667,7.95443333333,4.3766,2.34073333333,4.56846666667,3.62733333334,5.92773333333,1.3544,5.92233333333,5.54026666667
356.20,2.1262,10.7884,8.00543333333,4.38013333333,2.33806666667,4.569,3.63533333333,5.93806666667,1.33373333333,5.916,5.5404
356.56,2.25873333333,10.9155333333,8.1572,4.49446666667,2.42293333333,4.6618,3.76466666667,6.07566666667,1.43086666667,6.0294,5.67993333333
356.93,2.4654,11.0919333333,8.3327,4.65546666667,2.59013333333,4.8162,3.928,6.2142,1.61433333333,6.2028,5.83233333333
357.29,2.4736,11.1221333334,8.3775,4.68346666667,2.63026666667,4.8282,3.93653333333,6.20646666667,1.63113333333,6.223,5.833
357.66,2.49506666667,11.1515333333,8.4105,4.7182,2.65666666667,4.79493333333,3.912,6.23993333333,1.66026666667,6.24806666667,5.8276
358.02,2.55033333333,11.2344666667,8.48963333333,4.7918,2.7108,4.8496,4.01786666667,6.33693333333,1.7408,6.34613333333,5.90893333333
358.38,2.5732,11.3008,8.55156666667,4.86506666667,2.7566,4.9002,4.0584,6.397,1.801,6.39946666667,5.95446666667
358.75,2.56773333333,11.3802666667,8.58653333333,4.87913333333,2.78053333333,4.9012,4.06673333333,6.40966666667,1.8232,6.38473333333,5.9632
359.11,2.5234,11.3686,8.58276666667,4.8638,2.77773333333,4.87146666667,4.05453333333,6.38773333333,1.84786666667,6.36546666667,5.93973333333
359.48,2.50666666667,11.3114,8.5752,4.86973333333,2.7594,4.8174,4.0062,6.35853333333,1.8248,6.34366666667,5.89366666667
359.84,2.5468,11.3170666667,8.6349,4.92466666667,2.8182,4.84486666667,4.03513333333,6.41853333333,1.91646666667,6.3742,5.92713333333
360.20,2.64706666667,11.4514,8.75453333333,5.0538,2.9572,4.94873333333,4.14566666667,6.569,2.04266666666,6.5168,6.033
360.57,2.6224,11.4316666667,8.7222,5.0442,2.94153333333,4.92226666667,4.11286666667,6.55353333333,2.03673333334,6.51046666667,5.953
360.93,2.4948,11.347,8.63543333333,4.97953333333,2.8402,4.8198,4.0194,6.46673333333,1.93566666667,6.43686666666,5.85086666667
361.29,2.48566666667,11.4084,8.65196666667,4.99606666667,2.84206666667,4.84626666667,4.03226666667,6.4704,1.9394,6.4734,5.86173333333
361.66,2.4294,11.4058,8.6178,4.96453333333,2.8192,4.8394,4.0198,6.43093333333,1.92233333333,6.47466666667,5.83746666667
362.02,2.32686666667,11.3396666666,8.5495,4.87793333333,2.7396,4.75686666667,3.92193333333,6.3154,1.8234,6.40653333333,5.73013333333
362.39,2.3484,11.3424666667,8.5908,4.88826666667,2.77173333333,4.76906666667,3.93273333333,6.31646666667,1.82546666667,6.4494,5.7378
362.75,2.3898,11.3554,8.6428,4.91233333333,2.8094,4.81013333333,3.96033333333,6.34946666667,1.8452,6.49953333333,5.76073333333
363.11,2.44466666667,11.3807333333,8.7038,4.9408,2.87093333333,4.86933333333,4.0078,6.41166666667,1.84633333333,6.55373333333,5.79313333333
363.48,2.45726666667,11.4178,8.69963333333,4.92806666667,2.8878,4.9004,4.0316,6.407,1.84013333333,6.5666,5.83126666667
363.84,2.54253333333,11.5252666667,8.78076666667,5.01773333333,2.96386666667,4.9532,4.11333333333,6.49693333333,1.90566666667,6.6486,5.91933333334
364.20,2.50473333333,11.4954,8.7279,4.95833333333,2.88886666667,4.89206666667,4.05893333333,6.41213333333,1.839,6.60146666667,5.9004
364.57,2.49526666667,11.5058666667,8.73663333333,4.92986666667,2.8666,4.8862,4.04426666667,6.4054,1.803,6.6036,5.93893333333
364.93,2.52006666667,11.5222,8.74546666667,4.92746666667,2.865,4.89846666667,4.05873333333,6.4276,1.79846666667,6.62799999999,5.93066666667
365.29,2.56973333333,11.4995333333,8.75626666667,4.92873333333,2.89466666667,4.9202,4.07286666666,6.4594,1.82306666667,6.63193333334,5.94866666667
365.66,2.60926666667,11.5236666667,8.82223333333,4.95626666667,2.937,4.94153333333,4.10006666667,6.51673333333,1.83393333333,6.66826666667,5.97173333333
366.02,2.68153333333,11.5693333333,8.87226666667,5.027,2.9952,5.00426666667,4.13633333333,6.608,1.91586666667,6.73246666667,6.02666666666
366.38,2.6264,11.5420666667,8.79573333333,4.9796,2.9264,4.92533333334,4.075,6.57586666667,1.86406666667,6.65306666667,5.98326666667
366.75,2.6978,11.5858,8.85956666667,5.04793333333,2.97206666667,4.9698,4.14273333333,6.68346666667,1.92626666667,6.748,6.03806666667
367.11,2.69906666667,11.6230666667,8.87303333333,5.06946666667,2.94373333333,4.96746666667,4.14626666667,6.69413333333,1.94133333333,6.78686666666,6.0544
367.47,2.74266666667,11.6812666667,8.9406,5.10706666667,3.0058,5.0296,4.1552,6.75073333333,2.005,6.83213333334,6.09326666667
367.84,2.6758,11.6292666666,8.88063333333,5.043,2.9348,4.9652,4.0982,6.6882,1.93453333333,6.76093333334,5.9954
368.20,2.62846666667,11.5745333333,8.8558,5.03893333333,2.9208,4.94746666667,4.09093333333,6.6854,1.93293333333,6.72946666666,5.91266666667
368.56,2.63446666667,11.5662,8.86016666667,5.06233333333,2.95493333333,4.93906666667,4.09293333333,6.68746666667,1.9176,6.72513333333,5.87166666667
368.93,2.6458,11.605,8.8946,5.08306666667,3.0264,4.978,4.13813333334,6.72006666667,1.967,6.74913333334,5.88993333333
369.29,2.55713333333,11.5597333333,8.8236,5.00073333333,2.94566666667,4.88366666667,4.04253333333,6.62206666667,1.89173333333,6.68986666667,5.80846666667
369.65,2.56126666667,11.5696666667,8.8139,5.01766666667,2.94606666667,4.9134,4.01413333333,6.63546666667,1.91826666667,6.70600000001,5.8208
370.01,2.53933333333,11.5502666666,8.77893333333,4.99553333333,2.91633333333,4.88586666667,4.00373333333,6.61886666667,1.90153333333,6.70480000001,5.79113333333
370.38,2.5864,11.5875333333,8.83213333333,5.0418,2.94326666667,4.94306666667,4.056,6.69726666667,1.9532,6.80226666667,5.818
370.74,2.41653333333,11.4525333334,8.6494,4.88026666667,2.78446666667,4.7938,3.86773333333,6.50946666667,1.79866666667,6.63286666667,5.65093333333
371.10,2.358,11.4168,8.5931,4.84373333333,2.74633333333,4.74906666667,3.80966666667,6.46093333333,1.7672,6.56193333333,5.61246666667
371.46,2.34006666667,11.3696,8.56693333333,4.8462,2.71426666667,4.70453333333,3.8144,6.45993333333,1.73226666667,6.58533333334,5.5804
371.83,2.41206666667,11.4202,8.64243333333,4.9212,2.79706666667,4.7846,3.9038,6.52706666667,1.81006666667,6.71819999999,5.6398
372.19,2.4696,11.4716666667,8.6926,4.9518,2.84013333333,4.8046,3.93726666666,6.57386666667,1.85153333333,6.79666666667,5.706
372.55,2.5242,11.5306666667,8.7102,4.98206666666,2.8776,4.85453333333,3.98213333333,6.6304,1.91613333333,6.86959999999,5.76346666667
372.92,2.64706666667,11.6346666667,8.81853333333,5.11726666667,2.95946666667,4.92953333333,4.06386666667,6.75286666667,2.01526666667,7.00673333334,5.89873333333
373.28,2.672,11.666,8.82786666667,5.17333333333,3.01193333333,4.95986666667,4.09573333333,6.82093333333,2.04913333333,7.05793333333,5.9232
373.64,2.73646666667,11.6962666667,8.88853333333,5.22873333333,3.06053333333,4.999,4.1652,6.8486,2.1006,7.1266,5.97486666667
374.00,2.78453333333,11.7524666667,8.95563333333,5.26666666667,3.1056,5.04906666667,4.2264,6.88346666668,2.13313333333,7.17846666667,6.0386
374.37,2.77233333333,11.7270666667,8.94453333333,5.27046666667,3.121,5.05053333333,4.22166666667,6.88606666666,2.1098,7.15679999999,6.05806666666
374.73,2.77326666667,11.6880666667,8.91356666667,5.26126666667,3.13613333333,5.04286666667,4.248,6.89246666667,2.08546666667,7.17013333333,6.05826666667
375.09,2.8014,11.6966,8.89176666667,5.268,3.15106666667,5.06186666667,4.27366666667,6.91426666667,2.09033333333,7.25413333334,6.0626
375.45,2.7698,11.6672666667,8.8474,5.23466666667,3.1142,5.0366,4.24586666667,6.89733333333,2.05533333334,7.22873333334,6.05266666667
375.81,2.75233333333,11.5957333333,8.8154,5.1804,3.0726,4.9988,4.18386666666,6.86206666667,2.0232,7.16580000001,6.05953333333
376.18,2.71793333333,11.5036,8.72026666667,5.1258,3.022,4.95586666667,4.12893333333,6.81406666667,1.97946666667,7.11106666667,6.023
376.54,2.66233333333,11.4239333333,8.6431,5.0858,2.96846666667,4.90633333333,4.08586666667,6.75400000001,1.96453333333,7.06466666668,5.99186666667
376.90,2.658,11.3694666667,8.61193333333,5.0538,2.95833333333,4.9034,4.08146666667,6.74040000001,1.96086666666,7.06266666667,5.9582
377.26,2.76786666667,11.3848666667,8.70146666667,5.13,3.03173333334,4.98066666667,4.19653333333,6.8176,2.05126666667,7.15393333333,6.05
377.63,2.70686666667,11.3039333333,8.60703333333,5.05746666667,2.9746,4.92006666667,4.15486666667,6.77346666667,1.9674,7.08239999999,6.00126666667
377.99,2.7236,11.2499333333,8.56356666667,5.0626,2.99333333333,4.9312,4.1548,6.78719999999,1.99073333333,7.11586666667,6.02193333334
378.35,2.76126666667,11.2281333333,8.55266666666,5.07786666667,3.006,4.9512,4.17233333333,6.79439999999,2.02266666667,7.1556,6.0386
378.71,2.86573333333,11.3097333333,8.65516666667,5.17113333333,3.09986666667,5.03333333334,4.264,6.89253333333,2.12726666667,7.28493333334,6.13246666667
379.07,2.88393333333,11.2694666667,8.69863333333,5.19706666667,3.13486666667,5.05193333333,4.28373333333,6.92186666666,2.16786666667,7.29606666666,6.1494
379.44,2.899,11.2415333333,8.71466666667,5.2078,3.137,5.09186666667,4.28766666667,6.91813333333,2.20146666667,7.32153333333,6.14773333333
379.80,2.83026666667,11.1758,8.63546666667,5.16346666667,3.08366666667,5.03626666666,4.2404,6.89026666668,2.14933333333,7.3132,6.0834
380.16,2.78666666667,11.1190666667,8.6022,5.12266666667,3.06406666667,5.01673333334,4.22266666667,6.88393333333,2.1266,7.31646666667,6.05473333333
380.52,2.8174,11.1435333333,8.65376666667,5.17766666667,3.1232,5.0676,4.29173333333,6.95333333334,2.1628,7.37226666666,6.09306666667
380.88,2.77946666666,11.1206666667,8.64116666667,5.13433333333,3.11266666667,5.0516,4.2734,6.94086666667,2.12766666667,7.35200000001,6.07773333333
381.24,2.72753333333,11.0633333333,8.55726666667,5.06546666667,3.05466666667,5.00246666667,4.20766666667,6.88839999999,2.0652,7.28993333333,5.995
381.61,2.7722,11.1114,8.59166666667,5.1184,3.1238,5.05073333333,4.25286666667,6.92986666667,2.13,7.34953333333,6.0396
381.97,2.70706666667,11.0717333333,8.57183333333,5.05733333333,3.0808,4.99026666667,4.21246666667,6.89233333333,2.0714,7.29386666668,5.97386666667
382.33,2.67006666666,11.0411333333,8.5554,5.03366666667,3.07653333333,4.94666666667,4.19686666667,6.88019999999,2.04926666667,7.27773333333,5.94913333333
