wavelength,Back_TanRuff,Belly_TanRuff,Breast_TanRuff,Crissum_TanRuff,Crown_TanRuff,DorTail_TanRuff,Patch10_TanRuff,Patch11_TanRuff,Patch12_TanRuff,Patch13_TanRuff,Patch14_TanRuff,Rump_TanRuff,Throat_TanRuff,WingTip_TanRuff
186.39,28.7869555555,61.5268,44.9363333333,53.5624333333,57.9134666667,36.7685666667,37.0482666667,30.4324666667,48.4477333333,52.2646,44.9872666667,53.9440666667,51.6538666667,46.4631333333
186.77,29.7776444445,65.8765333333,45.8766,55.7282666667,58.8148666667,39.6297666667,37.2838666667,29.679,50.9136,50.8642666666,45.037,55.4073333333,53.2839333333,46.7654666667
187.15,23.8185111111,63.0986,39.8591333333,52.2300333333,50.3286,35.8687666667,31.2208,24.4602,45.0704666666,46.338,40.7980666667,48.7793333333,45.1174666667,39.6244666667
187.53,20.4587333333,57.7634666667,34.6667333333,46.8173,43.5698666667,29.2903,25.8495333333,20.6021333333,37.9784,41.2904,35.2687333333,43.5699333333,38.7526666667,37.5914
187.91,26.7455111111,60.7494666667,37.9486,51.3805666667,48.0867333333,35.8777,30.2958,28.5205333333,40.7888666667,48.3236,42.2486,47.6922666667,44.1814666667,43.1165333333
188.29,31.3622222222,61.6948,41.6572,54.5384666667,50.1318666667,39.3786666667,34.1244666667,32.8436666667,43.5404666667,51.5253333333,46.0639333334,50.5085333333,46.629,46.7796666667
188.67,35.047,60.6634,44.1128,54.3117666667,50.1492,42.2554333333,39.1706666667,38.5738666667,45.6715333333,53.267,48.2256666667,51.9072,49.32,49.3864666667
189.05,36.5222222222,61.8333333333,46.0,54.1333333333,49.4666666667,43.2,40.3333333333,41.3666666667,47.0333333333,54.7,48.8666666667,54.0,49.5333333333,48.5
189.43,41.8434222222,65.2535333333,51.1520666667,57.2197,52.0429333333,46.3748,47.8033333333,45.5606666667,50.9370666667,57.235,52.6882,58.3102666667,53.6713333333,52.0737333333
189.81,44.4445333333,67.9766666667,52.7802,61.2664,52.9257333333,47.9330333333,51.4119333333,48.7918666667,54.3522,59.7960666667,56.1280666667,59.738,55.1965333333,54.6724
190.19,46.6187777778,69.5688666667,56.4942,63.5633333333,55.6035333333,50.6035333333,55.0863333333,52.3851333333,57.8448666667,61.8103333333,59.4253333334,61.4942666667,58.1609333333,58.0746
190.57,47.3729111111,69.1526,56.1866666667,62.3022,55.3389333333,48.8982666667,54.6892666667,53.9548666667,56.4688,61.4122666667,59.8022,60.3109333333,58.1073333333,57.4576666667
190.95,47.6266666667,68.56,56.8266666667,61.4266666667,55.1466666667,49.8666666667,56.4533333333,56.3733333333,57.2,60.8266666667,61.0666666667,59.1733333333,59.0666666667,57.76
191.33,50.4938222222,69.4814,58.1728,62.2592666667,57.2100666667,51.8519,60.1482,59.0616666667,59.4322,62.6421333333,63.8519333333,60.6665333333,62.3209333333,60.4444
191.71,50.4234888889,71.2704666667,59.7234,64.0630666667,57.8114,54.8051666667,62.1888,61.3837333333,60.8805333333,63.4967333333,66.7673333333,61.3837333333,65.1823333333,61.5094
192.09,49.2338888889,68.929,57.8338666667,61.5041666667,54.2478666667,52.1299,61.3236,58.6763333334,59.3260666667,60.1202,63.5379333333,59.0613333333,63.2732666667,59.5909333333
192.47,48.4223111111,69.542,56.7684666667,61.9848,53.4859333333,51.2086333333,61.0941333334,59.7455333333,60.2036,60.0508,62.8754,58.9821333333,61.9337333333,59.4146666666
192.85,43.8559777778,65.6389333333,52.5429333333,59.3411333333,49.8287333333,45.1780666667,56.7062,55.7575333333,55.4676,55.2834,59.2885333333,53.9658,57.1541333333,54.0184
193.23,39.6949555556,61.2810666667,48.0523333333,55.3986666667,46.7450666667,41.8038666667,54.1960666667,51.9216,51.634,51.5555333333,55.5032666667,49.6207333333,53.8823333333,50.0131333333
193.61,35.8267111111,56.168,43.937,51.5879333333,42.467,38.9503,48.4776666667,47.664,46.798,46.7454,51.1024,44.252,49.5538666667,44.4882666667
193.99,34.5934,52.8736,42.5798666667,47.5094666667,40.9451333333,37.2670333333,45.6705333333,46.6156666667,44.3678666667,44.1634666667,48.6078666667,42.9629333333,48.5568,42.2478666667
194.37,34.6258666667,53.4660666667,42.8951333333,48.9375666667,41.2217333333,35.6572333333,44.8074,47.8619333333,44.0106666666,44.6482666667,48.7384666667,43.0279333333,50.332,42.5764666667
194.75,37.8256888889,58.7930666667,46.7816666667,53.5775,45.5172,38.5055,47.8448,51.0632,48.7069333333,49.3678,52.8160666667,47.4424666667,56.4369333333,46.3218
195.13,36.7497777778,57.0043333333,43.6416,51.4978333333,42.4082,36.9898333333,45.9618666667,48.9280666667,47.2246666667,48.7813333333,50.9839333333,47.3421333333,54.1556666667,45.1688666667
195.51,37.6012444444,58.2554666667,45.1090666667,53.0529333333,43.5825333333,36.9469666667,45.9188666667,50.7476666666,48.5982,49.9377333333,51.1838666667,49.7196,57.134,46.4796666667
195.89,35.3280222222,53.4308,41.1058,48.9267333333,39.4796,31.6259666667,43.9674,46.9268666667,45.5935333333,47.1869333333,46.374,46.8617333333,54.5366,44.7479333333
196.27,33.1124888889,53.0386666667,39.5948666667,48.7292666667,38.3425333333,31.0867333333,41.2155333333,45.5984666667,46.0404,48.3609333333,44.9355333333,47.0719333334,55.4329333333,44.7514666667
196.65,32.8554444445,52.7598,41.2186666667,46.9535333333,38.6022,32.1863333333,41.5412,44.1936,46.5591333333,50.0358,45.1614666666,47.9211333333,57.4552,46.0930666667
197.03,32.7526,55.2272666667,43.9772666667,46.6477,38.4469333333,34.5644333333,44.659,45.4546,47.5758,52.4242000001,47.0454666667,51.2121333333,61.4394666667,49.3182
197.40,35.9070888889,57.6647333333,48.2108666667,49.7551666667,41.0545333333,35.4801666667,47.872,47.3822,50.3955333333,54.7268,49.7552,54.6892,63.7664666667,53.2956
197.78,40.0128888889,63.8373333333,52.3257333333,53.4690666667,47.248,37.7325666667,53.8758666667,50.3875333333,55.2326,59.9612666667,53.9147333333,58.9146666667,68.5658666667,59.031
198.16,39.3792222222,63.8733333333,50.4283333333,51.918,47.0391333333,35.5121,54.9348666667,47.8585333333,53.3333333333,58.8826666666,52.2530666667,55.9404666667,66.2197333333,59.0689333333
198.54,36.5314888889,62.7512,45.6790666667,48.5538,45.2911333333,33.3685333333,53.9328666667,44.2328,50.4409333333,56.6490666667,50.4055333333,52.5573333333,60.776,54.4974
198.92,30.7661111111,53.1203333333,39.0866666667,42.8464,38.8433333333,28.1887,47.58,37.4126,43.0441333333,47.7015333333,43.5616666667,45.2664,51.446,47.9452
199.30,28.6360666667,50.8058,36.4612666667,42.2905666667,37.6304,24.8182333333,45.9717333333,35.7977333333,40.6634666667,44.3602,41.0109333333,41.5797333333,49.5418666667,45.8453333333
199.68,22.6688666667,47.8056666667,32.1606666667,38.7268333333,31.8928666666,20.0671666667,42.8475333333,29.8826,35.4774,38.6935333333,37.3868,36.7838,43.752,41.2061333333
200.06,19.8882,45.3936,29.9163333333,35.3267,30.0503333333,18.8107,39.5645333333,26.8342,32.1272666667,35.0754666667,35.2429333333,33.0318,40.3683333333,36.9514666667
200.44,18.9950444444,44.7236666667,29.3132,35.1422666667,29.3803333333,16.3818666667,39.7655333333,26.7336666667,29.9162,32.6967333333,35.9129333334,31.1221333333,39.5310666667,36.7504
200.82,21.2050666667,44.7098666666,29.3532,36.1525,29.8176666667,17.6782,39.9668,27.33,30.1492,30.6468,37.8441333333,30.8126,40.3980666667,37.1144666667
201.19,18.4444,38.5263333333,23.5439333333,31.2806666667,24.9472666667,10.4911333333,35.4737333333,22.9122666667,27.9297333333,26.0351333333,32.3158,24.7718,37.2982,32.6667333333
201.57,24.1008222222,42.7492666667,26.9759333333,35.7904,28.8661333333,14.3644333333,39.8626666667,28.8316,32.5772666667,31.3056666667,36.8727333334,27.5258,42.4053333333,37.835
201.95,19.0186222222,38.0710666666,22.6396666667,31.489,21.9966,9.39086666666,35.4314666667,27.1066,29.0015333333,28.5618,33.1302666667,23.3163333333,38.7142,35.2960666667
202.33,17.4426444444,38.2867333333,21.4525333333,31.4339,18.6220666667,6.72263333333,35.27,27.7466666667,29.9814,28.1562,32.4768,21.7877333333,38.6219333333,35.3817333333
202.71,16.3857111111,33.9463333333,21.0345333333,28.9464333333,14.5977333333,2.85443333333,33.4866,24.1378666667,29.4251333333,24.2145333333,28.1992,18.7739333333,38.9272666667,34.1379333333
203.09,16.3623333333,36.0731333333,19.6804,28.4247666667,9.13246666668,-2.58003333333,33.6986,24.8857333333,30.6392,24.2922666667,26.5297333333,16.9864,40.8219333333,34.8402
203.47,13.1282444445,32.9232,18.8205333333,25.5129333333,0.87179999998,-9.4103,32.3589333333,22.8205333333,27.5897333333,22.7692666667,21.5384666667,15.7949333333,36.7180666667,32.9742666667
203.85,8.08426666666,25.1149333333,14.8848666667,20.4884666667,-4.08046666664,-16.1493,30.2873333334,20.8620666666,22.6436666667,21.3218666667,14.4254,8.39086666668,32.8160666667,33.9657333333
204.22,10.2151333333,28.1182666667,17.6344666667,25.6720333333,-1.02166666666,-12.5002333333,30.3227333333,24.5698666667,26.1826666667,23.9784666667,17.1505333333,9.83873333334,32.4730666667,35.6452666667
204.60,2.12035555552,21.5902,9.72473333333,15.4128333333,-12.7216666667,-20.3669,22.4466,17.3701333333,21.3455333333,17.1254,8.44046666667,0.91733333332,23.8532666667,29.4802
204.98,-14.4443777778,5.51293333334,-7.9488,-0.89736666666,-28.7822,-40.4808666667,4.7436,2.43586666669,5.9614,4.42306666666,-6.9872,-18.5898666667,7.37186666665,13.6538
205.36,-11.5021333333,9.56799999999,-7.65433333334,0.06163333334,-25.0616666667,-38.3641333333,3.58033333335,3.02466666667,5.18526666668,8.20993333334,-0.37046666666,-15.8024666667,5.06186666667,16.4198
205.74,-36.9039555556,-14.4569333333,-33.7078666667,-26.3671666667,-53.9326666668,-66.2922333333,-22.4718,-19.6253333334,-17.3034,-13.1835333333,-21.4981333333,-42.3970666667,-19.3258666667,-4.56940000001
206.12,-36.8834666667,-20.5690666667,-36.6666666667,-27.9269,-53.3333333332,-67.6829,-24.9593333333,-24.0649333333,-21.3821333333,-15.1218666667,-23.8212666667,-45.122,-23.1707333333,-5.52859999998
206.50,-30.0937555556,-18.9558,-33.9758666667,-24.5781666667,-49.0762666667,-60.1606,-24.4176,-23.4538666667,-19.2770666667,-14.6988,-19.9196,-39.6788,-23.0522,-4.49799999999
206.87,-29.9346444444,-21.9607333333,-37.5686,-27.2548333333,-52.0000000001,-57.3333,-29.6470666667,-21.0981333333,-23.4507333333,-14.7451333333,-16.7843333333,-39.451,-31.0587333333,-3.21566666667
207.25,-20.2666666667,-14.7333333333,-26.2666666667,-15.7,-36.5333333333,-37.1333333333,-18.4666666667,-10.6666666667,-15.8666666667,-5.33333333336,-5.53333333333,-31.3333333333,-20.8666666667,4.46666666668
207.63,-22.4583111111,-15.8112,-26.9616666667,-17.4926,-32.7432666667,-34.5132333333,-19.1150666667,-14.3362666667,-16.7550666667,-5.60460000001,-5.6048,-30.3834,-17.758,4.18886666667
208.01,-15.7922888889,-10.4918,-24.6994666667,-16.7485333333,-29.7268,-31.0655666667,-19.3442666667,-11.0383333333,-13.2787333333,-2.2404,-1.47546666667,-23.9344666667,-12.8416,1.9124
208.39,-18.5057333333,-15.3449333333,-30.23,-25.977,-36.2070666667,-35.0288666667,-24.5402666667,-17.0688666667,-20.8620666667,-7.12646666668,-6.207,-28.4484,-16.5516666667,-3.50566666667
208.77,-8.00677777779,-7.12466666668,-19.3893333333,-12.3664666667,-25.4962,-26.2085666667,-13.8424,-7.58253333333,-10.8396666667,-0.61059999998,2.69726666668,-19.5421333333,-4.68179999999,3.35873333335
209.14,6.25977777779,5.399,-3.99059999999,2.62906666666,-11.1267333333,-10.7041333333,1.64313333334,6.66660000002,2.34746666667,10.6572666667,14.1785333333,-3.66193333334,7.74646666667,16.7606
209.52,3.18148888889,2.39813333333,-5.41973333333,2.66196666665,-13.0936,-10.1678,0.3838,4.46046666667,0.527533333326,7.29033333334,11.0793333333,-5.8992,6.23513333333,13.2373333333
209.90,6.08497777779,8.09840000003,0.1342,7.29310000001,-7.5168,-3.87033333333,7.11406666666,7.91939999999,3.71353333333,10.2909333333,14.3176666667,1.43173333333,11.8568666667,17.6286666667
210.28,7.07222222222,8.51359999999,-2.11719999999,5.22526666666,-9.32426666666,-4.86469999999,6.26126666667,8.15320000002,5.58566666667,9.32420000001,15.09,0.405333333334,10.8109333333,15.7658666667
210.66,3.70904444445,3.78900000001,-7.48193333333,2.30213333333,-13.2855333333,-8.32140000001,3.40526666667,5.7074,1.05499999999,7.00240000001,14.3884,-4.2206,9.83220000001,15.012
211.03,4.28695555554,5.30180000001,-7.24406666665,3.49073333332,-10.8134666667,-9.08126666667,7.55906666668,5.72173333332,2.57213333334,7.29653333334,16.0630666667,-5.14426666667,14.4882,13.7533333333
211.41,2.85146666667,2.94993333333,-10.3244666667,-2.97949999999,-14.1592666667,-14.5722666667,8.25959999999,2.59586666666,1.23893333334,4.12966666667,17.0500666667,-7.55186666669,15.6932,9.43953333333
211.79,11.1716444445,10.2423333333,-3.45453333333,1.818,-8.72720000002,-6.03033333333,15.3939333333,9.87866666667,7.33340000001,9.69693333333,25.5151333333,-5.69700000001,25.0303333333,12.6666
212.17,9.55128888888,9.35893333333,-2.62813333332,1.92306666667,-9.93579999998,-9.10233333334,16.9231333333,7.05133333333,5.70513333333,4.93586666666,25.0000666667,-9.74366666667,25.4487333333,10.8974
212.55,10.1524222222,11.438,1.11106666667,5.4903,-5.42486666666,-8.66023333333,19.1503333334,8.75813333333,8.23533333333,5.81686666666,27.1894666667,-8.16993333333,26.8627333333,13.2027333333
212.92,7.40751111112,9.31893333334,-3.51253333335,2.36546666668,-4.80286666666,-11.6846333333,17.9213333333,5.44800000001,4.01426666666,3.36906666666,22.1507333334,-10.8244666667,23.871,11.0394
213.30,-10.0,-3.83333333334,-21.0,-14.2083333333,-19.0833333333,-27.8333333333,3.66666666664,-10.5,-8.33333333334,-13.0,8.91666666667,-25.5,12.5833333333,-6.99999999999
213.68,0.180866666666,11.6279333333,-8.06193333331,-0.8526,-3.64339999999,-16.9765333333,11.1628,3.87599999999,5.3488,-0.54259999998,21.4728666667,-8.75966666666,24.6512666667,4.10866666666
214.06,-6.9198888889,7.7638,-13.4177333333,-6.91986666668,-8.69193333334,-22.5737333333,1.68786666666,-1.09699999998,0.506399999974,-8.77639999999,20.3375333333,-17.9748,15.1054666667,-2.10953333334
214.44,-14.1247333333,8.76706666668,-12.2375333333,-10.0913666667,-8.49320000002,-22.6029,-1.18720000002,-2.83106666664,-3.01366666668,-12.8767333333,17.9909333333,-19.9087333333,17.2602666667,0.54793333332
214.81,-11.8333333333,12.0,-6.58333333334,-4.375,-3.33333333333,-14.5833333333,1.58333333332,5.99982286076e-12,3.66666666667,-8.08333333335,17.25,-12.9166666667,16.4166666667,2.16666666666
215.19,-7.77777777778,17.1666666667,-2.99999999999,0.16666666666,-1.66666666667,-9.375,2.58333333333,7.16666666666,8.75000000001,-3.41666666664,19.0,-4.33333333333,18.5833333333,8.41666666665
215.57,-11.0589111111,11.6076,-2.19606666668,-1.4902,-4.39213333334,-12.2745,-4.07833333332,6.11753333332,5.88233333334,-4.8628,10.6666,-1.96086666667,11.3726,4.86266666668
215.95,-6.53446666666,14.8412,2.93653333333,4.5238,2.14286666666,-11.8650333333,-0.15873333334,11.3492666667,11.5078666667,0.15879999998,14.1269333333,8.57146666667,11.1904,8.17460000001
216.32,-6.21151111111,13.6544666667,0.963866666654,6.22493333334,0.240933333334,-6.62653333333,-0.080400000008,8.27300000002,14.2169333333,-1.52619999999,16.3052,9.63853333335,7.38960000001,9.95993333333
216.70,-21.1266666667,-1.31473333333,-20.1878666667,-5.68086666667,-15.5867333333,-23.3332333333,-17.6526,-3.28639999998,-0.93886666666,-17.4648,3.19246666667,-4.03760000001,-7.79333333333,-3.09853333333
217.08,-27.8094666667,-4.76186666667,-24.8570666667,-10.9522333333,-21.0476,-24.1430333333,-22.4761333333,-2.76186666666,-6.76179999999,-20.381,4.66666666666,-8.28559999999,-10.3810666667,-3.80953333333
217.46,-25.2289111111,3.03933333333,-20.098,-7.4999,-20.3921333333,-23.9215,-14.4118666667,-0.097999999994,-6.07839999999,-15.0,10.6863333333,-7.35286666666,-5.49026666667,3.62753333333
217.83,-23.5484222222,-4.08606666669,-22.3656,-11.5054666667,-25.4839333333,-26.2367,-13.4408666667,-3.22593333332,-15.0538,-17.742,6.45173333333,-16.3441333333,-11.3978666667,5.16133333334
218.21,-23.8447333333,-7.30160000001,-26.4551333333,-11.3757,-30.6877333333,-33.2274666667,-20.5290666667,-7.1958,-18.6244,-18.836,-1.05820000001,-18.836,-11.7459333333,1.37566666667
218.59,-28.1582,-20.0000666667,-33.6986,-15.6164333333,-37.8082,-38.9041666667,-31.4156,-16.8951333333,-29.315,-26.2101333333,-14.2465333334,-25.2055333333,-24.0182666667,-13.0594
218.97,-35.5555333333,-30.0980666667,-44.7059333333,-28.8724666667,-52.4508666667,-50.0980333333,-45.4900666667,-26.1765333333,-39.9999333333,-36.4705333333,-23.8237333333,-38.4314,-35.4900666667,-27.2549333333
219.34,-45.2942444445,-39.706,-56.8628,-46.6665999999,-62.843,-61.7157333333,-57.5489333333,-37.9413333333,-50.2941333334,-49.1175333333,-34.804,-50.8823333333,-44.8039333333,-40.8822666667
219.72,-59.1397555556,-46.4516,-74.7311333333,-64.4623,-78.9248666666,-79.6772666667,-72.6882,-57.9570666667,-68.8172000001,-69.0322666667,-48.0644666667,-72.1506,-58.3870666667,-53.8709333334
220.10,-63.2949111111,-51.2644,-86.8966666667,-77.7585999999,-85.7470666667,-86.1493666667,-80.8046,-70.9195333333,-77.4712666667,-78.6206666666,-56.0919333334,-87.1264666667,-61.3793333333,-57.3563333333
220.47,-54.2857111111,-43.8096666667,-77.9896,-66.8255333333,-70.7936666666,-83.0157666667,-72.2752666667,-57.9894666667,-70.5820666667,-66.2433333334,-53.6508666667,-79.1533333333,-48.2539333333,-49.3121333333
220.85,-42.2548222222,-30.7842666667,-60.8824666667,-54.4607666667,-60.8824666667,-71.2744333333,-54.4118,-48.9216,-53.8236,-50.6862,-43.4314,-62.7452666667,-31.0784,-34.4117333333
221.23,-49.5943777778,-37.9893333334,-68.4656666667,-66.5079999999,-71.746,-84.9736666667,-65.1851333333,-65.8199999999,-65.0793333334,-61.5873333333,-52.2751333333,-72.0635333333,-39.5768666667,-47.0898666667
221.61,-75.0617777778,-60.5926000001,-97.4815333335,-95.4814333333,-107.1112,-125.185233333,-100.7408,-97.4815333334,-92.1481333333,-93.0370666669,-83.7037333334,-107.2592,-60.0,-76.0
221.98,-90.6232444444,-66.1789333333,-110.406533333,-109.512166667,-124.227533333,-137.2357,-109.268266667,-106.829266667,-94.4715999999,-109.430933333,-102.113733333,-117.073066667,-69.2682666667,-89.7560000001
222.36,-101.031711111,-62.1428666667,-122.142933333,-124.6427,-149.762,-162.8573,-107.618933333,-127.619066667,-96.4286666666,-121.9048,-108.095133333,-139.761866666,-65.0001333333,-106.1904
222.74,-53.9093111111,-14.0741333334,-77.037,-84.6913333333,-120.493866667,-110.247,-50.3703999999,-81.9751333334,-50.1234,-81.2345999999,-46.6668,-90.3704666665,2.222,-58.5184666667
223.11,-23.9506222222,1.85186666665,-40.926,-48.3333333334,-75.1852666667,-74.9999666667,-18.3332666667,-44.8147999999,-31.8518666667,-54.9999999999,-23.3333333333,-47.0370666667,23.7036666667,-25.3703333333
223.49,-39.6633777778,-9.69686666668,-39.7978666667,-52.4241999999,-90.7070666666,-73.8383333333,-17.1717333333,-55.5556000001,-43.4343333333,-64.2423999999,-21.6160666667,-57.7776666667,18.5857333333,-31.3131333334
223.87,-10.5290888889,4.9206,-10.7936666667,-16.5872666667,-53.4920666666,-31.5872666667,8.73026666668,-21.4284666666,-5.71426666665,-19.6825333333,7.14286666667,-20.6349333333,31.9047333333,-0.476066666666
224.24,-31.111,-6.66673333332,-18.5962666667,-22.8069333333,-78.9472666667,-54.9122666667,-2.63159999998,-31.4036000001,-19.8245333333,-34.0350666667,-6.66673333334,-36.6666666667,13.8596,-16.6666666667
224.62,-18.4985333333,1.80186666666,-5.94593333334,-19.3694,-76.5765999999,-41.0809333333,9.5494,-27.0270666667,-10.2703333334,-22.7027333333,12.9730666667,-29.3694666667,15.1350666667,-9.18913333333
225.00,-24.3243333333,-10.0900666666,-2.34226666667,-15.5855666667,-71.7116666667,-39.5494333333,12.973,-18.919,-14.5946666667,-25.9459333333,13.5136666667,-30.4504,4.14406666668,-16.5764666667
225.38,-12.7570444444,-2.59259999999,5.43193333335,-0.617500000001,-33.3332666667,-25.0617,14.9383333333,-3.45680000001,-1.72853333332,-7.65426666669,14.074,-16.7902,12.4692,-3.33346666666
225.75,-9.17046666667,-7.04233333334,-0.845133333333,-8.35696666667,-27.6055333333,-20.8449333333,6.10333333333,-6.00939999999,-8.45060000001,-7.13613333333,5.91546666667,-14.7418,4.22546666665,-5.2582
226.13,-11.9366,-13.7142666667,-9.4286,-18.0476666667,-34.3809333333,-30.1904333333,-4.66673333334,-12.0,-18.1905333333,-9.04753333332,2.8572,-22.2856666667,0.857199999994,-9.42840000002
226.51,-19.2236222222,-25.0603333333,-20.3212666667,-29.7189,-39.1966666667,-35.8634333333,-20.0802,-16.6265333333,-30.1204666667,-19.9999333333,-12.4498,-28.755,-6.42573333333,-17.8314
226.88,-35.0617111111,-44.0741333333,-34.6296,-48.2869666667,-55.7406,-60.5554,-36.0185333333,-28.7963333333,-45.7406666667,-35.463,-32.1296,-45.7407333333,-30.7406666667,-33.7037333333
227.26,-58.3023333333,-62.0370666667,-49.4445333333,-64.9536666667,-69.4444666666,-73.7501333333,-51.7592666667,-46.574,-62.6852666666,-47.3148666667,-48.3332666667,-61.111,-48.6110666667,-49.6298
227.64,-46.9056444445,-50.3942,-38.1362,-48.9963333333,-55.2688666667,-58.5306666667,-45.233,-38.2797333334,-51.8279333333,-34.9104666667,-43.2258666667,-47.0968666667,-38.2078,-38.7096
228.01,-40.2096888889,-45.0943333333,-32.0756,-42.2955666667,-50.5032666667,-52.5158,-42.5786666667,-34.088,-50.0,-33.3334,-42.2014,-41.3208666667,-35.4088,-37.4214
228.39,-38.1421333333,-41.3662,-28.9070666667,-38.6611666667,-45.0272666667,-44.9726333333,-43.1148,-31.3115333333,-46.8306666667,-32.623,-39.1256666667,-35.5737333334,-32.4043333334,-32.5136
228.76,-40.3174,-40.0476666666,-27.3334,-36.6667333333,-44.0000666667,-43.6905666667,-43.0,-30.0000666667,-45.3334,-33.9047333333,-40.4285333333,-32.0952,-31.9524,-32.5238666667
229.14,-29.4679333333,-27.8383333333,-19.0707333334,-27.9191666667,-33.3736666667,-31.2931333333,-33.4950666667,-21.7372666666,-33.4949333333,-23.2728,-30.5859333333,-21.0910666667,-21.8182,-23.3535333333
229.52,-16.9266222222,-17.1276,-7.44680000001,-18.1914666667,-25.6383333333,-18.1737,-21.5247333333,-11.5958,-20.9220666667,-14.2198666667,-19.2552666667,-8.72346666665,-13.4751333333,-12.5886666667
229.89,-11.6471777778,-12.0938,-2.24453333333,-12.6634,-20.8710666667,-12.2445333333,-15.98,-6.59953333333,-14.8074666666,-10.7538,-12.6632666667,-2.68006666667,-7.77213333335,-8.17419999999
230.27,-9.984,-9.46873333333,0.966199999992,-10.1771333333,-19.3559333334,-9.09829999999,-13.1400666667,-4.92766666665,-12.979,-11.0146,-11.1756666667,0.451,-6.37693333333,-6.60220000001
