wavelength,Back_TacRuff,Belly_TacRuff,Breast_TacRuff,Crissum_TacRuff,Crown_TacRuff,DorTail_TacRuff,Patch10_TacRuff,Rump_TacRuff,Throat_TacRuff,WingTip_TacRuff
189.43,8.95973333332,29.8727333333,37.5371333333,33.1564388889,26.8791333333,18.7167,46.0296666667,39.1932666667,37.07,18.0256333333
189.81,10.9332666667,32.9333,42.0888666667,34.9889,29.8222666667,18.9998555555,49.9554666667,40.9777333334,39.9556,18.7555
190.19,15.9583333333,40.9166666667,48.5,41.0729166667,35.9166666667,24.3263888889,54.375,47.1666666667,47.0,25.4375
190.57,23.8095333333,47.6389333333,55.1984666667,48.6077888889,44.4842666667,33.3884296297,61.1111333333,53.3729333333,52.9764,31.8057333333
190.95,25.9782,49.2391,54.5654,51.3615722222,46.3405333333,32.9447296296,61.3767333333,56.5216666667,53.2971333334,34.4746666667
191.33,25.081,44.7567666667,50.4504,50.6907777778,45.6936,29.7157222222,57.2252,52.7568,51.9279333333,32.4144
191.71,22.3643333333,42.8681666667,47.9845333333,50.5234111111,45.155,26.2273333333,55.2712666667,50.2714,50.6976666667,31.8023333333
192.09,15.0451333334,37.0944666667,42.8377333333,50.0601611111,41.3063333333,18.1006925926,51.0361333333,46.937,46.937,29.1216333333
192.47,7.59126666667,31.0219,38.2482666667,44.0633666667,37.5669333333,9.11881481482,47.3965333333,42.8224,43.7955333333,22.6765
192.85,3.48259999999,27.4875333333,35.2736,39.6019666667,32.4377333333,3.05142222223,44.7760666667,41.1940666667,41.1442,17.5124666667
193.23,-5.04346666666,25.5362333333,29.2754,33.2125722222,26.7826,-6.40251481484,43.7102666667,44.4057333333,38.8404666667,13.6519666667
193.61,-17.4305333333,14.9653333333,19.5832666667,27.4709833333,19.3749333333,-21.1303074074,35.5556666667,37.9168,26.3194666667,5.0694
193.99,-13.7333333333,17.9333333333,18.2,28.1444444445,21.0666666666,-19.4296296296,34.6,35.9333333333,25.0,8.3
194.37,-16.4626666667,13.8095666667,13.0612666667,23.9794333333,16.5987333333,-21.6591037037,30.0,28.7074,19.6598,3.87746666667
194.75,-36.3413333333,-0.894100000006,-1.5448,13.0421166667,1.87000000001,-47.7010259259,12.7642,15.5283333333,4.14626666667,-12.8048333333
195.13,-34.1176666667,3.62733333332,3.52933333335,22.7122833333,11.1764666667,-43.9867962963,23.2354,19.5099333333,12.7450000001,-6.47063333334
195.51,-34.7916,7.39570000002,9.47906666667,19.7654833333,10.7292,-51.5801407407,28.8542666667,20.9374666667,9.89586666674,-6.04176666666
195.89,-37.4604,-2.75140000002,11.9578,7.32812777776,7.4074,-54.9501481482,23.1747333333,20.9524,10.5820666667,-5.2381
196.27,-40.8955333333,-4.6268,13.0348666667,-5.09119444445,5.99982286076e-12,-59.3919148148,19.3034,11.9403333333,0.597000000074,-8.20896666668
196.65,-32.2523333333,-0.27023333332,21.8019333333,3.34843333332,9.90993333333,-46.5415740741,14.0541333333,13.063,4.14406666668,0.49533333334
197.03,-52.5683333333,-25.0272666667,6.88533333332,-12.8870055556,-7.21306666667,-74.6568481482,-3.60660000002,-6.776,-19.6721333333,-14.7541333333
197.40,-27.9823333333,-16.9737,18.7719333333,-3.2384,0.965,-46.6862148148,2.01766666668,1.57893333333,-6.84206666667,1.88606666668
197.78,-21.5,-5.875,30.5,5.08333333334,8.5,-39.087962963,7.83333333334,5.74999999999,5.08333333333,10.625
198.16,-27.4886,-16.9405333333,30.0455333334,-1.1415888889,8.40179999998,-44.9923666667,6.48393333334,4.29220000001,2.10039999999,10.7762
198.54,-61.5093333333,-42.8929666667,24.2768,-13.0294333333,4.40253333334,-75.8770592593,-1.63513333332,-10.9434,-7.54726666668,-0.56596666674
198.92,-107.179466667,-85.8973333334,5.1282,-52.5357444445,-10.9401333333,-126.752133333,-27.6923333334,-42.3932,-29.4017333332,-20.7692000001
199.30,-375.416666667,-355.833333334,-125.416666667,-272.5,-147.5,-453.75,-219.583333333,-230.416666667,-213.333333333,-177.291666667
199.68,1252.2222,1239.4444,636.666533333,910.83321111,604.444466666,1424.01242593,910.000066667,818.888933333,843.333333334,713.333200001
200.06,381.666666667,357.833333333,193.0,269.166666667,196.666666667,425.444444444,281.666666667,262.333333333,264.333333333,214.166666667
200.44,175.757666667,173.696933333,108.000133333,138.595983333,108.9696,190.855277778,146.424133333,137.697066667,132.000133333,120.9697
200.82,136.581266667,135.427433333,88.1197333333,117.535527778,92.7350666666,149.653433333,114.700933333,111.965733333,108.632466667,98.8461333333
201.19,162.645533333,150.211733333,100.317333333,136.419794444,98.8358666667,170.511351852,141.375733333,127.089933333,118.412733333,108.148166667
201.57,140.432866667,123.5497,83.5497333333,110.043305555,79.4804666667,141.789344445,122.164333333,112.207733333,98.6146666667,94.4590000001
201.95,138.0,122.75,90.3333333333,116.013888889,78.25,144.162037037,127.583333333,114.166666667,105.333333333,103.833333333
202.33,138.1746,119.2459,87.3016666667,116.296177778,81.5078666667,143.866837037,134.841266667,117.381,107.9366,107.618966667
202.71,144.146333333,128.1708,93.2520000001,128.401122222,93.9837333333,152.759540741,155.2846,129.187066667,117.154466666,114.2277
203.09,181.875266667,154.166566667,115.8334,152.335227778,118.75,190.798822222,199.6876,157.500066667,142.604266667,139.531533333
203.47,225.882266667,184.575066667,139.346466667,185.860533333,147.974,234.640492593,241.568666667,192.679666667,174.771333333,178.431266667
203.85,280.350733333,225.1754,167.719266667,237.2806,186.842133333,299.064274074,310.175533333,247.3684,219.122933333,219.473733333
204.22,273.008,229.999966667,179.187066667,238.929461111,183.089333333,300.271122222,306.666666667,250.0814,226.829333333,222.6828
204.60,594.5098,492.549066667,395.686333333,511.928044444,369.0194,675.293992593,703.137133333,550.196133333,518.8234,459.607833333
204.98,881.818266667,778.787966666,619.394,787.424383333,519.393866667,1028.24922963,1087.2728,818.787866666,754.545466666,704.242499999
205.36,384.4444,351.249966667,271.944533334,357.823983333,235.5556,452.85502963,479.1668,361.666533333,344.444533333,305.694266667
205.74,269.649266667,248.947433334,210.5264,263.772027778,188.5964,328.479548148,337.193066667,258.070133333,256.491333333,221.666666667
206.12,221.629533333,203.5556,159.259333333,205.469144444,159.703733333,255.555507407,265.7778,202.6666,196.444466667,168.296333333
206.50,184.898,175.850366667,133.197266667,170.034105556,133.1972,214.64837037,217.687066667,160.272066667,155.5102,133.537333333
206.87,158.333266667,157.884666667,113.076866667,149.861155556,116.282133333,196.880396296,191.154,142.5642,137.3076,112.820566667
207.25,150.340133333,158.911466667,100.952333333,146.700711111,107.075,184.807344444,188.707533333,134.965933333,140.9524,106.598533333
207.63,122.857133333,139.947133333,82.0105999999,117.521972222,83.9152666668,147.207411111,154.708866667,113.968133333,111.640266666,85.5025333333
208.01,131.8644,148.192266667,86.6666,127.4387,83.6158666666,151.393507407,163.8418,119.660933333,114.350333333,94.1807999999
208.39,103.0046,115.117266667,66.4790666667,102.065722222,64.6009333333,120.474618519,130.891933333,97.0892666665,88.4508000001,73.8498000001
208.77,91.9712666666,101.2187,64.4447333333,86.8279611111,63.7276,103.221833333,109.0322,87.5268666667,78.7096666667,73.5124666667
209.14,84.6465333333,87.8451000001,57.4412,78.0303333333,61.8182,95.9147592592,97.5759333333,81.2794666667,72.8619999999,65.6564666667
209.52,87.8985333333,92.6085666666,59.4202666667,82.8744666667,63.4782,105.781140741,107.246333333,92.3187333334,77.1015333333,74.1303333333
209.90,91.6666666666,96.875,63.25,85.3194444445,60.4166666667,106.722222222,105.916666667,94.7499999999,79.4166666667,77.7083333334
210.28,91.6431333332,105.352233333,67.8872666666,91.3224277777,54.6478,114.256674074,111.079866667,100.938933333,84.7887333333,78.9672666666
210.66,83.3333999999,94.8374999999,70.8942666667,84.4309777778,52.9268666667,103.839277778,105.772266667,95.3658,80.4878000001,78.1707999999
211.03,80.7092,90.2126999999,75.6027333334,85.7387722221,53.9004666667,97.5690518517,99.5034666665,91.2056,79.149,76.4183666666
211.41,64.7786666667,76.6962333334,62.5959333333,71.8289944445,46.4897333333,80.5703296296,79.5278666667,78.9379333333,60.0000666667,61.5633
211.79,56.3523333333,66.2577333333,57.1069333333,69.2243777778,41.6352,76.2229703704,74.7797333333,72.7672,51.824,55.8176666667
212.17,49.7248,61.3455333333,53.8226,65.2803611111,39.6330666666,70.1019740741,70.0918,70.8258,48.5626666667,50.7338333333
212.55,56.4310000001,70.1010666667,59.0572,73.7821722222,48.4174666667,77.9983888889,80.7408666667,76.5657333333,56.6331333333,59.8316
212.92,49.6295999999,60.8642666667,53.4154666667,74.2317777777,41.4813333333,72.7433370371,79.8353333333,72.5925333334,44.5268666667,50.5350666667
213.30,46.0605999999,60.6928,55.4977333333,74.5166444445,39.9133333333,68.3021148148,80.7793333333,73.8528666666,46.8398666666,47.7923
213.68,53.6433333334,67.6355333333,61.2403333333,76.2337888889,46.5892,69.8104185185,74.4187333333,71.0076666667,46.8993333333,48.9145333333
214.06,56.7900666666,67.6954,61.3992666667,82.8051944444,50.9465333333,76.3464296297,80.1646666667,77.9424,50.5349999999,48.1479666667
214.44,56.4538666667,62.9786333333,60.7801333333,75.7387111111,57.0212666667,76.253,81.773,78.0141333333,51.0637999999,47.5886333333
214.81,68.1003333333,74.0143333333,70.8242666667,88.2018888889,66.2365333333,88.3632592592,93.6918000001,92.1147333333,62.0788666667,56.5949
215.19,70.1042666667,77.5522,71.2502,94.0801222221,66.9791333333,103.235048148,109.062733333,103.958466667,61.1459333333,58.5418666667
215.57,84.0437333334,83.0052999999,83.4972666668,109.945344444,79.4534666667,119.216748148,126.229533333,116.284133333,81.6393333333,73.6613
215.95,88.1247333333,85.6248333333,87.3955999999,116.744611111,81.7707333334,117.395537037,128.9582,118.124733333,91.2498000001,79.5831
216.32,83.9110666667,81.3776666667,79.2888666667,105.399877778,75.2888000001,105.802374074,116.622266667,106.133333333,82.7554666667,74.1333666667
216.70,80.7730666667,71.1593666667,74.686,100.08055,61.7391999999,96.8545037038,110.4348,102.995133333,74.4927999999,66.5218333333
217.08,74.3518666666,80.8333,77.1296666667,94.8842833335,68.1481999999,94.2077222223,109.074066667,100.648266667,79.8146666667,69.2593
217.46,80.8163333333,90.0679666667,85.5782666667,106.201788889,71.2924666666,115.041537037,130.612333333,116.870733333,82.9932,75.7143333334
217.83,69.9999333333,74.6032333333,67.9364666667,100.410111111,60.1586666667,100.802485185,132.222333333,108.730133333,69.2063333333,61.6665
218.21,42.5,75.3333333333,47.3333333334,77.6111111111,39.0,82.6296296296,117.333333333,87.4999999999,47.8333333333,46.0833333333
218.59,23.4344,63.2323666667,28.8888666667,72.3063777778,8.08079999998,62.469211111,106.464666667,69.8988666667,27.0707333333,19.2927666667
218.97,-44.8148666666,49.9999666667,-45.9260000001,52.4073555556,-57.0370666667,27.9630074076,96.6666666666,32.5925999999,-38.5185333333,-42.4075666667
219.34,-57.7778000001,65.1112333335,-49.3333333333,62.1110333333,-62.2222666669,25.506111111,91.1110666667,23.1111333334,-51.5554666667,-68.0000999999
219.72,520.0,74.6666666667,473.333333334,128.0,517.333333333,267.037037037,101.333333333,194.666666667,502.666666667,551.333333333
220.10,297.037,10.3705333333,250.370333333,84.6913944444,262.963,123.868403704,39.2593999999,99.2591999999,294.8148,326.6665
220.47,153.333333334,36.6666999999,139.090866667,66.1111333334,130.303,88.1986074075,53.6364666667,61.8183333333,137.5758,155.4545
220.85,173.043533333,44.0579,150.724466667,78.9612166667,125.2174,90.1448777778,73.6231333333,72.4637333334,139.710133333,156.956533333
221.23,224.166666667,79.375,232.083333333,99.5833333333,204.583333333,117.407407407,115.416666667,100.833333333,207.083333333,215.0
221.61,537.142866666,199.047666667,561.9048,251.269944444,455.2382,320.211651852,253.333333333,234.285666667,485.714333333,527.1427
221.98,1200.0,399.999899999,1140.00006667,577.777761111,1002.22233333,684.938403705,419.999933334,451.111133333,924.444533335,1102.2223
222.36,-213.777866667,-110.888966667,-189.7778,-103.1481,-180.444466667,-132.148196296,-60.4444666665,-74.6666666667,-164.444333333,-220.4446
222.74,-66.6666,-8.45223333334,-48.5715333333,-13.4920944444,-54.7618666667,-36.5608296296,3.80973333334,10.2382,-43.5715333333,-68.8095666667
223.11,-35.0426666667,-2.73500000001,-16.5812666667,-5.81196111109,-26.6667333333,-12.4881481481,15.8974,18.6325333333,-9.05980000001,-35.7264333333
223.49,-28.7499333333,-15.6251,-20.8333333333,-14.2592444444,-29.5832666667,-20.0617222222,6.66673333333,9.44439999999,-13.8888,-30.2776333333
223.87,-34.5912666666,-25.0943333333,-21.8868,-22.9140277778,-35.2200666667,-25.5206703704,-6.66666666003e-05,-7.04406666666,-20.7547333333,-28.3019
224.24,-114.6296,-106.111033333,-92.4073999999,-104.2129,-117.962933333,-102.02677037,-66.6666666666,-80.3704666666,-90.7408,-99.7221
224.62,-150.322533333,-134.1936,-106.8816,-130.071594444,-145.806533333,-123.130088889,-89.4623333333,-117.204266667,-120.43,-136.236566667
225.00,-150.4762,-135.357,-97.8571333332,-120.0,-145.9524,-116.904711111,-70.7143333333,-113.809533333,-113.0952,-143.809466667
225.38,-274.074133333,-261.110966667,-185.925933333,-215.8025,-257.407333334,-218.374551852,-133.3334,-209.6296,-194.074,-262.592766667
225.75,-92.4999999999,-95.9375,-56.0416666666,-68.9236111111,-100.0,-80.7291666667,-38.75,-75.2083333333,-56.4583333333,-82.4999999999
226.13,-59.0196666667,-56.0782999999,-27.8432,-31.7646722222,-55.8824,-40.0871777778,-18.8236666667,-46.2745333333,-34.5098000001,-41.7646333333
226.51,-53.8889333333,-21.5278666667,-28.6111333333,-10.60185,-48.8888,-23.5493296296,-15.2775999999,-38.0554666667,-25.2777333334,-9.99996666666
226.88,-373.333333333,-262.499999999,-305.0,-38.75,-275.0,-191.851851852,-145.0,-366.666666667,-125.0,-85.8333333334
227.26,125.454466667,61.5151666667,113.333133333,-29.6971444444,71.5150666667,75.3534592591,67.8788666665,113.333333333,71.5151333333,53.0303
227.64,105.5556,306.111266667,191.111,435.462866667,256.666666667,220.185118519,322.2222,174.444466667,261.1112,241.666666667
228.01,146.0,194.666666667,162.0,239.75,198.0,164.296296296,200.0,170.333333333,187.666666667,179.0
228.39,180.459733333,189.655233333,182.298866667,226.666611111,207.816066667,166.896588889,200.9194,180.9196,197.701066667,172.413733333
228.76,191.458333333,175.520833333,181.875,212.829861111,206.25,167.233796296,207.708333333,188.958333333,196.875,182.083333333
229.14,194.8888,177.6666,187.111,209.925933333,216.000066667,160.000107408,222.888933333,193.1112,192.000066667,201.666566667
229.52,252.666666667,244.333333333,247.0,279.611111111,305.666666667,214.537037037,325.333333333,268.333333333,248.666666667,268.5
229.89,184.946266667,185.914033333,198.494666667,219.462405556,236.128933333,181.863744444,261.9354,218.924666667,198.709733333,198.494666667
230.27,240.869533333,220.1449,269.2754,271.859888889,305.217466667,232.254503704,326.376866667,294.492733333,270.144866667,244.347833333
230.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.02,-501.4816,-403.703633333,-600.000066667,-552.037088889,-667.4076,-527.613237037,-715.555733333,-672.592733334,-452.592666666,-540.740733333
231.40,-349.4444,-261.944366667,-423.333266667,-392.083416667,-463.3334,-365.987514815,-527.222133333,-473.888866667,-348.888866667,-383.8889
231.78,-152.753733333,-105.942066667,-189.565133333,-192.826005556,-214.202866666,-161.851922222,-230.144866667,-217.1014,-159.420333333,-181.449333333
232.15,-47.5,-21.9443666667,-62.2222666667,-64.8379555555,-72.2222000001,-59.4984962962,-81.5278,-70.1388,-44.0278000001,-48.8192666667
232.53,-49.7872,-38.1559,-68.6523999999,-76.7493444445,-78.1560666667,-69.5429222223,-86.5245999999,-78.7234000001,-54.4682666667,-64.3969666667
232.90,-29.1526666667,-26.9492333333,-43.2769333334,-49.3972611111,-49.7174666667,-43.6346222222,-45.6497333333,-44.0678666667,-28.5876,-38.1355
233.28,-61.3333333333,-52.0666666667,-85.0666666667,-85.4888888888,-81.0666666666,-73.3703703704,-61.2,-71.0666666666,-59.3333333334,-67.5999999999
233.66,-55.5555333333,-41.6048666667,-78.1481999999,-75.9772666666,-65.0616666667,-61.2003296296,-41.4815333333,-54.8148,-43.3333333334,-56.9754333333
234.03,-2.55313333333,7.23403333332,-14.8936666667,-10.1182555556,-6.31220000001,-0.898381481466,11.7022,1.56039999999,8.15599999998,-2.62406666668
234.41,10.0351333334,16.6317,-4.56153333334,-2.22230555556,3.29833333333,9.1384037037,17.8946,10.9473333333,18.8773333333,5.4386
234.78,12.2344666667,19.4505,-1.39193333333,-0.49446666666,5.20133333336,18.4574555555,17.2892666667,13.4064666667,17.0696,8.75466666666
235.16,23.0221333333,33.0221666667,0.088933333326,4.17774999999,12.6222,32.3308962963,19.3778,19.1999333333,21.0667333333,13.7778
235.54,35.8053333333,44.1948666667,13.7078666667,22.7403722222,27.1908666667,41.5271925926,29.9624666667,32.4345333333,33.1834,22.3968333333
235.91,45.3332666666,48.0369666667,22.7406666667,35.8023722222,37.1853333333,49.7159703703,39.1113333333,41.7038666667,44.4444,32.7036333333
236.29,47.3485333333,47.1212333333,18.409,36.8119555556,36.8939333333,55.7492814815,37.6515333333,38.9394,42.197,32.3864666667
236.66,50.0331333333,48.0197666666,21.188,36.1604888889,37.6236666667,55.6143074074,40.462,37.8217333333,43.6963333333,34.5213666667
237.04,40.6450666667,37.5984333333,6.30826666665,22.4074944444,24.8027333333,43.2496333333,26.0214,21.5771333333,30.1076666667,20.9676333333
237.41,44.8929333333,39.5107333333,19.8166,30.7849333333,31.1313333333,45.4977629629,30.0306666667,28.0123333333,33.4556,29.7858
237.79,37.8594,30.8257,16.0856666667,26.1723722222,26.5443333333,40.5708333333,25.9938666667,21.7737333334,23.425,23.7614666667
238.17,27.1160666667,17.191,6.66653333335,14.5130277778,15.1310666667,29.7877555555,16.7041333333,8.01506666666,8.23959999999,14.5692333333
238.54,12.7148,8.38496666666,0.618533333326,7.78931666667,7.42266666666,21.4813740741,5.84193333334,0.75613333334,-1.23706666667,6.49486666667
238.92,-1.03906666667,-4.89189999998,-14.0260666667,-0.533972222219,-3.896,11.3129814815,-4.502,-10.9091333333,-15.4978,-0.476233333332
239.29,-3.8888,-6.1806,-12.5694,-3.01511666667,-3.26400000001,1.79401111109,-4.79173333333,-7.2222,-14.7916666667,3.9236
239.67,-14.9205333333,-19.8412666667,-24.5715333333,-15.6295722222,-16.8253333333,-8.5819074074,-12.8889333333,-16.5714,-19.4919333333,-2.9523
240.04,-5.97706666666,-6.80466666667,-11.1264,-6.01532222222,-6.48273333334,0.968118518521,-5.19533333333,-7.21846666667,-8.41373333334,4.29886666667
240.42,-3.77519999999,-5.20056666667,-4.41773333333,-3.63449444444,-4.17660000001,2.91603703703,-1.04413333333,-3.97586666667,-5.30119999999,4.23686666667
240.79,-6.01786666667,-3.0811,-4.54046666667,-2.99112777778,-4.8648,1.18314074074,-3.06286666667,-4.68466666667,-3.35113333333,4.01796666667
241.17,0.579666666666,3.52636666665,1.03073333333,2.33228888889,2.06126666667,8.19641481482,2.83413333333,0.70853333334,3.63926666667,10.9499
241.54,0.115,3.93686666667,0.316066666668,3.19198888889,1.86773333333,8.97831851853,3.59193333334,1.66666666666,5.63213333334,13.0747333333
241.92,0.236066666667,2.92656666667,-1.94226666667,3.13222777778,-0.524933333333,7.41618518519,1.94213333333,0.997533333332,6.66646666667,12.6245666667
242.29,-0.166533333333,3.85719999999,-3.11886666667,2.68860555556,0.666666666666,7.96566296295,2.00013333333,1.16659999999,8.02393333333,10.881
242.67,3.0344,5.04976666667,-1.5062,4.38898333333,3.18933333333,10.6889814815,5.62573333333,3.72093333333,10.6754,11.8716666667
243.05,4.6154,6.83086666667,0.882066666667,4.65126666667,3.50766666667,10.8991333333,7.05633333333,3.93846666667,11.4050666667,12.0513666667
243.42,3.85133333333,5.94323333334,0.958133333334,3.76502222222,2.54146666667,10.5484740741,6.99893333333,3.30393333333,10.6353333333,10.8113
243.80,6.99140000001,8.85399999999,4.48893333333,6.34668333333,4.94733333333,13.3419222222,9.05440000001,5.19579999999,12.2063333333,13.0660333333
244.17,5.26313333333,7.13439999999,1.96893333334,3.49255,2.4952,11.2239037037,7.01753333334,1.8518,10.1753333333,10.9455666667
244.55,5.97839999999,7.44343333335,1.652,3.80535555556,3.9528,12.0432037037,7.63006666665,1.4158,11.3471333333,11.6815333333
244.92,5.32180000001,3.88103333334,0.480133333332,2.22223333333,2.76646666667,11.3630592593,7.76173333333,0.9414,9.39459999999,10.2977333333
245.30,6.93473333333,5.511,2.39533333333,4.47506666667,4.20446666666,13.0318740741,9.86606666665,4.32153333333,10.0335333333,12.2027666667
245.67,11.3108666667,9.25843333333,6.9214,8.08868333333,8.5544,15.6795555556,13.8426666667,8.01493333334,13.6631333334,15.7978
246.05,12.2,10.38,8.02666666666,8.90888888889,10.2,17.0925925926,14.7333333333,9.14666666665,13.96,16.0
246.42,14.5682666667,12.1839333333,10.2687333333,11.9335111111,11.8466666667,18.6410777778,16.3064,11.5838,15.7462,17.8674666667
246.79,14.8447333333,12.0755666667,11.0353333333,12.2791222222,11.8943333333,18.0497925926,16.1388,11.9255333333,15.8281333333,18.9958
247.17,15.7257333333,12.6573,11.5935333333,13.6113944444,13.1632,18.5098777778,17.1063333333,13.5695333333,16.1136,19.6927
247.54,17.919,13.9325,13.4504,16.2335055555,15.6125333333,20.7883222222,19.6396666667,15.9188666667,17.955,21.5857
247.92,15.68,11.9600666667,11.3156,14.4340388889,14.1065333333,18.6602962963,17.7954666667,14.1333333333,15.9732666667,19.8355333333
248.29,16.0866666667,12.0866,11.8442,15.1666555556,14.1817333333,18.7273185185,18.4328666667,15.4111333334,16.0431333333,20.2684
248.67,15.3137333333,11.4980333333,11.1907333333,14.2444888889,13.0514666667,18.0703666667,17.4307333333,14.9466666667,15.3050666667,19.5602666667
249.04,15.8672,12.4639,12.1012666667,14.9831666667,13.4468666667,18.3978222222,17.6409333333,15.5788666667,15.5788,20.0132333333
249.42,16.2718666667,12.0844333333,12.8191333333,15.4047333333,13.5536666667,18.1670037037,17.7226,15.9596666667,15.8587333333,19.9678333333
249.79,13.4709333333,9.09066666667,9.9312,12.1950111111,10.0493333333,15.3369851852,14.9165333333,13.3136666667,12.6452,16.2977666667
250.17,11.5357333333,7.21786666667,8.77466666667,10.8526,8.00426666667,13.8999259259,13.9432,11.7816,11.1932,15.1740333333
250.54,11.2294,6.45973333333,8.80626666667,10.2846333333,7.09213333333,13.3563296296,14.0542666667,11.4183333333,10.4373333333,15.1715333333
250.92,11.0270666667,6.69196666665,8.65786666667,10.6606555555,7.20853333334,13.7536,14.1776,11.3043333333,10.2836,15.1292666667
251.29,11.7938666667,7.82126666667,9.68033333332,11.7384777778,8.49326666666,15.9978481482,15.5511333333,12.4591333333,11.6112666667,16.0796666667
251.66,9.94553333332,6.97283333334,7.19726666667,9.27998888888,5.75526666666,13.9614370371,13.9185333333,10.2448666667,9.87753333333,14.2040333333
252.04,11.2925333333,9.58503333333,8.81626666666,11.1484055556,7.59193333334,16.1534518518,15.8367333333,11.9728,12.204,15.6939333333
252.41,12.3707333333,11.0544,9.5684,12.2339666667,9.01640000001,17.9805703704,16.801,13.036,14.1116666667,16.2067333333
252.79,13.5095333333,12.0118666667,10.2056,14.1507277778,10.5727333333,18.6409555555,18.1350666667,14.0234,15.1836,16.8281666667
253.16,15.1554666667,13.9044333333,11.4968666667,16.2858166667,13.3768,20.5294851852,20.7084666667,15.7049333333,18.0621333333,19.436
